MAT.1.1	Wya ka tva saba mndəra taŋ ma Yesu Kristi zivra Dawuda. Dawuda guli ná, zivra Abraham ya. 
1TH.4.14	Tsəhala grafgra amu kazlay: Mtumta Yesu ka sliʼagaptá tsi kəʼa ya, mantsa ya guli ná, grafma gra guli kazlay: Dzaʼa sliʼaganapsliʼa nda ma Yesu ta inda gwal ta rwuta kawadaga nda Yesu ma zlghay nda ŋuɗuf guli kəʼa.
1TH.4.15	Na gwaɗa dzaʼa ŋni mnay ndanana ná, gwaɗa ya mna Mgham Yesu ya. Baɗu tsa fitik dzaʼa vragata tsi ya ná, tiŋlaghuta a amu ta ndiri ya ta gwal nda rwa wa. 
1TH.4.16	Baɗu tsaya, dzaʼa ghudzaga ghudzaga lwa Lazglafta, ŋa kapaŋta mali ta ghəŋa duhwalhani ta lwi, ka vyatá dula Lazglafta, ŋa saha Mghama mu Yesu ka ghəŋani ta luwa, ŋa sliʼagapta gwal nda rwa ma Kristi karaku taŋtaŋ, 
1TH.4.17	ŋa hla amu ta ndiri ya kawadaga nda həŋ ma ghwayak, ŋa dzaʼa guyaku nda Mgham Yesu ma ghuvaŋata luwa. Mantsa ya tama, ŋa nzakwa mu ŋa ɗekɗek kawadaga nda Mgham
1TH.4.18	Tsaya tama lɓuvuswa ŋuɗuf nda tsa gwaɗaha ya.
1TH.5.1	Zwanama ɗa, pahəgla a kuni ta vindaghunafta ka ta wati fitik, nda ya ka ta wati luwa dzaʼa magakwa tsa skwiha ya wa. 
1TH.5.2	Nda sna kaghuni ka ghəŋa ghuni kazlay: Manda ghali ta sagha girviɗik
1TH.5.3	Ma fitika mnay mnduha kazlay: Zɗa nzaku, ta haɗ hwazlaɓaku
1TH.5.4	Kaghuni zwanama ɗa, ma grum a nzatá nzakwa kaghuni, ŋa sagha tsa fitik ya ksaghunaghata manda ghali wa. 
1TH.5.5	Kaghuni demdem ná, zwana tsuwaɗaka fitik kaghuni. Nza a amu manda gwal ma grum girviɗik ya wa. 
1TH.5.6	Ka si mantsa tsi katsi, ma ksu hani ta amu manda ŋa sanlaha ya. Katək ná, nzamanza hzleŋa ndiri ka zlaha vgha mu. 
1TH.5.7	Gwal ta hani ná, girviɗik ta hana həŋ ta hani, girviɗik ta ghuyakwa həŋ ta ghuyaku guli. 
1TH.5.8	Amu ya, gifitik ta mbaɗa amu ta mbaɗa. Zlaha ma vgha mu. Klafma zlghay nda ŋuɗuf nda ɗvu ka nzakwa həŋ manda suɗatá lguta kufur ŋa wara nda tsi. Fafma ghəŋa mu ta mbaku manda fatá takazak
1TH.5.9	Pəgha a Lazglafta ta amu ŋa ghuzlamap tiri wa. Hgafhga ta amu ŋa mbamafta nda ma Mghama mu Yesu Kristi. 
1TH.5.10	Ta ghəŋa amu mtuta Yesu, ŋa nzakwa mu kawadaga nda tsi. Dər má ta nda iri mu, dər má nda rwa mu, kawadaga nzatá nzakwa mu nda tsi. 
1TH.5.11	Tsaya tama, mbruvuswambra ta vgha ghuni, katuvuswa kata ta vgha ghuni manda ya ta magə kuni ndanana ya.
1TH.5.12	Zwanama ɗa, ta ndəɓa dzvu yu da kaghuni, vlawa glaku ŋa gwal ta ksa slna Lazglafta mataba ghuni, gwal zbap Lazglafta ka fata ta ghəŋa kaghuni ŋa taghaghunaftá tvani ya. 
1TH.5.13	Vlawa glaku ŋa taŋ dar ka ɗvuta kuni ta həŋ katakata ta ghəŋa slna taŋ. Nzuvuswanza nda zɗaku mataba ghuni, nda ya nda sanlaha guli.
1TH.5.14	Zwanama ɗa, ta ndəɓa dzvu yu da kaghuni, dvawadva ta gwal ta yaɗi, tsafarawa gwal huleɓhuleɓa, vlawa mbraku ŋa gwal htu mbrakwa taŋ, ka ksa kuni ta ŋuɗuf nda inda mndu. 
1TH.5.15	Ɗaswa ka kuni, da vranamtá mndu ta ŋaslu ta mndu nda ŋaslu. Ŋavawaŋa katək, ka maga skwi ya ɗina mataba ghuni, nda ya ŋa hamata sanlaha tani.
1TH.5.16	Nda rfu ka kuni nzakwa ghuni. 
1TH.5.17	Ma zlanap kuni ta maga duʼa. 
1TH.5.18	Rfanaghawa Lazglafta dər ta ghəŋa wati ma skwi tsi, kabga tsaya skwi ŋa magay ghuni ta zɗəganatá Lazglafta, na tsa kaghuni gwal nda ndiʼa nda Yesu Kristi ya.
1TH.5.19	Ma suʼufiŋ kuni ta Sulkum nda ghuɓa, 
1TH.5.20	Ma mnə kuni ta mtsiriuʼ nda gwaɗa la anabi. 
1TH.5.21	Ama kwatsaɗapwa inda skwi demdem, ka zbapta kuni ta ya ɗina, 
1TH.5.22	ka tsaghuta kuni ta vgha nda inda ɓədzaku.
1TH.5.23	Ka ghuɓaghunaghuɓa Lazglafta ya ta vlatá zɗaku kaghəŋani, ka naghunaftá tsi ka ŋani dardar. Ka ngha tsatsi ta kaghuni tsuhtsuh, nda sulkuma ghuni tani, nda hafa ghuni tani, nda sluʼuvgha ghuni tani. Tsaya dzaʼa kwal rutsak kul nzafta ta kaghuni ma fitika sagha Mghama mu Yesu Kristi. 
1TH.5.24	Dzaʼa magay tsa Lazglafta ta hgaftá kaghuni ya, kabga ta magay ta inda skwi ya mna tsi.
1TH.5.25	Zwanama ɗa, ndəɓawa dzvu ta ghəŋa aŋni.
1TH.5.26	Ka ganaghata kuni ta zgu ta zwanama nda ɗvaftá vgha hmətət.
1TH.5.27	Ta ndəɓa ghunatá dzvu yu ma hga Mgham Yesu. Ka dzaŋanafta kuni ta na ɗelewer na ta inda zwanama.
1TH.5.28	Ka nza zɗakatahuɗa Mghama mu Yesu Kristi kawadaga nda kaghuni.
2TH.1.1	Iʼi Pwal, kawadaga nda i Silas nda Timute, ta vinda na ɗelewer na ŋa kaghuni Igliza Lazglafta ma luwa Tesalunik, kaghuni ta nzakway ka ŋa Da mu Lazglafta, nda Mghama mu Yesu Kristi ya. 
2TH.1.2	Ka nza zɗakatahuɗi nda zɗakwa i Da mu Lazglafta nda Yesu Kristi ta ghəŋa kaghuni.
2TH.1.3	Zwanama ɗa, haɗ ŋni ta zlaŋta rfanaghatá Lazglafta ta ghəŋa kaghuni wa. Nda nza tsaya tɗukwa, kabga ta dzaʼa ta kəma ta kəma zlghay nda ŋuɗufa ghuni, nda ɗvu ta dzaʼa ta kəma ta kəma ta magə inda kaghuni ŋa sanlaha ya. 
2TH.1.4	Tsaya ta kəl ŋni ka ghubakwa ŋni ta ghəŋa kaghuni da sanlaha ma Igliza Lazglafta. Kaghuni ná, ŋanaŋa kuni ta zlghay nda ŋuɗuf, ka suʼa ghuya ɗaŋwa nda giri ta gə lu ŋa ghuni.
2TH.1.5	Tsa ghuya ɗaŋwa ya ta maray kazlay: Tuɗukwa guma Lazglafta kəʼa, ŋa klaftani ta kaghuni ka gwal nda ra ŋa da ga mghama Lazglafta, ya ta ghuyə kuni ta ɗaŋwa ta ghəŋani ya. 
2TH.1.6	Skwi tɗukwa dzaʼa magata Lazglafta, na tsa ghuyanaptá ɗaŋwa dzaʼa ghuyanapta tsi ta tsa gwal ta ghuyaghunaptá ɗaŋwa ya guli. 
2TH.1.7	Ma zlagapta dzaʼa zlagapta Mgham Yesu Kristi ná, dzaʼa vlaghunavla ta mbiʼa vgha ta kaghuni ta ghuytá ɗaŋwa ya, nda aŋni tani. Ta luwa dzaʼa saha tsi kawadaga nda duhwalha Lazglafta gwal nda mbra ya. 
2TH.1.8	Ma takataka vu ta zlghaku dzaʼa saha həŋ ŋa ghuzlanaptá iri ta gwal kul snaŋtá Lazglafta
2TH.1.9	Tsa ghuzla iri dzaʼa ghuzlanapta lu ta həŋ ya ná, tsaya zaɗanatá həŋ dzaʼa zaɗanata lu diʼiŋ nda wa ira Mgham Yesu, nda glakwa mbrakwani
2TH.1.10	Ma sahani dzaʼa magakwa tsaya, ŋa zləzlvay inda gwal ta zlghafta, ŋa ndərmimay inda taŋ nda ndərmima. Tekw kaghuni mataba taŋ, kabga zlghafzlgha kaghuni guli ta gwaɗa ya mnaghuna ŋni.
2TH.1.11	Tsaya ta kəl ŋni ka gɗata ta maga duʼa da Lazglafta ta ghəŋa ghuni, kada nzata kuni ka guram nda skwi ya hgaf tsi ta kaghuni, ka zlghaftá kuni ya. Ka katá tsi ta kaghuni nda mbrakwani, ŋa magay ghuni ta skwi ɗinaɗina, nda ya ŋa yifanaftani ta zlghay nda ŋuɗufa ghuni. 
2TH.1.12	Mantsa ya tama, dzaʼa mutsay hga Mghama mu Yesu Kristi ta glaku nda ma kaghuni, ŋa vlaghunatani guli ta glaku. Nda nza tsaya ka zɗakatahuɗa Lazglafta mu nda Mghama mu Yesu Kristi.
2TH.2.1	Zwanama ɗa
2TH.2.2	Ka mamu mndu ta mnaghunata kazlay: Saghasa fitika sagha Mgham Yesu kəʼa, yaha kuni da zləŋ ka ghuya ghəŋa ghuni. Dər má la anabi tsi, dər má snaŋ nda sna a kuni ta gwaɗay, dər iʼi a ta vindaghunafta ká lu má mnaghunata. 
2TH.2.3	Yahayaha mndu da nanaftá kaghuni dər nda wati ma tsakalawi. Gi ɓaŋalaŋ a dzaʼa sagha tsa fitik ya wa. Makəɗ tsaya ná, nda ndəgha gwal dzaʼa gaftá sidi nda Lazglafta, ŋa saba tsa ghwaɗaka mndu ya dəɗay ta daɓi. Tsatsi mndu ta nzakway ka ghuma. 
2TH.2.4	Dzaʼa sliʼavafsliʼa ta ghəŋa inda skwi nda ghuɓa, nda ya ta ghəŋa inda skwi ta tsəlɓu lu ta tsəlɓu ta kəmani. Ŋa nzamtani ma həga Lazglafta, ŋa mnayni kazlay: Iʼi Lazglafta
2TH.2.5	Mnaghunamna yu ta inda tsa skwiha ya ma fitika nzakwa ɗa da kaghuni. Zaghunapza ra? 
2TH.2.6	Ndanana ná, nda sna kuni ta skwi ta ŋaghutá tsa ghwaɗak ya. Ka saghasa tsa fitikani ya ná, dzaʼa zlagapzlaga. 
2TH.2.7	Aŋ mndani, nda ghada ta magakumagaku slnahani. Ma tsanaŋta tsa mndu ta ŋaghuta ya ta tvi dzaʼazlay ná, kɗekkɗek a dzaʼa maga tsi ta slnani wa. 
2TH.2.8	Dzaʼa sabsa ta daɓi. Ma sagha dzaʼa sagha
2TH.2.9	Nda mbrakwa halaway dzaʼa saba tsa ghwaɗaka mndu ya, ŋa magayni ta inda mazəmzəmha, nda inda skwi ya ta ndrakawu lu nda ndrakawa, nda inda mandərmimi ŋa nana
2TH.2.10	Dzaʼa magay ta inda ghwaɗaka skwiha ŋa nanaghatá gwal ta zaɗa ghəŋa taŋ, kabga kwalaghuta taŋ ta tsuʼafta, ɗvaf a həŋ ta kahwathwata má dzaʼa mbanaftá həŋ ya wa. 
2TH.2.11	Tsaya kəl Lazglafta ka ghunagatá mbrakwa zaɗaku ta ghəŋa taŋ ŋa zlghafta taŋ ta tsakalawi, 
2TH.2.12	kada tsanaghata Lazglafta ta guma ta inda tsa gwal ta kwalaghuta zlghaftá kahwathwata, zɗəgana maga ghwaɗaka skwi ta həŋ ya.
2TH.2.13	Aŋni, nda ra ka rfay ŋni ta Lazglafta ta ghəŋa kaghuni zwanama. Ɗvuɗva Mgham Yesu ta kaghuni kabga Lazglafta ta zbaptá kaghuni daga ta taŋtaŋ, ŋa mbaghunafta nda ma slna Sulkum, ka faghutá kaghuni nda ghuɓa, ma zlghafta ghuni nda ŋuɗufa ghuni ta tsa kahwathwata ya. 
2TH.2.14	Ŋa tsaya kəl tsi ka hgaftá kaghuni nda ma Lfiɗa Gwaɗa ya mnaghuna ŋni, ŋa mutsafta ghuni guli ta glakwa hga Mghama mu Yesu Kristi. 
2TH.2.15	Tsaya tama zwanama ɗa ná, dihavawa diha, ka ŋanata kuni ta inda tsa skwiha taghaghunaf ŋni ya, dər ya mnaghuna lu nda mna, dər ya vindaghunafta lu nda vinda a tsi.
2TH.2.16	Ta maga duʼa yu da Mghama mu Yesu Kristi tsatsi ka ghəŋani, nda ya da Da mu Lazglafta ya ta ɗvutá amu, ya ta zɗaŋtá huɗi ka lɓamatá ŋuɗuf ŋa kɗekedzeŋ, nda skwi faf mu ta ghəŋ tida. 
2TH.2.17	Ka lɓaghunatá tsi ta ŋuɗuf, ka vlaghunatá tsi ta mbrakwa gɗata ta maga skwi ɗinaɗina ma slna nda ya ma gwaɗa.
2TH.3.1	Skwi ya ta pɗaku tama zwanama ɗa, magawa duʼa ta ghəŋa aŋni, kada dzaʼa gwaɗa Mgham Yesu ta kəma ta kəma misimmisim, nda ya ŋa ghubaray mnduha manda ya ta magaku da kaghuni ya. 
2TH.3.2	Magawa duʼa guli ta ghəŋa aŋni ŋa kataŋnatani da mnduha ta sidi, kabga inda mndu a ta tsuʼa na gwaɗa ta mnə ŋni na wa.
2TH.3.3	Mgham Yesu ná, vərɗa mndu ya, dzaʼa mbraghunafmbra, ŋa nghayni ta kaghuni da halaway
2TH.3.4	Wya skwi graf ŋni ta ghəŋa kaghuni ma ndiʼatá vgha ŋni nda Mgham Yesu: Ta ŋanaŋa kuni ta hiɗaku ya ta vlaghunata ŋni, nda gɗata ta gɗata kuni ta magay nda ya dzaʼa kuni magay manda tsaya.
2TH.3.5	Ka maraghunamara Mgham Yesu ta tvi ŋa ɗvuta ghuni ta Lazglafta, nda ya ŋa hbay ghuni ta ŋuɗuf manda ŋa Kristi.
2TH.3.6	Zwanama ɗa, ma hga Mghama mu Yesu Kristi ta mna ŋni ta na gwaɗa na ŋa ghuni, tsaghwa vgha tavata mnda zlghay nda ŋuɗuf ta yaɗi, kul haɗ ta maga skwi taghaghunaf ŋni. 
2TH.3.7	Kaghuni, nda sna kaghuni ta skwi ŋa magay, ŋa ksay ghuni ta saɗa ŋni. Ma nzakwa ŋni da kaghuni ná, nza a ŋni ka gwal ta yaɗi wa. 
2TH.3.8	Zaŋ a ŋni ta skwa zaya mndu ka mbalay wa. Aŋni ka ghəŋa ŋni ta slavapta nda rviɗik tani, nda fitik tani ka maga slna ŋa zay ŋni, kabga va a ŋni ta ghuyaghunaptá ɗaŋwa
2TH.3.9	Nza a vəl magay ŋni mantsa ya kazlay, ra a ka mutsay ŋni ta skwi da kaghuni wu kəʼa wa. Nda nza tsa slna magə ŋni ya ŋa tagha skwi ŋa ghuni. 
2TH.3.10	Ma tsa fitika nzakwa ŋni da kaghuni ya ná, wya ka ŋni si ta mnaghunata: «Ka va a mndu ta maga slna ya wu ná, ma vlaŋ kuni ta skwa zay guli,» ka ŋni.
2TH.3.11	Tsa nzakwani ya, snaŋnaghasna kazlay mamu sanlaha ta yaɗi mataba ghuni, kul haɗ ta maga slna kəʼa. Ta ghəŋa valu da kiwa ghatalakw yeya skwi ta magə həŋ. 
2TH.3.12	Skwi ta mnə ŋni ŋa tsa mnduha ya, nda hga Mgham Yesu Kristi na: Magawamaga ta slna nda tvani, ka mutsa kaghuni ka ghəŋa ghuni ta skwi ŋa zay ghuni, ka ŋni.
2TH.3.13	Kaghuni ya zwanama ná, ma hərfaku kuni ta maga skwi ɗina. 
2TH.3.14	Ka haɗ yu ta sna tsa gwaɗa vindaf lu ya wu, ka mndu katsi, mnanaŋwa mnduha demdem, ka dgaghuta kuni ta vgha nda tsi, ŋa ksaftani ka hula. 
2TH.3.15	Nziya nza tsi, yaha kuni da klaftá həŋ ka ghuma ghuni. Zlahawazlaha nda tvani, kabga zwaŋama ghuni ya.
2TH.3.16	Ka vlaghunavla Mgham Yesu tsatsi ka ghəŋani ta vla zɗaku ya, ta zɗaku dər ta wati luwa tsi. Ka nza Mgham Yesu kawadaga nda kaghuni demdem.
2TH.3.17	Iʼi Pwal ta vindaghunafta nda dzva ɗa, ta ga zgu yu ŋa ghuni. Tsaya thatá dzva ɗa ta inda ɗelewerha ta vindafta yu. Mantsa ya ta vinda yu.
2TH.3.18	Ka nza zɗakatahuɗa Mghama mu Yesu Kristi kawadaga nda kaghuni demdem!
1TI.1.1	Iʼi Pwal, ghunatá mnda Yesu Kristi, manda ya mnaf Lazglafta mnda mba amu nda Yesu Kristi ya faf mu ta ghəŋ tida ta vinda na ɗelewer na.
1TI.1.2	Ŋa kagha Timute
1TI.1.3	Manda ya si ta mnə yu ŋa gha ma sliʼa ɗa da luwa Mekaduniya ya kay, ka nzata ka ma luwa Afisus, kabga mamu gwal ta tagha tsakalawi ŋa mnduha. Ka dvanaghata ka ta həŋ ŋa zlaŋta taŋ. 
1TI.1.4	Ka mnanata ka ta həŋ, yaha həŋ da laghwi da hamtá ghəŋ ma gwaɗa ta prukutunzum, nda mbəɗa mndəra mndu kul haɗ lu dzaʼa kɗanakta. Ta klaktá hwazlaɓaku, ka zlaŋtá ŋlaku ta kəma ta kəma ma slna Lazglafta ma zlghay nda ŋuɗuf tsaha ya. 
1TI.1.5	Klatá ghəŋa tsa gwaɗa ta mnaghata yu ya ná, tsaya sliʼanaftá ɗvu ya ta sabi ma ŋuɗuf ya nda ghuɓa, nda vərɗa ndanu kul haɗ sana dga ghəŋ, nda vərɗa zlghay nda ŋuɗuf. 
1TI.1.6	Tsughwaɗaghu tsughwaɗa sanlaha ta tvi, ka laghwi zaɗamta ma tsa hwazlaɓakuha dzaʼa kwal katanaftá həŋ ya. 
1TI.1.7	Ta kumay həŋ ta nzakway ka gwal ta taghanaftá zlaha Lazglafta ta mnduha, ama sna a vərɗa hahəŋ ta skwi ta mnə həŋ wa. Sna a həŋ ta vərɗa skwi ya sladaf həŋ tida guli wa.
1TI.1.8	Nda sna amu kazlay: Ɗina zlahu kəʼa, ka nda tvani ksa mndu ta slna nda tsi. 
1TI.1.9	Nda sna amu guli kazlay: Fa a lu ta zlahu ka ŋa gwal tɗukwa wu kəʼa, ama fafa lu ta zlahu ŋa gwal kul sna gwaɗa da mndu, nda gwal ta maga mbrəs, nda gwal ta sidi, nda gwal dmaku, nda gwal kul zləŋa Lazglafta, nda gwal kul snaŋtá dzahayʼ, nda gwal ta pslatá dadaha taŋ, nda gwal ta pslatá mndu, 
1TI.1.10	nda gwal ta hliri, nda gwal ta hahanaku zgun nda zgun, nda gwal ta dzawaptá mndu ka vuʼa, nda gwal tsakalawi, nda gwal ta waɗa a ta waɗu ka bətbət, nda ya ŋa gwal ta maga sanlaha ma ghwaɗaka skwiha, ka zluŋtá vərɗaka tagha skwi. 
1TI.1.11	Tsa vərɗa tagha skwi ya ná, ta slanaghata ma Lfiɗa Gwaɗa faɗim lu ŋa mnay ta ghəŋa glakwa Lazglafta lu.
1TI.1.12	Ta rfay yu ta Yesu Kristi Mghama mu, ta vlihatá mbraku prək maga slna ɗa. Ta rfay yu ta ghəŋa vəl klaftani ta iʼi ka mndu nda ra ŋa faftá ghəŋ tida, ŋa maganatá slna. 
1TI.1.13	Aŋ mndani, nda nza yu ka mndu si ta pgha rutsak tida ghalya, ka mnda giri ŋani, ta balanata, ama ka tawatá Lazglafta ta hiɗahiɗa ta iʼi, kabga ma kwala ɗa kul snaŋta si ta maga
1TI.1.14	Ka zɗiɗiŋtá Mghama mu ta huɗi katakata, ka vlihatá zlghay nda ŋuɗuf, nda ɗvu ya ta mutsu lu ma guyatá vgha nda Yesu Kristi. 
1TI.1.15	Wya tsa vərɗa gwaɗa nda ra ka tsuʼafta inda mndu ya: Sasa Yesu Kristi ta ghəŋa haɗik ŋa mbanaftá gwal dmaku. Iʼi mali mataba taŋ. 
1TI.1.16	Tsaya kəl Lazglafta ka tawatá hiɗahiɗa ta iʼi. Kumaŋkuma Yesu Kristi ta maravata ma iʼi ta nzakway ka mali mataba gwal dmaku ya, ta glakwa ksa ŋuɗufani. Nda nza ka gray ŋa gwal dzaʼa zlghaftá tsatsi, ŋa nzakwa taŋ nda rfu ŋa kɗekedzeŋ. 
1TI.1.17	Ka nza sgit nda glaku ŋa ɗekɗek ŋa Mgham kul haɗ ta mtavata, kul haɗ ta nghavata, tsatsi turtuktuk Lazglafta ŋa kɗekedzeŋ. Amin!
1TI.1.18	Timute zwaŋa ɗa, na gwaɗa ta mnaghata yu ná, manda va ya mna la anabi ta gwaɗa ta ghəŋa gha ghalya ya, ŋa nzakwa na gwaɗa na ŋa vlaghatá mbraku, kada laviŋta ka ta vulaftá vərɗaka vulu. 
1TI.1.19	Ŋanaŋa ta zlghay nda ŋuɗufa gha nda fatá ndana gha kul haɗ sana dga ghəŋ. Vziŋvza sanlaha ta tsa fata ndanu kul haɗ dga ghəŋ ya, ka dzatá zlghay nda ŋuɗufa taŋ. 
1TI.1.20	Mataba tsa mnduha ya na i Himene nda Alegzandra. Vlaŋvla yu ta həŋ ta halaway
1TI.2.1	Skwi ya vli yu ta mbraku taŋtaŋ ta ghəŋani karaku ná, tsaya ɗawa skwiha da Lazglafta nda maga duʼa, nda taw ma ghuvani, nda rfanaghata ta ghəŋa inda mnduha. 
1TI.2.2	Ɗina ka maga duʼa ta ghəŋa mghamha nda inda gwal ta ŋanatá ga mgham, kada mutsafta mu ta nzaku leɓtekw, ma zɗaku, ma zləŋa Lazglafta nda tvani, ŋa nzay mu ta nzaku manda ya ta raku dər ta wati ma tvi tsi. 
1TI.2.3	Tsaya skwi ɗina ta zɗəganatá Lazglafta mnda mba amu. 
1TI.2.4	Ta kumay tsatsi ta mbafta
1TI.2.5	Na nzakwani ná, turtuktuk Lazglafta. Turtuktuk mndu ta guyanaftá mndu nda Lazglafta guli. Tsa mndu ya ná, Yesu Kristi ya 
1TI.2.6	ta vlatá ghəŋani ŋa varatá inda mnduha demdem
1TI.2.7	Ŋa tsaya kəl lu ka fatá iʼi ka mnda mnay, ka mnda ghunay
1TI.2.8	Ta kumay yu tama ta magay zgwana ma inda vli ta duʼa nda kapatá dzvu ya nda ghuɓa hezleʼ nda ta luwa, nda gatá sidi a wu, nda zlərɗawi a guli wa.
1TI.2.9	Ŋa miʼaha ya guli ná, ka nzakwa hahəŋ nda hba vgha manda ya ta raku. Ma laghu həŋ da rka nda ɗatá ghəŋ ya nda bla. Ma laghu həŋ da rka nda dasu, dər nda miziɗikw, dər nda lgut ya nda bla dzvani
1TI.2.10	Ka rka həŋ ta rka nda ŋərmata slnaha taŋ, manda ya ta raŋta miʼaha ta maraŋtá zləŋay taŋ ta Lazglafta. 
1TI.2.11	Ma fitika tagha skwi ya guli, seftekwa ka marakw nzata, nda hanatá ghəŋ. 
1TI.2.12	Vlaŋ a yu ta tvi ta marakw ŋa taghanaftá skwi, dər ŋa ga mgham ta ghəŋa zgun wa. Seftekwa katsi nzata. 
1TI.2.13	Adamu na taŋtaŋa mndu zlaganap Lazglafta, kada magaftá tsi ta Hawa. 
1TI.2.14	Adamu a nanaf halaway guli wa, marakw ya nanaf tsi, ka kwalaghutá marakw ta snatá gwaɗa Lazglafta
1TI.2.15	Dər má mantsa tsi, dzaʼa mbanafmba Lazglafta ta marakw nda ma yayni ta zwani, ka gɗavagɗa tsi ta ŋavata ma zlghay nda ŋuɗufani, nda ɗvutá mndu, nda nzaku nda ghuɓa.
1TI.3.1	Nana gwaɗa dzaʼa yu mnay na ná, gwaɗa ŋa faftá ghəŋ tida ya. Ka ɗvafɗva mndu ta slna nzakw ka mali ta ghəŋa Igliz katsi ná, ŋərma skwi ya ɗvaŋ tsi. 
1TI.3.2	Ɗina ka nzakwa mali ta ghəŋa Igliz, ka mndu kul haɗ rutsak tida, turtuk ka markwani, zlahafzlaha katsi ta ghəŋani, ta ndanay katsi ta ndanu tɗukwa, ɗina ka nzakwani, ta tsuʼay katsi ta matbay ga taŋ, nda sna katsi ta taghanaftá skwi ta mndu, 
1TI.3.3	ma nza tsi ka mndu ta sa ima inabi, ma nza tsi ka mndu ta sidi, ama leɓtekw ka nzakwani. Ma nza tsi ka mndu ta ghazeŋzeŋ, ma nza tsi ka mndu ɗvutá ta tsedi. 
1TI.3.4	Nda sna katsi ta ŋanatá həgani, nda sna katsi ta zlaha zwanani ŋa nzakwa taŋ ka zwani ta sna gwaɗa nda hanata ghəŋ guli. 
1TI.3.5	Ka si sna a mndu ta ŋanatá həgani wu katsi, wa kəʼa dzaʼa laviŋtá nghaftá Igliza Lazglafta na? 
1TI.3.6	Ma nza tsa mndu ya ka lfiɗa mndu ma zlghay nda ŋuɗuf, da glə tsi ta ghəŋ, da zləmbamtá tsi ma mndərga tsa guma tsanagha lu ta halaway ya. 
1TI.3.7	Ɗina ka nzakwani ka mndu ya ta ghubu dər gwal kul snaŋtá Lazglafta, kada nzakwa tsi ka mndu kul haɗ lu ta gagay nda gaga, da zləmbamtá tsi da dəɓla halaway
1TI.3.8	Gwal ta ksa slna ma səla mnduha ya guli, ɗina ka nzakwa taŋ. Yaha həŋ pgha wirak his ma vu, yaha həŋ nzakway ka gwal ta sasaku, ka gwal ta zba tsedi nda ta ghwaɗaka tvi. 
1TI.3.9	Ɗina ka nzakway taŋ ka gwal ta ŋanatá kahwathwata ya marigiŋ lu ma zlghay nda ŋuɗuf nda fata ndanu kul haɗ sana dga ghəŋ. 
1TI.3.10	Ɗina ka dzəghaŋtá həŋ karaku. Tahula tsa, ka haɗ sana skwi ŋa mnafta ta həŋ wu katsi, laviŋlava həŋ ta nzakway ka gwal dzaʼa ksa slna ma səla mnduha. 
1TI.3.11	Mantsa ya miʼaha ta ksa slna ma səla mnduha guli. Ɗina ka nzakwa taŋ. Haɗ wu ka həŋ ta kuslemberaku, zlahafzlaha ka həŋ ta ghəŋa taŋ, ka ŋərmani ka həŋ nzakway ma inda skwi. 
1TI.3.12	Mndu ta ksa slna ma səla mnduha ná, turtuk ka markwani, pərɗafpərɗa katsi ta zlaha zwanani nda gwal ga taŋ tani. 
1TI.3.13	Ka nda tvani ta ksa gwal ta ksa slna ma səla mnduha ta slna katsi ná, ta vlaŋvla lu ta glaku ta həŋ ma inda vli. Laviŋlava həŋ ta gwaɗa taŋ kul haɗ zləŋ ma fatá ghəŋa taŋ ma zlghay nda ŋuɗuf ma Yesu Kristi.
1TI.3.14	Ta vindi yu ta na ɗelewer na ŋa gha ná, nda fa ŋuɗufa ɗa ta labə da nghaghaghata. 
1TI.3.15	Ala, ka gərɗugərɗa yu katsi, dzaʼa nda sna ka káka dzaʼa nzaku ma həga Lazglafta ta nzakway ka Igliz, hahəŋ guguɗi ta dihanatá kahwathwata. 
1TI.3.16	Manda va tsaya ná, dagala nzakwa skwi ya nda ɗifa payaf Lazglafta,
1TI.3.16	ta nzakway ka Kristi ya zlghaf mu.
1TI.3.16	Marigiŋ mara Lazglafta ka mnda səla. Tuɗukwa nzakwani,
1TI.3.16	ka Sulkum nda ghuɓa
1TI.3.16	Nda ngha duhwalha Lazglafta, ka mnə lu ta gwaɗa tida, ŋa inda gwal kul nzakway ka la Yahuda.
1TI.3.16	Ka zlghaftá mnduha ma inda vli ta ghəŋa haɗik.
1TI.3.16	Ka klaghatá Lazglafta ta luwa da vla glakwani.
1TI.4.1	Tsaliŋtsala Sulkum nda ghuɓa kazlay: Ma kɗavakta fitik ná, dzaʼa zlanavazla sanlaha ta zlghay nda ŋuɗufa taŋ, ka laghwi da sna ŋa sulkumha ta nana mndu, nda tagha skwi ya ta klagapta ghwaɗaka sulkumha kəʼa. 
1TI.4.2	Ŋa nanaghata gwal ta maga maɗgwirmaɗgwir, ta mna tsakalawi, ta həŋ. Vli ma ndana tsa mnduha ya ná, manda datá kufur ghandand ma vu ya nzakwani. 
1TI.4.3	Dzaʼa lmay həŋ ta kla marakw, dzaʼa lmay həŋ ta zay lu ta sanlaha ma skwa zay. Wya Lazglafta ta zlagigiŋtá tsa skwiha ya ŋa zay gwal zlghay nda ŋuɗuf, gwal nda sna ta kahwathwata. Ta zə həŋ ya, ŋa rfay taŋ ta Lazglafta ta ghəŋani. 
1TI.4.4	Manda va tsaya, inda skwi zlagigiŋ Lazglafta ná, ɗina
1TI.4.5	kabga ghuɓiŋ ghuɓa Lazglafta nda gwaɗani nda ya nda ma maga duʼa guli.
