MAT.1.2	Burahemu wamuzhala Isaka. Isaka akimuzhala Jakobu. Jakobu akimuzhala Juda na nduguze a kilume. 
HEB.5.9	Bai arihokala adzagonya kukamilisha kila kirichokala kinav̱irya akihende, wakala sina ra wo wokolwi wa kare na kare kwa at'u osi mamusikirao iye. 
HEB.5.10	Mulungu akimuhendya akale mulombi mubomu mwenye kahi za ulombi mumwenga na Melikizedeki.
HEB.5.11	Funa maut'u manji ga kunena dzulu ya gaga, ela ni vikomu kugaeleza, kwa kukala k'amugwira haraka. 
HEB.5.12	Kwani kala si vizho, saa zizi ngere mu alimu, ela nwi hangu haho hatha vivi, muchere kuhendza mut'u wa kumufundisha maut'u ga kwandza kamare kahi za neno ra Mulungu. Muchere a mazia, k'amudzakala a chakurya kikomu. 
HEB.5.13	Mana kila mut'u ariye achere maziani, ni muhoho mutsanga na k'adima kumanya hachi ni noni. 
HEB.5.14	Ela chakurya kikomu, ni cha at'u azima mario akili zao mazifundisha kare kwa kudzizoweza kutofautisha madzo na mai.
HEB.6.2	malagizo dzulu za kubat'izwa na kuikirwa mikono, kufufuka kwa at'u mariofwa, na hukumu ya kare na kare. 
HEB.6.3	Na Mulungu akihendza, fundagathalala fukumale.
HEB.6.5	H'aya zho mbai bai, ao mahokera neno ra Mulungu na makirithatha udzo wa kwakwe, kidza makimanya nguvu za urumwengu udzawo. 
HEB.6.6	Ela hatha bada ya kuhokera maut'u gago gosi, o mamukane Jesu na kumuricha Mulungu kamare, mandakala manamusulubisha kaheri ye Mwana wa Mulungu, na kumuaibisha mbere za at'u, kasidi. Kwa vizho k'amadima kuudzywa lusha madze mathubu kaheri.
HEB.6.7	Munda uriwo unapigwa ni v̱ula kwenda na unazhala mavuno gamalwago ni o ak'urima mariourima, Mulungu ni kuuhasa. 
HEB.6.8	Ela kala undamera kimbiri na kidunga-dunga, munda uwo k'auna mana yoyosi, na k'aukure na kulaniwa ni Mulungu na mwishowe uhende kuochwa kamare.
HEB.6.9	Asena, fukinena vivi, si kwamba vizho ndo vindizhokala kwenu, hatha. Siswi funa hakika kukala kuna maut'u madzo zaidhi gambolago kahi za uwo wokolwi wenu. 
HEB.6.10	Kwani Mulungu ni muhachi na k'andasahau bule zho murizho hangu chaho hatha vivi, munaahumikira na kuanyesa mahendzo at'ue kwa ut'u wa kwakwe iye. 
HEB.6.11	Fukahendza zhomu kukala, kila mumwenga wenu, akale na moyo uwo wa chadi, na uhakika wa kukala garyahu maut'u mugatharizago gandakamilika, muhaka mwisho. 
HEB.6.12	Musikale akaha bule, ela aigizeni ao mario kwa kukuluhira na kuvumirira kwao mandapata zho Mulungu arizholaga kukala andaap'a.
HEB.6.14	Bai waamba kukala, “Jeri wenye mimi nindakuhasa na niluhende lukolo lwa kwako lukale lubomu.” 
HEB.6.15	Na Burahemu wavumirira hatha zho arizhokala Mulungu wamulaga kukala andamup'a, akivihokera jeri. 
HEB.6.16	Mut'u akilaha, nikulaha kwa dzina ra mut'u ariye dzuluze, na kulaha kuko nikugonya k'anani zosi. 
HEB.6.17	Na Mulungu were anamala kuahakikishira ao mandiohokera zho vilagane kukala k'andagaluza nia bule. Kwa vizho akilaha kukala andavihenda. 
HEB.6.18	Kwa vizho Mulungu wahenda vit'u viri, waika kilagane na akilaha kukala andakithimiza. Na vizho vit'u viri k'avidima kugaluka, kwa kukala iye k'anena ulongo bule. Kwa ut'u uwo bai, siswi furiomuhendya akale ch'imbiriro yehu, funagerwa moyo zhomu kukala yo th'amaa furiyoikirwa mbere zehu be fuigwire ngwa kamare. 
HEB.6.19	Uhakika uu furiwo nawo unahendya roho zehu zikale imara, salama, na zenye nguvu here dau ridzirogwaga nanga. Kidza uhakika uu undafulongoza hatha futhalale yo p'azia na fwangire kahi za ho hat'u haeri
HEB.6.20	Jesu wafuthangulia kare kahi za ho hat'u haeri ha Mulungu kwa ut'u wehu siswi. Naye wahenda vizho bada ya kukala adzahendywa mulombi wehu mubomu wa kare na kare, mwenye ulombi karakara na wa Melikizedeki.
HEB.7.1	Melikizedeki were ni muthawali wa mudzi wa Salemu, kidza were ni mulombi wa Mulungu ariye dzulu ya zhosi. Siku mwenga Burahemu were ala vihani, na were adzaashinda athawali kahi za viha vizho. Melikizedeki achendamutsangira Burahemu na akimuhasa. 
HEB.7.2	Bai Burahemu wamup'a Melikizedeki fungu ra kumi ra kila kit'u arichokala adzakipata kuko vihani. Dzina ra Melikizedeki manaye ni “Muthawali wa hachi” na pia iye ni “Muthawali wa dheri” kwa kukala iye were ni muthawali wa Salemu, na mana ya Salemu ni “dheri.” 
HEB.7.3	Melikizedeki k'amanyikana babaye hedu mameye, hedu hatha lukolo lwa kwakwe. K'amanyikana kala wazhalwa rini, hedu wafwa rini. Iye ni here Mwana wa Mulungu, ni mulombi kare na kare.
HEB.7.4	Lolani zho Melikizedeki arizhokala na cheo kibomu, hatha Burahemu ye mukare wehu mwenye, kidza wamup'a Melikizedeki fungu ra kumi ra kila kit'u arichopata ko vihani. 
HEB.7.5	H'aya lolani kaheri, aryahu at'u a lukolo lwa Lawi mariotsagulwa kukala alombi, sheria inaaruhusu kuhokera fungu ra kumi kula kwa o Aiziraeli angine, ingahokala osi manambola kahi za lukolo lwa Burahemu. 
HEB.7.6	Ela fukimulola Melikizedeki, hatha k'ana lukolo na Lawi kamare, ela wahokera fungu ra kumi kula kwa Burahemu na akimuhasa iye ariyehokera vilagane zha Mulungu. 
HEB.7.7	Na vi lwazu kwa kila mut'u kamare, kukala ye ahasaye mut'u ni mubomu kumukira ye ahaswaye. 
HEB.7.8	Ukilola o alombi mahokerao mafungu ga kumi, ni at'u a kufwa na kuola. Ela fungu ra kumi rirohokerwa ni Melikizedeki, rahokerwa ni mut'u aishiye, here Maoro gaambazho. 
HEB.7.9	Na kwandza funadima fukaamba kukala iye Lawi mwenye, ariye anae manahokera mafungu ga kumi, wamup'a fungu ra kumi Melikizedeki kukirira kwa ye Burahemu. 
HEB.7.10	Funadima kunena vivi kwa kukala, wakathi Melikizedeki arihothunganana na Burahemu, Lawi were achere uhumboni mwa mukarewe Burahemu.
HEB.7.11	Kukirira kwa uwo ulombi wa Alawi, ana a Iziraeli mahokera sheria kula kwa Mulungu. Na kala ulombi wao waahendya at'u makale kamili, k'akukakalire na haja ya mulombi mungine. Ela kwa kukala ulombi wao k'audimire kuhenda vivi, kukikala ni lazima kwambole mulombi mungine mwenye ulombi karakara na wa Melikizedeki si karakara na wa Haruni. 
HEB.7.12	Mana ulombi ukigaluka, hatha zo sheria nazo nikugaluka. 
HEB.7.13	Kwani iye anenwaye haha be anambola kahi za mbari nyingine yenye kamare. Na k'ahana mut'u hatha mumwenga kahi za mbari iyo ariyehenda kazi ya ulombi. 
HEB.7.14	Kwani vi lwazu kukala Bwana wehu wambola kahi za mbari ya Juda, na wakathi Musa arihokala ananena dzulu za ulombi, k'ahadzire mbari ya Juda bule.
HEB.7.15	Bai vivi vi lwazu zaidhi kukala yo sheria ya Mulungu yagaluka, kwa kukala kwambola mulombi mungine mwenye ariye kahi za ulombi wa Melikizedeki. 
HEB.7.16	Mulombi yuyu k'akalire mulombi kwa kuthuwa sheria na amuri za uko wao, ela wakala mulombi kwa nguvu arizo nazo iye. Na nguvu zizo ni za kukala moyo hatha kare na kare bila kufwa na kuola. 
HEB.7.17	Kwani hatha Maoro gananena dzulu ya vivi na kuamba,
HEB.7.17	“Uwe u mulombi hatha kare na kare,
HEB.7.17	ulombi wa kwako undakala karakara na uryahu wa Melikizedeki.”
HEB.7.18	Kwa vizho iyo sheria ya kapindi ya kuhusu ulombi, yagwagwa k'anda, kwa kukala were k'aina nguvu, kidza were k'aina mana yoyosi. 
HEB.7.19	Kwani iyo sheria k'aihendere kit'u chochosi kikale kamili bule, ela vino fwahendywa fukale na th'amaa mbidzo zaidhi. Na kukirira na iyo th'amaa iyo, funamusongerera hehi Mulungu.
HEB.7.20	H'aya zho mbai bai, wakathi uu Mulungu walaha kamare, ut'u ariwo k'auhendere bule wakathi arihokala anaatsagula Alawi makale alombi. 
HEB.7.21	Ela wakathi arihokala anamuhendya Jesu akale mulombi walaha akiamba,
HEB.7.21	“Bwana adzalaha,
HEB.7.21	na k'andagaluza nia bule,
HEB.7.21	‘Uwe u mulombi hatha kare na kare.’ ”
HEB.7.23	Ut'u ungine uriwo haho ni kukala, ao alombi angine were ni anji kwa kukala kifwa k'akiap'ere nafasi ya kuhenda kazi siku zosi. 
HEB.7.24	Ela Jesu ye ni mulombi kwenda-kwenda, kwa kukala iye anaishi kare na kare. 
HEB.7.25	Kwa ut'u uwo wenye bai, Jesu, siku zosi ana wadimi wa kuaokola kamare at'u osi mamwenderao Mulungu kukirira kwakwe iye, kwa kukala iye anaishi siku zosini ili aavoyere.
HEB.7.27	Iye k'amala kulazha sadaka kila siku kwa ut'u wa dambize mwenye kwandza, gonya kwa ut'u wa dambi za at'u angine, here o alombi abomu a Kiyahudi marizhokala makihenda. Iye wadzilazha iye mwenye akikala sadaka. Sadaka ii wailazha lumwenga lwenye nayo ikithosha. 
HEB.7.28	Bai sheria were inaatsagula at'u mario k'amakamili na kuahendya alombi abomu. Ela bada ya yo sheria, Mulungu wamutsagula Mwanawe akale mulombi mubomu mwenye kwa kulaha. Mwana yuyu were Mulungu wagonya kare kumuhendya kamili kare na kare.
HEB.8.2	Anahenda kazi ya ulombi kahi za ho hat'u haeri, ndani ya ro hema ra jeri ririroakwa ni Bwana mwenye, si hema ririroakwa ni mudamu.
HEB.8.3	Kwa kukala kila mulombi mubomu nikutsagulwa ili amwambozere Mulungu zawadi na sadaka, mulombi wehu mubomu naye ni hatha akale na ut'u wa kumwambozera Mulungu. 
HEB.8.4	Kalaho mulombi yuyu be a haha dhuniani, ngere si mulombi bule, mana haha be hana alombi mambozao zawadi kwa Mulungu kuthuwana na Sheria ya Kiyahudi. 
HEB.8.5	Yo kazi ya ulombi maihendayo haha, be ni mufano wa yo iriyo kahi za ho hat'u haeri kuko mulunguni. Kwani hatha Musa naye arihokala anamala kuaka ro hema, Mulungu wamulagiza akiamba, “Hakikisha kukala kila kit'u unakitengeza kulengana na wo muundo uriwowanyeswa ko dzulu murimani.” 
HEB.8.6	Ela here fuonazho, kazi ya ulombi ariyoigerwa Masihi ni bomu zhomu kukira yo yao. Na hatha cho kilagane akiimiriracho nacho, ni kidzo kukira cho cha kapindi. Kwani maut'u garigolagwa kahi za kilagane kiki ni madzo zaidhi.
HEB.8.7	Kwani kala cho kilagane cha kwandza were k'akina kaila kokosi, ngere k'akukakalire na haja ya kilagane cha hiri. 
HEB.8.8	Ela Mulungu waona kukala at'ue mana makosa ndo hatha akiamba,
HEB.8.8	“Bwana anaamba kukala,
HEB.8.8	siku zinadza nindihoika kilagane kisha
HEB.8.8	na at'u a Iziraeli na at'u Juda.
HEB.8.9	Bwana anaamba kukala,
HEB.8.9	kilagane kicho k'akindakala here dza cho nirichochika na akare ao bule
HEB.8.9	siku iryahu nirihoagwira mukono na nikialongoza nikiamboza ts'i ya Misiri.
HEB.8.9	Kwani k'amaendererere kukithuwa kilagane changu
HEB.8.9	nami kwa ut'u uwo wenye siajalire kaheri.
HEB.8.10	Bwana anaamba kukala,
HEB.8.10	kiki ndo kilagane nindichoika na at'u a Iziraeli siku zidzazo,
HEB.8.10	nindaika sheria zangu kahi za akili zao,
HEB.8.10	na kuzandhika kahi za mioyo yao.
HEB.8.10	Mimi nindakala Mulungu wao,
HEB.8.10	nao mandakala at'u angu.
HEB.8.11	Kundakala k'akuna haja ya mut'u kumufundisha mwandziwe kumwamba,
HEB.8.11	‘Mumanye Bwana.’
HEB.8.11	Kwani kila mut'u, mubomu na muthithe
HEB.8.11	andakala ananimanya.
HEB.8.12	Mana nindaaonera mbazi, niasamehe dambi zao,
HEB.8.12	nami sindazikumbukira kaheri.”
HEB.9.1	Vikara kiryahu kilagane cha kwandza, were kina malagizoge garigokala gakithuwiwa wakathi wa kumuvoya Mulungu. Kidza were kina hema ra kwakwe haha dhuniani. 
HEB.9.2	Hema riri were rina chumba cha halamu na cha ndani. Ndani ya cho chumba cha halamu were muna kiguzo cha kuikira mataa, na meza. Dzulu ya yo meza were hana mikahe ya sadaka. Chumba kiki were kiifwa Hat'u Haeri. 
HEB.9.3	Cho chumba cha ndani were kiifwa Hat'u Haeri Kukira Kueri Kosi. Cho chumba cha ndani na cho cha halamu were zhagazhwa ni p'azia. 
HEB.9.4	Ndani ya cho chumba cha ndani were muna kijaja cha dhahabu cha kufukizira mavumba, na Sanduku ra Kilagane ririrohakwa dhahabu p'ande zosi. Ndani ya ro Sanduku ra Kilagane were muna nyungu ya dhahabu iriyokala ina Mana,
HEB.9.5	Dzulu za ro Sanduku ra Kilagane were hana makerubi
HEB.9.6	Wakathi vit'u zhosi virihokala vidzatengezwa na kila kit'u kidzaikwa hat'uhe, o alombi makala machangira kahi za cho chumba cha halamu siku zosi na kuhenda kazi yao ya ulombi. 
HEB.9.7	Ela cho chumba cha ndani were k'achangira mut'u mungine yoyosi isihokala ye mulombi mubomu mwenye h'akeye. Kidza hatha iye naye were angira lumwenga kwa mwaka. Na kila arihongira mumo, were suthi ende na milatso ya kumwambozera sadaka Mulungu. Sadaka ii were ni ya kuusa dambi za kwakwe iye mwenye, na dambi za at'u osi, marizokala mazihenda kwa kutsamanya. 
HEB.9.8	Bai kulengana na malagizo gaga, Roho Mweri ananyesa lwazu kukala ho Hat'u Haeri Kukira Kueri Kosi were k'ahadima kwangirwa ni at'u kuno cho chumba cha halamu na maut'u ga cho kilagane cha kare vichereko. 
HEB.9.9	Uu ni mufano kahi za siku zizi furizo. Kwani kulengana na go malagizo, alombi manalazha zawadi na sadaka kwa Mulungu. Ela vit'u vivi vilazhwazho k'aviahendya o alazhi makale kamili kahi za mioyo yao. 
HEB.9.10	Vivi ni kwa kukala, malagizo gaga ganahusu zhakurya, na vinywaji, na maut'u ga kudzitsusa, garigo ni maut'u ga mwiri thu. Kazi ya malagizo gaga indagoma haho Mulungu andihogaluza maut'u gaga gosi.
HEB.9.12	Masihi wangira kahi za ho Hat'u Haeri kuko mulunguni lumwenga lwenye na vikikala ni basi. Arihongira mumo k'enderemwambozera Mulungu sadaka ya milatso ya ndhenge, na ndzao, hatha. Iye wakwendamwambozera Mulungu sadaka ya milatsoye mwenye. Na kwa kuhenda vizho akihurehera wokolwi wa kare na kare. 
HEB.9.13	Kahi za go malagizo ga kapindi, at'u mario were kulengana na dini ya Kiyahudi ni achafu, were makathiv̱irwa-thiv̱irwa milatso ya mbuzi na ya ndzao, na ivu ra ndama. Nao were makihendwa viryahu, kulengana na dini yao, miri yao nikukala misafi. 
HEB.9.14	Vikara, kala milatso ya ng'ombe na mbuzi thu kidza yaahendya at'u makikala asafi, h'e seze milatso ya Masihi? Vidze yo k'aindahenda zaidhi? Kukirira na nguvu za ye Roho wa kare na kare, Masihi wadzilazha sadaka isiyo na kaila kwa Mulungu. Nayo milatsoye indasafisha kazi mbii-mbii zosi zirizo mioyoni mwehu, ili fumuhumikire Mulungu ariye moyo. 
HEB.9.15	Ndosa Masihi ndiye afugwizanyaye siswi na Mulungu kahi za cho kilagane kisha. Na kukirira kwa iye, at'u osi mandioifwa ni Mulungu mandahokera baraka za kare na kare arizolaga Mulungu. Na vivi vindakala kwa kukala Masihi wafwa na akiakombola at'u kula kahi za makosa marigogahenda wakathi marihokala ts'ini ya cho kilagane cha kwandza.
HEB.9.16	Vikara, mut'u akikala adzafwa, ela akale wandhika malagizo fulani wakathi arihokala achere moyo, malagizo garyahu k'agadima kuthuwiwa muhaka at'u mahakikishe kukala yuyahu ariyegandhika wafwa jeri. 
HEB.9.17	Kwani malagizo dza gago k'agana mana yoyosi wakathi ye mut'u ariyegandhika akikala achere moyo. Ela wakathi akifwa malagizo gago ganadima kuhumirwa. 
HEB.9.18	Na ndosa hatha cho kilagane cha kwandza kidza chahendywa kilagane ni milatso ya nyama mariotsindzwa. 
HEB.9.19	Kwani wakathi Musa arihokala adzagonya kuashomera Aiziraeli amuri zosi za Mulungu, wahala milatso ya ng'ombe na ya mbuzi, akiitsanganya na madzi. Gonya akihala pamba thune, na kiv̱ungo cha muhi uifwao hisopu, akikithiv̱ira cho kithabu cha Sheria kwandza gonya akiathiv̱ira-thiv̱ira o at'u osi 
HEB.9.20	akiamba, “ii ndo milatso ya cho kilagane aricho Mulungu wamulagiza mukithuwe.” 
HEB.9.21	Anala haho, akithiv̱ira-thiv̱ira milatso ro hema na viya zhosi virizhohumirwa wakathi wa kumuvoya Mulungu. 
HEB.9.22	Na kahi za yo sheria ni jeri kukala milatso ndo isafishayo karibu kila kit'u. Dambi k'aidima kusamehewa hasiho milatso kumwagwa.
HEB.9.24	Kwani Masihi k'angirire kahi za hat'u haeri harihotengezwa ni anadamu, mana hat'u haha ni mufano thu wa haho hat'u haeri, hariho ko mulunguni. Ela Masihi wangira kuko mulunguni kwenye, na aimire mbere za Mulungu kwa ut'u wehu siswi. 
HEB.9.25	Mulombi mubomu mwenye wa Kiyahudi were angira kahi za ho Hat'u Haeri Kukira Kueri Kosi, k'ana mwenga kwa mwaka. Naye were akalazha sadaka ya milatso ya mifugo, si milatsoye mwenye. Ela Masihi ye, wangira k'ana mwenga yenye na akimboza sadaka ya milatso ya kwakwe mwenye. 
HEB.9.26	Kwani kala were ni muhimu kumboza sadaka kwenda-kwenda, ngere hangu urumwengu uumbwe, anafwa akiandzat'o hatha vivi. Ela here virizho, wakudza siku zizi za mwisho, ili kwa kudzimboza sadaka iye mwenye, akause dambi zosi. Naye wavihenda lumwenga lwenye na vikithosha. 
HEB.9.27	Na here virizhothalwa, kila mut'u andafwa lumwenga, na bada ya kufwa, hukumu ya Mulungu inamuthariza. 
HEB.9.28	Na kahi za ngira iyo vizho, Masihi naye wambozwa sadaka lumwenga, akihala dambi za at'u anji, na bai anadza kaheri mara ya hiri. Charo kiki, k'andakudza ause dambi bule, ela andakudzaaokola aryahu mamutharizao kwa hamu.
HEB.10.2	Kwani kala sadaka zizi be zaahendya o at'u mariokala manalazhirwa makale kamili, k'akukakalire na haja ya kumboza sadaka kaheri, mana kila mut'u angadzisikira kukala k'ana dambi kaheri. 
HEB.10.3	Ela sadaka zizo zakala ni ut'u wa kuakumbukiza o at'u kila mwaka kukala ao mana dambi. 
HEB.10.4	Kwani milatso ya ndzao na ya ndhenge k'aidima kuusa dambi bule. 
HEB.10.5	Kwa ut'u uwo wenye bai, Masihi arihokudza haha urumwenguni, wanena na Mulungu akiamba,
HEB.10.5	“Uwe k'umalire sadaka na vigerwa,
HEB.10.5	ela wanithayarishira mwiri.
HEB.10.6	K'ufwahirirwe ni sadaka za kuocha,
HEB.10.6	na sadaka za kuusa dambi.
HEB.10.7	Gonya nikiamba, ‘Lola h'ewe Mulungu,
HEB.10.7	mimi nakudza nihende mahendzogo
HEB.10.7	here virizhondhikwa kahi za Maoro.’ ”
HEB.10.8	Vikara here muonazho, Masihi waamba, “K'ufwahirirwe ni sadaka na vigerwa. K'umalire sadaka za kuocha na za kuusa dambi.” (Sadaka zizi zosi were zinalazhwa kulengana na sheria.) 
HEB.10.9	Anala haho, akiamba, “Lola h'ewe Mulungu, mimi nakudza nihende mahendzogo.” Kwa vizho Mulungu akiusa zo sadaka za kapindi na akimwika Masihi akale sadaka mbisha. 
HEB.10.10	Na kwa mahendzo gago ga Mulungu, siswi fwatsuswa kukirira na yo sadaka ariyoimboza Jesu Masihi. Iye wamboza sadaka k'ana mwenga thu, na vikithosha kamare.
HEB.10.12	Ela Masihi ye wamboza yo sadaka mwenga ya kuusa dambi, na vikikala ni basi. Kula haho achendakelesi mukono wa kurya wa Mulungu. 
HEB.10.13	Naye a haho vivii, hatha Mulungu aathambaraze mahadhuie osi ts'ini za maguluge. 
HEB.10.14	Bai kukirira na yo sadaka mwenga ariyoimboza Masihi at'u osi mariousizwa dambi za kwao waahendya makale akamilifu.
HEB.10.15	Kwani hatha ye Roho Mweri naye ni shudhia wa maut'u gaga, mana wanena kahi za Maoro akiamba,
HEB.10.16	‘Kiki ndo kilagane nindichoika nao siku zidzazo:
HEB.10.16	Nindaika sheria zangu kahi za mioyo yao,
HEB.10.16	na kuzandhika kahi za akili zao.’ ”
HEB.10.17	Kidza anaenderera kunena na kuamba,
HEB.10.17	“Dambi zao sindazikumbukira kaheri,
HEB.10.17	na gago mahendo gao mai sindagakumbukira kaheri.”
HEB.10.18	Bai kala dambi zosi zagonya kusamehewa, k'ahana haja ya kwenderera kumboza sadaka kaheri ya kuusa dambi.
HEB.10.20	Iye wahuvugulira ngira mbisha ya uzima kwa kuulazha mwiriwe here sadaka. Kukirira na ngira iyo, hunadima kuthalala yo p'azia iriyokala idzahuzia, na hukamufikira Mulungu. 
HEB.10.21	Siswi be funa mulombi mubomu zhomu aimiriraye yo nyumba ya Mulungu. 
HEB.10.22	Kwa vizho bai, nafumusongerere Mulungu na moyo mumwenga, na fukale na hakika kahi za kuluhiro rehu. Nafumusongerere na mioyo iriyotsuswa kwa milatso ya Masihi na miri iriyotsuswa na madzi madzo. 
HEB.10.23	Ro kuluhiro fuambaro hunaro, be nafurigwire ngwa kamare, kwani iye ariyeika kilagane be ni mwaminifu, andahenda here arizholaga. 
HEB.10.24	Nahumanyane enye kwa enye na fuhimizane kahi za kuhendzana na kuhenda madzo. 
HEB.10.25	Fusitsoke kukala na ushirika here at'u angine mahendazho, ela nafuenderere kwangizana moyo zaidhi, kwani here muonazho yo siku ya kudza Bwana be i hehi.
HEB.10.27	Kiserecho ni kuthariza kwa woga yo hukumu ya Mulungu na wo moho mukali undiwoaocha osi mamupingao iye. 
HEB.10.28	Mut'u yoyosi ariyebanda Sheria ya Musa, na kukale na mashahidhi airi hedu ahahu mariomona, were analagwa bila kuonerwa mbazi ni mut'u. 
HEB.10.29	H'e seze mut'u andiyemuv̱udhya Mwana wa Mulungu, hamwenga na yo milatso ya kilagane cha Mulungu iriyomutsusa hatha iye? At'u dza vizho ao manamuhukana na kumutsukiza ye Roho wa Mulungu aaoneraye mbazi at'ue. Nao adhabu yao indakala k'ali zaidhi. 
HEB.10.30	Kwani hunamumanya ye ariyeamba kukala,
HEB.10.30	“Kurihiza nirichirani,
HEB.10.30	mimi nindarihiza.”
HEB.10.30	gonya akiamba kukala,
HEB.10.30	“Bwana andahukumu at'ue.”
HEB.10.31	Kugwa magandzani mwa Mulungu ariye moyo, ni ut'u wa kwagosha sana.
HEB.10.33	Wakathi mungine were mukasholerwa na kuhenderwa mai mbere za at'u, hedu mukagwirana na andziyenu mariohenderwa maut'u gago. 
HEB.10.34	Ninwi munamanya kushononeka hamwenga na ndugu mariofungwa. Na hatha murihohokwa vit'u zhenu kidza mwavikubali na raha, mana were munamanya kukala muna vit'u vidzo zaidhi na zha kudumu kare na kare. 
HEB.10.35	Kwa vizho bai, wo uhakika muriwo nawo usimwambole bule, mana mukienderera kukala nawo mundapata zawadi bomu. 
HEB.10.36	Bai vumirirani, ili muhende mahendzo ga Mulungu, naye andamup'a zho arizholaga kumup'a. 
HEB.10.37	Kwani Maoro ganaamba,
HEB.10.37	“Bado siku ch'ach'e thu,
HEB.10.37	na iye atharizwaye andakudza, k'andatoa bule.
HEB.10.38	Na iye andiyeuya nyuma, moyo wangu k'aundakala radhi naye.”
HEB.10.39	Ela siswi, k'afuhamwenga na at'u a kuuya nyuma na kwangamizwa, ela fu hamwenga na at'u a kukuluhira muhaka haho fundihookolwa.
HEB.11.2	Kwani hatha o akare ehu kidza Mulungu waalika kwa kukala mere manamukuluhira.
HEB.11.6	Na k'akuna mut'u adimaye kumufwahiza Mulungu hasiho kukala na kuluhiro. Mana kila amalaye kumwendera Mulungu suthi akale anakuluhira kukala Mulungu a kuko, na kukala iye nikuap'a zawadi aryahu mamumalao.
HEB.11.9	Kwa kuluhiro, Burahemu watoa here mujeni kahi za ts'i iryahu ariyolagwa ni Mulungu kukala andaigerwa. Watoa kahi za mahema here Isaka na Jakobu marizhohenda badaye. At'u aa Burahemu, Isaka na Jakobu, maikirwa kilagane kimwenga ni Mulungu. 
