MAT.1.1	Hiyana nan lestaan nan kaap-uwan Jesu Cristo ay kianak David, ya hi David at kianak Abraham. 
REV.6.14	As nan hiyachi us, namaid nan chaya ay kaman as nan atun chi papel ay malopelop. Naiwawud ya naiyaton nan am-in ay chuntug ya am-in ay luta ay liniliwus chi fiayfiay. 
REV.6.15	Angkiay ya nan ar-ari asna's luta, nan chiyuycha totoray, nan anap-apon chi sosorchachu, nan nunkafiaknang, nan chiyuycha mafigfigfig, ya nan tapina ay tataku ay mafiabfiaor winnu fiakun at tenagtagcha ay nuntafun am-in as nan chiyuycha liyang ya as nan penapaingan nan chiyuycha chalimmug henan chunchuntug. 
REV.6.16	Nunpasug-angcha henan chiyuycha chuntug ya as nan chiyuycha fiatu, “Ayu man paat, magchay kayu kan chakami ya kumab-on kayu ta achi chakami ilaun as nan nangatokor as nan trono, ya malisiyanmi nan kauugyat ay chumusaan nan Kordero. 
REV.6.17	Tay nan kauugyat ay urkiw ay manusaana kan chakami at inumchan at, ya ay wachay makaeta-un? Maid!”
REV.7.1	Kun pay narpas na, inilak nan opat ay angheles ay nangatakchug as nan opat ay sulen nan lufong. Tetenpapcha nan opat ay kurpuwan chi puwak ta achi poros mapuwak nan luta, fiayfiay ya uray nan chiyuycha kaiw. 
REV.7.2	Chatona ay angheles nan nangichatan Apo Dios as pannakafialin ay manachael henan luta ya nan fiayfiay. Angkiay inilak nan usa pay ay anghel ay cha ngomatu ay nurpu as nan fomokfoknakian nan urkiw ay nawad-an as nan markan
REV.7.3	“Achiyu chachaelun nan luta winnu nan fiayfiay winnu nan chiyuycha kaiw inkiana markaanmi nan ketong nan chiyuycha munserserfi kan Apo Dios takú.” 
REV.7.4	As nan nangmarkaana kan chicha, naifiakia kan ha-un nan filang ay hinkiasot ya opat puru ya opat ay lifu. Chicha nan nurpu as nan kianak nan hinpuru ya chuwa ay an-ak Israel. 
REV.7.5+REV.7.6+REV.7.7+REV.7.8	Hinpupuru ya chuwa ay lifu nan namarkaan as nan kianak nan potot Israel ay cha Juda, Ruben, Gad, Aser, Neftali, Manases, Simeon, Levi, Isacar, Zabulon, Jose, ya hi Benjamin.
REV.7.9	Kun pay narpas na, inilak nan ongoongor ay tataku ay maid makafilang ay nurpu henan tunggal nasyon ya tribu ya nurpu as nan tataku ay tukutukún chi kubletcha ya kalicha. Nangatakchugcha as nan sangwanan nan trono ya nan Kordero. Nangafiachucha as kummayad ay munpupukaw, ya waschi un inuunnanay tufon chi palma ay mangepaila as lagsakcha. 
REV.7.10	Infukiawcha, “Nan nangesarakan kan chitaku at nan Apo Dios takú ay nangatokor as nan trono ya nan Kordero!” 
REV.7.11	Nan am-in ay angheles at liniliwuscha nan trono, nan chiyuycha anam-amá, ya nan opat ay nafiayang. Nunlukfubcha am-in ay nanaychayaw kan Apo Dios as nan sangwanan nan trono. 
REV.7.12	Kenalicha, “Ommat koma na! Sapay koma ta mawawacha in-inkiana kan Apo Dios ay munserserfiyan takú nan bendisyon, kaichayawan, kenasilib, panagyaman, chayaw, pannakafialin ya kenapigsa. Amen.”
REV.7.13	Angkiay ya nunsarudsud kan ha-un nan usa as nan chiyuycha anam-amá. Kenalina, “Ay ammom mu ngachan chatona nan nunfiafiachu as munpupukaw ya mu anan nurpuwancha?”
REV.7.14	“Tuan. Ammom met, apo. Ifiakiam pay,” ensongfiatku.
REV.7.14	Kenalina, “Chatona nan nakalasat as nan kauugyat ay likiat. Lenab-ancha nan fiachucha, ya nunfialinuncha chasa as munpupukaw babaen as nan charan nan Kordero ay enmayas as nan natuyana.
REV.7.15	Hiyasa nan kiapúna ay wachacha as nan sangwanan nan tronon Apo Dios, ya chacha munserserfi kan hiya as inurkiw ya lenafi as nan templona. Mawawachantu kan chicha nan nangatokor as nan trono ya aywanana chicha. 
REV.7.16	Achicha poros kasin munchugchukiaang winnu masmasketan. Achicha poros maesapsap-uy winnu maparpalikiat as nan tapina ay omatong. 
REV.7.17	Tay nan Kordero ay wacha as nan kawad-an nan trono at hiyantu nan mangay-aywan kan chicha, ya epangunantu chicha as nan ugwor ay fomokfoknakian nan chanum ay umichat as fiyag. Achichantu kasin mun-ag-akor, tay punasantu Apo Dios nan am-in ay luwacha.”
REV.8.1	Kun pay lenoksan nan Kordero nan maekapitu ay silyu, kinmikinakcha am-in nan wacha ad chaya as nan kiayud kakudwan chi uras. 
REV.8.2	Angkiay ya inilak nan pitu ay angheles ay nangatakchug as nan sangwanan Apo Dios. Naettancha as pitu ay tarampet.
REV.8.3	Fenmoknag nan usa pay ay anghel ay uy tenmakchug as nan kawad-an nan altar ay nananangchun as nan naittuwan nan insenso ay naamma as fialetok. Naettan hiya as ongor ay insenso ay etapina as nan kararag nan am-in ay tatakon Apo Dios, ya puorana ay mangichaton kan Apo Dios as nan altar ay naamma as fialetok ay wacha as nan sangwanan nan trono. 
REV.8.4	Nan asok nan cha mapuppuoran ay insenso ya nan kararag nan tatakon Apo Dios at ngenmatucha ay nurpu as nan mait-ittuwan nan insenso ay inuunnan nan anghel as nan sangwanan Apo Dios. 
REV.8.5	Angkiay ya enaran nan anghel nan mait-ittuwan nan insenso, ya pinnuna as finmafiara ay uling ay enarana as nan altar, at inchus-orna asna's luta. Hiya at chi ya wachay komanikong ay kud-or, ya cha munfiakilat ya munkichu.
REV.8.6	Angkiay ya nan pitu ay angheles ay nakchang as tarampet at nunsakianacha ay mangepakiangos as nan tarampetcha.
REV.8.7	Nan omona ay anghel at penakiangosna nan tarampetna, at naepetlak asna's luta nan chiyuycha choraru ya apuy ay nakaslangan as chara. Isunga naetemok nan pagkatlon nan luta ya pagkatlon us nan kakkaiw ya am-in ay lukiam.
REV.8.8	Angkiay ya nan maekadwa ay anghel at penakiangosna nan tarampetna, at inilak nan kaman ad-acha-an ay chuntug ay cha kumarkiarud ay naetap-or henan fiayfiay. 
REV.8.9	Nunfialin as chara nan pagkatlon nan fiayfiay, ya natuycha nan pagkatlon nan chiyuycha matataku henan fiayfiay, ya nachachaelcha nan pagkatlon nan chiyuycha papor.
REV.8.10	Nan maekatlu ay anghel at penakiangosna us nan tarampetna, at wacha nan ad-acha-an ay taraw ay kaman penakad ay cha kumilkilarok ay nurpu ad chaya ay nag-as henan pagkatlon nan chiyuycha wawwang ya ugwor. 
REV.8.11	Nan ngachan nan nauy taraw at Mun-aklet. Enmaklet nan pagkatlon nan chanum, ya natuy nan ongor ay tataku ay inmikop as nan chiyuy chanum.
REV.8.12	Nan maekap-at ay anghel at penakiangosna nan tarampetna. Nachachael nan pagkatlon nan urkiw, nan pagkatlon nan furan ya pagkatlon nan chiyuycha taraw. Nan nunfianakiana at namaid nan pagkatlon nan silawcha. Isunga ngenmongot nan pagkatlon nan kaorkia ya pagkatlon nan lafi.
REV.8.13	Kunak pay cha munfuyfuya, chinngorku nan nawi ay cha muntat-ayaw as ngatu ay nangifukiaw, “Kasusug-ang! Kasusug-ang! Kasusug-ang kayman as solet nan ommattu as nan tataku asna's luta as nan mangepakiangosantu nan turu pay ay angheles as nan tarampetcha.”
REV.9.1	Nan maekalema ay anghel at penakiangosna nan tarampetna, at inilak nan nanag-as asna's luta ay taraw ay nurpu ad chaya. Naichat as nan taraw ay anna nan torfek nan pantiw nan lukiar ay kaman fitu ay maid papugna.
REV.9.2	Kuna pay tenkafian nan chiyuy fitu, naifud-ok nan asok ay kaman as nan arotottot chi ad-acha-an ay puor. Liningfiana nan urkiw, ya penangongotna asna's luta. 
REV.9.3	Wachacha nan chuchun ay nakefoknag as nan asok, ya kenomsopcha asna's luta. Naettancha as kafiaelan ay sumilud ay kaman as nan makali un scorpion.
REV.9.4	Naifilin kan chicha ay achicha teletelun nan uray ngachana ay lukiam, kaiw, winnu tapina ay mura, ngem kuncha yangkiay sukiatun nan tataku ay chaan namarkaan chi ketongcha as nan markan Apo Dios.
REV.9.5	Chaancha naparufusan ay mangpatuy kan chicha, ngem kuncha yangkiay palikiatun chicha as lema ay furan. Nan kaputug nan chacha iliwliwas at kaman as nan siluchan nan makali un scorpion ay munnotnot as solet. 
REV.9.6	As nan hana lema ay furan at iyan-anap chi tatakuy katuyancha, ngem achi challu uchanan nan utúy chicha. O, uray mu laraychuncha ay matuy, ngem achi umchan nan utúy kan chicha.
REV.9.7	Nan ilan nan chiyuycha chuchun at kamancha kafiayu ay nakasakiana ay uy makikufiat. As nan urucha at wacha nan kaman korona ay naamma as fialetok, ya nan lupacha at kaman lupan chi taku. 
REV.9.8	Nan fookcha at ananchu ay kaman as nan fook chi fianafiai, ya nan fiab-acha at kaman as nan chiyuycha fiab-an chi layon. 
REV.9.9	Nan tagrangcha at nasasarakan as kaman lanchok. Nan kayabkab chi payakcha as nan tomayawancha at kaman as nan ungug chi ongoongor ay kalesa ay cha ikuykuyud chi kafiayu ay cha tomagtag ay uy makikufiat. 
REV.9.10	Nan iwetcha at kaman as nan iwet nan makali un scorpion ay sumilud, ya as nan iwetcha nan kawad-an nan kafiaelancha ay mamalikiat as nan tataku as lema ay furan. 
REV.9.11	Wacha nan aricha ay mangetoray kan chicha ay hiya nan anghel ay mangay-aywan henan lukiar ay kaman fitu ay maid papugna. Nan ngachana as nan kalen chi Hebreo at Abaddon, ya as nan kalen chi Griego at Apolion. Nan laychuna ay kanan at Nan Chumachael.
REV.9.12	Narpas at nan omona ay kauugyat ay likiat, ngem wacha pay nan chuwa ay omali.
REV.9.13	Nan maekan-um ay anghel at penakiangosna nan tarampetna, at chinngorku nan usa ay kali ay nurpu as nan opat ay sulen nan altar ay naamma as fialetok ay wacha as nan sangwanan Apo Dios. 
REV.9.14	Kenalen nan kali ay ansa as nan maekan-um ay anghel ay nanangchun as tarampet, “Ilufusmu nan opat ay angheles ay naifiafiarud as nan kawad-an nan ad-acha ay wawwang ay Eufrates.”
REV.9.15	Tit-iwa ay nailufus nan opat ay angheles, tay sikud ay naesasakianacha para as nan nauy ustuustu ay uras ya urkiw, furan ya tawwun ay uycha mangpatuyan as nan pagkatlon nan tataku. 
REV.9.16	Naifiakia kan ha-un ay nan filang nan chiyuycha nunkakafiayu ay sosorchachu at chuwan kiasot ay milyon. 
REV.9.17	Nan chiyuycha kafiayu ya nan chiyuycha nunsasakay ay inilak as nan kaman iitawku at assena: Nakchang nan chiyuycha nunsasakay as lanchok ay manasarak as tagrangcha ay nan kolorcha at turu. Nan usa ay kolorcha at munchachara ay kaman apuy. Wacha pay chi asul ay kaman nafiaror ay safiru, ya muntitifia ay kaman asufre. Nan uron nan nauycha kafiayu at kaman uron chi layon, ya chacha ifudfud-ok chi apuy, asok ya asufre. 
REV.9.18	Natuy nan pagkatlon nan tataku asna's luta kiapú as nan nauycha turu ay kauugyat ay pomatuy ay apuy, asok ya asufre ay cha ifudfud-ok nan hanacha kafiayu. 
REV.9.19	Tay nan kawad-an nan kafiaelan nan hanacha kafiayu ay pomatuy at as tapakcha ya iwetcha. Nan iwetcha at nauruwancha as kaman uron chi urug ay isukiatcha as tataku.
REV.9.20	Ngem nan tataku ay nayagyag ay chaan natuy as nan chiyuycha kauugyat ay pomatuy at chaancha challu chinukkian
REV.9.21	Chaancha us infiafiawi nan penmatpatuyancha, nan nunsarsaromangkaancha, nan nangepappapasancha as assi ay lachok, winnu nan nangak-akiwancha.
REV.10.1	As nan hiyachi, inilak nan usa pay ay mannakafialin ay anghel ay cha komsop ay nurpu ad chaya. Nalilifotan as lifuu, ya wachay tilag as nan ngaton nan uruna. Nan lupana at narawag ay kaman as nan urkiw, ya nan sukina at kaman kumilkil-aw ay apuy. 
REV.10.2	Inuunnanay ek-eket ay papel ay nafifitlag. Inkiakiatin nan kannawan ay sukina nan fiayfiay, ya nan kannikid ay sukina nan luta. 
REV.10.3	Nunfukiaw as napigsa ay kaman as nan ukiab chi layon. As nan nunfukiawana, nunkali nan pitu ay kud-or ay nanfor. 
REV.10.4	Kun pay narpas ay nunkali nan pitu ay kud-or, kiayudku elapu ay mangisurat as nan kenalicha. Ngem chinngorku nan kali ay nurpu ad chaya ay kanana, “Achim epakpakaammu ya isursurat nan kenalen nan pitu ay kud-or.”
REV.10.5	Angkiay ya nan anghel ay inilak ay nangatakchug henan fiayfiay ya henan luta at tenag-uyna ad chaya nan kannawan ay limana 
REV.10.6	ya nunsapata as nan ngachan Apo Dios ay matataku in-inkiana ay namayang henan chaya, luta, fiayfiay ya nan am-in ay wacha kan chicha. Nan chinngorku ay ensapatan nan anghel at hiyana: “Achi poros mataktak nan ommatana! 
REV.10.7	Ngem as nan mangepakiangosan nan maekapitu ay anghel as nan tarampetna, tongparuntu Apo Dios nan planuna ay kaman as nan infiakiana as nan chiyuycha pomapadtu ay nunserserfi kan hiya ad pus-uy ay chaana enpakaammu as nan tapina.”
REV.10.8	Angkiay ya chinngorku nan kali ay nurpu ad chaya, ya kanana kasin kan ha-un, “Uymu araun nan ek-eket ay papel ay nafifitlag ay inuunnan nan chiyuy anghel ay kinmakiatin henan fiayfiay ya henan luta.”
REV.10.9	As nan hiyachi, inmuyak as nan anghel, at kinchawku nan ek-eket ay papel. Kenalina, “Araum ya kanum. Munlamiis ay kaman as nan chilon chi iyukan as tapakmu. Ngem as putom at mun-aklet, at pumutugtu.”
REV.10.10	Enarak nan ek-eket ay papel as nan liman nan anghel, at kenanku. Munlamiis tit-iwa ay kaman chilu as tapakku. Ngem as nan nangokmonak, pinmutug nan putok. 
REV.10.11	Angkiay ya wacha nan nangifilin kan ha-un, “Masapor kasinmu epadtu nan ommat henan ongor ay nasyon ya tataku ay tukutukún chi kalicha ya as nan ar-aricha.”
REV.11.1	Kun pay narpas sa, naichat kan ha-un nan pangluklukud ay kaman surkud, ya naifiakia us kan ha-un na: “Uymu lukchun nan templon Apo Dios ya nan altar, ya filangum nan chiyuycha munchaychayaw hid-i. 
REV.11.2	Ngem pay-am ud-ay nan fiattaw nan templo. Achim lukchun, tay naipurang at sa as nan chiyuycha Gentil ay chicha nan mangepaassi henan nasantowan ay siyudad ay Jerusalem ay kamancha cha ikiatkiatin as opat puru ya chuwa ay furan. 
REV.11.3	As nan unig nan hanacha furan ay munpachong as nan hinlifu ya chuwan kiasot ya unum puru ay urkiw, ifiaorkuntu nan chuwa ay tistigok. Mafiachuwanchantu as saku ay mangepaila as ngunguyuscha, ya paneknekanchantu as nan tataku nan epakaammok kan chicha.”
REV.11.4	Nan nauycha chuwa ay tistigu at chicha nan maepachong as nan chiyuycha chuwa ay kaiw ay olivo ya nan chuwa ay maepatpatngan chi silaw ay wacha as nan sangwanan Apo Dios ay Apon nan tataku asna's luta.
REV.11.5	Mu wachay mamadpachas ay manukiat kan chicha, fumud-ok chi apuy as tapakcha ay mangetemok kan hiya. Hiyachi nan ekatuytu nan am-in ay fumusor ay mamachas ay manukiat kan chicha. 
REV.11.6	Naichat kan chicha nan kafiaelan ya kalibfengan ay mangepakinak as nan uchan ta achi umud-uchan as nan timpu ay chacha mangepaneknekan as nan enpakaammon Apo Dios kan chicha. Naichat kan chicha nan kafiaelan ay mangepafialin as nan am-in ay chanum as chara, ya palikiatuncha nan tataku asna's luta babaen as nan kumpurmi ay kauugyat ay pomatuy, uray mamen kaat mu hiyasa nan laychuncha ay atun.
REV.11.7	As nan marpasan nan nauycha chuwa ay mangepaneknek as nan enpakaammon Apo Dios kan chicha, fomoknagtu nan atap ay animar henan chiyuy lukiar ay kaman fitu ay maid papugna, at makikufiat hiya kan chicha. Amisunantu ya patayunantu chicha.
REV.11.8	Maenganuytu nan natuy ay achorcha as nan korsa henan nunchinngor ay siyudad ay naelansaan nan Apocha as nan koros. Nan siyudad ay anchi at maepachong ad Sodoma winnu Egipto. 
REV.11.9	As nan turu ya kakudwa ay urkiw, nan tataku ay murpu henan tunggal nasyon ya tribu ya tataku ay tukutukún chi kalicha ya kubletcha at fuyfuyaunchantu nan achor nan hanacha. Achichantu us eparufus ay mailufok chasa. 
REV.11.10	Nan am-in ay tataku asna's luta ay achi omafurot kan Apo Dios at munlagsakchantu kiapú as nan natuyan nan nauycha chuwa ay pomapadtu. Munfiastacha ya mun-eennettanchantu, tay penarpalikiat nan hanacha chuwa nan tataku asna's luta.
REV.11.11	Ngem as nan narpasan nan turu ya kakudwa ay urkiw, tenakon Apo Dios nan chiyuycha chuwa, at tenmakchugcha. Ongor chi ugyat nan am-in ay nangila kan chicha. 
REV.11.12	As nan hiyachi, chinngor nan chiyuycha chuwa nan usa ay napigsa ay kali ay nurpu ad chaya ay kanana kan chicha, “Omabrat kayu hena!” Angkiay ya naetag-uycha ad chaya babaen as nan lifuu ay iilaun nan chiyuycha kafusorcha. 
REV.11.13	As nan hiyasa ay uras, nunkichu as napigsa ay nanachael as nan pagkapuron nan siyudad, ya natuycha nan piton lifu ay tataku. Inmugyat as solet nan nayagyag ay tataku, ya finigfigcha nan pannakafialin Apo Dios ad chaya.
REV.11.14	Hiyana nan anongos nan maekadwa ay kauugyat ay likiat, ngem kiayud at omali nan maekatlu.
REV.11.15	Angkiay ya as nan nangepakiangosan nan maekapitu ay anghel as nan tarampetna, wachacha nan nadngor ay nunkapigsa ay kali ay nurpu ad chaya. Chacha kanan, “Munlapu ad wani, maid tukún as muntoray asna's luta mu achi yangkiay nan Apo takú ay Dios ya hi Cristo ay pinilina. Hi Apo Dios at muntoray in-inkiana.”
REV.11.16	Angkiay ya nan chuwan puru ya opat ay anam-amá ay nangatokor as nan tronocha as nan sangwanan Apo Dios at nunlukfubcha ay nunchaychayaw kan Apo Dios. 
REV.11.17	Chacha kankanan,
REV.11.17	“Apo Dios ay Mannakafialin as nan am-in ay mawawacha ad wani ya nawawacha ad maliyam, munyaman kami kan he-a, tay enpailam nan nakaskaschaaw ay pannakafialinmu, ya enlapom ay muntoray.
REV.11.18	Ongor chi fungat nan chiyuycha Gentil ay achi omafurot kan he-a, ngem finmungatka us. Ad wani inumchan at nan timpu ay mangokomám as nan am-in ay nunkatuy ya manggun-gunaam as nan chiyuycha pomapadtu ay munserserfi kan he-a ya nan am-in ay tatakom ay manangchaychayaw ay uray nangangatu winnu ap-apud.
REV.11.18	Hiyana nan ustu ay timpu ay manachaelam as nan chiyuycha nanachael as nan tataku asna's luta.”
REV.11.19	Kun pay narpas chi, natkafian nan templon Apo Dios ad chaya, at naila hid-i nan kasón ay naiittuwan nan naisurat ay turag Apo Dios. Angkiay ya wachachay fiakilat, nunkapigsa ay kali ya komanikong ay kud-or. Nunkichu pay ya inmuchan as napigsa ay choraru.
REV.12.1	Kun pay narpas chi, wacha nan nakaskaschaaw ay sinyar ay naepaila ad chaya. Nunpaila nan usa ay fiafiai ay nangafiachu as sumili ay kaman urkiw, ya nangatakchug as nan furan. Nakakorona as hinpuru ya chuwa ay taraw. 
REV.12.2	Kiayud at omanak hiya, ya cha mun-ag-akor kiapú as nan chana iliwas ay munpasikar.
REV.12.3	Wacha us nan tukún ay nakaskaschaaw ay sinyar ay naepaila ad chaya. Nunpaila nan ad-acha-an ay tabfiad ay munchachara. Pitu nan uruna ay nakchang as korona, ya hinpuru nan sakkudna. 
REV.12.4	As nan nangiwetwetana as iwetna, naamong nan pagkatlon nan chiyuycha taraw ad chaya, ya enpet-agna asna's luta. Angkiay uy tenmakchug as nan sangwanan nan fiafiai ay kiayud omanak ta okmonunantu nan mutun as nan fomoknakiana. 
REV.12.5	As nan naiyankan nan anakna ay laraki, wacha at nan namros ay nangiyuy as nan kawad-an Apo Dios as nan tronona. Tay nan nauytu onga at etorayana nan am-in ay nasyon. Henan muntorayana, maid poros sug-angna ay kamana epak-or nan lanchok as nan achi mamigfig as nan torayna. 
REV.12.6	Lenmayaw nan fiafiai ay inmuy henan lukiar henan disyerto ay ensasakianan Apo Dios ay magyanana ta maaywanan hiya hid-i as hinlifu ya chuwan kiasot ya unum puru ay urkiw.
REV.12.7	Kun pay narpas chi, wachay kufiat ad chaya. Hi Miguel ya nan kakadwana ay angheles at kinufiatcha nan tabfiad. Kun pay nan tabfiad ya nan kakadwana us ay angheles at enes-angcha. 
REV.12.8	Ngem naamis nan tabfiad ya nan kakadwana, ya chaancha at naparufusan ay magyan ad chaya. 
REV.12.9	As nan hiyachi, naepet-ag manipud ad chaya nan hana ad-acha-an ay tabfiad ya nan anghelesna asna's luta. Nan tabfiad ay ansa at hiyasa challu nan urug ad maliyam ay makali un Diablo winnu Satanas ay mangar-allilaw as nan am-in ay tataku asna's luta.
REV.12.10	Angkiay ya chinngorku nan usa ay napigsa ay kali ad chaya ay kanana,
REV.12.10	“Ad wani nan natongparan nan nangesarakanan Apo Dios as nan tatakuna, tay enpailana nan pannakafialina ay muntoray. Ad wani us, nan infiaorna ay hi Cristo at enpailana at nan kalibfengana. Tay nan nangepabpafiasor as nan iib-a takú as nan sangwanan Apo Dios as inurkiw ya lenafi at naepet-ag manipud ad chaya.
REV.12.11	Enamis nan iib-a takú hi Satanas babaen as nan charan nan Kordero ya babaen as nan Ammay ay Chamag ay penaneknekancha. Enpapasnekcha ay nun-ekaskasaba uray hiyasay ekatuycha.
REV.12.12	Isunga chakayu am-in ay wacha ad chaya, munlagragsak kayu! Ngem chakayu ay wacha henan luta ya henan fiayfiay at ngumunguyus kayu, tay kinmuwab hi Satanas as nan kawad-anyu. Nunsidlay fungatna, tay ammuna ay ak-akettuy nan nayagyag ay timpuna.”
REV.12.13	Kun pay naammuwan nan tabfiad ay naepet-ag hiya asna's luta, enapoaporna nan chiyuy fiafiai ay nangiyanak as nan laraki. 
REV.12.14	Ngem naettan nan fiafiai as chuwa ay payak chi ad-acha-an ay nawi ta makatayaw ay umuy henan lukiar ay ensasakianan Apo Dios ay magyanana henan disyerto. Tay hid-i nan maaywanana as turu ay tawwun ya kakudwa, ya malisiyana nan urug ay hiyasa nan tabfiad.
