PSA.2.1	Ango solian da no Dios no nasiones aya. Ango paro o aro a planohen da a abo so kayayawan. 
2CO.5.9	Amna mayalit do kadiman ta anmana kavidin ta pa maviay am nawri o chitahen ta o kapakamia ta so Apo taya, 
2CO.5.10	takwan maychaponged ta anti a machisalap nia o karakohan ta di Cristo a iya anti so omhosga dia o atavo a pinariparin ta as katoroh na anti so sinsinmo no natrabaho ta.
2CO.5.11	Dawa makayamot do katayto namen a makatanggal so manam aya a kapankaskad no Apo taya am omhemhes kamiava a omkonvinyo so tawo a manganohed do vatahen namen saya. As no Dios o makapanmo sia o kaoyod na nia as ichahoho namen pa an ara dana mapia o kasinchad nio so kaparin namen. 
2CO.5.12	Ara namen ava pirwahen a ipasinchad o karakohan namen dinio asna no kahoho namen nia o kayan no maparin nio a ichagsal a itbay sira so tayto aya mapamato so karakohan da a makayamot do pinakayakayapoan da as kabo no sivog da a kapichapian. 
2CO.5.13	An vatahen no tawo o kapachitatarek namen am makayamot ya do kapayserbi namen do Dios as an vatahen da o kapia namen kano kapakakeakey namen a adngeyen am makayamot do kachita namen so pawnotan namen dinio do mapia, 
2CO.5.14	takwan no addaw aya niamen ni Cristo o mapawnot kano mapasolsol diamen do atavo a parinyen namen do kapanmo namen sia o nakadiman ni Cristo a makayamot diaten atavo a nia so mayinmonmoan so nakapaytavo ta a nadiman. 
2CO.5.15	Nadiman sia a makayamot do atavo tapian an sino o tinorohan na so viay am itoroh na o viay na a mayserbi di Jesus a iya so nadiman kano nayvangon a makayamot do gatogatos ta as kadi narana nawrian no chitahen na o tanyan a pakamian so karakohan na.
2CO.5.16	Dawa no viay pava no asa ka tawo do ato no tana aya o panovosovolan namen so kasincharan so asa ka tawo amna itoneng namen o nakakma sia no sininchad namen di Cristo kaychowa pero sichangoriaw am tayto dana nabdis o kasincharan namen sia. 
2CO.5.17	Takwan an sino o mian di Cristo am pinayvadiw sia vayo no Dios as no atavo do viay na am omyavayo do nakatadi dia o adan na a kaparin. 
2CO.5.18	Niaya am trabaho no Dios a iya pa so tayto a napayvidi diaten dia a makayamot di Cristo as katayto na a naparawat sia diamen o anongen aya a mapawnot so tawo a mayvidi sia. 
2CO.5.19	No Dios a makayamot di Cristo o tayto a omrisibi so atavo a mayvidi sia do nakawpas na sia o atavo a chinapakaboan a gatogatos da as tayto na pinarawat diamen o trabaho aya a mapawnonong so karisibi sira no Dios o manganohed sia. 
2CO.5.20	Dawa yamen o tayto a natovoy a mayliliak ni Cristo as katayto na yamen no serbien no Dios a machisiasi dinio, dawa tayto namen inio a akdawen do ngaran ni Cristo do kapayvidi nio na do Dios. 
2CO.5.21	Takwan si Cristo a iya so abo so gatos am chinakastigoan a makayamot do gatogatos ta tapian do kayan ta na sia am makarawat ta so kanamonamoan a yapo do Dios.
2CO.6.1	Dawa yamen a tayto mabenek a machahap do Dios do akmaya sia trabaho am tayto namen inio a pachisiasian do kadi nio pakaboan sia o sinmo no rakoh aya a grasia no Dios dinio. 
2CO.6.2	Ta niaya o vatahen na,
2CO.6.2	“Mian o tinongdo ko a tiempo a kadngey ko dinio as katoroh ko so sidong do oras a kapangaylangan nio so kalibrian.”
2CO.6.2	As tiban nio ta sichangoriaw o tinongdo naya a tiempo a katoroh na so kalibrian.
2CO.6.3	As an do diamen dana am pachivawan namen o aran ango a maparin a pakayapoan no ichasaloval da no maypasngen do Dios as kano iyan no paroan sia no tawo o trabaho namen aya, 
2CO.6.4	as kanawri no chitahen namen a onotan do atavo a parinyen kano yanan namen o kaparin no sivog a pachirawatan no Dios. Mavoya ya do kapayagwanta namen do pakasisian diamen kan do kasaditan as pannganngan no viay namen, 
2CO.6.5	do kataho da diamen, kakalaboso as katetek da diamen, do kapaytrabaho namen a mapohaw as mapteng. 
2CO.6.6	Ipavoya namen o kasivog namen a pachirawatan no Dios do kapakanamonamo namen so viay kano aktokto, kapananawo namen so kapiahen, kapakatanoy namen do atavo a mapavoya so kasisien kano addaw do atavo, as kano kapachidepende namen do Masanto a Espirito do trabaho namen aya. 
2CO.6.7	Pawnonongen namen so mahosto o kakawyoran aya as kanawri no matalamad o ipakapamarin no Dios a pachidependian namen as kapakanamonamo namen so kaparin no viay a nia so mapanghomis diamen dira do mian so vatavatahen diamen. 
2CO.6.8	Mabdibdis kamiava so kaparin no viay a mayalit o kayan namen do torohan diamen so onor anmana do pakamahboan diamen, do pakamian diamen anmana do parahtan diamen. Mian sa o makavata sia o kapanloko namen amna arava o kapaydaday namen. 
2CO.6.9	Vatahen da o kabo no kasincharan diamen no tawotawo amna arava o di makapanmo so komapet diamen. Hahawen da no kadwan o nakadiman namen amna tayto kami pa maviay. Manngannga kami amna nadiman kamiava. 
2CO.6.10	Mahara o pandidiwan namen amna fermi kami a masoyosoyot. Makasiasi kami amna aro sa o torohan namen so abo so pandan a kaynakman. Arava o tanyan namen amna arava o di namen a dira a makayamot do Dios.
2CO.6.11	Tayto matalineng o kavata namen so akma saya sia dinio a kakakteh do Corinto a makayamot do karakoh no addaw kano kaktokto namen ninio. 
2CO.6.12	As an mian sigoro o chinakolangan no kapaychakaddaw ta am makayamot ava sigoro do nakapaykolang ko so addaw ninio asna makayamot sigoro do nakapaypahanebneb no addaw nio niamen. 
2CO.6.13	Tayto ko ya pavatahen dinio a akma koy romanes a kamanganakan do kahoho ko an patopdisan nio o addaw namen aya ninio.
2CO.6.14	Machahap kamoava dira do di manganohed do panganohdan taya, takwan arava o maparin a payahapan no omonot do kanamonamoan as kano omonot do pakagatogatosan, a akma so kadi na maparinyan a mayrayay no kasarisarian kano sehdang. 
2CO.6.15	Ta arava o maparin a payahapan ni Cristo as kani Satanas anmana maparin paro a mayalit o onotan no maytarek so panganohdan? 
2CO.6.16	Maparin paro o vahay no Dios a dadayan sira so diosdiosan? Kapanmohen nio ta inio o mismo aya a tayto a yanan no maviay a Dios, ta niaya o vinata na,
2CO.6.16	“Machipanghovok ako anti dira a mapawnot sira, ta yaken anti o Dios da as sira anti o tawotawo ko.”
2CO.6.17	“Dawa pachisiayan nio sa as kavidin nio a machitaywawa dira, kwana no Apo taya, as katadichokod nio na do mararahet sawri a paparinyen da tapian hapen koynio diaken,
2CO.6.18	as kayaken anti no Ama nio, ta mayvadiw kamo anti a kamanganakan ko a mahahakay kano mavavakes,
2CO.6.18	kwana no makapamarin aya a Apo ta.”
2CO.7.1	Dawa makayamot do akma saya sia a promisa diaten a ichaddaw a kakakteh am mayanong o kapachivawa ta do manlapolapos so aktokto as kano karakohan ta as kanawri no mavidin ta chitachitahen o kapakanamonamo ta a mian so kamo do salapan no Dios.
2CO.7.2	Tayto namen a ichahoho o kaywang nio do tawol nio a omrisibi diamen takwan arava o pinakagatosan namen anmana inotapan namen as arava o pinarahrahtan namen dinio. 
2CO.7.3	Ara koava ya vatahen do kakey ko a mapaytotwaw so chinakolangan nio takwan vinata ko na o kafermi namen a makanakem as maddaw ninio a mintras maviay kami as kaparin namen a machitangked dinio do atavo a aran do kadimanan namen, 
2CO.7.4	ta rakoh o saray ko ninio as kaparin ko a omdaay no komwan do kapichapian nio as kainio no tomoroh diaken so kasoyosoyotan kano omyavayo so angdet ko an mian ako do pakasisian kano kangsangsahan.
2CO.7.5	Ta do nakawara namen do Macedonia am arava o kapaynehah no karakohan namen do kayan da no mapakasiasi diamen do atavo a ngayan namen as kapachirapa pa no kafermi namen a malijat ninio a nakadngey dana so Evanghelio aya. 
2CO.7.6	Amna no Dios aya a tomoroh so angdet am pinavayat na o kawara ni Titus a nia so oyod namen a chinasoyot. 
2CO.7.7	Chinasoyot namen o nakapayvovoya namen aya as kanatonan no nadngey namen ori sia o kaoyod na a napia no nakarisibi nio sia a nia pa so oyod na chinasoyot, as kanakem na pa sia diamen o nakapanehseh nio as kaari nio makanakem diamen as kahoho nio na a makavoya diaken a nia so oyod ko a chinasoyot. 
2CO.7.8	Oyod o nakamidiw na marahmet no natolas kori dinio amna rakoh ava o sehseh ko a naytolas as aran chinaynyenan kamo am nayendes ava ya. 
2CO.7.9	As no tayto koaya a paysoyosoyotan am no nakatoroh koavawri dinio so lijat no aktokto asna no nakapayvadiw na nia a pakayapoan no pinanehseh nio as kapaypavawa nio dia o pinakagatosan niori a nia so sivog a mayanong as kahohoan ninio no Dios. 
2CO.7.10	Takwan no kaskaskad so aktokto a yapo do Dios am mapawnot so tawo a manehseh as mayvidi do Dios a nia so oyod a mapia as tomoroh so kalibrian, amna no lijat no aktokto no tawo a machisobna do Dios am mapawnot do kadimanan. 
2CO.7.11	Ta tiban nio pa kono o tayto aya naparin dinio. Oyod a napia o nakaskaskad nio so karakohan nio as nakachita nio so kapaysonosonong no atavo as nakalisto nio a omdisiplina so sivog aya namarin so gatos do nakapayvavakel nio a mapavawa so pachirapasan nio a disiplina a yapo diaken. Amna aran mian o kamo nio niaken am chinakey nio yaken a mavoya as nakahoho nio pa a domngey so niyokoyokoran ko ninio do komapet do tawo awri a nakagatos. Do diaya, kakakteh am tayto koynio a ipakamia do kaari nio minparin so mayanong nio a parinyen.
2CO.7.12	As do nakapaytolas kori dinio am voyvoh ava o kakey ko no kadisiplina nio so nakagatos awri as kano kapaysonosonong no atavo do pinakagatosan nawri asna naytolas ako do kahoho ko pa a omdididiw so addaw nio niamen. Do diaya am mapanmo no Dios o atavo. 
2CO.7.13	Makayamot do akmaya sia a pinarin nio am oyod a rakoh o nakapayavayo no soyot kano angdet namen as kanatonan no nakapachirapa pa no nakadngey namen sia o nakaoyod na mapia no nakayavayava nio ni Titus a nia so chinabo no lijat no aktokto na as kano oyod na chinasoyot. 
2CO.7.14	Ichakey ko pa o kapanmo nio sia ta do manam so nakangay dinio ni Titus am nidaay koynio sia do kaoyod nio a mapipia as karakoh no kasaray ko ninio as do diaya am arava o pinaychawawan ko, ta chinaproyban na kono o kaoyod no atavo saw a vinata ko a kaparin nio. As alit na am chinaproyban nio pa o kaoyod no atavo sa a vinata ko dinio. 
2CO.7.15	Tayto kamo a fermi do aktokto na as kasanib na makanakem so napia awri a kayavayava nio nia as kanatonan no nakadngey nio sia kano nakatoroh nio dia so anib a asa ka pachirawatan no Dios. 
2CO.7.16	Do kanakenakem ko so akma saya sia a naparin am oyod a rakoh o kasoyosoyotan ko as kapaypangay no saray ko ninio.
2CO.8.1	Kakakteh, ichahoho namen pa o kapanmo nio sia o napaparin no sidong no Dios dira do mian saya do timtimban do Macedonia, 
2CO.8.2	ta aran do panghovokan no pakasisian da kano kapakasiasi da am minyan pa o oyod a rakoh a kasoyosoyotan da a mapanatay kano somidong sira so kadwan a kakakteh ta. 
2CO.8.3	Katestigoan ko ya do nakasivog na yapo dira no nakatoroh daya as machirapa pa daw am tomnoroh sa so manghavas kano logar da a ichaytoroh, 
2CO.8.4	ta inahes da pa diamen o katoroh namen dira so privilihio a somidong sira so kakakteh ta sawri do Jerusalem. 
2CO.8.5	Amna do di namen a inahahaw am voyvoh ava o sidong aya o tinoroh da, ta nanma da itoroh o karakohan da a mayserbi do Dios as kapasivog da sia o kadngey da diamen do kania no mapanmo da a sivog a kakeyan nira no Dios.
2CO.8.6	Dawa do akmaya sia am chinahoho namen o kapirwa dinio ni Titus tapian mapatongtong nio o pinasitnan awri ni Titus a kapaychepeh so ichapanidong nio a nia so oyod a mapia. 
2CO.8.7	Tayto kamo na mahni so saray, kapipia nio na mangononong as katayto dana rakoh no kasolivan nio as katayto rakoh no addaw nio niamen kano kanakenakem nio so kadwan amna ichahoho ko pa an maypaypangay pa o kayan no kasoyosoyotan nio do komwan do katoroh as kano kapanidong sira so kakakteh a mian do pangaylanganan. 
2CO.8.8	Amna ara koavaynio a iyokoyokod asna no kakey ko a mapanakem nia dinio o katayto da aro no kakakteh ta a masoyosoyot no akmaya sia a parinyen a sira so maparin nio a pachalitan a nia pa so kavoyan sia o kasomnivog nio a rakoh so addaw. 
2CO.8.9	Ta mapanmo nio o makakniknin aya a grasia no Apo taya a si Jesu Cristo a iya so taydira so atavo a kaynakman am naytawo a oyod a makasiasi tapian yaten a somnivog a makasiasi am mayvadiw ta a maynakem do nakaiya no nayvadiw a makasiasi.
2CO.8.10	Dawa do komapet do akmaya sia am tayto ko vatahen o kanawri no mayanong o kapatongtong nio sia o niplano niori kaminsawan do kaari nio makapanmo so kainio no napasitnan so akmaya sia, 
2CO.8.11	tapian mavoya o kasivog nio a makey a mapatohod sia o tori niori niplano a kapanidong, 
2CO.8.12	as an somnivog do aktokto nio o katoroh nio am ipakamia no Dios o maparin nio a ichaytoroh, ta panapanayahen nava a itoroh nio o abo dinio. 
2CO.8.13	Amna ichakey koava o kainio no karahmetan as kabo no itoroh no kadwan, 
2CO.8.14	asna do kainio no yanan na sichangoriaw am mayanong o kasidong nio sira so tayto aya mangaylangan tapian an mawara o kainio no mian so pangaylanganan so sidong am makarawat kamo so sidong a nia so mapia a kaparin no kapaysidosidong nio. 
2CO.8.15	Akma ya so nakatolas do Chirin no Dios a komapet dira do taga-Israel kaychowa,
2CO.8.15	“No nakakpeh so aro am naysobra ava as no nakapapere am naykolang ava.”
2CO.8.16	Mamahemahes ako do Dios do katayto ni Titus a makakma diaken so kanakem kano kaktokto ninio, 
2CO.8.17	ta voyvoh ava o nakatovoy namen sia dinio o inangangay na asna makayamot do kasivog na mahoho a makavoya dinio. 
2CO.8.18	Tayto pa o machivan sia a kakteh ta a iya so mapia so kasincharan sia do mapia a kapayserbi na do komwan do Evanghelio do atavo a timtimban, 
2CO.8.19	as iya pa o napidi no timtimban a rarayay namen do trabaho aya no kaparapit so sidong a nia so tayto rakoh a pamahmahsan do Dios no atavo as kano kavoyan pa sia o kasivog namen a mahoho a manidong. 
2CO.8.20	Do akmaya sia trabaho am tayto kami a oyod a makapatak tapian abo parahtan da diamen do katayto na rakoh no kantidad no pamondanan namen aya, 
2CO.8.21	takwan nawri fermi namen a chitahen o kalinis no atavo a parinyen namen do salapan no Dios as kan do kavoyan sia no tawotawo.
2CO.8.22	Tayto pa o asa ka kakteh a machirayay dira do dadwa aya a iya so chinaproyban namen a mapangto as mapawyoyod do atavo a parinyen na as tayto pa nayparakoh so soyot a mayserbi a makayamot do karakoh no saray na ninio. 
2CO.8.23	No mavavata ko di Titus am rarayay ko ya a pachirawatan no Dios dinio as sira o rarayay naya a kakakteh ta am mayserbi sa ya as natovoy sa no timtimban a sira so tayto a pamatoan si Cristo do mapia a dadakay da. 
2CO.8.24	Dawa ipavoya nio dira o rakoh a addaw nio tapian mapanmo da anti no kakakteh saya a mintovoy sira o kaoyod no atavo saya a vinata namen a komapet dinio.
2CO.9.1	Do komwan do katoroh aya so sidong dira do kakakteh am taywara pava kaylangan sigoro o kapaytolas ko a mapanakem nia dinio, 
2CO.9.2	ta mapanmo ko o kasivog nio a mahoho a manidong a nia so nidaay ko dira do mian aw do Macedonia. Vinata ko o nakapakayapo nio pa kaminsawan a nakaprepara a nia so narakoh a mapasolsol sira a makakma dinio a mian do provinsia no Acaya,
2CO.9.3	as tayto ko sa tovoyen o kakakteh ta saya tapian makaprepara kamo a akma so tayto ko na nanakem do kadwan a kasivog nio a mahanda a tomoroh, 
2CO.9.4	ta maraway sigoro an mangay ako dawri kanira no iMacedonia saya as kasnek nio do kadi nio pa mahandan a akma so tori kori pinasigorado dira, 
2CO.9.5	as dawa naktokto ko o kapayanong no kapanma ko sira so kakakteh saya a omprepara so ipanidong nio a nia so somnivog a ichasoyot nio a itoroh tapian di kamo anti akmay chinaobligadoan a tomoroh.
2CO.9.6	Kawayakan nioava ta no mayhahaw so nimoha am mayhahaw o yanien na as no naaro so nimoha am omonot a aro o yanien na. 
2CO.9.7	Dawa mayanong o kapaychaponged no tomoroh a nawri so itoroh o pinasivog na do aktokto na a di chinaposposan, ta ichaddaw no Dios o masoyosoyot a tomoroh, 
2CO.9.8	as no Dios am kabendisionan na yaten so manghavas pa kano pangaylanganan ta tapian maparin ta pa a makapanidong so kadwan. 
2CO.9.9	Niaya pa o nakatolas a Chirin no Dios do komapet aya dia,
2CO.9.9	“No madadam aya am masidosidongen as no kapichapian naya am kawayakan ava anti.”
2CO.9.10	As no Dios aya a tomoroh no mohahen no maytaketakey as kano kanen ta atavo am iya pa o tomoroh nia atavo o kaylangan nio tapian mian pa o maypangay a itoroh nio do kadwan. 
2CO.9.11	As no Dios am bendisionan naynio do atavo tapian mian o kasoyosoyotan nio a tomoroh a nia so maytadiorong a ichaaro no mamahemahes dia dira do tayto namen aya parapitan so sidong nioaya, 
2CO.9.12	ta no akmaya sia a pariparinyen am nawri ava o atbayen na o pangaylanganan da no kakakteh ta saya asna pakayapoan pa ya no oyod a mapia a kapamahemahes da do Dios. 
2CO.9.13	Rakoh anti o kapamahemahes kano kasoyot da no makarawat aya so sidong amna voyvoh ava anti o marawat daya o ichasoyot da, ta no rakoh da anti a pamahmahsan do Dios am no kayan no kavoyan sia o katayto nio na somnivog a omonot do kakeyan ninio no Mangahwad taya, 
2CO.9.14	a nia so tayto ipaypasdep no kanakem da dinio kano kapachahoahok da ninio do akmaya sia oyod a rakoh a kapichapian a pinawnotan dinio no Dios. 
2CO.9.15	Dawa pamahmahsan ta o Dios a iya so tomnoroh diaten so regalo a abo so kapachikomparan.
2CO.10.1	Tayto koynio a pachisiasian a mapangay sia do aktokto nio o matanoy kano mapia a kaparin ni Cristo amna mian sa o makavata sia o kanawri no kaoyod ko a mangdet an marayi ako dinio as katahaw ko do salapan nio. 
2CO.10.2	Amna tayto ko akdawen dinio o kadi nio mamarinyan so ichapospos diaken a makarahrahmet so vahevahey dinio a kanatonan da no tayto aya maparahet so kasincharan diamen a pachirawatan no Dios do kavata da so kaakma namen so kaaroan no tawo. 
2CO.10.3	Oyod o katod namen a akman so kaparin no tawo do tana aya pero ara namen ava salangaten o kalaban namen sa do tanyan namen a ayet, 
2CO.10.4	ta yapo ava do ayet kano kasolivan no tawo do mondo aya o yanan no saray namen an dia voken a no makakniknin aya a ipakapamarin no Dios a nia so omrarayaw so atavo a machisobna do kakawyoran aya. 
