MRK.1.1	Eiwa God da Mai, Yesu Keriso,
ACT.23.18	Awatedo, embo ami maisinga awa budo itoroda badarida yai kundo gundo sisina, “Paul awa bundarida ami na dao tedo maisinga eiwa ito yai kundo gumanate tedogiri, kundo gumena. Maisinga ainda doda ge isira awa imonde taina.”
ACT.23.19	Edo itoroda badarimi maisingada ipada jido kundo iunte aedade akuta demonda petedo ainde ge tedogosisina, “Imo ge ro awa namonde tari jipapa esi?”
ACT.23.20	Ango tesiri maisinga ami sisina, “Judah embomaimi ge engo tedo awara etera. Awamanemi imo tedogara, inemi Paul awa audo kundo awamane Sanhedrin da yai wotedo kundo gumbatate. Edo awamanemi imo udumbari ge taro gata, awamanemi Paul da katarida tedogari nenei piain jipapa era, ango tetera. 
ACT.23.21	Atako, embo ajigari 40 daginegari ami Paul dain sima ara. Awatedo, imo awamaneda ge ambo ambo eote. Awamanemi tarigari okain bé God da jisida tetera awa: indari inainyae ko un inainyae isimango embo awa daro betari, ainda amboda indari indara. Edo boroko embo awa dain matu siya etera. Edo awamanemi ito awara ari, inemi embo awa Sanhedrin da yai wotedo kundo gumbata awa, tepo sima era.”
ACT.23.22	Ango edo itoroda badarimi maisinga awa dosiri maunsisina. Edo ge okain ainde sisina, “Embo neinde tato giwóre, inemi namonde ge eiwa teteto gena awa.”
ACT.23.23	Edo itoroda badarimi ainda itoroda gisijiari tote (2) awamane dao tesiri gumbero sisina, “Itoro embobo berari 200 siya ewo, edo itoro embo berari 70 nei wo hosi de tumbara siya ewo, edo daedo itoro embo berari 200 nei giamide siya ewo. Awamane berari, iji 9:00 muyae boroko emi, yai eiwa dodo Seseria nasida mambore. 
ACT.23.24	Edo imomane Paul da wo hosi nenei ainda tamonda anumbarate daedo siya ewo, edo embo awa sima davebé edo dedegesite kundo maundo Gisijiari Felix da yai piave.”
ACT.23.25	Edo itoroda badari mi ove engo awa gisijiarida yai gagurisina:
ACT.23.26	Gisijiari Dave bé Dave Felix:
ACT.23.26	Na Claudius Lysias ami,
ACT.23.26	Imo bé ategedogogobé ena.
ACT.23.27	Embo eiwa Judah embomaimi ondedo tanjido dain ero, nane imo awa Rome embo gido gido, na ae nato itoro embobo demi embo awa toregatara. 
ACT.23.28	Edo iji nonde na Judah embomainda bekumba ge embo ainde tedo eutara ainda moka gain jipapa eite awamaneda Sanhedrin da dombuda embo eiwa kundo gupana. 
ACT.23.29	Edo nanemi tapana awa, awamaneda aodari ainda ge baitara. Edo awamaneda kotembari awa evekara, awarata, awamaneda aodarida petedo embo eiwa bekumba eutara. Awatedo, awamaneda bekumba ari ami imo betarida o bundari oroda piari tao ae. 
ACT.23.30	Edo iji ainde, na ge eiwa ingitana, Judah embomaimi embo eiwa daro betarate. Awatedo, na embo eiwa burigibé kundo ito yai pieteno gupara. Edo na daedo embo eiwa bekumba ari embobode ge okain teteno gotara, embo emi beyae ro eutari awa ito yai torote. Imo dave edo isiyo.
ACT.23.31	Edo itoroda gisijiari tote (2)mi awamaneda embobode ge okain tetero esitera, Paul budo muyae dá ami nasi Entepaterisi ainda maunsitera. 
ACT.23.32	Edo deguta neinde itoro embobo taimi maunsitera ami dodo overegedo awamaneda itoro emboboda oroda Jerusalem ainda tekago pepeta edo guputera. Edo itoro embobo wo hoside Paul de daedo matawa maunsitera. 
ACT.23.33	Edo awamanemi nasi Seseria maundo ove awa gisijiaride pipisitera. Edo Paul daedo gisijiarida ipada pipisitera. 
ACT.23.34	Edo iji ainde gisijiari ove awa ajigedo gido Paul awa yai ro embori awa tedogosisina. Edo ami mina sisina, “Na awa Silisia embo.”
ACT.23.34	Ango tesiri arapa esiri gido 
ACT.23.35	ine sisina, “Iji nonde embo imo bekumba era awa gumbaro gido ge ito awa ingana.” Ango edo ge okain ainda itoro embobode tedo, Paul awa kundo maundo Herod da Paraetorium
ACT.24.1	Edo deguta ipa da (5) itae esiri ainda amboda pirisida gisijiari bajina, Ananias, Seseria nasida wotedo gupusina ae Judah embomainda orobeda kopuru mamai de aodarida jirogari embo dao Tertullus de daedo. Edo awamanemi Paul buro ro beyae edo eutara ainda bekumba awa gisijiarida yai pipisitera. 
ACT.24.2+ACT.24.3	Ango edo Paul dao tetero toriri Tertullus mi Felix de Paul mi buriya eutara awa tuturo edo pipisisina, “Gisijiari dariga Felix, nakare iji riboribé ito tuda ango béga bajinabé awa bureite gumbera. Edo ito siriga bariga arida davebé ami gaiapa jiwaebé yai einda kundo gundo eira. Edo yai berarida edo begata berarida ine nakare embo buro edo eteta. Awatedo, do natokare berarimi imo ategetera. 
ACT.24.4	Awarata, imo iji borerebé jiainyae awa site … Aindabé imo awa embo dave, na imo tedogotena, natokare ge saka tain ena dave edo ingiyo!
ACT.24.5	“Nakare tambera awa embo eiwa buriya ari embo. Edo embo emi buriya eiuri Judah embomai butu berarida doda awamane evekara edo era. Edo embo emi Nasaret Embo da ge pitawa embomainda doregari
ACT.24.6	Edo embo emi bé Judah embomainda oro kotopu bajina ari dono arate eiri gido natokare aodari ami embo awa kataintedo tandodara. 
ACT.24.7	Ata Lysias, itoroda badarimi gundo embo eiwa natokare ipada jido taimbedo kundo maunsite, 
ACT.24.8	ainda bekumba ari embobode ge okain siutara, awamane ito yai gumborote.
ACT.24.9	Edo Judah embobo daedo yai ainda dada edo ge ro awa Tertullus mi tesiri ingido, eiwa gebé berari site awara esitera.
ACT.24.10	Ango edo gisijiarimi embo awa ge tarate tumomi iwata esiri Paul mi ge mina sisina, “Na gotena awa duberi jiwae imo awa Judah embomainda yai einda katari embo. Awatedo, na bé dubodave eite ge tedo na akuta torana. 
ACT.24.11	Edo inemi embobo einda dada etera awa tedogata, imonde taro gata awa, pura tote (2) gisi, deguta 12 ainda doda, na visido aundo Jerusalem Badari tumondebain ain eutana. 
ACT.24.12	Nato bekumba ari embobomi na da ji embo da (1) ande Judah embomainda oro kotopu bajinada baieiae tambae. Dá ango awamanemi duduno orote ao gagureiae na tambae Judah embomainda benunu oro neneinda ko nasi bajina doda. 
ACT.24.13	Daedo awamanemi boroko na bekumba era einda ge mokabé awa itae. Awatedo, ito yaida ainda gebé aro arapa ari tao ae. 
ACT.24.14	Na imonde arapada gebémi tena eiwa. Na Badari da Begata da atopatari ambo ambo eite God dá mamono natomi tumondebain edo esitera dá awa edo ena. Ata Judah embomainda babadegarimi tedo era awa, Badarida Begata awa pitawa embo jisi da. Awarata, na rorae berari Moses da Aodarida edo Peroveta maneda Ove Gaiarida isira awa gebé edo ena. 
ACT.24.15	Edo nato tumonda ari God da yai dá ango embomai eiwamane akuta tumonda edo era isira awa, iji amboda God mi embomai wasiri dambu darari edo embomai bebegae ari daedo awa betarida edo jiari erara. 
ACT.24.16	Awatedo, nane akuta iji berari nato dokotembari dambu darari God da jisida edo emboda jisida gogora edo ena.
ACT.24.17	“Edo duberi jiwae iteno jiriri Jerusalem torae. Ainda amboda, nanemi siutana awa, nato mapa embomainda yai kando piana, edo God da yai rorou piana. Ango edo na overegedo Jerusalem da mauntana. 
ACT.24.18	Edo na gundo natokare Judah embomainda oro kotopu bajinada torido rorou God da yai piain nato dono teiarida sirigari itae eutana. Edo iji dá ainde Judah embomai nenei yai Asia da edo gumbari ami na tapara. Edo embo jisi bajinade awa na tambae, edo daedo embomai sinigambari eite ge ikanade tera, awamanede awa na tambae. 
ACT.24.19	Ata edo awamanemi nato buriya awa tapara gido ito jisida kundo gundo na bekumba ae etera. 
ACT.24.20	O dá ango awamane avekave akuta einda itera ami nato buriya ro tapari awa taro arapa ae esira, na Sanhedrin emboboda jisida pepotana iji angode. 
ACT.24.21	Atako ge da bé nanemi awamaneda doda petedo isite aorogatedo siutana awa beyae awamaneda yai. Ge awawa eire, ‘Aindabé na tumonda edo ena, embo bebetegari awa God mi jiari erara, awatedo, imomane na katewa deguta boroko einde,’” ge ango Paul mi sisina.
ACT.24.22	Edo Felix awa Badarida Begata bé gari arapa ari. Ata imo ge awa ingido Paul da ge katari awa engiregesisina. Awarata, ine ge engo sisina, “Iji nonde itoroda badari Lysias wotedo einda gumbari gido na ito buriyada ge awa katana.” 
ACT.24.23	Edo embo ami ge okain itoroda gisijiaride tedo Paul awa dave edo sima arate, edo udegari nenei daedo piarate sisina. Edo ainda otatawomi embo awa etega ain eite o ainda yai kondade ari piain gupeiaro gido, awamane engiregainyae sisina.
ACT.24.24	Edo deguta nandogo itae esiri ainda amboda, Felix ae ainda aro Drusilla de guputera. Edo eutu awa Judah eutu. Edo embo ami ge okain tesiri Paul ainda yai kundo gumbero Paul mi nongo edo Keriso gebé ari ri awa dave edo udugesiri Felix ge awa ingisina. 
ACT.24.25	Ango edo Paul mi wasiri dambu darari de, akuta dedegari de, iji amboda katari gumaina ainde, awa udugeteite tesiri gido Felix adu edo sisina, “Awa inono esira! Imo iji einde dodo aimbuyo. Ata na iji dave nei tamundo embo piano maundo imo kundo gumbara.” 
ACT.24.26	Edo iji dá ainde embo ami kotembesisina awa, Paul mi dubo patari ganu piari budo imo udegari piari barate. Awatedo, imo ge pieuri Paul gumburi daedo ge mina tara edo esisina.
ACT.24.27	Ango edo Felix mi Judah embomai ari dubodave orote jipapa eite gido, Paul dosiri bundari oro doda matawa sima esisina. Ata duberi tote (2) itae esiri ainda amboda, Felix da gisijiari dero awa Porcius Festus mi burisina.
ACT.25.1	Edo Festus da gisijiari dero teka budo nasi Seseria yai Judea ainda gundo isiri deguta tamonde (3) itae esiri Jerusalem da maundo vivisisina. 
ACT.25.2	Ango edo yai ainda pirisida gisijiari bajina de Judah embomainda gisijiari babain de awamane bekumba ari ge awa Paul da yai kundo gundo Festus da dombuda atega esitera. 
ACT.25.3	Awamanemi Festus de benunu sitera, inemi tari ainda itoro embobo ami Paul awa kundo Jerusalem da maundo piaro katari barate. Awarata, begata toropuda awamane onjigarida Paul daro betarate jijiritera. 
ACT.25.4	Ata Festus mi mina sisina, “Paul awa Seseria ainda bundari oroda matawa isiari deguta indewae itae ari na akuta ami egenembedo mamana. 
ACT.25.5	Aindabé awa, itomane embo babain awa avigedo piewo namonde daedo Seseria mambore. Edo embo ainda beyae tambawa gido awa, bekumba ae etewa.”
ACT.25.6	Ango edo Festus deguta 10 daginegedo awamanede sima edo dodo Seseria nasida wotedo maunsisina. Edo deguta neinde embo awa katari oro doda anumbesisina. Edo Paul kundo tororote ge okain sisina. 
ACT.25.7	Edo iji ainde Paul idegesiri, Judah embobo ainkain Jerusalem edo wotedo guputera, awamanemi embo awa bekumba ain jinenembedo pepositera. Edo embo ami jimbo beyae jiwae ari awa sitera. Ata embo ainda jimbo bebegae rori awa gido gebé ari tao ae.
ACT.25.8	Ata Paul ge site imo akuta dedegesisina, “Na Judah embomainda aodaride, o Judah embomainda oro kotopu bajinade, o Caesar deda yai beyae da ji ro ae.
ACT.25.9	Ata Festus da jipapa awa Judah embomai ari dubodave orote. Awatedo, Paul de tedogosisina, “Imo Jerusalem da visido mambato nanemi yai ainda imo katano buro eiwa itae arate jipapa esita?”
ACT.25.10	Edo Paul mi mina sisina, “Ango ainyae! Na Caesar da katari yai einda, ito dombuda, pepotena. Na katata yai awa evire. Na beyae da ji ro Judah embomainda yai ae. Imo akuta bé ami gidogogo eta. 
ACT.25.11	Edo nato buro beyae arapa aina gido, nato rirowa pieyo bane. Edo ango gido, imo na betanate tata gido awa betana. Ata edo awamaneda bekumba ari ge namonde tetera ainda gebé da ji itae, embo da (1) anda awara tarimi na awamaneda yai piari tao ae. Na imo tedogotena, ine na piato Caesar da yai mamano na kataina.”
ACT.25.12	Ango edo Festus ainda jirogari embobode ge tedo mina tara edo gido awa Paul de mina sisina, “Caesar da yai maundo katari bain tedogeta. Awatedo, Caesar da yai piano mambata!”
ACT.25.13	Ango edo deguta indewae ainda amboda Daotari Agrippa ae ainda ru Bernice de Seseria nasida gundo idegesitera, Festus, gisijiari teka, ategain. 
ACT.25.14	Ainda amboda awamane deguta jiwae yai ainda sima etero, Festus mi Paul da bekumba ari ge awa daotaride udugedo tedo sisina: “Embo da (1) awa Felix mi bundari oroda doturisina yai einda isira. 
ACT.25.15	Edo iji ainde na Jerusalem da mameno, pirisi babain de Judah embomainda orobeda kopuru mamai demi embo ainda bekumba ge awa kundo gundo nato yai siutara. Edo awamane na tedogotara, embo awa katedo rirowa pianate.
ACT.25.16	“Ata na awamanede siutana, ‘Nakare awa Rome embomai, edo nanekare embo katainyae isimango embo awa ainda bekumba ari emboboda dombuda imo akuta gisi ikaito torari ge taina. Ainda amboda, katari embomi katedo betarida piaina o piainyae.’ 
ACT.25.17	Awatedo, iji angode Judah embobo babain ae namonde daedo Seseria gupara, na katari iji dowae daginegae, ata deguta neinde awa na katari yaida anumbatana, edo embo awa kundo doda tororote ge okain siutana. 
ACT.25.18	Ango edo Paul da bekumba ari embobo erido bekumba ge ainde siutara. Edo nato kotembari awa awamanemi emboda buriya bajinabé ainde bekumba ara. Ata awamanemi ango ae. 
ACT.25.19	Awarata, awamaneda gebé ari topo awa toreite Paul de ge baitara. Edo awamanemi embo dao Yesu awa embo bemi duduno eutara. Embo awa besisina. Ata Paul mi tedo eutara, embo awa wasiride isira. 
ACT.25.20	Aindabé na nongo edo awamaneda ge baiarida mokabé rori tambari tao ae ango gido gido, Paul tedogotana, ‘Imo Jerusalem da mambato nanemi yai ainda imo katano buro eiwa itae arate jipapa esita?’ 
ACT.25.21	Ata Paul mi tedogari namonde siutara awa, nane embo awa sima ano yai einda isiari imo piano maundo Caesar da yai katari barate. Awatedo, na ge okain siutana awa, sima ari embo natomi embo awa sima aro einda isiari na imo Caesar da yaida piano mamaina.”
ACT.25.22	Edo Agrippa mi Festus de sisina, “Na daedo embo einda ge awa nane akuta ingain jipapa ena.”
ACT.25.22	Edo Festus mi mina sisina, “Imo audo embo einda ge awa ingata.”
ACT.25.23	Edo sipo neinde Agrippa ae Bernice de yawa yaviride guputera. Edo awamanede daedo itoroda babadegari
ACT.25.24	Edo Festus mi sisina, “Daotari Agrippa, edo imomane berari einda namondekare itewa, inemane embo eiwa gotewa. Judah embomai berari einda edo Jerusalem nasida ainda ami namonde aorogateite tedogari pipitara, embo eiwa dano betarate. 
ACT.25.25	Ata na embo ainda buriya awa gain kakowa edo tambae eutana. Aindabé awa, na embo eiwa betarida piainyae. Awarata, imo akuta Caesar da yai maundo katari barate tedogotara. Awatedo, na kotembatana, embo eiwa piano Rome da aimaina. 
ACT.25.26+ACT.25.27	Ata embo einda buriyabé rori na gae, edo ge ango Caesar da yai ove gaiari tao ae. Edo awa davebé ae edo na bundari embo awa Caesar da yai katarate piano mamaina, ata bekumba geda mokabé rori awa embomi embo ainde pietera awa nanemi tae arapa ae. Awatedo, na embo eiwa gisi kundo itomane dombuda gumena, edo ito dombuda daedo, Daotari Agrippa. Edo na bajinabé jipapa ena, imo ainda ge ingata. Ango edo ingena tote (2) tedogari neindekainde embo ainde piaro gido awa na ge ro Caesar da yai gaiani awa budo ove gaiana.”
ACT.26.1	Edo Agrippa mi Paul de sisina, “Imo akuta awa embo ge tata.” Ango tesiri Paul ainda ipa da (1) jiri eriri tuturo edo ge site gemi bere jijisina: 
ACT.26.2	“Daotari Agrippa, deguta boroko einde na akuta awa embo ge tain eite ito dombuda pepotena, edo bekumba geda mokabé Judah embomaimi nato yaida tedo era awa ito yai arapa edo tano gata. Awatedo, na dubodave ena. 
ACT.26.3	Edo aindabé, imo kaenato Judah embomai ewowoda ambo ambo ari edo aodari evekara berari awa matu gositeta, na bé dubodave ena. Awatedo, na tedogotena awa, imo bé netegedo ge nato tain ena berari awa dave edo ingata.
ACT.26.4	“Judah embomai berari awamane gari na wasiri mai sakada eite babojitena awa. Edo awamane awa gari na tuturoda edo matawa nato Judah embomainda yai Jerusalem ainda isiretena. 
ACT.26.5	Edo awamane awa gari, iji angode na maisinga eite natokare Parasi maneda gebé arida aodari okain awa kera edo esitena. Edo jipapa eite gido awamanemi ge awa taro imo gae eteta. 
ACT.26.6	Iji matu ainde, God mi tarigari kaenato ewowo gawowode pipisisina. Aindabé na tarigari awa tumonda edo ena, deguta boroko einde na einda peteteno kateta. 
ACT.26.7	Edo kaenato ewowo 12 ami tarigari eiwa bé ari bain tumonda eite ijide muyaende God tumondebain edo era. Daotari Agrippa, aindabé nato tumonda ari awa dá tarigarida einda piedo ena, awatedo, Judah embomaimi na bekumba edo era. 
ACT.26.8	Imomane nenei gebé edo ewa, God mi embomai betarida jiari erari tao amo, ro awa embo God mi embo betarida jiri erorisina awa gebé ae evi?
ACT.26.9	“Edo nane akuta gisi kotembedo esitena, na Yesu Nasaret Embo da dao usibesi ana. Awatedo, na ainda embomainda yai memesi neindekainde pipisitena. 
ACT.26.10	Awatedo, wasiri ango awa daedo Jerusalem nasida esitena. Pirisi babain awamanemi namonde awara tari pietero embo kokotopu
ACT.26.11	Edo iji jiwae, na maundo Judah embomainda benunu oro da da, ainda torido idegedo eite, awamane vededo Yesu da yai ge bebegae ainde torote edo esitena. Edo na awamanede sinigambari bajinabé tega itae eite nasi babain aikamanabé ainda maundo memesi neindekainde awamaneda yai pisido esitena.
ACT.26.12	Edo deguta da (1)de pirisi babain mi awara tari namonde pietero na Damasikas nasi bajina ainda pepeta esitena, gebé ari embomai ipami jido bunain. 
ACT.26.13	Edo nato daotari, ango edo begatada pepeta eno iji toropu eiri, parara utuda edo gumbiri gositena. Parara awa ijida parara daginegari ami nato yai datembesisina, edo embobo namonde pepeta esiterada yai daedo. 
ACT.26.14	Edo nakare berari butuda duduritera. Edo ainda amboda ge yavi Hiburu gemi nato yaida tesiri ingitena, ‘Saul, Saul! Ro awa embo memesi neindekainde namonde pisido esi? Ito mina mina nato yai ami ito yaida akuta memesi pisido eta, giyo!’
ACT.26.15	“Ango edo nane tedogositena, ‘Imo averi, Badari?’
ACT.26.15	“‘Na awa Yesu, ande inemi memesi neindekainde pisido eta,’ ami mina sisina. 
ACT.26.16	‘Ata erido peteyo. Ro awa embo na ito yai idegeteni awa eire. Aindabé, nato buro embo atate awa imo avigetena. Edo inemi embomainde ro jisimi geta edo daedo amboda arapa ano gido awa karigato gara. 
ACT.26.17	Edo nanemi imo awa Judah embomai ae yai nenei embomai demi kundo usibesi eorekae, toregana. Imo awa nane awamaneda yai pieteno maunteta. 
