GEN.1.1	Könakönahiŋe Anutunöŋ Suep aka gölme miwikŋaim etkiyök. 
1JN.5.11	Anutunöŋ keuŋi kewö naŋgöba jiyök, “Nöŋön malmal köhöikŋi eŋgimamgö jiali, nani Nahönan mönö malmal kömbönaŋi miaŋgö kondotkondot Toŋi akza.” 
1JN.5.12	Yaŋgö Nahönŋambuk maljawaŋön mönö malmal köhöikŋi buŋa qem aŋguba malja. Anutugö Nahönŋambuk qahö maljawaŋön mönö malmal köhöikŋi mi qahö buŋa qem aŋguba malja. Mewö.
1JN.5.13	Uruŋini meleŋda Anutu Nahönŋaŋgö qetŋi memba möt narimakzei, nöŋön kimbi ki eŋgöra ohozal. Malmal köhöikŋaŋgö buŋaya akzei, iŋini miaŋgö könaŋi törörök möt kutumegöra ki ohozal. 
1JN.5.14	Nini ölöp awösamkakak aka Anutugö kösutŋe anda köuluköba kinda kewö möt yaközin: Wani yuaigöra yaŋgö jit sihitŋaŋgö dop köuluköm waŋgibini, yaŋön mönö köuluknini mi mötma. 
1JN.5.15	Mi me mi miaŋgöra köuluköinga köuluknini mötmapkö mötzin ewö, mönö keu ki mewöyök möt kutuzin: Wani yuaigöra köuluköm waŋgizini, mi pakpak mönö neŋgö buŋanina akŋa.
1JN.5.16	Kunŋan alaŋi ehi siŋgisöndok ahiga miaŋön kömup köhöikŋaŋgö buŋaya qahö akŋawi, yaŋön mönö alaŋi miaŋgöra Anutu köuluköiga amöt qem waŋgiiga malmal köhöikŋe aŋgotma. Siŋgisöndok Anutunöŋ mosötmawaŋgö dop akeri, keu ki mönö yeŋgöra jizal. Tosatŋan siŋgisöndok aketka miaŋön kömup köhöikŋaŋgö buŋaya akŋei, yeŋgöra köulukömegöra mi qahö jizal. Qahö. 
1JN.5.17	Ahakmeme bölöŋi pakpak mi siŋgisöndok akza. Köpösihit tosatŋi ahinga miaŋön kömup köhöikŋaŋgö buŋaya qahö akin. Mewö.
1JN.5.18	Denike yeŋön Anutugöreŋök ahuahu dölökŋi ahugeri, yeŋgöreŋök kunŋan siŋgisöndok qahö toroqeba ahakzawi, mi mötzin. Anutugöreŋök ahuahu dölökŋi ahuba maljawaŋön mönö nanŋi galöm mem aŋguiga Bölöŋaŋgö Toŋan i qahö qeraköba mema.
1JN.5.19	Nini keu ki mötzin: Nini Anutugö buŋaya akzinmö, gölme dop yeŋön uruŋini qahö meleŋda Bölöŋi Toŋaŋgö kukösum bapŋe malgetka galöm köl eŋgimakza.
1JN.5.20	Keu ki mewöyök mötzin: Kunöŋ öl töhönŋi akzawi, nini i möt waŋgibingöra Anutunöŋ Nahönŋi melaiiga eta möt-asa-asari neŋgiyök. Kunöŋ öl töhönŋi akzawi, nini yambuk qekötahöba mohok aka maljin. Öl töhönŋi yaŋön mönö Anutugö Nahönŋi Jisös Kraist. Yaŋön Anutu ölbölŋi aka malmal köhöikŋaŋgö kondotkondot Toŋi akza.
1JN.5.21	O (koko) gömokurupni, tandö lopioŋ aka bem muneŋi tosatŋan köpeiba qeraköm eŋgibepuköra mönö nanŋini galöm mem aŋguba malme. Mewö.
2JN.1.1	O ambi sorok!
2JN.1.1	Anutunöŋ möwölöhöm gihiiga urumeleŋ könagesöurupki galöm köl eŋgiba kinjan. Nöŋön iŋini keu ölŋaŋgö dop uru könömnan jöpaköm eŋgimakzal. Nanök qahöpmö, ambazip keu ölŋi möt kutuzei, körek yeŋön mönö mewöyök iŋini jöpaköm eŋgiba malje. Nöŋön jitŋememeya akzal aka göbuk keu eraum mötpitköra kaba kimbi ohozal. 
2JN.1.2	Keu ölŋan urunine kinja aka nembuk teteköŋi qahö ahöm öŋgöma. Nöŋön Buŋa keu miaŋgöra aka jöpaköm eŋgizal.
2JN.1.3	Nini keu ölŋi wuataŋgöba urunöŋ jöpaköm aŋguba maljin ewö, Iwi Anutu aka Iwigö Nahönŋi Jisös Kraist yetkön mönö ak kömumba kalem möriam neŋgiyohotka luainöŋ malbin.
2JN.1.4	Iwinöŋ urukalemgö jöjöpaŋ keuŋi neŋgiyöhi, miaŋgö dowök göhö könagesöurup tosatŋan keu ölŋaŋgö dop ahakmemeŋini aka memba malje. Nöŋön silikŋini mewöŋi ekiga sösöŋgai ketaŋi ak niŋgimakza. Mewö.
2JN.1.6	Jöpaköm aŋguba malbingö keuŋi jizali, miaŋgö ölŋi kewö: Nini mönö Anutugö jöjöpaŋ keuŋi pakpak tem köla ahakmemenini ak memba malbin. Körek eŋön jöjöpaŋ keu könakönahiŋeyök möta malgeri, mi kewö: Iŋini mönö uruŋinan jöpaköm aŋguba malme.
2JN.1.7	Isimkakalek ambazipnöŋ Jisös Kraistköra kewö jim miwik-ŋaimakze: “Amötqeqe Toŋan gölme azi silebuk asuhumamgö osiyök.” Mewö jim miwikŋaiba tilipqilip aketka eŋololoŋ asuhumakza. Ambazip isimkakalek mewöŋi mi Kraistkö salupŋe kinda tuarenjoŋ ak waŋgimakze. Ambazip mewöŋi gwötpukŋan lök gölmeŋi gölmeŋi liliköba laŋ anda kaba malje. 
2JN.1.8	Neŋön urugö nup meinga ölŋi uruŋine asuhuyöhi, miaŋön sohoba pömsöm qebapuköra mötzal. Miaŋgöra isimkakalek ambazipnöŋ eŋololoŋ ak eŋgibepuköra mönö galömŋini mem aŋguba malme. Mewö malgetka uruŋinaŋgö ölŋan qahö sohoiga Kembunöŋ töwaŋini körek eŋgim teköma.
2JN.1.9	Kraistnöŋ keu kusum neŋgiyöhi, kunŋan mi qahö qekötahözapmö, mi oŋgita keu toroqeiga loloŋqaloŋ jimakzawi, yaŋön Anutuŋi qahö. Denike yeŋön Kraistkö Buŋa keuŋe qekötahözei, yeŋön mönö Iwi aka Nahön yetpuk köhöiba malje. 
2JN.1.10	Kunöŋ Buŋa keu jömukŋi mi qahö memba eŋgöreŋ kazawi, iŋini mönö yaŋgö jölöŋi kude jiba miriŋine kude örögetka öŋgöma. 
2JN.1.11	Kunŋan yaŋgö jölöŋi jimawi, yaŋön mönö bölöŋamŋaŋgö lömbötŋi öröi qakŋe öŋgöiga öröröŋ bisimahot. Mewö.
2JN.1.12	Nöŋön eŋgöra keu sehisehiŋi ohomamgö sihimŋi mötzalmö, mi papia sinŋe iŋknöŋ ohomamgö qahö möta mosötzal. Eŋgöreŋ kusuk kaba mesohol köla keu eraum mötpingö mamböta jörömqöröm akzal. Aitoŋgöbini, nalö miaŋgöreŋ köisirik tata eraum möta sösöŋgainini körek ahum teköba urunini kokolak qeiga malbingö mötzal.
2JN.1.13	Anutunöŋ ambi alagi galöm nupköra möwölöhöyöhi, ambi sorok yaŋgö könagesöurupŋan yaizökzökŋini algetka göhöreŋ kaza.
3JN.1.1	Nöŋön jitŋememe kun aka göbuk keu eraum mötpitköra kaba kimbi ohozal. Nöŋön keu ölŋaŋgö dop urunan jöpaköm gihiba maljal.
3JN.1.2	O wölböt alani, göhö uŋagan Anutubuk qekötahöba ölöwahi maljani, mi mötzal. Mewöŋanök sile unditundit mala yuai pakpak miaŋgöreŋ töhötmöriam miwikŋaiba malmangöra Anutu köuluközal. 
3JN.1.3	Urumeleŋ alaurup tosatŋan göhöreŋök kaba göhö kösohotki kewö naŋgöba jigetka möral, “Göŋön Anutugö keu ölŋi pöndaŋ wuataŋgöba aka memba maljan.” Mewö jiget mötpiga sösöŋgai ketaŋi ak niŋgiyök. 
3JN.1.4	Nöŋgö (koko) gömokurupnan Anutugöreŋ keu ölŋi wuataŋgöba aka memba maljei, nöŋön keu buzup mewöŋi möta önöŋi qahö söŋgaimakzal. Buzup murutŋi kunöŋ sösöŋgai öŋgöŋgöŋi mi qahö oŋgiri mötzal. Mewö.
3JN.1.5	O wölböt alani, gi urumeleŋ alaurup welen qem eŋgiba miaŋgöreŋ pöndaŋ kinda malakzan. Yeŋgöreŋök tosatŋan miri liliköba eŋgöreŋ kamakzei, mi köyan köl eŋgimakzan. Möt eŋgizani me qahö, mi töndup ölöpŋanök bauköm eŋgimakzan.
3JN.1.6	Gi urugan jöpaköm eŋgiba malnöŋi, yeŋgöreŋök tosatŋan ki kaba mötnarip kambugö jeŋine könaŋamgi mewö naŋgöba jiget mörin. Miaŋgöra alaurup mewöŋan eŋgöreŋ kamei, mi mönö bauköm eŋgiba malnöŋga ölöp amqeba nup memba könaŋini toroqeba anme. Nup mewöŋi mi Anutugö jeŋe dop köl waŋgimawaŋgö dop toroqeba memba malman. 
3JN.1.7	Yeŋön Kraistkö buŋaya akzeaŋgöra aka nanŋini miriŋini mosöta liliköba qetbuŋaŋi jim sehimakze. Nup mewö memba urumeleŋgö kopa ambazip yeŋgöreŋök nene yuai kun qahö memakze. 
3JN.1.8	Miaŋgöra Jisösgö alaurup neŋön naninök alaurup mewöŋi köl öröba naŋgöm eŋgiinga dop kölma. Nini nup bahöŋi mi memba miaŋön keu ölŋaŋgö Toŋi mohotŋe welen qem waŋgiinga keuŋi ölŋan sehimakŋa. Mewö.
3JN.1.9	Nöŋön mötnarip kambu eŋgöra kimbi kun ohoyal. Mi ohoyalmö, Diotrefes jitŋememe azi yaŋön sutŋine galöm bohonŋi malmamgö sihimŋi mötzawi, yaŋön mönö memsepqemsep aka keunaŋgö kezap qahö ala nesampurek ak neŋgimakza. 
3JN.1.10	Miaŋ-göra nöŋön eŋgöreŋ kabileŋak ewö, mönö yaŋgö ahakmemeŋi bölöŋi mi aukŋe jibiga kewö mötme: Yaŋön neŋgöra luasö keu muneŋi andönöŋ qeqe jimakza aiga keu jijiyök qahö ahakza. Qahö! Urumeleŋ alaurupnini miri lilik nup memakzei, yaŋön mi qahö köl öröm eŋgimakza aka alaurup tosatŋan köl öröm eŋgibingö mötzei, yaŋön i aŋgön köl eŋgiba mötnarip kambuŋineyök utal eŋgiiga yaigep erakze.
3JN.1.11	O wölböt alani! Gi ahakmeme bölöŋi qahöpmö, ahakmeme ölöpŋi mia mönö wuataŋgöba malman. Denike yeŋön ahakmeme ölöpŋi aka memba maljei, yeŋön Anutugö nahön böraturupŋi akze. Denike yeŋön ahakmeme bölöŋi aka memba maljei, yeŋön Anutugö könaŋi qahö möt kutuba sel yaigepŋe malje.
3JN.1.12	Demitrius azi miaŋgö könaŋi mi ölöpŋi. Alaurup körekŋan mewö jimakze. Keu ölŋaŋgö Toŋan nanŋak mi mewöŋanök naŋgöba jimakza aka neŋön toroqeba yaŋgöra keu öröröŋ jimakzin. Neŋön keu jimakzini, mi keu öl töhönŋi akza, mi mötzan. Mewö.
3JN.1.13	Nöŋön göhöra keu sehisehiŋi ohomamgö sihimŋi mötzalmö, mi kirifi aka iŋknöŋ ohom gihimamgö dopŋi qahö möta mosötzal. 
3JN.1.14	Nöŋön ösumok göhöreŋ kaba gekŋamgö mamböta jörömqöröm akzal. Aitoŋgöbini, nalö miaŋgöreŋ ölöp mesohol köl aŋguba keukeu eraum mötpin.
3JN.1.15	Anutunöŋ luai qem gihiiga malman!
3JN.1.15	Mötnarip alaurup ki maljei, yeŋön yaizökzökŋini algetka göhöreŋ kaza. Göŋön mewöŋanök urumeleŋ alaurup göbuk kinjei, mi nanŋik nanŋik yaizökzökŋini jinöŋga mötme!
JUD.1.1	Anutu Iwinöŋ eŋgohola uru könömŋan jöpaköm eŋgii Jisös Kraistnöŋ sel jöhöm eŋgiiga malje.
JUD.1.2	Anutunöŋ mönö ak kömumba urukalemŋi keleŋmaleleŋ eŋgiiga luainöŋ malme. Mewö.
JUD.1.3	O wölböt alaurupni! Anutunöŋ amöt qem neŋgiiga letota mohotŋe Suepkö buŋaya akzini, nöŋön miaŋgö keuŋi jim tuariba ohom eŋgimamgö sihimni ketaŋi möta malal. Mala malbi lömböriiga toroqeba mambötmamgö osizal. Miaŋgöra ohoba uruŋini kewö kuŋgum eŋgizal: Anutunöŋ mötnaripkö keu kembaŋi pakpak mi ambazip sarakŋi neŋön memba galöm kölinga qahö utekömapköra ali buŋanina akza. Miaŋgöra böhi takapulakaŋi tosatŋan Buŋa keu loloŋqaloŋ akepuköra mönö böŋ kinda bim qeba malme.
JUD.1.4	Ambazip tosatŋan möndöba urumeleŋ kambu sutŋine ölöŋ ölölöŋgöba kaŋgotketka könaŋamŋini goŋgoŋi mi aukŋe qahö asuhui malje. Anutunöŋ ambazip mewöŋi yeŋgö keuŋini lök mönöwök jim teköiga ohogetka sihimbölöŋinan qakŋine öŋgö-mamgö akza. Anutuninan keuŋi ala kalem möriamŋaŋgö könaŋi ölŋa indelakzapmö, ambazip aŋgöjörakŋinambuk mieŋön mönö nanŋini sero namböŋnamböŋini turumegöra aka kalem möriamgö keuŋi mi möwököwöramgöba möŋaqöŋaigetka bölimakza. Mewö aka nanine Ketaŋamnini mohot Jisös Kraist Kembu ak neŋgi-makzawi, i qaŋ köla andö qemakze.
JUD.1.6	Mewöyök Anutunöŋ Suep garataurupŋi jakömbuak tohoŋini al eŋgiiga malgetmö, yeŋgöreŋök tosatŋan urukönöp aka keu bapŋe qahö anda nanŋini jakömbuak tohoŋini galöm köl eŋgibingö urumohot qahö aka selŋini kösököget. Qeqetal akeraŋgöra aka Anutunöŋ i aköm eŋgiiga jakömbuak miriŋini mosöta etket. Etketka “Nalö ketaŋe keuŋini jim tekömam,” jiba tapepnöŋ (muŋgamuŋga) gwaröhöba pandaman uruŋe al eŋgiiga tata kotkera nalö teteköŋi qahö tat öŋgöme. Galöm meme keu mi eŋgöra aka kunbuk jizal. 
JUD.1.7	Tandök mohot miaŋön Sodom, Gomora aka miri tosatŋi liliköba tatkeri, yeŋgöreŋ asuhuyök. Ambazip mieŋön mewöŋanök serowilin aka silegö sihim kömbönaŋini möwöramgöba tandökŋi kun kewö aket: Azi nanŋirök ambi nanŋirök amimba malget. Mewö malgetka Anutunöŋ likepŋini meleŋ eŋgiiga könöp jitŋi teteköŋi qahö eŋgohoi sihimbölö möta mala kota malme. Mewö mala böhi takapulakaŋi yeŋgö galöm mem aŋgubingö kaisöpsöpnina ahakze.
JUD.1.8	Ambazip takapulakaŋi mieŋön mönö nalö kewöŋe tandök mohot mewöŋanöhök ahakze. Jeŋini meleŋni imutimutŋini laŋ eka miaŋgöreŋ möndöba wuataŋgöba nanŋini sileŋinaŋgö malmalŋini mem böliba kölköljiŋjiŋ miwikŋaimakze. Mewö miaŋön Anutu jijiwilit aka jimoŋgot jim waŋgiba kukösumŋi memba et alakze. Mewö aka Suepkö bem suahö ambazip asakmararaŋinambuk euyaŋgöreŋ maljei, yeŋgöra uruqeqe keu töhöreŋ jim eŋgimakze.
JUD.1.10	Maikelnöŋ mewöyök mi osiyökmö, ambazip sohoboho mieŋön mönö sileŋini memba öŋgöba Buŋa keu qahö möt kutumakzemö, töndup miaŋgöra uruqeqe keu töhöreŋ laŋ jimakze. Tönpin mala sömbup soŋ ewö laŋlaŋ malje. Mötkutukutuŋini ölŋi qahö asuhuiga sömbup malmalgö sihimŋini korembiŋi miyök mörakze. Nanŋini sihim mötmötŋini goŋgoŋmaŋgoŋi mieŋön mönö köndeŋ eŋgigetka ayuhume. 
JUD.1.11	Anutunöŋ böhi takapulakaŋi mieŋgö likepŋi meleŋ eŋgiiga sihimbölö ketaŋi mötmeaŋgöra wölziköba Yei! jizal. Ambazip sohoboho mieŋön azi Kein (Kain) yaŋgö könaŋi mötöteiba anakze. Könaŋgep kerök azi kembu kunöŋ azi qetŋi Balam töwa waŋgiiga Israel ambazip tilipköm eŋgiiga jaŋjuŋ anget. Böhi takapulakaŋi mieŋön Balamgö silikŋi wuataŋgöba moneŋ miwikŋaibingöra urukönöp möta yuai iliŋölaŋ ak bibihiba laŋ sohomakze. Azi qetŋi Kora yaŋön Moses aka Aron tuarenjoŋ ak etkiba köndeŋmöndeŋ miwikŋaiiga ayuhuyöhi, böhi mieŋön mönö Kora ewö kezapjupjup aka mala ayuhume.
JUD.1.12	Urumeleŋ eŋön urukalem kondel aŋgubingöra tokoba lömbuaŋ algetka takapulaka böhi mieŋön mönö miaŋgöreŋ mewöyök kamakze. Kaba dogoŋini aukŋe kondela nanŋinanöhök gumohom aŋguba bau numbu nemakze. Mewö aka eŋgö sile töwötŋini boromŋi boromŋi gamuŋinambuk ewö akze. “Ziozgö lama galöm akzin,” jiba ala eŋgöra qahö mötmöriba kelök keu laŋ jimakze.
JUD.1.13	Yeŋön köwet siri kukŋinambuk ewö laŋ kundutketka ahakmemeŋinan gamuŋambuk mi qölqölsöut gödöwörötŋambuk ewö aukŋe asuhumakza. Seŋgelau tosatŋan könaŋini siŋgiba laŋ erakzei, yeŋön mönö miaŋgö dop jaŋjuŋ qemakze. Seŋgelau mieŋgö dop eta Anutunöŋ yeŋgöra pandaman göjiwinaŋgö uruŋe miri areŋgöm eŋgiyöhi, mönö emuyaŋgöreŋ dutŋe geba nalö teteköŋi qahö tat öŋgöme.
JUD.1.15	Asuhugetka körek pakpak neŋgö keunini jim teköma. Ambazip aŋgöjörakŋinambuk yeŋön ahakmeme aŋgöjörakŋambuk wuataŋ-göba siŋgisöndokŋini aŋgöjörakŋinambuk aka kotkeri, mi pakpak kewöta miaŋgö likepŋi meleŋ eŋgiiga körek yeŋgö qakŋine öŋgöma. Pinjit ambazip aŋgöjörakŋinambuk mieŋön keu jenöŋ gege gamuŋambuk miaŋön Anutu jim qetal waŋgiba kotkeri, miaŋgö likepŋi pakpak meleŋ eŋgiiga sihimbölöŋini möta malme.” Enoknöŋ galöm meme keu mewö jiyök.
JUD.1.16	Böhi sohoboho mieŋön jimoŋgot aka sesekŋai ewö ihururuk laŋ jim aŋgumakze. Nanŋini sihim kömbönaŋini bölöŋi wuataŋ-göba tereŋqereŋda sileŋini memba öŋgöba jakbak-öraŋböraŋ ahakze. Ambazip tosatŋi göda qeba kelök eŋguze ewö, mi yuai meleŋda nanŋine eŋgimegö sihimŋi möta kelewele ahakze. Mewö malje.
JUD.1.17	Mewö maljemö, wölböt alaurupni, Kembunini Jisös Kraistkö aposolurupŋan böhi takapulakaŋi yeŋgö keuŋini lök qeljiŋe jiget ahöza. Iŋini yeŋgö keuŋini mi ölum eŋgubapuköra galömŋini mem aŋguba malme. 
JUD.1.18	Aposol yeŋön eŋgöra keu kewö jiget, “Jisösgö kaka nalöŋan töriiga nalö teteköŋe miaŋgöreŋ mepaqepaik ambazip asuhume. Yeŋön nanŋini sihim kömbönaŋini bölöŋi wuataŋgöba malmal aŋgöjörakŋambuk malme.” Mewö jiget.
JUD.1.19	Ambazip takapulakaŋi mieŋön mönö sutŋine urujujul ak eŋgigetka simbisembel akepuk. Uŋa Töröŋan qahö sölölöhöm eŋgiiga gölmegö sihim kömbönaŋi bölöŋan galöm köl eŋgiiga mi wuataŋgömakze. 
JUD.1.20	O wölböt alaurupni, Anutunöŋ mötnarip qainŋi kun eŋgiyöhi, miaŋön mönö tandöŋini bohonŋi öŋgöŋgöŋi ewö akza. Eŋön mönö mötnarip miaŋgö qakŋe kinda naŋgöm aŋguba köhököhöi miwikŋaimakŋe. Uŋa Töröŋan inahöm eŋgimakzawaŋgö dop mönö yaŋgö ösumnöŋ kinda köuluköba malme. 
JUD.1.21	Anutunöŋ jöpaköm eŋgimakzawi, iŋini mönö yaŋgö urukalemŋe böŋ qeba kinme. Kembunini Jisös Kraistnöŋ ak-kömukömu eŋgiba kunbuk asuhuba malmal köhöikŋe aŋgota oyaeŋkoyaeŋ malme. Iŋini mönö nalö mi kam kuŋgumapköra kapaŋ köla mamböta malme.
JUD.1.22	Ambazip uruŋini meleŋbingö uruyahöt akzei, mi mönö ak kömumba urukalem ak eŋgiba malme. 
JUD.1.23	Tosatŋan könöp bölamnöŋ an taköbingö tandök akzei, i gebepuköra mönö wölaŋ öröba bohonŋini jöhöm eŋgigetka letotpeak. Tosatŋan sihim kömbönaŋini bölöŋan galöm köl eŋgiiga qemasolokep maljei, i mönö ak kömumba jöpaköm eŋgiba malme. Mewö malmemö, nanŋini malmalŋinan bölibapuköra mönö keŋgötŋini möta malme. Qemasolokep yeŋön siŋgisöndokŋi siŋgisöndokŋi aketka miaŋön uruŋini sileŋini kokolak qeiga aukŋe töwiba maljei, yeŋgöra mönö galömŋini mem aŋguba malme. Kölköljiŋjiŋ akepuköra mönö opo söröŋini töwötŋinambuk mi tok sisitŋini memba kude misirime. Mewö.
JUD.1.24	Mönö Anutu möpöseimakin. Yaŋön iŋini tala et eŋguba-puköra sel jöhöm eŋgimamgö köhöiza. Yaŋön ölöp eŋguaŋgita nanŋi je mesoholŋe al eŋgii aŋgota solanŋi keuŋini qahö kinda asakmararaŋi eka söŋgaiba köiraŋ köla malme. 
JUD.1.25	Anutu mohotŋan Amötqeqe Tonini akza. Kembunini Jisös Kraistnöŋ nam köl neŋgiiga Anutu möpöseim waŋgiinga qetŋi aködamunŋambuk aka ahöma. Yaŋön möpŋaŋgö möpŋeyök könahiba kota Öŋgöŋgö-ŋamnini kukösumŋambuk akza aiga nalö kewöŋe toroqeba yuai pakpak ösum-mumuŋan galöm köla nalö teteköŋi qahö Kembu ak neŋgiba malma. Keu mi ölŋa.
REV.1.1	Anutunöŋ yuai könaŋgep zilaŋ asuhumawi, miaŋgö könaŋi nup memeurupŋi neŋgöra kondel neŋgimapkö möta Jisös Kraistköra kondela kezapqetok keu jiba indelök. Indeliga Suep garata kun melaiiga welenqeqeŋi Jon nöŋgöreŋ kaba jiiga möral.
REV.1.2	Jisös Kraistnöŋ Anutugöreŋ Buŋa keu naŋgöba jim asariba kondel niŋgiiga Jon nöŋön yuai mi jeni meleŋniga uba ehali, mi pakpak miaŋgö dop toroqeba naŋgöba jim asariba ohozal. 
REV.1.3	Kunŋan kezapqetok keu ki oyoŋmawi, yaŋön mönö simbawoŋ akza. Jisösgö kaka nalöŋan töriza. Miaŋgöra kimbi kiaŋgöreŋ keu ohoi ahözawi, ambazip mi kezap ala mötmei aka mi möt sölöŋgöba aŋgön kölmei, yeŋön mewöyök simbawoŋ akze. Mewö.
REV.1.4	Kunöŋ mal köhöizawi, möpŋaŋgö möpŋeyök mala koröhi, aka kunbuk liliŋgömawi, yaŋön mönö kalem möriam eŋgiiga luainöŋ malme. Mewöŋanök Anutugö uŋa bohonŋi 7 yaŋgö jakömbuak dum wösöŋe kinjei, yeŋön mönö kalem möriam eŋgigetka luainöŋ malme.
REV.1.6	Yaŋön nini nanŋi bemtohoŋe ala mem letot neŋgiiga kiŋ ewö akzin. Buŋa nup galömurupŋi (prist) aka nanŋi Iwi Anutuŋaŋgö welenŋi qemakzin. Neŋön yaŋgö qetbuŋaŋi aka kukösumŋi möpöseininga nalö teteköŋi qahö aködamunŋambuk ahöm öŋgöma. Keu mi ölŋa.
REV.1.9	Jon nöŋön eŋgö urumeleŋ neŋakŋini akzal. Kraistpuk qekötahöbiga nanŋi bemtohoŋe al niŋgiiga ambazipnöŋ sihimbölö ak niŋgigetka wahöjaliŋ mörakzal. Mi embuk möta mökösöŋda kapaŋ köla köhöiba kinjal. Anutugöreŋ Buŋa keu jim sehiba Jisösgö könaŋi naŋgöba jim asariba malalaŋgöra nömemba köwet jölanŋi qetŋi Patmos
REV.1.10	Kembugö sonda kendon tatat nalö kunöŋ Uŋa Töröŋan nömeiga alburup umumŋan qakne öŋgöiga andöneyök qet ketaŋi kun möral. Qet kourukŋi mi tömun qainŋi kun (biugel) qetzawi, miaŋgö tandöktandök ahöyök.
REV.1.11	Qet miaŋön kewö jiyök, “Öröyuai uba ekŋani, miaŋgö keuŋi mönö kimbi köpepnöŋ ohoman. Ohoba alnöŋga zioz kambu 7 yeŋgöreŋ anma. Siti 7 mieŋgö qetŋini kewö: Efesus, Smörna, Pergamum, Taiataira, Sardis, Filadelfia aka Laodisia.”
REV.1.12	Keu mewö jiiga ötöŋi mörali, “Mi daŋön?” jiba eka mötmamgöra liliŋgöyal. Liliŋgöba kinda lambegö dum tatat goulnöŋ memeŋi 7 kingetka ehal. 
REV.1.13	Lambegö dum tatat mieŋgö sutŋine azi kun ekiga kaisoŋgolomŋan gölme azigö tandök ahök. Malukuŋi köröpŋi köla öröiga köna susuŋe eta turuyök. Opo jöhan maŋgihilakŋi goulŋambuk mi örigit ewö töptöpŋe embahöm aŋguba kinök.
REV.1.14	Nöröp jupŋan tuat lalamŋi kousu köpköp (snow) ewö ahök. Lama jupŋi saŋgoŋgetka tuarizawi, mönö miaŋgö dop ehal. Jekötŋan könöp bölam ewö jem asariiga kinök. 
REV.1.15	Köna susuŋan sösönihiba gohotŋi ahök. Ain bras könöpnöŋ ala delasi ohogetka jeiga gögöriŋ tohomakzawi, mönö miaŋgö dop kölköl-bilikbilikŋambuk ahöyök. Keu jii mörali, mi o ketaŋan sianöŋ giliga ötöŋi ketaŋi mörakzini, mönö miaŋgö dop ahöyök. 
REV.1.16	Böröŋi ölŋan seŋgelau 7 memba kinök. Numbuŋeyök bimgö sou ketaŋi (bainat) jityahötŋi likelike zuluk alalŋan erök. Jemesoholŋan wehön jeŋi körek asarim tekömakzawaŋgö dop asariiga ehal.
REV.1.17	Nöŋön i eka uruni duhui yaŋgö könaŋe tala eta kömup tandök ahöyal. Mewö ahöbiga böröŋi ölŋan nöŋgö nöröpne ala kewö jiyök, “Mönö keŋgötki kude mötnöŋ! Nöŋön mutuhök mala (yuai pakpak miwikŋaiba könaŋgep jiba qahöwahiga) qöndökŋa mala öŋgömam.
REV.1.18	“Nöŋön malmal Toŋi akzal. Kömumba malalmö, mötnöŋ, nöŋön mönö guliba wahöta malmal köhöikŋi teteköŋi qahö mal öŋgömam. Nöŋön kömupkö kondotkondot Toŋi galöm köla kömupkö uŋem miri Toŋi oŋgita kiŋi moröŋi memba maljal. 
REV.1.19	Miaŋgöra yuai nalö kewöŋe asuhuzawi aka könaŋgepŋe asuhumawi, nöŋön miaŋgö könaŋi kondelbi ekŋan. Yuai ekŋani, mi mönö papianöŋ ohonöŋga ahöma. 
REV.1.20	Seŋgelau 7 böröni ölŋe ahözei aka lambegö dum tatat goulnöŋ memeŋi 7 ekzani, mieŋgö könaŋini tölapŋi kewö: Seŋgelau 7 mi zioz kambu 7 mieŋgö garata galömŋinaŋgö söpsöp akze. Lambegö dum tatat goulnöŋ memeŋi 7 mieŋön mönö zioz kambu 7 mieŋgö söpsöp akze.” Mewö.
