MAT.1.1	Mokanda mobatata baYesu Masiya, mwana oDawidi, mwana oAbalayama. 
HEB.10.33	Bikina bihole basɛkɛ no, batangola no, na bapukeja no; bihole bitongo ocinamani na bato batongo baya badaka na minɔngɔ mimina. 
HEB.10.34	Odakani na wa ai bato baya badaka a minyɔlɔ. Yana atomba bato leka lonu, odakani oko na sepi, cina bo ojebakani bo lisango linu linɔi na bopele, lia lidi boyeyoa. 
HEB.10.35	A mojɔ momina, t’obungejaeni oko eci enu mojɔ bo edi na ndese enɛnɛ. 
HEB.10.36	Etakaka na nu oko lingbangba bo okɔeni bolulea boNjambe, na bo osɛni mua modikeja yo.
HEB.10.37	Mojɔ bo edikai oko mweka pɛ,
HEB.10.37	Na yona odi na sako ebodoa adi bodoa; atayeyoa a bodoa.
HEB.10.38	Moto ombi obodongo adi bohela oko na ejimeli.
HEB.10.38	Akasɔmbɔ mandulendule ko, molema mombi motasepa na nde.
HEB.10.39	Iso ko boditi bato baya basɔmbɔkɔ mandulendule bo bobunge, oko bato baya badi na ejimeli a boheleja miembo Mibu.
HEB.11.1	Ejimeli edi ndanga engando jilɛndɛkɛ so; enejaka so bo ngando jidi so pɛ bonɛ na miso jidi soti. 
HEB.11.2	Bato baehele basɔ tati epele oko a mojɔ moejimeli. 
HEB.11.3	Edi oko a mojɔ moejimeli bo bocingeaka bo Njambe ayoa ngondo na ebaeli ende, na bo atomba leka lodi so pɛ bonɛ na miso a bokɔ leka lonɛkɛ so.
HEB.11.4	Na lisiko lipa Abela, na lisiko lipa Kama, lia liAbela lmɔ na bopele, oko a mojɔ moejimeli. Alonga na du o moto obodongo, mojɔ bo Njambe ajima masiko mande. Iyo agwa; abalaka ko na su e dɛye a njea eejimeli emina.
HEB.11.5	Anoka akindoa a mojɔ moejimeli, bo atanɛe nongo bogwa, na aiboloa koko, mojo bo Njambe amotomba. Adaka yo pɛ bopeta kindoa, adaka na esako bo asepejaka Njambe. 
HEB.11.6	Isa ejimeli editi, moto t’ahɔnɔke bosepeja Njambe. Mojɔ bo moto yona odoaka a Njambe abwani bopeta jima bo Njambe adi, na bo asepejaka baya bamodukaka.
HEB.11.7	Noa asɔ eleho ai Njambe a mojɔ mo ngando jidaka yo pɛ bopeta nɛ na miso; ahokea, na ayoa masua oko a mojɔ moejimeli, bo ahelejae denga dinde. Oko boa adumba ngondo, na asangoa bodongo bua bocingi na ejimeli.
HEB.11.8	Abalayama asuma Njambe cina eejimeli, yana abeama yo bo akɛe a ekina esika, yana adaka yo pɛ bopeta Sangoa esika emina; na angɔ, pɛ ko bojeba esika ekɛkɛ yo. 
HEB.11.9	Adaka mokɛndɛli a esika ebodikeja, oko a mojɔ moejimeli; edaka o esika ebato batongo, na yo apika bitondo a esika emina, bo adae ena na Isaka na Yakobo, basangoli na nde babodikeja bomɔci. 
HEB.11.10	Mojɔ bo njingo ende edaka oko a ngando mɛnɛ yena edi na eyoeli-ecina eboyeyoa; yona okana ngando emina, na moyoeli ongando emina adi oko Njambe.
HEB.11.11	Sala yo mɛnɛ, nongo adaka yo mobange, asɔ ngulu bo alwae demi cina eejimeli, mojɔ bo ajima bo yona omokinea sako atakpu toja sako. 
HEB.11.12	Oko boa momi omɔci, mokuku monde oko mogwake, abota bato banɛnɛ pɛ njɛngi, baya badi o njɔtɔ badiko, na mbumee jimbongu emadiba-mamukwa.
HEB.11.13	Ibo basusu bagwa na ejimeli, pɛ ko bosɔ ngando jibodikeja. Bajinɛ ko bohali, na basepa a mojɔ momina, cina bo bajima bo badi oko bakɛndɛli na midoa a ngondo. 
HEB.11.14	Bato baya babalaka boa, banejaka na soti bo badukaka ngando oko boduka, ngando ebu bɛnɛ. 
HEB.11.15	Akɔkɔ bo lɛ ngando ema bo kina, ka badaka na njea ebosɔnibɔ oho. 
HEB.11.16	Posa ebu ko edi a ngando yena enɔi na bopele, oko oho Diko. A mojɔ momina, Njambe aditi na sɔni a boda Njambe obu, mojɔ bo yo asɛlingoa ngando a mojɔ mobu.
HEB.11.17	Abalayama, yana amekama yo, apa Isaka o lisiko cina eejimeli. Iyo, yona osɔ madikeja, ajima bo apɛ mwana’nde omɔci o lisiko. 
HEB.11.18	Na sako edaka a mojɔ momwana omina bo,
HEB.11.18	Bato bambota ewɛ badi bomana oko ai Isaka.
HEB.11.19	Iyo ajima bo Njambe adi na ngulu a bongɔjɔ bato a bogwa mɛnɛ. Na amosɔ koko boa, mojɔ bo adaka o mogo.
HEB.11.20	Isaka ajongoa Yakobo na Esau a mojɔ mongando jibodoa, oko cina eejimeli.
HEB.11.21	Yakobo, yana adaka yo oko a bogwa, ajongoa bana-bami baYosepa, omɔci omɔci, cina eejimeli, na asambimeja na pango ende bo ange Njambe.
HEB.11.22	Yosepa, yana abenga yo bogwa, abala a mojɔ moboyana boBa-Yisalaele oko cina eejimeli, na akina monɔkɔ a mojɔ monjemba ende.
HEB.11.23	Baboti baMose bamobomba songe basato yana abotama yo, cina eejimeli, mojɔ bo banɛ bo adi mwana mopele, na baibanga mobeko mokumu. 
HEB.11.24	Mose, yana akandoa yo, alona bo bamobee mwana omwa’mwali oPalo. 
HEB.11.25	Na bocingama na bato baNjambe a bodingoa bobu, na bosepa na sepi yena etayeyoaka a mojɔ mongando jibe, yo apala gbo oko bocingama na bato baNjambe a bodingoa bobu. 
HEB.11.26	Na biloli a mojɔ moMasiya, na leka loyumu loEjipeto, yo ajima bo biloli a mojɔ moMasiya binɔi na yumu, mojɔ bo abakea miso mande a ndese. 
HEB.11.27	Adonga a Ejipeto cina eejimeli, pɛ bobanga nongo kɛlɛ ekumu, mojɔ bo adaka na molema mombilimake, o moto yona onjaka okina yona otaboloaka na miso. 
HEB.11.28	Asɛlingoa Kola eBonɔ, na amɛsɛ makia cina eejimeli, bo obwɛnji-obogwa anɔe basɔmi baYisalaele.
HEB.11.29	Baleka Madiba Makpetu o ngondo mɛnɛ ekokake, cina eejimeli. BaEjipeto ko, ameka bo bokɔ boa, bagwa a madiba. 
HEB.11.30	Ama bo hombâ Yeliko masu sambo, mongba-momatai mongando momi sopea oko bosopea cina eejimeli. 
HEB.11.31	Laba, mwali ondukeli, aigwa na bato balipanga, cina eejimeli, mojɔ bo asɔ kɛngi na bowi.
HEB.11.32	Mojɔ motongo môbala mbi nda? Ehole etakaka na mbi a botɔndɔ mijɔ miGidona, na Balaka, na Samasona, na Yepeta, na Dawidi, na Samwele, na batɔndɔi. 
HEB.11.33	Edaka oko a mojɔ moejimeli bo bagbokeja makumu, basambeja mijɔ na soti, basɔ madikeja, badipa minɔkɔ migbɔngɔ, 
HEB.11.34	badima ngulu emosa, bahela a mwɛngɔ moabɛnɛ, basɔ ngulu a tei eyogo, badaka bato bapipo a bila, na bacieja mandundu masoki jibu. 
HEB.11.35	Bali basɔ koko bato babu baya bahula a bogwa. Batongo batuama nji oko a bogwa, pɛ bojima bo bacinoame, bo bangɔe a bomɔ bua bonɔi na bopele. 
HEB.11.36	Eatongo koko badingoana matangola, na nji, ee na minyɔlɔ, na blɔkɔ pongono. 
HEB.11.37	Baba’la matai, baba’la na misumani, bagwa na abɛnɛ, balwa biobo bibata na kambɛli; badaka na bokwali, na esɔpi, na jɔɔlɔ enɛnɛ. 
HEB.11.38	Ngondo eibɔngɔ a mojɔ mobu; njea jibu jidaka oko a lisobe, na a meno, a mimbɔndɔ, na a bibubondo bingondo. 
HEB.11.39	Ibo basusu bangameja ejimeli ebu, pɛ ko bosɔ mua modikejama. 
HEB.11.40	Mojɔ bo Njambe asɛlingoa mokina mojɔ mua monɔi na bopele a mojɔ mosu, bo bobɔngɔ bobu bodae na su pongono.
HEB.12.1	Lindundu linɛnɛ libatati lihikaka so. A mojɔ momina, bopele bo bodumbe mina misusu mitombaka so, na bobe bua bobindanejaka so, bo bopote na lingbangba a njea yena edi a boso bosu. 
HEB.12.2	Kwani miso masu madae oko ai Yesu, yona obanga na yona odi bobɔngeja ejimeli esu. Iyo ahɔnɔ mole-mobokea, na alɛ bo sɔni emina edi eka engasa, oko a mojɔ mosepi yena edaka a boso bonde, na adi a edie a ebɔ ebami emongbɛlɛngɔ moNjambe. 
HEB.12.3	Kinani bolɛ bonu bodae ai yo yona ohɔnɔ lisoki libato babe, bo osaka ngwaeni, na oSaka mbɛni a milema minu. 
HEB.12.4	Anaka no bila na bobe, makia manu masopeakini a bila emina. 
HEB.12.5	Na obosaini eleho yena elehaka no o bana;
HEB.12.5	Mwana’mbi, t’olɛe oko bo bosisa boKumu bodi mojɔ mokɛkɛ.
HEB.12.5	Akalemoa na wɛ, t’omɛmɛlɛe oko.
HEB.12.6	Mojɔ bo, Kumu akapala moto, amosisaka,
HEB.12.6	Na atuaka bana basusu basɔkɔ yo.
HEB.12.7	Dani na lingbangba a tei ebosisa. Njambe akojaka no o bana. Okwa mwana adi, na sangwa’nde pɛ bomotna? 
HEB.12.8	Nji jidi a mojɔ monu basusu. Omiti sɔni nji, oditini bana basoti, oko bana babɔɔli. 
HEB.12.9	Isa bodaka na lisuma ai basangwa’su ya nase baya batua so, bota-suma Sango omiembo na lisuma linɛnɛ bo bohele? 
HEB.12.10	Basangwa’su hatua so ehole ekue, yana adaka bo na bolɛ bomina. Njambe ko atuaka so a bobɔngeja so, bo bosɛ libondo libosɛnɔ bonde. 
HEB.12.11	Bosisa bosusu bodi na mwano a ehole emina, te nongo sepi. Bato ko hakakoa na mojɔ momina, bosisa bomina bobotaka mbuma jibowi na bodongo ai bo.
HEB.12.12	A mojɔ momina, pingejani mɔmɔ manu maya mangwai, na muli manu maya madi ma yɛmbu. 
HEB.12.13	Liani njea jitangboake a mojɔ mobibota binu, bo yona otɛngɔkɔ atabukea ekɔ, oko bo ahɛe na ngulu.
HEB.12.14	Kɔni na ngulu enu esusu bo odaeni na bato basusu oko bowi, na bo odaeni na bosɛnɔ, mojɔ bo moto amiti da na bosɛnɔ atanɛ nongo Kumu. 
HEB.12.15	Nganjamani bo okina moto atakputoa bosɔ monganji moNjambe, bo mokina monginga moboyo mosaka tɔ, a bonɔngeja no, na a bobeja bato banɛnɛ. 
HEB.12.16	Nganjamani bo okwa onu atada moto obɔɔli, pɛpɛ ejimeli, o adaka Esau yona osɔmbɔtɔnɔ lisango linde lisɔmi a mojɔ moteni emɔci edia. 
HEB.12.17	Ojebakani bo yana adaka yo na posa ngɔngɔ a bosangoa bopamboa, alonama oko bolonama; nongo aduka yo na mbisoli, aiboloja nongo pokiso a bohekoja molema.
HEB.12.18	Ino oibatamani na mono momɔmɔkɔ bato na mɔmɔ, mua mongoa na mosa, na modidi, na eyembi, na mopomba, 
HEB.12.19	na doi limondule, na doi likɔpi; baya baka kɔpi emina bangɔɔnɔ bo ekinaekenge etongo etabalama na bu. 
HEB.12.20	Mojɔ bo baihɔnɔ mobeko bo, Nongo tito akabatama na mono, badi bomo’la matai. 
HEB.12.21	Mojɔ momina modaka maneene mɛnɛ. Mose yo mɛnɛ abala bo, Mbi nadi na bɔ na mongongoma. 
HEB.12.22	Ino ko odoini a Mono moSiona, a ngando eNjambe obomɔ, Yelusalema yena eDiko, ai mandundu mababwɛnji-baDiko pɛ njɛngi. 
HEB.12.23	Odoini a likita na denga dibana basɔmi baya badi na kombe jibu oho Diko, ai Njambe yona odi Juji obato basusu, a miembo Mibato baejimeli baya babɔngɔ. 
HEB.12.24	Na odoini ai Yesu yona okwea bosiili na Mokongo Moyene, na a makia maya mamɛsɛmi; na makia mande, na makia maAbela, makia mande manɔi na bwɛnji bopele.
HEB.12.25	Nganjamani, osaka lonani boka yona obalaka. Mojɔ bo, isa bato baihela baya balona boka yona obaleha ya nase, esingaiti so, boka-sɛtoja yona obalaka oho Diko; iso bohela na ye? 
HEB.12.26	Ngondo ejonga a mojɔ mokɔpi ende a ehole emina. Na sako ende edi e dɛye bo,
HEB.12.26	Mbi nadi bojongeja koko ehole etongo, te ngondo pɛ, oko Diko pongono.
HEB.12.27	Koko ehole etongo; ekenge emina edi na cina bo leka lua lojongabí lodi bokindoa elimo etongo, bo leka lua lobwaniti bokumana lodi boyeyoa. 
HEB.12.28	Bokumu bosɔkɔ so bobwamti bokumana; a mojɔ momina, kinani bosakoe Njambe na bosakoa bosoti, oko na lisuma na bɔ. 
HEB.12.29	Mojɔ bo Njambe osu adi mosa mɛnɛ mua mosiejaka oko bosieja.
HEB.13.1	Pɛ bokinani bopalana o baninga. 
HEB.13.2	T’obosaeni oko bokɔ monganji ai midoa, mojɔ bo bakina baya bakɔ boa basɔ babwɛnji, pɛ ko bojeba. 
HEB.13.3	Pɛ bobosani bato baya badi a blɔkɔ; lɛni bo odini na bu a blɔkɔ no bɛnɛ. Pɛ bobosani bato baya badingoaka, mojɔ bo odini na mikuku no bɛnɛ. 
HEB.13.4	Bolongana bobwani boda mojɔ molisuma ai bato basusu, na esambe emomi na mwali ebwani boda na bosɛnɔ. Mojɔ bo Njambe adi bosambeja bato balisɔngi na bato babɔɔli. 
HEB.13.5	T’odaeni oko na posa elikonja. Dani na sepi a mojɔ moleka lopeli no, mojɔ bo Njambe abala bo,
HEB.13.5	Mbi nitakwa wɛ, nitabulɛ wɛ nongo mweka.
HEB.13.6	A mojɔ momina bobwani bobala na ejimeli esu esusu bo,
HEB.13.6	Kumu adi Mokɔmeja ombi; nitabanga nongo eka.
HEB.13.6	Moto adi bokɔ ai mbi ndeni?
HEB.13.7	Pɛ bobosani basuku banu baya batɔndɔ no mwako moNjambe. Lɛni suka emihelo Mibu; ikoanani na ejimeli ebu. 
HEB.13.8	Yesu Masiya adi busa bu, o adaka yo busa bi, na adi boda boa oko na bosusu mɛnɛ. 
HEB.13.9	T’ojimeni oko bo makoja mayene matongotongo mala-bojae no. Njea esoti edi bo molema momoto mosɔkɔ ngulu oko na monganji moNjambe, te nongo na leka loboyaka. Baya bajimaka leka lomina baibɔngɔ nongo a mojɔ momina.
HEB.13.10	Iso bodi na litumbu limasiko, na baya bakɔkɔ elomu ebu a Etondo baditi na kpaci a boyaka a litumbu limina. 
HEB.13.11	Mojɔ bo Nganga Monɛnɛ akweaka a Esika-eBosɛnɔ na makia matito, o lisiko a mojɔ mobobe, na batumbaka njemba jitito bamina a sokolu engando. 
HEB.13.12	Oko boa, Yesu pongono adingoa a sokolu emongba mongando, bo asɛnojae bato na makia mande mɛnɛ. 
HEB.13.13	A mojɔ momina, atombaka so muna mobiloli a mojɔ monde, kinani bomane ai yo a sokolu engando. 
HEB.13.14	Mojɔ bo boditi na ngando eboyeyoa ya nase. Ngando edukaka so edi ngando ebodoa. 
HEB.13.15	Yɛni so bopɛ lisiko libosakoa ai Njambe bihole bisusu, oko na nde; cina emina edi mbuma jimaposo maminɔkɔ maya majimaka kombe ende. 
HEB.13.16	Pɛ bobosani bilomu bipele bokɔ, na boda na likabo; masiko Inaya mase-pejaka Njambe oko ma.
HEB.13.17	Sumakani basuku banu, na kɔni o apalaka bo, mojɔ bo badi o banjeli bamilema minu, o bato baya badi boneja elomu ebu. Kɔni bo elomu ebu edae na sepi, te nongo na manji, osaka samboani no bɛnɛ.
HEB.13.18	Ingakani a mojɔ mosu. Bojimaka bo boditi na mojɔ a molema. Posa esu edi bo bodae na ekɔmɛli epele a njea jisusu. 
HEB.13.19	Mbi nalebaka no na bopipo bo Okɔeni boa, bo nasɔmbe ai no bokpa.
HEB.13.20	Njambe obowi angɔjɔ koko Kumu osu Yesu a bogwa, Monjeli Monɛnɛ obata, na makia maMokongo mua modi na bosusu. 
HEB.13.21	Yɛ abɔngejae no na ngando jisusu jipele a bokɔ bolulea bonde, na akɔe a tei enu o apalaka yo, a mojɔ moYesu Masiya. Ekumu ai yo oko na bosusu. 
HEB.13.22	Mbi nangɔɔnɔkɔ no baninga bo osɛni bopele ekenge ye eeleho embi, mojɔ bo nasɔnei no oko mokanda mokue. 
HEB.13.23	Obwanmi bojeba bo bacingoi mwangwa’su Timoteo. Akamea bokpa, iso na nde bodi bo’nɛnɛ na nu. 
HEB.13.24	Abɛjɛni basuku banu basusu, na bato baDenga basusu. Bato baltalia babɛjɛkɛ no njɛbɛ.
HEB.13.25	Yɛ monganji moNjambe modae na nu basusu. 
JAS.1.1	Njɛbɛ embi Yakobo, mokɔmɛli oNjambe na oKumu Yesu Masiya, ai makota domi-na-mabae maya manangana.
JAS.1.2	Baninga, okanɛni bomeka tungu na tungu, dani na sepi a mojɔ momina. 
JAS.1.3	Ojebakani bo ejimeli enu ekamekama, lingbangba linu lidi bohɛ. 
JAS.1.4	Lingbangba ko libwani bokɔ elomu ebɔngɔke mɛnɛ bo odaeni bato babɔngɔke, pɛ botaka nongo mokina mojɔ.
JAS.1.5	Okina onu akataka bowɛi, yɛ ange Njambe, nongo asɛ; mojɔ bo yo adi na likabo linɛnɛ ai bato basusu, atajuma nongo mweka. 
JAS.1.6	Adi bongako na ejimeli, pɛpɛ nongo kitɛ; mojɔ bo yona odi na kitɛ adi o mula momadiba mua molindoamaka na mopimboaka na pwea. 
JAS.1.7	Moto omina abwaniti bolɛ bo adi bosɔ eka ai Kumu, 
JAS.1.8	mojɔ bo adi moto omilema Mibae, na ekɔmɛli ende esusu edi na mokakwano.
JAS.1.9	Moto obokwali akasɔ ekina ekumu, yɛ adae na sepi a mojɔ momina; 
JAS.1.10	na moto olikonja akasamboa, yɛ asepe pongono, mojɔ bo yo adi bogwa o agwaka malɛkɛ manjienjie. 
JAS.1.11	Busa bokahoa, na moi mokagbasoa, njienjie jiwɔsɔsɔkɔ oko bowɔsɔsɔ, malɛkɛ makwaka na esɛngɔ emina esusu esiaka. Moto olikonja adi bowɔsɔsɔ koko boa a tei ebilomu binde.
JAS.1.12	Moto akahɔnɔ bomeka, moto omina adi na bojongoa; mojɔ bo, akapasama adi bosɔ likongo libomɔ lidikeja Njambe ai baya bamo-palaka. 
JAS.1.13	Moto akamekama, abwaniti bobala bo, Njambe amekaka mbi; mojɔ bo Njambe atamekamaka na bobe, na atamekaka moto. 
JAS.1.14	Moto ko amekamaka yana alaboaka yo na posa jinde mɛnɛ jia jimolɛngɛkɛ. 
JAS.1.15	Posa ekalwa, ebotaka oko bobe, na bobe bokagbasoa bobotaka oko bogwa.
JAS.1.16	Pɛ bobungani, baninga baepaeli. 
JAS.1.17	Bipeeli bisusu bipele, na toma jisusu jibɔngɔke, jihulaka oho diko ai Sango obohu bosusu. Iyo adi na bosusu oko tungu emɔci; esie ebohekoa bonde editi. 
JAS.1.18	Iyo abota so na ebaeli esoti, oko a mojɔ mobolulea bonde mɛnɛ, bo bodae o mbuma jiboso jibato bande.
JAS.1.19	Baninga bambi baepaeli, jebani mojɔ mu. Yɛ moto na moto adae na njoki a bohokea, pɛ ko bobala bokpa-bokpa, na pɛ boka kɛlɛ bokpa. 
JAS.1.20	Mojɔ bo kɛlɛ emoto etasukeaka na bodongo boNjambe. 
JAS.1.21	Oko boa, toma dumbani bosɔtɔ bosusu, na njani jinɛnɛ jibobe. Kinani Ebaeli ekwee o ngua a tei emilema minu mi yɛmbu, Ebaeli yena ebwani boheleja miembo minu.
JAS.1.22	Kɔni o akojaka Ebaeli. T’odaeni oko bato baya ba’kaka pɛ, baya basakoseaka bo bɛnɛ. 
JAS.1.23	Mojɔ bo yona o’kaka Ebaeli, pɛ ko bokɔ, adi o moto yona onjaka elimo eboso bonde a talatala. 
JAS.1.24	Anjaka elimo ende, na akadonga, abosaka bokpa elimo ende. 
JAS.1.25	Yona ko onjaka a tei eMobeko mosoti, Mobeko mobosɔmi, na akada na lingbangba, na akakɔ oko bokɔ, te nongo moto yona o’kaka na abo-saka, moto omina adi bosɔ bojongoa na bokɔ.
JAS.1.26	Isa moto alɛkɛ bo adi na ejimeli ai Njambe, pɛ ko bogbokeja yemi ende, akoseaka molema monde mɛnɛ; ejimeli emoto omina edi eka engasa. 
JAS.1.27	Ejimeli esoti yena edi na bosɛnɔ a miso maNjambe Sangwa’su edi oko ye,—a bonja bana-bamalike na bali-babogwa a minɔngɔ Mibu, na a bosabanea, pɛpɛ nongo litɔnɔ lipita jingondo.
JAS.2.1	Baninga, adi no na ejimeli ai Kumu osu Yesu Masiya, Kumu oEkumu, Podaeni oko na ekɔmɛli ebokumeja bakina bato, na bolona batongo. 
JAS.2.2	Okina moto akadoa a botitana bonu na elwali ebobuno bonɛnɛ, na pɛtɛ jiwɔlɔ a sapi; na moto obokwali akakwea oko na bipupu pɛ; 
JAS.2.3	na okanjani oko moto yona odi na elwali epele a bobala na nde bo, Da ya a edie ye epele; na okabalani na moto obokwali bo, Ima oho, isa, Da ya nase a dɔngɔ diegboto embi; 
JAS.2.4	okakɔni boa, otakabakani bato a Milema minu? Otasambe-jakani bato na bilɛli bibe? 
JAS.2.5	Baninga baepaeli, hokeani. Njambe ahɔ bato babokwali bangondo mojɔ bo likonja libu lidi oko ejimeli, bo badae basangoli baBokumu bodikeja yo ai baya bamopalaka. 
JAS.2.6	Ino ko osambojakani moto obokwali. Banɔngejaka no banda, te bato balikonja? Bagbulaka no a bisambi banda, te bo? 
JAS.2.7	Kombe yena ebeama na nu edi na ekumu; baloleaka ko kombe emina banda, te bato bamina? 
JAS.2.8	Okɔkɔni bopele isa osumakani Mobeko moKumu mua mosɔnɔmɔ a Misɔnɔ bo,
JAS.2.8	Toma pala motuteano mowɛ o asapalaka wɛ mɛnɛ.
JAS.2.9	Okakumejani ko bakina bato, na okalonani batongo, okɔkɔni bobe; na Mobeko modumbaka no o bato babe. 
JAS.2.10	Mojɔ bo, moto aka-kputoa na mojɔ momɔci pɛ, adi na lindo jiMibeko misusu, nongo akasuma misusu mitongo. 
JAS.2.11	Yona obala bo, T’ongɛe oko bɔɔli, abala koko bo, T’owoe oko moto. Oko boa, okawa moto, osopaka Mobeko, nongo adi wɛ pɛ bongɛ nongo bɔɔli. 
JAS.2.12	Kinani bibaeli binu na bikɔmɛli binu bibwane na bato baya badi bosamba na Mibeko Mibosɔmi. 
JAS.2.13	Mojɔ bo, moto yona opeliti wa atasamba na wa. Wa edi bolonga a esambi.
JAS.2.14	Baninga, moto akabala bo adi na ejimeli na apeliti bikɔmɛli, adi bobɔngɔ na ye? Ejimeli emina ebwani bomoheleja? 
JAS.2.15	Isa mwananange’moto, isa ngɛnɛ emoto adi mbundu, na adi na nja busa na busa, 
JAS.2.16	na okwa onu akabala na bu bo, Kɛ bopele, sahumeja na mosa, na gola na dia, pɛ ko bobapa leka a mojɔ momikuku Mibu, mojɔ momina mobɔngi? 
JAS.2.17	Oko boa, ejimeli ngasa, pɛ bikɔmɛli, edi oko eka ego.
JAS.2.18	Okina moto ko adi bobala bo, Wɛ odi na ejimeli; mbi nadi na bikɔmɛli. Anejani ejimeli ewɛ yena edi ngasa, pɛpɛ bikɔmɛli, na mbi nadi boneja wɛ ejimeli embi oko na bikɔmɛli bimbi. 
JAS.2.19	Ojimaka bo Njambe adi omɔci; mojɔ momina modi mopele. Endele ko, miembo Mibe mijimaka pongono, na midi na bongongoma. 
JAS.2.20	Wɛ egegele, otajebaka bo ejimeli ngasa, pɛpɛ bikɔmɛli edi eka engasa? 
JAS.2.21	Tata osu Abalayama ailonga a cina ebikɔmɛli yana abakea yo mwana’nde Isaka a litumbu o lisiko? 
JAS.2.22	Onɛkɛ bo ejimeli edaka ecingi na bikɔmɛli binde; ejimeli ende ebɔngɔ oko na bikɔmɛli binde. 
JAS.2.23	Oko boa mosɔnɔ mongama mua mobalaka bo,
JAS.2.23	Abalayama ajimea Njambe, na mojɔ momina molangama ai yo o bodongo, na bamobea Limbaci liNjambe.
JAS.2.24	Onɛkɛ bo moto alongaka na bikɔmɛli, te na ejimeli ngasa. 
JAS.2.25	Laba, mwali ondukeli, alonga koko boa na bikɔmɛli yana asɔ yo kɛngi na abayaneja a njea etongo. 
JAS.2.26	Mokuku mokada ngasa, pɛpɛ mwembo, modi oko mogwake; ejimeli edi koko boa; isa eciniti na bikɔmɛli edi eka ego.
JAS.3.1	Baninga bambi, T’ojimeni oko bo banɛnɛ banu badae bakoja. Mojɔ bo ojebakani bo so baya bakojaka bodi bosamba na esambi epipo. 
JAS.3.2	Iso basusu bodi na mabunga manɛnɛ. Isa moto aditi nongo na libunga a ebaeli ende, adi moto mobɔngɔke mɛnɛ yona odi na ngulu bo asangbindee mokuku mosusu. 
JAS.3.3	Bokasa bibende a minɔkɔ mipunda bo basume so, bodi bohekoja mikuku Mibu misusu. 
JAS.3.4	Lɛni masua pongono; nongo makada manɛnɛnɛ na mahudamaka na pwea jipipo, madi bohekoa a mojɔ moyenda ekɛkɛlɛkɛ, o apalaka moto oyenda. 
JAS.3.5	Yemi edi koko boa; edi licinga likɛkɛ limokuku, esakumejaka ko na ngando jinɛnɛnɛ. Mokonda mosusu mobwani bongoa na mosa mokɛkɛlɛkɛ mɛnɛ. 
JAS.3.6	Na yemi edi mosa; yemi edi bokumu bobobe a tei emacinga masu; ebejaka mokuku mosusu, na etumbaka mohelo momoto na mosa moGehena. 
JAS.3.7	Bato hahɔnɔkɔ bogbokeja tito, na mbulu, na njɔ, na tito bamadiba; na babagbokejaka, tungu jisusu. 
JAS.3.8	Pɛpɛ nongo moto ko ojebaka bogbokeja yemi. Bobe boyemi bopehti mbɔci; elumi na mbondo mɛnɛ. 
JAS.3.9	Bosakoaka Kumu na Sangwa’su na yemi, na bosingaka bato baya bayoama a blimo eNjambe oko na yemi. 
JAS.3.10	Bosakoa na masingi mamanaka a monɔkɔ momɔci! Baninga, mojɔ momina mobɔngiti. 
JAS.3.11	Mokɛlɛ momɔci modi bomeja madiba mapele na madiba mabe pongono? 
JAS.3.12	Baninga, bomwe bodi bobota makpa? Lingolo lidi bobota mamwe? Oko boa pongono, madiba mamukwa matameja nongo madiba mapele.
JAS.3.13	Okina onu adi na bowɛi na ejebeli emijɔ? Mohelo monde mopele modi boneja bikɔmɛli bipele, oko na molema motitake mobowɛi 
JAS.3.14	Isa odini na likaka na mosoo a milema minu, pɛ bosa-kumejani, pɛ bonganani mojɔ moSoti. 
JAS.3.15	Bowɛi bomina boditi bowɛi boDiko; bodi oko bowɛi bongondo ye, bowɛi bua bocingi na Posa jimokuku, na miembo Mibe. 
JAS.3.16	Mojɔ bo, isa likaka na misoo midi a ekwa esika, miano na bikɔmɛli bisusu bibe bidi koko ena. 
JAS.3.17	Bowɛi bodiko bodi boso bosɛnɔke; bodi koko na bowi na bo yɛmbu; bohokeaka mijɔ na molema bwase; bolumi na wa na mbuma jipele; boditi na minɔkɔ Inibae, isa na bokosea. 
JAS.3.18	Baya badukaka bowi banaka ngua jibowi, na badi bobuka mbuma jibowi.
JAS.4.1	Mane na miano a tei enu mahulaka jɔ? Mitahulaka a posa jinu jia jinaka a tei ebinama binu? 
JAS.4.2	Omboakani pɛ ko bodiha, na owakani. Odini na mbengia, pɛ ko bohɔnɔ bosɔ. Oko boa onakani, na odini na miano. Opelitini eka, mojɔ bo ota’ngakani. 
JAS.4.3	Onga-kani pɛ ko bosɔ, mojɔ bo ongakani na libunga, na njingo bo onamejaeni mua mongaka no na posa jinu jibe. 
