GEN.1.1	I begynnelsen skapade Gud himmel och jord.
HEB.1.13	" 
HEB.1.14	 Är inte änglarna andar i helig tjänst, utsända för att tjäna dem som skall ärva frälsningen? 
HEB.2.1	 Därför måste vi så mycket mer ta fasta på det vi har hört, så att vi inte driver bort med strömmen. 
HEB.2.2	 Om redan det ord som talades genom änglar stod fast och varje överträdelse och olydnad fick sitt rättvisa straff, 
HEB.2.3	 hur skall då vi kunna fly undan, om vi inte bryr oss om en så stor frälsning? Den förkunnades först av Herren och bekräftades för oss av dem som hade hört honom. 
HEB.2.4	 Gud gav också sitt vittnesbörd genom tecken och under och många slags kraftgärningar och genom att dela ut den helige Andes gåvor efter sin vilja. 
HEB.2.5	Det är inte under änglar han har lagt den kommande världen som vi talar om. 
HEB.2.6	 På ett ställe har någon vittnat: "
HEB.2.6	Vad är en människa, eftersom du tänker på henne,
HEB.2.6	eller en Människoson, eftersom du tar dig an honom?
HEB.2.7	 "En liten tid gjorde du honom ringare än änglarna,
HEB.2.7	och du krönte honom med härlighet och ära." 
HEB.2.8	 "Allt har du lagt under hans fötter.
HEB.2.8	" När han lade allt under honom, utelämnades inget, allt skulle vara lagt under honom. Ännu ser vi inte allt vara lagt under honom. 
HEB.2.9	 Men Jesus, som för en liten tid gjordes ringare än änglarna, honom ser vi nu krönt med härlighet och ära därför att han led döden. Genom Guds nåd
HEB.2.10	Ty när Gud, för vilken och genom vilken allting är till, skulle föra många söner till härlighet, måste han fullkomna honom genom lidanden, han som för dem till frälsning.
HEB.2.11	 Jesus som helgar och de som helgas är alla av en och samma släkt.
HEB.2.12	 då han säger: "Jag skall förkunna ditt namn för mina bröder, mitt i församlingen skall jag lovsjunga dig." 
HEB.2.13	 Han säger också: "Jag skall förtrösta på honom", och vidare: "Se, här är jag och barnen som Gud har gett mig." 
HEB.2.14	Eftersom nu barnen hade fått del av kött och blod, fick han på liknande sätt
HEB.2.15	 och befria alla dem som av fruktan för döden hade levt i slaveri hela sitt liv. 
HEB.2.16	 Det är ju inte änglar utan Abrahams barn han tar sig an. 
HEB.2.17	 Därför måste han i allt bli lik sina bröder för att bli en barmhärtig och trogen överstepräst inför Gud och sona folkets synder. 
HEB.2.18	 Eftersom han själv har lidit och blivit frestad, kan han hjälpa dem som frestas. 
HEB.3.1	Därför, heliga bröder, ni som har fått del av en himmelsk kallelse, se på Jesus, den apostel och överstepräst som vi bekänner oss till. 
HEB.3.2	 Han var betrodd av den som hade insatt honom, liksom Mose var betrodd i hela Guds hus. 
HEB.3.3	 Men Jesus är värd mycket större ära än Mose, liksom byggmästaren är värd större heder än själva huset. 
HEB.3.4	 Varje hus är byggt av någon, men Gud är den som har byggt allt. 
HEB.3.5	 Mose var betrodd som tjänare i hela Guds hus för att vittna om det som senare skulle förkunnas. 
HEB.3.6	 Men Kristus är betrodd som Son att råda över Guds hus, och hans hus är vi, när vi håller fast vid vår frimodighet och vårt hopp som vi berömmer oss av. 
HEB.3.7	Därför säger den helige Ande: "
HEB.3.7	I dag, om ni hör hans röst,
HEB.3.8	 "så förhärda inte era hjärtan,
HEB.3.8	som när era fäder väckte min förbittring på frestelsens dag i öknen." 
HEB.3.9	 "Där frestade de mig och satte mig på prov,
HEB.3.9	fastän de såg mina gärningar under fyrtio år." 
HEB.3.10	 "Därför blev jag vred på detta släkte och sade:
HEB.3.10	Alltid far de vilse i sina hjärtan. De vill inte veta av mina vägar." 
HEB.3.11	 "Då svor jag i min vrede: De skall aldrig komma in
HEB.3.11	i min vila.
HEB.3.11	" 
HEB.3.12	 Bröder, se till att ingen av er har ett ont och trolöst hjärta, så att han avfaller från levande Gud. 
HEB.3.13	 Uppmuntra varandra i stället varje dag, så länge det heter 
HEB.3.14	 Ty vi är Kristi vänner, om vi ända till slutet stadigt håller fast vid vår första tillförsikt. 
HEB.3.15	 Det heter: "I dag, om ni hör hans röst, så förhärda inte era hjärtan som när era fäder väckte min förbittring".
HEB.3.16	 Vilka var det då som väckte förbittring, fastän de hade hört hans röst? Var det inte alla de som Mose hade fört ut ur Egypten? 
HEB.3.17	 Vilka var han vred på under fyrtio år? Var det inte de som syndade och blev liggande döda i öknen? 
HEB.3.18	 Och vilka gällde eden han svor, att de aldrig skulle komma in i hans vila, om inte dem som var olydiga? 
HEB.3.19	 Vi ser alltså att det var för sin otros skull som de inte kunde komma in. 
HEB.4.1	Låt oss därför med fruktan se till att ingen av er visar sig bli efter på vägen, när nu ett löfte att komma in i hans vila står kvar. 
HEB.4.2	 Ty evangeliet har predikats för oss liksom för dem. Men för dem blev ordet som de hörde inte till någon nytta, eftersom det inte genom tron hade smält samman med dem som hörde det. 
HEB.4.3	 Det är vi som tror som går in i vilan. Herren säger: "Då svor jag i min vrede: De skall aldrig komma in i min vila",
HEB.4.4	 Ty på stället om den sjunde dagen säger han: "Och Gud vilade på den sjunde dagen från alla sina verk".
HEB.4.5	 På det här stället säger han: "De skall aldrig komma in i min vila".
HEB.4.6	 Det står alltså fast att somliga går in i vilan och att de som först fick höra evangeliet predikas inte kom in för sin olydnads skull. 
HEB.4.7	 Därför bestämmer han på nytt en dag som han kallar 
HEB.4.8	 Ty om Josua hade fört dem in i vilan, skulle Gud inte längre fram ha talat om en annan dag. 
HEB.4.9	 Alltså finns det en sabbatsvila kvar för Guds folk. 
HEB.4.10	 Den som har kommit in i hans vila får vila sig från sina gärningar, liksom Gud vilade från sina. 
HEB.4.11	 Låt oss därför ivrigt sträva efter att komma in i den vilan, så att ingen kommer på fall som de och blir ett exempel på olydnad. 
HEB.4.12	Ty Guds ord är levande och verksamt. Det är skarpare än något tveeggat svärd och tränger igenom, så att det skiljer själ och ande, led och märg, och det är en domare över hjärtats uppsåt och tankar. 
HEB.4.13	 Inget skapat är dolt för honom, utan allt ligger naket och uppenbart för hans ögon. Och inför honom måste vi stå till svars. 
HEB.4.14	Då vi nu har en stor överstepräst, Jesus, Guds Son, som har stigit upp genom himlarna, så låt oss hålla fast vid vår bekännelse. 
HEB.4.15	 Ty vi har inte en överstepräst som ej kan ha medlidande med våra svagheter, utan en som blev frestad i allt liksom vi, men utan synd. 
HEB.4.16	 Låt oss därför frimodigt gå fram till nådens tron för att få barmhärtighet och finna nåd till hjälp i rätt tid. 
HEB.5.1	 En överstepräst utses alltid bland människor och blir insatt till att för människors räkning göra tjänst inför Gud och bära fram gåvor och offer för synder. 
HEB.5.2	 Han kan behandla dem rätt som är okunniga och far vilse, eftersom han själv är svag 
HEB.5.3	 och därför måste bära fram syndoffer både för folket och för sig själv. 
HEB.5.4	 Ingen tar sig denna värdighet, utan till den blir man kallad av Gud, liksom Aron blev det. 
HEB.5.5	 Och på samma sätt var det med Kristus. Han tog sig inte värdigheten som överstepräst, utan fick den av honom som sade: "Du är min Son, jag har i dag fött dig".
HEB.5.6	 Han säger också på ett annat ställe: "Du är präst för evigt, på samma sätt som Melkisedek".
HEB.5.7	Medan han levde här i köttet, ropade han högt under tårar när han bad och åkallade den som kunde rädda honom från döden, och han blev bönhörd och tagen ur sin ångest. 
HEB.5.8	 Fastän han var Son, lärde han sig lydnad genom sitt lidande. 
HEB.5.9	 Och när han hade fullkomnats, blev han upphovet till evig frälsning för alla som lyder honom, 
HEB.5.10	 och han blev av Gud kallad överstepräst, en sådan präst som Melkisedek. 
HEB.5.11	Om detta har vi mycket att säga som är svårt att förklara, eftersom ni har blivit så tröga att lyssna. 
HEB.5.12	 Ty fast ni för länge sedan borde ha varit lärare, behöver ni någon som undervisar er igen i de första grunderna av Guds ord. Ni behöver mjölk, inte fast föda. 
HEB.5.13	 Ingen som lever av mjölk är mogen för en undervisning om rättfärdighet. Han är ännu ett barn. 
HEB.5.14	 Den fasta födan är till för vuxna, för dem som genom övning har fått sinnet skärpt till att skilja mellan gott och ont. 
HEB.6.1	 Låt oss därför lämna bakom oss de första grunderna i Kristi lära och föras till fullkomlighet. Låt oss inte på nytt lägga grunden med omvändelse från döda gärningar och tro på Gud, 
HEB.6.2	 med undervisning om reningar
HEB.6.3	 Ja, detta vill vi göra, om Gud tillåter. 
HEB.6.4	 Ty de som en gång tagit emot ljuset och smakat den himmelska gåvan, fått del av den helige Ande 
HEB.6.5	 och smakat det goda Gudsordet och den kommande världens krafter 
HEB.6.6	 men sedan avfallit, dem är det omöjligt att föra till ny omvändelse,
HEB.6.7	 Ty en åker som dricker regnet som ofta faller på den och som ger god gröda åt dem som den brukas för, den åkern får välsignelse från Gud. 
HEB.6.8	 Men bär den törnen och tistlar är den värdelös, och förbannelsen är inte långt borta. Slutet blir att den bränns av. 
HEB.6.9	Men när det gäller er, ni älskade, är vi övertygade om det bästa, vad som hör till er frälsning, fastän vi talar på detta sätt. 
HEB.6.10	 Ty Gud är inte orättvis, så att han glömmer vad ni har gjort och vilken kärlek ni har visat hans namn genom att nu som tidigare tjäna de heliga. 
HEB.6.11	 Men vi önskar att var och en av er skall visa samma iver att bevara full visshet i hoppet ända till slutet, 
HEB.6.12	 så att ni inte blir tröga utan följer dem som genom tro och uthållighet får det utlovade arvet. 
HEB.6.13	När Gud gav löftet åt Abraham svor han vid sig själv - han hade ju ingen högre att svära vid. 
HEB.6.14	 Han sade: "Jag skall rikligt välsigna dig och rikligt föröka dig".
HEB.6.15	 Så fick Abraham efter tålig väntan vad Gud hade lovat. 
HEB.6.16	 Människor svär ju vid den som är större än de själva, och eden bekräftar vad de sagt och gör slut på alla deras invändningar. 
HEB.6.17	 Eftersom Gud ännu klarare ville visa för dem som skulle ärva det som var utlovat, hur orubbligt hans beslut är, bekräftade han sitt löfte med en ed. 
HEB.6.18	 Så skulle vi genom två orubbliga uttalanden, i vilka Gud omöjligt kan ljuga, få en kraftig uppmuntran, vi som har sökt vår tillflykt i att hålla fast vid det hopp vi äger. 
HEB.6.19	 I detta hopp har vi ett tryggt och säkert själens ankare som når innanför förlåten,
HEB.6.20	 dit Jesus för vår skull gick in och öppnade vägen för oss, när han blev överstepräst för evigt, en sådan som Melkisedek. 
HEB.7.1	Denne Melkisedek
HEB.7.2	 Och Abraham gav honom tionde av allt. Melkisedek betyder för det första "rättfärdighetens konung", vidare "Salems konung", det vill säga "fridens konung". 
HEB.7.3	 Han står där utan far, utan mor och utan släktregister. Hans dagar har ingen början och hans liv har inget slut: han är lik Guds Son och förblir präst för evigt. 
HEB.7.4	Se, hur stor han är. Det var åt honom som Abraham, vår stamfader, gav tionde av sitt bästa byte. 
HEB.7.5	 De av Levis söner som blir präster skall enligt lagen uppbära tionde av folket, alltså av sina bröder, fastän de härstammar från Abraham. 
HEB.7.6	 Men Melkisedek, som inte var av deras släkt, uppbar tionde av Abraham och välsignade honom som ägde löftena. 
HEB.7.7	 Ingen kan förneka att det är den som är ringare som välsignas av den som är förmer. 
HEB.7.8	 I det ena fallet tar dödliga människor
HEB.7.9	 Ja, genom Abraham har på ett sätt också Levi, som får tionde, själv gett tionde, 
HEB.7.10	 ty som ofödd fanns han till i sin stamfaders kropp, när Melkisedek mötte denne. 
HEB.7.11	Om nu fullkomlighet kunde vinnas genom den levitiska prästtjänsten
HEB.7.12	 Ty om prästtjänsten ändras måste också lagen ändras. 
HEB.7.13	 Den som detta sägs om hörde till en annan stam, och från den har ingen gjort tjänst vid altaret. 
HEB.7.14	 Det är uppenbart att vår Herre har trätt fram ur Juda, men Mose har ingenting sagt om präster från denna stam. 
HEB.7.15	 Ännu tydligare är det, när en annan präst lik Melkisedek uppstår. 
HEB.7.16	 Han har inte blivit präst genom en lag som föreskriver jordisk härstamning, utan i kraft av ett oförstörbart liv. 
HEB.7.17	 Han får nämligen det vittnesbördet: "Du är präst för evigt på samma sätt som Melkisedek." 
HEB.7.18	 Så upphävs ett tidigare bud, eftersom det var svagt och till ingen nytta. 
HEB.7.19	 Lagen åstadkom ju inte något fullkomligt. Men ett bättre hopp har kommit, och genom det träder vi fram inför Gud. 
HEB.7.20	Detta skedde inte utan ed. De andra blev präster utan någon ed, 
HEB.7.21	 men Jesus har blivit det genom en ed av den som sade till honom: "Herren har svurit och skall inte ångra sig: Du är präst för evigt".
HEB.7.22	 Så är också det förbund som Jesus har gått i borgen för mycket bättre. 
HEB.7.23	 De andra prästerna måste bli fler och fler, därför att döden hindrade dem att stå kvar i tjänst. 
HEB.7.24	 Men eftersom Jesus lever för evigt, har han ett prästämbete som varar för evigt. 
HEB.7.25	 Därför kan han också helt och fullt frälsa dem som genom honom kommer till Gud, ty han lever alltid för att mana gott för dem. 
HEB.7.26	En sådan överstepräst var det vi också behövde, en som är helig, oskyldig, obefläckad, skild från syndare och upphöjd över himlarna. 
HEB.7.27	 Han måste inte som dessa överstepräster bära fram offer, en dag varje år, först för sina egna synder och sedan för folkets. Detta gjorde han en gång för alla, när han offrade sig själv. 
HEB.7.28	 Ty lagen insätter svaga människor till överstepräster, men det ord som bekräftades med ed och kom senare än lagen insätter Sonen, som är fullkomlig för evigt. 
HEB.8.1	Detta är en huvudpunkt i vad vi säger: Vi har en sådan överstepräst som sitter på högra sidan om Majestätets tron i himlen 
HEB.8.2	 och som tjänar i helgedomen, det sanna tabernaklet
HEB.8.3	 En överstepräst blir insatt för att bära fram gåvor och offer, och därför måste Kristus också ha något att bära fram. 
HEB.8.4	 Om han nu levde på jorden vore han inte ens präst, eftersom det redan finns andra som bär fram de gåvor som lagen föreskriver. 
HEB.8.5	 De tjänar i den helgedom som är en skuggbild av den himmelska helgedomen, enligt den föreskrift som Mose fick när han skulle bygga tabernaklet. Gud sade: "Se till att du gör allt efter den förebild som du fick se på berget".
HEB.8.6	Men nu har Kristus ett högre prästämbete, liksom det förbund han är medlare för är bättre, eftersom det är stadfäst med bättre löften. 
HEB.8.7	 Ty om det första förbundet
HEB.8.8	 Men Gud förebrår dem när han säger: "
HEB.8.8	Se, dagar skall komma, säger Herren, då jag skall sluta ett nytt förbund
HEB.8.8	med Israels hus och med Juda hus,
HEB.8.9	 "inte ett sådant som jag slöt med deras fäder den dag
HEB.8.9	jag tog dem vid handen och förde dem ut ur
HEB.8.9	Egyptens land. Eftersom de inte blev kvar
HEB.8.9	i mitt förbund, brydde jag mig inte om dem,
HEB.8.9	säger Herren." 
HEB.8.10	 "Detta är det förbund som jag efter denna tid
HEB.8.10	skall sluta med Israels hus, säger Herren:
HEB.8.10	Jag skall lägga mina lagar i deras sinnen
