GEN.1.1	I begynnelsen skapade Gud himmel och jord.
ROM.15.23	Men nu har jag inte längre några uppgifter i den här delen av världen, och jag har i åratal längtat efter att få besöka er 
ROM.15.24	när jag far till Spanien. Jag hoppas att jag träffar er under den resan och att ni hjälper mig vidare på min väg, sedan jag väl, en alltför kort tid, har fått vara tillsammans med er. 
ROM.15.25	Men först far jag till Jerusalem med hjälpen till de heliga. 
ROM.15.26	Makedonien och Achaia har nämligen beslutat att göra en insamling för de fattiga bland de heliga i Jerusalem. 
ROM.15.27	Så beslöt de; de står ju också i skuld till dem. Ty eftersom hedningarna har fått del av deras andliga goda är de i sin tur skyldiga att bistå dem med det materiella. 
ROM.15.28	Sedan jag har fullgjort detta uppdrag och överlämnat resultatet till dem tänker jag fara till Spanien och besöka er på vägen. 
ROM.15.29	Och jag vet att när jag kommer till er för jag med mig välsignelse från Kristus i fullt mått.
ROM.15.30	För vår herre Jesu Kristi skull och för den kärleks skull som Anden ger uppmanar jag er, bröder, att bistå mig i min kamp genom att be till Gud för mig, 
ROM.15.31	så att han räddar mig från dem i Judeen som vägrar att tro och så att den hjälp jag har med mig till Jerusalem blir väl mottagen av de heliga. 
ROM.15.32	Då kan jag komma till er med glädje och vila ut tillsammans med er, om Gud så vill. 
ROM.15.33	Fridens Gud är med er alla, amen.
ROM.16.1	Jag vill lägga ett gott ord för vår syster Foibe, som tjänar församlingen i Kenchreai. 
ROM.16.2	Ta emot henne i Herren på ett sätt som anstår de heliga. Hjälp henne med allt hon kan begära av er. Hon har själv varit ett stöd för många, också för mig.
ROM.16.3	Hälsa Prisca och Aquila, mina medarbetare i Kristus Jesus. 
ROM.16.4	De har vågat livet för mig, och inte bara jag utan alla hednakristna församlingar tackar dem. 
ROM.16.5	Hälsa också församlingen som möts i deras hus. Hälsa min käre Epainetos, Asiens första gåva till Kristus. 
ROM.16.6	Hälsa Maria, som har arbetat mycket för er. 
ROM.16.7	Hälsa Andronikos och Junias, mina stamfränder och medfångar; de är högt ansedda som apostlar och har bekänt sig till Kristus före mig. 
ROM.16.8	Hälsa Ampliatus, min käre broder i Herren. 
ROM.16.9	Hälsa Urbanus, vår medarbetare i Kristi tjänst, och min käre Stachys. 
ROM.16.10	Hälsa Apelles, denne pålitlige kristne. Hälsa alla hos Aristoboulos. 
ROM.16.11	Hälsa min stamfrände Herodion. Hälsa alla dem hos Narkissos som tillhör Herren. 
ROM.16.12	Hälsa Tryfaina och Tryfosa, som arbetar i Herrens tjänst. Hälsa den kära Persis, som har arbetat mycket i Herrens tjänst. 
ROM.16.13	Hälsa Rufus, som Herren har utvalt, och hans mor, som är en mor också för mig. 
ROM.16.14	Hälsa Asynkritos, Flegon, Hermes, Patrobas, Hermas och bröderna kring dem. 
ROM.16.15	Hälsa Filologos och Julia, Nereus och hans syster, Olympas och alla de andra heliga hos dem. 
ROM.16.16	Hälsa varandra med en helig kyss. Alla Kristi församlingar hälsar er.
ROM.16.17	Jag uppmanar er, bröder, att se upp med dem som vållar splittring och lockar till avfall från den lära som ni har undervisats i. Håll er undan från dem. 
ROM.16.18	Den sortens människor tjänar inte vår herre Kristus utan bara sin egen buk, och med sin insmickrande svada förleder de godtrogna själar. 
ROM.16.19	Er lydnad har dock blivit känd överallt. Därför gläder jag mig över er och önskar bara att ni skall vara kunniga i allt gott och obesmittade av allt ont. 
ROM.16.20	Fridens Gud skall snart låta Satan krossas under era fötter. Nåd från vår herre Jesus Kristus åt er alla.
ROM.16.21	Min medarbetare Timotheos hälsar er, likaså mina stamfränder Lucius, Jason och Sosipatros. 
ROM.16.22	En hälsning också från mig, Tertius, som i Herrens tjänst har skrivit ner detta brev. 
ROM.16.23	Gaius, som har upplåtit sitt hus åt mig och hela församlingen, skickar också sin hälsning, liksom stadskassören Erastos och brodern Quartus.
ROM.16.25	Honom som förmår styrka er, enligt mitt evangelium och förkunnelsen om Jesus Kristus — där en hemlighet avslöjas som från tidens början varit outsagd 
ROM.16.26	men nu har uppenbarats och på den evige Gudens befallning gjorts känd med hjälp av profetiska skrifter för att alla folk skall föras till lydnad i tron — 
ROM.16.27	honom, den Gud som ensam är vis, tillhör härligheten, genom Jesus Kristus, i evighet, amen.
1CO.1.1	Från Paulus, genom Guds vilja kallad att vara Kristi Jesu apostel, och från vår broder Sosthenes 
1CO.1.2	till Guds församling i Korinth, till dem som helgats genom Kristus Jesus och kallats att vara heliga tillsammans med alla dem på varje plats som åkallar vår herre Jesu Kristi namn, deras och vår herre. 
1CO.1.3	Nåd och frid från Gud, vår fader, och herren Jesus Kristus.
1CO.1.4	Jag tackar alltid min Gud för att han har gett er sin nåd genom Kristus Jesus. 
1CO.1.5	Genom honom har ni blivit rika på allt, allt slags tal och allt slags kunskap. 
1CO.1.6	Ty vittnesbördet om Kristus har vunnit sådan fasthet hos er 
1CO.1.7	att det inte saknas något i era nådegåvor medan ni väntar på att vår herre Jesus Kristus skall uppenbaras. 
1CO.1.8	Han skall också ge er fasthet ända till slutet, så att ni inte kan anklagas på vår herre Jesu Kristi dag. 
1CO.1.9	Gud är trofast, han som har kallat er till gemenskap med sin son Jesus Kristus, vår herre.
1CO.1.10	Men i vår herre Jesu Kristi namn uppmanar jag er, bröder, att vara överens och inte dela upp er i olika läger, utan återigen stå eniga i tankar och åsikter. 
1CO.1.11	Av Chloes folk har jag nämligen fått höra, mina bröder, att det förekommer motsättningar bland er. 
1CO.1.12	Vad jag menar är att ni alla säger: »Jag hör till Paulus«, eller »Jag hör till Apollos«, eller »Jag hör till Kefas«, eller »Jag hör till Kristus«. 
1CO.1.13	Har Kristus blivit delad? Var det kanske Paulus som korsfästes för er, eller var det i Paulus namn ni döptes? 
1CO.1.14	Jag är tacksam för att det bara är Crispus och Gaius som jag har döpt bland er, 
1CO.1.15	så att ingen kan säga att ni har blivit döpta i mitt namn. 
1CO.1.16	Jo, Stefanas och hans familj har jag också döpt, annars vet jag mig inte ha döpt någon. 
1CO.1.17	Kristus har inte sänt mig för att döpa utan för att förkunna budskapet, men inte med en vältalares vishet: det skulle göra Kristi kors till tomma ord.
1CO.1.18	Talet om korset är en dårskap för dem som går förlorade, men för oss som räddas är det en Guds kraft. 
1CO.1.19	Det står skrivet: 
1CO.1.20	Var finns nu de visa, de skriftlärda och denna världens kloka huvuden? Har inte Gud gjort världens vishet till dårskap? 
1CO.1.21	Ty eftersom världen, omgiven av Guds vishet, inte lärde känna Gud genom visheten, beslöt Gud att genom dårskapen i förkunnelsen rädda dem som tror. 
1CO.1.22	Judarna begär tecken och grekerna söker vishet, 
1CO.1.23	men vi förkunnar en Kristus som blivit korsfäst, en stötesten för judarna och en dårskap för hedningarna, 
1CO.1.24	men för de kallade, judar som greker, en Kristus som är Guds kraft och Guds vishet. 
1CO.1.25	Guds dårskap är visare än människorna och Guds svaghet starkare än människorna.
1CO.1.26	Bröder, tänk på när ni blev kallade: inte många var visa i världslig mening, inte många var mäktiga, inte många förnäma. 
1CO.1.27	Men det som är dåraktigt för världen utvalde Gud för att låta de visa stå där med skam, och det som är svagt i världen utvalde Gud för att låta det starka stå där med skam, 
1CO.1.28	och det som världen ser ner på, det som ringaktas, ja, som inte finns till, just det utvalde Gud för att göra slut på det som finns till, 
1CO.1.29	så att ingen människa skulle kunna vara stolt inför Gud. 
1CO.1.30	Genom honom finns ni i Kristus Jesus, som har blivit vår vishet från Gud, vår rättfärdighet, vår helighet och vår frihet. 
1CO.1.31	Som det står skrivet: 
1CO.2.1	När jag kom till er, bröder, var det inte med förkrossande vältalighet och vishet jag förkunnade Guds hemlighet för er. 
1CO.2.2	Det enda jag ville veta av när jag var hos er, det var Jesus Kristus, den korsfäste Kristus. 
1CO.2.3	Jag var svag och rädd och full av ängslan när jag uppträdde inför er. 
1CO.2.4	Mitt tal och min förkunnelse övertygade inte med vishet utan bevisade med ande och kraft; 
1CO.2.5	er tro skulle inte vila på mänsklig vishet utan på Guds kraft.
1CO.2.6	Vishet förkunnar vi för de andligt fullvuxna, men inte en vishet som hör till denna världen eller denna världens förgängliga makter. 
1CO.2.7	Vad vi förkunnar är Guds hemlighetsfulla vishet, som var fördold men som redan före tidens början av Gud var bestämd att leda oss till härlighet. 
1CO.2.8	Den kände ingen av denna världens makter till — om de hade känt till den skulle de inte ha korsfäst härlighetens herre. 
1CO.2.9	Vi förkunnar, som det står i skriften, 
1CO.2.10	Och för oss har Gud uppenbarat det genom Anden, ty det är Anden som utforskar allt, också djupen hos Gud.
1CO.2.11	Vem utom anden i människan vet vad som finns i människan? Ingen utom Guds ande vet heller vad som finns i Gud. 
1CO.2.12	Och vi har inte fått världens ande utan Anden som kommer från Gud, för att vi skall veta vilka gåvor Gud har gett oss. 
1CO.2.13	Därför talar vi heller inte om dessa ting med ord som mänsklig vishet har lärt oss utan med ord som Anden har lärt oss — vi tolkar andliga ting med Andens hjälp. 
1CO.2.14	Den oandlige tar inte emot vad Guds ande säger, det är dårskap för honom, och han kan inte förstå det eftersom det måste bedömas på ett andligt sätt. 
1CO.2.15	Den som är andlig däremot kan bedöma allt, men själv kan han inte bedömas av någon. 
1CO.2.16	 Men vi tänker Kristi tankar.
1CO.3.1	Och jag kunde inte heller tala till er, bröder, som till andliga människor, jag fick tala till sådana som var kvar i sin köttsliga natur, till spädbarn i Kristus. 
1CO.3.2	Jag gav er mjölk, inte fast föda; den tålde ni ännu inte. Och ni tål den inte heller nu 
1CO.3.3	eftersom ni fortfarande har kvar er gamla natur. För om det finns ofördragsamhet och strid hos er, har ni då inte kvar er gamla natur och lever på vanligt mänskligt vis? 
1CO.3.4	När den ene säger: »Jag hör till Paulus«, och den andre: »Jag hör till Apollos«, är ni inte då som alla andra? 
1CO.3.5	Vad är Apollos? Vad är Paulus? Tjänare som har fört er till tro, var och en med den gåva han fått av Herren. 
1CO.3.6	Jag planterade, Apollos vattnade, men Gud gav växten. 
1CO.3.7	Varken den som planterar eller den som vattnar betyder något, bara Gud, han som ger växten. 
1CO.3.8	Den som planterar och den som vattnar är ett, men var och en skall få sin lön efter sitt arbete. 
1CO.3.9	Vi är ju Guds medhjälpare, och ni är Guds åker, Guds bygge.
1CO.3.10	Tack vare den nåd Gud har gett mig har jag som en klok byggmästare lagt en grund som någon annan bygger vidare på. Men var och en måste tänka på hur han bygger. 
1CO.3.11	Ingen kan lägga en annan grund än den som redan finns, och den är Jesus Kristus. 
1CO.3.12	På den grunden kan man bygga med guld, silver eller ädelstenar, trä, gräs eller halm, 
1CO.3.13	och det skall visa sig hur var och en har byggt. Den dagen skall avslöja det, ty den kommer med eld, och elden skall pröva vad vars och ens arbete är värt. 
1CO.3.14	Den vars byggnad består skall få lön. 
1CO.3.15	Den vars verk brinner ner skall bli utan. Själv skall han dock räddas, men som ur eld. 
1CO.3.16	Förstår ni inte att ni är Guds tempel och att Guds ande bor i er? 
1CO.3.17	Om någon förstör Guds tempel skall Gud förgöra honom. Ty Guds tempel är heligt, och ni är det templet.
1CO.3.18	Bedra inte er själva. Den av er som tycker sig vara vis i världslig mening måste först bli en dåre för att bli vis. 
1CO.3.19	Ty denna världens vishet är dårskap i Guds ögon. Det står skrivet: 
1CO.3.20	och vidare: 
1CO.3.21	Därför skall ingen grunda sin stolthet på människor. Allt tillhör er — 
1CO.3.22	Paulus, Apollos och Kefas, hela världen, liv och död, nutid och framtid, allt är ert. 
1CO.3.23	Men ni tillhör Kristus, och Kristus tillhör Gud.
1CO.4.1	Vi bör alltså betraktas som Kristi tjänare och som förvaltare av Guds hemligheter. 
1CO.4.2	Nu krävs ju av en förvaltare att han skall visa sig pålitlig. 
1CO.4.3	Men mig är det likgiltigt om ni eller någon mänsklig domstol dömer mig. Inte heller dömer jag mig själv. 
1CO.4.4	Mitt samvete är rent, men det betyder inte att jag är frikänd. Den som dömer mig är Herren. 
1CO.4.5	Fäll därför ingen dom i förtid, innan Herren kommer. Han skall låta ljus falla över det som ligger dolt i mörkret och avslöja allt som människorna har i sinnet. Och då får var och en sitt beröm från Gud.
1CO.4.6	Detta, bröder, har jag här för er skull tillämpat på mig själv och Apollos, för att ni genom vårt exempel skall lära er vad som menas med »Håll er till skriften« och inte skryta med den ene på den andres bekostnad. 
1CO.4.7	Vem ger dig någon särställning? Vad äger du som du inte har fått? Och har du fått det, varför skryter du som om det inte var en gåva? 
1CO.4.8	Ni är förstås redan mätta, redan rika, ni har förstås blivit kungar oss förutan? Ja, om ni ändå hade blivit kungar, så att vi hade fått vara kungar tillsammans med er! 
1CO.4.9	Det förefaller mig som om Gud hade ställt oss apostlar sist av alla, som dödsdömda; vi står på arenan inför hela världen, inför både änglar och människor. 
1CO.4.10	Vi är dårar för Kristi skull, ni är förståndiga kristna. Vi är svaga, ni är starka. Ni är ansedda, vi är föraktade. 
1CO.4.11	Ännu i denna stund hungrar och törstar vi; vi saknar kläder, blir misshandlade, är hemlösa 
