GEN.1.1	I början skapade Gud himlarna och jorden.
HEB.11.7	I tro byggde Noa, efter att ha fått en varning för det som ännu inte syntes, i helig fruktan en ark för att rädda sin familj. Genom hans tro dömdes världen, och han fick själv del av den rättfärdighet som kommer av tro.
HEB.11.8	I tro lydde Abraham när han blev kallad att dra ut till det land han skulle få ärva. Han gav sig iväg utan att veta vart han skulle komma.
HEB.11.9	I tro bosatte han sig sedan som en främling i det utlovade landet. Han bodde i tält, och likadant gjorde Isak och Jakob, som båda hade fått del i samma löfte. 
HEB.11.10	Han såg nämligen fram emot den stad som är byggd på en fast grund och som har Gud själv till arkitekt och byggmästare.
HEB.11.11	Genom tro fick Abraham kraft att bli far, trots att han, liksom hans hustru Sara, nu var alldeles för gammal. Han litade på honom som hade gett löftet.
HEB.11.12	Därför fick denne ende man, som dessutom var så gott som död, så många efterkommande att de var lika omöjliga att räkna som stjärnorna på himlen eller sanden på havsstranden.
HEB.11.13	Alla dessa dog i tro, utan att ha fått det som var utlovat. De hade bara sett det i fjärran, hälsat det och bekänt sig vara gäster och främlingar på jorden. 
HEB.11.14	De som talar så, visar att de söker ett hemland. 
HEB.11.15	Om de hade tänkt på det land de kom ifrån, hade de ju kunnat återvända dit, 
HEB.11.16	men de längtade till ett bättre land, det land som finns i himlen. Därför skäms inte Gud för att kallas deras Gud, för han har byggt en stad åt dem.
HEB.11.17	I tro bar Abraham fram sin son Isak som offer, när han sattes på prov. Han var beredd att offra sin ende
HEB.11.18	Gud hade ju sagt till honom: ”Det är bara Isaks efterkommande som ska räknas som dina ättlingar.”
HEB.11.19	Men Abraham tänkte att Gud till och med kunde uppväcka döda. Och bildligt talat fick han ju tillbaka Isak från de döda.
HEB.11.20	I tro välsignade Isak också Jakob och Esau för framtiden.
HEB.11.21	I tro välsignade den döende Jakob Josefs söner. Lutad mot sin stav tillbad han Gud.
HEB.11.22	I tro påminde Josef, när hans slut närmade sig, om israeliternas uttåg ur Egypten och gav order om sina kvarlevor.
HEB.11.23	I tro lyckades Moses föräldrar gömma sitt nyfödda barn under tre månader. De såg att det var ett vackert barn och var inte rädda, trots kungens påbud.
HEB.11.24	I tro vägrade sedan Mose som vuxen att bli kallad son till faraos dotter. 
HEB.11.25	Han valde att lida tillsammans med Guds folk, i stället för att under en kort tid njuta av synden. 
HEB.11.26	Han betraktade smäleken för Kristus skull som en större rikedom än Egyptens skatter. Han såg fram emot den belöning som väntade honom. 
HEB.11.27	I tro lämnade Mose sedan Egypten. Han var inte rädd för kungens vrede, utan höll ut, eftersom han liksom såg den Osynlige.
HEB.11.28	I tro firade han påsk och strök blod på dörrposterna, så att den som skulle döda de förstfödda inte skulle röra vid dem.
HEB.11.29	I tro gick folket rakt igenom Röda havet som på torra land. Men när egypterna försökte göra det, drunknade de allihop.
HEB.11.30	Genom tron föll Jerikos murar, sedan man hade gått runt dem i sju dagar.
HEB.11.31	Genom tron slapp den prostituerade Rachav att dödas tillsammans med de andra som vägrade att tro, eftersom hon fredligt hade tagit emot spionerna.
HEB.11.32	Behöver jag göra listan längre? Det skulle ta alltför lång tid att berätta om Gideon, Barak, Simson och Jefta, om David, och om Samuel och profeterna. 
HEB.11.33	Genom sin tro kunde dessa människor besegra andra riken, främja rättfärdighet, och få det som utlovats. De kunde stänga till lejonens gap, 
HEB.11.34	släcka rasande eld, och undgå att dödas av svärd. Trots sin svaghet blev de starka, och de fick kraft att strida och driva hela arméer på flykten. 
HEB.11.35	Kvinnor fick tillbaka sina döda uppståndna. Andra torterades till döds och ville inte bli frisläppta, för de såg fram emot en bättre uppståndelse. 
HEB.11.36	En del blev hånade och piskade, andra kedjades fast och fick sitta i fängelse. 
HEB.11.37	De stenades till döds, sågades mitt itu eller dödades med svärd. De gick omkring klädda i fårskinn och gethudar. De led brist, blev förföljda och misshandlade. 
HEB.11.38	Världen förtjänade inte att ha dem ibland sig. De höll till i ödemarken och bland bergen, i grottor och jordhålor.
HEB.11.39	Men ingen av dessa fick se löftet uppfyllt, trots att de alla genom sin tro hade fått Guds vittnesbörd. 
HEB.11.40	Gud hade nämligen en bättre plan för oss, så att de inte ska uppnå fullkomlighet förrän tillsammans med oss.
HEB.12.1	När vi nu har en sådan sky av vittnen runt omkring, låt oss kasta av allt som hindrar, all synd som vill gripa tag i oss, och med uthållighet springa mot målet. 
HEB.12.2	Låt oss fästa blicken på Jesus, som är upphovet till vår tro och som också fullkomnar den. Han såg fram emot den glädje som väntade honom, uthärdade korset utan att bry sig om dess skam och sitter nu på den högra sidan om Guds tron.
HEB.12.3	Tänk på honom som själv fick stå ut med så mycket fiendskap från syndiga människor. Då ska ni inte tröttna och ge upp.
HEB.12.4	Ännu har ni ju inte låtit ert blod flöda i kampen mot synden. 
HEB.12.5	Ni har glömt den uppmaning som getts er som söner:
HEB.12.5	”Min son, förakta inte Herrens fostran.
HEB.12.5	Tappa inte modet, när han tillrättavisar dig.
HEB.12.6	Herren fostrar var och en som han älskar,
HEB.12.6	han tuktar varje son som han har kär.”
HEB.12.7	Håll ut i lidandet som ni får gå igenom. Det är för er fostran. Gud behandlar er som sina söner. Var finns den son som inte tuktas av sin far? 
HEB.12.8	Om ni inte blir uppfostrade, som alla andra, då är ni inga äkta barn, inga riktiga söner.
HEB.12.9	Våra biologiska fäder uppfostrade oss, och vi respekterade dem. Har vi då inte ännu större anledning att underordna oss andarnas Fader, så att vi får leva? 
HEB.12.10	Våra fäder fostrade oss under några korta år, och de gjorde så gott de kunde. Men han fostrar oss för vårt bästa, för att vi ska få del av hans helighet. 
HEB.12.11	All fostran känns mer smärtsam än glädjande för stunden. Men för den som övas genom den resulterar den till slut i frid och rättfärdighet. 
HEB.12.12	Styrk därför era kraftlösa händer och svaga knän. 
HEB.12.13	Gör er vandringsstig rak för era fötter, så att ingen behöver få sin vacklande fot ur led, utan blir helad igen.
HEB.12.14	Sträva efter att leva i frid med alla människor och efter helgelse, för utan den får ingen se Herren. 
HEB.12.15	Se till att ingen går miste om Guds nåd och att ingen rot av bitterhet får börja växa och vålla skada och förstöra livet för många. 
HEB.12.16	Se till att ingen av er lever i sexuell omoral eller gudlöshet, som Esau, som sålde sin arvsrätt för ett enda mål mat. 
HEB.12.17	Som ni vet ville han sedan ändå få ut sitt arv, välsignelsen, men blev avvisad, för då var det för sent att ångra sig, trots att han bönade och bad under tårar.
HEB.12.18	Ni har inte kommit till ett berg som man kan röra vid, ett berg täckt av eld, svarta moln, mörker och våldsamt oväder, 
HEB.12.19	till trumpetstötar och en röst som talade så att de som hörde bad om att inte behöva höra mer. 
HEB.12.20	För de stod inte ut med att höra befallningen: ”Till och med det djur som rör vid berget ska stenas.”
HEB.12.21	Synen var så fruktansvärd att Mose sa: ”Jag darrar av skräck.”
HEB.12.22	Nej, ni har kommit till Sions berg
HEB.12.23	en festförsamling av de förstfödda, vilkas namn är skrivna i himlen.
HEB.12.24	Ni har kommit till Jesus själv, han som blev medlare i ett nytt förbund, och till det renande blod som talar bättre än Abels.
HEB.12.25	Se därför till att ni inte avvisar honom som talar. Om de inte kunde komma undan, som avvisade honom när han varnade dem här på jorden, hur skulle då vi kunna det om vi avvisar honom som varnar oss från himlen? 
HEB.12.26	Den gången fick hans röst jorden att skaka, men nu har han lovat: ”En sista gång ska jag skaka inte bara jorden, utan också himlen.”
HEB.12.27	”En sista gång” betyder att allt skapat som vacklar ska försvinna, men det som inte vacklar ska bestå.
HEB.12.28	Vi får ett rike som aldrig ska skaka. Låt oss därför vara tacksamma och tjäna Gud så som han vill, med vördnad och fruktan, 
HEB.12.29	för vår Gud är en förtärande eld.
HEB.13.1	Fortsätt att älska varandra så som syskon bör göra. 
HEB.13.2	Kom ihåg att visa gästfrihet, för genom detta har somliga fått änglar som gäster utan att veta om det. 
HEB.13.3	Tänk på dem som sitter i fängelse, som om ni satt fängslade tillsammans med dem. Dela smärtan med dem som blir misshandlade, som om det var er egen kropp det gällde.
HEB.13.4	Se till att alla respekterar äktenskapet och att den äkta sängen hålls obefläckad. Gud kommer ju att döma dem som lever i sexuell omoral och är otrogna i sitt äktenskap. 
HEB.13.5	Lev inte för pengar, utan nöj er med vad ni har. Gud har ju sagt:
HEB.13.5	”Jag ska aldrig överge dig eller svika dig.”
HEB.13.6	Därför kan vi också tryggt säga:
HEB.13.6	”Herren är min hjälpare,
HEB.13.6	jag är inte rädd.
HEB.13.6	Vad kan en människa göra mot mig?”
HEB.13.7	Tänk på era ledare, som förkunnat Guds budskap för er. Se på hur de varit ända till livets slut, och ha deras tro som föredöme. 
HEB.13.8	Jesus Kristus är densamme igår, idag och i all evighet. 
HEB.13.9	Låt er inte lockas av allehanda främmande läror. Det är bra att hjärtat blir stärkt av nåden, inte av en viss sorts mat. De som fokuserat på sådant har inte haft någon nytta av det.
HEB.13.10	Vi har ett offeraltare från vilket de som tjänstgör i förbundstältet inte har rätt att äta. 
HEB.13.11	Översteprästen bär in blodet av de slaktade djuren i helgedomen som syndoffer, och djurens kroppar bränns utanför lägret.
HEB.13.12	Därför led Jesus också utanför stadsporten för att helga folket med sitt eget blod.
HEB.13.13	Så låt oss gå ut till honom utanför lägret och dela hans smälek. 
HEB.13.14	Här har vi ju inte någon stad som består, utan vi söker den som ska komma.
HEB.13.15	Låt oss därför genom honom ständigt ge vårt hyllningsoffer till Gud, en frukt från de läppar som prisar hans namn. 
HEB.13.16	Glöm inte heller att göra gott mot andra och dela med er av det ni har, för sådana offer behagar Gud.
HEB.13.17	Lyssna till era ledare och rätta er efter dem. De vakar över ert andliga liv och ska en dag avlägga räkenskap. Låt dem känna att deras uppgift är en glädje, och inte en tung börda. Det vinner ni alla på.
HEB.13.18	Be för oss, för vi vet att vi har ett gott samvete och vill handla rätt i allt vad vi gör. 
HEB.13.19	Särskilt vill jag att ni ska be för att jag snart ska kunna komma till er.
HEB.13.20	Må fridens Gud, som genom det eviga förbundets blod har fört vår Herre Jesus, fårens store herde, upp från de döda, 
HEB.13.21	låta er fullkomnas i allt gott, så att ni gör hans vilja. Må han verka i oss det som behagar honom, genom Jesus Kristus. Hans är äran i all evighet, amen.
HEB.13.22	Så ber jag er, syskon, att med tålamod ta vara på de förmaningar som jag har skrivit här i mitt korta brev.
HEB.13.23	Jag kan berätta för er att vår bror Timotheos har sluppit ut ur fängelset, och om han kommer hit snart, ska jag besöka er tillsammans med honom.
HEB.13.24	Hälsa alla era ledare och alla de heliga. De troende som är från Italien hälsar till er.
HEB.13.25	Nåd åt er alla.
JAS.1.1	Från Jakob, som är tjänare åt Gud och Herren Jesus Kristus
JAS.1.1	Till de tolv stammarna i förskingringen.
JAS.1.1	Hälsningar!
JAS.1.2	Var bara glada, mina syskon, när ni får gå igenom olika slags prövningar
JAS.1.3	Ni vet ju att om ni håller fast vid er tro i prövningarna, så blir ni uthålliga. 
JAS.1.4	Och uthålligheten för med sig fullkomlighet i det ni gör, så att ni blir fullkomliga och utan brist.
JAS.1.5	Om någon av er saknar vishet ska han be till Gud, som ger åt alla, generöst och utan förebråelser, och han ska få vad han ber om. 
JAS.1.6	Men han ska be i tro och inte tvivla, för den som tvivlar är som en våg på havet som drivs hit och dit av vinden. 
JAS.1.7	En sådan ska inte tänka sig att få något av Herren, 
JAS.1.8	kluven som han är och instabil i allt han gör.
JAS.1.9	En troende med låg status ska vara stolt över sin låga ställning, 
JAS.1.10	och en rik över sin anspråkslöshet. Den rike vissnar ju bort som en blomma på ängen. 
JAS.1.11	När solen går upp med sin hetta bränner den gräset, och blommorna vissnar och förlorar sin skönhet.
JAS.1.12	Lycklig är den som håller ut då han prövas! Om han består provet ska han få livets segerkrans, som Gud har lovat dem som älskar honom. 
JAS.1.13	Men om någon frestas
JAS.1.14	När någon frestas, är det hans eget begär som lockar och drar honom. 
JAS.1.15	När begäret blir befruktat, föder det synd. Synden blir sedan fullvuxen och föder död. 
JAS.1.16	Låt er inte luras, syskon! 
JAS.1.17	Allt gott vi får och alla fullkomliga gåvor kommer från ljusens Fader. Hos honom finns ingen förändring och ingen växling mellan ljus och mörker. 
JAS.1.18	Han födde oss efter sin vilja till ett nytt liv genom sanningens ord, så att vi blev en första skörd bland dem som han har skapat.
JAS.1.19	Detta vet ni, mina kära syskon: var och en bör vara snabb till att lyssna, men sen till att tala och sen till vrede. 
JAS.1.20	En människas vrede för ju inte med sig det som är rättfärdigt inför Gud. 
JAS.1.21	Gör er därför av med all omoral och all ondska. Ta i ödmjukhet emot det budskap som har såtts i er och som har kraft att rädda ert liv.
JAS.1.22	Omsätt budskapet i praktisk handling och var inte bara dess åhörare. Annars bedrar ni er själva. 
JAS.1.23	Den som hör budskapet men inte följer det, han liknar en man som får syn på sitt ansikte i en spegel. 
JAS.1.24	Han ser på sig själv, men går sedan därifrån och glömmer hur han såg ut. 
JAS.1.25	Men den som speglar sig själv i den fullkomliga lagen, frihetens lag, och håller sig till den och inte glömmer bort vad han hört, han ska bli lycklig i det han gör.
