MAT.1.1	Guijtz ni rusule' laj retoxpeṉgoldoo xten Jesucrist xi'n toDavid, xi'n toAbraham.
HEB.12.7	Palga gatijp lajzlu lo xcäḻnaj Dios, sica'ni luj si'c xi'nni, sa'csi ¿chu dad di gunnaj xi'nni? 
HEB.12.8	Niluxh palga di Dios gunnaj la'tu si'cni runnajni guiraa rexi'nni, ditu gac xi'npacni, najctu xi'n redoḻguijdx. 
HEB.12.9	Anajntu cheni gucnu biuux lo guedxliujre, bennaj xtadnu nuure te rsoobnu xtiidxni, te runsa'czanu si'cni rlajzni. ¿Xhicuent dinu cuadiajg xtidx xtadnu ni yu' xhaguibaa te si'c jia'pnu yäḻnabajṉ, ä? 
HEB.12.10	Xtadnu lo guedxliujre bennajreni nuure tio'p-choṉ dxej, te gac gusoobnu xtiidxni. Niluxh si'c runnaj Dios nuure te jia'pnu te yäḻnabaṉya, te gac nayazanu sigajc najcni laani. 
HEB.12.11	Guliini xhet xhi yäḻnajdi ni rchalonu najc laaca che rsiajcnuni, racnaj tiejxhnu niluxh ria'nnu et laadi. Niluxh guiraa renani agudejd loj yäḻnajga rusoob xtiidxni, rca'reni te yäḻnabaṉya ni rbecdxilajzreni.
HEB.12.12	Ni'cni coḻsudzu'tz reṉaatu ni abadxajg, coḻsudzu'tz yecxhijbtu ni abadxajg, 
HEB.12.13	te coḻquiil nezyuj xten xtidx Jesucrist te sudzu'tz ni'tu. Na'c guibicajtu lo xnezyujni.
HEB.12.14	Coḻquiil xho cuedxinäjtu guiraa rebejṉ. Coḻchanä te yäḻnabaṉya, sa'csi renani di guibaṉyadi, digacdi fiireni loj Dad Jesucrist. 
HEB.12.15	Coḻhuisa'c te di gunijt chutejtu lo xcäḻracnäj Dios, coḻnatiro gac chu tejtu si'c te cuanlaa ni rujn daan, sa'csi sa' bejṉga suxhiṉni guiraa renani ahuililajz. 
HEB.12.16	Nicla tejtu na'c ga'p stee gunaa te laad, nungäjḻ cuäznäjni chäältisni. Na'cza gactu bejṉ ni di jiu xtidx Dios, si'c gujc toEsaú cheni bato'ni xcäḻnasa'cni ni najc xtenni sa'csi najcni xingan galoo xtadni. Bato'nini te cua'ni yäḻrajwtis. 
HEB.12.17	Anajntu, cheni rlajzni niunle' xtadnini te nica'ni ni najc xten xingangalooni, dini nica'ni mase guc-huin lajzni, binduxhni. Dxejcti diru niajcdi nica'nini.
HEB.12.18	Coḻnatiro, sa'csi la'tu di'tu nibig lo te dajn cadro rajc rsiaj bejṉ, te dajn ni galoo cayecduxh guiboo, cadro nacäjy, nacäiboo, cayajcza bedonduxh. 
HEB.12.19	Diza diajgtu niejn xse' trompet, xse' Dios si'c biendiajg rexpejṉ Israel agujc xchero. Luxh che biejn diajgreni rediidxga, direni nutiplajz, gunabduxhreni na'cru guiniini lojreni. 
HEB.12.20	(Sa'csi direni nutiplajz diidx ni caniini, räjpni: “Palga ted te mantis guläj xhuj dajnga, coḻju'tni con guij.”) 
HEB.12.21	Te yäḻnadxebduxh najc nani guzeṉ ro'c, lagajc toMoisés räjp: “Cayacditä yäḻrdxejb.”
HEB.12.22	Niluxh la'tu agubigtu lo dajn xten Sión, cad najc lajdx Dios ni nabajṉpac, nalajznu guedx Jerusalén ni yu' xhaguibaa cadro yu' xhidalduxh xangl Dios, 
HEB.12.23	cadro re' reni calä'p xpala'n Dios. Ro'c re'za reni najc xi'n Dios, renani acaj lajni xhaguibaa. Agubigzatu lo Diospac, ni najc Juejz xten guiraanu, näjza loj resprit xten rebejṉ nani abasia Dios te anajcreni beṉnasa'c. 
HEB.12.24	Agubigzanu loj Jesucrist nani suga' galäii nez loj Dios näj beṉguedxliuj xcuent didxcoob ni bia'n Dios, näjza lo xtiejn Jesucrist ni badeedni lo Dios xcuent nuure. Jesucrist rniab jiäjḻ lajz Dios, luxh ni'c sajcru loj nani rniab xtiejn toAbel. Xtiejn toAbel rniab quiix nani bagu'tni.
HEB.12.25	Ni'c coḻnatiro te di cuälaztu nani canii lojtu rextiidxni. Palga di rebejṉ nidedbia sa'csi gulälaz nani baluii bejṉ ni siääd guedxliujre, ¿xho jiennu tedbianu palga guilälaznu nani ruluii nani siääd xhaguibaali? 
HEB.12.26	Xse' Dios basniib guedxliuj galooli, niluxh ṉaj rnisacni: “Ste huält susnibä xhet ganaxdi guedxliuj, susnibä näjza xhaguibaa.” 
HEB.12.27	Che gunii “ste huält”, ni'c säloj guibicaj renani benchee Dios ni rac rniib, te jia'n renani digacdi guiniib. 
HEB.12.28	Luxh sa'csi lajdxnu ni guniidx Dios digacdi guiniibni, do'o guideed xquixtios lo Dios xcuentni, te si'c chunu loj Dios, chonälaaznuni guideb yäḻrdxejb näjza yäḻnadolajz, 
HEB.12.29	sa'csi Xtiosnu najc si'c te balduxh ni ruse'c, ni runitlojza.
HEB.13.1	Coḻchanuu lo yäḻrinälajz sa'ni. 
HEB.13.2	Di gusaantu gudeedtu rolijztu guidzujṉ biooz, sa'csi loj reni bejn si'c, yu'reni badeed rolijzreni bidzujṉ xangl Dios rolijzreni, niluxh direni niacbee chu najcreni.
HEB.13.3	Coḻsnaj lajztu reni yu' neṉ latzguiib, ascanu la la'tu ni yunäreni latzguiib. Coḻsnajza lajztu renani basacsí bejṉ, ascanu la la'tu ni cagusacsíreni sa'csi näjza la'tu najctu beṉguedxliuj si'c najcreni.
HEB.13.4	Coḻga'p xpala'n yäḻguchṉaa te guibaṉ-nayatu con chäältu sa'csi sujn Dios yäḻguxhtis rebejṉ ni resnäj chääl bejṉ näjza reni rusguee rebeṉxteb.
HEB.13.5	Na'c chanälajztu meel, coḻguibalaznäj ni rajptu, sa'csi Dios agunii: “Dipacna gusanälu, dizana cuälazälu.” 
HEB.13.6	Ni'c dinu guidxeeb guiniinu:
HEB.13.6	Dad ni yu' xhaguibaa najc ni rcanäj narä;
HEB.13.6	dina guidxebä xhitis ni gunnäj bejṉ narä.
HEB.13.7	Coḻsnaj lajztu renani baluii guibaṉsa'ctu, ni basule'za xtidx Dios lojtu; coḻhuii xho nabajṉreni te sigajcza coḻchanä xcäḻrililajzreni.
HEB.13.8	Sigajc gujc Jesucrist naii, sigajcza najcni nadxej, sigajcza sajcni par tejpas. 
HEB.13.9	Na'c gusaantu gusiejchreni lajztu xcuent ste'ca yäḻruluii ni digac si'c najc xtidx Jesucrist. Sacduxh sudzu'tz lastoonu lo yäḻracnäj ni ruluii xtidx Dios, xhet lojdi yäḻrajwtis. Xhet sajcdi rebejṉ nani rujntis xhigab xcuent yäḻrajw.
HEB.13.10	Nuurnu rajpnu garenca piään, ro'c digacdi xca' rebixhojz xhi gaureni si'c ni cua'reni neṉ guidoguijd galoo. 
HEB.13.11	Sa'csi xpixhojzro xpejṉ Israel rinä xtiejn reman neṉ yu' ni laa dxanduxh te biäu lo dojḻ xten rebejṉ, niluxh rize'creni xpääl remanga te laad, dejtz guejdxga. 
HEB.13.12	Si'cza gujt Jesucrist te laad, dejtz guejdx, te basiani xtojḻ rebejṉ xcuent lagajc xtiejnni. 
HEB.13.13	N̲aj coḻcho' chonnu loj Jesucrist te laad dejtz guejdx te guideednu trabajw näjza yäḻxtujy si'cni gudejd Jesucrist. 
HEB.13.14	Sa'csi lo guedxliujre dxunlaasinu, niluxh caguiilnu laadxnu ni chu jiäädru, te ro'c guidxunnu par tejpas. 
HEB.13.15	Guideb xcäḻracnäj Jesucrist do'o guideedtisnu xquixtios lo Dios si'c te gojn ni gudeednu lojni, guiliä'pnu xpala'nni näj jieḻnu redij. 
HEB.13.16	Na'cza jiäḻlajztu guntu huen, gacnäj sa'tu, sa'csi reni'cni najc redzuun ni rdxaglajz Dios.
HEB.13.17	Coḻcuadiajg xtidx reni rnibee la'tu, sa'csi laareni rcanäjreni lastoonu, si'cza laareni sudeedreni cuent lo Dios. Coḻyujn guibalajzreni gunreni xtzuunreni, na'c gac-huin lajzreni sa'csi palga gac-huin lajzreni, xhet sajcdini par la'tu.
HEB.13.18	Coḻnab lo Dios xcuent nuunu, sa'csi racbeenu naya xcäriejnnu, rlaaznu laaca jiennu guira'ti dzuun. 
HEB.13.19	Rniä lojtu, guiniabrutu loj Dios, te gun Dios jiojb guibi'ä jiäḻä lojtu.
HEB.13.20	Dios xten yäḻrbedxilajz ni baspajṉ Dad Jesucrist lo rebeṉgut, Jesucrist najc baxtorduxh xten rexiil xcuent rejn ni bejn gusojb didxcoob xtenni ni najc par tejpas. 
HEB.13.21	Dios gun gactu beṉsa'c, beṉdxojn loj xhitis te guntu ni rlajzni, näj gunni loj guiraa nuure si'c ni rlajzni xcuent Jesucrist. ¡Coḻspaa lajz Jesucrist par tejpas! ¡Sugacni si'c!
HEB.13.22	Resa'nu, rniabä lojtu, coḻcuecdxi lajztu, coḻcuadiajg rediidx ni rulijdxre, sa'csi riojbga cacuaä te labäz guijtzre lojtu. 
HEB.13.23	Coḻyacbee abirii bejtznu Timoteu latzguiib. Palga guidzuṉgajni ree, siädnää́ni jiädhuiä la'tu.
HEB.13.24	Coḻgudeed xtixtios loj guiraa renani ruluii la'tu näj loj guiraa rebejtznu ni rililajz. Rebeṉ Italia ruxhaḻ xtixtios lojtu.
HEB.13.25	Gacnäj Dios guiraatu. Sugacni si'c.
JAS.1.1	Narä Santiaag, xmos Dios näjza xten Dad Jesucrist, ruxhaḻä xtixtios loj guitzubitio'p cuaa rexpejṉ Israel ni nare'ch lo guedxliujre.
JAS.1.2	Rebetzä lo xtidx Dios, coḻguibalazduxhtis che rsiajctu recos nani ruquiiltu cuälaztu xnezyuj Dios, 
JAS.1.3	sa'csi che rsiajctu reni'c, rsiajctureni te don la guliipac ahuililajztu xtidx Dios, dxejc rsieedrutu yäḻrbecdxi lajz. 
JAS.1.4	Dxejcti yäḻrbecdxilajz sajc gunni xtzuunni neṉ lastootu, te gactu beṉsa'c, bejṉ ni aguyajl lo xtidx Dios, nani xhet cayäädxdi xcäḻnajnni.
JAS.1.5	Palga yu' tejtu ni cayäädx xcäḻnajnni, suguiniabnini lo Dios, sa'csi Dios rudeedduxhni yäḻnajn loj guira'ti bejṉ, luxh dini guinii didxlaa lojni. Palga guiniab bejṉni, sudeedza Diosni. 
JAS.1.6	Niluxh che guiniabni, suchalilajzpacni, na'c guntio'p lajzni, sa'csi bejṉ ni runtio'p lajzni najc si'c bäj ni sanä bej, nezree-nezre'c sääbni. 
JAS.1.7	Nani najc si'c, na'c gunni xhigab yu' xhi xca'ni lo Dad Jesucrist. 
JAS.1.8	Sa'csi nani runtio'p lajzni, lo guiraa ni rujnni nadxej rujnni tej xhigab, guixee rujnni xte'ca xhigab, di gacdi chanuuni tejsi xhigab.
JAS.1.9	Te sa'nu ni najc nadolajz, suguibalajzni sa'csi najcni beṉro sa'csi guläs Diosni, 
JAS.1.10	sigajcza bejtznu ni yu' xhixtenni, suguibalajzni sa'csi abaluii Dios lojni najcni bejṉ ni xhet sajcdini, sa'csi nägajc laani sinitlojni si'c rnitloj reguii ni yu' lo cuaan ni yu' loniaa. 
JAS.1.11	Sa'csi che rliejn gubijdz näjza te belaa, li rgoḻ recuaanga, li riuii reguii ni caj lojni, dxejc rtejbreni, dxejcti agunijt xcäḻsacruni. Si'cza sinitloj te bejṉ ni yuduxh xhixtenni laḻ ni yu'ni lo xnezyujni.
JAS.1.12	Chicbaa niguii ni rsiudzu'tz laḻ ni cadejdni trabajw, sa'csi che agunii Dios didxsa'c xcuent nani bejnni sica'ni coroṉ xten yäḻnabajṉ par tejpas ni bia'n Dios diidx gudeedni loj rebejṉ ni sanälajz Dios. 
JAS.1.13	Che gunijt tejtu, rujntu dojḻ, na'c gäbtu: “Dios bejn banitä”, sa'csi di gacdi quiquiil Dios te gunni cosguijdx, digacdi gunijt Dios, luxh sigajcza di gacdi gun Dios gunijt te bejṉ, gunni dojḻ. 
JAS.1.14	Niluxh tejgatu runijt che rcäjy xcäriejntu sa'csi riajb yejctu guntu cosguijdx. 
JAS.1.15	Che riajb yejctu guntu cosguijdx, runijttu rujntu dojḻ, luxh dojḻ che abejntuni, riädnäni yäḻgujt.
JAS.1.16	Sa'ä ni sanälazä, na'c gusaantu gusgueereni la'tu. 
JAS.1.17	Guiraa recoshueen, guiraa recossa'c xhaguibaali siäädreni loonu; Dios ruxhaḻreni, lagajc Dios ni benchee rebajl xhaguibaa, Dios nani di guchaa, sigajctis najcni. 
JAS.1.18	Lagajc xcuentni bejn Dios gacnu xpejṉni sa'csi huililajznu xtidxliipacni, te gacnu rebeṉ galoo loj rexpejṉni.
JAS.1.19	Acanajntu recosre, sa'ä ni sanälazä. Niluxh tejgatu nanab gusquejṉni te gucuadiajgni, per gaclaani te guiniini, gaclaazani te guidxe'chni, 
JAS.1.20	sa'csi xcäḻrdxe'ch bejṉ dini gun xcäḻnasa'c Dios. 
JAS.1.21	Ni'cni coḻcuälaz guiraa recosguijdx, guiraa recoslatsiaj ni ria'n. Guideb yäḻnadolajz coḻchalilajz xtidx Dios ni basule'nu, ni yu'pac lastootu, sa'csi ni'c najc ni sajc gusḻaa xaimtu lo dojḻ.
JAS.1.22	Niluxh baluii lo guira'ti bejṉ najctu bejṉ ni rusoobpactu xtidx Dios, xhet bejṉdi ni rucuadiajgtis xtiidxni, ni rusgueeni lagajc laani. 
JAS.1.23	Sa'csi palga najc te bejṉ te nani rucuadiajgtis xtidx Dios, niluxh dini gusoob diidxga, najcni si'c te bejṉ ni ruhuii lojni loj te guihuajn. 
JAS.1.24	Sa'csi che ruhuiini xho najcni, sägajcni, riaḻlazgajcni xho najcni. 
JAS.1.25	Niluxh nani ruhuidzu'tz lo leisa'c, nalajznu leii nani rusḻaa bejṉ, luxh rusobpacni leiiga, nani lacuaa jiaḻlajzni nani riejn diajgni, rujnpacni ni caj lo leiiga, bejṉga najc ni sajp yäḻrbalajzpac lo xhitis ni rujnni.
JAS.1.26	Palga yu' tejtu ni rujn xhigab najcni te bejṉ ni raṉduxh Dios, niluxh di gacdi gusäuni ro'ni, guiraloj rniini, bejṉga rusguee lagajc laani, luxh xhet sajcdi yäḻrajṉ Dios xtenni. 
JAS.1.27	Yäḻrajṉ Dios ni najc guliipac, ni xhet nu'chdi lojni najc scree: chahuiini rebisiäjb, näjza regunaa ni agujt chäälni che yu' xhi rquiinreni, näjza na'c säblajztu guntu nani rujn rebeṉ guedxliuj ni di chalilajz xtidx Dios.
JAS.2.1	Resa'ä, la'tu ahuililajztu xtidx Dad Jesucrist ni rajp guiraa yäḻrdimbicha', ni'c di gacdi guntu xhigab sajcru tej bejṉ lo sabejṉni. 
JAS.2.2	Palga guidzujṉ te bejṉ xquidootu yu' niloor ṉaani, najcwni ladsa'c, dxejcti jiu'za te bejṉ nani xhet rajpdi, najcwni ladyujxh, ladbeed, 
JAS.2.3	dxejcti la'tu jiurutu nani najcw ladsa'cga, naatu: “Ree gurej lo yagxhilsa'cre”, dxejcti gäblu lo bejṉ ni xhet rajpdi: “Rec gusulii o gurej lo yujre”, 
JAS.2.4	¿la xhet rujnditu xhigab garenca najc tej bejṉ lo sa'ni, ä? Luxh dxejc acayajctu si'c juejz ni rujn xhigab guijdx.
JAS.2.5	¡Coḻgucuadiajg, betzä ni sanälazä! Agule Dios bejṉ nani xhet rajpdi lo guedxliujre te ga'preni yäḻrililazduxh, te lo xcäḻrnibee Dios xca'reni xcäḻnasa'c ni bia'n diidx gudeed Dios loj renani sanälajzni. 
JAS.2.6	Niluxh la'tu agulälaztu rebejṉ nani xhet rajpdi. ¿Xhixh xhet laadi rebejṉ ni rajp ni rusacsítu, li rgobxhajxhreni la'tu, rinäreni la'tu loj reguxhtis, ä? 
JAS.2.7	¿La xhet laadi rebejṉ ni rajp ni rniyaj loj Dios ni sacduxh? La'tu abirilajtu rexi'n Dios.
JAS.2.8	Palga guliitu cagusoobtu leii xten xṟeiinu Dios, si'cni caj lo xquijtz Dios scree: “Coḻchanälajz sa'tu sigajc rinälajztu lagajc la'tu”, laaca rujntu. 
JAS.2.9	Niluxh palga rinälajzrutu tej cuaa bejṉ lo stee cuaa bejṉ, cayujntu dojḻ, luxh xleii Dios rnii najctu beṉ dojḻ, bejṉ ni rbälaz leii. 
JAS.2.10	Palga yu' te bejṉ ni rusoob guiraa ni caj lo xleii Moisés, niluxh runijtni lo tejtis diidx ni caj lo leii, abanijtpacni, najcni si'cni dini nusoob nicla tej diidx lo guideb leiiga. 
JAS.2.11	Sa'csi lagajc Dios ni gunii: “Na'c guesnäjlu bejṉ ni di gac chäällu”, lagajc laani guniizani: “Na'c ju'tlu.” Palga dilu guesnäj bejṉ ni di gac chäällu, niluxh rugu'tlu te bejṉ, abanijtlu xcuent guiralii releii. 
JAS.2.12	La'tu coḻguinii, coḻguibajṉ si'c rebejṉ ni gun Dios yäḻguxhtis con xtiidxni ni rusḻaa bejṉ lo dojḻ. 
JAS.2.13	Sa'csi renani di gulaslajz bejṉ, che gun Dios yäḻguxhtisreni, dizani gulaslajz laareni. Sajcru yäḻrulaslajz lo yäḻguxhtis.
JAS.2.14	Resa'ä, ¿xhi sajc palga guinii te bejṉ: “Ahuililazä xtidx Dios”, niluxh dini gun dzuun ni riäjḻ gunni, ä? Sa' yäḻrililajzre, ¿la susḻaanini lo dojḻ, ä? 
JAS.2.15	Palga yu' te bejtznu o te bisiajnnu ni dini ga'p xhajbni, luxh xhetiza xhi gauni, xhi yäni, 
JAS.2.16	luxh gäb tejtu lojni: “Sucuedxi lajzlu jiilu, suguidxa' lajzlu, suguidxaj xque'lu”, niluxh dini gudeed nani caquiinni, ¿xhi sajc rediidx ni räjpni lojni, ä? 
JAS.2.17	Sigajcza yäḻrililajz nani di guquiil bejṉ gunreni xtzuun Dios najc si'c te ni agujt, sa'csi dini guquiil bejṉ gunreni dzuun.
JAS.2.18	Yu'za reni naa: “Luj rajplu yäḻrililajz, narä runä xtzuun Dios; baluii narä xcäḻrililajzlu xhet näjdi xtzuun Dios, dxejcti narä suluiä xcäḻrililazä xcuent rextzuun Dios ni runä.” 
JAS.2.19	La'tu rililajztu yu' tejtis Dios. Laaca rujnlu, niluxh näjza rebeṉdxab rililajz yu' tejtis Dios, racdijtlireni, rdxebduxhrenini. 
JAS.2.20	¿La di rlajztu gacbeetu, beṉnayääl? ¿La ditu gan, yäḻrililajz ni di guichagnäj xtzuun Dios najc te yäḻrililazgut? 
JAS.2.21	Dios badzucaj xtojḻ toxtadgoldoonu Abram sa'csi bejnni si'c gunibee Dios gunni, che badzuubni xingaanni Isa'c lo piään, nugu'tnini nez lo Dios. 
JAS.2.22	Coḻhuii xho tejsi junt sadxaag xcäḻrililajz toAbram dzuun ni bejnni, dxejcti sa'csi bejnni nani gunibee Dios gunni, bejn Dios gujc xcäḻrililajzni sa' yälrililajz nani rlajz Dios ga'p rexpejṉni. 
JAS.2.23	Dxejcti huile' xtidx Dios cadro caj scree: “Abram huililajz ni räjp Dios lojni, ni'cni badzucaj Dios xtojḻni, cua' Dios Abram si'c te beṉnaya.” Birilajzani “xamiigw Dios.”
JAS.2.24	Ni'cni ruhuiitu rca' Dios te bejṉ si'c beṉnaya nez lojni xcuent xtzuun Dios ni rujnzani, xhet ganaxtis xcuent xcäḻrililajz bejṉga. 
JAS.2.25	Sigajcza gusajc toRahab, ni gujc te gunadxab. Dios badzucajza xtojḻni, bejn Dios xhigab najcni te beṉnaya sa'csi bejnni xtzuun Dios che badeedni rolijzni bacua'tzloj tio'p xpejṉ Israel ni gujc guixhajg ni sagula'tz guejdxga, dxejc gucnäjnireni te siireni ste'ca nez yuj. 
JAS.2.26	Sigajc ni di gacdi guibajṉ tiejxh bejṉ palga xheti sprit, sigajcza di gacdi guibajṉ yäḻrililajz palga dini gun dzuun ni rnibee Dios gunni.
JAS.3.1	Resa'ä, na'c gac xhidajltu bejṉ ni ruluii xtidx Dios, sa'csi anajnnu rac yäḻguxhtisroru rebejṉ nani ruluii xtiidxni. 
JAS.3.2	Sa'csi guiragajcnu riennu xhidajl cuaa dojḻ. Palga yu' te bejṉ ni di gunijt lo diidx ni rniini, laani najcni te beṉsa'c, rajcza rnibeeni guideb tiejxhni. 
JAS.3.3	Palga rusäḻnu guiib ni ru' ro' cabaii te chääni cadro rlajznu jiini, rnibeezanu guideb xtiejxhni. 
JAS.3.4	Coḻhuii rebarcwro, mase siolduxhreni, luxh rebeduxh rulanaareni, niluxh capitán ni rusaj barcw lo nisdoo, te guibbäz ni caj xhajn barcw neṉ nis, con ni'ctis rinänini cadrotis rlajzni. 
JAS.3.5	Sigajcza najc luudxnu, najcni te labäz tiejxhnu, luxh coḻhuii lacti didxro rniini. Najcni si'c te balbäz ni rajc ruze'c guiragajc reyajg ni yu' dajn. 
JAS.3.6	Luxh luudxnu najc si'c te bajl. Rnii luudxnu guiraa redidxdxuudx ni rnii rebeṉ guedxliujre nani rdxe'ch lo Dios. Lo guiraa rela' ni najc tiejxhnu, laa luuxdnu ni rundxuudx guideb tiejxhnu. Luudxnu ralguij con xquiboo gabijl. 
JAS.3.7	Rebejṉ sajc gusiacdooreni guiraloj guidxaa, guiraa mane', guiraa bäḻ, guiraa man lo nisdoo, abasiacdoo bejṉreni, 
JAS.3.8	per nicla tej bejṉ di gacdi gusiacdoo lujdxni. Dini cuedxi, guidxani cosguijdx, najcni si'c te bäḻ ni rauya'ni rugu'tni te bejṉ. 
JAS.3.9	Lagajc luudxnu rliä'pnu xpala'n Dios Xtadnu, lagajc laani rniyajnu sabejṉnu ni benchee Dios sigajc najcni. 
JAS.3.10	Tejsi ro'nu rnile' lo Dios nägajcza rgue lo bejṉ. Rebetzä, ¡xhet si'cdi nungäjḻdi gacni! 
JAS.3.11	¿La rbää bejṉ nisnejxh näjza nisrop lo tejsi bisie, ä? 
JAS.3.12	Betzä, ¿la caxajsi sajc xcaj aceituṉ loj te yagiigw, ä? ¿O la sajc xcaj iigw lo te yaguub, ä? Sigajcza digacdi guirii nisnejxh näjza nisrop lo tejsi bisie.
JAS.3.13	¿Chuni'c lo guiraatu yu' xcäriejnni, nanduxhni, ä? Suguluiini xho najcni xcuent xcäḻnabaṉsa'cni, sugunni xtzuunni guideb yäḻnadolajz ni rudeed xcäriejnni. 
JAS.3.14	Niluxh palga yu' yäḻrdxe'ch lo sa'lu ni runnanḻaa lastoolu, näjza rujnlu guira'ti parsi xcäḻnasa'c lagajc luj, na'c gaclu guyalajz, sa'csi ni'c najc si'c ni caniilu didxrusguee xcuent xtidxlii Dios. 
JAS.3.15	Sa'csi sa' yäḻnajnre, xhet xhaguibaadi siäädni, alga najcni yäḻnajn xten guedxliujre, xten rebeṉ guedxliuj, xtenza rebeṉdxab. 
JAS.3.16	Sa'csi cadro yu' yäḻrdxe'ch lo sa'ni, näj cadro rujn bejṉ guira'ti parsi xcäḻnasa'c lagajc laani, ro'c yu' biejy, yu' guiraloj latsiaj. 
JAS.3.17	Niluxh yäḻnajn ni ruxhaḻ Dios, ganiddoo najcni naya, dxejcti rulecdxini xcäriejn bejṉ, dxejc rujnni rajc bejṉ nadolajz lo sa'reni, rujnzani saru runnäj bejṉ sa'reni, rulazlajz bejṉ sa'reni, rujnzareni guiraloj dzunsa'c, runle'pacreni xtiidxreni, direni guinii tej diidx laaga cayujnreni garenca dzuun. 
JAS.3.18	Renani rguiil yäḻrbedxi, yäḻrbedxi rbe'creni te xca'reni te yäḻnabaṉnaya nez loj Dios si'c xcäḻnasa'creni.
JAS.4.1	¿Casiääd rebiejy, reyäḻrdxe'ch lo sa'ni ni casiajctu? ¿La direni jiääd xcuent lagajc xhigab ni yu' lastootu, ä? Lagajc rexhigabga rujn biejy neṉ lastootu, ruscäjyreni xcäriejntu. 
JAS.4.2	La'tu rlajztu ga'ptu nani ditu ga'p, dxejcti rugu'ttu sa'tu. Rsiäblajztu xhixten sa'tu, luxh sa'csi digacdi xca'tuni, dxejc rucuanäjtu sa'tu, rdiḻnäjtu sa'tu. Ditu ga'p nani rlajztu sa'csi ditu guiniabni loj Dios. 
JAS.4.3	Rniabtuni, niluxh dini guniidxnini sa'csi xhet laadi najc xhigabtu gunabtuni, alga gunabtuni sa'csi rlajztu gunijttuni si'cni rlajztu. 
JAS.4.4	¡Aii! Bejṉ ni di gandzu' Diostis. ¿La ditu gan bejṉ nani rlajz gun redzuun ni rujn rebeṉ guedxliuj, bejṉga rdxe'chreni lo Dios, ä? Ni'cni palga yu' chu tejtu ni rlajz chanuu lo ni rajc lo guedxliujre, bejṉga rdxe'ch lo Dios. 
JAS.4.5	O ¿la rchalotu xlia'si caj lo xtidx Dios rediidxre: “Sprit ni baxhaḻ Dios te cuääzni neṉ lastoonu, randzu'ni nuurnu sa'csi rlajzni guinibeeni nuurnu”? 
JAS.4.6	Niluxh runiidxru Dios xcäḻracnäjni loonu. Ni'cni rnii xtiidxni scree: “Dios rdxechnäj renani runnaro lagajc laareni, niluxh rudeedruni xcäḻracnäjni lo rebeṉnadolajz.” 
JAS.4.7	Coḻjiu'pac lo xnezyuj Dios. Coḻsudzu'tzpac te di guntu ni rlajz beṉdxab, te guxuṉni lojtu. 
JAS.4.8	Coḻguibigru lo Dios te guibigzani lojtu. Beṉdojḻ, coḻquiib ṉaatu, nalajznu na'cru guntu latsiaj; coḻgusia lastootu, la'tu ni runtio'p lajztu. 
JAS.4.9	Sugacnaj lajztu, suchuti xliajs, coḻyonduxh. Coḻguchaa xcäḻruxijstu, coḻca' yäḻhuin, coḻguchaa xcäḻrbalajztu, coḻca' yäḻroon. 
JAS.4.10	Coḻyajc si'c bejṉ ni xhetliidi sajc nez loj Dad Jesucrist, te laani guiliäsni la'tu gunni la'tu beṉro.
JAS.4.11	Rebetzä, na'c guiniyajtu resa'tu. Sa'csi renani rniyaj sa'ni o rujnni yäḻguxhtis sa'ni, reni'c rniyaj xleii Dios, rujnreni yäḻguxhtis xleii Dios luxh palga guntu si'c, dirutu gac renani rusoob xtidx Dios, alga najctu juejz xten leii. 
JAS.4.12	Tejtis najc nani runiidx leii loonu, tejtis najc juejz; najcni nani rajc rusḻaa bejṉ lo dojḻ, nani sajcza gunitloj bejṉ. La'tu, ¿chuxh najctu te guntu yäḻguxhtis lo sa'tu, ä?
JAS.4.13	N̲aj coḻcuadiajg dee, la'tu ni rniitu, nadxej o guixee chonnu te guejdx nezrec. Ro'c guideednu tebijz te guiziinu, guito'nu te jiennu gaan meel. 
JAS.4.14	Luxh nicla gantu xho gac xcäḻnabajṉtu guixee. Xcäḻnabajṉtu najc si'csi te za nani rieṉloj teṟa'tbäz, dxejcti rnitlojni. 
JAS.4.15	Hueenru guiniitu scree: “Palga rlajz Dios sibaannu, te jiennu dee o dec.” 
JAS.4.16	Niluxh si'c ni rujntu ṉaj, rajc guyalajztu rniitu didxro; luxh guiraa redidxroga najc dojḻ. 
JAS.4.17	Ni'cni ni najn xho riäjl gunni, palga dini gun si'c, rujnni dojḻ.
JAS.5.1	Coḻgucuadiajg xtidxä, bejṉ ni yu' xhidajl xhixtentu. Coḻyoon, coḻcuedxa' xcuent recasionduxh ni sactu. 
JAS.5.2	Guiraa rexhixtentu nani rajptu aguxhijṉ, luxh rexhajbtu agudajw rebaguiidni. 
JAS.5.3	Oor näjza pla't xtentu agubibtiejnni, aguxhijṉni. Lagajc dee gun gacbee Dios ditu niujn ni rlajz Dios guntu, lagajc ni'c gun chectu, nitlojtu. ¡Xlia'si batiedajntu xhixtentu neṉ redxej lultga! 
