MAT.1.1	Ulu lwe lukoono ulwa ulukolo lwa Yesu Kilisito umwisukulu va Daudi, umwisukulu va Abulahamu:
REV.5.8	Avelige hela itegula icho ikitabu, fila ifigawa ifinyawumi ifitayi pamwinga na vala avavaha machumi gavili na vatayi vaagwe kinyalileme pa ng'olo. Yeyeavesaga alakolye ligombo na ifinyandilo ifiwuyapile isahabu fimemile uwufumba, kilagilo cha ulwifunyo lwa avanu avelu va Nguluvi. 
REV.5.9	Sweno, ndawe vimbige ulwimbo ulu ulupya:
REV.5.9	“Veve winogela ukutegula icho ikitabu
REV.5.9	na ukuhesa indoni sacho.
REV.5.9	Pakuva veve wimudumule, na ukukola idanda yako
REV.5.9	yeumugulye Nguluvi avanu uluhuma mung'olo mbesili,
REV.5.9	indongele, amalugu, na avanu va ing'i mbesili.
REV.5.10	Veve uvawuyipe vave wutwa wa uwutambisi
REV.5.10	vamupigile Nguluvi vetu nawo savayisagila ing'i.”
REV.5.11	Ndawe ndalavige, swe ndipulika iliswi lya avanyivaha wolofu hilo imbalilo yesihwaniti yivalilwe, mbilima kwa mbilima. Vevakong'ome vagombite ikigoda cha uwutwa, fila ifigawa ifinyawumi ifitayi na vala avavaha; 
REV.5.12	Vihugite ukulonga:
REV.5.12	“Umwanang'olo umudumule
REV.5.12	yeinogela ukwanukila uludali, uwunono,
REV.5.12	uluhala, ululagi, indolo na ululumbo.”
REV.5.13	Ndapulike ifigawa mbefili kuchanya; mung'i, pasi kuvafwe, na mubahali fitigila, “Kulumwene yeakong'ome mukigoda cha uwutwa, na kulu mwanang'olo, kuvelage na ululumbo na ichoga na indolo na uwutwa mbepali na mbepali.” 
REV.5.14	Na fila ifigawa ifitayi ifinyawumi fyatige, “Ena!” Na vala avavaha vaagwe kinyalileme, visunyalila.
REV.6.1	Ndawe ndamuwonige umwanang'olo ihesa indoni iyimwi ya sila indoni isimufung'ati. Ndakipulike ikimwi cha fila ifigawa ifinyawumi ifitayi kilonga kikwihuga wita limadadama, “Wusage!” 
REV.6.2	Nene ndawe ndalavige, na kumbi pepoyili ifwalasi yimwi yinya livala lyelu baho. Na yeayihofile alakolye uludibulo, swe ipelwa na ingela. Sweno, ahesile wita idwesa kangi aginage ukudwesa.
REV.6.3	Ndawe, umwanang'olo ahesise indoni iya kavili. Ndakipulike kila ikigawa ikinyawumi kitigila, “Wusage!” 
REV.6.4	Nane ndalafile na kumbi pepoyili ifwalasi iyingi baho, dung'u. Yeeayihofile apelitwe ikipigo cha uwusoming'asa sambi uwikalakunoga wugaye mung'i, avanu viwulagage, apelitwe limage likomi.
REV.6.5	Ndawe umwanang'olo ahesige indoni ya wudatu. Ndakipulike kila ikigawa ikinyawumi icha wudatu kitigila, “Wusage!” Lavage kumbi pepoyili ifwalasi iyimwi baho initu. Na yealayihofile eakolye ifigelelo fivili ifya ukugelela uwusito mwiwoko lyakwe. 
REV.6.6	Ndapulike nda kinu wita liswi ilihuma mugati mwa fila ifigawa ifinyawumi ifitayi, nalyo lyatige, “Ulukongo lumwi lwa uwuse uwufulwike amagobole dinali yimwi wa ingano, na ing'ongo sidatu sa isayili kwa amagobole dinali yimwi, neke ulwene ulananga amafuta nambi idifayi!”
REV.6.7	Ndawe umwanang'olo ahesise indoni iya wutayi. “Wusage!” 
REV.6.8	Nani ndalafile, na kumbi pepoyili ifwalasi iyimwi baho ifudufu. Nailitawa lya yealahofile yee fwa, na kuvafwe amuninilige mumbele. Iwo vapelitwe ululagi lwa ulubali ulumwi uludodo ku ng'i, mbeyili, vavawulage avanu vikola limage, ikinge, ifitamwa na ukukola ifikoko ifikali fya mung'i.
REV.6.9	Ndawe Umwanang'olo ahesige indoni ya wuhanu. Ndawe ndawonige pala pasika pifunyo pakufung'ilisisa uwufumba imyuhe ja vala avevawulage vivalwa ulukani lwa Nguluvi, na ukwimila uwolelesi wewolelelige. 
REV.6.10	Sweno, ndawe vavembige vakwihuga: “Veve Mutwa, ve Mwelu na ve muhuvilwa, luva panili peufuvalila ukuhombela umukole kwa avakwikala mung'i mbevali ukwimila idanda yetu?” 
REV.6.11	Swe vipelwa yeyeavesaga isopeka inaali iyinya livala lyelu, swe vilongelwa ulwa vaginage ukusupa kwa lusika ludodo, mbaka peyikwilye imbalilo ya avakami avayawo na vanyalukolo vawo ve nawo vawulagwa ndawe vavene lwevavawulige.
REV.6.12	Ndawe ndalavige, na ulusika umwanang'olo peahesige indoni iya mutanda, swe piva na ikitulo kikomi cha ing'i; ilisuva lyatilive wita ilyenda ilitifuse; na gu mwesi mbeguli gwave wita danda; 
REV.6.13	nasi ng'eng'esi naso sa kwilanga saagwe mung'i wita amakowo ga umusombe amafwamunga lwegilagalaga pasi pe umubiki ugwene gwipuga na ikifulufumbi. 
REV.6.14	Kwilanga kwipilinzile wita likalatasi lwelyalipilingwa; ifidunda mbefili na ifisima fyahesiwe pala pefyefipwali. 
REV.6.15	Ndawe avatema va mung'i, avavina, avavina va vanyigalu, avanono, vanyaludali, yeyeavesaga munyawingi na umutemapakwe, vifihite mumapalika na mumapango mufidunda. 
REV.6.16	Vakufitigila ifyo ifidunda na igo amapalika, “Mutugwilage, mukatufihe pataali na umwene ye ikong'omalaga mukigoda icha uwutwa, na pataali na ililakali lya Umwanang'olo! 
REV.6.17	Pakuva ikimunyi ichene hilo cha ililakali lyawo yekifikite. Ngali yenani yeahwana vibese nacho?”
REV.7.1	Pesilutye iso ndavawene vanyivaha vatayi vimile imbali isitayi isa ing'i, vibatilise ing'ala yilapuga na ludodo hela: nambi mung'i, nambi mubahali, nambi mumibiki. 
REV.7.2	ndawe ndamuwonige umunyivaha uyungi akwilila pachanya uluhuma kumihago weakolye ikitemelo cha Nguluvi umumi. Ihugite liswi na ukuvalongela iwo avanyivaha avatayi avapele ukuyananga ing'i na ibahali, 
REV.7.3	“Mulayananga ing'i, nambi ibahali, nambi imibiki, mbaka pala petuve tuvavikite indoni avakami va Nguluvi vetu mu wusu wawo.” 
REV.7.4	Kangi ndawe ndapulikige imbalilo yawo iwo avikitwe indoni: Avanu mbilima ligana na machumi gatayi na vatayi va imbegalo isa Isilaeli. 
REV.7.5	Imbegalo ya Yuda ve vanu mbilima nyichumi na sivili; imbegalo ya Lubeni, mbilima nyichumi na sivili, imbegalo ya Gadi mbilima nyichumi na sivili, 
REV.7.6	imbegalo ya Aseli, mbilima nyichumi na sivili, imbegalo ya Nafutali, mbilima nyichumi na sivili, imbegalo ya Manase, mbilima nyichumi na sivili, 
REV.7.7	imbegalo ya Simioni, mbilima nyichumi na sivili; imbegalo ya Levi, mbilima nyichumi na sivili, imbegalo ya Isakali, mbilima nyichumi na sivili; 
REV.7.8	imbegalo ya Sabuloni, mbilima nyichumi na sivili, imbegalo ya Yosefu, mbilima nyichumi na sivili; na imbegalo ya Benyamini, mbilima nyichumi na sivili.
REV.7.9	Ndawe ndalavige, swe nguliwona ililugu ikomi lya avanu vesivahwaniti ukuvalilwa: avanu va ing'i mbesili, ing'olo, ulukolo na indongele. Nawo vamemile pa kigoda icha uwutwa cha umwanang'olo, viva vafwite imyenda imyelu na ukwibata amatagala ga imivale mumawoko gawo. 
REV.7.10	Vihugite amaswi vitigila, “Uwukombolwa wetu wihuma kwa Nguluvi vetu yeakong'ome pa kigoda icha uwutwa, na ukuhuma kulu Mwanang'olo!” 
REV.7.11	Vanyivaha mbevali viimite wevakigombite ikigoda cha uwutwa, avavaha na fila ifigawa ifinyawumi ifitayi. Vaagwe kinyalileme pakigoda cha uwutwa, swe vakumusunyalila Nguluvi, 
REV.7.12	Vitigila, “Ena! Uwufunyilile, indolo, uluhala, ikilumbo, ichoga, ululagi na uludali fivelage kwa Nguluvi vetu, mbepali na mbepali! Ena!”
REV.7.13	Uyumwi va iwo avavaha swe akumbusa, “Iva vevafwite imyenda imyelu veva nani?” 
REV.7.14	Nani ndamupitwe! “Ve mutambule, veve ye ulusele!” Nave amitwe, “Iva ve vala avalowike wunofu muneseko ingomi. Wofwige imyenda jawo mudanda ya Umwanang'olo, swe giva myelu. 
REV.7.15	Nambi vali ipa pa kigoda cha uwutwa cha Nguluvi. Vakumupigilaga Nguluvi ikilo na kikimunyi mu Tembeli yakwe; nave yeakong'ome mukigoda cha uwutwa avakitila ilihema livasiike avalolele. 
REV.7.16	Sisavadagana nambi kukeluka; lisuva nambi umungila gwalyo, sisalivavalila kangi, 
REV.7.17	pakuva umwanang'olo ye ali pagatinagati pa kigoda cha uwutwa saava mukwamila ng'olo vawo, nave saavalongosa ku mifwilo ja ululenga ulunyawumi. Nave Nguluvi saavahesa inzihosi mbesili mumiho gawo.”
REV.8.1	Na Umwanang'olo ave ihesa indoni iya mufung'ati, kwave sili kuchanya kwa lusika lwa ilipinga lya ikivalilo kimwi de, 
REV.8.2	ndawe ndavawonige vala vanyivaha avimufung'ati avakwimaga pa Nguluvi vapelitwe imembe isimufung'ati.
REV.8.3	Umunyivaha uyungi afikite, weakolye ikifung'lisiso ikiwuyapile isahabu, iimite pifunyo. Nave apelitwe uwufumba wolofu ahanze pamwinga na ulwifunyo lwa avanu mbevali va Nguluvi, pala pifunyo apawuyapile isahabu apali pawulongolo wa ikigoda cha uwutwa. 
REV.8.4	Ilisusi lya uwufumba lyahele kiting'a kuchanya, pamwinga na ulwifunyo lwa avanu va Nguluvi, ukuhuma mumawoko gakwe uyo munyivaha yee pa Nguluvi. 
REV.8.5	Ndawe umunyivaha ategulige ikifung'ilisiso icho, akukisopa umoto gwa pifunyo akukimemya, swe akukitosa kung'i. Swe kwave na umubumo, limadadama, limemi na ikitulo cha ing'i.
REV.8.6	Ndawe vala avanyivaha avimufung'ati avakolye amapembe agimufung'ati swe vakwigelanisa ukugakuva.
REV.8.7	Umunyivaha uva kutala akufile lipembe lyakwe. Swe indonya iyihanging'ine na amaganga na idanda fyatoosiwe mung'i. Swe iyimwi kwa isidatu ya ing'i yaapye. Na iyimwi kwa isidatu ya imibiki jaapye, na amahamba mbegali amadodi gaapye.
REV.8.8	Umunyivaha uva kavili akufile lipembe lyakwe. Na ikinu wita ikidunda kikomi ikikwaka umoto chatoosiwe mubahali, 
REV.8.9	iyimwi kwa isidatu ya ifigawa mbefili fya mubahali fyaafwe, na iyimwi kwa isidatu ya ifipugu ifikomi fyanangike.
REV.8.10	Ndawe umunyivaha va wudatu akuvige lipembe lyakwe. Na ing'eng'esi ingomi yeyaakige wita moto, yaagwe ukuhuma kuchanya, na ukwika mu yimwi ya isidatu ya imikoga na imifwilo ja ululenga. 
REV.8.11	Ing'eng'esi iyo yitambulwa, “Wukali.” Sweno, iyimwi ya isidatu ya indenga save ng'ali, avanu wolofu vaafwe ukwimila ululenga lulo, pakuva lwapitwike ukuva lukali.
REV.8.12	Ndawe umunyivaha va wutayi akuvige lipembe lyakwe. Iyimwi ya isidatu ya ilisuva, na ya umwesi na ya ing'eng'esi yatofilwe; mbaka lulung'ali lwayo lwayasile ulumwi lwa isidatu lwa uwumalavadifu wayo. Iyimwi kwa isidatu ya ikimunyi nayo yagayike, lwendahihyo na iyimwi ya isidatu ya ikilo nacho.
REV.8.13	Ndawe ndalavige, swe ndipulika imbungu yiguluka kuchanya hilo kwilanga yilonga yihugite, “Mwinalyo, mwinalyo, mwinalyo yemukwikala mung'i ulusika lwe avanyivaha avadatu vevasige pevava vakufile amapembe gawo!”
REV.9.1	Ndawe umunyivaha va wuhanu akuvige ilipembe lyakwe. Nani ndayiwene ing'eng'esi yeyeyigwe mung'i uluhuma kuchanya. Nayo yapelitwe ikidindulilo cha ilikombo iligaya mudugo. 
REV.9.2	Sweno, ing'eng'esi iyo yadindwe ilikombo iligaya mudugo, lyahumite lisusi wita ilisusi lyelihuma mwitemela lya umoto. Ilisuva na kwilanga kwave lwisa ukwimila ilisusi lilyo lya kuvafwe. 
REV.9.3	Imanzi sahumite mwisusi lilyo, swe sikusa mung'i, sapelitwe uludali lwa ingii sa mung'i. 
REV.9.4	Swe silagilwa ulwa silananga ilisoli lya mung'i nambi amahamba nambi imibiki jejegivesaga, pesi sivanangage vala hela vesivateme uluhagi lwa Nguluvi muwusu wawo. 
REV.9.5	Imanzi iso sisenawule ukuwulaga avanu, pesi ukuvatesa hela kwa ulusika lwa myesi gihanu. Uwuvafi wesikwambusa windawe uwuvafi wevakumufika umunu pealumitwe na ingii. 
REV.9.6	Ulusika ulo avanu savayisaka ifwa neke sisavayiwona nda; kangi savadoboka ukufwa neke ifwa sayivakimbila.
REV.9.7	Pesawonekige mumiho imanzi iso, sesindawe ifwalasi ingelanise kwigalu. Muchanya mumitwe jaso sesifwikitwe ingela isawonekige wita mbuyapile isahabu, na uwusu waso sesihwana na uwusu wa avanu. 
REV.9.8	Ifwili sesindawe ifwili sa avang'inetu, na amino gaso gegindawe amino ga Inyalupala. 
REV.9.9	Na amabapala wita ngwembe imbuyapile ichuma. Imibumo ja amapiko jaso je wita umubumo gwa ulugendo lwa imituka myolofu igikulunwa na ifwalasi nzolofu isikimbilila kwigalu. 
REV.9.10	Sesina mikila na imifwa ndawe ja ingii, na ukukola imikila gijo sesina ludali lwa ukwananga avanu kwa lusika lwa myesi gihanu. 
REV.9.11	Kangi sinave umutema yeasitemile, nave ye munyivaha kwikombo iligaya mudugo ilitawa lyakwe ku kiebulaniya ye Abadoni, na ku Kigiliki ye Apolioni, kwekuta Umuwulasi.
REV.9.12	Ineseko isa ukutala yesilutye; pesisige isingi sikusa. 
REV.9.13	Ndawe munyivaha va mutanda akuvige ilipembe lyakwe. Nani ndapulike iliswi ilimwi ukuhuma imbali isitayi isa pifunyo apawuyapile isahabu ape pa Nguluvi. 
REV.9.14	Iliswi ilyo lyamutige uyo munyivaha va mutanda yeakolye ilipembe,
REV.9.14	“Vadindulige avanyivaha avatayi avapinge mu mukoga umukomi gwa Efulata!” 
REV.9.15	Avanyivaha vevagelanise ku kivalilo, ikimunyi umwesi, ukuwulaga iyimwi kwa isidatu ya avanu. 
REV.9.16	Ndapulike imbalilo ya vanyigalu avanyakuhova ifwalasi ye mbilima, mbilima magana gavili. 
REV.9.17	Ulu lwendasiwene iso ifwalasi na vanyakuhova ifwalasi mu maloto gago: vevina ingwembe mumambaga ise moto ng'ani, isinya livala ilinyakilesi na linyaludula na wita ikibiliti. Imitwe ja iso ifwalasi jegindawe ija inyalupala; na umoto ilisusi na ikibiliti fyahumige mumilomo jaso. 
REV.9.18	Iyimwi kwa isidatu ya avanu vaafwe ukukola ineseko siso isidatu, kwekutigila, umoto, ilisusi na ikibiliti, fyefyahumige mumilomo jaso; 
REV.9.19	pakuva uludali lwa ifwalasi iso je mumilomo jaso na mumikila jayo. Imikila jayo jegina mitwe wita ja nzoka, na vakolige jijo ukutesekesa avanu.
REV.9.20	Avanu avangi vevevasige vesivafwii na ineseko siso, sivapitwiki na ukufileka ifinu fyevevawuyipe na amawoko gawo vavene, pesi ulwa vaginite ukusunyalila amasoka, ifihwana nguluvi ifiwuyapile isahabu, amagobole, ichuma cha isaba, amaganga na imibiki, ifinu fyesihwaniti ukulava, ukupulika nambi ukugenda. 
REV.9.21	Na sivahongesi nu kupela na ukuwuleka uwuwulasi, uwuhavi, uwugoni na uwuhiisi.
REV.10.1	Ndawe ndamuwonige umunyivaha uyungi umunyaludali akwika ukuhuma kuchanya. Na emufwike lifufu, na ilikinga mbogo mumutwe gwakwe. Uwusu wakwe wewindawe wita lisuva, na amagulu gakwe gegindawe wita umoto. 
REV.10.2	Mumawoko gakwe eakolye ikitabu kidodo kidindule. Ageliike ligulu lyakwe lya kundyo pachanya mubahali, na lya kung'igi pachanya mung'i ing'afu, 
REV.10.3	na ukukemela akwihuga liswi liva na umubumo wita gwa Inyalupala. Ave akwihuga, imibumo gimufung'ati januche kwa kitulo. 
REV.10.4	Na ijo imibumo igimufung'ati pejalongige, nene ndasakige ukwandika. Neke ndapulike iliswi ukuhuma kuchanya litigila, “Ing'ani isa imibumo igimufung'ati ijo kinyele, lemwa kwandika!”
REV.10.5	Ndawe yula umunyivaha yendamuwene imile pachanya mubahali na pachanya mung'i ing'afu akaang'we liwoko lyakwe lya kundyo kuchanya, 
REV.10.6	swe akwilapa mwitawa lya Nguluvi yeinanaga mbepali na mbepali, Nguluvi yeagafile kuchanya na mbefili ifilimumo, ibahali na mbefili ifilimumo ing'i na mbefili ifilimumo. Swe itigila, “Ulusika lwa ukugina ukusindila lusisile! 
REV.10.7	Neke ulusika lula umunyivaha va mufung'ati peavapulise liswi lyakwe, ulusika lwe ava akufile ilipembe lyakwe, Nguluvi akwisa lula lwealahosise ukupiga ulwa ikinyele ndawe lweeavalaliche avakami vakwe avavisi.”
REV.10.8	Ndawe lila iliswi lyendemulike ukuhuma kuchanya pala pamwandi lyalonzile nanene kangi, “Bitage ukakitegule kila ikitabu ikidindule, chekili mwiwoko lya munyivaha yeimile pachanya mubahali na pachanya mung'i ing'afu.” 
REV.10.9	Sweno, ndawe ndamubitilige uyo umunyivaha, swe ngumutigila amelage lino ikitabu ikidodo. Nave anigee, “Kitegule ukilye mumulomo gwako, nacho kiva kinyalwiha wita wuki, neke mwileme kiva kikali wuhulo!”
REV.10.10	Sweno, ndawe ndakitegulige ikitabu kicho ikidodo ukuhuma mwiwoko lya yuyo umunyivaha, swe ndilya, nacho chekinyalwiha wita wuki mumulomo gwangu, neke ndavelige ndimila chave kikali wuhulo mwileme lyangu. 
REV.10.11	Ndawe ndalongeligwe, “Lukuvaje kangi ukulaalika ulukani lwa Nguluvi kwa avanu wolofu, va ing'i mbesili, ing'olo mbesili, indongele mbesili na avatwa!”
REV.11.1	Ndawe ndapeligwe uludete lwelwe wita lugoda lwa kigelelo, swe ndilongelwa, “Winuke ubite ukayigele i tembeli ya Nguluvi, pifunyo, na ukavavalile avanu vevisunyalila mugati mumo. 
REV.11.2	Neke yilekage ibwalo iyilikwivala ya i Tembeli, ulayigela, pakuva iyo nawule kwa avanu va ing'i isingi, vala avayilivata iboma inzelu lusika lwa myesi machumi gatayi na givili. 
REV.11.3	Nane ndivapela uludali awolelesi vangu vavili sambi vavile lusika lwa ifilo mbilima yimwi na magana gavili na machumi gimutanda kono we vafwite imyenda imitifuse.”
REV.11.4	Iwo awolelesi avavili je imibiki igivili ja imiseituni na itala isivili isikwimaga pa Mutwa va ing'i. 
REV.11.5	Wone umunu igelele ukuvatesa, umoto ugwihumaga mumilomo jawo guvawulaga avatavangu vawo, na yeyeavesaga munu yeigelela ukuvatesa afwila lulo. 
REV.11.6	Iwo vina lulagi ukuleka vatanile indonya ukuta yilatonya ulusika pevilalika ulukani lwa Nguluvi. Kangi vina ululagi lwa ukudulika imifwilo mbegili ja ululenga give danda, na ululagi lwa ukwambusa ineseko na ifwa yeyeyivesaga mung'i pevavesaga vawendite.
REV.11.7	Neke pevave vasinzile ukudalika ulo ulukani ing'oko iyihuma mwikombo ilihelesa yihoma nawo ligalu, yivalema na ukuvawulaga. 
REV.11.8	Imifimba jawo gisigala mumakasi ga iboma ingomi pa kwigilisa iboma iyo ku Sodoma na Misili kwa Umutwa vave atumbikwe. 
REV.11.9	Avanu va ing'olo mbesili indongele, ing'i na ilivala savagilava imifimba ijo kwa ulusika lwa filo fidatu na ikilipinga, na sisavatawula gitagwe. 
REV.11.10	Avanu avakwikalaga mung'i savahekelela ifwa ya avanu iwo avavili. Savawuyapa uluhekelelo na ukwisindikila ifipelwa pakuva avavisi iva avavili vakavelige vakuvafwahisa pakomi avanu va mung'i.
REV.11.11	Neke pefilutye ifyo ifilo ifidatu na ikilipinga umuhe gwa uwumi ukuhuma kwa Nguluvi gwavinje, nawo ndawe vimige, mbevali avavawene vibatike na umuhwehwe mukomi. 
REV.11.12	Ndawe iwo avavisi vapulike iliswi likwihuga ukuhuma kuchanya likuvatigila, “Musage ipa pachanya!” Nawo swe vakwilila pachanya kuchanya mwifufu, avatavangu vawo viva we vakuvalava. 
REV.11.13	Pa ikivalilo kicho kwave na ikitulo kikomi cha ing'i, ulubali ulumwi lwa iyimwi kwa nyichumi ya ing'i yanangike. Avanu mbilima simufung'ati vaafwe ukwimila ikitulo kicho cha ing'i. Avanu avasige wogwipe pakomi, swe vakumulumba Nguluvi va kuchanya.
REV.11.14	Ineseko isa kavili yesilutye, neke lavage! Ineseko isa wudatu sikusa sikwangufya.
REV.11.15	Ndawe umunyivaha uva mufung'ati akuvige ilipembe lyakwe. Na amaswi makomi gapulise kuchanya gitigila, “Lino uwutema wa mung'i ye wuve wa Umutwa vetu na Kilisito vakwe. Nave atema kitasila.” 
REV.11.16	Ndawe vala avavaha machumi gavili na vatayi na avakong'ome pa Nguluvi mufigoda fyawo fya uwutwa, vagwe kinyalileme, swe vakumusunyalila Nguluvi, 
REV.11.17	Vitigila:
REV.11.17	“Mutwa Nguluvi munyaludali,
REV.11.17	yewikwali na yewewikwali!
REV.11.17	Tukukulumba,
REV.11.17	pakuva ukwete uludali lwako ulukomi
REV.11.17	swe vivanga ukutema!
REV.11.18	Avanu avamyanza vibatiike na ililakali,
REV.11.18	pakuva ulusika lwa uwuvifu wako lufikite,
REV.11.18	ulusika lwa ukuvahiga avafwe.
REV.11.18	Lwe lusika lwa ukuvaposa
REV.11.18	avakami vako avavisi,
REV.11.18	avanu vako na mbevali avakulipela indolo
REV.11.18	litawa lyako, avavina na avadodo.
REV.11.18	Lwe lusika lwa ukuvawulagila ng'ani
REV.11.18	vala vevakuyiwulagila ng'ani ing'i.”
REV.11.19	Itembeli ya Nguluvi kuchanya swe yidindulwa, na Ilisandiko lya Lufingano lwakwe lyawonike mu Tembeli yakwe. Ndawe kwawonekige limemi, liswi, limadadama, ikitulo cha ing'i na indonya ngomi yinyamaganga.
REV.12.1	Sweno, ikilagilo ikikomi chawonike kuchanya. Epwali ipo umung'inetu yeemufwike lisuva, na umwesi pasi pa magulu gakwe, na ingela na ing'eng'esi nyichumi na sivili mumutwe gwakwe! 
REV.12.2	Umung'inetu uyo ali na filo, ayofile ukwimila uwuvafi wa ukwivikula sambi egale umwana.
REV.12.3	Ikilagilo ikingi chawonike kuchanya: liyoka likomi lidung'u na linya membe nyichumi na imitwe gimufung'ati, na imitwe mbegili jemifwike ingela. 
REV.12.4	Liyoka ilyo lyakulumite likola umukila gwalyo ing'eng'esi iyimwi kwa isidatu ya ing'eng'esi isa kwilanga na ukusitoosa pasi mung'i. Nalyo limite pa uyo Umung'inetu yeali pipi ukwegala umwana, ligelanise hilo ukumumila umwana, pembe hela egalwe. 
REV.12.5	Ndawe umung'inetu uyo egalige umwana mukwamisi, yula yeatema avanu va ing'i mbesili ikola ulugoda lwa ichuma. Neke umwana uyo swe inyelebulwa na ukusindikwa kwa Nguluvi na ku kigoda chakwe cha uwutwa. 
REV.12.6	Swe uyo mwayuva akimbilye ku balali, kula kwe Nguluvi alamugelanikise apono apawunamu pala pealalolelwa ikale kwa ulusika lwa filo mbilima yimwi na magana gavili na machumi gimutanda (1260).
REV.12.7	Ndawe kwalamukige ligalu kuchanya: Mikaeli na avanyivaha vakwe vihomile na lilyo liyoka, nalyo lyavananzile pamwinga na vanyivaha vakwe. 
REV.12.8	Neke ulwene liyoka ilyo silyahwaniti ukuvalema, na pambele kangi sipavi na ikilega chalyo kuchanya ukwimila ilyene nambi vanyivaha valyo. 
REV.12.9	Sweno, liyoka lilyo ilikomi lyatosiwe kwivala. Liyoka ilyo ye yula liyoka lya pidaha yuyo yeitambulwagwa kangi, Ibilisi apangi Setani. Ye akuyisanga ing'i mbeyili. Nachene, atoosiwe mung'i, na ililugu lyakwe mbelili pamwinga nave.
REV.12.10	Ndawe ndapulikige liswi likomi kuchanya litigila, “Lino uwukombolwa uwihuma kwa Nguluvi yewufikite! Uludali na Uwutwa wa Nguluvi vetu yewuwonike pawelu. Nayi Kilisito aluvisile pawelu ululagi lwakwe! Pakuva yula umusongela va avanyalukolo vetu, yeakwimaga pa Nguluvi akuvasongela pakilo na pakimunyi, lino atoosiwe kwivala. 
REV.12.11	Vanyalukolo vetu yevadwesise kwa idanda ya umwanang'olo na kwa uludali lwa uwanachene wevawulaalikige, pakuva sivawutugiti na uwunani wawo ukuta kinu hilo, swe viva vidiche nambi ukufwa. 
REV.12.12	Palulo, muhekelelage nyenye mwe kuchanya na mbefili ifikwikala kuko. Neke, mwinalyo nyenye mwe ing'i na ibahali, pakuva Ibilisi avasye we ina lilakali na uwuvifu wukomi, pakuva akulukagula ukuta ifilo fyakwe ifisige ye fikefu.”
