GEN.1.1	Hasieran, Jainkoak zeru-lurrak egin zituen
1CO.16.9	lan handia egiteko aukera ederra egokitu baitzait, nahiz eta asko izan aurka jarri direnak.
1CO.16.10	Timoteo joango balitz, hartzazue ongi, zuen artean uzkurtua egon ez dadin, bera ere ni bezala Jaunaren lanean ari baita.
1CO.16.11	Ez dezala inork gutxiets. Emaiozue laguntza niregana etortzeko bidaiari bakean jarrai diezaion, haren zain bainago senideekin
1CO.16.12	Apolo anaiari dagokionez, behin eta berriz eskatu nion senideekin zuengana joateko, baina oraingoz ez du joan nahi izan. Joango da, egokiera izango duenean.
1CO.16.13	Egon erne, iraun sendo sinesmenean, joka gizonki eta izan indartsu.
1CO.16.14	Egin dezazuen guztia egin maitasunez.
1CO.16.15	Senideok, eskabide bat egin behar dizuet: badakizue Estebanen etxekoak izan direla Akaiako
1CO.16.16	Jar zaitezte horrelako pertsonen gidaritzapean eta horiena bezalako lanean saiatzen diren guztienean. 
1CO.16.17	Pozik nago Esteban, Fortunato eta Akaiko etorri direlako, haiek bete baitute zuen hutsunea, 
1CO.16.18	eta lasaitu egin gaituzte, bai neu eta bai zuek. Izan, beraz, esker oneko horrelako horiekin.
1CO.16.19	Asia probintziako
1CO.16.20	Goraintziak, azkenik, senide guztien partetik. Agur ezazue elkar besarkada santuaz.
1CO.16.21	Azken agurra neure eskuz idazten dizuet: Paulok.
1CO.16.22	Madarikatua Jauna maite ez duena! Marana tha
1CO.16.23	Jesus Jaunaren grazia izan bedi zuekin. 
1CO.16.24	Denok maite zaituztet Jesu Kristoren baitan.
2CO.1.1	Nik, Paulok, Jainkoak hala nahirik, Jesu Kristoren apostolu naizen honek, eta Timoteo anaiak, Korinton dagoen Jainkoaren eliz elkarteari eta Akaia
2CO.1.2	Jainko gure Aitak eta Jesu Kristo Jaunak eman biezazkizuete grazia eta bakea.
2CO.1.3	Bedeinkatua Jainkoa, Jesu Kristo gure Jaunaren Aita, Aita errukitsu eta kontsolamendu ororen iturri den Jainkoa!
2CO.1.4	Berak ematen digu adore atsekabe guztietan, guk ere besteak edozein atsekabetan adoretu ahal izan ditzagun geuk Jainkoarengandik hartzen dugun adoreaz. 
2CO.1.5	Izan ere, Kristorengatik jasan behar ditugun sufrimenduak ugari badira, ugaria da, era berean, Kristok ematen digun adorea.
2CO.1.6	Guk atsekabeak jasaten baditugu, zuek adorea eta salbamena har ditzazuen jasaten ditugu; adorea hartzen badugu, zuek adorea har dezazuen hartzen dugu, adore honek eraginik iraupenez eraman ahal izan ditzazuen guk geuk ere eramaten ditugun sufrimenduak. 
2CO.1.7	Eta zuengan daukagun itxaropenak oinarri sendoak ditu, bai baitakigu gure sufrimenduetan parte duzuenok adorean ere izango duzuela.
2CO.1.8	Senideok, jakin behar duzue nolako larrialdiak izan nituen Asia probintzian. Biziko nintzen itxaropena bera ere galdua nuen, ezin jasan ahalako larrialdi handiak
2CO.1.9	Bai, etsia nengoen heriotza-epaia gainean nuela; baina horrela, neuregan ez, baizik eta hilak pizten dituen Jainkoarengan konfiantza jartzen ikasi nuen. 
2CO.1.10	Berak atera ninduen, eta aterako nau aurrerantzean ere, horrelako heriotza-arriskutik; berarengan dut jarria itxaropena, eta onik aterako nau hemendik aurrera ere.
2CO.1.11	Lagun iezadazue zuek ere zeuen otoitzez. Horrela, lagun askoren erreguei esker Jainkoak emango didan laguntza dela bide, eskerrak ere askok emango dizkiote niri egindako mesedeengatik.
2CO.1.12	Harrotzeko nire bidea neure kontzientziaren aitorpena da; kontzientziak esaten dit Jainkoak emandako xalotasun
2CO.1.13	Nire gutunetan ere ez dago beraietan irakurtzen eta ulertzen duzuena besterik; ez dago ezkutuko asmorik. Eta espero dut bete-betean ulertuko duzuela, 
2CO.1.14	dagoeneko erdizka bederen ulertu didazuena, hau da: ni zuentzat harrogarri izango naizela, zuek niretzat izango zareten bezala, Jesus gure Jauna agertuko den egunean
2CO.1.15	Uste horrekin, hain zuzen, lehenbizi zuek ikustera joateko asmoa nuen, nire bisitaren poza bi aldiz
2CO.1.16	Korinton barrena joatekoa nintzen Mazedoniara
2CO.1.17	Arinkeriaz hartu ote nuen horrelako asmo hori? Edota giza helburu maltzurrez hartzen ote ditut neure asmoak, orain «bai» eta gero «ez» zuei esanez?
2CO.1.18	Ongi daki Jainkoak zuei hitz egitean ez nabilela batean «bai» eta bestean «ez».
2CO.1.19	Guk, Silvanok, Timoteok eta nik neuk, hots egin dizuegun Jainkoaren Seme Jesu Kristo ez zen izan batean «bai» eta bestean «ez»; harengan dena «bai» izan zen,
2CO.1.20	hau da, Jainkoak agintzari guztiei baietza eman die harengan; horregatik, Kristoren bitartez esaten diogu «Amen»
2CO.1.21	Jainkoa da, ni eta zuek Kristorenganako fedean sendo ezarri gaituena: berak sagaratu gaitu,
2CO.1.22	bere ezaugarriaz markatu gaitu eta Espiritua ipini du gure baitan, hartuko dugunaren garantia bezala.
2CO.1.23	Jainkoa bera dut testigu, eta hil nadila bertan egia ez badiot: Korintora oraindik joan ez banaiz, zuei dizuedan begiruneagatik da.
2CO.1.24	Banuen gogoa, ez, noski, zuen sinesmena neure menpe eduki nahi dudalako —sinesmenean sendo baitzaudete—, zuekin elkarlanean jarduteko baizik, zuen pozerako.
2CO.2.1	Baina berriro nahigaberik ez nizuela eman behar eta, zuengana ez joatea erabaki dut.
2CO.2.2	Izan ere, nik nahigabea ematen badizuet, nork poz nazake ni zeuek izan ezik, neuk nahigabetu zaituztedanok izan ezik? 
2CO.2.3	Hau zen, hain zuzen, nire gutunaren
2CO.2.4	Nire atsekabea eta barruko kezka hain handiak zirenez, negarrez idatzi nizuen; baina ez zuek nahigabetzeko asmoz, nolako maitasun neurrigabea dizuedan adierazteko baizik.
2CO.2.5	Norbaitek nahigabetu banau, ez nau ni nahigabetu
2CO.2.6	Horrelako horrek badu nahikoa zuetako gehienek ezarri dioten zigorraz; 
2CO.2.7	orain, ordea, barkatu eta adorea eman behar diozue, gehiegizko nahigabeak lur joa utz ez dezan. 
2CO.2.8	Arren, beraz, ager iezaiozue berriro ere zeuen maitasuna. 
2CO.2.9	Hain zuzen, honetarako ere idatzi nizuen: zuek probatzeko, gauza guztietan esaneko zareten ala ez jakiteko, alegia.
2CO.2.10	Eta zuek barkatzen diozuenari, nik ere barkatzen diot; izan ere, nik barkatzen badut —barkatzekorik ezer baldin badut—, zuengatik barkatzen dut Kristoren aurrean. 
2CO.2.11	Ezagunak ditugu Satanasen azpikeriak, eta ez dugu nahi arazo honetan hura irabazian ateratzerik.
2CO.2.12	Troadera Kristoren berri ona hots egitera iritsi nintzenean, Jaunarentzat lan egiteko aukera ederra aurkitu nuen;
2CO.2.13	baina Tito
2CO.2.14	Eskerrak ematen dizkiot Jainkoari, Kristoren bidez lortu duen garaipenaren
2CO.2.15	Izan ere, Kristok Jainkoari eskaintzen dion intsentsuaren usaina bezala gara bai salbatzen direnentzat, bai galtzen direnentzat:
2CO.2.16	galtzen direnentzat, heriotza ematen duen heriotza-usaina; salbatzen direnentzat, berriz, bizitza ematen duen bizi-usaina.
2CO.2.16	Eta nor da gai eginkizun horretarako?
2CO.2.17	Gu ez gabiltza salerosketan Jainkoaren mezuarekin, beste asko bezala; zintzotasunez mintzo gara, Jainkoaren izenean, beronen aurrean eta Kristok eraginda ari garela jakinik.
2CO.3.1	Berriro hasi ote naiz neure burua gomendatzen? Zuentzako edo zuengandiko gomendio-gutunen beharra ote dut, beste zenbaitek bezala?
2CO.3.2	Zeuek zarete nire gomendio-gutuna, neure bihotzean idatzia daramadana eta jende guztiak ezagutu eta irakurri duena. 
2CO.3.3	Garbi dago, izan ere, zuek Kristoren gutuna zaretela, neuk idatzia, eta ez tintaz, Jainko biziaren Espirituaz baizik; ez harlauzatan, haragi-losatan
2CO.3.4	Horixe da Kristori esker Jainkoaren aurrean dudan konfiantza. 
2CO.3.5	Ez ni neurez zerbaitetarako gai naizela uste dudalako; gaitasuna Jainkoarengandik datorkit,
2CO.3.6	berak egin bainau gai itun berriaren zerbitzari izateko. Itun hori ez da legearen letra soilean
2CO.3.7	Heriotzara zeraman legearen zerbitzua, harlauzatan letraz idatziarena alegia, ospez beterik agertu zen, eta israeldarrek ezin zioten Moisesi aurpegira begiratu, zerion distiragatik —distira hura iragankorra zen arren—.
2CO.3.8	Ba, zenbatez ospetsuago ez ote da izanen Espirituagan oinarrituriko itunaren zerbitzua! 
2CO.3.9	Gaitzespenerako izan zenaren zerbitzua ospez betea agertu bazen, zenbatez ospetsuago ez ote da izango salbamenerako denaren zerbitzua!
2CO.3.10	Hain zuzen, lehen ospez betea zenak galdu egin du orain ospe hori, oraingoaren ospe ezin handiagoaren aldean. 
2CO.3.11	Beraz, iragankor zena ospez betea bazegoen, iraunkor denak askoz ospe handiagoa izanen du.
2CO.3.12	Horregatik, honelako itxaropena dugularik, askatasun osoz jokatzen dugu; 
2CO.3.13	eta ez Moisesek bezala, hark zapi batez
2CO.3.14	Baina ilundu egin zitzaien adimena israeldarrei, eta gaur bertan ere, itun zaharreko idaztiak irakurtzen dituztenean, hor irauten du haientzat estalki horrek, Kristok bakarrik ken baitezake.
2CO.3.15	Bai, gaurdaino, Moisesen liburuak
2CO.3.16	Norbait Jaunarengana itzultzen denean bakarrik kentzen zaio estalkia.
2CO.3.17	Jaun hori, berriz, Espiritua da
2CO.3.18	Gu guztiok, aurpegia agerian dugula, Jaunaren aintza islatzen dugu, eta haren irudira ari gara eraberritzen, gero eta distiratsuago bihurtuz, Jaunaren Espirituaren eraginez.
2CO.4.1	Horregatik, zerbitzu hau Jainkoak bere errukiz eman digula jakinik, ez dugu kemenik galtzen.
2CO.4.2	Uko egin diegu isilpeko baliabide lotsagarriei; ez dugu azpikeriaz jokatzen, ezta Jainkoaren mezua faltsifikatzen ere. Aitzitik, egia argi eta garbi azalduz, geure buruak sinesgarri bihurtzen dizkiegu gizon-emakume guztiei Jainkoaren aurrean.
2CO.4.3	Guk hots egiten dugun berri ona ilun gertatzen bada, galtzen direnentzat gertatzen da ilun, 
2CO.4.4	sinesgabeentzat alegia; Satanasek, mundu honetako jainkoak, itsutu egin baitie adimena, Jainkoaren irudi den Kristo aintzatsuaren berri onaren argi distiratsua ikus ez dezaten.
2CO.4.5	Ez gara geure buruak predikatzen ari, Jesu Kristo Jauna dela
2CO.4.6	«Distira beza argiak ilunpetan» esan zuen Jainkoak berak piztu du argia gure bihotzetan, Jesu Kristoren aurpegian distira egiten duen Jainkoaren aintza argiro ezagut dezagun.
2CO.4.7	Baina altxor baliotsu hau buztinezko ontzitan daramagu, garbi ager dadin honenbesteko indarra Jainkoarengandik datorrela eta ez guregandik.
2CO.4.8	Alde guztietatik estutzen gaituzte
2CO.4.9	erasopean bai, baina eskutik utzita ez; lurrera botatzen gaituzte, baina suntsitzen ez; 
2CO.4.10	nonahi eta beti Jesusen heriotza daramagu guregan, Jesusen bizia ere guregan ager dadin. 
2CO.4.11	Bizi garen bitartean, beti heriotzara garamatzate Jesusengatik, gure izate hilkor honetan Jesusen bizia ere ager dadin.
2CO.4.12	Horrela, guregan heriotza ari da; zuengan, berriz, bizia.
2CO.4.13	Hau dio Liburu Santuak
2CO.4.14	jakinik, Jesus Jauna piztu duenak piztu egingo gaituela gu ere Jesusekin eta beronen ondoan ipiniko gaituela zuekin batera.
2CO.4.15	Hau guztia zuen onerako da, Jainkoaren dohaina askorengana ugari zabaltzean, esker ona ere ugal dadin, Jainkoaren aintzarako.
2CO.4.16	Horregatik, ez dugu adorea galtzen. Gure gorputza hondatzen ari bada ere, barrutik
2CO.4.17	Izan ere, oraingo gure nekeek, une batekoak eta arinak izanik, betikoak den aintza paregabea prestatzen digute.
2CO.4.18	Geure begiak ez ditugu ipintzen ikusten diren gauzetan, ikusten ez direnetan baizik; ikusten direnak behin-behinekoak baitira; ikusten ez direnak, berriz, behin betikoak.
2CO.5.1	Jakin badakigu, mundu honetan bizileku dugun oihal-etxola
2CO.5.2	Horregatik, hain zuzen, hasperenka gaude, oraingoaren gainetik zeruko geure bizileku hura janzteko irrikaz,
2CO.5.3	orduan lurreko geure gorputzaz jantzirik bagaude behintzat, eta ez biluzgorri
2CO.5.4	Bai, oihal-etxola honetan bizi garenok, hasperenka gaude larri, ez baitugu oraingo jantzi hau galdu nahi, baizik eta honen gainetik beste jantzia hartu nahi dugu, hilkor dena biziak beregana dezan.
2CO.5.5	Horretarako egin gaitu Jainkoak, eta horren garantiatzat Espiritua eman digu.
2CO.5.6	Beraz, uste onez beteak gaude beti, nahiz eta jakin, gorputz hau geure egoitza dugun bitartean, Jaunarengandik erbesteratuak gaudela.
2CO.5.7	Sinesmenaren argiak gidatzen gaitu, eta ez ikusten dugunak.
2CO.5.8	Uste onez gaude, bai, baina nahiago genuke gorputz honetatik erbesteratuak izan Jaunarekin bizitzera joateko.
2CO.5.9	Nolanahi ere, gorputzean nahiz gorputzetik kanpo, Jaunari atsegingarri izaten ahalegintzen gara, 
2CO.5.10	guztiok Kristoren auzitegian agertu behar baitugu, nork bere ordaina jasotzeko, saria nahiz zigorra, gorputzean bizi garelarik egindakoaren arabera.
2CO.5.11	Jakinik, beraz, Jaunari zer begirune zor zaion, gizon-emakumeak konbentzitzen ahalegintzen gara. Ondo baino hobeto daki nor garen Jainkoak, eta zuek ere zeuen baitan badakizuelakoan nago. 
2CO.5.12	Ez gabiltza berriro geure burua zuen aurrean gomendatzen; guregatik harrotzeko aukera eman nahi dizuegu. Horrela jakingo duzue zer erantzun, egiaz barruan dutenaz ez, baina kanpoko itxuraz harrotzen direnei.
2CO.5.13	Burua galdurik bezala agertu bagara, Jainkoarengatik izan da, eta orain geure senean agertzen bagara, zuengatik da. 
2CO.5.14	Izan ere, Kristoren maitasunak bultzatzen gaitu, jakinik bat denengatik hil dela eta, ondorioz, denak hil direla
2CO.5.15	Kristo denengatik hil da, bizi direnak ez daitezen berentzat bizi, beraiengatik hil eta piztu den harentzat baizik.
2CO.5.16	Beraz, hemendik aurrera ez dugu inor giza ikuspegi hutsez
2CO.5.17	Beraz, Kristorena dena sorkari berri da; zaharrarenak egin du, berria sortu da.
2CO.5.18	Hau guztia Jainkoarengandik dator, Kristoren bitartez berekin adiskidetu baikaitu eta adiskidetzeko zerbitzua gure esku utzi du.
2CO.5.19	Bai, Jainkoa da Kristoren bitartez mundua berekin adiskidetu duena, gizon-emakumeei bekatuen kontuak eskatu gabe, eta adiskidetzearen mezu hau gure esku utzi duena. 
2CO.5.20	Kristoren mandatari gara, beraz, eta Jainkoak berak gure bitartez erregutuko balizue bezala da. Kristoren izenean eskatzen dizuegu: egitzazue bakeak Jainkoarekin.
2CO.5.21	Bekatuarekin zerikusirik ez zuen hura, guregatik bekatuarekin bat egin zuen Jainkoak, guk haren bitartez Jainkoarengandik salbamena irits dezagun.
2CO.6.1	Jainkoak bere ekintzan lankide gaituenez gero, eskatzen dizuegu ez dezazuela alferrik har haren onginahia. 
2CO.6.2	Izan ere, Jainkoak dio:
2CO.6.2	Begira, bada, oraintxe da onginahi-garaia, oraintxe salbamen-eguna.
2CO.6.3	Ez diogu inori okerrerako biderik eman, gure zerbitzua toki txarrean geldi ez dadin; 
2CO.6.4	baizik eta gauza guztietan Jainkoaren zerbitzari garela agertzen dugu, jasaten dugun guztian eroapen handia erakutsiz: atsekabe, beharrizan eta estuasunetan,
2CO.6.5	zigor, kartzela, nahaspila eta lan neketsuetan, lo faltan eta janari-gabezian. 
2CO.6.6	Biziera garbiz jokatzen dugu, jakinduriaz, pazientziaz eta bihotz onez, Espiritu Santuaren dohainez eta benetako maitasunez, 
2CO.6.7	egiaren mezua hots eginez eta Jainkoaren indarra erakutsiz. Nahiz erasorako nahiz defentsarako, ez dugu Jainkoaren salbamen-indarra beste armarik
2CO.6.8	ohoratzen gaituztela nahiz iraintzen, gutaz ongi hitz egiten dutela nahiz gaizki. Gezurtitzat jotzen gaituzte, egia esaten dugun arren; 
2CO.6.9	ezezaguntzat, ongi ezagunak garen arren; hilzorian gaude, baina oraindik bizirik; zigortuak, baina ez hilak;
2CO.6.10	tristetzat jotzen gaituzte, baina beti pozik gaude; behartsutzat, baina beste asko aberasten dugu; ezertxo ere ez bagenu bezala, guztiaren jabe garelarik.
2CO.6.11	Korintoarrok, xalotasun osoz mintzatu natzaizue, zabal-zabalik ireki dizuet neure bihotza. 
2CO.6.12	Nire barruan harrera zabala duzue; zuek, ordea, itxirik duzue bihotza niretzat. 
2CO.6.13	Erantzun iezadazue zuenganako nire jokabideari dagokionez. Seme-alabei bezala mintzo natzaizue; zabaldu zuek ere zeuen bihotzak.
2CO.6.14	Ez nahas
2CO.6.15	Etor ote daitezke bat Kristo eta deabrua, edota harremanik izan ote daiteke fededunaren eta fedegabearen artean? 
2CO.6.16	Zein kidetasun izan dezake Jainkoaren tenpluak sasijainkoekin? Zeren gu Jainko biziaren tenplu baikara
2CO.6.17	Horregatik, hau dio Jaunak:
2CO.6.18	Hau dio Jaun ahalguztidunak.
2CO.7.1	Ene maiteok, honelako agintzariak ditugunez gero, garbi gaitezen gorputzeko eta espirituko zikin guztietatik, eta eraman dezagun bere betera geure sagarapena, Jainkoarenganako begirunean biziz.
2CO.7.2	Egidazue
2CO.7.3	Ez zaituztet gaitzetsi nahi, esana baitizuet barru-barruan zaituztedala: elkarrekin bat eginak gaude, bai heriotzarako, bai bizitzarako.
2CO.7.4	Handia da zuengan dudan konfiantza eta harro nago zuengatik. Adorez betea nago eta pozez gainezka neure atsekabe guztien artean.
2CO.7.5	Mazedoniara
2CO.7.6	Baina bihozgabetuei adore ematen dien Jainkoak adorez bete ninduen Titoren
2CO.7.7	Eta ez bakarrik haren etorrerarekin, baita zuengandik ekarri zizkidan berri pozgarriekin ere: berak jakinarazi zizkidan ni ikusteko duzuen irrika, zuen damu-negarra eta nirekiko maitasuna. Horrek oraindik gehiago poztu ninduen.
2CO.7.8	Horregatik, nire gutun harekin
2CO.7.9	orain poztu egiten naiz; ez, noski, eman nizuen nahigabeagatik, nahigabe horrek zeuen jarrera aldatzera eraman zintuztelako baizik. Zuen nahigabea Jainkoak nahi bezalakoa izan zen; beraz, ez nizuen inolako kalterik egin. 
2CO.7.10	Izan ere, Jainkoaren asmoen araberako nahigabeak salbamenera garamatzan bizi-aldaketa dakar ondorio, eta horretaz damutu beharrik ez dago. Mundu honetatik datorkigun nahigabeak, berriz, heriotzara eramaten gaitu.
2CO.7.11	Begira, bestela, zer sortu zuen zuengan Jainkoaren araberako nahigabe horrek: nolako ardura eta zeuen buruak zuritu beharra, nolako haserrea eta beldurra! Nolako irrika eta zaletasuna nireganako, nolako bizkortasuna erruduna zigortzeko! Garbi azaldu duzue errugabe zinetela arazo honetan. 
2CO.7.12	Idatzi, beraz, ez nizuen idatzi iraina egin zuenarengatik, ezta hartu zuenarengatik
2CO.7.13	Zuen jokabideak kontsolatu egin nau.
2CO.7.13	Eta oraindik gehiago poztu nau Titoren zoriona ikusteak, zuek guztiok biziberritua utzi baituzue berorren bihotza. 
2CO.7.14	Zuetaz egin nizkion goraipamen guztiak ez dira gezur gertatu; bestela baizik, zuei beti egia esan dizuedan bezala, egia gertatu dira zuetaz Titori egin nizkion goraipamenak ere. 
2CO.7.15	Zuek guztiok agertu zenioten mendetasuna eta nolako begirunez hartu zenuten gogoratzean, handiago egiten zaio zuekiko maitasuna.
2CO.7.16	Zuengan konfiantza osoa izan dezakedala jakiteak pozez betetzen nau.
2CO.8.1	Senideok, Jainkoak Mazedoniako eliz elkarteei izan dien onginahia jakinarazi nahi dizuet.
2CO.8.2	Atsekabealdi gogorra jasan behar izan duten arren, haien poza neurrigabekoa izan da eta, gabezia gorrian izan arren, oso eskuzabal agertu dira.
2CO.8.3	Ahal zutena eta gehiago ere eman dutela testigu naiz. Beren gogoz, 
2CO.8.4	arren eta arren eskatzen zidaten fededunen
2CO.8.5	Eta nik uste baino gehiago ere egin dute: lehendabizi Jaunari eman zizkioten beren buruak, eta gero niri, Jainkoak nahi bezala. 
2CO.8.6	Horregatik eskatu diot Titori, zuen eskuzabaltasunezko egintza hau berak hasi zuenez gero, burutu ere berak buru dezala zuen artean.
2CO.8.7	Gauza guztietan aberats zarete: sinesmenean, hitz egiteko gaitasunean, jakintzan, denetarako arduran eta nireganako maitasunean
2CO.8.8	Hau ez dizuet aginduz esaten, beste eliz elkarteen arreta ikusiz, zeuen maitasunaren jatortasuna erakusteko aukera izan dezazuen baizik.
2CO.8.9	Ezaguna duzue Jesu Kristo gure Jaunaren eskuzabaltasuna: aberats izanik, behartsu egin zen zuengatik, bere behartsu izateaz zuek aberats egiteko.
2CO.8.10	Aholku bat ematen dizuet gai honi buruz. Iaz zuek izan zineten lehenengoak, diru-bilketa egiten ez ezik, baita horretarako erabakia hartzen ere; on duzue, bada, 
2CO.8.11	orain egintza hori azkeneraino eramatea. Honela, hasierako asmo onaren parekoa izanen da egintzaren burutzapena ere, zuen ahalbideen arabera. 
