MAT.1.1	Detta är förfäderna till Jesus Kristus
1PE.3.4	Nej, satsa istället på ert inre, så att ni har ett mjukt och behagligt sätt. Det är en skönhet som aldrig försvinner, och något som är dyrbart i Guds ögon. 
1PE.3.5	Den skönheten fanns hos de kvinnor som levde för länge sedan och tillhörde Gud. De litade på Gud och satte sin man före sig själva. 
1PE.3.6	Sara till exempel lydde sin man Abraham och kallade honom herre. Ha henne som förebild och gör det som är gott utan att vara rädda för någonting.
1PE.3.7	Ni gifta män måste leva tillsammans med er fru på ett sätt som stämmer med den undervisning ni har fått. Visa omsorg om henne, eftersom hon är svagare och mer utsatt. Och kom ihåg att också hon en dag ska få del av det eviga livets gåva, så visa henne respekt. Ja, behandla er fru så som Gud vill, annars kommer han inte att svara på era böner.
1PE.3.8	Och nu ett ord till er alla: Försök att leva i fullständig harmoni med varandra. Tänk alltid på vad som är bäst för andra. Älska varandra så som syskon bör göra, visa varandra medlidande och erkänn ert behov av varandra. 
1PE.3.9	Se till att ingen hämnas på någon, och att ingen hånar tillbaka om han blir hånad. Nej, be istället att Gud ska ge era fiender allt gott. Det är vad Gud vill att ni ska göra, eftersom ni själva har blivit inbjudna att en dag få del av allt hans goda.
1PE.3.10	"Om du älskar livet och vill kunna njuta av det, försök då att kontrollera din tunga. Tänk på varje ord som kommer över dina läppar. Säg inget ont och ljug aldrig! 
1PE.3.11	Sluta att göra det som är ont och gör det som är gott. Sträva efter att leva i frid med alla. 
1PE.3.12	Herrens ögon vakar över dem som lyder honom, och hans öron hör deras böner. Men han är emot dem som gör det onda."
1PE.3.13	Ingen gör er väl illa om ni är ivriga att göra det goda? 
1PE.3.14	Men om människor gör er illa därför att ni följer Guds vilja, ska ni se det som en förmån. Var inte rädda för dem och låt er inte skrämmas. 
1PE.3.15	Ni ska ära och upphöja Jesus Kristus, han som är Herre i era liv. Och om någon frågar om er tro, ska ni vara beredda att redogöra för ert hopp om evigt liv. 
1PE.3.16	Men svara med respekt, och utan att verka malliga. Se till att ni alltid har ett gott samvete. Då måste de som anklagar er skämmas över att de talar illa om allt det goda som ni gör därför att ni tillhör Kristus. 
1PE.3.17	Ibland kan det vara Guds vilja att vi får lida för att ha gjort något gott. Men det är i alla fall bättre än att lida för att ha gjort något ont.
1PE.3.18	Kristus själv fick ju lida. Han dog för att ta straffet för våra synder, en gång för alla. Ja, han som aldrig hade gjort något ont, dog för att vi onda människor skulle få förlåtelse och kunna komma till Gud. Hans kropp blev dödad, men Guds Ande gjorde honom levande igen.
1PE.3.19	Genom Guds Andes kraft kunde han sedan gå och tala till de andar som Gud håller fängslade.
1PE.3.20	Det var de andar som under Noas tid vägrade att lyda Gud, trots att han tålmodigt väntade på dem medan Noa byggde sin båt. Bara åtta personer blev sedan räddade när vattnet översvämmade jorden.
1PE.3.21	Detta vatten är en bild på dopet, som nu räddar er på grund av att Jesus Kristus har uppstått från de döda. Dopet handlar ju inte om att kroppen tvättas ren från smuts, utan om att vi vänder oss till Gud och ber att få våra synder borttvättade. 
1PE.3.22	Ja, Jesus Kristus uppstod från de döda och återvände sedan till himlen. Där sitter han nu på Guds högra sida och regerar, sedan alla änglar och makter och krafter har lagts under honom.
1PE.4.1	Eftersom Jesus Kristus fick lida med sin kropp, ska också ni vara beredda att göra det. Och den som är villig att lida för att följa Kristus, väljer att sluta synda. 
1PE.4.2	Han vill inte resten av livet styras av de onda begär som finns i hans mänskliga natur, utan strävar efter att göra Guds vilja. 
1PE.4.3	Och ni har ju redan syndat tillräckligt, genom att ni tidigare levde i sexuell lössläppthet och deltog i hejdlösa orgier, att ni drack er fulla och var med på vilda fester och organiserat supande tillsammans med andra som inte kände Gud. Ja, ni ägnade er åt all möjlig skamlig avgudadyrkan.
1PE.4.4	Era gamla vänner är förvånade över att ni inte längre vill vältra er i detta träsk av sex och droger tillsammans med dem, och därför hånar de er. 
1PE.4.5	Men kom ihåg att också de en dag måste ansvara för sina handlingar inför Gud, han som står beredd att döma både dem som nu lever och de som har hunnit dö. 
1PE.4.6	Ja, alla människor ska stå inför Gud. Därför berättades det glada budskapet om Jesus också för de troende som nu är döda. De har dött, precis som alla människor måste göra, men de ska leva för evigt som Gud, eftersom de tog emot budskapet.
1PE.4.7	Men tidens slut är snart här. Var därför självbehärskade och tänk klart, så att ni kan be. 
1PE.4.8	Och viktigast av allt är att ni älskar varandra av hela hjärtat, för den som älskar förlåter sina medmänniskor hur mycket ont de än har gjort honom. 
1PE.4.9	Ta också emot människor i era hem utan att klaga över det extra arbete det medför.
1PE.4.10	Gud har i sin godhet gett var och en av oss förmågan att utföra vissa uppgifter. Hjälp därför varandra på olika sätt, så att alla får nytta av de förmågor Gud har gett er. 
1PE.4.11	Har du fått förmågan att tala, se då till att du talar enligt Guds budskap. Har du fått förmågan att hjälpa andra, se då till att hjälpa dem med all den kraft som Gud ger. Då ska Gud bli upphöjd och ärad på grund av det som Jesus Kristus gör genom er. Äran och makten tillhör Gud i all evighet. Ja, det är sant!
1PE.4.12	Kära vänner, bli inte förvånade över de många prövningar ni måste gå igenom, för det är vad en troende kan vänta sig. 
1PE.4.13	Var istället glada när ni får lida för Kristus skull, för om ni delar hans lidande nu, ska ni få jubla av glädje den dag han kommer tillbaka i makt och härlighet. 
1PE.4.14	Ja, ni är lyckliga om människor hånar er för Kristus skull, för det är ett bevis på att Guds mäktiga Ande bor i er.
1PE.4.15	Självklart får det aldrig hända att någon av er måste lida för att han har mördat, stulit, ställt till med annat ont eller lagt sig i andras affärer. Det skulle vara en stor skam. 
1PE.4.16	Men den som får lida för att han tillhör Kristus behöver inte skämmas, utan kan hylla Gud för privilegiet att få tillhöra Kristus.
1PE.4.17	Det lidande ni får gå igenom, är ju en slags dom som drabbar Guds eget folk. Men om till och med vi som tillhör Gud måste gå igenom lidande, hur mycket värre ska det då inte bli på domens dag för dem som vägrar att tro på det glada budskapet från Gud? 
1PE.4.18	Det står ju i Skriften: "Om den som följer Guds vilja får gå igenom så mycket lidande innan han blir räddad, hur ska det då inte gå för den som är ond och struntar i Guds räddning?
1PE.4.19	Fortsätt därför att göra det som är gott, även om Gud låter er lida. Lita på honom som skapade er, för han kommer aldrig att överge er.
1PE.5.1	Och nu en förmaning till er som är ledare i församlingen. Jag är ju själv församlingsledare och har med egna ögon sett allt det lidande Jesus Kristus fick gå igenom. Jag ska också tillsammans med er få dela Kristus härlighet när han kommer tillbaka. 
1PE.5.2	Jag vill att ni ska vara som herdar för församlingen, den hjord som Gud har satt er att leda. Ta väl hand om alla, inte därför att ni måste, utan därför att ni själva vill. Det är så Gud vill ha det. Ta inte hand om dem för att få pengar eller annat, utan därför att ni vill tjäna Gud av hela hjärtat. 
1PE.5.3	Uppträd inte som härskare över hjorden utan led den genom att gå före med gott exempel. 
1PE.5.4	Då ska Jesus själv, den högsta herden, belöna er den dag han kommer tillbaka. Och ni ska för evigt få dela hans härlighet.
1PE.5.5	Ni som är unga måste anpassa er efter dem som är äldre än ni och har fått i uppdrag att leda församlingen. Men för er alla gäller, att ingen får vara stolt, utan måste erkänna sitt behov av andra. Det heter i Skriften: "Gud står emot dem som är stolta, men han är god mot dem som erkänner sitt behov av honom."
1PE.5.6	Erkänn därför ert behov av Gud och hans kraft, så kommer han en dag att upphöja er. 
1PE.5.7	Lämna alla bekymmer till honom, för han tar hand om er.
1PE.5.8	Var på er vakt och tänk klart. Akta er för djävulen, er fiende, som stryker omkring som ett rytande lejon bland er och letar efter någon att sluka. 
1PE.5.9	Stå emot hans angrepp och håll fast vid er tro på Jesus. Ge inte upp när ni får lida. Kom ihåg att alla troende i hela världen får gå igenom samma sak.
1PE.5.10	Gud har i sin godhet inbjudit oss till sin eviga härlighet, på grund av det som Jesus Kristus har gjort för oss. Det är bara en kort tid som ni behöver lida, och Gud ska stötta er och ge er kraft, så att ni kan hålla fast vid er tro. 
1PE.5.11	Hans är makten i all evighet. Ja, det är sant!
1PE.5.12	Jag har skrivit detta brev till er med hjälp av Silvanus, en troende bror som jag litar fullständigt på. Jag ville med dessa korta rader uppmuntra er och påminna er om Guds godhet och kärlek, så att ni alltid håller fast vid er tro på honom.
1PE.5.13	Församlingen här i Babylon
1PE.5.14	Hälsa varandra med en kyss för att visa er kärlek.
1PE.5.14	 Med önskan om att Guds frid ska fylla alla er som lever i gemenskap med Kristus. 
2PE.1.1	Från Simon Petrus, som är tjänare och sändebud
2PE.1.1	 Till alla er som har fått samma dyrbara tro som vi, tack vare godheten hos Jesus Kristus, vår Gud, som räddade oss.
2PE.1.2	Jag ber att Gud ska visa er godhet, och att ni för varje dag mer och mer ska fyllas av hans frid genom att ni lär känna Gud och vår Herre Jesus.
2PE.1.3	När vi lärde känna Gud, han som har inbjudit oss att få dela hans härlighet och makt, fick vi också del av den kraft vi behöver för att kunna leva efter hans vilja. 
2PE.1.4	Genom dessa stora och fantastiska löften blir ni alltså lika Gud och slipper följa den här världens onda begär som förstör människors liv.
2PE.1.5	Satsa därför allt på att omsätta er tro i praktisk handling. Lär känna Gud, 
2PE.1.6	så att ni blir självbehärskade och uthålliga och kan lyda honom. 
2PE.1.7	Då kommer ni också att ta hand om varandra, och älska varandra så som syskon bör göra. 
2PE.1.8	Ju mer ni lyder Gud och älskar varandra, desto mer användbara blir ni för vår Herre Jesus Kristus. Då har ni inte lärt känna honom förgäves. 
2PE.1.9	Men den som struntar i både Gud och sina troende syskon, han förstår inte särskilt mycket. Han har redan glömt att Gud har förlåtit hans synder och gett honom ett nytt liv.
2PE.1.10	Kära syskon
2PE.1.11	utan Gud ska en dag välkomna er in i sin nya värld, där vår Herre Jesus Kristus, han som har räddat er, regerar för evigt.
2PE.1.12	Och för att ni den dagen säkert ska bli välkomnade av Gud, tänker jag fortsätta att påminna er om att leva efter hans vilja, även om ni redan känner till allt detta och håller fast vid det sanna budskapet om Jesus. 
2PE.1.13	Men jag ser det som min plikt att fortsätta att påminna er om sanningen, så länge jag lever. 
2PE.1.14	Vår Herre Jesus Kristus har nämligen visat att mina dagar här på jorden är räknade och att jag snart ska dö. 
2PE.1.15	Därför vill jag göra allt för att ni ska minnas min undervisning långt efter att jag är borta.
2PE.1.16	Det var inte några skickligt uttänkta sagor vi berättade för er när vi sa att vår Herre Jesus Kristus kom till oss i makt och ära. Nej, vi fick med egna ögon se honom i hans kungliga glans. 
2PE.1.17+2PE.1.18	Vi var med honom uppe på det heliga berget och fick se hur han strålade av den härlighet han fick från Gud, sin Far. Vi hörde själva hur Gud talade från himlen och ärade honom och sa: "Detta är min älskade Son, han är min glädje."
2PE.1.19	Denna händelse visade oss att det budskap Gud lät profeterna
2PE.1.20	Men framför allt måste ni tänka på att man inte kan tolka de budskap från Gud som finns i Skriften
2PE.1.21	Inget av dessa budskap har ju kommit till på ett mänskligt sätt. Det är Guds Ande som har drivit människor till att skriva ner Guds eget budskap.
2PE.2.1	Men det fanns också profeter som spred falska budskap bland Israels folk, precis som det ska finnas människor som sprider falsk undervisning bland er. De ska smyga in lögner om Gud som förstör er tro. Ja, de ska till och med förneka Herren Jesus, han som har köpt dem fria från deras slaveri under synden. Men genom detta ska de själva gå evigt förlorade. 
2PE.2.2	Många kommer att följa dem och delta i deras vilda och omoraliska liv, och för deras skull kommer Jesus sanna väg
2PE.2.3	I sitt begär efter makt och pengar ska de lura er med påhittade historier. Men Gud har för länge sedan lovat att straffa dem, och de är på väg att gå evigt förlorade.
2PE.2.4	Gud skonade ju inte de änglar som gjorde uppror mot honom, utan kastade ner dem i den mörka avgrunden, där de nu sitter fängslade i väntan på Gud straff.
2PE.2.5	Han skonade inte heller de människor som levde på Noas tid, och som vägrade att lyssna när Noa berättade om den rättvisa dom som skulle drabba dem. Den gången räddade Gud bara Noa och sju andra när han lät den stora översvämningen utplåna alla onda människor.
