GEN.1.1	Alguses lõi Jumal taevad ja maa.
1TI.6.1	Kõik need, kes on orjaikke all, pidagu oma isandaid kõige austuse väärt, et Jumala nime ja õpetust ei pilgataks.
1TI.6.2	Aga kellel on usklikud isandad, ärgu pidagu neid halvemaks, sellepärast et nad on vennad, vaid orjaku neid veel parema meelega, sest et nad on usklikud ja armsad ning harrastavad heategevust. Seda õpeta ja manitse.
1TI.6.3	Kui keegi õpetab teisiti ega hoia meie Issanda Jeesuse Kristuse tervete sõnade ja õpetuse poole, mis viib jumalakartusele,
1TI.6.4	siis on see iseennast täis ega saa aru millestki, vaid on haige küsimuste ja vaidlemiste poolest, millest tõuseb kadedust, riidu, laimu, kurje kahtlusi,
1TI.6.5	alalisi tülitsusi inimeste vahel, kelle mõistus on rikutud ja kellel on tõde läinud käest, kes peavad jumalakartust tuluallikaks.
1TI.6.6	Ent jumalakartus on suur tuluallikas, kui ta on ühendatud rahulolemisega.
1TI.6.7	Ei ole me ju midagi toonud maailma, seepärast me ei või midagi siit ära viia.
1TI.6.8	Aga kui meil on peatoidust ja ihukatet, siis olgem sellega rahul.
1TI.6.9	Ent kes tahavad rikkaks saada, need langevad kiusatusse ja võrku ja paljudesse rumalaisse ja kahjulikesse himudesse, mis suruvad inimesed alla hukatusse ja hävitusse.
1TI.6.10	Sest rahaahnus on kõigi kurjade asjade juur; raha ihaldades on mitmed ära eksinud usust ja on iseendile valmistanud palju torkavat valu.
1TI.6.11	Aga sina, Jumala inimene, põgene selle eest! Taotle õigust, jumalakartust, usku, armastust, kannatlikkust, tasadust!
1TI.6.12	Võitle head usuvõitlust, hakka kinni igavesest elust; selleks sa oled kutsutud ja oled tunnistanud head tunnistust paljude tunnistajate ees.
1TI.6.13	Ma käsin sind Jumala ees, Kes kõik teeb elavaks, ja Kristuse Jeesuse ees, Kes Pontius Pilaatuse ees andis hea tunnistuse,
1TI.6.14	et sa peaksid käsku kinni veatult ja laitmatult kuni meie Issanda Jeesuse Kristuse ilmumiseni,
1TI.6.15	mille omal ajal toob nähtavale õnnis ja ainus vägev valitseja, kuningate Kuningas ja kõigi isandate Issand,
1TI.6.16	Kellel üksi on surematus, Kes elab ligipääsmatus valguses, Keda ükski inimene ei ole näinud ega võigi näha! Temale olgu austus ja igavene vägi! Aamen.
1TI.6.17	Neid, kes on rikkad selles maailmas, manitse mitte olla suurelised ega loota kaduva rikkuse peale, vaid elava Jumala peale, Kes meile annab kõike rohkesti tarvituseks,
1TI.6.18	teha head ja rikkaks saada heade tegude poolest, olla helde käega ning jagada teistele
1TI.6.19	ja koguda enestele raudvara heaks aluseks tuleviku jaoks, et saavutada tõelist elu.
1TI.6.20	Oh Timoteos! Hoia enda hooleks antud vara ning pöördu ära kõlvatuist tühjest juttudest ja valenimelise tunnetuse väidetest,
1TI.6.21	mida mõningad kiidavad enestel olevat ning on ära eksinud usust. Arm teiega!
2TI.1.1	Paulus, Jumala tahtel Kristuse Jeesuse Apostel tõotuse järgi elust, mis on Kristuses Jeesuses,
2TI.1.2	armsale pojale Timoteosele: armu, halastust, rahu Jumalalt Isalt ja Kristuselt Jeesuselt, meie Issandalt!
2TI.1.3	Ma tänan Jumalat, Keda ma oma esivanemaist saadik teenin puhta südametunnistusega, nagu ma ka lakkamata mõtlen sinule oma palvetes ööd ja päevad,
2TI.1.4	igatsedes sind näha ja meelde tuletades sinu pisaraid, et täituda rõõmuga,
2TI.1.5	kui mulle meenub sinu silmakirjatsematu usk, mis enne elas sinu vanaemas Loises ja sinu emas Euniikes ja nüüd, nagu ma olen veendunud, elab ka sinus.
2TI.1.6	Selles asjas ma tuletan sinule meelde, et sa õhutaksid lõkkele Jumala armuande, mis sulle sai minu käte pealepanemise kaudu.
2TI.1.7	Sest Jumal ei ole meile andnud arguse vaimu, vaid väe ja armastuse ja mõistliku meele vaimu.
2TI.1.8	Ärgu olgu sul siis häbi meie Issanda tunnistusest ega minust, Tema vangist, vaid kannata kurja kaasa Evangeeliumiga Jumala väge mööda,
2TI.1.9	Kes meid on päästnud ja on kutsunud püha kutsega, mitte meie tegusid mööda, vaid Oma nõu ja armu järgi, mis meile on antud Kristuses Jeesuses enne igavesi aegu;
2TI.1.10	ent nüüd on saanud avalikuks meie Õnnistegija Kristuse Jeesuse ilmumise läbi, Kes on hävitanud surma ja toonud valge ette elu ja kadumatu põlve Evangeeliumi kaudu,
2TI.1.11	milleks mina olen seatud kuulutajaks ja Apostliks ja õpetajaks.
2TI.1.12	Sel põhjusel ma ka kannatan seda ega ole mul häbi sellest; sest ma tean, Kellesse ma usun, ja olen julge selles, et Ta on vägev säilitama minu kätte ustud vara tolle päevani.
2TI.1.13	Tervete sõnade eeskujuks võta, mida sa oled kuulnud minult usus ja armastuses, mis on Kristuses Jeesuses.
2TI.1.14	Kaunist sinu hooleks antud vara hoia Püha Vaimu läbi, Kes meis elab.
2TI.1.15	Sa tead seda, et kõik, kes on Aasias, on löönud lahku minust, nende seas Fügelos ja Hermogenes.
2TI.1.16	Issand osutagu halastust Onesiforose perele, sest tema on mind sagedasti kosutanud ega ole mitte häbenenud mu ahelaid,
2TI.1.17	vaid kui ta saabus Rooma, otsis ta mind suure hoolega ning leidis mind.
2TI.1.18	Issand andku temale leida halastust Issanda juures tol päeval! Ja kui palju ta Efesoses oli mulle abiks, tead sina paremini.
2TI.2.1	Saa siis vahvaks, mu poeg, armus, mis on Kristuses Jeesuses!
2TI.2.2	Ja mis sa minult oled kuulnud paljude tunnistajate abil, see anna ustavate inimeste kätte, kes on osavad õpetama ka teisi.
2TI.2.3	Kannata siis ühtlasi kurja kui Jeesuse Kristuse õilis sõdur!
2TI.2.4	Mitte ükski, kes on sõjateenistuses, ei anna ennast peatoiduse hankimise kimpu, muidu ta ei saa olla selle meelt mööda, kes ta on sõtta kutsunud.
2TI.2.5	Ja kui keegi võitleb, ei saa ta võidupärga, kui ta ei võitle seadusepäraselt!
2TI.2.6	Töötaja põllumees peab kõige esiti viljast osa saama!
2TI.2.7	Saa aru, mis ma ütlen! Ent Issand andku sulle arusaamist kõigest.
2TI.2.8	Pea meeles Jeesust Kristust, Kes on surnuist üles äratatud, Kes on Taaveti soost minu Evangeeliumi järgi,
2TI.2.9	mille pärast mina ka kannatan kurja, kandes isegi ahelaid otsekui kurjategija! Kuid Jumala sõna ei ole aheldatud!
2TI.2.10	Sel põhjusel ma talun kõike nende pärast, kes on valitud, et nemadki saavutaksid õndsuse Kristuses Jeesuses igavese auga.
2TI.2.11	Ustav on see sõna: kui me ühes Temaga oleme surnud, siis me ka elame ühes Temaga;
2TI.2.12	kui me ühes kannatame, siis me ka valitseme ühes Temaga; kui me Tema salgame, siis Tema salgab ka meid;
2TI.2.13	kui me ei usu, Tema jääb siiski ustavaks; Ta ei või ennast salata.
2TI.2.14	Seda tuleta meelde ja kinnita Jumala ees, et nad ei riidleks sõnade pärast. Sellest ei ole mingit kasu, see segab kuuljate meeli.
2TI.2.15	Püüa hoolega osutuda kõlbavaks Jumalale kui töötegija, kellel pole tarvis häbeneda, kes tõesõna jagab õieti.
2TI.2.16	Kuid kõlvatute tühjade juttude eest hoidu eemale; nende rääkijad lähevad ju ikka kaugemale jumalakartmatuses
2TI.2.17	ja nende kõne sööbib enese ümber otsekui vähktõbi; nende seast on Hümenaios ja Fileetos,
2TI.2.18	kes on eksinud ära tõest ja ütlevad ülestõusmise juba olnud olevat, ja rikuvad mõnede usu.
2TI.2.19	Ent Jumala rajatud alus püsib kindlana ja temal on see pitser: Issand tunneb neid, kes Tema Omad on; ja: ülekohtust loobugu igaüks, kes Issanda nime nimetab.
2TI.2.20	Aga suures majas ei ole mitte ainult kuld- ja hõbe-, vaid ka puuastjaid ja saviastjaid, ja muist on väärikamaks ja muist halvemaks tarvitamiseks.
2TI.2.21	Kui keegi nüüd iseennast neist puhastab, saab ta astjaks väärikama tarvituse jaoks ja on pühitsetud ning tarvilik oma isandale, kõlvuline igaks heaks teoks.
2TI.2.22	Põgene nooreea himude eest! Taotle õigust, usku, armastust, rahu nendega, kes Issandat appi hüüavad puhtast südamest!
2TI.2.23	Väldi rumalaid ja lapsikuid küsimusi; sest sa tead, et need toovad tüli.
2TI.2.24	Ent Issanda sulane ärgu tülitsegu, vaid olgu lahke kõikide vastu, osav õpetama, valmis kannatama kurja,
2TI.2.25	kes tasase meelega noomib vastupanijaid, et Jumal neile kuidagi annaks meelt parandada ja tunnetada tõde,
2TI.2.26	kaineneda ja vabaneda kuradi paelust, kes on nad kinni võtnud täitma tema tahtmist.
2TI.3.1	Aga seda tea, et viimseil päevil tuleb raskeid aegu.
2TI.3.2	Sest inimesed on siis enesearmastajad, rahaahned, hooplejad, ülbed, teotajad, sõnakuulmatud vanemaile, tänamatud, õelad,
2TI.3.3	südametud, leppimatud, laimajad, pillajad, toored, hea põlgajad,
2TI.3.4	petturid, kergemeelsed, sõgedad, rohkem lõbuarmastajad kui jumalaarmastajad,
2TI.3.5	kellel on jumalakartuse nägu, aga kes salgavad tema väge. Ja nendest hoidu eemale.
2TI.3.6	Sest nende seas on ka mõned, kes poetuvad majadesse ja võtavad oma võrku pattudega koormatud ja mõnesuguste himudega aetavaid naisterahvaid,
2TI.3.7	kes alati on õppijad, kuid kunagi ei pääse tõe tunnetusele.
2TI.3.8	Aga otsekui Jannes ja Jambres hakkasid vastu Moosesele, nõnda hakkavad need vastu tõele; nad on inimesed, kes on arust ära ega pea paika usu poolest.
2TI.3.9	Aga nad ei saa ka mitte enam kaugele, sest nende hullustus saab kõigile avalikuks, nagu ka nondega sündis.
2TI.3.10	Ent sina oled järginud mind minu õpetuses, eluviisis, nõuandes, usus, pikas meeles, armastuses, kannatlikkuses,
2TI.3.11	tagakiusamistes, kannatamistes, mis said mulle osaks Antiookias, Ikoonionis, Lüstras; milliseid tagakiusamisi ma kannatasin ja millest kõigist mind päästis Issand.
2TI.3.12	Ja kõiki, kes tahavad elada jumalakartlikult Kristuses Jeesuses, kiusatakse taga.
2TI.3.13	Aga kurjad inimesed ja petised lähevad ikka pahemaks, eksitades teisi ja eksides.
2TI.3.14	Ent sina jää sellesse, mida oled õppinud ja milles oled kindel, sest sa tead, kellelt sa selle oled õppinud;
2TI.3.15	ja et sina lapsest saadik tunned pühi kirju, mis võivad sind teha targaks, õndsuseks usu kaudu, mis on Kristuses Jeesuses.
2TI.3.16	Kõik Kiri on Jumala Vaimu poolt sisendatud ja on kasulik õpetuseks, noomimiseks, parandamiseks, juhatamiseks õiguses,
2TI.3.17	et Jumala inimene oleks täielik ja kõigele heale tööle valmistunud.
2TI.4.1	Ma tunnistan kindlasti Jumala ja Kristuse Jeesuse ees, Kes mõistab kohut elavate ja surnute üle, niihästi Tema tulemist kui ka Tema Riiki.
2TI.4.2	Kuuluta sõna, astu esile, olgu parajal või ebasobival ajal, noomi, hoiata, manitse kõige pika meelega ja õpetamisega.
2TI.4.3	Sest tuleb aeg, et nad tervet õpetust ei taha sallida, vaid enestele otsivad õpetajaid iseeneste himude järgi, sedamööda kuidas nende kõrvad sügelevad,
2TI.4.4	ja käänavad kõrvad ära tõest ning pöörduvad tühjade juttude poole.
2TI.4.5	Aga sina ole igapidi kaine, kannata kurja, tee Evangeeliumikuulutaja tööd, täida oma ametit õieti.
2TI.4.6	Sest mind juba ohverdatakse ja minu lahkumiseaeg on jõudnud ligi.
2TI.4.7	Ma olen head võitlemist võidelnud, ma olen oma jooksmise lõpetanud, ma olen usu säilitanud!
2TI.4.8	Nüüd on minule tallele pandud õiguse pärg, mille Issand, õige kohtumõistja, mulle annab tol päeval, aga mitte ainult minule, vaid ka kõigile, kes armastavad Ta ilmumist.
2TI.4.9	Katsu ruttu minu juurde tulla!
2TI.4.10	Sest Deemas jättis mind maha ning hakkas armastama seda maailma ja läks Tessaloonikasse, Kreskes Galaatiasse, Tiitus Dalmaatiasse.
2TI.4.11	Luukas üksi on mu juures. Võta Markus ja too ta enesega, sest teda on mulle väga vaja abiliseametisse.
2TI.4.12	Tühhikose ma läkitasin Efesosse.
2TI.4.13	Kuub, mille ma jätsin Troasse Karpose juurde, too tulles kaasa, ja raamatud, eriti pärgamendid.
2TI.4.14	Vasksepp Aleksandros on mulle teinud palju paha. Issand tasugu talle ta tegusid mööda!
2TI.4.15	Hoidu ka sina tema eest, sest ta on kõvasti vastu pannud meie sõnadele.
2TI.4.16	Kui ma esimest korda kohtus kostsin enese eest, ei olnud ükski mulle toeks, vaid kõik jätsid mind maha. Ärgu arvatagu seda neile süüks.
2TI.4.17	Aga Issand seisis minu eest ja kinnitas mind, et sõna kuulutamine minu läbi teostuks täiel määral ja kõik paganad kuuleksid seda; ja ma pääsesin lõukoera suust.
2TI.4.18	Küll Issand mind ka välja tõmbab kõigist kurjadest tegudest ja aitab Oma taevasesse Riiki. Temale olgu austus ajastute ajastuteni! Aamen.
2TI.4.19	Tervita Priskat ja Akvilat ja Onesiforose peret.
2TI.4.20	Erastos jäi Korintosesse; Trofimose ma jätsin haigelt Mileetosesse.
2TI.4.21	Rutta, et sa enne talve saabud! Eubulos ja Puudes ja Linos ja Klaudia ja kõik vennad tervitavad sind.
2TI.4.22	Issand Jeesus Kristus olgu sinu vaimuga! Arm olgu teiega!
TIT.1.1	Paulus, Jumala sulane, Jeesuse Kristuse Apostel Jumala valitute usu ja tõetunnetuse järgi, mis vastab jumalakartusele,
TIT.1.2	Apostel igavese elu lootuses, mille Jumal, Kes ei valeta, on tõotanud enne igavesi aegu -
TIT.1.3	omal ajal aga tegi Tema Oma sõna avalikuks jutlustamises, mis minu kätte on usaldatud Jumala, meie Õnnistegija käsul -
TIT.1.4	Tiitusele, tõelisele pojale meie ühise usu poolest: armu ja rahu Jumalalt Isalt ja Issandalt Kristuselt Jeesuselt, meie Õnnistegijalt!
TIT.1.5	Selle tarvis ma jätsin sind Kreetasse, et sa korraldaksid, mis veel jäi korraldamata, ja seaksid vanemaid igasse linna, nagu ma sind käskisin,
TIT.1.6	kui kuskil leidub laitmatu isik, ühe naise mees, kellel on usklikud lapsed, nõnda et neile ei saa ette heita kõlvatut elu ega kangekaelsust.
TIT.1.7	Sest Koguduse ülevaataja peab olema kui Jumala majapidaja, laitmatu, mitte isemeelne, mitte äkiline, mitte joodik, mitte riiakas, mitte liigkasupüüdja,
TIT.1.8	vaid külalislahke, headuse armastaja, mõistlik, õige, püha, kasin;
TIT.1.9	ta pidagu kinni ustavast sõnast vastavalt õpetusele, et ta oleks võimeline niihästi manitsema terves õpetuses kui ka kummutama vasturääkijate väited.
TIT.1.10	Sest on olemas palju kangekaelseid, tühja jutu mehi ja eksitajaid, kõige enam ümberlõigatute seas,
TIT.1.11	kelle suu tuleb sulgeda, kes pööravad ära terved pered, õpetades sündmatuid asju häbematu kasu pärast.
TIT.1.12	Üks neist, nende oma prohvet, on öelnud: „Kreetalased on luiskajad, õelad loomad ja laisklejad vatsad!”
TIT.1.13	See tunnistus on tõsi. Sellepärast noomi neid valjusti, et nad saaksid terveks usus
TIT.1.14	ega paneks tähele juutide tühje jutte ja tõest eemalepöördunud inimeste käske!
TIT.1.15	Puhtaile on kõik puhas, aga rüvedaile ja uskmatuile pole miski puhas, vaid rüve on niihästi nende meel kui südametunnistus.
TIT.1.16	Nemad väidavad, et nad tunnevad Jumalat, aga tegudega nad salgavad; sest nad on jälgid ja sõnakuulmatud ja igaks heaks tööks kõlbmatud.
TIT.2.1	Ent sina räägi seda, mis sünnib ühte terve õpetusega.
TIT.2.2	Vanad mehed olgu karsked, ausad, mõistlikud, terved usus, armastuses, kannatlikkuses.
TIT.2.3	Samuti käitugu elatanud naised nõnda, nagu on kohane pühadele; nad ärgu olgu keelekandjad ega suured viinavõtjad, vaid õpetagu head,
TIT.2.4	et nad võiksid mõistlikult juhatada noori naisi armastama oma mehi ja lapsi,
TIT.2.5	olema viisakad, kasinad, majatalituses hoolikad, head, allaheitlikud oma meestele, et Jumala sõna mitte ei pilgataks.
TIT.2.6	Samuti käsi nooremaid mehi käituda viisakalt.
TIT.2.7	Sea ennast igapidi heategude eeskujuks, õpetuses osuta selgust, ausust,
TIT.2.8	tervet vääramata sõna, et vastane tunneks häbi, kui tal ei ole teist rääkida midagi paha.
TIT.2.9	Orje käsi alistuda oma isandaile ja olla kõiges nende meele järgi, mitte vastu rääkida,
TIT.2.10	mitte midagi näpata, vaid osutada täit head ustavust, et kaunistada kõiges Jumala, meie Õnnistegija õpetust.
TIT.2.11	Sest Jumala õndsakstegev arm on ilmunud kõigile inimestele
TIT.2.12	ja kasvatab meid, et me hülgaksime jumalakartmatu elu ja maailma himud ning elaksime mõistlikult ja õieti ja jumalakartlikult praegusel maailmaajastul,
TIT.2.13	oodates õndsa lootuse täitumist ja suure Jumala ning meie Õnnistegija Jeesuse Kristuse auhiilguse ilmumist,
TIT.2.14	Kes Iseenese andis meie eest, et meid lunastada kõigest ülekohtust ja puhastada Enesele pärisrahvaks, Kes agar on tegema häid tegusid.
TIT.2.15	Seda räägi ja manitse ning veena kõige nõudlikkusega. Keegi ärgu põlaku sind!
TIT.3.1	Tuleta neile meelde, et nad alistuksid valitsejaile ja ülemaile, oleksid sõnakuulelikud, valmis igaks heaks teoks,
TIT.3.2	ei laimaks kedagi, ei oleks riiakad, vaid leebed, osutades kõike tasadust kõigi inimeste vastu.
TIT.3.3	Sest ka meie olime kord mõistmatud, sõnakuulmatud, eksijad, mitmesuguste himude ja lõbude orjad ning elasime kurjuses ja kadeduses, olime vihatavad ja vihkasime üksteist.
TIT.3.4	Aga kui Jumala, meie Õnnistegija heldus ja inimesearmastus ilmus,
TIT.3.5	siis Ta päästis meid, ei mitte õiguse tegude tõttu, mida me oleksime teinud, vaid Oma halastust mööda uuestisünni pesemise ja Püha Vaimu uuendamise kaudu,
TIT.3.6	Keda Tema on rikkalikult välja valanud meie peale Jeesuse Kristuse, meie Õnnistegija läbi,
TIT.3.7	et meie, tema armu läbi õigeks tehtud, saaksime igavese elu pärijaiks lootuse järgi.
TIT.3.8	See sõna on ustav; ja ma tahan, et sa neid asju teravasti rõhutaksid, et need, kes usuvad Jumalasse, oleksid hoolsad heade tegude tegemises; need on head ja kasulikud inimestele.
TIT.3.9	Aga väldi rumalaid uurimusi ja sugukondade nimekirju ning riidu ja vaidlusi käsu pärast; sest need on kasutud ja tühised.
TIT.3.10	Eksiõpetusega inimesest pöördu ära, kui sa teda ühe korra või kaks oled noominud,
TIT.3.11	teades, et niisugune on pöörane ja teeb pattu ning on iseenese hukka mõistnud.
TIT.3.12	Kui ma Artemase või Tühhikose läkitan sinu juurde, siis tõtta tulema minu juurde Nikoopolisse; sest ma olen otsustanud seal viibida talve.
TIT.3.13	Käsutundja Zeenas ja Apollos varusta hoolsasti teekonnale, et neil midagi ei puuduks.
TIT.3.14	Õppigu meiegi omad harrastama häid tegusid hädavajalikeks tarvidusteks, et nad ei jääks viljatuks.
TIT.3.15	Sind tervitavad kõik, kes on minuga. Tervita neid, kes meid armastavad usus. Arm olgu teie kõikidega!
PHM.1.1	Paulus, Kristuse Jeesuse vang ja vend Timoteos armsale Fileemonile, meie kaastöölisele
PHM.1.2	ja armsale õele Appiale ja Arhipposele, meie kaasvõitlejale, ja sinu majasse kogunevale kogudusele.
PHM.1.3	Armu teile ja rahu Jumalalt, meie Isalt, ja Issandalt Jeesuselt Kristuselt!
PHM.1.4	Ma tänan alati oma Jumalat, kui ma mõtlen sinule oma palveis;
PHM.1.5	sest ma kuulen sinu armastusest ja usust, mis sul on Issanda Jeesuse poole ja kõigi pühade vastu,
PHM.1.6	et su usu ühendus minuga saaks vägevaks kõige hea tunnetamises, mis meis on Kristuse kohta.
PHM.1.7	Sest mul oli palju rõõmu ja troosti sinu armastusest, sest et pühade südamed on kosutatud sinu läbi, vend.
PHM.1.8	Sellepärast, kuigi mul on Kristuses palju julgust sind käskida, mida tuleb teha,
PHM.1.9	ma siiski armastuse pärast pigemini palun sind, olles, mis ma olen, vana Paulus, ja nüüd pealegi Kristuse Jeesuse vang.
PHM.1.10	Ma palun sind oma poja Oneesimose pärast, kelle ma sünnitasin ahelais olles ja
