MAT.1.1	Yesu Krisita doho nala rɛ nyɛ. Ʋ naabaa rɛ gyɩ yaa Deviti, Deviti mɛ naabaa yaa Abɩraham.
GAL.6.12	Nala hʋ aa kyɛ dɩ nala na ba wɩyaalɩya a kɩ bigisi ba, ba aa rɛ aa fɩl ma dɩ ma keri ma pene gɛɛ. Ba gyɩma anɩɩ dɩ ba aa rɛ aa basɩ Krisita aa sʋba daagarɩɩ hʋ tɩyaŋ wɩya, nala sɩ dɔgɩsɩ ba. Dɔgɩsɩɩ no rɛ ba kɩ fá, ɛɛ rɛ tɩŋ ba kɩ fɩl ma dɩ ma keri ma pene gɛɛ. 
GAL.6.13	Nala hʋ tɩɩ mɛ gba aa keri ba pene hʋ, ba bee tɩŋ mɩrɩsɩ hʋ Moosi fa aa bine. Ba aa kyɛ dɩ ma keri ma pene rɛ dɩ ba kpa gɛɛ kɩ daga ba tɩɩ anɩɩ ba leŋ ma keri ma pene rɛ, a bɩrɩmɩ ba hatɩnna.
GAL.6.14	Amɛ ŋ kɛ, Wɩɩsɩ ta laa nyʋwa dɩ ŋ daga ŋ tɩɩ wɩɩ kɩdɩgɩ buloŋ wɩya dɩ á Tɩɩna Yesu Krisita aa sʋba daagarɩɩ hʋ nyuu dʋŋ wɩya daa. Krisita aa sʋba daagarɩɩ hʋ tɩyaŋ wɩya, ɛɛ leŋ dʋnɩya wɩkanɩya buloŋ yaa wɩsʋʋnɩ rɛ ŋ lee, ka ʋ kɩɩ gɛɛ anɩɩ ŋ mɛ aa yaa kɩsʋʋ dʋnɩya wɩkanɩya lee. 
GAL.6.15	Dɩ á keri á pene koo dɩ á bɩ kere, gɛɛ bɩ dɔbɔ wɩɩ buloŋ tɩyaŋ. Wɩɩ hʋ aa yaa sɩfɩyaŋ wɩɩ rɛ yaa dɩ Wɩɩsɩ kaŋ ma bɩrɩmɩ nɩfalɩya.
GAL.6.16	Nala hʋ buloŋ aa tɩŋ wɩɩ no, Wɩɩsɩ sɩ fá ba sikii a leŋ dɩ ʋ fɩyɛlʋʋ we ba bee Wɩɩsɩ nala buloŋ lee. 
GAL.6.17	A lɩɩ gyɩnaŋ a kaŋ kɩ mʋ, nal buloŋ ta bɩl dɔmɩ-ŋ. Fʋfʋʋnɩ hʋ ŋ aa kana ŋ teŋ tɩyaŋ daga anɩɩ ŋ yaa Yesu tʋŋtʋnnɩ rɛ.
GAL.6.18	Ŋ naabalɩya, á Tɩɩna Yesu Krisita bɔnyɛ sɩ we ma buloŋ lee. Amɩ.
EPH.1.1	Mɩyaŋ Pɔɔl lɛ sabɩ teŋ no a kɩ tɩya ma Wɩɩsɩ nala hʋ aa we Ɛfiso tɩyaŋ a kaŋ Yesu Krisita wɩya hʋ ma aa laa di abee wɩtɩɩ. Wɩɩsɩ kyɛrɩ tɩyaŋ nɛ ʋ lɩɩ ŋ, dɩ ŋ yaa Yesu Krisita kpambɩya. 
EPH.1.2	Á Kuwo Wɩɩsɩ abee á Tɩɩna Yesu Krisita bɔnyɛ abee ba fɩyɛlʋʋ sɩ we ma lee.
EPH.1.3	Ma leŋ dɩ á dannɩ Wɩɩsɩ, ʋ rɛ yaa á Tɩɩna Yesu Krisita Kuwo abee ʋ Wɩɩsɩ. Á bee Krisita aa yaa kɩdɩgɩ wɩya, ʋ kyiyeli ma rɛ abee wɩweliye hʋ buloŋ aa lɩɩ ʋ lee. 
EPH.1.4	Ka dɩ Wɩɩsɩ na marɩ dʋnɩya, ʋ tɩŋ Krisita tɩyaŋ nɛ a lɩɩ ma dɩ á yaa tɩpʋlʋŋ tɩmma ʋ sɩya tɩyaŋ, á ta kaŋ bisiŋ koo wɩkyogii buloŋ. 
EPH.1.5	Wɩɩsɩ laa sɩya vʋʋlɩ biŋ nɛ anɩɩ ʋ sɩ tɩŋ Yesu Krisita tɩyaŋ a leŋ dɩ á yaa ʋ biisi. Ʋ tɩɩ kyɛrɩ abee ʋ kyori tɩyaŋ nɛ ʋ yaa wɩya no buloŋ. 
EPH.1.6	Ɛɛwɩya, akuu ʋ aa tɩŋ ʋ Biikyoolii hʋ tɩyaŋ a fá á sikii aŋ daga ma ʋ bɔnyɛ yʋga wɩya, ma leŋ dɩ á dannɩ ʋ. 
EPH.1.7+EPH.1.8	Wɩɩsɩ bɔnyɛ hʋ ʋ aa kaŋ daga ma bɩ kaŋ magɩsɩɩ, beewɩya Krisita sʋʋ hʋ nyubaanɩŋ, ʋ kpaa ʋ kyal a tuŋ á wɩbɔmɔ buloŋ kyɩŋ nɛ, Wɩɩsɩ kpa á wɩbɔmɔ buloŋ kyɛ ma. Wɩɩsɩ tɩɩ wɩgyʋŋ abee ʋ gyɩmaa tɩyaŋ nɛ ʋ yaa wɩɩ no. 
EPH.1.9	Wɩɩsɩ tɩɩ kyɛrɩ tɩyaŋ nɛ ʋ leŋ á gyɩŋ ʋ wɩya hʋ fa aa yaa wɩfaŋɩya. Ʋ vʋʋla anɩɩ Krisita tɩyaŋ nɛ ʋ sɩ tɩŋa a yaa wɩya no buloŋ ʋ aa baa dɩ ʋ sɩ yaa. 
EPH.1.10	Wɩɩ hʋ Wɩɩsɩ a vʋʋla dɩ ʋ yaa rɛ nyɛ: Dɩ saŋa hʋ ʋ aa bine rɛ ko pele, ʋ sɩ kaŋ kɩna hʋ buloŋ aa we wɩɩsɩnyuu abee kɩna hʋ buloŋ aa we taŋha nyuu a ko laŋŋɩ dɔmɔŋ, ka dɩ Yesu Krisita yaŋ yaa ba buloŋ kunyɩna. 
EPH.1.11	Wɩɩsɩ kyɛrɩ tɩyaŋ nɛ ʋ aa leŋ wɩɩ buloŋ yaa. Krisita tɩyaŋ nɛ Wɩɩsɩ tɩŋa a lɩɩ ma á yaa ʋ nala anɩɩ gɛɛ ʋ aa bine piili hʋ tɩyaŋ buloŋ. 
EPH.1.12	Ʋ yaa gɛɛ rɛ dɩ á nala hʋ aa laa sɩya kpa á bayɩyɛla we Krisita tɩyaŋ, leŋ dɩ ʋ feŋ yɩrɩ, a na bigisii. 
EPH.1.13	Ma mɛ gyɩ ko yaa Wɩɩsɩ nala rɛ saŋa hʋ ma aa nɩɩ wɩtɩɩ hʋ. Wɩtɩɩ no rɛ yaa Wɩɩsɩ wɩweliye hʋ aa leŋ Wɩɩsɩ laa ma ta. Saŋa hʋ ma gyɩ aa nɩɩ wɩtɩɩ no a laa Krisita wɩya di, Wɩɩsɩ kpaa ʋ Wiyesi Welii hʋ we ma tɩsɩ tɩyaŋ nɛ a daga anɩɩ ma yaa ʋ nala rɛ. Wɩɩsɩ laa sɩya wee nyʋwa rɛ anɩɩ ʋ sɩ kpa Wiyesi Welii no tɩya nala hʋ buloŋ aa laa ʋ wɩya di. 
EPH.1.14	Wɩɩsɩ Wiyesi Welii hʋ aa we á tɩsɩ tɩyaŋ wɩya, ɛɛ leŋ á gyɩma anɩɩ á kɔnɩ sɩ maakyiye na kɩŋ hʋ Wɩɩsɩ aa wee nyʋwa baa ʋ sɩ kpa tɩya ʋ nala rɛ. Wiyesi Welii hʋ mɛ marɩ leŋ á gyɩma anɩɩ Wɩɩsɩ kɔnɩ sɩ laa ʋ nala ta teŋ. Ɛɛwɩya, ma leŋ dɩ á dannɩ Wɩɩsɩ a leŋ dɩ ʋ feŋ yɩrɩ, a na bigisii.
EPH.1.15	Ɛɛwɩya, a lɩɩ saŋa hʋ ŋ aa nɩɩ gɛɛ hʋ ma aa laa á Tɩɩna Yesu wɩya di abee gɛɛ hʋ ma aa kyo Wɩɩsɩ nala buloŋ, 
EPH.1.16	dɩ mɩyaŋ nɛ ko kɩ kyʋwalɩ Wɩɩsɩ kɛ buloŋ, ŋ aa bee yeŋŋi ma wɩya. Ŋ aa kɩ liisi ma wɩya rɛ, a kɩ kyʋwalɩ Wɩɩsɩ aŋgyʋwasʋ saŋa buloŋ. 
EPH.1.17	Ŋ aa kɩ sʋla Wɩɩsɩ, á Tɩɩna Yesu Krisita Kuwo hʋ, nal hʋ aa yaa gaŋdaal, dɩ ʋ kpa ʋ Wiyesi Welii hʋ we ma tɩyaŋ a leŋ dɩ ʋ tɩya ma wɩgyʋŋ dɩ ma gyɩŋ Wɩɩsɩ weliŋ. 
EPH.1.18	Ŋ wɩɩsʋlɩɩ rɛ bɩl yaa dɩ ma hakɩllɩ suri dɩ ma gyɩŋ wɩtɩɩ hʋ aa lɩɩ Wɩɩsɩ lee a wuwo gyɩŋ kɩna hʋ wɩya Wɩɩsɩ aa yɩrɩ ma ma kaŋ bayɩyɛla. Kɩna no ma bee Wɩɩsɩ nala aa sɩ na weliye rɛ kɩŋkaŋ a bɩ kaŋ magɩsɩɩ. 
EPH.1.19	Ŋ bɩl aa sʋla ʋ rɛ dɩ ʋ leŋ dɩ ma gyɩŋ ʋ debal hʋ aa bɩ kaŋ magɩsɩɩ aa maga gɛɛ á nala hʋ aa laa ʋ wɩya di lee. 
EPH.1.20	Dee no tɩɩ rɛ ʋ kaŋ kyisi Krisita sʋʋ tɩyaŋ, a leŋ ʋ hɔŋ ʋ noduu logiŋ lɩhɔnɩɩ wɩɩsɩbee tɩyaŋ ʋ beel-ʋ dɩ koro. 
EPH.1.21	Krisita rɛ tee kɩna hʋ buloŋ á aa bee na ka ba kaŋ dee a kɩ deŋ leye. Feŋ hʋ ʋ aa kana ʋ rɛ tee feŋ kɩdɩgɩ buloŋ aa we dʋnɩya no tɩyaŋ koo dʋnɩya hʋ aa sɩ maakyiye ko tɩyaŋ. 
EPH.1.22	Wɩɩsɩ kpaa kɩŋ buloŋ dee we Krisita nosi tɩyaŋ nɛ, aŋ lɩɩ ʋ, dɩ ʋ yaa kunyɩna wɩɩ buloŋ tɩyaŋ, nala hʋ aa laa Yesu wɩya di wɩya. 
EPH.1.23	Krisitabiisi rɛ yaa Krisita teŋbii, Krisita mɛ yaa ba buloŋ nyuu. Ʋ nyɛ daga anɩɩ Krisitabiisi rɛ leŋ Krisita yaa nɩpiliŋ, ka ʋ mɛ leŋ kɩŋ buloŋ yaa kipiliŋ wɩɩ buloŋ abee ŋmanɩɩ buloŋ tɩyaŋ.
EPH.2.1	Ma kɛ, ma fa kɩɩ gɛɛ rɛ anɩɩ ma aa sʋba Wɩɩsɩ sɩya tɩyaŋ akuu ma fa aa vɩya Wɩɩsɩ nyʋwa aŋ fa kɩ yaa wɩbɔmɔ wɩya. 
EPH.2.2	Ma fa kɩɩ gɛɛ dʋnɩya no nala aa kɩya rɛ ma hakɩllɩ tɩyaŋ, a kɩ tɩŋ Sɩtaanɩ nyʋwa. Kɩbɔmɔ hʋ buloŋ á aa bee na ka ba kaŋ dee anɩɩ gyɩŋbɔmɔ bee kaŋtɔmɔ bee vʋga bee tɔdʋnnɩ, Sɩtaanɩ rɛ yaa ba buloŋ kuwori. Ʋ rɛ we nala hʋ buloŋ aa vɩya Wɩɩsɩ nyʋwa hakɩllɩ tɩyaŋ a kaŋ ba kɩ tʋma. 
EPH.2.3	Wɩtɩɩ kɛ, á buloŋ mɛ gyɩ fa kɩɩ ba rɛ a tɩŋ á tɩɩ kyɛrɩ tɩyaŋ a fa kɩ yaa wɩbɔŋlɔrɩnɩ, a kɩ bɩɩnɩ wɩbɔmɔ mɛ. Á fa aa yaa wɩya no iriŋ wɩya, Wɩɩsɩ fa sɩ na baaŋ á nyuu tɩyaŋ a dɔgɩsɩ ma, anɩɩ nɩkaalɩya hʋ buloŋ. 
EPH.2.4	Amɛ akuu Wɩɩsɩ aa fá sikii, a kyo ma kɩŋkaŋ wɩya, abee á wɩbɔmɔ yayɩ fa aa leŋ á kɩɩ gɛɛ anɩɩ nɩsʋʋnɩ ʋ sɩya tɩyaŋ mɛ, 
EPH.2.5	ka ʋ kɩɩ gɛɛ anɩɩ ʋ aa kyisi ma sʋʋ tɩyaŋ a leŋ á kaŋ mɩɩbol anɩɩ ʋ aa kyisi Krisita sʋʋ tɩyaŋ ʋ kaŋ mɩɩbol gɛɛ. Nyɛ daga anɩɩ Wɩɩsɩ bɔnyɛ tɩyaŋ nɛ ʋ laa ma ta. 
EPH.2.6	Akuu á bee Krisita aa yaa kɩdɩgɩ wɩya Wɩɩsɩ kyisi ma á wɩbɔmɔ sʋʋ tɩyaŋ nɛ anɩɩ ʋ aa kyisi Krisita sʋʋ tɩyaŋ gɛɛ a leŋ á beel-ʋ buloŋ yaa kɩdɩgɩ a hɔŋ wɩɩsɩbee tɩyaŋ. 
EPH.2.7	Ʋ yaa nyɛ rɛ dɩ ʋ daga ʋ bɔnyɛ hʋ aa bɩ kaŋ magɩsɩɩ abee ʋ sikii fáyɩ aa maga gɛɛ gyɩnaŋ a kaŋ kɩ mʋ maakyiye kɩdɩgɩ buloŋ. Á bee Krisita aa yaa kɩdɩgɩ nyubaanɩŋ nɛ tɩŋ ʋ yaa nyɛ. 
EPH.2.8	Wɩɩsɩ aa kaŋ bɔnyɛ beel-ma abee ma aa laa ʋ di wɩya rɛ tɩŋ ʋ laa ma ta, ʋ bɩ kɩɩ nɩɩ ma wɩyaalɩya rɛ tɩŋ. Laatayɩ yaa Wɩɩsɩ bɔnyɛ kɩŋ nɛ ʋ kpa tɩya ma. 
EPH.2.9	Ʋ bɩ kɩɩ nɩɩ ma wɩyaaweliye wɩya rɛ tɩŋ Wɩɩsɩ laa ma ta. Ɛɛwɩya, nal buloŋ bɩ sɩ wuwo daga ʋ tɩɩ gɛɛ wɩya. 
EPH.2.10	Wɩɩsɩ rɛ taa ma, a leŋ á bee Yesu Krisita buloŋ yaa kɩdɩgɩ dɩ á kɩ yaa wɩweliye, wɩweliye hʋ ʋ aa magɩlɩ biŋ faafaa buloŋ dɩ á kɩ yaa.
EPH.2.11	Ma nala hʋ aa bɩ yaa Gyuuma ma nihuwobiŋlɩŋ tɩyaŋ, ma yaŋ bɩl gyɩma weliŋ, nala hʋ aa keri ba pene aa daga anɩɩ ba yaa Wɩɩsɩ nala rɛ, aŋ kaŋ ma kɛ kɩ yɩrɩ nala aa bee kyʋwalɩ Wɩɩsɩ. Amɛ ba pene hʋ kerii yaa nihuwobisi tɩɩ wɩyaalɩɩ rɛ. 
EPH.2.12	Ma ta yeŋŋe anɩɩ haŋ saŋa hʋ tɩyaŋ ma bee Krisita fa aa bɩ pɛɛ wɩɩ buloŋ, ma gyɩ bɩ pɛɛ Wɩɩsɩ nala ʋ aa lɩya tɩyaŋ. Ɛɛwɩya, ma gyɩ kɩɩ gɛɛ anɩɩ nɩhʋwala. Wɩya hʋ Wɩɩsɩ gyɩ aa wee nyʋwa anɩɩ ʋ sɩ yaa tɩya ʋ nala, ma kɛ fa bɩ pɛɛ. Ma fa bɩ kaŋ wɩɩ kɩdɩgɩ buloŋ bayɩyɛla, a fa bɩ gyɩŋ Wɩɩsɩ mɛ dʋnɩya no tɩyaŋ. 
EPH.2.13	Ma bee Wɩɩsɩ fa boliye rɛ kɩŋkaŋ abee dɔmɔŋ, amɛ nyɛ kɛ, ma bee Krisita aa yaa kɩdɩgɩ wɩya, ʋ kaŋ ma ko kpaga rɛ, akuu Krisita aa sʋba ma wɩya nyubaanɩŋ. 
EPH.2.14	Krisita tɩɩ rɛ leŋ fɩyɛlʋʋ gyʋʋ ma, beewɩya ʋ leŋ Gyuuma abee nala hʋ aa bɩ yaa Gyuuma buloŋ ko bɩrɩmɩ kɩdɩgɩ rɛ. Ʋ aa sʋba daagarɩɩ hʋ tɩyaŋ gɛɛ, ʋ kpaa ʋ tɩɩ rɛ a tɔrɩ dɔŋdɔŋ hʋ fa aa we nala no paga tɩyaŋ. 
EPH.2.15	Ʋ gɛɛ yayɩ leŋ Gyuuma mɩrɩsɩ hʋ tɩŋɩɩ bɩl bɩ yaa fɩlɩɩ rɛ, ka ʋ bɩl leŋ Gyuuma abee nala hʋ aa bɩ yaa Gyuuma buloŋ ko yaa kɩdɩgɩ ʋ tɩyaŋ, ɛɛ leŋ ba yaa sʋma dɔmɔŋ lee. 
EPH.2.16	Krisita aa sʋba daagarɩɩ hʋ tɩyaŋ wɩya, ʋ leŋ ba dɔŋdɔŋ hʋ teŋ nɛ. Ʋ aa yaa gɛɛ, ʋ leŋ ba buloŋ balɩya tɩŋa ʋ tɩyaŋ nɛ a ko yaa kɩdɩgɩ, aŋ kaŋ ba bee Wɩɩsɩ mɛ we dɔmɔŋ ba yaa sʋma. 
EPH.2.17	Krisita rɛ ko a basɩ Wɩɩsɩ wɩweliye hʋ aa tɩya fɩyɛlʋʋ a tɩya nala fa aa boliye bee Wɩɩsɩ, abee nala hʋ mɛ fa aa kpaga Wɩɩsɩ buloŋ. 
EPH.2.18	Krisita nyubaanɩŋ nɛ á buloŋ sɩ wuwo tɩŋ Wiyesi Welidɩgɩ hʋ tɩyaŋ a ko á kuwo Wɩɩsɩ lee.
EPH.2.19	Ɛɛwɩya, ma nala hʋ aa bɩ yaa Gyuuma, ma bɩl bɩ yaa nɩhʋwala koo gyʋgyʋʋlɩya. Nyɛ kɛ, ma bee Wɩɩsɩ nala buloŋ yaa bedɩgɩ nala rɛ, a yaa Wɩɩsɩ dɩya nala. 
EPH.2.20	Ʋ kɩɩ gɛɛ rɛ anɩɩ dɩya ba kpa ma kɩ saa. Yesu Krisita kpambɩsɩ abee Wɩɩsɩ tɩŋdaala rɛ biŋ dɩya no memii. Krisita tɩɩ mɛ rɛ yaa bʋnyuu dɩya no tɩyaŋ. 
EPH.2.21	Ʋ rɛ kaŋ dɩya hʋ buloŋ sɩgɩ, a leŋ ʋ ko yaa Wɩɩkyʋwaldɩɩwelii, a we doŋ Wɩɩsɩ kyʋwalɩɩ dʋŋ wɩya. 
EPH.2.22	Ma bee Krisita aa yaa kɩdɩgɩ wɩya ba kaŋ ma bee Wɩɩsɩ nɩkaalɩya hʋ buloŋ kɩ saa lee Wɩɩsɩ Wiyesi Welii hʋ aa gyʋʋ rɛ.
EPH.3.1	Wɩɩ no wɩya, mɩyaŋ Pɔɔl sʋla Wɩɩsɩ kɩ tɩya ma rɛ. Ŋ aa yaa Yesu Krisita tʋŋtʋnnɩ a basɩ Wɩɩsɩ wɩweliye hʋ kɩ tɩya ma nala hʋ aa bɩ yaa Gyuuma wɩya rɛ tɩŋ ba kana ŋ tɔ dɩyaŋ. 
EPH.3.2	Ŋ gyɩma anɩɩ ma mɛ nɩɩ gɛɛ hʋ Wɩɩsɩ aa tɩŋ ʋ bɔnyɛ tɩyaŋ a lɩɩ ŋ nɛ, a kpa tʋma no tɩyaŋ dɩ ŋ kɩ tʋma ma wɩya. 
EPH.3.3+EPH.3.4	Wɩɩsɩ kpaa ʋ bampaga wɩya hʋ fa aa yaa wɩfaŋɩya a daga ŋ nɛ, a leŋ ŋ gyɩŋ ba. (Ŋ laa sɩya sabɩ wɩɩ no wɩya mʋhʋ tɩya ma rɛ. Ɛɛwɩya, dɩ mamaa rɛ karɩmɩ wɩya hʋ ŋ aa saba weliŋ, ma sɩ na ɛɛ Wɩɩsɩ aa leŋ ŋ gyɩŋ Krisita wɩya hʋ fa aa yaa wɩfaŋɩya memii.) 
EPH.3.5	Wɩɩsɩ fa bɩ leŋ faafaa nala gyɩŋ wɩya no, amɛ nyɛ kɛ, ʋ tɩŋ ʋ Wiyesi Welii hʋ tɩyaŋ nɛ a kpa ba daga ʋ kpambɩsɩ abee ʋ tɩŋdaala hʋ aa kaŋ tɩpʋlʋŋ. 
EPH.3.6	Wɩɩsɩ bampaga hʋ fa aa yaa wɩfaŋɩɩ hʋ rɛ nyɛ: Wɩɩsɩ tɩŋ ʋ wɩweliye hʋ tɩyaŋ nɛ a leŋ Gyuuma abee nala hʋ aa bɩ yaa Gyuuma buloŋ yaa nɩmmabalɩya a kaŋ tol wɩweliye hʋ ʋ aa mara biŋ ʋ nala tɩyaŋ. Lagɩlagɩ no, ba buloŋ nɛ kaŋ tol wɩweliye hʋ Wɩɩsɩ aa tɩŋ Yesu Krisita tɩyaŋ a we nyʋwa baa ʋ sɩ kpa tɩya ma hʋ tɩyaŋ.
EPH.3.7	Wɩɩsɩ bɔnyɛ tɩyaŋ, ʋ leŋ ŋ yaa ʋ tʋŋtʋnnɩ rɛ aŋ tɩya ŋ dee mɛ dɩ ŋ basɩ ʋ wɩweliye hʋ a tɩya nala. 
EPH.3.8	Wɩɩsɩ nala buloŋ tɩyaŋ, mɩyaŋ nɛ yaa ba nɩbiye, ka Wɩɩsɩ lɩɩ ŋ ʋ bɔnyɛ tɩyaŋ dɩ ŋ mʋ basɩ ʋ wɩweliye hʋ aa daga anɩɩ wɩweliye hʋ aa we Krisita gyɩmɩɩ tɩyaŋ bɩ kaŋ magɩsɩɩ a tɩya nala hʋ aa bɩ yaa Gyuuma, 
EPH.3.9	aŋ leŋ dɩ nal buloŋ na gɛɛ hʋ Wɩɩsɩ aa sɩ kpa ʋ bampaga wɩya hʋ fa aa yaa wɩfaŋɩya a sii tʋŋ tʋma. Wɩɩsɩ, nal hʋ aa taa kɩŋ kɩŋ buloŋ, kpaa wɩya no buloŋ faŋa nihuwobisi rɛ a lɩɩ faafaa tɩyaŋ buloŋ. 
EPH.3.10	Ʋ yaa gɛɛ rɛ dɩ gyɩnaŋ sɩgballɩya no dɩ ʋ tɩŋ nala hʋ aa laa Krisita wɩya di tɩyaŋ a leŋ dɩ kɩbɔmɔ hʋ á aa bee na ka ba kaŋ dee aŋ kɩ deŋ leye na Wɩɩsɩ wɩgyʋŋ wɩɩ buloŋ tɩyaŋ. 
EPH.3.11	Wɩɩsɩ vʋʋlɩ wɩɩ no yayɩ biŋ nɛ a lɩɩ piili hʋ tɩyaŋ buloŋ, aŋ ko tɩŋ á Tɩɩna Yesu Krisita tɩyaŋ a leŋ wɩɩ hʋ kɔnɩ yaa. 
EPH.3.12	Á bee Krisita aa yaa kɩdɩgɩ wɩya abee á aa laa ʋ di wɩya, á aa wuwo mʋ Wɩɩsɩ sɩya rɛ, aŋ bee fa kambɩŋ. 
EPH.3.13	Ɛɛwɩya ŋ yaŋ aa sʋla ma rɛ ma ta leŋ dɩ ma tenni ko kɩ yʋwɔrɩ akuu tʋwara hʋ ŋ aa naa ma wɩya wɩya. Beewɩya ma weliŋ wɩya rɛ ŋ kɩ na tʋwara no buloŋ.
EPH.3.14	Ɛɛwɩya, dɩ mɩyaŋ nɛ ko bɩɩnɩ na á kuwo Wɩɩsɩ bampaga wɩya hʋ ʋ aa kpaa daga ma, ŋ aa tuu gbinni ʋ sɩya tɩyaŋ nɛ, a kyʋwalɩ ʋ. 
EPH.3.15	Kɩwiyesii buloŋ doho aa we wɩɩsɩbee tɩyaŋ abee taŋha nyuu tɩyaŋ, ʋ rɛ yaa ba buloŋ kuwo. 
EPH.3.16	Wɩɩsɩ gaŋdarɩ abee ʋ wɩweliye bɩ kyalla. Ɛɛwɩya, ŋ aa sʋla ʋ rɛ dɩ ʋ leŋ dɩ ʋ Wiyesi Welii hʋ leŋ dɩ ma kaŋ dee ma laadii tɩyaŋ a wuwo kɩ tɩŋa ʋ weliŋ, 
EPH.3.17	dɩ Krisita tɩŋ ma laadii tɩyaŋ a we ma tɩsɩ tɩyaŋ. Ŋ bɩl aa sʋla ʋ rɛ dɩ ma wɩyaalɩɩ buloŋ lɩɩ kyori tɩyaŋ, 
EPH.3.18	dɩ gɛɛ leŋ dɩ ma bee ʋ nala buloŋ kaŋ dee a wuwo gyɩŋ kyori hʋ Krisita aa kana beel-ma gyalɩŋ abee ʋ doluŋ abee ʋ gyɩnɩɩ abee ʋ luŋiŋ. 
EPH.3.19	Ŋ wɩɩsʋlɩɩ rɛ bɩl yaa dɩ ʋ leŋ dɩ ma gyɩŋ kyori no aa bɩ kaŋ magɩsɩɩ dɩ gɛɛ leŋ dɩ ma ko kɩɩ Wɩɩsɩ tɩɩ kɩɩ mʋ teŋ. 
EPH.3.20	Ma leŋ dɩ á dannɩ Wɩɩsɩ. Ʋ rɛ aa wuwo yaa wɩɩ buloŋ tɩya ma, haalɩ a paalɩ yaa mʋ parɩ gɛɛ hʋ á aa sʋla, abee wɩya hʋ wɩya á gba aa bee yɩyɛlɩ. Ʋ dee hʋ ʋ aa kpaa tɩya ma tɩyaŋ nɛ ʋ aa tɩŋa a yaa wɩya no buloŋ kɩ tɩya. 
EPH.3.21	Á nala hʋ buloŋ aa laa Yesu Krisita wɩya di, ka á beel-ʋ yaa kɩdɩgɩ, ma leŋ dɩ ʋ feŋ yɩrɩ saŋa buloŋ, a kaŋ kɩ mʋ maakyiye buloŋ. Amɩ.
EPH.4.1	Mɩyaŋ Pɔɔl, nal hʋ ba aa kaŋ tɔ dɩyaŋ á Tɩɩna tʋma hʋ wɩya, ŋ aa sʋl ma nala hʋ Wɩɩsɩ aa yɩra rɛ dɩ ma leŋ dɩ ma mɩɩbol tɩyaŋ wɩyaalɩya buloŋ kpa ŋmanɩɩ hʋ Wɩɩsɩ aa daga ma saŋa hʋ ʋ aa yɩrɩ ma. 
EPH.4.2	Ma leŋ dɩ ma sɩya tuu taŋha, a kaŋ ma tɩɩ kɩ hʋwɔlɩ. Ma kaŋ kenyiri bee dɔmɔŋ a gyɩŋ kaŋ dɔmɔŋ weliŋ abee kyori. 
EPH.4.3	Ma yaa ma sɩfɩyaŋ buloŋ a leŋ dɩ fɩyɛlʋʋ hʋ aa kaŋ ma kɩ pɛ dɔmɔŋ leŋ dɩ ma marɩ kaŋ nyʋʋdɩgɩ hʋ Wɩɩsɩ Wiyesi Welii hʋ aa tɩya ma weliŋ. 
EPH.4.4	Wɩɩsɩ Wiyesi Welii hʋ aa we á buloŋ tɩyaŋ yaa kɩdɩgɩ rɛ. Ɛɛwɩya, á yaa kɩdɩgɩ rɛ. Ɛɛ tɩɩ rɛ Wɩɩsɩ yɩrɩ ma á kaŋ bayɩyɛldɩgɩ dʋŋ mɛ. 
EPH.4.5	Á buloŋ Tɩɩna yaa nɩdɩgɩ dʋŋ nɛ, wɩɩ hʋ á aa laa di mɛ yaa wɩdɩgɩ. Wɩɩkyʋwalnɩɩforidɩgɩ dʋŋ ma rɛ we doŋ. 
EPH.4.6	Wɩɩdɩgɩ dʋŋ nɛ we doŋ. Ʋ rɛ yaa á buloŋ Kuwo. Ʋ rɛ aa deŋ á buloŋ. Ʋ we á tɩsɩ tɩyaŋ nɛ a kaŋ ma kɩ tʋma. 
EPH.4.7	Krisita pɛɛ á kɩdɩgɩ buloŋ tɩyaŋ nɛ a kpa ʋ bɔnyɛ kɩna tɩya ma a maga gɛɛ ʋ aa kyo. 
EPH.4.8	Ɛɛ rɛ tɩŋ ba sabɩ Wɩɩsɩ teŋ logiŋ kɩdɩgɩ tɩyaŋ a baa,
EPH.4.8	“Saŋa hʋ ʋ aa gyɩŋ mʋ wɩɩsɩnyuu, Ʋ gyɩ kasɩ nala hʋ ʋ aa yuwo di tɩŋa ʋ hal lɛ, aŋ kpa ʋ bɔnyɛ kɩna tɩya nala.”
EPH.4.9	Dɩ ba aa rɛ baa dɩ ʋ gyɩŋ wɩɩsɩnyuu, ɛɛ daga anɩɩ ʋ laasɩya lɩɩ wɩɩsɩnyuu ko tuu taŋha rɛ. 
EPH.4.10	Nal hʋ aa ko tuu taŋha, ʋ tɩɩ rɛ bɩl gyɩŋ wɩɩsɩnyuu gɛɛ, a parɩ leye hʋ aa we wɩɩsɩnyuu gyɩŋ mʋ, dɩ gɛɛ leŋ dɩ ʋ we lee buloŋ tɩyaŋ. 
EPH.4.11	Ʋ rɛ lɩɩ nala badɔmɔŋ a leŋ ba yaa kpambɩsɩ, a leŋ badɔmɔŋ mɛ yaa Wɩɩsɩ tɩŋdaala, a leŋ badɔmɔŋ mɛ gɔllɩ basɩ Wɩɩsɩ wɩya kɩ tɩya nala, ka badɔmɔŋ mɛ kɩ deŋ nala hʋ aa laa Yesu wɩya di nyuu aŋ kɩ daga ba. 
