MAT.1.1	Nde nguinu scua nii ta nten 'in Jesucristo, sñe' ta nten 'in Davi, cui' sñe' ta nten 'in Abraham. 
2CO.12.18	Cui' ca nu mjñan cha' tsu'hue 'in yu Tito si'yana tsaa yu lo'o xca yu ta'a na. ¿Ta msti ti' yu Tito nguñilyi'o yu 'in um xacan'? ¿Ta si'i sca cha' ti 'in hua lo'o yu, lo' scaña'an ti cha' tiyaa 'in hua ngui'ni hua tñan? 
2CO.12.19	¿Ta ñan ti' um si'yana nchca ti' hua suhui hua tloo hua lo'o um? Cui' ca nu tloo Ndiose lo'o Cristo nchcui' hua cha' re, 'un jun ta'a na nu ndyu'hui cuiya' tin' 'in, ña'an ca si'yana culo um lo'o cha' 'in Ndiose. 
2CO.12.20	Lo' xa tyi'an se'en ndi'in um nsu'huan cha' tiqueen cha' ta si'i ña'an quija lyoon 'in um, uta si'i ña'an quija lyoo um 'ñan, ta ndi'in suun um, uta lo'o cha' jñan ti', cha' nsin' ti', nsu'hue ti'in ta'a um, ndaja ta'a um, nchcui' ca'an ta'a um, ngui'ni siye' um, lo' cua' ña'an ti ndi'in y'ni um, 
2CO.12.21	lo' tsato'o quinun lo'o cha' jyi'o tloo Ndiose xa tyi'an se'en ndi'in um, nu hasta qui'ya tu'hua tiqueen si'ya cha' 'in nchgaa nu ti' ngui'ni qui'ya lo' a nchca xitsa'an cha' tiyaa ngunan' 'in, cha' nu nguiten yu'hui lo'o ña'an tucui ti si'ya cha' nducun' ndyi'o tiquee can'.
2CO.13.1	Nde nu cua' ca snan ya' tsa'an se'en ndi'in um. —Lo' tyi'o scua la nchgaa cha' lo'o tucua snan nu taa suun cha' can'—. 
2CO.13.2	Cua' msu'huan tiyaan 'in um tsatlyu lo'o nu ti' ngui'ni qui'ya can', lo' siya' tijyo' nchcan, una xiya' chcuin' lo'o um loo quityi re, lo' a tsato'o tla cha' chcuin' xa tsa'an se'en ndi'in um. 
2CO.13.3	Ti' ngui'ni tucua ti' um si'yana nchcuin' lo'o cha' cuiya' 'in Cristo, una a na'an ndi'in cha' 'in ñi lja um, cui' ca nu tla cha' 'in ñi lo'o um. 
2CO.13.4	Siya' m'ni na'an ti' ñi xa ngujui ñi loo cusi, una lo'o ñi si'ya cha' cuiya' 'in Ndiose. Cui' cuaña'an na'an ndi'in cha' 'in hua, sca cha' ti 'in hua lo'o Cristo, una tyu'hui hua chendyu lo'o ñi si'ya cha' cuiya' 'in Ndiose, lo' cuaña'an tca tucua tloo um 'in hua. 
2CO.13.5	Cu'ni quii um cusya 'in um cha' ta cui' ña'an ndon um lo'o cha' nu ndiya qui'an ti' um, lo' cu'ni cuiya' um 'in um lo'o cha' can'. ¿Ta a jlyo ti' um si'yana Cristo ntsu'hui ñi ni' cusya 'in um, uta na a ñi ndi'in cha' 'in um? 
2CO.13.6	Nducua tloon si'yana ca cuiya' ti' um, ñi ndi'in cha' 'in hua. 
2CO.13.7	Njñan hua 'in Ndiose si'yana a cu'ni um cha' ngunan', una si'i si'yana nchca ti' hua suhui hua tloo hua, cui' ca nu si'yana cu'ni um tñan tsu'hue, siya' nchcui' ne' a ñi ndi'in cha' 'in hua. 
2CO.13.8	A tca ña'an ti'i hua cha' nu ñi, cui' ca nu nguiaa hua tso' cha' nu ñi. 
2CO.13.9	Can' cha' tsu'hue ntsu'hui tiquee hua siya' na'an ndi'in cha' 'in hua, lo' 'un tla ndon um, siya' cuaña'an njñan hua 'in Ndiose si'yana ca chcui la cha' 'in um. 
2CO.13.10	Nde cha' nu nda'an tñan quityi re 'in um lja nu ti' lyijyi tyi'an se'en ndi'in um, si'yana a nchca tin' chcuin' tla cha' lo'o um tsaña'an cha' cuiya' nu cua' jui 'ñan lo'o cunta 'in Ñi X'nan na, ña'an ca si'yana culo um lo' si'i nu jlyo um si'ya cha' can'.
2CO.13.11	A cunta 'un jun ta'a na, ca tsu'hue chu'hui tiquee um, lo' cu'ni chu'hue um cha' 'in um scasca um, tyaa um cha' tnu tiquee 'in ta'a um, ca sca cha' ti 'in um, lo' cunan um ña'an nu tyi'in tsu'hue um. Lo' Ndiose, ñi nu n'ni cha' nxitñan' cusya 'in na, ñi nu ngui'ni 'tnan 'in na, tyi'in ñi lo'o um. 
2CO.13.12	Nchgaa um chcui' cha' ta'a um la sii' sca' um lo'o suun ña'an. 
2CO.13.13	Nchgaa jun ta'a na nu ndi'in nde re nchcui' cha' jun 'in um. 
2CO.13.14	Cha' tsu'hue 'in Ñi X'nan na Jesucristo, lo'o cha' tsu'hue 'in Ndiose, tsatlyu lo'o Espíritu nu Luhui 'in ñi quinu lo'o um. Amen.
GAL.1.1	Nan' yu Pablo, si'ya cha' cuiya' 'in Jesucristo lo'o Stina Ndiose, ñi nu m'ni cha' mdyiqui'o can', ngua'an tñan ñi 'ñan tsa ycuin' cha' tsu'hue 'in ñi, lo' si'i si'yana jui nu ngulo ton 'ñan uta si'ya cha' cuiya' 'in nten chendyu. 
GAL.1.2	A cunta nchgaa la ña'an ta'a ndi'in hua re ngua'an tñan hua quityi re 'in um, cunda scaa se'en ndiyo' ti'in jun ta'a na se'en lyi'ya loo Galacia. 
GAL.1.3	Cui' Stina Ndiose lo'o Ñi X'nan na Jesucristo taa ñi cha' tsu'hue nu chu'hui ni' cusya 'in um, lo' cu'ni ñi cha' tyi'in tsu'hue um, 
GAL.1.4	ñi nu mdyaa 'in si'ya qui'ya nducui na, si'yana culo laa ñi 'in na loo cha' ngunan' nu nchca loo chendyu re, tsaña'an nu lca tiquee Stina Ndiose lo'o na, 
GAL.1.5	cui' scati ñi ntsu'hui cha' cu'ni tnu na tsala xaa. Amen.
GAL.1.6	Ndyijyin ya' nduhue tin' ñi cha' ndla 'a mdo'o tso' um sii' Ndiose, ñi nu msi'ya 'in um si'ya cha' tsu'hue 'in Cristo, lo' nducui ncha'an um xca loo cha' nu ñan ti' um tca culo laa 'in um. 
GAL.1.7	Si'i si'yana ntsu'hui xca loo cha', cui' ca nu si'yana jui xca tucui nu m'ni tinto 'in um, nchca ti' can' xitsa'an ña'an ntsu'hui cha' tyi'o laa nten si'ya Cristo. 
GAL.1.8	A 'ni cha' siya' huare' uta angujle 'in Ndiose, cha' chcui' hua lo'o um xca loo cha' tsaña'an ntsu'hui cha' tyi'o laa um, una cha' a su'hua ña'an nguiaa na lo'o cha' nu ycui' hua lo'o um ti' culoo, tsaloo na caan ti yuhue' chon' hua. 
GAL.1.9	Cui' tsaña'an nu cua' ycui' hua lo'o um ti' culoo, nchcuin' lo'o um xiya': Cha' ntsu'hui xca tucui nu chcui' xca loo cha' tsaña'an ntsu'hui cha' tyi'o laa um, lo' cha' a su'hua ña'an nguiaa na lo'o cha' nu cua' ncuan xu'hue um, tsaloo na caan ti yuhue' chon' can'. 
GAL.1.10	¿Ta ñan ti' um si'yana nchca tin' quinu tsu'hue tiquee nten lo'on, uta si'yana quinu tsu'hue tiquee Ndiose lo'on? ¿Ta xque' ti' um si'yana 'in nten nducua quiloon? Cha' cuaña'an lca cusya 'ñan, a lcan nguso 'in Cristo.
GAL.1.11	Ca cuiya' ti' um cha' re, 'un jun ta'a na, cha' tsu'hue 'in Cristo nu ycuin' lo'o um, a ljyaan na loo cha' tiyaa 'in nten chendyu, 
GAL.1.12	si'yana a m'ni cha'an cha' re ta si'yana jui nu ngulo'o 'ñan, cui' ca nu ycui' ca Jesucristo ngulo'o ñi 'ñan. 
GAL.1.13	Si'yana cua' jlyo ti' um ña'an nten lcan ti' culoo xa ncua sca cha' ti 'ñan lo'o cha' nu ngui'ni cha'an ne' judio, lyee mducui ncha'an 'in jun nu cua' ndi'in cunta 'in Ndiose, lo' ncua tin' cujlyon 'in jun siya' ti. 
GAL.1.14	Tsaña'an nguiaa cha' 'in ne' judio, lyee lati msñi cunta 'ñan lo'o cha' can' que nchgaa la ña'an yu ta'a m'ni cha'an, si'yana a ncua tin' quinan' ñi sca cha' nu cua' ntsu'hui 'in nten cula 'ñan. 
GAL.1.15	Una Ndiose tsu'hue ntsu'hui tiquee ñi ngulohui ñi 'ñan xa nu ti' lyijyi tiyaan chendyu, ngulo ton ñi 'ñan si'ya cha' tsu'hue nu mdo'o tiquee ñi, 
GAL.1.16	lo' m'ni ñi cha' si'yana chu'hui lyoon 'in Sñe' ñi, ña'an ca si'yana tsa ycuin' cha' tsu'hue 'in ñi lo'o ne' gentil. A mñichan' 'in xca tucui ña'an mdyisnan suun cha' re, 
GAL.1.17	ñi a yi'an quichen Jerusalén se'en ndi'in yu ta'a mda'an Jesús, yu nu culo nducua la ycui' cha' tsu'hue 'in ñi que 'ñan nan', cui' ca nu yi'an se'en lca Arabia, la chon' nde'en mxitucuin nde quichen Damasco. 
GAL.1.18	Xa cua' mdijin snan yjan, xacan' yi'an quichen Jerusalén si'yana chu'hui lyoon 'in yu Tyo, can' nguinun lo'o yu tsa 'tñu tsaan. 
GAL.1.19	Una a na'an nchgaa la ña'an ta'a mda'an Jesús, cui' ca nu scati Jacobo ta'a ngula Ñi X'nan na. 
GAL.1.20	Tsaña'an cha' nu ngua'an re, a tca cuiñi lyi'on 'in um tloo Ndiose. 
GAL.1.21	Chon' nde'en can' yi'an se'en lyi'ya loo Siria lo'o Cilicia. 
GAL.1.22	Ñi a nchca chu'hui lyoo jun 'ñan xacan', jun nu cua' ntsu'hui cha' 'in Cristo nu ndiyo' ti'in scasca quichen se'en lyi'ya loo Judea. 
GAL.1.23	Tsaloo ti nen cha' nchcui' jun: Yu nu mducui ncha'an 'in na ti' culoo, cua' ñii nda'an ycui' yu cha' tsu'hue 'in Cristo, yu nu ncua ti' cu'ni tyii cha' re. 
GAL.1.24	Lo' m'ni tnu jun 'in Ndiose si'ya cha' nu yato'o 'ñan.
GAL.2.1	Xa cua' mdijin tilcua yjan xiya' yi'an quichen Jerusalén, lo' yi'an lo'o yu Bernabé, a cunta lo'o yu Tito. 
GAL.2.2	Una yi'an si'ya cha' nu ngulyo scua la Ndiose lo'on, lo' ycuin' lo'o tsalca jun nu ndon loo la sca se'en ycui' ti jun, mtsan' 'in jun tsaña'an nchcuin' lo'o ne' gentil ña'an ntsu'hui cha' tyi'o laa na, si'yana a tsa quiñan 'an uta cua cha' ti m'nin tñan 'in Ndiose. 
GAL.2.3	A cunta yu Tito nu ta'a nda'an, siya' lca yu sca ne' griego, una a mxicu'ni jun 'in yu si'yana ca circuncida 'in yu. 
GAL.2.4	Yato'o lja hua ntsu'hui cunan tucua snan jun nu nda'an lo'o cha' cuiñi, si'yana xñi can' cunta ña'an ndi'in cha' 'in hua tsaña'an mdo'o laa hua si'ya Cristo Jesús, lo' ncua ti' can' xicu'ni 'in hua si'yana ti' tsa ncha'an hua cha' nu cua' ntsu'hui 'in. 
GAL.2.5	Una ñi tsa chin' ti s'ni lo' a m'ni cunta hua 'in lo'o cha' nu ycui', si'yana nducua tloo hua tsa ncha'an um cha' nu ñi 'in Ndiose tsaña'an ntsu'hui cha' tyi'o la na. 
GAL.2.6	Una tsalca jun nu ndon loo lati can', (lo' ñi a ndyuhue tin' cha' ta ntsu'hui tñan lyi'ya jun ti' culoo, si'yana scaña'an ti ngui'ni Ndiose 'tnan 'in nten chendyu), ñi sca cha' nu cui ti lo' a ngulo'o jun 'ñan. 
GAL.2.7	Cui' ca nu ngu'ya jun cha' tiyaa si'yana Ndiose mxnu ñi cunta 'ñan chcuin' cha' tsu'hue 'in Cristo lo'o ne' gentil, tsaña'an nguinu cunta 'in yu Tyo chcui' yu lo'o ne' judio. 
GAL.2.8	(Si'yana Ndiose nu ngulo ton 'in yu Tyo chcui' yu cha' tsu'hue 'in Cristo lo'o ne' judio, ticui' ñi ngulo ton ñi 'ñan chcuin' lo'o ne' gentil). 
GAL.2.9	Xa ncua cuiya' ti' jun si'yana Ndiose lca nu mdaa tñan re 'ñan, yu Jacobo, yu Tyo lo'o yu Xuhua, yu nu ndon loo la 'in jun, mdaa yu sca cuiya' 'in hua lo'o Bernabé si'yana sca cha' ti 'in hua cu'ni hua tñan lo'o yu, lo' huare' tsa ycui' la hua cha' tsu'hue 'in Cristo lo'o ne' gentil lo' cui' yu chcui' yu lo'o ne' judio.
GAL.2.10	Tsaloo ti cha' nu mxnu yu cunta 'in hua si'yana quia yu'hui ti' hua 'in nu ti'i ña'an chendyu 'in, lo'on cua' ntsu'hui cha' can' tiqueen, can' cha' msu'huan juesa m'nin 'in na.
GAL.2.11	Una xa yaa yu Tyo quichen Antioquía, tloo ndon yu tla cha' ycuin' lo'o yu si'yana si'i ña'an ngui'ni yu. 
GAL.2.12	Si'yana xa nu ti' lyijyi tiyaa tucua snan yu judio, cui' yu nu ngua'an tñan Jacobo, yu Tyo tsatlyu nchcu yu lo'o ne' gentil, una xa mdiyaa yu judio can' mxijyi'o ti' yu lo' a ycu 'a yu lo'o ne' gentil si'yana ntsen yu tloo ne' judio. 
GAL.2.13	Cui' cuaña'an lo'o ne' judio nu ndi'in ca can', a ñi ndi'in cha' 'in ne', ncua sca cha' ti 'in ne' lo'o yu Tyo, lo' hasta lo'o yu Bernabé jui nu nguñi lyi'o 'in lo'o cha' can'. 
GAL.2.14	Una xa na'an si'yana a ngui'ni ne' tsaña'an nguiaa cha' nu ngulo'o Cristo, xacan' ycuin' lo'o yu Tyo tloo ndi'in nchgaa jun can': Nu'huin lca sca ne' judio, una cua' ñii ngui'ni tsaña'an n'ni ne' gentil, lo' si'i ña'an n'ni ne' judio. ¿Ñi cha' nchca ti' xicu'ni 'in ne' gentil cu'ni ne' tsaña'an n'ni ne' judio? 
GAL.2.15	Nare' lca na ne' judio ti' xa ngula na, lo' a lca na ne' gentil nu ngui'ni qui'ya, 
GAL.2.16	jlyo tsu'hue ti' na si'yana a ndyijyin ña'an quinu luhui sca nten tloo Ndiose loo nu xu'hua se'en ne' cha' 'in lee, cui' ca nu la tsa qui'an ti' ne' 'in Jesucristo. Nare' cua' ya qui'an ti' na 'in Jesucristo se'en nu quinu luhui na si'ya ñi, lo' si'i si'yana xu'hua se'en na cha' 'in lee, si'yana —a tucui nu tca quinu luhui tloo Ndiose— loo nu xu'hua se'en cha' 'in lee. 
GAL.2.17	Cha' nducua tloo na si'yana quinu luhui na tloo Ndiose si'ya Cristo, ña'an loo cha' lo'o na lca na nten qui'ya chendyu. ¿Lo' ta si'ya Cristo lca na nten qui'ya chendyu? Si'i na. 
GAL.2.18	Cha' nan' xiya' chcui cha'an cha' 'in lee, sca cha' nu cua' mxnun ca'an chon', nducuin qui'ya xacan'. 
GAL.2.19	Nan' si'ya cha' 'in lee cua' ngujuin lo'o cunta 'in na, ña'an ca si'yana tu'huin sca chendyu lo'o tso' nu 'in Ndiose. 
GAL.2.20	Nan' tsatlyu lo'o Cristo nga'an loo cusi, lo' si'i 'a cunta 'ñan ndu'huin chendyu, cui' ca nu lo'o cunta 'in Cristo, lo' chendyu nu ndu'huin cua' ñii, ndu'huin 'in na si'yana ndiya qui'an tin' 'in Sñe' Ndiose, ñi nu mña'an 'tnan ti' 'ñan lo' mdyaa 'in si'yan. 
GAL.2.21	A nchca tin' culon tson' cha' tsu'hue 'in Ndiose, lo' cha' cua na tyi'o laa na loo nu xu'hua se'en na cha' 'in lee, cua cha' ti ngujui Cristo xacan'.
GAL.3.1	¡Ta chin' 'a cha' tiyaa 'in um, 'un ne' Galacia! ¿Ti nu m'ni tinto 'in um si'yana a ca ja'an um cha' nu ñi? Lo' na tloo um cua' jui nu ngulyo scua la cha' 'in Jesucristo tsaña'an nu ngua'an ñi loo cusi. 
GAL.3.2	Scati cha' nchca tin' cuñichan' 'in um: ¿Ta ntsu'hui Espíritu ni' cusya 'in um loo nu mxu'hua se'en um cha' 'in lee, uta si'yana ya qui'an ti' um cha' nu cua' ngune 'in um? 
GAL.3.3	¿Ta tiji 'a na um xacan'? Lo'o cha' cuiya' 'in Espíritu mdyisnan um cha' re, lo' cua' ñii ngui'ni tyii um lo'o cha' tiyaa 'in nten chendyu. 
GAL.3.4	¿Ta cua cha' ti mdijin um scasca loo cha' nu yaan 'in um? ¿Ta xtyi ti' xu'hue ti mdijin um cha' can'? 
GAL.3.5	Ndiose, ñi nu ndaa Espíritu 'in um n'ni ñi cha' nu tnu lo'o um, ¿ta ngui'ni ñi cha' can' si'yana nxu'hua se'en um cha' 'in lee, uta si'yana ya qui'an ti' um cha' nu cua' ngune 'in um?
GAL.3.6	Cui' cuaña'an Abraham —nguinu luhui yu tloo Ndiose loo nu ya qui'an ti' yu 'in ñi—. 
GAL.3.7	Ca cuiya' ti' um si'yana tsalca nu ndiya qui'an ti' 'in Ndiose, can' nu lca sñe' Abraham. 
GAL.3.8	Si'yana quityi 'in Ndiose cua' mxitucua loo na sca cha' si'yana ntsu'hui cha' xicuten ñi qui'ya 'in ne' gentil loo nu tsa qui'an ti' ne' 'in ñi, can' cha' ti' culoo cua' ycui' ñi cha' tsu'hue 'in ñi lo'o Abraham, lo' juin ñi: —Cui' si'ya nu'huin, can' cha' nchgaa nten chendyu ntsu'hui xu'hue ne'—. 
GAL.3.9	Can' cha' tsalca nu ndiya qui'an ti' 'in Ndiose ngui'ni ca'an cha' tsu'hue 'in can' tsatlyu lo'o Abraham, cui' yu nu ya qui'an ti' 'in ñi. 
GAL.3.10	Si'yana nchgaa nu nducua tloo tyi'o laa loo nu xu'hua se'en cha' 'in lee, nde nso' tucua can' qui'ya chon', si'yana nchcui' quityi 'in Ndiose: —Nducua yuhue' chon' nchgaa nu a nxu'hua se'en cunda scaa cha' nu nguinu scua loo lee 'in Ndiose—. 
GAL.3.11	Can' cha' ñi sca tucui a tca quinu luhui tloo Ndiose loo nu xu'hua se'en cha' 'in lee, la ndi'in cha' re si'yana: —Nu quinu luhui tloo Ndiose, caja chendyu 'in loo nu tsa qui'an ti' 'in ñi—. 
GAL.3.12	Una tso' cha' nu 'in lee, si'i si'yana caja nu tsa qui'an ti' 'in Ndiose can' cha' tyi'o laa, cui' ca nu nchcui' na: —Nu xu'hua se'en cha' nu nchcui' lee, can' nu tyu'hui chendyu—. 
GAL.3.13	Cristo cua' msu'hua lyiya' ñi nchgaa qui'ya 'in na lo' msi'yu co' ñi yuhue' nducua chon' na loo nu a mxu'hua se'en na cha' 'in lee, lo' ticuii' chon' ñi yaa yuhue' can', (si'yana nchcui' quityi 'in Ndiose: —Yuhue' nducua chon' nchgaa nu nchcan' tucui sii' yca—.) 
GAL.3.14	Si'ya Cristo Jesús, can' cha' qui'ni ca'an 'in ne' gentil cha' tsu'hue nu mdaa Ndiose 'in Abraham, si'yana loo nu tsa qui'an ti' na 'in ñi, cuan xu'hue na 'in Espíritu nu cua' mdi'in tyaa ñi cha' lo'o na. 
GAL.3.15	'Un jun ta'a na, chcuin' sca cha' lo'o um tsaña'an nguiaa cha' 'in sca nten nu cua' m'ni cuiya' sca cha'. Siya' lca na cha' nu mdi'in tyaa nten chendyu, a tucui 'a nu tca cucha ti'in 'in na, uta caja nu tucua la cha' can'. 
GAL.3.16	Una cua' ñii lo'o tso' 'in Ndiose, mdi'in tyaa ñi sca cha' lo'o Abraham, a cunta qui'ni ca'an cha' re 'in sñe' ta nten 'in yu. Una a nchcui' quityi can' ta si'ya cha' 'in nchgaa sñe' ta nten 'in yu, cui' ca nu nchcui' na cha' 'in scati sñe' ta nten 'in yu, can' nu lca Cristo. 
GAL.3.17	Nde cha' nchcuin' lo'o um: Culo nducua la mdi'in tya tla Ndiose sca cha' lo'o Abraham, cui' cha' 'in Cristo, xa cua' mdijin jacua ciento ntsu'hui cla tyi yjan, xacan' mducua suun cha' 'in lee, una si'i can' cha' yatii cha' nu cua' mdi'in tyaa ñi ti' culoo, uta msi'yu co' cha' 'in na. 
GAL.3.18	Cha' cua na ljyaan cha' tsu'hue can' lo'o tso' cha' 'in lee, a sca cunta ntsu'hui cha' nu cua' mdi'in tya Ndiose xacan', una mdaa ñi cha' tsu'hue can' 'in Abraham si'ya cha' nu cua' mdi'in tyaa ñi lo'o yu. Ñi cha' nguinu scua cha' 'in lee 
GAL.3.19	Xacan' jan ñi, ¿Ñi cha' nguinu scua cha' 'in lee? Na mdya cula lo'o na si'ya qui'ya ngui'ni nten, tsaya' mdiyaa tsaan nu yaan sñe' nu 'in cha' tsu'hue can'. Angujle 'in Ndiose ycui' cha' 'in lee lo'o Moisé, lo' cui' yu mdijin yu suun can' lo'o nten. 
GAL.3.20	Una yu nu ndijin suun lo'o nten, cui' si'yana nchcui' yu cha' nu ycui' xca tucui, una Ndiose scati ñi ndi'in tya ñi sca cha'. 
GAL.3.21	¿Ta xque' ti' na si'yana lee can' a nchcua ta'a na lo'o cha' nu cua' mdi'in tya Ndiose? Si'i na. Si'yana cha' cua na tca tyi'o laa na si'ya cha' 'in lee, a s'ni quinu luhui na tloo Ndiose xacan'. 
GAL.3.22	Quityi 'in Ndiose nchcui' la na si'yana nchgaa nten nducua yuhue' chon' ne' si'ya qui'ya 'in ne', una cua' mdi'in tyaa ñi cha' si'yana taa ñi cha' tsu'hue nu qui'ni ca'an 'in tsalca nu tsa qui'an ti' 'in Jesucristo. 
GAL.3.23	Xa nu ti' lyijyi caan cha' tsu'hue nu ntsu'hui cha' tsa qui'an ti' na, ntsu'hui nchcun na si'ya cha' 'in lee, can' nu msñi su'hua yaa' 'in na chcui lja nu ti' lyijyi ca chcan' loo cha' nu ntsu'hui cha' tsa qui'an ti' na. 
GAL.3.24	Nde cha' tsu'hue nu m'ni lee si'yana ya lo'o na 'in na sii' Cristo, ña'an ca si'yana quinu luhui na tloo Ndiose loo nu tsa qui'an ti' na 'in ñi. 
GAL.3.25	Lo' xa cua' mdiyaan cha' nu ntsu'hui cha' tsa qui'an ti' na, a 'ni 'a cha' ti' tsa lo'o lee can' 'in na. 
GAL.3.26	Nchgaa um cua' lca um sñe' Ndiose loo nu ya qui'an ti' um 'in Cristo Jesús, 
GAL.3.27	si'yana nchgaa 'un nu cua' mducua tya lo'o cha' cuiya' 'in Cristo, sca cha' ti' 'in um lo'o ñi. 
GAL.3.28	Scaña'an ti ne' judio lo'o ne' gentil, scaña'an ti nu lca nguso nu msi'i ne' 'in lo'o nu ngui'ni tñan cha' 'in ti, cui' cuaña'an yu qui'yu lo'o ne' cuna'an, sca cha' ti 'in um nchgaa um lo'o Cristo Jesús. 
GAL.3.29	Cha' ndi'in um cunta 'in Cristo, cua' lca um ta nten 'in Abraham, lo' nchgaa cha' tsu'hue nu cua' mdi'in tyaa Ndiose lo'o yu cua' m'ni ca'an 'in um.
GAL.4.1	Cha' nu nchcuin' lo'o um, sca yu lyo' ti nu ti' lyijyi chcuan cunta cha' tsu'hue 'in sti, su'hua ña'an ndi'in cha' 'in yu lo'o sca nguso, siya' lca yu x'nan nchgaa loo na. 
GAL.4.2	Una ntsu'hui nu nsñi cunta 'in yu tsatlyu lo'o tñan can', tsaya' tsa tucua tsaan xnu sti yu cunta tñan can' 'in yu. 
GAL.4.3	Cui' cuaña'an mdi'in cha' 'in nare' xa ncua suhue na, jui nu msñi su'hua yaa' 'in na lo' mducui ncha'an na scasca cha' nu nchca loo chendyu re. 
GAL.4.4	Una ya tucua tsaan, Ndiose ngua'an tñan ñi 'in Sñe' ñi nu ngula 'in sca ne' cuna'an lja nu ndi'in cha' 'in lee, 
GAL.4.5	si'yana culo laa ñi 'in nchgaa nu nsñi su'hua yaa' lee can' 'in, a cunta si'yana xisñe' ñi 'in na. 
GAL.4.6	Lo' si'yana cua' lca um sñe' Ndiose, ngua'an tñan ñi Espíritu 'in Sñe' ñi nu chu'hui ni' cusya 'in um, lo' nchcui': ¡Abba, 'un lca um Sti hua! 
GAL.4.7	Can' cha' a lca 'a um sca nguso ti, cui' ca nu lca um sñe' ñi, lo' cha' lca um sñe' Ndiose, cui' cha' tsu'hue 'in ñi qui'ni ca'an 'in um si'ya Cristo.
GAL.4.8	Nu cha' ñi si'yana nu ncua ti' culoo a yu'hui lyoo um 'in Ndiose, ncua ja'an um 'in scasca jo'o nu a lca Ndiose. 
GAL.4.9	Una cua' ñii ndyu'hui lyoo um 'in Ndiose, uta tsu'hue la cunen lo'o um si'yana Ndiose cua' ndyu'hui lyoo ñi 'in um, ¿ña'an ta nchca ti' um xitucui um xiya' chcui ncha'an um scasca cha' nu a tca ta yaa' 'in um, ñi a tca cu'ni cha'an can' cusya 'in um, lo' nde taa um ya' culo can' tñan 'in um xiya'? 
GAL.4.10	'Un ti' nxu'hua se'en um tsaan nu n'ni tnu ne' judio, lo'o coo' lo'o yjan, lo' cua' lca ti xaa nu n'ni ti um 'in um. 
GAL.4.11	Nsu'huan cha' tiqueen lo'o um, ¿ta cua cha' ti m'nin tñan si'ya um? 
GAL.4.12	'Un jun ta'a na, jñan cha' tsu'hue 'in um, tyaa um ya' cu'ni cha'an um 'ñan si'yana lo'on nan' sca cha' ti 'ñan lo'o um, lo' ñi a sca ti'i ta cua' m'ni um lo'on. 
GAL.4.13	Cua' jlyo ti' um si'ya quicha nu ncua ti'in, yato'o ycuin' cha' tsu'hue 'in Cristo lo'o um ti' culoo. 
GAL.4.14	Ñi a mna'an ti'i um lo' ñi a mscuan tloo um 'ñan si'ya quicha nu ntsu'hui 'ñan, cui' ca nu ncuan xu'hue um 'ñan tsaña'an nchca ti' sca angujle 'in Ndiose, uta tsaña'an Cristo Jesús. 
GAL.4.15	Cua' ñii, ¿la ncua cha' tsu'hue ntsu'hui tiquee can' 'in um? Nan' ndiya yu'hui tin' si'yana hasta quiloo um ncua ti' um culo um lo' taa um 'ñan. 
GAL.4.16	¿Ta nde mchca ta'a cusuun na si'yana ycuin' lo'o um cha' nu ñi? 
GAL.4.17	Nten cua, lyee ntsu'hui yuhue ti' ne' 'in um, una si'i si'yana ca nu tsu'hue 'in um, cui' ca nu nchca ti' ne' culo tso' ne' 'in um sii' hua lo' tsato'o chu'hui yuhue ti' um 'in ne'. 
GAL.4.18	Tsu'hue cha' cua na nchgaa xaa su'hua yuhue ti' um 'in nchgaa tucui, una lo'o sca cha' tiyaa nu luhui, lo' si'i tsalja ndi'in tin lo'o um. 
GAL.4.19	Sñen', cua' xiya' ndijin nu ti'i si'ya um tsaña'an nu ti'i ndyijyin sca ne' cuna'an nu ndiyaan sñe' chendyu, lo' tijin cha' re tsaya' nu quinu scua tla cha' 'in Cristo ni' cusya 'in um. 
GAL.4.20	Lyee 'a lca tiqueen ña'an ta'a na lo'o um, lo' quia nan ña'an nu chcuin' lo'o um, si'yana tsaña'an nu ngui'ni um a jlyo 'a tin' ña'an ti' quiñan tin'.
GAL.4.21	Quitsa' um 'ñan, 'un nu ti' nchca ti' xu'hua se'en cha' 'in lee, ¿Ta na a nchca ca cuiya' ti' um ña'an nchcui' na? 
GAL.4.22	Nchcui' na si'yana Abraham mdi'in tucua sñe', sca can' sñe' yu lo'o ne' cuna'an nguso 'in yu, lo' xca can' lca sñe' yu lo'o cuilyi'o yu. 
GAL.4.23	Sñe' yu lo'o ne' cuna'an nguso can' mdi'in lo'o cunta 'in ti yu, una xca can' mdi'in lo'o cha' cuiya' 'in Ndiose, cui' tsaña'an cha' nu cua' mdi'in tyaa ñi lo'o yu. 
GAL.4.24	Qui'an 'a cha' tca qui'ya na cunta lo'o cha' re. Chcuaa ne' cuna'an can' lca na tucua cha' nu mdi'in tyaa Ndiose. Sca cha' can' mdi'in tyaa ñi lca qui'ya Sinai, lo' nu chcui ncha'an cha' can' xñi su'hua yaa' na 'in, can' nu lca Agar. 
GAL.4.25	Si'yana Agar can' lca na qui'ya Sinai nu nducua se'en lca Arabia, sca cha' ti 'in can' lo'o cha' nu ti' ntsu'hui 'in ne' Jerusalén, lo' tsatlyu nxñi su'hua yaa' cha' can' 'in lo'o sñe'. 
