MAT.1.1	ibrAhImaH santAnO dAyUd tasya santAnO yIzukhrISTastasya pUrvvapuruSavaMzazrENI|
COL.4.16	aparaM yuSmatsannidhau patrasyAsya pAThE kRtE lAyadikEyAsthasamitAvapi tasya pAThO yathA bhavEt lAyadikEyAnjca yat patraM mayA prahitaM tad yathA yuSmAbhirapi paThyEta tathA cESTadhvaM|
COL.4.17	aparam ArkhippaM vadata prabhO ryat paricaryyApadaM tvayAprApi tatsAdhanAya sAvadhAnO bhava|
COL.4.18	ahaM paulaH svahastAkSarENa yuSmAn namaskAraM jnjApayAmi yUyaM mama bandhanaM smarata| yuSmAn pratyanugrahO bhUyAt| AmEna|
1TH.1.1	paulaH silvAnastImathiyazca piturIzvarasya prabhO ryIzukhrISTasya cAzrayaM prAptA thiSalanIkIyasamitiM prati patraM likhanti| asmAkaM tAta IzvaraH prabhu ryIzukhrISTazca yuSmAn pratyanugrahaM zAntinjca kriyAstAM|
1TH.1.2	vayaM sarvvESAM yuSmAkaM kRtE IzvaraM dhanyaM vadAmaH prArthanAsamayE yuSmAkaM nAmOccArayAmaH,
1TH.1.3	asmAkaM tAtasyEzvarasya sAkSAt prabhau yIzukhrISTE yuSmAkaM vizvAsEna yat kAryyaM prEmnA yaH parizramaH pratyAzayA ca yA titikSA jAyatE
1TH.1.4	tat sarvvaM nirantaraM smarAmazca| hE piyabhrAtaraH, yUyam IzvarENAbhirucitA lOkA iti vayaM jAnImaH|
1TH.1.5	yatO'smAkaM susaMvAdaH kEvalazabdEna yuSmAn na pravizya zaktyA pavitrENAtmanA mahOtsAhEna ca yuSmAn prAvizat| vayantu yuSmAkaM kRtE yuSmanmadhyE kIdRzA abhavAma tad yuSmAbhi rjnjAyatE|
1TH.1.6	yUyamapi bahuklEzabhOgEna pavitrENAtmanA dattEnAnandEna ca vAkyaM gRhItvAsmAkaM prabhOzcAnugAminO'bhavata|
1TH.1.7	tEna mAkidaniyAkhAyAdEzayO ryAvantO vizvAsinO lOkAH santi yUyaM tESAM sarvvESAM nidarzanasvarUpA jAtAH|
1TH.1.8	yatO yuSmattaH pratinAditayA prabhO rvANyA mAkidaniyAkhAyAdEzau vyAptau kEvalamEtannahi kintvIzvarE yuSmAkaM yO vizvAsastasya vArttA sarvvatrAzrAvi, tasmAt tatra vAkyakathanam asmAkaM niSprayOjanaM|
1TH.1.9	yatO yuSmanmadhyE vayaM kIdRzaM pravEzaM prAptA yUyanjca kathaM pratimA vihAyEzvaraM pratyAvarttadhvam amaraM satyamIzvaraM sEvituM
1TH.1.10	mRtagaNamadhyAcca tEnOtthApitasya putrasyArthata AgAmikrOdhAd asmAkaM nistArayitu ryIzOH svargAd AgamanaM pratIkSitum Arabhadhvam Etat sarvvaM tE lOkAH svayam asmAn jnjApayanti|
1TH.2.1	hE bhrAtaraH, yuSmanmadhyE 'smAkaM pravEzO niSphalO na jAta iti yUyaM svayaM jAnItha|
1TH.2.2	aparaM yuSmAbhi ryathAzrAvi tathA pUrvvaM philipInagarE kliSTA ninditAzca santO'pi vayam IzvarAd utsAhaM labdhvA bahuyatnEna yuSmAn Izvarasya susaMvAdam abOdhayAma|
1TH.2.3	yatO'smAkam AdEzO bhrAntErazucibhAvAd vOtpannaH pravanjcanAyuktO vA na bhavati|
1TH.2.4	kintvIzvarENAsmAn parIkSya vizvasanIyAn mattvA ca yadvat susaMvAdO'smAsu samArpyata tadvad vayaM mAnavEbhyO na rurOciSamANAH kintvasmadantaHkaraNAnAM parIkSakAyEzvarAya rurOciSamANA bhASAmahE|
1TH.2.5	vayaM kadApi stutivAdinO nAbhavAmEti yUyaM jAnItha kadApi chalavastrENa lObhaM nAcchAdayAmEtyasmin IzvaraH sAkSI vidyatE|
1TH.2.6	vayaM khrISTasya prEritA iva gauravAnvitA bhavitum azakSyAma kintu yuSmattaH parasmAd vA kasmAdapi mAnavAd gauravaM na lipsamAnA yuSmanmadhyE mRdubhAvA bhUtvAvarttAmahi|
1TH.2.7	yathA kAcinmAtA svakIyazizUn pAlayati tathA vayamapi yuSmAn kAgkSamANA
1TH.2.8	yuSmabhyaM kEvalam Izvarasya susaMvAdaM tannahi kintu svakIyaprANAn api dAtuM manObhirabhyalaSAma, yatO yUyam asmAkaM snEhapAtrANyabhavata|
1TH.2.9	hE bhrAtaraH, asmAkaM zramaH klEेzazca yuSmAbhiH smaryyatE yuSmAkaM kO'pi yad bhAragrastO na bhavEt tadarthaM vayaM divAnizaM parizrAmyantO yuSmanmadhya Izvarasya susaMvAdamaghOSayAma|
1TH.2.10	aparanjca vizvAsinO yuSmAn prati vayaM kIdRk pavitratvayathArthatvanirdOSatvAcAriNO'bhavAmEtyasmin IzvarO yUyanjca sAkSiNa AdhvE|
1TH.2.11	aparanjca yadvat pitA svabAlakAn tadvad vayaM yuSmAkam EkaikaM janam upadiSTavantaH sAntvitavantazca,
1TH.2.12	ya IzvaraH svIyarAjyAya vibhavAya ca yuSmAn AhUtavAn tadupayuktAcaraNAya yuSmAn pravarttitavantazcEti yUyaM jAnItha|
1TH.2.13	yasmin samayE yUyam asmAkaM mukhAd IzvarENa pratizrutaM vAkyam alabhadhvaM tasmin samayE tat mAnuSANAM vAkyaM na mattvEzvarasya vAkyaM mattvA gRhItavanta iti kAraNAd vayaM nirantaram IzvaraM dhanyaM vadAmaH, yatastad Izvarasya vAkyam iti satyaM vizvAsinAM yuSmAkaM madhyE tasya guNaH prakAzatE ca|
1TH.2.14	hE bhrAtaraH, khrISTAzritavatya Izvarasya yAH samityO yihUdAdEzE santi yUyaM tAsAm anukAriNO'bhavata, tadbhuktA lOkAzca yadvad yihUdilOkEbhyastadvad yUyamapi svajAtIyalOkEbhyO duHkham alabhadhvaM|
1TH.2.15	tE yihUdIyAH prabhuM yIzuM bhaviSyadvAdinazca hatavantO 'smAn dUrIkRtavantazca, ta IzvarAya na rOcantE sarvvESAM mAnavAnAM vipakSA bhavanti ca;
1TH.2.16	aparaM bhinnajAtIyalOkAnAM paritrANArthaM tESAM madhyE susaMvAdaghOSaNAd asmAn pratiSEdhanti cEtthaM svIyapApAnAM parimANam uttarOttaraM pUrayanti, kintu tESAm antakArI krOdhastAn upakramatE|
1TH.2.17	hE bhrAtaraH manasA nahi kintu vadanEna kiyatkAlaM yuSmattO 'smAkaM vicchEdE jAtE vayaM yuSmAkaM mukhAni draSTum atyAkAgkSayA bahu yatitavantaH|
1TH.2.18	dvirEkakRtvO vA yuSmatsamIpagamanAyAsmAkaM vizESataH paulasya mamAbhilASO'bhavat kintu zayatAnO 'smAn nivAritavAn|
1TH.2.19	yatO'smAkaM kA pratyAzA kO vAnandaH kiM vA zlAghyakirITaM? asmAkaM prabhO ryIzukhrISTasyAgamanakAlE tatsammukhasthA yUyaM kiM tanna bhaviSyatha?
1TH.2.20	yUyam EvAsmAkaM gauravAnandasvarUpA bhavatha|
1TH.3.1	atO'haM yadA sandEhaM punaH sOPhuM nAzaknuvaM tadAnIm AthInInagara EkAkI sthAtuM nizcitya
1TH.3.2	svabhrAtaraM khrISTasya susaMvAdE sahakAriNanjcEzvarasya paricArakaM tImathiyaM yuSmatsamIpam aprESayaM|
1TH.3.3	varttamAnaiH klEzaiH kasyApi cAnjcalyaM yathA na jAyatE tathA tE tvayA sthirIkriyantAM svakIyadharmmamadhi samAzvAsyantAnjcEti tam AdizaM|
1TH.3.4	vayamEtAdRzE klEेzE niyuktA Asmaha iti yUyaM svayaM jAnItha, yatO'smAkaM durgati rbhaviSyatIti vayaM yuSmAkaM samIpE sthitikAlE'pi yuSmAn abOdhayAma, tAdRzamEva cAbhavat tadapi jAnItha|
1TH.3.5	tasmAt parIkSakENa yuSmAsu parIkSitESvasmAkaM parizramO viphalO bhaviSyatIti bhayaM sOPhuM yadAhaM nAzaknuvaM tadA yuSmAkaM vizvAsasya tattvAvadhAraNAya tam aprESayaM|
1TH.3.6	kintvadhunA tImathiyO yuSmatsamIpAd asmatsannidhim Agatya yuSmAkaM vizvAsaprEmaNI adhyasmAn suvArttAM jnjApitavAn vayanjca yathA yuSmAn smarAmastathA yUyamapyasmAn sarvvadA praNayEna smaratha draSTum AkAgkSadhvE cEti kathitavAn|
1TH.3.7	hE bhrAtaraH, vArttAmimAM prApya yuSmAnadhi vizESatO yuSmAkaM klEzaduHkhAnyadhi yuSmAkaM vizvAsAd asmAkaM sAntvanAjAyata;
1TH.3.8	yatO yUyaM yadi prabhAvavatiSThatha tarhyanEna vayam adhunA jIvAmaH|
1TH.3.9	vayanjcAsmadIyEzvarasya sAkSAd yuSmattO jAtEna yEnAnandEna praphullA bhavAmastasya kRtsnasyAnandasya yOgyarUpENEzvaraM dhanyaM vadituM kathaM zakSyAmaH?
1TH.3.10	vayaM yEna yuSmAkaM vadanAni draSTuM yuSmAkaM vizvAsE yad asiddhaM vidyatE tat siddhIkarttunjca zakSyAmastAdRzaM varaM divAnizaM prArthayAmahE|
1TH.3.11	asmAkaM tAtEnEzvarENa prabhunA yIzukhrISTEna ca yuSmatsamIpagamanAyAsmAkaM panthA sugamaH kriyatAM|
1TH.3.12	parasparaM sarvvAMzca prati yuSmAkaM prEma yuSmAn prati cAsmAkaM prEma prabhunA varddhyatAM bahuphalaM kriyatAnjca|
1TH.3.13	aparamasmAkaM prabhu ryIzukhrISTaH svakIyaiH sarvvaiH pavitralOkaiH sArddhaM yadAgamiSyati tadA yUyaM yathAsmAkaM tAtasyEzvarasya sammukhE pavitratayA nirdOSA bhaviSyatha tathA yuSmAkaM manAMsi sthirIkriyantAM|
1TH.4.1	hE bhrAtaraH, yuSmAbhiH kIdRg AcaritavyaM IzvarAya rOcitavyanjca tadadhyasmattO yA zikSA labdhA tadanusArAt punaratizayaM yatnaH kriyatAmiti vayaM prabhuyIzunA yuSmAn vinIyAdizAmaH|
1TH.4.2	yatO vayaM prabhuyIzunA kIdRzIrAjnjA yuSmAsu samarpitavantastad yUyaM jAnItha|
1TH.4.3	IzvarasyAyam abhilASO yad yuSmAkaM pavitratA bhavEt, yUyaM vyabhicArAd dUrE tiSThata|
1TH.4.4	yuSmAkam EkaikO janaH svakIyaM prANAdhAraM pavitraM mAnyanjca rakSatu,
1TH.4.5	yE ca bhinnajAtIyA lOkA IzvaraM na jAnanti ta iva tat kAmAbhilASasyAdhInaM na karOtu|
1TH.4.6	Etasmin viSayE kO'pyatyAcArI bhUtvA svabhrAtaraM na vanjcayatu yatO'smAbhiH pUrvvaM yathOktaM pramANIkRtanjca tathaiva prabhurEtAdRzAnAM karmmaNAM samucitaM phalaM dAsyati|
1TH.4.7	yasmAd IzvarO'smAn azucitAyai nAhUtavAn kintu pavitratvAyaivAhUtavAn|
1TH.4.8	atO hEtO ryaH kazcid vAkyamEtanna gRhlAti sa manuSyam avajAnAtIti nahi yEna svakIyAtmA yuSmadantarE samarpitastam Izvaram EvAvajAnAti|
1TH.4.9	bhrAtRSu prEmakaraNamadhi yuSmAn prati mama likhanaM niSprayOjanaM yatO yUyaM parasparaM prEmakaraNAyEzvarazikSitA lOkA AdhvE|
1TH.4.10	kRtsnE mAkidaniyAdEzE ca yAvantO bhrAtaraH santi tAn sarvvAn prati yuSmAbhistat prEma prakAzyatE tathApi hE bhrAtaraH, vayaM yuSmAn vinayAmahE yUyaM puna rbahutaraM prEma prakAzayata|
1TH.4.11	aparaM yE bahiHsthitAstESAM dRSTigOcarE yuSmAkam AcaraNaM yat manOramyaM bhavEt kasyApi vastunazcAbhAvO yuSmAkaM yanna bhavEt,
1TH.4.12	EtadarthaM yUyam asmattO yAdRzam AdEzaM prAptavantastAdRzaM nirvirOdhAcAraM karttuM svasvakarmmaNi manAMmi nidhAtuM nijakaraizca kAryyaM sAdhayituM yatadhvaM|
1TH.4.13	hE bhrAtaraH nirAzA anyE lOkA iva yUyaM yanna zOcEdhvaM tadarthaM mahAnidrAgatAn lOkAnadhi yuSmAkam ajnjAnatA mayA nAbhilaSyatE|
1TH.4.14	yIzu rmRtavAn punaruthitavAMzcEti yadi vayaM vizvAsamastarhi yIzum AzritAn mahAnidrAprAptAn lOkAnapIzvarO'vazyaM tEna sArddham AnESyati|
1TH.4.15	yatO'haM prabhO rvAkyEna yuSmAn idaM jnjApayAmi; asmAkaM madhyE yE janAH prabhOrAgamanaM yAvat jIvantO'vazEkSyantE tE mahAnidritAnAm agragAminOna na bhaviSyanti;
1TH.4.16	yataH prabhuH siMhanAdEna pradhAnasvargadUtasyOccaiH zabdEnEzvarIyatUrIvAdyEna ca svayaM svargAd avarOkSyati tEna khrISTAzritA mRtalOkAH prathamam utthAsyAnti|
1TH.4.17	aparam asmAkaM madhyE yE jIvantO'vazEkSyantE ta AkAzE prabhOH sAkSAtkaraNArthaM taiH sArddhaM mEghavAhanEna hariSyantE; itthanjca vayaM sarvvadA prabhunA sArddhaM sthAsyAmaH|
1TH.4.18	atO yUyam EtAbhiH kathAbhiH parasparaM sAntvayata|
1TH.5.1	hE bhrAtaraH, kAlAn samayAMzcAdhi yuSmAn prati mama likhanaM niSprayOjanaM,
1TH.5.2	yatO rAtrau yAdRk taskarastAdRk prabhO rdinam upasthAsyatIti yUyaM svayamEva samyag jAnItha|
1TH.5.3	zAnti rnirvvinghatvanjca vidyata iti yadA mAnavA vadiSyanti tadA prasavavEdanA yadvad garbbhinIm upatiSThati tadvad akasmAd vinAzastAn upasthAsyati tairuddhArO na lapsyatE|
1TH.5.4	kintu hE bhrAtaraH, yUyam andhakArENAvRtA na bhavatha tasmAt taddinaM taskara iva yuSmAn na prApsyati|
1TH.5.5	sarvvE yUyaM dIptEH santAnA divAyAzca santAnA bhavatha vayaM nizAvaMzAstimiravaMzA vA na bhavAmaH|
1TH.5.6	atO 'parE yathA nidrAgatAH santi tadvad asmAbhi rna bhavitavyaM kintu jAgaritavyaM sacEtanaizca bhavitavyaM|
1TH.5.7	yE nidrAnti tE nizAyAmEva nidrAnti tE ca mattA bhavanti tE rajanyAmEva mattA bhavanti|
1TH.5.8	kintu vayaM divasasya vaMzA bhavAmaH; atO 'smAbhi rvakSasi pratyayaprEmarUpaM kavacaM zirasi ca paritrANAzArUpaM zirastraM paridhAya sacEtanai rbhavitavyaM|
1TH.5.9	yata IzvarO'smAn krOdhE na niyujyAsmAkaM prabhunA yIzukhrISTEna paritrANasyAdhikArE niyuुktavAn,
1TH.5.10	jAgratO nidrAgatA vA vayaM yat tEna prabhunA saha jIvAmastadarthaM sO'smAkaM kRtE prANAn tyaktavAn|
1TH.5.11	ataEva yUyaM yadvat kurutha tadvat parasparaM sAntvayata susthirIkurudhvanjca|
1TH.5.12	hE bhrAtaraH, yuSmAkaM madhyE yE janAH parizramaM kurvvanti prabhO rnAmnA yuSmAn adhitiSThantyupadizanti ca tAn yUyaM sammanyadhvaM|
1TH.5.13	svakarmmahEtunA ca prEmnA tAn atIvAdRyadhvamiti mama prArthanA, yUyaM parasparaM nirvvirOdhA bhavata|
1TH.5.14	hE bhrAtaraH, yuSmAn vinayAmahE yUyam avihitAcAriNO lOkAn bhartsayadhvaM, kSudramanasaH sAntvayata, durbbalAn upakuruta, sarvvAn prati sahiSNavO bhavata ca|
1TH.5.15	aparaM kamapi pratyaniSTasya phalam aniSTaM kEnApi yanna kriyEta tadarthaM sAvadhAnA bhavata, kintu parasparaM sarvvAn mAnavAMzca prati nityaM hitAcAriNO bhavata|
1TH.5.16	sarvvadAnandata|
1TH.5.17	nirantaraM prArthanAM kurudhvaM|
1TH.5.18	sarvvaviSayE kRtajnjatAM svIkurudhvaM yata EtadEva khrISTayIzunA yuSmAn prati prakAzitam IzvarAbhimataM|
1TH.5.19	pavitram AtmAnaM na nirvvApayata|
1TH.5.20	IzvarIyAdEzaM nAvajAnIta|
1TH.5.21	sarvvANi parIkSya yad bhadraM tadEva dhArayata|
1TH.5.22	yat kimapi pAparUpaM bhavati tasmAd dUraM tiSThata|
1TH.5.23	zAntidAyaka IzvaraH svayaM yuSmAn sampUrNatvEna pavitrAn karOtu, aparam asmatprabhO ryIzukhrISTasyAgamanaM yAvad yuSmAkam AtmAnaH prANAH zarIrANi ca nikhilAni nirddOSatvEna rakSyantAM|
1TH.5.24	yO yuSmAn Ahvayati sa vizvasanIyO'taH sa tat sAdhayiSyati|
1TH.5.25	hE bhrAtaraH, asmAkaM kRtE prArthanAM kurudhvaM|
1TH.5.26	pavitracumbanEna sarvvAn bhrAtRn prati satkurudhvaM|
1TH.5.27	patramidaM sarvvESAM pavitrANAM bhrAtRNAM zrutigOcarE yuSmAbhiH paThyatAmiti prabhO rnAmnA yuSmAn zapayAmi|
1TH.5.28	asmAkaM prabhO ryIzukhrISTasyAnugratE yuSmAsu bhUyAt| AmEn|
2TH.1.1	paulaH silvAnastImathiyazcEtinAmAnO vayam asmadIyatAtam IzvaraM prabhuM yIzukhrISTanjcAzritAM thiSalanIkinAM samitiM prati patraM likhAmaH|
2TH.1.2	asmAkaM tAta IzvaraH prabhu ryIzukhrISTazca yuSmAsvanugrahaM zAntinjca kriyAstAM|
2TH.1.3	hE bhrAtaraH, yuSmAkaM kRtE sarvvadA yathAyOgyam Izvarasya dhanyavAdO 'smAbhiH karttavyaH, yatO hEtO ryuSmAkaM vizvAsa uttarOttaraM varddhatE parasparam Ekaikasya prEma ca bahuphalaM bhavati|
2TH.1.4	tasmAd yuSmAbhi ryAvanta upadravaklEzAH sahyantE tESu yad dhEैryyaM yazca vizvAsaH prakAzyatE tatkAraNAd vayam IzvarIyasamitiSu yuSmAbhiH zlAghAmahE|
2TH.1.5	taccEzvarasya nyAyavicArasya pramANaM bhavati yatO yUyaM yasya kRtE duHkhaM sahadhvaM tasyEzvarIyarAjyasya yOgyA bhavatha|
2TH.1.6	yataH svakIyasvargadUtAnAM balaiH sahitasya prabhO ryIzOH svargAd AgamanakAlE yuSmAkaM klEzakEbhyaH klEzEna phaladAnaM sArddhamasmAbhizca
2TH.1.7	klizyamAnEbhyO yuSmabhyaM zAntidAnam IzvarENa nyAyyaM bhOtsyatE;
2TH.1.8	tadAnIm IzvarAnabhijnjEbhyO 'smatprabhO ryIzukhrISTasya susaMvAdAgrAhakEbhyazca lOkEbhyO jAjvalyamAnEna vahninA samucitaM phalaM yIzunA dAsyatE;
2TH.1.9	tE ca prabhO rvadanAt parAkramayuktavibhavAcca sadAtanavinAzarUpaM daNPaM lapsyantE,
2TH.1.10	kintu tasmin dinE svakIyapavitralOkESu virAjituM yuSmAn aparAMzca sarvvAn vizvAsilOkAn vismApayitunjca sa AgamiSyati yatO 'smAkaM pramANE yuSmAbhi rvizvAsO'kAri|
2TH.1.11	atO'smAkam IzvarO yuSmAn tasyAhvAnasya yOgyAn karOtu saujanyasya zubhaphalaM vizvAsasya guNanjca parAkramENa sAdhayatviti prArthanAsmAbhiH sarvvadA yuSmannimittaM kriyatE,
2TH.1.12	yatastathA satyasmAkam Izvarasya prabhO ryIzukhrISTasya cAnugrahAd asmatprabhO ryIzukhrISTasya nAmnO gauravaM yuSmAsu yuSmAkamapi gauravaM tasmin prakAziSyatE|
2TH.2.1	hE bhrAtaraH, asmAkaM prabhO ryIzukhrISTasyAgamanaM tasya samIpE 'smAkaM saMsthitinjcAdhi vayaM yuSmAn idaM prArthayAmahEे,
2TH.2.2	prabhEstad dinaM prAyENOpasthitam iti yadi kazcid AtmanA vAcA vA patrENa vAsmAkam AdEzaM kalpayan yuSmAn gadati tarhi yUyaM tEna canjcalamanasa udvignAzca na bhavata|
2TH.2.3	kEnApi prakArENa kO'pi yuSmAn na vanjcayatu yatastasmAd dinAt pUrvvaM dharmmalOpEnOpasyAtavyaM,
2TH.2.4	yazca janO vipakSatAM kurvvan sarvvasmAd dEvAt pUjanIyavastuzcOnnaMsyatE svam Izvaramiva darzayan Izvaravad Izvarasya mandira upavEkSyati ca tEna vinAzapAtrENa pApapuruSENOdEtavyaM|
2TH.2.5	yadAhaM yuSmAkaM sannidhAvAsaM tadAnIm Etad akathayamiti yUyaM kiM na smaratha?
2TH.2.6	sAmprataM sa yEna nivAryyatE tad yUyaM jAnItha, kintu svasamayE tEnOdEtavyaM|
2TH.2.7	vidharmmasya nigUPhO guNa idAnImapi phalati kintu yastaM nivArayati sO'dyApi dUrIkRtO nAbhavat|
2TH.2.8	tasmin dUrIkRtE sa vidharmmyudESyati kintu prabhu ryIzuH svamukhapavanEna taM vidhvaMsayiSyati nijOpasthitEstEjasA vinAzayiSyati ca|
2TH.2.9	zayatAnasya zaktiprakAzanAd vinAzyamAnAnAM madhyE sarvvavidhAH parAkramA bhramikA AzcaryyakriyA lakSaNAnyadharmmajAtA sarvvavidhapratAraNA ca tasyOpasthitEH phalaM bhaviSyati;
2TH.2.10	yatO hEtOstE paritrANaprAptayE satyadharmmasyAnurAgaM na gRhItavantastasmAt kAraNAd
2TH.2.11	IzvarENa tAn prati bhrAntikaramAyAyAM prESitAyAM tE mRSAvAkyE vizvasiSyanti|
2TH.2.12	yatO yAvantO mAnavAH satyadharmmE na vizvasyAdharmmENa tuSyanti taiH sarvvai rdaNPabhAjanai rbhavitavyaM|
2TH.2.13	hE prabhOH priyA bhrAtaraH, yuSmAkaM kRta Izvarasya dhanyavAdO'smAbhiH sarvvadA karttavyO yata Izvara A prathamAd AtmanaH pAvanEna satyadharmmE vizvAsEna ca paritrANArthaM yuSmAn varItavAn
2TH.2.14	tadarthanjcAsmAbhi rghOSitEna susaMvAdEna yuSmAn AhUyAsmAkaM prabhO ryIzukhrISTasya tEjasO'dhikAriNaH kariSyati|
2TH.2.15	atO hE bhrAtaraH yUyam asmAkaM vAkyaiH patraizca yAM zikSAM labdhavantastAM kRtsnAM zikSAM dhArayantaH susthirA bhavata|
2TH.2.16	asmAkaM prabhu ryIzukhrISTastAta IzvarazcArthatO yO yuSmAsu prEma kRtavAn nityAnjca sAntvanAm anugrahENOttamapratyAzAnjca yuSmabhyaM dattavAn
2TH.2.17	sa svayaM yuSmAkam antaHkaraNAni sAntvayatu sarvvasmin sadvAkyE satkarmmaNi ca susthirIkarOtu ca|
2TH.3.1	hE bhrAtaraH, zESE vadAmi, yUyam asmabhyamidaM prArthayadhvaM yat prabhO rvAkyaM yuSmAkaM madhyE yathA tathaivAnyatrApi pracarEt mAnyanjca bhavEt;
2TH.3.2	yacca vayam avivEcakEbhyO duSTEbhyazca lOkEbhyO rakSAM prApnuyAma yataH sarvvESAM vizvAsO na bhavati|
2TH.3.3	kintu prabhu rvizvAsyaH sa Eva yuSmAn sthirIkariSyati duSTasya karAd uddhariSyati ca|
2TH.3.4	yUyam asmAbhi ryad AdizyadhvE tat kurutha kariSyatha cEti vizvAsO yuSmAnadhi prabhunAsmAkaM jAyatE|
2TH.3.5	Izvarasya prEmni khrISTasya sahiSNutAyAnjca prabhuH svayaM yuSmAkam antaHkaraNAni vinayatu|
2TH.3.6	hE bhrAtaraH, asmatprabhO ryIzukhrISTasya nAmnA vayaM yuSmAn idam AdizAmaH, asmattO yuSmAbhi ryA zikSalambhi tAM vihAya kazcid bhrAtA yadyavihitAcAraM karOti tarhi yUyaM tasmAt pRthag bhavata|
2TH.3.7	yatO vayaM yuSmAbhiH katham anukarttavyAstad yUyaM svayaM jAnItha| yuSmAkaM madhyE vayam avihitAcAriNO nAbhavAma,
2TH.3.8	vinAmUlyaM kasyApyannaM nAbhuMjmahi kintu kO'pi yad asmAbhi rbhAragrastO na bhavEt tadarthaM zramENa klEzEna ca divAnizaM kAryyam akurmma|
2TH.3.9	atrAsmAkam adhikArO nAstItthaM nahi kintvasmAkam anukaraNAya yuSmAn dRSTAntaM darzayitum icchantastad akurmma|
2TH.3.10	yatO yEna kAryyaM na kriyatE tEnAhArO'pi na kriyatAmiti vayaM yuSmatsamIpa upasthitikAlE'pi yuSmAn AdizAma|
2TH.3.11	yuSmanmadhyE 'vihitAcAriNaH kE'pi janA vidyantE tE ca kAryyam akurvvanta Alasyam AcarantItyasmAbhiH zrUyatE|
2TH.3.12	tAdRzAn lOkAn asmataprabhO ryIzukhrISTasya nAmnA vayam idam AdizAma AjnjApayAmazca, tE zAntabhAvEna kAryyaM kurvvantaH svakIyamannaM bhunjjatAM|
2TH.3.13	aparaM hE bhrAtaraH, yUyaM sadAcaraNE na klAmyata|
2TH.3.14	yadi ca kazcidEtatpatrE likhitAm asmAkam AjnjAM na gRhlAti tarhi yUyaM taM mAnuSaM lakSayata tasya saMsargaM tyajata ca tEna sa trapiSyatE|
2TH.3.15	kintu taM na zatruM manyamAnA bhrAtaramiva cEtayata|
2TH.3.16	zAntidAtA prabhuH sarvvatra sarvvathA yuSmabhyaM zAntiM dEyAt| prabhu ryuSmAkaM sarvvESAM saggI bhUyAt|
2TH.3.17	namaskAra ESa paulasya mama karENa likhitO'bhUt sarvvasmin patra Etanmama cihnam EtAdRzairakSarai rmayA likhyatE|
2TH.3.18	asmAkaM prabhO ryIzukhrISTasyAnuुgrahaH sarvvESu yuSmAsu bhUyAt| AmEn|
1TI.1.1	asmAkaM trANakartturIzvarasyAsmAkaM pratyAzAbhUmEH prabhO ryIzukhrISTasya cAjnjAnusAratO yIzukhrISTasya prEritaH paulaH svakIyaM satyaM dharmmaputraM tImathiyaM prati patraM likhati|
1TI.1.2	asmAkaM tAta IzvarO'smAkaM prabhu ryIzukhrISTazca tvayi anugrahaM dayAM zAntinjca kuryyAstAM|
1TI.1.3	mAkidaniyAdEzE mama gamanakAlE tvam iphiSanagarE tiSThan itarazikSA na grahItavyA, anantESUpAkhyAnESu vaMzAvaliSu ca yuSmAbhi rmanO na nivEzitavyam
1TI.1.4	iti kAMzcit lOkAn yad upadizErEtat mayAdiSTO'bhavaH, yataH sarvvairEtai rvizvAsayuktEzvarIyaniSThA na jAyatE kintu vivAdO jAyatE|
1TI.1.5	upadEzasya tvabhiprEtaM phalaM nirmmalAntaHkaraNEna satsaMvEdEna niSkapaTavizvAsEna ca yuktaM prEma|
1TI.1.6	kEcit janAzca sarvvANyEtAni vihAya nirarthakakathAnAm anugamanEna vipathagAminO'bhavan,
1TI.1.7	yad bhASantE yacca nizcinvanti tanna budhyamAnA vyavasthOpadESTArO bhavitum icchanti|
1TI.1.8	sA vyavasthA yadi yOgyarUpENa gRhyatE tarhyuttamA bhavatIti vayaM jAnImaH|
1TI.1.9	aparaM sA vyavasthA dhArmmikasya viruddhA na bhavati kintvadhArmmikO 'vAdhyO duSTaH pApiSThO 'pavitrO 'zuciH pitRhantA mAtRhantA narahantA
1TI.1.10	vEzyAgAmI puMmaithunI manuSyavikrEtA mithyAvAdI mithyAzapathakArI ca sarvvESAmEtESAM viruddhA,
1TI.1.11	tathA saccidAnandEzvarasya yO vibhavayuktaH susaMvAdO mayi samarpitastadanuyAyihitOpadEzasya viparItaM yat kinjcid bhavati tadviruddhA sA vyavasthEti tadgrAhiNA jnjAtavyaM|
1TI.1.12	mahyaM zaktidAtA yO'smAkaM prabhuH khrISTayIzustamahaM dhanyaM vadAmi|
1TI.1.13	yataH purA nindaka upadrAvI hiMsakazca bhUtvApyahaM tEna vizvAsyO 'manyE paricArakatvE nyayujyE ca| tad avizvAsAcaraNam ajnjAnEna mayA kRtamiti hEtOrahaM tEnAnukampitO'bhavaM|
1TI.1.14	aparaM khrISTE yIzau vizvAsaprEmabhyAM sahitO'smatprabhOranugrahO 'tIva pracurO'bhat|
1TI.1.15	pApinaH paritrAtuM khrISTO yIzu rjagati samavatIrNO'bhavat, ESA kathA vizvAsanIyA sarvvai grahaNIyA ca|
1TI.1.16	tESAM pApinAM madhyE'haM prathama AsaM kintu yE mAnavA anantajIvanaprAptyarthaM tasmin vizvasiSyanti tESAM dRSTAntE mayi prathamE yIzunA khrISTEna svakIyA kRtsnA cirasahiSNutA yat prakAzyatE tadarthamEvAham anukampAM prAptavAn|
