MAT.1.1	ibrAhImaH santAno dAyUd tasya santAno yIshukhrIShTastasya pUrvvapuruShavaMshashreNI|
REV.5.9	aparaM te nUtanamekaM gItamagAyan, yathA, grahItuM patrikAM tasya mudrA mochayituM tathA| tvamevArhasi yasmAt tvaM balivat ChedanaM gataH| sarvvAbhyo jAtibhAShAbhyaH sarvvasmAd vaMshadeshataH| Ishvarasya kR^ite .asmAn tvaM svIyaraktena krItavAn|
REV.5.10	asmadIshvarapakShe .asmAn nR^ipatIn yAjakAnapi| kR^itavAMstena rAjatvaM kariShyAmo mahItale||
REV.5.11	aparaM nirIkShamANena mayA siMhAsanasya prANichatuShTayasya prAchInavargasya cha parito bahUnAM dUtAnAM ravaH shrutaH, teShAM saMkhyA ayutAyutAni sahasrasahastrANi cha|
REV.5.12	tairuchchairidam uktaM, parAkramaM dhanaM j nAnaM shaktiM gauravamAdaraM| prashaMsA nchArhati prAptuM Chedito meShashAvakaH||
REV.5.13	aparaM svargamarttyapAtAlasAgareShu yAni vidyante teShAM sarvveShAM sR^iShTavastUnAM vAgiyaM mayA shrutA, prashaMsAM gauravaM shauryyam AdhipatyaM sanAtanaM| siMhasanopaviShTashcha meShavatsashcha gachChatAM|
REV.5.14	aparaM te chatvAraH prANinaH kathitavantastathAstu, tatashchaturviMshatiprAchInA api praNipatya tam anantakAlajIvinaM prANaman|
REV.6.1	anantaraM mayi nirIkShamANe meShashAvakena tAsAM saptamudrANAm ekA mudrA muktA tatasteShAM chaturNAm ekasya prANina Agatya pashyetivAchako meghagarjanatulyo ravo mayA shrutaH|
REV.6.2	tataH param ekaH shuklAshcho dR^iShTaH, tadArUDho jano dhanu rdhArayati tasmai cha kirITamekam adAyi tataH sa prabhavan prabhaviShyaMshcha nirgatavAn|
REV.6.3	aparaM dvitIyamudrAyAM tena mochitAyAM dvitIyasya prANina Agatya pashyeti vAk mayA shrutA|
REV.6.4	tato .aruNavarNo .apara eko .ashvo nirgatavAn tadArohiNi pR^ithivItaH shAntyapaharaNasya lokAnAM madhye parasparaM pratighAtotpAdanasya cha sAmarthyaM samarpitam, eko bR^ihatkha Ngo .api tasmA adAyi|
REV.6.5	aparaM tR^itIyamudrAyAM tana mochitAyAM tR^itIyasya prANina Agatya pashyeti vAk mayA shrutA, tataH kAlavarNa eko .ashvo mayA dR^iShTaH, tadArohiNo haste tulA tiShThati
REV.6.6	anantaraM prANichatuShTayasya madhyAd vAgiyaM shrutA godhUmAnAmekaH seTako mudrApAdaikamUlyaH, yavAnA ncha seTakatrayaM mudrApAdaikamUlyaM tailadrAkShArasAshcha tvayA mA hiMsitavyAH|
REV.6.7	anantaraM chaturthamudrAyAM tena mochitAyAM chaturthasya prANina Agatya pashyeti vAk mayA shrutA|
REV.6.8	tataH pANDuravarNa eko .ashvo mayA dR^iShTaH, tadArohiNo nAma mR^ityuriti paralokashcha tam anucharati kha Ngena durbhikSheNa mahAmAryyA vanyapashubhishcha lokAnAM badhAya pR^ithivyAshchaturthAMshasyAdhipatyaM tasmA adAyi|
REV.6.9	anantaraM pa nchamamudrAyAM tena mochitAyAm IshvaravAkyahetostatra sAkShyadAnAchcha CheditAnAM lokAnAM dehino vedyA adho mayAdR^ishyanta|
REV.6.10	ta uchchairidaM gadanti, he pavitra satyamaya prabho asmAkaM raktapAte pR^ithivInivAsibhi rvivadituM tasya phala dAtu ncha kati kAlaM vilambase?
REV.6.11	tatasteShAm ekaikasmai shubhraH parichChado .adAyi vAgiya nchAkathyata yUyamalpakAlam arthato yuShmAkaM ye sahAdAsA bhrAtaro yUyamiva ghAniShyante teShAM saMkhyA yAvat sampUrNatAM na gachChati tAvad viramata|
REV.6.12	anantaraM yadA sa ShaShThamudrAmamochayat tadA mayi nirIkShamANe mahAn bhUkampo .abhavat sUryyashcha uShTralomajavastravat kR^iShNavarNashchandramAshcha raktasa NkAsho .abhavat
REV.6.13	gaganasthatArAshcha prabalavAyunA chAlitAd uDumbaravR^ikShAt nipAtitAnyapakkaphalAnIva bhUtale nyapatan|
REV.6.14	AkAshamaNDala ncha sa NkuchyamAnagrantha_ivAntardhAnam agamat giraya upadvIpAshcha sarvve sthAnAntaraM chAlitAH
REV.6.15	pR^ithivIsthA bhUpAlA mahAllokAH sahastrapatayo dhaninaH parAkramiNashcha lokA dAsA muktAshcha sarvve .api guhAsu giristhashaileShu cha svAn prAchChAdayan|
REV.6.16	te cha girIn shailAMshcha vadanti yUyam asmadupari patitvA siMhAsanopaviShTajanasya dR^iShTito meShashAvakasya kopAchchAsmAn gopAyata;
REV.6.17	yatastasya krodhasya mahAdinam upasthitaM kaH sthAtuM shaknoti?
REV.7.1	anantaraM chatvAro divyadUtA mayA dR^iShTAH, te pR^ithivyAshchaturShu koNeShu tiShThanataH pR^ithivyAM samudre vR^ikSheShu cha vAyu ryathA na vahet tathA pR^ithivyAshchaturo vAyUn dhArayanti|
REV.7.2	anantaraM sUryyodayasthAnAd udyan apara eko dUto mayA dR^iShTaH so.amareshvarasya mudrAM dhArayati, yeShu chartuShu dUteShu pR^ithivIsamudrayo rhiMsanasya bhAro dattastAn sa uchchairidaM avadat|
REV.7.3	Ishvarasya dAsA yAvad asmAbhi rbhAleShu mudrayA NkitA na bhaviShyanti tAvat pR^ithivI samudro taravashcha yuShmAbhi rna hiMsyantAM|
REV.7.4	tataH paraM mudrA NkitalokAnAM saMkhyA mayAshrAvi| isrAyelaH sarvvavaMshAीyAshchatushchatvAriMshatsahasrAdhikalakShalokA mudrayA NkitA abhavan,
REV.7.5	arthato yihUdAvaMshe dvAdashasahasrANi rUbeNavaMshe dvAdashasahasrANi gAdavaMshe dvAdashasahasrANi,
REV.7.6	AsheravaMshe dvAdashasahasrANi naptAlivaMshe dvAdashasahasrANi minashivaMshe dvAdashasahasrANi,
REV.7.7	shimiyonavaMshe dvAdashasahasrANi levivaMshe dvAdashasahasrANi iShAkharavaMshe dvAdashasahasrANi,
REV.7.8	sibUlUnavaMshe dvAdashasahasrANi yUShaphavaMshe dvAdashasahasrANi binyAmInavaMshe cha dvAdashasahasrANi lokA mudrA NkitAH|
REV.7.9	tataH paraM sarvvajAtIyAnAM sarvvavaMshIyAnAM sarvvadeshIyAnAM sarvvabhAShAvAdinA ncha mahAlokAraNyaM mayA dR^iShTaM, tAn gaNayituM kenApi na shakyaM, te cha shubhraparichChadaparihitAH santaH karaishcha tAlavR^intAni vahantaH siMhAsanasya meShashAvakasya chAntike tiShThanti,
REV.7.10	uchchaiHsvarairidaM kathayanti cha, siMhAsanopaviShTasya parameshasya naH stavaH|stavashcha meShavatsasya sambhUyAt trANakAraNAt|
REV.7.11	tataH sarvve dUtAH siMhAsanasya prAchInavargasya prANichatuShTayasya cha paritastiShThantaH siMhAsanasyAntike nyUbjIbhUyeshvaraM praNamya vadanti,
REV.7.12	tathAstu dhanyavAdashcha tejo j nAnaM prashaMsanaM| shauryyaM parAkramashchApi shaktishcha sarvvameva tat| varttatAmIshvare.asmAkaM nityaM nityaM tathAstviti|
REV.7.13	tataH paraM teShAM prAchInAnAm eko jano mAM sambhAShya jagAda shubhraparichChadaparihitA ime ke? kuto vAgatAH?
REV.7.14	tato mayoktaM he mahechCha bhavAneva tat jAnAti| tena kathitaM, ime mahAkleshamadhyAd Agatya meेShashAvakasya rudhireNa svIyaparichChadAn prakShAlitavantaH shuklIkR^itavantashcha|
REV.7.15	tatkAraNAt ta Ishvarasya siMhAsanasyAntike tiShThanto divArAtraM tasya mandire taM sevante siMhAsanopaviShTo janashcha tAn adhisthAsyati|
REV.7.16	teShAM kShudhA pipAsA vA puna rna bhaviShyati raudraM kopyuttApo vA teShu na nipatiShyati,
REV.7.17	yataH siMhAsanAdhiShThAnakArI meShashAvakastAn chArayiShyati, amR^itatoyAnAM prasravaNAnAM sannidhiM tAn gamayiShyati cha, Ishvaro.api teShAM nayanabhyaH sarvvamashru pramArkShyati|
REV.8.1	anantaraM saptamamudrAyAM tena mochitAyAM sArddhadaNDakAlaM svargo niHshabdo.abhavat|
REV.8.2	aparam aham IshvarasyAntike tiShThataH saptadUtAn apashyaM tebhyaH saptatUryyo.adIyanta|
REV.8.3	tataH param anya eko dUta AgataH sa svarNadhUpAdhAraM gR^ihItvA vedimupAtiShThat sa cha yat siMhAsanasyAntike sthitAyAH suvarNavedyA upari sarvveShAM pavitralokAnAM prArthanAsu dhUpAn yojayet tadarthaM prachuradhUpAstasmai dattAH|
REV.8.4	tatastasya dUtasya karAt pavitralokAnAM prArthanAbhiH saMyuktadhUpAnAM dhUma Ishvarasya samakShaM udatiShThat|
REV.8.5	pashchAt sa dUto dhUpAdhAraM gR^ihItvA vedyA vahninA pUrayitvA pR^ithivyAM nikShiptavAn tena ravA meghagarjjanAni vidyuto bhUmikampashchAbhavan|
REV.8.6	tataH paraM saptatUrI rdhArayantaH saptadUtAstUrI rvAdayitum udyatA abhavan|
REV.8.7	prathamena tUryyAM vAditAyAM raktamishritau shilAvahnI sambhUya pR^ithivyAM nikShiptau tena pR^ithivyAstR^itIyAMsho dagdhaH, tarUNAmapi tR^itIyAMsho dagdhaH, haridvarNatR^iNAni cha sarvvANi dagdhAni|
REV.8.8	anantaraM dvitIyadUtena tUryyAM vAditAyAM vahninA prajvalito mahAparvvataH sAgare nikShiptastena sAgarasya tR^itIyAMsho raktIbhUtaH
REV.8.9	sAgare sthitAnAM saprANAnAM sR^iShTavastUnAM tR^itIyAMsho mR^itaH, arNavayAnAnAm api tR^itIyAMsho naShTaH|
REV.8.10	aparaM tR^itIyadUtena tUryyAM vAditAyAM dIpa iva jvalantI ekA mahatI tArA gagaNAt nipatya nadInAM jalaprasravaNAnA nchoparyyAvatIrNA|
REV.8.11	tasyAstArAyA nAma nAgadamanakamiti, tena toyAnAM tR^itIyAMshe nAgadamanakIbhUte toyAnAM tiktatvAt bahavo mAnavA mR^itAH|
REV.8.12	aparaM chaturthadUtena tUryyAM vAditAyAM sUryyasya tR^itIyAMshashchandrasya tR^itIyAMsho nakShatrANA ncha tR^itIyAMshaH prahR^itaH, tena teShAM tR^itIyAMshe .andhakArIbhUte divasastR^itIyAMshakAlaM yAvat tejohIno bhavati nishApi tAmevAvasthAM gachChati|
REV.8.13	tadA nirIkShamANena mayAkAshamadhyenAbhipatata ekasya dUtasya ravaH shrutaH sa uchchai rgadati, aparai ryaistribhi rdUtaistUryyo vAditavyAsteShAm avashiShTatUrIdhvanitaH pR^ithivInivAsinAM santApaH santApaH santApashcha sambhaviShyati|
REV.9.1	tataH paraM saptamadUtena tUryyAM vAditAyAM gaganAt pR^ithivyAM nipatita ekastArako mayA dR^iShTaH, tasmai rasAtalakUpasya ku njikAdAyi|
REV.9.2	tena rasAtalakUpe mukte mahAgnikuNDasya dhUma iva dhUmastasmAt kUpAd udgataH| tasmAt kUpadhUmAt sUryyAkAshau timirAvR^itau|
REV.9.3	tasmAd dhUmAt pata NgeShu pR^ithivyAM nirgateShu naralokasthavR^ishchikavat balaM tebhyo.adAyi|
REV.9.4	aparaM pR^ithivyAstR^iNAni haridvarNashAkAdayo vR^ikShAshcha tai rna siMhitavyAH kintu yeShAM bhAleShvIshvarasya mudrAyA a Nko nAsti kevalaM te mAnavAstai rhiMsitavyA idaM ta AdiShTAH|
REV.9.5	parantu teShAM badhAya nahi kevalaM pa ncha mAsAn yAvat yAtanAdAnAya tebhyaH sAmarthyamadAyi| vR^ishchikena daShTasya mAnavasya yAdR^ishI yAtanA jAyate tairapi tAdR^ishI yAtanA pradIyate|
REV.9.6	tasmin samaye mAnavA mR^ityuM mR^igayiShyante kintu prAptuM na shakShyanti, te prANAn tyaktum abhilaShiShyanti kintu mR^ityustebhyo dUraM palAyiShyate|
REV.9.7	teShAM pata NgAnAm AkAro yuddhArthaM susajjitAnAm ashvAnAm AkArasya tulyaH, teShAM shiraHsu suvarNakirITAnIva kirITAni vidyante, mukhamaNDalAni cha mAnuShikamukhatulyAni,
REV.9.8	keshAshcha yoShitAM keshAnAM sadR^ishAH, dantAshcha siMhadantatulyAH,
REV.9.9	lauhakavachavat teShAM kavachAni santi, teShAM pakShANAM shabdo raNAya dhAvatAmashvarathAnAM samUhasya shabdatulyaH|
REV.9.10	vR^ishchikAnAmiva teShAM lA NgUlAni santi, teShu lA NgUleShu kaNTakAni vidyante, aparaM pa ncha mAsAn yAvat mAnavAnAM hiMsanAya te sAmarthyaprAptAH|
REV.9.11	teShAM rAjA cha rasAtalasya dUtastasya nAma ibrIyabhAShayA abaddon yUnAnIyabhAShayA cha apalluyon arthato vinAshaka iti|
REV.9.12	prathamaH santApo gatavAn pashya itaH paramapi dvAbhyAM santApAbhyAm upasthAtavyaM|
REV.9.13	tataH paraM ShaShThadUtena tUryyAM vAditAyAm IshvarasyAntike sthitAyAH suvarNavedyAshchatushchUDAtaH kasyachid ravo mayAshrAvi|
REV.9.14	sa tUrIdhAriNaM ShaShThadUtam avadat, pharAtAkhye mahAnade ye chatvAro dUtA baddhAH santi tAn mochaya|
REV.9.15	tatastaddaNDasya taddinasya tanmAsasya tadvatsarasya cha kR^ite nirUpitAste chatvAro dUtA mAnavAnAM tR^itIyAMshasya badhArthaM mochitAH|
REV.9.16	aparam ashvArohisainyAnAM saMkhyA mayAshrAvi, te viMshatikoTaya Asan|
REV.9.17	mayA ye .ashvA ashvArohiNashcha dR^iShTAsta etAdR^ishAH, teShAM vahnisvarUpANi nIlaprastarasvarUpANi gandhakasvarUpANi cha varmmANyAsan, vAjinA ncha siMhamUrddhasadR^ishA mUrddhAnaH, teShAM mukhebhyo vahnidhUmagandhakA nirgachChanti|
REV.9.18	etaistribhi rdaNDairarthatasteShAM mukhebhyo nirgachChadbhi rvahnidhUmagandhakai rmAnuShANAM tutIyAMsho .aghAni|
REV.9.19	teShAM vAjinAM balaM mukheShu lA NgUleShu cha sthitaM, yatasteShAM lA NgUlAni sarpAkArANi mastakavishiShTAni cha taireva te hiMsanti|
REV.9.20	aparam avashiShTA ye mAnavA tai rdaNDai rna hatAste yathA dR^iShTishravaNagamanashaktihInAn svarNaraupyapittalaprastarakAShThamayAn vigrahAn bhUtAMshcha na pUjayiShyanti tathA svahastAnAM kriyAbhyaH svamanAMsi na parAvarttitavantaH
REV.9.21	svabadhakuhakavyabhichArachauryyobhyo .api manAMsi na parAvarttitavantaH|
REV.10.1	anantaraM svargAd avarohan apara eko mahAbalo dUto mayA dR^iShTaH, sa parihitameghastasya shirashcha meghadhanuShA bhUShitaM mukhamaNDala ncha sUryyatulyaM charaNau cha vahnistambhasamau|
REV.10.2	sa svakareNa vistIrNamekaM kShUdragranthaM dhArayati, dakShiNacharaNena samudre vAmacharaNena cha sthale tiShThati|
REV.10.3	sa siMhagarjanavad uchchaiHsvareNa nyanadat ninAde kR^ite sapta stanitAni svakIyAn svanAn prAkAshayan|
REV.10.4	taiH sapta stanitai rvAkye kathite .ahaM tat lekhitum udyata AsaM kintu svargAd vAgiyaM mayA shrutA sapta stanitai ryad yad uktaM tat mudrayA Nkaya mA likha|
REV.10.5	aparaM samudramedinyostiShThan yo dUto mayA dR^iShTaH sa gaganaM prati svadakShiNakaramutthApya
REV.10.6	aparaM svargAd yasya ravo mayAshrAvi sa puna rmAM sambhAvyAvadat tvaM gatvA samudramedinyostiShThato dUtasya karAt taM vistIrNa kShudragranthaM gR^ihANa, tena mayA dUtasamIpaM gatvA kathitaM grantho .asau dIyatAM|
REV.10.7	kintu tUrIM vAdiShyataH saptamadUtasya tUrIvAdanasamaya Ishvarasya guptA mantraNA tasya dAsAn bhaviShyadvAdinaH prati tena susaMvAde yathA prakAshitA tathaiva siddhA bhaviShyati|
REV.10.8	aparaM svargAd yasya ravo mayAshrAvi sa puna rmAM sambhAShyAvadat tvaM gatvA samudramedinyostiShThato dUtasya karAt taM vistIrNaM kShudragranthaM gR^ihANa,
REV.10.9	tena mayA dUtasamIpaM gatvA kathitaM grantho .asau dIyatAM| sa mAm avadat taM gR^ihItvA gila, tavodare sa tiktaraso bhaviShyati kintu mukhe madhuvat svAdu rbhaviShyati|
REV.10.10	tena mayA dUtasya karAd grantho gR^ihIto gilitashcha| sa tu mama mukhe madhuvat svAdurAsIt kintvadanAt paraM mamodarastiktatAM gataH|
REV.10.11	tataH sa mAm avadat bahUn jAtivaMshabhAShAvadirAjAn adhi tvayA puna rbhaviShyadvAkyaM vaktavyaM|
REV.11.1	anantaraM parimANadaNDavad eko nalo mahyamadAyi, sa cha dUta upatiShThan mAm avadat, utthAyeshvarasya mandiraM vedIM tatratyasevakAMshcha mimIShva|
REV.11.2	kintu mandirasya bahiHprA NgaNaM tyaja na mimIShva yatastad anyajAtIyebhyo dattaM, pavitraM nagara ncha dvichatvAriMshanmAsAn yAvat teShAM charaNai rmarddiShyate|
REV.11.3	pashchAt mama dvAbhyAM sAkShibhyAM mayA sAmarthyaM dAyiShyate tAvuShTralomajavastraparihitau ShaShThyadhikadvishatAdhikasahasradinAni yAvad bhaviShyadvAkyAni vadiShyataH|
REV.11.4	tAveva jagadIshvarasyAntike tiShThantau jitavR^ikShau dIpavR^ikShau cha|
REV.11.5	yadi kechit tau hiMsituM cheShTante tarhi tayo rvadanAbhyAm agni rnirgatya tayoH shatrUn bhasmIkariShyati| yaH kashchit tau hiMsituM cheShTate tenaivameva vinaShTavyaM|
REV.11.6	tayo rbhaviShyadvAkyakathanadineShu yathA vR^iShTi rna jAyate tathA gaganaM roddhuM tayoH sAmarthyam asti, aparaM toyAni shoNitarUpANi karttuM nijAbhilAShAt muhurmuhuH sarvvavidhadaNDaiH pR^ithivIm Ahantu ncha tayoH sAmarthyamasti|
REV.11.7	aparaM tayoH sAkShye samApte sati rasAtalAd yenotthitavyaM sa pashustAbhyAM saha yuddhvA tau jeShyati haniShyati cha|
REV.11.8	tatastayoH prabhurapi yasyAM mahApuryyAM krushe hato .arthato yasyAH pAramArthikanAmanI sidomaM misarashcheti tasyA mahApuryyAMH sanniveshe tayoH kuNape sthAsyataH|
REV.11.9	tato nAnAjAtIyA nAnAvaMshIyA nAnAbhAShAvAdino nAnAdeshIyAshcha bahavo mAnavAH sArddhadinatrayaM tayoH kuNape nirIkShiShyante, tayoH kuNapayoH shmashAne sthApanaM nAnuj nAsyanti|
REV.11.10	pR^ithivInivAsinashcha tayo rhetorAnandiShyanti sukhabhogaM kurvvantaH parasparaM dAnAni preShayiShyanti cha yatastAbhyAM bhaviShyadvAdibhyAM pR^ithivInivAsino yAtanAM prAptAH|
REV.11.11	tasmAt sArddhadinatrayAt param IshvarAt jIvanadAyaka Atmani tau praviShTe tau charaNairudatiShThatAM, tena yAvantastAvapashyan te .atIva trAsayuktA abhavan|
REV.11.12	tataH paraM tau svargAd uchchairidaM kathayantaM ravam ashR^iNutAM yuvAM sthAnam etad ArohatAM tatastayoH shatruShu nirIkShamANeShu tau meghena svargam ArUDhavantau|
REV.11.13	taddaNDe mahAbhUmikampe jAte puryyA dashamAMshaH patitaH saptasahasrANi mAnuShAshcha tena bhUmikampena hatAH, avashiShTAshcha bhayaM gatvA svargIyeshvarasya prashaMsAm akIrttayan|
REV.11.14	dvitIyaH santApo gataH pashya tR^itIyaH santApastUrNam AgachChati|
REV.11.15	anantaraM saptadUtena tUryyAM vAditAyAM svarga uchchaiH svarairvAgiyaM kIrttitA, rAjatvaM jagato yadyad rAjyaM tadadhunAbhavat| asmatprabhostadIyAbhiShiktasya tArakasya cha| tena chAnantakAlIyaM rAjatvaM prakariShyate||
REV.11.16	aparam IshvarasyAntike svakIyasiMhAsaneShUpaviShTAshchaturviMshatiprAchInA bhuvi nya NbhUkhA bhUtveshvaraM praNamyAvadan,
REV.11.17	he bhUta varttamAnApi bhaviShyaMshcha pareshvara| he sarvvashaktiman svAmin vayaM te kurmmahe stavaM| yat tvayA kriyate rAjyaM gR^ihItvA te mahAbalaM|
REV.11.18	vijAtIyeShu kupyatsu prAdurbhUtA tava krudhA| mR^itAnAmapi kAlo .asau vichAro bhavitA yadA| bhR^ityAshcha tava yAvanto bhaviShyadvAdisAdhavaH|ye cha kShudrA mahAnto vA nAmataste hi bibhyati| yadA sarvvebhya etebhyo vetanaM vitariShyate| gantavyashcha yadA nAsho vasudhAyA vinAshakaiH||
REV.11.19	anantaram Ishvarasya svargasthamandirasya dvAraM muktaM tanmandiramadhye cha niyamama njUShA dR^ishyAbhavat, tena taDito ravAH stanitAni bhUmikampo gurutarashilAvR^iShTishchaitAni samabhavan|
REV.12.1	tataH paraM svarge mahAchitraM dR^iShTaM yoShidekAsIt sA parihitasUryyA chandrashcha tasyAshcharaNayoradho dvAdashatArANAM kirITa ncha shirasyAsIt|
REV.12.2	sA garbhavatI satI prasavavedanayA vyathitArttarAvam akarot|
REV.12.3	tataH svarge .aparam ekaM chitraM dR^iShTaM mahAnAga eka upAtiShThat sa lohitavarNastasya sapta shirAMsi sapta shR^i NgANi shiraHsu cha sapta kirITAnyAsan|
REV.12.4	sa svalA NgUlena gaganasthanakShatrANAM tR^itIyAMsham avamR^ijya pR^ithivyAM nyapAtayat| sa eva nAgo navajAtaM santAnaM grasitum udyatastasyAH prasaviShyamANAyA yoShito .antike .atiShThat|
REV.12.5	sA tu puMsantAnaM prasUtA sa eva lauhamayarAjadaNDena sarvvajAtIshchArayiShyati, ki ncha tasyAH santAna Ishvarasya samIpaM tadIyasiMhAsanasya cha sannidhim uddhR^itaH|
REV.12.6	sA cha yoShit prAntaraM palAyitA yatastatreshvareNa nirmmita Ashrame ShaShThyadhikashatadvayAdhikasahasradinAni tasyAH pAlanena bhavitavyaM|
REV.12.7	tataH paraM svarge saMgrAma upApiShThat mIkhAyelastasya dUtAshcha tena nAgena sahAyudhyan tathA sa nAgastasya dUtAshcha saMgrAmam akurvvan, kintu prabhavituM nAshaknuvan
REV.12.8	yataH svarge teShAM sthAnaM puna rnAvidyata|
REV.12.9	aparaM sa mahAnAgo .arthato diyAvalaH (apavAdakaH) shayatAnashcha (vipakShaH) iti nAmnA vikhyAto yaH purAtanaH sarpaH kR^itsnaM naralokaM bhrAmayati sa pR^ithivyAM nipAtitastena sArddhaM tasya dUtA api tatra nipAtitAH|
REV.12.10	tataH paraM svarge uchchai rbhAShamANo ravo .ayaM mayAshrAvi, trANaM shaktishcha rAjatvamadhunaiveshvarasya naH| tathA tenAbhiShiktasya trAtuH parAkramo .abhavatM|| yato nipAtito .asmAkaM bhrAtR^iNAM so .abhiyojakaH| yeneshvarasya naH sAkShAt te .adUShyanta divAnishaM||
REV.12.11	meShavatsasya raktena svasAkShyavachanena cha| te tu nirjitavantastaM na cha sneham akurvvata| prANoShvapi svakIyeShu maraNasyaiva sa NkaTe|
REV.12.12	tasmAd Anandatu svargo hR^iShyantAM tannivAminaH| hA bhUmisAgarau tApo yuvAmevAkramiShyati| yuvayoravatIrNo yat shaitAno .atIva kApanaH| alpo me samayo .astyetachchApi tenAvagamyate||
REV.12.13	anantaraM sa nAgaH pR^ithivyAM svaM nikShiptaM vilokya tAM putraprasUtAM yoShitam upAdravat|
REV.12.14	tataH sA yoShit yat svakIyaM prAntarasthAshramaM pratyutpatituM shaknuyAt tadarthaM mahAkurarasya pakShadvayaM tasvai dattaM, sA tu tatra nAgato dUre kAlaikaM kAladvayaM kAlArddha ncha yAvat pAlyate|
REV.12.15	ki ncha sa nAgastAM yoShitaM srotasA plAvayituM svamukhAt nadIvat toyAni tasyAH pashchAt prAkShipat|
REV.12.16	kintu medinI yoShitam upakurvvatI nijavadanaM vyAdAya nAgamukhAd udgIrNAM nadIm apivat|
REV.12.17	tato nAgo yoShite kruddhvA tadvaMshasyAvashiShTalokairarthato ya IshvarasyAj nAH pAlayanti yIshoH sAkShyaM dhArayanti cha taiH saha yoddhuM nirgatavAn|
REV.12.18	[]
REV.13.1	tataH paramahaM sAgarIyasikatAyAM tiShThan sAgarAd udgachChantam ekaM pashuM dR^iShTavAn tasya dasha shR^i NgANi sapta shirAMsi cha dasha shR^i NgeShu dasha kirITAni shiraHsu cheshvaranindAsUchakAni nAmAni vidyante|
REV.13.2	mayA dR^iShTaH sa pashushchitravyAghrasadR^ishaH kintu tasya charaNau bhallUkasyeva vadana ncha siMhavadanamiva| nAgane tasmai svIyaparAkramaH svIyaM siMhAsanaM mahAdhipatya nchAdAyi|
REV.13.3	mayi nirIkShamANe tasya shirasAm ekam antakAghAtena CheditamivAdR^ishyata, kintu tasyAntakakShatasya pratIkAro .akriyata tataH kR^itsno naralokastaM pashumadhi chamatkAraM gataH,
REV.13.4	yashcha nAgastasmai pashave sAmarthyaM dattavAn sarvve taM prANaman pashumapi praNamanto .akathayan, ko vidyate pashostulyastena ko yoddhumarhati|
REV.13.5	anantaraM tasmai darpavAkyeshvaranindAvAdi vadanaM dvichatvAriMshanmAsAn yAvad avasthiteH sAmarthya nchAdAyi|
REV.13.6	tataH sa IshvaranindanArthaM mukhaM vyAdAya tasya nAma tasyAvAsaM svarganivAsinashcha ninditum Arabhata|
REV.13.7	aparaM dhArmmikaiH saha yodhanasya teShAM parAjayasya chAnumatiH sarvvajAtIyAnAM sarvvavaMshIyAnAM sarvvabhAShAvAdinAM sarvvadeshIyAnA nchAdhipatyamapi tasmA adAyi|
REV.13.8	tato jagataH sR^iShTikAlAt Cheditasya meShavatsasya jIvanapustake yAvatAM nAmAni likhitAni na vidyante te pR^ithivInivAsinaH sarvve taM pashuM praNaMsyanti|
REV.13.9	yasya shrotraM vidyate sa shR^iNotu|
REV.13.10	yo jano .aparAn vandIkR^itya nayati sa svayaM vandIbhUya sthAnAntaraM gamiShyati, yashcha kha Ngena hanti sa svayaM kha Ngena ghAniShyate| atra pavitralokAnAM sahiShNutayA vishvAsena cha prakAshitavyaM|
REV.13.11	anantaraM pR^ithivIta udgachChan apara ekaH pashu rmayA dR^iShTaH sa meShashAvakavat shR^i NgadvayavishiShTa AsIt nAgavachchAbhAShata|
REV.13.12	sa prathamapashorantike tasya sarvvaM parAkramaM vyavaharati visheShato yasya prathamapashorantikakShataM pratIkAraM gataM tasya pUjAM pR^ithivIM tannivAsinashcha kArayati|
REV.13.13	aparaM mAnavAnAM sAkShAd AkAshato bhuvi vahnivarShaNAdIni mahAchitrANi karoti|
REV.13.14	tasya pashoH sAkShAd yeShAM chitrakarmmaNAM sAdhanAya sAmarthyaM tasmai dattaM taiH sa pR^ithivInivAsino bhrAmayati, visheShato yaH pashuH kha Ngena kShatayukto bhUtvApyajIvat tasya pratimAnirmmANaM pR^ithivInivAsina Adishati|
REV.13.15	aparaM tasya pashoH pratimA yathA bhAShate yAvantashcha mAnavAstAM pashupratimAM na pUjayanti te yathA hanyante tathA pashupratimAyAH prANapratiShThArthaM sAmarthyaM tasmA adAyi|
REV.13.16	aparaM kShudramahaddhanidaridramuktadAsAn sarvvAn dakShiNakare bhAle vA kala NkaM grAhayati|
REV.13.17	tasmAd ye taM kala NkamarthataH pasho rnAma tasya nAmnaH saMkhyA NkaM vA dhArayanti tAn vinA pareNa kenApi krayavikraye karttuM na shakyete|
REV.13.18	atra j nAnena prakAshitavyaM| yo buddhivishiShTaH sa pashoH saMkhyAM gaNayatu yataH sA mAnavasya saMkhyA bhavati| sA cha saMkhyA ShaTShaShTyadhikaShaTshatAni|
REV.14.1	tataH paraM nirIkShamANena mayA meShashAvako dR^iShTaH sa siyonaparvvatasyoparyyatiShThat, aparaM yeShAM bhAleShu tasya nAma tatpitushcha nAma likhitamAste tAdR^ishAshchatushchatvAriMshatsahasrAdhikA lakShalokAstena sArddham Asan|
REV.14.2	anantaraM bahutoyAnAM rava iva gurutarastanitasya cha rava iva eko ravaH svargAt mayAshrAvi| mayA shrutaH sa ravo vINAvAdakAnAM vINAvAdanasya sadR^ishaH|
