MAT.1.1	ibrāhīmaḥ santāno dāyūd tasya santāno yīśukhrīṣṭastasya pūrvvapuruṣavaṁśaśreṇī|
HEB.3.11	iti hetorahaṁ kopāt śapathaṁ kṛtavān imaṁ| prevekṣyate janairetai rna viśrāmasthalaṁ mama||"
HEB.3.12	he bhrātaraḥ sāvadhānā bhavata, amareśvarāt nivarttako yo'viśvāsastadyuktaṁ duṣṭāntaḥkaraṇaṁ yuṣmākaṁ kasyāpi na bhavatu|
HEB.3.13	kintu yāvad adyanāmā samayo vidyate tāvad yuṣmanmadhye ko'pi pāpasya vañcanayā yat kaṭhorīkṛto na bhavet tadarthaṁ pratidinaṁ parasparam upadiśata|
HEB.3.14	yato vayaṁ khrīṣṭasyāṁśino jātāḥ kintu prathamaviśvāsasya dṛḍhatvam asmābhiḥ śeṣaṁ yāvad amoghaṁ dhārayitavyaṁ|
HEB.3.15	adya yūyaṁ kathāṁ tasya yadi saṁśrotumicchatha, tarhyājñālaṅghanasthāne yuṣmābhistu kṛtaṁ yathā, tathā mā kurutedānīṁ kaṭhināni manāṁsi va iti tena yaduktaṁ,
HEB.3.16	tadanusārād ye śrutvā tasya kathāṁ na gṛhītavantaste ke? kiṁ mūsasā misaradeśād āgatāḥ sarvve lokā nahi?
HEB.3.17	kebhyo vā sa catvāriṁśadvarṣāṇi yāvad akrudhyat? pāpaṁ kurvvatāṁ yeṣāṁ kuṇapāḥ prāntare 'patan kiṁ tebhyo nahi?
HEB.3.18	pravekṣyate janairetai rna viśrāmasthalaṁ mameti śapathaḥ keṣāṁ viruddhaṁ tenākāri? kim aviśvāsināṁ viruddhaṁ nahi?
HEB.3.19	ataste tat sthānaṁ praveṣṭum aviśvāsāt nāśaknuvan iti vayaṁ vīkṣāmahe|
HEB.4.1	aparaṁ tadviśrāmaprāpteḥ pratijñā yadi tiṣṭhati tarhyasmākaṁ kaścit cet tasyāḥ phalena vañcito bhavet vayam etasmād bibhīmaḥ|
HEB.4.2	yato 'smākaṁ samīpe yadvat tadvat teṣāṁ samīpe'pi susaṁvādaḥ pracārito 'bhavat kintu taiḥ śrutaṁ vākyaṁ tān prati niṣphalam abhavat, yataste śrotāro viśvāsena sārddhaṁ tannāmiśrayan|
HEB.4.3	tad viśrāmasthānaṁ viśvāsibhirasmābhiḥ praviśyate yatastenoktaṁ, "ahaṁ kopāt śapathaṁ kṛtavān imaṁ, pravekṣyate janairetai rna viśrāmasthalaṁ mama|" kintu tasya karmmāṇi jagataḥ sṛṣṭikālāt samāptāni santi|
HEB.4.4	yataḥ kasmiṁścit sthāne saptamaṁ dinamadhi tenedam uktaṁ, yathā, "īśvaraḥ saptame dine svakṛtebhyaḥ sarvvakarmmabhyo viśaśrāma|"
HEB.4.5	kintvetasmin sthāne punastenocyate, yathā, "pravekṣyate janairetai rna viśrāmasthalaṁ mama|"
HEB.4.6	phalatastat sthānaṁ kaiścit praveṣṭavyaṁ kintu ye purā susaṁvādaṁ śrutavantastairaviśvāsāt tanna praviṣṭam,
HEB.4.7	iti hetoḥ sa punaradyanāmakaṁ dinaṁ nirūpya dīrghakāle gate'pi pūrvvoktāṁ vācaṁ dāyūdā kathayati, yathā, "adya yūyaṁ kathāṁ tasya yadi saṁśrotumicchatha, tarhi mā kurutedānīṁ kaṭhināni manāṁsi vaḥ|"
HEB.4.8	aparaṁ yihośūyo yadi tān vyaśrāmayiṣyat tarhi tataḥ param aparasya dinasya vāg īśvareṇa nākathayiṣyata|
HEB.4.9	ata īśvarasya prajābhiḥ karttavya eko viśrāmastiṣṭhati|
HEB.4.10	aparam īśvaro yadvat svakṛtakarmmabhyo viśaśrāma tadvat tasya viśrāmasthānaṁ praviṣṭo jano'pi svakṛtakarmmabhyo viśrāmyati|
HEB.4.11	ato vayaṁ tad viśrāmasthānaṁ praveṣṭuṁ yatāmahai, tadaviśvāsodāharaṇena ko'pi na patatu|
HEB.4.12	īśvarasya vādo'maraḥ prabhāvaviśiṣṭaśca sarvvasmād dvidhārakhaṅgādapi tīkṣṇaḥ, aparaṁ prāṇātmano rgranthimajjayośca paribhedāya vicchedakārī manasaśca saṅkalpānām abhipretānāñca vicārakaḥ|
HEB.4.13	aparaṁ yasya samīpe svīyā svīyā kathāsmābhiḥ kathayitavyā tasyāgocaraḥ ko'pi prāṇī nāsti tasya dṛṣṭau sarvvamevānāvṛtaṁ prakāśitañcāste|
HEB.4.14	aparaṁ ya uccatamaṁ svargaṁ praviṣṭa etādṛśa eko vyaktirarthata īśvarasya putro yīśurasmākaṁ mahāyājako'sti, ato heto rvayaṁ dharmmapratijñāṁ dṛḍham ālambāmahai|
HEB.4.15	asmākaṁ yo mahāyājako 'sti so'smākaṁ duḥkhai rduḥkhito bhavitum aśakto nahi kintu pāpaṁ vinā sarvvaviṣaye vayamiva parīkṣitaḥ|
HEB.4.16	ataeva kṛpāṁ grahītuṁ prayojanīyopakārārtham anugrahaṁ prāptuñca vayam utsāhenānugrahasiṁhāsanasya samīpaṁ yāmaḥ|
HEB.5.1	yaḥ kaścit mahāyājako bhavati sa mānavānāṁ madhyāt nītaḥ san mānavānāṁ kṛta īśvaroddeśyaviṣaye'rthata upahārāṇāṁ pāpārthakabalīnāñca dāna niyujyate|
HEB.5.2	sa cājñānāṁ bhrāntānāñca lokānāṁ duḥkhena duḥkhī bhavituṁ śaknoti, yato hetoḥ sa svayamapi daurbbalyaveṣṭito bhavati|
HEB.5.3	etasmāt kāraṇācca yadvat lokānāṁ kṛte tadvad ātmakṛte'pi pāpārthakabalidānaṁ tena karttavyaṁ|
HEB.5.4	sa ghoccapadaḥ svecchātaḥ kenāpi na gṛhyate kintu hāroṇa iva ya īśvareṇāhūyate tenaiva gṛhyate|
HEB.5.5	evamprakāreṇa khrīṣṭo'pi mahāyājakatvaṁ grahītuṁ svīyagauravaṁ svayaṁ na kṛtavān, kintu "madīyatanayo'si tvam adyaiva janito mayeti" vācaṁ yastaṁ bhāṣitavān sa eva tasya gauravaṁ kṛtavān|
HEB.5.6	tadvad anyagīte'pīdamuktaṁ, tvaṁ malkīṣedakaḥ śreṇyāṁ yājako'si sadātanaḥ|
HEB.5.7	sa ca dehavāsakāle bahukrandanenāśrupātena ca mṛtyuta uddharaṇe samarthasya pituḥ samīpe punaḥ punarvinatiṁ prarthanāñca kṛtvā tatphalarūpiṇīṁ śaṅkāto rakṣāṁ prāpya ca
HEB.5.8	yadyapi putro'bhavat tathāpi yairakliśyata tairājñāgrahaṇam aśikṣata|
HEB.5.9	itthaṁ siddhībhūya nijājñāgrāhiṇāṁ sarvveṣām anantaparitrāṇasya kāraṇasvarūpo 'bhavat|
HEB.5.10	tasmāt sa malkīṣedakaḥ śreṇībhukto mahāyājaka īśvareṇākhyātaḥ|
HEB.5.11	tamadhyasmākaṁ bahukathāḥ kathayitavyāḥ kintu tāḥ stabdhakarṇai ryuṣmābhi rdurgamyāḥ|
HEB.5.12	yato yūyaṁ yadyapi samayasya dīrghatvāt śikṣakā bhavitum aśakṣyata tathāpīśvarasya vākyānāṁ yā prathamā varṇamālā tāmadhi śikṣāprāpti ryuṣmākaṁ punarāvaśyakā bhavati, tathā kaṭhinadravye nahi kintu dugdhe yuṣmākaṁ prayojanam āste|
HEB.5.13	yo dugdhapāyī sa śiśurevetikāraṇāt dharmmavākye tatparo nāsti|
HEB.5.14	kintu sadasadvicāre yeṣāṁ cetāṁsi vyavahāreṇa śikṣitāni tādṛśānāṁ siddhalokānāṁ kaṭhoradravyeṣu prayojanamasti|
HEB.6.1	vayaṁ mṛtijanakakarmmabhyo manaḥparāvarttanam īśvare viśvāso majjanaśikṣaṇaṁ hastārpaṇaṁ mṛtalokānām utthānam
HEB.6.2	anantakālasthāyivicārājñā caitaiḥ punarbhittimūlaṁ na sthāpayantaḥ khrīṣṭaviṣayakaṁ prathamopadeśaṁ paścātkṛtya siddhiṁ yāvad agrasarā bhavāma|
HEB.6.3	īśvarasyānumatyā ca tad asmābhiḥ kāriṣyate|
HEB.6.4	ya ekakṛtvo dīptimayā bhūtvā svargīyavararasam āsvaditavantaḥ pavitrasyātmano'ṁśino jātā
HEB.6.5	īśvarasya suvākyaṁ bhāvikālasya śaktiñcāsvaditavantaśca te bhraṣṭvā yadi
HEB.6.6	svamanobhirīśvarasya putraṁ punaḥ kruśe ghnanti lajjāspadaṁ kurvvate ca tarhi manaḥparāvarttanāya punastān navīnīkarttuṁ ko'pi na śaknoti|
HEB.6.7	yato yā bhūmiḥ svopari bhūyaḥ patitaṁ vṛṣṭiṁ pivatī tatphalādhikāriṇāṁ nimittam iṣṭāni śākādīnyutpādayati sā īśvarād āśiṣaṁ prāptā|
HEB.6.8	kintu yā bhūmi rgokṣurakaṇṭakavṛkṣān utpādayati sā na grāhyā śāpārhā ca śeṣe tasyā dāho bhaviṣyati|
HEB.6.9	he priyatamāḥ, yadyapi vayam etādṛśaṁ vākyaṁ bhāṣāmahe tathāpi yūyaṁ tata utkṛṣṭāḥ paritrāṇapathasya pathikāścādhva iti viśvasāmaḥ|
HEB.6.10	yato yuṣmābhiḥ pavitralokānāṁ ya upakāro 'kāri kriyate ca teneśvarasya nāmne prakāśitaṁ prema śramañca vismarttum īśvaro'nyāyakārī na bhavati|
HEB.6.11	aparaṁ yuṣmākam ekaiko jano yat pratyāśāpūraṇārthaṁ śeṣaṁ yāvat tameva yatnaṁ prakāśayedityaham icchāmi|
HEB.6.12	ataḥ śithilā na bhavata kintu ye viśvāsena sahiṣṇutayā ca pratijñānāṁ phalādhikāriṇo jātāsteṣām anugāmino bhavata|
HEB.6.13	īśvaro yadā ibrāhīme pratyajānāt tadā śreṣṭhasya kasyāpyaparasya nāmnā śapathaṁ karttuṁ nāśaknot, ato hetoḥ svanāmnā śapathaṁ kṛtvā tenoktaṁ yathā,
HEB.6.14	"satyam ahaṁ tvām āśiṣaṁ gadiṣyāmi tavānvayaṁ varddhayiṣyāmi ca|"
HEB.6.15	anena prakāreṇa sa sahiṣṇutāṁ vidhāya tasyāḥ pratyāśāyāḥ phalaṁ labdhavān|
HEB.6.16	atha mānavāḥ śreṣṭhasya kasyacit nāmnā śapante, śapathaśca pramāṇārthaṁ teṣāṁ sarvvavivādāntako bhavati|
HEB.6.17	ityasmin īśvaraḥ pratijñāyāḥ phalādhikāriṇaḥ svīyamantraṇāyā amoghatāṁ bāhulyato darśayitumicchan śapathena svapratijñāṁ sthirīkṛtavān|
HEB.6.18	ataeva yasmin anṛtakathanam īśvarasya na sādhyaṁ tādṛśenācalena viṣayadvayena sammukhastharakṣāsthalasya prāptaye palāyitānām asmākaṁ sudṛḍhā sāntvanā jāyate|
HEB.6.19	sā pratyāśāsmākaṁ manonaukāyā acalo laṅgaro bhūtvā vicchedakavastrasyābhyantaraṁ praviṣṭā|
HEB.6.20	tatraivāsmākam agrasaro yīśuḥ praviśya malkīṣedakaḥ śreṇyāṁ nityasthāyī yājako'bhavat|
HEB.7.1	śālamasya rājā sarvvoparisthasyeśvarasya yājakaśca san yo nṛpatīnāṁ māraṇāt pratyāgatam ibrāhīmaṁ sākṣātkṛtyāśiṣaṁ gaditavān,
HEB.7.2	yasmai cebrāhīm sarvvadravyāṇāṁ daśamāṁśaṁ dattavān sa malkīṣedak svanāmno'rthena prathamato dharmmarājaḥ paścāt śālamasya rājārthataḥ śāntirājo bhavati|
HEB.7.3	aparaṁ tasya pitā mātā vaṁśasya nirṇaya āyuṣa ārambho jīvanasya śeṣaścaiteṣām abhāvo bhavati, itthaṁ sa īśvaraputrasya sadṛśīkṛtaḥ, sa tvanantakālaṁ yāvad yājakastiṣṭhati|
HEB.7.4	ataevāsmākaṁ pūrvvapuruṣa ibrāhīm yasmai luṭhitadravyāṇāṁ daśamāṁśaṁ dattavān sa kīdṛk mahān tad ālocayata|
HEB.7.5	yājakatvaprāptā leveḥ santānā vyavasthānusāreṇa lokebhyo'rthata ibrāhīmo jātebhyaḥ svīyabhrātṛbhyo daśamāṁśagrahaṇasyādeśaṁ labdhavantaḥ|
HEB.7.6	kintvasau yadyapi teṣāṁ vaṁśāt notpannastathāpībrāhīmo daśamāṁśaṁ gṛhītavān pratijñānām adhikāriṇam āśiṣaṁ gaditavāṁśca|
HEB.7.7	aparaṁ yaḥ śreyān sa kṣudratarāyāśiṣaṁ dadātītyatra ko'pi sandeho nāsti|
HEB.7.8	aparam idānīṁ ye daśamāṁśaṁ gṛhlanti te mṛtyoradhīnā mānavāḥ kintu tadānīṁ yo gṛhītavān sa jīvatītipramāṇaprāptaḥ|
HEB.7.9	aparaṁ daśamāṁśagrāhī levirapībrāhīmdvārā daśamāṁśaṁ dattavān etadapi kathayituṁ śakyate|
HEB.7.10	yato yadā malkīṣedak tasya pitaraṁ sākṣāt kṛtavān tadānīṁ sa leviḥ pitururasyāsīt|
HEB.7.11	aparaṁ yasya sambandhe lokā vyavasthāṁ labdhavantastena levīyayājakavargeṇa yadi siddhiḥ samabhaviṣyat tarhi hāroṇasya śreṇyā madhyād yājakaṁ na nirūpyeśvareṇa malkīṣedakaḥ śreṇyā madhyād aparasyaikasya yājakasyotthāpanaṁ kuta āvaśyakam abhaviṣyat?
HEB.7.12	yato yājakavargasya vinimayena sutarāṁ vyavasthāyā api vinimayo jāyate|
HEB.7.13	aparañca tad vākyaṁ yasyoddeśyaṁ so'pareṇa vaṁśena saṁyuktā'sti tasya vaṁśasya ca ko'pi kadāpi vedyāḥ karmma na kṛtavān|
HEB.7.14	vastutastu yaṁ vaṁśamadhi mūsā yājakatvasyaikāṁ kathāmapi na kathitavān tasmin yihūdāvaṁśe'smākaṁ prabhu rjanma gṛhītavān iti suspaṣṭaṁ|
HEB.7.15	tasya spaṣṭataram aparaṁ pramāṇamidaṁ yat malkīṣedakaḥ sādṛśyavatāpareṇa tādṛśena yājakenodetavyaṁ,
HEB.7.16	yasya nirūpaṇaṁ śarīrasambandhīyavidhiyuktayā vyavasthāyā na bhavati kintvakṣayajīvanayuktayā śaktyā bhavati|
HEB.7.17	yata īśvara idaṁ sākṣyaṁ dattavān, yathā, "tvaṁ maklīṣedakaḥ śreṇyāṁ yājako'si sadātanaḥ|"
HEB.7.18	anenāgravarttino vidhe durbbalatāyā niṣphalatāyāśca hetorarthato vyavasthayā kimapi siddhaṁ na jātamitihetostasya lopo bhavati|
HEB.7.19	yayā ca vayam īśvarasya nikaṭavarttino bhavāma etādṛśī śreṣṭhapratyāśā saṁsthāpyate|
HEB.7.20	aparaṁ yīśuḥ śapathaṁ vinā na niyuktastasmādapi sa śreṣṭhaniyamasya madhyastho jātaḥ|
HEB.7.21	yataste śapathaṁ vinā yājakā jātāḥ kintvasau śapathena jātaḥ yataḥ sa idamuktaḥ, yathā,
HEB.7.22	"parameśa idaṁ śepe na ca tasmānnivartsyate| tvaṁ malkīṣedakaḥ śreṇyāṁ yājako'si sadātanaḥ|"
HEB.7.23	te ca bahavo yājakā abhavan yataste mṛtyunā nityasthāyitvāt nivāritāḥ,
HEB.7.24	kintvasāvanantakālaṁ yāvat tiṣṭhati tasmāt tasya yājakatvaṁ na parivarttanīyaṁ|
HEB.7.25	tato heto rye mānavāsteneśvarasya sannidhiṁ gacchanti tān sa śeṣaṁ yāvat paritrātuṁ śaknoti yatasteṣāṁ kṛte prārthanāṁ karttuṁ sa satataṁ jīvati|
HEB.7.26	aparam asmākaṁ tādṛśamahāyājakasya prayojanamāsīd yaḥ pavitro 'hiṁsako niṣkalaṅkaḥ pāpibhyo bhinnaḥ svargādapyuccīkṛtaśca syāt|
HEB.7.27	aparaṁ mahāyājakānāṁ yathā tathā tasya pratidinaṁ prathamaṁ svapāpānāṁ kṛte tataḥ paraṁ lokānāṁ pāpānāṁ kṛte balidānasya prayojanaṁ nāsti yata ātmabalidānaṁ kṛtvā tad ekakṛtvastena sampāditaṁ|
HEB.7.28	yato vyavasthayā ye mahāyājakā nirūpyante te daurbbalyayuktā mānavāḥ kintu vyavasthātaḥ paraṁ śapathayuktena vākyena yo mahāyājako nirūpitaḥ so 'nantakālārthaṁ siddhaḥ putra eva|
HEB.8.1	kathyamānānāṁ vākyānāṁ sāro'yam asmākam etādṛśa eko mahāyājako'sti yaḥ svarge mahāmahimnaḥ siṁhāsanasya dakṣiṇapārśvo samupaviṣṭavān
HEB.8.2	yacca dūṣyaṁ na manujaiḥ kintvīśvareṇa sthāpitaṁ tasya satyadūṣyasya pavitravastūnāñca sevakaḥ sa bhavati|
HEB.8.3	yata ekaiko mahāyājako naivedyānāṁ balīnāñca dāne niyujyate, ato hetoretasyāpi kiñcid utsarjanīyaṁ vidyata ityāvaśyakaṁ|
HEB.8.4	kiñca sa yadi pṛthivyām asthāsyat tarhi yājako nābhaviṣyat, yato ye vyavasthānusārāt naivedyāni dadatyetādṛśā yājakā vidyante|
HEB.8.5	te tu svargīyavastūnāṁ dṛṣṭāntena chāyayā ca sevāmanutiṣṭhanti yato mūsasi dūṣyaṁ sādhayitum udyate satīśvarastadeva tamādiṣṭavān phalataḥ sa tamuktavān, yathā, "avadhehi girau tvāṁ yadyannidarśanaṁ darśitaṁ tadvat sarvvāṇi tvayā kriyantāṁ|"
HEB.8.6	kintvidānīm asau tasmāt śreṣṭhaṁ sevakapadaṁ prāptavān yataḥ sa śreṣṭhapratijñābhiḥ sthāpitasya śreṣṭhaniyamasya madhyastho'bhavat|
HEB.8.7	sa prathamo niyamo yadi nirddoṣo'bhaviṣyata tarhi dvitīyasya niyamasya kimapi prayojanaṁ nābhaviṣyat|
HEB.8.8	kintu sa doṣamāropayan tebhyaḥ kathayati, yathā, "parameśvara idaṁ bhāṣate paśya yasmin samaye'ham isrāyelavaṁśena yihūdāvaṁśena ca sārddham ekaṁ navīnaṁ niyamaṁ sthirīkariṣyāmyetādṛśaḥ samaya āyāti|
HEB.8.9	parameśvaro'paramapi kathayati teṣāṁ pūrvvapuruṣāṇāṁ misaradeśād ānayanārthaṁ yasmin dine'haṁ teṣāṁ karaṁ dhṛtvā taiḥ saha niyamaṁ sthirīkṛtavān taddinasya niyamānusāreṇa nahi yatastai rmama niyame laṅghite'haṁ tān prati cintāṁ nākaravaṁ|
HEB.8.10	kintu parameśvaraḥ kathayati taddināt paramahaṁ isrāyelavaṁśīyaiḥ sārddham imaṁ niyamaṁ sthirīkariṣyāmi, teṣāṁ citte mama vidhīn sthāpayiṣyāmi teṣāṁ hṛtpatre ca tān lekhiṣyāmi, aparamahaṁ teṣām īśvaro bhaviṣyāmi te ca mama lokā bhaviṣyanti|
HEB.8.11	aparaṁ tvaṁ parameśvaraṁ jānīhītivākyena teṣāmekaiko janaḥ svaṁ svaṁ samīpavāsinaṁ bhrātarañca puna rna śikṣayiṣyati yata ākṣudrāt mahāntaṁ yāvat sarvve māṁ jñāsyanti|
HEB.8.12	yato hetorahaṁ teṣām adharmmān kṣamiṣye teṣāṁ pāpānyaparādhāṁśca punaḥ kadāpi na smariṣyāmi|"
HEB.8.13	anena taṁ niyamaṁ nūtanaṁ gaditvā sa prathamaṁ niyamaṁ purātanīkṛtavān; yacca purātanaṁ jīrṇāñca jātaṁ tasya lopo nikaṭo 'bhavat|
HEB.9.1	sa prathamo niyama ārādhanāyā vividharītibhiraihikapavitrasthānena ca viśiṣṭa āsīt|
HEB.9.2	yato dūṣyamekaṁ niramīyata tasya prathamakoṣṭhasya nāma pavitrasthānamityāsīt tatra dīpavṛkṣo bhojanāsanaṁ darśanīyapūpānāṁ śreṇī cāsīt|
HEB.9.3	tatpaścād dvitīyāyāstiraṣkariṇyā abhyantare 'tipavitrasthānamitināmakaṁ koṣṭhamāsīt,
HEB.9.4	tatra ca suvarṇamayo dhūpādhāraḥ paritaḥ suvarṇamaṇḍitā niyamamañjūṣā cāsīt tanmadhye mānnāyāḥ suvarṇaghaṭo hāroṇasya mañjaritadaṇḍastakṣitau niyamaprastarau,
HEB.9.5	tadupari ca karuṇāsane chāyākāriṇau tejomayau kirūbāvāstām, eteṣāṁ viśeṣavṛttāntakathanāya nāyaṁ samayaḥ|
HEB.9.6	eteṣvīdṛk nirmmiteṣu yājakā īśvarasevām anutiṣṭhanato dūṣyasya prathamakoṣṭhaṁ nityaṁ praviśanti|
HEB.9.7	kintu dvitīyaṁ koṣṭhaṁ prativarṣam ekakṛtva ekākinā mahāyājakena praviśyate kintvātmanimittaṁ lokānām ajñānakṛtapāpānāñca nimittam utsarjjanīyaṁ rudhiram anādāya tena na praviśyate|
HEB.9.8	ityanena pavitra ātmā yat jñāpayati tadidaṁ tat prathamaṁ dūṣyaṁ yāvat tiṣṭhati tāvat mahāpavitrasthānagāmī panthā aprakāśitastiṣṭhati|
HEB.9.9	tacca dūṣyaṁ varttamānasamayasya dṛṣṭāntaḥ, yato hetoḥ sāmprataṁ saṁśodhanakālaṁ yāvad yannirūpitaṁ tadanusārāt sevākāriṇo mānasikasiddhikaraṇe'samarthābhiḥ
HEB.9.10	kevalaṁ khādyapeyeṣu vividhamajjaneṣu ca śārīrikarītibhi ryuktāni naivedyāni balidānāni ca bhavanti|
HEB.9.11	aparaṁ bhāvimaṅgalānāṁ mahāyājakaḥ khrīṣṭa upasthāyāhastanirmmitenārthata etatsṛṣṭe rbahirbhūtena śreṣṭhena siddhena ca dūṣyeṇa gatvā
HEB.9.12	chāgānāṁ govatsānāṁ vā rudhiram anādāya svīyarudhiram ādāyaikakṛtva eva mahāpavitrasthānaṁ praviśyānantakālikāṁ muktiṁ prāptavān|
HEB.9.13	vṛṣachāgānāṁ rudhireṇa gavībhasmanaḥ prakṣepeṇa ca yadyaśucilokāḥ śārīriśucitvāya pūyante,
HEB.9.14	tarhi kiṁ manyadhve yaḥ sadātanenātmanā niṣkalaṅkabalimiva svameveśvarāya dattavān, tasya khrīṣṭasya rudhireṇa yuṣmākaṁ manāṁsyamareśvarasya sevāyai kiṁ mṛtyujanakebhyaḥ karmmabhyo na pavitrīkāriṣyante?
HEB.9.15	sa nūtananiyamasya madhyastho'bhavat tasyābhiprāyo'yaṁ yat prathamaniyamalaṅghanarūpapāpebhyo mṛtyunā muktau jātāyām āhūtalokā anantakālīyasampadaḥ pratijñāphalaṁ labheran|
HEB.9.16	yatra niyamo bhavati tatra niyamasādhakasya bale rmṛtyunā bhavitavyaṁ|
HEB.9.17	yato hatena balinā niyamaḥ sthirībhavati kintu niyamasādhako bali ryāvat jīvati tāvat niyamo nirarthakastiṣṭhati|
HEB.9.18	tasmāt sa pūrvvaniyamo'pi rudhirapātaṁ vinā na sādhitaḥ|
HEB.9.19	phalataḥ sarvvalokān prati vyavasthānusāreṇa sarvvā ājñāḥ kathayitvā mūsā jalena sindūravarṇalomnā eṣovatṛṇena ca sārddhaṁ govatsānāṁ chāgānāñca rudhiraṁ gṛhītvā granthe sarvvalokeṣu ca prakṣipya babhāṣe,
HEB.9.20	yuṣmān adhīśvaro yaṁ niyamaṁ nirūpitavān tasya rudhirametat|
HEB.9.21	tadvat sa dūṣye'pi sevārthakeṣu sarvvapātreṣu ca rudhiraṁ prakṣiptavān|
HEB.9.22	aparaṁ vyavasthānusāreṇa prāyaśaḥ sarvvāṇi rudhireṇa pariṣkriyante rudhirapātaṁ vinā pāpamocanaṁ na bhavati ca|
HEB.9.23	aparaṁ yāni svargīyavastūnāṁ dṛṣṭāntāsteṣām etaiḥ pāvanam āvaśyakam āsīt kintu sākṣāt svargīyavastūnām etebhyaḥ śreṣṭheै rbalidānaiḥ pāvanamāvaśyakaṁ|
HEB.9.24	yataḥ khrīṣṭaḥ satyapavitrasthānasya dṛṣṭāntarūpaṁ hastakṛtaṁ pavitrasthānaṁ na praviṣṭavān kintvasmannimittam idānīm īśvarasya sākṣād upasthātuṁ svargameva praviṣṭaḥ|
HEB.9.25	yathā ca mahāyājakaḥ prativarṣaṁ paraśoṇitamādāya mahāpavitrasthānaṁ praviśati tathā khrīṣṭena punaḥ punarātmotsargo na karttavyaḥ,
HEB.9.26	karttavye sati jagataḥ sṛṣṭikālamārabhya bahuvāraṁ tasya mṛtyubhoga āvaśyako'bhavat; kintvidānīṁ sa ātmotsargeṇa pāpanāśārtham ekakṛtvo jagataḥ śeṣakāle pracakāśe|
HEB.9.27	aparaṁ yathā mānuṣasyaikakṛtvo maraṇaṁ tat paścād vicāro nirūpito'sti,
HEB.9.28	tadvat khrīṣṭo'pi bahūnāṁ pāpavahanārthaṁ balirūpeṇaikakṛtva utsasṛje, aparaṁ dvitīyavāraṁ pāpād bhinnaḥ san ye taṁ pratīkṣante teṣāṁ paritrāṇārthaṁ darśanaṁ dāsyati|
HEB.10.1	vyavasthā bhaviṣyanmaṅgalānāṁ chāyāsvarūpā na ca vastūnāṁ mūrttisvarūpā tato heto rnityaṁ dīyamānairekavidhai rvārṣikabalibhiḥ śaraṇāgatalokān siddhān karttuṁ kadāpi na śaknoti|
HEB.10.2	yadyaśakṣyat tarhi teṣāṁ balīnāṁ dānaṁ kiṁ na nyavarttiṣyata? yataḥ sevākāriṣvekakṛtvaḥ pavitrībhūteṣu teṣāṁ ko'pi pāpabodhaḥ puna rnābhaviṣyat|
HEB.10.3	kintu tai rbalidānaiḥ prativatsaraṁ pāpānāṁ smāraṇaṁ jāyate|
HEB.10.4	yato vṛṣāṇāṁ chāgānāṁ vā rudhireṇa pāpamocanaṁ na sambhavati|
HEB.10.5	etatkāraṇāt khrīṣṭena jagat praviśyedam ucyate, yathā, "neṣṭvā baliṁ na naivedyaṁ deho me nirmmitastvayā|
HEB.10.6	na ca tvaṁ balibhi rhavyaiḥ pāpaghnai rvā pratuṣyasi|
HEB.10.7	avādiṣaṁ tadaivāhaṁ paśya kurvve samāgamaṁ| dharmmagranthasya sarge me vidyate likhitā kathā| īśa mano'bhilāṣaste mayā sampūrayiṣyate|"
HEB.10.8	ityasmin prathamato yeṣāṁ dānaṁ vyavasthānusārād bhavati tānyadhi tenedamuktaṁ yathā, balinaivedyahavyāni pāpaghnañcopacārakaṁ, nemāni vāñchasi tvaṁ hi na caiteṣu pratuṣyasīti|
HEB.10.9	tataḥ paraṁ tenoktaṁ yathā, "paśya mano'bhilāṣaṁ te karttuṁ kurvve samāgamaṁ;" dvitīyam etad vākyaṁ sthirīkarttuṁ sa prathamaṁ lumpati|
HEB.10.10	tena mano'bhilāṣeṇa ca vayaṁ yīśukhrīṣṭasyaikakṛtvaḥ svaśarīrotsargāt pavitrīkṛtā abhavāma|
