MAT.1.1	ibraahiima.h santaano daayuud tasya santaano yii"sukhrii.s.tastasya puurvvapuru.sava.m"sa"sre.nii|
2CO.8.14	varttamaanasamaye yu.smaaka.m dhanaadhikyena te.saa.m dhananyuunataa puurayitavyaa tasmaat te.saamapyaadhikyena yu.smaaka.m nyuunataa puurayi.syate tena samataa jani.syate|
2CO.8.15	tadeva "saastre.api likhitam aaste yathaa, yenaadhika.m sa.mg.rhiita.m tasyaadhika.m naabhavat yena caalpa.m sa.mg.rhiita.m tasyaalpa.m naabhavat|
2CO.8.16	yu.smaaka.m hitaaya tiitasya manasi ya ii"svara imam udyoga.m janitavaan sa dhanyo bhavatu|
2CO.8.17	tiito.asmaaka.m praarthanaa.m g.rhiitavaan ki nca svayam udyukta.h san svecchayaa yu.smatsamiipa.m gatavaan|
2CO.8.18	tena saha yo.apara eko bhraataasmaabhi.h pre.sita.h susa.mvaadaat tasya sukhyaatyaa sarvvaa.h samitayo vyaaptaa.h|
2CO.8.19	prabho rgauravaaya yu.smaakam icchukataayai ca sa samitibhiretasyai daanasevaayai asmaaka.m sa"ngitve nyayojyata|
2CO.8.20	yato yaa mahopaayanasevaasmaabhi rvidhiiyate taamadhi vaya.m yat kenaapi na nindyaamahe tadartha.m yataamahe|
2CO.8.21	yata.h kevala.m prabho.h saak.saat tannahi kintu maanavaanaamapi saak.saat sadaacaara.m karttum aalocaamahe|
2CO.8.22	taabhyaa.m sahaapara eko yo bhraataasmaabhi.h pre.sita.h so.asmaabhi rbahuvi.saye.su bahavaaraan pariik.sita udyogiiva prakaa"sita"sca kintvadhunaa yu.smaasu d.r.dhavi"svaasaat tasyotsaaho bahu vav.rdhe|
2CO.8.23	yadi ka"scit tiitasya tattva.m jij naasate tarhi sa mama sahabhaagii yu.smanmadhye sahakaarii ca, aparayo rbhraatrostattva.m vaa yadi jij naasate tarhi tau samitiinaa.m duutau khrii.s.tasya pratibimbau ceti tena j naayataa.m|
2CO.8.24	ato heto.h samitiinaa.m samak.sa.m yu.smatpremno.asmaaka.m "slaaghaayaa"sca praamaa.nya.m taan prati yu.smaabhi.h prakaa"sayitavya.m|
2CO.9.1	pavitralokaanaam upakaaraarthakasevaamadhi yu.smaan prati mama likhana.m ni.sprayojana.m|
2CO.9.2	yata aakhaayaade"sasthaa lokaa gatavar.sam aarabhya tatkaaryya udyataa.h santiiti vaakyenaaha.m maakidaniiyalokaanaa.m samiipe yu.smaaka.m yaam icchukataamadhi "slaaghe taam avagato.asmi yu.smaaka.m tasmaad utsaahaaccaapare.saa.m bahuunaam udyogo jaata.h|
2CO.9.3	ki ncaitasmin yu.smaan adhyasmaaka.m "slaaghaa yad atathyaa na bhavet yuuya nca mama vaakyaanusaaraad yad udyataasti.s.theta tadarthameva te bhraataro mayaa pre.sitaa.h|
2CO.9.4	yasmaat mayaa saarddha.m kai"scit maakidaniiyabhraat.rbhiraagatya yuuyamanudyataa iti yadi d.r"syate tarhi tasmaad d.r.dhavi"svaasaad yu.smaaka.m lajjaa jani.syata ityasmaabhi rna vaktavya.m kintvasmaakameva lajjaa jani.syate|
2CO.9.5	ata.h praak pratij naata.m yu.smaaka.m daana.m yat sa ncita.m bhavet tacca yad graahakataayaa.h phalam abhuutvaa daana"siilataayaa eva phala.m bhavet tadartha.m mamaagre gamanaaya tatsa ncayanaaya ca taan bhraat.rn aade.s.tumaha.m prayojanam amanye|
2CO.9.6	aparamapi vyaaharaami kenacit k.sudrabhaavena biije.suupte.su svalpaani "sasyaani kartti.syante, ki nca kenacid bahudabhavena biije.suupte.su bahuuni "sasyaani kartti.syante|
2CO.9.7	ekaikena svamanasi yathaa ni"sciiyate tathaiva diiyataa.m kenaapi kaatare.na bhiitena vaa na diiyataa.m yata ii"svaro h.r.s.tamaanase daatari priiyate|
2CO.9.8	aparam ii"svaro yu.smaan prati sarvvavidha.m bahuprada.m prasaada.m prakaa"sayitum arhati tena yuuya.m sarvvavi.saye yathe.s.ta.m praapya sarvve.na satkarmma.naa bahuphalavanto bhavi.syatha|
2CO.9.9	etasmin likhitamaaste, yathaa, vyayate sa jano raaya.m durgatebhyo dadaati ca| nityasthaayii ca taddharmma.h
2CO.9.10	biija.m bhejaniiyam anna nca vaptre yena vi"sraa.nyate sa yu.smabhyam api biija.m vi"sraa.nya bahuliikari.syati yu.smaaka.m dharmmaphalaani varddhayi.syati ca|
2CO.9.11	tena sarvvavi.saye sadhaniibhuutai ryu.smaabhi.h sarvvavi.saye daana"siilataayaa.m prakaa"sitaayaam asmaabhirii"svarasya dhanyavaada.h saadhayi.syate|
2CO.9.12	etayopakaarasevayaa pavitralokaanaam arthaabhaavasya pratiikaaro jaayata iti kevala.m nahi kintvii"scarasya dhanyavaado.api baahulyenotpaadyate|
2CO.9.13	yata etasmaad upakaarakara.naad yu.smaaka.m pariik.sitatva.m buddhvaa bahubhi.h khrii.s.tasusa.mvaadaa"ngiikara.ne yu.smaakam aaj naagraahitvaat tadbhaagitve ca taan aparaa.m"sca prati yu.smaaka.m daat.rtvaad ii"svarasya dhanyavaada.h kaari.syate,
2CO.9.14	yu.smadartha.m praarthanaa.m k.rtvaa ca yu.smaasvii"svarasya gari.s.thaanugrahaad yu.smaasu tai.h prema kaari.syate|
2CO.9.15	aparam ii"svarasyaanirvvacaniiyadaanaat sa dhanyo bhuuyaat|
2CO.10.1	yu.smatpratyak.se namra.h kintu parok.se pragalbha.h paulo.aha.m khrii.s.tasya k.saantyaa viniityaa ca yu.smaan praarthaye|
2CO.10.2	mama praarthaniiyamida.m vaya.m yai.h "saariirikaacaari.no manyaamahe taan prati yaa.m pragalbhataa.m prakaa"sayitu.m ni"scinomi saa pragalbhataa samaagatena mayaacaritavyaa na bhavatu|
2CO.10.3	yata.h "sariire caranto.api vaya.m "saariirika.m yuddha.m na kurmma.h|
2CO.10.4	asmaaka.m yuddhaastraa.ni ca na "saariirikaani kintvii"svare.na durgabha njanaaya prabalaani bhavanti,
2CO.10.5	tai"sca vaya.m vitarkaan ii"svariiyatattvaj naanasya pratibandhikaa.m sarvvaa.m cittasamunnati nca nipaatayaama.h sarvvasa"nkalpa nca bandina.m k.rtvaa khrii.s.tasyaaj naagraahi.na.m kurmma.h,
2CO.10.6	yu.smaakam aaj naagraahitve siddhe sati sarvvasyaaj naala"nghanasya pratiikaara.m karttum udyataa aasmahe ca|
2CO.10.7	yad d.r.s.tigocara.m tad yu.smaabhi rd.r"syataa.m| aha.m khrii.s.tasya loka iti svamanasi yena vij naayate sa yathaa khrii.s.tasya bhavati vayam api tathaa khrii.s.tasya bhavaama iti punarvivicya tena budhyataa.m|
2CO.10.8	yu.smaaka.m nipaataaya tannahi kintu ni.s.thaayai prabhunaa datta.m yadasmaaka.m saamarthya.m tena yadyapi ki ncid adhika.m "slaaghe tathaapi tasmaanna trapi.sye|
2CO.10.9	aha.m patrai ryu.smaan traasayaami yu.smaabhiretanna manyataa.m|
2CO.10.10	tasya patraa.ni gurutaraa.ni prabalaani ca bhavanti kintu tasya "saariirasaak.saatkaaro durbbala aalaapa"sca tucchaniiya iti kai"scid ucyate|
2CO.10.11	kintu parok.se patrai rbhaa.samaa.naa vaya.m yaad.r"saa.h prakaa"saamahe pratyak.se karmma kurvvanto.api taad.r"saa eva prakaa"si.syaamahe tat taad.r"sena vaacaalena j naayataa.m|
2CO.10.12	svapra"sa.msakaanaa.m ke.saa ncinmadhye svaan ga.nayitu.m tai.h svaan upamaatu.m vaa vaya.m pragalbhaa na bhavaama.h, yataste svaparimaa.nena svaan parimimate svai"sca svaan upamibhate tasmaat nirbbodhaa bhavanti ca|
2CO.10.13	vayam aparimitena na "slaaghi.syaamahe kintvii"svare.na svarajjvaa yu.smadde"sagaami yat parimaa.nam asmadartha.m niruupita.m tenaiva "slaaghi.syaamahe|
2CO.10.14	yu.smaaka.m de"so.asmaabhiragantavyastasmaad vaya.m svasiimaam ulla"nghaamahe tannahi yata.h khrii.s.tasya susa.mvaadenaapare.saa.m praag vayameva yu.smaan praaptavanta.h|
2CO.10.15	vaya.m svasiimaam ulla"nghya parak.setre.na "slaaghaamahe tannahi, ki nca yu.smaaka.m vi"svaase v.rddhi.m gate yu.smadde"se.asmaaka.m siimaa yu.smaabhirdiirgha.m vistaarayi.syate,
2CO.10.16	tena vaya.m yu.smaaka.m pa"scimadiksthe.su sthaane.su susa.mvaada.m gho.sayi.syaama.h, ittha.m parasiimaayaa.m pare.na yat pari.sk.rta.m tena na "slaaghi.syaamahe|
2CO.10.17	ya.h ka"scit "slaaghamaana.h syaat "slaaghataa.m prabhunaa sa hi|
2CO.10.18	svena ya.h pra"sa.msyate sa pariik.sito nahi kintu prabhunaa ya.h pra"sa.msyate sa eva pariik.sita.h|
2CO.11.1	yuuya.m mamaaj naanataa.m k.sa.na.m yaavat so.dhum arhatha, ata.h saa yu.smaabhi.h sahyataa.m|
2CO.11.2	ii"svare mamaasaktatvaad aha.m yu.smaanadhi tape yasmaat satii.m kanyaamiva yu.smaan ekasmin vare.arthata.h khrii.s.te samarpayitum aha.m vaagdaanam akaar.sa.m|
2CO.11.3	kintu sarpe.na svakhalatayaa yadvad havaa va ncayaa ncake tadvat khrii.s.ta.m prati satiitvaad yu.smaaka.m bhra.m"sa.h sambhavi.syatiiti bibhemi|
2CO.11.4	asmaabhiranaakhyaapito.apara.h ka"scid yii"su ryadi kenacid aagantukenaakhyaapyate yu.smaabhi.h praagalabdha aatmaa vaa yadi labhyate praagag.rhiita.h susa.mvaado vaa yadi g.rhyate tarhi manye yuuya.m samyak sahi.syadhve|
2CO.11.5	kintu mukhyebhya.h preritebhyo.aha.m kenacit prakaare.na nyuuno naasmiiti budhye|
2CO.11.6	mama vaakpa.tutaayaa nyuunatve satyapi j naanasya nyuunatva.m naasti kintu sarvvavi.saye vaya.m yu.smadgocare prakaa"saamahe|
2CO.11.7	yu.smaakam unnatyai mayaa namrataa.m sviik.rtye"svarasya susa.mvaado vinaa vetana.m yu.smaaka.m madhye yad agho.syata tena mayaa ki.m paapam akaari?
2CO.11.8	yu.smaaka.m sevanaayaaham anyasamitibhyo bh.rti g.rhlan dhanamapah.rtavaan,
2CO.11.9	yadaa ca yu.smanmadhye.ava.artte tadaa mamaarthaabhaave jaate yu.smaaka.m ko.api mayaa na pii.dita.h; yato mama so.arthaabhaavo maakidaniyaade"saad aagatai bhraat.rbhi nyavaaryyata, itthamaha.m kkaapi vi.saye yathaa yu.smaasu bhaaro na bhavaami tathaa mayaatmarak.saa k.rtaa karttavyaa ca|
2CO.11.10	khrii.s.tasya satyataa yadi mayi ti.s.thati tarhi mamai.saa "slaaghaa nikhilaakhaayaade"se kenaapi na rotsyate|
2CO.11.11	etasya kaara.na.m ki.m? yu.smaasu mama prema naastyetat ki.m tatkaara.na.m? tad ii"svaro vetti|
2CO.11.12	ye chidramanvi.syanti te yat kimapi chidra.m na labhante tadarthameva tat karmma mayaa kriyate kaari.syate ca tasmaat te yena "slaaghante tenaasmaaka.m samaanaa bhavi.syanti|
2CO.11.13	taad.r"saa bhaaktapreritaa.h prava ncakaa.h kaaravo bhuutvaa khrii.s.tasya preritaanaa.m ve"sa.m dhaarayanti|
2CO.11.14	taccaa"scaryya.m nahi; yata.h svaya.m "sayataanapi tejasviduutasya ve"sa.m dhaarayati,
2CO.11.15	tatastasya paricaarakaa api dharmmaparicaarakaa.naa.m ve"sa.m dhaarayantiityadbhuta.m nahi; kintu te.saa.m karmmaa.ni yaad.r"saani phalaanyapi taad.r"saani bhavi.syanti|
2CO.11.16	aha.m puna rvadaami ko.api maa.m nirbbodha.m na manyataa.m ki nca yadyapi nirbbodho bhaveya.m tathaapi yuuya.m nirbbodhamiva maamanug.rhya k.sa.naika.m yaavat mamaatma"slaaghaam anujaaniita|
2CO.11.17	etasyaa.h "slaaghaayaa nimitta.m mayaa yat kathitavya.m tat prabhunaadi.s.teneva kathyate tannahi kintu nirbbodheneva|
2CO.11.18	apare bahava.h "saariirika"slaaghaa.m kurvvate tasmaad ahamapi "slaaghi.sye|
2CO.11.19	buddhimanto yuuya.m sukhena nirbbodhaanaam aacaara.m sahadhve|
2CO.11.20	ko.api yadi yu.smaan daasaan karoti yadi vaa yu.smaaka.m sarvvasva.m grasati yadi vaa yu.smaan harati yadi vaatmaabhimaanii bhavati yadi vaa yu.smaaka.m kapolam aahanti tarhi tadapi yuuya.m sahadhve|
2CO.11.21	daurbbalyaad yu.smaabhiravamaanitaa iva vaya.m bhaa.saamahe, kintvaparasya kasyacid yena pragalbhataa jaayate tena mamaapi pragalbhataa jaayata iti nirbbodheneva mayaa vaktavya.m|
2CO.11.22	te kim ibrilokaa.h? ahamapiibrii| te kim israayeliiyaa.h? ahamapiisraayeliiya.h| te kim ibraahiimo va.m"saa.h? ahamapiibraahiimo va.m"sa.h|
2CO.11.23	te ki.m khrii.s.tasya paricaarakaa.h? aha.m tebhyo.api tasya mahaaparicaaraka.h; kintu nirbbodha iva bhaa.se, tebhyo.apyaha.m bahupari"srame bahuprahaare bahuvaara.m kaaraayaa.m bahuvaara.m praa.nanaa"sasa.m"saye ca patitavaan|
2CO.11.24	yihuudiiyairaha.m pa ncak.rtva uunacatvaari.m"satprahaarairaahatastrirvetraaghaatam ekak.rtva.h prastaraaghaata nca praptavaan|
2CO.11.25	vaaratraya.m potabha njanena kli.s.to.aham agaadhasalile dinameka.m raatrimekaa nca yaapitavaan|
2CO.11.26	bahuvaara.m yaatraabhi rnadiinaa.m sa"nka.tai rdasyuunaa.m sa"nka.tai.h svajaatiiyaanaa.m sa"nka.tai rbhinnajaatiiyaanaa.m sa"nka.tai rnagarasya sa"nka.tai rmarubhuume.h sa"nka.tai saagarasya sa"nka.tai rbhaaktabhraat.r.naa.m sa"nka.tai"sca
2CO.11.27	pari"sramakle"saabhyaa.m vaara.m vaara.m jaagara.nena k.sudhaat.r.s.naabhyaa.m bahuvaara.m niraahaare.na "siitanagnataabhyaa ncaaha.m kaala.m yaapitavaan|
2CO.11.28	taad.r"sa.m naimittika.m du.hkha.m vinaaha.m pratidinam aakulo bhavaami sarvvaasaa.m samitiinaa.m cintaa ca mayi varttate|
2CO.11.29	yenaaha.m na durbbaliibhavaami taad.r"sa.m daurbbalya.m ka.h paapnoti?
2CO.11.30	yadi mayaa "slaaghitavya.m tarhi svadurbbalataamadhi "slaaghi.sye|
2CO.11.31	mayaa m.r.saavaakya.m na kathyata iti nitya.m pra"sa.msaniiyo.asmaaka.m prabho ryii"sukhrii.s.tasya taata ii"svaro jaanaati|
2CO.11.32	damme.sakanagare.aritaaraajasya kaaryyaadhyak.so maa.m dharttum icchan yadaa sainyaistad damme.sakanagaram arak.sayat
2CO.11.33	tadaaha.m lokai.h pi.takamadhye praaciiragavaak.se.naavarohitastasya karaat traa.na.m praapa.m|
2CO.12.1	aatma"slaaghaa mamaanupayuktaa kintvaha.m prabho rdar"sanaade"saanaam aakhyaana.m kathayitu.m pravartte|
2CO.12.2	ita"scaturda"savatsarebhya.h puurvva.m mayaa paricita eko janast.rtiiya.m svargamaniiyata, sa sa"sariire.na ni.h"sariire.na vaa tat sthaanamaniiyata tadaha.m na jaanaami kintvii"svaro jaanaati|
2CO.12.3	sa maanava.h svarga.m niita.h san akathyaani marttyavaagatiitaani ca vaakyaani "srutavaan|
2CO.12.4	kintu tadaanii.m sa sa"sariiro ni.h"sariiro vaasiit tanmayaa na j naayate tad ii"svare.naiva j naayate|
2CO.12.5	tamadhyaha.m "slaaghi.sye maamadhi naanyena kenacid vi.saye.na "slaaghi.sye kevala.m svadaurbbalyena "slaaghi.sye|
2CO.12.6	yadyaham aatma"slaaghaa.m karttum iccheya.m tathaapi nirbbodha iva na bhavi.syaami yata.h satyameva kathayi.syaami, kintu lokaa maa.m yaad.r"sa.m pa"syanti mama vaakya.m "srutvaa vaa yaad.r"sa.m maa.m manyate tasmaat "sre.s.tha.m maa.m yanna ga.nayanti tadarthamaha.m tato vira.msyaami|
2CO.12.7	aparam utk.r.s.tadar"sanapraaptito yadaham aatmaabhimaanii na bhavaami tadartha.m "sariiravedhakam eka.m "suula.m mahyam adaayi tat madiiyaatmaabhimaananivaara.naartha.m mama taa.dayitaa "sayataano duuta.h|
2CO.12.8	mattastasya prasthaana.m yaacitumaha.m tristamadhi prabhumuddi"sya praarthanaa.m k.rtavaan|
2CO.12.9	tata.h sa maamuktavaan mamaanugrahastava sarvvasaadhaka.h, yato daurbbalyaat mama "sakti.h puur.nataa.m gacchatiiti| ata.h khrii.s.tasya "sakti ryanmaam aa"srayati tadartha.m svadaurbbalyena mama "slaaghana.m sukhada.m|
2CO.12.10	tasmaat khrii.s.taheto rdaurbbalyanindaadaridrataavipak.sataaka.s.taadi.su santu.syaamyaha.m| yadaaha.m durbbalo.asmi tadaiva sabalo bhavaami|
2CO.12.11	etenaatma"slaaghanenaaha.m nirbbodha ivaabhava.m kintu yuuya.m tasya kaara.na.m yato mama pra"sa.msaa yu.smaabhireva karttavyaasiit| yadyapyam aga.nyo bhaveya.m tathaapi mukhyatamebhya.h preritebhya.h kenaapi prakaare.na naaha.m nyuuno.asmi|
2CO.12.12	sarvvathaadbhutakriyaa"saktilak.sa.nai.h preritasya cihnaani yu.smaaka.m madhye sadhairyya.m mayaa prakaa"sitaani|
2CO.12.13	mama paalanaartha.m yuuya.m mayaa bhaaraakraantaa naabhavataitad eka.m nyuunatva.m vinaaparaabhya.h samitibhyo yu.smaaka.m ki.m nyuunatva.m jaata.m? anena mama do.sa.m k.samadhva.m|
2CO.12.14	pa"syata t.rtiiyavaara.m yuु.smatsamiipa.m gantumudyato.asmi tatraapyaha.m yu.smaan bhaaraakraantaan na kari.syaami| yu.smaaka.m sampattimaha.m na m.rgaye kintu yu.smaaneva, yata.h pitro.h k.rte santaanaanaa.m dhanasa ncayo.anupayukta.h kintu santaanaanaa.m k.rte pitro rdhanasa ncaya upayukta.h|
2CO.12.15	apara nca yu.smaasu bahu priiyamaa.no.apyaha.m yadi yu.smatto.alpa.m prama labhe tathaapi yu.smaaka.m praa.narak.saartha.m saananda.m bahu vyaya.m sarvvavyaya nca kari.syaami|
2CO.12.16	yuuya.m mayaa ki ncidapi na bhaaraakraantaa iti satya.m, kintvaha.m dhuurtta.h san chalena yu.smaan va ncitavaan etat ki.m kenacid vaktavya.m?
2CO.12.17	yu.smatsamiipa.m mayaa ye lokaa.h prahitaaste.saamekena ki.m mama ko.apyarthalaabho jaata.h?
2CO.12.18	aha.m tiita.m viniiya tena saarddha.m bhraatarameka.m pre.sitavaan yu.smattastiitena kim artho labdha.h? ekasmin bhaava ekasya padacihne.su caavaa.m ki.m na caritavantau?
2CO.12.19	yu.smaaka.m samiipe vaya.m puna rdo.sak.saalanakathaa.m kathayaama iti ki.m budhyadhve? he priyatamaa.h, yu.smaaka.m ni.s.thaartha.m vayamii"svarasya samak.sa.m khrii.s.tena sarvvaa.nyetaani kathayaama.h|
2CO.12.20	aha.m yadaagami.syaami, tadaa yu.smaan yaad.r"saan dra.s.tu.m necchaami taad.r"saan drak.syaami, yuuyamapi maa.m yaad.r"sa.m dra.s.tu.m necchatha taad.r"sa.m drak.syatha, yu.smanmadhye vivaada iir.syaa krodho vipak.sataa paraapavaada.h kar.nejapana.m darpa.h kalaha"scaite bhavi.syanti;
2CO.12.21	tenaaha.m yu.smatsamiipa.m punaraagatya madiiye"svare.na namayi.sye, puurvva.m k.rtapaapaan lokaan sviiyaa"sucitaave"syaagamanalampa.tataacara.naad anutaapam ak.rtavanto d.r.s.tvaa ca taanadhi mama "soko jani.syata iti bibhemi|
2CO.13.1	etatt.rtiiyavaaram aha.m yu.smatsamiipa.m gacchaami tena sarvvaa kathaa dvayostrayaa.naa.m vaa saak.si.naa.m mukhena ni"sce.syate|
2CO.13.2	puurvva.m ye k.rtapaapaastebhyo.anyebhya"sca sarvvebhyo mayaa puurvva.m kathita.m, punarapi vidyamaanenevedaaniim avidyamaanena mayaa kathyate, yadaa punaraagami.syaami tadaaha.m na k.sami.sye|
2CO.13.3	khrii.s.to mayaa kathaa.m kathayatyetasya pramaa.na.m yuuya.m m.rgayadhve, sa tu yu.smaan prati durbbalo nahi kintu sabala eva|
2CO.13.4	yadyapi sa durbbalatayaa kru"sa aaropyata tathaapii"svariiya"saktayaa jiivati; vayamapi tasmin durbbalaa bhavaama.h, tathaapi yu.smaan prati prakaa"sitaye"svariiya"saktyaa tena saha jiivi.syaama.h|
2CO.13.5	ato yuuya.m vi"svaasayuktaa aadhve na veti j naatumaatmapariik.saa.m kurudhva.m svaanevaanusandhatta| yii"su.h khrii.s.to yu.smanmadhye vidyate svaanadhi tat ki.m na pratijaaniitha? tasmin avidyamaane yuuya.m ni.spramaa.naa bhavatha|
2CO.13.6	kintu vaya.m ni.spramaa.naa na bhavaama iti yu.smaabhi rbhotsyate tatra mama pratyaa"saa jaayate|
2CO.13.7	yuuya.m kimapi kutsita.m karmma yanna kurutha tadaham ii"svaramuddi"sya praarthaye| vaya.m yat praamaa.nikaa iva prakaa"saamahe tadartha.m tat praarthayaamaha iti nahi, kintu yuuya.m yat sadaacaara.m kurutha vaya nca ni.spramaa.naa iva bhavaamastadartha.m|
2CO.13.8	yata.h satyataayaa vipak.sataa.m karttu.m vaya.m na samarthaa.h kintu satyataayaa.h saahaayya.m karttumeva|
2CO.13.9	vaya.m yadaa durbbalaa bhavaamastadaa yu.smaan sabalaan d.r.s.tvaanandaamo yu.smaaka.m siddhatva.m praarthayaamahe ca|
2CO.13.10	ato heto.h prabhu ryu.smaaka.m vinaa"saaya nahi kintu ni.s.thaayai yat saamarthyam asmabhya.m dattavaan tena yad upasthitikaale kaa.thinya.m mayaacaritavya.m na bhavet tadartham anupasthitena mayaa sarvvaa.nyetaani likhyante|
2CO.13.11	he bhraatara.h, "se.se vadaami yuuyam aanandata siddhaa bhavata paraspara.m prabodhayata, ekamanaso bhavata pra.nayabhaavam aacarata| prema"saantyoraakara ii"svaro yu.smaaka.m sahaayo bhuuyaat|
2CO.13.12	yuuya.m pavitracumbanena paraspara.m namaskurudhva.m|
2CO.13.13	pavitralokaa.h sarvve yu.smaan namanti|
2CO.13.14	prabho ryii"sukhrii.s.tasyaanugraha ii"svarasya prema pavitrasyaatmano bhaagitva nca sarvvaan yu.smaan prati bhuuyaat| tathaastu|
GAL.1.1	manu.syebhyo nahi manu.syairapi nahi kintu yii"sukhrii.s.tena m.rtaga.namadhyaat tasyotthaapayitraa pitre"svare.na ca prerito yo.aha.m paula.h so.aha.m
GAL.1.2	matsahavarttino bhraatara"sca vaya.m gaalaatiiyade"sasthaa.h samitii.h prati patra.m likhaama.h|
GAL.1.3	pitre"svare.naasmaa.mka prabhunaa yii"sunaa khrii.s.tena ca yu.smabhyam anugraha.h "saanti"sca diiyataa.m|
GAL.1.4	asmaaka.m taate"svaresyecchaanusaare.na varttamaanaat kutsitasa.msaaraad asmaan nistaarayitu.m yo
GAL.1.5	yii"surasmaaka.m paapahetoraatmotsarga.m k.rtavaan sa sarvvadaa dhanyo bhuuyaat| tathaastu|
GAL.1.6	khrii.s.tasyaanugrahe.na yo yu.smaan aahuutavaan tasmaanniv.rtya yuuyam atituur.nam anya.m susa.mvaadam anvavarttata tatraaha.m vismaya.m manye|
GAL.1.7	so.anyasusa.mvaada.h susa.mvaado nahi kintu kecit maanavaa yu.smaan ca ncaliikurvvanti khrii.s.tiiyasusa.mvaadasya viparyyaya.m karttu.m ce.s.tante ca|
GAL.1.8	yu.smaaka.m sannidhau ya.h susa.mvaado.asmaabhi rgho.sitastasmaad anya.h susa.mvaado.asmaaka.m svargiiyaduutaanaa.m vaa madhye kenacid yadi gho.syate tarhi sa "sapto bhavatu|
GAL.1.9	puurvva.m yadvad akathayaama, idaaniimaha.m punastadvat kathayaami yuuya.m ya.m susa.mvaada.m g.rhiitavantastasmaad anyo yena kenacid yu.smatsannidhau gho.syate sa "sapto bhavatu|
GAL.1.10	saamprata.m kamaham anunayaami? ii"svara.m ki.mvaa maanavaan? aha.m ki.m maanu.sebhyo rocitu.m yate? yadyaham idaaniimapi maanu.sebhyo ruruci.seya tarhi khrii.s.tasya paricaarako na bhavaami|
GAL.1.11	he bhraatara.h, mayaa ya.h susa.mvaado gho.sita.h sa maanu.saanna labdhastadaha.m yu.smaan j naapayaami|
GAL.1.12	aha.m kasmaaccit manu.syaat ta.m na g.rhiitavaan na vaa "sik.sitavaan kevala.m yii"so.h khrii.s.tasya prakaa"sanaadeva|
GAL.1.13	puraa yihuudimataacaarii yadaaham aasa.m tadaa yaad.r"sam aacara.nam akaravam ii"svarasya samiti.m pratyatiivopadrava.m kurvvan yaad.rk taa.m vyanaa"saya.m tadava"sya.m "sruta.m yu.smaabhi.h|
GAL.1.14	apara nca puurvvapuru.saparamparaagate.su vaakye.svanyaapek.saatiivaasakta.h san aha.m yihuudidharmmate mama samavayaskaan bahuun svajaatiiyaan atya"sayi|
GAL.1.15	ki nca ya ii"svaro maat.rgarbhastha.m maa.m p.rthak k.rtvaa sviiyaanugrahe.naahuutavaan
GAL.1.16	sa yadaa mayi svaputra.m prakaa"situ.m bhinnade"siiyaanaa.m samiipe bhayaa ta.m gho.sayitu ncaabhyala.sat tadaaha.m kravya"so.nitaabhyaa.m saha na mantrayitvaa
GAL.1.17	puurvvaniyuktaanaa.m preritaanaa.m samiipa.m yiruu"saalama.m na gatvaaravade"sa.m gatavaan pa"scaat tatsthaanaad damme.sakanagara.m paraav.rtyaagatavaan|
GAL.1.18	tata.h para.m var.satraye vyatiite.aha.m pitara.m sambhaa.situ.m yiruu"saalama.m gatvaa pa ncada"sadinaani tena saarddham ati.s.tha.m|
GAL.1.19	kintu ta.m prabho rbhraatara.m yaakuuba nca vinaa preritaanaa.m naanya.m kamapyapa"sya.m|
GAL.1.20	yaanyetaani vaakyaani mayaa likhyante taanyan.rtaani na santi tad ii"svaro jaanaati|
GAL.1.21	tata.h param aha.m suriyaa.m kilikiyaa nca de"sau gatavaan|
GAL.1.22	tadaanii.m yihuudaade"sasthaanaa.m khrii.s.tasya samitiinaa.m lokaa.h saak.saat mama paricayamapraapya kevala.m jana"srutimimaa.m labdhavanta.h,
GAL.1.23	yo jana.h puurvvam asmaan pratyupadravamakarot sa tadaa ya.m dharmmamanaa"sayat tamevedaanii.m pracaarayatiiti|
GAL.1.24	tasmaat te maamadhii"svara.m dhanyamavadan|
GAL.2.1	anantara.m caturda"sasu vatsare.su gate.svaha.m bar.nabbaa saha yiruu"saalamanagara.m punaragaccha.m, tadaano.m tiitamapi svasa"nginam akarava.m|
GAL.2.2	tatkaale.aham ii"svaradar"sanaad yaatraam akarava.m mayaa ya.h pari"sramo.akaari kaari.syate vaa sa yanni.sphalo na bhavet tadartha.m bhinnajaatiiyaanaa.m madhye mayaa gho.syamaa.na.h susa.mvaadastatratyebhyo lokebhyo vi"se.sato maanyebhyo narebhyo mayaa nyavedyata|
GAL.2.3	tato mama sahacarastiito yadyapi yuunaaniiya aasiit tathaapi tasya tvakchedo.apyaava"syako na babhuuva|
GAL.2.4	yata"schalenaagataa asmaan daasaan karttum icchava.h katipayaa bhaaktabhraatara.h khrii.s.tena yii"sunaasmabhya.m datta.m svaatantryam anusandhaatu.m caaraa iva samaaja.m praavi"san|
GAL.2.5	ata.h prak.rte susa.mvaade yu.smaakam adhikaaro yat ti.s.thet tadartha.m vaya.m da.n.daikamapi yaavad aaj naagraha.nena te.saa.m va"syaa naabhavaama|
GAL.2.6	parantu ye lokaa maanyaaste ye kecid bhaveyustaanaha.m na ga.nayaami yata ii"svara.h kasyaapi maanavasya pak.sapaata.m na karoti, ye ca maanyaaste maa.m kimapi naviina.m naaj naapayan|
