GEN.1.1	Are nakuexinxion beꞌe kain, Ndo Dio binchechjian ngajni ko nunthe. 
REV.15.6	Ko ngain niꞌngo bachrjexin thi yaato ángel ko tedikao thi yaato tangi tsuꞌen. Ko ángel teꞌi tengaa luntho anto renthe ko thjua ko tetungixima luntho ko tethedunga ngain pechue cinturón dikunchjian kunixin oro. 
REV.15.7	Kuthimejan naa thi noo thi bakingi ko techon bajon ngain nanaa thi yaato ángel naa copa dikunchjianxin oro ko tekaon kunixin thi anto jiduñao Ndo Dio, ndo jichon kainxin nchaꞌon. 
REV.15.8	Ko niꞌngo mee ndakaon kunixin nchin, thi nchin juixin ngain thi anto jié juachaxiin Ndo Dio. Ko xruꞌin kensen nchao rugixiꞌin nthi̱ꞌa̱ tsuenja thi yaato tangi tedikao thi yaato ángel.
REV.16.1	Kuthimejan jaꞌan kuian naa tha anto suji juixin niꞌngo ko nichja ngain thi yaato ángel ko ndachro:
REV.16.1	—Thji ra ko thinthjithe ra thi jiria thi yaato copa ko mee thi anto jiduñao Ndo Dio.
REV.16.2	Ko ángel saꞌo kjui ko kuinthjithe copee ngataꞌa nunthe, ko juii naa chin ko chujni bachrjema na̱ thon ko xraa renga nthauꞌe na̱, mee kuꞌen ni bechunda xruꞌe bakeꞌe kuxiigo jié bachrjengixin ndachaon ko ni banchesayeꞌe thi kuxiigo dikunchjian xraa jeꞌe ba.
REV.16.3	Thi yuxin ángel kuinthjithe copee ngatauꞌen ndachaon, ko jinda mee ndakjan nda inchin jnii chujni duen na̱, ko ndabeꞌen kain thi jichon ngangi nda.
REV.16.4	Thi ninxin ángel kuinthjithe copee ngatauꞌen kain río ko kain thi techrinxin jinda, ko kain nda mee ndakjan nda jni. 
REV.16.5	Ko jaꞌan kuian thi ángel chunda juachaxin ngain jinda ko ndachro:
REV.16.5	—Nchana, Suixin anto jian, Suixin thi thjen jai ko bigariꞌi are saꞌo, ko Suixin dincheꞌe jie̱ inchin jikininxin. 
REV.16.6	Mexinxin ni ningakuꞌan Suixin binchegiꞌi na̱ jni ixin yaa jikininxin na̱, ixin jeꞌe na̱ kuinthji na̱ jnii ni chujnia ko ni bayée juajnaa.
REV.16.7	Ko kai kuian inaa thi nichjaxin no thi jii altar ko ndachro:
REV.16.7	—Jaan, Suixin Nchana Dio, ndo chunda kain juachaxin, Suixin ndua ncheꞌe jie̱ inchin jikininxin.
REV.16.8	Thi nunxin ángel kuinthjithe copee ngataꞌa nchaꞌon, ko nchaꞌon bayée juachaxin kjuaaga chujni kunixin xruii. 
REV.16.9	Ko kain chujni anto chjan na̱, ko maski anto chjan na̱ ixin suji sua, jeꞌe na̱ kuinthueꞌa na̱ thi jianꞌa ko binchesayeꞌa na̱ Ndo Dio, ndo chunda juachaxin ruginthjian thi tangi teꞌi, aro jeꞌe na̱ icha nichja na̱ jianꞌa ixin jeꞌe ndo.
REV.16.10	Thi naunxin ángel kuinthjithe copee ngataꞌa ntha xintauen thi kuxiigo jié bachrjengixin ndachaon, ko nguii thi thetuꞌan ba ndakunaxin xeꞌe. Ko chujni banechjekua na̱ neje na̱ ixin anto bakiin na̱. 
REV.16.11	Ko ixin anto kuiin na̱ ko ixin thi thon bachrjema na̱, icha nichja na̱ jianꞌa ixin Ndo Dio ko kuinthueꞌa na̱ thi jianꞌa bancheꞌe na̱.
REV.16.12	Thi inkjaunxin ángel kuinthjithe copee ngain thi río anto jié diꞌin Eufrates, ko río mee ndaxema ixin xiree nthiꞌá rugathuxin ni rey ni tethixin no thi chrinxin nchaꞌon.
REV.16.13	Kuthimejan jaꞌan bikon juii nii espíritu jianꞌa, naa bachrjexin ruꞌa thi kulantha jié chunda tsje jaa, ko inaa bachrjexin ruꞌa thi kuxiigo jié bachrjengixin ndachaon, ko inaa bachrjexin ruꞌa thi ndachro ixin nichja juajnee Ndo Dio aro nduaꞌa. Ko kanio espíritu jianꞌa mee te xraa kusania. 
REV.16.14	Ko kanio espíritu teꞌi thi ncheꞌe xree nchiijin binthencheꞌe thi naꞌa dikunxin ni, ko binthegachrje ixin batse kain rey jii nguii nunthe ixin sintheketukaꞌo Ndo Dio ngain nchaꞌon binchekininxin ndo, ndo chunda kainxin juachaxin. 
REV.16.15	Ko Cristo ndachro: “Tsjeꞌe ra ixin jaꞌan siꞌi, xraa are dixinthebeꞌo naa xi cheꞌe. Ndo Dio sinchenchaon thi chujni jichuꞌen nchaꞌon mee ko dakuꞌen lunthue, ko jeꞌa xraa chujni dakuenꞌa lunthue ko dakji thulucho nthao.” 
REV.16.16	Kuthimejan espíritu ncheꞌe xree nchiijin baye̱e kain rey te ngain nunthe diꞌin Armagedón ixin ngigua hebreo.
REV.16.17	Kuthimejan thi yatuxin ángel kuinthjithe copee ngatauꞌen chrintho ko ngain niꞌngo thi jii ntha xintaon icha renthe jii nthi̱ꞌa̱ ngajni bachrjexin naa tha suji ko ndachro:
REV.16.17	—Ujuexin kain.
REV.16.18	Kuthimejan kungixinthe, bathe, ko kuiꞌin ni xraa tsjé thi tenichja ko anto suji kuingi nunthe. Ko xruꞌin nchaꞌon bikunxin chujni thi anto suji kuingi nunthe. 
REV.16.19	Ko thi rajna anto renthe ko jié, nii thi bichjenga rajna, ko kain rajna jii nguii nunthe ndaxanthe. Ko Ndo Dio xraxaon ndo thi rajna anto jié ko renthe diꞌin Babilonia ko binchegayee ndo rajna jiꞌi thi anto suji jie̱ jikininxin ixin anto jituñauꞌe ndo rajna. 
REV.16.20	Kai kain nunthechjan jindajin ndachaon ko kain jna ndabinthegitjaan. 
REV.16.21	Kai ngajni juixin thuni yeye betsingataꞌa chujni, ko thuni teꞌi chiaon bakuyexin yoo kan kilo. Ko anto suji kjui thi anto tangi jiꞌi, aro chujni xra nichja na̱ jianꞌa ixin Ndo Dio.
REV.17.1	Kuthimejan juii naa thi yaato ángel bechunda naa thi yaato copa, ko ndachjejin na:
REV.17.1	—Xrakui, ko tsjaguꞌa thi jie̱ sayée thi nchrii nchekji nthauꞌe ngain tsjé xii, nchri tajitaꞌa ngain thi yee jinda. 
REV.17.2	Kain rey thetuꞌan ngataꞌa nunthe bejuakaꞌo thi nchrii mee, ko kain chujni jii ngain nunthe ndabichrue na̱ ixin xrajeꞌo jianꞌa bincheꞌe na̱ ngain nchra.
REV.17.3	Kuthimejan ngain thi xraa jituxinanxin Espíritu Santo kuexiꞌin kjuaguꞌna ko ángel xraa sakjuiꞌan ngain naa jna xruꞌin jii, ko nthi̱ꞌa̱ bikon naa thi nchrii jitaꞌa ngain naa kuxiigo jié ko jatse ba ko chunda ba yaato jaa ba ko the ntheꞌe ba. Ko nguixin nganito ba chrjuinꞌa jitaxin ixin Ndo Dio. 
REV.17.4	Ko nchrii mee jingaa nchra luntho jatse ko jatse icha suji, ko ditsujin nchra kunixin oro, xro anto renthe ko perla. Ko jiyaa nchra naa copa dikunchjianxin oro ko jidinthjijin copa ixin thi anto jianꞌa ncheꞌe nchra ixin dejuakaꞌo nchra tsjé xii jeꞌa xixiꞌi nchra. 
REV.17.5	Ko nthathjen nchra jitaxin inchin diꞌin naa chujni, aro thi ruchro mee xruꞌin kensen nuꞌe ko ndachro: “Thi rajna anto renthe diꞌin Babilonia, mee thi kjui inchin janee kain nchrii nchekji nthauꞌe ngain tsjé xii ko ixin kain thi jianꞌa ncheꞌe chujni ngain nunthe, ko mee kain chujni nchesayeꞌe tsje diuchjan ko nchesayeꞌa Ndo Dio.” 
REV.17.6	Kuthimejan bikon ixin nchrii mee ndadikuanxin nchra kunixin jnii ni chujnii Ndo Dio, ko jnii ni beꞌen ixin bagithikaon na̱ ko banichja na̱ ixin Jesús. Are jaꞌan bikon kain jiꞌi, jaꞌan anto kuiseꞌen na. 
REV.17.7	Aro ángel ndachjejin na:
REV.17.7	—¿Unda anto kuisaꞌan? Jaꞌan tsjaguꞌa keꞌe ruchro thi nchrii yaa ko thi kuxiigo jié jitaꞌa nchra, thi kuxiigo chunda yaato jaa ko the ntheꞌe. 
REV.17.8	Thi kuxiigo jié, jaꞌa bikon, mee naa kuxiigo beꞌe, aro jai ikoꞌa ba. Ko xrasachrjetaon ba thi thue anto yasuꞌe, aro sachrje ba jeꞌo ixin sitjaan ba. Ko kain chujni beꞌe ngain nunthe ko betaxinꞌa na̱ ngain xroon jitaxin kain chujni ukjan inaa chujni narua ko xruꞌin nchaꞌon tsjexin, ko kain ni mee anto tsiseꞌen na̱ are sikon na̱ kuxiigo bechon are saꞌo aro jai ijichonꞌa ba, aro rukjan ba tsii ba inaa.
REV.17.9	’Ko jiꞌi jeꞌo tsinxin chujni chunda jian juaxraxaon: Thi yaato jaa ba mee ruchro yaato jna ko ngataꞌa jna teꞌi jitaꞌa thi nchrii. 
REV.17.10	Ko kai thi yaato jaa ba ruchro yaato rey. Naꞌo rey ithetuanꞌa, naa xra jithetuꞌan, ko inaa xrathiꞌa ko are tsii iseꞌa tsetuꞌan. 
REV.17.11	Thi kuxiigo bechon are saꞌo, aro jai ijichonꞌa ba mee thi jnixin rey, aro kai dikin ngayee thi yaato rey, ko kai jikininxin tsji ngain thi xruꞌi dangaꞌa.
REV.17.12	’Ko thi the ntheꞌe ba jaꞌa bikon, mee thi the rey xrathetuanꞌa, aro rey teꞌi sayée juachaxin tsetuꞌan nakua hora, jeꞌe na̱ ko thi kuxiigo jié bachrjengixin ndachaon. 
REV.17.13	Thi the rey teꞌi tsjauthexin choo, ko sinthegajon kain juachaxiin ko kain thi thetuꞌan ngain thi kuxiigo jié bachrjengixin ndachaon. 
REV.17.14	Ko thi the rey ko kuxiigo jié sintheketukaꞌo thi Kulekue Ndo Dio, aro Kulekue ndo sacha ixin jeꞌe Nchaa ná, thi chunda icha jié juachaxin, ko jeꞌe Rey thetuꞌen kain ni rey. Ko kain chujni te ngain jeꞌe, diꞌin na̱ chujni Ndo Dio kuinchieꞌe ko ncheꞌe na̱ kain thi thetuꞌan ndo.
REV.17.15	Ko ángel kai ndachjejin na:
REV.17.15	—Thi nda yee bikon, thi jitaꞌa thi nchrii nchekji nthauꞌe ngain tsjé xii, nda mee ruchro kain rajna, kain nunthe ko kain ngigua. 
REV.17.16	Ko thi the ntheꞌe ba ko thi kuxiigo jié runingakuꞌen thi nchrii ko sinthekinthuꞌe jeꞌo nchra ko thulucho nchra, ko sinthene nthauꞌe nchra ko sinthekjaaga nchra ngain xruꞌi. 
REV.17.17	Ndo Dio bakeꞌe ngain anseen thi the rey ixin sinthencheꞌe thi rinao ndo ko sinthekjauthexin choo rey ko sinthegajon juachaxiin ngain thi kuxiigo jié ko sinthencheꞌe kain thi rundachro ba, tsuenja kain thi ndachro Ndo Dio. 
REV.17.18	Ko thi nchrii jaꞌa bikon, mee thi rajna anto jié ko chunda juachaxin thetuꞌan ngain kain rey jii nguii nunthe.
REV.18.1	Ko are ukuꞌen kain jiꞌi, jaꞌan bikon inaa ángel jixinkajinxin ngajni, ko anto jié juachaxin bechunda ko nguixin ngataꞌa nunthe bingasantaꞌa ixin chiixro juiaꞌo ángel mee. 
REV.18.2	Ko jituyao suji ko ndachro:
REV.18.2	—Ubetsinga, ubetsinga Babilonia, thi rajna anto renthe, ko jai ndakjan nchianduꞌa espíritu ncheꞌe xree nchiijin, ko thi demanxin kain espíritu jianꞌa ko kai dikjan kakee kain kunthua thjuaꞌa ko jianꞌa. 
REV.18.3	Ixin chujni jii nguii nunthe bincheꞌe na̱ kain thi jianꞌa inchin thi jianꞌa bincheꞌe thi rajna anto jié mee, ko xrajeꞌo bincheꞌe kain rey jii nguii nunthe, ko ni bakeꞌna ko banchekji te nguii nunthe, anto tsjé tumi bacha na̱, ixin rajna mee banchexinkua tumii ixin bakenankua thi bakiakuꞌen ko bagundeꞌa.
REV.18.4	Kuthimejan kuian inaa tha juixin ngajni ko ndachro:
REV.18.4	—Jaꞌa ra chujnina ra, dachrjexin ra ngain rajna yaa, ixin sincheꞌa ra thi jianꞌa ncheꞌe icha chujni ngain rajna yaa, ko jañaa tsuanꞌa ra thi tangi tsuꞌen rajna. 
REV.18.5	Ixin ndakutsjé thi jianꞌa tencheꞌe na̱ ko ubiji ngajni, ko Ndo Dio tjañeꞌa ndo thi jianꞌa tencheꞌe na̱. 
REV.18.6	Ko ncheꞌe ra ngain rajna inchin binthaꞌa ra rajna, ko thjengeꞌe ra ꞌna yoo nthiꞌa icha tsjé thi jeꞌe bincheꞌe ngajin ra. Ko thinthekjeꞌen ra yoo nthiꞌa icha yee thi copa jeꞌe kuinthjekjaꞌan ra ixin banthagiꞌi ra. 
REV.18.7	Jeꞌe rajna jiꞌi anto bakaꞌin ñao ixin juxon thi renthe bagundeꞌe. ¡Anchee nchegatho ra tangi ko nchexranga ra ixin juaxraon! Ixin ngathe anseen ndachro: “Nthiꞌi riꞌi ngain ntha xintaunna inchin naa reina. Jaꞌan jeꞌa gaꞌan na ko xruꞌin nchaꞌon setan tangi.” 
REV.18.8	Mexinxin ngain nakua nchaꞌon tsiꞌi rajna nii thi tangi tsuꞌen: mee thi ndadeꞌen ni, thi ta ni juachjaon ko jintha. Ko Nchaa ná Dio chunda kain juachaxin, ncheꞌe jie̱ ngain rajna jiꞌi ko ruche rajna kunixin xruꞌi.
REV.18.9	Kain rey jii nguii nunthe, thi binthencheꞌe jianꞌa ngain rajna yaa ko anto banthechee ixin thi jianꞌa banthencheꞌe, sinthetsjanga ko tsa juachjaon are sinthegikon tsajiin nchiin rajna ixin ruche rajna. 
REV.18.10	Aro anto sinthexraon kain rey, are sinthegikon thi jituꞌen, ko kjín sinthegikunxin ko sinthendachro:
REV.18.10	—¡Ay! ¡Ay nuxaꞌa, jaꞌa thi rajna anto jié ko renthe, jaꞌa rajna Babilonia, thi rajna anto jié juachaxin barichunda! ¡Nuxaꞌa jaꞌa ixin bikuenbeꞌo, thi jie̱ binthakininxin Ndo Dio!
REV.18.11	Kai ni bakeꞌna ko banchekji te nguii nunthe rutsjanga na̱ ko tsa na̱ juachjaon ixin thi tsuꞌen rajna mee ixin ixruꞌin kensen tsenee na̱ kainxin thi thiaꞌo na̱: 
REV.18.12	inchin thi chia oro, chia plata, xro anto renthe, perla, thi manta anto renthe diꞌin lino ko seda tetsjeꞌe jatse ko jatse suji, kain nthaa anto chrjuin xrajni, neno ku-elefante, nthaa anto chrjuin te ko renthe, chia bronce, hierro ko xro marmol, 
REV.18.13	canela, ka chrjuin xrajni, tsjuka, mirra, ndaxrajni, vino, aceite, harina, nuatrigo, kuxiigo tama, kuleko, kunxin, ntha thingajin kunxin, ko chujni banchekji na̱ ngain xi najni. 
REV.18.14	Ko kain ni bakeꞌna ko banchekji ni te nguii nunthe, rundachro na̱ ngain rajna jiꞌi:
REV.18.14	—¡Jaꞌa ichundaꞌa kain thi chrjuin ko thi anto banthaxruxiꞌan, ixruꞌin nchaꞌon rukjan sarichunda kainxin thi anto renthe bakiakuꞌen!
REV.18.15	Ko kain ni banchekji ko bakeꞌna, ni anto tsjé tumi bacha ixin jeꞌe rajna mee, kjínxin sinthexin na̱, ixin bidoꞌo na̱ juaxraon ixin jie̱ gueꞌen rajna jiꞌi, ko anto rutsjanga na̱ ko tsa na̱ juachjaon ixin jeꞌe rajna, 
REV.18.16	ko rundachro na̱:
REV.18.16	—¡Ay! ¡Ay nuxaꞌa, jaꞌa thi rajna anto jié ko renthe! Jaꞌa thi bagituxiꞌan inchin naa nchrii dengaa luntho anto renthe, luntho betsjeꞌe jatse ko jatse suji, ko batsujin kunixin chia oro, xro anto renthe ko perla. 
REV.18.17	¡Ko ngain nakua hora ndajuexin kain thi anto renthe bechunda rajna mee!
REV.18.17	Kainxin xi capitán dakangi ntha barko, kain chujni bagakji ngain ntha, ni bancheꞌe xra ngain ntha ko kain ni ncheꞌe xra ngain ndachaon, kjínxin tatetsjexin na̱. 
REV.18.18	Ko are bikon na̱ nchin kjuinxin ixin xruꞌi jiche ngain rajna mee, jeꞌe na̱ kuyao na̱ ko ndachro na̱:
REV.18.18	—¿Kexeꞌe inaa rajna rukuyaꞌi inchin rajna jiꞌi, thi rajna anto jié ko renthe?
REV.18.19	Ko ixin juachjaon, kuinthjithe na̱ jinche ngain jaa na̱, ko tsjanga na̱ ko kuyao na̱ ko ndachro na̱:
REV.18.19	—¡Ay! ¡Ay nuxaꞌa, jaꞌa thi rajna anto jié ko renthe! ¡Nuxaꞌa jaꞌa. Ixin tumia kurenthexin ni bechunda ntha barko ngain ndachaon ko bacha na̱ anto tsjé tumi! ¡Ko ngain nakua hora ndaxanthe rajna jiꞌi!
REV.18.20	¡Chaꞌa ra jaꞌa ra xro te ra ngajni, kai chaꞌa ra jaꞌa ra xro chunthia ra Jesucristo, xro kuinchiaꞌa ra ko bakjioꞌo ra jeꞌe, ko jaꞌa ra xro bagayeꞌe ra juajnee Ndo Dio!, ixin rajna mee gueꞌen jie̱ ko Ndo Dio bincheꞌe jie̱ ixin jaꞌa ra.
REV.18.21	Kuthimejan naa ángel bechunda jié juachaxin, batsiin naa xro jié inchin naa xruthja anto jié, ko kjuangi xro ndachaon, ko ndachro:
REV.18.21	—Kai jaꞌin saritsiangi nda, jaꞌa Babilonia, jaꞌa thi rajna anto jié, ko ixruꞌin nchaꞌon rukjan tsiꞌin ni ixin jaꞌa. 
REV.18.22	Kai irukjanꞌa tsiꞌin ni ngain nthiaa suen arpa, suen ntha xro ko trompeta. Ko iseꞌa ngajin chujni bancheꞌe jejee xra, ko irukjanꞌa tsiꞌin ni thi xruthja anto jié, are bancheꞌe xro xra. 
REV.18.23	Kai irukjanꞌa singasaan ngain rajna mee kunixin xruii candil, ko ixruꞌin nchaꞌon tsiꞌin ni thi kiee chujni thutheꞌe. Ko chujni banchekji ko bakeꞌna, mee ni kjui icha renthe nguii ngataꞌa nunthe, ko kai bincheyeꞌe chujni nguii nunthe kunixin juathuso bincheꞌe. 
REV.18.24	Ko ngain rajna mee binchuexin jnii chujni nichja ixin Ndo Dio, ko jnii ni bithikaon ngain ndo ko jnii kain chujni guen na̱ nguixin ngataꞌa nunthe.
REV.19.1	Kuthimejan jaꞌan kuian thee tsjé chujni juixin ngajni ko suji ndachro:
REV.19.1	¡Nthusayeꞌe ná Ndo Dio! Ixin jeꞌe nthakjan ná inaa chujni narua, ko kain juasaaya ko thi jié juachaxin jeꞌe ndo thetuꞌan ndo,
REV.19.2	ixin jeꞌe ndo ndua ncheꞌe ndo jie̱ inchin jikininxin;
REV.19.2	ko ubincheꞌe ndo jie̱ ngain thi rajna bincheꞌe inchin thi nchrii bakuchji ngain tsjé xii,
REV.19.2	ko rajna jiꞌi banchencheꞌe thi jianꞌa kain chujni jii ngain nunthe;
REV.19.2	ko Ndo Dio ukjuenga ꞌna inchin bikininxin rajna, ixin nabuenxon chujni bancheꞌe xree ndo.
REV.19.3	Kuthimejan kjan kuian thi thee tsjé chujni inaa ko ndachro na̱:
REV.19.3	—¡Nthusayeꞌe ná Ndo Dio! Ixin nchin jithjinxin rajna mee, xruꞌin nchaꞌon tsjexin tsjiꞌin nchin.
REV.19.4	Ko thi kan ko noo ni joon ko thi noo bakingi ko jichon binthethuxin bisetaꞌa nunthe ko binchesayeꞌe Ndo Dio, ndo jitaꞌa ntha xintaon icha renthe, ko tendachro:
REV.19.4	—¡Jamee tsuꞌen! ¡Nthusayeꞌe ná Ndo Dio!
REV.19.5	Kuthimejan kuiꞌin ni inaa tha juixin no thi jii ntha xintauen Ndo Dio ko ndachro:
REV.19.5	Nchesayeꞌe ra Ndo Diua ná
REV.19.5	kain ra xro ncheꞌe ra xree ndo,
REV.19.5	xro nchinnchin ra o yeye ra,
REV.19.5	xro chundeꞌe ra ndo jié juasaaya.
REV.19.6	Ko kai kuian naa tha inchin are jinichja tsjé chujni o inchin are jidaxruen nda yee ngain tsaaga, o xraa are anto suji jidathe, ko tha mee ndachro:
REV.19.6	¡Nthusayeꞌe ná Ndo Dio! Ixin uthetuꞌan Nchaa ná, Ndo Diua ná, ndo chunda kainxin juachaxin.
REV.19.7	¡Ruchaa ná ko nthusayeꞌe ná ndo! ¡Ixin ujuii nchaꞌon tsutheꞌe Kulekue Ndo Dio!
REV.19.7	Ixin ujichuꞌen chriꞌi,
REV.19.8	ko jeꞌe nchra bayée nchra juachaxin bengaa nchra thi luntho anto renthe diꞌin lino, thi manta thjua ko jitungixinma.
REV.19.8	Ko lino mee ruchro kain thi jian ncheꞌe chujnii Ndo Dio.
REV.19.9	Ko ángel mee ndachjejin na:
REV.19.9	—Jaꞌin kji̱n: “Anto chrjuin ixin kain chujni bituꞌen tsji ngain kiai thi tsutheꞌe Jesucristo, thi Kulekue Ndo Dio.”
REV.19.9	Ko kai ndachjejin na:
REV.19.9	—Kain jiꞌi ndachro Ndo Dio ko jeꞌe ndo nichja ndo thi ndua.
REV.19.10	Jaꞌan barithuxin ko bisetaꞌa nunthe chrika ruthee ángel ixin runthasayaa, aro jeꞌe ndachjejin na:
REV.19.10	—Ncheꞌa yaa ixin jaꞌan jeꞌo naa ni ncheꞌe xree Ndo Dio, jañaa inchin jaꞌa ko kain ni dithikaon ngain Jesús ko thinthueꞌa na̱ nthiee. Nchesayeꞌe jeꞌo Ndo Dio.
REV.19.10	Ko thi kjuaago Jesús, mee thi espíritu nchenichja kain chujni dayee juajnee Ndo Dio.
REV.19.11	Kuthimejan bikon ngajni jixrangee ko kununxin naa kunxin rua, ko thi jitaꞌa ba diꞌin “Thi daxingixinꞌa thi ndachro ko ncheꞌe thi Ndua”, ko jeꞌe ncheꞌe jie̱ ko theto are jikininxin. 
REV.19.12	Ko jmakon thi jitaꞌa kunxin tungiixin ko xraa xruꞌi jidachrje, ko ngataꞌa jaa jitaꞌa tsjé corona, ko nganito jeꞌe jitaxin naa thi jeꞌo jeꞌe nuꞌe keꞌe ruchro. 
REV.19.13	Ko luntho jeꞌe jingaa anto dithexin jni, ko diꞌin Thi Thee Ndo Dio. 
REV.19.14	Ko anto tsjé thi jiruee juixin ngajni ko tetaꞌa kunxin rua, ko tengaa luntho rua diꞌin lino ko thjua luntho. 
REV.19.15	Ko ruꞌa thi diꞌin Thee Ndo Dio bachrjexin naa chia taade anto yao ixin sincheninxin chujni jii kain nunthe; ko jeꞌe tsetuꞌen na̱ kunixin naa nthasen dikunchjiaxin chia. Ko jeꞌe tsingachjetheꞌe tho uva kunixin ruthee, ko mee ruchro ixin sincheꞌe jie̱ ixin anto jiduñao ko jie̱ mee thixin ngain Ndo Dio, ndo chunda kainxin juachaxin. 
REV.19.16	Ko nganito lunthue ko nganito nthatsao jitaxin jaꞌin:
REV.19.16	“Jeꞌe thi thetuꞌen kain ni rey ko Nchee kain ni thetuꞌan.”
REV.19.17	Kuthimejan bikon naa ángel tajingathjen ngataꞌa nchaꞌon ko kuyauthe suji kain kunthua tjaganga, ko ndachro:
REV.19.17	—Xrakui ra ko xrathe ra ngain thi jié kiai seꞌe ngain Ndo Dio 
REV.19.18	ixin sinthe ra nthauꞌe kain rey, ko nthauꞌe kain xi capitán, ko nthauꞌe chujni anto renthe, nthauꞌe kunxin ko nthauꞌe xi tetaꞌa ba, ko nthauꞌe kain chujni, nthauꞌe ni dikuchji o dikuchjiꞌa ngain xi najni ko nthauꞌe chujni nchinnchin ko yeye.
REV.19.19	Kuthimejan jaꞌan bikon thi kuxiigo jié ko kain rey thetuꞌan nguii nunthe, ko binthexrathe kain xi soldadue ixin sintheketukaꞌo thi jitaꞌa kunxin ko kain thi jirue. 
REV.19.20	Ko kuxiigo jié biaxiꞌin ba kunixin thi ndachro ixin nichja juajnee Ndo Dio aro nduaꞌa; thi kai bincheꞌe thi naꞌa dikunxin ni ngathexin kon ba, ko bincheyeꞌe chujni ixin bayée na̱ xruꞌe bakeꞌe ba ko ixin binchesayeꞌe na̱ thi dikunchjian inchin jeꞌe ba. Ko kayui thi teꞌi techon bitsiangi ngain thi juxon xruꞌi jiche kunixin azufre. 
REV.19.21	Ko kain chujni ruee kuxiigo jié benxin na̱ kunixin chia taade bachrjexin ruꞌa thi jitaꞌa kunxin rua, ko kainxin kunthua kujexin ba nthauꞌe kain chujni mee.
REV.20.1	Kuthimejan bikon naa ángel jixinkajinxin ngajni kunixin thi xirexin thi xraa tsaaga anto niꞌnga ko jiyaa naa cadena anto jié. 
REV.20.2	Ko suji tse kulantha, thi kunchee usee jii, thi kai diꞌin Satanás. Ko kuiathe ba kunixin cadena mil nano. 
REV.20.3	Ko ángel kjua ba ngain thi xraa tsaaga anto niꞌnga, ko nthi̱ꞌa̱ kuiaxiꞌin ba, ko bakeꞌe naa sello thi dijexin tsaaga ixin isincheyeꞌa ba chujni jii nguii nunthe sathuja thi mil nano. Kuthimejan rugunda ruxindangeꞌe ba nchion.
REV.20.4	Ko bikon kanxion ntha xintaon ko nthi̱ꞌa̱ tatetaꞌa chujni bayée juachaxin ixin sincheꞌe jie̱. Kai bikon almee chujni chrijin jaa ixin ndache na̱ chujni juajnee Ndo Dio ko thi bincheꞌe Jesucristo. Ko chujni teꞌi binchesayeꞌa na̱ kuxiigo jié bachrjengixin ndachaon ko thi kunchjian xraa jeꞌe ba ko kai bithuexinꞌa na̱ bayée na̱ xruꞌe bakeꞌe ba ngain nthathjen na̱ o ngain raa na̱. Ko kain ni teꞌi kjan xechon na̱ ixin jeꞌe na̱ ko Cristo tsetuꞌan na̱ mil nano. 
REV.20.5	Ko jiꞌi thi saꞌo xechon ni beꞌen, aro ni icha ni digeꞌen xechonꞌa na̱ ruxethjaja thi mil nano. 
REV.20.6	¡Anto chrjuin ixin thi chujni saꞌo ruxechon ko kjan na̱ chujni rajnee Ndo Dio! Ko thi yuxin nthiꞌa ndadeꞌen ni, ichundaꞌa juachaxin ngain na̱, ko thi icha chrjuin ixin rukjan na̱ daana ngain Ndo Dio ko ngain Jesucristo, ko tsetuꞌan na̱ ngain ndo mil nano.
REV.20.7	Ko are ruxethja thi mil nano, nchiijin ruxindangeꞌe ko sachrjexin ngain thi biaxiꞌin, 
REV.20.8	ko sincheyeꞌe tsjé chujni jii nguixin nunthe diꞌin Gog ko Magog, ko nchiijin satse na̱ ixin tseto na̱, ko anto tsjé na̱ inchin nchiise ngain ndachaon. 
REV.20.9	Ko tsixin na̱ nguixin nunthe ko bixindajin na̱ nchianduꞌa chujni rajnee Ndo Dio, thi rajna anto thjueꞌe ndo. Aro ngajni xinkajinxin xruꞌi ko che kain ni bixindajin chujnii ndo. 
REV.20.10	Ko nchiijin, thi bincheyeꞌe kain chujni mee, bitsiangi ngain thi juxon xruꞌi jiche kunixin azufre, thi ubetsiangi thi kuxiigo jié ko thi ndachro ixin nichja juajnee Ndo Dio aro nduaꞌa. Nthi̱ꞌa̱ ruche na̱ ko tsiin na̱ nchaꞌon ko thie kainxin nchaꞌon.
REV.20.11	Kuthimejan jaꞌan bikon naa ntha xintaon jié ko thjua ko kai bikon thi tajitaꞌa ntha. Ko nunthe ko ngajni sakuingeꞌe thi tajitaꞌa ntha xintaon, aro binthegitjaꞌa thinoo runthegema. 
REV.20.12	Ko kai bikon kain chujni digeꞌen, ni yeye ko ni nchinnchin, tatengathjen na̱ ngathexin kon Ndo Dio. Ko xiree tsjé xroon ko kai xiree inaa xroon jitaxin kain chujni kjan inaa chujni narua. Kain chujni ndadigeꞌen gueꞌen na̱ jie̱ ixin thi jeꞌe na̱ bincheꞌe na̱ ixin thi bincheꞌe na̱ jitaxin ngain thi tsjé xroon xiree. 
REV.20.13	Ndachaon bajon nda kain chujni ndabenxin ngain nda, ko thi ndadeꞌen ni ko thi thetuꞌan thi thji kain chujni ndadeꞌen, kai binthegajon kain chujni ndabeꞌen te nthi̱ꞌa̱. Ko nanaa na̱ gueꞌen na̱ jie̱ ixin thi bincheꞌe na̱. 
