GEN.1.1	EN el 
ACT.27.11	Mas el centurión creía más al piloto y al patrón de la nave, que á lo que Pablo decía.
ACT.27.12	Y no habiendo puerto cómodo para invernar, muchos acordaron pasar aún de allí, por si pudiesen arribar á Fenice é invernar 
ACT.27.13	Y soplando el austro, pareciéndoles que ya tenían lo que deseaban, alzando 
ACT.27.14	Mas no mucho después dió en ella un viento repentino, que se llama Euroclidón.
ACT.27.15	Y siendo arrebatada la nave, y no pudiendo resistir contra el viento, 
ACT.27.16	Y habiendo corrido á sotavento de una pequeña isla que se llama Clauda, apenas pudimos ganar el esquife:
ACT.27.17	El cual tomado, usaban de remedios, ciñendo la nave; y teniendo temor de que diesen en la Sirte, abajadas las velas, eran así llevados.
ACT.27.18	Mas siendo atormentados de una vehemente tempestad, al siguiente día 
ACT.27.19	Y al tercer día nosotros con nuestras manos arrojamos los aparejos de la nave.
ACT.27.20	Y no pareciendo sol ni estrellas por muchos días, y viniendo una tempestad no pequeña, ya era perdida toda la esperanza de nuestra salud.
ACT.27.21	Entonces Pablo, habiendo ya mucho que no comíamos, puesto en pie en medio de ellos, dijo: Fuera de cierto conveniente, oh varones, haberme oído, y no partir de Creta, y evitar este inconveniente y daño.
ACT.27.22	Mas ahora os amonesto que tengáis buen ánimo; porque ninguna pérdida habrá de persona de vosotros, sino solamente de la nave.
ACT.27.23	Porque 
ACT.27.24	Diciendo: Pablo, no temas; es menester que seas presentado delante de César; y he aquí, Dios te ha dado todos los que navegan contigo.
ACT.27.25	Por tanto, oh varones, tened buen ánimo; 
ACT.27.26	Si bien 
ACT.27.27	Y venida la décimacuarta noche, y siendo llevados por el 
ACT.27.28	Y echando la sonda, hallaron veinte brazas; y pasando un poco más adelante, volviendo á echar la sonda, hallaron quince brazas.
ACT.27.29	Y habiendo temor de dar en lugares escabrosos, echando cuatro anclas de la popa, deseaban que se hiciese de día.
ACT.27.30	Entonces procurando los marineros huir de la nave, echado que hubieron 
ACT.27.31	Pablo dijo al centurión y á los soldados: Si éstos no quedan en la nave, vosotros no podéis salvaros.
ACT.27.32	Entonces los soldados cortaron los cabos del esquife, y dejáronlo perder.
ACT.27.33	Y como comenzó á ser de día, Pablo exhortaba á todos que comiesen, diciendo: Este es el décimocuarto día que esperáis y permanecéis ayunos, no comiendo nada.
ACT.27.34	Por tanto, os ruego que comáis por vuestra salud: que 
ACT.27.35	Y habiendo dicho esto, tomando el pan, 
ACT.27.36	Entonces todos teniendo ya mejor ánimo, comieron ellos también.
ACT.27.37	Y éramos todas las personas en la nave doscientas setenta y seis.
ACT.27.38	Y satisfechos de comida, aliviaban la nave, echando el grano á la mar.
ACT.27.39	Y como se hizo de día, no conocían la tierra; mas veían un golfo que tenía orilla, al cual acordaron echar, si pudiesen, la nave.
ACT.27.40	Cortando pues las anclas, las dejaron en la mar, largando también las ataduras de los gobernalles; y alzada la vela mayor al viento, íbanse á la orilla.
ACT.27.41	Mas dando en un lugar de dos aguas, 
ACT.27.42	Entonces el acuerdo de los soldados era que matasen los presos, porque ninguno se fugase nadando.
ACT.27.43	Mas el centurión, queriendo salvar á Pablo, estorbó este acuerdo, y mandó que los que pudiesen nadar, se echasen los primeros, y saliesen á tierra;
ACT.27.44	Y los demás, parte en tablas, parte en cosas de la nave. Y así aconteció 
ACT.28.1	Y CUANDO escapamos, 
ACT.28.2	Y los 
ACT.28.3	Entonces habiendo Pablo recogido algunos sarmientos, y puéstolos en el fuego, una víbora, huyendo del calor, le acometió á la mano.
ACT.28.4	Y como los bárbaros vieron la víbora colgando de su mano, decían los unos á los otros: 
ACT.28.5	Mas él, sacudiendo la víbora en el fuego, 
ACT.28.6	Empero ellos estaban esperando cuándo se había de hinchar, ó caer muerto de repente; mas habiendo esperado mucho, y viendo que ningún mal le venía, mudados, 
ACT.28.7	En aquellos lugares había heredades del principal de la isla, llamado Publio, el cual nos recibió y hospedó tres días humanamente.
ACT.28.8	Y aconteció que el padre de Publio estaba en cama, enfermo de fiebres y de disentería: al cual Pablo entró, y 
ACT.28.9	Y esto hecho, también otros que en la isla tenían enfermedades, llegaban, y eran sanados:
ACT.28.10	Los cuales también nos honraron con muchos obsequios; y cuando partimos, nos cargaron de las cosas necesarias.
ACT.28.11	Así que, pasados tres meses, navegamos en 
ACT.28.12	Y llegados á Siracusa, estuvimos allí tres días.
ACT.28.13	De allí, costeando alrededor, vinimos á Regio; y otro día después, soplando el austro, vinimos al segundo día á Puteolos:
ACT.28.14	Donde habiendo hallado 
ACT.28.15	De donde, oyendo de nosotros los hermanos, nos salieron á recibir hasta la plaza de Appio, y Las Tres Tabernas: á los cuales como Pablo vió, dió gracias á Dios, y tomó aliento.
ACT.28.16	Y como llegamos á Roma, el centurión entregó los presos al prefecto de los ejércitos, mas 
ACT.28.17	Y aconteció que tres días después, Pablo convocó á los principales de los Judíos; á los cuales, luego que estuvieron juntos, les dijo: Yo, varones hermanos, 
ACT.28.18	Los cuales, habiéndome examinado, 
ACT.28.19	Mas contradiciendo los Judíos, 
ACT.28.20	Así que, por esta causa, os he llamado para veros y hablaros; porque 
ACT.28.21	Entonces ellos le dijeron: Nosotros ni hemos recibido cartas tocante á tí de Judea, ni ha venido alguno de los hermanos que haya denunciado ó hablado algún mal de ti.
ACT.28.22	Mas querríamos oir de ti lo que sientes; porque de esta 
ACT.28.23	Y habiéndole señalado un día, vinieron á él muchos á la posada, á los cuales declaraba y testificaba 
ACT.28.24	Y 
ACT.28.25	Y como fueron entre sí discordes, se fueron, diciendo Pablo esta palabra: Bien ha hablado el Espíritu Santo por el profeta Isaías á nuestros padres,
ACT.28.26	Diciendo:
ACT.28.26	De oído oiréis, y no entenderéis;
ACT.28.26	Y viendo veréis, y no percibiréis:
ACT.28.27	Porque el corazón de este pueblo se ha engrosado,
ACT.28.27	Y de los oídos oyeron pesadamente,
ACT.28.27	Y sus ojos taparon;
ACT.28.27	Porque no vean con los ojos,
ACT.28.27	Y oigan con los oídos,
ACT.28.27	Y entiendan de corazón,
ACT.28.27	Y se conviertan,
ACT.28.27	Y yo los sane.
ACT.28.28	Séaos pues notorio que 
ACT.28.29	Y habiendo dicho esto, los Judíos salieron, teniendo entre sí gran contienda.
ACT.28.30	Pablo empero, quedó dos años enteros en su casa de alquiler, y recibía á todos los que á él venían,
ACT.28.31	Predicando el reino de Dios y enseñando lo que es del Señor Jesucristo 
ROM.1.1	PABLO, siervo de Jesucristo, 
ROM.1.2	Que él había antes prometido 
ROM.1.3	Acerca de su Hijo, 
ROM.1.4	El cual fué 
ROM.1.5	Por el cual 
ROM.1.6	Entre las cuales sois también vosotros, 
ROM.1.7	A todos los que estáis en Roma, amados de Dios, llamados santos: 
ROM.1.8	Primeramente, 
ROM.1.9	Porque testigo me es Dios, al cual sirvo en mi espíritu en el evangelio de su Hijo, que 
ROM.1.10	Rogando, 
ROM.1.11	Porque os deseo ver, para repartir con vosotros algún don espiritual, para confirmaros;
ROM.1.12	Es á saber, para ser juntamente consolado con vosotros por la común fe vuestra y juntamente mía.
ROM.1.13	Mas no quiero, hermanos, que ingnoréis que 
ROM.1.14	A Griegos y 
ROM.1.15	Así que, cuanto á mí, presto estoy á anunciar el evangelio también á vosotros que estáis en Roma.
ROM.1.16	Porque no me avergüenzo del evangelio: 
ROM.1.17	Porque 
ROM.1.18	Porque manifiesta 
ROM.1.19	Porque 
ROM.1.20	Porque 
ROM.1.21	Porque habiendo conocido á Dios, no le glorificaron como á Dios, ni dieron gracias; antes 
ROM.1.22	Diciéndose ser sabios, se hicieron fatuos,
ROM.1.23	Y trocaron la gloria del Dios incorruptible en semejanza 
ROM.1.24	Por lo cual también 
ROM.1.25	Los cuales mudaron la verdad de Dios 
ROM.1.26	Por esto Dios los entregó á afectos vergonzosos; pues aun sus mujeres mudaron el natural uso en el uso que es contra naturaleza:
ROM.1.27	Y del mismo modo también los hombres, dejando el uso natural de las mujeres, se encendieron en sus concupiscencias los unos con los otros, cometiendo cosas nefandas hombres con hombres, y recibiendo en sí mismos la recompensa que convino á su extravío.
ROM.1.28	Y como á ellos no les pareció tener á Dios en 
ROM.1.29	Estando atestados de toda iniquidad, de fornicación, de malicia, de avaricia, de maldad; llenos de envidia, de homicidios, de contiendas, de engaños, de malignidades;
ROM.1.30	Murmuradores, detractores, aborrecedores de Dios, injuriosos, soberbios, altivos, inventores de males, desobedientes á los padres,
ROM.1.31	Necios, desleales, sin afecto natural, implacables, sin misericordia:
ROM.1.32	Que 
ROM.2.1	POR lo cual eres inexcusable, oh hombre, cuaquiera que juzgas: 
ROM.2.2	Mas sabemos que el juicio de Dios es según verdad contra los que hacen tales cosas.
ROM.2.3	¿Y piensas esto, oh hombre, que juzgas á los que hacen tales cosas, y haces las mismas, que tú escaparás del juicio de Dios.?
ROM.2.4	¿O menosprecias las 
ROM.2.5	Mas por tu dureza, y por tu corazón no arrepentido, 
ROM.2.7	A los que perseverando en bien hacer, buscan gloria y honra é inmortalidad, 
ROM.2.8	Mas á los que son contenciosos, y 
ROM.2.9	Tribulación y angustia sobre toda persona humana que obra lo malo, 
ROM.2.10	Mas gloria y honra y paz á cualquiera que obra el bien, al Judío primeramente, y también al Griego.
ROM.2.11	Porque no hay acepción 
ROM.2.12	Porque 
ROM.2.13	Porque no 
ROM.2.14	Porque los Gentiles que no tienen ley, naturalmente haciendo lo que es de la ley, los tales, aunque no tengan ley, ellos son ley á sí mismos:
ROM.2.15	Mostrando la obra de la ley escrita en sus corazones, dando testimonio juntamente sus conciencias, y acusándose y también excusándose 
ROM.2.16	En el día que 
ROM.2.17	He aquí, 
ROM.2.18	Y 
ROM.2.19	Y confías que eres guía de los ciegos, luz de los que están en tinieblas,
ROM.2.20	Enseñador de los que no saben, maestro de niños, 
ROM.2.21	Tú pues, 
ROM.2.22	¿Tú, que dices que no se ha de adulterar, adulteras? ¿Tú, que abominas los ídolos, 
ROM.2.23	¿Tú, que te jactas de la ley, con infracción de la ley deshonras á Dios?
ROM.2.24	Porque el nombre de Dios es blasfemado por causa de vosotros entre los Gentiles, 
ROM.2.25	Porque la circuncisión en verdad 
ROM.2.26	De manera que, 
ROM.2.27	Y lo que de su natural es incircunciso, guardando perfectamente la ley, te 
ROM.2.28	Porque 
ROM.2.29	Mas es Judío el que lo es en lo interior; y 
ROM.3.1	¿QUÉ, pues, tiene más el Judío? ¿ó qué aprovecha la circuncisión?,
ROM.3.2	Mucho en todas maneras. Lo primero ciertamente, que 
ROM.3.3	¿Pues qué 
ROM.3.4	En ninguna manera; antes bien sea 
ROM.3.4	Y venzas cuando de ti se juzgare.
ROM.3.5	Y si nuestra iniquidad 
ROM.3.6	En ninguna manera: de otra suerte ¿cómo juzgaría Dios el mundo?
ROM.3.7	Empero si 
ROM.3.8	¿Y por qué no 
ROM.3.9	¿Qué pues? ¿Somos mejores que ellos? En ninguna manera: porque ya hemos acusado á Judíos y á Gentiles, 
ROM.3.10	Como está escrito:
ROM.3.11	No hay quien entienda,
ROM.3.11	No hay quien busque á Dios;
ROM.3.12	Todos se apartaron, á una fueron hechos inútiles;
ROM.3.12	No hay quien haga lo bueno, no hay ni aun uno:
ROM.3.13	Sepulcro abierto 
ROM.3.13	Con sus lenguas tratan engañosamente;
ROM.3.14	Cuya boca 
ROM.3.15	Sus pies 
ROM.3.16	Quebrantamiento y desventura hay en sus caminos;
ROM.3.17	Y camino de paz no conocieron:
ROM.3.18	No hay temor de Dios 
ROM.3.19	Empero sabemos que todo lo que la ley dice, á los que están en la ley lo dice, 
ROM.3.20	Porque por las obras 
ROM.3.21	Mas ahora, 
ROM.3.22	La justicia de Dios 
ROM.3.23	Por cuanto todos pecaron, y están distituídos de la gloria de Dios;
ROM.3.24	Siendo justificados gratuitamente 
ROM.3.25	Al cual Dios ha propuesto 
ROM.3.26	Con la mira de manifestar su justicia en este tiempo: para que él sea el justo, y el que justifica al que es de la fe de Jesús.
ROM.3.27	¿Dondé pues 
ROM.3.28	Así que, concluímos ser el hombre justificado por fe 
ROM.3.29	¿Es Dios solamente 
ROM.3.30	Porque 
ROM.3.31	¿Luego deshacemos la ley por la fe? En ninguna manera; antes 
ROM.4.1	¿QUÉ, pues, diremos que halló 
ROM.4.2	Que si Abraham fué 
ROM.4.3	Porque ¿qué dice la Escritura? 
ROM.4.4	Empero al que obra, no se le cuenta el salario por merced, sino por deuda.
ROM.4.5	Mas al que no obra, pero cree en aquél que justifica al impío, 
ROM.4.6	Como también David dice ser bienaventurado el hombre al cual Dios atribuye justicia 
ROM.4.7	Y cuyos pecados son cubiertos.
ROM.4.8	Bienaventurado el varón al cual el Señor no imputó pecado.
ROM.4.9	¿Es pues esta bienaventuranza 
ROM.4.10	¿Cómo pues 
ROM.4.11	Y recibió la circuncisión 
ROM.4.12	Y padre de la circuncisión, no solamente á los que son de la circuncisión, más también á los que siguen las pisadas de la fe que fué en nuestro padre Abraham antes de ser circuncidado.
ROM.4.13	Porque no por la ley 
ROM.4.14	Porque 
ROM.4.15	Porque 
ROM.4.16	Por tanto 
ROM.4.17	(Como está escrito: 
ROM.4.18	El creyó en esperanza contra esperanza, para venir á ser padre de muchas gentes, conforme á lo que 
ROM.4.19	Y no se enflaqueció en la fe, 
ROM.4.20	Tampoco en la promesa de Dios dudó con desconfianza: antes fué esforzado en fe, dando gloria á Dios,
ROM.4.21	Plenamente convencido de que todo lo que había prometido, 
ROM.4.22	Por lo cual también le fué atribuído á justicia.
ROM.4.23	Y 
ROM.4.24	Sino también por nosotros, á quienes será imputado, 
ROM.4.25	El cual fué entregado 
ROM.5.2	Por el cual también tenemos 
ROM.5.3	Y no sólo esto, mas aun 
ROM.5.4	Y la paciencia, 
ROM.5.5	Y la esperanza 
ROM.5.6	Porque Cristo, 
ROM.5.7	Ciertamente apenas muere algun por un justo: con todo podrá ser que alguno osara morir por el bueno.
ROM.5.8	Mas Dios encarece su caridad para con nosotros, porque siendo aún pecadores, Cristo murió por nosotros.
ROM.5.9	Luego mucho más ahora, justificados 
ROM.5.10	Porque 
ROM.5.11	Y no sólo esto, mas aun nos gloriamos en Dios por el Señor nuestro Jesucristo, por el cual hemos ahora recibido la reconciliación.
ROM.5.12	De consiguiente, 
ROM.5.13	Porque hasta la ley, el pecado estaba en el mundo; pero 
ROM.5.14	No obstante, reinó la muerte desde Adam hasta Moisés, aun en los que no pecaron á la manera de la rebelión de Adam; 
ROM.5.15	Mas no como el delito, tal fué el don: porque si por el delito de aquel uno murieron los muchos, mucho más abundó la gracia de Dios á los muchos, y el don por la gracia de un hombre, Jesucristo.
ROM.5.16	Ni tampoco de la manera que por un pecado, 
ROM.5.17	Porque, si por un delito reinó la muerte por uno, mucho más reinarán en vida por un Jesucristo los que reciben la abundancia de gracia, y del don de la justicia.
ROM.5.18	Así que, de la manera que por un delito 
ROM.5.19	Porque como por la desobediencia de un hombre los muchos fueron constituídos pecadores, así por la obediencia de uno los muchos serán constituídos justos.
ROM.5.21	Para que, de la manera que el pecado reinó para muerte, así también 
ROM.6.1	¿PUES qué diremos? 
ROM.6.2	En ninguna manera. Porque los que somos muertos al pecado, 
ROM.6.3	¿O no sabéis que 
ROM.6.4	Porque somos 
ROM.6.5	Porque 
ROM.6.6	Sabiendo esto, que 
ROM.6.7	Porque 
ROM.6.8	Y si morimos con Cristo, 
ROM.6.9	Sabiendo que Cristo, habiendo resucitado de entre los muertos, ya no muere: la muerte no se enseñoreará más de él.
ROM.6.10	Porque el haber muerto, 
ROM.6.11	Así también vosotros, pensad que de cierto estáis muertos al pecado, mas 
ROM.6.12	No reine, pues, el pecado en vuestro cuerpo mortal, para que le obedezcáis en sus concupiscencias;
ROM.6.13	Ni tampoco presentéis vuestros miembros al pecado por instrumento de iniquidad; antes presentaos á Dios como vivos de los muertos, y vuestros miembros á Dios por 
ROM.6.14	Porque el pecado no se enseñoreará de vosotros; pues 
ROM.6.15	¿Pues qué? 
ROM.6.16	¿No sabéis 
ROM.6.17	Empero gracias á Dios, que aunque fuistes siervos del pecado, habéis obedecido de corazón á 
