GEN.1.1	En el principio, Dios creó los cielos y la tierra.
EZK.16.6	»”Sin embargo, llegué yo y te vi ahí, pataleando indefensa en tu propia sangre. Mientras estabas allí tirada dije: ‘¡Vive!’; 
EZK.16.7	y te ayudé a florecer como una planta del campo. Creciste y te convertiste en una joya preciosa. Te crecieron los pechos y te salió el vello, pero seguías desnuda. 
EZK.16.8	Cuando volví a pasar, vi que ya tenías edad para el amor. Entonces te envolví con mi manto para cubrir tu desnudez y te pronuncié mis votos matrimoniales. Hice un pacto contigo, dice el 
EZK.16.9	»”Luego te bañé, te limpié la sangre y te froté la piel con aceites fragantes. 
EZK.16.10	Te vestí con ropas costosas de lino fino y de seda con bordados hermosos, y te calcé con sandalias de cuero de cabra de la mejor calidad. 
EZK.16.11	Te di joyas preciosas, pulseras y hermosos collares, 
EZK.16.12	un anillo para la nariz, aretes para las orejas y una hermosa corona para la cabeza. 
EZK.16.13	Así quedaste adornada con oro y plata. Tus ropas eran de lino fino y telas costosas con bordados hermosos. Comiste los mejores alimentos —harina selecta, miel y aceite de oliva— y te pusiste más hermosa que nunca. Parecías una reina ¡y lo eras! 
EZK.16.14	Tu fama pronto se extendió por todo el mundo a causa de tu belleza. Te vestí de mi esplendor y perfeccioné tu belleza, dice el 
EZK.16.15	»”Pero pensaste que eras dueña de tu fama y tu belleza. Entonces te entregaste como prostituta a todo hombre que pasaba. Tu belleza estaba a la disposición del que la pidiera. 
EZK.16.16	Usaste los hermosos regalos que te di para construir lugares de culto a ídolos, donde te prostituiste. ¡Qué increíble! ¿Cómo pudo ocurrir semejante cosa? 
EZK.16.17	Tomaste las joyas y los adornos de oro y plata que yo te había dado y te hiciste estatuas de hombres y les rendiste culto. ¡Eso es adulterio contra mí! 
EZK.16.18	Usaste las ropas con bordados hermosos que te di para vestir a tus ídolos. Después usaste mi aceite especial y mi incienso para rendirles culto. 
EZK.16.19	¡Imagínate! Ofreciste ante ellos en sacrificio la harina selecta, el aceite de oliva y la miel que yo te había dado, dice el 
EZK.16.20	»”Luego tomaste a tus hijos e hijas —los que diste a luz para mí— y los sacrificaste a tus dioses. ¿No era suficiente con haberte prostituido? 
EZK.16.21	¿También tenías que masacrar a mis hijos ofreciéndolos en sacrificio a ídolos? 
EZK.16.22	En todos tus años de adulterio y pecado detestable, no recordaste ni una sola vez los días pasados, cuando estabas desnuda y tirada en el campo, pataleando en tu propia sangre.
EZK.16.23	»”¡Qué aflicción te espera!, dice el 
EZK.16.24	edificaste un santuario pagano y levantaste altares a ídolos en la plaza de cada ciudad. 
EZK.16.25	En cada esquina contaminaste tu belleza ofreciendo tu cuerpo a todo el que pasaba, en una interminable ola de prostitución. 
EZK.16.26	Luego agregaste a tu lista de amantes al lujurioso Egipto y provocaste mi enojo con tu creciente promiscuidad. 
EZK.16.27	Por eso te golpeé con mi puño y reduje tu territorio. Te entregué en manos de tus enemigos, los filisteos, y hasta ellos quedaron horrorizados ante tu conducta depravada. 
EZK.16.28	También te prostituiste con los asirios. ¡Parece que nunca te cansas de buscar nuevos amantes! Después de prostituirte con los asirios, tampoco quedaste satisfecha. 
EZK.16.29	Por si fueran pocos tus amantes, también te abrazaste a Babilonia,
EZK.16.30	»”¡Qué enfermo tienes el corazón!, dice el 
EZK.16.31	Edificas tus santuarios paganos en cada esquina y construyes en cada plaza los altares para tus ídolos. En realidad, has sido peor que una prostituta, tan desesperada por pecar que ni siquiera exigías que te pagaran. 
EZK.16.32	Sí, eres una esposa adúltera que recibe a extraños en lugar de a su propio marido. 
EZK.16.33	Las prostitutas cobran por sus servicios, ¡pero tú no! Les das regalos a tus amantes, los sobornas para que tengan sexo contigo. 
EZK.16.34	Así que haces lo contrario de las demás prostitutas; ¡tú les pagas a tus amantes en lugar de que ellos te paguen a ti!
EZK.16.35	»”¡Por lo tanto, prostituta, escucha este mensaje de parte del 
EZK.16.36	Esto dice el 
EZK.16.37	ahora yo actuaré en consecuencia. Reuniré a todos tus aliados —los amantes con los que has pecado, tanto los que amaste como los que odiaste— y te desnudaré delante de ellos para que vean tu desnudez. 
EZK.16.38	Te castigaré por tus homicidios y tu adulterio. En mi celosa furia te cubriré con sangre. 
EZK.16.39	Luego te entregaré a todas esas naciones que son tus amantes y ellas te destruirán. Derrumbarán tus santuarios paganos y los altares de tus ídolos. Te arrancarán la ropa, se llevarán tus hermosas joyas y te dejarán completamente desnuda. 
EZK.16.40	Juntas formarán una turba violenta para apedrearte y despedazarte con espadas. 
EZK.16.41	Quemarán tus casas y te castigarán frente a muchas mujeres. Yo pondré fin a tu prostitución y haré que no les pagues más a tus numerosos amantes.
EZK.16.42	»”Finalmente desahogaré mi furia contra ti, y se calmará el enojo de mis celos. Quedaré tranquilo y ya no estaré enojado contigo. 
EZK.16.43	No obstante, primero, te daré tu merecido por todos tus pecados, porque no recordaste los días de tu juventud, sino que me hiciste enojar con todas esas maldades, dice el 
EZK.16.44	Todos los que compongan refranes dirán de ti: ‘De tal madre, tal hija’. 
EZK.16.45	Pues tu madre despreció a su esposo y a sus hijos, y tú hiciste lo mismo. Eres igual a tus hermanas, que despreciaron a sus esposos y a sus hijos. Queda claro que tu madre era hitita, y tu padre amorreo.
EZK.16.46	»”Tu hermana mayor fue Samaria, que vivía con sus hijas en el norte. Tu hermana menor fue Sodoma, que vivía con sus hijas en el sur. 
EZK.16.47	Ahora bien, tú no solo pecaste igual que ellas sino que tu corrupción pronto las superó. 
EZK.16.48	Tan cierto como que yo vivo, dice el 
EZK.16.49	Los pecados de Sodoma eran el orgullo, la glotonería y la pereza, mientras que afuera sufrían los pobres y los necesitados. 
EZK.16.50	Ella fue arrogante y cometió pecados detestables, por eso la destruí, como has visto.
EZK.16.51	»”Ni siquiera Samaria cometió la mitad de tus pecados. Tú has hecho cosas mucho más detestables de las que hicieron tus hermanas; ahora ellas parecen rectas en comparación contigo. 
EZK.16.52	¡Debería darte vergüenza! Tus pecados son tan terribles que haces que tus hermanas parezcan rectas, hasta virtuosas.
EZK.16.53	»”Sin embargo, algún día restauraré el bienestar de Sodoma y de Samaria, y también te restauraré a ti. 
EZK.16.54	Entonces realmente te avergonzarás de todo lo que has hecho, pues tus pecados hacen que ellas se sientan bien al compararse contigo. 
EZK.16.55	Así es, tus hermanas, Sodoma y Samaria, serán restauradas junto con todos sus habitantes y en ese tiempo también te restauraré a ti. 
EZK.16.56	Cuando eras tan orgullosa, despreciabas a Sodoma; 
EZK.16.57	pero ahora tu peor perversidad quedó a la vista de todo el mundo y eres tú la despreciada, tanto por los edomitas
EZK.16.58	Este será el castigo por tu lascivia y tus pecados detestables, dice el 
EZK.16.59	»”Por lo tanto, esto dice el 
EZK.16.60	Sin embargo, recordaré el pacto que hice contigo cuando eras joven y estableceré contigo un pacto eterno. 
EZK.16.61	Entonces recordarás con vergüenza todo el mal que hiciste. Haré que tus hermanas, Samaria y Sodoma, sean hijas tuyas, aunque no formen parte de nuestro pacto. 
EZK.16.62	Reafirmaré mi pacto contigo y sabrás que yo soy el 
EZK.16.63	Recordarás tus pecados y te cubrirás la boca enmudecida de vergüenza, cuando te perdone por todo lo que hiciste. ¡Yo, el 
EZK.17.1	Luego recibí el siguiente mensaje del 
EZK.17.2	«Hijo de hombre, propón este enigma y cuenta este relato a los israelitas. 
EZK.17.3	Diles de parte del 
EZK.17.3	»“Un águila grande con alas anchas y plumas largas,
EZK.17.3	cubierta de plumaje de varios colores,
EZK.17.3	llegó al Líbano.
EZK.17.3	Agarró la copa de un cedro
EZK.17.4	y arrancó la rama más alta.
EZK.17.4	Se la llevó a una ciudad llena de mercaderes.
EZK.17.4	La plantó en una ciudad de comerciantes.
EZK.17.5	También tomó de la tierra una planta de semillero
EZK.17.5	y la sembró en tierra fértil.
EZK.17.5	La colocó junto a un río ancho,
EZK.17.5	donde podría crecer como un sauce.
EZK.17.6	Allí echó raíces y creció
EZK.17.6	hasta convertirse en una amplia vid de poca altura.
EZK.17.6	Sus ramas se extendieron hacia arriba, en dirección al águila,
EZK.17.6	y sus raíces penetraron en el suelo.
EZK.17.6	Produjo ramas robustas
EZK.17.6	y le salieron retoños.
EZK.17.7	Pero luego llegó otra águila grande
EZK.17.7	con alas anchas y cubierta de plumaje.
EZK.17.7	Entonces la vid extendió las raíces y las ramas
EZK.17.7	hacia esa águila para obtener agua,
EZK.17.8	aunque ya estaba plantada en buena tierra
EZK.17.8	y tenía agua en abundancia
EZK.17.8	para crecer y convertirse en una vid espléndida
EZK.17.8	y producir hojas frondosas y frutos suculentos”.
EZK.17.9	»Así que ahora el 
EZK.17.9	“¿Crecerá y prosperará esa vid?
EZK.17.9	¡No! ¡Yo la arrancaré de raíz!
EZK.17.9	Cortaré sus frutos
EZK.17.9	y dejaré que se le sequen y marchiten las hojas.
EZK.17.9	La arrancaré fácilmente
EZK.17.9	sin necesidad de un brazo fuerte ni de un gran ejército.
EZK.17.10	Pero cuando la vid sea trasplantada,
EZK.17.10	¿volverá a florecer?
EZK.17.10	No, se secará
EZK.17.10	cuando el viento del oriente sople contra ella.
EZK.17.10	Morirá en la misma tierra fértil
EZK.17.10	donde había crecido tan bien”».
EZK.17.11	Luego recibí este mensaje del 
EZK.17.12	«Diles a esos rebeldes de Israel: “¿No entienden lo que significa este enigma de las águilas? El rey de Babilonia vino a Jerusalén y se llevó al rey y a los príncipes a Babilonia. 
EZK.17.13	Hizo un tratado con un miembro de la familia real y lo obligó a jurarle lealtad. También desterró a los líderes más influyentes de Israel, 
EZK.17.14	para que Israel no se fortaleciera nuevamente y se rebelara. Solo si cumplía su tratado con Babilonia podría Israel sobrevivir.
EZK.17.15	»”Sin embargo, este israelita de la familia real se rebeló contra Babilonia y envió embajadores a Egipto para solicitar un gran ejército con muchos caballos. ¿Acaso podrá Israel dejar de cumplir los tratados que hizo bajo juramento sin que haya consecuencias? 
EZK.17.16	¡No! Porque tan cierto como que yo vivo, dice el 
EZK.17.17	Ni el faraón con su poderoso ejército podrá ayudar a Israel cuando el rey de Babilonia vuelva a sitiar a Jerusalén y mate a mucha gente. 
EZK.17.18	Pues el rey de Israel despreció el tratado y no lo cumplió aun después de jurar que lo haría; así que no escapará.
EZK.17.19	»”Entonces esto dice el 
EZK.17.20	Arrojaré mi red sobre él y lo capturaré en mi trampa. Lo llevaré a Babilonia y lo juzgaré por haberme traicionado. 
EZK.17.21	Todos sus mejores guerreros
EZK.17.22	»”Esto dice el 
EZK.17.23	Se convertirá en un cedro majestuoso, extenderá sus ramas y producirá semillas. Toda clase de aves anidarán en él y encontrarán refugio a la sombra de sus ramas. 
EZK.17.24	Todos los árboles sabrán que soy yo, el 
EZK.18.1	Luego recibí otro mensaje del 
EZK.18.2	«¿Por qué citan ustedes ese proverbio acerca de la tierra de Israel, que dice: “Los padres comieron uvas agrias, pero la boca de sus hijos se frunce por el sabor”? 
EZK.18.3	Tan cierto como que yo vivo, dice el 
EZK.18.4	Pues todos los seres humanos son míos para juzgar, los padres y los hijos por igual. Esta es mi regla: la persona que peque es la que morirá.
EZK.18.5	»Supongamos que cierto hombre es recto y hace lo que es justo y correcto. 
EZK.18.6	No participa en los banquetes que se ofrecen en los montes ante los ídolos
EZK.18.7	Es un acreedor compasivo, no se queda con objetos entregados en garantía por deudores pobres. No les roba a los pobres, más bien, les da de comer a los hambrientos y les da ropa a los necesitados. 
EZK.18.8	Presta dinero sin cobrar interés, se mantiene lejos de la injusticia, es honesto e imparcial al juzgar a otros 
EZK.18.9	y obedece fielmente mis decretos y ordenanzas. Todo el que hace estas cosas es justo y ciertamente vivirá, dice el 
EZK.18.10	»Pero supongamos que ese hombre tiene un hijo adulto que es ladrón o asesino y se niega a hacer lo correcto. 
EZK.18.11	Ese hijo también comete todas las maldades que su padre jamás haría: rinde culto a ídolos en los montes, comete adulterio, 
EZK.18.12	oprime a los pobres e indefensos, roba a los deudores al negarles que recuperen sus garantías, rinde culto a ídolos, comete pecados detestables 
EZK.18.13	y presta dinero con intereses excesivos. ¿Acaso debería vivir ese pecador? ¡No! Tiene que morir y asumir toda la culpa.
EZK.18.14	»Pero supongamos que ese hijo pecador, a su vez, tiene un hijo que ve la maldad de su padre y decide no llevar esa clase de vida. 
EZK.18.15	Este hijo se niega a rendir culto a ídolos en los montes y no comete adulterio. 
EZK.18.16	No explota a los pobres, más bien, es justo con los deudores y no les roba. Da de comer a los hambrientos y da ropa a los necesitados. 
EZK.18.17	Ayuda a los pobres,
EZK.18.18	Sin embargo, el padre morirá por todos sus pecados: por haber sido cruel, por robar a la gente y hacer lo que es indudablemente incorrecto en medio de su pueblo.
EZK.18.19	»“¿Cómo? —se preguntan ustedes—. ¿No pagará el hijo por los pecados del padre?”. ¡No! Porque si el hijo hace lo que es justo y correcto y obedece mis decretos, ese hijo ciertamente vivirá. 
EZK.18.20	La persona que peque es la que morirá. El hijo no será castigado por los pecados del padre ni el padre será castigado por los pecados del hijo. Los justos serán recompensados por su propia conducta recta y las personas perversas serán castigadas por su propia perversidad. 
EZK.18.21	Ahora bien, si los perversos abandonan sus pecados y comienzan a obedecer mis decretos y a hacer lo que es justo y correcto, ciertamente vivirán y no morirán. 
EZK.18.22	Todos los pecados pasados serán olvidados y vivirán por las acciones justas que han hecho.
EZK.18.23	»¿Acaso piensan que me agrada ver morir a los perversos?, pregunta el 
EZK.18.24	Sin embargo, si los justos se apartan de su conducta recta y comienzan a pecar y a comportarse como los demás pecadores, ¿se les permitirá vivir? No, ¡claro que no! Todas las acciones justas que han hecho serán olvidadas y morirán por sus pecados.
EZK.18.25	»Sin embargo, ustedes dicen: “¡El Señor no hace lo correcto!”. Escúchame, pueblo de Israel. ¿Soy yo el que no hace lo correcto o son ustedes? 
EZK.18.26	Cuando los justos abandonen su conducta justa y comiencen a cometer pecados, morirán por eso. Sí, morirán por sus acciones pecaminosas; 
EZK.18.27	y si los perversos abandonan su perversidad, obedecen la ley y hacen lo que es justo y correcto, salvarán su vida. 
EZK.18.28	Vivirán, porque lo pensaron bien y decidieron apartarse de sus pecados. Esas personas no morirán. 
EZK.18.29	Aun así, los israelitas siguen diciendo: “¡El Señor no hace lo correcto!”. Oh pueblo de Israel, tú eres quien no hace lo correcto, no yo.
EZK.18.30	»Por lo tanto, pueblo de Israel, juzgaré a cada uno de ustedes, según sus acciones, dice el 
EZK.18.31	Deja atrás tu rebelión y procura encontrar un corazón nuevo y un espíritu nuevo. ¿Por qué habrías de morir, oh pueblo de Israel? 
