MAT.1.1	Hawe Daawita zariyaanne Abraahaame zare gideedda Yesuusi Kiristtoosa yeletaa odiyaa maxaafaa.
REV.3.12	Taani xooniyaa uraa ta Aawuwaa Geeshsha Golliyan tuussaa oothana; I hewaappe ubbaakka kessenna. Taani ta Xoossaa sunthaa, ta Xoossaa katamaa sunthaanne ta Xoossaa mataappe wodhdhana ooratha Yeerusalaame sunthaa A bolla xaafana. Qassi taani ta ooratha sunthaakka A bolla xaafana.
REV.3.13	<Sisanaw haythay de7iyaa uray Geeshsha Ayyaanay woosa golletoo giyawaa siso> yaagee>>
REV.3.13	yaagaade xaafa.
REV.3.14	<<Lodooqiyaan de7iya woosa golliya kiitanchchaw hawaadan yaagaade xaafa:
REV.3.14	<Ammanetteedda tumanchcha markkay, Xoossay medhdheeddawaa koyruu, <<Amen77i>> giyaawe> hawaadan yaagee.
REV.3.15	<Taani ne kiitaa eray. Neeni irxxa gidakka; woy seelliyaawaa gidakka; irxxa woy seelliyaawaa gidaarikkii. 
REV.3.16	Neeni irxxa woy seelliyaawaa gidennaan, dombboloola gidiyaa diraw, taani neena ta doonaappe cuchchana hanay. 
REV.3.17	Ayissi gooppe neeni, <<Taani dure; miishshaanna de7ay; taana aynne koshshenna>> yaagaasa. Shin neeni metootiyaa asa, qarethiyaa asa, hiyyeesaa, qooqanne kallotteedda asa gidiyaawaa erakka. 
REV.3.18	Hewaa diraw, neeni durettana mala, tamaan geeyyeedda worqqaa, neena yeellayiyaa ne kalluwaa kammanaw bootha mayuwanne qassi loytha xeellanaw ne ayfiyaa okkiyaa dhaliyaa taappe shammanaadan, taani neena zoray. 
REV.3.19	Taani siiqiyaa ubbaa seeraynne muray; simmi loytha seeletta; ne nagaraappekka simma. 
REV.3.20	<Be7a, taani karen eqqaade xeesay. Ooninne taani xeesiyaawaa sisiide, kariyaa dooyyooppe, taani aakko gelaade aananna ittippe kawuwaa maana; ikka taananna ittippe maana. 
REV.3.21	Qassi taani xoonaade ta Aawuwaanna A kawutethaa oydiyan utteeddawaadan, xooniyaa uraw taananna ta kawutethaa oydiyan uttiyaa maataa immana.
REV.3.22	<Sisiyaa haythay de7iyaa uray Geeshsha Ayyaanay woosa golletoo giyawaa siso yaagee> yaagaade xaafa>>
REV.3.22	yaageedda.
REV.4.1	Hewaappe guyyiyan, taani saluwan dooya penggiyaa be7aaddi; qassi taw malakataadan odishshin, taani siseedda koyro kooshshay taana; <<Hawaappe guyyiyan, hananaw bessiyaawaa taani neena bessana; haa kesa>> yaageedda. 
REV.4.2	Ellekka taani Geeshsha Ayyaanaa mooduwaa giddo gelaa aggaaddi. Be7ite, saluwan kawutethaa oydii de7ee; he oydiyan ittu utteedda. 
REV.4.3	He utteeddawaa malay al77o Iyaasiphphiidiyaa shuchchaadaaninne al77o Serddinoone shuchchaadaani phoolee. Kawutaa oydii zuluwaan yuuyyi aadhdhiide ubba bagganna al77o marggidiyaa shuchchaadan phoolee. 
REV.4.4	He kawutethaa oydiyaa yuuyyi aadhdhiide, hara laatamanne oyddu kawutethaa oydatuu de7iino; unttunttun bootha mayuwaa mayyiide, huuphiyaan worqqaa akililiyaa wotheedda laatamanne oyddu cimatuu utteeddino. 
REV.4.5	Kawutethaa oydiyaappe walqqanthay, kooshunchchaynne guugunthaa gunthay keseedda; qassi kawutethaa oydiyaa sinthan laappu xomppatuu poo7iino. Hewanttu Xoossaa laappu ayyaanatuwa. 
REV.4.6	Kawutethaa oydiyaa sinthan birilliya malatiyaa burccukkuwaa abbay de7ee. 
REV.4.6	He kawutethaa oydiyaappe sinthannanne guyyenna A matan yuuyyi aadhdhiide, ayfi kumeedda oyddu de7uwan de7iyaa medhetatuu de7iino. 
REV.4.7	Koyro de7uwan de7iya medhetay gaammuwaa malatee; laa7enthuu miizzaa maraa malatee; heezzenthuwaa som77i asaa deemuwaa malatee; qassi oyddenthuu paalliyaa argganthaa malatee. 
REV.4.8	Oyddu de7uwan de7iya medhetatoo huuphiyaan huuphiyaan usuppun qefii de7ee; unttunttoo bollan garssankka ubbasan ayfi kumeedda. Unttunttu qammanne gallassi,
REV.4.8	<<Geeshshaw, geeshshaw, geeshshaw,
REV.4.8	kase de7iyaawoo, ha77ikka de7iyaawoo,
REV.4.8	qassi sinthappe yaanawoo,
REV.4.8	Godaw, Ubbaappe Wolqqaama Xoossaw>>
REV.4.8	giyaawaa aggikkino. 
REV.4.9	He medhetatuu kawutethaa oydiyan utteedda medhi medhinaw de7uwan de7iyaawaa mazimuriyan sabbeedda wode, bonchcheedda wodenne galateedda wode, 
REV.4.10	laatamanne oyddu cimatuu kawutethaa oydiyan utteedda medhi medhinaw de7iyaawaa sinthan guufanniide, aw goyinniino; barenttu akililiyaa kawutethaa oydiyaa sinthan wothiide hawaadan yaagiino.
REV.4.11	<<Nu Godaw Xoossaw,
REV.4.11	neeni bonchchuwaa,
REV.4.11	sabaanne wolqqaa
REV.4.11	akkanaw bessaasa.
REV.4.11	Ayissi gooppe,
REV.4.11	ubbabaa neeni medhdhaadda;
REV.4.11	qassi ubbabaykka
REV.4.11	neeni koyyeeddawaadan
REV.4.11	haneeddanne de7eedda>>
REV.4.11	yaagiino.
REV.5.1	Itti xaaxetto maxaafay 
REV.5.2	Taani itti wolqqaama kiitanchchay bare qaalaa dhoqqu udiide, <<Maatafaa dooyyiide, xaaxetto maxaafaa billanaw bessiyaa uray oonee?>> yaagiide, awaajjiyaawaa be7aaddi. 
REV.5.3	Saluwan gidina woy sa7an gidina, woy sa7aappe garssan 
REV.5.4	Xaatha maxaafaa billanaw woy A gidduwaa xeellanaw bessiyaa uray baynna diraw, taani daro yeekkaaddi. 
REV.5.5	Cimatuwaappe ittu taana, <<Yeekkoppa; be7a, Yihudaa zariyaa gideedda Gaammuu, Daawite zarii xooneedda. I maatafaa dooyyanawunne xaaxetto maxaafaa billanaw bessee>> yaageedda. 
REV.5.6	Taani kawutethaa oydiyaappe, de7uwan de7iya oyddu medhetatuwaappenne qassi cimatuwappe gidduwan, shuketteedda Dorssaa malatiide eqqeeddaawaa be7aaddi; aw laappu kacetuunne laappu ayfetuu de7iino. Hewanttu alamiyaa ubbaa kiitetteedda Xoossaa laappu ayyaanatuwa. 
REV.5.7	He Dorssay biide, kawutethaa oydiyaa bolla utteeddaawaa ushechcha kushiyaappe xaaxetto maxaafaa akeedda. 
REV.5.8	I he xaaxetto maxaafaa akeedda wode, de7uwan de7iyaa oyddu medhetatuunne laatamanne oyddu cimatuu A sinthan kunddeeddino. Unttunttu huuphiyaan huuphiyaan diithaanne ixaanay kumeedda worqqaa miishshaa oyqqeeddino. He ixaanay geeshshatuu Xoossaa woossiyaawaa. 
REV.5.9	Unttunttu,
REV.5.9	<<Xaatha maxaafaa
REV.5.9	akkanawunne
REV.5.9	maatafaa dooyyaade
REV.5.9	xeellanaw new bessee.
REV.5.9	Ayissi gooppe,
REV.5.9	neeni shukettaadda.
REV.5.9	Neeni qommuwaa ubbaappe,
REV.5.9	dumma dumma
REV.5.9	gadiyaa qaalaa ubbaappe,
REV.5.9	yaraa ubbaappenne
REV.5.9	zariyaa ubbaappe
REV.5.9	ne suuthan
REV.5.9	Xoossaw asaa wozaadda. 
REV.5.10	Nu Xoossaw oothana mala,
REV.5.10	unttuntta neeni
REV.5.10	kaatatuwaanne
REV.5.10	qeesatuwaa oothaadda.
REV.5.10	Qassi unttunttu sa7an mooddana>>
REV.5.10	yaagiide ooratha mazimuriyaa
REV.5.10	yexxiino. 
REV.5.11	Hewaappe guyyiyan, taani xeellaade, kawutethaa oydiyaa, de7uwan de7iya oyddu medhetatuwaanne cimatuwaa yuuyyi aadhdhiide eqqeedda daro kiitanchchatuwaa kooshshaa sisaaddi; unttunttu sha77aaninne miilooniyan paydetteeddino. 
REV.5.12	He kiitanchchatuu barenttu qaalaa dhoqqu udiide,
REV.5.12	<<Shuketteedda Dorssay
REV.5.12	wolqqaa, duretethaa,
REV.5.12	aadhdheedda eraa,
REV.5.12	minotethaa,
REV.5.12	bonchchuwaa, sabaa,
REV.5.12	galataa akkanaw bessee!>>
REV.5.12	yaageeddino.
REV.5.13	Hewaappe guyyiyan, sa7an, saluwan, sa7aappe garssaaninne abbaa gidduwan de7iya medhetaa ubbaynne qassi hewaanttun de7iya medhetaa ubbay,
REV.5.13	<<Kawutethaa oydiyaa bolla
REV.5.13	utteeddawoonne Dorssaw
REV.5.13	galatay, bonchchuu,
REV.5.13	sabaynne wolqqay
REV.5.13	medhi medhinaw gido!>>
REV.5.13	yaagiide yexxishshin sisaaddi.
REV.5.14	De7uwan de7iya oyddu medhetatuu, <<Amen77i>> yaagina, cimatuu guufanniide goyinneeddino.
REV.6.1	Dorssay laappu maatafatuwaappe ittuwa dooyyishshin be7aaddi; qassi shemppuwaanna de7iya oyddu medhetatuwaappe ittuu guugunthaa gunthaa malatiyaa kooshshaan, <<Haa ya!>> yaagiyaawaa, taani sisaaddi. 
REV.6.2	Taani itti bootha paraa be7aaddi. He paraa toggeeddawe wonddaafiyaa oyiqqeedda; qassi aw akililii imetteedda. Olaa I xooniiddinne qassikka xoonanaw keseedda. 
REV.6.3	Dorssay laa7entho maatafaa dooyyeedda wode, shemppuwanna de7iya medhetatuwaa laa7enthuu, <<Haa ya!>> yaagiyaawaa, taani sisaaddi. 
REV.6.4	Qassi hara daama paray keseedda. Asay ittu ittuwanna shukettana mala, he paraa toggeeddaawoo sa7an sarotethaa diggiyaa wolqqay imetteedda. Wogga mashshay aw imetteedda. 
REV.6.5	Dorssay heezzentho maatafaa dooyyeedda wode, de7uwan de7iya medhetatuwaa heezzenthuu, <<Haa ya!>> yaagiyaawaa, taani sisaaddi. Yaataade karethaa paray keseeddawaa be7aaddi; qassi he paraa toggeeddawe bare kushiyan miizaniyaa oyiqqeedda. 
REV.6.6	Taani de7uwan de7iya oyddu medhetatuwaa giddoppe kooshshaa malatiyaabaa sisaaddi. He kooshshay, <<Itti gallassaa oosoo dirgguu bagga kiiluwaa zarggaa; qassi itti gallassaa oosoo dirgguu itti kiiluwaa bagga banggaa. Shin zaytiyaanne woyiniyaa eessaa qohoppa>> yaagiyaawaa sisaaddi.
REV.6.7	Dorssay oydentho maatafaa dooyyeedda wode, de7uwan de7iya medhetatuwaa oydenthuu, <<Haa ya!>> yaagiyaawaa, taani sisaaddi. 
REV.6.8	Taani giraace paray keseeddawaa be7aaddi. He paraa toggeeddaawaa sunthay Hayquwaa; A geeduwaa Si7oolii kaalleedda. Hayquunne Si7oolii sa7aappe oydentho kushiyaa olaan, koshaan, harggiyaan, do7aan wodhissana mala, unttunttussi maatay imetteedda. 
REV.6.9	Dorssay ichcheshentho maatafaa dooyyeedda wode, unttunttu Xoossaa qaalaa odeedda dirawunne barenttu markkatethan ammanetteedda diraw, shukkeedda asaa shemppuwaa yarshshuwaa yarshshiyaasaappe garssan be7aaddi. 
REV.6.10	Unttunttu barenttu qaalaa dhoqqu udiide, <<Ubbaa Mooddiyaa Godaw, geeshshaw, tumanchchaw, sa7an de7iya asaa bolla awude pirdday? Qassi nu suuthaa awude cigettay?>> yaageeddino. 
REV.6.11	Unttunttoo huuphiyaan huuphiyaan bootha mayuu imetteedda. Unttunttuwaadan hayqqanaw bessiyaa unttunttu laggethaa oosanchchatuwaa payduunne unttunttu ishatuwaa payduu kumana gakkanaw, unttunttu amareedda wodiyaa takkishshana mala, unttunttussi odetteedda.
REV.6.12	Dorssay usuppuntha maatafaa dooyyeedda wode, taani be7aaddi; biittay loythi qaaxxeedda. Awayfi karethaa mayuwaadan karexxeedda; agenaykka mule suuthaa malateedda. 
REV.6.13	Balasiyaa giyaa mithatti gami77e ayfi, wolqqaama carkkuu qaathina, sa7an qoqqofettiyaawaadan, xoolinttatuu saluwaappe sa7an qoqqofetteeddino. 
REV.6.14	Saluu xaaxetto maxaafay xaaxettiyaawaadan, xaaxettiide dhayi ageedda; deri ubbatuunne haathaan doodetteedda sa7ay ubbay barenttu de7iyaasaappe kichchii aggeeddino. 
REV.6.15	Hewaappe guyyiyan, sa7aa kaatatuu, deriyaa mooddiyaawanttu, shaalaqatuu, duratuu, wolqqaamatuu, qassi hara asay ubbay, aylletuu, womaanatuu, deriyaa kessiide, gonggoluwaa giddoninne deriyan de7iyaa zaallaa guyye baggan qosetteeddino. 
REV.6.16	Yaatiide deretuwaanne shuchchaa, <<Kawutethaa oydiyan utteeddawa ayfiyaappenne Dorssaa hanqquwaappe nu bolla kunddiide, nuuna gentherkkiteeshsha! 
REV.6.17	Ayissi gooppe, unttunttoo wolqqaama hanqquwaa gallassay gakkikichcheedda; he hanqquwaa danddayanawe oonee?>> yaageeddino. 
REV.7.1	Hewaappe guyyiyan, taani oyddu kiitanchchatuu oyddu bagga sa7aa gaxaan eqqeeddaawantta be7aaddi. He kiitanchchatuu sa7aa bollan, woy abbaa bollan, woy ay mithaa bollan, carkkuu carkkennaadan te77eeddino. 
REV.7.2	Qassikka de7uwa Xoossaa maatafaa oyqqiide hara kiitanchchay away mokkiyaasaappe kesiyaawaa taani be7aaddi. He kiitanchchay bare kooshshaa dhoqqu udiide, sa7aanne abbaa qohanaw wolqqay imetteedda oyddu kiitanchchatuwa 
REV.7.3	xeesiide, <<Nu Xoossaa oosanchchatuwaa deemuwan nuuni maatafaa wothana gakkanaw, sa7aa gidina woy abbaa gidina, woy mithaa gidinakka qohoppite>> yaageedda. 
REV.7.4	Taani Xoossaa maatafaa deemuwan wotheeddawanttu payduwaa sisaaddi. Israa7eeliyaa zariyaa ubbaappe itti xeetanne oytamanne oyddu sha77a asatuwaa deemuwan maatafay wodhdheedda.
REV.7.5	Yihudaa zariyaappe
REV.7.5	tammanne laa77u sha77aa
REV.7.5	deemuwan maatafay
REV.7.5	wodhdheedda.
REV.7.5	Roobeela zariyaappe
REV.7.5	tammanne laa77u sha77aa.
REV.7.5	Gaade zariyaappe
REV.7.5	tammanne laa77u sha77aa.
REV.7.6	Aaseera zariyaappe
REV.7.6	tammanne laa77u sha77aa.
REV.7.6	Niftaaleeme zariyaappe
REV.7.6	tammanne laa77u sha77aa.
REV.7.6	Minaase zariyaappe
REV.7.6	tammanne laa77u sha77aa.
REV.7.7	Simoona zariyaappe
REV.7.7	tammanne laa77u sha77aa.
REV.7.7	Leewiyaa zariyaappe
REV.7.7	tammanne laa77u sha77aa.
REV.7.7	Yisaakoora zariyaappe
REV.7.7	tammanne laa77u sha77aa.
REV.7.8	Zaabiloona zariyaappe
REV.7.8	tammanne laa77u sha77aa.
REV.7.8	Yooseefo zariyaappe
REV.7.8	tammanne laa77u sha77aa.
REV.7.8	Biiniyaama zariyaappe
REV.7.8	tammanne laa77u sha77aa
REV.7.8	deemuwan maatafay
REV.7.8	wodhdheedda.
REV.7.9	Hewaappe guyyiyan, zariyaa ubbaappe, qommuwaa ubbaappe, yaraa ubbaappenne dumma dumma gadiyaa qaalaa ubbaappe ooninne paydanaw danddayenna zaway baynna cora asaa taani be7aaddi. He asay bootha mayuwaa mayyiide, zambbaa haythaa barenttu kushiyan oyqqiide, kawutethaa oydiyaa sinthaninne Dorssaa sinthan eqqeedda. 
REV.7.10	Unttunttu barenttu qaalaa dhoqqu udiide,
REV.7.10	<<Nu atotethaykka
REV.7.10	kawutethaa oydiyan
REV.7.10	utteedda
REV.7.10	nu Xoossaappenne
REV.7.10	Dorssaappe yee>>
REV.7.10	yaageeddino.
REV.7.11	Kiitanchchatuu ubbay kawutethaa oydiyaa, cimatuwanne de7uwan de7iya oyddu medhetaa yuuyyi aadhdhiide eqqeeddino. Unttunttu kawutethaa oydiyaa sinthan barenttu deemuwan guufanniide Xoossaw goyinniidde,
REV.7.12	<<Amen77i!
REV.7.12	Anjjuu, bonchchuu,
REV.7.12	aadhdheedda eratethay,
REV.7.12	galatay, sabay,
REV.7.12	wolqqay, minotethay
REV.7.12	medhinaappe medhinaa gakkanaw
REV.7.12	nu Xoossaw gido.
REV.7.12	Amen77i!>>
REV.7.12	yaageeddino.
REV.7.13	Cimatuwaappe ittu taana, <<Ha bootha mayuwaa mayyeedda asatuu oonee? Unttunttu haqappe yeeddinoo?>> yaagiide oochcheedda.
REV.7.14	Taani, <<Ta Godaw, neeni eraasa>> yaagaaddi. I taana hawaadan yaageedda;
REV.7.14	<<Hawanttu daro waayyiyaa
REV.7.14	waayyettiide yeeddawantta.
REV.7.14	Unttunttu barenttu mayuwaa
REV.7.14	Dorssaa suuthan meecciide
REV.7.14	booxxeeddawantta. 
REV.7.15	Hewaa diraw,
REV.7.15	unttunttu Xoossaa kawutethaa oydiyaa
REV.7.15	sinthan eqqiide,
REV.7.15	qammanne gallassi
REV.7.15	A Geeshsha Golliyan
REV.7.15	aw oothiino.
REV.7.15	Qassi I bare kawutethaa oydiyan
REV.7.15	utteeddawe
REV.7.15	unttunttu gidduwan de7ana.
REV.7.16	Hawaappe sinthanaw ubbakka
REV.7.16	unttunttu koshattikkino
REV.7.16	woy saamettikkino.
REV.7.16	Away unttuntta meenna;
REV.7.16	qassi ay seelaykka unttuntta guuddenna. 
REV.7.17	Ayissi gooppe,
REV.7.17	kawutethaa oydew
REV.7.17	gidduwan utteedda Dorssay
REV.7.17	unttuntta heemmana.
REV.7.17	De7uwa haathaa pulttuwaakkokka
REV.7.17	unttuntta kaalethana.
REV.7.17	Xoossaykka
REV.7.17	unttunttu ayfiya afothaa ubbaa quccidiggana>>
REV.7.17	yaageedda. 
REV.8.1	Dorssay laappuntha maatafaa dooyyeedda wode, bakka saatiyaa gidiyaawaa keenaa saluu co77u geedda.
REV.8.2	Hewaappe guyyiyan, taani laappu kiitanchchatuwa Xoossaa sinthan eqqiyaawantta be7aaddi; unttunttussi laappu malakatay imetteedda.
REV.8.3	Ixaanaa cuwayiyaa worqqaa miishshaa oyqqeedda hara kiitanchchay yiide, yarshshiyaasaa matan eqqeedda. Worqqaappe medhetteedda yarshshiyaasay kawutethaa oydiyaa sinthan de7ee; he yarshshiyaasaa bolla geeshsha ubbatuwaa woosaa gujjana mala, kiitanchchaw daro ixaanay imetteedda. 
REV.8.4	Ixaanaa cuway geeshshatuwaa woosaanna ittippe he kiitanchchaa kushiyaappe pude Xoossaakko beedda. 
REV.8.5	Hewaappe guyyiyan, kiitanchchay ixaanaa cuwayiyaawaa akkiide, yarshshiyaasaappe tamaa bonqquwaa akkiide, aani kuntheedda. He ixaanaa cuwayiyaawaa duge sa7aa olina, guugunthay guummeedda. Walqqanthay wolqqaameedda; qassi biittaykka qaaxxeedda. 
REV.8.6	Qassi laappu malakataa oyqqiide laappu kiitanchchatuu malakataa punnanaw giigeeddino.
REV.8.7	Koyro kiitanchchay bare malakataa punnina suuthaanna walaketteedda shachchaynne tamay sa7an bukkeedda. Sa7aappe heezzentho kushii guudetteedda; mithaappekka heezzentho kushii guudetteedda; maataa ubbaykka guudetteedda. 
REV.8.8	Laa7entho kiitanchchaykka bare malakataa punneedda. Wolqqaama deriyaa malatiyaabay taman eexxiidde, abbaan yegetteedda; yaatina, abbaappe heezzentho kushii suuthaa gideedda. 
REV.8.9	Abbaan de7uwan de7iya medhetatuwaa heezzentho kushii hayqqeedda; markkabetuwaappekka heezzentho kushii dhayeedda.
REV.8.10	Heezzentho kiitanchchay bare malakataa punnina shaafaappenne pulttuwaa haathaappe heezzentho kushiyaa bolla saluwaappe xomppiyaadan eexxiyaa wolqqaama xoolinttii wodhdheedda. 
REV.8.11	He xoolinttiyaa sunthay Camuwaa geetettee. Haathaappe heezzentho kushii cammeedda; qassi haathay cammeedda diraw, daro asay he haathaa ushiidde hayqqeedda. 
REV.8.12	Oyddentho kiitanchchay bare malakataa punneedda. Awaappe, agenaappenne xoolinttiyaappe heezzentho kushii deshetteedda; unttunttu poo7uwaappekka heezzentho kushii dhumeedda. Hewaa diraw, gallassaappe heezzentho kushii, qammaappekka heezzentho kushii dhumeedda. 
REV.8.13	Itti argganthay saluwan paalliyaawaa taani be7aaddi. He argganthay bare qaalaa dhoqqu udiide, <<Heezzu kiitanchchatuu punnana bessiyaa yokko malakatay punettiyaa wode, sa7an de7iya asaw aayyeero! Aayyeero! Aayyeero!>> yaagiyaawaa sisaaddi.
REV.9.1	Hewaappe guyyiyan, ichcheshentho kiitanchchay bare malakataa punnina saluwaappe duge sa7aa kunddeedda xoolinttiyaa be7aaddi. He xoolinttew ciimmo ollaa 
REV.9.2	Xoolinttii ciimmo ollaa dooyyeedda; aako coociyaappe kesiyaa cuwaa mala cuway he ciimmo ollaappe kesseedda. Qassi awaynne sa7ay he ciimmo ollaappe keseedda cuwan dhumeeddino. 
REV.9.3	Cuwaappe boolii duge sa7aa yeedda. Sa7an de7iya soggatoo de7iya wolqqaa mala wolqqay boolewukka imetteedda. 
REV.9.4	Xoossaa maatafay deemuwan baynna asaa xalalaa qohanaappe attin, sa7an de7iya maataa woy aaciya mithaa gidina woy ay mithaa gidinakka qohenna mala, boolew odetteedda. 
REV.9.5	Boolii he asaa ichcheshu agenaa gidiyaawa paxa kaa7ana mala, maatay imetteeddawaappe attin, aw asaa wodhanaw maatay imettibeenna. Sogguu asaa dukkiide seelissiyaawaa keenaa boolii seelissee. 
REV.9.6	He gallassatuwan asay hayquwaa koyyana; shin demmenna. Qassi hayqqanawukka amottana; shin hayquu asaappe baqatana. 
REV.9.7	Boolii olaw giigi utteedda paraa malatee. Booliyaa huuphiyaan worqqaa malatiyaa akililii de7ee; A deemuuka asaa deemuwaa malatee. 
REV.9.8	A binnaanaykka macca asaa binnaanaydaa aduqqee; A achchaykka gaammuwaa achchaa malatee. 
REV.9.9	A tiray birataan ootheedda gonddalliyaa malatiyaawan goozetti utteedda; qassi A qefiyaa kooshshay olaa baanaw piriixiyaa paratuu goochchiyaa gaariyaa kooshshaa mala. 
REV.9.10	Aw sogguwaa dufiyaa malatiyaa dufii de7ee; A dufiiyan dukkiyaabay de7ee. He dufiiyan ichcheshu agenaa gidiyaawa asaa qohanaadan, aw maatay imetteedda. 
REV.9.11	A mooddiyaa kaatii de7ee. He kaatii ciimmo ollaa kiitanchchaa. A sunthaykka Ibraayisxxe qaalaan Abiddoona; qassi Giriike qaalaan Apholiyoona geetettee. Apholiyoona giyaawoo bilethay, dhayissiyaawaa giyaawaa.
REV.9.12	Koyro aayyeero giyawe aadhdheedda; be7a, biro hara laa77u aayyeero giyawe yaanawaa.
REV.9.13	Usuppuntha kiitanchchay bare malakataa punneedda. Xoossaa sinthan eqqeedda worqqaappe medhdheedda yarshshiyaasaan de7iyaa oyddu gaxaa kacetuwaappe itti kooshshaa sisaaddi. 
REV.9.14	He kooshshay malakatay de7iyaa usuppuntha kiitanchchaa, <<Efiraaxeesa giya wogga shaafan qashetteedda oyddu kiitanchchatuwa billa>> yaageedda. 
REV.9.15	Asaa zariyaappe heezzentho kushiyaa wodhanaw, ha saatiyaassi, gallassaassi, agenaassinne laythaassi giigissi wotheedda, oyddu kiitanchchatuu biletteeddino. 
REV.9.16	Olaa paraa toggiyaa asaa payduu laa77u xeetu miiloone gidiyaawaa taani sisaaddi.
REV.9.17	Qassikka taani saxaan paratuwaanne he paratuwaa toggeedda asaa be7aaddi. Asaw tiraan wothiyaa birataa gonddalliyaa malay de7ee. He tiraan wothiyaa birataa gonddalliyaa malay tamaadan zo7o; samaayiyaa; qassi eexxiyaa diiniyaa mala. Paratuwaa huuphii gaammuwaa huuphiyaa mala. Unttunttu doonaappe tamay, cuwaynne adilliyaa ciishshaa malatiyaa eexxiyaa diiniyaa tamay keseedda. 
REV.9.18	Paratuwaa doonaappe keseedda taman, cuwaaninne eexxiyaa diiniyan ha heezzu boshatuwan asaa zariyaappe heezzentho kushii hayqqeedda. 
REV.9.19	Ayissi gooppe, paratoo wolqqay doonaaninne dufiiyan de7ee. Unttunttu dufiikka huuphiyaanna de7iyaa shooshshaa malatee; hewan unttunttu asaa qohiino.
REV.9.20	Ha boshatuwan hayqqennan atteedda asay bare kushiyan oothiyaawaa aggibeenna. Qassi worqqaappe, biraappe, nahaasiyaa geetettiyaa birataappe shuchchaappenne mithaappe oosetteedda, xeellanaw woy sisanaw woy hamettanaw danddayenna eeqaassinne xalahiyaassi goyinniyawaakka aggibeenna. 
REV.9.21	Asay eriiddi wodheeddawaa, woy bare biteeddawaa, woy bare woshummeeddawaa, woy bare wuu77eeddawaa aggiide, bare nagaraappe simmibeenna.
REV.10.1	Qassikka taani hara wolqqaama kiitanchchay saluwaappe kesiide, duge wodhdhiyaawaa be7aaddi. Shaariyaa I mayyi utteedda; qassi zuluu A huuphiyaa yuuyyi aadhdhi utteedda. A deemuuka awaa mala; A gediikka tamaa tuussaa mala. 
REV.10.2	He kiitanchchay dooya de7iya itti guutha xaaxetto maxaafaa bare kushiyan oyqqeedda. Bare ushechcha gediya abbaa bolla essiide, bare haddirssa gediya biittaa bolla esseedda. 
REV.10.3	Gudiyaa gaammuwaadan, wolqqaappe gudeedda. I gudeeddawaappe guyyiyan, laappu dadatuu aananna gunthan haasayeeddino.
REV.10.4	Unttunttu guummeedda wode taani xaafanaw qoppaaddi. Shin saluwaappe, <<Laappu dadatuu haasayeeddawaa asaw qaattoppanne xaafoppa>> yaagiyaa kooshshay taw sisettedda.
REV.10.5	Hewaappe guyye, abbaa bollaaninne biittaa bollan eqqide7ishshin taani be7eedda kiitanchchay, bare ushechcha kushiyaa saluwaa pude micceedda. 
REV.10.6	Saluwaanne saluwan de7iya ubbabaa, sa7aanne sa7an de7iya ubbabaa, abbaanne abbaan de7iya ubbabaa, medhdheedda medhi medhinaw de7iya Xoossaa sunthan caaqqeedda. Yaatiide, <<Wodii wuranaw gami77enna. 
REV.10.7	Shin laappuntha kiitanchchay bare malakataa punniyaa wode, Xoossay nabatuwaa gideedda bare ashikkaretoo qaalaa odi wotheeddawaadankka, I xuureedda qofay polettana>> yaageedda.
REV.10.8	Hewaappe guyyiyan, saluwaappe haasayishshin taani siseedda kooshshay laa7enthuwa zaariide taana, <<Abbaa bollaaninne biittaa bollan eqqeedda kiitanchchaa kushiyan dooya de7iya xaaxetto maxaafaa baade akka>> yaagiyaawaa sisaaddi. 
REV.10.9	Taani he kiitanchchaakko baade, guutha xaaxetto maxaafaa taw immana mala, A oochchaaddi. I taana, <<Akkaade ma; maxaafay ne uluwaa camissanawaa; shin ne doonan eessaadan, I mal77anawaa>> yaageedda.
REV.10.10	Hewaappe guyye, taani kiitanchchaa kushiyaappe he guutha xaaxetto maxaafaa akkaade maaddi; ta doonan maxaafay eessaadan mal77eedda. Shin taani meeddawaappe guyyiyan, ta ulo gidduu cammeedda. 
REV.10.11	Qassikka taana, <<Yaraa ubbaa, zariyaa ubbaa, dumma dumma biittaa qaalaanne kaatatuwaabaa neeni timbbitiyaa qanxxennaan haasayanaw bessee>> yaageedda.
REV.11.1	Hewaappe guyye, maqqaa malatiyaa likkiyaa xam77ay taw imetteedda; taana geeddawe hawaa; <<Baade Xoossaa Geeshsha Golliyaanne yarshshiyaasaa likka. Hewan goyinniyaawaantakka payda. 
REV.11.2	Shin Geeshsha Gollew kare baggaa agga basha; hewaa likkoppa. Ayissi gooppe, he sa7ay Ayihuda gidenna asaw imetteedda. Ayihuda gidenna asay geeshsha katamaa oytamanne laa77u agenaw yedhdhana. 
REV.11.3	Taani gaabiyaa mayyeedda ta laa77u markkatuwaa kiittana; unttunttu itti sha77anne laa77u xeetanne usuppun tammu gallassan Xoossaa kiitaa odana>> yaageedda.
