MAT.1.1	Isua Krista akhuk Ama hi David a sapa, Abraham a sapa. 
HEB.7.28	Mosi Danin chuklui miring chaizung ulian ranga anphun; tenchu Pathian chongtin chu khomak ansam le antin, hava ha nuk uala ahonga Naipasala anphun, umora ranga anzuia ansin.
HEB.8.1	Hiva nei ril ngai doran ei akhin chu Chaizung Lian na don reng sutmun changtianga, ha vanrama chung Ningneina le ansut. 
HEB.8.2	Mun ansang khita Chaizung Lian sin atho, hava ha puanin ataka ansiak Puman ei siak miring kut le ni lui. 
HEB.8.3	Chaizung Lian dora adar ranga anphun hatuka sa dali dar ranga Pathian matona anphun, hasik han koini na Chaizung Lian ham hongte mo ei dar rang anang. 
HEB.8.4	Phila a om ha nisela, chaizung ni no ni asik chu chaizung a om Juda Dan anga dali adar. 
HEB.8.5	Chaizung sin ei tho u hi atataka chu vanram ramil mai ke. Mosin ei tho le anrual ke. Puanin anthiang asin rang tiang, Pathianin ei ti, “Muala nei mu anga aloma asin ranga anre sadim ro,” ati. 
HEB.8.6	Atun hin chu, Isua ha chaizung sin amani neka ansang, Pathian le ami ngai kong kara ei mansuk ha, haneka asa asik chu asatin ranga chongtin ei ni sika. 
HEB.8.7	Chongtin mansa lehan ei siatna om no sela annina ha nang lai no ni. 
HEB.8.8	Asik chu Pathianin ami ngai tak chunga masial amu, hatuka atina:
HEB.8.8	“Nikhua hong zei Puman ati,
HEB.8.8	hava tika chongtin athar nei ka ti ka mi Israel ngai le hatuka Juda ngai le. 
HEB.8.9	Achipui u ngai le ka chongtin anga ni no ni,
HEB.8.9	Akuta ka sur u na Aigupta ram ata ka mazok u lai.
HEB.8.9	Amani le chong kei tin nana iam
HEB.8.9	rua ni u mak, hasik han kei tel u nok.
HEB.8.10	Atun chu hiva chongtin hi Israel
HEB.8.10	mi ngai le kei nei rang nikhua ahong
HEB.8.10	ranga hi, Puman ei ti:
HEB.8.10	Amalung sung u na ka dan siak ka ti,
HEB.8.10	hatuka amalung sung u na maziak ka ti.
HEB.8.10	A Pathian u ni ka ti ka mi ngai ni unti.
HEB.8.11	Hanuk chu min, a inkol mi koma mo a parual koma,
HEB.8.11	‘Puma re ro’ ati nang lai no ni.
HEB.8.11	Asik chu koi na re unti
HEB.8.11	asinte len ata alian khit ten.
HEB.8.12	A pap u ngai madual ka ti
HEB.8.12	hatuka relai no ning.”
HEB.8.13	Chongtin athar arila; Pathian mansana ha amarua ei manni hatuka anrua dora le antiang sua chu anrapa anpei inti.
HEB.9.1	Chongtin mansa han anmokna riti le anmokna mun um a don. 
HEB.9.2	Puanin han tualpang munkhat anei hava ha Mun Anthiang anti. Hava han lem chuangna a om hatuka dokang achunga vaipol Pathian ranga andar a om. 
HEB.9.3	Hava Puan anrin anni suale hava ha Mun Anthiang sabak. 
HEB.9.4	Hava han Rangkachak maicham marim ahui ahalna hatuka ha Chongtin Kok aloma rangkachak le ansin rangkachak kheng manna ei om, hava han Aron a raimol ancher, hatuka ha lungpek anni chongpek anziak a om. 
HEB.9.5	Hava Kok achunga Cherub anni mantha nei Pathian a om ti ei manlang, amantha aphara ha pap andualna mun achunga. Tenchu atun hin arilna hun ni mak akip achanga. 
HEB.9.6	Hintin hin hava ngai ha ei manliang. Chaizung ngai ha tuala Puanina anikhua asin atho ranga ase u. 
HEB.9.7	Tenchu Chaizung Lian rong ha asunga aluta sin ava tho akuma voi khat. Thisen achoia ama rathul le mipui pap relui kara ei tho u sika adar ranga hava ha Pathian kom ava dar. 
HEB.9.8	Ratha Anthiangin anthiang vanga a manchu ha ei manliang u anga Mun Anthiang Sabak ha anlong la ni mak puan akong kara alan rin kar chu. 
HEB.9.9	Hiva ankhina hi atun taka hun hi akhin. A omzia chu dali andar le me avan that adar ranga Pathian kom hava ngaiin anmok ngai malung anzui mak. 
HEB.9.10	Asik chu nek sak le, abuang rua le anbolna atatei rong ei tho u rang ei ni sika. Hiva ngai hi pang tianga riti ani, hava ha Pathianin chong athar apek man ten bak ke.
HEB.9.11	Ten Isua Chaizung Lian ahong zeia asa dora hivan a om zei, puanina sinthona chu alian hanuk anzui; miringin ei sin puanin ni mak, hiva ramuala ansin bila ni mak. 
HEB.9.12	Krista puanina aluta ha Mun Anthiang Sabak han loko rang voikhat bera thi, serat thi, dali dar ranga kel thi choi maka, tenchu ama thi achoia umor damna koini rang ava man. 
HEB.9.13	Kel thisen, serat, sakuarpar, serat tuai ahal hava ngai ha mi chunga antheka hava anthiang nok ngai ha a manthiang. 
HEB.9.14	Hiva ngai hi adik aniten, Krista thisen le itukmo ei anthiang sa rang! Umor Ratha le ama Pathian ranga dalin sua ei andar. Ama thisenin na mandon; akorong ata amanthiang, Pathian adam asin nei tho theina rang.
HEB.9.15	Hiva sika hin Krista hike chongtin athar ansuk, ankui ngai dora chu umor borsang aman ranga Pathian chongtin ha hiva hi ei ni thei. Asik chu athi ei om sika mi ngai ei zok thei masial ei don u ata chongtin mansa sin atho lai tak.
HEB.9.16	Chongtin ruia chu atinpu ha athi ti anlang anang. 
HEB.9.17	Chongatin ha adam le ite omzia nei mak ei thi suana ke sin ei ro. 
HEB.9.18	Hasik hanke chongtin mansa ha thisen anmang le rong sin ei tho. 
HEB.9.19	Mansana Mosin chongpek ngai mipui kom arila Dana om anga. Hatuka serat thisen, kel thisen ha ti le a manpola Dan lekhana athe hatuka husop le samul asen le mipui athe. 
HEB.9.20	Hintin ei ti, “Hiva thisen hi Pathian pek chongtin mor anzem nangnin nei tel u ranga.” 
HEB.9.21	Havantin anga han Mosin Puanin Anthiang le alompeia anmokna ranga anmang ngai chunga thisen athe. 
HEB.9.22	Tenchu Dan anga chu alompeia thisen leke ei anthiang, pap ei andual thisen anlei rongin ke. 
HEB.9.23	Hava ngai ha vanram ramil mai ke, hantin han ei anthiang rang. Tenchu vanram neinun ngai len han anbolna sa ual ei nang. 
HEB.9.24	Krista ha Mun Anthiang Sabak miringin ei sina se mak hava ha atak ramil mai ke. Vanrama ke ei se, atun koini rathula Pathian matona avanlang. 
HEB.9.25	Juda Chaizung Lian ngai Mun Anthiang Sabak akuma voikhat ase thisen achoia. Tenchu Krista chu ama len andar ranga se chian mak. 
HEB.9.26	Hanoten hi ramual ansin len ata voi hozetmo duk tiar zei ni. Hava ni maka atun kum ahek rang tiang voikhat loko rang ahong anlang ama le anbola pap ei saina rang. 
HEB.9.27	Mi dora voikhat nei thi rang hatuka Pathianin arui ei zek rang. 
HEB.9.28	Havantin anga han Krista ha dali anga voikhat andar pap atampa ansai ranga. Voi anni changna hong anlang ret inti, pap sika ni lai mak tenchu alei anruang ngai anzok ranga. 
HEB.10.1	Juda Dan hi kip maka hanuk om alak rua ni maka; atak tak anga, asa ala hong rang anthiang sadim luia ariat na mei. Havantin ang han dali umora andar kum antin pei. Hava han hontinmo Danin ha dali andar ngaiin mi Pathian ahonga pan ngai mansua ni? 
HEB.10.2	Pathian anmok ngai dora pap ata anthiang ni u sela pap sika asia anlo u no ni hatuka anbolna dora mong zei ni. 
HEB.10.3	Tenchu kum antina anbolna han mi ngai apap u ngai a manriat. 
HEB.10.4	Asik chu serat le kel thisenin pap mansai thei mak. 
HEB.10.5	Hiva sika hin Krista ramuala ahong rang tiang, Pathian kom ei ti: 
HEB.10.5	“Anbol le adar zot mak che na,
HEB.10.5	tenchu ka rang taksa na mansuk.
HEB.10.6	Me anhal le maichama dali andar pap
HEB.10.6	saina ranga na phuk daimak.
HEB.10.7	Hatuka kei ti, ‘Hivan ka om,
HEB.10.7	na racham azi ranga o Pathian,
HEB.10.7	Dana ka rui anziak anga.’ ”
HEB.10.8	Mana ei ti, “Anbolna hi zot um mak che na phuk um dai mak, hanuk maichama sa adara ahal, ha dalin pap ansai ranga zot mak che.” Hiva hi ei ti Dan anga dali ngai andaram. 
HEB.10.9	Hatuka ei ti, “Hivan ka om, O Pathian, nei zot atho ranga.” Hasik han Pathianin anbolna marua akhai kiara hava ngai muna Krista dali ha asiak. 
HEB.10.10	Isua Kristan Pathian ei zot anga ei tho sika, koini ngai na loma pap ata nei anthiang ha dali aman ataksa le ei tho voikhat mi dora ranga.
HEB.10.11	Juda chaizung doran asin atho u nikhuan tin, ha anbolna ang den atho chian u; tenchu hiva anbolnan pap mansai thei mak. 
HEB.10.12	Krista hanum nisela anbolna voikhat, pap ngai sika, ha dali han umor tenpei azo, hatuka ama ha Pathian changtiang ansut. 
HEB.10.13	Havan a maruang a raldui ngai ake thuaia Pathianin a manthin maseng. 
HEB.10.14	Anbolna angkhat le umora rang ansuana pap ata sai theina man ngai chu.
HEB.10.15	Hatuka Ratha Anthiang um ei na riatpuina aril. Mansana ei ti chu:
HEB.10.16	“Hiva chongtin hi amani le kei tin rang, 
HEB.10.16	nikhua hong ranga hin, Puman ati:
HEB.10.16	Ka dan ngai amalung u na siak ka ti,
HEB.10.16	hatuka amalung u na maziak ka ti.”
HEB.10.17	Hava suale aman ei ti, “A pap u ngai le asanok ei tho u ngai retit lai no ning.” 
HEB.10.18	Hasik han hiva ngai hi andual zei, dali pap saina rang nang lai mak.
HEB.10.19	Ka lom ngai hanoten Isua thina le ningneina na don Mun Anthiang Sabaka ase theina. 
HEB.10.20	Aman koini na rang lampui athar a malong, damna lampui ha puan anzar aseta hava ni zei ha ama a taksa le. 
HEB.10.21	Chaizung alian tak na don Pathianin a en. 
HEB.10.22	Tho Pathian kom se u rei malung takasata hanuk iamna taka, malung mandon siat ata anthial suale taksa ti anthiang le ansuk. 
HEB.10.23	Sabei rua nei ril hi adeta sur u rei asik chu Pathian nei iam thei a chongtin arung ranga. 
HEB.10.24	Anpoisak u rei, ansan u rei, lungkham anmuna asa tho u rei. 
HEB.10.25	Nei anchun chachak hi bang u no rei, mi senkhatin ei tho anga. Haneka tho sa u rei asik chu na mu u zei Pathian nikhua anai zei.
HEB.10.26	Anbolna om lai mak pap saina ranga, ariat uama pap na tho bangten adik ariat sua na ni na. 
HEB.10.27	Ruirilna anchi om sabak a hong atung rang le adui ngai ei kang u na rang mai ke matona a om. 
HEB.10.28	Mosi Dan tel lui tak chu, lungkham muthak luia anthat rang ei ni, ei sia amu anni mo haneka tam mo ani ten. 
HEB.10.29	Hanle hontinmo Pathian Sapa tel lui ngai hi? Pathian chongtin na thisen anema amu ngai pap ata ansai thei ha, lungkhamna Ratha asiat aril ngai. Mandon ta itukmo aduk ei na u rang ei ni! 
HEB.10.30	Asik chu na riat tumo ati, “Koiin ratha thuan ka ti, koi thuan ka ti;” hintin um ati na, “Puman ami ngai rui ril inti.” 
HEB.10.31	Pathian adam akuta chul hi anchi rua ke! 
HEB.10.32	Machin hontinmo nang le ei ni re ro. Hava lai han Pathian ra-ang na chunga a el suale, a tiar rua tampa nei tiar tenchu hava ngai han andok um mak che. 
HEB.10.33	Tenkhata ero na saka duk um na tiara, tenkhat reta hintina a tiar ngai le nan lop zota. 
HEB.10.34	Lungina ankhum ngai duk na tiar puia, na nei ngai dora ana pot u na raisan taka na diara, asik chu nan riat nei la don ala om hava ngai neka asa umor tenpei siat lui rang. 
HEB.10.35	Nei ngam mong no rase asik chu nei man rang hiva bila a om. 
HEB.10.36	Pathian ei zot atho rang le achongtin aman ranga a ot na nang. 
HEB.10.37	Asik chu Pathian chongin ei ti anga: 
HEB.10.37	“Sot rei luia,
HEB.10.37	ahong rang chu hong inti;
HEB.10.37	sot lai no ni.
HEB.10.38	Ka mi dik ngai chu hanum ni rase
HEB.10.38	iam untia hatuka dam unti.
HEB.10.38	tenchu akir ret tak chu achunga zot no ning.”
HEB.10.39	Koini hi akira anpei ngai ni mak me. Ten iamna dona azok ngai na ni.
HEB.11.1	Iamna adon ti hi nei sabei ha ani nget, nei muthei nok ha ariat nget. 
HEB.11.2	Iamna le tian laia mi ngai han Pathianin ei pomna ei mator u.
HEB.11.3	Iamna le nei riat thei ramual dora hi Pathianin ei sin achong le, amu sa hi amu sanok le ansin. 
HEB.11.4	Iamna le hanke Abelin dali Kaina neka asa ei va dar. Iamna leke mi dik atia Pathian pompuina ei man asik chu Pathian len han ei dar ngai apom pe. Ei iamna le Abel ala chong tit athi aninam. 
HEB.11.5	Iamna hake Enok thina ata akhai. Hatuka Pathianin a ruai tuten mu lai mak asik chu Pathianin ei ruai. Pathian chongin ei ti chu Enok ha anruai man Pathian rai aman san. 
HEB.11.6	Iamna nok ten tuten Pathian rai mansan thei mak, Pathian koma hong tak chu Iamna adon anang, Pathian ei om hi hatuka ama anrok ngai chu raisan man apek.
HEB.11.7	Iamna hake Nova Pathian chong anriata matona atung rang ngai aman ei muthei nok anriat. Pathian he atela rakuang asin hava han ama le a inko mi ngai azok u. Ramual ha Pathianin adema Nova ha chu Pathian kom ata dikna amana hava ha iamna ata ke. 
HEB.11.8	Iamna hake Abraham Pathianin a paia ram khata se ro ati na, ha ram ha Pathianin apek ranga chong ei tin. A ram amaka honmo ei se rang ite re luia. 
HEB.11.9	Iamna han ram atei mi anga ei om ha rama Pathian pek ram han. Puanina a oma Isak um Jakob um ha chongtin munkhat aman Pathian koma. 
HEB.11.10	Abraham han Pathianin ei sin khopui alungphum adet le ei mansuk a maruang.
HEB.11.11	Iamna hake Abraham atar sabak suanam hatuka Sari nai anei thei lai nokam, Pathian a chongtin arung ranga aiam. 
HEB.11.12	Abraham hi ataka athi aninam, hiva mi angkhat ata khuk atampa asuaka anvana arasi anga, tipui balin song ramal atel sua sa lui anga. 
HEB.11.13	Iamna le ha mi ngai athi u. Pathianin achongtin aman u nokam alapa ata amu u na apham u, ram atei mi ke na ni cheianvai ke na ni hi phila atia apom u. 
HEB.11.14	Hantina chong aril ngai chu aram u rang arok u ti a manlang u. 
HEB.11.15	Aram mak u ngai mandon chian u mak, ei mandon ani uten akir retna her man unti. 
HEB.11.16	Hanekten ram ahui ual hake ei rangai u, ha chungvan ramual. Hasik han a Pathian u atia Pathian ei anpai ha anzak pui mak asik chu aman amani rang khopui alei sin zei.
HEB.11.17	Iamna hake Abraham anai Isak adar ngam dali anga, Pathianin a mansin lai han. Abraham akom hanke Pathianin chong ei tin hanum ni rase anai dali anga adar ranga ansin. 
HEB.11.18	Pathianin Isak ke na khuk ei om rang atia chong ka tin ei ti. 
HEB.11.19	Abrahamin ariat Pathianin Isak athi ata a mathui thei hasik han na ti aniten Abrahamin Isak athi ata aman ret.
HEB.11.20	Iamna hake Isak, chongtin borsang ei ni nangkana Jakob le Esau arang. 
HEB.11.21	Iamna hake Jakobin Joseph anai ngai bor ei pek athi rang tiang, a raimola anboia Pathian amok. 
HEB.11.22	Iamna na Josephin athi rang tiang Israel ngai Aigupta ata ei suak u rang rui aril, hatuka atho rua aril aruak ruia. 
HEB.11.23	Iamna hake Mosi a nu le a pan athup anzir suale than thum. Naite sa sabaka amu u na reng he akhel rang achi u mak. 
HEB.11.24	Iamna hake Mosi alian suale reng nainupang naipasal tia anpai ei zot nokna. 
HEB.11.25	Pathian mi ngai le duk atiar azot chomokhat ranga pap athona ahui nek ten. 
HEB.11.26	A riat thei Messia ranga ero sak alu sabak Aiguptana neinung nek ten nangkana raisan man ei man rang tiang amit asiak.
HEB.11.27	Iamna hake Mosi anngam Aigupta amak rang le reng takasi anchiluina. Amu salui Pathian ei mu sika akir ret rang zot mak. 
HEB.11.28	Iamna hake Sekan anthona suakkhar matona thisen ankhua hatuka Thina Vanpalaiin naipasal anzir mansa Israel nai ei that nokna rang. 
HEB.11.29	Iamna hake Israel ngai tipui sen ankan phil ahul anga; Aigupta ngaiin atho rang ati u na, tin avol u. 
HEB.11.30	Iamna hake Jeriko bang ansiam Israel ngaiin ni sari ahil sua u na. 
HEB.11.31	Iamna hake notinu Rahabi athi rang ata akhai ha Pathian iam lui ngai bil ata, asik chu Israel misi ngai alei phama. 
HEB.11.32	Kei la se tir rang mo? Ka rang hun om mak aril patna Gideon, Barak, Samson, Jeptha, David, Samuel, hatuka deari ngai. 
HEB.11.33	Iamna le ram ngai le andui u na arat u. Hongmo adik ha, atho u na Pathian chongtin ha aman u, akoibaknei baikua amanchip u, 
HEB.11.34	moisumpui ratna ngai athat u, khendaia ei thi u rang ata azok u. Ranak abui u nam arat u anduinana alian u na ram atei ngai a mandok u. 
HEB.11.35	Iamna le nupang a unai athi anthuia aman ret, zokna pom ranga zot u mak, ansinsakna na athi u, anthuiretna tika damna sa ual aman ranga. 
HEB.11.36	Senkhat ero saka, arazik u, atei zingzir le anthunga lung ina anruai. 
HEB.11.37	Lung le andenga, korat le an ata bong anni chang u, khendai le athat u na. Bera vun le kel vun ansila ase u. anriang ansinsak le anpangsepa a om u. 
HEB.11.38	Ramual hi amani rang omna rua ni mak! Cheianvai u na philchara, muala, khur sunga kua na ei om u.
HEB.11.39	Hiva rui ngai hi, iamna leke ei mator u! Hanum ni rase Pathianin imo ei tin ha man u mak. 
HEB.11.40	Pathianin koini lampui ruia asa ual ei lei mansuk sika. Ei derdin chu koini le anlopa amani ei ansua u rang.
HEB.12.1	Hasika han sumpui alianpa anga ana riatpui ngaiin ei na hual ving sika hin, koini anan oktit thei a riktin abei cheka koini taksa a koptit asia tin chu khai u rei. 
HEB.12.2	Na mit Isua tiang asiaka nei iamna aphut ata ahek tenpei nei anbetokna na Krosa anpek rang zot luia om mak. Ha raisannan ei maruang sika mualphui ansaka athi itena tel mak, hasik han atun chu Pathian reng sutmun changtiang ansuta.
HEB.12.3	Mandon uta imo ei tiar ha; papi ngai kom ata itukmo mumak ei kai! Hasik han na boi mandong u no ro mathan u no ro. 
HEB.12.4	Pap nei dui u na athi tenpei landui pui u mak che. 
HEB.12.5	Pathianin ei na mathorna chong a nai ngai anga ei na ril ha nei mangil u mo ni zei. 
HEB.12.5	“Ka nai rangai sadim ro,
HEB.12.5	Puman ana manchu le,
HEB.12.5	ana ngo le na malung masiat no ro.
HEB.12.6	Asik chu Puman ei madit ngai
HEB.12.6	rong keng ei rakok,
HEB.12.6	Hatuka anai anga ei pom ngai ke ei zem.”
HEB.12.7	Nei tiar ngai hi Pan ei na zem anga diar ro; nei antakna ngaiin Pathianin a nai anga ei na enna ti amanlang. Nai a pan ei zem nok mo a om? 
HEB.12.8	Antak na tiar nok ten anai ngai anga anai tatak nimak che. 
HEB.12.9	Miring pa ruia, duk anapek u na lalchi nei tho, itukmo nei lanpek sa rang Rathana na pa kom. 
HEB.12.10	Koini miringa na pan chomokhat ranga duk ana pek asa ei ti anga; tenchu Pathianin chu koini nei sana rang keng ei tho; ei anthiangna nei changna rang. 
HEB.12.11	Antak na tong le malung ana anga na mandon na raisan maka. Nuka, anchu sua ngai chu damna anthiang ahong at u.
HEB.12.12	Na kut akham alang ro, na mankhuk annok mandet ro! 
HEB.12.13	Lam anzika kal choi ro na ke khor chole luia om ni, ten ei damna rang. 
HEB.12.14	Mi dora le anngoia, anthianga om ro, asik chu havan tin nokten tuten Puma mu no ni. 
HEB.12.15	Pathian lungkham ata anhoi ret rang rung ro. Thing akha amonga atur le ei masiat ang ni no ro. 
HEB.12.16	Esau anga dikluia ratha noka om u no ro, bu bai khat sika a ulian nina a zuar. 
HEB.12.17	Nuka, na riat u hale a pa borsang aman ret rang azota, tenchu anhenga asik chu imo ei tho ha athulna chang relai mak mitrathi le ngal a en retam. 
HEB.12.18	Israel mi ngai ei hong anga nang chu hong mak che na, Sinai mual moi ra-ang, ha azing, phaivua, 
HEB.12.19	totorot rasa, he rasa. He ariat u na he relai no rei atina a zong u. 
HEB.12.20	Asik chu diar ulai mak ei ti ngai, “Me ngalin hava mual aton ten lung ei andenga ei anthat rang.” 
HEB.12.21	Ei mu ngai anchi aruai sabaka Mosin, “Ka chi kan nok,” ati! 
HEB.12.22	Hanek ten Zion tanga Pathian adam khopui van Jerusalema, asang atampa vanpalai ngai le na hong zeia. 
HEB.12.23	Pathian nai mansa raisanna anchun nana na hong zei, a raming vanrama anziaka. Pathian kom na hong zeia mi dora arui azek, mi asa ngai ratha ei makhipna. 
HEB.12.24	Isua kom na hong zei chongtin athar ansuk ha thisen anthe Abel neka chong asa chong atin. 
HEB.12.25	Anreng u tan chong ana ril rangai zot luia om u no ro, asik chu phil chunga amani rang chong arilpu mana ei pom u nok sika lua antakna ata azok u nok ten Itukmo zokluia om mani anvana chong arilpu kom ata vang nan khai ten! 
HEB.12.26	Havalai han A hen phil a nik, atun chong atin ret. “Atun voikhat phil rong nimak anvan um anik sa ka ti.” 
HEB.12.27	“Atun voikhat” ti hin asadima amanthiang ansin dora anik intia khai inti, hankeng annik salui ei om rang.
HEB.12.28	Tho na rai mansan urei, asik chu, rengram khat nei man annik salui ram.Raisana Pathian amok u rei amalung ei daina rang anga, lalchi thona ka nang ti ariata; 
HEB.12.29	asik chu koini na Pathian chu moia mi hal biang a mang ke. 
HEB.13.1	Kristian lungkham anmu anga anmu chian u ro. 
HEB.13.2	Na ina khual apham re u ro. Asenin hintin atho na, riat lui kara vanpalai ei lei mantung. 
