MAT.1.1	Yeisu Keliso ana laoma bwaite besiele, Yeisu Keliso iya Deibida tubuna, Deibida iya Abelamo tubuna. 
HEB.9.13	Kamwasa beyabeyanane koina tem ginauli yabo tomo ikabiyabikili Yaubada manna mena, topwaoli lalakili yakayakan kwasinena sikalai sisiuli tomone pwatali mena, o nuwana bulumakau sinena kauna siyasulu kolili. Kamwasane koina topwaoli lalakili siwalo tomone kolili yakato siya sidudulai-yoiko. 
HEB.9.14	Bwaine paisowa lalakina na iyamo Yeisu ana paisowa topwaoli lalakili ali paisowa ilalaki-gabaen. Yeisu ana paisowa koina katela ikabiyakapwali yo ikabiyakaiwela na tem mumuga naenaena, bwaimwa ala kaba losuwala yo ala kaba boita, tasikotanan. Kamwasane koina sowasowana Yaubada meyawasina koina tapaisowa. Kaiwena Yaluyaluwa Tabuna meyawasina Yeisu ikabiyakaiwe na iboma yona ipwaoliyan iboita kaiwela. Pwaoline bwaite ginauli dudulaina, nige wenoweno yabo koina. 
HEB.9.15	Kabo siya Yaubada iyoganili siyamala ana tomoyao, Yeisu kamwasa waluwaluna iginauliyako kaiweli na tem siyaboda-kaigeda Yaubada koina. Bwaite kamwasa waluwaluna. Mosese ana loina koina, kamwasa beyabeyana, maisa imiyamiya pwanoli kaiwena. Na Yeisu maisane iyamaisa saugana iboma italamwan yo kwasinena ididi kelose mena. Iya ala tosabilau yo tabe kamwasane koina ana tomoyao miya miyamiya yaina silobai.
HEB.9.16+HEB.9.17	Yeisu ana boita mulina mena Yaubada ana kamwasa waluwaluna uwena kanna talobai. Kaba gite bwaite yawalowen kabo nuwatune bwaite imayale kolila. Tem tomo yabo ikatai yakato kikiunamo iboita kani ana nuwatu iwalo-masalan natunao kolili ana bwatano yo ana gogo kaiweli yakato naga sikalaili siloinayagili. Na nige sowana sikalaili siloinayagili kanasiga tomone iboita. Sipei salai mena kabo muli mena ana edeedede kolili kani iyamala yawasosi yo ana bwatano yo ana gogo kani silau nimali mena siloinayagili. Na iyamo saugana tomone meyawasina ana walo-masala natunao kolili imiyamiya, nige ali gogo. Iboita kabo sauganane koina walone uwena kanna kani silobai.
HEB.9.18	Kabo besiele tabe kamwasa bagubagunana nige iyayamala yawasosi kanasiga yakayakan iboita yo kwasinena koina kabo kamwasane iyamala yawasosi. 
HEB.9.19+HEB.9.20	Mosese Yaubada ana loina meuloili iwalowegili Isileli kolili yo ikabi-yamayaleli. Imwawasi iwalo kolili iba, “Kwasinene bwaite Yaubada ana kamwasane ikabiyakaiwe, kamwasane iwalowen kolila yakato tamuliya.” Kabo muli mena bulumakau kwasinena ikalai yo iyebweli waila mekanakava. Imwawasi sipi wiyana, siliga dai balabalagiyana koina, ikalai yo isuma mayau lagalagana esana isopi koina kabo iyalakwa kwasinene koina yo isiuli loina kana buki liguna koina yo tabe tomo pwatali mena. 
HEB.9.21	Yo Mosese besiele iginauli palai kaba elobelobe numena yo kaba paisowa meuloina kolili, kwasinene isiuli kolili. 
HEB.9.22	Kaiwena loina beyabeyana iwalo yakato ginauli meuloina kani kwasine sisiuli kolili kabo sikabi-yakapwa Yaubada manna mena. Tem yakayakan nige sikokoyamate yo kwasine nige idididi, nige nuwatu-pwaiki imiyamiya.
HEB.9.23	Pwaoli kana paisowa yawasosina iyaele bulibuli mena na Isileli pwaoli sipaipaisowai yanuwa yaulina mena bwaite kaba gitemo. Saugana yakayakan kwasinena sisiuli sowasowana ginauli meuloina ikabiyakapwali yanuwa yaulina mena. Na iyamo bulibuli ana dedei koina yakayakan kwasinena nige sowasowana, ilonamwayan tem kwasine yabo namwanamwasosina kabo yakayakan kwasinena. 
HEB.9.24	Saugana Yeisu iboita yo kwasinena ididi kelose mena yo itoloyoi, kabo bulibuli ana dedei yakayakasisi-molosina koina ilusae. Nige sowasowana dedei yakayakasisi-molosina tomo siginauli nimali mena koina ilusae. Nigele. Kaiwena bwaine kaba gitemo. Kabona Yeisu imiyamiya Yaubada manna mena iya kala tosagu yo ala toedeedede. 
HEB.9.25	Na Yudiya, ali topwaoli lalakili bolime kaigeda kaigeda dedei yakayakasisi-molosina Nume Tabu kalona mena silusalusae. Yo saugana silusae nige sibomamo kwasineli sikakalai. Nigele. Yakayakan kwasinena nimali mena sikalai silusae. Na Yeisu iboma yona italamwan na mesabana Yaubada ala pwanoli inuwatu-pwaikili kabo isae bulibuli mena. Wagitai. Topwaoli lalakili ali paisowa sipaipaisowaili bolime kaigeda kaigeda kolili na Yeisu iya ana paisowa ipaisowai mekaigedamo. 
HEB.9.26	Tem Yeisu topwaoli lalakili ali paisowa imuliya kani ana paisowa iboiboita bolime kaigeda kaigeda iyatubu kaba yatubu koina yo ilaulau nige ana kaba mwawasi. Na nigele, nige sowana ali paisowa imuliya. Ilonamwayan tem ilaoma iboita mekaigedamo na mesabana ala pwanoli meuloili ikele-gabaegili sauga bwaite koina. 
HEB.9.27	Takatai tomo meuloili kani siboita silau salai mena. Yo sauga ana kaba mwawasi koina kani mekaigedamo sitolo Yaubada manna mena yatala kaiwena. 
HEB.9.28	Besiele Yeisu, mekaigedamo ana pwaoli ipaisowai na mesabana tomo meuloili ali pwanoli ikele-gabaegili. Kabo muli mena kani me ana lebo ipileyoima siya analiyao sisanasanai kaiwena. Nige sowana ana pwaoli ipaisowai yoi.
HEB.10.1+HEB.10.2	Loinane tomo Yudiya simulimuliya pwaoli kaiwena nige yawasosina, iya makamakayau kaba gitemo ginauli namwanamwali naga siyawatagili Yeisu ana paisowa koina. Na wagitai. Topwaoli yakayakan ibaibaiwa siunuunuili yo pwaoli bolime kaigeda kaigeda sipaipaisowaili yakato tomo, siya nuwanuwali Yaubada sipwalou koina, siyadudulaili yawasosi Yaubada manna mena. Na iyamo nige sowasowali kaiwena nuwatu-pwaiki yawasosi nige imiyamiya kamwasane koina. Nigele. Tem namwanamwa imiyamiya kamwasane koina yo ali pwanoli ideuli-gabaegili kabo kali lotonan sidudulai kabo pwaoli paisowana imwawasi. 
HEB.10.3	Na nigele, nige nuwatu-pwaiki yawasosi silolobai. Kaiwena bolime kaigeda kaigeda kaliyatenane koina yakayakan siunuunuili na sipwaoliyagili. Saugana tomo yakayakanne sigitaili ali pwanoli nuwali mena isaesae. 
HEB.10.4	Kaiwena nige sowasowana bulumakau yo gouti kwasineli koina tomo ali pwanoli ideuli-gabaegili.
HEB.10.5	Bwaite kaiwena Yeisu kikiunamo ilobima yanuwa yaulina mena kabo iwalo Yaubada koina iba, “Nige nuwanuwam tomo ali pwaoli yakayakan koina. Bwaite kaiwena yaboma yogu ukatububunan na iyamala am pwaoli namwanamwasosina. 
HEB.10.6	Topwaoli sauga meuloina yakayakan pwaoli sigabugabuli na tem tomo ali pwanoli ideuli-gabaegili. Na mumugane kusikotanan, yom ikwatakwata. 
HEB.10.7	Kabo yawaloba, ‘Ugitai, yau elete. Am nuwatu kani yamuliya. Kaiwena loina bukina koina kaiwegu sileleyako.’” 
HEB.10.8	Na baguna Yeisu iwalo bwaite besiele iba, “Nige nuwanuwam tomo sipwaoli yakayakan koina. Mumugane kusikotanan, yom ikwatakwata.” Walo yawasosi, Isileli sipaipaisowai kaiwena Mosese ana loina simulimuliya. Na wagitai. Yeisu iwawalo yakato mumugane Yaubada isikotanan yo yona ikwatakwata-yani. 
HEB.10.9	Kabo iwaloba, ‘Yau elete. Am nuwatu kani yamuliya.’ Yeisu ana walo bwaitete iyakenayagila yakato kamwasane beyabeyana Yaubada igabaenako na waluwaluna koina iyamiyalaei. 
HEB.10.10	Kaiwena Yeisu Keliso Yaubada ana nuwatu imuliya yo ibomayoi yona italamwan iboita mekaigedamo na mesabana ala pwanoli ideuli-gabaegili. Bwaine ana pwaoli paisowanane kaiwena ikalailama Yaubada koina taemala ana tomoyao tabutabuli.
HEB.10.11	Topwaoli meuloili ali pwaoli paisowana kaliyate kaigeda kaigeda sipaipaisowai, bwaite paisowane nige sowasowana pwanoli ideuli-gabaen. 
HEB.10.12	Na topwaoli bwaite Yeisu mekaigedamo ana pwaoli ipaisowai na mesabana tomo ali pwanoli ideuli-gabaegili. Kabo muli mena isae bulibuli yo imiyasio Yaubada ulaulana mena. Kaiwena pwaoli paisowana iyemwawasi. Kabo pwaoline ana kaiwe imiyayai, nige ana kaba mwawasi. 
HEB.10.13	Mwa sauga bwaite Yeisu iyaele imiyamiya bulibuli mena yo me ana kalakisiye isanasana na Yaubada kana tokalomagigiliwo ikaiwe-gabaegili yo ipeili siyamala kaekaena ana kaba peina. 
HEB.10.14	Kaiwena Yeisu ana pwaoli mekaigedamo ipaisowai na tomeliwo iyadudulaili Yaubada manna mena na tem nuwatu-pwaiki yawasosi miyamiya yaina silobai. Na tomeliwone Yeisu sauga meuloina ikatukatububu-nagili na mesabana siyamala ana tomoyao tabutabuli. 
HEB.10.15	Yaluyaluwa Tabuna tabe walone bwaite ikabiyakaiwe saugana iwalo-masalan Buki Tabu mena bwaite besiele. Iwaloba, 
HEB.10.16	“Kamwasa waluwalunane kani yapei bwaite besiele. Kani yagu loina yapei kulukululi mena ali kaba nuwanuwatu. Tabe kani yaleleli kateli mena.” 
HEB.10.17	Kabo ana walo ietulan iba, “Tabe kani ali yauyaule yanuwatu-pwaiki yo ali pwanoli yanuwa-gabaegili.”
HEB.10.18	Kabo wagitai. Tem Yaubada ala pwanoli inuwa-gabaegiliko, tawae kaiwena pwaoli taginauliyoi? Nige yaina imiyamiya.
HEB.10.19+HEB.10.20	Tauna kona kaleko tabatabana itaketake dedei yakayakasisi-molosina Nume Tabu koina. Yeisu iboita kelose mena kabo kalekone itaigali. Sauganane koina Yeisu kamwasa waluwaluna isoke na tem miya miyamiya yaina talobai. Kaukavao, Yeisu kwasinena ala pwanoli meuloili ideuli-gabaegili. Ana paisowa kaiwena nige sowasowana tanuwa-labulabui yo tamatausi, na sowasowana talodudulai talusae Yaubada ana dedei yakayakasisi-molosina koina. 
HEB.10.21	Yo bwaine koina Yeisu imiyamiya. Ala topwaoli lalakina iya yo Yaubada ana tomoyao yo ana gogo meuloili igitegite-kalatagili, 
HEB.10.22	tabe katela ideuliliko kwasinena mena yo yola ideuliliko waila neganegana koina. Koinaele talau Yaubada salina mena me ala katepatu yo me ala talam yo me ala meli yawasosi. Nige sowasowana ala pwanoli kaiweli tanuwanuwatu. 
HEB.10.23	Walo yawasosi Yaubada ginauli meuloili iwaloyamelili kani ipaisowaili. Tauna kona tayawasa besiele taba, “Naga Yaubada ginauline kani ipaisowai na isaguila.” Tabu tanunuwa-labulabui kaiwena Yaubada iya tokalakisiye. Ala nuwatu yakato kani ipaisowai mwa nuwatune takabi-kalatan. 
HEB.10.24	Tanuwatuili kamwasa namwanamwali kolili na tabomayoi takabi-yakaiwela na taemulomulolo-wagila yo paisowa namwanamwali tapaisowaili. 
HEB.10.25	Yo ala miyagogo tapwalolo kaiwena, tabu tanunuwa-gabaen. Wagitai. Kaliyate yatayatala ilalaoma kabo ilonamwayagila tem sauga meuloina taelobelobe na takabi-yakaiwela. Bwaite yawalowalo kaiwena ami tomo tupwaliyao nige ekalesiya logogo koina silaolaoma.
HEB.10.26	Tem ginauli dudulaina kana katai, bwaimwa wasana namwanamwana, talobai yo muli mena tabeku na tasamasamalului mumugana naenaena koina, tagite-kalatagila tabomayoi. Kaiwena nige pwaoli yaboyoi imiyamiya na tem ala pwanoli ideuli-gabaegili. 
HEB.10.27	Siya mumugana naenaena siginaginauli siya besiele toyauyaule, esali kani simwawasi. Kani tawae sipaisowai? Nigele. Bwaite kaiwena matausi lalakina silobai na sisanasanai mowoi loina kaikaiwena Yaubada kani iwolena kolili. Bwaite loinane mayau wedowedolina. Koina Yaubada kana tokalomagigiliwo kani igabuli.
HEB.10.28	Kwanuwatui Mosese ana loina kaiwena. Ana loina ikaiwe. Tem tomo labui o nuwana yaiyona sigitai tomo yabo loinane ilikwai yo siwalo-masalan ana yatala koina kani sikoyamate iboita. Nige sowana kateli ikamkamnayan. 
HEB.10.29	Wagitai. Tem siginauli besiele Mosese ana loina koina na gubesi tem yaiya Yaubada Natuna koina ikawasewa? Kani loina kaikaiwe-molosina ilobai. Kaiwena saugana tomone Yeisu ikawasewayan kana koleya besiele tomone Yeisu kwasinena tabe ikawa-ginauli bwagabwaga-yani. Takatai kwasinenane ididi na mesabana Yaubada ana kamwasa ikabiyakaiwe na tem tomone iyamala Yaubada ana boda yabo. Yo tabe tomone ana kawasewa koina Yaluyaluwa Tabuna esana ikawa-naenae-yani. Yaluyaluwane sauga meuloina Yaubada ana mulolo lalakina iyeyama kolila. 
HEB.10.30	Yayanuwapeimiu Yaubada ana walo kaiwena, iba, “Mumugana naenaena kani yayamaisa.” Yo iwaloyoi besiele bwaite, “Yaubada ana tomoyao mumugali kani iloyaili yo iyatalayagili.” 
HEB.10.31	Kabo sowasowana Yaubada meyawasina tamatausan, kaiwena ana loina ikaiwe. Nige sowasowana tayabubu-gabaen.
HEB.10.32	Kwanuwatu-kalatan ami sauga nuwabui saugana Yaubada nuwamiu ibuiliko yo wasa namwanamwana mayalena iyatakiki-lagimiu. Kabo Yeisu esana mena kamkamna kwalobai na iyamo kwatolo kaiwe ami meli koina. 
HEB.10.33	Sauga tupwana siyatolomiu boda manli mena yo sisinalimiu yo siyakamkamnamiu, na kwatolo kaiwe. Tabe sauga tupwana siginauli besiele ami eliyamwao kolili. Kabo me ami katekamkamna kaiweli kwasaguili. 
HEB.10.34	Tabe besiele tauna kona ami eliyamwao sikabi-kalatagili yo sipeili nume pan mena kabo wakate-kamkamna-yagili mwa kwalau kwasaguili. Yo saugana tomo silaoma ami gogo sikwayaili nige me ami nuwapolowe. Kaiwena wakatai ginauli namwanamwasosina miyamiya yaina imiyamiya kolimiu kabo ginauline sikakalailine. 
HEB.10.35	Kabo tabu ami katepatune wagagabaen. Kaiwena naga maisamiu lalakina wakalai sauga muli mena. 
HEB.10.36	Kwatolo kaiwe yo wakalakisiye na mesabana Yaubada ana nuwatu kwamuliya kabo ana waloyameli kanna kwalobai. 
HEB.10.37	Wagitai. Yaubada ana walo bwaite besiele, “Iya kani ilalaomane kikiunamo iyawatagilima, kani nige iyoyoviya. 
HEB.10.38	Yagu tomo dudulaimiu kani miya miyamiya yaina kwalobai ami meli kaiwena. Na tem yabo kolimiu imatausi lalakina boita kaiwena na ana meli isikotanan yo ipileyoi mumugana beyabeyana koina kani nige yayayaliyaya koina.” 
HEB.10.39	Na iyamo kita nige besiele siya tomatausine ali meli sisikotanan mwa silokwalalele. Na kita ala meli takabi-kalatan na mesabana tamiyayai.
HEB.11.1	Meli mumugana bwaite besiele. Ginauli namwanamwali Yaubada kani iyelima kolila nige sowasowana tanuwa-labulabui kaiweli. Yo ginauli nige tagigitai manla mena, iya ala meline nuwala ikabiyakaiwe na takawa-yawasosiyan yakato ginauline iyaele imiyamiya. 
HEB.11.2+HEB.11.3	Tem me ala meli sowasowana tawalo yakato Yaubada iwalomo na bulibuli yo yanuwa yaulina yo ginauli meuloina siyawatagili. Mwa tawae bwaite sauga tagitaili yanuwa yaulina mena Yaubada nige tawae yabo ikakalai koina iyeyebweli yo ipapaisowaili. Tomeli siya simiyamiya sauga beyabeyana koina ali meli ikaiwe kaiwena simelimo na nige sinunuwa-labulabui. Yo bwaite kaiwena Yaubada iyaliyaya kolili.
HEB.11.4	Baguna, Eibeli Yaubada imeliyan, yo bwaite kaiwena pwaoli namwanamwana ipaisowai yo kanakava Keni ana pwaoli inamwanamwa-gabaen. Mwa Eibeli ana meli kaiwena Yaubada iyaliyaya koina yo esana ikeleisin iya tomo namwanamwana yo ana pwaoli ikawa-namwanamwa-yani. Walo yawasosi Eibeli iboitako, na ana meli edeededena iyaelemo ikabikabi-yakaiwela. 
HEB.11.5	Inoke tabe Yaubada imeliyan. Mwa nige iboboita. Yaubada ikalai iseyan meyawasina. Kaiwena Yaubada ana walo bwaite besiele, “Tomone nige sigigitaiyoi kaiwena Yaubada ikalai yo iseyan.” Saugana Yaubada naga ikalai iseseyan Yaubada Inoke esana ikeleisin yo iyaliyaya kaiwena. 
HEB.11.6	Tem Yaubada nige tamemeli koina, nige sowasowana iyaliyaya mumugala kaiweli. Na tem takatai Yaubada imiyamiya yo yakato ginauli namwanamwali iyeliyelima ana tomoyao kolila yo sauga meuloina taloyaloyai, sowasowana talau salina mena. 
HEB.11.7	Tanuwatui Nowa kaiwena. Saugana Yaubada Nowa iyanuwapei tawae kani iyawatagili, Yaubada kainana imeliyan. Walo yawasosi sauga bagubagunana koina tomo nige sigigitai ginauli bwaite besiele. Na Nowa Yaubada iyakasisiyan. Bwaite kaiwena Yaubada kainana imuliya yo waga lalakina ikabi. Mwa koina iya yo ana susuyao ileboili saugana doga yo yalubwasi lalakina iyawatagili yanuwa yaulina mena. Nowa ana meline koina imayale yakato tomo simiyamiya mumugana naenaena koina. Kabo sowasowana tawaloba, “Iya todudulai yo kana namwanamwa ilobai Yaubada koina ana meli kaiwena.”
HEB.11.8	Abelamo tabe Yaubada imeliyan. Yaubada iwalo Abelamo koina, “Am yanuwa kulogabaen na kulau yanuwane koina naga yayakenayagiwo bwaine koina kumiyamiya. Yawaloyameli koliwo yakato bwatanone kani yaeyawa.” Kabo Abelamo Yaubada kainana imuliya yo ilau. Walo yawasosi, sauganane koina Abelamo nige ikakatai toisabo dedei koina bwatanone imiyamiya. 
HEB.11.9	Na iyamo ana nuwatu ikaiwe yakato Yaubada bwatanone kani iwolena, ana waloyameli imeliyan. Bwaite kaiwena Abelamo itolo yo ilau yanuwane koina imiya-taumana. Nige inunume-kabi na palai ikabi na kalona mena imiyamiya. Toweya koina ilau na tem ikaiyawasi ana palaine ikabiyoi. Natuna Aisake yo tubuna Yakobo tabe siginauli besiele. Bwagana esali simiyamiya waloyameline koina na iyamo waloyameline kanna kana namwanamwa nige silolotonan kabo sauga meuloina simiyamiya palaine kalona mena. 
HEB.11.10	Kabo Abelamo ikwasakwasa na ilaulau. Kaiwena sauga meuloina inuwanuwatui yanuwa yawasosi Yaubada kani isepa na ikatububunan. Yanuwane kani ikaiwe yo imiyayai.
HEB.11.11	Abelamo Yaubada imeliyan, yo bwaite kaiwena Yaubada ikabiyakaiwe mwa mekanakava wainena natuli sikabiyan. Walo yawasosi, Abelamo iya tautaubala molosi yo wainena Sela nige sowasowana ikabi kaiwena iya imiyayai. Na kaiwena Abelamo imeli yakato Yaubada ana waloyameli kani iginauli, waloyameline kanna, natuna Aisake, sikabiyan. 
HEB.11.12	Abelamo nige ana kaiwe ipapagan. Na iyamo tomo bwaite kaigedamo koina boda lalakina siyawatagili. Abelamo tubunao sibaibaiwasosi, nige sowasowana tayasilili yo kali baibaiwa besiele utu bulibuli mena yo besiele dekawa kali baibaiwa.
HEB.11.13	Abelamo, Aisake yo Yakobo ali meli iloiloina-yagili kanasiga siboita. Ginauline Yaubada iwaloyameli kolili nige silolobai na nuwali menamo imiyamiya kaiwena naga iyayawatagili. Bwagana nige sigigitai na me ali kalakisiye yo me ali nuwa-daumwali sisanasanai mowoi. Yo sauga meuloina siwalo dudulai siba, “Bwatano bwaite nige naga ama bwatano kaiwena kai taumanaomo yo tokwasakwasao.” 
HEB.11.14	Walo yawasosi, siya siedeedede besiele siloyaloyai ali kaba miya kaiwena na simiya namwanamwa koina. 
HEB.11.15	Na tem ali kaba miya beyabeyana sauga meuloina sinuwanuwatui sowasowana kani sipileyoi koina. 
HEB.11.16	Na nigele. Nuwanuwali lalakina yanuwa namwanamwasosina iyaele bulibuli mena kabo ali yanuwa beyabeyana. Bwaite kaiwena Yaubada nige me ana mwalimwaline kaiweli, iyaliyaya tem tomo siwaloba, “Yaubada siya tomeline bwaimwa ali Yaubada.” Kaiwena yanuwane sinuwanuwatui yo sisanasanaine iyaele ikatububunanako.
HEB.11.17+HEB.11.18	Saugana Yaubada Abelamo itonan me ana obiga Abelamo natuna Aisake ikalai ilawan yakato ipwaoliyan Yaubada koina. Yawasosi baguna Yaubada iwaloyameli koina, iba, “Ginauline yawaloyameli koliwo am susuyao waluwaluli silalaoma Aisake koina kani sikalai.” Wagitai. Aisake iya ibomamo, nige miyalaena. Na iyamo Abelamo Yaubada ana walo imeliyan. Bwaite kaiwena natuna ikalai yakato iunuyamate na ipwaoliyan. 
HEB.11.19	Kaiwena ikawa-yawasosi yakato Yaubada sowasowana toboita ikele-yatoloyoili. Yo tawae iyawatagili Aisake koina, kana koleya besiele iboita na Yaubada ikeleyatoloyoi yo iwolena Abelamo koina.
HEB.11.20	Aisake Yaubada imeliyani, yo bwaite kaiwena natunao Yakobo te Isowa iwalo-muloloili yo iyanuwapeili tawae naga kani iyawatagili kolili. 
HEB.11.21	Yakobo tabe Yaubada imeliyani, mwa saugana ilaoma itautaubala yo kikiunamo iboita, Yakobo Yosepa natunao labui iwalo-mulolo-bagunayagili. Isabalololau ana sige koina yo gayagayana ipei kabo ikawanoi Yaubada koina. 
HEB.11.22	Kaiwena Yosepa Yaubada koina imeli mwa saugana ana boita ikelakela-kubwai iedeedede-bagunayan tomo Isileli ali yawatagili Itipita koina. Yo iyanuwapeili yakato saugana Itipita tem silogabaen sinuwatu-kalatani tuwatuwana sikalai yo silawani sipului Kenani koina.
HEB.11.23	Mosese sinana yo tamana Yaubada simeliyani, yo bwaite kaiwena saugana Mosese sikabi, kin ana loina nige simamatausani kabo siwadam imiyamiya ali nume mena waikena yaiyona. Kaiwena sigitai kana koleya inamwanamwasosi melumeluwo tupwaliyao kolili. 
HEB.11.24+HEB.11.25+HEB.11.26	Saugana Mosese ilalaki imiyamiya Itipita ali kin ana nume koina. Na iyamo ilogabaen kaiwena nige nuwanuwana iyamala tobaguna lalakina. Tem imiyamiya numene koina nuwana naga Itipita ali wasawasa yo ali gogo namwanamwali igitekalatagili. Nigele. Yaubada imeliyan yo inuwanuwatui bwaite besiele, “Tem Mesaiya ana tomoyao yasaguili inamwanamwa. Bwagana Itipita kani sikawa-naenae-yagau yo yamwalimwaline yo Isileli ali kamkamna kani yalotonan mekaukavao, na iyamo yakatai naga Yaubada kani maisa namwanamwana iyeyama yo maisane Itipita ali wasawasa inamwanamwa-gabaen. Tabe nige nuwanuwagu Itipita mumugali naenaena yamuliya kaiwena yauyaule kana yaliyaya ikubwa.” Inuwanuwatu besiele. Mwa koina Mosese nige nuwanuwana tomo siwaloba, “Wagitai, Mosese Itipita ali kin natunane sinena iya natuna.”
HEB.11.27+HEB.11.28	Mosese Yaubada ana walo imeliyan yo bwaite kaiwena iwalo Isileli mwalelikwa kekanna siginauli yo sipi kwasinena sisau ali nume gamwaliyao kolili. Kabo tounuyamate kana anelose Itipita natuliyao tobagubaguna meuloili iunuili na Isileli natuliyao nigele. Ana meli koina Mosese nige imamatausi kin ana munamunai kaiwena kabo Isileli ibagunayagili Itipita silogabaeni. Kita nige sowana Yaubada tagitai. Mosese iginauli besiele kaiwena Yaubada makamakayauna iyaele ana nuwatu mena yo manna mena mwa ikalakisiye na ilaulau.
