GEN.1.1	En avong mulamu, 
2CO.8.22	Ka ral min keilu, memul mesila tuomai tai mun. Kei, melesi keke tounah vasi koa melingi en hen voumoni, mumoni tahos ral min sien. Ka navong kei long usil anatinien ten demkatien koa mimul mirie lati, kei si mok vahat vasao en kami. 
2CO.8.23	Komai mesila Taetas veni melvi tuak ka melmum vituai en usite onami. Ka tuomai sav keilu luvi meatin toumien onomai ka onen sios savsav keil. Ka tounah vasi koa lumumoni mul vati lat isen Iesu Kristo hemai hehi hetetamen imok. 
2CO.8.24	Navong Taetas keitel telhemai ven kami en out Korin, mihekur revi keitel hetal min envatien. Sakien enek hetie lati keke tounah vasi koa komai mevasi komai eni usil kami min sios sav vasi keil vi anatin. 
2CO.9.1	Nirmutistei mun hehat min kami usil kataunien koa mihesani heha min meatin keil onen Ahi en provins ten out Sudea. 
2CO.9.2	Veni nakilea keke kami emi vati mok mivasan kataunien tai. Navong nuva masao en meatin keil en provins ten out Masedonia, navasi nau houlu usil kami navit kami, Kristin keil ten out Korin en provins ten out Akea. Naviteni keke kami misak mesein kami tuai en sua koa va ven sien onami marite. Ka navong Kristin keil ten out Masedonia along usil sien onami, keil emun asi keil houlu avasan kataunien one. 
2CO.9.3	Sakini, namul nasila tuomai keitel ekek telvakataun kami mihesak mesei revi en tounah housil asa koa namul navitehiteni min meatin sav keil. Hetisa vareis munak asa koa namul navasi kami eni min meatin vasi hemai hehi heisav enges. 
2CO.9.4	Vahesa tei en meatin keil ten provins ten out Masedonia usil inau navong meheha mehekur sanien ten kataunien keil enek. Ka munak ihotini keke kami mersak meseitei veah, ir rehememou eni. Ka kami mihememou imok. 
2CO.9.5	Sakini, namundemi navit tahos keke masila tuomai keitel ekek telheha telhelamu en nau keke avakataun kami mihesak mesein mari sanien ten mani koa mivat kati mivasani. Hesakini, navong nikistal ven kami, mihetie lati keke mihesani housil asa koa emi vati mivasani, ka roviteis vasuval koa namul nakeih kat kami mivasani.
2CO.9.6	Mihendem kati keke meatin koa luh tounah havivis en ah sen, aneite koa hekuri rani hehi havivis. Ka meatin koa luh tounah houlu en ah sen, aneite koa hekuri rani hehi houlu. 
2CO.9.7	Tetai en kami hesan kataunien housil rendemien onen. Hersantei hetal min demkoen vuo veni meatin sav keih kati. Veni envatien onen Ahi mul en koakeil asan sanien one ral min sien. 
2CO.9.8	Ka kei kilea vasakin kami mivahilelau en tounah keke hevinvin en kami lisenges. Hesakini, miheilea mihesan hemi hemarite en umen tetahos vasi keil. 
2CO.9.9	Veni hesuval koa Tus Votut viteni vit,
2CO.9.10	Ahi mul san utiai min koakeil aluhluh, ka sakin keil akan heite ka aneite teni. En vati sakien enek, Ahi hesan tounah min kami keke mikilea mivasasani min meatin sav keil. Ka hetokol kat asa koa misani en rendemien koa mal. 
2CO.9.11	Anatin, en sise houlu kami mihehilelau en tounah keke mikilea mivakataun meatin sav keil eni en avong vasi. Ka navong keil ikur sanien onami ran hemai, keil imasmas Ahi hehi houlu mok. 
2CO.9.12	Veni umen koanik koa kami mimumoni mul kataun meatin keil onen Ahi koa atamurei en tounah. Ka hetetamen imok en koanek, mul sakin meatin keil houlu amul amasmas Ahi houlu mok. 
2CO.9.13	Navong Kristin keil en provins ten out Sudea iles sanien keil onami, keil ihati lat isen Ahi hehi hetetamen imok. Keil ilei kilea keke demkatien onami en more longlongien usil Iesu Kristo vi anatin heka en longkatien onami, ka heka en more kataunien koa misani min keil ka meatin sav keil. 
2CO.9.14	Ka hesakin keil ihis min Ahi ven kami hetal min envatien, veni ilei kilea more envatien onen Ahi koa mul mum en moulien onami. 
2CO.9.15	Ka mal keke rehemasmas Ahi ven sanien koa kei sani min ir koa vi Natnali. Anatin, sanien onen tahos vis tahos imok, ka selusien tovuol vavinvin rovaselus vasi usili.
2CO.10.1	Nakilea keke meatin tei keil amul avit, “Navong Pol mul soutin ka mutis leta keil min ir, kei vuroh houlu ka selusien onen keih. Ka navong ro ral min ir sakien onen merau enges ka selus ral min rendemien koa netan.” Sakini, namutis leta koanek ral min merauen ka tahosien, koa suval merauen ka tahosien onen Iesu Kristo. 
2CO.10.2	Napeah kami keke navong nimai minakeih kattei inau nanaselus nakeih min koakeil avit komai memumon tounah musil rendemien keil onen meatin keil ten out netan. 
2CO.10.3	Anatin keke komai mevi meatin keil enges koa mero en out netan. Ka komai mervaetei vatal min meatin sav keil vousil rendemien keil onen meatin keil ten out netan. 
2CO.10.4	Komai mesuval meatin keil tavaeen. Ka mervaetei vatal min tounah tavaeen onen meatin keil ten out netan. Vuo. Tounah keil koa mevae ral mini aka ven Ahi, ka akeih imok avou lin tounah savsav keil koa akeih. Hetal min keihoen koanek, komai memul mevitan en selusien keil koa rovitei anatin. 
2CO.10.5	Selusien vasi keil tahasien ka hihiseien vasi keil koa mul ring koe meatin keil keke asakras availea en Ahi, komai merie lati keke rovitei anatin. Ka rendemien vasi keil onen meatin keil koa mul hae, mevilesi keke vamai valong kat Iesu Kristo. 
2CO.10.6	Ka navong melesi keke houlu en kami milong kat vasi hihiseien koa mesani min kami, komai mesak mesei keke mevasan mahien min koakeil amul veah koa arlong kattei. 
2CO.10.7	!Mihelele revi! Munak kami mimundemi keke mivi onen Iesu Kristo anatin, tahos miheilea keke komai mun mevi onen. 
2CO.10.8	Vahesa navasi komai marite tuai usil hetetamenien koa Ahi Asuv sani min komai, ka inau narmemoutei veni. Veni kei san hetetamenien koanek min komai mevahati lat kami eni, rovitei keke mevaleh lin kami mivaha netan. 
2CO.10.9	Navong namul nasan leta tai min kami, narmumontei vasakin kami mivametau. 
2CO.10.10	Veni nakilea keke meatin tei keil amul aviteni avit, “Navong Pol san leta, selusien onen keih ka meas kat ir. Ka navong mai ro ral min ir, rolesi keke aven rotahos ramattei ka sakien koa mul selus en meten meatin keil tisaso.” 
2CO.10.11	Tahos keke koakeil amul ason selusien keil ekek ilea revi mok keke selusien keil koa memul meviteni en leta keil onomai navong memul soutin ran kami, mehoum housili navong mehemai ven kami. 
2CO.10.12	Komai mersak vistei mevalei rahit en komai vatal min koakeil amul avati lat keil sase enges. Veni keil amumon rendemien keil one enges usil asa koa avit tahos. Evus, alei rahit keil eris musil rendemien koa alingi. Mukonek, amul arie lati keke vatie tovuol. 
2CO.10.13	Ka en usite onomai, mehehasi komai usil umen koa memul memumoni en outes koa Ahi sani min komai memum ien. Ka hakot teni rokol kami en out Korin veni Ahi sila komai ven kami. 
2CO.10.14	Anatin, navong memai soutin ven kami, mermulintei veah hakot koa Ahi sani min komai. Veni komai mekur more longlongien usil Iesu Kristo min kami keke mivalong rohtoh eni. 
2CO.10.15	Meatin tei keil amul avasi keil ven umen koa meatin sav keil amul amumoni, ka komai mermumontei sakien koanek. Komai emai vati mok keke mihemoul hemarite en demkatien onami vasakin asa koa mekilea mevoumoni vatal min kami hemai hemarite mok. 
2CO.10.16	Ka, hevus, mekilea mevaha en out savsav keil helin out koa miro ien keke mevahitehiten more longlongien usil Iesu en out enek. Emai rovattei mevoum en out koa meatin sav keil amum ien tuai veni emai rovattei mevahasi komai ven umen koa mul kistal en out koa Ahi sani min meatin sav tai. 
2CO.10.17	Koanek suval asa koa Tus Votut mul viteni koa vit, 
2CO.10.18	Veni Ahi rositei en koakeil amul avati lat keil sase enges. Vuo. Ahi Asuv si kei ven koakeil kei varei mul vati lat keil.
2CO.11.1	Navis kami mihemaenau mahasi nau hesuval koa navi varu neli. Mihemaenau numoni ten avong hehi havivis emun. 
2CO.11.2	Inau naring koe kami suval mivi atouli hau tai koa mutolas veah keke mihetetalihe hetal meatin tas ka mivahi onen enges, meatin enek vi Kristo. Sakini, namul nalei kokoe en kami suval koa Ahi varei mumoni veni ek rovattei meatin sav keil avamai vesesal ven kami keke avapurun kami. 
2CO.11.3	Nametau keke meatin sav keil analuvos kami ka analeh rendemien onami naha ran Kristo. Anatin, nametau keke mihersantei mun moulien vasi onami mini hetal min envatien onami koa mutolas. Veni, en vati sakien enek, tetal luvos 
2CO.11.4	Naviteni mukok veni melesi keke navong meatin sav keil umai ven kami, avaseini keke asa koa avitehiteni usil Iesu teisav en kei koa komai mevitehiteni, kami mikalah enges mikur anatin eni. Anatin, navong hihiseien one usil Ninin Votut ka more longlongien onen Ahi teisav en hihiseien onomai, kami misi kami mok mivakuri. 
2CO.11.5	Meatin keil ekek avise keil sase enges en ‘mari 
2CO.11.6	Anatin keke narkurtei hihiseien usil sakien ten selusien, ka nakur revi ileilien. Ka merie lati vi anatin ka en sakien keil onomai ka en tounah sav keil koa memumoni navong mero ral min kami. 
2CO.11.7	Navong naro ral min kami naling rendemien onak va netan ka nasa maen more longlongien onen Ahi min kami. Ka nasani mukok keke nakilea mahati lat kami ral min more longlongien enek. Ka tei en kami avit hihiseien keil onak avi heisav enges veni narvistei kami mivahuli ranau. ?Mukave? ?Romaltei keke naling rendemien onak va netan mukok? !Vuo, asa koa namumoni mal imok! 
2CO.11.8	Ka navong namum ral min kami en out Korin, meatin keil en sios sav keil amul asan kataunien minau. Anatin, suval koa navenan mani onen Kristin sav keil keke nakilea moum vatal min kami. 
2CO.11.9	Ka navong naro ral min kami ka natamurei en tounah, narmumontei vakeih min kami. Veni Kristin keil en provins ten out Masedonia umai asan asa koa natamurei eni. En avong keil koa va, narmumontei vakeih min kami keke mivakataunau, ka en avong keil emun koa hemai veah, nirmumontei. 
2CO.11.10	Naviteni anatin en isen Iesu Kristo keke nil nihasi nau en avong vasi nihat min kami en provins ten out Akea keke namul nasa maen more longlongien onen Ahi. 
2CO.11.11	Tei en kami mimundemi keke narkurtei kataunien ran kami veni envatien onak romultei en kami. !Ka, vuo, romukteinek! Ahi kilea keke envatien onak mul en kami houlu mok.
2CO.11.12	Koakeil avise keil en ‘mari eiloheh keil’ amul avis mani lisenges navong asan selusien one. Sakini, inau niles nisa maen more longlongien onen Ahi min meatin keil veni ek rovattei masan ahho min keil keke avahasi keil avahit umen one vatte tas en umen koa komai memul memumoni. 
2CO.11.13	Koakeil enek avi eiloheh taluvosien keil. Keil amusin en keil en sakien onen eiloheh anatin keil onen Iesu Kristo keke navong amul amum ral min kami akilea avaluvos kami. 
2CO.11.14	Ka ronasil entei sakien one. Veni 
2CO.11.15	Sakini, ronatimanintei navong rolesi keke meatin toumien keil onen emun amul aliluvos avit asuval meatin toumien onen Ahi koa sakien one mal. Ka en keite ten moulien one, Ahi hesani min keil heite koa mal ten sakien taluvosien keil one.
2CO.11.16	Ek rovattei keke mivandemi keke navi varu. Ka navis kami eris keke mihemaenau mun mahasi nau hesuval koakeil enek ten avong havivis hesuval koa navi varu neli. 
2CO.11.17	Navong nihasi nau en tounah keil enek, nirmumontei housil sakien koa Asuv vit moumoni. Vuo, nil niselus hesuval meatin tai koa vi varu enges. 
2CO.11.18	Ka veni meatin houlu amul avasi keil musil rendemien keil onen meatin keil ten out netan enges, inau mun nihasi nau hemukonek. 
2CO.11.19	Veni nakilea keke kami koa mivit mivi meteisau imok misi kami mivakur hihiseien en koakeil enek avi varu. 
2CO.11.20	Veni navong meatin keil umai ka akeih kat kami mivousil rendemien one, kami mimaenis. Kami mimul mimaen keil avenan tounah onami, aling kami en he, avati lat keil en metomi, ka aselus karen kami. 
2CO.11.21	?Mukave? ?Mimundemi keke namemou veni mermumontei vakeih en kami vasuval koakeil enek? Vuo, narmemoutei.
2CO.11.21	Ka asa koa meatin sav keil amul avasi keil eni, inau mun nihasi nau eni heli (miheilea keke namul naselus varu ke). 
2CO.11.22	?Mukave? ?Keil avit avi Siu keil? Inau mun navi Siu. ?Keil avit avi 
2CO.11.23	?Mukave? ?Keil avit avi meatin toumien keil onen Kristo? Inau navi meatin toumien tai koa tahos imok en keil. (!Ei, namul naselus suval navi varu varei!) Veni umen keil onak houlu mulin umen keil one, ka inau nuva en eim takeih avong houlu mok mulin keil. Meatin keil amutetah avek avong houlu mok koa asakras emun avahuli, ka navisu en matien avong houlu. 
2CO.11.24	Hatte elim (5), Siu keil amutetah avek en wip tai avong hanumau tai ka teindan ehat emun (39). 
2CO.11.25	Hatte etel (3), meatin keil amu kikirit inau en ai keil. Hatte tai, vesesal avov vini nau. Hatte etel, namul en sip koa marindu. Ka hatte tai teni, naraheah en atas avong tai ka vongien tai emun. 
2CO.11.26	Avong houlu namual ven umen onen Asuv ka en ualien keil onak navisu en avong takeih houlu. En sise, namu koteh oaisal keil ka navisu en tarhena keil. Meatin keil kati onak ten out Isrel akeih kat nau, ka koakeil emun arvitei Siu amumoni keih enau. Navisu en avong takeih en taon keil, en out volvol, ka en atas emun. Ka nalesi keih en hen koakeil aliluvos avit avi tuak en demkatien. 
2CO.11.27	Nakur mahien veni namum keih houlu, ka vongien houlu narmatiltei. Avong houlu amai ka maroro kat inau. Avong houlu eisin onak rovinvintei ka nalonge anni houlu. 
2CO.11.28	Ka tamun en tounah keil ekek, en avong vasi namundemko houlu ven Kristin keil en sios vasi keil. 
2CO.11.29	Veni navong nalonglong en meatin koa demkatien onen memerau, inau mun, nalonge suval namemerau. Ka navong nalonglong eni keke meatin sav keil amul asakin Kristin tai musavoi en demkatien onen, tinok vepeng veni. 
2CO.11.30	Munak nihasi nau min kami, nil nihasi nau usil tounah koa hetie lat memerauen onak. 
2CO.11.31	Tounah vasi koa navit leini min kami vi anatin. Ahi ka Tata onen Iesu Kristo (koa navati lati lisenges), kei kilea keke narmultei maluvos kami. 
2CO.11.32	Avong tai, navong namul en taon ten out Damaskas, avat ten kavmen ekonek koa asuv houlu Aretas lingi, kei meng kat meatin keil onen avalei kokoe en meteau ten taon keke avahuli kat inau. 
2CO.11.33	Ka tuak keil en demkatien aling nau en atuvoi tai koa arui lati ran ahho ten vieh ten taon enek koa nesa vis nesa, ka arutunau namita netan. Amumoni mukonek keke malohosai ran hen avat ten kavmen enek.
2CO.12.1	Nil nihasi nau, avaseini herkatauntei nau vuo meatin sav. Nihit leini min kami usil tounah koa Asuv vothot eni minau ka en leisanien keil. 
2CO.12.2	Nakilea en Kristin tai
2CO.12.3	Anatin, navit risi keke nareingeingeni keke meatin enek vina ral min aven, vuo ninin onen vina, Ahi enges kilea eni. 
2CO.12.4	Ka meatin enek, asavul lati vina nesa en out koa tahos vis tahos imok. En out enek, kei raengon tounah keil koa meatin keil ten out netan asakras avaselus usili. 
2CO.12.5	Sakini, nihasi nau ven vati meatin enek, ka en usite onak, nihasi nau usil tounah enges koa mul rie lat memerauen onak. 
2CO.12.6	Ka munak nihit mahasi nau ven tounah koa namumoni, nirselus varu entei veni vi anatin. Ka narmumontei keke meatin keil avaling eis ten hetetamenien enau valohlin tounah koa ales inau namumoni vuo araengonau namul naviteni. 
2CO.12.7	Ka vasakinau marvuvuttei nau ven tounah tetahos koa nalesi, Ahi sani minau tounah tai koa san mahien min avek suval sin vatiai tai koa mavul mul en hilivek.
2CO.12.8	Hatte etel napeah Ahi vakulati ranau. 
2CO.12.9	Ka kei vit kesi minau vit, “Vuo, nirkulattei ranuk. Ka nikataunuk ven more envatien onak. Koanek hevinvin enuk. Navong keik komerau, hetie lati mok keihoen onak.” Sakini, nihasi nau hehi houlu mok hetal min sien ven merauen vasi keil onak keke keihoen onen Kristo val en moulien onak. 
2CO.12.10	Sakini, veni nakilea keke namul nakur tounah enek en isen Iesu Kristo, narlongtei vatisa ven merauen keil onak vuo navong meatin keil aselus kutut kat inau. Narmundemkotei navong meatin sav keil amumoni keih minau, asak vis demkatien onak, ka asan mahien minau, veni nakilea keke navong namemerau, en avong etin enek, keihoen onen Kristo mul mum keih imok ka enau. 
2CO.12.11	Navong namul navasi nau mukok, namul naselus varu. Ka kami varei misakinau moumoni. Vahi kami etin koa mivahasi nau, veni narvitei havivi mok en koakeil avise keil en ‘mari 
2CO.12.12	Navong naro ral min kami, avaseini navisu en avong takeih houlu, namules namum. Anatin, namumon merikel keil houlu ka metai savsav keil koa arie lati keke navi eiloheh anatin. 
2CO.12.13	?Mukave? ?Asa varei narmumontei vatal min kami koa namumoni ral min meatin keil en sios sav keil? Tounah tas narmumontei, narvistei kami mivasan mani vakataun nau. ?Sakini, vensa miviteni keke namumoni tisa min kami? 
2CO.12.14	Mihetaengon revi. Namul nasak meseinau keke mamai masao en kami eris koa vahi hatte vatel eni. Ka en avong koanek emun, nirvistei kami ven etai tounah. Veni ek rovattei mivasan tounah keil onami minau. Vuo. Ek vati keke mihesan kami minau. Veni nalonge suval kami mivi titiali keil onak. Ka titiali keil arling ruaintei tounah vakataun tata ka mama one. Vuo, vi tata ka mama keke amul aling ruain tounah vakatau titiali keil one eni. 
2CO.12.15	Inau nasi nau mok masa vasin tounah onak ka moulien onak emun vakataun kami eni. ?Ka munak envatien onak en kami mariso mukok, vensa varei envatien onami enau havivis? 
2CO.12.16	Kami vasi mikilea keke narkurtei tounah ran kami. Ka avaseini, tei en kami amul aselus kutut kat nau avit, “Pol luvos ir ka leh rendemien orer en selusien koa kas.” 
2CO.12.17	?Namumoni mukave? ?Koakeil nasila keil umai ven kami asak visi avaluvos kami keke avalah tounah keil onami? !Vuo! 
