GEN.1.2	E a terra era sem forma e vazia; e 
ZEC.4.11	Falei mais, e disse-lhe: Que são as duas oliveiras à direita do castiçal e à sua esquerda? 
ZEC.4.12	E, falando-lhe outra vez, disse: Que 
ZEC.4.13	E ele me respondeu, dizendo: Não sabes o que é isto? E eu disse: Não, Senhor meu. 
ZEC.4.14	Então ele disse: Estes são os dois filhos do óleo, que estão diante do Senhor de toda a terra.
ZEC.5.2	E ele me disse: Que vês? E eu disse: Vejo um rolo volante, que tem vinte côvados de comprido e dez côvados de largo. 
ZEC.5.3	Então me disse: Esta 
ZEC.5.4	Eu a trarei, disse o Senhor dos Exércitos, e a farei entrar na casa do ladrão, e na casa do que jurar falsamente pelo meu nome; e pernoitará no meio da sua casa, e a consumirá 
ZEC.5.5	E saiu o anjo que falava comigo, e me disse: Levanta agora os teus olhos, e vê que 
ZEC.5.6	E eu disse: Que 
ZEC.5.7	E eis que foi levantado um talento de chumbo, e uma mulher 
ZEC.5.8	E ele disse: Esta 
ZEC.5.9	E levantei os meus olhos, e olhei, e eis que duas mulheres saíram, agitando o ar com as suas asas, pois tinham asas como as da cegonha; e levantaram o efa entre a terra e o céu. 
ZEC.5.10	Então eu disse ao anjo que falava comigo: Para onde levam estas o efa? 
ZEC.5.11	E ele me disse: Para lhe edificarem uma casa, na terra de Sinear, e, estando ela acabada, ele será posto ali, em seu próprio lugar.
ZEC.6.1	E OUTRA vez levantei os meus olhos, e olhei e vi quatro carros que saíram de entre dois montes, e estes montes 
ZEC.6.2	No primeiro carro, eram os cavalos vermelhos, e no segundo carro, cavalos pretos, 
ZEC.6.3	E no terceiro carro, cavalos brancos, e no quarto carro, cavalos grisalhos fortes. 
ZEC.6.4	E respondi e disse ao anjo que falava comigo: Que 
ZEC.6.5	E o anjo respondeu, e me disse: Estes são os quatro ventos do céu, saindo de onde estavam perante o Senhor de toda a terra. 
ZEC.6.6	O 
ZEC.6.7	E os 
ZEC.6.8	E me chamou e me falou, dizendo: Eis que aqueles que saíram para a terra do norte fizeram repousar o meu Espírito na terra do norte.
ZEC.6.9	E a palavra do Senhor veio a mim, dizendo: 
ZEC.6.10	Recebe dos que foram levados cativos: de Heldai, de Tobias, e de Jedaia (e vem naquele dia, e entra na casa de Josias, filho de Sofonias), os quais vieram de Babilónia. 
ZEC.6.11	Recebe, digo, prata e ouro, e faze coroas, e põe-nas na cabeça de Josué, filho de Josadac, sumo sacerdote. 
ZEC.6.12	E fala-lhe, dizendo: Assim fala e diz o Senhor dos Exércitos: Eis aqui o homem cujo nome é Renovo: ele brotará do seu lugar, e edificará o templo do Senhor. 
ZEC.6.13	Ele mesmo edificará o templo do Senhor, e levará a glória, e assentar-se-á, e dominará no seu trono, e será sacerdote no seu trono, e conselho de paz haverá entre eles ambos. 
ZEC.6.14	E estas coroas serão de Helem, e de Tobias, e de Jedaia, e de Chen, filho de Sofonias, como um memorial no templo do Senhor. 
ZEC.6.15	E aqueles que estão longe virão, e edificarão no templo do Senhor, e vós sabereis que o Senhor dos Exércitos me tem enviado a vós; e isto acontecerá, se ouvirdes mui atentos a voz do Senhor, vosso Deus.
ZEC.7.1	ACONTECEU pois, no ano quarto do rei Dario, que a palavra do Senhor veio a Zacarias, no 
ZEC.7.2	Quando de Betel foram enviados Saresar, e Regemelech, e os seus homens, para suplicarem o favor do Senhor, 
ZEC.7.3	Disseram aos sacerdotes que 
ZEC.7.4	Então a palavra do Senhor dos Exércitos veio a mim, dizendo: 
ZEC.7.5	Fala a todo o povo desta terra, e aos sacerdotes, dizendo: Quando jejuastes, e pranteastes, no quinto e no sétimo 
ZEC.7.6	Ou, quando comestes, e quando bebestes, não foi para vós mesmos que comestes e bebestes? 
ZEC.7.7	Não 
ZEC.7.8	E a palavra do Senhor veio a Zacarias, dizendo: 
ZEC.7.9	Assim falou o Senhor dos Exércitos, dizendo: Executai juízo verdadeiro, mostrai piedade e misericórdia, cada um a seu irmão; 
ZEC.7.10	E não oprimais a viúva, nem o órfão, nem o estrangeiro, nem o pobre, nem intente o mal, cada um contra o seu irmão, no seu coração. 
ZEC.7.11	Eles, porém, não quiseram escutar, e me deram o ombro rebelde, e ensurdeceram os seus ouvidos, para que não ouvissem. 
ZEC.7.12	Sim, fizeram os seus corações 
ZEC.7.13	E aconteceu 
ZEC.7.14	E os espalharei com tempestade entre todas as nações, que eles não conheceram, e a terra será assolada atrás deles, de sorte que ninguém passará por ela, nem se voltará; porque têm feito da terra desejada uma desolação.
ZEC.8.1	DEPOIS veio 
ZEC.8.2	Assim diz o Senhor dos Exércitos: Zelei por Sião com grande zelo, e com grande indignação zelei por ela. 
ZEC.8.3	Assim diz o Senhor: Voltarei para Sião, e habitarei no meio de Jerusalém; e Jerusalém chamar-se-á a cidade de verdade, e o monte do Senhor dos Exércitos monte de santidade. 
ZEC.8.4	Assim diz o Senhor dos Exércitos: Ainda nas praças de Jerusalém habitarão velhos e velhas, levando cada um na mão o seu bordão, por causa da sua muita idade. 
ZEC.8.5	E as ruas da cidade se encherão de meninos e meninas, que nelas brincarão. 
ZEC.8.6	Assim diz o Senhor dos Exércitos: Se isto for maravilhoso aos olhos do resto deste povo, naqueles dias, será, também, maravilhoso aos meus olhos? diz o Senhor dos Exércitos. 
ZEC.8.7	Assim diz o Senhor dos Exércitos: Eis que salvarei o meu povo, da terra do oriente e da terra do ocidente; 
ZEC.8.8	E trá-los-ei, e habitarão no meio de Jerusalém; e serão o meu povo, e eu serei o seu Deus, em verdade e em justiça. 
ZEC.8.9	Assim diz o Senhor dos Exércitos: Esforcem-se as mãos de todos vós, que nestes dias ouvistes estas palavras da boca dos profetas, que 
ZEC.8.10	Porque, antes destes dias, não houve aluguer de homens, nem aluguer de animais; nem 
ZEC.8.11	Mas, agora, não serei para com o resto deste povo como nos primeiros dias, diz o Senhor dos Exércitos. 
ZEC.8.12	Porque a semente prosperará, a vide dará o seu fruto, e a terra dará a sua novidade, e os céus darão o seu orvalho; e farei que o resto deste povo herde tudo isto. 
ZEC.8.13	E há de acontecer, ó casa de Judá, e ó casa de Israel, que, assim como fostes uma maldição entre as nações, assim vos salvarei, e sereis uma bênção: não temais, esforcem-se as vossas mãos. 
ZEC.8.14	Porque, assim diz o Senhor dos Exércitos: Assim como pensei fazer-vos mal, quando vossos pais me provocaram à ira, diz o Senhor dos Exércitos, e não me arrependi, 
ZEC.8.15	Assim pensei de novo em fazer bem a Jerusalém e à casa de Judá, nestes dias; não temais. 
ZEC.8.16	Eis as coisas que deveis fazer: Falai verdade, cada um com o seu companheiro; executai juízo de verdade e de paz nas vossas portas; 
ZEC.8.17	E nenhum de vós pense mal no seu coração contra o seu companheiro, nem ame o juramento falso; porque a todas estas coisas eu aborreço, diz o Senhor. 
ZEC.8.18	E a palavra do Senhor dos Exércitos veio a mim, dizendo: 
ZEC.8.19	Assim diz o Senhor dos Exércitos: O jejum do quarto mês, e o jejum do quinto, e o jejum do sétimo, e o jejum do décimo 
ZEC.8.20	Assim diz o Senhor dos Exércitos: Ainda 
ZEC.8.21	E os habitantes de uma cidade irão a outra, dizendo: Vamos depressa suplicar o favor do Senhor, e buscar o Senhor dos Exércitos; eu também irei. 
ZEC.8.22	Assim virão muitos povos, e poderosas nações, buscar em Jerusalém o Senhor dos Exércitos, e suplicar a bênção do Senhor. 
ZEC.8.23	Assim diz o Senhor dos Exércitos: Naquele dia sucederá que pegarão dez homens, de todas as línguas das nações, pegarão, sim, na orla do vestido de um judeu, dizendo: Iremos convosco, porque temos ouvido 
ZEC.9.2	E também Hamath, nela terá termo; e Tiro e Sídon, ainda que sejam mui sábias. 
ZEC.9.3	E Tiro edificou para si fortalezas, e amontoou prata como o pó, e ouro fino como a lama das ruas. 
ZEC.9.4	Eis que o Senhor a despojará, e ferirá no mar a sua força, e ela será consumida pelo fogo. 
ZEC.9.5	Ascalon 
ZEC.9.6	E um bastardo habitará em Asdod e exterminarei a soberba dos filisteus. 
ZEC.9.7	E da sua boca tirarei o seu sangue, e de entre os seus dentes as suas abominações; e ele também ficará como um resto para o nosso Deus; e será como príncipe em Judá, e Ecron como um jebuseu. 
ZEC.9.8	E me acamparei ao redor da minha casa contra o exército, para que ninguém passe e para que ninguém volte, para que não passe mais sobre eles o exator; porque agora vi com os meus olhos. 
ZEC.9.9	Alegra-te muito, ó filha de Sião; exulta, ó filha de Jerusalém: eis que o teu rei virá a ti, justo e Salvador, pobre, e montado sobre um jumento, sobre um asninho, filho de jumenta. 
ZEC.9.10	E destruirei os carros de Efraim e os cavalos de Jerusalém, e o arco de guerra será destruído; e ele anunciará paz às nações: e o seu domínio se estenderá de 
ZEC.9.11	Ainda quanto a ti, por causa do sangue do teu concerto, tirei os teus presos da cova em que não 
ZEC.9.12	Voltai à fortaleza, ó presos de esperança; também hoje vos anuncio que vos recompensarei em dobro. 
ZEC.9.13	Porque curvei Judá para mim, enchi com Efraim o arco; suscitarei os teus filhos, ó Sião, contra os teus filhos, ó Grécia! e pôr-te-ei como a espada de um valente. 
ZEC.9.14	E o Senhor será visto sobre eles, e as suas frechas sairão como o relâmpago; e o Senhor 
ZEC.9.15	O Senhor dos Exércitos os amparará; e comerão, depois que os tiverem sujeitado com as pedras da funda; também beberão 
ZEC.9.16	E o Senhor, seu Deus, naquele dia os salvará, como ao rebanho do seu povo; porque, 
ZEC.9.17	Porque, quão grande é a sua bondade! e quão grande é a sua formosura! o trigo fará florescer os mancebos, e o mosto as donzelas.
ZEC.10.2	Porque os terafins têm falado vaidade, e os adivinhos têm visto mentira e descrito sonhos vãos; 
ZEC.10.3	Contra os pastores se acendeu a minha ira, e castigarei os bodes; mas o Senhor dos Exércitos visitará o seu rebanho, a casa de Judá, e os fará como o seu cavalo de honra na peleja. 
ZEC.10.4	Dele a pedra de esquina, dele a estaca, dele o arco de guerra, dele juntamente sairão todos os exatores. 
ZEC.10.5	E serão como valentes que, pelo lodo das ruas, entram na peleja, esmagando os inimigos; porque o Senhor 
ZEC.10.6	E fortalecerei a casa de Judá, e salvarei a casa de José, e tornarei a plantá-los, porque me apiedei deles; e serão como se os não tivera rejeitado, porque eu sou o Senhor, seu Deus, e os ouvirei. 
ZEC.10.7	E os de Efraim serão como um valente, e o seu coração se alegrará como pelo vinho, e seus filhos o verão e se alegrarão; o seu coração se regozijará no Senhor. 
ZEC.10.8	Eu lhes assobiarei e os ajuntarei, porque os tenho remido, e multiplicar-se-ão como se tinham multiplicado. 
ZEC.10.9	E eu os semearei entre os povos, e lembrar-se-ão de mim em lugares remotos; e viverão com seus filhos, e voltarão. 
ZEC.10.10	Porque eu os farei voltar da terra do Egito, e os congregarei da Assíria; e trá-los-ei à terra de Gilead, e do Líbano, e não se achará 
ZEC.10.11	E ele passará o mar com angústia, e ferirá as ondas do mar, e todas as profundezas dos rios se secarão: então será derribada a soberba da Assíria, e o cetro do Egito se retirará. 
ZEC.10.12	E eu os fortalecerei no Senhor, e andarão no seu nome, diz o Senhor.
ZEC.11.2	Gemei, faias, porque os cedros caíram, porque os mais excelentes são destruídos; gemei, ó carvalhos de Basan, porque o bosque forte é derribado. 
ZEC.11.3	Voz de uivo dos pastores! porque a sua glória é destruída; voz de bramido dos filhos de leões! porque foi destruída a soberba do Jordão. 
ZEC.11.4	Assim diz o Senhor, meu Deus: Apascenta as ovelhas da matança, 
ZEC.11.5	Cujos possuidores as matam e não se têm por culpados; e cujos vendedores dizem: Louvado seja o Senhor, porque hei enriquecido; e os seus pastores não têm piedade delas. 
ZEC.11.6	Certamente não terei mais piedade dos moradores desta terra, diz o Senhor, mas eis que entregarei os homens, cada um na mão do seu companheiro e na mão do seu rei; eles ferirão a terra, e eu não 
ZEC.11.7	E eu apascentarei as ovelhas da matança, as pobres ovelhas do rebanho. E tomei para mim duas varas: a uma chamei Suavidade, e à outra chamei Laços; e apascentei as ovelhas. 
ZEC.11.8	E destruí os três pastores, num mês, porque se angustiou deles a minha alma, e também a sua alma teve fastio de mim. 
ZEC.11.9	E eu disse: Não vos apascentarei mais: o que morrer, morra; e o que for destruído, seja; e as que restarem comam, cada uma, a carne da sua companheira. 
ZEC.11.10	E tomei a minha vara Suavidade e a quebrei, para desfazer o meu concerto, que tinha estabelecido com todos estes povos. 
ZEC.11.11	E foi quebrada naquele dia; e conheceram assim os pobres do rebanho, que me aguardavam, que isto 
ZEC.11.12	E eu disse-lhes: Se 
ZEC.11.13	O Senhor pois me disse: Arroja isso ao oleiro, esse belo preço em que fui avaliado por eles. E tomei as trinta 
ZEC.11.14	Então quebrei a minha segunda vara Laços, para romper a irmandade entre Judá e Israel. 
ZEC.11.15	E o Senhor me disse: Toma ainda para ti o instrumento de um pastor insensato. 
ZEC.11.16	Porque, eis que levantei um pastor na terra, 
ZEC.11.17	Ai do pastor inútil, que abandona o rebanho; a espada 
ZEC.12.2	Eis que eu porei a Jerusalém 
ZEC.12.3	E acontecerá, naquele dia, que farei de Jerusalém uma pedra pesada para todos os povos; todos os que carregarem com ela certamente serão despedaçados, e ajuntar-se-ão contra ela todas as nações da terra. 
ZEC.12.4	Naquele dia, diz o Senhor, ferirei de espanto a todos os cavalos, e de loucura os que montam neles; e sobre a casa de Judá abrirei os meus olhos, e ferirei de cegueira a todos os cavalos dos povos. 
ZEC.12.5	Então os chefes de Judá dirão no seu coração: A minha força 
ZEC.12.6	Naquele dia, porei os chefes de Judá como uma brasa ardente debaixo da lenha, e como um facho entre gavelas; e à direita e à esquerda consumirão a todos os povos em redor, e Jerusalém será habitada, outra vez, no seu próprio lugar, mesmo em Jerusalém. 
ZEC.12.7	E o Senhor primeiramente salvará as tendas de Judá, para que a glória da casa de David e a glória dos habitantes de Jerusalém não seja exaltada acima de Judá. 
ZEC.12.8	Naquele dia, o Senhor amparará os habitantes de Jerusalém; e o que de entre eles tropeçar, naquele dia, será como David, e a casa de David 
ZEC.12.9	E acontecerá, naquele dia, que procurarei destruir todas as nações que vieram contra Jerusalém; 
ZEC.12.10	E sobre a casa de David, e sobre os habitantes de Jerusalém, derramarei o Espírito de graça e de súplicas; e olharão para mim, a quem traspassaram; e o prantearão, como quem pranteia por um unigénito; e chorarão amargamente por ele, como se chora amargamente pelo primogénito. 
ZEC.12.11	Naquele dia será grande o pranto em Jerusalém, como o pranto de Hadadrimon no vale de Megidon. 
ZEC.12.12	E a terra pranteará, cada linhagem à parte: a linhagem da casa de David à parte, e suas mulheres à parte, e a linhagem da casa de Natan à parte, e suas mulheres à parte: 
ZEC.12.13	A linhagem da casa de Levi à parte, e suas mulheres à parte; a linhagem de Simei à parte, e suas mulheres à parte. 
ZEC.12.14	Todas as mais linhagens, cada linhagem à parte, e suas mulheres à parte.
ZEC.13.2	E acontecerá, naquele dia, diz o Senhor dos Exércitos, que tirarei da terra os nomes dos ídolos, e deles não haverá mais memória; e também farei sair da terra os profetas e o espírito da impureza. 
ZEC.13.3	E será que, quando alguém ainda profetizar, seu pai e sua mãe, que o geraram, lhe dirão: Não viverás, porque mentirosamente falaste em nome do Senhor; e seu pai e sua mãe, que o geraram, o traspassarão quando profetizar. 
ZEC.13.4	E acontecerá, naquele dia, 
ZEC.13.5	Mas dirão: Não sou profeta, sou lavrador da terra; porque tenho sido servo, desde a minha mocidade. 
ZEC.13.6	E se alguém lhe disser: Que feridas são essas nas tuas mãos? Dirá ele: São as 
