GEN.1.1	Kitu inanggayát na, ay pinarsuwa ne Dios ya lángit se iya kalawagán. 
1PE.3.1	Ay dakayu wa nat-átawán nin na babbay, peturayán kayu kadaya attáwa nu. Ta senu oray nu akkan da nga mangurug kiya bàbànán ne Dios, ay mangurug da ngala nu masingan da daya napiya nga gangay nu, oray akkan nu tagge ibàbànán kaggída ya mepanggap kiya kur-kurugan nu. 
1PE.3.2	Ta mepassingan kaggída ya kinapiya naya gagángay nu se iya ammatag nu ke Dios. 
1PE.3.3	Ay akkan din na ya amin lasi ngala ya angap-kappiya nu ki baggibaggi nu, ummán kiya angngap-kappiya nu kadaya abù nu, se kadaya aggarmat nu kadaya bal-balitù se daya napiya nga badubádu nu. 
1PE.3.4	Ngamay ipassingan nu wala ya kinapiya nu kiya napiya nga gangay nu, kiya kinatulù nu se kinadínang nu. Ata tú dayán daya mangidde ka kinapiya nu nga akkan na magpurkás, ay ittu pe dayán daya napatag ke Dios. 
1PE.3.5	Ata datu babbay ya mangurug ke Dios kitun, ay ummán pe kiyán tu kinuw-kuwa da, nga ittu tu bátug nangpapiya kaggída. Natulù da kadatu attáwa da, ay se piyáran da peyang pe nge Dios.
1PE.3.6	Ay ummán pe kitu Sara kitun. Natulù kitu Abraham ma atáwa na. Ay ibíláng na pe ka apu na. Ay díkod nu ummán pe kiyán ya kinatulù nu kadaya attáwa nu, ay bíláng annánà nakayu tu Sara, nu napiya daya kuk-kuwaan nu se akkan kayu wa managgansing kadaya pan-panda ngala.
1PE.3.7	Ay dakayu pe nga lalláki, ay ammuwan nu din pànang ya napiya nga akibul-bulun nu kadaya attáwa nu, ay se rispitaran nuda pe. Magmáru kayu kaggída ta nakapsut da may dakayu. Ay nagpapáda kayu wa biyágan ne Dios ka áwan panda gapu kiya agkallà na kadàtada. Kuwaan nu dayán ta senu áwan makalípán kadaya kar-karárag nu.
1PE.3.8	Ya muddi nga kagiyan ku kadakayu ay tú idi. Sissa din ya uray nu ngámin. Magpipinninya kayu wa mangurug, se magkikinnallà kayu se magmar-máru kayu kiya isaisa kadakayu, se magpakumbaba kayu pe. 
1PE.3.9	Ay akkan nu baltan ka nadakè ya nadakè a kuwaan da kadakayu. Ay oray nu nadakè ya kagiyan da kadakayu, ay akkan kayu pe ya sumungbát ka nadakè. May ya kuwaan nu wala, ay ikarárag nuda ngala ke Dios, ta senu kalakkán nada. Ata ittu pe yán ya gapu na nga pinagbalin nitta nge Dios ka annánà na; dàtada ya pangiddanán na kiya pagkallà na. 
1PE.3.10	Ay nán ne Dios kiya nesúrát nga bàbànán na nga,
1PE.3.10	“Nu iinna ya maminya nga middán kiya napiya nga biy-biyág se maminya nga maganggam peyang, ay masápul la akkan na magbutabutal se akkan mamad-padakè. 
1PE.3.11	Masápul la ippà na daya nadakè a gagángay na. Ay daya napiya ngala daya kuwaan na. Ay ya napiya nga akibul-bulun kadaya kasittolay na ya pà-pàgan na peyang pe. 
1PE.3.12	Ata tag-tagasinnán ne Dios se gìnán na daya kar-karárag daya namáru wa tolay, ngamay kalùsawan na daya mangwa ka nadakè,”
1PE.3.12	nán na.
1PE.3.13	Ay áwan tolay ya mangur-úray ya mangwa ka nadakè kadakayu nu napiya peyang daya asikkuwaan nu. 
1PE.3.14	Ay oray pe nu mapal-pallà kayu mepanggap kiya angwa nu kadaya napiya, ay maganggam kayu wala. Akkan kayu wa magansing kadaya tolay ya mamal-pallà kadakayu, ay akkan kayu pe ya managlídug kadaya pan-panda ngala, 
1PE.3.15	nu di kuma nga e Cristo ya ipad-padúma nu peyang, áta aggína ya Apu nu. Ay masápul la sissasagána kayu peyang nga magsungbát nu atán ya magsaludsud kadakayu ka mepanggap kiya namnamáan tada kiya inangngurug tada ke Jesu-Cristo. 
1PE.3.16	Ngamay masápul la annadán nu ya agbàbànán nu, se narispitár kayu pe kadaya agsungbát nu. Ay sin-sinnan nu ta áwan kuma ya nadakè kadaya kuk-kuwaan nu, ta senu daya mangas-assap kiya napiya nga gagángay nu gapu kiya angngurug nu ke Cristo, ay mabàla da nu pad-padàsán dakayu. 
1PE.3.17	Ta napì-piya ngala nga màwa nga mapal-pallà kayu nu ittu ya piyán ne Dios, gapu kiya angwa nu kadaya napiya, may iya mapal-pallà kayu gapu kadaya kuk-kuwaan nu wa nadakè. 
1PE.3.18	Ata oray e Cristo, oray áwan na nga bas-básul kitun, ay akkan naggad-gadduwa nga nangipalúbus kiya baggi na nga matay gapu kadàtada ngámin na maragbásul, ta senu mabalin tada ya makikappiya ke Dios. Ay annung na tunin na namissán na nekatay na. Pinatay da tu baggi na may akkan wayya nga natay tu kaduduwa na. 
1PE.3.19	Ay tu kaduduwa na, ay nawe nagbàbànán kiya mepanggap kaggína kadaya sibbabálud da kaduduwa datu tolay ya natay yin. 
1PE.3.20	Ay tú dedi datu kaduduwa datu tolay ya akkan nangur-kurug ke Dios kitu kakowad pikam natu Noa. Inin-indaggán ne Dios tu panangngurug da kitu kowad pikam natu Noa nga mangwa kitu abay pànang nga biray na. Ngamay wal-walu wala nga tolay datu netangálà kitu abay biray, nga ittu datu nabiyág kitu dallis.
1PE.3.21	Ya bátug natun na nàwa, ay ya nekabawtisáran tada nga ittu ya kelísi ta kiya ammánis ne Dios. Ngamay akkan gapu ta nabguwán daya baggi tada, nu di gapu ta nakipakawan tada ngin ke Dios kadaya bas-básul tada, ta senu pumiya ya ur-uray tada ngin. Ay màwa tada ya makipakawan gapu kiya angngurug tada kiya nelaltu ne Jesu-Cristo, 
1PE.3.22	nga ittu tu nawe ka lángit tin. Ay aggína ya atán kiya pane diwanán ne Dios, ta aggína ya naturáy kiya ngámin. Itur-turayán na daya anghel se daya duddúma nga atán turáy se ammanakabalin ka lángit.
1PE.4.1	Ay gapu lugud ta napal-pallà e Cristo, ay aggína ya pagtaldán nu kiya aglam-lammat nu, ta senu mapabagkad daya ur-uray nu oray maparigátan kayu. Ata nu mapar-parigátan ya isa nga tolay gapu kiya angngalùsaw na kiya nadakè, ay maawátan na nakusap pin kiya agbas-básul na. 
1PE.4.2	Díkod manggayát kídi panda kiya panda naya agbiyág nu kídi kalawagán ni, ay masápul la dayán nala nga piyán ne Dios daya kuwaan nu peyang, nga akkan nu ittu pogupán daya kil-kelug daya baggi nu. 
1PE.4.3	Makusap kayu win kadaya kuk-kuwaan nu kitun na nadakè nga ummán kadatu pà-pàgan daya akkan mangurug ke Dios nga kuwaan. Ta nabayág kayu wa nagbiy-biyág kitun nga áwan na aggan-annád kadaya nadakè a kelugán daya baggi nu. Maragging-inglaw kayu, se palotán tu agsasay-am nu, se palotán pe tu aggud-udma nu. Ay nàwa nu pe tu lùsawan tutu wala ne Dios nga agday-dáyaw nu kadaya sinan diy-diyos.
1PE.4.4	Ay datu kabung-bungguy nu kitun, ay masdaáwan da kídi yin ta tura kayu wa akkan nin na umataatangya kaggída kadaya nadakè a kuk-kuwaan da. Ay ittu yanin ya panggayatán da nga mamad-padakè kadakayu. 
1PE.4.5	Ngamay kiya umbet ta algaw, ay aggída kampela ngin nin ya magsungbát kiya àráng ne Dios. Aggína ay sissasagána nga mangguwes kadaya ngámin na tolay ya sibbiyág, ay se oray pe datu natay yin. 
1PE.4.6	Ay ittu pe ya gapu na nga nebàbànán pe ya mepanggap ke Cristo oray kadatu natay yin. Ta senu oray kitu kasibbiyág da pikam, ay naukum ne Dios da ngin kiya nekatay da nga ummán kiya kàwaán ngámin tolay, ay get nu makapagbiyág ya kaduduwa da nga ummán kiya agbiyág ne Dios.
1PE.4.7	Tagay yin ya ipappanda daya ngámingámin, ay túya masápul ya aggan-annád nu, se ya napiya nga aggur-uray nu, ta senu áwan ya makalípán kiya panagkar-karárag nu. 
1PE.4.8	Ay ya munna nga mepas-pasnà kuma, ay ya agpipinninya nu peyang, áta sippapakawan tada kadaya adu pànang nga bas-básul daya duddúma kadàtada nu piyán tadada.
1PE.4.9	Maganggam kayu wa manangaíli kadaya kabbulun nu nga akkan kayu wa umagáwa. 
1PE.4.10	Ata niddán nitta ngámin ne Dios ka kababalin tada. Ay ittu ya masápul la usaran tada kiya agsirbi tada kiya isaisa kadàtada, ta ittu ya masápul la kuwaan naya mapiyár ra pakammuwan ne Dios kadaya nagbal-baláki nga pagkallà na. 
1PE.4.11	Daya pangibàbànánan ne Dios, ay masápul la ibàbànán da ya bàbànán na. Ay daya para túlung kadaya mangurug, ay akkan da din na natagàna nga sumeng, ay e Dios ya mangidde kiya bílag da. Kuwaan nu dayán ta senu mapadayáwan ne Dios kiya ngámin gapu ke Jesu-Cristo. Ta aggína ya kurug ga rabbang na nga day-dayáwan. Ay aggína pe ya katurayán ka áwan panda. Amen.
1PE.4.12	Dakayu wa pà-pàgan ku nga wawwági, akkan nu din na pagballà daya napanat pànang nga kapar-parigátan na màlamán nu. Akkan na nakas-kasdáaw dayán, ta ittu yán ya pagsisímán ne Dios kadakayu. 
1PE.4.13	May maganggam kayu wala ta bíláng nga mepagrígát kayu ke Jesu-Cristo. Ay díkod maganggam kayu pànang kiya oras nga kepakammu naya kinadáyaw na.
1PE.4.14	Ay maganggam kayu wala nu pad-padàsán dakayu gapu kiya angngurug nu ke Cristo. Oray ta atán kadakayu nga mangitur-turáy ya naturáy nga Ispiritu nga ittu ya Ispiritu ne Dios. 
1PE.4.15	Ngamay áwan kuma kadakayu ya mapal-pallà gapu kiya nadakè a kuk-kuwaan na, nga ummán kadaya makapatay wànu magtákaw, onu gapu kiya akiram-ráman na kiya biy-biyág naya isa tolay.
1PE.4.16	Ay nu mapal-pallà kayu gapu kiya angngurug nu ke Cristo, ay akkan nu wa kìpattán yán. Ngamay dayáwan nu wala nge Dios ta mapal-pallà kayu gapu ke Cristo. 
1PE.4.17	Ta ginayatán ne Dios sin ya angngukum na kadaya ngámin tolay, ay manggayát kadàtada nga tolay na. Ay nu dedi ya kapal-palakkán tada ay ittu ya anggayát na kadàtada nga mangurug, ay tú nád agpà in ya kapàyanán daya akkan na mangurug kiya bàbànán ne Dios mepanggap ke Cristo! 
1PE.4.18	Ay ummán kiya nán naya nesúrát nga bàbànán ne Dios nga,
1PE.4.18	“Nu nasulit ya kálà daya namáru wa tolay, ay tú nád agpà in daya akkan na mangur-kurug ke Dios se daya maragbásul!”
1PE.4.18	nán na.
1PE.4.19	Ay díkod dakayu wa mapal-pallà gapu ta ittu ya piyán ne Dios nga màwa kadakayu, ay masápul la daya napiya ngala peyang daya kuwaan nu. Ipiyár nu wala daya biyág nu ke Dios, nga ittu ya namarsuwa kadàtada.
1PE.5.1	Kadakayu wa pangmanàman daya mangurug, ay atán ya piyán ku wa kagiyan. Iyà ay páda dà pe ya pangmanàman. Ay se iyà ay nasingan ku tu nekapal-pallà ne Cristo. Ay isa ngà pe nga meráman kiya dáyaw na nga mepassingan nu isa ngalgaw. 
1PE.5.2	Tú idi ya kagiyan ku kadakayu. Tarànan nu daya mangurug ga nepiyár kadakayu, nga ittu daya árig ga karneru ne Dios. Ay maganggam kayu din nala kiya agtarakan nu kaggída, nga akkan din gapu ta mapil-pílit kayu. Ay akkan din na manalitangdán ya lam-lamtan nu, nu di gapu ta ittu ya asikkuwaan nu. 
1PE.5.3	Ay akkan kayu wa tagaman-mandár kadaya nepiyár na kadakayu, may passingannán nuda ngala ka pagtaldán da nga kinapiya. 
1PE.5.4	Ay kiya ilalbet kammin naya Apu daya árig maragtarakan ka karneru, ay middán kayu ka tangdán nu wa napatag pànang nga áwan na nga agpurkás.
1PE.5.5	Ay ummán pe kadakayu wa nabbing, magpinnoray kayu kadaya nanákam may dakayu. Magpakumbaba kayu peyang kiya isaisa kadakayu, áta nán naya nepesúrát ne Dios nga bàbànán na nga,
1PE.5.5	“Kalùsawan ne Dios daya magpang-pangátu, ay namáru kadaya napakumbaba,”
1PE.5.5	nán na. 
1PE.5.6	Magpakumbaba kayu lugud ke Dios nga katurayán, ta senu ipangátu nakayu nu umbet ya oras nga piyán na kampela ngin nin. 
1PE.5.7	Ay ipiyár nu ngámin daya riribù nu kaggína, áta tag-tagasinnán nakayu peyang.
1PE.5.8	Magannád kayu se magtaron kayu. Ata ya kalínga tada nga e Sairu, ay ummán ka magúngug ga láyon na áwan na nga sinád da magsap-sápul ka patayan na. 
1PE.5.9	Pàkadan nu. Ay kaligdaan nu ya angngurug nu ke Dios. Oray ta ammu nu mà nga sangapáda kayu wa mapar-parigátan se daya kabbulun tada nga mangurug ke Dios kídi ya kalawagán.
1PE.5.10	Ay nu mabalin ya kapar-parigátan nu ka tangapurù, ay e Dios nga maramminya pànang kadàtada, ay aggína ya mamabílag kadakayu se aggína ya mamaligda kiya angngurug nu. Ay kuwaan na nga áwan nu wa pagkurángan, ta aggína mà ya nangikísi kadakayu nga padayáwan na ka áwan panda gapu kiya angngurug nu ke Jesu-Cristo. 
1PE.5.11	Ay aggína ya katurayán peyapeyang ka áwan panda. Amen.
1PE.5.12	Ay e Silas ya sinummeng kiyà a nangwa kídi ya bittì a súrát ku, ta ibíláng ku wa mapiyár ra wagì. Ay ya gapu naya nagsúrát ku kadakayu, ay piyán ku wa matul-tulduwán takayu. Piyán ku pe nga mammuwán nu nga dedi ya nekagiyán ku kadakayu, ay tú idi ya kurug ga agkallà ne Dios. Ay akkan nu wa kal-kaligpanán idi ya agkallà na.
1PE.5.13	Ay makikumusta pe daya mangurug kanedi Babilonia
1PE.5.14	Magkikinnumusta kayu ka angngipassingan nu kiya amminya nu kiya isaisa kadakayu.
1PE.5.14	Ay napiya din ya ur-uray nu ngámin na mangurug ke Cristo.
2PE.1.1	Iyà e Simon
2PE.1.1	Nagsúrát tà manin kadakayu wa niddán ne Dios se Jesu-Cristo wa marammiyág ka angngurug ga páda pe naya angngurug ga nidde na kadakami. Sangapáda ya angngurug tada nga nidde na, áta áwan na nga pagdudúmán kadaya tolay.
2PE.1.2	Ay sápay kuma ta mammuwán nu tutu wala pànang ya agkallà ne Apu Dios, ay se pumiya pànang kuma pe daya ur-uray nu, gapu kiya akammu nu ke Dios se ke Jesu-Cristo wa Apu tada.
2PE.1.3	Ay gapu kiya ammanakabalin ne Dios, ay nidde na kadàtada ngámin daya masápul tada kiya angngikurug tada kadaya piyán na kídi ya biyág. Ay kinuwa na yán gapu ta nammuwán tada tutu wala nge Jesu-Cristo. Aggína ya namíli kadàtada nga piyán na nga iráman kiya kinadáyaw na se kiya kinaturáy na. 
2PE.1.4	Ay túya adu daya napatag pà-pànang nga nekari na kadàtada, ta senu gapu kadedi ya nekari na, ay malisiyán tada daya ngámin na mamadakè kadàtada gapu kadaya nadakè a asikkuwaan daya tolay ked kalawagán. Ay senu mepagangay pe kadàtada ya ummán kiya gangay ne Dios.
2PE.1.5	Ay lugud kuwaan nu ya mabaal nu wa mangwa ka napiya, nga ittu ya masápul kiya angngurug nu. Ay kiya angwa nu kadaya napiya, ay masápul nu pe ya magsírib. 
2PE.1.6	Kiya agsírib nu, ay masápul nu ya magan-annád kiya aglam-lammat nu. Ay kiya aggan-annád nu, ay masápul nu pe ya magan-ánus. Ay kiya aggan-ánus nu, ay masápul ya angngikurug nu ke Dios. 
2PE.1.7	Ay kiya angngikurug nu ke Dios, ay masápul pe nga nindù kayu kadaya wawwági nu ki angngurug, ay se maramminya kayu pe. 
2PE.1.8	Ata nu atán dedi kadakayu win, ay se nuda kuwaan peyang pe, ay akkan wayya nga áwan surbi daya kuk-kuwaan nu nga napiya. Ay maam-amúngán pe ya ammu nu mepanggap ke Jesu-Cristo wa Apu tada. 
2PE.1.9	Ngamay daya tolay ya mangurug ga áwan dayán kaggída, ay árig da ya nagrádam wànu nakúláp. Akkan da am-ammu win tu nàwa kaggída nga nammakawan ne Dios kadatu bas-básul da kitun.
2PE.1.10	Ay lugud wawwági, ipas-pasnà nu ya mangipassingan na kurug ga píli nakayu nge Dios nga pinagbalin na ka annánà na. Ay nu kuwaan nu dayán na kinag-kagì kadakayu, ay áwan nu win na keaw-awagwaggán ki angngurug nu. 
2PE.1.11	Ay sikkaanggam pànang nge Jesu-Cristo wa marammiyág se Apu tada, nga mangalà kadakayu kiya pangiturayán na ka áwan panda.
2PE.1.12	Ay túya oray nu nammuwán nu dedi yin na nekagiyán ku kadakayu, ay se kurug ya angngurug nu win kiya kurug ga sur-súru mepanggap ke Jesu-Cristo, ay piyán ku nga ipad-padamdam peyang kadakayu. 
2PE.1.13	Ta ammù nga kasapúlán ya angipad-padamdam ku kadayán kiya kasibbiyág ku pikam. 
2PE.1.14	Ata ammù nga akkan pe yin na mabayág ya agbiyág ku, ta nepakammu tutu wala ne Jesu-Cristo wa Apu tada kiyà. 
2PE.1.15	Ay ittu pe ya gapu na nga kuwaan ku ya mabaal ku, ta senu oray nu matay yà in, ay atán nala ya pakadamdammán nu kadayán ki oray nágan na nga oras.
2PE.1.16	Ta akkan wayya nga adodit tala daya nasírib ba tolay tu nebàbànán mi kadakayu mepanggap kiya kinaturáy ne Jesu-Cristo se kiya ilalbet na kammin. Ata dakami ay nasingan mi nga mismu ya diláng na. 
2PE.1.17+2PE.1.18	Ata uwad kami pe kitu inammadáyaw ne Dios nga Ama na kaggína kitu napatag ga bantay, áta kabulun nakami kitun. Ay nagìna mi pe tu úni nga gayát ka lángit, kane kagiyan ne Dios nga kangatuwán kaggína ya, “Tú idi ya pà-pàgan ku wa An-anà ku, ay anggamman ku pànang pe,” nán na.
2PE.1.19	Ay díkod nammuwán mi nga kurug tutu wala datu nekagiyán datu profeta
2PE.1.20	Ngamay masápul la ammuwán nu wa áwan tolay ya maketarus kaggína kampela ngin kiya sarut naya bàbànán ne Dios, nga nepesúrát na kitun. 
2PE.1.21	Ata daya nesúrát ta bàbànán ne Dios, ay akkan wayya nga gayát kadaya lam-lammat kampela daya tolay yin. May gapu ta datu profeta kitun, ay ab-abul-bulunan naya Ispiritu ne Dios da, ay túya datu nebàbànán da ay e Dios ya nagpapekagi kaggída.
2PE.2.1	Kitun, ay uwad da nga nagpamaráng nga profeta. Ay páda na pe ya màwa kídi yin. Atán da pe daya magtùgud ka busid da nakak-akkurug nga ittu ya mangdadál kiya angngurug nu. Ay ituláyaw da pe ye Cristo wa Apu nga ittu ya nangikáru kadaya bas-básul da. Ay túya akkan magbayág dayán ta panísan ne Dios da. 
2PE.2.2	Ay oray nu mapakuna, ay adu pe daya umatangya kadaya manakidakè ala nga kuk-kuwaan da. Ay gapu kaggída, ay pad-padàsán da tolay ya kur-kurugan tada nga mepanggap ke Cristo. 
2PE.2.3	Ay gapu kiya kinaágum da ka pirà, ay kuwaan dakayu wala ka pangluwán da gapu kiya bàbànán na palabúga da kampela ngin nin. Ngamay dayán, ay napabásul da ngin oray kitun kam. Ay akkan da pe wayya nga malisiyán nin ya kapanísán da.
2PE.2.4	Ata oray datu nagbásul la anghel ne Dios kitun, ay akkan nada wayya nga kinengán, nu di nada nga nippan ka impiyernu. Ay atán da kam kannán na sibbabálud kiya nagìbat ta giyán na magin-indag kiya ammánis ne Dios kaggída.
2PE.2.5	Ay ummán pe. Akkan kinengán ne Dios datu inagkona ked kalawagán ni gapu kadatu nadakè a kinuw-kuwa da, ta linnap na ngidi ya kalawagán. Tittu de Noa nga ittu tu maragbàbànán ka panggap kiya panagmar-máru daya tolay, se datu pittu pikam ma kabbulun na tu biniyág na.
2PE.2.6	Ay sinìdug pe ne Dios datu íli Sodom se Gomorra ka namanísán na kadatu nadakè a tolay kadatun na íli. Ay kinuwa na tun ka angipassingan na kiya kapanísán pe daya akkan na mangur-kurug kaggína. 
2PE.2.7	Ay gapu ta namáru tu Lot, ay se nariribù pànang kadatu kuk-kuwaan datu keliyán na nga nadakè, ay tútu biniyág ne Dios. 
2PE.2.8	Ata inalgaw wa magpannakit tu Lot kitu aggigìna na se agsisíngan na kadatu nadakè a kuk-kuwaan datu tolay, áta namáru lugud nga tolay.
2PE.2.9	Ay tú dayán daya mangipassingan kadàtada nu wà ummán naya angngilísi ne Apu Dios kadaya mangurug kaggína kadaya kapar-parigátan da. Tú pe dayán daya angngipakammu na kiya ammarígát na kadaya nadakè a tolay panda kiya ammánis na kaggída. 
2PE.2.10	Tàwán kam kadaya tolay ya tú da la nga sur-surútan daya nadakè a kelugán daya baggi da, se daya mangirupat kiya kinaturáy ne Dios.
2PE.2.10	Dayán ay naturad da se magpang-pangátu da pe. Akkan da magansing nga mangagi ka nadakè kadaya anghel ne Dios. 
2PE.2.11	Ay oray daya anghel ne Dios, oray natù-turáy da may dayán na magtù-tùgud ka busid, ay akkan dada pad-padàsán kiya àráng ne Dios kiya ammabásul da kaggída. 
2PE.2.12	Ay dayán na tolay ay tagapáapáas da ngala kadaya akkan da nga maaw-awátan. Ummán da kadaya ul-ulolag ga áwan na uray, nga daya nekatúkád da gagángay da daya sur-surútan da ngala. Ay áwan pagung-ungdáran dayán na ul-ulolag nu di iya angnígay se ammatay daya tolay kaggída. Ay ummán pe kiyán ya kàwaán daya tolay ya magtù-tùgud ka busid ta matay da pe.
2PE.2.13	Ay magrig-rígát da, ta ittu ya supápà naya kinuwa da nga namarígát kadaya duddúma. Ganásan da ya mangwa kadaya kelugán daya baggibaggi da oray algaw. Dayán na tolay ay mangmansà da kadakayu kiya kepang-pangán da kadakayu kiya nagánas nga panagkakán nu. Mepaggan-gánas da kadakayu may ya kinur-korugán na, ay ial-alílaw dakayu.
2PE.2.14	Nadakè peyang ya lam-lamtan da kiya oray inna nga babay ya masingan da. Ay áwan panda naya akabasu-básul da. Kas-kasabaan da daya tolay ya nakapsut ta angngurug. Ay kapenamán da ngin ya magágum. Ngamay yán nala nga ammánis ne Dios kaggída ya id-iddaggán da.
2PE.2.15	Ay dayán ya tolay, ay nagal-aliwagwag da ngin ta akkan da ngin na sur-surútan ya kurug. Sillad da tu Balaam ma profeta kitun na an-anà natu Bosor. Ata tu Balaam, ay magipirà. Ay oray nu nadakè, ay kuwaan na basta middán nala ka pirà. 
2PE.2.16	Ngamay nagúni nga ummán ka tolay tu asnu
2PE.2.17	Dayán na tolay nga magtù-tùgud ka busid, ay árig da pe ya nassiyánan na gabbuwà, ay meárig da pe kadaya angap pa ìpúrán la naya bal-báli. Pinadán ne Dios ya pagyanán dayán na tolay, nga ittu ya nagìbat pànang nga giyán. 
