MAT.1.1	Jézi Kwi sé désandan Wa David épi désandan Abrahanm. Mi non jennenwasyonʼy:
JAS.3.11	An sous dlo pa ka voyé bon dlo èk dlo salé an menm twou-a. 
JAS.3.12	Fwè èk sè mwen, an pyé fig pa sa pòté mango, an pyé siwèt pa sa voyé fig, ni an sous dlo ki salé pa sa voyé bon dlo.
JAS.3.13	Si la ni pyèsonn anpami zòt ki ni lasajès èk lakonpwann, sé pouʼy moutwé sa adan bon mannyè-a i ka viv-la. Sé pouʼy fè bon bagay èk abésé kòʼy èk lasajès-la i ni-an. 
JAS.3.14	Mé si ou jalouzi èk ou ka tjenbé moun an tjèʼw èk ou la pou kòʼw yonn, pa bat bouch ou ennitil èk di ou ni lasajès avan ou fè péché kont lavéwité-a. 
JAS.3.15	Sé pa Bondyé ki ka bay kalité lasajès sala. Népòt moun sa ni kalité lasajès sala, paski i sòti an latè-a èk i pa sòti an Lèspwi Bondyé. I sòti an lèspwi Denmou. 
JAS.3.16	Lè la ni moun ki jalouzi èk yo la pou kò yo yonn, la kay toujou ni dézòd èk tout kalité movèzté. 
JAS.3.17	Mé moun ki ni lasajès-la ki sòti an syèl-la, pwèmyéman yo ka viv an lavi ki nèt, yo ni lapé, yo dous èk yo ni bon mannyè. Yo toujou ni konpasyon èk yo ka fè tout kalité bon bagay. Yo pa ka ni pwéféwans èk yo pa ipokwit. 
JAS.3.18	Sé moun-an ki ka fè lèlmi vini jan-an ka planté gwenn lapé èk yo menm kay wékòlté an lavi ki dwèt douvan Bondyé.
JAS.4.1	Koté tout sé babyé-a èk sé goumen-an ki anpami zòt-la ka sòti? Yo ka sòti an vyé dézi-a ki ka goumen andidan zòt-la. 
JAS.4.2	Ou vlé ni bagay mé ou pa sa ni yo. Ou ka tjwé moun afòs ou anvi ni sé bagay sala, mé ou pa sa jwenn yo. Ou ka babyé èk ou ka goumen. Ou pa ka jwenn sa ou vlé-a paski ou pa ka mandé Bondyé. 
JAS.4.3	Épi lè ou mandéʼy, ou pa ka jwenn paski wézon-an ou ka mandé-a pa bon. Ou ka mandé bagay pou satisfè vyé déziʼw-la tousèl. 
JAS.4.4	Débann moun ki pa ni lafwa an Bondyé! Ès ou pa sav lè ou enmen sé bagay latè-a ou sé lèlmi Bondyé? Kon sa, moun-an ki kanmawad latè-a ka vini lèlmi Bondyé. 
JAS.4.5	Pa kwè lévanjil-la sé pa lavéwité lè i di, “Jalouzi-a Bondyé ni pou lèspwi-a i mété andidan nou-an fò an pil.” 
JAS.4.6	Mé lagwas-la Bondyé ka bay-la pli fò toujou. Kon lévanjil-la di:
JAS.4.6	“Bondyé kont sé moun-an ki ka kwè yo-a,
JAS.4.6	mé i ka voyé lagwas li asou sé moun-an ki ka abésé kò yo-a.”
JAS.4.7	Kon sa abésé kòʼw bay Bondyé. Goumen kont Denmou èk i kay kouwi baʼw. 
JAS.4.8	Vini pwé Bondyé èk i menm kay vini pwéʼw. Sé pou zòt ki ka fè péché lavé lanmen péché zòt-la. Tiwé péché an laviʼw, ou ki vlé enmen Bondyé èk latè-a ansanm. 
JAS.4.9	Sé pouʼw ni lapenn, hélé fò èk pléwé. Sé vonmyé ou pléwé pito ou wi, vonmyé ou ni lapenn pasé tjè kontan. 
JAS.4.10	Abésé kòʼw douvan Senyè-a èk i kay lévéʼw anlè.
JAS.4.11	Pa malpalé yonn a lòt, fwè èk sè. Népòt moun ki ka malpalé ében jijé an fwè ében an sè, sé lwa Bondyé menm i ka malpalé èk jijé. Si ou ka jijé lwa-a, ou pa ka obéyi lwa-a ankò, sé jijé ou ka jijéʼy. 
JAS.4.12	Sé Bondyé yonn ki ka fè lwa èk sé li yonn ki ka jijé. Sé li yonn ki sa sové èk sé li yonn ki sa détwi. Ki moun ou kwè ou yé kon sa, pouʼw sa jijé lézòt?
JAS.4.13	Bon, kouté byen, ou ki ka di, “Jòdi-a ében denmen nou kay alé an tèl tèl vil, èk lè nou wivé nou kay wèsté la pou yon lanné, nou kay achté èk vann bagay èk nou kay fè lajan.” 
JAS.4.14	Ou pa menm sav sa ki kay fèt denmen! Laviʼw sé menm kon an vapè ki pawèt pou an ti mouman èk la menm i dispawèt. 
JAS.4.15	Okontwè, mi sa ou sipozé di: “Si Bondyé vlé, nou kay viv èk nou kay fè si ében sa.” 
JAS.4.16	Mé pou diʼw lavéwité-a, sé kwè ou ka kwèʼw lè ou ka bat bouch ou èk di sa ou kay fè, èk ou pa ka mété Bondyé andidan zafèʼw. Sa sé an mové bagay. 
JAS.4.17	Moun-an ki konnèt bon bagay-la i ni pou fè-a mé i pa ka fèʼy ka fè péché.
JAS.5.1	Bon, kouté byen, ou menm ki wich. Ou pé koumansé pléwé dépi atjwèlman pou sé soufwans-lan ki kay vini anlèʼw-la. 
JAS.5.2	Sé wichès ou-a kay pouwi, èk wavèt kay manjé sé bèl had ou-a. 
JAS.5.3	Lò-a èk dajan-an ou ja séwé-a kay plen lawouj, épi asou jou jijman-an, moun kay wè ou té vowas èk ou té la pou kòʼw yonn. Èk lawouj sala kay détwi kòʼw menm kon difé. Ou ja séwé an chay lajan pou sé dènyé jou sala. 
JAS.5.4	Chonjé mannyè ou pa té péyé sé moun-an ki wékòlté jadenʼw-lan. Tann mannyè yo ka pléwé kont ou. Vwa yo ja wivé jis an zòwèy Bondyé Senyè-a ki ni tout pouvwa-a. 
JAS.5.5	Ou viv laviʼw an latè-a an plézi paski ou té sa achté sa ou vlé. Ou vini gwa menm kon an bèf yo fè vini gwa pou yo té tjwé. 
JAS.5.6	Ou ja kondanné èk tjwé moun ki inosan, èk yo pa té sa fè pyès défans pou kò yo.
JAS.5.7	Sé pouʼw ni pasyans, fwè èk sè, pou jis lè Senyè-a kay vini. Gadé ki mannyè moun-an ki ka planté jaden-an ka èspéyé èk pasyans pou jaden-an i ka dépan anlè-a pwodwi manjé. I ka èspéyé èk pasyans pou jis pwèmyé èk dènyé sézon lapli-a. 
JAS.5.8	Kon sa sé pouʼw ni pasyans tou. Pa dékouwajé, paski Senyè-a ka vini talè.
JAS.5.9	Pa bougonnen kont yonn a lòt, fwè èk sè, pou Bondyé pa jijéʼw menm, paski jij-la tou pwé ka vini. 
JAS.5.10	Fwè èk sè mwen, chonjé sé pwòfèt-la ki té ka palé konmisyon Senyè-a. Gadé mannyè yo té doubout fò èk pasyans lè yo té ka soufè. Sé pouʼw fè menm kon yo. 
JAS.5.11	Nou ka di yo sé moun Bondyé benni paski yo té doubout fò èk pasyans. Ou ja tann mannyè Jòb té ni pasyans lè i té ka soufè, èk ou ja tann sa Bondyé Senyè-a té fè ba li an bout-la, paski Senyè-a bon èk i ni konpasyon.
JAS.5.12	Fwè èk sè mwen, avan tout lòt bagay, mi sa ki pli enpòtan: Pa fè sèman lè ou ka fè an pwonmèt. Pa fè sèman asou syèl-la ni asou latè-a, ni asou pyès lòt bagay. Lè ou ni pou di “wi” di wi, èk lè ou ni pou di “non” di non. Tjenn pwonmèt ou èk Bondyé pa kay kondannéʼw.
JAS.5.13	Si la ni pyès an zòt ki an twaka, sé pouʼy pwédyé. Si la ni pyès ki ni tjè kontan, sé pouʼy chanté èk wimèsyé Bondyé. 
JAS.5.14	Si la ni pyèsonn ki malad anpami zòt, sé pouʼy voyé kwiyé sé ofisyé-a ki ka kondwi légliz-la. Yo kay pwédyé ba li èk yo kay vidé lwil anlèʼy an non Senyè-a. 
JAS.5.15	Lè yo pwédyé èk lafwa èk kwè ki Bondyé kay djéwi moun sala, Bondyé kay viwé ba li santé ankò èk pawdonnenʼy si i ja fè péché. 
JAS.5.16	Kon sa konfésé péché zòt bay yonn a lòt èk pwédyé bay yonn a lòt pou Bondyé sa djéwi zòt. Lapwiyè an nonm ki ka viv dwèt douvan Bondyé ni an pil pouvwa. 
JAS.5.17	Pa obliyé, Ilaydja sété an nonm menm kon nou. I té pwédyé wèd pou lapli pa tonbé, épi lapli pa tonbé pou twa lanné é dimi. 
JAS.5.18	Apwé sa, i pwédyé pou lapli, èk syèl-la ladjé lapli pou tè-a té pwodwi fwiʼy.
JAS.5.19	Fwè èk sè, si yonn an zòt kité chimen lavéwité-a èk an lòt fwè mennenʼy viwé ankò, pa obliyé, 
JAS.5.20	moun-an ki fèʼy kité vyé chimen-an i té pwan-an kay sové lam li anba lanmò. Èk Bondyé kay pawdonnenʼy an pil péché.
1PE.1.1	Sé mwen Pita ki sé an zapòt Jézi Kwi ki ka ékwi lèt sala, bay zòt sé moun-an Bondyé ja chwazi-a ki simen kon étwanjé an tout Pontòs, Galécha, Kapadosiya, Écha épi Bifiniya. 
1PE.1.2	Bondyé Papa té ja sav avan, i té kay chwazi zòt épi sèvi Lèspwiʼy pou té sa fè zòt vini nèt pou li yonn, épi pou fè zòt obéyi Jézi Kwi. Zòt té nétwayé lè Jézi mò asou kwa-a bay zòt. Mwen ka mandé Bondyé pou bay zòt an gwantman lagwas épi lapé.
1PE.1.3	Annou wimèsyé Bondyé ki sé Papa Senyè nou Jézi Kwi. I sé kon Bondyé té ni tèlman konpasyon pou nou i ban nou an lavi ki nèf. Épi lè Bondyé wésisité Jézi Kwi hòd lanmò, sa ban nou an èspwa ki vivan. 
1PE.1.4	Nou ka èspéyé pou jou-a Bondyé kay ban nou tout sé bèl bennédiksyon-an i ja tjenn an syèl ban nou-an. Sé bennédiksyon sala pa sa janmen pouwi, ni gaté ében fini. 
1PE.1.5	Pouvwa Bondyé kay pwotèkté zòt jis tan zòt jwenn salvasyon sala, paski zòt ni lafwa an li. Bondyé kay wévélé ban nou tout sé bennédiksyon salvasyon-an asou dènyé jou-a.
1PE.1.6	Zòt sipozé kontan pou tout sé bagay sala, menm si apwézan i nésésè pou zòt sa soufè tout sòt kalité soufwans. 
1PE.1.7	Sé soufwans sala kay moutwé zòt ni lafwa an Jézi Kwi pou vwé. Jik lò, pou ou sa piwifyéʼy, ni pou pasé anba gwan difé, magwé an jou tout lò kay détwi. Ében sé kon sa lafwa zòt ki pli enpòtan pasé lò ni pou pasé anba an lègzanmé pou zòt sa sav si i bon. Épi asou jou-a Jézi kay pawèt pou tout moun sa wèʼy-la Bondyé kay glowifyé zòt épi bay zòt lonnè épi di zòt fè bon. 
1PE.1.8	Magwé zòt pʼòkò janmen wèʼy, zòt ni lanmityé pou li. Menm si zòt pa ka wèʼy apwézan, zòt ka kwè adanʼy épi zòt ka widjèwté épi an lajwa ki tèlman gwan, pa menm pawòl ki sa fini èspliké sa. 
1PE.1.9	Pou lapéti lafwa-a zòt mété an Bondyé-a, lam zòt ja wisivwè salvasyonʼy.
1PE.1.10	Sé pwòfèt Bondyé-a pwan bon pokosyon kon yo étidyé pou yo té sa konnèt tout bagay konsèné mannyè Bondyé ka sové sé sa ki ka kwè an li-an. 
1PE.1.11	Yo té vlé sav ki lè tan sala kay yé, épi ki mannyè i kay vini — sa té lè-a Lèspwi Bondyé ki andidan yo-a té ka moutwé yo lè i té di soufwans-lan Jézi kay soufè-a, épi lonnè-a ki té kay vini apwé soufwans sala. 
1PE.1.12	Bondyé moutwé sé pwòfèt sala, sé bagay-la yo té ka palé asou-a sé pa té pou édé yo, mé i té pou édé zòt. Sa sé lè yo té ka di sé menm bagay-la Lèspwi Bondyé ki sòti an syèl-la ka kondwi moun pou di apwézan-an kon yo ka pwéché Bon Nouvèl-la. Sé bagay sala jik nanj ki té kay vlé lonjé kou yo pou gadé.
1PE.1.13	Kon sa, ni an lidé ki fò, viv an lavi ki sèwyé. Mété tout èspwaʼw asou salvasyon-an Bondyé kay ba ou-a lè Jézi kay pawèt pou tout moun sa wèʼy-la. 
1PE.1.14	Sé pou zòt obéyi pawòl Bondyé. Pa kité sé vyé dézi-a zòt té ni avan-an lè zòt pa té konnèt mèyè-a kondwi lavi zòt ankò. 
1PE.1.15	Mé kon sé Bondyé menm ki kwiyé zòt pou vini sa li menm-lan, épi i bon twòp pli pasé anyen ki ni-an, zòt menm sipozé viv menm kon li an tout bagay zòt ka fè. 
1PE.1.16	Kon lévanjil-la di, “Zòt sipozé sépawé kò zòt hòd movèzté menm kon mwen Bondyé sépawé hòd movèzté.”
1PE.1.17	Bondyé-a zòt ka kwiyé Papa an lapwiyè zòt-la, sé li ki ka jijé tout moun asou twavay-la chak moun ka fè san pyès pwéféwans. Kon zòt ka viv lavi zòt kon étwanjé asou latè sala, sé pou zòt bay Bondyé tout wèspé i méwité. 
1PE.1.18	Paski zòt sav Bondyé té ni pou péyé an pwi pou i té sa tiwé zòt anba vyé kalité lavi sala zòt éwityé pa lanmen ayèl zòt-la. Épi pwi-a i péyé-a sé pa bagay ki ka péwi kon lò épi dajan, 
1PE.1.19	mé sé épi lavi Jézi, ki té chè pasé pyès bagay ki janmen ni. Jézi bay laviʼy menm kon an ti mouton ki pa té ni pyès kalité défo adanʼy. 
1PE.1.20	Bondyé té ja chwazi Jézi avan latè épi syèl sala té fèt, mé Bondyé wévéléʼy ban nou an sé dènyé tan sala pou lapéti zòt. 
1PE.1.21	Sé Jézi ki fè zòt kwè an Bondyé-a ki wésisitéʼy an lanmò-a épi ki ba li gwan lonnè-a. Kon sa, ni lafwa zòt épi èspwa zòt sòti an Bondyé. 
1PE.1.22	Zòt ja nétwayé lam zòt paski zòt obéyi lavéwité-a, épi zòt ja moutwé zòt ni an chay lanmityé bay sé fwè èk sè-a, kon sa toujou ni lanmityé sala pou yonn a lòt épi tout tjè zòt. 
1PE.1.23	Zòt ja viwé fèt ankò, épi kou sala sé pa moun ki ka mò ki fè zòt, mé sé sa ki pa ka mò — sa sé pawòl Bondyé ki vivan épi ki ka diwé pou tout tan-an. 
1PE.1.24	Kon lévanjil-la di,
1PE.1.24	“Tout lézòm sé kon zèb,
1PE.1.24	épi tout bèlté yo menm kon flè zèb.
1PE.1.24	Zèb-la ka vini mò,
1PE.1.24	épi flè-a ka annèk tonbé.
1PE.1.25	Mé pawòl Senyè-a kay kontiné pou tout tan.”
1PE.1.25	Épi sa sé Bon Nouvèl-la nou té pwéché bay zòt-la.
1PE.2.1	Kon sa jété tout movèzté sòti an laviʼw, épi sé pa pou ou kwennen moun. Doubout fè ipokwit, sé pa pou ou jalou sa ki pa sa ou, épi doubout sali non lézòt. 
1PE.2.2	Menm kon an ti manmay ka anvi bwè lèt manmanʼy, sé kon sa zòt ni pou anvi lèt-la Lèspwi Bondyé ka bay-la ki ka fè zòt pwofité an lèspwi épi sové-a. 
1PE.2.3	Paski zòt ja gouté mizi bon Senyè-a bon.
1PE.2.4	Vini jwenn Senyè-a. I sé wòch vivan-an nonm widjèkté-a, mé Bondyé ja chwaziʼy épi i ni an chay valè an pwézans li. 
1PE.2.5	Zòt kon wòch ki vivan osi, kon sa kité Bondyé sèvi zòt an kay sala i ka bati épi Lèspwiʼy-la. Zòt sé pwèt Bondyé ja mété apa pou fè twavay li. Lèspwi Bondyé fèʼy posib pou zòt sa ofè sakwifis Bondyé kay aksèpté pou lapéti sa Jézi Kwi fè-a. 
1PE.2.6	Kon lévanjil-la di,
1PE.2.6	“Gadé, mwen ka plasé an wòch an vil mwen-an.
1PE.2.6	Sé mwen ki chwaziʼy
1PE.2.6	épi i ni an chay valè pou mwen.
1PE.2.6	Sé li ki kay bay kay-la mwen ka fè-a kouway.
1PE.2.6	Épi moun-an ki mété konfyans li asou wòch sala pa kay janmen hont.”
1PE.2.7	Wòch sala ni an chay valè pou zòt ki kwè. Mé pou sé sa ki pa ka kwè-a, kon lévanjil-la di,
1PE.2.7	“Wòch-la sé moun-an ki ka bati kay-la widjèkté-a,
1PE.2.7	sé li ki vini pli enpòtan an kay-la.”
1PE.2.8	Épi kon lévanjil-la di ankò,
1PE.2.8	“Sa sé wòch-la ki fè moun konyen zòtèy yo-a,
1PE.2.8	épi sé li ki kay annékòz yo tonbé.”
1PE.2.8	Yo mantjé tonbé paski yo dézobéyi pawòl Bondyé. Kanmenm sé sa Bondyé té ja désidé.
1PE.2.9	Zòt sé moun Bondyé ja chwazi. Zòt sé an was pwèt ki ka sèvi Bondyé kon wa. Zòt sé an nasyon Bondyé ja mété apa pou li yonn. Zòt sé ich tjè Bondyé i ja chwazi pou zòt sa alé di tout sé gwan twavay-la i ja fè-a. Sé Bondyé ki kwiyé zòt sòti an nwèsè épi mété zòt adan gwan klètéʼy-la. 
1PE.2.10	An tan avan, zòt pa té ich Bondyé, mé apwézan zòt sé ich li menm. An tan avan, zòt pa té sav ki mizi konpasyon Bondyé té ni, mé apwézan zòt ja jik èspéyansé konpasyonʼy.
1PE.2.11	Jan mwen, kon zòt sé étwanjé épi zòt pa la pou lontan asou latè-a, mwen ka plédé épi zòt pou pa kité sé dézi lachè-a ki toujou an ladjè kont lam zòt-la kondwi zòt. 
1PE.2.12	Sé pou zòt kondwi kò zòt byen anpami sé moun-an ki pa konnèt Bondyé-a. I pé sé lè yo ka lonjé lanmen asou zòt, ka di kon sa zòt ka fè bagay ki pa bon, yo kay wè bon twavay zòt épi glowifyé Bondyé asou jou-a i kay vini jijé tout moun-an.
1PE.2.13	Pou lapéti Senyè-a, obéyi tout sa ki ni lotowité anho zòt, menm si sé wa-a ki pli gwo chèf-la, 
1PE.2.14	ében gouvènè-a wa-a mété pou pini sa ki fè mové épi pou onnowé sa ki fè bon. 
1PE.2.15	Paski Bondyé vlé zòt sèvi bon twavay zòt pou fè sé moun kouyon-an ki ka di bagay inyowan-an pé la. 
1PE.2.16	Viv kon nonm ki ni libèté yo. Mé pa sèvi libèté-a zòt ni-an kon an paspò pou fè movèzté. Viv kon sèvant Bondyé sipozé viv. 
1PE.2.17	Pòté tout moun wèspé. Sé pou zòt enmen tout sé fwè èk sè-a ki ka kwè an Jézi-a. Bay Bondyé tout lonnè, épi pòté wa-a wèspé.
1PE.2.18	Sé èslav-la, sé pou zòt obéyi mèt zòt épi toujou pòté yo wèspé. Sé pa sé sa ki bon épi wézonnab-la tousèl, mé sé sa ki mové-a osi. 
1PE.2.19	Bondyé kay benniʼw si ou diwé anba tout soufwans sala ou pa menm méwité-a paski ou ka swiv li. 
1PE.2.20	Pyèsonn pa kay pòtéʼw wèspé si ou jwenn an chalè pou an bagay ou fè ki pa bon, menm si ou pwanʼy dousman. Mé si ou soufè paski ou fè bon épi ou pwanʼy dousman, Bondyé kay benniʼw.
1PE.2.21	Paski Bondyé kwiyé zòt pou soufè menm kon Jézi soufè bay zòt épi i kité an ègzanp kon sa zòt kay swiv menm chimen épiʼy. 
1PE.2.22	I pa janmen péché ében janmen manti. 
1PE.2.23	Lè yo té ensiltéʼy i pa janmen ensilté yo déviwé. Lè yo té fèʼy soufè i pa di i kay fè yo anyen. Mé pito sa i mété kòʼy an lanmen Bondyé, ki toujou ka jijé dwèt. 
1PE.2.24	Jézi menm pòté péché nou adan lachèʼy asou kwa-a, kon sa lavi péché nou té kay mò épi nou kay viv pou fè sa ki dwèt. Soufè-a i soufè-a ja mennen djéwizon ban nou. 
1PE.2.25	Zòt té menm kon mouton ki té pèd chimen yo, mé apwézan zòt ja wivé swiv gadyenn-an ki ka pwotèkté lam zòt-la.
1PE.3.1	An menm mannyè-a, zòt sé madanm-lan ni pou abésé kò zòt anba mawi zòt kon sa si i ni pyès an yo ki pa ka kwè pawòl Bondyé, lavi-a zòt sé madanm-lan ka viv-la pé genyen yo bay Bondyé san zòt di yo an mo pawòl 
1PE.3.2	lè yo wè mannyè zòt ka pòté Bondyé wèspé épi mannyè zòt ka viv an lavi ki nèt. 
1PE.3.3	Bèltéʼw pa sipozé dépan asou bagay ou ka abiyé kòʼw épi, kon mannyè ou ka naté chivéʼw épi sé kalité bijou lò-a ou ka mété-a ében asou bèl had ki chè. 
1PE.3.4	Mé bèltéʼw sipozé sòti an tjèʼw, sa sé bèlté-a ki pa ka fini pyès-la épi ki ka wéfléchi adan an lavi ki janti épi byen dous. Sa ni an chay valè an pwézans Bondyé. 
1PE.3.5	Sé mannyè sala sé madanm tan lontan-an ki té ka adowé Bondyé-a épi ki té mété èspwa yo an li-a fè kò yo bèl, lè yo abésé kò yo anba mawi yo. 
1PE.3.6	Chonjé mannyè Sara obéyi Abrahanm épi kwiyéʼy ‘mèt’. Épi zòt sé ich Sara si zòt fè sa ki dwèt épi zòt pa kité anyen fè zòt pè.
1PE.3.7	An menm mannyè-a osi zòt sé mawi-a ni pou ni an bon lakonpwann kon zòt ka viv ansanm épi madanm zòt-la. Twété yo épi wèspé kon moun ki pli fèb an lachè yo, ki kay wisivwè lavi étonnèl menm kon ou. Mannyè sala pyès bagay pa kay jennen lapwiyèʼw.
1PE.3.8	Bon, avan mwen fini mwen vlé di zòt tout pou viv byen épi yon sèl lidé, soufè épi sé sa ki ka soufè-a, ni lanmityé pou yonn a lòt kon fwè èk sè. Ni an tjè fèb épi abésé kò zòt bay yonn a lòt. 
1PE.3.9	Lè moun fèʼw sa ki pa bon, sé pa pou ou fè yo menm bagay-la déviwé. Lè yo ensiltéʼw, sé pa pou ou ensilté yo déviwé, mé mandé Bondyé pou benni yo pito. Sé pou sa Bondyé té kwiyéʼw pou ou sa jwenn an bennédiksyon. 
1PE.3.10	Kon lévanjil-la di, “Moun-an ki kay vlé viv an bon lavi-a ni pou doubout malpalé épi las manti asou moun. 
1PE.3.11	Kitéʼy tounen doʼy asou péché épi fè sa ki dwèt. Kitéʼy gadé pou lapé épi swiv li épi tout tjèʼy. 
1PE.3.12	Paski Bondyé ka toujou gadé apwé sé sa ki ka viv dwèt-la, épi i ka toujou kouté lapwiyè yo. Mé i toujou kont sé sa ki ka viv an péché-a.”
1PE.3.13	Kilès ki kay fèʼw soufè si ou ka twavay wèd pou fè sa ki bon? 
1PE.3.14	Mé si ou soufè paski ou ka fè sa ki bon, ou kay jwenn an bennédiksyon. Sé pa pou ou pè pyèsonn, épi pa kité anyen twoubléʼw. 
1PE.3.15	Mé adowé Jézi an tjèʼw épi ba li lonnè kon i sé Senyè-a. Sé pou ou toujou pawé pou bay an wépons lè moun mandéʼw konsèné èspwa-a ou ni-an, 
1PE.3.16	mé fè sa èk wèspé épi an mannyè ki janti. Tjenn konsyans ou klè kon sa lè moun ensiltéʼw, sé sa ki ka malpaléʼw-la paski ou ka swiv Jézi Kwi-a kay hont. 
1PE.3.17	I pli mèyè pou ou soufè lè ou fè sa ki bon si sé sa Bondyé vlé, pito ou soufè paski ou ka fè bagay ki pa bon. 
1PE.3.18	Paski Jézi mò yon sèl fwa pou bon, épi lanmòʼy sé pou tout tan. Sa ki té ka viv dwèt-la mò pou lapéti sé sa ki pa té ka viv dwèt-la, pou i té sa mennen nou bay Bondyé. Moun fè Jézi jwenn lanmòʼy an lachèʼy, mé Lèspwi Bondyé fèʼy viv ankò. 
1PE.3.19	Jézi té pwéché bay sé lèspwi-a ki té tjenn an pwizon-an, 
1PE.3.20	sé sa ki té dézobéyi Bondyé an tan lontan lè Bondyé èspéyé asou yo épi an chay pasyans an tan Nowa, patan batiman-an té ka fèt-la. Déotwa moun tousèl ki té sové, sa sé ywit moun an tout. Épi Bondyé sèvi dlo-a pou sové yo. 
1PE.3.21	Épi dlo sala kon batenm-lan ki sové zòt apwézan-an. Batenm pa vlé di pou nétwayé kò zòt, mé sa i vlé di sé pou kwiyé asou Bondyé épi an konsyans ki klè, épi sé kon sa Bondyé ka sèvi wézèwèksyon Jézi Kwi pou sovéʼw. 
1PE.3.22	Apwézan Jézi an syèl. I asid asou fasad lanmen dwèt Bondyé ka kondwi épiʼy, anho tout nanj, tout lotowité épi tout pouvwa.
1PE.4.1	Bon, kon Jézi soufè an lachèʼy-la, sé pou zòt pwépawé pou fè menm lidé épiʼy, paski si ou dakò pou soufè bay Jézi, sa vlé di ou ja fè lidéʼw pou doubout péché. 
1PE.4.2	Kon sa ou pa kay gaspiyé lèstan laviʼw ka chaché dézi lachè-a, mé ou kay toujou vlé fè bagay ki kay plè Bondyé. 
