MAT.1.1	Ɛnjɔ́ɔ cɛ ɔbɔ́ta ú *Yésus *Kilís, *Ɔɔ́nɔ́ u Táfit, a wáŋa ɔɔ́nɔ́ u *Abɛ́laham : 
2TH.3.6	Banɔ́ báásɔ́ benyíinyí, tu ŋa sɔ́ banɔ́ láana a makɛ́nda me Otéŋí a Waáŋá Yésus *Kilís anyía énu bíkékényíki ne benyíinyí bekime a bá tɛ́ ŋá bɔ́ áamba ɔnyiɔ buólí,
2TH.3.7	Yááŋa anyía banɔ́ bɛ́muátá nu ŋe nú ményi anyána nua nɔ́ŋa nú ɔ basɔ́ hɔ́áka a nyɛkɛla. Ekúlú ayɛ́ tu ŋa sɔ́ bá aanɔ́ ɛ ɛkatɛ́katɛ́, tu ti ómo sú kíne ɔnyiɔ buólí. 
2TH.3.8	Tu tɛ ɔ́mɔ sɔ́ bata ɔɔcɔ a wɔmɔtɛ́ anyía wá basɔ́ túkéke e etémbí, mbá tu ŋa sɔ́ bá túásɔ́ nyiɔkɔ buólí na makɛ́nda ne nebutúé na nabuɔ́sɛ́ ; túó lumitine oweéhínyínyi ne muuyé na ɔtɔmbɔ anyía tu tɛ asɔ́ banɔ́ oóndó a amɛna a asana na bíásɔ́ bɛnyɛ́ma bɛ́ ɔnyíá. 
2TH.3.9	Aá taaká tu ŋa sɔ́ bá na makɛ́nda ma ɔ banɔ́ bátaka bɛnyɛ́ma bɛ́ ɔnyíá, mbá tú tɛ ɔ́mɔ sɔ́ banɔ́ báta ; tu ŋe sú lénéké ɔnyiɔ buólí anyía túásɔ́ banɔ́ tóŋínyi hibílícínyínyí hɛ́ ɔlátáka. 
2TH.3.10	Yááŋa anyía te ekúlú ayɛ́ tu ŋa sɔ́ bá aanɔ́ ɛ ɛkatɛ́katɛ́, tu ŋa sɔ́ banɔ́ óókísíkí anyía ɔɔcɔ okime ewú u ti ŋée léne ɔnyiɔ buólí tɛ ɔ́mɔ́ nyɛmána wu ɔnyíáka tɔ́na.
2TH.3.11	Yááŋa anyía tu ŋa sɔ́ lɔ́kɔ́ma bá kɔ́ɔnaka anyía baacɔ a bɔ́mɔtɛ́ aanɔ́ ɛ ɛkatɛ́katɛ́ á bɔ́ŋa ne butise ; bá tɛ ŋá bɔ́ nyiɔ buólí, mbá bé ŋge bú oofine a bɛsana bɛ́ bɔsɔ́ɔ́kɔ́ e bí ti ŋée beébe lɛca. 
2TH.3.12	A baacɔ eébé, tu ŋe sú beébe óókísi, tú beébe laakɛna a makɛ́nda me Otéŋí a Waáŋá Yésus Kilís anyía bé búle nyiɔ buólí bikúlú bikime e mbuumu noómi o o búle bɔ́ŋɔ bɛnyɛ́ma bɛ́ ɔnyíá.
2TH.3.13	Aá banɔ́ báásɔ́ benyíinyí, nɔtɛ tɔmbɔ ɔkɛla bɛmbányɛ bɛ́ bɛsana. 
2TH.3.14	Mbɔ́kɔ ɔɔcɔ tɛ ŋáa látɛ́na bɛsana abɛ́ tu ŋá sɔ́ ɔ́ɔ́ŋɔ aaha e nufule eenu, énu wuúci bísíémúkúnyi bɔmbányɛ ; mbá nu bɛ́álɔ́na ne wuúci a nyɛkɛla nyɛ́ bɛsana, anyía aatɔ́ ɔlama é wuúci tímbíé. 
2TH.3.15	Ta híáná, nuti wuúci hiíte háyɛ uunú oliŋine, mbá énu wuúci hɔŋɔ́náka ekúlú ekime anyía wáŋa uunú onyíinyí.
2TH.3.16	Otéŋí a Waáŋá a wáŋa hicéme hí mbuumu á banɔ́ iínjíékíne, wuúci bɛ́muátá, mbuumu ne e bikúlú bikime na a nyɛnamá nyikime. Otéŋí a Waáŋá é límíne náánɔ́ banɔ́ bekime.
2TH.3.17	Yaŋɔ́ Bóol, ɛ ŋa mɛ́ banɔ́ téŋi. Ɛ ŋa mɛ́ ɔ́ɔ́ŋɔ bitéŋíti eebi ne úúmí ɔɔbɔ́ ú bɛ́muátá. Aáná ɛ́ náŋa yámɛ ɔ́ɔ́ŋɔ́kɔ nyiámɛ nyiínyi a túámɛ tufule tukime ; nyiámɛ nyiɔ́ŋɔ eényí nyɛ́áŋa.
2TH.3.18	Uusú Otéŋí a Waáŋá Yésus *Kilís á banɔ́ sáyábákɛ́na banɔ́ bekimeʼo !
1TI.1.1	Yaŋɔ́ Bóol, *ɔɔcɔ u ɛndɔ́ma u *Yésus *Kilís e nyitélímínyi na nyɛ́ *Bandɔ́mɛsɛ́, muasɔ́ Munohi, ne nyí Yésus Kilís, maasɔ́ Mɔŋɔlɛ́. 
1TI.1.2	Yaŋɔ́, ɛ ŋa mɛ́ ɔ wɔɔ́ŋɛ́na nufule eenu, kuɔŋɔ́ Timoté ; ɔ ɔ́ŋa ciamɛ taaká cɛ ɔɔ́nɔ́ anyía o ŋoó lumitinine. Na ciasɔ́ Síkíne Bandɔ́mɛsɛ́ ne uusú Otéŋí a Waáŋá Yésus Kilís bá ɔ sayábákɛ́na, bá ɔ bɛ́cáma mahana, bé o wiínjie mbuumu ɔ ɔtɛ́má noómi.
1TI.1.3	Ekúlú ayɛ́ ɛ ŋa mɛ́ bá yámɛ cɔbaka a Masɛtuán, ɛ ŋɔ mɛ́ ɔ laána anyía ɔ́ɔ lɔ́bɔ ɛ Ɛfɛ́ɛsɛ
1TI.1.4	Beébe sáŋɔ́nákɛ́na tɔ́na obíínjie ne o obíkéti tuhélúméke tɔ́ buáyá na ɔ ɔfana eénye cá baacɔ cá tɔnyɛ́nɔ́ a cá tɛ ŋá mana.
1TI.1.5	Aatɔ́ yɛ́ asana eyí o ŋoó beébe laana aáná áŋa anyía bá ŋa bɔ́ nyɛmána bé olénéke bɔsɔ́ɔ́kɔ́. Nulénéne eénú hulukune e efúúménénú yɛ́ ɔtɛ́má noómi, ne e hííwu hɛcɔɔ́cɔ́ a hɛ́áŋa ɔ ɔtɛ́má a hɛ́ tɛ ŋɔ́ yɔ́ɔ kákálɛ́na, na aá taaká ci olumitinine. 
1TI.1.6	A aháŋá na bɛsana eébí, bɔ́mɔtɛ́ baacɔ ŋa bɔ́ nánáka ohónyí, bɔ́ cɔba hú o ohulinyi baacɔ bɛsana bí isuŋí a bɛ́ tɛ ŋɔ́ yɔɔ́lɔ. 
1TI.1.7	Bé ŋe bú bíhiíte háyɛ eebe e bé ŋe bú menyi oweékúnyi *bikotí bɛ́ Bandɔ́mɛsɛ́ mbá, bé ti biíbi lɔ́kɔ́ma bɔmbányɛ beébe bɛ́muátá : Ta bɔkɔ abɔ́ bá ŋa bɔ́ kɔɔna, mbá te mehúnyi emé bé ŋe bú hémúnyi oweékúnyi na mɔŋɔlɛ́ mekime.
1TI.1.8	Tu ŋe sú menyi anyía bikotí bɛ́ Bandɔ́mɛsɛ́ áŋa bɛmbányɛ mbɔ́kɔ bé ŋeé biíbi látɛ́na háyɛ yɛ́ á nyɛmána. 
1TI.1.9	Túé menyi anyía bá náŋa bé ti é télímínyi bikotí eé buúse bɔ́ bɛtálɛ́mánánɔ́ bɛ́ baacɔ mbá, bé ŋeé biíbi télímínyi ne eé buúse bɔ́ bacaŋɛna bɛsana, ne eé buúse bɔ́ baacɔ a bá ŋa bɔ́ kɛlɛna Bandɔ́mɛsɛ́ aatɔ́ ɔnata, ne eé buúse bɔ́ na baŋána na bakɛla maabɛ́, ne eé buúse bú eebe e bé ŋe bú féníne na Bandɔ́mɛsɛ́ ne olumitinine, ne eé buúse bɔ́ bɔɔ́nɔ na bíábɔ́ bibíényi na baacɔ bé etémbí áyá. 
1TI.1.10	Ɛ náŋa bé télímíkínyi tɔ́na bikotí ne eé buúse bɔ́ balátɛ́na beénjú, ne eé buúse bɔ́ banɔ́mɔcɔ́ a bá ŋa bɔ́ fianana bɔsɔ́ɔ́kɔ́ banɔ́mɔcɔ́. Bikotí áŋa tɔ́na ne eé buúse bɔ́ bakɛla onduné ú baacɔ, ne eé buúse bú benéŋe baacɔ, ne eé buúse bɔ́ baacɔ a bá ŋa bɔ́ talɛmɛna ɛ ɛmbasɔ́ cɛ́ bɛfala, ne eé buúse tɔ́na bɔ́ baacɔ a bá ŋa bɔ́ kɛla bɛɛbɛ́ bɛ́ bɛsana bí etémbí e bí ŋe núusi ambányɛ yí nyiékúnyi. 
1TI.1.11	Ambányɛ yí nyiékúnyi eéyé áŋa a Ambányɛ yɛ́ Ɛsɔ́ma noómi ; yɛ́ ŋa lɛca Bandɔ́mɛsɛ́, Muómóomo. U ŋeé líhe a ambányɛ yɛ́ haála. Wuúci ú ŋeé mi cuméke Ambányɛ yɛ́ Ɛsɔ́ma eeye.
1TI.1.12	I ŋé mi iínjie Yésus *Kilís, uusú Otéŋí a Waáŋá, bitéŋíti, anyía ú ŋa lɛ́ca anyía ya mɛ́ŋa ɔɔcɔ u ɔháya mɔŋɔlɛ́, yó mi hiíte háyɛ múáyɛ́ munyiɔnɔ. Wuúci u ŋeé mi kíndísi tɔ́na ɔ ɔnyiɔ buólí eébú. 
1TI.1.13	Buáyá, ɛ ŋaá mɛ bá yémi wuúci fénékíne, i tekeseke bááyɛ́ baacɔ, i wuúci ɔɔ́mbɔ́náka tɔ́na. Ta híáná, Yésus ŋaá mɛ bɛ́cáma mahana, anyía ɛ ŋa mɛ́ bá i ti émi menyi bɔkɔ abɔ́ ɛ ŋaá mɛ bá yámɛ kɛlaka, ɛ tɛ háya mɔŋɔlɛ́ nááyá. 
1TI.1.14	Uusú Otéŋí a Waáŋá ŋaá mɛ sayábákɛ́na buéŋí, yó mi iínjie makɛ́nda na ma ɔhákɛ́na mɔŋɔlɛ́ nááyá ne me olénéke bɔsɔ́ɔ́kɔ́. 
1TI.1.15	Buhúnyi eebu áŋa taaká cí buhúnyi ; búáŋa bɔmbányɛ anyía baacɔ bekime é buúbu háya ɔ ɔtɛ́má noómi : Yááŋa anyía Yésus Kilís ŋaá faáya ɔ ɔmɛsɛ́ ooci anyía wó ko nóhíki bakɛla maabɛ́ bekime. Yaŋɔ́, ya mɛ́ŋa mɔkɛla maabɛ́ mú buúsebuúse.
1TI.1.16	Ta híáná, Yésus Kilís ŋaá mɛ bɛ́cáma mahana, yaŋɔ́ mɔkɛla maabɛ́ mú buúsebuúse,
1TI.1.17	Ne nuúmi ne nyinyemi á bámɔ́kɔ́na né Otéŋí a Waáŋá Bandɔ́mɛsɛ́ anyía u ŋe téŋínyi ekúlú ekime, wáŋa Indiwé ; ta ɔɔcɔ tí ŋé wuúci lɛca, wuúci wáŋa bímuócí Bandɔ́mɛsɛ́. *Híáná yááŋa.
1TI.1.18	Uumi ɔɔ́nɔ́ Timoté, i ŋe mí o lébe ne mehúnyi emé *behémúnyi bɛsana bá Bandɔ́mɛsɛ́ ŋa bɔ́ kɔ́ɔnaka ɔ yɔ́ɔ́wɔ asana ananyía ɔ́ɔ kɛ́nda ne meéme ɔ ɔnua ambányɛ yí biité. 
1TI.1.19	Tétényíki uúwe olumitinine, mbá a kɛla anyía hííwu hɛcɔɔ́cɔ́ hɛ́ ɔtɛ́má tɛ ɔ kákálɛ́na ; bɔ́mɔtɛ́ baacɔ ŋe bú kínéke ɔlátɛ́na ambányɛ yí ohónyí eéyé, bɔ́ nánáka e uúbu olumitinine. 
1TI.1.20	Ne Iméné na Alɛkɛsándɛlɛ á bɔ́ŋa ɔ ɔlɔŋɔ ú nyɛnamá nyɛ́ baacɔ eényí ; i ŋe mí beébe báka mío beébe cumeke ná Sátan
1TI.2.1	Asana yí buúse a yɛ́ á hɔ́la ayɛ́ ɛ ŋa mɛ́ aamba owoókísi baacɔ áŋa anyía bá bɛ́cɔ́bɔ́kɛ́na Bandɔ́mɛsɛ́, bá bɛ́cɔ́kɔ́lɔ́kɛ́na, bé wuúci bataka bɛsana eé buúse bɔ́ baacɔ bekime, bé wuúci iínjíékíne tɔ́na bitéŋíti eébú eé buúse. 
1TI.2.2	Ánɔ bɛ́cɔ́kɔ́lɔ́kɛ́na Bandɔ́mɛsɛ́ ne eé buúse bú betéŋí, ne eé buúse bɔ́ baacɔ bé etémbí bekime e bé ŋe bú téŋínyi, anyía ne mbuumu ne yeébu á bámɔ́kɔ́nɛ́na a bunɔŋɔ, nu kékéke Bandɔ́mɛsɛ́ na nyɛbɛ́kɛ́lɛ́na a nyɛmbányɛ. 
1TI.2.3	Ɔbɛ́cɔ́kɔ́lɛ́na Bandɔ́mɛsɛ́ eé buúse bɔ́ baacɔ bekime áŋa ambányɛ yɛ́ asana e yí ŋe bíléníne Bandɔ́mɛsɛ́, Mu-basɔ́-nohi. 
1TI.2.4	U ŋeé léne anyía baacɔ bekime ɔ́ nɔhɔ́kɔ, bé menyukune taaká. 
1TI.2.5	Yááŋa anyía Bandɔ́mɛsɛ́ áŋa hú ɔmɔtɛ́ ; ohényíhényi áŋa hú ɔmɔtɛ́ tɔ́na ɛ ɛkatɛ́katɛ́ cɛ na Bandɔ́mɛsɛ́ na baacɔ, wuúci wáŋa ɔɔcɔ, Yésus *Kilís. 
1TI.2.6	U ŋaá faáya yó koó wé anyía wá háŋɔ́náka baacɔ bekime a buɔ́lɛ́ bɔ́ bɔɔbɛ́. Asana eéyé ŋaá bɛ́kɛ́láka e ekúlú a yɛnyɛmánánɔ́, bú tóŋgínyi anyía Bandɔ́mɛsɛ́ ŋa yáamba onohi baacɔ bekime. 
1TI.2.7	Yaátɛ́ asana Bandɔ́mɛsɛ́ ŋeé mi télímínyi ne muhulinyi baacɔ Ɛsɔ́ma na ɔɔcɔ u ɛndɔ́ma, anyía yémi hulíkínyi baacɔ bɛsana eébí. U ŋaá mɛ tɔ́ma o okowéékúnyi baacɔ a bá tɛ ábɔ́ bá *Besuif, anyía bé lumítékíníne taaká cɛ́ bɛsana. Ɛ ŋa mɛ́ kɔɔna taaká, i ti ŋé mi néŋe.
1TI.2.8	Aáná ɛ ŋa mɛ́ áamba anyía keyé banɔ́mɔcɔ́ ábɔ́ bɛ́cɔ́kɔ́lɛ́na Bandɔ́mɛsɛ́ bɛhaála bikime ne efúúménénú yɛ́ ɔtɛ́má, tɛ́ka ne meliŋé ɔ ɔtɛ́má, ta na bɛhɔnɔnɔ.
1TI.2.9	Ɛ ŋa mɛ́ áamba tɔ́na anyía beénjú á bɛ́láŋáka a nyɛnamá a nyɛ́ ŋa bɛ́ámba, bá lɔ́kɔ́máka aatɔ́ ɔlama, bá tɛ bɛ́nua anamá cé tuhúnyi anyía bébú bítóŋgínyi ; bá tɛ bɛ́háya bɛnyɛ́ma bɛ́ nyɛnɔ́kɔ́ bí kóolo, ta bɛ́ bɛnyɛ́ma e bí ŋe mueli bɔmbányɛ, ta hú bɛlaŋa bɛ́ mɔɔnyɛ́ meéŋí. 
1TI.2.10	Mbá, beénjú a bá ŋa bɔ́ kɔɔna anyía bé ŋe bú kéke Bandɔ́mɛsɛ́ ŋa bɔ́ nyɛmána bá ɔkɛlaka bɛmbányɛ bɛ́ bɛsana. 
1TI.2.11	Yɛ́ ŋa nyɛmána anyía beénjú é lesikinyi mbuumu
1TI.2.12	Ɛ ŋa mɛ́ sáŋɔ́nɛ́na beénjú anyía bé ti eékúnyíki banɔ́mɔcɔ́, bé ti beébe téŋínyi mbá, bé lesíkínyi mbuumu, 
1TI.2.13	anyía Bandɔ́mɛsɛ́ ŋa cáŋacáŋa o keti *Átam. E elime eécí u ŋe kéti *Ɛfa, 
1TI.2.14	tɔ́na anyía *Sátan ti ómo néŋe Átam, mbá oónjú. Yááŋa anyía oónjú u ŋa kɛlakɛna Bandɔ́mɛsɛ́ ɛndɔ́kɔ́. 
1TI.2.15	Ta híáná, Bandɔ́mɛsɛ́ kóó nohiki beénjú a asana ne obíéne baáná,
1TI.3.1	Buhúnyi eebu áŋa taaká ci buhúnyi, búáŋa anyía ɔɔcɔ okime awɔ́ u ŋa yáamba ɔbámɔ́kɔ́nɛ́na *mukendisi belumitinine, ɔɔcɔ oócí má táfa ambányɛ yí buólí. 
1TI.3.2	Mukendisi belumitinine ŋá nyɛmána wu olíhéke bɔmbányɛ, tɛ́ka na tɔkɔma na baacɔ ; muúmu mɔbátɛ́nánɔ́ hú oónjú ɔmɔtɛ́,
1TI.3.3	Mu tɛ ɔ́mɔ nyɛmána mu ɔbá ta amúána meluku, ta anua bitule, mbá mu ŋá nyɛmána mu ɔbá mbuumu cɛ ɔɔcɔ, u tɛ sáá ɛsáká ; wuúci tɛ́ka na ɔtɛ́má ɔɔ́ mɔɔnyɛ́. 
1TI.3.4	U ŋá nyɛmána wu okendiki bɔmbányɛ ciayɛ́ ciíbe cɛ baacɔ, bááyɛ́ baáná wuúci lɔ́kɔ́mákɛ́na, bé wuúci kékéke bɔmbányɛ bɔmbányɛ. 
1TI.3.5	Ɛ ŋa mɛ́ táŋa aáná anyía mbɔ́kɔ u ti ŋée menyi okendisi ciayɛ́ ciíbe cɛ baacɔ cɛ bɛ́muátá, anyána wáŋa wu okendiki hiɔ́bɔ hí belumitinine hɛ́ Bandɔ́mɛsɛ́ e ? 
1TI.3.6	U tɛ ɔ́mɔ nyɛmána wu ɔbá yɔɔ́sɔɔ́sɔ yí mulumitinine Yésus, anyía keyé bumálá kéé wuúci bááta a aatɔ́, Bandɔ́mɛsɛ́ yó wuúci túme hɛkɔma háyɛ ú ŋeé túme Musɔ́mɛ́na. 
1TI.3.7	Yɛ́ ŋa nyɛmána tɔ́na anyía baacɔ a bá tɛ ábɔ́ bá belumitinine ébú wuúci kékéke ; anyía keyé bé kéé wuúci séésíki, Musɔ́mɛ́na múó wuúci ɔ́ɔ́tɔ́kɔ na túáyɛ́ tukolí.
1TI.3.8	Nyɛbɛ́kɛ́lɛ́na nyɛ́ batiákɛ́lɛ
1TI.3.9	Bá ŋá bɔ́ nyɛmána bá ɔlátákɛ́na na hɛcɔɔ́cɔ́ hɛ́ ɔtɛ́má e hifúúménénú bɛsana bí olumitinine abɛ́ Bandɔ́mɛsɛ́ ŋa námbɔ́náka. 
1TI.3.10	Ekúlú ayɛ́ bá ŋa yáamba o obééti *batiákɛ́lɛ, bá ŋá nyɛmána bá ɔ cáŋa beébe aákɔ́nákɛ́na bɔmbányɛ ; bá a lɛca mbɔ́kɔ bá ŋá bɔ́ nyɛ́mána, bé beébe béétíki aná batiákɛ́lɛ. 
1TI.3.11	Beénjú
1TI.3.12	Tiákɛ́lɛ ŋá nyɛmána wu ɔbátɛ́na hú oónjú ɔmɔtɛ́, u ŋá nyɛmána wu otétényíki bááyɛ́ baáná, u kendisiki ciayɛ́ ciíbe cɛ baacɔ bɔmbányɛ. 
1TI.3.13	Baacɔ ŋe bú kéké buéŋí batiákɛ́lɛ a bá ŋa bɔ́ nyiɔ ambányɛ yí buólí. Batiákɛ́lɛ eébé á bɔ́ŋa bé ohulikinyi baacɔ bɛsana bí Yésus *Kilís, bé ti líkíme, anyía bá ŋa bɔ́ hákɛ́na mɔŋɔlɛ́ nááyá.
1TI.3.14	Ta ayɛ́ ɛ́ ŋa mɛ́ ɔ wɔɔ́ŋɛ́na nufule eenu, i ŋeé mi bíkéti ɔfaaya ɔ ɔkɔɔ́ kuɔŋɔ́ lɛca hikúlúkúlú. 
1TI.3.15	Asana ɔ́mɔtɛ́, mbɔ́kɔ i ti ŋé tényí ká mɛ háma, bɛsana abɛ́ ɛ ma mɛ́ ɔ laakɛna kɔ́ yɔ́ɔ wɔɔ́lɔ omenyi anyána baacɔ bá hɛnyɛ́nɔ́ hɛ́ Bandɔ́mɛsɛ́ ábɔ́ nyɛmána bé olíhéke ; hɛnyɛ́nɔ́ eéhí áŋa hiɔ́bɔ hí belumitinine. Bá bɔ́ŋa baacɔ bá Bandɔ́mɛsɛ́, Ooci a wáŋa wɔɔ́sɔ, beébe nukúse e nú me kíndísi taaká cɛ asana.
1TI.3.16	Asana eéyé ayɛ́ Bandɔ́mɛsɛ́ ŋa námbɔ́nɛ́na baacɔ áŋa yaandándá yɛ́ asana, isuŋí tɛ á kɛla.
1TI.3.16	Yááŋa asana yí Ooci awɔ́ ú ŋaá bɛ́cáŋa ɔɔcɔ,
1TI.3.16	Elilé yó tóŋínyi anyía wáŋa ɔtálɛ́mánánɔ́,
1TI.3.16	bililé bɛ́ masɔ́ma bɛ́ Bandɔ́mɛsɛ́ bíó wuúci lɛcaka,
1TI.3.16	baacɔ bó húlíkínyi baacɔ abá bá tɛ ábɔ́ bá Besuif yááyɛ́ asana,
1TI.3.16	biliminyi bɛ́ ɔmɛsɛ́ okime bá ɔhákɛ́na mɔŋɔlɛ́ nááyá,
1TI.3.16	Bandɔ́mɛsɛ́ nyi wuúci bééti eényí ɔ Ɔmuaná aá haála hé nuúmi.
1TI.4.1	Elilé ŋa kɔɔna bɔmbányɛ bɔmbányɛ yɛ́sɛ : Ɔ mɔɔ́sɛ́ me elime, baacɔ a bɔ́mɔtɛ́ ká bɔ́ bɛ́yuátáka olumitinine anyía bábɔ́ lɔ́kɔ́mákɛ́na ne bililé bí munéŋéne ne nyiékúnyi e nyí ŋe húle ná *bɛɛbɛ́ bí bililé. 
1TI.4.2	Baacɔ bá tɔbɛ́mbɛ túfendí ké bú beébe nenisiki ohónyí ne munéŋéne ; tɔcɔɔ́cɔ́ tɔ́ ɛtɛ́má tɔ́ baacɔ eébé áŋa túweékúnénú. 
1TI.4.3	Aáná bé ŋe bú eékúnyi anyía nyɛtɔ́nɔ́ áŋa nyɛɛbɛ́, ta ɔnyíá bɛnyɛ́ma bɛ́ ɔnyíá a bɛ́mɔtɛ́, yiíyi anyía Bandɔ́mɛsɛ́ ŋeé kétíki bɛnyɛ́ma bɛ́ ɔnyíá eébí anyía belumitinine *Kilís ; beébe eébé bé ŋe bú menyi taaká, bé biíbi nyíáka, bé iínjíékine Bandɔ́mɛsɛ́ bitéŋíti. 
1TI.4.4	Yááŋa anyía bɛnyɛ́ma bikime abɛ́ Bandɔ́mɛsɛ́ ŋeé kétíki áŋa bɛmbányɛ, bɔkɔ bú owoomboko tɛ á bá hɔ́á ; aáná ɔɔcɔ á nyɛmána wu ɔnyíáka bɔkɔ bukime, wu iínjíékine Bandɔ́mɛsɛ́ bitéŋíti. 
1TI.4.5	Na Bɛsana abɛ́ Bandɔ́mɛsɛ́ ŋaá kɔ́ɔnaka na ɔbɛ́cɔ́kɔ́lɛ́na ewú tu ŋe sú wuúci bɛ́cɔ́kɔ́lɛ́na ŋeé fúúmínyi bɛnyɛ́ma bɛ́ ɔnyíá bikime.
1TI.4.6	Eékúnyíki bɔnɔ́ɔnyia bé olumitinine bɛsana eébí, aáná ɔ kɔ́ɔ́ bá ambányɛ yɛ́ munyiɔnɔ yí Yésus *Kilís, á kɔmaka a Bɛsana bɛ́ Bandɔ́mɛsɛ́ ebí tu ŋe sú lumitinine, ɔlata na ambányɛ yí nyiékúnyi anyɛ́ ɔ ŋɔɔ́ látɛ́na. 
1TI.4.7	Mbá e kine ɔbɛ́lɔ́kɔ́ma tuhélúméke tɔ́ buáyá e tú ti ŋé bíléníne Bandɔ́mɛsɛ́. Cɔbá ne buúse o obíínjie o olíhe háyɛ Bandɔ́mɛsɛ́ ŋeé léne. 
1TI.4.8	Obíínjie o onyíényi cɛɛ́tɔ anyía ciá kɛndaka ŋɔ yɔɔ́lɔ nyɛnamá ; mbá nyibíínjie anyɛ́ ɔɔcɔ ŋe bíínjie o olíhe háyɛ Bandɔ́mɛsɛ́ ŋeé léne ŋɔ yɔɔ́lɔ buéŋí ɔ ɔhɔla, anyía ɔɔcɔ oócí kéé líhéke bɔmbányɛ o olíhe ú aámbáya, yó líhéke tɔ́na bɔmbányɛ ɔɔ́ yɔɔ́sɔɔ́sɔ yí olíhe yí ekúlú ekime. 
1TI.4.9	Buhúnyi eébú áŋa taaká ci buhúnyi, bá ŋáá nyɛmána bé o buúbu háya ɔ ɔtɛ́má noómi. 
1TI.4.10	Yááŋa anyía tu ŋe sú bíyébi, tú bɛ́kákátáka ɔ ɔnyiɔ buólí anyía tú ma sɔ́ háya mɔŋɔlɛ́ ná Bandɔ́mɛsɛ́ a wáŋa wɔɔ́sɔ, wuúci Munohi baacɔ bekime,
1TI.4.11	Bɛsana eébí ɔ́ɔ nyɛmána wu owoónyísíkínyi ɔlaana baacɔ, é beébe eékúnyíki.
1TI.4.12	Ɔɔcɔ tɛ ɔ bábɛ́na anyía ɔ waánáŋa ɔɔ́nɔmbɔ́ ; asana ɔ́mɔtɛ́, bámɔ́kɔ́nɛ́na nuketi enú belumitinine Kilís ŋa bɔ́ látɛ́na ɔ ɔtáŋa awɔ́ ɔ ŋɔɔ́ táŋa, o olíhe ewú o ŋoó líhe, e nyiléne enyí o ŋoó léne bɔsɔ́ɔ́kɔ́, a mɔŋɔlɛ́ amá ɔ ŋɔɔ́ háya ná Bandɔ́mɛsɛ́, ne ofúúméne ewú o ŋoó fúúméne. 
1TI.4.13	Ɔ ɔkɔɔ́háma a buɔ́sɛ́ abɔ́ ɛ ká mɛ faaya, bíínjie na makɛ́nda ɔ ɔfana Ciɔɔ́ŋɛ́ cɛ́ Bandɔ́mɛsɛ́ haála ahá baacɔ á bɔ́ŋa,
1TI.4.14	Atɛ bábɛ́na yaála yí nuubo yɛ́ Bandɔ́mɛsɛ́, yiíyi yɛ́ ŋa lɛcana ne ekúlú eyí *behémúnyi bɛsana bá Bandɔ́mɛsɛ́ ŋa bɔ́ kɔ́ɔnaka yɔ́ɔ́wɔ asana ne ekúlú eyí bekendisi hiɔ́bɔ hí belumitinine ŋa bɔ́ ɔ táláka aabá a aatɔ́ ɔ ɔ kuɔŋɔ́ sáyabɛna.
1TI.4.15	Bíínjie ɔ ɔlátɛ́na bɛsana eébí ne úúwe ɔtɛ́má okime, aáná baacɔ bekime ká bɔ́ lɛca anyía ɔ ŋɔɔ́ kɔma e buólí bɔ́ Bandɔ́mɛsɛ́ noómi. 
1TI.4.16	Limíne ne ciéhíhi, bíkékényíki o otúme oówo o olíhe ú bɛ́muátá ɔ ɔkɔɔ́háma a bɛsana ebí o ŋoó weékúnyi baacɔ. A nyɛkɛlaka eényí o kóó nohiki baacɔ a bá ŋa bɔ́ lɔ́kɔ́ma bɛsana abɛ́ ɔ ŋɔɔ́ kɔɔna ; kuɔŋɔ́ bɛ́muátá wɔ́ nɔhɔ tɔ́na.
1TI.5.1	Uumi ɔɔ́nɔ́, mbɔ́kɔ elunyí yɛ́ ɔnɔ́mɔcɔ́ ŋá kɛ́la asana a yaabɛ́, eti wuúci kákálɛ́na na nyɛŋána nyikime, mbá wuúci hɔ́ŋɔ́náka háyɛ ɔɔtɛ́. Lébéke bɛnɔ́kɔ́ bɛ́ baacɔ háyɛ bɔnɔ́ɔnyia a banɔ́mɔcɔ́. 
1TI.5.2	Hɔ́ŋɔ́náka bilunyí bí beénjú háyɛ bɔɔnyia, indíkíné ci beénjú háyɛ bɔnɔ́ɔnyia e beénjú tɔ́na ; nyɛkɛla eényí nyikime á bámɔ́kɔ́na nyɛtálɛ́mánánɔ́ eé buúse bɔ́ Bandɔ́mɛsɛ́. 
1TI.5.3	Sókóbíki ne nyikéke bisíké bí beénjú a bɛ́áŋa taaká cí bisíké. 
1TI.5.4	Mbá mbɔ́kɔ esíké a yɛ́mɔtɛ́ áŋa na baáná ta anyía banana a bá bɔ́ŋa bakɔmákánɔ́, bá ŋa bɔ́ nyɛmána bá ɔ cáŋa aákɔ́nákɛ́na ɔlɔ́kɔ́mɛ́na bíábɔ́ bibíényi, bé biíbi sókóbíki anyía híáná bíábɔ́ bibíényi ŋe bú beébe tétényíki buáyá. Nyɛkɛla eényí ŋeé bíléníne Bandɔ́mɛsɛ́. 
