MAT.1.1	Mukaanda kinkaaka kya Yesu Kiristo, mwaana Davidi, mwaana Abalaami.
GAL.3.10	Bobanso bari mwooyo mu biyiriki bya Mangisi, bari kunsa mpopi; bukuri dyatinu ti: «Mpisi wunde wahele kukwiikama, mu kukukisa momanso matinu mu mukaanda Mangisi, lo kaba kunsa mpopi.» 
GAL.3.11	Diri dya ngwanwa, kuri muutu ko wuba walulukusu ha busu bwa Nzaambi, mu Mangisi, bukuri diri dyatinu se ti: «Ngaa-kusuunguma sa kaba mwooyo mu kanyi.» 
GAL.3.12	Ngo Mangisi mahele kufumuna mu kanyi; kasi: «Wunde wumakukisa sa kaba mwooyo mu mo.» 
GAL.3.13	Kiristo watukuula mu mpopi ya Mangisi, bu kabwilikila mpopi mu ntoono beetu, bukuri dyatinu ti: «Mpisi wunde wu bari bamanika ha yulu muti, lo kabwilikila mpopi.» 
GAL.3.14	Mu bubwo, mu Kiristo Yesu, lusakumunu lwa Abalaami luri lwatubuka natee kuri bahele kuba Bayudayo, mpisi heki tutaambuleenu Mpeeve yi bari batusa lusiilulu mu kanyi.
GAL.3.15	Bampaangi, me nyidzoonso bunu budzoonsolaana baatu: mu misiku mya muutu mu masaala, kuri muutu mukimi wutsiitsa kuyisila bunu mpe kuteeteke ntoono ti mosi ko.
GAL.3.16	Nsiilulu basii dzo kuri Abalaami na kuri wapalila mu nde. Bahele kuleele ti: «kuri bapalila mu nde», bunu ti kuri baatu balaka, ngo kuri muutu mosi, «na kuri wapalila mu ye», ngo Kiristo. 
GAL.3.17	Me bu nyiiri mu kuleele ti: lulelusunu lwa Nzaambi lu katekesele kukaanga, ka lutsiitsa kuba lwayaalu kuri Mangisi ko mayisa, ha mambisa ma nkama na makuumi matatu ma mibvu, mu kubwiisa lusiilulu. 
GAL.3.18	Mukwongo, mbuti saala kubakula mu mangisi, lo ka dibweese kufumuna mu lusiilulu ko; ngo mu lusiilulu Nzaambi kari kaha bweese kuri Abalaami.
GAL.3.19	Ngo Mangisi ma nki kwaandi? Mo mari mu kubweeseme mu kuri ti lumvuki lumonokono, natee kukwiisa kiseendu ki basiiriri lusiilulu. Bambasi bayaabisa Mangisi mamo mu kooko kwa munkabu-kati. 
GAL.3.20	Munkabu-kati mbuti kibari kimosi, lo nde pe; ngo Nzaambi nde-kaka wuri.
GAL.3.21	Buri Mangisi mari kitaatu na nsiilulu [dza Nzaambi]? Pele, kuri ti bele ko! Mukwongo, mbuti kuri ngisi yi baheeri yakuka mu kuha kidziingu, lo ngwanwa nsungumunu yikwiisikilaa mu Mangisi. 
GAL.3.22	Ngo kasi, Matinu masoongo ti, bobanso bakaangama kunsa masumu, mpisi heki mu kanyi mu Yesu Kiristo, lusiilulu luba lwaha kuri bangaa-kanyi.
GAL.3.23	Tekesele kanyi dikwiisa, beetu twaba munsa boroko dya mangisi, batuduka ha kimosi, mu ntoono kanyi dyaba dyayelemene kuyabakana. 
GAL.3.24	Mu didyo, Mangisi maba mukebi weetu natee ha yisiri Kiristo, mpisi heki mu kanyi, tuba twalulukusu. 
GAL.3.25	Kanyi bu dyayisa, beetu twasaala kunsa lutumu lwa mukebi ko.
GAL.3.26	Mukwongo, beenu-banso luri baala ba Nzaambi, mu kanyi mu Kiristo Yesu, 
GAL.3.27	bukuri, beenu-banso lwabotoko mu Kiristo, na lwalwaata Kiristo. 
GAL.3.28	Kwa saala Muyudayo ko, Muhelene ko, nkutu ko, muutu wuri na bunsaalisi ko, kwahele bakala, kwahele mukyeetu, bukuri beenu-banso luri mosi mu Kiristo Yesu. 
GAL.3.29	Mbuti beenu luri ba Kiristo, lo lwapalila mu Abalaami, bakondiri ba saala bunu buri lusiilulu.
GAL.4.1	Mu lumalu me nyileele ti: mu ntaangu yonso yiri mukondiri-saala wakiri mwaa-mwaana, lo wahele kusobokono na nkutu mu ntoono ti mosi, lu hayuku nde mfumu mu byobinso. 
GAL.4.2	Ngo kasi, lo wuri kunsa lutumu lwa babuukisi na batwaalisi, natee kukuka kiteesu kya leeriri taayi dyaandi. 
GAL.4.3	Beetu se bwobumosi, bu twaba twakiri mwaa-baala, twaba kunsa bunkutu bwa misamu mya nsi. 
GAL.4.4	Ngo ntaangu bu yakuka, Nzaambi waheeke Mwaana waandi, wabutuka mu wa mukyeetu, na watumuma mu Mangisi, 
GAL.4.5	mpisi heki, kakuula bari kunsa Mangisi, na tutaambuleenu kiteesu kya kuba baala.
GAL.4.6	Ngo bukuri beenu luri baala, Nzaambi waheeke Mpeeve ya Mwaana waandi, munsa mitima myeetu, yiri mu kubikisa ti: «Aba, ho Taata!» 
GAL.4.7	Mu didyo, ye wahele kubweese kuba nkutu ngo wuri mwaana; na mbuti ye wuri mwaana, lo wuri se mukondiri-saala mu Nzaambi.
GAL.4.8	Kasi mu ntaangu yayikulu, bu lwaba lwahele kuyaaba Nzaambi, beenu lwaba bankutu, kuri bibyo biri byahele kuba Nzaambi mu ngwanwa. 
GAL.4.9	Ngo mu lumalu, bu lumwaayaaba Nzaambi, dibvuriri bubwete diri lumwaayabakana kuri Nzaambi, dyaburi beenu lubweese kubvutuka kuri bitotolo byahele makwa na byabuunu, mu nzala kubweese kuba bankutu kuri byo? 
GAL.4.10	Beenu luri mu kwebvumina biluumbu, mangoondo, mantaangu na mamvula. 
GAL.4.11	Ngo me nyiri na boomo mu ntoono beenu, ti mpasi dzi nyiri nyamono mu beenu, dzikwiisa kuba kwaandi dzabuunu.
GAL.4.12	Bampaangi, me nyikuyingukila, beeneenu bunu me, bukuri me se, nyiri bunu beenu. Beenu lwahele kunyirikila ntoono ti mosi yayibi. 
GAL.4.13	Beenu luyaari ti, me nyaluyaabisiri Musamu Wamubwete, mu lwatete, kuri lo nyabeele mu muswinyi. 
GAL.4.14	Mu ntoono nyutu me, beenu lwakoto mu mpasi, ngo lwasii nyaafuna me na kundobokolo mante ko, kasi beenu, lwantaambula bunu Mbasi Nzaambi, bunu Kiristo Yesu. 
GAL.4.15	Hango lwambwe lwa beenu hari luri? Mukwongo, me lo nyiluteeriri kimbaangi ti, mbuti bwakuka, nkani haba beenu lwaketi kuhokolo miisu myeenu na kumpa myo. 
GAL.4.16	Buri me mutaatu beenu nkitukiri, bukuri me nyiri mu kululeele ngwanwa?
GAL.4.17	Bo bari na kuheme mu beenu, ngo kari mu kusaka bubwe bwa beenu ko. Bo batiiri kulutatula na me, mpisi heki beenu luba na kuheme mu bo. 
GAL.4.18	Diri dyadibwete, mu kuba na kuheme mu mamabwete, mantaangu momanso, nkani ka munu mu mantaangu mari, me nyiri ha busu bwa beenu ko. 
GAL.4.19	Baala baami, me nyiri mu kubweese kumono misoongo mya mbutulu, natee kuyirima Kiristo munsa beenu. 
GAL.4.20	Me mbee ntiiri kwaandi kuba na beenu lumalu, na kuyiinga nzoonsulu yaami, bukuri me nyidunga mu ntoono beenu.
GAL.4.21	Leelee meti me, beenu lutiiri kuba kunsa Mangisi, buri beenu lwahele kuyuka mamo maleele Mangisi? 
GAL.4.22	Mukwongo, diri dyatinu ti: Abalaami wabuta baala boolo, mosi mu mukyeetu wa nkutu, wakaka mu mukasi wahele kuba nkutu. 
GAL.4.23	Ngo wunde wu kabakiri mu nkutu wabutuka mu muswinyi, kasi wunde wu kabakiri mu mukasi wahele kuba nkutu, wabutuka bunu bwaba lusiilulu. 
GAL.4.24	Bakyeetu babo bari bunu nkuma: bari mu kusoongo ndelusunu dzoolo. Lulelusunu lwamosi lwafumuna ku mulaandu wa Sinayi, mu mbutukulu ya bunkutu, ngo Angara. 
GAL.4.25	Angara mulaandu wa Sinayi mu nsi ya Arabya; nde wafwanikina na Yerusalemi dya lumalu, bukuri nde na baala baandi, bankutu bari. 
GAL.4.26	Yerusalemi dya ku yulu diri na bunsaalisi, dyo diri nguri beetu. 
GAL.4.27	Mukwongo, diri dyatinu ti:
GAL.4.27	«Keembe kwaaku, ye wa kisita, wuhelaa kubuta!
GAL.4.27	Fula miloolo mu kiminu, ye wuhelaa kumono misoongo mya mbutulu;
GAL.4.27	bukuri mukyeetu wafuukila bvuriri baala na mukyeetu wuri na mulumi.»
GAL.4.28	Ngo bampaangi, beenu se luri baala ba lusiilulu bunu buri Isaki. 
GAL.4.29	Ngo bunu buri mu ntaangu yayikulu, wabutuka mu muswinyi, wakwaamisini wabutuka mu mpeeve, bunubwo se buri mu lumalu. 
GAL.4.30	Ngo Matinu nki mari mu kuleele? «Binga nkutu na mwaana waandi, mpisi heki mwaana nkutu kahele kukondolo saala, bo na mwaana mukyeetu wahele kuba nkutu.» 
GAL.4.31	Hango-nkuumbu, bampaangi, beetuneenu ka turi baala ba mukyeetu wa nkutu ko, ngo baala ba mukyeetu wahele kuba nkutu.
GAL.5.1	Kiristo watukuula mpisi tuba na bunsaalisi. Ngo telemee na ngwii, na yaa lubweese kukoto mu kihaangu kya bunkutu ko. 
GAL.5.2	Yukeenu, me Pawulo, bu nyiri mu kuleele ti: mbuti beenu lutaamburi ti baluteende bubakala, lo Kiristo kasiiri mufunu kuri beenu ko. 
GAL.5.3	Me nyibweese kutswiikisa dyo, kuri mpisi muutu wutaambula kuteende bubakala ti, lo yelemini se kukukisa Mangisi momanso. 
GAL.5.4	Beenu lukwesaka kuba balulukusu mu Mangisi, lwayeki lwatabula kintwaari na Kiristo, lwayeki lwadziimbisa bweese. 
GAL.5.5	Mukwongo, mu Mpeeve, beetu turi mu kwekiingila nsungumunu yi turi twasiila nsiitu mu kanyi. 
GAL.5.6	Bukuri, mu Yesu Kiristo, kuteende bubakala bunu pe kuhele kuteende bubakala ka biri mufunu ko, ngo biri mufunu, kanyi disoongaana biyiriki mu ntiilu.
GAL.5.7	Beenu lwaba kwedzumuna kwakubwe; ngo na walukabukisi mu kuhele kutumuma kuri ngwanwa? 
GAL.5.8	Muyooyolo wunde, wahele kunaangukina kuri wunde waluteele mbila. 
GAL.5.9	«Mwaa-ndaambu lufunusu, lutoombolaana mbanda mampa yoyinso». 
GAL.5.10	Me nyiri na nsiitu mu Mfumu mu ntoono beenu, ti beenu ka luba na bitsimi bikimi ko. Wunde wukotoso kisaangila ha kakati dya beenu, sa kabwilikila maseembu, bwooso kabeele.
GAL.5.11	Me ngo wuri, bampaangi, mbuti me nyakiri mu kweyikisa nteendulu bubakala, lo mu nkya ntoono bari mu kubweese kwenkwaamisa? Haho ngo hari lo, musamu kuruwa wahele kubweese kubumisa baatu makya. 
GAL.5.12	Hemese babo bakwekotoso kisaangila ha kakati dya beenu, bahokolo manyutu bo-meene.
GAL.5.13	Mukwongo, bampaangi, beenu baluteele mbila mu kuba mu bunsaalisi. Ngo kasi, bunsaalisi bubwo yaa buba mpwaani ya kwedyaatila mu kimuutu ko; ngo kunsa ntiilu yendee lwesalisina beenu na beenu. 
GAL.5.14	Bukuri Mangisi momanso mari makuka mu dyaambu dimosi, ngo dimadi: «Tya mbaasi yaaku bunu ye-meene.» 
GAL.5.15	Ngo mbuti beenu lukwetatikaa na lukwekaakila bambaasi beenu na beenu, lo seenee madyeele, mpisi heki luhele kwefwilisina beenu na beenu.
GAL.5.16	Ngo kasi me nyiluleele ti: dyaatileenu mu Mpeeve, na luba ti bele na dyo pe, mu kuyukutisa nyiimunu dza muswinyi. 
GAL.5.17	Bukuri muswinyi wukwenyiima mari kitaatu na Mpeeve; ngo Mpeeve se wukwenyiima mari kitaatu na muswinyi; mukwongo, bo batelemese kitaatu, wamosi mu wakaka, mpisi heki luhele kubangisina kuyirika ma lutiiri. 
GAL.5.18	Ngo mbuti beenu luri lwatwaalusu kuri Mpeeve, lo lwahele bweese kuba kunsa lutumu lwa Mangisi.
GAL.5.19	Biyiriki bya muswinyi byayabakana, ngo bi: kimpala, nsumukunu, buyala, 
GAL.5.20	nsambukulu-biteki, buloki, lubelu, kitaatu, bukwa, kituunsi kya nkesi, kubakana, nkabunu, mpambukusu, 
GAL.5.21	musoki, nkolulu malu, ndiilu ya mawaamba, na myominso myafwanikina na mimyo. Me nyilulubula mu mimyo, bunu bu nyatekesele kululeele ti, bayirikaana mya bubwo, ka bakondolo saala dya Kimfumu kya Nzaambi ko.
GAL.5.22	Kasi kimbutu kya Mpeeve ngo: ntiilu, kiminu, kiyeengi, nkindusulu-mutima, mbweeyulu-mutima, nzala-baatu, kanyi, 
GAL.5.23	bundeembu, nkebulu-nyutu. Mangisi mahele kitaatu na mya bubwo. 
GAL.5.24	Babo bari ba Kiristo [Yesu], bayeki bakomono muswinyi na mantiilu, na nyiimunu dzaandi. 
GAL.5.25	Mbuti turi mwooyo mu Mpeeve, lo tudyaatilee se mu Mpeeve. 
GAL.5.26	Yaa tubeenee bangaa-masiiku ko, beetu na beetu bisoombolo pe, musoki pe.
GAL.6.1	Bampaangi, mbuti muutu bamutangusini wuyirika mamabi, lo beenu bakimpeeve suungukeenu wa bubwo, mu mpeeve ya bundeembu, ngo ye-meene se, sa madyeele mpisi hele kubwa mu nsindukulu. 
GAL.6.2	Yendeenu lwenatisina binati beenu na beenu, mu bubwo, beenu lukukisa Mangisi ma Kiristo. 
GAL.6.3	Mukwongo mbuti muutu wutsima ti wuri mufunu, koomosoko wabuunu, lo nde wuwunukinaana. 
GAL.6.4	Hemese mpisi muutu kayirika kutala kisalu kyaandi, tumi yiyo yiba ntoono ya kimweese mu nde-meene, nkani ka mu mukimi ko. 
GAL.6.5	Mukwongo, mpisi muutu kanaanguna kilemu kya nde-meene.
GAL.6.6	Hemese wunde wu bayikisa Maampu, kaha kikuuku kya byobinso bikari na byo, kuri wunde wumuyikisa.
GAL.6.7	Yaa luwunukina kweenu ko, bakoosiila Nzaambi munsiku ko; bukuri, mamo ma kunaa muutu mani mamo se katolo. 
GAL.6.8	Bukuri wunde wukuna mu kimuutu kya nde-meene, sa katolo mu kimuutu mbiiyulu; na wunde wukuna mu Mpeeve, sa katolo mu Mpeeve, kidziingu kyahele manunu. 
GAL.6.9	Tweyirikeenu mamabwe, yaa tuholo-bito ko, bukuri ntaangu bu yikuka, sa twatolo, mbuti twahele kubwoongolo. 
GAL.6.10	Mu didyo, ha twakiri na ntaangu, tuyirikeenu mamabwe kuri baatu bobanso, ngo bvula-bvula kuri baturi kintwaari mu kanyi.
GAL.6.11	Monee, buri bunene bwa bisoni bi nyiri mu kutina mu kooko kwaami. 
GAL.6.12	Bobanso bari na nzala-kubila mu muswinyi, batiiri kulukwiikisa kuteende bubakala, mpisi heki bahele kuba bakwaamusu mu ntoono ya kuruwa dya Kiristo. 
GAL.6.13	Mukwongo, bateende bubakala bahele kubvumina Mangisi bo-meene, ngo kasi bo batiiri ti beenu luba lwateende bubakala, mpisi babilika mu manyutu ma beenu. 
GAL.6.14	Me ngo wuri, nyahele kusa nzala-kubila mu kitotolo, mbuti kari mu kuruwa dya Mfumu yeetu Yesu Kiristo ko, mu dyo, nsi yayeki yakomono mu ntoono ya me, na me bankomono mu ntoono ya nsi. 
GAL.6.15	Mukwongo, kuba wateende bubakala bunu pe kuhele kuba wateende bubakala kuri mufunu ko; ngo biri mufunu kuba kiyiriki kyamoono. 
GAL.6.16	Na bobanso basalila mu ngisi yiyo, kiyeengi na ngebe biba kuri bo, na kuri Isaheli dya Nzaambi.
GAL.6.17	Mu misiiri ngo miri, muutu yaa kansiila nduungusu ko, mukwongo, me nyiri na bidziminu bya Yesu mu nyutu yaami.
GAL.6.18	Bampaangi, bweese bwa Mfumu yeetu Yesu Kiristo buba na kiluunsi kya beenu! Amene.
EPH.1.1	Me Pawulo, ntumu Yesu Kiristo, mu kutya kwa Nzaambi, kuri bangisi bari ku Efeso, na kuri bakwiikama mu Kiristo Yesu, 
EPH.1.2	bweese na kiyeengi bifumunaa kuri Nzaambi, Taayi dyeetu na kuri Mfumu Yesu Kiristo biba na beenu.
EPH.1.3	Kaba wasakumunu, Nzaambi wuri Taayi dya Mfumu yeetu Yesu Kiristo, nde watusakumuna mu nsakumunu dzodzinso dza kimpeeve, kunu kinsongi-yulu mu Kiristo. 
EPH.1.4	Mu nde, Nzaambi watusoolo, tekesele nyirikulu nsi, mu kuba bangisi na bahele na mi babaseembele, ha busu bwaandi kunsa ntiilu. 
EPH.1.5	Nzaambi watutaasiri mu kuba baala baandi ba kubuukisa mu Yesu Kiristo, bunu buri bweese bwa ntiilu yaandi, 
EPH.1.6	mu kuha ndumusu ya nkeembu ya bweese bwaandi, bu kari katuha kwa mungengi mu mwaana waandi wa mutima.
EPH.1.7	Mu nde, beetu turi na nkuululu mu makila maandi, na mpemusunu ya lumvuki, bunu buri busina bwa bweese bwaandi, 
EPH.1.8	bu kari kabwookoso mu beetu, kunsa nyaabulu yoyinso na madyeele. 
EPH.1.9	Nde watuyaabisa mpaanu dza kutya kwaandi, bunu buri kiminu kyaandi ki kasoongiri mu Kiristo, 
EPH.1.10	mu ntoono kitsimi kya nkukulu mantaangu: kukutukisa byobinso mu Kiristo, biri ku mayulu na biri ha butoto mu nde.
EPH.1.11	Mu nde, beetu twataambula saala mu nteelulu wari, batekesele kutusoolo, bunu buri bitaasi bya wunde wuyirikaana momanso, bunu buri kutya kwaandi, 
EPH.1.12	mu kuri ti tuha ndumusu ya nkeembu yaandi, bu twatekesele kusa nsiitu mu Kiristo.
EPH.1.13	Mu nde, beenu luri lwayuka maampu ma ngwanwa, Musamu Wamubwete wa mvuukulu yeenu. Mu nde se, bu lwasiiriri kanyi, balusiiri kidiimbu mu Mpeeve Yangisi ya lusiilulu. 
EPH.1.14	Mpeeve yiyo, yitukebelaa saala dyeetu, natee mu nkuululu yi tubaka mu ntoono ndumusu ya nkeembu yaandi.
EPH.1.15	Hango-nkuumbu, me se bu nyayukiri badzoonsolo mu ntoono kanyi dyeenu mu Mfumu Yesu, na ntiilu yeenu mu bangisi bonso, 
EPH.1.16	nyahele kuhoto kubvutula matoondo mu ntoono beenu. Me nkoolubaambukilaa mwooyo mu nsaambulu dzaami, 
EPH.1.17	mpisi heki Nzaambi ya Mfumu yeetu Yesu Kiristo, Taayi dya nkeembu, kaluha mpeeve ya madyeele na ya nyabusulu, mu kuyaaba nde. 
EPH.1.18	Hemese Nzaambi katsyeemese mwiinunu yeenu mu mitima, mpisi lubakula nkya nsiitu yiri mu mbila yikari kaluteele, nkya busina bwa nkeembu yiri mu saala dyaandi, ha kakati dya bangisi, 
EPH.1.19	na nkya nzaangumunu, ya bvulula, ya mpinu dzaandi, mu ntoono beetu basiila kanyi, bunu buri mpinu dza makwa ma lutumu lwaandi, 
EPH.1.20	dzi kari kamonokoso mu Kiristo, bu kamufulukisi ha kakati dya bafwa, na bu kamudzakisa ha lubakala lwaandi kunu kinsongi-yulu. 
EPH.1.21	Kiristo wuri ha yulu kikuutu kyokinso, lutumu lwolunso, mpinu dzodzinso, kimfumu kyokinso, na mpisi nkuumbu yibatsiitsa kutaanguna; kari munu mu ntaangu yimayi ko, ngo se na mu ntaangu yikwiisa. 
EPH.1.22	Nzaambi wasuusa byobinso kunsa bitaambi bya Kiristo, na wamusuusa mu kuba mutu ha yulu dibuundu dyodinso, 
EPH.1.23	diri nyutu yaandi, nduululu ya wunde wuluulusaa byobinso mu bobanso.
EPH.2.1	Beenu lwaba lwafwa mu ntoono lumvuki lweenu, na mu masumu meenu, 
EPH.2.2	mu mo, beenu lwaba kwedyaatilaana mu ntaangu yayikulu, bunu buri bifu bya nsi yimayi, bunu buri lutumu lwa mfumu mpinu dza kingye-kingye, mpeeve yiyo yiri mu kwesala mu lumalu, ha kakati dya baala ba tungu. 
EPH.2.3	Beetu-banso se twaba kintwaari na bo, na twaba kwedyaatilaana mu ntaangu yayikulu, bunu buri nyiimunu dza muswinyi weetu, mu kweyirika matiiri muswinyi na bitsimi byeetu byabibi. Mu mbeelu yeetu, twaba baala bayelemene kubwiilikila nkesi dza Nzaambi bunu bakaka.
EPH.2.4	Ngo Nzaambi waluula mu ngebe, mu ntoono ntiilu yaandi yayinene, yikari katutiila, 
EPH.2.5	bu twaba twafwa mu lumvuki, nde watuha mwooyo mu Kiristo. Mu bweese beenu luri lwabvuukila. 
EPH.2.6	Mu Kiristo Yesu, Nzaambi watufulukisa ha kimosi na nde, na watudzakisa ha kimosi na nde kunu kinsongi-yulu, 
EPH.2.7	mu kusoongo mu mantaangu makwiisa, busina bwabuukula bwa bweese bwaandi, mu mbweeyulu-mutima waandi kuri beetu mu Kiristo Yesu. 
EPH.2.8	Mukwongo, mu bweese beenu luri lwabvuukila mu ntoono kanyi, kari mu beenu-meene ko, ngo kikabu kya Nzaambi; 
EPH.2.9	kari mu biyiriki ko, mpisi heki muutu kahele kusiika. 
EPH.2.10	Mukwongo, beetu turi biyiriki bya Nzaambi, nde watuyirika mu Kiristo Yesu, mu kuba na biyiriki byabibwete, bi kari katekesele kuyirika, mpisi tubisalila.
EPH.2.11	Hango-nkuumbu, baambukeenu mwooyo ti, beenu mu ntaangu yayikulu, lwaba bangooyi mu muswinyi, bahele kuteende bubakala, mu mwiinunu ya babo bateende bubakala, mu nteendulu ya myooko mya baatu. 
EPH.2.12	Baambukeenu mwooyo ti lwaba, mu ntaangu yiyo kwahele Kiristo, bahele kuba na miswa mu kudzakala mu nsi ya Isaheli, banzeense mu ndelusunu dza lusiilulu, bahele na nsiitu na bahele na Nzaambi mu nsi. 
EPH.2.13	Kasi mu lumalu, mu Kiristo Yesu, beenu bari mu ntaangu yayikulu lwaba la, lweki bebele mu makila ma Kiristo. 
EPH.2.14	Mukwongo, nde ngo kiyeengi kyeetu: nde wasa kuri ti baba boolo, beki mosi, na mu nyutu yaandi, nde wabwiisa kibaka kya mpambukusu ngo lubelu. 
EPH.2.15	Nde wayisila lutumu lwa Mangisi na misiku, mpisi heki mu nde-meene, nde kayirika mu bo boolo, muutu ndemosi wamoono, mu kusa kiyeengi, 
EPH.2.16	na mu kusa nyukusunu ha kakati dya bamosi na bakaka, mu nyutu yomosi kintwaari na Nzaambi mu kuruwa, mu dyo, nde kari kamana lubelu. 
EPH.2.17	Bu kayisa, nde wayaabisa Musamu wa kiyeengi kuri beenu lwaba la, na kuri baba bebele. 
EPH.2.18	Bukuri mu nde, beetu turi na miswa, bamosi na bakaka, mu Mpeeve yomosi, mu kuba hari Taata.
EPH.2.19	Mu didyo, beenu lusii banzeense, na minzakikiri ko, kasi lweki bangaa-nsi kintwaari na bangisi, baatu bari mu kaanda dya Nzaambi. 
EPH.2.20	Beenu lwatuunguma ha yulu lufulu lwa bantumu na babikiri, Kiristo Yesu nde-meene ngo tari dya ha kuumbu. 
EPH.2.21	Mu nde, ntuungulu yoyinso yasuunguma na deredee, yiri mu kunaaka mu kuba Nzo-nzaambi yangisi mu Mfumu. 
EPH.2.22	Mu nde, beenu se luri lwatuunguma mu kintwaari, mu kuba nzo yi dzakalaa Nzaambi mu Mpeeve.
EPH.3.1	Mu ntoono yiyo, me Pawulo, nyiri boroko dya Yesu Kiristo, mu beenu makaanda. 
EPH.3.2	Kampe beenu lwayukiri, bunu buri kisalu kya bweese bwa Nzaambi kibari baha me, mu ntoono beenu. 
EPH.3.3	Me nyataambula mpaanu mu nyabusulu, bunu bu nyatekisiri kulutinina mu bukufi. 
EPH.3.4	Lumanaa kutaanga, beenu sa lwabakula nkya madyeele me nyiri na mo, mu mitariri mpaanu dza Kiristo, 
EPH.3.5	dziri mu biseendu byalabuka, basii yaabisa dzo kuri baala ba baatu ko, ngo mu lumalu, Mpeeve mwaayaabisa dzo kuri bantumu baandi bangisi, na kuri babikiri. 
EPH.3.6	Mu nzila ya Musamu Wamubwete, makaanda se meki bakondiri ba saala mu kintwaari, bari mu nyutu mosi, na bataambula ha kimosi na Bayudayo, lusiilulu luri mu Yesu Kiristo.
EPH.3.7	Mu ntoono Musamu Wamubwete, me nyayeki kisari, bunu buri kikabu kya bweese bwa Nzaambi bu baheeri kuri me, bunu buri kisalu kya mpinu dzaandi. 
EPH.3.8	Kuri me wu bvuriri buntele mu bangisi bobanso, bari baha bweese bumabu, bwa kuyaabisa kuri makaanda busina bwa Kiristo bwahele mbangukulu, 
EPH.3.9	na mu kuyirika kubaangula kuri bobanso bunu buri kisalu kya mpaanu ki bari basweeke, kuholosono mu mibvu, mu Nzaambi, wuri nde muyiriki bitotolo byobinso. 
EPH.3.10	Mu lumalu, mu nzila ya dibuundu, batumi na bamfumu ba kinsongi-yulu bamwaayaaba madyeele ma Nzaambi ma bitsuumbu-bitsuumbu, 
EPH.3.11	bunu buri bitaasi bya mpisi mibvu, bikari kayirika mu Kiristo Yesu, Mfumu yeetu. 
EPH.3.12	Mu kanyi mu nde, beetu turi na bunsaalisi bwa kudzoonso na kukokosolo kuri Nzaambi mu nsiitu dzodzinso. 
EPH.3.13	Hango, me nyiloombo ti yaa luholo-bito ko, mu ntoono mpasi dzaami, dzi nyiri mu kwemono me mu beenu; mpasi dzidzo ngo nkeembu yeenu.
EPH.3.14	Mu didyo, me nyitsukuma ha busu bwa Taata, 
EPH.3.15	kuri nde, mpisi kaanda ku mayulu na ha butoto, diri dyataambula nkuumbu. 
EPH.3.16	Nde, mu Mpeeve yaandi, kaluha makwa mu muutu wa kunsa-kati, bunu buri busina bwa nkeembu yaandi mu mpinu. 
EPH.3.17	Nde kadzakisa Kiristo kunsa mitima myeenu mu kanyi, na luba lwamene myaansi na lwatuunguma kunsa ntiilu, 
EPH.3.18	mpisi heki luba na makwa, ma kubakula mu kintwaari na bangisi, bunu buri bunene, bula, nzangumunu na musundu, 
EPH.3.19	luyaaba ntiilu ya Kiristo, yalutula nyaabulu. Mu bubwo beenu luba lwaluula natee mu nduululu yoyinso ya Nzaambi.
EPH.3.20	Kuri wunde wakuka mu kuyirika, kwakinkulu, ha yulu momanso ma tuloombaa bunu pe ma tutsimaa, bunu buri mpinu dzikwesala mu beetu, 
EPH.3.21	kuri nde kuba nkeembu, mu dibuundu na mu Kiristo Yesu, mu ntoono biseendu byobinso, mu bibvu ngo bibvu, bunubwo. Amene.
EPH.4.1	Me nyilusyaamisa, me nyiri boroko mu ntoono Mfumu, mu kudyaatila mu kiteesu kyayelemene na mbila yiyo yibari baluteele, 
EPH.4.2	mu nkulukulu yoyinso, mu bundeembu, mu nkindusulu-mutima, mu kwekuunda bambaasi beenu na beenu mu ntiilu. 
EPH.4.3	Salilee makwa, mu kukebe kintwaari kya Mpeeve, mu musiinga wa kiyeengi. 
EPH.4.4	Nyutu mosi yiri, na Mpeeve se mosi, bunubwo se bari baluteele mu nsiitu mosi, ya mbila yeenu. 
EPH.4.5	Mfumu mosi, kanyi dimosi, mbotokulu yimosi, 
EPH.4.6	Nzaambi mosi yiri, Taayi dya bobanso, wutuma bobanso, wukwesala mu bobanso, na wuri mu bobanso.
EPH.4.7	Kuri mpisi muutu mu beetu, bari baha bweese, bunu buri kiteesu kya kikabu kya Kiristo. 
EPH.4.8	Hango-nkuumbu, diri dyaleelu ti:
EPH.4.8	«Bu kamana kunwaata ku yulu,
EPH.4.8	nde wakaanga bunkutu,
EPH.4.8	na waha bikabu kuri baatu.»
EPH.4.9	Ngo, «nde wanwaata», lo mambangukulu ti ki? Ti nde katekisilaana kukulumuka mu mankoonsi ma ku nsuku butoto tumi keki nwaata. 
EPH.4.10	Wunde wakulumuki, wunu nde se wanweeti kunu kinsongi-yulu, mpisi heki nde kaluulusa nsi na yulu. 
