MAT.1.1	Srakàda atehuŋ ma ke kú Yeso Kristò edɛ Ŋwa àfα Devì á yá ma Ŋwa Abràha huŋ.
1PE.4.16	Mami lè àmɔ huŋ, be nɛ lè yi vèzri be wa á fenyite wo Kristò yi, ewɛ́ tété mbu nɛ mu bɛhuŋ, kpyadè nɛ Mbɔchù ke bo yi bé nɛ zre Kristò yi. 
1PE.4.17	Ebɔ kwagbα, yi Mbɔchù ke kpà wa. Ngè è ke chàmbɔ̀yo ke kpà wa ge. Be è lè chà wo nyi, è ke bàkɛte ntrɛ wo wa á fenyitê wo Chwɛzri Asɔsɔ enke Mbɔchù mu huŋ? 
1PE.4.18	È ma Srakàda Mbɔchù yi lɛ,
1PE.4.18	“Be è kwαte wo wa zrɔbye bo setetemɔ lɛ, Mbɔchù pofye bo huŋ,
1PE.4.18	ngè è ke ma ntrɛ wo wa e yi tɔ abebe e yi zótê Mbɔchù huŋ?”
1PE.4.19	Ngèhuŋ, wa e yi vèzri pyɔ Mbɔchù kate huŋ, le dɔ ju ke tɔ bú asɔte huŋ. Ngè bo ŋa gbαgbα bo bwo Mbɔchù á mbya bo huŋ. Ebɔ mbri e yi tɔ bú è yate lɛ, è ke tɔ huŋ.
1PE.5.1	Mì yi, Ŋ̀ ma ngru ambrú gbòko wa á fenyite abɔŋɛ. Ŋ ma ngru chɔ wa á yá vè pyɔ Kristò yá vèzri huŋ, ngè Ŋ ma lè chɔ wa e ke vè ebɔ Kristò ke yandà nyihùŋ ezozo ge huŋ. Ŋ yi dàŋa nɛ wa àmbra gbòko wa á fenyite hɛ mwɛ lɛ, 
1PE.5.2	nɛ ma Mvɔ́kɛ sɛ enke Mbɔchù e ŋate nɛ hɛ. Nɛ vɔ́kɛ gé wo pyɔ Mbɔchù kate nɛ ke tɔ huŋ. E tété ma lɛ, bo kpɛte nɛ ke ngre mu bɛhuŋ, nɛ tɔ ge wo pushyɛ nɛ mbri. Tɔ nɛ chwɔ, nɛ matê wo àgbαnjìjwó kɔbɔ̀ mu bɛhuŋ, nɛ tɔ chwɔ pyɔ e ke màŋa lɛ, nɛ ma wo pushyɛ ke tɔ chwɔ huŋ. 
1PE.5.3	Tété yi zùte nɛ é wa Mbɔchù ŋate nɛ lɛ, nɛ vɔ́kɛ hɛ mu bɛhuŋ, nɛ ma be evèfye yi wo bo. 
1PE.5.4	Ngè ebɔ Àfα Mvɔ́kɛ sɛ ke yandà huŋ, è ke ŋa nɛ ekɔŋa e yi kpɔ̀kwèpɔ̂ mbumbu ge mu huŋ.
1PE.5.5	Sɛ̀wa, nɛ zó wa á kpèpɔgbα mpke hɛ. Nɛ yi mbri fɔshya wo drinɛ zhyɔ yi, mami pyɔkɔ nɛ yi tɔŋa wa enzɔ hɛ chwɔ, ke Srakàda Mbɔchù yi zà lɛ, “Mbɔchù pite wa e yi de bu àkɔ̀ hɛ shyɛ bɛhuŋ, è yi màŋa engɛ ge wo wa e yi fɔshya wo dribo zhyɔ hɛ.” 
1PE.5.6	Ngèhuŋ, ma fɔshya nɛ wo drinɛ zhyɔ yi ju Mbɔchù á ma wo ngre ke tekɛfye nɛ huŋ lɛ, ebɔ ebɔ ke kwa huŋ, è ke kpɛbɛ̀ nɛ chìdɔ. 
1PE.5.7	Pwɛ̀teŋa nɛ gè bye e yi ŋa nɛ ànɛ̀shyɛ hɛ mbri, ke e yi vèkɛte wo nɛ.
1PE.5.8	Nɛ mbu ebɔ, ngè nɛ vɔ́ ke ngru àpishyɛ nɛ nkùchi. E yi vúsɛsɛ be dòmímí, yi vó nde, ke yi kavèsɛ wo nguzo ke gbαzi huŋ. 
1PE.5.9	Ndatejɛkɛwa nɛ é fenyi nɛ, nɛ tété ŋa ge pyɔ mu. Ngèhuŋ, ma yi nɛ sɔbe lɛ, zhyɛnyɔ̀ nɛ á fenyite é Kristò á ma bya mbri ŋɛ myaŋɛ, yi vè lè cho vèzri nɛ yi vè huŋ. 
1PE.5.10	Ebɔ nɛ ke vègbα zri ke ŋwa ebɔ baba huŋ, Mbɔchù e yi màŋa engɛ ge é wa yi mbri huŋ, wo á yá bé nɛ nyihùŋ ezozo ge e yi gbαpɔ̂ mu kokro Kristò huŋ, ke mbya nɛ ke sɔngaju. È ke mbya nɛ ke ndatejɛkɛ é fenyi nɛ yi, è mbya nɛ ke ma wo ngre, è mbya nɛ ke ndatejɛkɛ, yi nɛ yi dótê mu. 
1PE.5.11	Ma e kpà myaŋɛ ke ebɔ mbri wo ebɔ mbri. Ma e ma àmɔ.
1PE.5.12	È ma Silàs á tὰfye ŋɛ ke jwαŋa nɛ ŋwa srakàda atehuŋ. È ma ŋwanyɔ̀ nyi á fenyite é Kristò, Ŋ̀ pɔte pushyɛ ŋɛ huŋ. Ŋ yi tɔma nɛ kpɔ, ngè Ŋ yi yaŋa nɛ lɛ, Mbɔchù, yi màŋa engɛ ge ke nɛ endɛndɛ yi, ngè nɛ ndatejɛte é gè yi.
1PE.5.13	Zhyɛnyɔ̀ nɛ á ma gbòko wa á fenyite á ma ŋɛ Babilɔ̀ huŋ, yi Mbɔchù ngafɔte lè bo huŋ, yi sopɔ nɛ. Mak, á ma ŋwashyò e yi tὰfye ŋɛ huŋ, yi sopɔ lè nɛ kpɛ. 
1PE.5.14	Sopɔ nɛ drinɛ sɔbe sɔbe ke màŋa lɛ, nɛ nɛte wo drinɛ.
1PE.5.14	Ma Mbɔchù ŋa wa mbri á ma wa enke Kristò hɛ atɔtɔ.
2PE.1.1	Ŋ mì Samù Pità e yi jwα srakàda atehuŋ. Ŋ ma ngru chwɔ wo ngru bo chɛpwɛ̀ ya ke Yeso Kristò. Ŋ yi jwα srakàda atehuŋ, ke nɛ wa á fenyite be nyi kpɛ huŋ, kokro Mbɔchù wo Yeso Kristò á ma Mpofye nyi, yi zrɔbye ge setetemɔ huŋ.
2PE.1.2	Ma Mbɔchù màŋa nɛ engɛ ge, è ŋa nɛ atɔtɔ ge nyɔ̀kúmɔ kokro pyɔ nɛ yi ge huŋ, wo pyɔ nɛ yi Yeso Mpwèmya nyi huŋ.
2PE.1.3	Mbɔchù mbu yi ngre ge, è ŋa yi nyi bye mbri nyi kate ke gbαgbα nyi lɛ, nyi ke zó ge ebɔ mbri. È yá tɔ àmɔ, kokro pyɔ nyi yi ge huŋ, wo pyɔ è yá bé nyi ke bɛ nkwɛ̀ nyihùŋ ezozo ge wo asɔsɔ ge huŋ. 
2PE.1.4	È yá kàju kokro ezozo ge wo asɔsɔ ge ke ŋa nyi nyɔ̀kú asɔsɔ ekɔŋa ge, è yá yate huŋ. È ma àmɔ lɛ, kokro bye atehuŋ, nɛ ke sekù abebe, yi wa émyaŋɛ nɛte gbαwa huŋ, ngè nɛ ke yasè ma be Mbɔchù yi. 
2PE.1.5	Ngè ke drubú atehuŋ, tre nɛ ke vè lɛ, nɛ ma wo fenyi, nɛ tɔ asɔsɔ, ngè be nɛ ke yi tɔ asɔsɔ huŋ, nɛ yi pyɔ nɛ ke yi shi huŋ, 
2PE.1.6	be nɛ ke yi pyɔ nɛ ke shi huŋ, nɛ ma wo kpɛkɛkpɔ, be nɛ yi kpɛkɛkpɔ huŋ, nɛ ma wo kpɛkɛ pushyɛ ebɔ vèzri, be nɛ ke yi kpɛkɛ pushyɛ ebɔ vèzri huŋ, nɛ yi zó bàte Mbɔchù ebɔ mbri, 
2PE.1.7	be nɛ ke yi zó bàte Mbɔchù ebɔ mbri huŋ, nɛ ma wo enɛte ke zhyɛnyɔ̀ nɛ, be nɛ ke yi ma wo enɛte ke zhyɛnyɔ̀ nɛ huŋ, nɛ màŋa enɛte wo wa enzɔ hɛ. 
2PE.1.8	Be nɛ lè yi tɔmbudɔ wo bye atehɛ ju yi, ngè nɛ yi kwαkɛte ke yi tɔmbudɔ wo gé ju mɔ, chwɔ nɛ ke sɔte, ngè chwɔ nɛ ke ju se. Gàlɔhuŋ ke màŋa lɛ, bye nɛ yi ke cho ngru Yeso Kristò ma huŋ, ke wátêmɔ ke éwὰ yi mu. 
2PE.1.9	Bɛhuŋ, ngru á lè yi tɔtê cho bye atehɛ mu, á màŋa lɛ, ngru alɔhuŋ, ma be ngru á ndote njìjwó, è yi vèbwαtê bye mu, shyɛ ge ŋwɛ̀ lɛ, Mbɔchù yá vɔ́mbujute ge é abebe ge ezhyɛzhyɛ huŋ.
2PE.1.10	Be è ma àmɔ huŋ, zhyɛnyɔ̀ ŋɛ, tre nɛ gbαwa ke yi tɔ bye e ke màŋa endɛndɛ lɛ, Mbɔchù yá bé nɛ, ngè è ngafɔ nɛ. Nɛ lè yi tɔ àmɔ mɔ huŋ, nɛ ke pwɛ̀tepɔ̂ mɔ ke fenyi wo Kristò mu. 
2PE.1.11	Pyɔ atehuŋ, Mbɔchù ke ma wo enɛte ke mbya nɛ ke kà ŋɛ ndu àfα Mpwèmya nyi wo ke kà ndu Mpofye wa Yeso Kristò e yi gbαpɔ̂ mu huŋ.
2PE.1.12	Ŋ̀ ke yi sebɛŋa nɛ bye atehɛ ebɔ mbri. Ŋ yibàwa lɛ, nɛ yigbα bye endɛndɛ bo yá mbɔ̀ŋa nɛ huŋ, ngè nɛ ndatejɛkɛte é gé yi. 
2PE.1.13	Ŋ yi sepɔ lɛ, è kwatebàwa lɛ, Ŋ sebɛŋa nɛ bye atehɛ ebɔ mbri be Ŋ yayi vèbye lɛ, nɛ ke pɔkpɛte yi. 
2PE.1.14	Ŋ yi lɛ, è mbate ebɔ baba Ŋ́ ke pwɛ̀te myaŋɛ, lèbe Mpwèmya Yeso Kristò yá yaŋa ŋɛ wɛwa huŋ, 
2PE.1.15	ngèhuŋ, Ŋ̀ ke tɔ bú Ŋ̀ yibe tɔko huŋ sɔbe, ke vè lɛ, ebɔ Ŋ̀ ke fu huŋ, yi nɛ ke yi sebɛshi wo bye atehɛ mbri ebɔ mbri.
2PE.1.16	Nyi yá chikɛtê é àchúzɛchu, yi wa mbyate ebɔ nyi yá yaŋa nɛ ke ngre Mpwèmya nyi Yeso Kristò wo ebɔ è ke yandà huŋ mu bɛhuŋ, nyi ma wa atevè nyɔ̀kú ngre ge. 
2PE.1.17	Nyi yá ma nú ebɔ Mbɔchù á ma So huŋ, yá ŋa ge ezozo, ngè kpɔ ge yayi mbu, ngè nde chyα yá ju wo Mbɔchù á ma wo Ngre á Kàpɛju huŋ, yi zà lɛ, “Atehuŋ ma Ŋwaŋɛ Ŋ́ nɛbà huŋ. Ŋ yi pɔ sɔpɔ wo gè.” 
2PE.1.18	Nyi abɔnyi yá pɔ nde chyα atehuŋ, ŋɛ akpachù ebɔ nyi yá mafɔ̀ wo gè ŋɛ ànɛ̀ á ma wɛwa huŋ.
2PE.1.19	Nyi yi endɛndɛ lɛ, chyα wa pwὰpwὰ Mbɔchù yayi kú hɛ lɛ, gé ma endɛndɛ, ke bye nyi yá vè wo njìjwó nyi hɛ. Ngèhuŋ, vè nɛ lɛ, nɛ pɔte se nú wo chyα atehɛ, ke gé yá ma be lambù e yi mbu nyihùŋ huŋ, dɔnda ebɔ bya ke cha huŋ. Ebɔ bya ke chαgbα huŋ, Kristò ke mbu pushyɛ nɛ yi, be vasɔ, e yi mbu mpùmɛ̀ huŋ. 
2PE.1.20	Bú á masubàwa gbαgbα, yi nɛ ke yi huŋ, ma lɛ, nguzo ke yachakô wo bɔge bú wa pwὰpwὰ Mbɔchù jwαte ŋɛ srakàda Mbɔchù yi mu. 
2PE.1.21	È ma àmɔ, ke chyα wa pwὰpwὰ Mbɔchù yayi ya hɛ, yá jutê pyɔ wa kate huŋ mu bɛhuŋ, è ma Mbɔchù, á yá mbya wa ke ya chyα atehɛ, be Vomwɛ Achacha yá tὰfye bo huŋ.
2PE.2.1	Bɛhuŋ, wa pwὰpwὰ e yi chúzɛchu hɛ, yá ma lè chɔ wa kpɛ, lèbe chɔche e yi chúzɛchu hɛ, ke ma lè chɔ nɛ huŋ. Bo ke vαkàchya mbɔ̀ŋa chyα Mbɔchù wo zɛchu e ke tɔnyimbe wa enke Mbɔchù. Ngè bo ke ŋɔ mami Masà bo á yá fɔfyeju bo huŋ. Ngè nyihùŋ pyɔ atehuŋ, yi bo ke mbya lɛ, Mbɔchù tɔnyimbe bo fɔ̀fɔ̀ huŋ. 
2PE.2.2	Mami àmɔ huŋ, ngɔ̀ngɔ̀ wa ke vèfye abebe, yi chɔche atehɛ, yi tɔ hɛ. Ngè ke zri bye bo yi tɔ hɛ, wa ke ya abebe ke pyɔ endɛndɛ, yi wa ke shi huŋ. 
2PE.2.3	È ma ke chɔche e yi chúzɛchu atehɛ, yi gbαte njìjwó é bye wa huŋ, ngè bo mbu yi pyɔ alɔhuŋ, ke yi yaŋa nɛ àchɛ̀ á ma zɛchu hɛ. È ma yi tótó ebɔ mbrɔŋɛ, be Mbɔchù yá kpànyimbe yi bo. È natê enru mu, ngè è ke tɔnyimbe bo.
2PE.2.4	Mbɔchù yá pwɛ̀tetê ke ŋa nchèndé vèzri ebɔ gé yá tɔ abebe huŋ mu bɛhuŋ, è yá chì gé wo nchrα, è tápwɛ̀srɔ gé bre vèzri á ma wo krú nkùfi huŋ. Gé ke ma nú tètè ebɔ Mbɔchù ke kpà wa émyaŋɛ huŋ. 
2PE.2.5	Mbɔchù yá ŋa wa á ma lèzhyɛwa hɛ vèzri, ngè è yá mbya zɔ̀ ke ŋwɛ̀ngachα vokɛ wa émyaŋɛ á yayi zótê ge mu hɛ. È yá pofye Nuwà wo wa enzɔ hɛ chwɔ̂ ju pyα. Nuwà yayi kúŋa wa ke zrɔbye ásetetemɔ ju Mbɔchù huŋ. 
2PE.2.6	Mbɔchù yá kpànyimbe jɛ̀ akpè wa Sɔdɔ̀m wo Gɔ̀mɔrà, è mbya lɛ, gé chɛ̀ ya ma be chwɔ́ yi. È yá mbya jɛ̀ akpè hɛ, ma emàŋa wo wa ke bú e ke kàju wo wa e yi zótê Mbɔchù mu huŋ. 
2PE.2.7	Mbɔchù yá mbuju Lɔ̂t é vèzri yi. Lɔ̂t ma ngru zrɔbye ge yá setetemɔ huŋ. Ngè pushyɛ ge yayi ŋa ge ànɛ̀shyɛ gbαwa wo bye zé, yi wa e yi tɔ ezrifra, á yitê Mbɔchù mu yayi tɔ hɛ. 
2PE.2.8	Ngunwa, yi zrɔbye ge setetemɔ atehuŋ, yayi shi chɔ bo yi, ngè chibyacha huŋ, pushyɛ ge yayi ŋa ge ànɛ̀shyɛ be è yayi vè, wo pɔ bye abebe, yi wa e yi tɔ ezrifra á yitê Mbɔchù mu yayi tɔ hɛ. 
2PE.2.9	Ngèhuŋ, Mbɔchù yigbα pyɔ è ke pofye wa zrɔbye bo setetemɔ hɛ, nyihùŋ embɔ̀vèmɔ bo yi, wo ke dɔ ju ke ŋa wa e yi tɔ abebe hɛ vèzri huŋ. È ke tɔ àmɔ, tètè Chú è ke kpà wa émyaŋɛ huŋ. 
2PE.2.10	Mbɔchù ke ŋa bo vèzri akúkú fafamí wo wa ezrifra e yi tɔ bú vekpɔ bo kate huŋ, wo á ŋɔ ke zó Mbɔchù lɛ, è matê wo ngre ke kpà bo mu huŋ.
2PE.2.10	Chɔche e yi chúzɛchu atehɛ, yi de bu àkɔ̀, bo yi brα bye, ngè bo ŋɔ yi yabàkɛte enke Mbɔchù. Bo yi ché nchèndé ge á ma nikà mɔ hɛ. 
2PE.2.11	Mami lè nchèndé á kwαkàpɛ, wo á kpèkàpɛ chɔche e yi chúzɛchu hɛ, yi bényimbetê bye á ma nikà mɔ hɛ, wo shyé ju Mpwèmya yi mu. 
2PE.2.12	Bɛhuŋ, chɔche e yi chúzɛchu atehɛ, yi tɔ bye á ju pushyɛ bo, yi bo sepɔtê mu huŋ. Bo ma be byeshyα ekpo, yi Mbɔchù yɔ̀te lɛ, wa kαkpɛ kégbα huŋ. Bo yi ya abebe ke byezɔ, yi bo yitê mu hɛ. Mbɔchù ke tɔnyimbe bo lèyɛwa be byeshyα ekpo alɔhɛ. 
2PE.2.13	Mbɔchù ke kpapoŋa bo wo vèzri ke vèzri bo yi ŋa wazɔ huŋ. Bo nɛte ke tɔ bye, yi vekpɔ bo kate huŋ, ebɔ nu yi. Bo yi tɔ bye ewɛ́, ngè bo ma be zé ebɔ bo yi ma abre wo nɛ huŋ. Bo yi zhyɛ nɛ bye ebɔ bo yi shi wo nɛ ke zhi byezhi abre huŋ. 
2PE.2.14	Bo yi kevèbàte mɔ ke wavo á nɛte ke tɔ ntɔka wo bo huŋ. Ngè bo yi pwɛ̀tepɔ̂ mɔ ke tɔ abebe mu. Bo yi zhyɛkɛ wa, yi fenyi bo tejɛkɛtê mu hɛ bye. Bo yi abɔbo yite gbαwa ke gbα njìjwó é mamiwa gɛ, yi bo kate huŋ. Ngèhuŋ, ke bye abebe atehɛ mbri, yi bo tɔ huŋ, Mbɔchù ke ŋa bo vèzri. 
2PE.2.15	Bo pwɛ̀te yi pyɔ ásetetemɔ huŋ, ngè bo yasɛte ke yi chi pyɔ Balàm á ma ŋwa Bɛyɔ̀, be è yayi tɔ bye huŋ. È yá nɛte wo kɔbɔ̀, ngè e ke bɛ be è yayi tɔ abebe huŋ. 
2PE.2.16	Ngè be ngru pwὰpwὰ huŋ, yayi tɔ bye abebe àmɔ huŋ, jikíjìkì, e yi yatê chyα mu huŋ, yá dɛ ge nde sɔbe wo nde ngru huŋ, ngè alɔhuŋ yá mbya, àzhyɔ ngru pwὰpwὰ huŋ, ke pwɛ̀te.
2PE.2.17	Chɔche e yi chúzɛchu atehɛ, ma be pɛngɛ zɛ̀ á vɔ́te mɔ hɛ, ngè bo ma be embu, yi vochù akwαkwα yi vésɛsɛ, yi mbyatê chù ke tá mu huŋ. Mbɔchù tebwαŋate bo bre, nyihùŋ krú nkùfi yi. 
2PE.2.18	Bo yi ya chyα jwɔ, yi de bu àkɔ̀, ngè bo mbu zrɔbye ntɔka, yi vekpɔ bo kate huŋ, ke zhyɛkɛ wa á chàte ke sekù chɔ wa e yi shi, shi á ma wo ŋàdà huŋ. 
2PE.2.19	Bo yaŋate wa lɛ, bo ke matê kɛpi mu bɛhuŋ, bo yi abɔbo ma kɛpi wo bye abebe. È ma àmɔ, ke ngru ma kɛpi wo mami gɛ á ma wo ngre é gè huŋ. 
2PE.2.20	Be wa lè yigbα Mpwèmya nyi wo Mpofye wa Yeso Kristò, ngè bo sekù bye abebe á ma myaŋɛ huŋ bɛhuŋ, bye abebe atehɛ yi kpɛndà bo, è kαfyeju bo mɔ huŋ, ngèhuŋ, vèzri e ke bɛ bo huŋ, ke békàpɛju gùŋɛ á yá bɛ bo chàkà huŋ. 
2PE.2.21	E le sɔ gbαwa be bo le yitê pyɔ ásetetemɔ mɔ huŋ mu, kàpɛju yi be bo yi ge huŋ, ngè bo yasè bóŋa bɔ̀bye á ma wɛwa, yi bo yá ŋa bo huŋ kokro. 
2PE.2.22	Bú á yá kàju wo bo huŋ, yi màŋa lɛ, chyα nkwὰ atehɛ pyα ma endɛndɛ. Chyα alɔhɛ ma lɛ, “Bɛ́ yasè dɔ ndà é kprɔ́ e kpɔ̀tɔ̀ huŋ, ke byayɔ” wo lɛ, “Kúyà, yi bo vɔ́gbα huŋ, dɔ ndà yi ke bé drige dra yi.”
2PE.3.1	Zhyé ŋɛ Ŋ́ nɛbà hɛ, atehuŋ ma yi srakàda ŋɛ éfɔ pyα, Ŋ yi jwαŋa nɛ. Ŋ̀ jwα yi gé pyα mbri be esebɛŋa ke dùfɔzi sepɔ nɛ é bye nɛ yá yigbα hɛ. 
2PE.3.2	Ŋ yi ka lɛ, Ŋ mbya nɛ ke sebɛ chyα wa pwὰpwὰ Mbɔchù á ma wɛwa hɛ yá ya ebɔ a kàju huŋ, wo ke sebɛŋa nɛ bɔ̀bye, yi Mpwèmya nyi wo Mpofye wa yá ya kokro wa nɛ, yi bo yá chɛpwɛ̀ hɛ. 
2PE.3.3	Bú á mabà chò Ŋ ka lɛ, Ŋ sebɛŋa nɛ huŋ, ma lɛ, è ke ma chi enchibá hɛ, wa e yi fùvyɛ wa enzɔ hɛ ke ya, yi fùvyɛ nɛ. Bo ke yi chi pyɔ vekpɔ bo kate bo ke yi tɔ bye huŋ. 
2PE.3.4	Bo ke yi bi lɛ̀, “Mê è yá yate lɛ, è ke yandà mû? Yi brekɔ è mate yi? Shyé nyi yá fu lèzhyɛwa bɛhuŋ, bye mbri yá mate lèbe Mbɔchù yá yɔ̀ myaŋɛ huŋ.” 
2PE.3.5	Bɛhuŋ, bo yá brα ŋɔ endɛndɛ á ma lèzhyɛwa lɛ, Mbɔchù yá ya chyα, ngè akpachù yá ma. È yá ya chyα, ngè zhyɔ yá ju nyihùŋ zɔ̀ yi. 
2PE.3.6	È ma kokro zɔ̀ á yá ŋwɛ̀ngachαte myaŋɛ gbαwa huŋ, yi Mbɔchù yá tɔnyimbe wa émyaŋɛ á yá ma lèzhyɛwa huŋ. 
2PE.3.7	Bɛhuŋ, è ma wo chyα alɔhuŋ kpɛ, yi Mbɔchù te akpachù wo myaŋɛ lɛ, è ke tɔnyimbe gé wo pyo. È te yi gé lɛ, gé masu lɛ̀ mbrɔŋɛ, tètè ebɔ è ke kpà wo tɔnyimbe wa e yi zótê ge mu hɛ.
2PE.3.8	Bɛhuŋ, zhyé ŋɛ Ŋ́ nɛbà hɛ, shyɛ nɛ tété ŋwɛ̀ wo endɛndɛ atehuŋ nzo mu. Endɛndɛ alɔhuŋ ma lɛ, chú nzo wo Mpwèmya huŋ, ma be zhi tɔshì, ngè zhi tɔshì huŋ ma be chú nzo yi. 
2PE.3.9	Mpwèmya matê fɛ̀wa ke tɔ bú è yá yate huŋ, be wazɔ, yi sepɔ lɛ, è ma fɛ̀wa huŋ mu. È mapya wo kpɛkɛ pushyɛ ke nɛ, ke è katê lɛ, nguzo fu wá mu bɛhuŋ, è kate lɛ, wa mbri yasè é abebe bo yi, bo pɔte pushyɛ bo é gè yi.
2PE.3.10	Bɛhuŋ, Chú Mpwèmya ke ya huŋ, ke ma be ngru eví, yi ya tα ngru huŋ. È ke ma Chú alɔhuŋ, akpachù ke zαwá, yi pà nyɔ̀kú nde. Pyo ke chɛ̀nyimbe bye mbri á ma akpachù hɛ, ngè pyo ke chɛ̀nyimbe bye mbri á ma myaŋɛ huŋ. 
2PE.3.11	Be pyo ke yi chɛ̀nyimbe bye atehɛ mbri àmɔ huŋ, ngè, yi cho wa kɔ, yi nɛ kate lɛ, nɛ ma? Vè nɛ lɛ, gbαgbα nɛ ma wɛwa, ngè nɛ ŋa drinɛ wo Mbɔchù, 
2PE.3.12	be nɛ yi tembate Chú alɔhuŋ, yi Mbɔchù ke ya kpà wa émyaŋɛ huŋ. Nɛ tre ke tɔ bú e ke mbya lɛ, chú alɔhuŋ, ya fɔ̀fɔ̀. Chú alɔhuŋ, ma ebɔ pyo ke chɛ̀nyimbe bye mbri á ma akpachù huŋ, ngè evombú pyo ke mbya lɛ, bye mbri zα. 
2PE.3.13	Bɛhuŋ, nyi á ma wa á fenyite hɛ, yi tembate ke akpachù epokwre wo myaŋɛ epokwre, yi Mbɔchù yá yate huŋ. È ma bre, yi wa zrɔbye bo setetemɔ hɛ ke shi yi.
2PE.3.14	Zhyé ŋɛ Ŋ nɛbà hɛ, be nɛ tembate ke chú atehuŋ, ngèhuŋ, ma tre nɛ bú nɛ yibe nɛ tɔ huŋ lɛ, nɛ ma wɛwa, yi Mbɔchù ke vètê ŋàdà búzo é nɛ mu wo lɛ, nɛ ke shi wo esαsα wo gè. 
2PE.3.15	A vè nɛ be Mpwèmya nyi yi kpɛkɛ pushyɛ wo nɛ huŋ. Ma bú atehuŋ, ma bú e yi ŋa pyɔ lɛ, bo pofye nɛ huŋ, lèyɛwa be ŋwanyɔ̀ nyi Pɔ̂, yi nyi nɛte huŋ, yá jwαŋa lè nɛ huŋ. È yá jwα ge wo àyibye Mbɔchù yá ŋa ge huŋ. 
2PE.3.16	Pɔ̂ yayi ya lè kpɛ ke bye atehɛ ŋɛ srekèdé ge mbri e yayi jwα hɛ. Srakàda ge zɔ ma, yi byezɔ kwαte ke yi, wo wa á yitê búzo mu, wo wa á tejɛkɛtê é fenyi bo mu hɛ, yi yakɛ gé ese yi, be bo yi tɔ wo Srekèdé Mbɔchù enzɔ hɛ. Be bo yi tɔ àmɔ huŋ, bo yi bé ya wo fi ke dribo.
2PE.3.17	Bɛhuŋ, nɛ zhyé ŋɛ Ŋ nɛbà hɛ, nɛ yigbαyi ke bye atehɛ, ngèhuŋ, ma vɔ́ nɛ drinɛ sɔbe mama wa e yi zótê bɔ̀bye mu hɛ, zhyɛkɛ nɛ bye wo embɔ̀ŋa zɛchu bo, ngè nɛ ke kù nyihùŋ pyɔ nɛ yá ndatejɛkɛteyo huŋ. 
2PE.3.18	Bɛhuŋ, ma dɔ nɛ ju ke yi kpèko nyihùŋ engɛ Mpwèmya nyi wo Mpofye wa Yeso Kristò, yi màŋa huŋ, ngè nɛ yi gé sɔbe sɔbe. Ma nyi ŋa ge ezozo mbrɔŋɛ wo ebɔ mbri wo ebɔ mbri. Ma e ma àmɔ.
1JN.1.1	Nyi yi jwαŋa nɛ ke Chyα e yi mbya wa ke ma wo gbαgbα huŋ. Chyα atehuŋ yá ma chàkà ebɔ Mbɔchù yɔ̀ myaŋɛ huŋ. Nyi pɔ ge, ngè nyi vè yi ge wo njìjwó nyi, ɛ̂, nyi vè yi ge, ngè nyi dùkpɛ yi ge wo bwo nyi. 
1JN.1.2	Ebɔ gè Ngru e yi mbya wa ke ma wo gbαgbα yá ya huŋ, nyi yá vè ge. Nyi yá yadù ke gè, ngè nyi yá yadùŋa nɛ lɛ, ngè e yi mbya wa ke bɛ gbαgbα e yi gbαpɔ̂ mu huŋ. Gbαgbα e yi gbαpɔ̂ mu atehuŋ, yá mafɔ̀ bombò So, ngè So abɔge huŋ, mbya nyi ke yi ge. 
1JN.1.3	Nyi yi yaŋa nɛ bú nyi yá vè huŋ, wo bú nyi yá pɔ huŋ lɛ, nɛ yi kpɛ yibe nɛ ma lè abre yi wo nyi. Ngè nyi yi mbri ke ma abre yi wo So wo Ŋwa ge, Yeso Kristò. 
1JN.1.4	Nyi yi jwαŋa nɛ bye atehɛ ke mbya lɛ, enɛte ke yi mabàte pushyɛ nyi yi.
1JN.1.5	Ngè chwɛzri atehuŋ, yi nyi pɔ wo Ŋwa Mbɔchù huŋ, ngè nyi yi yaŋa nɛ huŋ ma lɛ, Mbɔchù ma chacha, ngè nkùfi matê wo búzo ke tɔ wo gè mà baba mu. 
1JN.1.6	Be nyi lè zà lɛ, nyi ma bú nzo wo gè, mami àmɔ huŋ, nyi yi sɛndà nɛ nyihùŋ nkùfi, á màŋa lɛ, bú nyi yi tɔ huŋ, wo bú nyi yi ya huŋ, matê endɛndɛ mu. 
1JN.1.7	Bɛhuŋ, be nyi lè yi sɛ nɛ nyihùŋ chacha yi, be è mate chacha huŋ, nyi ma abre wo ngru enzo huŋ, ngè srα Yeso á ma Ŋwa ge huŋ, ke vɔ́kwè nyi é abebe nyi mbri.
1JN.1.8	Be nyi lè yi zà lɛ, nyi tɔtê abebe mu, nyi yi zhyɛ drinyi bye mɔ, ngè nyi yi yatê endɛndɛ mu. 
1JN.1.9	Be nyi lè pùkwè ŋa Mbɔchù abebe nyi mɔ huŋ, ngèhuŋ gè Mbɔchù e yi tɔ bú è yá yate huŋ, wo e yi tɔ bú ásetetemɔ huŋ, ke vèwáŋa nyi abebe nyi, ngè è ke vɔ́kwè nyi é bye mbri, yi nyi yi tɔ ásetetêmɔ mu hɛ. 
1JN.1.10	Be nyi lè zà lɛ, nyi tɔtê abebe mu, nyi mbya yi Mbɔchù ke ma ngru e yi chúzɛchu, ngè chyα ge matê pushyɛ nyi yi mu.
