MAT.1.1	Cartea genealogiei lui Iisus Hristos, fiul lui David, fiul lui Avraam:
1JN.3.7	Copiii mei, să nu vă înşele nimeni. Cel care înfăptuieşte dreptatea este drept, aşa cum El este drept. 
1JN.3.8	Cel care săvârşeşte păcatul este de la Diavol, pentru că Diavolul a păcătuit încă de la început. Pentru aceasta s-a arătat Fiul lui Dumnezeu, ca să nimicească lucrările Diavolului. 
1JN.3.9	Oricine s-a născut din Dumnezeu nu săvârşeşte păcat, căci sămânţa Lui rămâne în el şi nu poate păcătui, pentru că s-a născut din Dumnezeu. 
1JN.3.10	Prin aceasta se arată care sunt copiii lui Dumnezeu şi care sunt copiii diavolului: oricine nu săvârşeşte dreptatea şi nu-l iubeşte pe fratele său, nu este din Dumnezeu.
1JN.3.11	Pentru că aceasta este vestea pe care aţi auzit-o de la început: să ne iubim unii pe alţii. 
1JN.3.12	Nu asemenea lui Cain, care era de la cel Rău şi care l-a ucis pe fratele său. Şi din ce cauză l-a ucis? Pentru că faptele lui erau rele, iar ale fratelui său erau drepte. 
1JN.3.13	Să nu vă miraţi, fraţilor, dacă vă urăşte lumea. 
1JN.3.14	Noi ştim că am trecut de la moarte la viaţă fiindcă îi iubim pe fraţi. Cel care nu iubeşte rămâne în moarte. 
1JN.3.15	Oricine nu-l iubeşte pe fratele său este un ucigaş. Şi ştiţi că nici un ucigaş nu are viaţa veşnică în el, viaţă care să rămână în el. 
1JN.3.16	Prin aceasta am cunoscut iubirea: El şi-a dat viaţa pentru noi. De aceea, şi noi trebuie să ne dăm viaţa pentru fraţi. 
1JN.3.17	Dacă cineva are bogăţiile lumii şi îl vede pe fratele său că se află în nevoie şi îşi închide inima faţă de el, cum să rămână în el iubirea lui Dumnezeu? 
1JN.3.18	Copiii mei, să nu iubim cu vorba, nici prin cuvinte, ci cu fapta şi cu adevărul.
1JN.3.19	Şi prin aceasta vom cunoaşte că suntem din adevăr şi ne vom linişti inimile noastre înaintea Lui, 
1JN.3.20	căci, chiar dacă inimile noastre ne condamnă, Dumnezeu este mai mare decât inimile noastre şi cunoaşte totul. 
1JN.3.21	Preaiubiţilor, dacă inima noastră nu ne condamnă, avem îndrăzneală înaintea lui Dumnezeu. 
1JN.3.22	Şi orice i-am cere vom primi de la El, pentru că păzim poruncile Lui şi înfăptuim ceea ce este plăcut înaintea Lui. 
1JN.3.23	Şi aceasta este porunca Lui: să credem în Numele Fiului Său Iisus Hristos şi să ne iubim unii pe alţii, după cum ne-a dat poruncă. 
1JN.3.24	Şi cel ce păzeşte poruncile Lui rămâne în El şi Dumnezeu rămâne în el. Din aceasta cunoaştem că rămâne în noi: din Duhul pe care ni L-a dat.
1JN.4.1	Preaiubiţilor, să nu vă încredeţi în orice duh, ci puneţi duhurile la încercare şi vedeţi dacă sunt de la Dumnezeu; fiindcă mulţi profeţi falşi au apărut în lume. 
1JN.4.2	Prin aceasta cunoaşteţi Duhul lui Dumnezeu: orice duh care mărturiseşte că Iisus Hristos a venit în trup este de la Dumnezeu. 
1JN.4.3	Şi orice duh care nu Îl mărturiseşte pe Iisus, nu este de la Dumnezeu, ci duhul Antihristului, despre care aţi auzit că vine, iar acum este deja în lume. 
1JN.4.4	Copiii mei, voi sunteţi de la Dumnezeu şi i-aţi învins pe aceştia, pentru că Cel care este în voi este mai mare decât cel care este în lume. 
1JN.4.5	Ei sunt din lume, de aceea vorbesc ca din lume, iar lumea îi ascultă. 
1JN.4.6	Noi suntem din Dumnezeu. Cel care-L cunoaşte pe Dumnezeu ne ascultă, cel care nu este din Dumnezeu nu ne ascultă. Prin aceasta cunoaştem Duhul adevărului şi duhul înşelăciunii.
1JN.4.7	Preaiubiţilor, să ne iubim unii pe alţii, pentru că iubirea este de la Dumnezeu şi oricine iubeşte s-a născut din Dumnezeu şi Îl cunoaşte pe Dumnezeu. 
1JN.4.8	Cel care nu iubeşte nu L-a cunoscut pe Dumnezeu, căci Dumnezeu este iubire. 
1JN.4.9	Prin aceasta s-a arătat iubirea lui Dumnezeu în noi, că Dumnezeu L-a trimis în lume pe Fiul Său, Unul Născut,
1JN.4.10	În aceasta stă iubirea: nu în faptul că noi L-am iubit pe Dumnezeu, ci în aceea că El ne-a iubit pe noi şi L-a trimis pe Fiul Său ca jertfă de ispăşire pentru păcatele noastre. 
1JN.4.11	Preaiubiţilor, dacă Dumnezeu ne-a iubit astfel, şi noi trebuie să ne iubim unul pe altul. 
1JN.4.12	Pe Dumnezeu nimeni nu L-a văzut vreodată. Dar dacă ne iubim unii pe alţii Dumnezeu rămâne în noi şi iubirea Lui în noi este desăvârşită.
1JN.4.13	Din aceasta cunoaştem că rămânem în El şi El în noi, fiindcă ne-a dat din Duhul Său. 
1JN.4.14	Iar noi L-am văzut şi dăm mărturie că Tatăl L-a trimis pe Fiul ca Mântuitor al lumii. 
1JN.4.15	Oricine dă mărturie că Iisus este Fiul lui Dumnezeu, Dumnezeu rămâne în el şi el în Dumnezeu. 
1JN.4.16	Noi am cunoscut şi am crezut iubirea
1JN.4.16	Dumnezeu este iubire, iar cel care rămâne în iubire rămâne în Dumnezeu şi Dumnezeu rămâne în el. 
1JN.4.17	Astfel se desăvârşeşte iubirea în noi, că să avem îndrăzneală în ziua judecăţii, pentru că aşa cum este El, le fel suntem şi noi în această lume. 
1JN.4.18	În iubire nu există teamă; dimpotrivă, iubirea desăvărşită alungă teama, căci teama presupune pedeapsă, iar cel care se teme nu este desăvârşit în iubire. 
1JN.4.19	Noi Îl iubim fiindcă El ne-a iubit mai întâi. 
1JN.4.20	Dacă cineva spune: „Eu Îl iubesc pe Dumnezeu”, dar îl urăşte pe fratele său, este mincinos. Căci cel care nu-l iubeşte pe fratele său, pe care îl vede, nu-L poate iubi pe Dumnezeu, pe care nu-L vede. 
1JN.4.21	Şi aceasta este porunca pe care o avem de la El: cel care Îl iubeşte pe Dumnezeu să-l iubească şi pe fratele său.
1JN.5.1	Oricine crede că Iisus este Hristosul este născut din Dumnezeu şi oricine Îl iubeşte pe Cel care a născut îl iubeşte şi pe cel care s-a născut din El. 
1JN.5.2	Prin aceasta cunoaştem că îi iubim pe copiii lui Dumnezeu, dacă Îl iubim pe Dumnezeu şi împlinim poruncile Lui. 
1JN.5.3	Căci aceasta înseamnă să-L iubim pe Dumnezeu: să păzim poruncile Lui; iar poruncile Lui nu sunt grele. 
1JN.5.4	Fiindcă oricine este născut din Dumnezeu învinge lumea; şi aceasta este biruinţa care a învins lumea: credinţa noastră. 
1JN.5.5	Dar cine este cel ce învinge lumea, dacă nu cel care crede că Iisus este Fiul lui Dumnezeu?
1JN.5.6	Acesta este cel care a venit prin apă şi sânge, Iisus Hristos. Nu numai prin apă, ci prin apă şi sânge. Iar Duhul este cel care dă mărturie, pentru că Duhul este adevărul. 
1JN.5.7	Căci trei sunt cei care dau mărturie:
1JN.5.8	Duhul, apa şi sângele. Şi acestea trei sunt una. 
1JN.5.9	Dacă primim mărturia oamenilor, mărturia lui Dumnezeu este şi mai mare, fiindcă aceasta este mărturia lui Dumnezeu: El a dat mărturie despre Fiul Său. 
1JN.5.10	Cel care crede în Fiul lui Dumnezeu are mărturia în el însuşi. Cel care nu Îl crede pe Dumnezeu Îl face mincinos, pentru că nu a crezut în mărturia pe care a dat-o Dumnezeu despre Fiul Său. 
1JN.5.11	Şi aceasta este mărturia că Dumnezeu ne-a dat viaţă veşnică şi această viaţă este în Fiul Său. 
1JN.5.12	Cel care Îl are pe Fiul are viaţa. Cel care nu-L are pe Fiul lui Dumnezeu nu are viaţa.
1JN.5.13	V-am scris acestea, vouă, care credeţi în Numele Fiului lui Dumnezeu, ca să ştiţi că aveţi viaţă veşnică. 
1JN.5.14	Aceasta este încrederea pe care o avem înaintea Lui: dacă cerem ceva potrivit voinţei lui, El ne ascultă. 
1JN.5.15	Iar dacă ştim că ne ascultă orice am cere, ştim că am dobândit ce am cerut de la El.
1JN.5.16	Dacă cineva îl vede pe fratele său săvârşind un păcat care nu duce la moarte, să ceară pentru fratele său şi Dumnezeu îi va da viaţă; dar aceasta pentru cei ce nu păcătuiesc de moarte. Există şi păcate care duc la moarte. Nu spun să se roage cineva pentru acestea. 
1JN.5.17	Orice nedreptate este păcat, dar există şi păcat care nu duce la moarte.
1JN.5.18	Ştim că oricine este născut din Dumnezeu nu păcătuieşte; însă Cel care este născut din Dumnezeu îl păzeşte, iar cel Rău nu se atinge de el. 
1JN.5.19	Ştim că noi suntem din Dumnezeu şi că întreaga lume zace sub puterea celui Rău. 
1JN.5.20	Dar ştim şi că Fiul lui Dumnezeu a venit şi ne-a dat înţelegere, ca să-L cunoaştem pe Cel Adevărat. Iar noi suntem în Cel Adevărat, în Fiul Său Iisus Hristos. Acesta este Dumnezeul cel Adevărat şi aceasta este viaţa cea veşnică. 
1JN.5.21	Copiii mei, feriţi-vă de idoli!
2JN.1.1	Bătrânul
2JN.1.2	datorită adevărului care rămâne în noi şi care va fi cu noi în veci. 
2JN.1.3	Cu noi să fie harul, mila, pacea de la Dumnezeu Tatăl şi de la Iisus Hristos, Fiul Tatălui, în adevăr şi iubire.
2JN.1.4	M-am bucurat foarte mult să-I găsesc pe unii din copiii tăi umblând în adevăr, după porunca pe care am primit-o de la Tatăl. 
2JN.1.5	Şi acum îţi cer, Doamnă, nu ca şi cum ţi-aş scrie o poruncă nouă, ci aceea pe care o avem de la început – să ne iubim unii pe alţii! 
2JN.1.6	Iar iubirea este aceasta: să trăim potrivit poruncilor Lui. Aceasta este porunca, aşa cum aţi auzit de la început, să trăiţi în iubire.
2JN.1.7	Pentru că au ieşit mulţi înşelători, care nu-L mărturisesc pe Iisus Hristos venit în trup. Acesta este înşelătorul şi antihristul. 
2JN.1.8	Luaţi aminte la voi înşivă, ca să nu pierdeţi ceea ce aţi dobândit, ci să puteţi primi o răsplată deplină. 
2JN.1.9	Oricine nu rămâne în învăţătura lui Hristos şi se îndepărtează de ea, nu-L are pe Dumnezeu. Cel ce rămâne în învăţătura lui Hristos, acela îi are şi pe Tatăl şi pe Fiul. 
2JN.1.10	Dacă vine cineva la voi şi nu aduce această învăţătură, să nu-l primiţi în casă şi să nu îi uraţi „bun venit”, 
2JN.1.11	fiindcă cel care îi spune aşa devine părtaş la faptele lui rele.
2JN.1.12	Aş avea multe să vă spun, dar nu am vrut să vi le scriu cu cerneală pe hârtie; sper să vin la voi şi să vă vorbesc faţă în faţă
2JN.1.13	Te îmbrăţişează copiii surorii tale alese.
3JN.1.1	Bătrânul
3JN.1.2	Preaiubitule, mă rog ca toate să-ţi meargă bine şi să fii sănătos, aşa cum îi merge bine sufletului tău. 
3JN.1.3	Căci m-am bucurat mult atunci când au venit fraţii şi au dat mărturie despre adevărul din tine şi că umbli în adevăr. 
3JN.1.4	Eu nu am bucurie mai mare decât să aud că fiii mei umblă în adevăr.
3JN.1.5	Preaiubitule, tu te îngrijeşti cu credinţă de fraţi, chiar şi de cei străini, care 
3JN.1.6	au dat mărturie înaintea Bisericii despre iubirea ta. Bine o să faci dacă îi ajuţi în călătoria lor într-un mod vrednic de Dumnezeu, 
3JN.1.7	căci au plecat pentru Numele Lui, fără să primească nimic de la neamuri. 
3JN.1.8	Iar noi suntem datori să primim astfel de oameni, ca împreună cu ei să lucrăm pentru adevăr.
3JN.1.9	Am scris ceva Bisericii, dar Diotref, căruia îi place să fie cel dintâi dintre ei, nu ne primeşte. 
3JN.1.10	De aceea, când voi veni, îi voi aminti de faptele lui, că răspândeşte împotriva noastră cuvinte rele; şi, fiind nemulţumit cu acestea, nici el nu-i primeşte pe fraţi nici celor ce vor să-I primească nu le îngăduie, şi îi dă afară din Biserică. 
3JN.1.11	Preaiubitule, nu urma răul, ci binele. Cel care face binele este de la Dumnezeu. Cel care face răul nu L-a văzut pe Dumnezeu. 
3JN.1.12	Cât despre Dimitrie, pentru el au dat mărturie toţi fraţii şi chiar şi adevărul; şi dăm mărturie şi noi, şi tu ştii că mărturia noastră este adevărată.
3JN.1.13	Aveam multe să-ţi spun, dar nu vreau să-ţi scriu cu cerneală şi condei. 
3JN.1.14	Sper să te văd curând şi să vorbim faţă în faţă
3JN.1.15	Pace ţie. Prietenii te îmbrăţişează. Îmbrăţişează-i pe fiecare în parte
JUD.1.1	Iuda, robul lui Iisus Hristos şi fratele lui Iacov, către cei chemaţi, iubiţi de Dumnezeu Tatăl
JUD.1.2	Mila, pacea şi dragostea să sporească între voi!
JUD.1.3	Preaiubiţilor, pe când mă străduiam să vă scriu despre mântuirea noastră de care avem parte cu toţii, am simţit nevoia să vă scriu şi să vă îndemn să luptaţi pentru credinţa dată sfinţilor o dată pentru totdeauna, 
JUD.1.4	fiindcă între voi s-au strecurat nişte oameni nelegiuiţi. Sentinţa lor este scrisă mai dinainte, întrucât ei schimbă harul Dumnezeului nostru în destrăbălare şi Îl tăgăduiesc pe singurul nostru Stăpân şi Domn, pe Iisus Hristos.
JUD.1.5	Vreau să vă aduc aminte, deşi voi cunoaşteţi deja toate acestea, că Domnul a salvat mai întâi poporul Său din ţara Egiptului şi după aceea i-a distrus pe cei care n-au crezut. 
JUD.1.6	Iar pe îngerii care nu şi-au păstrat slujirea, ci şi-au părăsit locul, i-a închis în întuneric, legaţi cu lanţuri veşnice, pentru judecata din Ziua cea Mare. 
JUD.1.7	Tot aşa, oamenii din Sodoma şi Gomora şi din cetăţile din împrejurimi, care s-au dedat în acelaşi fel la desfrânare, poftind după trupul celorlalţi, sunt un exemplu, fiind pedepsiţi cu focul veşnic.
JUD.1.8	La fel şi aceştia, în visările lor îşi pângăresc trupul, dispreţuiesc stăpânirea şi rostesc blasfemii împotriva celor slăvite.
JUD.1.9	Arhanghelul Mihail însă, pe când se împotrivea Diavolului, certându-se cu el pentru trupul lui Moise, n-a îndrăznit să rostească împotriva lui o condamnare defăimătoare, ci a zis doar: „Domnul să te judece!” 
JUD.1.10	Aceştia dimpotrivă, defăimează ce nu cunosc, iar în cele pe care le cunosc din fire – asemenea animalelor necuvântătoare – în acelea îşi găsesc pieirea. 
JUD.1.11	Vai lor! Au mers pe calea lui Cain şi, pentru răsplată, s-au lăsat târâţi în rătăcirea lui Balaam şi au fost nimiciţi ca în revolta lui Core! 
JUD.1.12	Ei sunt pericole ascunse
JUD.1.13	valuri furioase ale mării, spumegându-şi neruşinarea, stele rătăcitoare, cărora le-a fost păstrată bezna adâncă şi veşnică.
JUD.1.14	Despre ei a profeţit Enoh, al şaptelea patriarh de la Adam, când a zis: „Iată că a venit Domnul cu miriadele Lui de sfinţi, 
JUD.1.15	ca să facă o judecată împotriva tuturor şi să-I osândească pe toţi cei răi pentru toate faptele lor nelegiuite şi pentru toate cuvintele batjocoritoare spuse de aceşti păcătoşi nelegiuiţi împotriva Lui.” 
JUD.1.16	Sunt cârtitori, nemulţumiţi, trăiesc după poftele lor, gura lor e plină de vorbe mari şi îi linguşesc pe alţii ca să obţină avantaje.
JUD.1.17	Voi însă, preaiubiţilor, amintiţi-vă cuvintele spuse mai dinainte de apostolii Domnului nostru Iisus Hristos. 
JUD.1.18	Ei vă spuneau: „În zilele din urmă vor fi batjocoritori care vor trăi potrivit dorinţelor lor nelegiuite.” 
JUD.1.19	Aceştia sunt cei care dezbină, cei lumeşti, care nu au Duhul. 
JUD.1.20	Dar voi, preaiubiţilor, zidiţi-vă în credinţa voastră preasfântă, rugându-vă în Duhul Sfânt! 
JUD.1.21	Rămâneţi în dragostea lui Dumnezeu şi aşteptaţi îndurarea Domnului nostru Iisus Hristos care duce la viaţa veşnică. 
JUD.1.22	Fie-vă milă de cei şovăitori! 
JUD.1.23	Pe unii, salvaţi-i smulgându-i din foc. De alţii înduraţi-vă, dar cu grijă, urând până şi cămaşa întinată de trupul lor.
JUD.1.24	Iar Celui ce poate să vă păzească de orice cădere şi poate să vă înfăţişeze fără pată şi plini de bucurie înaintea slavei Lui, 
JUD.1.25	unicului Dumnezeu, Mântuitorul nostru prin Iisus Hristos, Domnul nostru. Lui să-I fie slava, mărirea, puterea şi stăpânirea, mai înainte de toţi vecii, acum şi în vecii vecilor. Amin.
REV.1.1	Revelaţia lui Iisus Hristos, pe care i-a dat-o Dumnezeu, ca să le arate robilor Săi lucrurile care trebuie să se întâmple în curând, şi pe care a făcut-o cunoscută robului Său Ioan, trimiţând-o prin îngerul Său. 
REV.1.2	Ioan a mărturisit cuvântul lui Dumnezeu şi mărturia lui Iisus Hristos, tot ce a văzut. 
REV.1.3	Fericit este cel care citeşte şi cei care ascultă cuvintele profeţiei şi păzesc cele scrise în ea, fiindcă timpul este aproape.
REV.1.4	Ioan, către cele şapte Biserici din Asia: Har vouă şi pace de la Cel care este, Cel care era şi Cel care vine, şi de la cele şapte duhuri care sunt înaintea tronului Său 
REV.1.5	şi de la Iisus Hristos, martorul cel credincios, Întâiul Născut din morţi şi Stăpânul împăraţilor pământului.
REV.1.5	Celui care ne iubeşte şi ne-a eliberat de păcatele noastre prin sângele Său 
REV.1.6	şi a făcut din noi Împărăţie, preoţi ai lui Dumnezeu, Tatăl Său – a Lui să fie slava şi puterea, în vecii vecilor! Amin!
REV.1.7	Iată, 
REV.1.7	Da! Amin!
REV.1.8	„Eu sunt Alfa şi Omega”, zice Domnul Dumnezeu, „Cel care este, Cel care era şi Cel care vine, Cel Atotputernic.”
REV.1.9	Eu, Ioan, fratele vostru şi părtaş împreună cu voi la suferinţa, la Împărăţia şi răbdarea în Iisus, eram, pentru cuvântul lui Dumnezeu şi mărturisirea lui Iisus, în insula numită Patmos. 
REV.1.10	În ziua Domnului am fost în duh şi am auzit în spatele meu un glas puternic, ca de trâmbiţă, 
REV.1.11	care spunea: „Ceea ce vezi scrie într-o carte şi trimite-o celor şapte Biserici: la Efes, Smirna, Pergam, Tiatira, Sardes, Filadelfia şi Laodiceea.”
REV.1.12	Iar eu m-am întors să văd al cui era glasul care vorbea cu mine, şi când m-am întors am văzut şapte sfeşnice de aur, 
REV.1.13	iar în mijlocul lor pe cineva asemenea Fiului Omului, îmbrăcat cu un veşmânt lung până la pământ şi încins la piept cu un brâu de aur. 
