GEN.1.1	Ti kucangtsi ti Rimam mam apupwen ti riben, 
2CO.8.9	Ani nung pu ni rinyangwae na Itsekuru-ti Yesu Kristi. Ko ti awu site rifunn, awu sa ijwe-wu kafe unde ti rikaen ikyaen-ni, ikyaen ti awu u sa ni kafe ande ti rifunn uwae rikaen ti awu ngwa.
2CO.8.10	Ame u ri te ni ira ti ame ku kab risu ira yine. Kuyakwen, ani ti si ande ti tawe sa utob na wande na itindeya yine. Ani ti si ande ti kucang ti ye kujwo atang. 
2CO.8.11	Ikyaen yine ame ku jwam baa, pangma ti ani ye kujwo atang ti ribom-ni meme ti kucang, ni nde yaen yi tine ti ribom-ni meme ama. Ni kwab pang ti iken ti ta ajwo-ni. 
2CO.8.12	Asiti unde a cwe ti awu u ndabta kujwo-wu na Rimam, Rimam u paembe iken ti awu site. Awu ku sha-wu ti unde na nde iken ti skeb kpakang-wu be.
2CO.8.13	Uwae iken ti ame ku jwam ne, ame ku sha-m ti m na u ye si ariki isu ama u ye ana-ni ko fufa be. 
2CO.8.14	Ani site iken kujwo tine. Kiye ru ku ba ti ariki u ba site rifunn skeb ni skeb. Kiye wu, aba ti u pu isu-ba ba ndeya ni ama, ikyaen ti ayi ā pang atso uwog-ni te ba meme. 
2CO.8.15	A bae baa, “Unde ti byir iken yang-yi site-wu iken ti ko skeb wu skeb be. Unde ti byir iken pang ama shanum-wu num be.”
2CO.8.16	Ati fxaefa ti Rimam ti nda Titus utob ti awu na u ndeya ni pangma ti ati ku sha ti ti u ndeya ni ama. 
2CO.8.17	Kiye ti ati jwam wu baa, awu na ru ba ndeya ni, awu cwe ti inyae. Kubenti, ti ti ati jwam-ti awu khika be, awu myae mam pu wu ti wu na u ru yi uwog-ni. 
2CO.8.18	Ati tom inja-ti iki putsa Titus ku ba. Awu si unde ti ande ti putsa Yesu ko aka patag ku teb rinyi-wu ikyaen ira ti tinyang ti awu ku ri. 
2CO.8.19	Cwucwo, andufu ande na Rimam tsab sa pu ba wu baa, awu na u putsa ti ru yi Urushelima ikyaen ti awu u ndeya ti kiye ti ati u pu rinyangwae yine na ba. Yi uwae wande yine ati ku tso kuko na Rimam. Cwucwo ati ku tso baa, ati na site utob ti ati u ndeya ande. 
2CO.8.20	Ati ku sha ti ati u nung afxen-ti riben nyanyang, ikyaen ti unde iki ā nung-wu ati te riraen risu fengo ti ati ku nde te rinyangwae ti ko pu yi ne be. 
2CO.8.21	Ati ku sha ti ati u nde wande ti kubenti uwe Itsekuru-ti ti uwe ande meme.
2CO.8.22	Ati ku tom inja-ti iki ti fa ti ita putsa ba ama. Awu si unde ti ku kwab uwae fengo Rimam ti utob-wu meme, pangma ti ati nung ti ayib atsepu yang-yi akwen. Tine ti awu nung baa, ani ama ku kwab ahan, ijwe-wu mae ti awu u ba ndeya ni. 
2CO.8.23	Ayi a si ira risu Titus, awu si urwan wande-m ti te m ku nde wande tetso uwog-ni. Ameinja-ti ti tsitsi ama si ande ti atom na ambug ande na Rimam. Yi uwae wande ti aba ku nde ne, aba ku sa rurob na Kristi. 
2CO.8.24	Ikyaen na yine, ame jwam ni baa, ni ye ure te ande bane, ikyaen ti ande na Yesu ti ta ko aka ā nung ama baa, ati na ku pam-ti ipam risu-ni ti ukaen amen be.
2CO.9.1	Ayi si-yi kheng ti ame na bae yi bae na ni titawe ni na ndeya ande Rimam be. 
2CO.9.2	Ame nung pu m baa, ani na sa utob tsi pu ni risu ira yine ti kucang. Ame sa ira-ni pam te ande ti Makedoniya, baa, “Ameinja-ti ti ta Akaya byir tag pu ba ana-ba ti kusang ti wur ru ti a na u ndeya ande Rimam.” Ijwe ti mae-ni nda pu yi ariki yang akwen uwae-ba nwunn ritsen. 
2CO.9.3	Ama tine ame tom ameinja-ti bane ku ba ti a na ndeya ni, ikyaen ti ira ti ati ku ri risu-ni na si-yi ukaen amen be, amaa, pangma ti ame ri, ani mae pu ni ijwe ti ni pu rinyangwae-ni na ba kujwo. 
2CO.9.4	Ayi a si-yi ahan be, asiti ande ti Makedoniya iki a putsa m ba uwog-ni u ba nung baa, ani na kyae-ni ijwe ikyaen wande yine be, ati u wae rukwae timambe ikyaen ijwe ti ati ndub risu-ni. I si-yi ati amam ti u wae rukwae be, ani ama u wae rukwae.
2CO.9.5	Ikyaen yine, ame kab baa, ayi na u nyang skeb ti ame na u tom ameinja-ti bane na ru ba uwe-m ti a na kyae byir rinyangwae-ni ti ani ri baa, ani na u nde. Kiye ti ame á ba, a nde mam pu ba iken meme, ayine u tso baa, ani na pu iken yi na ba ti utob kinjo, si-yi ti unde iki tur ni tur be.
2CO.9.6	Ni tangsom baa, unde ti a tom iken pang, awu u bunn pang ama. Unde ti a tom yi kuko, awu u bunn kuko ama. 
2CO.9.7	Unde titini uwae-ni ā sa rinyangwae-wu ru ba pang ti iken ti utob-wu tatso wu. Ayi ā si-yi te uwae ti kab be, ayi ā si-yi pangma a na ku tur ni tur be ama. Ikyaen ti, Rimam ku tsen utob te ande ti ku nda wu rinyangwae ti utob ti tsen. 
2CO.9.8	Rimam site kuko ti wu sha na ni iken ti tinyang yang-yi akwen ti ititsikunn-yi ta-yi be. Ikyaen ti ko kiye titini ani u shanum-ni te iken iki be, ama ani u site iken ti ani u nde wande ti tinyang ti tsotso atang. 
2CO.9.9	Pangma ti a bae uwae Kutsingken Rimam baa,
2CO.9.9	“Awu ku ndab ta kujwo-wu
2CO.9.9	na ande ti rikaen
2CO.9.9	ti utob-wu kinjo.
2CO.9.9	Wande-wu ti tinyang,
2CO.9.9	tsi kukunn ru fife yi uwe.”
2CO.9.10	Rimam ku sha na unde ti ritom itso iken ti awu u ta uwae risaen-wu, u ku sha na wu wuci uwae risaen atang. Ani ama, awu u nde wande te iken ti ta kujwo-ni u nda yi ko fufa. Awu u nda ni bunn iken ti tinyang yang-yi akwen ikyaen wande ti tinyang-ni. 
2CO.9.11	Awu u nda ni rifunn ti kuko ikyaen ti ni na site iken ti ani u nyang uwae na ande iki atang ko kiye titini. Yi kujwo wande-ti, rinyangwae-ni yine u nda ande nde fxaefa na Rimam. 
2CO.9.12	Wande yi ti ani ku nde ne si-yi nyang ti ande na Rimam u tu iken ti aba shanum be, itinyang-yi skeb ahan. Ayi si ti ande yang-yi akwen u tatso fxaefa-ba ba uwog Rimam ama. 
2CO.9.13	Yi uwae wande ti tinyang ti ani ku nde ne, ani ku tso baa, ani na tsi ting ting uwae ira tinyang na Kristi. Ande ba ti u tu rinyangwae-ni wune, u sa kuko na Rimam ikyaen uwae ti tsi-ni ayine, ti utob ti nae riben-ni. Aba u nde fxaefa na Rimam ama, ikyaen itinyang ti kuko-ni ru ba uwog-ba, ti uwog ande Rimam ti tsitsi. 
2CO.9.14	Ama aba u jwam Rimam risu-ni ti utob-ba meme u tso ure-ba ba uwog-ni ikyaen ti, aba u nung baa, Rimam na nda ni ayibrisi-wu ko timambe. 
2CO.9.15	Ati ku nde na Rimam fxaefa ikyaen rinyangwae ti awu nda ti, ti unju-ti ko-yi ti ti u nde na wu fxaefa risu-yi be.
2CO.10.1	Ame Bulus ku jwam ni ande-m! Ariki uwae-ni ku ri baa, kiye ti ame a te ni ta tetso ame na ku kyen ikyenricwu, amaa, kiye ti ame a ta rurwen te ni ame na ku ri ira ti ribom. Ame ku jwam ni ti kujimshwur, ti utob ti nae riben na Kristi baa, 
2CO.10.2	ni na nung afxen-ni riben nyinyang ti wande na ariki uwae-ni, ikyaen ti kiye ti ame a ru ba uwog-ni ayi u si-yi ti ame u nde ni ira ti ribom be. Ikyaen ti, ame ku myae baa, iki be ame u nde ti mbwe-yi te ariki uwae-ni ti ku ri baa, ame na ku som usom pangma ande ti utense. 
2CO.10.3	Ayi si kubenti ti ati ta utense, amaa, rika ti ati ku ta si-yi rika na utense wune be. 
2CO.10.4	Isu rika ti ati ku ta rika te yi ama si-yi isu rika na utense wune be, ayi si isu rika ti site ribom ti ru uwog Rimam ba. Ayi site kuko ti ku nda ti jwunn mbub kusog ti yang na unde ti rika-ti. 
2CO.10.5	Ati ku twenji ira tikong ti ande ku ri risu ira na Rimam, ti meme ira na ande ti ku ndub ijwe u ku nda ande nungye-ba ira Rimam be. Ati ku ye ra meme ira ti kab na ande kafe apyi-ti u ku nda yi nae risu riben te Kristi. 
2CO.10.6	Ama isim yi ti ani a nae pu ni risu riben, ati tsi ku ji ti ti sa kimbab u byinn unde titini ti nae-wu risu riben be.
2CO.10.7	Ani ku sae iken ti ise amam, si-yi iken ti uwae be. Asiti unde iki uwae-ni a sa ijwe-wu tsi baa, awu na si unde na Kristi, awu ā tangsom baa, ame ama si ana Kristi. 
2CO.10.8	Ko ame a ku ndub pang-m ijwe risu kuko ti Rimam nda m, ame u wae-m rukwae be. Ayi si kuko ti a nda ti ti ti na u ndeya ni, si-yi ti ti u shir ni si yi riben be. 
2CO.10.9	Ame ku sha-m ti ani na sae baa, ame na ku kwab ti m na u nda ni ikyenricwu uwae atsingken-m ti m ku bae na ni be. 
2CO.10.10	Ariki ku ri baa, “Ira ti Bulus ku ri uwae atsingken-wu bom u ku ten utob timambe, amaa, kiye ti awu a ta te ti ayib te ayib awu bom-wu be. Ira-wu ku jim timambe!” 
2CO.10.11	Unde ti a ku kab itso ira yine rishwu-wu, awu ā nungye baa, ira ribom ti ame ku tso uwae atsingken-m kiye ti ati ta rurwen te ni si si ayi ti ame u nde te ni kiye ti ame u ru ba uwog-ni.
2CO.10.12	Ati ko-ti ti ti sa risu-ti myae te aba ande tiyang tiyang ti ta te ni akwen be. Aba ku ndub ijwe uwae-ni baa, aba na si ande ti rurob. Ati ko-ti ti ti u sang kumbub-ba be! Ana-ba, aba sa ijwe-ba myae te atso u ku sa risu-ba tsi pangma ti utob-ba tatso ba. Aba si ande ti kuskwab! 
2CO.10.13	Ana-ti, asiti ati a ndub ijwe, ati u ndub ijwe nyaetsa-ti icwe ti Rimam nda ti be, uwog wu ne wande-ti tsikunn atang. Ani ande ti Korinti ama fa uwae ice-ti wune. 
2CO.10.14	Asiti ati a ri baa, ati na site rurob risu-ni, ati nyaetsa-ti uwog ti rurob-ti tsi atang be. Ikyaen ti, ati ti si ande ti tawe ru ba uwog-ni ti ira tinyang na Kristi. 
2CO.10.15	Ariki ku ndub ijwe risu wande ti ayi si-yi aba ti nde yi be. Ana-ti ati ku nyaetsa-ti ice uwog ti Rimam myae tsi na ti atang be. Iken kinjo ti ati sa uwae tsi atang si ti, ani na ser riser u bom ribom ikyaen ti, ice wande-ti kutampwa-ni ā yaen fufa ama. 
2CO.10.16	Ayine u nda ti riyae ti ti u ru ka ri ira ti tinyang kyang kwer ice uten ti rwen skeb ni. Ikyaen ti, ati ku sha-ti ti ti u ndub ijwe ikyaen wande ti ariki nde be. 
2CO.10.17	Ikyaen ti, a bae uwae Kutsingken Rimam baa, “Asiti unde iki a ku sha ti awu u ndub ijwe, awu ā ndub ijwe uwae iken ti Itsekuru-ti nde.” 
2CO.10.18	Unde ti ande cwe ira-wu si unde ti Rimam ri ira ti tinyang risu wu, si-yi unde ti ku kyae nyang risu-wu ti ajwo-wu be.
2CO.11.1	Ame ku jwam ni, ni ye utob te ira ti kuskwab pang ti ame ku ri ne. Ni ye utob! 
2CO.11.2	Ame ku tsinn kitsinn risu-ni pangma ti Rimam ku nde ama. Ikyaen ti, ani pangma mbawandab ti nung-wu urom be u yer unju te nyáng unde ti awu ku sha ti awu u baen amam. Unde wu ti ame ku sha ti ani na baen si Kristi. 
2CO.11.3	Ame ku si anying utob baa, ko iki be, unde iki u sa ni kafe ti isim uwae fengo Rimam, u nda ni ya ure ti ani site ikyaen Kristi ta u putsa-ni awu ti utob kinjo cwucwo be, pangma ti awu ikentibi ru itsab u kyaefa Awa. 
2CO.11.4	Ame ku ri ira yine ikyaen ti, ame nung baa, ariki ku ba ri te ni ira risu Yesu ti txi te ayi ti ati ku ri risu-wu, ama ani ku kyangte yi ti ritsen ti ritsen ti ajwo ifaen. Ani ku paembe kusung iki ti txi te Kusung Rimam ti ani tu kucang. Ani ku fxen ira ti txi ti ira ti ani fxen uwog-ti ti kucang. 
2CO.11.5	Aba ande tiyang tiyang ti ku kunn ijwe-ba baa, ande ti atom, a skeb-ba ame te rurob be. 
2CO.11.6	Ko ti a kwen na-ba ame ira ti ri be, ame nung iken timambe. Ati tatso pu ti ani ira yine paenine, yi fengo ti tsotso ti kucang akwen.
2CO.11.7	Kiye ti ame ri te ni Ira Tinyang na Rimam, ame mbe-m iken iki kujwo-ni be. Ame sa risu-m nae riben ikyaen ti m nda ni rurob, ti ame nde ahan, ame raen ira a. 
2CO.11.8	Ti kucang kiye ti ame ku nde wande kutampwa-ni, ayi si ande Rimam ti uten uwog iki ti ku pae m. Ayi si pangma ame na ku fxaembe iken kujwo kumbug ande Rimam iki ba ndeya ni. 
2CO.11.9	Isim ayine, kiye ti ame te ni som tetso ame jwam-m ani ko kobo kiye ti ame shanum te aser be, ikyaen ti, ameinja ti ru Makedoniya ba sha na m iken ti ame ku sha kiye wu. Pangma ti ame ku nde te ni ti kucang, uwe ike ama ame u nde-m ani rikaen be. 
2CO.11.10	Ame ku ben uben yi kubenti na Kristi ti te m ta tetso, ira ti ame ku ri uwae ijwe ti ndub yine baa, ame na mbe-m kobo uwog unde iki be, ko aka patag uwae uten ti Akaya, unde ta-wu ti u ri baa, ira-m yine na si rifen be. 
2CO.11.11	Imi ti nde ne ame ri ahan? I si ikyaen ti ame ye ure te-m ani be a? Rimam nung pu wu baa, ame site ure te ni.
2CO.11.12	Ame u nde iken ti ame ku nde ne ru fife yi uwe ikyaen ti aba ande ti rifen ti ta uwog-ni ne ā ndub-ba ijwe be. Ame ku sha-m ti ande bane na ri baa, aba te ti na pang atso uwae wande be. 
2CO.11.13	Ande bane si-ba atom ti kubenti be. Aba si atom ti rifen ti ku nde wande ti tikong. Aba ku kyang ikyin uwe ande baa, aba na si atom na Yesu Kristi. 
2CO.11.14	Ayine si-yi iken ti ku fur ayib uwog-m be, ikyaen ti, Shetann ti risu-wu ku kafe ijwe-wu pangma awu na si atom Rimam ti apupwen ti ku jaen ayib. 
2CO.11.15	Ikyaen yine, asiti apyi Shetann iki a kafe ijwe-ba u ku kyang ikyin-ba pangma aba na si apyi Rimam ti ku nde iken ti kubenti, ayi si-yi iken ti ku fur ayib be. Usir ti ricwunnkyi aba u ba tu kujwojang-ba pang ti wande ti aba nde.
2CO.11.16	Cwucwo ame ku ri te ni, ni sa-ni ame pangma unde ti kuskwab be. Ko ani a ku tang baa, ame na si unde ti kuskwab ma, ni nda m kiye pang ti m ndub ijwe pangma unde ti kuskwab ku nde. 
2CO.11.17	Ira yine ti ame ku ri ti ijwe ti ndub ne, si-yi Itsekuru ti nda m kuko ti ame ku ri yi be. Ayi si ira ti kuskwab-m ti ame ku ri amam. 
2CO.11.18	Ariki ku ndub ijwe risu wande ti aba nde ti ajwo-ba. Ame u ndub ijwe ama. 
2CO.11.19	Ani ti risu-ni ben ayib nyang-ni nyang be ahoo! Ani u ye kang utob te kuskwab-m ayine. 
2CO.11.20	Kubenti, ande ku nda ni kafe apyi-ba ama ani ku ye utob te ba. Ande ku nde ni rikaen u ku ci iken-ni tikong, u ku sae ru ni, u ku tae ni kujwo ti kutapaen, ani ku cwucwé amam. 
2CO.11.21	Ana-ti, ati nde tu-ti iken ti ribom ti ribom pangma ayine be. Ayine nda m rikwae ti wae.
2CO.11.21	Ama asiti aba a ku ndub ijwe, ame u ndub ijwe ama. Ame u ri kyi ira ti kuskwab-m cwucwo. 
2CO.11.22	Aba ku ri baa, aba na si Mbaibrane. Ame si urae Mbaibrane ama. Aba ku ri baa, aba na si anyisu Isirela. Ame si umbae Isirela ama. Aba ku ri baa, aba na si rishi Ibrahim. Ame si rishi Ibrahim ama. 
2CO.11.23	Aba ku ri baa, aba na si anyisu afxen Kristi. Ame nde wande na umbae kufxen Kristi nyang skeb pu m aba. Ande-m! Ira-m ne si ana unde ti kijaen! Ame nde wande skeb pu m aba. A ye m sang pursuna atsepu yang-yi, skeb pu yi ti a ye ba sang. A byinn m kimbab skeb pu yi aba. Ame sang unju iticwu munnae munnae skeb pu m aba. 
2CO.11.24	Atsepu itsong ande ndufu Mbayawuda byinn m kimbab ti ana-ba ka rijwe ita asu itsongnje. 
2CO.11.25	Ande ti Roma ama byinn m ipug atsepu ita. Uwog iki ande kwab ti a jwunn wen m ti atxom. Kuyae-m si yib uwae uyinn tiyang atsepu ita. Kiye iki ame nae uwae uyinn ka usir ti rimunn. 
2CO.11.26	Ame som-m imbyi riben be. Ame ku kyang ikyin ko kiye titini. Ame yen uyinn ti mumunn u ngwa rikaen atang. Ame ngwa rikaen ikyaen ande ti riyib ti ku byinn fxaembe usu ande fengo. Ame ngwa rikaen kujwo ande-m Mbayawuda fa ti ande ti si-ba Mbayawuda be meme. Ame ngwa rikaen uwae uka tiyang. Ame ngwa rikaen uwae kutur. Ame ngwa rikaen uwae ambyi uyinn. Ame ngwa rikaen uwog ande ti tikong ti ku ri baa, aba na ku putsa Kristi. 
2CO.11.27	Ame kwab wande ti ti nde. Atsepu yang-yi ame cwag-m kicwag utitang be. Ame fxen ti rimenn ti unwaen. Kiye iki ame ku tu-m wuci ti uwog ti nae ko atupwa ti ame u pu si kyi ijwe be. 
2CO.11.28	Ame u pwen tag-m iken ti tsitsi be, se ti ame u ri baa, ko usir titini ame ta uwae ira ti kab risu ambub na ande Rimam meme. 
2CO.11.29	Asiti unde iki uwae-ba a bom-wu bom uwae fengo Rimam be, ayi nda ijwe-m namtur ama. Asiti unde iki a jwunnsi fengo Rimam, ame ku byir utob.
2CO.11.30	Ana-m, asiti ame u ndub ijwe, ame u ndub ijwe risu iken ti ku tatso baa, ame bom-m be. 
2CO.11.31	Kuko ā si ana Rimam ti si Itse na Itsekuru-ti Yesu Kristi tsi kunn ike ru fife yi uwe. Awu nung pu wu baa, ame na ku yer-m rifen be. 
2CO.11.32	Kiye ti ame ta Damasiku, unde ti uwe ti ta imbyi Ukwe Aretas pu ande tsi kyi unju ufu ti ku sang yi uwae uten ikyaen ti aba na u ye m. 
2CO.11.33	Ama ande Yesu ti atang sa m nae si uwae kicika u sa m tam si riye ibaen kupwe na uka wu.
2CO.12.1	Ame u ndub kang ijwe ko ti ayi u ndeya-yi ame be. Ame u ri ira risu kiye ti Itsekuru tatso m iken uwae kurwa u ri ira te m yi fengo iki ama. 
2CO.12.2	Ame nung unde iki ti ta fengo Kristi, a ye ra wu tso fe yi apupwen ti fa ti ita uwae asang rijwe asu inje ti wur ru ru. Ko yi rimenn ijwe, ko yi kusung, ame nung nyang-m be. Rimam amam ti nung. 
2CO.12.3	Iken ti ame nung, a ye ra unde wune tso fe yi uwog tinyang. Ko awu a tso ti rimenn ijwe-wu ko awu a tso uwae kusung amam, ame nung-m be, se Rimam ti nung. 
2CO.12.4	Ama apupwen atang awu fxen ira ti si-yi ira ti unde u ri tso unju-wu be. I si ira ti cwucwe. 
2CO.12.5	I si itso unde wune ti ame u ndub ijwe risu-wu. Ame u ndub-m ijwe risu iken ti ame nde ti ajwo-m be, se risu iken ti ku tso baa, ame na si-m iken iki be.
2CO.12.6	Á baa, ame na ku sha ti m ndub ijwe, ame ú si-m kuskwab be, ikyaen ti ira ti ame ku ri ú si kubenti. Amaa, ame cwé-m ti m ndub ijwe be, ikyaen ti ande na nung m uwae kujwo wande ti ame ku nde, ti uwae ira ti aba ku fxen unju-m amam, si-yi uwae ira ti ame ku ri u ku kyae nyang risu-m be.
2CO.12.7	Rimam ku sha-wu ti m na ndub pang-m ijwe risu iken ti ku fur ayib ti awu tatso m be. Ikyaen yine, a tom ra ikajwo ba ter sang m ijwe. Ayi si atom na Shetann ti wu tom ba ti wu na nde m rikaen, ti ayi ā byangkyi m ijwe ti ndub. 
2CO.12.8	Ame jwam Itsekuru ka atsepu ita ti awu na sub ra ikajwo wu tso ijwe-m. 
2CO.12.9	Ama awu ri te m baa, “Rinyangwae-m pang pu yi afu, ikyaen ti, ame ku tso kuko-m siskeb kiye ti afu site-fu ti ribom be.” Ikyaen yine ame u ru yi uwe u ndub ijwe risu iken ti ku tso baa, ame na bom-m be. Ame u nde yi te utob ti tsen ikyaen ti kuko na Kristi ā si ba risu-m. 
2CO.12.10	Utob-m nae riben, ko ame a bom-m bom be, ko ti a txun m asu, ko ame a ngwa rikaen, ko ande a nde me ira. Ame tsen utob te yi ikyaen ti, ame ku ngwa rikaen yine meme ikyaen rinyi Kristi. Ikyaen ti, kiye ti ame a bom-m be, si kiye ti ame site ribom.
2CO.12.11	Ani nda m ame ri ira pangma unde ti kuskwab. I nyang skeb ti ani ti ú teb kujwo wande-m ti ame ku nde, si-yi ame ti u ri be. Ko asiti ame a ru-m risu be, ame skeb pu m ande tiyang tiyang bane ti sa risu-ba tsi baa, aba na si ande ti atom. 
2CO.12.12	Kiye ti ame ta uwog-ni ame nde iken ti tso baa, ame na si unde ti atom Rimam ti kubenti. Ame nde iken yi meme ti utob ti ye u tatso ni iken ti ku fur ayib ti iken ti ku tso kuko ti tsotso kutampwa-ni. 
2CO.12.13	Ame nde te ni pangma ti ame nde te ande Rimam ti tsitsi. Iken kinjo rikaen ti ame nde-m uwog-ni be si ti, ame nda-m ani rikaen uwae ira wuci ti uwog ti nae be. Asiti ame a raen-m iraen, Ame ku jwam baa, ni na yata na m.
2CO.12.14	Ayine fa ti atsepu ita ti ame sa tsi ti m ru ba uwog-ni. Ama ame a ru ba, ame u nde-m ani rikaen iki be. Iken ti ame ku sha uwog-ni si-yi aser-ni be, ayi si ani ti risu-ni ti ame ku sha. I si-yi anyisu tinying ti ku sha wuci na abitse-ba be; abitse-ba ti ku sha wuci na anyisu-ba. 
2CO.12.15	Ame u cwé u pu meme rifunn, ren fa ti risu-m meme, wen tag ikyaen ti m ndeya ni. Ani ama re? Asiti ure ti ame ye te ni a ko fufa, ani u kosi ana-ni a.
2CO.12.16	Iki be ani u cwe baa, ame na nde-m ani rikaen iki be. Amaa, ariki uwae-ni u ri baa, ame na munn te itsab rishwu-m na ku kyaefa ni fa. 
2CO.12.17	M m! Ame kyaefa ni rimang? Yi fengo na ande ba ti ame tom ru ba uwog-ni a. 
2CO.12.18	Ame jwam Titus ti wu na ru ka uwog-ni, ama ame tom kyi inja-ti iki ti wu na putsa Titus ru. Titus ci iken-ni iki tikong a. Mbaa ira ti kab-m te ana Titus si iken kinjo re! Fengo wande-ti ti ati ku nde si iken kinjo.
2CO.12.19	Ko iki be ani ku tang baa, ati na ku kwab ti ti na u kyae nyang risu-ti uwe-ni. Iyee! Ati ku ri ira-ti uwe Rimam. Ati ku ri ira ama ti kuko na Kristi. Arwan-m ti ayib ricwu-m! Iken ti ati ku nde meme si ikyaen ti ti u ndeya ni. 
2CO.12.20	Ame kyen ikyenricwu baa, ko iki be, asiti ame a ru ba ye, ame na u ba tu ni te usom ti som ti txi te ira ti ame ku sha ti m nung uwog-ni, ko ani ama u tu m te kujwo wande ti txi te ayi ti ani ku sha ti ni nung uwog-m. Ko iki be ame u ru ba tu ni ani ku fwan kibyag, u ku tsinn kitsinn, u ku tso rinae, u ku sha nyang iken na risu-ni amam, u ku txun atso asu, u ku tsag ande, u ku ndub ijwe, u ku ye iken kyikab kyikab. 
2CO.12.21	Ame ku kyen ikyenricwu baa, iki be Rimam u nda m rikwae ti wae uwe-ni, iki be ariki uwae-ni nde ikentitibi ti kucang u kafe isim ta-ba yi be. Aba ku nae ajwo ajib ti atang u ku sha uwa ande ti atang u ku nde iken ti tsotso ti ku txi iyib uwe Rimam ti atang. Ayi a si ahan, ame u ru ba jwub ira risu ande bane.
2CO.13.1	Ayine fa ti atsepu ita ti ame ru ku ba yi uwog-ni. Pangma ti a bae uwae Kutsingken Rimam baa, asiti a ku sha riraen uwog unde iki, se ande a ka ifaen ko ita ti nung u cwe baa, ira yi na si kubenti titawe ani u cwe ye unde wu ti riraen. 
2CO.13.2	Kiye ti ame ru ba uwog-ni ti atsepu ifaen, ame ri ira te ariki ti nde ikentitibi u fwa ba kusen, fa te ande ti tsitsi meme. Tine ame ta rurwen te ni, amaa, ame u fwa kyi ni kusen cwucwo. Kiye ti ame a ru ba ame u nung-m ande ba te ayibrisi cwucwo be. 
2CO.13.3	Ayine u tatso ni paenine baa, Kristi na ku ri ira tso unju-m, pangma ti ani ku sha. Kristi ti risu-wu nde-wu namtur te ni be. Awu tso kuko-wu kutampwa-ni. 
2CO.13.4	Kubenti, kiye ti a kwer wu risu kutuku ti cice, awu num ijwe. Amaa tine, awu som ti unyang uwae kuko na Rimam. Ati ama, ikyaen ti ati ti Yesu ta tetso, ati bom-ti yi ijwe be pangma awu kiye ti a kwer wu. Amaa, uwae usom ti som-ti te ni, ati te Kristi u nwunn ti unyang uwae kuko na Rimam.
2CO.13.5	Ni myae ijwe-ni ti ni nung baa, ko ani ku som usom-ni ti uwae kinjo bara. Ni pwen risu-ni rikwen. Ame tang baa, ani nungye pu ni ti Yesu Kristi ta uwae-ni, iki be ani nung-ni ayine be ahoo? 
2CO.13.6	Ame sa uwae tsi baa, ani u ba nungye baa, ati ti risu-ti na jwunnsi-ti uwae itimyae yine be. 
2CO.13.7	Ati ku jwam Rimam ti ani na nde-ni ikentitibi be. Ayi si-yi ikyaen ti ti na u tatso ande baa, ati na ci pu ti itimyae yi be. Iyee! Iken ti ati ku sha si ti ani na nde iken ti pang atang uwe Rimam, ko ti ati ti risu-ti nung pangma ati jwunnsi pu ti. 
2CO.13.8	Ikyaen ti, ati u ta tu-ti rika te ira ti kubenti be, se ti ati u ndeya yi ya amam. 
2CO.13.9	Kiye ti ani site kpakang fengo Rimam, ati ku tsen utob, ko ti a ri baa, ati ti risu-ti na bom-ti be. Ati ku jwam Rimam ti wu na nda ni ser ben tag uwae fengo-wu. 
2CO.13.10	Nee iken ti nde ame ku bae ira yine kiye ti ame ta fengo ti rwen te ni, ikyaen ti, ame ku sha-m ti m u ru ba fwan ni kibyag ko ame u byinn ni kimbab kiye ti ame a ru ba be. Ame ku sha ti m sa kuko ti Rimam nda m u ri bom ni ijwe, si-yi ti m shir ni kafe ti isim be.
2CO.13.11	Ira ti ricwunnkyi, ameinja-m, ni som-ni nyinyang. Ni kyaenyang usom ti som-ni. Ni kwab uwae ira ti ame ri te ni. Ni ndeya atso ti ni som usom-ni tetso uwae kujimshwur. Rimam, awu ti ku nda ti ure ti kujimshwur u te ni som te atso.
2CO.13.12	Ni ye atso bur utob uwae itisaenkyag na Rimam. 
2CO.13.13	Meme ande Rimam ti ta ike ku kunnji ni ira atang.
2CO.13.14	Itinyang na Itsekuru-ti Yesu Kristi, ti ure na Rimam, fa ti risu ti ren na Kusung ti Saen Kyag ā te ni som tetso.
