MAT.1.2	Abraham Aisaak vaa apa, Aisaak Jakop vaa apa, Jakop Judah leh anaovaa anpa. 
REV.1.9	Nannih nan uhnao John keiin, nannihsoh inruuia Jisu rella trihkhop klah knanga, khatkho kurung huunna ah, mahche Jisu vaa doutrangah chuum akphahjou keiin Ringpu trongta mahche Jisu vaa sakhirella Patmos antih tuiikoiramma ammang. 
REV.1.10	Akpu nia keiin Li ah ammang, mahche keikuungah pik ul ahounanga ahousuuk roolkhat keiin kitheihpei. 
REV.1.11	Mahchunna ason, “Nangin nimuhkha nirik ah majihro che mahkha Asia ah am khakla sirihtinga machuvah: Ephesia ah, Smarna ah, Perkamam ah, Thiatria ah, Sardis ah, Philadelphia ah mahche Laodisia ah mathlah eiro.”
REV.1.12	Mahchunna keikuungah tronghou khata kiannatu inheisang, keiin kanhei in ra–ao vaa mitton akeh sirihta kimuhpei, 
REV.1.13	mitton taarna akeh sirih ankaara inluut insuul silh a mahche ra–ao inraakna ah alukhe a inkhit miivaa asa kupa nang inhat kimuhpei; 
REV.1.14	amah akang mahche asam in samul nanga inngou, huur nanga inngou; che amah amit in meibom kvaar nanga kvaar; 
REV.1.15	amah akeh majaavah meia soorra intlenche pithrainang, che amah ahouin tuiitam inborra kluung ahounang; 
REV.1.16	amah akchangkut ah arsi sirih achoih, kveichanga aha innih kngeih chemsei khat amah abaonata inthruh, che amah ameelva khalmo tranga insaa a kvaar kininang.
REV.1.18	keiva akring khasang, keiva thisang, che anve keiva ache amnoh luungtu veia ringsang, repnang leh kthivaa chapi keikuungah am. 
REV.1.19	Ipek nangin nimuh eikha, pek akvei mahche mah i aknua akveisam kharelna majihro. 
REV.1.20	Kei kikchang kut ah nangin nimuh arsi sirih mahche ra–ao vaa mitton taarna sirihvaa anthuptrong khavah: arsi sirih in khakla sirihvaa ringroisei mahche mitton taarna sirih in khakla sirih khasa.”
REV.2.1	Ephesia ah am khakla vaa ringroi kuungah majihro: Akchang kut ah arsi sirih akchoi, ra–ao mitton taarna akeh sirih akaara sehloon khavaa atrong mah i.
REV.2.2	“Nang nithlou, nitloh nikhaal mahche nangin nidouchek i keiin kirom, che nangin khatloh a thranoh mii eita loutho cheknohcheme chuta antak anrouinva raangroi sungta insonsei chuta raangroivah veinoh ei, anmahta nangin chaang niannei che anmahvah chimnoh a aktrong miisei tih a niktuukpei; 
REV.2.3	nangin keiming rella klah knang nitho mahche nidou, che nitak ah kmon amnohcheta kirom. 
REV.2.4	Chuta mah ivah keiin nangta nandahsang, mahchuvah nikuungah am matsahna rilvolkha nimthlahpei. 
REV.2.5	Chunna nangin ramma khatloh a inriil angme intheihro, nangin nirilthlenga matsah nitlohthlou khata tlohro, chunohlevah, keiin nikuungah thlengtung mahche nang nirilta thlengnohchele nang mitton taarna akehkha mah amun khannata kilohtu. 
REV.2.6	Chuta mah i nang nitak a am, mah chuvah keiinkho kintirh Nikolai ah am amah in antlohthloukha nanginkho intirhche. 
REV.2.7	Li in khakla ankuungah asonkha tunangkhat in arungeihnatu amkuur am miikhan rungaiso. Akchek mii khata Ringpu vaa paradais ah am akringthing asaaknatu kamlantu.”
REV.2.9	“ ‘Nangin trihkhop a klah knang niphah mahche nang innranriing chekha keiin kirom (chuta nangvah kdoonche) che anmah antak invah Judiung antih chuta Judi vanoh ei, chuta Seitan vaa sinakok veia mii loonna antrongta keiin kirom 
REV.2.10	Nangin klah knang niphahsam kharella intrinohro. Anve, nannihta chaang naniannatu nankaarna mii steva seitan in simma nanithun sampei, che nannih in nijansom trihkhop a klah knang nanphahtu. Thinata akringvaa boorpii kamlan uchou. 
REV.2.11	Li in khakla ankuungah asonkha tunangkhat in arungeihnatu amkuur am miikhan rungaiso. Akchek mii khata innih tihpi kithi in masok masik tlohnohtu.’ ”
REV.2.12	“Perkamum ah am khakla vaa ringroi kuungah majihro: Veichanga aha innih ngeih chemsei akchoivaa atrong mah i.
REV.2.13	“ ‘Nangin ram amcheme nanthrungna kiromche, mahkhan Seitan aphompii am; nangin keimingta chet a namtuh mahche Seitan in anthrungna nannih nankaara keiin malot aja keitu sakhi akvei Antipas ta anthatnikha phah ah keiin kamlotkha nannih in indahnohchou. 
REV.2.14	Chuta Israelsa anmaikuungah keh masuihna amvei Balaam in Balak ta leili ah ankat pootta asaaknatu mahche kumei kupa inlaalthlou tlohnatu Balaam in amtheihta chet a amtuh eikha nangkuungah ammei, mairella keiin nangkuungah kandahna ste am. 
REV.2.15	Mahchunanga Nikolai aknu akjuih in amitheihta chet a amtuh mii nankuungah ammei. 
REV.2.16	Churella nang niril thlengro, chunohleva keiin ankuungah intha thlengtung, che kibaona chemseiin anmahta raal kantlohpi tuei. 
REV.2.17	Li in khakla ankuungah asonkha tunangkhat in arungeihnatu amkuur am miikhan rungaiso. Akchek khata mathup a asih matsah steta asaaknatu kimlantu, mahche achunga aktharming inijh lung inngoukhat amah kuungah kamlantu, mah mingchu akphahmii khanoh a tukhat inkho romnoh ei.’ ”
REV.2.18	“Thatria ah am khakla vaa ringroi kuungah majihro: Meibom nanga intruung amit am, mahche meia insoorche pithrainang akeh majaa am Ringpu Asa kupa vaa atrong mah i.
REV.2.19	“ ‘Keiin nang nithlou, nang rilvol, nangin nimlot, niroutloh, nidouchek kirom, juktoolna nithlouin matsahna nitlohchungah aral. 
REV.2.20	Chuta atak anroua keivah trongphoong kumeiangta inson Jejebel ta nangin nimjarella nangkuungah kindahna ste am. Kei roijuih eita amah kumei in kumei kupa chimnoh hoongah inchun khatkho leilia inkat inthiimna pootta ansaaknatu matheih a anmahta masimna a asehpiei. 
REV.2.21	Amah in kumei kupa chimnoh hoongnata aril thlengnatu lai kimlan chuta amah in arilthleng indah. 
REV.2.22	Anro, amahta mi innata ihnachungah kilontu, che anmah anthlounata anril thlengnoh eileva, amahsoh inruuia miimei miimasal laalthlou aktloh eita trihkhop klah kanangah kithlaaktuei; 
REV.2.23	che amah asaeita kithattuei. Mahche malungleh rilta akjonkha keisang tihkha khakla annaamte in anromtu. Che matikcha nanthlou nujuih a keiin nannihta mii khatkhat kamlan uchou. 
REV.2.24	Chuta Thatria ah am aktlei tingna mah matheihna ita chet a amtuhnoh, mahchuche Seitan rella thuuk a akromnoh, nankuungah kisonchou, keiin nanchungah aktlei pootrik nanimphurh nohtung, 
REV.2.25	Keiin kithleng nohmiil nankuungah amkha chet a matuhve. 
REV.2.26	Raal akchek mii mahche achena phah a keithlou aktloh amahninga jaatboom anchungah paalnatu amah kuungah tuui kimlantu, 
REV.2.27	che amah in mah thirsung khasoh inruuia anmah anchungah paaltu, beel anseemta koinanga, anmahta invuia kikhoihtuei, mah i keiin Pa kuungnata tuui kiphah khasa; 
REV.2.28	che keiin amah kuungah thlavaarnu kimlantu. 
REV.2.29	Li in khakla ankuungah asonkha tunangkhat in arungeihnatu amkuur am miikhan rungaiso.’ ”
REV.3.1	“Che Sardis ah am khakla vaa ringroi kuungah majihro: ‘Ringpu vaa Li sirih mahche arsi am amahvaa atrongi.
REV.3.1	“ ‘Keiin nang nithloueita kirom; nang ring mangcheta nikmingvah am, chuta nangvah thisache. 
REV.3.2	Inthourosa, che thisamma am anmahta matrangeiro, alamva kei Ringpu amit anna nang nithloukha mapungpha veia tuuknoh ang. 
REV.3.3	Nangin jangta niphahme mahche nitheihme tihkha intheihro, mahchu ngaak a majuih a niril thlengro. Nanginta inthounoh cheleva keiin inrunanga nikuungah thlengtung, keiin jaknang pungkhanna nikuungah thlengtungme romnoh uche. 
REV.3.4	Chuta anmah anpuun anreita ambuurnoh mii steva anming Sardis nanga nang nitaveia ammei, anmahva matikcha taningeivah anmah in puunngou silh a keisoh sehjou tu ung. 
REV.3.5	Raal akchek mii kuungah keiin inngou puunrei kimsilhtu, che amah akming akring niriknata mamuhnohtung; che keiin amah akmingta pa amaikuungah khatkho amah ringroi anmaikuungah kiphoongtu. 
REV.3.6	Li in khakla ankuungah asonkha tunangkhat in arungeihnatu amkuur am miikhan rungaiso.’ ”
REV.3.7	“Che Philadelphia ah am khakla vaa ringroi kuungah majihro: ‘Akseeng khat, akchim khat, Devit vaa chapi akchoi, amhoongchek tukhat inkho mahoongnoh tupot amah in asontrong oh i.
REV.3.8	“ ‘Keiin nithlou eikha kirom. Anro, tukhat inkho khaar acheknoh inhoonga thongkhat nang nimaikuungah kisih nang nituui steta amning tih a kirom, che nangin keitrongta ngaak a sehche mahche keimingta indahnohche. 
REV.3.9	Anro, Seitan vaa Sinakok mii eita keiin kiseemtuei, antak in Judiung antihche Judi vanoh ei, chuta amichinthi a aktrong anmahta nangkuungah kamththleng tuei, che nang nikehkuungah amithruuntu, che keiin nangta kirilvolche tihkha anmah kuungah kimromtuei. 
REV.3.10	Alamva keitrongta nangin doutranga ngaak a sehtaning cheva tukleiram apumte thaleichungah akthlengsam chaang anna pung khannata keiin nangta kikemuche. 
REV.3.11	Kei intha a thlengusang; tukhat in khonang boorpiita namma naklohnohnatu, nangin nisihkhata chet a matuhro. 
REV.3.12	Raalchek amahkhata kei Ringpu akseeng thlaamvaa kukchokhat kimveitu, che amah in tikniakho ohkhannata inthruhnohtu, mahche kei Ringpu vaa akming, kei Ringpu tingna ringramnata trum akthar Jerusalem, tihva kei Ringpu vaa khuuboom akming che kei kikming akthar amah kuungah kimjihtu. 
REV.3.13	Li in khakla ankuungah asonkha tunangkhat in arungeihnatu amkuur am miikhan rungaiso.’ ”
REV.3.15	“ ‘Keiin nang nithloueita kirom: Nangvah daikho dainohche mahche insaakho insaanohche. Nangin dai nohle insa niveinatu keiin kikditche! 
REV.3.16	Chunna, nangva lumphuunche, daikho dairemnohche insaakho insaa remnohche nangi kibaonata kamsah uche. 
REV.3.17	Alamva nangin nison, keiva doonsang, tlansang, kivaatna jakhatkho amnohsang; chuta nangvah kireipak sihsang, rilvolnasang, inransang, kimit chosang mahche athlaisang tih i nitak in romnohche. 
REV.3.18	Alamchunna nangin meia insoorche ra–ao keiningnata nikleinatu nangta kikchaakche. Mah chuvah nangin nidoonnatu kimtheihche, anngou puunrei nisilhnatu che puunrei silhnoh a niamkha indanga injak niphahnoh natu khatkho nangin nimuhnatu nimit a thao teiro. 
REV.3.19	Keiin kirilvol miita kikchaak che kiraan; chunna niril maluutro mahche niril thlengro. 
REV.3.20	Anro, thongah ngirra kichum; tukhat in kei kiroolhouta theih a inn khata mahoongle, keiin amah kuungah luuttung keiin amahsoh kisaakjoutu che amah in keisoh asaakjoutu. 
REV.3.21	Keiinkho raalchek a keipaso inruuia amah phompii ah inbokjou khnanga, tukhat raal akchek miikha keisoh inruuia kei phompii ah inbokjounatu kimjatu. 
REV.3.22	Li in khakla ankuunga asonkha tunangkhat in arungeihnatu amkuur am miikhan rungaiso.’ ”
REV.4.1	Mah i aknua keiin kian in anro, ringraamma thong inkhat inhoonga am! Che keiin matsah kitheih roolhouvah pik ul hounanga: Keiningah keisonang, “Tiingtonga kalro, che mah i aknua aksuuksam nikuungah nammuhtang.” 
REV.4.2	Kak hang akhanna Li in kitak ah amma kamruuiang, che anro, ringramma phompii khat ngirra am, phompii chungah tumekhat inbok a am! 
REV.4.3	Che ohkhanna anbokkha kian in jaspar lung khatkho karnelian lungnang, phompii khata inhilla imerel lungnang sarbongin akhal. 
REV.4.4	Phompiita inhiilla aktlei phompii sopnihlei manli am, mahche phompii anchungah puunngou silh a mahche anmah ankangah ra–ao vaa boorpii khumma anparuul sopnihlei manli inbok a ammei. 
REV.4.5	Phompii khannata kini inthla, keklei tla mahche hou inkhat inthruh; che phompii amaikuungah meiser sirih intaara am, mah chuvah Ringpu vaa Li sirih ei; 
REV.4.6	mahche phompii maikuungah seengbenga indang tuiiboomvaa pitjang inkhat am.
REV.4.6	Mahchu phompiita hiilla am akring phompii apangnaamte aknung amai amit sip a sa manli am. 
REV.4.7	Matsahrem akring kutseemsa in saruungnang, innih tihpi akring kutseemsa in siilchalnang, inthumtiihpi akring kutseemsa in miimainang, manli tihpi akring kutseemsa in akjuung barmunang. 
REV.4.8	Akring kutseemsa manli khannasa inkhat khat ah amthlah kuruk kuruk ammei, che anmah antak apaaltong che asuungtonga anmit in sip a ammei, mahche anmah in suun jaan tiknikho inngainoh a laa antlohchuva, “Akseeng, akseeng, akseeng, louamche, pekkho am mahche akthlengsam akho, Akchek amnehvaa Akpu Ringpu che!”
REV.4.9	Phompiichung akhanna anbok ache amnoh a ring amah kuungah akring kutseem eiin paarthra, injah khatkho mapaakna amilan. 
REV.4.10	Anparuul sopnihlei manli in phompii chungah anbok amaikuungah intolhsei, che ache amnoh a ring amahta anmah in amithruunpei; anmah boorpiita phompii maikuungah loonna laa antloh, 
REV.4.11	“Kannivaa Akpu Ringpu nangva matikchache, paarthra, injahna che tuui naamte nangin niseempei, anaamte nangin namdon nujuih a anmahta niseempei che ringsei.”
REV.5.1	Phompii chungah anbok amah akchangkut asuung khatkho aknungtonga injih chum sirih innam injuul nirikkhat keiin kimuh; 
REV.5.2	mahchuche akraang ringroi inkhat in roolsuukta onga asonkha keiin kimuhpei, “Injuul nirik ita amhoongchek mahche mah chum sirih ita akhoihchek matikcha tunang amme?” 
REV.5.3	Ringramma nohle thaleichungah nohle thaleinuuia ak am tukhat inkho mah injuul nirikta mahoong nohle mahchuta an cheknoh ei, 
REV.5.4	che mah injuul nirikchuta amhoong nohle mah asuungta ak anchek matikcha tukhatkho intuuknoh khanna keiin trapsang. 
REV.5.5	Cheva anparuul ankaarna khat in keita keisonang, “Trapnohro; anro, Judah jaatna saruung, Devit vaa akjungin injuul nirikta che mah chum sirihta amhoongnatu raal achekpei.”
REV.5.6	Che phompii khatkho akring kutseemsa manli ankaara mahche anparuul kaara, aki sirih leh amit sirih am anthatchenang sadamte inkhat ngir keiin kimuh. Anmah sirih chuvah Ringpu in thalei pumtea amthlah Ringpu vaa Li sirihsei; 
REV.5.7	sadamte in phompii ah anbok amah akchangtonga injuul nirikta amah in alohpei 
REV.5.8	che amah in injuul nirikkhata alohlaia akring kutseemsa manli khatkho anparuul sopnihlei manli in sadamte amaikuungah inriilsei, anmah khatkhat in snanta mahche akseeng mii in anngenna amrimtui haalna in sip ra–ao kameita anchoih 
REV.5.9	anmah in laa akthar tloh a antih, “Injuul nirikkhata aklou che mah chumta amhoong nangvah matikchache, alamva nangta nanthatpei mahche jaat, trong, mii khatkho jaatboom annaamte nata nang nithii in Ringpu turella mii eita nithlokpei, 
REV.5.10	che anmahta kannih Ringpu turella kurung huunna mahche thiimpu kmiveiei, che anmah in thaleichunga paaltuei.”
REV.5.11	Che keiin kimuh, mahche phompii, akring kutseem, che anparuul eita ihiilla am ringroi tam anrolhouta keiin kitheih. Anmahva teen icheknoh akpulchunga akpul che akpul reijachunga akpul reijaei, 
REV.5.12	Anmah anroolhouin inkaanga anson, “Tuui, lal, lousing, anchek amneh, injah, khatkho doi paarthra akphah inthatche sadamtekha matikcha!” 
REV.5.13	Mahche ringramma, thaleichungah, thaleinuuiah, tuiiboom asuungah, che akring kutseemrel in mah ita anson keiin kitheihpei, “Phompii achungah anbok mahche sadamte kuungah doi, injah, paarhtra che ache amnoh akchek amneh am veiso.!” 
REV.5.14	Chunna akring kutseem manli in antih “Amen!” Cheva anparuul eiin intoltlep a amithruunpei.
REV.6.1	Ipek sadamte in chum sirih ankaar nata inkhat amhoonglaia keiin kimuhpei, che akring kutseemsa manli ankaarna inkhat in keklei tla ahounanga, “Thlengro!” tih a ason keiin kitheihpei. 
REV.6.2	Che anro, keiin skol inngoukhat kimuh, mah skol akthouin phalkhat achoih, amah kuungah boorpiikhat amlan, che amah in raalchek raalchek a che raaltloh a seh.
REV.6.3	Sadamte khanna innih tihpi chumta amhoonglaia, innih tihpi akring kutseem khanna “Thlengro!” tih a keisonta kitheih. 
REV.6.4	Mahche aktlei intle skolkhat inthruhsa, mah skol akthou kuungah thaleichungah leh–oita alohnatu amjapei, chunna anmah in khatleh khat inthat che amah kuungah chemsei anrolkhat amlanpei.
REV.6.5	Sadamte khanna inthumtihpi chumta amhoonglaia, inthumtihpi akring kutseem in, “Thlengro!” tih a keison kitheihpei. Cheva anro, skolvom khat kammuh ang, skol akthou akut ah choi inkhat achoih; 
REV.6.6	akring kutseem manli ankaar nata roolhou khat kitheihpei, “Nikhat kutlang manli suuk a saruk inthum, che nikhat kutlang manli suuk a niim thaoleh ngangli atuii saruk khat mamaang nohro!”
REV.6.7	Sadamte khanna manli tihpi chumta amhoonglaia, manli tihpi akring kutseem khanna “Thlengro!” tih a keison roolhou kitheih. 
REV.6.8	Mahchu keiin kimuh, che anro, intham skol akthou akmingvah Kithi antih che Ringpu in aknuta ajuih; mahche thaleita manlisuung inkhatchunga chemseiin buhchaal in, kna ksa in, kithi in, mahche thaleina raprilsa eiin anthatnatu ankuungah tuui amlanpei.
REV.6.9	Samdamte khanna ranga tihpi chumta amhoonglai, Ringpu trong rella mahche anmah in amilan sakhi kharella anthatpot ruungvaa li eita thiilkuung anuuia kimuhpei; 
REV.6.10	anmah in rool inkaang houa onga antih, “Akthloirem Akpu, akseeng mahche akchim, thaleichungah am anchungah nangin pichaar tloh a, jikcha soot a kannih kanthiivaa leiman thungnoh ucheme?” 
REV.6.11	Cheva anmah khatkhatta inluutngou insuul amlannei anmahsoh roijuih veijouei mahche anmah unao eita tanga that anchenohmiil anmah in lai kakva inngai umangei.
REV.6.13	che aktrang thli in araanlai phalbina thotthei akminnoh trilnanga, marvaanna arsi in thaleichung tlasei; 
REV.6.14	injuul niriknanga marvaankho kak hanga injuulla maangsa, che muul naamte mahche tuiikoiram naamte anmah anmah anphomnata alohkirpei. 
REV.6.15	Cheva thaleina kurungin che akliin eiin, raalmii aklok eiin, akdoon eiin, aktrang eiin, miinaam naichi mahche thlaang thlaang eiin khursuungah mahche muul lungkaara inthupsei, 
REV.6.16	anmah in muullei mahche lungpii eita onga antih, “Kannih kanchungah tlavesa che phompii chungah anbok amah maikungnata, mahche sadamte in amlunghaang khannata kanimthuprosa; 
REV.6.17	alamva anmah in amilung inhaangna akliin aknikha thlengsa, che amah amaikuungah tunang in ngir achekume?”
REV.7.1	Mah i aknua thalei akiing manlia ringroi manli in ngirra am kimuh. Thaleiah nohle tuiiboomma nohle aktlei thingkhat achungah jangkhat thli in araangnoh natu, anmah in thaleina thli manlita amituh 
REV.7.2	Ringpu vaa chum akchoi aktlei ringroi inkhat in nisuuktong nata achungtonga kal keiin kimuh, che thalei khatkho tuiiboomta masoknatu tuui amlan ringroi manlikuungah onga ason, 
REV.7.3	“Kannih in Ringpu aroieita anmah amichalla chum kansunnohmiil thaleita nohle tuiiboomta nohle thingeita masok mamaang tlohnoh eive.” 
REV.7.4	Che chum anampot amasingta keiin kitheihpei, Israel jaitihrel ansa kupata chum anam anmasingkha choi khat che akpul soplilei manli ei, 
REV.7.5	Judah jatih nata mii akpul somleinih chum anampei. Reuben jatih nata mii akpul somleinih, Kat jatih nata mii akpul somleinih, 
REV.7.6	Aser jatih nata mii akpul somleinih, Naphtali jatih nata mii akpul somleinih, Manasseh jatih nata mii akpul somleinih, 
REV.7.7	Simeon jatih nata mii akpul somleinih, Levi jatih nata mii akpul somelinih, Iskhar jatih nata mii akpul somleinih, 
REV.7.8	Jebulun jatih nata mii akpul somleinih, Joseph jatih nata mii akpul somleinih, Benjamin jatih nata mii akpul somleinih eita chum anampei.
REV.7.9	Mah i aknua keiin kimuh, tukhat inkho teen ancheknoh miitam, jatboomnaam nata, jatihrel nata mahche trong naamte tingnata puungou insuul silh a mahche ankut ah tuum abaak choia miitamin phompii ah che sadamte amaikuungah ngirsei, 
REV.7.10	che ongsei, “Chaanringvaa phompii chungah anbok inih Ringpu mahche sadamte tingna!” 
REV.7.11	Che ringroi naamtein, phompii, anparuul, mahche akring kutseem manlita inhiilla ngirra ammei, che phompii maikuungah intolhtlep a Ringpu ta amithruunpei, 
REV.7.12	Che anson, “Amen! Doiphahthra, paarthra, lousing, mapaak, injahna, tuui mahche akchek amneh ache amnoh a inih Ringpu in paal veiso! Amen.”
REV.7.13	Cheva anparuul suungna khat in keita keisonang, “Insuul puunngou aksilh ei i tueime? Che anmah i ramnata thleng eime?” 
REV.7.14	Keiin amah kuungah kison, “Lulok nangin nirom.” Che amah in keikuungah ason, “Anmah i trihkhop a klah knang phahna khannata inthruh ei che anmah in insuul puunrei eikha sadamte vaa athii khanna amingoupei. 
