MAT.1.1	A daŋgonŋâ daŋgonŋâ muyagem gane Yesu Kristo, zâk Abaram sot Dawidi, zekât kiun muyageip. 
JAS.4.4	Haai, târotâro mânâmânâŋgât zen. Hânân kut ŋâi ŋâi ziap, zorat siŋgi ândibanŋâ Anutu kândâtkuban. Zo nâŋge mo buŋâ? Zorat ŋâi zâk hânân kut ŋâi ŋâi ziap, zo buku okŋaŋgâbapŋâ Anutu kâsa okŋaŋgâbap. 
JAS.4.5	Mo den kulem ŋâi ziap, zo nâŋgâne yen opmap? Den zo itâ,
JAS.4.5	“Umniŋan Kaapum pâip, zo zâkkât siŋgiyâk ândibapkât kâtigemap.”
JAS.4.6	Den kulem ŋâi ko itâ ziap,
JAS.4.6	“Tânnâŋgonâŋgoŋ, zo doŋbep niŋgâmap.”
JAS.4.6	Zorat den ŋâi itâ ziap,
JAS.4.6	“Anutu zâk a zâizâiŋ zeŋgât tân kwâkâmap. Ka a ziiŋaŋgât nâŋgâne gemap, zo ko tânzâŋgozâŋgoŋ zo ziŋgâmap.”
JAS.4.7	Zorat Anutu um topŋan gigiŋ op ândibi. Oi Sataŋ kâsa minŋaŋgâne birâziŋgâm âibap. 
JAS.4.8	Zen Anutu mâte okŋaŋgâne zâkoot zen mâte otziŋgâbap. Bâliŋ mâme a ambân, zen bâliŋâziŋâ saŋgon birânek. Âi kom ga kom upme, zen umziŋ saŋgone salek oik. 
JAS.4.9	Zen topziŋ nâŋgâm biraŋŋâ isem umbâlâ upi. Girâŋziŋâ zo melâŋ umbâlâ upi. Oi sâtâreziŋ zo melâŋ girâp isebi. 
JAS.4.10	Kembugât mâteŋan umziŋ diim ge ândine zâkŋâ mem zaatziŋgâbap.
JAS.4.11+JAS.4.12	Bukurâpnâ. Gurumin den mariŋâ sot sâm kwâkâkwâkâŋ a kânok ândiap. Zâk zâŋgobap mo kubikziŋgâm birâziŋgâbap, zorat imbaŋâ zemŋâŋgap. Zen ko sâm bâliŋ mân upi. Ŋâi zâk bukuŋâ sâm bâliŋ kwap hâuŋaŋgât den sâbap, zâkŋâ gurumin den sâm bâliŋ kwap kândaŋbap. Gâ gurumin den sâm bâliŋ kwap kândaŋban zo ko sât luluŋ a mân op, sâm kwâkâkwâkâŋ a upan. Gurumin den mariŋâ sot sâm kwâkâkwâkâŋ a kânok ândiap. Zâk zâŋgobap mo kubikziŋgâm birâziŋgâbap, zorat imbaŋâ zemŋâŋgap. Gâ wangandâ bukugaŋgât den hâuŋâ sâban? Zo Kembugât nep.
JAS.4.13+JAS.4.14+JAS.4.15+JAS.4.16	Bâi, itâ nâŋgânek. Zen itâ sâme, “Itârâŋ mo mukan kamân zoren âi kut ŋâi ŋâi aŋgâgwaŋgâ op kât sikum mem ândeindâ kendon zi âki âburinat.” Zen zâizâiŋ den sâm sâkziŋ mem zâime. Zâizâiŋ den zo bâliŋâ. Mukan zo mo zo muyagibap, zo zen mân nâŋge. Mo ândiândiziŋâ zo dap yatâ? Zo kaapum yatâ. Zo mâik ŋâi muyagem zorâŋak buŋ upap. Zorat itâ sânetâ dâp upap, “Kembuŋâ nâŋgâniŋgi wâgân ândim yatâ mo yatâ utnat.” 
JAS.4.17	Ŋâi zâk mâtâp âlipŋâ zo ekŋâ laŋ birâbap zo ko tosa muyagibap.
JAS.5.1	Kât sikum a zen sâknam muyageziŋgâbap, zorat kânŋan isem umbâlâ utnek. 
JAS.5.2	Irâ sikumziŋ alâgem buŋ upap. Oi pet hâmbâziŋ mem ândime, zo hângât siŋgi. 
JAS.5.3	Narâk pâŋkânok oi zen sikum motziŋ minduwe, zo birâbi. Goide kât sot kâtziŋâ zo bâliŋ opŋâ hân oi zorâŋâ topziŋâ sapsubap. Kârâpŋâ yatâ ziŋgesei sâknam nâŋgâbi. 
JAS.5.4	Nâŋgânek. A nepziŋ hibuk urine kâitzâŋgom nep sâŋgân diim gei ziŋgâwe. Oi kâlamziŋan bon mimiŋ nep tuuwe, zen yatik otziŋgâne isene sumbem kâwali a zeŋgât Kembu kindapŋan giarip. 
JAS.5.5	Sikum a ziŋ hânân sâknam kâbâ yâmbât buŋ ândim âkŋâliwe. Nen bâu nalem ziŋgindâ nem lâmbatne zâŋgom om nimen. Zen zo yatâ sii nalem patâ nem ândimŋâ kâmbamgât siŋgi op narâk patin bâu yatâ zâŋgom tâmbetzâŋgobi. 
JAS.5.6	Sikum a ziŋ a târârak diŋâ sâm kwâkâm laŋ kâmbamân parâwe. Zâk sâkŋaŋgât hâuŋâ mân sâip.
JAS.5.7	Bukurâpnâ, zen Kembu gâbapkât mambât âkon buŋ ândibi. Nâŋge. Nep mariŋâ ŋâiŋâ nep kârâm kâmit nalem bonŋâ âsagibapkât mambât ândimap. Oi maa sot map dâbâk oitâ bonŋâ lâmbatpapkât nâŋgâm ândimap. 
JAS.5.8	Oi Kembugât narâkŋâ pâŋkânok uapkât zen âkon buŋâ mambât ândim umziŋ tângune kâtigibap.
JAS.5.9	Bukurâp, zen a torenŋâ mân sâm bâliŋ kwatziŋgâbi. Kuk den mân dâzâŋgobi. Patâŋâ gam hâuŋâ ziŋgâbapkât. Nâŋgânek. Patâniŋâ zâk hâŋgi kândâtŋan ga kinzap.
JAS.5.10	Bukurâpnâ, Propete Kembugât sâtkât den sâweŋâ sâknam kwâkŋan ândim kâtigiwe. Zeŋgât mâtâp zo lâŋbi. 
JAS.5.11	Nâŋge. Sâknam kwâkŋan kâtigem ândiwe, zeŋgât nâŋgindâ âlip uap. Hiobe zâk sâknam kwâkŋan ândim mân loreip. Zâkkât den siŋgi nâŋge. Oi Kembuŋâ um nâŋgâm bet kut ŋâi ŋâi âlipŋâ pindip, zo nâŋge. Kembugât tânzâŋgozâŋgoŋ sot buku orotŋâ patâ ziap.
JAS.5.12	Bukurâpnâ, den ŋâi zi sa nâŋgânek. Zen sumbemân mândâm den sâm kâtigime. Zen hânân kwap den sâm kâtigime mo kut ŋâi ŋâiyân kwap den sâm kâtigime. Zo mân upi. Zen dinziŋâ perâkŋakkât bonŋâ perâkŋagâk âsagibap. Mo buŋâ sâne buŋ upap. Zo tosa muyagibegât yatâ upi.
JAS.5.13	Zeŋgâren gâbâ a ŋâiŋâ sâknamân ândibap, zâk Anutugâren ninâu sâbap. Ŋâi zâk sâtâre op ândibap, zâk mâpâmâpâse kep mimbap. 
JAS.5.14	Zeŋgâren a ŋâi mâsek upap, zâkŋâ Yesugât kâmut a sâtŋâ sâi gam zâkkât op ninâu sâbi. Oi Kembugât kot sâm kelâk too saŋgonŋaŋgâbi. 
JAS.5.15	Zen nâŋgâm pâlâtâŋân ninâu sâsâŋ, zorâŋ mâsekŋâ kubikpap. Kembuŋâ a zo tângoi âlipŋâ upap. Tosaŋâ oip, zo gulipkubap. 
JAS.5.16	Zorat zen âlip upigât bâliŋâziŋâ sapsum ninâuŋâ tânagobi. A târârak ŋâi ninâu sâi imbaŋoot upap. 
JAS.5.17	Propete Elia, zâk a nen yatâ. Zâk map mân gibapkât kâtigem ninâu sâip. Ninâu sâi kendon patâ karâmbut sot kâin nâmburân kânok zorat umŋan map mân gem zeip. 
JAS.5.18	Oi bet dum ninâu sâi sumbemân gâbâ map gei hânân kut ŋâi ŋâi kâmŋâ takip.
JAS.5.19+JAS.5.20	Bukurâp, zeŋgâren gâbâ ŋâi zâk den bonŋâ zorât mâtâp, zo birâm walâm ari buku ŋâiŋâ diigi âburem gâbap, zo ko zâk itâ nâŋgâbap, “Ŋâi zâk bukuŋâ mâtâp bâliŋan gâbâ diimŋâ Anutugâren pâi Anutuŋâ a zorat tosa doŋbep gulipkubap. Oi a zo um dâpŋâ mumuŋaŋgât siŋgi oibân gâbâ mâkâbap.”
JAS.5.19+JAS.5.20	Zo yatik.
1PE.1.1	Petero, nâ Yesu Kristo zâkkât Aposolo ândianŋâ Anutuŋâ a diiziŋgip, Ponto, Galata, Kapadosia, Asia sot Bitinia hânân osetboset ândie, zeŋgât ekap zi kulemguan. 
1PE.1.2	Anutu Ibâŋâ nâŋgi zeipkât gâsum sâlâpzâŋgoip, zen Kaapumŋâ um hâlâlu kwatziŋgâbap sot Yesu Kristogât diŋâ lunetâ zâkŋâ zeŋgât op moipkât um salek kwatziŋgâbapkât diiziŋgip. Zeŋgâren um lumbeŋâ sot tânzâŋgozâŋgoŋ patâ op sambâlem zimbap.
1PE.1.3	Nen Anutu, Kembuniŋâ Yesu Kristo zâkkât Ibâ, zâk sâm âlip kwâkŋaŋgânat. Zâkŋâ Yesu Kristo mumuŋan gâbâ mâŋgeipkât tânnâŋgom um bâbâlaŋ op ândiândi bonŋaŋgât nâŋgâm nâŋgâm ândinatkât mâŋginiŋgip. 
1PE.1.4	Oi sumbemân neŋgât siŋgi kut ŋâi zinziŋ kâtik, buŋ orot buŋâ, zo pâi neŋgât mambâtniŋgâm ziap. Zo minatkât yatâ otniŋgip. 
1PE.1.5	Anutu zâk imbaŋâŋootŋâ galem otniŋgi nâŋgâm pâlâtâŋ kwâkŋaŋgâm ândeindâ gâtâm narâk âki kubikkubikkât bonŋâ muyagibap.
1PE.1.6	Zen zorat sâtâre op ândie. Narâk pâŋkânok ziren Anutuŋâ sâi sâknam sot kâbâ yâmbât top top sot umbâlâ kwâkŋan ândine zorâŋâ mâsikâziŋgâbap. 
1PE.1.7	Zorat den ŋâi sâbâ. Goide kât zo yenŋâ, kârâbân pane sei topŋâ muyagime. Zeŋgâren yatik topziŋ âsagibapkât sâknam sot kâbâ yâmbât âsageziŋgâmap. Nâŋgâm pâlâtâŋziŋ bonŋâ mo buŋâ, zorat topŋâ muyagibapkât âsagime. Zen nâŋgâm pâlâtâŋziŋ zo bonŋâ, zorat sâknam kwâkŋan ândine Yesu Kristo gâbabân zeŋgât sâtâre sot sâm âlip zo muyagibap. 
1PE.1.8	Zen Yesugât holi tobat mân igâweŋâ umziŋ zâkkâren kinmap. Oi narâk ziren sinziŋâ mân igâweŋâ nâŋgâm pâlâtâŋ kwâkŋaŋgâm ândie. Oi zorat sâtâre patâ, zo aŋâ mân nâŋgânâŋgâŋ, zo nâŋgâŋaŋgâme. 
1PE.1.9	Nâŋgâm pâlâtâŋziŋaŋgât bonŋâ, um dâpziŋ sumbemân zâizâiŋ, zorat mâte otziŋgapkât sâtâre ue.
1PE.1.10	Propete ziŋ Anutugâren gâbâ tânzâŋgozâŋgoŋâ zi dap dap muyagibap sâm zorat topŋâ mâsikâm ândim gawe. Oi a narâk ziren ândien, neŋgâren tânzâŋgozâŋgoŋ zo muyagibapkât den kânŋan sâwe. 
1PE.1.11	Propete ziŋ itâ sâwe, “A bâliŋan gâbâ mâkâniŋgâbapkât sâsâŋ, Kristo, zâk âsagem sâknam nâŋgâmŋâ ko neule âsâkŋan zâi mem ândibap.” Kaapumŋâ den zo umziŋan pâi zen narâk ikâ zoren mo dap yatin Kristo zo yatâ muyagibap sâm, nâŋgâm ândim gawe. 
1PE.1.12	Oi den sâwe, zorat bonŋâ ziiŋan buŋâ, neŋgâren muyagibapkât sâsâŋ, zo sâm muyagiwe. Oi narâk ziren den zorat bonŋâ muyageip. Anutuŋâ Tirik Kaapumŋâ sâŋgongui sumbemân gâbâ gem Kembugât siŋgi a mam otziŋgi siŋgi âlip dâzâŋgowe. Siŋgi âlip zo den bonŋâ. Oi sumbem a ziŋâ den zorat topŋâ iknatkât nâŋgâm ândiwe.
1PE.1.13	Zorat zen um nâŋgânâŋgâziŋ kubik um kendon ândibi. Oi Yesu Kristoŋâ muyagemŋâ tânzâŋgobap, zorat nâŋgâm nâŋgâm um bâbâlaŋ op mambât ândibi. 
1PE.1.14	Ândiândi sâŋgiŋâ sot laŋ gulip ândiândiŋ mem ândiwe, zo narâk ziren mân mem ândibi. Buŋâ. Anutugât diŋâ lum ândibi. 
1PE.1.15	Um hâlâlu mariŋandâ diiziŋgipkât zen zâk yatâ târârak op ândibi. 
1PE.1.16	Kembugât den ŋâi itâ kulemgune ziap,
1PE.1.16	“Nâ târârak ândiangât zen târâragâk ândibi.”
1PE.1.17	Zen Ibâniŋ sâm mâpâsime, Anutu zâk hâtubâtu mân opmap. Ândiândiniŋaŋgât tobatniŋâ nâŋgâm dinniŋ sâm kwâkâbap. Zorat zen kwande ândim hurat kwâkŋaŋgâm ândibi. 
1PE.1.18	Zen itâ âlip nâŋgâme. Nen sâkurâpniŋâ zeŋgât mâtâp lâŋ ândeindâ kut ŋâi yenŋâ, goide kât yatâ, zorâŋ mân sâŋgânniŋ meip. Buŋâ. 
1PE.1.19	Kristogât gilâmŋandâ sâŋgâniŋ meip. Zâk râma gwamŋâ sâkŋâ âlipŋâ zo yatâ op ândeip. 
1PE.1.20	Anutu zâk mârumŋan hân kombâŋâ mân muyageibân nep zo nanŋâ sâm pindip. Nânŋaŋgât muyamuyagiŋ ko bet narâk murukŋan zi neŋgât op muyageip. 
1PE.1.21	Zâkŋâ nen Anutugâren târokwatniŋgip. Anutuŋâ mumuŋan gâbâ mâŋgim neule âsakŋâ giŋaŋgi giarip. Zorat nen Anutu nâŋgâm pâlâtâŋ kwâkŋaŋgâm ândien.
1PE.1.22	Zen den bonŋâ lunetâ um dâpziŋ salekkoip. Oi buku bonŋâ upigât yatâ muyageip. Zorat umŋâ gâsâyagom ândibi. Umziŋ nep zoren pane buku orot âsagem kâtigibap. 
1PE.1.23	Zen âsaâsagiŋ uŋakŋâ. Buŋ orotŋan buŋâ, mân buŋ orotŋâ. Anutugât den ândiândiŋ sot zinziŋ kâtik, zobâ muyagiwe. 
1PE.1.24	Zorat Kembugât ekabân den ŋâi itâ ziap,
1PE.1.24	“A zen hibuk yatâ. Oi neuleziŋ zo hibuk neule bâloŋâ yatâ. Hibuk neule zo âmbârâŋgâm gemap. 
1PE.1.25	Anutugât den ko zo zinziŋ kâtik. Zo zem zâimâmbap.”
1PE.1.25	Siŋgi âlip den dâzâŋgowe, zo ko zi.
1PE.2.1	Zen bâliŋâ sot sarâ sot kâsâp, umân pâpan, mem ge kwâkwat den zo birâm naŋgâbi. 
1PE.2.2	Birâmŋâ katep mâik namgât otziŋgâmap, zo yatik zen um dâpziŋaŋgât nalem, Anutugât den, zorat yatik otziŋgâbap. Zo nemŋâ siŋgi âlibân lâmbat kâtigem kinbi. 
1PE.2.3	Kembugât ekabân den ŋâi itâ ziap,
1PE.2.3	“Kembuŋâ tânzâŋgoi nâŋgâm âkŋâle urâwe, zorat op zâkkât den nâŋgâmŋâ lunam upi.
1PE.2.4	Kembuniŋâ Yesugât den ŋâi itâ ziap. Zâk mirâ kunkunŋâ ândiândiŋ. Aŋâ ek birâne Anutuŋâ zâkkât nâŋgi zari mem sâlâpkoip. 
1PE.2.5	Zorat zen hâmbo ândiândiŋ op zâkkâren târokwap kin zâimŋâ Kaapumgât namâ upi. Oi Kembugât tirik namâ galem a yatâ umziŋâ Kembugâren pane zei kore okŋaŋgâbi. Zo Yesu Kristogât op nâŋgi âlip upap. 
1PE.2.6	Kembugât ekabân den ŋâi itâ ziap,
1PE.2.6	“Nâŋgâ. Nâ Sioŋ bâkŋan, Yerusalem kamânân kunkun ŋâi kwânâŋgan. Kunkun zo gâsum sâlâpkuwan, zo sâŋgân patâ. Aŋâ zâkkâren nâŋgâm pâlâtâŋ kwapi zo ko mân kwakpi.”
1PE.2.7	Oi zen zâk nâŋgâm pâlâtâŋ kwâkŋaŋgâm ândime. Zen zâkkât nâŋgâne bonŋâ uap. Ka a nâmbutŋâ nâŋgâm pâlâtâŋziŋ buŋâ, zeŋgât itâ sâip,
1PE.2.7	“Mirâ tuutuuŋ a kunkun ek âkon op birâwe, zorâŋ kunkun zinziŋ kâtik op kinzap.”
1PE.2.8	Kembugât ekabân den ŋâi itâ ziap,
1PE.2.8	“A zen kunkun zoren kom tâmbetagobi.”
1PE.2.8	A siŋgi âlip birâmŋâ zoren kumbigât sâsâŋ zo, zen yatâ upme.
1PE.2.9	Zen ko Anutugât kâmut gakâŋâ sot tirik namâ galem a gakâŋâ sot târârak a ambârâpŋâ. Yatâ zo zen ko ŋâtâtigân gâbâ diiziŋgâm ga âsakŋan zâmbarip. Kut ŋâi ŋâi âlipŋâ opmap, zorat siŋgi den sâne laŋ kârâbapkât gâsuziŋgip. 
1PE.2.10	Zen mârumŋan zâkkât a mân urâwe. Narâk ziren ko Anutugât a kâmut ândie. Mârumŋan kwakmak ândiwe. Zi ko tânzâŋgoi ândie.
1PE.2.11	Bukurâpnâ, nâ dâzâŋgua nâŋgânek. Zen hânân kwande sot lomba ândimeŋâ um sâkziŋaŋgât âkŋâle bâliŋâ zo kândâtkubi. 
1PE.2.12	Wangât, um sâkziŋaŋgât âkŋâle bâliŋâ zo um dâpziŋaŋgât kâsa yatâ uap, zorat. Yatâ ândimŋâ um kâtik osetziŋan târârak ândibi. Yatâ ândine um kâtik a ziŋâ zeŋgât laŋ bâliŋ mâme sâmŋâ topziŋ ek nâŋgâmŋâ Anutuŋâ takâbabân orot mâme nepziŋaŋgât Anutu sâm âlip kwâkŋaŋgâbi.
1PE.2.13+1PE.2.14	Kembugât op a kutâ sot a sâtŋâ top top zeŋgât sâtziŋ lubi. A kutâ patâ ândiap, zâkkât sot hângât galem a zâmbarip, zeŋgât den kâtik ârândâŋ lubi. Ziŋâ bâliŋ mâme a hâuŋâ ziŋgâbigât sot a âlipŋâ ândie, zen sâm âlip kwatziŋgâbigât sâm ziŋgip. 
1PE.2.15	Zen ko nep âlip zi tuumŋâ a um kâtik sâm gulip muyagime, zeŋgât den mem gei pambigât Anutuŋâ sâm ziŋgap. 
1PE.2.16	Zen olaŋziŋgipkât dumun buŋ ândie. Oi ândiândi zorâŋâ bâliŋâ mân ekapkubap. 
1PE.2.17	Târârak ândim Anutu kore okŋaŋgâbi. 
1PE.2.18	Zen a aksik zeŋgât nâŋgâne gigiŋâ mân upap. Bukurâpziŋ umziŋandâ gasâzâŋgoi ândibi. Anutu hurat kwâkŋaŋgâm ândibi. A kutâ patâgât sât lum ândibi.
1PE.2.19	Kore a, zen patârâpziŋ hurat kwatziŋgâm sâtziŋ lum ândibi. A patâ âlipŋâ sot sânduk ândiândiŋ, zenâk buŋâ. Kârâpŋâ ândiândiŋ, zen ârândâŋ sâtziŋ lum ândibi. 
1PE.2.20	Zen Kembugât nâŋgâm âlip utnetâ laŋ sâknam ziŋgâne âkon den mân sâm ândine ko Anutuŋâ zeŋgât nâŋgi âlip upap. 
1PE.2.21	Ka zen tosa muyagine lapitziŋgâne Anutuŋâ dap yatâ nâŋgi âlip ŋâi upap? Zen târârak ândim kâmbam ziŋgi hâuŋaŋgât den mân sâm ândine Anutuŋâ zeŋgât nâŋgi âlipŋâ upap.
1PE.2.22	Zen yatâ upigât sâm ziŋgip. Wangât, Kristo zâk yatik zeŋgât op sâknam nâŋgâm kândom otziŋgip. Oi zen mâtâp zo ekŋâ yatik lâŋ âibi. 
1PE.2.23	Yesu zâk bâliŋâ mân oip. Sarâ lâuŋan gâbâ mân gâip. 
1PE.2.24	Zâk sâm bâliŋ kwâkŋaŋgâne hâuŋâ mân sâip. Sâknam pindâne hâuŋaŋgât den mân dâzâŋgoip. Buŋâ. Den sâm kwâkâkwâkâŋ nep bonŋâ tuumap, Anutu, zâkkâren nâŋgâm pâlâtâŋ kwâkŋaŋgâm ândeip. 
1PE.2.25	Neŋgât bâliŋandâ zâkkât sâkŋâ kwâkŋan zari poru nagân mem zâi moip. Nen bâliŋâ birâm ândiândi târârak ândinatkât yatâ oip. Zâkkât useŋâ zorâŋ zeŋgât use zo gulipkoi sogei âlipziŋ urâwe. Zen râma yatâ laŋ gulip ândiwe. Narâk zi ko um dâpziŋaŋgât galem a, Yesu, zâkŋâ diiziŋgi zâkkâren ga ândie.
1PE.3.1+1PE.3.2	Ambân zeŋgât yatik sâbâ. Zen abârâpziŋ zeŋgât gigiŋâ ândibi. Oi abârâpziŋ nâmbutŋâ zen Kembugât den kom ândine zen den mân dâzâŋgomŋâ diim gem ândine abârâpziŋ zeŋgât orot mâme âlip zo ekŋâ umziŋ melâŋbi. 
1PE.3.3	Ambân zen sâkkât neule kâukziŋ mem kubik kwâlak sâŋgân zâizâiŋ gânduziŋan pame sot hâmbâ neule âlip mem ândime, zorat nâŋgâne yenŋâ upap. 
1PE.3.4	Neule bonŋâ zo itâ. Umziŋan tik zem muyagemap, zo neule zinziŋ kâtik muyagei Anutuŋâ nâŋgi zâizâiŋ upap. Um lumbe sot um sânduk ândiândiŋ, zorat san. 
1PE.3.5	Kembugât siŋgi ambân mârumŋan ândiwe, zen neule zo mem ândiwe. Oi Anutugâren nâŋgâm pâlâtâŋ kwâkŋaŋgâm ândim abârâpziŋ sâtziŋ lumarâwe. 
1PE.3.6	Seraŋâ Abaramgât den zo lum ândeip. Oi patânâ sâm ândeip. Oi zen kut ŋâi ŋâi âlipŋâ opŋâ keŋgât buŋ ândim Seragât bârarâp op ândibi.
1PE.3.7	A zeŋgât yatik sâbâ. Ambân zen imbaŋâziŋ gigiŋâ. Zorat op ambirâpziŋ zen nâŋgâmŋik kut zo otziŋgâm ândibi. Oi ândiândi kâtikkât ârândâŋ ândibigât sâip. Zorât a ziŋ ambirâpziŋ gâlem otziŋgâm ândibi. Yatâ op ândine ninâuziŋâ pâŋsâsâŋ buŋ, hâlâluyâk zâibap.
1PE.3.8	Oi mâpot sâbâ. Zen aksik patâ umziŋ diim gei um kânok op um sândugân ândibi. A torenŋâ, zeŋgât bukurâpniŋâ sâm umziŋandâ gâsâyagom lumbeŋâ op um nâŋgânâŋgâyân ândibi. 
1PE.3.9	A ziŋ kut ŋâi bâliŋâ otziŋgâne hâuŋâ bâliŋik mân otziŋgâbi. A ziŋ sâm bâliŋ kwatziŋgânetâ hâuŋâ sâm bâliŋ den mân dâzâŋgobi. Buŋâ. Zen sâm âlip kwatziŋgâbi. Anutuŋâ mâsop minziŋgâbam diiziŋgipkât a mâsop minziŋgâbi.
1PE.3.10	Zorat Kembugât ekabân den ŋâi itâ zaip,
1PE.3.10	“Ŋâi zâk ândiândigât âkŋâlemap sot narâk âlip muyagibapkât nâŋgâmap, zâk lâuŋâ galem oi den bâliŋâ mân takâbap. Oi lâuŋan gâbâ sarâ den mân gâbap. 
1PE.3.11	Bâliŋ top top zo kândâtkom kut ŋâi ŋâi âlipŋik upap. Oi lumbeŋâ mâtâp kârum muyagem nepŋâ tuubap. 
1PE.3.12	Kembuŋâ a târârak zen ziŋgiri âlip opmap. Konsâm mâpâsime, zorat kindapkwap tâpmap. Bâliŋ mâme zen ko Kembuŋâ ziŋgitŋâ kâsa otziŋgâm ândimap.”
1PE.3.13	Zen ko kut ŋâi âlipŋaŋgât nâŋgâm nep tuum kâtigem ândine aŋâ dap dabân tâmbetzâŋgobi? 
1PE.3.14	Bâliŋ mâme a nâmbutŋâ ziŋ kâsa otziŋgâne sânâm kwâtkwât mân upi. Orot mâme âlipŋaŋgât sâknam kwâkŋan zâibi zo ko Anutuŋâ zeŋgât nâŋgi âlip upap. Kâmbam zâŋgonam utne sânâmziŋ mân sâmbubap. Keŋgât mân upi. 
1PE.3.15	Umziŋ mem kubikne Kristoŋâ ko kembuziŋ ândibap. Oi nâŋgânâŋgâziŋandâ Kembugâren nâŋgâm ândime, zorat mâsikâziŋgâne um bâbâlaŋ op topŋâ sapsubi. 
1PE.3.16	Oi den zo mulunângen sâmŋâ umziŋan bâliŋâ ŋâi mân muyagei sâbi. Huruŋângen sâne âlip upap. Yatâ utne Kristo sot pâlâtâŋ op ândim kut ŋâi ŋâi upme, zorat sâm bâliŋ kwatziŋgâme, a zo zen sarâziŋaŋgât top muyagei ek aŋun upi. 
1PE.3.17	Kristogât siŋgi a zen kut ŋâi ŋâi âlip op ândine Anutuŋâ nâŋgi âlip oi kâmbam sot tâk namin zâmbanbi, zorat nâŋga âlip uap. Ka bâliŋ utne sâknam ziŋgâbi, a zo zeŋgât nâŋga giap.
1PE.3.18	Kristo zâk târârak op ândimŋâ a nâmbutŋâ zeŋgât bâliŋâziŋaŋgât opŋâ sâp kânok moi âkip. Târârakŋandâ gâŋgoŋâ neŋgât op yatâ oip. Nen Anutugâren nâmbanbapkât sâk sot ândeip, zo kune moip. Ka Kaapum sot ândei ko mâŋgei zaarip.
1PE.3.19	Yesuŋâ Kaapum sot ândimŋâ um dâpziŋ tâk namin zeip, zeŋgâren âim siŋgi âlip dâzâŋgoip. 
1PE.3.20	Zen mârumŋan Noa zâk waŋgâ tuum ândei Anutuŋâ um lumbeŋâ otziŋgâm, a zo, zen diŋâ lubigât mambâtziŋgâm ândei diŋâ birâwe. Oi a ambân bituktâ, nâmburân karâmbut yatâ, zeŋak waŋgâyân zâine tooŋâ mân gwâkâziŋgi ândiwe. 
1PE.3.21	Too uurup taki Noa sot a ambân gakâŋâ waŋgâyân zâim hâlâlu ândiwe. Oi too uurup patâ zorat dâpŋâ tooŋâ too saŋgonziŋgâme yatâ. Too zo sâkziŋan gwapgwap zo mân saŋgobapkât upmen. Buŋâ. Yesuŋâ mumuŋan gâbâ zaripkât opŋâ zen Anutu mâteŋan hâlâlu sot tosaŋâ buŋ kinbigât too saŋgonziŋgâmen. 
1PE.3.22	Yesu zâk sumbemân Anutugât âsan bongen zâi ândiap. Zoren ândei sumbem a zâizâiŋ sot imbaŋâziŋoot aksik patâ zen zâkkât gigiŋâ ândie.
1PE.4.1	Kristo zâk sâknam nâŋgip. Zen zo yatik upigât Kristogât nâŋgânâŋgâ yatâ upi. Oi itâ nâŋgâbi, “Ŋâi zâk sâknam nâŋgâmŋâ bâliŋâ kândâtkubap. 
1PE.4.2	Oi sâk sot ândiândiŋ narâk ziap, zoren sâkkât âkŋâle bâliŋâ zo mân lumŋâ Anutugât denâk lum ândibap.” 
1PE.4.3	Mârumŋan itâ op ândiwe. Laŋ ândiândiŋ, âkŋâle bâliŋâ, too kâtik nem um gulip orot, nalem nemŋik ândiândiŋ, lopio sarâ kore okŋaŋgâwe. Zen kut ŋâi ŋâi zo um kâtik a zen sot op gawe. 
1PE.4.4	Oi narâk ziren um kâtik a zen sot laŋ gulip mân ândimegât nâŋgâne ŋâi oi sâm bâliŋ kwatziŋgâme. 
1PE.4.5	Ŋâran ko ândiândiŋâ sot mumuŋâ, neŋgât den sâm kwâkâbapkât sâsâŋâ, Anutu, zâkkât mâteŋan pindiŋsâm kin topziŋ sâm muyagibi. 
1PE.4.6	Oi topŋâ itâgât. Yesuŋâ a mumuŋâ siŋgi âlip dâzâŋgoip, zen mârum hânân sâk sot ândim mumuŋaŋgât siŋgi ândiwe. Ka Yesuŋâ moip, narâk zoren siŋgi âlip dâzâŋgoi um dâpziŋ sumbemân zâim ândiândi kâtik ândibigât mâtâp âsageip.
1PE.4.7	Hânân kut ŋâi ŋâigât narâkŋâ âkâbam uap, zorat zen um hâlâlu sot um wâgân kin ninâugât bâbâlaŋ upi. 
1PE.4.8	Oi umziŋandâ gâsâyagom ândibi. Umziŋâ zo nep zoren pane zei kâtigibi. Yatâ op ândine tosa birâbirâŋ zeŋgâren âsagibap. 
1PE.4.9	Zen âkonŋâ buŋâ, buku oraŋgâm ândibi. 
1PE.4.10	Anutuŋâ zen siŋgi âlipkât imbaŋâ top top zen ziŋgip, zo aŋâ aŋâ zemziŋgap. Zo mulun mem ândim tânagom ândibi. 
1PE.4.11	Ŋâi zâk siŋgi âlipkât minduminduyân den sâbap, zâk Kembugât den zorik sâbap. Ŋâi zâk bukurâpŋâ kore otziŋgâbapkât sâm pindip, zâk nep zo tuum ândibap. Zo Anutuŋâ imbaŋâ pindi tuubap. Zen yatâ utne Yesu Kristoŋâ tânzâŋgoi ândimegât a zen Anutu mâpâsem sâm âlip kwâkŋaŋgâbi. Zâkkâren neule âsakŋâ sot imbaŋâ zeipŋâ zem zâimâmbap. Perâkŋak.
