GEN.1.1	I begynnelsen skapte Gud himmelen og jorden. 
JHN.11.39	Jesus sier: Ta steinen bort! Marta, den dødes søster, sier til ham: Herre, han stinker allerede, for han har ligget der fire dager. 
JHN.11.40	Jesus sier til henne: Sa jeg deg ikke at dersom du tror, skal du se Guds herlighet? 
JHN.11.41	De tok da steinen bort. Jesus løftet sine øyne mot himmelen og sa: Far, jeg takker deg fordi du har hørt meg. 
JHN.11.42	Jeg visste jo at du alltid hører meg, men for folkets skyld som står omkring meg, sa jeg det, for at de skal tro at du har sendt meg. 
JHN.11.43	Og da han hadde sagt dette, ropte han med høy røst: Lasarus, kom ut! 
JHN.11.44	Da kom den døde ut, ombundet med liksvøp på føtter og hender, og om hans ansikt var bundet en svetteduk. Jesus sier til dem: Løs ham og la ham gå! 
JHN.11.45	Mange av jødene, som var kommet til Maria og hadde sett det han gjorde, trodde da på ham. 
JHN.11.46	Men noen av dem gikk av sted til fariseerne og sa til dem hva Jesus hadde gjort. 
JHN.11.47	Yppersteprestene og fariseerne kalte da Rådet sammen og sa: Hva skal vi gjøre? For denne mannen gjør mange tegn. 
JHN.11.48	Lar vi ham holde på slik, vil alle tro på ham. Så kommer romerne og tar både vårt hellige sted og vårt folk. 
JHN.11.49	Men en av dem, Kaifas, han som var yppersteprest dette året, sa til dem: Dere forstår ingenting! 
JHN.11.50	Dere tenker heller ikke på at det er til gagn for dere at ett menneske dør for folket, og ikke hele folket går til grunne. 
JHN.11.51	Dette sa han ikke av seg selv, men da han var yppersteprest dette året, talte han profetisk om at Jesus skulle dø for folket, 
JHN.11.52	og ikke bare for folket, men også for å samle til ett de Guds barn som er spredt omkring. 
JHN.11.53	Fra den dagen la de planer om å drepe ham. 
JHN.11.54	Derfor gikk ikke Jesus lenger åpenlyst omkring blant judeerne. Han dro bort derfra til et sted nær ørkenen, til en by som heter Efra’im. Der holdt han til med disiplene sine. 
JHN.11.55	Men jødenes påske var nå nær, og mange dro fra landet opp til Jerusalem før påsken for å rense seg. 
JHN.11.56	De lette da etter Jesus, og talte seg imellom mens de sto i templet: Hva mener dere? Kommer han ikke til høytiden? 
JHN.11.57	Men yppersteprestene og fariseerne hadde gitt befaling om at dersom noen fikk vite hvor han var, da skulle han melde fra om det, så de kunne gripe ham. 
JHN.12.1	Seks dager før påske kom så Jesus til Betania, der Lasarus bodde, han som Jesus hadde reist opp fra de døde. 
JHN.12.2	Der holdt de et festmåltid for ham. Marta vartet opp, og Lasarus var en av dem som lå til bords sammen med ham. 
JHN.12.3	Maria tok da et pund ekte, meget kostbar nardus-salve og salvet Jesu føtter, og hun tørket hans føtter med sitt hår. Og huset ble fylt av salvens duft. 
JHN.12.4	Da sier Judas Iskariot, en av disiplene hans, han som skulle komme til å forråde ham: 
JHN.12.5	Hvorfor ble ikke denne salven solgt for tre hundre denarer og pengene gitt til de fattige? 
JHN.12.6	Men dette sa han, ikke fordi de fattige lå ham på hjertet, men fordi han var en tyv. Det var han som hadde kassen, og han tok av det som ble lagt i den. 
JHN.12.7	Jesus sa da: La henne være! Hun har gjemt den til dagen for gravferden min! 
JHN.12.8	For de fattige har dere alltid hos dere, men meg har dere ikke alltid. 
JHN.12.9	En stor mengde av jødene fikk nå vite at han var der. Nå kom de dit, ikke bare på grunn av Jesus, men også for å se Lasarus, som han hadde reist opp fra de døde. 
JHN.12.10	Men yppersteprestene la planer om også å drepe Lasarus, 
JHN.12.11	fordi mange av jødene gikk dit for hans skyld og trodde på Jesus. 
JHN.12.12	Dagen etter fikk den store folkemengden som var kommet til høytiden, høre at Jesus var på vei til Jerusalem. 
JHN.12.13	Da tok de palmegreiner og gikk ut for å møte ham, og de ropte: Hosianna! Velsignet være han som kommer i Herrens navn, Israels konge! 
JHN.12.14	Men Jesus fant et ungt esel og satte seg på det, som det står skrevet: 
JHN.12.15	Frykt ikke, Sions datter! Se, din konge kommer, sittende på en eselfole. 
JHN.12.16	Dette skjønte ikke disiplene hans fra først av. Men da Jesus var blitt herliggjort, da mintes de at dette var skrevet om ham, og at de hadde gjort dette for ham. 
JHN.12.17	Folkeskaren som hadde vært med ham da han kalte Lasarus ut av graven og reiste ham opp fra de døde, vitnet om det. 
JHN.12.18	Dette var også grunnen til at folket gikk ham i møte, fordi de hadde hørt at han hadde gjort dette tegnet. 
JHN.12.19	Fariseerne sa da seg imellom: Dere ser at dere ikke oppnår noe! Se, all verden løper etter ham!
JHN.12.20	Blant dem som pleide å dra opp for å tilbe under høytiden, var det noen grekere. 
JHN.12.21	Disse kom da til Filip, som var fra Betsaida i Galilea, og ba ham og sa: Herre, vi vil gjerne se Jesus. 
JHN.12.22	Filip kommer og sier det til Andreas. Andreas og Filip går og sier det til Jesus. 
JHN.12.23	Men Jesus svarer dem og sier: Timen er kommet da Menneskesønnen skal bli herliggjort! 
JHN.12.24	Sannelig, sannelig sier jeg dere: Hvis ikke hvetekornet faller i jorden og dør, blir det bare det ene kornet. Men hvis det dør, bærer det mye frukt. 
JHN.12.25	Den som elsker sitt liv, skal miste det. Men den som hater sitt liv i denne verden, skal bevare det til evig liv. 
JHN.12.26	Den som vil tjene meg, han må følge meg. Der jeg er, der skal også min tjener være. Om noen tjener meg, ham skal Faderen ære. 
JHN.12.27	Nå er min sjel forferdet! Og hva skal jeg si? Far, frels meg fra denne time! Men nei, derfor er jeg jo kommet til denne time. 
JHN.12.28	Far, herliggjør ditt navn! Da kom det en røst fra himmelen: Jeg har herliggjort det, og jeg skal igjen herliggjøre det! 
JHN.12.29	Folkemengden som sto der og hørte det, sa da at det hadde tordnet. Andre sa: En engel talte til ham. 
JHN.12.30	Jesus svarte og sa: Ikke for min skyld kom denne røsten, men for deres skyld. 
JHN.12.31	Nå holdes dom over denne verden. Nå skal denne verdens fyrste kastes ut. 
JHN.12.32	Når jeg blir opphøyet fra jorden, skal jeg dra alle til meg. 
JHN.12.33	Dette sa han for å gi til kjenne hva slags død han skulle dø. 
JHN.12.34	Folket svarte ham: Vi har hørt av loven at Messias blir til evig tid. Hvordan kan du da si at Menneskesønnen må opphøyes? Hvem er denne Menneskesønnen? 
JHN.12.35	Jesus sa da til dem: Ennå en liten stund er lyset blant dere. Vandre den stund dere har lyset, for at ikke mørket skal komme over dere. Den som vandrer i mørket, vet ikke hvor han går hen. 
JHN.12.36	Tro på lyset mens dere har lyset, så dere kan bli lysets barn! Dette talte Jesus, og gikk bort og skjulte seg for dem. 
JHN.12.37	Men enda han hadde gjort så mange tegn for øynene deres, trodde de ikke på ham. 
JHN.12.38	Det var for at dette ordet hos profeten Jesaja skulle bli oppfylt - som han har sagt: Herre, hvem trodde det budskapet vi hørte? Og hvem ble Herrens arm åpenbart for? 
JHN.12.39	Derfor kunne de ikke tro, for også dette har Jesaja sagt: - 
JHN.12.40	Han har blindet deres øyne og forherdet deres hjerter, for at de ikke skal se med øynene og forstå med hjertet og omvende seg, så jeg kunne lege dem. 
JHN.12.41	Dette sa Jesaja fordi han så hans herlighet, og talte om ham. 
JHN.12.42	Likevel var det mange som trodde på ham, også av rådsherrene. Men for fariseernes skyld bekjente de det ikke, for at de ikke skulle bli utstøtt av synagogen. 
JHN.12.43	For de ville heller ha ære av mennesker enn ære av Gud. 
JHN.12.44	Men Jesus ropte og sa: Den som tror på meg, tror ikke på meg, men på ham som har sendt meg. 
JHN.12.45	Og den som ser meg, ser ham som har sendt meg. 
JHN.12.46	Jeg er kommet som et lys til verden, for at hver den som tror på meg, ikke skal bli i mørket. 
JHN.12.47	Om noen hører mine ord og ikke tar vare på dem, så dømmer ikke jeg ham. For jeg er ikke kommet for å dømme verden, men for å frelse verden. 
JHN.12.48	Den som forkaster meg og ikke tar imot mine ord, han har den som dømmer ham: Det ordet jeg har talt, det skal dømme ham på den siste dag. 
JHN.12.49	For jeg har ikke talt av meg selv. Men Faderen, som har sendt meg, han har gitt meg befaling om hva jeg skal si og hva jeg skal tale. 
JHN.12.50	Og jeg vet at hans bud er evig liv. Det som jeg da taler, det taler jeg slik som Faderen har sagt meg. 
JHN.13.1	Det var før påskehøytiden, og Jesus visste at hans time var kommet da han skulle gå bort fra denne verden til Faderen. Og som han hadde elsket sine egne som var i verden, slik elsket han dem til det siste. 
JHN.13.2	De holdt da måltid. Djevelen hadde allerede inngitt i hjertet til Judas, sønn av Simon Iskariot, at han skulle forråde ham. 
JHN.13.3	Jesus visste at Faderen hadde gitt alt i hans hender, at han var utgått fra Gud og gikk til Gud. 
JHN.13.4	Da reiser han seg fra måltidet, legger av seg klærne, og tar et linklede og binder det om seg. 
JHN.13.5	Deretter slår han vann i et fat og begynner å vaske disiplenes føtter og tørke dem med linkledet som han hadde bundet om seg. 
JHN.13.6	Han kommer da til Simon Peter, og denne sier til ham: Herre, vasker du mine føtter? 
JHN.13.7	Jesus svarte og sa til ham: Det jeg gjør, forstår du ikke nå, men du skal skjønne det senere. 
JHN.13.8	Peter sier til ham: Aldri i evighet skal du vaske mine føtter! Jesus svarte ham: Dersom jeg ikke vasker deg, har du ingen del med meg! 
JHN.13.9	Simon Peter sier til ham: Herre, ikke bare mine føtter, men også hendene og hodet! 
JHN.13.10	Jesus sier til ham: Den som er badet, trenger ikke å vaske annet enn føttene, han er jo helt ren. Også dere er rene, men ikke alle. 
JHN.13.11	For han visste hvem som skulle forråde ham. Derfor sa han: Dere er ikke alle rene. 
JHN.13.12	Da han hadde vasket føttene deres og tatt på seg klærne, satte han seg til bords igjen. Så sa han til dem: Forstår dere hva jeg har gjort med dere? 
JHN.13.13	Dere kaller meg Mester og Herre. Og med rette sier dere det, for jeg er det. 
JHN.13.14	Når da jeg, som er Herre og Mester, har vasket deres føtter, så skylder også dere å vaske hverandres føtter. 
JHN.13.15	For jeg har gitt dere et forbilde, for at også dere skal gjøre slik som jeg har gjort mot dere. 
JHN.13.16	Sannelig, sannelig, sier jeg dere: En tjener er ikke større enn sin herre. Heller ikke er en utsending større enn den som har sendt ham. 
JHN.13.17	Om dere vet dette, da er dere salige, så sant dere gjør det. 
JHN.13.18	Jeg taler ikke om dere alle. Jeg vet hvem jeg har utvalgt - men Skriften måtte bli oppfylt: Han som eter sitt brød med meg, har løftet sin hæl mot meg. 
JHN.13.19	Fra nå av sier jeg dere det før det skjer, for at dere, når det skjer, skal tro at jeg er den jeg er. 
JHN.13.20	Sannelig, sannelig sier jeg dere: Den som tar imot en som jeg sender, tar imot meg. Og den som tar imot meg, tar imot ham som har sendt meg. 
JHN.13.21	Da Jesus hadde sagt dette, ble han rystet i ånden, og vitnet og sa: Sannelig, sannelig sier jeg dere: En av dere kommer til å forråde meg. 
JHN.13.22	Disiplene så på hverandre, de kunne ikke skjønne hvem det var han talte om. 
JHN.13.23	En av disiplene, han som Jesus elsket, lå til bords ved Jesu side. 
JHN.13.24	Til ham nikker da Simon Peter for at han skulle spørre hvem han mente. 
JHN.13.25	Han lener seg opp til Jesu bryst og sier til ham: Herre, hvem er det? 
JHN.13.26	Jesus svarer: Det er ham som jeg gir det brødstykket jeg nå dypper. Han dypper så stykket, og tar og gir det til Judas, Simon Iskariots sønn. 
JHN.13.27	Og etter at han hadde fått stykket, for Satan inn i ham. Jesus sier så til ham: Det du gjør, gjør det snart! 
JHN.13.28	Men ingen av dem som lå til bords, skjønte hva han mente med det han sa til ham. 
JHN.13.29	Siden Judas hadde pengepungen, tenkte noen at Jesus sa til ham: Kjøp inn det vi har bruk for til høytiden! Eller at han skulle gi noe til de fattige. 
JHN.13.30	Da han hadde fått brødstykket, gikk han straks ut. Men det var natt. 
JHN.13.31	Da han var gått, sa Jesus: Nå er Menneskesønnen herliggjort, og Gud er herliggjort i ham. 
JHN.13.32	Er Gud herliggjort i ham, da skal også Gud herliggjøre ham i seg selv, og han skal snart herliggjøre ham. 
JHN.13.33	Mine barn! Ennå en liten stund er jeg hos dere. Dere skal lete etter meg, og som jeg sa til judeerne, sier jeg nå til dere: Dit jeg går, kan dere ikke komme. 
JHN.13.34	Et nytt bud gir jeg dere: Dere skal elske hverandre! Som jeg har elsket dere, skal også dere elske hverandre. 
JHN.13.35	Av dette skal alle kjenne at dere er mine disipler, om dere har kjærlighet til hverandre. 
JHN.13.36	Simon Peter sier til ham: Herre, hvor går du hen? Jesus svarte ham: Dit jeg går, kan du ikke følge meg nå, men du skal følge meg senere. 
JHN.13.37	Peter sier til ham: Herre, hvorfor kan jeg ikke følge deg nå? Jeg vil sette mitt liv til for deg. 
JHN.13.38	Jesus svarer: Vil du sette ditt liv til for meg? Sannelig, sannelig sier jeg deg: Hanen skal ikke gale før du har fornektet meg tre ganger. 
JHN.14.1	La ikke deres hjerte forferdes! Tro på Gud, og tro på meg! 
JHN.14.2	I min Fars hus er det mange rom. Var det ikke slik, da hadde jeg sagt dere det. For jeg går bort for å gjøre i stand et sted for dere. 
JHN.14.3	Og når jeg er gått bort og har gjort i stand et sted for dere, kommer jeg igjen og skal ta dere til meg, for at også dere skal være der jeg er. 
JHN.14.4	Og dit jeg går, vet dere veien. 
JHN.14.5	Tomas sier til ham: Herre, vi vet ikke hvor du går hen, hvordan kan vi da vite veien? 
JHN.14.6	Jesus sier til ham: Jeg er veien og sannheten og livet. Ingen kommer til Faderen uten ved meg. 
JHN.14.7	Hadde dere kjent meg, så hadde dere også kjent min Far. Og fra nå av kjenner dere ham og har sett ham. 
JHN.14.8	Filip sier til ham: Herre, vis oss Faderen, og det er nok for oss! 
JHN.14.9	Jesus sier til ham: Så lang en tid har jeg vært hos dere, og du kjenner meg ikke, Filip? Den som har sett meg, har sett Faderen. Hvordan kan du da si: Vis oss Faderen? 
JHN.14.10	Tror du ikke at jeg er i Faderen, og Faderen i meg? De ordene jeg taler til dere, taler jeg ikke av meg selv, men Faderen, som blir i meg, han gjør sine gjerninger. 
JHN.14.11	Tro meg at jeg er i Faderen, og Faderen i meg. Om ikke for annet, så tro det for selve gjerningenes skyld. 
JHN.14.12	Sannelig, sannelig sier jeg dere: Den som tror på meg, han skal også gjøre de gjerningene jeg gjør. Og han skal gjøre større gjerninger enn disse, for jeg går til min Far. 
JHN.14.13	Og hva som helst dere ber om i mitt navn, det skal jeg gjøre, for at Faderen skal bli herliggjort i Sønnen. 
JHN.14.14	Om dere ber meg om noe i mitt navn, så skal jeg gjøre det! 
JHN.14.15	Dersom dere elsker meg, da holder dere fast på mine bud. 
JHN.14.16	Og jeg vil be Faderen, og han skal gi dere en annen talsmann, for at han skal være hos dere for evig, 
JHN.14.17	sannhetens Ånd, som verden ikke kan få, for den ser ham ikke og kjenner ham ikke. Dere kjenner ham, for han blir hos dere og skal være i dere. 
JHN.14.18	Jeg skal ikke etterlate dere farløse, jeg kommer til dere. 
JHN.14.19	Ennå en liten stund, og verden ser meg ikke lenger. Men dere ser meg, for jeg lever, og dere skal leve. 
JHN.14.20	På den dagen skal dere kjenne at jeg er i min Far, og dere i meg, og jeg i dere. 
JHN.14.21	Den som har mine bud og holder fast på dem, han er den som elsker meg. Og den som elsker meg, skal bli elsket av min Far. Og jeg skal elske ham og åpenbare meg for ham. 
JHN.14.22	Judas, ikke Iskariot, sier til ham: Herre, hva er grunnen til at du vil åpenbare deg for oss, men ikke for verden? 
JHN.14.23	Jesus svarte og sa til ham: Om noen elsker meg, da holder han fast på mitt ord, og min Far skal elske ham, og vi skal komme til ham og ta bolig hos ham. 
JHN.14.24	Den som ikke elsker meg, holder ikke fast på mine ord. Det ordet som dere hører, er ikke mitt, men Faderens, han som har sendt meg. 
JHN.14.25	Dette har jeg talt til dere mens jeg ennå er hos dere. 
JHN.14.26	Men talsmannen, Den Hellige Ånd, som Faderen skal sende i mitt navn, han skal lære dere alle ting, og minne dere om alt det som jeg har sagt dere. 
JHN.14.27	Fred etterlater jeg dere. Min fred gir jeg dere. Ikke som verden gir, gir jeg dere. La ikke deres hjerte forferdes, frykt ikke! 
JHN.14.28	Dere hørte at jeg sa til dere: Jeg går bort, og jeg kommer til dere igjen. Dersom dere elsket meg, ville dere glede dere over at jeg går til Faderen, for min Far er større enn jeg. 
JHN.14.29	Og nå har jeg sagt dere dette før det skjer, for at dere skal tro når det skjer. 
JHN.14.30	Heretter skal jeg ikke tale mye med dere. For denne verdens fyrste kommer, og han har ikke noe i meg. 
JHN.14.31	Men for at verden skal vite at jeg elsker Faderen og gjør slik som Faderen har befalt meg - stå opp, la oss gå herfra! 
JHN.15.1	Jeg er det sanne vintre, og min Far er vingårdsmannen. 
JHN.15.2	Hver grein på meg som ikke bærer frukt, tar han bort. Og hver den som bærer frukt, renser han, for at den skal bære mer frukt. 
JHN.15.3	Dere er alt rene på grunn av det ordet som jeg har talt til dere. 
JHN.15.4	Bli i meg, så blir jeg i dere. Likesom greinen ikke kan bære frukt av seg selv, men bare når den blir i vintreet, slik kan heller ikke dere bære frukt uten at dere blir i meg. 
JHN.15.5	Jeg er vintreet, dere er greinene. Den som blir i meg, og jeg i ham, han bærer mye frukt. For uten meg kan dere intet gjøre. 
