GEN.1.1	Diyà te puunà midlimbag te Megbevayà is langit wey is kelibutan. 
PSA.118.22	Is batu he mid-engkezan te menge pandey iyan pa hinuun nehimu he pundasyun he vatu.
PSA.118.23	Midhimu heini te 
PSA.118.24	Iyan heini andew te kezeeǥan te 
PSA.118.25	Himuwa nu he mebmelempusen is menge vaal zey.
PSA.118.26	Midtuvazan te 
PSA.118.26	Ne sikiyu is menge etew, berakat he tuvazi kew zaan te 
PSA.118.27	Is 
PSA.118.27	Ed-uwit kiw te menge subpang te kayu te kedsilibra tew te pista, ne edliǥuy kiw zuen te pemuhatà.
PSA.118.28	ebpeselamat a wey edalig kenikew.
PSA.118.29	Peselemati is 
PSA.118.29	wazà pidtemanan te ǥaǥew zin.
PSA.119.1	Utew zeyzey is menge etew he wazà igkesawey kandan, wey nengungubpaan he ed-ikul te kesuǥuan te 
PSA.119.2	Utew zeyzey is menge etew he edsunud te menge penurù te Megbevayà, ne ebpezumazuma kandin te kebpezumazuma he ebpuun diyà te tivuuk he ǥehinawa zan.
PSA.119.3	Wazà sikandan mebaal te mezaat, kekenà, edsunuzen dan is menge paaǥi te Megbevayà.
PSA.119.5	Utew zekelà is tinguhè ku he mehimu a he metinumanen te kedtuman te menge sulunuzen he ibpesunud nu.
PSA.119.6	Emun edtumanen ku is langun he menge suǥù nu, kenà a egkepeel-elezan.
PSA.119.7	Edeliǥen ku sikew duma is lumpiyu he ǥehinawa ku zutun te ked-istudyuwi ku te metazeng he menge suǥù nu.
PSA.119.8	Edtumanen ku is menge sulunuzen he ibpesunud nu, umbe kenà a kenikew vey-ani.
PSA.119.9	Hengkey is ebeelan te vetan-en para lumpiyu is gehinawa zin?
PSA.119.9	Is kinahanglan he ebeelan din iyan is kedsunud te lalag nu.
PSA.119.10	Ebpuun diyà te tivuuk he gehinawa ku is kedangep ku kenikew,
PSA.119.10	umbe kenè nu ituǥut he meiniyuǥi ku is menge suǥù nu.
PSA.119.11	Edtipiǥan ku kayi te ǥehinawa ku is menge lalag nu, su wey a kenà mekesalà diyà te kenikew.
PSA.119.12	Dait ka he edeliǥen, 
PSA.119.12	Penurua a te menge sulunuzen he ibpesunud nu.
PSA.119.13	Edliklikuan ku te egkaǥi is menge suǥù nu he imbeǥey nu.
PSA.119.14	Kelipey ku is kedsunud te menge penurù nu, lavew pa te kelipey ku emun ebpekekuwa a te zekelà he ketiǥeyunan.
PSA.119.15	Egngunngunuen ku is menge sulunuzen he ibpesunud nu,
PSA.119.15	ne ebpurungan ku ed-is-isipa is menge paaǥi nu.
PSA.119.16	Ingkelipey ku is menge sulunuzen he ibpesunud nu,
PSA.119.16	ne kenè ku edlipatan is menge lalag nu.
PSA.119.17	Impeehè nu kedì te suluǥuen nu is keupiya nu,
PSA.119.17	su wey a mekepedayun he edtuman te lalag nu kayi te ked-ubpè ku.
PSA.119.18	Puwasi nu is isip ku
PSA.119.18	su wey ku mesavut is mekempet he menge ketutuanan diyà te kesuǥuan nu.
PSA.119.19	Edlavey e zà kayi te kelibutan,
PSA.119.19	umbe ipehayag nu kedì is menge suǥù nu.
PSA.119.20	Seled en te langun he timpu is kegkesuat ku he mesavut ku is kesuǥuan nu.
PSA.119.21	Midsawey nu is menge gelbuwen, he menge rinewakan nu.
PSA.119.21	Heini sikandan mid-iniyug te menge suǥù nu.
PSA.119.22	Ilikey a te kebpeelimungew wey kedsudì dan,
PSA.119.22	su midtuman ku is menge penurù nu.
PSA.119.23	Minsan pa ke edtiǥum is menge ebpemendumala te ked-ituk kedì,
PSA.119.23	ne siak is suluǥuen nu ebpurungan ku egngunngunua is menge sulunuzen nu.
PSA.119.24	Is menge penurù nu nekeveǥey kedì te kelipey;
PSA.119.24	ne kayi ku egkuwaa is sambag.
PSA.119.25	Henduen be te ebpatey ad, umbe pekeluǥeyaza nu pa is untung ku sumalà te insaad nu.
PSA.119.26	Migkaǥi ku kenikew is mehitenged te untung ku, ne mibpemineg a kenikew.
PSA.119.26	Penurua a te menge sulunuzen he ibpesunud nu.
PSA.119.27	Ipesavut nu kedì is menge sulunuzen he ibpesunud nu,
PSA.119.27	su para mengunùngunù ku is egkein-inuwan he menge vaal nu.
PSA.119.28	Henduen be te egkelened ad te seeng ku, umbe lig-eni a kenikew sumalà te saad nu.
PSA.119.29	Tevangi a para kenà a mekevaal te mezaat;
PSA.119.29	ne ituvad nu kediey is kebpekeikul te menge kesuǥuan nu.
PSA.119.30	Mibpilì ku is hustu he zalan;
PSA.119.30	su utew ku egkesuati is kedtuman te menge suǥù nu.
PSA.119.31	Midsunud ku iyan, 
PSA.119.31	umbe kenè nu mehimuwa he mepeel-elezi a.
PSA.119.32	Ebpeniguduwan ku is kedtuman te menge suǥù nu su ed-umanan nu is kedsavut ku.
PSA.119.33	ne edtumanen ku heini taman te taman.
PSA.119.34	Ipesavut nu kedì is kesuǥuan nu,
PSA.119.34	ne edtumanen ku heini wey edtipiǥan ku kayi te tivuuk he ǥehinawa ku.
PSA.119.35	Giyahi a te kedsunud te menge suǥù nu,
PSA.119.35	su igkelipey ku heini.
PSA.119.36	Iveǥey nu kediey is dekelà he tinguhà te kedtuman te menge penurù nu, kenà te kedtinguhà te kedsepian.
PSA.119.37	Ilikey a kenikew te kedtinguhà te menge vutang he wazè dan pulus.
PSA.119.37	Ne pekeluǥeyaza nu pa is untung ku sumalà te insaad nu.
PSA.119.38	Tumana nu is insaad nu kediey te suluǥuen nu, he iyan kes insaad nu ziyà te menge etew he edtahud kenikew.
PSA.119.39	Kenè nu himuwa he mehitavù kayi te kediey is igkahandek ku he keelezan,
PSA.119.39	su mid-isip ku he meupiya is menge suǥù nu.
PSA.119.40	Igkesuat ku is kedtuman te menge sulunuzen he ibpesunud nu.
PSA.119.40	Ne tenged te ketazeng nu, pekeluǥeyaza nu pa is untung ku.
PSA.119.42	Ne zutun egketavak ku is mid-eled-eled kedì,
PSA.119.42	su edsarig a te menge lalag nu.
PSA.119.43	Ipekaǥi a kenikew te tutuu, he iyan is menge lalag nu, te minsan hengkey he timpu.
PSA.119.43	Su iyan midseriǥan ku is menge suǥù nu.
PSA.119.44	Layun ku edtumana is kesuǥuan nu taman te taman.
PSA.119.45	Kayi te kebpengungubpaan ku ne kenà a uripen,
PSA.119.45	su ebpeninguhà a te kedtuman te sulunuzen nu.
PSA.119.46	Kenè ku igkeeled is kedtudtul te menge penurù nu minsan diyà te etuvangan te menge hadì.
PSA.119.47	Utew ku igkelipey is kedtuman te menge suǥù nu he mibmahal ku.
PSA.119.48	Midtahud ku wey mibmahal ku is menge suǥù nu,
PSA.119.48	ne egngunngunuen ku is menge sulunuzen he ibpesunud nu.
PSA.119.49	Tentenuzi nu is saad nu kayi te kedì te suluǥuen nu,
PSA.119.49	su iyan heini ebpekeveǥey kedì te perateng.
PSA.119.50	Egkeuyag-uyag a tenged te penaad nu wey ebpekeveǥey heini kedì te kelipey kayi te menge elentusen ku.
PSA.119.51	Layun a edsudia te menge mepelavawen,
PSA.119.51	piru wazè ku ewai is kesuǥuan nu.
PSA.119.52	su nekeveǥey heini kedì te kelipey.
PSA.119.53	Dekelà is pauk ku, tenged te menge lalung he mid-iniyug te kesuǥuan nu.
PSA.119.54	Egkanta a mehitenged te menge sulunuzen he ibpesunud nu minsan hendei a ed-ubpà.
PSA.119.56	Iyan heini kelipey ku: is kedsunud te menge sulunuzen he ibpesunud nu.
PSA.119.57	Sikew, 
PSA.119.57	Midsaad a te kedtuman te menge lalag nu.
PSA.119.58	Ebpuun kayi te ǥehinawa ku is kedhangyù ku kenikew he kehizuwi a kenikew sumalà te saad nu.
PSA.119.59	Mid-isip-isip a ke mibmenumenu ku is kebpengungubpaan ku,
PSA.119.59	ne midisisyun a te kedsunud te menge penurù nu.
PSA.119.60	Ne seǥuǥunè ku midtuman is menge suǥù nu.
PSA.119.61	Minsan pa te mibakus a te menge lalung, wazè ku lipati is kesuǥuan nu.
PSA.119.62	Minsan liwazè en te kezukileman egimerat a su ebpeselamat a ziyà te kenikew tenged te metazeng he menge suǥù nu.
PSA.119.63	Emiǥu a te langun he edtahud kenikew wey edtuman te menge sulunuzen he ibpesunud nu.
PSA.119.64	Penurua-a te menge sulunuzen he ibpesunud nu.
PSA.119.66	Beǥayi a te ketau wey keuluwanen,
PSA.119.66	su edsarig a te menge suǥù nu.
PSA.119.67	Hein aney he wazè e pa kenikew mensuwa, ne mid-awà a ziyà te kenikew,
PSA.119.67	piru ǥuntaan midtuman ku en is lalag nu.
PSA.119.68	Meupiya ka iyan wey meupiya is mibpemeelan nu.
PSA.119.68	Penurua a te menge sulunuzen he ibpesunud nu.
PSA.119.69	Minsan mibutbutangan a te menge gelbuwen, midtuman ku ǥihapun is menge sulunuzen he ibpesunud nu te ebpuun te tivuuk he ǥehinawa ku.
PSA.119.70	Heini is menge gelbuwen, kenà sikandan ebpekesavut te kesuǥuan nu.
PSA.119.70	Piru siak, igkelipey ku is kedtuman kayi.
PSA.119.71	Meupiya is kedsilut nu,
PSA.119.71	su pinaaǥi kayi nepenurù a te menge penurù nu.
PSA.119.72	Para kediey, is kesuǥuan he imbeǥey nu edhuna pa he mahal te utew zekelà he ketiǥeyunan.
PSA.119.73	Midlimbag a wey mibpurma a kenikew;
PSA.119.73	beǥayi a te kedsavut su para meistudyuwi ku is menge suǥù nu.
PSA.119.74	Egkelipey is menge etew he edtahud kenikew emun egkeehè e zan,
PSA.119.74	su edsarig a te lalag nu.
PSA.119.75	Netuenan ku, 
PSA.119.75	Ne ǥeina te metinumanen ka te egkeǥiyen nu, umbe mibmansu a kenikew.
PSA.119.76	Berakat he mekeveǥey kedì te kelipey is gaǥew nu su iyan heini insaad nu kedì te suluǥuen nu.
PSA.119.77	Kehizuwi a su para mebpedayun is kegkeuyag-uyag ku;
PSA.119.77	su igkelipey ku is kedsunud te kesuǥuan nu.
PSA.119.78	Berakat he mepeel-elezi is menge gelbuwen tenged te kebutbutangi zan kediey.
PSA.119.78	Iyan, siak mulà, egngunngunuen ku is menge sulunuzen he ibpesunud nu.
PSA.119.79	Berakat he med-uvey kayi te kediey is menge etew he edtahud kenikew wey netau te menge penurù nu.
PSA.119.80	Berakat he metuman ku te ebpuun te tivuuk he ǥehinawa ku is menge sulunuzen he ibpesunud nu su para kenà a mepeel-elezi.
PSA.119.81	Edarà ad is edtaǥad te kedlibriya nu kedì,
PSA.119.81	piru edsarig a ǥihapun te lalag nu.
PSA.119.82	Mibmerusirem en is ked-ehè ku te kedtulung ku kedtaǥad te pesarig nu.
PSA.119.82	Nekeinsà a te, “Keenu e pa vuwa kenikew edlig-eni wey edlipaya?”
PSA.119.83	Minsan pa ke neiring ad te lundis he teleǥuey te vinu he wazè din en pulus, wazè ku lipati is menge sulunuzen he ibpesunud nu.
PSA.119.84	Sengemenu keluǥayad is kebpeketaǥad ku?
PSA.119.84	Keenu nu pa edsiluti is menge etew he mibpesipala kediey te suluǥuen nu?
PSA.119.85	Mibangbang is menge gelbuwen he wazà medsunud te kesuǥuan nu te para te egkeuluǥan ku.
PSA.119.86	Egkeseriǥan is langun he menge suǥù nu.
PSA.119.86	Tevangi a, su ebpesipelahan a te menge etew minsan wazà hustu he hinungdan.
PSA.119.87	Hapit e zan en egkepatey,
PSA.119.87	piru wazè ku engkezi is menge sulunuzen he ibpesunud nu.
PSA.119.88	Tipiǥi nu is untung ku tenged te ǥaǥew nu;
PSA.119.88	su para mekepedayun a he edtuman te menge penurù nu.
PSA.119.89	melig-en heini iring te langit.
PSA.119.90	Is kebmetinumanen nu ebpedayun te wazà pidtemanan.
PSA.119.90	Melig-en is kebpelestara nu te kelibutan, umbe kemulu pa heini.
PSA.119.91	Is langun he menge naazen kemulu pa taman en guntaan tenged te iyan suat nu.
PSA.119.91	Su haazà is langun ebpenilbi kenikew.
PSA.119.92	Emun wazà mekeveǥey kedì te kelipey is kesuǥuan nu, ne minatey ad pezem geina tenged te menge elentusen ku.
PSA.119.93	Kenè ku edlipatan is menge sulunuzen he ibpesunud nu,
PSA.119.93	su pinaaǥi kayi is ked-uy-uyaǥa nu kediey.
PSA.119.94	Iyan ka teǥiǥaked kedì, umbe libriya a!
PSA.119.94	Su ebpeninguhà a te kedtuman te menge sulunuzen he ibpesunud nu.
PSA.119.95	Is menge lalung ed-ayan te kedhimatey kedì,
PSA.119.95	piru egngunngunuen ku is menge penurù nu.
PSA.119.96	Neehè ku he zuen ketepusan te langun he menge naazen,
PSA.119.96	piru is menge suǥù nu, wazè din mulà ketepusan.
PSA.119.97	Utew zekelà kayi te ǥehinawa ku is kesuǥuan nu;
PSA.119.97	layun ku heini egngunngunua.
PSA.119.98	Ne ǥeina te layun kayi te kediey is kesuǥuan nu,
PSA.119.98	edhuna a he metau te menge kuntada ku.
PSA.119.99	Mahabet pa is kedì he nesavut, kenà te menge menunudlù ku,
PSA.119.99	su is menge penurù nu iyan ebpurungan ku ed-is-isipa.
PSA.119.100	Edhuna is kedì he kedsavut te kedsavut te menge meǥurang,
PSA.119.100	su midtuman ku man is menge sulunuzen he ibpesunud nu.
PSA.119.101	Midlikayan ku is langun he mezaat he vaal su wey ku metuman is lalag nu.
PSA.119.102	Wazè ku ewai is menge suǥù nu,
PSA.119.102	su iyan ke man nenurù kayi kediey.
PSA.119.103	Ke và dà keenen, ne utew meemis is menge saad nu, edhuna pa he meemis te teneb.
PSA.119.104	Nekaangken a te kedsavut he ebpuun diyà te menge sulunuzen he ibpesunud nu,
PSA.119.104	umbe egkeepesan ku is langun he mezaat he vaal.
PSA.119.105	Is lalag nu iring te sulù he ebpeketeyew te ibayè ku.
PSA.119.106	Edtumanen ku iyan is penangdù ku he edsunud a te metazeng he menge suǥù nu.
PSA.119.107	Utew subra is kebpekaantus ku,
PSA.119.107	umbe pekeluǥeyaza nu pa is untung ku, 
PSA.119.108	Dewata nu, 
PSA.119.108	ne penurua a te menge suǥù nu.
PSA.119.109	Minsan pa te layun a edhephepiti te kemetayen, ne wazè ku lipati is kesuǥuan nu.
PSA.119.110	Midlitaǥan a te menge lalung,
PSA.119.110	piru wazè ku ewai is menge sulunuzen he ibpesunud nu.
PSA.119.111	Is menge penurù nu iyan utew mahal he ketiǥeyunan ku te wazà pidtemanan,
PSA.119.111	su iyan heini ebpekeveǥey kedì te kelipey.
PSA.119.112	Midisisyun a he edtumanen ku is menge sulunuzen he ibpesunud nu taman te taman.
PSA.119.113	Egkeepesan ku is menge etew he kenà tinutuuwà is kebpekid-uyun dan kenikew,
PSA.119.113	piru mibmahal ku mulà is kesuǥuan nu.
PSA.119.114	Iyan ka elesè ku wey endilungè ku; midsarig a te lalag nu.
PSA.119.115	Sikiyu is mezaat is menge vaal, pekeziyui a keniyu,
PSA.119.115	su wey ku metuman is menge suǥù te Megbevayè ku.
PSA.119.116	Beǥayi a te zesen su iyan heini saad nu
PSA.119.116	su para mebpedayun is kegkeuyag-uyag ku;
PSA.119.116	ne kenè nu ituǥut he egkaawà is perateng ku.
PSA.119.117	Tevangi a su para melibri a;
PSA.119.117	ne layun ku ibpesuǥat is isip ku ziyà te menge sulunuzen he ibpesunud nu.
PSA.119.118	Inselikwey nu is langun he midselikwey te menge sulunuzen he ibpesunud nu.
PSA.119.118	Ne tutuu iyan he wazà pulus te kebpenlimbung dan.
PSA.119.119	Mid-isip nu he iring te menge besura is langun he lalung he menge etew kayi te kelibutan.
PSA.119.119	Ne tenged kayi mibmahal ku is penurù nu.
PSA.119.120	Egkerkeren a te kegkahandek kenikew;
PSA.119.120	ingkahandek ku utew is kedhukum nu.
PSA.119.121	Midhimu ku is metazeng wey hustu,
PSA.119.121	umbe kenà a kenikew vey-ani he edezeetan te menge kuntada ku.
PSA.119.122	Peseriǥi a he edtevangan a kenikew is suluǥuen nu;
PSA.119.122	kenè nu mehimuwa he edèdaaǥen a te menge gelbuwen.
PSA.119.123	Mibmerusirem en is ked-ehè ku te kedtulung ku kedtaǥad te pesarig nu he edlibriyen a kenikew.
PSA.119.124	Himuwa nu kayi te kedì te suluǥuen nu is baal he tenged te kebmahala nu kedì,
PSA.119.124	ne penurua a te menge sulunuzen he ibpesunud nu.
PSA.119.125	Suluǥuen a kenikew, umbe beǥayi a te kedsavut
PSA.119.125	su para mesavut ku is menge penurù nu.
PSA.119.126	su wazè en medtuman is menge etew te kesuǥuan nu.
PSA.119.127	Tutuu he mibmahal ku is menge suǥù nu lavew pa te vulawan, minsan pa te lunsey he vulawan.
PSA.119.128	Tutuu he midtuman ku is menge suǥù nu,
PSA.119.128	ne egkeepesan ku is langun he mezaat he vaal.
PSA.119.129	Utew mekempet is menge penurù nu,
PSA.119.129	umbe midsunud ku heini te kedsunud he ebpuun kayi te tivuuk he ǥehinawa ku.
PSA.119.130	Is kedseysaya te lalag nu ebpekeveǥey te kerayag diyà te isip te menge etew wey ketau te wazè din ketau.
PSA.119.131	Utew zekelà is kebpengenduya ku te suǥù nu.
PSA.119.132	Seǥipaa a wey kehizuwi a,
PSA.119.132	su layun nu heeyan ebeeli ziyà te menge etew he mibmahal kenikew.
PSA.119.133	Giyahi a kenikew pinaaǥi te lalag nu;
PSA.119.133	kenè nu mehimuwa he meuwit a te kelelalung.
PSA.119.134	Libriya a te kedèdaaǥa kedì,
PSA.119.134	su wey ku metuman is menge sulunuzen he ibpesunud nu.
PSA.119.135	Ipeehè nu kedì te suluǥuen nu is keupiya nu,
PSA.119.135	ne penurua a te menge sulunuzen.
PSA.119.136	Nekepurung a mekesineǥew su ǥeina te wazà medtuman is menge etew te kesuǥuan nu.
PSA.119.137	Metazeng ka, 
PSA.119.138	Metazeng wey egkeseriǥan is menge penurù he imbeǥey nu.
PSA.119.139	Utew subra is pauk ku su ǥeina te mid-iniyuǥan te menge kuntada ku is menge lalag nu.
PSA.119.140	Nepurung en meǥezami he egkeseriǥan iyan is saad nu,
PSA.119.140	ne mibmahal ku heini te suluǥuen nu.
PSA.119.141	Minsan egkaayuayu a wey edsusudien a, ne wazè ku lipati is menge sulunuzen he ibpesunud nu.
PSA.119.142	Is ketazeng nu wazà pidtemanan
PSA.119.142	wey tutuu is kesuǥuan nu.
PSA.119.143	Nekesaǥad a te kedlised wey kemereǥenan, piru nekeveǥey kedì te kelipey is menge suǥù nu.
PSA.119.144	Wazà pidtemanan is ketazeng te menge penurù nu.
PSA.119.144	Beǥayi a te kedsavut te menge penurù nu su para mebpedayun is kegkeuyag-uyag ku.
PSA.119.145	Nengumew a kenikew, 
PSA.119.145	tevaka a kenikew ne edtumanen ku is menge sulunuzen he ibpesunud nu.
PSA.119.146	Nengumew a kenikew;
PSA.119.146	libriya a, ne edtumanen ku is menge penurù nu.
PSA.119.147	Mid-enew ad te wazè pa medsilà is andew,
PSA.119.147	ne mibuyù a te tavang diyan te kenikew.
PSA.119.147	Midseriǥan ku is saad nu.
PSA.119.148	Wazà a medlipezeng seled te tivuuk he kezukileman su egngunngunuen ku is menge saad nu.
PSA.119.149	Pemineǥa a, 
PSA.119.149	iyan ka metau he kenè e pa mebpatey sumalà te metazeng he kukuman nu.
PSA.119.150	Mid-uvey kayi te kediey is menge lalung he mibpesipala kediey he wazà medawat te kesuǥuan nu.
PSA.119.151	Piru uvey ka kayi te kediey, 
PSA.119.152	Pinaaǥi te ked-istudyu ku zengan te menge penurù he midhimu nu, netuenan ku he ebpedayun te wazà pidtemanan heini is menge penurù nu.
PSA.119.153	Ahaa nu is ked-antus ku ne libriya a,
PSA.119.153	su wazè ku lipati is kesuǥuan nu.
PSA.119.154	Levani a kuntra te menge etew he mibutangbutang kedì wey libriya a;
PSA.119.154	pekeluǥeyaza nu pa is untung ku sumalà te insaad nu.
PSA.119.155	Kenà egkelibri is menge lalung su wazà sikandan medtinguhà te kedtuman te menge sulunuzen he ibpesunud nu.
PSA.119.156	Dekelà is hizu nu, 
PSA.119.156	pekeluǥeyaza nu pa is untung ku sumalà te kukuman nu.
PSA.119.157	Mahabet is menge kuntada ku he mibpesipala kediey,
PSA.119.157	piru wazè ku ewai is menge penurù nu.
PSA.119.158	Egkeepesan ku is menge etew he kenà tinutuuwà is kebpekidepità dan kenikew,
PSA.119.158	su wazè dan tumana is lalag nu.
PSA.119.159	Ahaa nu, 
PSA.119.159	Pekeluǥeyaza nu pa is untung ku tenged te kebmahal nu.
PSA.119.160	Tutuu is langun he menge lalag nu,
PSA.119.160	ne wazà pidtemanan te langun he metazeng he menge suǥù nu.
PSA.119.161	Mibpesipelahan a te ebpemendumala minsan wazà hustu he hinungdan,
PSA.119.161	piru ebpuun te ǥehinawa ku is kedtehuza ku te lalag nu.
PSA.119.162	Igkelipey ku is saad nu iring te kelipey te etew he nekaahà te zekelà he ketiǥeyunan.
PSA.119.163	Igkererengiti ku wey egkeepesan ku is langun he tarù,
PSA.119.163	piru mibmahal ku mulà is kesuǥuan nu.
PSA.119.164	Kepipira a edalig kenikew te senga andew, su ǥeina te metazeng is menge suǥù nu.
PSA.119.165	Ebmeupiya utew is kebpekesavuk te menge etew he ebmahal te kesuǥuan nu.
PSA.119.165	Ne wazà ebpekezezaat kandan.
PSA.119.166	Ebperateng a he edlibriyen a kenikew, 
PSA.119.166	ne edtumanen ku is menge suǥù nu.
PSA.119.167	Utew ku mibmahal is menge penurù nu,
PSA.119.167	umbe midpurungan ku heini tumana.
PSA.119.168	Netuenan nu is langun he mibeelan ku,
PSA.119.168	umbe midtuman ku is menge sulunuzen he ibpesunud nu wey menge penurù nu.
PSA.119.169	Beǥayi a te kedsavut sumalà te insaad nu.
PSA.119.170	Berakat he ebpemineǥen nu is ked-ampù ku.
PSA.119.170	Libriya a sumalà is saad nu.
PSA.119.171	Layun ku sikew edeliǥa,
PSA.119.171	su mibpenurù a kenikew te menge sulunuzen he ibpesunud nu.
PSA.119.172	Egkanta a mehitenged te lalag nu,
PSA.119.172	su metazeng is langun he menge suǥù nu.
PSA.119.173	Berakat he layun ka andam he edtavang kedì,
PSA.119.173	su mibpilì ku is kedtuman te menge sulunuzen he ibpesunud nu.
PSA.119.174	Nenganduy a he libriya a kenikew, 
PSA.119.174	Nekeveǥey kedì te kelipey is kesuǥuan nu.
PSA.119.175	Pekeluǥeyaza nu pa is untung ku su wey ku sikew mezalig,
PSA.119.175	ne verakat he meketavang kedì is menge suǥù nu.
PSA.119.176	Netazin a iring te kerehidu he netazin,
PSA.119.176	umbe pen-ahaa a is suluǥuen nu,
PSA.119.176	su wazè ku lipati is menge suǥù nu.
PSA.120.1	Dutun te kedlised ku, mid-umew ku is 
PSA.120.1	ne midtavak e zin.
PSA.120.3	Sikiyu is menge limbungan, hengkey vuwa is idsilut te Megbevayà keniyu?
PSA.120.4	Edsilutan kew zin pinaaǥi te kegkepenaa keniyu te sundaru te midlangga he vesut.
PSA.120.5	Mekehizuhizu a su nekeubpà a zuma keniyu te iring kezaat te menge meǥinged diyà te Meshec wey Kedar.
PSA.120.6	Neuǥet en is ked-ubpè ku zuma keniyu te menge etew he kenà egkesuat te kelinew.
PSA.120.7	Egkesuat a te kelinew piru emun edhisgut a mehitenged kayi, ne tebek mulà is keniyu he egkesuatan.
PSA.121.1	Midtengtengan ku is menge vuvungan;
PSA.121.1	hendei ves ebpuun is tavang kediey?
