MAT.1.1	Satu dit matuntunan dat ginnapuwan Jesu Kristu un kaganakan didit Ali David un ganak didit Abraham.
REV.15.4	Maida taḻon adi mandayaw kan adi mangidayaw sinat kinangatum, Apu. Onta, sika’d gattoka kasantuwan. Umoy dan losana tagu’t dan kailin-ili mandayaw kan sika gaputa maila da dat nalintoga kokkoom.”
REV.15.5	Magangput man di, nailaka naibukat dit kasantuwana kuwaltu utdin timplun Apudyus ud langit un kawadan dat naikanglita bilin Apudyus. 
REV.15.6	Utdi, lummaksun manipud sit timplu dat pitu’n anghel un nangdon sidat pitu un sugung. Malaglaggoyod kan napoḻkapoḻkas dat badut da un losan kan awad balikos da un buḻawan sidat baḻukung da. 
REV.15.7	Utdiyon, osa’t dadit opata matatagu un paloswa dit nangitod sidat pitu’n anghel si pitu’n buḻawana duyug un napnu utdat amoamoda suḻag Apudyus un matatagu si inggaingga. 
REV.15.8	Utdi, napnu’t asuk dit timplu un mangil-an sit kinangatu kan pannakabalin Apudyus. Ot naid osa si makaḻnok sit timplu inggana’t magangput dadit pitu un sugung un idatong dat pitu’n anghel.
REV.16.1	Utdiyon, nakagngoḻak si nadangsoḻa ginga un nanligwat sit timplu un kanana’t dat pitu’n anghel un, “Umoy yu itakbu utdin pita dan pitu’n duyuga napnu’t suḻag Apudyus.” 
REV.16.2	Kadon, ummoy dit ummuna’n anghel intakbu utdin pita dit inggaw sit duyug na. Ot tummubu dat gakkikinit kan nasigasigaba goled sit long-ag dat tagu’n namalkaan sit malkan didit ga-oogyata kakkayap kan nandaydayaw sidit kapadpada na.
REV.16.3	Utdi, ummoy pay dit maikagwa’n anghel intakbu dit ininggaw sidit duyug na utdin baybay. Ot nambalina kama si daḻan di natoya tagu dit danum ot losan dat inggaw sidin daḻom baybay un natoy.
REV.16.4	Utdi, ummoy dit maikatlu un anghel intakbu dit inggaw sidit duyug na utdan suḻung kan ob-ob di danum ot nambalin da dit danum si daḻa. 
REV.16.5	Utdiyon, nagngoḻ ku dit anghel un mangaayyuwan sidadit danuma kanana’n,
REV.16.5	“Apudyus un nasantuwan, doda’n inggaw ka utdit kan iinggaw ka inggana’t tun satun. Kustu nat man-uukum nu utdatu’n tagu. 
REV.16.6	Dida’d namatoy sidat tagum kan dat propetam. Ot painumam pay didaon si daḻa un siya’d maibagaya makwa kan dida.”
REV.16.7	Utdiyon, nakagngoḻak si ginga un nanligwat sit dadattunan un kanana’n,
REV.16.7	“On, Apu mi un Apudyus un mannakabalin, kustu kan nalintog nat man-uukum nu utdan tagu.”
REV.16.8	Utdi, ummoy dit maikapata anghel intakbu dit ininggaw sidit duyug na utdin init ot napalubusan din init un mangatung sidan tagu utdit amoda init na. 
REV.16.9	Kadon, naatungan dat tagu yoong adida nandadaoliyan dat basuḻ da kan adida binigbig dit kinangatun Apudyus. Nan-uguugud daot si makainsultu kan siya un siya’d awad si pannakabalin sidadi un pasigab.
REV.16.10	Utdiyon, ummoy dit maikalima’n anghel intakbu dit ininggaw sit duyug na utdit tronon didit ga-oogyata kakkayap. Kinumḻopa losan dit mangiyapuwana ot nangngiltan dat tagu dat dila da gapu’t dat amoda paligat da. 
REV.16.11	Ot nan-uguugud da ut makainsultu kan Apudyus sidin langit gapu’t dit kasigab dit goled da, ot adida kampay nandadaoli utdat basuḻ da.
REV.16.12	Utdi, ummoy dit maikanoma anghel intakbu dit ininggaw sit duyug na utdin dakoḻana wangwanga mangngadan Eufrates. Ot naobasan dit wangwang daḻapnu maisagana un ayon dat aali un manligwat sidin kapon dumungitan init. 
REV.16.13	Utdiyon, nakailaak si tuḻu un nadadaga ispiritu un kama si ilan di tukak. Lummaksun dit osa utdit sangin didit dragon, lummaksun dit osa utdit sangin didit ga-oogyata kakkayap kan lummaksun dit osa utdit sangin didit man-ag-agin propeta un siya dit maikagwa’n ga-oogyata kakkayap.
REV.16.14	Sadatu un ispiritu, dimunyu da ot awad kabooḻan da un mangwa si nakaskasdaaw. Ot umoy da utdat losana aali uttun losan situn lubung daḻapnu dagupon da dida un mangubat kan Apudyus nu dumatong dit napotoga aḻ-aḻgaw un pinilin Apudyus un mannakabalin.
REV.16.15	Kinnanan Jesus un, “Dumngoḻ kayu! Mangulinak situn pita un kama’t dumakngan di man-aakaw un maid makatigammu. Nagasat nat tagu’n adi masusuyop kan kanayun un nakasagana kan nakabadut daḻapnu bokona mantittiway nu dumatongak kad adi maibabbain sidan kaaduwan.”
REV.16.16	Ot pinandadatdatong da dat losana aali kan dat susuldadu da utdin boboḻoy un mangngadan si Armagedon sidin bagbagan di Hebreo.
REV.16.17	Maabus man di, intakbun dit maikapitu’n anghel dit ininggaw sidit duyug na ot inggaw nadangsoḻa ginga un nanligwat sidit trono utdit timplun Apudyus un kanana’n, “Nagangputon!” 
REV.16.18	Utdiyon, summilsil-it, nandamidamit, nangkidkiddusuḻ kan nabilog dit lunig. Maida taḻon padana un lunig di manipud sidit nakwaan dat tagu gaputa siyatu dit kabilogan sidat losana lunig. 
REV.16.19	Nangkatlu dit nandinadinamaga ili kan nayam-an dat losana nangkaddakkoḻa ili’t tun lubung. Adin Apudyus liniuwan dit ili ud Babilonia, inamin na un impainum dit natasa’n nasuḻaga basi un siya dit amoamoda suḻag na. 
REV.16.20	Maipagapu pay sidiya lunig, naḻnod dadit losana pugu kan naipanad dat losana bateled. 
REV.16.21	Nanduḻaḻu si nangkaddakkoḻ un umoya limampuḻu’n kilu dit kadagson dit osa ot naotdagan dadit tagu. Kadon nan-uguugud da si maisuganggang kan Apudyus maipagapu’t diya duḻaḻu ta taḻona ga-oogyat.
REV.17.1	Utdiyon, osa utdadin pitu’n anghel un nangaggom sidat pitu’n duyug din ummoy kan sakon ot kinnanana un, “Awenu ta ipailak kan sika nu kamaan din dusan didin mandindinamaga babai’n mangilakḻaku ut kinababai na un mantutupak sit kawadan dan adu’n wangwang. 
REV.17.2	Inasawan dat losana aali uttun pita ot losan dat tagu’t tun lubung nabuuk da utdit basi na un siya dit gabbainan un kokkoona,” kinnanan dit anghel.
REV.17.3	Utdi, nantulay dit Ispiritu Santu kan sakon ot kamaak si nan-in-inop ot intallayak sidit anghel sidin igawa maid tagtagguwan. Nailak dit osa’n babai un mangabkabbayu utdit nadokot un gakkimuta kakkayap. Sadiya kakkayap, nakanglitan din losana long-ag na utdan ngadan un maisuganggang kan Apudyus. Pitu dat uḻu na kan simpuḻu dat sakgud na. 
REV.17.4	Ot sadit babai, nambadut si kama si ilan di ubi kan nadokot. Buḻawan ya nangkababanola batu kan perlas dat usal na. Nakaaggom si buḻawana tasa’n napnu’t dat gabbainan kan nangkaisawa kingkingwa na. 
REV.17.5	Awad naikanglita ngadan sit kiday na un nalimod dit kaipooyana. Kanan dit naikanglit un, “Babilonia un mandindinamag. Inan dadit losana babai’n magatgatang dit kinababai na kan puun dan losana gabbainana kokkoon.” 
REV.17.6	Ot nailaka nabuuk dit babai utdan daḻan dadin tagun Apudyus kan dat tagu’n napatoy maipagapu’t dit nangipatigammuwan da utdat intudtudun Jesus.
REV.17.6	Amo nasdaawak sidit nangil-ak kan siya yoong kinnanan dit anghel kan sakon un, 
REV.17.7	“Apay masdaaw ka? Ibagak kan sika din nalimoda kaipooyan din babai kan sadin gakkimuta kakkayap un nangabayuwana un pitu din uḻu na kan simpuḻu din sakgud na. 
REV.17.8	Sadit gakkimuta kakkayapa nailam, ininggaw situn pita utdit yoong maid sinsatun. Dandaniyona lumtaw sin bitu un maid kigad dit kaadaḻom na daḻapnu umoy sit mayam-anana. Ot sadan tagu’n maid si ngadan sidin iblu’n naikanglitan dan ngadan dat matagu si inggaingga, masdaaw da nu ilan da di un kakkayap. Onta ininggaw sidit, maid sinsatun yoong lumoswa payyan. Sadiya iblu’n naikanglitan dan ngadan dat matagu si inggaingga ininggawon sit daan payyan tun lubung napaloswa.
REV.17.9	Masapula nasilib din tagu’n mangawat situ. Sadan pitu un uḻu na, dida dan pitu’n kuntuga mantutuppakan didi’n babai. 
REV.17.10	Pitun ali pay din kaipooyan da. Utdatu un pitu’n ali, naidon dat lima, osa din madama un mangiyapu ot sadin osa adina payyan dummatong. Ot nu dumatong, sin-akitana lawa din mangiyapuwana. 
REV.17.11	Ot sadit gakkimuta kakkayap un ininggaw sidit yoong maid sinsatun, siya’d maikawaḻu’n mangiyapu yoong osa payon sidan pitu’n ali ot nu man-ulin, mayam-an si inggaingga.
REV.17.12	“Ot sadat simpuḻu’n sakgud un nailam, siya dadin simpuḻu’n ali un adi payyan nanlugi un mangiyapu yoong maitdan da si kalintogana mangiyapu si sin olas un buḻun didin gakkimuta kakkayap. 
REV.17.13	Ossaan din panggop dan simpuḻu’n ali’n sadatu, ot itdon da din losana pannakabalin kan kalintogan da un mangiyapu utdin gakkimuta kakkayap. 
REV.17.14	Ot labanon da din Ubbun di Kannelu yoong abakon din Ubbun di Kannelu dida gaputa siya’d kangattuwana Apu utdat losana maapu kan kangattuwana Ali utdan losana aali. Ot sadat maibuḻun kan siya, dida dat inayagan kan pinilin Apudyus un tagu na un mantaḻgodana manuttuwa kan siya.”
REV.17.15	Kinnanan payyan dit anghel kan sakon un, “Sat kaipooyan dat wangwang un nailam sit adani’t dit mantutuppakan dit babai’n magatgatang dit kinababai na, sadat nadumaduma’n tagu’n nadumaduma’t bagbaga un nanligwat sidat losana ili uttun lubung. 
REV.17.16	Awad timpu un sat gakkimuta kakkayap kan sadat simpuḻu’n sakgud un nailam, lawengon da din babai’n magatgatang dit kinababai na ot aḻan da un losan dat awad kan siya, asida taynan un mantittiway. Kanon da pay din bogas na asida sobgon dan mabun-an. 
REV.17.17	Si Apudyus din mangipasomsomok kan dida uttu un koon da daḻapnu matungpal dan panggop na. Siya’d gapuna un nan-ossaan dit panggop da kan intod da dit kalintogan da un mangiyapu utdit gakkimuta kakkayap inggana’t matungpal dat losana panggop Apudyus un makwa.
REV.17.18	“Sadin babai un nailam, siyadi din mandinadinamaga ili un mangiyapu utdan losana ali uttun pita.”
REV.18.1	Magangput man tu, nakailaak si osa payyana anghel un dummoba’n nanligwat langit. Amod din kalintogana ot kummadda tun losana lubung sidin doḻang na. 
REV.18.2	Amoda nadangsoḻ dit pakuy na un kanana’n, “Nayam-anon! Naamin nayam-anon din mandindinamaga Babilonia! Nambalinona igaw dadin dimunyu kan sadan losana nadadaga ispiritu. Ot siyaon dit dumapunan dan naisaw kan lalawwengona sissiwit. 
REV.18.3	Onta naawis na dat tagu’t dan kailin-ili’t tun lubunga umminum sit nasuḻaga basi na un siya dit gaggaisawa kokkoona. Losana aali uttun lubung inasawa da. Gummaknang pay dat lumaḻaku uttun lubung gapu’t dit manlabḻabosa kinagadaḻ na,” kinnanan dit anghel.
REV.18.4	Utdi, nakagngoḻak si osa payyana ginga un nanligwat sidin langit ot kinnanana un,
REV.18.4	“Dikayu’n taguk tengyan yu nat un boboḻoy daḻapnu adi kayu maiyunud kan siya un mambasuḻ kan daḻapnu adi kayu mailak-ama madusa.
REV.18.5	Ta kama si kangatun di langit din natugpunan dan basuḻ na. Ot gagasmokon Apudyus din kinadadag na.
REV.18.6	Makwa kan siya din padan dan kingkingwa na. Mamigwa din baḻos dit kinadadag na un kama nu napainuman si sintasa’n basi un mamigwa si kinasuḻag na nu sadit impainum na.
REV.18.7	Nu in-inon dit kinapasdayaw na utdit kan kinalabos dit kinagadaḻ na, siya payon din kasigab dan pasigab na kan mandomdomana. Kanana’t dit somsomok na un, ‘Sakon din mantulay un Reyna, taḻona adiyak mandomdom ta bokonaka bilug.’
REV.18.8	Ot gapu’t tuwa somsomok na, kakḻata mandidisan si sin-aḻgawan dan nakalakalasi’n sugunga dumatong un kama’t dan sakit, sigab di domdom kan uḻat asina masgob gaputa mannakabalin si Apudyus un mangukum kan siya.”
REV.18.9	Ot losan dat aali uttun pita un nangasawa kan siya kan kummada utdit kinagadaḻ na, man-ibil da kan nasigab dit domdom da nu maila daon dit asuk dit masgobana. 
REV.18.10	Umoy da sumikad sin adayu gaputa umogyat da un maidoga kan siya’n madusa. Ot kanan dan, “Inay kaasi pay an din mandindinamaga ili’d Babilonia! Nabaknang kan dakodakoḻan yoong sidin sin-olasa lawa, naikisapona nadusa.”
REV.18.11	Ibilan pay dan manlakḻaku uttun pita kan mandomdom da gaputa naidon gumatang sidan laku da. 
REV.18.12	Maidon osa’t gumatang si buḻawan da, palata, nangingina un batu kan perlas, nangkangina’n luput un napoḻkas, kolol di ubi, nadokodokot kan seda, losana kalasin di nabangu’n kayu, singngadan na mana nakwa’t saung di elepante, alikama nakwa’t nangina’n kayu, bayong, boḻyang kan marbol. 
REV.18.13	Maidon gumatang sidan sinamon, mampabangu’t sida, insensu, mira kan olibano. Padana pay sidan laku da un basin di ubas, mantika, alina kan trigo, baka kan da kannelu, kabayu kan kalesa kan tagu’n maipuyung.
REV.18.14	Ot kanan dan manlakḻaku kan siya un, “Sat bunga’n pipiyaoma gatangon naidon. Ot sadat nangkangina kan nangkapippiya’n usal nu, adimon maodasan uman dida.”
REV.18.15	Siyadi din kanan dat manlakḻaku un gummaknang sidit manlakḻakuwan da utdiya ili. Ot gapu’t dit ogyat da un maidoga’n madusa kan siya, sumikad da utdin adayu kan siya. Man-ibil da kan nasigab dit domdom da ot kanan dan, 
REV.18.16	“Inay pay an din mandinadinamaga ili! Nangkangingina’n luput un napoḻkas, kolol di ubi, nadokot kan seda dan badut dan tagu na kan buḻawan ya nangkababanola batu kan perlas dan usal da 
REV.18.17	yoong asimpiga’n naidon dan losana binaknang da.”
REV.18.17	Ot losan pay dadin kapitan di bapul, sadan nanlugan kan sadan mantalibasu’t dit bapul kan losan dan tagu’n gummaknang maipagapu’t dit mantalibasuwan da utdin baybay, iinggaw da utdin adayu. 
REV.18.18	Ot ilan da man dit ili’n umasuasuk, mampappakuy da un dit man-ibila kanan dan, “Taḻona maid kapadan dinata nandindinamaga ili.”
REV.18.19	Ot gabuwan da dadit uḻu da gapu’t dit sigab dit domdom da kan man-ibil da un kanan dan, “Inay amman pay an din nandinadinamaga ili! Sadat binaknang na sad gummaknangan pay dat awad si bapul sidin baybay yoong asimpiga un naid dan losana binaknang na!”
REV.18.20	Dikayu’n awad langit kan dikayu’n tagun Apudyus, apostoles kan propetana, manlagsak kayu gaputa dinusanon Apudyus diya boboḻoy maipagapu’t dan kingwa da kan dikayu.
REV.18.21	Utdiyon, inggaw nabiloga anghel un nangaknam si batu un kamasi dakodakoḻana gigillingana batu asina inwassot sin baybay. Ot kinnanana’n, “Kama’t tu din ga-oogyata mayam-anan didin mandinadinamaga ili’d Babilonia ot taḻona maid mail-anaon. 
REV.18.22	Maidon magngoḻ sidan mantukal si arpa kan kumakanta, sadan umuullimong kan sadan tumatangguyub sidiya igaw. Maidon maodasan sidan kumokokwa si singngadan na mana mailaku. Maidon magngoḻ si gingan di gigillingan sidiya igaw. 
REV.18.23	Maidon maila si silaw kan maidon magngoḻ si damit dadin mamboboda. Siya’d dusan didi un ili gaputa sadan manlakḻaku’n manligwat sidi, dida’d madaydayaw situn lubung kan napakaḻmunan pay dan tagu’t tun lubung sidit salumangkan dat tagu’t di. 
REV.18.24	Madusa pay diya ili gaputa siya’d nan-ayusan dit daḻan dat propetan Apudyus kan uduma tagu na kan losan dan tagu’n napatpatoy situn pita, ibilang Apudyus un sadan iBabilonia ud namatoy.”
REV.19.1	Magangput man tu, nakagngoḻak si nadangsodangsoḻa gingan di amoamoda tagu un kama da si mangkanta un kanan dan, “Idaydayaw taku si Apudyus!
REV.19.2	Kustu kan nalintog din mandudusa na. Dinusa na dit mandindinamaga babai’n ilakḻaku na dit kinababai na. Ta inawis na dan tagu’t tun lubung un mangwa si bokobokon maipagapu’t dit gabbainana kokkoona. Imbaḻos pay Apudyus kan siya dit natoyan dadit manselselbi kan siya.” 
REV.19.3	Kanan da payyan si nadangsoḻa bagbaga un, “Idaydayaw taku si Apudyus! Ta sadiya ili umasuasuk si inggaingga.” 
REV.19.4	Ot sadat duwampuḻu’t opata lalallakay kan sadat opata natagu’n paloswa nampalintumong da un nandayaw kan Apudyus un mantutupak sin trono na un kanan dan, “Amen! Idaydayaw taku si Apudyus.”
REV.19.5	Utdiyon, inggaw ginga’n nanligwat sit kawadan dit trono un kanana’n, “Idayaw yu si Apudyus taku, dikayu’n losana manselselbi kan siya, nangatu man kan nadoba’n tagu, dikayu’n mangiyogyat kan siya gaputa dayawon yu.” 
REV.19.6	Utdi, nakagngoḻak si kama nu gingan di amoamoda tagu un kamasi angangagan di danum sin gassud kan kamasi nadangsoḻa kiduḻ. Kanan dit ginga un, “Idaydayaw taku si Apudyus! Ta si Apudyus un Apu taku’n mannakabalin siya’d mangiyapu’t dan losan. 
REV.19.7	Taḻona manlaglagsak taku. Idaydayaw taku dit kinangatun Apudyus ta dummatongon din timpu’n mambodaan din mangadan si Ubbun di Kannelu. Nakasaganaon din asaw-ona. 
REV.19.8	Ot naitdan si kalintogana mambadut si nangina’n luputa napoḻkapoḻkas kan nadaḻudaḻus.” Sat kaipooyan din nangina’n luput, sadat nalintoga kokkoon di tagun Apudyus.
REV.19.9	Utdi kanan dit anghel kan sakon un, “Ikanglit nu tun ibagak: Nagasat dadin naimbitalana umoy makakan sit bodan dit mangadan si Ubbun di Kannelu.” Ot innayun pay dit anghel imbaga un, “Tuttuwa’n imbagan Apudyus tu.”
REV.19.10	Maabus mana ibaga na di, nampalintumongak sidit atubang na ta mandayawak kan siya yoong imbagana kan sakon un, “Adim koon nat! Si Apudyus din dayawom. Ta sakon, osaak paya manselselbi kan Apudyus un kama kan sika kan sadan buḻun nu un mangitudtudu utdan impatigammun Jesus.”
REV.19.10	Ta sadan impatigammun Jesus, siya payon dat imbagbagan dat propetan Apudyus.
REV.19.11	Utdiyon, nailaka naibukat din langit ot kakḻata inggaw ud pukaw un kabayu! Sadin nangabayu mangngadan si Mataḻgodan kan Tuttuwa ta kustu din mandudusa na kan manggugubat na utdan kabusuḻ na. 
REV.19.12	Kama’t gumilagilaba apuy dan ata na kan aduadu’n baḻangat sidin uḻu na. Naikanglit dit ngadan na utdit long-ag na yoong maid udum si makatigammu’t din kaipooyana nu adi siya pay lawan. 
REV.19.13	Naslop si daḻa dit badut na ot mangadan si, “Ugud Apudyus.” 
REV.19.14	Ot sadan losana tagu utdin langit naitung-ud da kan siya un kama da si suldadu un nangabayu da un losan si pukaw un kabayu kan nambadut da si nangina’n baduta napoḻkas kan nadaḻudaḻus. 
REV.19.15	Inggaw natadoma ispada un lumoswa utdit sangi na un siya’d mangabak na utdan kailin-ili. Nailot dit man-iiyapu na un kama nu nakaaggom si landuk. Kama’t mampospos si ubas dit koona nu ipalak-am na kan dida dit amoda suḻag Apudyus. 
REV.19.16	Inggaw ngadan na un naikanglit sit badut na kan sit uḻpu na un kanana’n: “Kangattuwana Ali utdan losana aali kan kangattuwana Apu utdan losana maapu.”
REV.19.17	Utdiyon, nakailaak si anghel un summikad sidin init ot pinakuyana dan losana sissiwit un mantattaud sidin ngatu un kanana’n, “Aweyu, umammung kayu ta makaamung kayu utdit dakoḻana amung Apudyus 
REV.19.18	ta umoy yu kanon dan bogas dadin aali, kapitan di suldadu kan sadan nangkabiloga tagu da. Kanon yu pay dan bogas dadin kabayu kan sadan nangabayu, bogas dan losana tagu, babbaun kan bokona babbaun, nangatu kan nadoba’n tagu.”
REV.19.19	Utdiyon, nailak dit gakkimuta kakkayap kan sadan losana aali uttun pita kan losan dan suldadu da un nantitipun ta gubaton da dit nangabayu’t pukawa kabayu kan sadan suldadu na. 
