MAT.1.1	Salbacü Jesus Abrahampïtawan Davidpa milayninpïmi śhamun. Paypa awquilluncuna caycunam cala:
PHP.1.27	Ñatac ima-ayca captinpis Jesusninchicpa willacuyninpa tincüninmannuy sumäpa cawsaycäliy. Chayćha watucüniqui śhamulpis ütac uyaliyllapis uyalisha allin willacuyman masïsu chalapacuśhtin juc śhun'ulla cayalcäta, jinaman llapayquipis juc nunanülla allin willacuynin milananpä lüchayäcänuy cayalcäta. 
PHP.1.28	Ñatac cuntracüniquicunap cärallanta ñawillanta licalcullal'a ama manchaculcaychu. Chayćha tantiapäcun'a mana atipänanta; amcunactañatacćha tantiachishunqui quiquin Diospa munayninwan binsipäcunayquita. 
PHP.1.29	Ñatac Jesusninchicman imam chalapaculcänallayquipächu manam ćhulaycälishulanqui, sinu'a pay-laycu ñacapäcunayquipäwantacmi. 
PHP.1.30	Rasunpa pay-laycu amcunawan cuscam ñacaycunchic unaypis cananpis licapämäśhayquinülla.
PHP.2.1	Canan ¿manachun callpanchapäcuśhunqui Jesusninchicpäña capäcuśhayquica? ¿Manachun cuyacuynin cunsuylaycälishunqui? ¿Manachun Chuya Ispiritun amcunawan cayan? ¿Manachun llaquipaynintawan cuyacuyninta yaćhaycapäculanquiña? 
PHP.2.2	Chaynu captin'a, tuquillap cuyacuywan juc nunanülla, juc śhun'ulla, juc pinsaylla cawsaycäliy-ari, sumä cushishallaña ya'apis canäpä. 
PHP.2.3	Ñatac läga śhun'uyu nïtac nunatucüśha śhun'uyu ama imactapis lulapäcuychu. Aśhwanpa quiquiquipïtapis mas allinpälä lluytapis uywaycunqui. 
PHP.2.4	Amatac quiquillayquip allinllayquipá licacuychu sinu'a juccunäpactapis licaycäliy.
PHP.2.5	Ñatac Jesusninchicnümi caycälinquiman:
PHP.2.6	Pay masqui quiquin Diosninchic cayalpis, manam chay cayninman atinïduchu caycula.
PHP.2.7+PHP.2.8	Aśhwanpam Dios caynintapis juc-läduman ćhulaycul, ya'anchicnu aychayu tulluyüman muyula. Caynu cayalpis, mastalämi mïnuschacula; uyway nunamanlämari muyulapis.
PHP.2.7+PHP.2.8	Cäsucuyninwanmi wañuycäta quiquinpa awnila; aśhta mana allin piyurnin nunap wañuchinan curuśhninmanlämi ćhälapis.
PHP.2.9	Chaymi mas altunninmanlä Tayta Dios ćhulaycula; lluy puydïpïtapis sumä allinninmanlämi numraycula.
PHP.2.10	Chaymi janay pachäćhu, cay pachäćhu, allpäpa śhun'unchu lluy cäcunäpis Jesusninchicman un'ulacuycul
PHP.2.11	“Anmá lluy imapïpis mayanpïpis sumä puydïca cayanqui” nil alawapäcun'a. Chaynüpam Tayta Diosninchicta altuman julaycälin'a.
PHP.2.12	Ñatac cuyaśhäcuna, amcunaćhu cayaptí imaypis cäsupämälanquim. Canan calućhu cayapti'a maslämi puydinpis. Chaynütac salbaycuśhaña capäcuśhayquita sumä manchacuywan camalachiyta callpanchaculcanquimanmi. 
PHP.2.13	Quiquin Diosñatacmi śhun'uyquićhu lulayta pinsaycachil munaśhanmannuy lulachipäcuśhunqui.
PHP.2.14	Lluy lulapäcuśhayquićhu mana jamuyänacullal nï piñanacullal lulaycäliy. 
PHP.2.15	Chaynu cawsapäcuptiquićh imapi juchachaycälishunayqui mana can'achu. Ñatac Diospa chulincunanu allin śhun'uwan cay tutapä pachäćhu uman muyüśha mana allin nunacunap ćhawpinćhu cawsaycälilmi lusiru-yupaypis acchipäcunqui 
PHP.2.16	allin willacuy cawsay uśhanta tantiachishtin. Chaynu capäcuptiquićh Jesusninchic cutimunan muyuncäćhu lluy wañuy-wañuy lulaynïcuna mana yan'alpä caśhanta yaćhal sumä cushicuśhä. 
PHP.2.17	Jinaman'a chalapacuyniquip callpanchacuynin cabalalpuśha cananpä yawarní jićhäśha captinpis cushisha lulaycul amcunawan cuscam cushicüman. 
PHP.2.18	Chayurá amcunapis ya'awan cusca cushiculcay-ari.
PHP.2.19	Ñatac Timoteocta watucüniqui caćhamunäpä Jesusninchicmanmi chalapacú. Jinaptïćha imanuy capäcuśhayquitapis willaycamaptin cushicuśhä. 
PHP.2.20	Ya'anuy cay Timoteo amcunapïpis llaquicu'a manam pipis canmanchu. 
PHP.2.21	Juccuná Jesusninchicpa lulaycälinantá, aśhwanpa quiquillanpämi masta wañuyalcan. 
PHP.2.22	Ñatac tuquictam yaćhayalcanqui Timoteo maynu sumä śhaycuycuśhantapis, ya'awan cusca mayćhüpis allin willacuyta apaycälishäćhu chulï-yupay yanapämäśhantapis. 
PHP.2.23	Chaymi ya'awan ima pasanantapis yaćhälul-pacha amcunaman caćhamuśhä. 
PHP.2.24	Licaycüniqui quiquí ñä paćhcamunäpäpis Taytanchicman chalapacuyätacmi.
PHP.2.25	Chaynütacmi ima pishipacuynïcunaćhu licaycamänanpä caćhamuśhayqui lulawshï-masí pilyawshï-masí chalapacü-masinchic Epafroditocta cutichimuná prisïsäśhanta licayá. 
PHP.2.26	Amcunapi śhun'unpis manañam śhun'uchu. Chaynütacmi cayćhu ishyaśhanta uyalipäcuśhayquita yaćhälul sumä llaquicula. 
PHP.2.27	Rasunpa sumätam ishyäla; ñaćham wañuytapis talïlun. Jinaptinpis Diosmi llaquipaycula, manam payllactachu sinu'a ya'actapis manaña mas llaquićhu cayänäpïta. 
PHP.2.28	Chayurá canan-pacham mana-mana caćhaycamú amcuna yapa tincuycul cushiculcänayquipä ñatac ya'apis manaña llaquisha cayänäpä. 
PHP.2.29	Chayurá Taytanchicpa pudirnintanu-ari sumä cuyacuywan ćhasquiycäliy. Paycunanu cäcunäta imaypis cuyacuywan altuman julaycäliy. 
PHP.2.30	Jesusninchicta sirbiyninwanmi pay wañuytapis ñaćha talïlun. Cawsaynintapis ñaćha apälun quiquiquicuna mana yanapämäśhayquita yanapämäśhanwanmi.
PHP.3.1	Canan chalapacü-masïcuna, manaläpis camacalpul cayta niycälishayqui: Jesusninchicwanña capäcuśhayquipïta sumä cushiculcay. Rasunpa manam pishipächu nishäcäta cutipalcul cutipalcul limapaytapis; aśhwanpa chay can'a quiquiquicunapäćha.
PHP.3.2	Cuydaculcay chay ishyay allu-yupay mana allin lulayniyu siñalachicunapä aychanchicćhu cuchuy pawananpä wañupacuyäcunäpïta. 
PHP.3.3	Ñatac rasun siñalacuśhancá ya'anchicmi cayanchic, Diosninchicpa Ispiritunpa alawaycücunaca, Jesusninchicpäña caśhanchicpi sumä cushicücunaca. Canan chay janä aychallanchicman manam chalapacunchicchu. 
PHP.3.4+PHP.3.5	Ñatac mayanpis chaycunallaman jinapäcunanpä allin captin'a ya'a mïjurtaläćha chalapacümanpis. Israel caśhtap quiqui-quiquin milayninlämi, Benjaminpa ayllunmi cäpis. Chaynütac taytäpi Israel caśhta captïmi, pusä muyunllacta siñalächimälapis. Ñatac Moisespa camachicuyninman chalapacuynïćhu'a manchacuywan lulaycü fariseo caśhtalämi caläpis. 
PHP.3.6	Chayćhu maynu sumä afanädu calmi, allin willacuyman chalapacücunätapis aticaćhalá. Chay Moisespa camachicuyninpa allin lulaycuyćhu'a manam pï imacta niycamänallanpis calachu.
PHP.3.7	Ñatac chay unay sumä allinpa lluy licaśhäcunätapis, canan'a Jesusninchic-laycu imapäpis mana bälipäñam licaycú. 
PHP.3.8	Maslämi canpis quiquin Jesusninchicta sumä lisishäpïtá ¿lluy chaycuna imallamá? Pay-laycum imactapis ismay-yupayta juc-läduman chapiycülú payllactaña uywacunäpä, chaynütac paypis ya'allactaña uywacamänanpä. 
PHP.3.9	Diosninchic allinpäña licaycaman, manam Moisespa camachicuyninta lulayta jicutaśhäpachu, sinu'a Jesusninchic lulaśhanman chalapacuśhäpam. Cayllapam Diosninchic mana juchayütaña licaycaman. 
PHP.3.10+PHP.3.11	Munayní Salbacü Jesusní wañuycäpi śhalcamuśhan pudirninta sumä lisiycuymi. Ñacayninćhüpis paywan cusca caycuytam muná masqui wañuná captinpis śhalcamuna muyuncäćhu paywan canäta yaćhayal'a.
PHP.3.12	Ñatac “lluytañam talïlú” nilchu manam niyá. Masqui munaśhá allin nunanu manalä cayalpis, callpanchacuyämi Jesusninchic imam ayamäśhancäman ćhänäpä. 
PHP.3.13	Chalapacü-masïcuna, manalämi cay nishäcänüchu cayá. Masqui manalä ishpilpulpis caytam lulayá: punta cawsaynïta caćhaycul llapan callpäwanmi callpanchacú śhamücäta chalanäpä. 
PHP.3.14	Chay camacayninmanmi impiñacú Diosninchic chulin Jesuswan wiñay cawsay primiucta umänancäman.
PHP.3.15	Chayurá caynümi pinsaycuchwan sumä tacyaycuśha chalapacuyniyücuna. Sïchuśh imaćhüpis jucnüta pinsapäcuśhayquitapis, Diosmi chaytapis tantiaycachishunqui. 
PHP.3.16	Masqui maynu ima cacuptinpis tantiaycachimäśhanchicnüñari cawsaycuśhun.
PHP.3.17	Chalapacü-masïcuna, laśhćhüman sumäpa jaluycälimuy; chaynütac yaćhachishäcunaca laśhćhüćhüña cawsaycälishantapis licaycäliy. 
PHP.3.18	Caycama niycälilacñam, cananpis wa'aynïwan-camam niycälic: curuśhcäćhu Jesusninchicpa wañuyninta jalutacücuna cayalcanmi. 
PHP.3.19	Chaycunactá wiñay simpri camacaycü ñacaycällam alcayan. Paycuna aychanpa munaśhancunallactam taytacha-yupayta cuyapäcun. Imacunapïpis uyshulänantá aśhwanpam nunatuculcan. Rasunpa cay pachäćhu cäcunällamanmi muspapacuyalcanpis. 
PHP.3.20	Ya'anchicmi ichá janay pachäpäña canchic. Chaypi Salbacü Jesusninchic cutimunantatacmi sumä gänaśhwan alcayanchicpis. 
PHP.3.21	Chay llapa imapis munayllanćhu cá sumä jatun munayninwanmi cay chincä aychanchicta muyuycachimäśhun quiquinpa śhalcämuśhan aychanmannuy.
PHP.4.1	Chayurá chaynüllari Jesusninchicman masïsu chalapaculcay. Canan cuyaśhá chalapacü-masïcuna, quiquí ñawïwan licaycälinacpïmi wañupacuyá. Amcunamari cushichïní capäcunqui juc primiu-yupaylä canpis.
PHP.4.2	Chaymari Evodiawan Sintiquipis Jesusninchicpa chulincunanu tuquillap awninacaycälillächun. 
PHP.4.3	Am chalapacuna lulawshï-masïtañatacmi bälicuc cay paninchiccuna camachinacaycälinanpä yanapaycunayquipä. Paycunam allin willacuyćhu wañuy-wañuy lulaycawshipämäla Clementewan chaynütac juc lulawshï-masïcunäwanpis cusca. Paycunap śhutincuna cawsaypa cä librućhu juccunäwan capäcunanpäñam ćhulaycuśha cayan.
PHP.4.4	Ñatac Jesusninchicćhu'a imaypis cushiculcay. Yapalämi niycälicpis: ¡Sumä cushiculcay! 
PHP.4.5	Jesusninchic cayllaćhüña cayaptin'a allin śhun'u capäcuśhayquitapis llapa nunaćhüpis camalaycälichinquimanmi. 
PHP.4.6	Ñatac imapïpis ama llaquicuyalcaychu. Aśhwanpa Diosninchicpa maquinman lluy ćhulaycul mañaculcay; mañaculpis sulpäta ucuy. 
PHP.4.7	Chaymi Diosninchic jawca cawsayta uycälishunqui nunaca tantiay mana atipänancunawanlä canpis. Caynu jawcacta śhun'uyquitapis, pinsayniquitapis Jesusninchicćhümi tacyaycachishunqui.
PHP.4.8	Cananñatacmi, chalapacü-masïcuna, śhun'uyquita umayquita ćhulaycapäcunqui: lluy rasuncunällaman, rispitana cäcunällaman, imapis allincunällaman, mayanpis imaniycamänallanchicpis mana cäcunäman, allin cuyaywan licaycachimänanchiccunällaman, imapis allinpa licaycunällaman, lluy imapis alawaycunawan allin lulaycunällamanpis. 
PHP.4.9	Chaynütac willaycälishätapis, yaćhaycälichishätapis, lulaśhäta licapämäśhayquitapis jinalla lulaycäliy. Chayćha jawca cawsay umäninchic Dios amcunawan caycun'a.
PHP.4.10	Ñatac canan Jesusninchicćhu cushicümi unaypïña ya'api llaquiculcäśhayquita yapa camalaycachipäcuśhayquipi. Rasunpa manam un'apamälanquichu; munayalpis imanuypa yanapaycälimänayquipäpis cäsu mana caśhanta tantialämi. 
PHP.4.11+PHP.4.12	Caynu niycälic manam pishipacüśha cayalchu. Rasunpa imaćhüpis bïda pasayta yaćhaśhañam cá, masqui cäniyu cayćhüpis, ütac waccha cayćhüpis, imap janallanćhu sumä cawsaytapis, mana imayu cawsaytapis. Yaćhätacmi masqui micuypa jananćhu cayalpis ütac mana micuyniyu wañuyalpis sumä cushisha cawsayta. 
PHP.4.13	Aw-ari, imaćhüpis, imactapis Jesusninchic callpanchaycamaptinmi atipá.
PHP.4.14	Chaynu captinpis sasachacuynïćhu yanapaycälimäśhayquiwan allintam lulaycälilanqui. 
PHP.4.15	Yaćhapäcuśhayquinüpis Macedoniapi wamäta yalul allin willacuyta willacunäpä, lluy malcaćhu chalapacücunapïtapis amcunallam illaywan yanapaycapämälanqui. 
PHP.4.16	Aw-ari Tesalonica malcaćhu cayaptïpis amcunam ishcay quimsa cuti pishipacuynïpä apachipämulanqui. 
PHP.4.17	Cayta niycälic manam amcunapi illayta mañapacuynïwanchu. Aśhwanpa munayní chay cuyacuyniquicunapïta altuman julaycälisha mas capäcunayquipämi. 
PHP.4.18	Ñatac pinsaśhäpïtapis sumä mas mastalämi ćhasquiycullá. Chaymi Epafroditowan lluy apachimumäśhayquiwan'a ima pishimäśhancunäpis sumä altuy-altuyña cayan. Sumä tuqui aśhnä insinsiu Diosman ćhäcänümi paypa śhun'unpä. 
PHP.4.19	Cay licaycamä quiquin Diosnïmi amcunap ima pishipaculcäśhayquitapis chulin Jesusćhu sumä cänincunawanlä lluy uycälishunqui. 
PHP.4.20	Chayurá Tayta Diosninchic-ari imaycamapis altuman juluycuśha cachun. Chaynu cachun.
PHP.4.21	Canan limaycäliy Jesusninchicpäña lluy cäcunäta. Chaynütac ya'awan cä chalapacü-masinchiccunapis limaycälimuśhunquim, 
PHP.4.22	jinaman llapallan chalapacü-masinchiccunapis, mastá Romap puydï mandä Cesarpa wasinćhu cäcunämi. 
PHP.4.23	Quiquin Jesusninchicpa llaquipaynin amcunawan caycuchun. Chaynu cachun. Jamallá.
COL.1.1	Jesusninchicpa jucnin puydï caćhan Diospa munaśhanmannuy ya'a Pablom chalapacü-masinchic Timoteowan cuscá limaycälimuc 
COL.1.2	Diospa aclaśhan Colosas malcäćhu Jesusninchicman masïsu chalapacü-masïcunacta. Quiquin Tayta Diosninchicwan Duyñunchic Jesuspa llaquipayninpïta jawca cawsay amcunaćhu caycuchun.
COL.1.3	Ñatac amcunapi imaypis mañaculcal'a Duyñunchic Jesusninchicpa Taytan Diostam sulpäta uculcá. 
COL.1.4	Uyalipäculämi Jesusninchicman maynu chalapaculcäśhayquitawan, lluy chalapacü-masiquicunacta maynu cuyapäcuśhayquitapis. 
COL.1.5	Caycuna amcunapi yalaycamun allin willacuyta uyalipäcuśhayquipïwan Tayta Dios sumä allincunacta alcachipäcuśhuśhayquiman chalapaculcäśhayquipam. 
COL.1.6	Ñatac cay allin willacuymi jinantin pachäman ćhayan cawsaycunacta allinman ticlachishtin Dios maynu sumä rasunpa llaquipayniyu caśhanta yaćhapäcuśhayqui-pacha pasaśhancänu. 
COL.1.7	Cay yaćhachishüniqui cuyay yanapäní chalapacuna sirbï-masinchic Epafrasmi ya'acuna partipi yanapaycälishulanqui. 
COL.1.8	Paymi maynu sumä cuyacuyniyu capäcuśhayquitapis uyaliycachipämäla.
COL.1.9	Chaymi yaćhapäcuśhá muyunpi Diosninchicta imaypis jinalla mañacuyalcá munaynintapis, lluy yaćhachicuynintapis, imanuy caśhantapis sumäta yaćhaycälinayquipä tantiaycälinayquipäpis. 
COL.1.10	Jinalćha cawsaycälinqui Jesusninchicpa munaynillanman, imaypis allincällacta paypa anrädunpä lulaśhtin. Chaynu Diosninchicta masta lisipäcuśhayquipaćh cawsayniquićhu allin lulaycunalla mas mas caycun'a. 
COL.1.11+COL.1.12	Ñatac Taytanchicpa jatun munayninman tincüta sumä balurta uycälishunayquipämi mañaculcá. Chayćha ima captinpis mana cuyupacullal masïsu śhaycaycälinqui cushishalla imaćhüpis sulpäta ucuśhtin. Yalpapäcuy: paymi caynu ishpiycälichishulanqui unanchaśhan malcanpa tücänincunacta allin gubirnunćhu partinacaycälinayquipä. 
COL.1.13+COL.1.14	Cay mana allin pachap mandäninpa maquinpïtacmi cuyay chulinpa gubirnunman julaycamälanchic yawarninpa ćhaninwan juchanchicta pampachaycul libriña cananchicpä.
COL.1.15	Jesusninchic'a mana licaśha Diospa quiquin liträtullanmi. Paymi lluy camaśhancunapïpis llapanpïpis sumä munayniyu puntacta calaña. 
COL.1.16	Payllawanmi tucuy ima licaśhanchictapis, mana licaśhanchictapis, munayniyu pudirniyu janay pachäćhu, cay pachäćhu cäcunätapis Dios camala. Payllawanmi payllapätacmi lluy lluyta camala. 
COL.1.17	Manalä imapis cayaptin Jesusninchic ñam calaña. Paymi llapan camaśhacunactapis caśhallanćhu caycachin. 
COL.1.18	Paytacmi aychan-yupay cä chalapacünincunap uman. Chaynu lluy imapïpis wamä cayalmi wañuycäpïpis puntacta śhalcamula imaćhüpis sumä allinninćhülä puntanninćhu camalaycunanpä. 
COL.1.19	Ñatac Diosmi tucuy cawsayninta payllaćhu camalaycachiyta munala. 
COL.1.20	Curuśhcäćhu yawarninta jićhaśhanpatacmi jinantin cay pachäćhu janay pachäćhu lluy cäcunätapis allinpa yapa licaycunanpä cutiycachimula.
COL.1.21	Amcunamá unay cawsapäculanqui Diospa japächäśha. Ćhïnicüninmi rasunpa capäculanqui pinsaśhayquicunäwan, lulaśhayquicunäwan'a. 
COL.1.22	Cananmi ichá tulluyu aychayu Jesuspa wañuyninpa allinpa licaycälichishunqui, chuya-cama, mana juchayu puntanćhu, payllapäña capäcunayquipä. 
COL.1.23	Caynu caycälinqui allin willacuy uyalipäcuśhayquićhu limalicuśhanman mana jucmanyällal masïsu jinalla chalapaculmá. Cay Jesuspa willacuynin jinantin pachäman ćhäśhancäta willawshïninmi ya'a Pablopis cayá.
COL.1.24	Chaymi canan amcunapi ñacaśhäta cushicú. Aw-ari, Jesusninchicpa aychan-yupay cä chalapacücunäpä unanchaycamäśhancäta listum cayá cushicuywan aychäćhu ñacaycunäpä. 
COL.1.25	Rasunpa Diosmi willacuyninta amcunamanpis lluy chalapacücunämanpis tantiaycachiywan sirbinäpä caćhaycamäla. 
COL.1.26+COL.1.27	Cay willacuy'a unay timpupïmi lluy awquillunchiccunapïpis pacaläśha cacula. Cananmi ichá Diosninchic chalapacünincunaman camalaycachinña. Cay pacacuynin Jesusninchic amcunaćhüña cayäśhancämari. Munayninñatacmi cay: pacacuyninta nunanman lisiycachiy, maynu sumä tuqui caśhanta jinantin pachäćhu lluy nunacunaca yaćhalpunanpä. Cayllapñam chalapaculcanqui gubirnunman Dios ćhasquiycälishunayquita.
COL.1.28	Chayurá lluymanpis limapaśhtin, yaćhachishtin llapan yaćhaycunäćhu Jesusninchicpïmi willaculcá Diospa ñawpäninman mana juchayü-camacta ćhaycälichinäpä. 
COL.1.29	Caypämi llapan callpäwan lüchanacul lulaycú Jesusninchic sumä munayninta umäśhanwan imalä canpis.
COL.2.1	Chayurá cayta yaćhaycälinayquitam muná. Aw, rasunpa sumä gänaśhwanmi mana jucmanyällal mañacú amcunapïpis, Laodiceacunäpïpis, jinaman imaypis mana lisimäśhancunäpïpis. 
COL.2.2	Mañacú juc-yupaylla, juc śhun'ulla cuyanacul, llapallayqui tacyaycälinayquipämi, ñatac Diospa pacäśha willacuynintapis tuquicta sumä mishqui ćhaniyu caśhanta tantiapäcunayquipämi. Chay willacuy quiquin Jesusmari. 
COL.2.3	Payćhümi talinchic lluy pacaläśha alli ćhaniyu yaćhaycunactawan tantiaycunactapis. 
COL.2.4	Cayta niycälic mayanpis imaymana mishqui limaycunawan mana ingañayalcäśhunayquipämi. 
COL.2.5	Masqui quiquí amcunaćhu mana cayalpis, śhun'ú amcunawanmi cayan. Cushicütacmi allin caycälishayquipïwan Jesusman masïsu chalapaculcäśhayquipïta.
COL.2.6	Chayurá Jesusta duyñuyquipäña ćhasquicuyalcal'a payllawanñari cawsapäcuy. 
COL.2.7	Allinña sapichacuyä jaćha-yupaypis payćhu sumäpa tacyaycäliy; yaćhachishuśhayquinu-ari walan-walan chalapacuyniqui payćhu masta tacyaycuchun. Jinaman sulpäta ucuypis shimiquipi ama pishichunchu.
COL.2.8	Licaculcay; chay yan'al mana allin mishqui inquitacuynincunallawan'a cuncapi ama chalachicuyalcaychu. Chay yaćhachicuynin manam Jesusninchicpïchu, sinu'a nunacunap custumrillancunapïtam, ñatac cay tutawyayä pachäćhu mandä munayniyücäpïtatacmi. 
COL.2.9	Diosñatacmi lluy imanuy caśhantapis camalächicun quiquin Jesusninchicćhu. 
COL.2.10	Payćhümi imapapis lluy junta cayalcanqui, jinantin pachäćhu lluy munayniyu puydïtucüpïtapis sumä-sumä mas puydïca cayaptin'a. 
COL.2.11	Payćhu capäcuśhayquiwantacmi siñaläśhaña cayalcanqui. Manam nunacunalla siñalal aychallanchicta juluycuśhannüllachu, sinu'a cay aychanchicpa munayninpi julaycamäśhanchiccämi; chaytá Jesusllanchicmari lulaycun. 
COL.2.12	Ñatac bawtisacälälil'a paywanmi pampälälisha-yupay capäculanqui; paywantacmi śhalcämuśhapis capäculanqui, Dios jatun munayninwan śhalcachimuśhanman chalapaculcäśhayquipamari.
COL.2.13	Ñatac juchayqui-laycu Diosninchicta mana lisiyalcalmi juc timpućhu'a paypä wañüśha capäculanqui. Cananmi ichá quiquin Dios Jesusninchicpa lluy juchanchicta pampachaycul paywan cuscacta cawsayta uycälishunqui. 
COL.2.14	Llapan nimäśhanchicta mana cäsucuy atipaśhanchiccunäpi lluy cäraycamänanchic cäcunätapis lluymi chincachin. Aw, curuśhcäman chacatäśhanwanmi mana caśhanman lluyta muyuycachin. 
COL.2.15	Cay Jesuspam Diosninchic binsila cay pachäćhu sumä munayniyu puydïtucuśhäta. Chay curuśhcäćhu binsishanwanmi lluypa puntanćhu prïsu-yupayta uyshulächin.
COL.2.16	Chayurá amañari juccuná niyalcäśhunquichu, imacta micunapäpis, upyanapäpis, fistacunacta licacunapäpis, warda muyuncunaćhu, quillacunaćhu fistacunapïpis. 
COL.2.17	Lluy caycuna śhamücäpa aspa llantuyllanmi cayan. Jesusninchicñatacmi ichá quiquin rasu-rasunca. 
COL.2.18	Chayurá paypi tuquicta yaćhalpunayquita ama waycachiculcaychu chay mana nunatucü-yupaylla anjilcunäta alawäcunäwan. “Ribilayämanmi” niyalcalpis chaynu cayalcan nunacunallap yaćhayllanwanmi. 
COL.2.19	Paycunam cutüśha-yupay Jesusninchicćhu manaña capäcunchu. Ya'anchictam ichá, pay jucllachaycamanchic quiquin aychanña cananchicpä. Umanchicnu cayalmi, lluy jinantin aychanta wiñaycachimanchic, micaycachimanchic, Diospa munayninmannuy lluy tincüninman ćhulaycamäśhanchicwan.
COL.2.20	Jesusninchicman chalapaculcäśhayquiwan'a cay pachäćhu jatun munayniyücäpa wañuśha-yupayñam muyülälinqui. Chayurá ¿imapïtan-nila canan cawsayanqui cay pachäpa nunan-yupaylä imaymana camachicuycunap munayninwan intuchicüśha? 
