GEN.1.1	Ala y'a ka danni daminɛ tuma min na, a kɔnna ka sankolo ni dugukolo le dan.
SIR.48.17	Ezekiyasi y'a ka masadugu lalaga ka barika don a la.
SIR.48.17	A ye jii sama ka na n'a ye dugu nin kɔnɔ.
SIR.48.17	A ye gweenw kɛ ka fara ci,
SIR.48.17	a ye jii lɔyɔrɔw lɔ fana.
SIR.48.18	Masacɛ Senakeribu wilila ka na Zeruzalɛmu kama ale ka tile la.
SIR.48.18	A y'a ka kɛlɛkuntigi bila ka n'a kama,
SIR.48.18	ale ye dabayakuma fɔ kosɔbɛ dugu nin kama.
SIR.48.19	O kama, dugumɔgɔw jigi tigɛra fɔɔ u yɛrɛyɛrɛla.
SIR.48.19	U tɔɔrɔla i ko muso tintɔ.
SIR.48.20	Nga u y'u ka dalili ɲaa sin Matigi Makaritigi ma,
SIR.48.20	u y'u bolo kɔrɔta a faan fɛ.
SIR.48.20	K'a to sankolo la,
SIR.48.20	Ala y'u jaabi o yɔrɔnin kelen,
SIR.48.20	a y'u kisi kira Ezayi sababu la.
SIR.48.21	Matigi ye Asirikaw kɛlɛ,
SIR.48.21	a ka mɛlɛkɛ y'u halaki.
SIR.48.22	Bari, Ezekiyasi tun be Matigi sago kɛ,
SIR.48.22	a y'a bɛma Dawuda ka sira taama kosɔbɛ,
SIR.48.22	i ko Ezayi tun be to k'a ɲini a fɛ cogo min na.
SIR.48.22	Ezayi tun ye kiraba ye,
SIR.48.22	a ka kirayakuma tun be kɛ wajibi ye.
SIR.48.23	Tile tun segira kɔfɛ Ezayi ka tile le la,
SIR.48.23	ka dɔ fara masacɛ sii kan.
SIR.48.24	Ala ye waati laban koo yir'a la a ka sebagaya la,
SIR.48.24	a kɛra ten,
SIR.48.24	Siyɔn dugumɔgɔw jigi tugura.
SIR.48.25	Koo minw bena kɛ laban ɲa,
SIR.48.25	a y'o ye k'a fɔ.
SIR.48.25	Koo minw tun dogonin lo,
SIR.48.25	a ye olu fɔ,
SIR.48.25	sanni o ka kɛ.
SIR.49.1	Wusulan dilanbaga ye wusulan min dilan ka ɲa,
SIR.49.1	mɔgɔ hakili be jigi la cogo min na,
SIR.49.1	masacɛ Zoziyasi fana ka koo be ten.
SIR.49.1	Zoziyasi tɔgɔ wele ka di bɛɛ daa la i ko lii.
SIR.49.1	A be i ko dɔnkili,
SIR.49.1	dumuniba kɛyɔrɔ la.
SIR.49.2	A ye siraɲuman ta,
SIR.49.2	k'a kɛ jama nimisara ka faran u ka kojuguw la.
SIR.49.2	A ye juguya kɛ daa faga ka bɔ yen.
SIR.49.3	A y'a dusu sin Matigi ma.
SIR.49.3	Waatijugu tuma na,
SIR.49.3	a jijara Ala ka sira yiriwako la.
SIR.49.4	Ka masacɛ Dawuda ni Ezekiyasi,
SIR.49.4	ani Zoziyasi niin bɔ a la,
SIR.49.4	tɔw bɛɛ ye kojugu fara kojugu kan.
SIR.49.4	Bari, u ye Fɛɛn bɛɛ kuntigi ka sariya bila kɔ,
SIR.49.4	Zuda mara masaw nana tunu.
SIR.49.5	Bari, u y'u ka fanga di dɔ wɛrɛw ma.
SIR.49.5	U y'u ka kunkɔrɔta di siya wɛrɛ ma.
SIR.49.6	Juguw ye tasuma don dugu wolomanin nin na,
SIR.49.6	Ala ka dugu nin na,
SIR.49.6	k'a kɔnɔ bɔlɔnw kɛ lakolon ye,
SIR.49.7	i ko kira Zeremi tun y'a fɔ cogo min na.
SIR.49.7	Bari, u tun y'a tɔɔrɔ,
SIR.49.7	Ala tun ye ale min kɛ a ka kira ye kabini a baa kɔnɔ,
SIR.49.7	waasa ka fɛɛnw juu walaka,
SIR.49.7	k'u cɛn ani k'u halaki,
SIR.49.7	nga a bena segi k'u tutu fana.
SIR.49.8	Ezekiyɛli ye yelifɛn nɔɔrɔman ye.
SIR.49.8	Ala tun y'o yira a la 
SIR.49.9	Bari, a hakili tora juguw benko la i ko sanji,
SIR.49.9	ka ɲuman kɛ siratilennin minɛbagaw ye.
SIR.49.10	Kira tan ni fila nunu ka koo faan fɛ,
SIR.49.10	u kolow kɔni be kaburu la.
SIR.49.10	Ala k'u nɔtabagaw di u ma.
SIR.49.10	Bari, u ye Yakuba ka soo jaa gwɛlɛya,
SIR.49.10	u ye jama kisi olu yɛrɛ ka jigiɲuman barika la.
SIR.49.11	Ne bena Zorobabɛli makiri cogo di?
SIR.49.11	Ale kɛra i ko taamasiɲɛ lafɛn mɔgɔ kinibolo la.
SIR.49.12	Ani Zozedɛki dencɛ Zozuwe fana.
SIR.49.12	Minw ye Alabatosoba lɔ kura ye u ka tile la.
SIR.49.12	U ye sigiyɔrɔ lɔ Matigi ye
SIR.49.12	k'o kɛ a boɲafɛn ye tuma bɛɛ.
SIR.49.13	Neemi fana ye hakilijigiko belebeleba to a kɔ.
SIR.49.13	Ale lo ye dugu laminikogo bennin nin lɔ.
SIR.49.13	A ye koon ni sɔgɔlanw don dondaw la,
SIR.49.13	a y'an ka siyɔrɔw lɔ.
SIR.49.14	Ala ye minw bɛɛ dan dugukolo kan,
SIR.49.14	Enɔki bɔɲɔgɔn te yen u cɛma.
SIR.49.14	Bari, ale tara ka bɔ dugukolo kan.
SIR.49.15	Mɔgɔ fana te yen min be Yusufu bɔ,
SIR.49.15	min kɛr'a balimaw ɲamɔgɔ ye,
SIR.49.15	ani jama dɛmɛbaga.
SIR.49.15	A kolow ye boɲaba sɔrɔ haali.
SIR.49.16	Sɛmu ni Sɛti ye boɲa sɔrɔ adamadenw cɛma haali.
SIR.49.16	Nga Ala ka danfɛnw bɛɛ la,
SIR.49.16	Adama le b'u bɛɛ sanfɛ.
SIR.50.1	Oniyasi dencɛ sarakalasebagaw kuntigi Simɔn le ye Alabatosoba lalaga.
SIR.50.1	U ye barika don Ala sigiyɔrɔ la,
SIR.50.1	ale lo ka tile la.
SIR.50.2	Ale lo ye kogo jamanjan nin juu sigi.
SIR.50.2	Ale lo ye Alabatosoba yɔrɔ kɔrɔtanin nin juu sigi.
SIR.50.3	Ale ka tile la, jii lɔyɔrɔ nin sogira.
SIR.50.3	Jii lɔyɔrɔ min tun ka bon i ko Alabatosoba dala tasaba.
SIR.50.4	Ka jama tanga halakili ma,
SIR.50.4	o tun y'a ka haminako ye.
SIR.50.4	O la, a ye dugu lamini ni kogo ye k'a kisi jugu ma.
SIR.50.5	A ka nɔɔrɔ tun be manamana haali
SIR.50.5	a bɔtɔ Ala sigiyɔrɔ cɛtigɛfani kɔfɛ!
SIR.50.5	A tora ka manamana kosɔbɛ Alabatosoba sigiyɔrɔ laminiwaati la.
SIR.50.6	A tun be manamana i ko dugugwɛda lolo, sankaba cɛma.
SIR.50.6	I ko kalo, a gwɛwaatiw la parapara.
SIR.50.7	I ko tile be manamana Fɛɛn bɛɛ kuntigi sigiyɔrɔ sanfɛ cogo min na.
SIR.50.7	I ko sanmuru be manamana sankaba nɔɔrɔmanw cɛma cogo min na.
SIR.50.8	I ko yirifeeren, tilemana na.
SIR.50.8	I ko binfeeren, jidaw la.
SIR.50.8	I ko yiri nɛrɛnin,
SIR.50.8	funtenituma Liban kulu kan.
SIR.50.9	I ko wusulan min be jɛnina wusulandaga kɔnɔ.
SIR.50.9	I ko sanudaga belebeleba
SIR.50.9	min masirinin be ni kabakuru sɔngɔgwɛlɛ sifa bɛɛ ye.
SIR.50.10	I ko olivuyiri min be deen.
SIR.50.10	I ko sipɛrɛyiri min be wili sanfɛ legelege.
SIR.50.11	A ye dulokiba nɔɔrɔman don tuma min na,
SIR.50.11	a y'a ka masirifɛn ɲanamanw don waati min na,
SIR.50.11	a yɛlɛtuma na Ala ka sarakabɔyɔrɔ la,
SIR.50.11	a ka nɔɔrɔ ye Ala ka sigiyɔrɔ kɛ yeelen ye.
SIR.50.12	A ye niyɔrɔw minɛ tuma min na sarakalasebagaw bolo,
SIR.50.12	a lɔnin tun be sarakabɔyɔrɔ tasuma manayɔrɔ gɛrɛfɛ.
SIR.50.12	A balimaw tun lɔra k'a lamini i ko masafugulan a kunna.
SIR.50.12	I ko yiribabaw, Liban kulu kan,
SIR.50.12	i ko tamarosun koorininw.
SIR.50.13	Arɔn deenw bɛɛ tun be ni u ka nɔɔrɔ ye.
SIR.50.13	Matigi boɲafɛnw tun be u bolo.
SIR.50.13	U tun be jama bɛɛ lajɛnnin ɲafɛ.
SIR.50.14	Simɔn tun be baara kɛra sarakabɔyɔrɔ la.
SIR.50.14	A tun be sarakafɛnw bilara Setigi,
SIR.50.14	Fɛɛn bɛɛ kuntigi ɲakɔrɔ.
SIR.50.15	A tun ye minnifilen ta,
SIR.50.15	ka duvɛn, 
SIR.50.15	sarakabɔyɔrɔ jukɔrɔ.
SIR.50.15	O ye kasa diman ye Fɛɛn bɛɛ kuntigi,
SIR.50.15	diɲɛ masa fɛ.
SIR.50.16	O tuma na, Arɔn deenw tun be pɛrɛn,
SIR.50.16	ka to k'u ka buru nigɛlamanw fiyɛ.
SIR.50.16	U tun be mankanba cira,
SIR.50.16	k'o kɛ hakilijigifɛn ye jama fɛ Fɛɛn bɛɛ kuntigi kosɔn.
SIR.50.17	O tuma na, o yɔrɔnin kelen,
SIR.50.17	jama bɛɛ jɛnna ɲɔgɔn fɛ
SIR.50.17	k'u kunbiri gwan k'u ɲaa biri,
SIR.50.17	ka Setigi,
SIR.50.17	Fɛɛn bɛɛ kuntigi Ala bato.
SIR.50.18	Dɔnkililabagaw tun b'a tanura kosɔbɛ.
SIR.50.18	Mankan nin boɲana ka kɛ dɔnkili diman ye.
SIR.50.19	Jama tun be Matigi,
SIR.50.19	Fɛɛn bɛɛ kuntigi dalila.
SIR.50.19	U tora dalili la Makaritigi ɲakɔrɔ
SIR.50.19	fɔɔ u tilara Matigi bato la
SIR.50.19	ka tila a ka baara la.
SIR.50.20	O tuma na,
SIR.50.20	Simɔn jigitɔ y'a bolow kɔrɔta,
SIR.50.20	k'u sin jama bɛɛ lajɛnnin ma, Isirayɛlidenw ma.
SIR.50.20	A ye duba kɛ u ye,
SIR.50.20	n'a yɛrɛ daa ye Matigi tɔgɔ la.
SIR.50.20	A ye kunkɔrɔta sɔrɔ ten,
SIR.50.20	bari a ye Matigi tɔgɔ wele.
SIR.50.21	Jama bɛɛ lajɛnnin y'u kunbiri gwan tugu
SIR.50.21	janko ka dɛmɛ sɔrɔ Matigi fɛ.
SIR.50.22	Ayiwa, sisan,
SIR.50.22	aw ka barika la diɲɛ tigi Ala ye,
SIR.50.22	ale min be kobabaw kɛ faan bɛɛ,
SIR.50.22	ale min ye boɲa la an ka tile kan
SIR.50.22	k'an to an baa kɔnɔ.
SIR.50.22	A y'an minɛ ka ɲa a ka ɲumanya kosɔn.
SIR.50.23	A ka nisɔndiya don an dusu la.
SIR.50.23	A ka hɛrɛ kɛ Isirayɛlidenw ye an ka tile la
SIR.50.23	ani saan o saan.
SIR.50.24	A ka makari an na ni kantigiya ye
SIR.50.24	k'an bɔ bolo la an sii bɛɛ la.
SIR.50.25	Siya fila be yen minw koo ka go ne ye.
SIR.50.25	A sabanan te siya yɛrɛ ye.
SIR.50.26	A fɔlɔ ye 
SIR.50.26	ani naloman minw siginin be Sisɛmu dugu kɔnɔ.
SIR.50.27	Zeruzalɛmuka Eleyazari dencɛ Siraki deen Yezu le ye hakilitigiya ni lɔnniya sɛbɛn kitabu nin kɔnɔ.
SIR.50.27	Lɔnniya min fanin b'a kɔnɔ,
SIR.50.27	a y'o le funfun kitabu nin kɔnɔ i ko sanji.
SIR.50.28	Mɔgɔ min man'a sɔbɛ don kuma nunu na,
SIR.50.28	o dagamunin lo.
SIR.50.28	Mɔgɔ min man'a mara a dusu la,
SIR.50.28	o tigi be kɛ kolɔnbaga ye.
SIR.50.29	Bari, n'a y'u bato,
SIR.50.29	a bena kɛ fangatigi ye koo bɛɛ la.
SIR.50.29	Sabu, a bena to ka siran Matigi ɲa a taayɔrɔw bɛɛ la.
SIR.50.29	A be
SIR.50.29	Barika ka la Matigi ye tuma bɛɛ.
SIR.50.29	Amiina, amiina!
SIR.51.1	Ne b'a fɛ ka barika la i ye, Masa Ala.
SIR.51.1	Ne b'a fɛ k'i tanu,
SIR.51.1	ne kisibaga Ala.
SIR.51.1	Ne be ele le fora.
SIR.51.2	Bari, e kɛra ne tangabaga,
SIR.51.2	ni ne dɛmɛbaga ye.
SIR.51.2	I ye ne kisi saya ma.
SIR.51.2	I ye ne kisi mɔgɔ tɔgɔ cɛnbagaw ka janjugu ma,
SIR.51.2	olu minw be galon tigɛ.
SIR.51.2	I ye ne kisi n jalakibagaw ma.
SIR.51.3	I kɛra ne dɛmɛbaga ye,
SIR.51.3	i ye ne bɔsi
SIR.51.3	e ka makari n'i tɔgɔ boɲa kosɔn.
SIR.51.3	I ye ne tanga ne ɲimibaga nunu ɲiiw ma.
SIR.51.3	I ye ne nii kisi n fagabagaw ma.
SIR.51.3	Ne ye gwɛlɛya caaman minw sɔrɔ,
SIR.51.3	i y'a kɛ ne sera k'u muɲu.
SIR.51.4	I ye ne kisi tasuma ma min tun ye ne lamini,
SIR.51.4	ne tun ma tasuma min mana.
SIR.51.5	I ye ne bɔsi lahara bolo.
SIR.51.5	I ye ne kisi mɔgɔ dajugu ma,
SIR.51.5	i ye ne kisi u ka galon ma.
SIR.51.6	Nɛɛn ka fɔta min be i ko biɲɛ,
SIR.51.6	i ye ne kisi o ma.
SIR.51.6	Ne tun sera saya ma yɛrɛ.
SIR.51.6	Ne tun sera lahara ka ban yɛrɛ.
SIR.51.7	Ne juguw tun ye ne lamini faan bɛɛ fɛ,
SIR.51.7	dɛmɛbaga ma ye ne la.
SIR.51.7	Ne tun be dɛmɛbaga ɲinina mɔgɔw cɛma,
SIR.51.7	nga ne ma foyi sɔrɔ.
SIR.51.8	O tuma na, ne hakili jigira ele Matigi ka makari la.
SIR.51.8	Ne hakili jigira e ka ɲumanya kɔ,
SIR.51.8	min ye tuma bɛɛ ta ye.
SIR.51.8	Minw be muɲuna k'i kɔnɔ,
SIR.51.8	i be olu kisi.
SIR.51.8	E b'u bɔsi mɔgɔjugu bolo.
SIR.51.9	O la, ne tora duguma ka kule i nɔɔ fɛ,
SIR.51.9	ne tun b'i dalila janko ne ka kisi saya ma.
SIR.51.10	Ne ye Matigi dali,
SIR.51.10	ale min ye ne matigi faa ye,
SIR.51.10	janko a kana ne fili lonjugu la,
SIR.51.10	yɛrɛboɲalaw ka waati la,
SIR.51.10	dɛmɛbaga tanya be ne la yɔrɔ min na.
SIR.51.11	Ne tena i tɔgɔ tanu dabila fewu.
SIR.51.11	Ne bena e ka ɲumanya kofɔ dɔnkili la.
SIR.51.11	O tuma na, ne ka dalili jaabira.
SIR.51.12	I ye ne kisi saya ma.
SIR.51.12	I ye ne bɔsi waatijugu la.
SIR.51.12	O kama, ne b'a fɛ k'i fo,
SIR.51.12	ka barika la i ye.
SIR.51.12	Ne bena ele Matigi tɔgɔ tanu.
SIR.51.13	Ne tun ye denmisɛn ye tuma min na,
SIR.51.13	sanni ne ka taga yaala,
SIR.51.13	ne ye lɔnniya ɲini kɛnɛ kan n ka Aladaliwaatiw la.
SIR.51.14	Ne ye Ala dali lɔnniya la Alabatosoba ɲafɛ.
SIR.51.14	Ne ben'a ɲini fɔɔ n sii daan na.
SIR.51.15	Lɔnniya yiriwara i ko 
SIR.51.15	A kɛra ne dusu diyafɛn ye.
SIR.51.15	Ne seenw ye sira tilennin minɛ.
SIR.51.15	Kabini ne denmisɛnman,
SIR.51.15	ne tugur'a kɔ.
SIR.51.16	Ne ye n tulo malɔ dɔɔni dɔrɔn,
SIR.51.16	ne y'a sɔrɔ.
SIR.51.16	Ne ye koo caaman lɔn kosɔbɛ.
SIR.51.17	Ale barika la,
SIR.51.17	ne ka koow tagara ɲa.
SIR.51.17	Min ye lɔnniya di ne ma,
SIR.51.17	ne bena barika la o tigi ye.
SIR.51.18	Ne y'a ŋaniya ko ne ben'a bato.
SIR.51.18	Koɲumankɛdusu be ne la,
SIR.51.18	ne tena nimisa o la abada.
SIR.51.19	Ne jijara waasa k'a sɔrɔ,
SIR.51.19	ne ye n timina diya sariya batoko la.
SIR.51.19	Ne ye n bolow kɔrɔta sanfɛ ka Ala dali
SIR.51.19	ka n ka dɛsɛ fɔ lɔnniya la.
SIR.51.20	Ne ye n ka miiriya sin a ma,
SIR.51.20	ne ma n yɛrɛ nɔgɔ, ne y'a sɔrɔ.
SIR.51.20	Ale sababu la,
SIR.51.20	ne kɛra hakilitigi ye kabin'a daminɛ.
SIR.51.20	Ne y'a lɔn ko a tena ne to abada.
SIR.51.21	Ne kɔnɔ tun gwann'a ɲini la.
SIR.51.21	O le y'a to,
SIR.51.21	ne y'a sɔrɔ cogoɲuman na.
SIR.51.22	Matigi ye ne sɔn boɲafɛn na,
SIR.51.22	min ye ne daa ye.
SIR.51.22	Ne ben'a waleɲuman lɔn n'o le ye.
SIR.51.23	Aw minw te hakilitigiw ye,
SIR.51.23	aw ye na ne fɛ.
SIR.51.23	Aw ye don ne ka kalan na.
SIR.51.24	Mun na aw bena to a tanya la ka waatijan kɛ?
SIR.51.24	K'a sɔrɔ, a nigɛ b'aw la.
SIR.51.25	Ne mana n daa yɛlɛ,
SIR.51.25	n b'a wango la.
SIR.51.25	Aw ye sɔn a ma k'a kɛ aw ta ye, sara t'a la.
SIR.51.26	Aw k'aw yɛrɛ majigi ka sɔn a ka tɔɔrɔ ma.
SIR.51.26	Aw ka sɔn a ka kalan ma.
SIR.51.26	Aw ben'a sɔrɔ aw kɔrɔ yɔrɔsurun na.
SIR.51.27	Aw yɛrɛ ɲaa k'a ye ko ne ma sigɛnba kɛ a kosɔn
SIR.51.27	sanni ka lafiɲɛba sɔrɔ.
SIR.51.28	Aw k'aw sɔbɛ don kalan la,
SIR.51.28	lɔnniya barika la,
SIR.51.28	aw bena sanu caaman sɔrɔ.
SIR.51.29	Aw k'aw nisɔn diya Matigi ka makari kosɔn.
SIR.51.29	Aw kana maloya n'a tɔgɔ tanu ye.
SIR.51.30	Aw k'aw ka kɛta kɛ sanni waati ka se,
SIR.51.30	o la, a bena aw ka sara d'aw ma a diwaati la.
SIR.51.31	 Aw ka Matigi tanu,
SIR.51.31	bari a ka ka ɲi,
SIR.51.31	a ka ɲumanya te ban abada.
SIR.51.32	 Ala min ka kan ni tanuli ye,
SIR.51.32	aw k'a tanu,
SIR.51.32	bari, a ka ɲumanya te ban abada.
SIR.51.33	 Aw ka Isirayɛli kɔlɔsibaga tanu,
SIR.51.33	bari, a ka ɲumanya te ban abada.
SIR.51.34	 Aw ka diɲɛ Danbaga tanu,
SIR.51.34	bari, a ka ɲumanya te ban abada.
SIR.51.35	 Aw ka Isirayɛli kumabɔbaga tanu,
SIR.51.35	bari, a ka ɲumanya te ban abada.
SIR.51.36	 Aw ka Isirayɛliden jɛnsɛnninw kafobaga tanu
SIR.51.36	bari, a ka ɲumanya te ban abada.
SIR.51.37	 Aw k'a ka dugu sigibaga n'a batoso lɔbaga tanu
SIR.51.37	bari, a ka ɲumanya te ban abada.
SIR.51.38	Aw ka Dawuda ka masaya kɔrɔtabaga tanu
SIR.51.38	bari, a ka ɲumanya te ban abada.
SIR.51.39	 Aw ka sarakalasebagaw wolomabaga tanu
SIR.51.39	olu minw ye Sadɔki dencɛw ye,
SIR.51.39	bari, a ka ɲumanya te ban abada.
SIR.51.40	 Aw ka Ibrayima tangabaga tanu
SIR.51.40	bari, a ka ɲumanya te ban abada.
SIR.51.41	 Aw ka Isiyaka tangakabakuru tanu
SIR.51.41	bari, a ka ɲumanya te ban abada.
SIR.51.42	 Aw ka Yakuba ka Setigi tanu
SIR.51.42	bari, a ka ɲumanya te ban abada.
SIR.51.43	 Aw ka Siyɔn wolomabaga tanu
SIR.51.43	bari, a ka ɲumanya te ban abada.
SIR.51.44	 Aw ka masaw ka Masa tanu
SIR.51.44	bari, a ka ɲumanya te ban abada.
SIR.51.45	 A ben'a ka jama kɛ setigiw ye kosɔbɛ,
SIR.51.45	o le y'a tanukun ye a ɲasiranbagaw bɛɛ fɛ,
SIR.51.45	Isirayɛlidenw fɛ,
SIR.51.45	siya min ka surun a la.
SIR.51.45	Aleluya!
SIR.51.46	 Tuma min na n tun ye kamelen ye,
SIR.51.46	sanni n ka taa yaala, n ye lɔnniya ɲini.
SIR.51.47	 N y'a sɔrɔ caaman
SIR.51.47	n ben'a ɲini foo ka taa se a dan na.
SIR.51.48	 Ɛrɛzɛn be mɔn ka dusudiya di tuma min na,
SIR.51.48	feere be kuru cogo min na,
SIR.51.48	ne fana taamana nisɔndiya la ten fana
SIR.51.48	bari ne ye lɔnniya lɔn kabi n kamelen tuma.
SIR.51.49	 N ye n tulo malɔ dɔɔni,
SIR.51.49	waasa ka kalan diman caaman sɔrɔ.
SIR.51.50	 A kɛra sababu ye ne fɛ
SIR.51.50	ani lɔnniya min ye kalan ye,
SIR.51.50	n ka boɲa la a kan a ka kan nin min ye.
SIR.51.50	N tun ko n be n ka nisɔndiya ɲini,
SIR.51.51	 n banbana ka lɔnniya ɲini n ma waati kɔnɔ.
SIR.51.52	 N ye n ka hami bana a kosɔn
SIR.51.52	n ma n kɔ di.
SIR.51.53	 N ye yɛrɛ tɔɔrɔ a kosɔn
SIR.51.53	n taara foo a nɔ fɛ.
SIR.51.53	N ye n tigɛ jan a fɛ,
SIR.51.53	n y'a ka gundo jati minɛ
SIR.51.53	n ye n yɛrɛ saniyani to.
BAR.1.1	Baruki ye kitabu min sɛbɛn k'a to Babilɔni, o filɛ nin ye, ale min tun ye Ɛlikiyasi dencɛ Azadiyasi deen Sedesiyasi dencɛ Maaseyasi deen Neriyasi dencɛ ye. 
BAR.1.2	Babilɔnikaw ye Zeruzalɛmu minɛ k'a jɛni saan min na, saan duuru o kɔ, a ye nin sɛbɛ o saan kalo duurunan tile wolonwulanan loon.
BAR.1.3	Baruki y'a kalan Zowakimu deen Yoyakin ɲana, min tun ye Zuda mara masacɛ ye, ani jama bɛɛ ɲana min tun nana ka mɛnni kɛ. 
BAR.1.4	Mɔgɔ minw bɛɛ tun siginin be Babilɔni, Sudi baa daa la, faamaw, ni masadenw, ani cɛkɔrɔbaw, ni jama bɛɛ, u bɛɛ tun bɛ yen, mɔgɔbabaw fara tɔw kan. 
BAR.1.5	Jama tun be suun na, u tun be kasira fana ka to ka Matigi daali. 
BAR.1.6	O kɔ, u ye wari kɛ ɲɔgɔn kan ka kɛɲɛ n'u kelen kelen bɛɛ seko ye 
BAR.1.7	k'a ci Salɔmu dencɛ Ɛlikiyasi dencɛ Zowakimu ma Zeruzalɛmu, ale min tun ye sarakalasebaga ye, ni sarakalasebagaw tɔw ma, ani jama min bɛɛ tun be n'a ye Zeruzalɛmu. 
BAR.1.8	U juguw tun ye minan minw ta Matigi ka soo kɔnɔ ka taga n'u ye, Baruki tun ye olu ta 
BAR.1.9	U y'o lalaga Zekoniyasi nunu minɛnin kɔ Babilɔni masacɛ Nabukodonozɔri fɛ. A tun ye Zekoniyasi minɛ Zeruzalɛmu, ka Isirayɛlidenw ɲamɔgɔw minɛ, n'u ka bololabaarakɛlaw,
BAR.1.10	U y'a fɔ ko: «An ye wari ci aw ma janko aw ka wusulan ni begɛnw ni kɔnɔninw san, k'u kɛ saraka jɛnitaw ye, ni hakɛ yafa sarakaw. Aw ka suman sarakaw ni saraka tɔ nunu bɔ Matigi, an ka Ala ka sarakabɔyɔrɔ kan, 
BAR.1.11	ka Ala dali Babilɔni masacɛ Nabukodonozɔri n'a deen Balitazari ye janko u sii ka caya i ko sankolo be dugukolo sanfɛ kudayi cogo min na, 
BAR.1.12	janko Matigi ka barika don an na, k'an nisɔndiya, Babilɔni masacɛ Nabukodonozɔri n'a deen Balitazari ka to k'an mara, an ka baara kɛ u ye waatijan na, an koo ka diya u ye fana. 
BAR.1.13	Aw ka Matigi an ka Ala daali anw ye fana, bari an y'a hakɛ ta. Fɔɔ ka se bii ma, Matigi diminin be an kɔrɔ kosɔbɛ. 
BAR.1.14	An ye kitabu min ci aw ma, aw k'o kalan Matigi ka soo kɔnɔ Gwatakɔrɔsigi ɲanagwɛ la a n'a daganin be loon minw na janko mɔgɔw ka lɔ u ka hakɛ la.
BAR.1.15	«Aw k'a fɔ ko: ‹Matigi, an ka Ala, i tilennin lo, nga maloya ye anw ta ye i n'a fɔ a be cogo min na bii. Maloya ye anw, Zuda mara mɔgɔw ni Zeruzalɛmukaw, 
BAR.1.16	n'an ka masaw, n'an ɲamɔgɔw, n'an ka sarakalasebagaw, n'an ka kiraw, ani an bɛmaw ta ye. 
BAR.1.17	Bari an ye e Matigi hakɛ ta. 
BAR.1.18	An ma kɛ lanamɔgɔw ye, an ma ele Matigi, an ka Ala ka kuma bato, i tun b'a fɔra an ye tuma min na ko an ka sariyaw sira taama, i ye minw sigi an ye. 
BAR.1.19	Kabini loon min na i y'an faaw bɔ Ezipiti jamana na fɔɔ ka na se bii ma, an ma tilen e ma, Matigi, an ka Ala, an m'i ka kuma jati. 
BAR.1.20	O le kosɔn, tɔɔrɔw tugunin b'anw kɔ i n'a fɔ an be cogo min na bii. Ele Matigi barika la, e ka baarakɛla Musa y'an lasɔmi danga minw la, e bɔra n'an faaw ye loon min na Ezipiti jamana na janko ka jamana diman d'an ma, o kojugu nunu y'an sɔrɔ. 
BAR.1.21	I ye kiraw ci an ma, nga an ma sɔn ka ele Matigi, an ka Ala ka kuma mɛn olu fɛ. 
BAR.1.22	An kelen kelen bɛɛ tugura an ka nigɛjuguw kɔ, ka batofɛn wɛrɛw bato. An ye kojugu kɛ ele Matigi, an ka Ala ɲakɔrɔ.
BAR.2.1	« ‹O la Matigi, i tun ye min fɔ an kama, n'an Isirayɛlidenw ka kititigɛlaw kama, e ye min fɔ an ka masaw kama, n'an ka ɲamɔgɔw, ani Isirayɛli ni Zuda mara mɔgɔw kama, i y'o kɛ. 
BAR.2.2	I ye koo minw kɛ Zeruzalɛmu la, o ɲɔgɔn ma deli ka kɛ yɔrɔ si diɲɛ kɔnɔ. A kɛra i ko a sɛbɛnnin be Musa ka sariyasɛbɛ kɔnɔ cogo min na. 
BAR.2.3	Gwɛlɛya sababu y'a kɛ dɔw y'u yɛrɛ wolodenw ɲimi. 
BAR.2.4	Masa minw bɛɛ b'an lamini na, ele Matigi y'an ka mɔgɔw jɛnsɛn olu cɛma k'u don u bolo janko u lamini siyaw bɛɛ k'u lɔgɔbɔ ani k'u nɛni. 
BAR.2.5	Sanni an ka see sɔrɔ, u sera anw le kɔrɔ, bari an ma ele Matigi, an ka Ala ka kuma bato. O la, an ye e hakɛ ta.
BAR.2.6	« ‹Matigi, an ka Ala, i tilennin lo, nga maloya ye anw n'an faaw ta ye, i n'a fɔ a be cogo min na bii. 
BAR.2.7	Matigi, i tun ye tɔɔrɔ min bɛɛ fɔ an kama, o bɛɛ y'anw sɔrɔ. 
BAR.2.8	O bɛɛ n'a ta, an ma i daali ko i k'o nigɛjuguw bɔ an kelen kelen bɛɛ la. 
BAR.2.9	O le kosɔn, i y'a to o tɔɔrɔ nunu y'an sɔrɔ, bari ni ele Matigi y'a fɔ ko an ka koo minw bɛɛ kɛ, i ye kantigi ye olu la. 
BAR.2.10	I y'o sariya minw sigi anw ye, e tun b'a fɔra an ye tuma min na ko an k'o bato, an ma mɛnni kɛ i fɛ.
BAR.2.11	« ‹Matigi, Isirayɛli ka Ala, i ye kabakow ni taamasiɲɛw kɛ ni sebagayaba ye, k'i ka jama bɔ Ezipiti jamana na. I y'i tɔgɔ boɲa i n'a fɔ a be ye bii cogo min na. Sisan 
BAR.2.12	an sɔnna ko an ye hakɛ kɛ, an murutira e ma, Matigi an ka Ala. An ma i ka fɔta si bato. 
