GEN.1.1	Nang pasimula ay nilikha ng Diyos ang langit at ang lupa;
JDT.14.3	Kukunin ng mga taga-Asiria ang kanilang mga sandata, at magtatakbuhan sa kampo nila upang gisingin ang kanilang mga pinuno. Pupunta naman ang mga ito sa tolda ni Holofernes subalit hindi nila siya matatagpuan. Malilito sila at magsisitakas. 
JDT.14.4	Sa gayon, habulin ninyo sila, kayong lahat na naninirahan sa loob ng mga hangganan ng Israel. Patayin ninyo ang lahat ng inyong aabutan. 
JDT.14.5	Ngunit bago ang lahat, dalhin ninyo sa akin ang Ammonitang si Aquior. Nais kong makita niya at kilalanin ang taong humamak sa Israel at nagsugo sa kanya rito sa paniniwalang siya'y mamamatay na kasama natin.”
JDT.14.6	Sinundo nga nila si Aquior mula sa bahay ni Uzias. Nang dumating ito at makita ang ulo ni Holofernes na hawak ng isa sa mga kalalakihang nagkakatipon, nawalan siya ng malay at bumagsak sa lupa. 
JDT.14.7	Itinayo nila siya at siya'y nagpatirapa sa paanan ni Judith bilang pagbibigay-galang. “Ang papuri sa iyo ay aawitin sa lahat ng kampo sa Juda at sa gitna ng mga bansa. Manginginig sila kapag narinig ang iyong pangalan. 
JDT.14.8	Maaari bang isalaysay mo ngayon sa akin ang kabuuan ng iyong ginawa sa loob ng nagdaang mga araw?” ang wika niya. Kaya't sa harapan ng mga tao, isinalaysay ni Judith ang lahat ng ginawa niya mula nang siya'y umalis hanggang sa sandaling iyon na nag-uulat siya sa kanila. 
JDT.14.9	Pagkatapos niyang magsalita, nagsigawan sa pagbubunyi ang mga tao. Ang buong lunsod ay napuno ng kaligayahan. 
JDT.14.10	Si Aquior naman, pagkarinig sa lahat ng ginawa ng Diyos ng Israel, ay sumampalataya na sa Panginoon. Siya ay nagpatuli bilang pagsunod sa utos na tinutupad ng mga Judio. Ganap siyang nakiisa sa sambahayan ni Israel hanggang wakas.
JDT.14.11	Nang magbukang-liwayway, isinabit ng mga Israelita sa labas ng pader ang ulo ni Holofernes. Pagkatapos, lahat ng lalaking Israelita ay kumuha ng sandata at pangkat-pangkat na nagpunta sa gilid ng bundok. 
JDT.14.12	Nang makita sila ng mga taga-Asiria, mabilis na ipinagbigay-alam sa kanilang mga pinuno ang nagaganap. Ibinalita naman ito ng mga pinuno sa kanilang mga heneral, sa lider ng mga pangkat, at sa lahat ng tagapanguna. 
JDT.14.13	At pumunta sila sa tolda ni Holofernes at sinabi kay Bagoas, “Gisingin mo ang ating panginoon! Ang mga alipin ay magtatangkang makipagdigma. Hinahanap lang nila ang ganap na pagkalipol.”
JDT.14.14	Pumasok sa tolda si Bagoas at tumawag sa kanyang panginoon na akala'y natutulog kasama si Judith. 
JDT.14.15	Nang walang sumasagot, hinawi niya ang tabing, tumuloy sa loob, at nakita ang bangkay na walang ulo. 
JDT.14.16	Bigla siyang nagpalahaw ng pag-iyak, nanaghoy, at winasak ang kanyang kasuotan. 
JDT.14.17	Pinasok niya ang toldang tinutuluyan ni Judith at nang di niya ito natagpuan, patakbo siyang nagbalik sa pangkat na nasa labas, at ang sabi niya, 
JDT.14.18	“Napaglalangan tayo ng mga alipin! Isang babaing Hebreo ang naghatid ng napakalaking kahihiyan sa sambahayan ni Haring Nebucadnezar. Nariyan sa loob si Holofernes, bangkay na walang ulo!” 
JDT.14.19	Nang ito'y marinig ng mga pinuno ng hukbong taga-Asiria, winasak nila ang kanilang mga mahabang panloob na kasuotan at gayon na lamang ang panghihilakbot nila. At napakinggan sa kampo ang nakakatulig na tilian at hagulgulan.
JDT.15.1	Ang mga sundalong nasa loob ng mga tolda naman ay nabigla nang malaman ang nangyari, 
JDT.15.2	at nangatal silang lahat sa takot. At nagkagulu-gulo na. Nagkanya-kanya sila ng takbo patungo sa iba't ibang panig para makatakas. May nagtakbuhan sa mga daan, may nakarating sa kapatagan at sa kabundukan. 
JDT.15.3	Umatras din ang mga inatasang magbantay sa palibot ng mga burol ng Bethulia, at sa kanilang pagtakas, sinagupa sila ng mga taga-Israel.
JDT.15.4	Nagsugo si Uzias sa Bethomestaim, sa Bebai, sa Choba, sa Kola, at sa buong bayang Israel upang ibalita ang nangyari, at upang himukin silang lumabas para patayin ang mga kaaway. 
JDT.15.5	At nang matanggap ang balitang ito, nagkaisa silang harapin ang kalaban, at napatay nga nila ang mga ito hanggang sa Choba. Dumating din ang mga nasa Jerusalem at mga nakatira sa kaburulan sapagkat ibinalita rin sa kanila ang nangyari sa kampo ng kaaway. Pinakamaraming napatay ang mga taga-Gilead at Galilea, sapagkat lumabas sila hanggang sa hangganan ng Damasco.
JDT.15.6	Ang iba pang naninirahan sa Bethulia ay sumalakay sa kampo ng mga taga-Asiria at napakaraming nasamsam na kayamanan. 
JDT.15.7	Nang magbalik buhat sa pamumuksa ang mga lalaking Israelita, kinuha nila ang natirang masasamsam. Pati ang nasa mga nayon at bayan sa kaburulan ay maraming nakuha sapagkat talagang napakarami ng kayamanang naroon.
JDT.15.8	Pagkatapos, dumating si Joakim, ang pinakapunong pari, at ang mga bumubuo ng sanggunian ng bansang Israel mula sa Jerusalem. Nakita nila ang kahanga-hangang ginawa ng Panginoon para sa Israel at nais din nilang makaharap at batiin si Judith. 
JDT.15.9	Nang makaharap na nga nila ito, nagkaisa sila sa pagpaparangal sa kanya. “Ikaw ang karangalan ng Jerusalem! Itinampok ang Israel dahil sa iyo. Ipinagkakapuri ka ng ating bansa. 
JDT.15.10	Nagawa mong lahat ito nang nag-iisa. Napakalaking kabutihan ang nagawa mo para sa Israel. Ang Diyos ang lugod na lugod. Pagpalain ka ng Diyos na Makapangyarihan sa lahat, habang ikaw ay nabubuhay!”
JDT.15.10	At sumagot ang mga tao, “Amen!”
JDT.15.11	Inabot ng tatlumpung araw bago natapos samsaman ng mga Israelita ang kampo ng mga taga-Asiria. Ibinigay nila kay Judith ang tolda ni Holofernes, lahat ng kasangkapang pilak, mga higaan, mga sisidlan, at lahat ng kagamitan nito. Kinuha niya ang mga ito at isinakay sa kanyang asno; ang iba'y inilagay sa mga kariton. 
JDT.15.12	Nagtipon ang lahat ng babae sa Israel para makita at maparangalan si Judith. Nagpakita rin sila ng tanging sayaw para sa kanya. Si Judith nama'y kumuha ng mga sanga ng olibo at ibinigay sa mga babaing kasama niya. 
JDT.15.13	Ipinutong nila sa kanilang ulo ang mga sangang ito, gayon din kay Judith. Pumunta siya sa unahan ng lahat ng nagsasayaw; sumunod sa kanya ang mga babae, at sumusunod sa likuran ang kalalakihan ng Israel, hawak-hawak ang kanilang sandata, nakasuot ng mga kuwintas na bulaklak at masayang umaawit ng papuri sa Diyos.
JDT.16.1	Pinangunahan ni Judith ang buong bansang Israel sa isang awit ng pasasalamat. Lahat ay ubos-lakas na umawit ng papuri. 
JDT.16.2	Ganito ang awit ni Judith:
JDT.16.2	“Purihin ang Diyos, siya ay awitan,
JDT.16.2	tugtugin ang tamburin, gamitin ang pompiyang,
JDT.16.2	isang bagong awit, siya'y papurihan,
JDT.16.2	siya ay tawagin nang tayo'y tulungan.
JDT.16.3	Siya'y Panginoon, maging ng digmaan.
JDT.16.3	Pinapatigil niya ito, kung kinakailangan;
JDT.16.3	ako'y iniligtas sa mga kalaban,
JDT.16.3	muling ibinalik sa dating tirahan.
JDT.16.4	Mula sa hilaga, mga kabundukan, bumabâ't lumusob ang mga kaaway;
JDT.16.4	hukbong libu-libo ang kasamang kawal,
JDT.16.4	halos ang mga ilog at mga kapatagan,
JDT.16.4	maging mga bundok, lubos na nakalatan.
JDT.16.5	Tinangkang ang bansa natin ay sunugin,
JDT.16.5	mga kabataan hangad ay lipulin;
JDT.16.5	maging mga bata, layon ay durugin,
JDT.16.5	at ang mga dalaga'y kanilang bihagin.
JDT.16.6	Ngunit humadlang ang Panginoon natin
JDT.16.6	babae'y ginamit, upang sila ay biguin.
JDT.16.7	Ang bayani nila'y nakitil ang buhay,
JDT.16.7	ngunit ang pumatay ay di mga kawal;
JDT.16.7	anak ni Merari, babaing matapang,
JDT.16.7	kagandahan nito ang siyang luminlang.
JDT.16.8	Dahil nga kay Judith, ang bansang Israel
JDT.16.8	kanyang natubos sa pagkaalipin.
JDT.16.8	Hinubad niya ang kasuotang balo,
JDT.16.8	nagsuot ng kasuotang lino,
JDT.16.8	nagpahid ng pabango,
JDT.16.8	naglagay ng mga palamuti.
JDT.16.8	Sa taglay niyang ganda at kagayakan,
JDT.16.8	lubos na naakit ang pinunong kaaway.
JDT.16.9	Sandalyas na suot, kay gandang pagmasdan,
JDT.16.9	lalong nagayuma, mabunying heneral,
JDT.16.9	ang naging kapalit nito'y kanyang kamatayan.
JDT.16.10	Sa tapang ni Judith, ang taga-Persia ay namangha,
JDT.16.10	nanginginig ang mga Medo sa kanyang ginawa.
JDT.16.11	Ang bayang Israel, sumigaw sa tuwa,
JDT.16.11	nahango sa wakas, sa buhay na abâ.
JDT.16.11	Ang mga kaaway ay pawang nangalat,
JDT.16.11	dahilan sa takot, sila'y nagsitakas.
JDT.16.12	Kami ay nagbuhat sa lahing alipin,
JDT.16.12	ngunit ang kaaway, natakot sa amin,
JDT.16.12	maraming napatay nang aming tugisin,
JDT.16.12	ang hukbo ng Diyos, ang kasama namin.
JDT.16.13	“Ako
JDT.16.13	ikaw, Panginoong Diyos, aking pupurihin;
JDT.16.13	ang taglay mong lakas, di kayang lupigin.
JDT.16.14	Bayaang maglingkod ang mga nilalang,
JDT.16.14	silang sa utos mo'y nagtamo ng buhay,
JDT.16.14	nang ang ilong nila ay iyong hingahan,
JDT.16.14	kaya itong madla'y dapat kong igalang.
JDT.16.15	Kapag ika'y lumapit, bundok, karagatan,
JDT.16.15	pawang manginginig, hindi mapalagay,
JDT.16.15	maging mga bato'y pawang natutunaw.
JDT.16.15	Ngunit sa sinumang masunuring tunay,
JDT.16.15	ika'y nahahabag, lubos na nagmamahal.
JDT.16.16	Panginoon
JDT.16.16	higit pa sa handog, kahit na anong sarap, na kung sinusunog ay humahalimuyak.
JDT.16.17	Alinmang bansang sa ati'y lumaban,
JDT.16.17	tiyak na hahantong sa kapahamakan.
JDT.16.17	Sila'y hahatulan ng Diyos na Panginoon.
JDT.16.17	Pagsapit ng Araw nitong Paghuhukom;
JDT.16.17	sila'y tutupukin, uod ay lilitaw,
JDT.16.17	tatangis sa dusang walang katapusan.”
JDT.16.18	Pagkaraan nito, ang mga tao'y pumunta sa Jerusalem upang sumamba sa Diyos. Nagsipaligo muna sila, saka nag-alay ng mga handog na susunugin, mga kusang-loob na handog at iba pang kaloob. 
JDT.16.19	At bilang pag-aalay ng panatang hain sa Diyos, inihandog ni Judith ang lahat ng ari-arian ni Holofernes na ibinigay sa kanya ng mga tao, pati na ang kulambong kinuha niya sa higaan nito. 
JDT.16.20	Tumagal ng tatlong buwan ang kanilang pagdiriwang sa Jerusalem, sa harap ng santuwaryo, at si Judith ay nakiisa sa kanila.
JDT.16.21	Nang matapos ang pagdiriwang nagsiuwi na sila. Si Judith nama'y bumalik sa Bethulia at namalagi sa kanyang asyenda. At hanggang sa huling araw ng kanyang buhay, natanyag siya sa buong bansa magmula nang mangyari ang ginawa niyang kabayanihan. 
JDT.16.22	Marami ang nanligaw sa kanya subalit hindi na siya nag-asawa pang muli nang mamatay ang asawa niyang si Manases. 
JDT.16.23+JDT.16.24	Higit siyang naging tanyag sa paglipas ng panahon at umabot siya ng sandaa't limang taóng gulang. Hindi siya umalis sa tahanan ng kanyang asawa at siya'y namatay sa Bethulia kung saan inilibing siya sa tabi ng puntod ng asawa niyang si Manases. Pitong araw na tinangisan ng Israel ang kanyang pagkamatay. Bago siya namatay, ang mga ari-arian niya'y kanyang ipinamahagi sa mga kamag-anak ni Manases at sa sarili niyang kamag-anakan. Kanya ring pinalaya ang lingkod niyang babae.
JDT.16.25	Habang nabubuhay si Judith at sa loob ng matagal na panahon pagkamatay niya, walang sinumang nagtangka pang gumambalang muli sa mga Israelita.
ESG.1_1.1+ESG.1_1.2+ESG.1_1.3	[1-3] Si
ESG.1_1.1+ESG.1_1.2+ESG.1_1.3	Noong unang araw ng unang buwan, ikalawang taon ng paghahari ni Haring Xerxes, si Mordecai ay nanaginip ng ganito: 
ESG.1_1.4	[4] Maraming boses at matinding kaguluhan, kulog, at lindol sa buong daigdig. 
ESG.1_1.5	[5] Walang anu-ano'y may lumitaw na dalawang dragong umaatungal nang malakas at handang maglaban. 
ESG.1_1.6	[6] Nang marinig ang kanilang atungal, ang mga bansa ay humanda upang digmain ang matuwid na bayan ng Diyos. 
ESG.1_1.7	[7] Naghari sa daigdig ang karimlan, kapanglawan, kaguluhan at pagkabahala. Nasira at gumuho ang lahat. 
ESG.1_1.8	[8] Nagulo ang matuwid na bansa dahil sa takot sa kapahamakang nagbabanta sa kanila, ngunit handa silang mamatay. 
ESG.1_1.9	[9] Subalit nanalangin sila sa Diyos, at ang panalangin nila'y naging parang isang napakalaking ilog na umagos mula sa isang maliit na bukal. 
ESG.1_1.10	[10] Sumikat ang araw at muling nagliwanag. Pinalakas ng Diyos ang mga mapagpakumbabá kaya nalipol nila ang mga mapagmataas nilang kaaway.
ESG.1_1.11	[11] Sa panaginip na iyon, nakita ni Mordecai ang binabalak gawin ng Diyos. Nang siya'y magising, maghapon niyang pinilit na maunawaan ang panaginip na iyon.
ESG.1_2.12	[12] Noon, si Mordecai ay nagpapahinga sa bakuran ng palasyo, kasama sina Gabata at Tara na mga eunukong bantay roon. 
ESG.1_2.13	[13] Narinig niya ang pag-uusap ng dalawa at nalaman niyang balak ng mga ito na patayin si Haring Xerxes. Kaya't siya'y nagpunta sa hari at ito'y kanyang ipinaalam. 
ESG.1_2.14	[14] Ang dalawa ay ipinatawag ng hari at tinanong kung totoo ang paratang ni Mordecai. Nang umamin ang dalawa, sila'y ipinabitay ng hari.
ESG.1_2.15	[15] Ang buong pangyayari'y ipinasulat ng hari sa isang aklat. Isinulat din ni Mordecai ang mga pangyayaring ito. 
ESG.1_2.16	[16] Bilang gantimpala sa kanyang ginawa, si Mordecai ay binigyan ng hari ng tungkulin sa palasyo mula noon.
ESG.1_2.17	[17] Ngunit si Haman na anak ni Hamedata na isang Agagita,
ESG.1_3.18	[1] Si
ESG.1_3.19	[2] Ang kanyang palasyo ay nasa Lunsod ng Susa, ang kapitolyo ng kaharian ng Persia.
ESG.1_3.20	[3] Nang ikatlong taon ng kanyang paghahari, naghanda siya ng isang piging para sa isang natatanging grupong tinatawag na “Mga Kaibigan”. Inimbitahan rin niya ang kanyang mga pinuno, mga lingkod, mga pinunong kawal ng Persia at Media, pati mga maharlikang tao at mga gobernador ng mga lalawigan. 
ESG.1_3.21	[4] Ipinagparangalan niya sa mga ito ang kayamanan ng kanyang kaharian at ang maringal niyang pamumuhay. Ang handaan ay tumagal nang sandaan at walumpung araw.
ESG.1_3.22	[5] Pagkaraan nito, pitong araw naman siyang nagdaos ng handaan para sa lahat ng mga naninirahan sa Susa, dayuhan man o katutubo. Ginanap ito sa bulwagang nasa hardin ng palasyo. 
ESG.1_3.23	[6] Puting-puti ang mga kurtina at maraming palawit na kulay asul. Ang mga tali nito'y nilubid na pinong lino at kulay ube, at nakasabit sa mga argolyang pilak. Marmol ang mga haligi ng palasyo. Gawa naman sa ginto't pilak ang mga upuan. Ang sahig ay nalalatagan ng mga baldosang yari sa puting marmol, malalaking perlas, at mamahaling bato. 
ESG.1_3.24	[7] Ang mga kopitang ginamit na inuman ay gawa sa ginto at pilak. Inilabas din ng hari ang isang kopitang punung-puno ng mamahaling hiyas na aabot ang katumbas na halaga sa tone-toneladang pilak. Napakarami ring ipinamahaging alak na tanging ang hari lamang ang nakakainom. 
ESG.1_3.25	[8] Ipinag-utos ng hari sa mga tagapagsilbi na bigyan ng alak ang mga panauhin ayon sa kagustuhan ng bawat isa.
ESG.1_3.26	[9] Samantala, nagdaos naman ng isang handaan para sa kababaihan si Reyna Vasti sa palasyo ng Haring Xerxes.
ESG.1_3.27	[10] Nang ikapitong araw ng pagdiriwang, nalasing ang hari at ipinatawag niya sina Mehuman, Bizta, Harvona, Bigta, Abagta, Zetra at Carcas, ang pitong eunuko na personal na naglilingkod sa kanya. 
ESG.1_3.28	[11] Ipinasundo niya si Reyna Vasti sa mga ito upang humarap sa kanya na suot ang korona upang ipakita sa lahat ng naroon ang kagandahan ng reyna sapagkat ito naman ay tunay na napakaganda. 
ESG.1_3.29	[12] Ngunit tumangging sumama si Reyna Vasti sa mga sinugong eunuko. Napahiya ang hari kaya't labis itong nagalit.
ESG.1_3.30	[13] Sa mga ganitong pangyayari sumasangguni ang hari sa mga pantas na dalubhasa sa batas at paghatol. 
ESG.1_3.31	[14] Ito'y sina Carsena, Setar, Admata, Tarsis, Meres, Marsena at Memucan, ang pitong pangunahing pinuno ng Persia at Media. Malapit sila sa hari,
ESG.1_3.32	[15] Itinanong ng hari, “Ano ba ang dapat gawin kay Reyna Vasti dahil sa pagsuway niya sa aking utos na ipinasabi ko sa pamamagitan ng mga sugo?”
ESG.1_3.33	[16] Sumagot si Memucan, “Nagkasala si Reyna Vasti, hindi lamang sa hari kundi pati sa mga pinuno at sa lahat ng nasasakupan ng Haring Xerxes. 
ESG.1_3.34	[17] Tiyak na malalaman ng lahat ng babae sa kaharian ang pangyayaring ito. Dahil dito, may dahilan na sila para sumuway sa kani-kanilang asawa. Idadahilan nilang si Reyna Vasti mismo ay hindi humarap sa hari nang ipatawag ito. 
ESG.1_3.35	[18] Ngayon pa ay natitiyak kong alam na ito ng mga pangunahing babae ng Persia at Media at sasabihin na sa mga pinuno ng hari. Dahil dito, lalapastanganin na ng mga babae ang mga lalaki. 
ESG.1_3.36	[19] Kaya, kung inyong mamarapatin, mahal na hari, magpalabas kayo ng isang utos na magiging bahagi ng mga batas ng Persia at Media para hindi mabago. Sa bisa ng utos na ito, aalisin kay Vasti ang pagiging reyna at papalitan siya ng mas mabuti kaysa kanya. 
ESG.1_3.37	[20] Kapag ito'y naipahayag na sa inyong malawak na kaharian, tiyak na igagalang ng mga babae ang kani-kanilang asawa, mayaman o mahirap man.”
ESG.1_3.38	[21] Nagustuhan ng hari at ng kanyang mga pinuno ang payo ni Memucan. 
ESG.1_3.39	[22] Pinadalhan niya ng sulat ang mga lalawigang sakop ayon sa kani-kanilang wika upang kilalanin na ang mga lalaki ang siyang pinuno ng kanilang sambahayan at dapat igalang.
ESG.2_1.1	[1] Lumipas ang mga araw at napawi ang galit ni Haring Xerxes. Naalala niya si Vasti, ang ginawa nito at ang utos na nilagdaan niya laban dito. 
ESG.2_1.2	[2] “Bakit di kayo magpahanap ng mga magagandang dalagang may ginintuang kalooban, Kamahalan?” tanong sa kanya ng kanyang mga lingkod. 
ESG.2_1.3	[3] “Pumili kayo ng mga tauhan sa bawat lalawigan para humanap ng magagandang dalaga sa kanilang lugar at dalhin sa inyong harem sa Lunsod ng Susa. Ipagkatiwala ninyo sila kay Hegai, ang eunukong namamahala sa harem ng hari, at bigyan ninyo sila ng mga pampagandang kailangan nila. 
ESG.2_1.4	[4] Ang sinumang maibigan ng hari ang siyang ipapalit kay Vasti.” Nagustuhan ng hari ang panukalang ito, at ganoon nga ang kanyang ginawa.
ESG.2_1.5	[5] Noon ay may isang Judio na nakatira sa Lunsod ng Susa, ang kapitolyo ng Persia. Siya'y si Mordecai na anak ni Jair at apo ni Simei na anak naman ni Kis. Si Mordecai ay mula sa lipi ni Benjamin. 
ESG.2_1.6	[6] Isa
ESG.2_1.7	[7] Si Mordecai ay may pinsang dalaga na ulilang lubos at siya ang nagpalaki. Ang pangalan niya'y Ester na anak ng tiyo ni Mordecai na si Aminadab. Nang mamatay ang mga magulang ni Ester, inampon na siya ni Mordecai at itinuring na parang tunay na anak.
ESG.2_1.8	[8] Bilang tugon sa utos ng hari tungkol sa paghahanap ng magagandang dalaga sa buong kaharian, napasama siya sa maraming dalagang tinipon sa palasyo sa pamamahala ni Hegai na tagapangasiwa sa harem. 
ESG.2_1.9	[9] Nakagaanan siya ng loob ni Hegai, kaya binigyan agad ng pagkain at mga pampaganda. Bukod dito, binigyan din siya ng pitong piling katulong na mula sa palasyo upang paglingkuran siya. Halatang kakaiba ang turing ni Hegai kay Ester at sa mga katulong niya.
ESG.2_1.10	[10] Subalit hindi sinabi ni Ester kung saang lahi o sambahayan siya nagmula dahil iyon ang bilin sa kanya ni Mordecai. 
ESG.2_1.11	[11] Araw-araw namang nagpupunta si Mordecai sa bulwagan ng harem upang alamin ang kalagayan ni Ester.
