GEN.1.1	Nang pasimula, nilikha ng Dios ang langit at ang lupa. 
2PE.1.10	Kaya nga, minamahal kong mga kapatid 
2PE.1.11	kundi buong galak kayong tatanggapin sa walang katapusang kaharian ng ating Panginoon at Tagapagligtas na si Jesu-Cristo.
2PE.1.12	Kaya lagi ko kayong pinapaalalahanan tungkol sa mga bagay na ito, kahit alam nʼyo na ang mga ito at matatag na kayo sa katotohanang tinanggap ninyo. 
2PE.1.13	At sa palagay ko, nararapat lang na paalalahanan ko kayo sa mga bagay na ito habang nabubuhay pa ako, 
2PE.1.14	dahil alam kong hindi na ako magtatagal sa mundong ito. Ang ating Panginoong Jesu-Cristo mismo ang nagpahayag nito sa akin. 
2PE.1.15	Kaya gagawin ko ang lahat para makatiyak akong maaalala nʼyo pa rin ang mga itinuro ko kahit wala na ako rito.
2PE.1.16	Ang mga ipinangaral namin sa inyo tungkol sa kapangyarihan at pagdating ng ating Panginoong Jesu-Cristo ay hindi kwentong gawa-gawa lang. Nasaksihan namin mismo ang kadakilaan niya. 
2PE.1.17	Sapagkat nang parangalan at papurihan si Jesu-Cristo ng Dios Ama, narinig namin ang tinig ng Makapangyarihang Dios na nagsasabi, “Ito ang minamahal kong Anak na lubos kong kinalulugdan.” 
2PE.1.18	Narinig namin mismo ang tinig na nanggaling sa langit noong kasama namin si Jesus doon sa banal na bundok. 
2PE.1.19	Dahil nga rito, lalong tumibay ang paniniwala namin sa mga ipinahayag ng mga propeta noon. Kaya nararapat lang na bigyan nʼyo ng pansin ang mga sinabi nila, dahil para itong ilaw na tumatanglaw sa madilim na lugar hanggang sa araw ng pagdating ng Panginoon. Tulad siya ng tala sa umaga na nagbibigay-liwanag sa isipan ninyo.
2PE.1.20	Higit sa lahat, dapat ninyong tandaan na ang lahat ng isinulat ng mga propeta sa Kasulatan ay hindi ayon sa sarili nilang interpretasyon. 
2PE.1.21	Sapagkat hindi galing sa sarili nilang kalooban ang mga ipinangaral nila kundi sa Banal na Espiritu na nag-udyok sa kanila upang sabihin ang salita ng Dios.
2PE.2.1	Ngunit nagkaroon din ng mga huwad na propeta sa mga mamamayan ng Israel noong araw, at ganito rin ang mangyayari sa inyo. Magkakaroon ng mga huwad na guro sa inyo at palihim nilang ituturo ang mga aral na makakasira sa pananampalataya ninyo. Itatakwil nila maging ang Panginoon na tumubos sa kanila, kaya biglang darating sa kanila ang kapahamakan. 
2PE.2.2	Sa kabila nito, marami pa ring susunod sa nakakahiya nilang pamumuhay, at dahil sa kanila, malalapastangan ang katotohanang sinusunod natin. 
2PE.2.3	Dahil sa kasakiman nila, lilinlangin nila kayo sa pamamagitan ng matatamis na salita para kwartahan kayo. Matagal nang nakahanda ang hatol sa kanila, at malapit na silang lipulin.
2PE.2.4	Kahit nga ang mga anghel ay hindi kinaawaan ng Dios nang nagkasala sila. Sa halip, itinapon sila sa malalim at madilim na hukay para roon hintayin ang Araw ng Paghuhukom. 
2PE.2.5	Hindi rin kinaawaan ng Dios ang mga tao noong unang panahon dahil sa kasamaan nila, kundi nilipol silang lahat sa baha. Tanging si Noe na nangaral tungkol sa matuwid na pamumuhay at ang pito niyang kasama ang nakaligtas. 
2PE.2.6	Hinatulan din ng Dios ang mga lungsod ng Sodom at Gomora dahil sa kasamaan nila, at sinunog ang mga ito, para ipakita ang mangyayari sa masasama. 
2PE.2.7	Pero iniligtas ng Dios si Lot, isang taong matuwid na nababahala sa malaswang pamumuhay ng mga tao. 
2PE.2.8	Habang naninirahan doon si Lot, araw-araw niyang nasasaksihan ang masasama nilang gawain at labis na naghihirap ang kalooban niya. 
2PE.2.9+2PE.2.10	Kaya makikita natin na alam ng Panginoon kung paano iligtas sa mga pagsubok ang mga matuwid, at kung paano parusahan ang masasama. Parurusahan niya lalo na ang mga sumusunod sa masasamang nasa ng kanilang laman at ayaw magpasakop sa kanya, hanggang sa pagdating ng Araw ng Paghuhukom. Ang binabanggit kong mga huwad na guro ay mayayabang at mapangahas. Hindi sila natatakot lapastanganin ang mga makapangyarihang nilalang. 
2PE.2.11	Kahit ang mga anghel, na higit pang malakas at makapangyarihan sa mga gurong ito, ay hindi nilalapastangan ang mga makapangyarihang nilalang sa harap ng Panginoon. 
2PE.2.12	Pero nilalapastangan ng mga gurong ito ang mga bagay na wala naman silang alam. Para silang mga hayop na walang isip at ipinanganak para hulihin at patayin. Talagang lilipulin ang mga taong ito. 
2PE.2.13	Ito ang kabayaran sa ginagawa nilang kasamaan. Mahilig silang gumawa ng lantarang kalaswaan. Malaking kahihiyan at kapintasan ang dala nila sa inyo. Natutuwa silang lokohin kayo habang kumakain silang kasama ninyo sa mga pagsasalo-salo ninyo. 
2PE.2.14	Kung tumingin sila sa babae, puno ito ng pagnanasa. Wala silang tigil sa paggawa ng kasalanan at hinihikayat pa ang mga taong mahihina. Sanay sila sa pagiging sakim. Mga isinumpa sila! 
2PE.2.15	Tinalikuran nila ang tamang daan, kaya sila naligaw. Sinunod nila ang halimbawa ni Balaam na anak ni Beor na pumayag masuhulan sa paggawa ng masama. 
2PE.2.16	At dahil nilabag niya ang utos ng Dios, sinumbatan siya ng asno
2PE.2.17	Ang mga huwad na gurong itoʼy tulad ng mga natuyong batis at mga ulap na tinatangay ng malakas na hangin. Inilaan na sila ng Dios sa kadiliman. 
2PE.2.18	Mayabang silang magsalita, pero wala namang kabuluhan. Sinasabi nilang hindi masama ang pagsunod sa masasamang nasa ng laman. Kaya nahihikayat nilang bumalik sa imoralidad ang mga taong kakatalikod pa lamang sa masamang pamumuhay. 
2PE.2.19	Ipinapangako nila ang kalayaan sa mga nahihikayat nila, pero sila mismo ay mga alipin ng kasalanang magpapahamak sa kanila. Sapagkat alipin ang tao ng anumang kumokontrol sa kanya. 
2PE.2.20	Ang mga taong nakakilala na kay Jesu-Cristo na Panginoon at Tagapagligtas ay tumalikod na sa kasamaan ng mundo. Ngunit kung muli silang bumalik sa kasamaan at maging alipin muli nito, mas masahol pa sa dati ang magiging kalagayan nila. 
2PE.2.21	Mas mabuti pang hindi na nila natagpuan ang landas patungo sa matuwid na pamumuhay, kaysa sa natagpuan ito at talikuran lang sa bandang huli ang mga banal na utos na ibinigay sa kanila. 
2PE.2.22	Bagay sa kanila ang kasabihan,
2PE.2.22	“Ang asoʼy kumakain ng suka niya.”
2PE.2.22	At, “Ang baboy, paliguan man ay babalik din sa kanyang lubluban.”
2PE.3.1	Mga minamahal, pangalawang sulat ko na ito sa inyo. Sa mga sulat ko, sinikap kong gisingin ang kaisipan nʼyo sa kabutihan, sa pamamagitan ng pagpapaalala sa inyo ng ilang bagay. 
2PE.3.2	Nais kong ipaalala sa inyo ang mga salita ng mga propeta ng Dios noong una at ang utos na ibinigay sa inyo ng ating Panginoon at Tagapagligtas sa pamamagitan ng mga apostol na isinugo sa inyo. 
2PE.3.3	Una sa lahat, dapat ninyong maunawaan na sa mga huling araw ay darating ang mga manlilibak at susundin ang masasama nilang nasa. 
2PE.3.4	Sasabihin nila, “Hindi baʼt nangako si Cristo na babalik siya? Nasaan na siya ngayon? Namatay na ang mga magulang namin pero wala pa ring pagbabago mula nang likhain ang mundo.” 
2PE.3.5	Sinasadya nilang kalimutan ang katotohanan na nilikha ng Dios ang langit sa pamamagitan ng kanyang salita. At nilikha niya ang lupa mula sa tubig at sa pamamagitan ng tubig.
2PE.3.6	At sa pamamagitan din ng tubig, bumaha sa mundo at nalipol ang lahat. 
2PE.3.7	Sa pamamagitan din ng kanyang salita, itinakdang tupukin ng Dios sa apoy ang kasalukuyang langit at lupa sa Araw ng Paghuhukom at paglipol sa masasama.
2PE.3.8	Ngunit huwag sana ninyong kakalimutan mga minamahal, na sa Panginoon, walang pinagkaiba ang isang araw sa isang libong taon. Para sa kanya ang mga ito ay pareho lang. 
2PE.3.9	Hindi nagpapabaya ang Panginoon sa pagtupad sa pangako niya, gaya ng inaakala ng ilan. Ang totoo, binibigyan lang niya ng pagkakataong magsisi ang lahat sa mga kasalanan nila, dahil ayaw niyang mapahamak ang sinuman. 
2PE.3.10	Ang araw ng Panginoon ay darating na tulad ng isang magnanakaw. Sa araw na iyon, biglang mawawala ang kalangitan na may nakakapangilabot na ugong. Masusunog ang lupa
2PE.3.11	Kung ganito ang magiging kahihinatnan ng lahat, dapat kayong mamuhay nang banal at makadios, 
2PE.3.12	habang hinihintay nʼyo ang araw ng pagdating ng Dios at ginagawa ang makakayanan nʼyo para mapadali ang pagdating niya. Sa araw na ito, masusunog ang langit sa apoy at matutunaw ang lahat ng nasa lupa sa tindi ng init. 
2PE.3.13	Ngunit ayon sa pangako niya, may maaasahan din tayong bagong langit at lupa na paghaharian ng katarungan.
2PE.3.14	Kaya nga, mga minamahal, habang inaasahan nʼyo ang bagay na ito, pagsikapan ninyong mamuhay nang mapayapa, malinis, at walang kapintasan sa paningin niya. 
2PE.3.15	Alalahanin nʼyo na kaya hindi pa dumarating ang Panginoon ay para bigyan ng pagkakataong maligtas ang mga tao, gaya nga ng mga isinulat sa inyo ng mahal nating kapatid na si Pablo sa pamamagitan ng karunungang ibinigay sa kanya ng Panginoon. 
2PE.3.16	At ito rin ang sinasabi niya sa lahat ng sulat niya. May ilang bahagi sa mga sulat niya na mahirap intindihin, na binibigyan ng maling kahulugan ng mga hangal at mahihina ang pananampalataya, gaya ng ginagawa nila sa ibang mga Kasulatan. Kaya sila mismo ang nagpapahamak sa sarili nila. 
2PE.3.17	Mga minamahal, alam na ninyo ito kahit noon pa. Kaya mag-ingat kayo nang hindi kayo maloko sa pamamagitan ng mga maling aral ng mga taong suwail, at mawalay sa mabuti ninyong kalagayan sa Dios. 
2PE.3.18	Sa halip, lumago kayo sa biyaya 
1JN.1.1	Ipinapahayag namin sa inyo ang tungkol sa kanya na mula pa sa simula ay nariyan na.
1JN.1.2	Siya na pinagmumulan ng buhay na walang hanggan ay nahayag at aming nakita. Pinapatotohanan at ipinapahayag namin siya sa inyo, na sa simulaʼt simula pa ay kasama na ng Ama, at nagpakita sa amin. 
1JN.1.3	Ipinapahayag namin sa inyo ang nakita at narinig namin upang maging kaisa namin kayo sa Ama at sa kanyang Anak na si Jesu-Cristo. 
1JN.1.4	Isinusulat namin ito upang malubos ang aming
1JN.1.5	Ito ang mensaheng narinig namin mula kay Jesu-Cristo at ipinapahayag naman namin sa inyo: Ang Dios ay liwanag at sa kanya ay walang anumang kadiliman. 
1JN.1.6	Kung sinasabi nating may pakikiisa tayo sa kanya ngunit namumuhay naman tayo sa kadiliman, nagsisinungaling tayo at hindi namumuhay nang ayon sa katotohanan. 
1JN.1.7	Ngunit kung namumuhay tayo sa liwanag, tulad ng Dios na nasa liwanag, may pagkakaisa tayo, at nililinis tayo ng dugo ni Jesus na kanyang Anak sa lahat ng kasalanan.
1JN.1.8	Kung sinasabi nating wala tayong kasalanan, dinadaya natin ang ating sarili at wala sa atin ang katotohanan. 
1JN.1.9	Ngunit kung ipinagtatapat natin sa Dios ang ating mga kasalanan, maaasahan nating patatawarin niya ang ating mga kasalanan at lilinisin tayo sa lahat ng uri ng kasamaan dahil matuwid siya. 
1JN.1.10	Kung sinasabi nating wala tayong kasalanan, ginagawa nating sinungaling ang Dios, at wala sa atin ang kanyang salita.
1JN.2.1	Mga anak, sinusulat ko sa inyo ang mga bagay na ito upang hindi kayo magkasala. Ngunit kung may magkasala man, may tagapamagitan tayo sa Ama – siya ay si Jesu-Cristo, ang Matuwid. 
1JN.2.2	Siya ang ibinigay na handog para sa kapatawaran ng ating mga kasalanan, at hindi lang ng mga kasalanan natin kundi pati na rin ng kasalanan ng buong mundo. 
1JN.2.3	Nakatitiyak tayong kilala natin ang Dios kung sinusunod natin ang kanyang mga utos. 
1JN.2.4	Ang nagsasabing nakikilala niya ang Dios ngunit hindi naman sumusunod sa kanyang mga utos ay sinungaling, at wala sa kanya ang katotohanan. 
1JN.2.5	Ngunit sa sinumang sumusunod sa salita ng Dios, lubos na natupad sa kanya ang pag-ibig ng Dios. At sa ganitong paraan natin malalaman na tayoʼy nasa kanya: 
1JN.2.6	ang sinumang nagsasabing siya ay sa Dios, dapat siyang mamuhay nang tulad ni Jesu-Cristo.
1JN.2.7	Mga minamahal, hindi bago ang ibinibigay kong utos 
1JN.2.8	Ngunit masasabi rin natin na ang utos na itoʼy bago, dahil lumilipas na ang kadiliman at nagliliwanag na ang tunay na ilaw. At ang katotohanang ito ay nakita sa buhay ni Cristo at maging sa inyo. 
1JN.2.9	Ang sinumang nagsasabing siyaʼy nasa liwanag ngunit napopoot naman sa kanyang kapatid ay nasa kadiliman pa rin. 
1JN.2.10	Ang sinumang nagmamahal sa kanyang kapatid ay namumuhay sa liwanag, at walang anuman sa buhay niya ang magiging dahilan ng pagkakasala ng kanyang kapwa. 
1JN.2.11	Ngunit ang sinumang napopoot sa kanyang kapatid ay nasa kadiliman. Lumalakad siya sa kadiliman at hindi niya alam ang kanyang patutunguhan dahil binulag siya ng kadilimang ito.
1JN.2.12	Sumusulat ako sa inyo, mga anak, dahil pinatawad na 
1JN.2.13	Sumusulat ako sa inyo, mga ama, dahil nakilala nʼyo na siya na mula pa sa simula ay nariyan na.
1JN.2.13	Sumusulat ako sa inyo, mga kabataan, dahil nalupig na ninyo si Satanas.
1JN.2.14	Sumusulat ako sa inyo, mga anak, dahil nakilala nʼyo na ang Ama.
1JN.2.14	Sumusulat ako sa inyo, mga ama, dahil nakilala nʼyo na siya na mula pa sa simula ay nariyan na.
1JN.2.14	Sumusulat ako sa inyo, mga kabataan, dahil matatag ang 
1JN.2.15	Huwag ninyong ibigin ang mundo o ang mga makamundong bagay. Ang umiibig sa mga ito ay hindi umiibig sa Ama. 
1JN.2.16	Sapagkat ang lahat ng kamunduhan – ang masasamang hilig ng laman, ang pagnanasa sa mga nakikita ng mata, at ang anumang pagmamayabang sa buhay – ay hindi nagmumula sa Ama kundi sa mundo. 
1JN.2.17	Ang mundo at lahat ng bagay dito na hinahangad ng tao ay mawawala, ngunit ang taong sumusunod sa kalooban ng Dios ay mabubuhay magpakailanman.
1JN.2.18	Mga anak, malapit na ang mga huling araw, at tulad ng narinig ninyo, malapit na ang pagdating ng anti-Cristo. Ngayon pa lang ay marami nang anti-Cristo, kaya alam nating malapit na ang mga huling araw. 
1JN.2.19	Kahit naging kasama natin sila noong una, hindi sila tunay na kabilang sa atin. Sapagkat kung tunay na kabilang sila, nanatili sana sila sa atin. Ngunit ang pagtiwalag nilaʼy nagpapakita na hindi talaga sila kabilang sa atin.
1JN.2.20	Ngunit ipinagkaloob sa inyo ang Banal na Espiritu, kaya alam ninyong lahat 
1JN.2.21	Sumusulat ako sa inyo, hindi dahil sa hindi ninyo alam ang katotohanan kundi dahil sa alam nʼyo na, at alam din ninyo na walang kasinungalingan na maaaring magmula sa katotohanan. 
1JN.2.22	At sino ba ang sinungaling? Ang taong nagsasabing hindi si Jesus ang Cristo. Siya ang anti-Cristo. Ayaw niyang kilalanin ang Ama at ang Anak. 
1JN.2.23	Ang taong hindi kumikilala sa Anak, hindi sumasakanya ang Ama. Ngunit ang taong kumikilala sa Anak, sumasakanya ang Ama.
1JN.2.24	Huwag ninyong kalimutan ang mga natutunan ninyo mula pa noong una, upang patuloy kayong mamuhay nang may pagkakaisa sa Anak at sa Ama. 
1JN.2.25	Sa ganoon, mapapasainyo ang ipinangako ni Cristo: ang buhay na walang hanggan.
1JN.2.26	Isinusulat ko sa inyo ang tungkol sa mga taong nanlilinlang sa inyo. 
1JN.2.27	Kung tungkol naman sa inyo, ang 
1JN.2.28	Kaya nga, mga anak, manatili kayo sa kanya, upang magkaroon tayo ng kapanatagan sa kanyang pagbabalik, at hindi tayo mapahiya pagdating ng araw na iyon. 
1JN.2.29	Alam ninyo na si Cristo ay matuwid, kaya makasisiguro kayo na ang lahat ng taong gumagawa ng matuwid ay mga anak ng Dios.
1JN.3.1	Pag-isipan ninyo kung gaano kadakila ang pag-ibig ng Ama sa atin! Tinawag niya tayong mga anak niya, at tunay nga na tayoʼy mga anak niya! Kaya hindi tayo nakikilala ng mga tao sa mundo dahil hindi nila kilala ang Dios. 
1JN.3.2	Mga minamahal, mga anak na tayo ng Dios. Ngunit hindi pa naihahayag kung magiging ano tayo sa hinaharap. Alam natin na sa pagbabalik ni Cristo, tayo ay magiging katulad niya dahil makikita natin kung sino talaga siya. 
1JN.3.3	Kaya ang sinumang may ganitong pag-asa kay Cristo ay dapat maging matuwid sa kanyang buhay, tulad ng buhay ni Cristo na matuwid. 
1JN.3.4	Ang lahat ng nagkakasala ay lumalabag sa Kautusan ng Dios dahil ang kasalanan ay paglabag sa Kautusan. 
1JN.3.5	Alam ninyong si Cristo na walang kasalanan ay naparito sa mundo upang alisin ang ating mga kasalanan. 
1JN.3.6	Ang sinumang nananatili kay Cristo ay hindi na nagpapatuloy sa kasalanan. Ang nagpapatuloy sa kasalanan ay hindi pa nakakita o nakakilala sa kanya.
1JN.3.7	Mga anak, huwag kayong padadaya kaninuman! Ang sinumang gumagawa ng tama ay matuwid, tulad ni Cristo na matuwid. 
1JN.3.8	Ngunit ang nagpapatuloy sa kasalanan ay kampon ng diyablo, dahil ang diyablo ay gumagawa na ng kasalanan mula pa sa simula. Ito ang dahilan kung bakit naparito ang Anak ng Dios, upang wasakin ang mga gawa ng diyablo. 
1JN.3.9	Ang sinumang naging anak ng Dios ay hindi na nagpapatuloy sa kasalanan dahil ang katangian ng Dios ay nasa kanya na. At dahil nga ang Dios ay kanyang Ama, hindi na siya nagpapatuloy sa kasalanan. 
1JN.3.10	At dito makikilala kung sino ang mga anak ng Dios at kung sino ang mga anak ng diyablo: ang lahat ng hindi gumagawa ng matuwid o hindi nagmamahal sa kanyang kapatid ay hindi anak ng Dios.
1JN.3.11	Ito ang aral na narinig ninyo nang sumampalataya kayo: Dapat tayong magmahalan. 
1JN.3.12	Huwag nating tularan si Cain, na kampon ng diyablo kaya pinatay niya ang kanyang kapatid. At bakit niya pinatay ang kanyang kapatid? Sapagkat masama ang mga gawa niya, at matuwid naman ang mga gawa ng kanyang kapatid. 
1JN.3.13	Kaya huwag kayong magtaka, mga kapatid, kung galit sa inyo ang mga makamundo. 
1JN.3.14	Alam nating inilipat na tayo sa buhay 
1JN.3.15	Ang sinumang napopoot sa kanyang kapatid ay isang mamamatay-tao, at alam ninyo na walang mamamatay-tao ang may buhay na walang hanggan. 
1JN.3.16	Sa ganitong paraan natin nalalaman ang tunay na pag-ibig: ibinigay ni Jesu-Cristo ang kanyang buhay para sa atin. Kaya dapat din nating ialay ang ating buhay para sa ating mga kapatid. 
1JN.3.17	Kung mayroon man sa atin ang nasa mabuting pamumuhay at nakikita ang isang kapatid na nangangailangan ngunit hindi naman niya ito tinutulungan, masasabi ba natin na sumasakanya ang pag-ibig ng Dios? 
1JN.3.18	Mga anak, huwag tayong magmahalan sa salita lang, kundi ipakita natin sa gawa na tunay tayong nagmamahalan. 
1JN.3.19	Sa ganitong paraan, mapapatunayan natin na tayo nga ay nasa katotohanan at magiging panatag ang ating kalooban sa kanyang harapan 
1JN.3.20	kahit inuusig man tayo ng ating konsensya. Sapagkat ang Dios ay mas higit kaysa sa ating konsensya at nalalaman niya ang lahat ng bagay. 
1JN.3.21	Mga minamahal, kung hindi tayo inuusig ng ating konsensya, panatag tayong makakalapit sa Dios. 
1JN.3.22	At matatanggap natin ang anumang hinihiling natin sa kanya, dahil sumusunod tayo sa kanyang mga utos at ginagawa ang naaayon sa kanyang kalooban. 
1JN.3.23	At ito ang kanyang utos: Dapat tayong sumampalataya sa kanyang Anak na si Jesu-Cristo, at magmahalan gaya ng iniutos niya sa atin. 
1JN.3.24	Ang mga sumusunod sa utos niya ay nananatili sa kanya, at siyaʼy nananatili rin sa kanila. At malalaman natin na nananatili ang Dios sa atin sa pamamagitan ng 
1JN.4.1	Mga minamahal, huwag kayong basta maniniwala sa mga taong nagsasabi na ang ipinangangaral nilaʼy mula sa Banal na Espiritu. Sa halip, alamin muna ninyo kung nagmula nga sa Dios ang itinuturo nila. Sapagkat marami nang huwad at sinungaling na propetang nagkalat sa mundo. 
1JN.4.2	Sa ganitong paraan ninyo malalaman kung ang espiritung sumasakanila ay mula sa Dios: kung kinikilala nila na si Jesu-Cristoʼy naging tao, ang Dios mismo ang nagsugo sa kanila. 
1JN.4.3	Ngunit ang hindi kumikilala na si Jesus ay naging tao ay hindi isinugo ng Dios kundi ng 
1JN.4.4	Ngunit mga anak 
1JN.4.5	Itong mga huwad at sinungaling na propetaʼy makamundo, kaya ang mga bagay ng mundo ang kanilang itinuturo, at nakikinig sa kanila ang mga makamundo. 
1JN.4.6	Ngunit tayo naman ay sa Dios. Ang mga kumikilala sa Dios ay nakikinig sa mga itinuturo natin, ngunit ang mga hindi kumikilala sa Dios ay hindi nakikinig sa atin. Sa gayong paraan natin makikilala kung sino ang nangangaral ng mula sa Espiritu ng katotohanan o sa espiritu ng kasinungalingan.
