MAT.1.1	Tèntə diʼ təzhiʼ tə vətìʼ Yesò Klistò, wàyn Devìt yì a tìʼì wen ndiʼ Ablaham. 
PHP.4.18	Mà gàʼà à ghə̀ŋ la mà kiʼi li əfo a ghə̀ŋ tɨmə a mo no tsèm ə mbe nkiʼi ə ncho. Èbàfàlòditùs tə vì ə̀ kù no ə̀fo tsèm a ghə̀ŋ tə̀ tɨm la ghə̀ vi ə̀ kù à mò, mà ko bè gho kəfo. Ə̀fo avenə lèmtə̀ fwomə no nkàyn, à diʼ nə̀ kəku à Nyìngòŋ shi li ə sə saŋlə̀ no nkàyn. 
PHP.4.19	Nyìngòŋ ghom kìʼ no ə̀fo tsèm. Ghə̀ ne ku no tè ghò yì a ghə̀ŋ ə kəŋə chò fa Yesò Klistò. 
PHP.4.20	Əghoʼsə ndiʼ à Nyìngòŋ ə Tìʼ vəghəŋ ə zaʼa no tè fa ze. Amèyn.
PHP.4.21	Ghə̀ŋ toŋtə viʼi və byɨməvə à Yesò Klistò a və diʼì afì no vətsèm. Vəlèmə̀ və vəghəŋ a və diʼì yo vəwenə toŋtə̀ ghə̀ŋ. 
PHP.4.22	Viʼi və byɨməvə no vətsèm a shə əbè toŋtə̀ ghə̀ŋ. Ali no vi a və shwèʼè a ntuʼ ə̀ fòyn əghoʼo ə be tɨmə toŋtə à ghə̀ŋ.
PHP.4.23	Əboŋə tyɨm ə̀ Bobo Yesò Klistò ə ndiʼ à ghə̀ŋ vətsèm.
COL.1.1	A nyòʼò mò Bol nyòʼò ŋwàʼlə̀ ghèn. Ma diʼ wu ə ntɨm ə Yesò Klistò mu à tsuʼ Nyìngòŋ ando ghə̀ nghʉ. Yo Timotì lèmə̀ vəghəŋ a byɨmə toŋtə ghə̀ŋ.
COL.1.2	Ŋwàʼlə̀ ghèn diʼ a ghə̀ŋ viʼi Nyìngòŋ vi a və diʼ a loʼ Kòlosè. Ghə̀ŋ diʼ vye və Klistò a kənyʉ̀ kə mùʼ, dzɨ̀mtə̀ wen no akayn.
COL.1.2	Nyìngòŋ ə Tìʼ vəghəŋ diʼi ətyɨm ə jùŋə wen a ghə̀ŋ, ə kù mbwaʼmə a ghə̀ŋ.
COL.1.3	Yès sə ku kəzòŋ a Nyìngòŋ Tìʼ Bobo vəghəŋ Yesò Klistò no zhʉ̀ko a yes ə jɨ̀mə̀ kumə ghə̀ŋ. 
COL.1.4	Yès ə ku kəzòŋ a Nyìngòŋ byìʼì ando yès əzhʉ li la ghə̀ŋ byɨmə li a Yesò Klistò be sə kòŋ viʼi Nyìngòŋ no və tsèm. 
COL.1.5	Ghə̀ŋ ne alə̀ byìʼì ando ghə̀ŋ kəʼtə kɨ əfo vi a Nyìngòŋ ə ghʉ̀ a ghə̀ŋ akàŋ. A ndiʼ ando viʼi nshə̀ʼtə̀ ntɨm ə jùŋ nəmwèʼè a ghə̀ŋ a ambì, ghə̀ŋ zhʉ kənyʉ̀ kumə fo a vyi a ghə̀ŋ kəʼtə lə. 
COL.1.6	Ntɨm ə jùŋ ghèn ə dyʉ̀ no shì ə tsèm a mbi, ghə̀ be vi nə̀ kwitə a viʼi a ntsìnə̀sə. Ntɨm ayi nvi li nə̀ kwitə a ghə̀ŋ ə zìtə̀ fa achʉʼ yi a ghə̀ŋ ə nzhʉ əkɨ nəmwèʼè kumə ətyɨm ə jùŋə Nyìngòŋ. 
COL.1.7	Ghə̀ŋ nziʼi ntɨmə jùŋə na ghèn fa Èbafàlàs. Yès əkòŋ wen no nànto yo wen tsentə shwèʼè a Yesò. Ghə̀ shwèʼè a Klistò nə̀ tyɨmə wenə no tsèm. Ghə̀ shwèʼè ə shwèʼ a yès tə ndiʼ nshwèʼè. 
COL.1.8	Ghə̀ shə̀ʼtə̀ li a yès la kəzhwì kə ŋwoʼkə ne li ghə̀ŋ sə kòŋ viʼi.
COL.1.9	Kənyʉ̀ na kènkə ənè li, yès sə jɨ̀mə̀ to jɨ̀mə̀ a ghə̀ŋ fa achʉʼ a yès əzhʉ, loynə la Nyìngòŋ ə ku ətof ə be ne ghə̀ŋ nzhʉ kɨ nyʉ̀ ə tsèm vi a kəzhwì kə Ŋwoʼkə ne viʼi kɨ ndiʼ ghə̀ŋ kɨ mwetə kənyʉ̀ ki a ghə̀ kəŋ. 
COL.1.10	Kenkə a ne ghə̀ŋ əntsi ntsìnə̀ yì a Bobo kəŋ, a diʼ yi a ghə̀ ne nsaŋlə to jisə tsèm, ntsìnə̀ na ghèn ne la ghə̀ŋ ne tənki tə shwèʼè tə jùŋ tə tò tətsèm be tuʼtə kɨ wen ə dyʉ̀ nə̀ mbì. 
COL.1.11	Yès ə jɨ̀mə̀ la Nyìngòŋ ə ku kədyòʼ kə kaynə kə wen a ghə̀ŋ no kə tsèm ndi ghə̀ŋ tuʼtə, kwiʼ ətyɨm akayn, be əwensə, be saŋlə, 
COL.1.12	ku kəzòŋ a Tìʼ ando ghə̀ ne li ghə̀ŋ, nkwʉʼʉ ə gətə əfò vì a ghə̀ ghʉ̀ a viʼi wen a kəshi kə baynə kə. 
COL.1.13	Ghə̀ bwoŋsə li vəghəŋ fa tì kədyoʼkə kəbəŋ kəfenəkə ə lyɨ̀ vi nə̀ vəghəŋ akəshi kə əfòyn ə Wàyn əkòŋ əwen. 
COL.1.14	Wàyn wen na yì nzen li kətʉ̀ kə vəghəŋ nə̀ mənlyuŋ mə wen ə be lyesə ku mbyɨsə vəghəŋ.
COL.1.15	Wìʼ zizi ko ghə̀ lu yen Nyìngòŋ. Wàyn wen diʼ kədèmdèm kə wen. Ghə̀ diʼ kənfɨsə kə Nyìngòŋ. Mibu Nyìngòŋ nsə nè no ghò mu ghə̀ nsə diʼ. Ghə̀ di Wàyn mbì ə Nyìngòŋ. 
COL.1.16	Nyìngòŋ ncho fa wen ə shɨtə no tèbe ghò yi a ghə̀ diʼi akàŋ nə̀ əfo ə tsèm vi a və diʼi a nse. Nyìngòŋ ə nshɨtə əfo vi a wìʼ zi ghə̀ yenə nə̀ vi a wìʼ zi ko ghə̀ lə yenə. Ghə̀ ə nshɨtə zhwi vi a və kiʼi kədyòʼ nə̀ vi a və soʼo nə̀ vi a və tisə. Nyìngòŋ ə nshɨtə fo ə tsèm chò fa a wen. Ghə̀ nshɨtə fo na vyi a wen. 
COL.1.17	Wàyn Nyìngòŋ ə nsə diʼ mibu və shə̀ʼtə̀ no tèbe ghò. A diʼi wen yi a ghə̀ ne la no tèbe gho ə ndiʼ akəshi yi a kə diʼ tsu. 
COL.1.18	Ghə̀ diʼ kətʉ̀ kə viʼi və byɨməvə no və tsèm a diʼ to wenə wen. Ghə̀ ndiʼi mbì ə bwensə lù fa pfʉ, ə sə soʼo no gho yi. 
COL.1.19	Kə diʼ alə̀ byìʼì ando Nyìngòŋ ə nkòŋ ə ghʉ̀ wen la ghə̀ ndiʼ to nə̀ wen. 
COL.1.20	Nyìngòŋ ə bwensə li ə vìsə̀ nə̀ əfo tsèm a kaŋ nə̀ a nse a wenə wen la wenə vəwenə ndiʼi a kənyʉ̀ kə muʼ əcho fa Wàyn wen byìʼì mənlyuŋ mì a ghə̀ nshiʼsə a kəntò. Luwen əfo venə no ətsèm ə sə diʼ nə̀ mbwaʼmə wenə və Nyìngòŋ.
COL.1.21	Ghə̀ŋ kɨli la à ndiʼ fa ambì, ghə̀ŋ ti kəghaf fa Nyìngòŋ, ka wè vəwenə fʉ a kayn byiʼə ghə̀ŋ ə kiʼ əkwoʼtə ə əbyɨghə be ne nyʉ̀ ə byɨvə, 
COL.1.22	ali Nyìngòŋ ə sə diʼ luwen mu ghə̀ ne li ghə̀ŋ bwensə vi a wen, byìʼì əpfʉ̀ ə kətsoʼ kə wen yì a Wàyn wenə əpfʉ ndi ghə̀ŋ tɨmə ashɨ Nyìngòŋ laynə, ko ghə̀ŋ le kiʼ ə mbyɨ ə tsèn ko wu ki kənyʉ̀ a wìʼ zi ghə̀ gham wu tsu. 
COL.1.23	Kə ne ndiʼ ali a zhʉ ghə̀ŋ tuʼtə ghaʼ əbyɨmə a yi la ghə̀ ntò to tò. Kə ghə̀ŋ moʼtə kənyʉ̀ kə nə̀ʼsə̀ kwoʼtə yi a ghə̀ŋ kiʼi byìʼì ntɨm ə jùŋ yi a ghə̀ŋ tə zhʉ li. Nò mò Bol diʼ wù ə shwèʼè Klistò, shə̀ʼtə̀ to ntɨm jùŋ na ghèn, a diʼ wen yì a və sə diʼ mù və nshə̀ʼtə̀ li no a viʼi və tsèm a mbi.
COL.1.24	Ma saŋlə luwen ando ma yenə ngəʼ byìʼì ghə̀ŋ. Ngəʼ na ghèn diʼ a mò wen alə byìʼì ando ma kəŋ ə myetə kənyʉ̀ ki a Klistò ə ndzɨŋ əyen a wenə wen a diʼi viʼi və byɨməvə. 
COL.1.25	Nyìngòŋ be tsuʼ mo a wù ə shwèʼ a viʼi və byɨmə ə Klistò. Əshwèʼè a ghənə diʼ la mà shə̀ʼtə̀ mwetə ntɨmə Nyìngòŋ na ghèn a ghə̀ŋ. 
COL.1.26	Ntɨm ə jùŋə yi a Nyìngòŋ ə ndiʼ mu ghə̀ lyomtə li fa viʼi fa ambì no vətsèm, ali ndiʼi luwen a viʼi wen. 
COL.1.27	Nyìngòŋ ə kəŋ la viʼi wen kɨ la kənyʉ̀ kə lyomtəkə kə kaynəkə ken be diʼ a viʼi ə tɨm. Kənyʉ̀ kèn diʼ la Klistò ne diʼ to no a ghə̀ŋ tətyɨm, ədiʼ la ghə̀ŋ kɨli nəmwèʼè la ghə̀ŋ lu ə tsi vye vəwenə a ntìntìn əghoʼ wen. 
COL.1.28	A le kənyʉ̀ ki a yes ə shə̀ʼtə̀ ntɨm kumə wen, ku kətyiftə be ziʼi viʼi və tsèm nə̀ ətof ə tsèm ə, ndiʼ yès ne vəwenə nə̀ diʼ wenə Klistò amuʼ ə vi ashɨ Nyìngòŋ to nə̀ viʼi a və ti a kayn. 
COL.1.29	A diʼ byìʼì ənyʉ̀ a venə a ma taŋkə, shwèʼè nə̀ kədyoʼkə kì a ghə̀ kù a mo.
COL.2.1	Ma kəŋ la ghə̀ŋ kɨ ando ma ntaŋkə li ne shwèʼè no nə̀ kədyoʼkə a ghə̀ŋ viʼi və byɨməvə və, ə be ə shwèʼè a viʼi vyi a və tsi a loʼ Làdisìyà no vətsèm nə̀ vi a nkàyntə̀ vəwenə ko tɨmə yen mò. 
COL.2.2	Ma ne alə̀ ndi vəwenə kiʼ tətyɨm tə totə, ndiʼ to kənyʉ̀ kə mùʼ, kòŋ tə wen tyəŋtə. Ma kəŋ la ghə̀ŋ shɨtə kɨ nyʉ̀ vyi a Nyìngòŋ ə lyomtə ndi ghə̀ŋ tuʼ tə ghaʼ nyʉ̀ na venə ə kiʼ əbwaʼmə ə ghoʼo. Ənyʉ̀ na venə a Nyìngòŋ ə nlyomtə sə diʼ luwen mu ghə̀ diʼi li làynsə a vəghəŋ a diʼ Klistò. 
COL.2.3	Ətof no tsèm diʼi mu ghə̀ lyomtə li a ti Klistò. Ghə̀ bù no nànto.
COL.2.4	Ma gaʼa nyʉ̀ venə a ghə̀ŋ, ndiʼ və ne kə no to wìʼ lù lobtə ghə̀ŋ nə̀ gaʼa ə fwomə ghə̀. 
COL.2.5	Ma ŋwʉ̀ʼ no məzhʉ̀ ə ntsèm ətɨmə ghomə diʼi to ghə̀ŋ no tèbe ando ma ko diʼ vəghəŋ amuʼ. Ma saŋlə ando ghə̀ŋ shɨtə tsì be saŋlə kumə ji yì a ghə̀ŋ tuʼtə ghaʼa əbyɨmə ə ghəŋə fa tsù a Klistò.
COL.2.6	Ando ghə̀ŋ sə diʼ mù ghə̀ŋ ə byɨmə li Yesò Klistò la à diʼ Bobo ghə̀ŋ, ghə̀ŋ ntsi li to nə̀ viʼi vyi a və diʼi wenə wen a kənyʉ̀ kə mùʼ. 
COL.2.7	Ghə̀ŋ we aghaŋ, be bwom wenə ghə̀ŋ ghə̀ to a wen. Ghə̀ŋ bwòm ntsìnə̀ ə ghəŋə a wen a wen ando və bwomə ngə̀ŋ akwi kəchɨ kə ngə̀ŋ kə jùŋə kə, shɨtə ghaʼ byɨmə yi a və tə ziʼi a ghə̀ŋ, ghə̀ŋ a to dyʉ̀ to nə̀ mbì. Ghə̀ŋ a lwin ne ku kəzòŋ a Nyìngòŋ no nànto.
COL.2.8	Ghə̀ŋ tuʼmə kə wìʼ ne lobtə ghə̀ŋ nə̀ ətof ə zɨmghə ə lyɨ̀ ghə̀ŋ a əkòs. Tənki tə ətof tèntə kiʼi kənyʉ̀ kumə to ətsìnə̀sə lòʼ viʼi di əzhwi vi a və soʼo mbi. Ətof na yi ko kiʼi kənyʉ̀ kumə Klistò. 
COL.2.9	Nyìngòŋ ndiʼ li wenə wen no tsèm əcho fa Klistò a wenə wìʼ. 
COL.2.10	Ghə̀ŋ ko be gho no kənyʉ̀ kətsenkə a tyi ə Klistò. Ghə̀ diʼ kətʉ̀kə ə zhwi ə tsèm vi a və soʼo be kiʼi kədyòʼ. 
COL.2.11	Və nshɨtə li ghə̀ŋ ando ghə̀ŋ nsə diʼ a kənyʉ̀ kə mùʼ vye vəwenə. Əshɨtə na ghenə ko diʼ yi a viʼi nə̀ shɨtə ne kəvu kə. A diʼ yi a Klistò ə shɨtə, ə shisə ətyɨm ə byɨghə fa ghə̀ŋ wen. 
COL.2.12	A ndiʼ ndo ghə̀ŋ shi mu, və bvɨmə li ghə̀ŋ və Klistò, vye vəwenə mbwensə li lù fa pfʉ a amuʼ əcho fa byɨmə yi a ghə̀ŋ kiʼi a kədyòʼ Nyìngòŋ ki a kə nlùsə Klistò fa pfʉ. 
COL.2.13	A ndiʼ fa ambì, ghə̀ŋ ndiʼ mù ghə̀ŋ phɨkə li a ghə̀ŋ a mbyɨsə, be diʼ ko andiʼ la və shisə ətyɨm ə byɨghə yi a ghə̀ŋ nkiʼi. Nyìngòŋ ə nè li ghə̀ŋ və Yesò ə bwènsə̀ lù ə sə tsi. Ghə̀ lysə li ku nyʉ̀ ə byɨvə ə vəghəŋ to ə tsèm, 
COL.2.14	mbe tsəʼsə kəfo kì a vəghəŋ tə ə diʼ ə lòʼ. A ndiʼ ndo vəghəŋ kwaʼ əsoʼ, kə ndiʼ la vəghəŋ ə kiʼ kəfo ə lòʼ. Luwen ə sə diʼ mù Nyìngòŋ ə lyɨ̀ li kəfo na ki ə bàyntə a kəntò. 
COL.2.15	A ndiʼ ando Klistò mpfʉ a kəntò, Nyìngòŋ ə nè əzhwi vyi a və soʼo nə̀ vyi a və tisə la kə və be kiʼ kədyòʼ, ə diʼsə kə tʉ kə zhwi na vyi ashɨ ə mbi ə tsèm. A le ji yì a ghə̀ ə̀ nzhɨ̀ əzhwi a venə fa tsù.
COL.2.16	Kə le diʼi la kə ghə̀ŋ moʼtə wìʼ ə tɨmə to nə̀ wìʼ ə soʼo əku təsoʼ a ghə̀ŋ kumə kəfo kì a ghə̀ŋ zhɨ kò vi a ghə̀ŋ nyʉ̀. Kə ghə̀ŋ moʼtə wìʼ ghaʼa ghə̀ŋ la ghə̀ŋ gumlə Nyìngòŋ nəkwoŋ a mətsi mə ghoʼo mə mətsenə a ngʉ̀ʼ kò a və sàŋ və tsenəvə kò a mətsi mə chʉʼ lòʼ Vəjus mətsen. 
COL.2.17	Əfo na venə diʼ to ndèmdèm nyʉ̀ a və diʼ lù vi, ali nəmwèʼè yi a ghə̀ diʼi a ntìntìn nyʉ̀ a ghèn diʼ to Klistò. 
COL.2.18	Kə ghə̀ŋ moʼtə wìʼ gàʼ a ghə̀ŋ la ghə̀ŋ shiʼsə təwenə təŋtə a nse be gumlə ətsɨŋsə Nyìngòŋ, a bwen ali a ghə̀ŋ a gho əmòʼtə ə ghenə. Vəwenə nə̀ kumə gàʼa la nyʉ̀ ə venə ə fʉ a vəwenə alə to sə a tsi jòmsə, kwòʼtə̀ ə vəwenə diʼ to əkwoʼtə ə byɨghə ne vəwenə ghaŋsə əwen to kədyàŋ. 
COL.2.19	Vəwenə ko be tsèntə tebè wenə Klistò yi a ghə̀ diʼ kətʉ. A diʼi wen yi a ghə̀ kù kədyòʼ a əwen ə tsèm la ghə̀ nkwi a ji yi a Nyìngòŋ ə ne la ghə̀ kwi fa tsù. Yesò ghaʼa əwen wen na ghèn ə tsèm to ndə̀ŋndəŋ ando məghaŋ nə̀ tsèntə ghaʼa əwen wìʼ a kəfo kə muʼ
COL.2.20	Ghə̀ŋ sə diʼ to sə ghə̀ŋ və Klistò pfʉ li amuʼ zhwi vi a və soʼo mbi li ko be kiʼi kədyòʼ a ghə̀ŋ kətʉ. Kə le diʼ alə̀, ghə̀ŋ sə bo ghʉ̀ to təsoʼ tə mbi to nə̀ viʼi mbyi byìʼì ghò? 
COL.2.21	Təsoʼ tentə əgàʼa to la, kə ghə̀ŋ ghaʼ kəfo kènkə, kə ghə̀ŋ mwom kəfo kəzhɨkə kènkə, kə ghə̀ŋ nkumə kəfo kènkə. 
COL.2.22	Təsoʼ tentə əgaʼa kumə to əfo, a və diʼ ə byɨf. A diʼ to nyʉ̀ ə viʼi a və ghʉ ə sə jèʼe ziʼi. 
COL.2.23	Təsoʼ tentə kəʼə to sə tə fɨsə ətof. Tə kəʼə to sə tə ne la wu kòŋ Nyìngòŋ no nànto əbe gumlə, be kiʼi kədyòʼ a wu kwi wen. Ali ko ghə̀ le kiʼi no kənyʉ̀ kətsen ə gyamtə wìʼ la ghə̀ ə nghaʼa əwen wen kumə nyʉ̀ ə njòsə wen a Nyìngòŋ ko kòŋ.
COL.3.1	Ando ghə̀ŋ sə diʼ mù Nyìngòŋ ə lùsə li ghə̀ŋ və Yesò fa pfʉ amuʼ, ghə̀ŋ ghʉ tətyɨm təŋtə a nyʉ̀ yi a və diʼi akàŋ, akəshi yi a Yesò ŋwʉ̀ʼ tsu ashə kwoŋ ə toghə Nyìngòŋ. 
COL.3.2	Ghə̀ŋ ghʉ təkwòʼtə̀ təŋtə a nyʉ̀ yi a və diʼi a kàŋ, a kodiʼ nyʉ̀ vyi a və diʼi a nse, 
COL.3.3	byìʼì ando ghə̀ŋ sə diʼ mù ghə̀ŋ pfʉ li, və lyomtə ə ntsìnə̀ ghə̀ŋ vye və Yesò yi a ghə̀ diʼi wenə Nyìngòŋ amuʼ. 
COL.3.4	Yesò a diʼ ə ntsìnə̀ shəŋsə. A lu ndiʼ ando ghə̀ bwenə vi a ndayn, ghə̀ŋ ndiʼ vye vəwenə ati əghoʼ ə wen.
COL.3.5	Ghə̀ŋ maʼa nyʉ̀ ə byɨvə no ətsèm. Kə wìʼ ə tsi nə̀ wùwì a kodiʼ wi wen kò nə̀ wulɨm a kodiʼ lɨmə wen. Ghə̀ŋ maʼa ətsìnə̀sə kəfwaʼlə. Kə ghə̀ŋ kiʼi əkwoʼtə a ghə kòŋə̀ ə nè mbyɨ. Ghə̀ŋ maʼa ashɨ bòghə byìʼì ando ashɨ bòghə diʼi la ghə̀ŋ gumlə əfo ə nse, a kodiʼ Nyìngòŋ. 
COL.3.6	Nyìngòŋ fwisətin, diʼ lù ku ngəʼ ə ghoʼo a viʼi vyi a və ko zhʉ̀ byɨmə wen, nè ənyʉ̀ a venə. 
COL.3.7	Ghə̀ŋ tə ə nè nyʉ̀ ə byɨvə a venə a ji yi a ghə̀ŋ tə tsi fa tsù. 
COL.3.8	Alì ma sə gàʼa a ghə̀ŋ luwen la ghə̀ŋ maʼa nyʉ̀ na venə no ətsèm to nə̀ fwisətinə. Kə ghə̀ŋ baʼtə̀ ə ne mbyɨ a viʼi kò zhò ndzɨŋ ə byɨsə əzhiʼ ə wìʼ. Kə gaʼa ə fwaʼləghə ne nfʉ̀ fa ghə̀ŋ chʉ̀. 
COL.3.9	Kə wìʼ fa ghə̀ŋ nə̀ zhò ndzɨŋ a wù ə tsen, byìʼì ando ghə̀ŋ moʼtə li ətsìnə̀sə mu sə nə̀ nyʉ̀ vyi a ghə̀ŋ tə nè, 
COL.3.10	ə boŋsə ghaʼa ntsìnə̀ ə fi. Ghə̀ŋ diʼ viʼi və fi və a Nyìngòŋ bwom ə sə ne la ghə̀ŋ fɨsə wen a nyʉ̀ yi a ghə̀ŋ ne ndi ghə̀ŋ tuʼ kɨ wen akayn. 
COL.3.11	Ali, ə nəkwoŋ ko diʼ ko ghə̀ lu ndiʼ a wìʼ, kò à diʼ wù ə Jus kò à diʼ wù ə Glek, kò və shɨtə li wen kò və ko shɨtə, kò à diʼ wù kətɨm. Ə nəkwoŋ kodiʼ a viʼi vi a diʼi əkos nə̀ viʼi vyi a və diʼ fa ngəŋ, ali kənyʉ̀ kə tokə diʼ to Yesò. Ghə̀ diʼ a ntìntìn viʼi wen və tsèm.
COL.3.12	Ando ghə̀ŋ sə diʼ viʼi a Nyìngòŋ ə tsuʼ li a viʼi wen ə sə koŋə, ghə̀ŋ moʼ ntsìnə̀ ə jùŋ, tùʼmə̀ nə̀ viʼi, ə nshiʼsə təwenə təŋtə a nse, bwaʼmə, be wensə. 
COL.3.13	Ghə̀ŋ kiʼ ətyɨm ə zhʉ̀təghə a ghə̀ŋ təwenə, ghə̀ŋ mbe lyesə ku no zhʉ̀ ko a wìʼ kiʼi ngəʼ wenə lèmə̀ wen. Ghə̀ŋ lyesə ku təwen tyəŋtə to ndə̀ŋndəŋ ando Bobo lyesə li kù ghə̀ŋ. 
COL.3.14	Ghə̀ŋ boʼsə kòŋ a tʉ nyʉ̀ venə no tsèm. A diʼ kòŋ a ghə̀ kwiʼi no tèbe ghò to a kəfo kə mùʼ, nè kə boŋ kwʉ̀ʼ. 
COL.3.15	Ghə̀ŋ moʼtə mbwaʼmə yì a Yesò ku ghə̀ tisə təkwòʼtə̀ təŋtə, ə dzàŋ ghə̀ŋ la ghə̀ŋ fʉ̀ vi ə diʼ a wenə ə mùʼ, kiʼi mbwaʼmə be ku kəzòŋ a wen. 
COL.3.16	Əgaʼa ə Yesò ndiʼ a ghə̀ŋ tətyɨm. Ghə̀ŋ lyɨ̀ ətof ə tsèm ə ziʼi be ku kətyiftə a ghə̀ŋ təwen. Ghə̀ŋ zhɨmə dzaŋsə Nyìngòŋ nə̀ dzaŋsə laynəsə shisə a kəzhwì kə Ŋwoʼkə nè la ghə̀ŋ zhɨmə. Ghə̀ŋ zhɨmə, ku kəzòŋ a Nyìngòŋ a ghə̀ŋ tətyɨm. 
COL.3.17	Ghə̀ŋ nè no tèbe ghò, kò ghə̀ŋ gaʼa gaʼa, ghə̀ŋ gàʼa to a azhiʼ Bobo Yesò, ku kəzòŋ a Nyìngòŋ, ə Tìʼ chò fa wen.
COL.3.18	Ghə̀ŋ diʼi ə gumlə lʉmə vəŋə a ki və lamkəvə. A diʼ kənyʉ̀ a viʼi vyi a və dzɨ̀mtə̀ Bobo diʼ ənè. 
COL.3.19	Ghə̀ŋ diʼ ə kòŋ ki vəŋə a lʉ̀mə və lamkəvə. Kə ghə̀ŋ ə fwàynsə a vəwenə. 
COL.3.20	Voyndyə, ghə̀ŋ zhʉ to fa vətiʼi vəŋə no a nyʉ̀ ə tsèm byìʼì ando nakèn kə na nè la Nyìngòŋ ə saŋlə. 
COL.3.21	Vətiʼi və vunə, kə ghə̀ŋ nə̀ tsɨblə nə̀ vunə vəŋə, ndiʼi kò vəwenə nə̀ ə yenə la kə vəwenə kə ko be diʼ.
COL.3.22	Ghə̀ŋ viʼi vi a ghə̀ŋ shwèʼè to ne əkosə, ghə̀ŋ zhʉ fa vətìʼ və əshwèʼè ghə̀ŋ vi a və diʼi a nse no nyʉ̀ ə tsèm. Kə ghə̀ŋ ne kənyʉ̀ azhʉ̀ a ghə̀ŋ kəŋ la vəwenə yen ə kòŋ ghə̀ŋ. Ghə̀ŋ nshwèʼè nə̀ tyɨm ə ghəŋə no tsèm to nə̀ viʼi vyi a və əfwaynə Nyìngòŋ. 
COL.3.23	Ghə̀ŋ nshwèʼè no tèbe ghò, ghə̀ŋ shwèʼè to nə̀ ətyɨm ə ghəŋə no tsèm, sə ghə̀ŋ shwèʼè a Nyìngòŋ, kə a ndiʼ sə ghə̀ŋ shwèʼè a wìʼ, 
COL.3.24	kɨ la Nyìngòŋ ə na ku moʼtə ghə̀ŋ nə̀ fo vi a ghə̀ ghʉ̀ a viʼi wen. Byìʼì ghə̀ŋ shwèʼè to Bobo. 
COL.3.25	Ghə̀ lu bwensə loʼ no tèbe wù byɨ ə kò to nə̀ ndə̀ŋndəŋ mbyɨ yi a ghə̀ nè. Ghə̀ ko lyɨ tebè wìʼ ə tsen nəkwoŋ.
COL.4.1	Ghə̀ŋ ghaʼa viʼi vyi a və shwèʼè a ghə̀ŋ a jisə jùŋsə a vətiʼ və əshwèʼ, be ku əfo vi a vəwenə diʼ ə kiʼ. Ghə̀ŋ kɨ la ghə̀ŋ be kiʼi tìʼ shwèʼè akàŋ.
COL.4.2	Ghə̀ŋ ne njɨ̀mə̀ to jɨ̀mə̀, kə ghə̀ŋ a bwaʼ, ku kəzòŋ a Nyìngòŋ. 
COL.4.3	Ghə̀ŋ be njɨ̀mə̀ a yes la, Nyìngòŋ ə nè yes kɨ jisə ə shə̀ʼtə̀ ntɨm ə jùŋ kumə ənyʉ̀ ə tò və vi a Nyìngòŋ ə diʼi làynsə a yes kumə Yesò. Ma diʼ a ngə̀ŋ nfɨŋ byìʼì ntɨm ə jùŋ na ghèn a ma shə̀ʼtə̀ lə. 
COL.4.4	Ghə̀ŋ ne njɨ̀mə̀ la mà shə̀ʼtə̀ làynsə ntɨm na ghèn a ji yi a ma diʼ ə shə̀ʼtə̀ fa tsù.
COL.4.5	Ghə̀ŋ nə̀ tofə a ji yi a ghə̀ŋ tsi fa tsù ghə̀ŋ və viʼi vyi a və ko təmə byɨmə, kə ghə̀ŋ byɨbsə ə zhʉ̀ yi a ghə̀ŋ kiʼi vye vəwenə. 
COL.4.6	Əgàʼ ə ghəŋə ndiʼ ə nə̀ mbwaʼmə be fwomə to məzhʉ̀ ə tsèm, ndi ghə̀ŋ kɨ ə shɨtə ə bwensə no ndo.
COL.4.7	Lèmə̀ əkòŋ vəghəŋ Tikikùs a əshəʼtə əsoʼgho ə tsèm a ghə̀ŋ kumə mò. Yès ə tsèntə shwèʼè a Bobo amuʼ, ghə̀ shwèʼè to no nə̀ ətyɨm ə wen ə tsèm. 
COL.4.8	Ma a tɨm to no wen a ghə̀ŋ alə ndiʼ ghə̀ vi ə shə̀ʼtə̀ soʼgho a ghə̀ŋ kumə yes, be lɨ̀msə̀ ghə̀ŋ a ghə̀ŋ əbyɨmə. 
COL.4.9	Ghə̀ vi wenə Onesimùs ə lèmə̀ vəghəŋ yi à diʼ tamə wù ənòyn nə̀ ghə̀ŋ. Ghə̀ diʼ tamə wù ə byɨmə ə jùŋə, yes ə kòŋ wen no nànto. Vəwenə ne shə̀ʼtə̀ no tèbe ghoʼ yi a ghə̀ nfʉ̀ ashə.
COL.4.10	Alìstakùs a yo wen diʼ a ngə̀ŋ nfɨŋ gàʼ la mà toŋtə ghə̀ŋ, Mak ə lèmə̀ Bànabàs gàʼ tamə ali. Ghə̀ŋ sə diʼ mù və gaʼa li a ghə̀ŋ kumə Mak. Ghə̀ vi, ghə̀ŋ shisə wen akayn. 
COL.4.11	Joshùwà yi a və be toŋtə wen la Justùs li, gàʼ la mà toŋtə ghə̀ŋ. A diʼ to vəwenə viʼi Jus və byɨməvə vi a və shwèʼè yo vəwenə. Ma shwèʼè yo vəwenə ne la viʼi yen əfòynə ə Nyìngòŋ. Vəwenə nè li ma sə diʼ to akayn.
