MAT.1.1	Neꞌeŋa a Yesu one a David yaaŋ, ka a Abraham yaaŋ la yaanam yela. 
1TH.2.6	Ka ti daa pu bood ye ti diꞌe zunꞌor ya saꞌan bee sieba saꞌanee, hale tinam a Kiristo Tumtumnib la zug ka ti mor suer ye ti daa sosidin siꞌel wusa ya ni, amaa li lee daa pu niŋid alaa. 
1TH.2.7	Ti daa a baanlim ya saꞌan, wuu bima gosid o biis siꞌem la. 
1TH.2.8	Tinam noŋi ya la zug, ka ti daa siak ye ti tisi ya labasuŋ line yi Winaꞌam ni na la, ka laꞌam pesigi ti meŋ tisi ya. Ti daa noŋi ya bedego.
1TH.2.9	M baꞌabiise, ya tenr tiname daa tum siꞌem la. Ti daa tum tuuma yuꞌuŋ ne nintaŋ ye ti yela da daami yaa, tinam daa moon labasuŋ dine yi Winaꞌam ni na tisi ya la.
1TH.2.10	Yanam ne Winaꞌam nye tinam niŋid siꞌem yanam yadda niŋidib saꞌan, ka ti a suꞌum nyain ka a popielnam ne buod dim. 
1TH.2.11	Ya miꞌ ye ti daa saꞌali ya yinni yinni wuu dau saꞌan o biis siꞌem la, 
1TH.2.12	ka kpeꞌeŋ ya sunf ka yeli ya ye ya dol suer kane na maꞌae Winaꞌam sunf, one buoli ya ye ya kpenꞌ o soꞌolimin ne o naꞌamin la.
1TH.2.13	Tiname daa mor labaar line yi Winaꞌam ni na tisi ya la, ya daa wum ka diꞌe li ka baŋ ye li ane labaar line pu yi ninsaalib ni naa, ka baŋ ye li ane labaar line yi Winaꞌam ni na. Ka li sid aa ala, ka be yanam yadda niŋidib sunya ni n tum. Ka dinzug ka ti me puꞌusid Winaꞌam bareka saŋa wusa. 
1TH.2.14	Ti baꞌabiise, li daa niŋid yanam saꞌan, wuu lin daa niŋid Winaꞌam nidib bane a yinni ne Yesu Kiristo ka be Juuda teŋin la siꞌem la. Ya nye namisug ya meŋ buudi ni wuu ban nye Jew dim saꞌan siꞌem la. 
1TH.2.15	Ba da ku Zugsob Yesu ne Winaꞌam nodiꞌesidib men, ka kadi ti yiis, ka li due Winaꞌam sunf, 
1TH.2.16	ka viꞌi ti ye ti da pianꞌad ne bane kaꞌ Jew dim ye ba nye faangir. Linzug ka ba a ninsaalib dataas. Tuumbeꞌed kaŋa kena paas ba tuumbeꞌed wusa ka li yuꞌun galis. Ka Winaꞌam supeen yuꞌun lu ba zug.
1TH.2.17	Ti baꞌabiise, tinam daa yi ya saꞌan saŋa biꞌela la, ti daa bakne ne niŋgbina ka kaꞌane suunrin bakire. Dinzug ka ti daa bood ka mood hale ye ti kena kaae ya yaꞌas. 
1TH.2.18	Ti daa bood ye ti leb ya saꞌan na. Ka man Paul daa mood ye m leb ya ni na noorin siꞌem, ka Sutaana viꞌi ti. 
1TH.2.19	Saŋkan ka ti Zugsob Yesu na ti leb na, ka ti be o tuon, ya yela ka ti nweꞌed nyoꞌog ka mor tiꞌir ne sumalisim. Kaꞌa ala bee? 
1TH.2.20	Yanam zug ka ti na nye naꞌasi ne sumalisim.
1TH.3.1	Dinzugo, tiname n ziꞌ yaname a siꞌem la, ke ka ti ku lem nyaŋe modig yaꞌasa, ka siak ye ti be Atens teŋin ti konꞌo konꞌ, 
1TH.3.2	ka tum ti pitu Timoti one a ti Winaꞌam tumtum tiraan n paꞌan Kiristo labasuŋ la, ye o kena suŋi ya, ya yadda niŋir poogin, ka kpeꞌeŋi ya sunya 
1TH.3.3	ka namisug bama da ke ka ya soꞌ bas Winaꞌam suer la dollim. Yanam miꞌ ye li ane Winaꞌam boodim ye ti namis. 
1TH.3.4	Tiname daa nam be ne ya la, ti daa deŋi yeli ya ye ti wusa na nye namisug. Ka yanam miꞌ ye line la sid niŋ la. 
1TH.3.5	Dinzugo, mam daa ku nyaŋe modig la, ka m tum Timoti ye m baŋ ya yadda niŋir a siꞌem, ka zot ye Sutaana paꞌati panꞌasi ya, ka ti tuuma ya saꞌan la lieb zaalim.
1TH.3.6	Ka nannanna ka Timoti yi ya saꞌan n leb na, ka mor labasuŋ ya noŋilim ne ya yadda niŋir yela la na, ka yeli ti ye ya tenꞌesidi ti yela saŋa wusa suꞌuŋa, ka bood bedego ye ya nyee ti, wuu tiname bood ye ti nyee ya siꞌem la. 
1TH.3.7	Dinzugo m baꞌabiise, tiname wum ya yadda niŋire a siꞌem yela la ke ka ti sunya kpiꞌem ya yela ti daamug ne ti namisug poogin. 
1TH.3.8	Ya yaꞌa ziꞌe kiŋ kiŋ ka dol Zugsob la, ya sid na be beilim suŋ. 
1TH.3.9	Ka nannanna ti na nyaŋe puꞌus Winaꞌam bareka ya zug, ka me puꞌus o bareka tinam mor sumalisim o tuon ya yela la zug, 
1TH.3.10	ka sosid o ne ti sunya yuꞌuŋ ne nintaŋ, ye ti nyee ya ne nif, ka suŋi ya ne dine pasig ya yadda niŋirin.
1TH.3.11	Ti sosidi ti Baꞌ Winaꞌam, ne ti Zugsob Yesu Kiristo ye o maal suer tisi ti, ka ti keenn ya saꞌan na. 
1TH.3.12	Ka sosid Zugsob ye o ke ka ya taaba noŋilim ne nidib wusa noŋilim a siꞌem na nobug bedego wuu tinam noŋi ya siꞌem la, 
1TH.3.13	ye o kpeꞌeŋi ya sunya ka saŋkan ka ti Zugsob Yesu na kena ne o nidib wusa la, yanam na di buod ka a suꞌum nyain ti Baꞌ Winaꞌam la tuon.
1TH.4.1	To, ti baꞌabiise, ya daa zamisid ti saꞌan yaname na a siꞌem ka li maꞌae Winaꞌam sunf. Ya kpelim aa ala. Ka ti saꞌali ya ka belimi ya ne ti Zugsob Yesu yuꞌur ye ya niŋ ka li gaad ala.
1TH.4.2	Ya miꞌ noyelug bane ka ti daa tisi ya ne Zugsob Yesu paŋ la, 
1TH.4.3	ye Winaꞌam bood ye ya a suꞌum nyain, ka luak dianꞌad tuuma, 
1TH.4.4	ka ya yinni yinni baŋ yanam na niŋ siꞌem di poꞌa ne naꞌasi, ka ya sunya a nyain. 
1TH.4.5	Ka li kaꞌane ne beꞌed yaꞌamleog wuu baꞌamaanib bane pu dol Winaꞌam niŋid siꞌem laa. 
1TH.4.6	Ka neꞌ poogin, mit ka dau tum tuumbeꞌed ka maal beꞌed tis o baꞌabiig. Ti daa deŋim yeli ya, ka saꞌali ya ne paŋ ye, Zugsob na namis bane tum tuumbeꞌed bama. 
1TH.4.7	Winaꞌam daa pu gaŋi ti ye ti sunya a dianꞌade, amaa ye li a nyain. 
1TH.4.8	Dinzugo one zanꞌas paꞌalug kaŋa, o pu zanꞌas ninsaala, o zanꞌasne Winaꞌam one tisi ti o Siig Suŋ la.
1TH.4.9	Li lem kaeꞌ ye ti sob tisi ya ya baꞌabiis noŋilim yelaa. Winaꞌam pun zamisi yanam ye ya noŋ taaba. 
1TH.4.10	Ka li a sida ye ya noŋ ya baꞌabiis wusa bane be Masedonia soꞌolimin la. Ti baꞌabiise, ti belimi ya ye ya ke ka noŋilim la gaad lin a siꞌem la, 
1TH.4.11	ka ya kpeꞌeŋ ya meŋ n a baanlim, ka gosi ya meŋ tuuma, ka tum ne ya meŋ nuꞌus n diisi ya meŋ, wuu tinam daa yeli ya siꞌem la, 
1TH.4.12	ye ya nye naꞌasi bane kaꞌ yadda niŋidib la ni. Ka da tiaꞌ soꞌ ka ye o tisi ya, yanam bood siꞌel la.
1TH.4.13	Ti baꞌabiise, ti bood ye ya baŋ yelsida ne bane kpi la yela, ka ya sunya da saꞌam wuu bane pu mor tiꞌir laa. 
1TH.4.14	Ti siak ye Yesu kpiya ka lem vuꞌug kumin, ka me siak ye bane daa a Yesu nidib ka da kpi la, Winaꞌam na more ba ne Yesu na. 
1TH.4.15	Lina ane Zugsob paꞌalug ka ti yeli ya ye, saŋkan ka Zugsob la na ti kena la, tinam bane kpelim voe la, ku deŋ bane kpi la n laꞌas ne Zugsob la yiigaa. 
1TH.4.16	Zugsob la meŋ na ti yi arazana ni sig na ka tis noor tansug ka ti wum malek kpeenm kukor ne Winaꞌam naꞌatan piebug. Ka bane a Yesu nidib ka kpi la, na vuꞌug kumin yiiga. 
1TH.4.17	Ka Winaꞌam yuꞌun na nok tinam bane kpelim voe la n laꞌas ne ba n tuꞌos Zugsob la saŋgbana ni. Ka ti yuꞌun na be Zugsob la saꞌan saŋa wusa. 
1TH.4.18	Dinzugo, kpemisimi taaba sunya ne pianꞌabama.
1TH.5.1	Ti baꞌabiise, li lem kaeꞌ ye ti sob siꞌel tisi ya Zugsob ken la saŋa ne dabisa la yelaa. 
1TH.5.2	Ka yanam meŋ miꞌ suꞌuŋa, ye Zugsob dabisir la na kena wuu naꞌayiigi na kenn yuꞌuŋ na siꞌem la. 
1TH.5.3	Nidib yaꞌa ti yet ye, “Laafe ne niŋmaꞌasim be” saŋkan la ka toog na kpelim lu ba zugin, wuu poꞌa yiti saꞌae duꞌam siꞌem la. Ka ba ku nyaŋe yi li nii.
1TH.5.4	Ti baꞌabiise, yanam kaꞌ lik dima, ka Zugsob la dabisir na kpelim diꞌigi ya wuu naꞌayiiga. 
1TH.5.5	Ya wusa ane neesim nidib, ka be line a nyain la ni, ka ti kaꞌ yuꞌuŋ ne lik nidiba. 
1TH.5.6	Dinzugo, ti da gbisid wuu bama laa, ka nei ka da aa wuu one nu daam koole. 
1TH.5.7	Bane gbisid la, gbisidne yuꞌuŋ. Ka bane nu daam kool la, kool ne yuꞌuŋ. 
1TH.5.8	Ka tiname a neesim nidib la zug, ti da kool ka yaꞌam kaeꞌ. Li nar ka ti a wuu sogia bane yeꞌ zaba laꞌad line a kunt la ye li guꞌu ba meŋ, zaba ni. Ti yeem yadda niŋir ne noŋilim n guꞌu ti nyoꞌod, ka pid kunt balaŋir line a tiꞌir ye ti nye faangir la n guꞌu ti zut. 
1TH.5.9	Winaꞌam pu gaŋi ti ye ti nye o supeene, ka lee ye ti diꞌe faangir line yi ti Zugsob Yesu Kiristo ni na la. 
1TH.5.10	On da kpi ti zug, ye saŋkan ka o ti ken la na, ti yaꞌa voe bee ti yaꞌa kpi ne, ti na laꞌam be ne o. 
1TH.5.11	Dinzugo kpemisimi ya taaba sunya, ka suŋ taaba ya yadda niŋir ni, wuu yaname niŋid siꞌem la.
1TH.5.12	Ti baꞌabiise, ti belimi ya ye ya naꞌas bane ka Zugsob la gaŋi ba ye ba guri ya ka tum o tuuma ya soogin ka paꞌani ya la, 
1TH.5.13	ka tisi ba naꞌasi bedego, ka noŋi ba ba tuuma la zug, ka ya mor sumalisim ne taaba.
1TH.5.14	Ti baꞌabiise, ti kpemisidi ya sunya ye ya saꞌal bane mor gbanyaꞌam la, ka kpemis bane pu mor sukpiꞌem la sunya, ka suŋ bane kaꞌ paŋ ba yadda niŋir poogin la, ka mor sumbugusum ne ba wusa, 
1TH.5.15	ka guꞌus ka ya soꞌ da lebis o tiraan beꞌed one tum beꞌed la zugo, ka kpemis ya meŋ ye ya tum tuumsuma n tis taaba ne nidib wusa.
1TH.5.16	More sumalisim daar wusa, 
1TH.5.17	ka puꞌus Winaꞌam saŋa wusa, 
1TH.5.18	ka puꞌus o bareka siꞌel mekama ni; ka li ane Winaꞌam boodim line yi Yesu Kiristo ni na, ye ya niŋid ala.
1TH.5.19	Da zanꞌasi Winaꞌam Siig Suŋ laa, 
1TH.5.20	ka me da neꞌes pianꞌad line ka soꞌ diꞌe Winaꞌam ni tisi ya. 
1TH.5.21	Kpansimi siꞌel wusa, ka more dine a suꞌum, 
1TH.5.22	ka luak bunbeꞌed buudi wusa.
1TH.5.23	Ti sosid Winaꞌam one tisidi ti sumalisim la ye o ke ka ya aa suꞌum nyain. Ka lem sos o ye o na more ya suꞌuŋa, ka Zugsob Yesu Kiristo la yaꞌa ti kena, ka ya siis ne niŋgbina a suꞌum ka ya di buod. 
1TH.5.24	Winaꞌam one gaŋi ya la a sida sob, ka na niŋ ala.
1TH.5.25	Ti baꞌabiise, sosimi Winaꞌam tisi ti, 
1TH.5.26	ka puꞌus ya baꞌabiis wusa suꞌuŋa. 
1TH.5.27	M yeti ya ne Zugsob paŋ ye ya karem gbauŋ kaŋa tisi ya baꞌabiis zanꞌasa.
1TH.5.28	Ti Zugsob Yesu Kiristo yelsum na bee ya saꞌan. Ami.
2TH.1.1	Man Paul ne Silvanus ne Timoti sobid gbauŋ kaŋa n tisid yanam Winaꞌam nidib bane be Tesalonika teŋin la n be ti Baꞌ Winaꞌam ne Zugsob Yesu Kiristo ni la.
2TH.1.2	Ti Baꞌ Winaꞌam ne ti Zugsob Yesu Kiristo na tisi ya yelsum ne sumalisim.
2TH.1.3	Ti baꞌabiise, yanam yadda niŋir ne ya yinni yinni noŋilim ne taaba n nobugid bedego la zug, ka li nar ka a suꞌum ye ti puꞌus Winaꞌam bareka saŋa wusa ya zug. 
2TH.1.4	Ka linzug ka tinam meŋ nweꞌed nyoꞌog ya yela Winaꞌam nidibi laꞌased zinꞌig siꞌa wusa. Ti nweꞌed nyoꞌog ya modigir ne ya yadda niŋir ne Winaꞌam, mugusug ne namisug line paadi ya la zug.
2TH.1.5	Lina paꞌal ye Winaꞌam kad saria ne yelsida ye o maali ya ka ya nar ne ya nam be o soꞌolimin la, ka li ane yanam be o soꞌolimin la zug ka nidib namisidi ya. 
2TH.1.6	Winaꞌam ane sida daan ka na namis bane namisidi ya la, 
2TH.1.7	ka ke ka yanam bane namisid la vuꞌus ne tinam, saŋkan ka Zugsob Yesu na ti yi arazana ni leb na, ka kena ne o malek bane mor paŋ titaꞌar la, ne bugum pielim 
2TH.1.8	ka namis bane ziꞌ Winaꞌam ne bane pu siak ti Zugsob Yesu labasuŋ la. 
2TH.1.9	Ba na diꞌe namisug line a saꞌuŋ ka kaꞌ naare ka na yi Zugsob la saꞌan ne o naꞌam paŋ titaꞌar la ni daar kan ka o na kena la. 
2TH.1.10	Saŋkan la ka ti na nye o, ka o na be o meŋ nidib ne bane wusa niŋ o yadda la ni. Ka ti na tis o naꞌasi. Bozugo yanam meŋi siak ti labaar la ka ya na ti bee ba saꞌan.
2TH.1.11	Linzug ka ti sosid Winaꞌam tisidi ya saŋa wusa ye o na ke ka ya nar ne yanam be o soꞌolimin la. Ka me sos o ye o paŋ na tisi ya popielim wusa line ka ya mor yaꞌamleog la, ka ke ka ya yadda niŋir tuuma na tum paae li ben, 
2TH.1.12	ye ti Zugsob Yesu bee ya ni ka yanam me bee o ni. Ka ya zanꞌasa na nye zunꞌor. Li wusa yine Winaꞌam ne Zugsob Yesu Kiristo ni na.
2TH.2.1	M ye m saꞌali ya ti Zugsob Yesu Kiristo la na ti kena la, ne tiname na ti laꞌas taaba n tuꞌos o la yela. Ti baꞌabiise, ti belimi ya 
2TH.2.2	ye ya yaꞌa wum labaar line yel ye Zugsob la dabisir pun kena, ya da ke ka daamug ne kikirug kpelim kpenꞌ ya potenꞌerine. Li yaꞌa ane ye soꞌ yel ala ka ba tenꞌes ye li yi ne Winaꞌam Siig Suŋ la ni, bee soꞌ paꞌal ala, be soꞌ karem gbauŋ ka tenꞌes ye li yi ne ti saꞌan, 
2TH.2.3	yanam da ke ka ba soꞌ maꞌa ya lina wusa nii. Daar kan la ku kenaa, asee ka saŋkan ka nidib bedego laꞌase zanꞌas Winaꞌam la kena, ka soꞌ nie ya soogin ka a tuumbeꞌed daan, on sid na keŋ bugum teŋin. 
2TH.2.4	O na kisig dine wusa ka ba buon ye Winaꞌam la, laꞌam ne siꞌelnam wusa dine ka nidib zunꞌodi li la, ka duꞌos o meŋ n gaadi ba wusa. Hale ka o na kpenꞌ Winaꞌam puꞌusum yin n zinꞌi ka na yel ye o ane Winaꞌam.
2TH.2.5	Man daa nan be ya saꞌan la, m daa yeli ya lin wusa. Ya pu tenra? 
2TH.2.6	Ka siꞌel be, ka ya miꞌ li, ka li nam viꞌi tuumbeꞌed daan la, ka li saŋa yaꞌa ti paa na, tuumbeꞌed daan la na nie na. 
2TH.2.7	Tuumbeꞌed suaꞌada pun tum sa. Ka one nam viꞌi tuumbeꞌed daan la, na kpelim niŋ ala, n ti paae saŋkan ka o keŋ ka bas paalo. 
2TH.2.8	Ka tuumbeꞌed daan la yuꞌun na nie na. Ka Zugsob Yesu noor pebisim na ku o. Ka o ken la neesim na saꞌam o. 
2TH.2.9	Sutaana na ke ka tuumbeꞌed daan la kena. Ka o na mor paŋtitaꞌar, ka maan ziri bunnyalima, 
2TH.2.10	ka maꞌ damaꞌam buudi wusa n maꞌ nidib bane na nye saꞌuŋ, ban pu diꞌe sida ka pu noŋi li n nye faangir la zug. 
2TH.2.11	Linzug ka Winaꞌam na tisi ba ziri potenꞌer, ka ba siak ziri, 
2TH.2.12	ye nidib bane wusa pu siak sidaa, ka bood tuumbeꞌed la, na nye saria kadib line a saꞌuŋ.
2TH.2.13	Ti baꞌabiise, bane ka Zugsob noŋ la, li nar ka ti puꞌus Winaꞌam bareka saŋa wusa ya zug, on daa gaŋi ya pinꞌilugin ka o Siig Suŋ one ke ka ya aa o nidib bane a suꞌum nyain la ne ya sida siakir la ke ka ya nye faangir la zug. 
2TH.2.14	Winaꞌam daa buoli ya ye ya nye faangir, ne labasuŋ kane ka ti daa mooli ya saꞌan la poogin, ye ya nye ti Zugsob Yesu Kiristo naꞌasi laꞌam ne o. 
2TH.2.15	Dinzugo ti baꞌabiise, ziꞌenimi kiŋ kiŋ, ka doli yelsida line ka ti pianꞌad ti gbauŋ ban ka ti sob la ni.
2TH.2.16	Ti puꞌusid ti Zugsob Yesu Kiristo o meŋ ne ti Baꞌ Winaꞌam on noŋi ti, ka tisi ti sukpiꞌem kane kaꞌ naare ne tiꞌir suŋ o popielim zug la, 
2TH.2.17	ka sos o ye o na kpeꞌeŋi ya sunya, ka tisi ya paŋ ye ya niŋ siꞌel wusa line a suꞌum ka me yel line a suꞌum.
2TH.3.1	Baꞌasugo, ti baꞌabiise, sosimi Winaꞌam tisi ti, ye ti Zugsob labaar la na kpelim yadigid toꞌoto ka nye naꞌasi wuu lin daa niŋ yanam ni siꞌem la. 
2TH.3.2	Ka sos o ye o na faann ti nimbeꞌednam saꞌan, ka li kaꞌ nidib wusa siak Winaꞌam labaar laa. 
2TH.3.3	Ka Zugsob la lee a yelsida daan, ka na tisi ya paŋ ka guri ya, ka Sutaana da nyaŋe yaa. 
2TH.3.4	Ka Zugsob la ke ka ti miꞌ ya poog, ka miꞌ ye ya niŋid tiname yeli ya siꞌel la, ka na kpelim niŋid ala. 
2TH.3.5	Ti sosid Zugsob la ye o na ke ka ya sunya noŋ Winaꞌam, ka ya modig wuu Kiristo modig siꞌem la.
2TH.3.6	Ti baꞌabiise, ti yeli ya ne ti Zugsob Yesu Kiristo paŋ ye ya basi ya baꞌabiis sieba bane zinꞌi ka mor gbanyaꞌam, ka pu dol paꞌalug kane ka ti tisi ya laa. 
2TH.3.7	Yanam meŋ miꞌ suꞌuŋa ye li nar ka ya tuꞌas tinam daa tum siꞌem la. Tinam daa be ne ya la, ti daa kaꞌ gbanyaꞌanama, 
2TH.3.8	ka pu dit soꞌ diib zaalim ka pu yoo, ka lee tum bedego nintaŋ ne yuꞌuŋ, ka ti yela da daami yaa. 
2TH.3.9	Ti daa niŋid ala, ka li kaꞌ ye ti pu mor li suere, ka lee ane ye ya nye tinam tum siꞌem la ka tuꞌasi li. 
2TH.3.10	Tinam daa nam be ne ya la, ti daa yeli ya ye, “One pu tum, on da dii.”
2TH.3.11	Ti wum ye sieba be ya saꞌan n zinꞌi ka mor gbanyaꞌam ka kpenꞌed nidib yela ni, ka pu tum na. 
2TH.3.12	Linzug ka ti yel nimbama, ka saꞌali ba ne Zugsob Yesu Kiristo paŋ ye ba tum ba tuuma baanlim, ka diisi ba meŋ. 
2TH.3.13	Ti baꞌabiise, da genn ka bas tuumsuma maalugo.
2TH.3.14	Soꞌ yaꞌa zanꞌas ka pu siak line ka ti yeli ya gbauŋ kaŋa ni laa, yanam baŋim o, ka luak ne o ka ke ka nyan di o. 
2TH.3.15	Da niŋ o wuu o ane ya dataa, ka lee saꞌal o wuu ya baꞌabiig.
2TH.3.16	Ti Zugsob one a sumalisim daan la na tisi ya sumalisim saŋa wusa ne siꞌel wusa ni, ka na be ne ya wusa.
2TH.3.17	M sobid ne m meŋ nuꞌug ye, man Paul puꞌusidi ya. Anwa ka m sobid ka zanbin m gbana ni wusa.
2TH.3.18	Ti Zugsob Yesu Kiristo yelsum na be ne ya wusa.
1TI.1.1	Man Paul, one ka Winaꞌam ti faangid ne Yesu Kiristo one ka ti mor tiꞌiri o yela la, tis man noor ye m a Kiristo Tumtum la, 
1TI.1.2	n sobid gbauŋ kaŋa tisid Timoti one niŋ Yesu Kiristo yadda ka liebi m biig ameŋa la.
1TI.1.2	Ti Baꞌ Winaꞌam ne ti Zugsob Yesu Kiristo na tis uf yelsum ne nimbaanlzoor ne sumalisim.
1TI.1.3	Man daa waꞌae Masedonia teŋin la, m daa tis uf noor ye fu kpelim be Efesus teŋin ka saꞌal ninsieba ye ba da paꞌan ziri paꞌala la. 
1TI.1.4	Ka da dol teŋkudumin solima ne yaanam yuda kal line taꞌasid nogban nwaꞌar ka pu suŋid ka Winaꞌam tuuma la ken tuon ne ya yadda niŋir nii. 
1TI.1.5	Dinzug ke ka m yel anwa la ane ye noŋilim line zuꞌe yine ya potenꞌer line a nyain ne popielim ne yadda niŋir ameŋa. 
1TI.1.6	Ninsieba bas neꞌeŋanam ka pianꞌad pianꞌayaalis, 
1TI.1.7	ka bood ye ba a Winaꞌam wada paꞌanib, amaa ba pu baŋ ba meŋ pianꞌad la gbin ne, bee yelban ka ba pianꞌad ne sukpiꞌem laa.
1TI.1.8	Ti miꞌ ye wada la a suꞌuŋa ti yaꞌa noki li tum lin nar siꞌem. 
1TI.1.9	Ti miꞌ ye wada la pu maal ne ziꞌel popielim dim yelaa, amaa bane pu dol wada la suer, ne bane pu siakid yelugo, ne bane pu dol Winaꞌam suere, ne tuumbeꞌed dim, ne bugusum dim, ne bane dol ninsaalib suer, ne bane kuud baꞌanam ne manam, ne bane a ninkuudib, 
1TI.1.10	ne poꞌab ne dapi bane saꞌam taaba, ne dap bane dig ne ba dap taaba wen wuu poꞌab ne, ne bane zuud nidibi gbanꞌad, ne damaꞌanam, ne ziri kasetib, ne bane niŋid line mekama pu dol paꞌalsuŋo. 
1TI.1.11	Paꞌalug la dolne labasuŋ line nied paꞌan Winaꞌam naꞌam ne naꞌasi, ka o da niŋi m nuꞌusin ye m mool la.
1TI.1.12	M puꞌusidi ti Zugsob Yesu Kiristo bareka, one tisi m paŋ neꞌeŋa yela la. M puꞌusid o, ne on baŋi m poog ka gaŋi m ye m tum tuumkaŋa nwa la, 
1TI.1.13	hale baa ka saŋsiꞌen ka m da saꞌamidi o yuꞌur, ka namisid o, ka tuꞌud o, amaa ka o zo man nimbaanlig, bozugo man da nam pu niŋ Yesu yadda la, m da pu baŋ man niŋid siꞌel la. 
1TI.1.14	Ka Zugsob la tis man o popielim piini ka li galis, ne Yesu Kiristo yadda niŋir ne noŋilim line be o saꞌan la.
1TI.1.15	Yelmeŋir nwa ka m yet ye, li nar ye soꞌ mekama diꞌe li suꞌuŋa ye, “Yesu Kiristo kenn dunia ni na ye o faaenn tuumbeꞌed dim,” ka man tuumbeꞌed gati ba wusa din. 
1TI.1.16	Ka mam one a tuumbeꞌed dim kpeenm la, diꞌe nimbaanlzoor ye Yesu Kiristo paꞌal nidib la o meŋ suguru suꞌuŋa ka bigis bane na yuolim niŋ o yadda, ka diꞌe nyovur line kaꞌa naar la. 
1TI.1.17	Naꞌab kane soꞌe zumaana wusa la, o pu kpiida, nidib me pu nyet o ne ninii, one a Winaꞌam ayinni la, zunꞌor ne naꞌasi ane o din, saŋa line kaꞌa naare. Ami.
1TI.1.18	M biig Timoti, noziꞌelug kaŋa ka m tisid uf, ka li doli line ka Winaꞌam nodiꞌes da pianꞌ fu yela la. Kel ka neꞌeŋa kpeꞌeŋ uf ka fu zab zabsuŋ line na kad yelbeꞌed la. 
1TI.1.19	Kpelim mor yadda niŋir ne popielim yaꞌam. Ninsieba pu siakidi ba meŋ popielim yaꞌam bood siꞌem laa, ka li saꞌamidi ba yadda niŋir. 
1TI.1.20	Ba sieba ane Himeneus ne Alekizanda, ban ka m kee ba niŋ Sutaana nuꞌusin ye ba silig yaꞌam ka da saꞌam Winaꞌam yuꞌure.
1TI.2.1	Neꞌeŋa nwa a yiiga yel, ye fu kpeꞌeŋi ba ka ba puꞌus Winaꞌam ne sosug ne beluŋ ne bareka puꞌusum nidib wusa yela. 
1TI.2.2	M bood ye ya sos Winaꞌam n tis naꞌanam ne kpiꞌemnam ka ti be ne laafe ka daamug kaeꞌ, ka ti dol Winaꞌam suer ne nimmua yela wusa ni. 
1TI.2.3	Neꞌeŋa a suꞌum ka malisi ti faangid Winaꞌam suunr 
1TI.2.4	one bood ye nidib wusa nye faangir ka lem baŋ yelsida suer la. 
1TI.2.5	Winaꞌam yinni maꞌaa be. Ka nuꞌunweꞌed yinni maꞌaa me be nidib ne Winaꞌam soogin, ka one a Yesu Kiristo la, 
1TI.2.6	one pesigi o meŋi tis ye nidib wusa nye yolisim la. Ka li saŋa paae la bane nyee li la, dii li kaset. 
1TI.2.7	Neꞌeŋa nwa zug ka Winaꞌam da gaŋi m ye o tum m ka m mooni li, ka paꞌal bane kaꞌ Jew dim la ye ba niŋ Winaꞌam yadda ka baŋ line a sida. M yetne yelsida, ka pu maꞌada.
1TI.2.8	M bood ye zinꞌig wusa, ka dap puꞌusum ka uk nuꞌus line a nyain la, puꞌus Winaꞌam. Ka supeen ne nogban nwaꞌar kaeꞌ.
1TI.2.9	Ka poꞌab me yeem fuud line nar ka na suaꞌa ba nyan suꞌuŋa, ka kaꞌane zuobid loob yela bee salima laꞌad bee kugvenla line buon peel ka li ligidi zuꞌe, ne fuud ban ka ba ligidi zuꞌe laa. 
1TI.2.10	Ba lee venl ne tuumsuma line nar poꞌab bane yel ye ba ane Winaꞌam puꞌusum dim la.
1TI.2.11	Kel ka poꞌab a baanlim ka zamis ka siak ba bane soꞌe ba la noya. 
1TI.2.12	M pu siak ye poꞌab paꞌan dapa, bee mor kpiꞌeuŋ ka soꞌe baa. Ba ae baanlim; 
1TI.2.13	ka Winaꞌam da deŋim maalne Adam ka nyaan maal Eve. 
1TI.2.14	Ka Sutaana da pu maꞌ Adam, amaa o nyaŋe maꞌ Eve, ka o saꞌam Winaꞌam noor yelug. 
1TI.2.15	Ka laꞌam ne wala, poꞌa yaꞌa nyidigid ne Winaꞌam yadda niŋir ne noŋilim ka a nyain ka mor yaꞌam suꞌuŋa la na paasid faangir ne biis duꞌabin.
1TI.3.1	Yelmeŋir nwa ka m yet ye, soꞌ yaꞌa bood ye o a Winaꞌam nidib soꞌod, o boodim ane o tuuma a suꞌum. 
1TI.3.2	One a Winaꞌam nidib soꞌod asee ka o a one kaꞌa gbaꞌare, ka a poꞌayiŋdaan ka gbanꞌadi o meŋ, ka mor yaꞌam, ka a one tum line dol suer suꞌuŋa, ne one diꞌesid saam ne sumalisim, ka a one na tunꞌe paꞌal nidib suꞌuŋa, 
1TI.3.3	ka da a danuuda bee one bood zaba, amaa o be baanlim, ka a one pu mor noŋgban nwaꞌare, ka da noŋ ligidi, 
1TI.3.4	ka tunꞌe gosidi o yidim wusa suꞌuŋa, ka o biis siakidi o yelug ka mor naꞌasi o yela wusa ni. 
1TI.3.5	Ka soꞌ yaꞌa pu nyaŋe gosi o yidima, o na niŋ wala n guri Winaꞌam nidiba? 
1TI.3.6	Ka da a niŋkane niŋ yadda paalim nan ne. Li yaꞌa kaꞌa ala o na mor nyeesim ka ba kad o saria beꞌed wuu Sutaana ne. 
1TI.3.7	Asee ka yiiŋdim baŋ ye o a ninsuŋ. Li yaꞌa kaꞌa ala o na di nyan ka lu Sutaana bendugin.
