GEN.1.1	A tîra Pathianin lei leh vân a siam khân 
ACT.25.20	Keiin chûng thu chu ka ngaihtuah thiam zâwng pawh niin ka hre lo va, Jerusalem-a han kala, an thu chu han rêlsak a duh leh duh loh ka zâwt a. 
ACT.25.21	Nimahsela, Paulan amah ṭha taka vên leh an thu Lalber hnêna thlen a ngên ta zâwk a. Chuvângin, Kaisara hnêna ka tirh theih hma chu vêng ṭha tûrin thu ka pe a ni,” a ti a.
ACT.25.22	Agripa chuan Festa hnênah, “Kei pawh chu mi thu sawi chu ngaihthlâk ka duh asin,” a ti a. Ani chuan, “Naktûkah i ngaithla dâwn nia,” a ti a. 
ACT.25.23	A tûkah chuan Agripa leh Berniki chu ropui takin an lo kal a, thusawina inah an lût a, sipai hotu liante leh khuaa mi pawimawh deuh deuhte pawh an tel ve a. Festa thupêkin Paula chu an rawn hruai lût a.
ACT.25.24	Festa chuan, “Lal Agripa leh heta kan zînga awm zawng zawngte u, Juda mipui zawng zawngten ‘Nung tlâk a ni lo ve,’ tia an au va, Jerusalem-ah leh heta a chungchâng thu ka hnêna an sawi chu he mi in hmuha hi a ni. 
ACT.25.25	Nimahsela, kei chuan thihna khawp meuh eng mah a tih ka hmu lo va, amahin Lalber hnêna thlen a duh avângin tirh ka tum ta a ni. 
ACT.25.26	Amaherawhchu, Lalber hnêna thlen tûr thu mumal tak eng mah ziak tûr ka hre si lo va; chuvângin, in hmaah ka rawn hruai chhuak a ni; Lal Agrip, i hnêna han hruai bîk deuh ka ni a, chhâl a nih hnua eng emaw ziak tûr ka hriat theih nân. 
ACT.25.27	Amah an hêkna chiang taka ziak lova lalber hnêna mi tâng tirh chu âwmin ka hre si lo va,” a ti a.
ACT.26.1	Agripa chuan Paula hnênah, “I thiam thu i sawi thei e,” a ti a. Chu veleh Paula chuan a kut a phar a, a thiam thu a sawi ta a. 
ACT.26.2	“Lal Agrip, vawiinah hian i hmaah Juda-te mi hêkna zawng zawnga ka thiam thu ka sawi dâwn avângin vânnei ka inti hle mai. 
ACT.26.3	Juda-te khawsak dân leh an inkhin ṭhin dânte i hriat êm avângin vânnei ka inti lehzual a ni. Chuvângin, dawhthei taka ka thu mi ngaihthlâksak tûrin ka ngên a che. 
ACT.26.4	Ka tleirâwl tirh aṭang tawhin ka chipuite zîngah leh Jerusalem-a ka awm dân chu a tîr ata Juda-te zawng zawngin an hria e. 
ACT.26.5	An sawi duh chuan hmân aṭanga kan sakhaw pâwl khermei ber Farisai zînga mi ka nih te pawh an hria ang. 
ACT.26.6	Min thlahtute hnêna a thutiam kha Pathianin a hlen ka beisei thu-ah tûnah hian rorêlna hmaah ka ding a nih hi. 
ACT.26.7	Chu thutiam chu hmuh beiseiin kan hnam sâwm leh pahnihte chuan a chhûn a zânin ṭhahnemngai takin rawng an bâwl ṭhîn a ni. Aw, Lal Agrip, chutiang beiseina avâng chuan Juda-te hian mi hêk a ni.
ACT.26.8	“Nangni hian engtizia nge Pathianin mitthite a kaihthawh in rin loh? 
ACT.26.9	Kei ngei pawhin Nazaret Isua hming kalh zâwnga theihtâwp chhuah tûr niin ka lo inngai a. 
ACT.26.10	Chutiang chuan Jerusalem-ah ka ti ṭhîn a, puithiam lalte hnên aṭanga thu lain mi thianghlimte zînga mi tam tak tân inahte ka khung a, tihhlum an tum pawhin ka remtihpui bawk ṭhîn. 
ACT.26.11	Sunagog tinah Isua sawichhiattîr tumin ka hrem fo va, an lakah ka kawlh êm êm a, ram dang khaw thleng thlengin ka tiduhdah ṭhîn.
ACT.26.12	“Chutiang ti tûr chuan puithiam lalte hnên aṭanga thu hmu leh an thupêk kengin Damaska ka pan a. 
ACT.26.13	Tichuan, Lal Agrip, kawnga kan kal lai chuan chhûn laiah vân aṭanga êng, ni aia êng ka hmu a, chu chuan kei leh ka kalpuite chu min rawn chhun a. 
ACT.26.14	Leiah kan tlu ta vek a, awin Hebrai ṭawngin, ‘Saula, Saula, engati nge mi tihduhdah? Chhunna tiang khen hi i tân a na thlâwn mai mai a ni,’ mi rawn tiin ka hria a.
ACT.26.15	“Kei chuan, ‘Lalpa, tu nge i nih?’ ka ti a. Lalpa chuan, ‘Isua, i tihduhdah hi ka ni. 
ACT.26.16	Tho la, i kein ding rawh; ka rawngbâwltu atâna ruat tûr chein i hnênah ka rawn inlâr a ni. Mi hmuh thu leh thil ka la entîr tûr che hi mite i hrilh tûr a ni. 
ACT.26.17	Juda-te leh Jentail-te hnênah ka tîr ang che a, an lak ata ka chhan chhuak ang che. 
ACT.26.18	Kei mi rin avânga an sualte ngaihdam an nih theih nân leh, mi thianghlimte zînga rochan an neih ve theihna tûrin. An mit tivârtu tûr te, thim ata eng lama hawi kîrtîr tûr leh Setana thuhnuai ata Pathian lama hawi kîrtîr tûra ruat i ni e,’ mi ti a. 
ACT.26.19	“Chuta ṭang chuan, Lal Agrip, vân inlârna chu ka zâwm ta a. 
ACT.26.20	Tichuan, Damaska mite hnêna sawi ṭanin, Jerusalem-a mite hnênah te, Judai rama mi zawng zawng leh Jentail-te hnênah sima Pathian lam an hawia, an sim takzet a ni tih a lan nâna thil an tihna tûrin thu ka hril ṭhîn a ni. 
ACT.26.21	Chumi avâng chuan Tempula ka awm laiin Juda-ten mi man a, mi thah an tum a. 
ACT.26.22	Nimahsela, Pathianin mi ṭanpui avângin vawiin thleng pawh hian mi lian leh mi tête hnêna thu hril tûrin ka la ding thei a ni. Zâwlneite leh Mosian thil lo thleng tûr an sawi bâk eng mah ka sawi lo. 
ACT.26.23	‘Krista chuan a tuar ang a, mitthi zîng ata thawh hmahruaitu a ni ang a, Juda-te leh Jentail-te hnênah êng thu a hriattîr ang,’ tia an sawi loh hi chu eng mah dang ka sawi lo,” a ti a. 
ACT.26.24	Chutianga thiam thu a sawi lai chuan Festa chu ring takin a au va, “Paula, i â ta a ni e, i zir tam hi i ât phah a ni,” a ti a. 
ACT.26.25	Nimahsela, Paula chuan, “Festa zahawm ber, ka â lo asin; thu dik tak leh thu fing tak ka sawi zâwk a ni. 
ACT.26.26	Hêng thil hi lal pawhin a hria e, a hnênah pawh huai takin ka sawi hi; a hriat loh pakhat mah a awm lo tih ka hria; hêng thil hi a rûka tih a ni si lo va. 
ACT.26.27	Lal Agrip, zâwlneite thu i ring em? I ring tih ka hria e,” a ti a.
ACT.26.28	Agripa chuan Paula hnênah, “Rei lo te chhûnga Kristiana mi siam i tum a ni maw?” a ti a. 
ACT.26.29	Paulan, “Rei se, rei suh se, nang chauh ni lovin, vawiina ka thu ngaithlatute zawng zawng pawh hi keimah anga awm tûrin Pathian hnênah ka dîl a ni, kawl erawh hi chu bun ve lovin,” a ti a.
ACT.26.30	Tichuan, lal te, Ramawptu te, Berniki te leh an ṭhutpuite chu an tho va. 
ACT.26.31	An kal hrang a, an inbia a, “He mi hian thihna khawp emaw, tânna khawp emaw eng mah zawng a tih loh hi,” an ti a. 
ACT.26.32	Agripa chuan Festa hnênah, “He mi hian Kaisara hnêna thlen dîl lo sela chuan chhuah mai theih a nih hi,” a ti a.
ACT.27.1	Tin, Itali rama lawnga kal tûra min tih veleh, Paula leh mi tâng dang ṭhenkhatte chu Augasta Sipai pâwl an tiha mi sipai za hotu Julia kutah an hlân a. 
ACT.27.2	Adramuteno khaw lawng, tuifinriat kama Asia ram khuate tlawh tûrah chuan kan chuang a, kan kal ta a; Makedonia rama Thesalonika khaw mi Aristarka pawh a tel ve a. 
ACT.27.3	A tûkah chuan Sidon khua kan thleng a, Julia chuan Paula chu a tiṭha hle a, a ṭhiante hnêna lênga a châkkhai lam te a phalsak a. 
ACT.27.4	Chuta ṭangin lawng chuan kan kal zêl a, thliin a ni lo zâwnga min nem avângin Kupra thliarkâr phên thli ûp lamah kan kal a. 
ACT.27.5	Kilikia ram leh Pamfulia ram dep tuipui kan pelh hnuin, Lukia rama Mura khua kan thleng a. 
ACT.27.6	Chutah chuan sipai za hotu chuan Aleksandria khaw lawng, Itali rama kal tûr a hmu a, chu lawngah chuan min chuantîr a. 
ACT.27.7	Ni rei tak zawi zawiin kan kal a, harsa takin Nido khaw zâwn kan thleng hrâm a. A lêt zâwnga thliin min nem avângin Kret thliarkâr phên thli ûp lamah kan kal kual a. Kret thliarkâr hmâwr zum Salmoni an tih chu kan pêl a. 
ACT.27.8	Harsa takin vaukam kan hrût a, hmun pakhat, lawng chawlh hmun Mawi, an tih chu kan thleng a, chu chu Lasai khaw kianga awm a ni.
ACT.27.9	Ni rei fe kan châm hnu chuan Chawnghei hun a pêl ta bawk a, lawnga kal zêl a hlauhawm hle tawh avângin anni chu Paulan thu a râwn a, 
ACT.27.10	an hnênah, “Pute u, tûna kan kal zêl chuan chhiatna nasa tak kan tâwk dâwn tih ka hria; lawng leh a bungraw phurh chauh ni lovin, keini lawnga chuangte tân pawh boral a hlauhawm a ni,” a ti a. 
ACT.27.11	Nimahsela, sipai za hotu chuan Paula thu sawi ai chuan lawngpu leh lawng neitu thu chu a awih ta zâwk a. 
ACT.27.12	Thlasik tuar nân chu lawng chawlhna chu a remchân loh avângin mi tam zâwkin kal chhuaha, Foiniki khua thlen hrâm a, chuta thlasik tuar chu an duh a. Foiniki khua chu Kret thliarkâra lawng chawlhna pakhat a ni, chhimthlang leh hmârthlang hawi zâwnga awm a ni.
ACT.27.13	Chhim thli a lo tleh hiau hiau va, an duh ang tak an hmu ta emaw an ti a, thîrchakai chu an khai chhuak a, Kret thliarkâr chu a kam hnaih thei ang berin kan hrût a. 
ACT.27.14	Nimahsela, rei lo tê-ah khawmual lam aṭangin thlipui na tak a lo tleh chhuk ta phut a, chu thli chu Eurakulo an vuah a. 
ACT.27.15	Lawng chu a rawn chhêm vir nawk a, thli lam hawia kar her rual ni ta hek lo, a duh duha len tûrin kan awm ta a, min lên min lên ta mai a. 
ACT.27.16	Thliakâr tê tak tê, Kauda an tih phên thli ûp lamah min lên a, harsa tak chungin lawnglêng chu kan hum thei hrâm a. 
ACT.27.17	Lawngah an khai chhuak a, lawng chu hruiin an phuar ta tlat a. Libua kam ṭiaudûpa min len luh an hlauh avângin lawng puanzâr chu an tihniam a; tichuan, min lên min lên leh ta a. 
ACT.27.18	Thli leh tuifâwn chuan min vawrh reng avângin, a tûkah chuan lawng bungraw phurh chu an paih ṭan ta a. 
ACT.27.19	Ni thum ni chuan anmahni kut meuhvin lawng thawmhnaw pawh an paih chhuak leh ta a.
ACT.27.20	Ni rei tak, ni pawh, arsi pawh a lang lo va, thli lah chuan nasa takin min nuai reng a, dam rêng kan inbeisei tawh lo. 
ACT.27.21	Chaw ei lova ni tam tak an awm hnuin Paula chu an zîngah a ding a, “Pute u, ka thu kha awihin Kret thliarkâr aṭang khân chhuak lo ila chuan hetiang hrehawmna leh hlohnate hi kan tâwk lo tûr. 
ACT.27.22	Nimahsela, tûnah hian thlamuang taka awm tûrin ka ngên a che u. In zîngah tu mah in thi lo vang, lawng erawh hi chu a chhe dâwn a ni. 
ACT.27.23	A ta ka ni a, a rawng ka bâwl ṭhin, Pathian chuan vântirhkoh pakhat nizân khân a rawn tîr a, ka kiangah a lo ding a, 
ACT.27.24	‘Paula, hlau suh, Kaisara hmaah i ding tûr a ni. Ngai teh, lawnga i zinpuite zawng zawng kha nangmah avângin Pathianin a hum dâwn a ni,’ mi rawn ti a. 
ACT.27.25	Chuvângin pute u, thlamuang takin awm rawh u. Pathian ka ring a, mi hrilh ang chu a thleng ngei ang. 
ACT.27.26	Thliarkâr khawiah emaw min lên chhuak tûr a ni,” a ti a.
ACT.27.27	A zan sâwm leh zan li zânah chuan thliin Mediteranean tuipuiah chuan min lên zêl a, zanlai vêlah chuan lawng miten khawmual eng emaw thleng dâwnin an inhria a. 
ACT.27.28	Tichuan, tui thûk lam an teh a, hlam sawmhniha thûk a lo ni a, rei lo te hnuah an teh leh a, hlam sâwm leh pangaa thûk a ni ta a. 
ACT.27.29	Lung chhe hmuna min len chhuah an hlauh avângin lawng mei lamah chuan thîrchakai pali an thlâk a, khawvâr hlân an nghâkhlel hle a.
ACT.27.30	Lawng mite chuan lawng hnâr lama thîrchakai thlâk tûr ni âwm takin lawnglêng chu tuifinriatah an thlâk a, lawng chu tlânsan an tum a ni. 
ACT.27.31	Chu veleh, Paula chuan sipai za hotu leh sipaite hnênah chuan, “Hêngho hi lawnga an awm reng loh chuan in him thei lo vang,” a ti a. 
ACT.27.32	Tichuan, sipaite chuan lawnglêng hruite chu an zai chat a, an len botîr ta a.
ACT.27.33	Khawvâr dâwn ṭêpah Paula chuan lawnga mi zawng zawng chu chaw ei tûrin a ngên a, “Vawiin hi eng mah ei lova in awm ni sâwm leh ni lina a lo ni ta a. 
ACT.27.34	Chuvângin, chaw ei tûrin ka ngên a che u, in nunna tûr a ni e; in zînga tu ma samzai pakhat tê mah a boral lo vang,” a ti a. 
ACT.27.35	Chûng thu a sawi zawh chuan chhang a la a, an zaa hmaah chuan Pathian hnênah lâwmthu a sawi zawhin a phel a, a ei ṭan ta a. 
ACT.27.36	Tichuan, an za-in thlamuang takin an ei ta a. 
ACT.27.37	Lawnga mi chu kan vaiin zahnih leh sawmsarih leh paruk kan ni a. 
ACT.27.38	An ei kham vek hnu chuan lawng tizâng tûrin an buh phurhte chu tuipuiah an paih chhuak leh ta a.
ACT.27.39	Khua a lo vâr chuan khawi lai vaukam nge an thlen an hre lo va, litengsâwla ṭiaupho an hmuhin lawng chu a theih chuan ṭiauphova khalh chhuah an tum a. 
ACT.27.40	Thîrchakai hruite chu an zai chat a, tuipuiah an hnutchhiah ta a; chumi rual chuan a kar herna phuarnate chu an phelh a, hma lam puanzâr chu thli chhêm tûr zâwngin an tisâng a, ṭiaupho chu an pan ta a. 
ACT.27.41	Nimahsela, tuizangkhauh pahnih intawhnaah kan lût a, lawng hnâr lam chu a insu bûr ta tlat a, tihchêt rual lohvin a tâng ta a; tuifâwn a nasat êm avângin lawng mei lam pawh chu a keh ṭan ta a.
ACT.27.42	Sipaite chuan tânghote chu thah vek an rawt a, tui hleuh kaite an awm ang a, an tlân bo vang tih an hlau va ni. 
ACT.27.43	Nimahsela, sipai za hotu chuan Paula chhanhim a duh a, an thil rawt chu a khap a; tui hleuh thiam apiang chu tuipuia zuang thlaa khawmuala lo kai hmasa tûr leh, 
ACT.27.44	mi dang zawng chu thingphel chungah emaw, lawng keh them chungah emaw kai tûrin thu a pe ta a. Chutiang chuan kan za-in khawmualah him takin kan kai ta vek a.
ACT.28.1	Kan kai zawh chuan thliarkâr chu Meliti a ni tih kan hre ta a. 
ACT.28.2	Chu thliarkâra mite chuan min lo khawngaih êm êm a. Ruah a sûr avâng leh a vawh êm avângin meipui an chhêm a, kan za-in min lo lâwm a. 
ACT.28.3	Paulan thing têl khat a fawm a, meiah a tuah a, a sat avângin rûl a lo chhuak a, a kutah a zem ta tlat a. 
ACT.28.4	Chuta mite chuan a kuta rûl bet reng an hmuh chuan, “He mi hi tualthat a ni phawt mai, tuifinriat aṭangin tlân chhuak mah sela, dik taka Rorêltua chuan a nun a awih tawh lo a nih hi,” an ti a. 
ACT.28.5	Nimahsela, ani chuan rûl chu meiah a thing thla a, engtin mah a awm ta chuang lo va. 
ACT.28.6	Anni chuan a vûn emaw, thâwklehkhata a tlûka a thih nghâl emaw an ring a. Rei fe an nghâk a, eng mah a ti lo tih an hmuh chuan an rilru an lamlêt a, “Pathian a nih hi,” an ti leh ta zâwk a.
ACT.28.7	Chumi kiang lawkah chuan chumi thliarkâr lal Poplia huan a awm a. Ani chuan min lo lâwm a, ni thum lai lâwm takin min thleng a. 
ACT.28.8	Poplia pa chu khawsik leh santên veiin a lo mu reng a. Paula chuan a en a, a luah kut nghatin a ṭawngṭai a, a tidam ta a. 
ACT.28.9	Chumi hnu chuan, chu thliarkâra mi dang na nei apiang chu an lo kal a, an dam ta a. 
ACT.28.10	Anni chuan nasa takin min chawimawi a, kan kal leh dâwn pawh chuan kan mamawh apiang lawngah an lo dah a.
ACT.28.11	Thla thum hnuah chuan lawng pakhat, thlasik laia chu thliarkâra lo châm tawh chuan kan kal leh ta a. Chu lawng chu Diaskuro an vuah a, Aleksandria khaw lawng a ni. 
ACT.28.12	Surakus khua kan thleng a, ni thum kan châm a. 
ACT.28.13	Chuta ṭang chuan lawngin kan kal kual a, Regium khua kan thleng a. Ni khat hnuah chhim thli a lo tleh a, a tûk lehah Puteoli khua kan thleng a. 
ACT.28.14	Chutah chuan unaute kan hmu a, an hnêna kâr khat châm tûrin min ngên a, chutiang chuan Rom khua kan thleng ta a ni. 
ACT.28.15	Rom khuaa unaute chuan kan chanchin an hriat veleh, ‘Appia Dâwr’ leh ‘Khualbûk Pathum’ thlengin min hmuak tûrin an lo kal a. Paulan chu mite chu a hmuhin Pathian hnênah lâwmthu a sawi a, a thlamuan phah ta hle a.
ACT.28.16	Rom kan thlen chuan Paula chu sipai vên chunga amaha a awm an phalsak a.
ACT.28.17	Ni thum hnuah chuan Paulan chuta Juda hotute chu a ko khâwm a, an lo kal chuan an hnênah, “Unaute u, kan mite chungah emaw, min thlahtute Dân lakah emaw eng mah ka tisual lo chung pawhin, Jerusalem-ah mi man a, Rom sawrkâr kutah mi hlân a. 
ACT.28.18	Anni chuan mi chhâl a, thihna khawp meuh eng mah ka tihsual an hmuh loh avângin mi chhuah an tum a. 
ACT.28.19	Nimahsela, Juda-ten an hnial tlat avângin Kaisara hnêna thlen lo thei ka ni ta lo va ni; Mahse, ka chipuite hêk tûra ti ka ni awzâwng lo ve. 
ACT.28.20	Chuvâng chuan, hmuh leh biak che u duhin ka ko khâwm che u a ni; Israel-ten an beisei ṭhin, kha mi avâng khân he khaidiat hi ka bun a nih hi,” a ti a.
ACT.28.21	Anni chuan, “Judai ram aṭangin i chanchin sawina lehkha eng mah kan hmu lo va, unaute zînga mi tu mahin i chanchin a chhe lam emaw, a ṭha lam emaw sawi tûr an lo kal hek lo. 
ACT.28.22	He pâwl hi hmun tinah sawichhiat niin kan lo hria a, i ngaih dân pawh hriat kan duh e,” an ti a.
ACT.28.23	Tichuan, ni an tiam a, chumi ni chuan a awmna inah mi tam takin an rawn pan a, zîng aṭangin zân thlengin Pathian ram thu a sawi a, a hrilh fiah a; Mosia dân bu leh zâwlneite lehkhabu aṭangin Isua chungchâng anmahni awihtîr tumin a hrilh a.
ACT.28.24	A ṭhenin a thu sawi chu an ring a, a ṭhenin an ring lo va. 
ACT.28.25	An thu a inhmu ta lo va, Paulan thu a sawi zawh chuan an chhuak ta a. A thu sawi chu hei hi a ni: “Thlarau Thianghlimin zâwlnei Isaia kâa in thlahtute hnêna a sawi kha a dik ngawt mai,
ACT.28.26	‘He chite hnênah hian kal la, va sawi rawh.
ACT.28.26	In ngaithla in ngaithla ang a,
ACT.28.26	a ngaihna in hre si lo vang.
ACT.28.26	In en in en ang a, in hmu fuh si lo vang.
ACT.28.27	He mite thinlung hi a lo chawlawl ta a,
ACT.28.27	An bengte an chhu ngawng a,
ACT.28.27	An maimitchhîng bawk a,
ACT.28.27	Chuti ni lo se an mitin an hmu ang a,
ACT.28.27	an bengin an hria ang a,
ACT.28.27	An thinlungin an hre bawk ang a,
ACT.28.27	An hawi kîr leh anga,
ACT.28.27	Anmahni ka lo tidam tûr!’
ACT.28.27	a tih kha. 
ACT.28.28	“Pathian chhandamna chu Jentail-te hnênah pêk a ni tih hre rawh u; anni zawngin ngaih pawh an ngaithla ang,” a ti a. 
ACT.28.30	Kum hnih pumhlûm Paula chu ama in luahah chuan a awm a, a hnêna lo lêng apiang a lo lâwm a. 
ACT.28.31	Pathian ram thu a hrilh a, Lalpa Isua Krista thu huai takin mi a zirtîr a, tu man an khap lo.
ROM.1.1	Paula, Isua Krista bawih, tirhkoh atâna koh, Pathian Chanchin Ṭha hril tûra tihhrana chuan: 
ROM.1.2	chu Chanchin Ṭha chu Pathianin a zâwlneite hmangin a lehkha thianghlimah a lo tiam tawh a. 
ROM.1.3	A Fapa, kan Lalpa Isua Krista thu chu tisa lam chhui chuan Davida thlaha piang a ni a, 
ROM.1.4	thianghlimna thlarau lamah erawh chuan; mitthi zîng ata ropui taka kaihthawh a nihna chuan Pathian Fapa a nihzia a tilang chiang a; 
ROM.1.5	amah avâng chuan Pathianin hnam tin zînga mite ringa awihtîr tûrin tirhkoh nihna chanvo min hlân a ni. 
ROM.1.6	Nangni pawh chutianga Krista mite ni tûra koh in ni si a.
ROM.1.7	Pathianin a duh tak, a mi thianghlim ni tûra a koh Rom khuaa mite chibai ka bûk a che u. Pathian kan Pa leh Lalpa Isua Krista hnên ata khawngaihna leh remna in hnênah awm rawh se.
ROM.1.8	Ringtu in nih thu ram tina a than tâk huai huai avângin Isua Krista zârah nangmahni avângin Pathian hnênah lâwmthu ka sawi hmasa a ni. 
ROM.1.9	Ka ṭawngṭainaahte chuan ka hre reng ṭhîn che u a, tih tak meuhva a Fapa Chanchin Ṭha rawng ka bâwl Pathian chu mi hriatpuitu a ni. 
ROM.1.10	A remtih zâwng a nih chuan tûn ṭumah tal ka rawn tlawh theihna tûr che uin Pathian ka dîl ṭhîn a ni. 
ROM.1.11	In ngheh lehzual nân thlarau lam thilpêk dawntîr tûr che uin hmuh che u ka chak êm êm a ni, 
ROM.1.12	kei leh nangni hi rinnaa kan inchâwm tawna, kan inṭanpui tawn theihna tûrin.
ROM.1.13	Unaute u, rawn tlawh che u ka tum fo va; mahse, rem lohna a awm leh ṭhîn a ni tih in hriat ka duh a ni. Jentail dang zînga ka hmuh ṭhin angin in zîngah pawh rah hmuh ve ka beisei. 
ROM.1.14	Grik mite leh Awze mite, mi fing leh mi mâwlte hnênah bat ka nei a; 
ROM.1.15	chuvângin, a ni, nangni Rom khuaa awmte hnênah pawh Chanchin Ṭha hi hril ka châk êm êm ni.
ROM.1.16	Chanchin Ṭha hi ka zahpui si lo va, tu pawh a ring apiangte chhandam nâna Pathian thiltihtheihna a ni si a; Juda-te tân a ni phawt a, Jentail-te tân pawh a ni leh a. 
ROM.1.17	Hetah hian rinna avâng chauhva Pathianin mi thiam a chantîr dân a lo lang ta a ni, “Rinna avânga thiam chang chu a nung ang,” tih ziak ang khân. 
ROM.1.18	Vân ata Pathian thinurna chu mihring, an sakhaw ngaihsak lohna leh suahsualna avânga thutak dodâl tlattute chungah chuan a lo lang a ni. 
ROM.1.19	Pathian chanchin hriat theih tûr chi chu mihringte hnênah a lang reng a, chu chu Pathian ngeiin a tihlan a ni. 
ROM.1.20	A nihna, mita hmuh theih loh, a chatuan thiltihtheihna leh a Pathianzia chu khawvêl siam tirh ata a thil siamahte chuan chiang taka hmuh theihin a lang a. Phatna tûr rêng an nei lo. 
ROM.1.21	Pathian zawng an hria a ni; Pathian ang erawh chuan an chawimawi lo va, lâwmthu pawh an hrilh hek lo; an ngaihtuahna a khawlo zo va, an rilru lawilo tak chu a thim zo ta a ni. 
ROM.1.22	Fing an inti nâ a, an â hle si a ni. 
ROM.1.23	Thi thei lo Pathian ropuina chu thi thei mihring te, sava te, ke pali nei te leh rannung lim ang lekah an chantîr a. 
ROM.1.24	Chuvângin, an thinlung châkzâwng thil bawlhhlawhte ti tûrin Pathianin a hawisan a, zahpuiawm takin an awm ta a ni. 
ROM.1.25	Pathian thutak aiin dâwt an thlang a, a siamtu chu biak aiin a siama chu biain a rawng an bâwl ta zâwk a. A siamtu chu chatuana fakin awm rawh se. Amen.
ROM.1.26	Chûng avâng chuan a ni Pathianin zahthlâk taka an hur phalin a hawisan tâk ni; an hmeichhiate chu an awm dân phung pêlin an khawsa a; 
