MAT.1.1	Jijajiji palka-jarrija Tapiti-kirlangu-ngurlu manu Yipuruyamu-kurlangu-ngurlu turnu-warnu-ngurlu. 
HEB.10.29	Yungurna-nyarra payirni. Nyarrpa-manilki kajika Kaaturluju kajilpa yapangku nyanungu-nyangu Kaja-nyanu manyu-pungkarla? Nyarrpa-manilki kajika Kaaturluju kajilpa yapangku manngu-nyangkarla Jijaji Kiraji-kirlangu yalyuju tarruku-wangu nganta? Nyarrpa-mani kajika Kaaturluju kajilpa yapangku punku-pajikarla nyanungu-nyangu Pirlirrpa? Kajika mayi wardinyi kujakuju nyinami? Lawa! Nyampu-kula wangkaja Kaatuju Jijaji Kiraji-kirlangu-kurlu yalyu-kurluju, “Yalyu nyampu-kurlurlu kapurna-jana yapaju muurl-mardarni palinja-kujaku. Ngula-jangka kapujulu ngajuku-mipa jungarni nyinami.” Yuwayi, Kaatu-kurlangu Pirlirrpaju ngurrju-nyayirni yapakuju. Kala yapangku kajilpa manyu-pungkarla nyanunguku Kaja-nyanu, marda kajilpa yalyurlangu manyu-pungkarla, marda kajilpa maju wangkayarla Kaatu-kurlangu Pirlirrpa-kurlu, ngularraju maju-nyayirni. Kujarlaju, Kaaturluju kajika-nyanurla yapa yinyaju kunka-mani karrikarri-wangu-nyayirnirli. 
HEB.10.30	Kuja-kula wangkaja Kaatuju Payipulurlaju:
HEB.10.30	“Ngana-puka kaji warrarda nyina warntarla, kulalpa-jana nganangku pungkarla. Ngajulu-miparlu kapurna pinyi.”
HEB.10.30	Nyampurlangunya-ka yimi nguna Payipulurlaju:
HEB.10.30	“Warlalja-Wiri Kaaturlu kapu-jana yapaju jungangku miimii-nyanyi ngurrju-japa maju-japa.” 
HEB.10.31	Kaatuju-ka JUKURRARNU nyina. Kajirlipa warntarla warrarda nyinami, ngulajulparliparla lani-jarriyarla. Kajika-ngalpa rdarri-mardarninjarla pinyi.
HEB.10.32	Nyurrurlarlulu manngu-nyangka yangka nyurru-wiyi kujankulu pina-jarrija yimi Jijaji Kiraji-kirli. Kujankulurla ngungkurr-nyinaja Jijajiki, ngalya-kari yapalpalu-nyarra yanurnu warla-pajirninjaku. Murrumurru-manulu-nyarra, kala nyurrurlajulpankulurla ngungkurr-nyinaja-juku. 
HEB.10.33	Yapa yangkarra kujalpalu-nyarra nyurunyuru-jarrija, ngulangkujulu-nyarra karrinja-yirrarnu kulkurru-warrirni panu-puru, manulpalu-nyarra jiliwirri-manu. Pakarnulu-nyarra, manulu-jana Kirijini-patu-karirlangulu-jana kurnta-maninjarla pakarnu. Ngula-jangka-jukunkulu-nyanu jinta-jarrinjarla pirrjirdi-manulku. 
HEB.10.34	Ngalya-kari Kirijini-patujulpalu nyinaja rdakungka-juku, kala kulankulu-jana yampija, lawa. Mari-jarrijalpankulu-jana. Kujalu-nyarra yapa ngalya-karirli jurnta kangu nyiyarningkijarra, kulankulu-jana kulu-jarrija, lawa. Ngarilpankulu wardinyi nyinaja, ngarilpankulu manngu-nyangu yangka Kaaturlu kuja kanyarra nyiyarningkijarra mardarni nguru-nyayirni-wangurla. Nyiyarningkijarra kuja kalu nguna nguru-nyayirni-wangurla, ngulaju kapunkulu tarnngangku warrarda mardarni, kula yangkarra-piya kujankulu wajawaja-manu nyampurla walyangka.
HEB.10.35	Nyurrurla karlirr-yaninja-wangulurla Kaatuku nyinaya, walalurla warrarda nyinaya, kapu-nyarra nyiyarningkijarra ngurrju yinyi. 
HEB.10.36	Kulalu mata-jarriya, purayajukulu. Warrkilirla lawa-manta kaji-nyarra wangka. Kajinkili warrarda purami jungangku, ngula-jangka ngakalku kapu-nyarra ngurrju yinyi yangka kuja-nyarra jangku-pungu. 
HEB.10.37	Kaatuju kuja wangkaja Payipurlurlaju:
HEB.10.37	“Yangkarna-nyarra yapa-patuku nyurrurlakuju wangkaja yangka ngaju-nyangu Milarninja-warnu kapu yanirni. Junga kujaju. Kula-nyarra jurnta nyinami, kapu yanirni nyurru-wiyi-wangu jalangu.”
HEB.10.38	Kaatuju kujarlangu wangkaja Payipulurlaju:
HEB.10.38	“Kuja kajulu yapa wala nyinami ngajuku, ngulaju kapurna jungarni-pajirni, ngulaju kapujulu jirrnganja nyina ngajuku. Kala kaji ngana lani-jarrinjarla warntarla-jarrimi ngaju-kujaku, kularnarla wardinyiji nyinami.”
HEB.10.39	Kula karlipa ngula-piya nyinami, lawa. Warrarda karliparla wala nyina Kaatukuju. Milya-pinyi karlipa yangka kuja kangalpa muurl-mardarni tarnngangku-juku. Kula-ngalpa riwarri-mani.
HEB.11.1	Kuja karlipa wangkami ‘wala nganta karliparla nyinami Kaatuku’, nyiya-wiyi kujaju? Kuja karla yapa wala nganta nyina Kaatuku, ngulaju karla wurdungu pardarni. Milya-pinyi-ka yangka kapurla nyiyarningkijarra yinyi ngaka Kaaturluju yangka kujarla jangku-pungu. Kuja karla yapa yinya wala nganta nyinami Kaatuku, kula-ka marda nyiyarningkijarraju nyanyi, kala milya-pinyi-jiki ngaka kapurla warraja-jarrimi. 
HEB.11.2	Ngalipakupalangu nyurnunyurnu kalalurla kuja-piya-yijala wala nyinaja Kaatukuju. Kujarlanya-jana nyanungurraju ngurrju-pajurnu.
HEB.11.3	Ngalipa panu-juku karliparla walaju nyinami Kaatukuju. Kujarlanya karlipa milya-pinyi kuja Kaaturlu ngurrju-manu yalkiri manu walya nyurru-wiyi. Kujakungarntiji lawa-wiyilpa karrija. Ngari-jana ngarrurnu nyiyarningkijarra lawa-jangka warraja-jarrinjaku.
HEB.11.4	Manngu-nyangkalu-palangu papardirlangu Kayini manu Yapulu 
HEB.11.5	Manngu-nyangkalu wati jinta-kari yirdiji Yiniki 
HEB.11.6	Junga kujaju. Ngana-puka kuja-ka ngampurrpa nyina Kaatu-kurra yaninjarniki, kamparruju kuja-wiyi manngu-nyanyi, “Yuwayi, milya-pinyi karna kuja-ka Kaatu wankaru nyinami. Milya-pinyi karna yangka ngaka kapu-jana nyiyarningkijarra ngurrju yinyi yapaku kajilirla nyanunguku warrirni milya-pinjaku. Kapurnarla wala-juku nyina tarnnga.” Yuwayi, kajilpa yapangku kuja manngu-nyangkarla, ngula-jangkanya kajikarla kutuju yanirni Kaatukuju. Kala kajirla wala-wangu jurnta nyinami Kaatuku, ngulaju kula Kaatuju yawuru-mani.
HEB.11.7	Manngu-nyangkalu wati jinta-kari yirdiji Nuwa 
HEB.11.8	Manngu-nyangkalu yangka wati ngalipakupalangu warringiyi-nyayirni Yipuruyamu 
HEB.11.9+HEB.11.10	Yuwayi, Yipuruyamujulparla wala nyinaja Kaatukuju. Kulalpa nguru jinta-kari-kirli-mipa manngu-nyangu, manngu-nyangulpa ngurra jinta-kari kankarlu nguru-nyayirni-wangurla yangka kuja Kaaturlu nganturnu. Yipuruyamurlujulpa manngu-nyangu kirri wiri kuja kapu warrarda karrimi tarnnga. Kujarlanya, kuja Yipuruyamuju yukajarra nguru jinta-kari-kirra, ngulaju-nyanu wangkaja, “Kula nyampu nguru ngaju-nyangu. Ngajujurna yapa-kari.” Ngulalpa kalukurla-mipa nyinaja. Nyanungu-nyangu kaja-nyanu Yijaki manu warringiyi-nyanu Jakupu, ngulaju-pala wardinyi nyinaja kalukurla-yijala. Kaaturlu-palangu nguru jurrku-juku jangku-pungu nyanungu-jarrakuju Yipuruyamu-piyaku.
HEB.11.11	Ngakalku kujalpa-pala Yipuruyamu manu nyanungu-parnta Jiira muturna manu purlkalku nyinaja, Jiirarlu kulalpa kurdu mardarnu, lawa. Kala Yipuruyamujulparla wala-juku nyinaja Kaatukuju. Nyampukungarnti Kaaturla wangkaja nyanungukuju yangka ngaka kapurla nyanungu-parntaku Jiiraku yinyi kaja-nyanu. Yuwayi, Kaaturlu Yipuruyamuju pirrjirdi-manu. Kujarlanya nyanungu-parnta Jiirarlu mardarnu kurdu wirriya. 
HEB.11.12	Junga nyampuju. Wati yinya Yipuruyamujulpa purlka-pardu nyinaja kuja nyanungu-nyangu kaja-nyanu palka-jarrija. Nyinajalpa palinjakungarntilki. Kala wati nyampu jinta-jangka kuja kaja-nyanu palka-jarrija, ngula-jangkajulurla marlaja palka-jarrija panu-nyayirni kurdukurdu yanjilypiri-piya yalkirirla manu pingi-piya walyangka.
HEB.11.13	Yapa nyampurrajulu muku palija. Kujakungarnti kalalurla wala warrarda nyinaja. Kujalpalu wankaru-wiyi nyinaja, kulalu manu nyiyarningkijarra kuja-jana Kaaturlu jangku-pungu nyanungurrakuju, lawa. Kala kalalu nyiyarningkijarraju manngu-nyangu nginyinginyirla, manulu milya-pungu yangka Kaaturlu kapu-jana yinyi. Kujarlanyalpalu wardinyiji nyinaja. Kalalu-nyanu wangkaja, “Walya nyampuju kula ngalipa-nyangu, ngari karlipa jalangu nyinami. Ngula-jangka kapu-ngalpa Kaaturlulku kanyi ngurra jinta-kari-kirra.” Kuja-kula kalalu wangkaja. 
HEB.11.14	Jalangujalangurlangu kuja kalu yapa kuja wangkami, kujarlanya karlipa-jana milya-pinyi kuja kalu manngu-nyanyi ngurra jinta-kari nyanungurra-nyangu. 
HEB.11.15	Junga kujaju yapa yinya-paturlujulu ngurra nyanungurra-nyangu kamparru-warnuju yampinja-yanu purdangirli. Kajili manngu-nyanjarla ngurraku yirraru-jarriyarla, ngulaju kapulu pina-yantarla kapanku. 
HEB.11.16	Kala lawa, ngampurrpalpalu nyinaja nguru-nyayirni-wanguku kankarlarraku. Warrardalpalu manngu-nyangu yaninjaku. Kujarlanya-jana Kaaturluju kirri wiriji ngurrju-manu yungulu tarnnga nyinami nyanungu-kurlu. Yapa yinya-patuju kalalu kuja wangkaja, “Kapurlipa jinta-mipa Kaatu purami.” Kujarlanya kajana Kaatuju wardinyiji nyinami nyanungurrakuju.
HEB.11.17+HEB.11.18	Manngu-nyangkalu yarda wati yangka-kurlu Yipuruyamu-kurlu. Kaaturla kuja wangkaja nyanunguku, “Yipuruyamu, nyuntu-nyangu kaja-nyanurlu Yijakirli kapu-jana kaja panu-jarlu mardarni manu warringiyi-nyanu-paturlangu. Nyampu-paturluju kapulu-jana kurdu panu-nyayirni mardarni. Nyampurrarlanguju kapujulu ngajuku nyinami.”
HEB.11.19	Yipuruyamurlulpa manngu-nyangu kujarlu, “Kajilparna pungkarla ngaju-nyangu kaja-nyanu, Kaaturlu kajika pina-wankaru-mani.” Yuwayi, Yipuruyamujulparla wala-juku nyinaja Kaatukuju. Kujarlanya, Kaaturluju warla-pajurnu nyanunguju kaja-nyanu-kujakuju pinja-kujakuju. Lawangkaju, Kaaturluju kapu pina-juku wankaru-mantarla.
HEB.11.20	Yali Yijaki,
HEB.11.21	Yijaki-kirlangu kaja-nyanu Jakupu, kujalpa wiri-jarrija, ngulajulparla wala-yijala nyinaja Kaatukuju. Kaja-nyanu yirdi ngulaju Jajupu.
HEB.11.22	Jajupurlangulparla wala nyinaja Kaatuku. Kujalpa palinjakungarnti nyinaja, kujakungarntiji manngu-nyangulpa yangka kajili nyanunguku warlaja-paturlu yampinja-yani ngaka Yijipi. Jajupu-jana kuja wangkaja nyanungukupurdangka-patukuju, “Ngaka kajili Yijirali-pinkirli yampinja-yani Yijipi, yungulu ngaju-nyangu yungkurnu pina-kanyi ngurra Kanana-kurra.”
HEB.11.23	Manngu-nyangkalu wati yangka-kurlu Mujuju-kurlu 
HEB.11.24+HEB.11.25	Ngula Mujuju wiri-jarrija, walalparla nyinaja Kaatukuju. Yijipi-wardingkirlijilpalu milya-pungu kujalpa Mujujuju nganta kingi-kirlanguku yurntalpa-nyanuku kaja-nyanu nganta nyinaja. Kala kulalpa ngampurrpa nyinaja kujaku, lawa. Wangkaja-nyanu, “Ngaju-nyangu Yijirali-pinki yapa kalurla Kaatuku nyina. Kujarlanya kalu-jana Yijipi-wardingki-paturluju murrumurru-mani warrarda. Kajilpajulu kuja-piyarlu ngaju murrumurru-mantarla, ngulaju ngula-juku. Kala kajilparna nyinakarla yapa nyampu-patu-kurlu kingi-kirlangu yuwarlirla miyi-kirli, kuyu-kurlu, tala panu-kurlu, ngulaju kajikarna wardinyi nyina ngari witaku. Kajikaju Kaatuju wardinyi-wangu nyina. Kuja-kujakuju, jalanguju kapurna pina-yani ngaju-nyangu yapa-patu-kurraju.” Kuja-kula Mujujuju wangkaja. 
HEB.11.26	Nyiya-jangka Mujujurluju manngu-nyangu kujaju? Warrardalpa manngu-nyangu Kaatu-kurlangu Milarninja-warnu yangka Mijaya. Manu kala warrarda manngu-nyangu kujarlu, “Ngaju karnarla pardarni yangkaku Mijayaku kaji ngaka yanirni. Kajijili Yijipi-wardingki-paturlu murrumurru-mani kuja-jangka, ngulaju nguja-juku. Ngaka kajirna yani Kaatu-kurlu nyinanjaku, kapuju nyiyarningkijarra yinyi. Kala kajilparna nyinayarla nyampurla-juku Yijipirla tala panu-kurlu manu miyi kuyu-kurlu, ngulaju ngurrju-wangu. Yampinjarla karna ngurra nyampuju yanilki.” 
HEB.11.27	Yuwayi, Mujujujulparla wala nyinaja Kaatukuju. Kujarlanya, yampinja-yanu Yijipiji. Kulalparla lani-jarrijalku kingikiji, lawa, yangka kujalparla kulu nyinaja. Kulalpa nganangku Kaatuju milpangkuju nyangkarla. Kala kujalpa Mujujurlu manngu-nyangu Kaatu, ngulaju kula-ngantalpa nyangu yuruyururlu nginyinginyirla. Kujarlanya, yangka kuja Mujujurlu ngurra yinya yampinjarla yanu, warrki-jarrija-jukulparla Kaatuku jupu-karrinja-wangu.
HEB.11.28	Ngula-jangkaju, yukuri panu-jangka Kaaturlu pina-yilyaja nguru Yijipi-kirra yungu-jana muurl-mardarni nyanungu-nyangu yapaju Yijipi-wardingki-patu-kujaku. Mujujujulparla wala nyinaja. Kujarlanya-jana wangkaja warlalja nyanungu-nyanguku yungulu kutu ngarni jiyipi. Nyanungu-jana wangkaja yungulu yalyungku maparni warru tuwa-wati yungu-jana Kaatu-kurlangu marramarrarlu nyanjarla yampimi pinja-wangurlu. Yuwayi, kuja Kaatu-kurlangu marramarra warru paarr-pardija Yijipi-wana, pungu-jana kaja-nyanu-wati kamparru-warnu-wati Yijipi-wardingki warlalja-jangka. Kala kuja yalyu nyangu tuwa-watirla, yampija-jana Yijirali-pinkiji pinja-wangurlu. Kuja-kulanya kalalu yukuri-kari yukuri-karirla jiyipi yali-piya jarnkujarnku ngarnu purlapa wiri-puru yirdi-puruju Pajapa-puru.
HEB.11.29	Ngulajangka, Yijirali-pinkirlili yampinja-yanu Yijipiji, manulpalurla wala nyinaja Kaatuku yungu-jana warrawarra-kanyi. Kujarlanyalu murrarninginti-kari-kirra wapanja-yanu kulkurru-jarraju mangkururla wiringka yirdingkaju ‘Marna Kirrirdirla’. Yijipi-wardingki-paturlulpalu-jana wajirli-pungu, kulalpalurla wala nyinaja Kaatukuju, lawa. Kujarlanya, kujalu kulkurru-kurra-jarrija, ngapangkujurla muku marlaja muru-pungu.
HEB.11.30	Ngaka kujalu yanurnu Yijirali-pinki kirri-kirra Jiriku-kurra, Kaatu-jana wangkaja yungulu warrukirdikirdi wapayarla kirri-wana wirlki-pala parraku. Wala-jukulpalurla nyinaja Kaatukuju. Kujarlanya, kujalu wapanja-yanu warru kirri-wana wirlki-pala parraku, ngula-jangka kirrijirla marlaja wantijalku Kaatukuju. 
HEB.11.31	Kujakungarntiji, kujalu Yijirali-pinki kutu-jarrija kirri Jiriku-kurra, milarnulu-jana 12-pala wati wurulypa yukanjaku kirri-kirra. Wati yinya-patulu yukaja kirri yinya-kurraju yungulu wurulypa nyangkarla nyiyarningkijarra manu yapa-patu. Kirri yinyarlaju, yapajulpalurla ngungkurr-nyinanja-wangu jurnta nyinaja Kaatuku. Karnta jinta-pardulpa nyinaja yirdiji Raapa.
HEB.11.32	Nyurru-wiyi, yapa panulpalurla wala nyinaja Kaatukuju yirdi-patuju Kitini,
HEB.11.33+HEB.11.34	Nyarrpa-jarrijalu yapa yinya-patuju? Kaatukulurla wala nyinaja panu-juku. Ngalya-karili yanu nyanungurra-nyangu warrmarla-kurlu ngurra-kari-kirra kuluku. Kujalu yanu kuluku, ngula-warnuju-jana walya yaliji yungu. Ngalya-karijilpalu-jana wiriwiri nyinaja yapaku Yijirali-pinkiki, manulu-jana miimii-nyangu kuwurtukungarduyu-piyarlu jungangku. Ngalya-karirlili-nyanu manu ngurrju nyiyarningkijarra kuja-jana Kaaturlu jangku-pungu. Yalumpu-patujulpalurla tarnnga-juku wala nyinaja Kaatukuju. Ngalya-kariji kapulu-jana nganjarla ngaya wiri-jarlu-piyarlu.
HEB.11.35	Yungurna-nyarra yimi-ngarrirni yimi-pardu-karirlangu yangka karntakarnta-kurlu kujalpalu nyurru-wiyi nyinaja. Nyanungurra-nyangu kaja-nyanu manu yurntalu-nyanu, ngalya-karili palija. Kala karnta yinya-patuju wala-jukulpalurla nyinaja Kaatukuju. Kujarlanya-jana Kaaturluju wankaru-maninjarla kurdukurduju pina-yungu ngati-nyanukuju. Kala ngalya-kari kujalpalurla wala nyinaja Kaatuku, nyarrpa-jarrijalu? Kalalu-jana yapa panu-kari jangkardu yanurnu murrumurru-maninjaku, yungulu Kaatu-kujaku karlirr-yantarla jurnta puranja-wanguju. Kala yinya-patu kuja kalalu murrumurru-jarrija, Kaatukulpalurla wala-juku nyinaja, kulalurla jurnta karlirr-yanu. Manngu-nyangulu kuja, “Kajili-ngalpa murrumurru-maninjarla pinyi, ngulaju ngula-juku. Kajikarlipa palimi. Kala ngula-jangka Kaaturlu kapu-ngalpa wankaru-mani pina, manu kapurlipa nyanungu-kurlu nyina tarnnga.” 
HEB.11.36	Yinya-patu kuja kalalurla wala nyinaja Kaatuku, kalalu-jana manyu-pungu, kalalu-jana purturlu rdulykurdulykurr-pakarnu. Kalalu-jana ngalya-karirli jayini-kirlirli warirninjarla rdakungka yirrarnu. 
HEB.11.37	Ngalya-karirli kalalu-jana luwarnu pirli wiri-kirlirli tarnnga-kurra. Ngalya-karirli kalalu-jana tuurl-pajurnu. Ngalya-karirli kalalu-jana junma yiringki panturnu. Yapa yinya-patu kuja kalalurla Kaatuku wala nyinaja, kalalu jurnarrpa ngawu-kurlu nyinaja. Kalalu mardarnu jiyipi-kirlangu manu narnukutu-kurlangu-mipa pinti. Kalalu tala-wangu nyinaja. Yapa-karirli kalalu-jana yaninjarla murrumurru-maninjarla jinyijinyi-manu Kaatu-kujakuju. 
HEB.11.38	Ngalya-karijilpalu ngurra-wangu nyinaja, ngalya-karilpalu wapaja jilja-wana manu pirli wararra-wana. Ngalya-karijilpalu pirnkingka nyinaja manu rdakungkarlangu warnapari-piya manu warna-piya, wiyarrpa. Kalalurla wala-juku nyinaja. Kalalurla ngurrju-nyayirni nyinaja Kaatuku panu-kari-piya-wangu yangka kujalpalu-jana majumaju jirrnganja nyinaja walya nyampurla.
HEB.11.39	Nyarrparna-nyarra wangkami yapa nyampu-patu-kurluju? Wala kalalurla nyinaja Kaatukuju. Kujarlanya kala-jana wardinyiji nyinaja Kaatuju. Kala kula-jana nyiyarningkijarra yungu kuja-jana jangku-pungu, lawa. Ngarili maninja-wangu-juku palija muku. 
HEB.11.40	Junga mayi-jana Kaaturlu yimirr-yungu? Lawa kujaju! Kaaturlu-ngalpa jangku-pungu ngurrju-nyayirni yangka kapu-ngalpa yinyi ngaka. Yinyaju ngurrju-nyayirni nyiya mayi, ngulaju Jijaji. Yangka kujalpalurla wala-nyayirni nyinaja nyurru-wiyi Kaatukuju, mukulu palija Jijaji-wangurla-wiyi. Ngulaju ngula-juku. Ngaka kapu-ngalpa Kaaturlu jinta-kurra-mani yungurlipa-jana jintangkalku jirrnganja nyina nyurnunyurnuku wala-panuku. Kajirliparla Jijajiki jintangka marlaja nyina, Kaaturlu kapu-ngalpa nyanungu-piya-mani.
HEB.12.1	Manngu-nyangkalu-jana yapa-patu yangka kujalpalu nyurru-wiyi nyinaja, yangka-patu kujalpalurla Kaatuku wala warrarda nyinaja. Nyanyi kalu-ngalpa kuja karliparla Kaatuku junga warrki-jarrimi. Kajirlipa ngampurrpa nyina Kaatuku puranjaku manu nyanunguku warrki-jarrinjaku, kujakungarntiji yampimirlipa nyiyarningkijarra majumaju purdangirli, kajika-ngalpa warrki-kijaku warla-pajirni. Yuwayi, Kaatu kangalpa ngampurrpa nyinami yungurliparla jungarni nyinami walya nyampurla, manu-ngalpa warrki yungu lawa-maninjaku. Kala majuju kajilparlipa warrarda mardakarla, kulalparlipa warrkiji lawa-mantarla. Yinyarrarluju kajikalu-ngalpa warla-pajirni, kalakalu-ngalpa Kaatu-kujaku warntarla-mani. 
HEB.12.2	Manngu-nyangkalu Jijaji-mipa. Kujalpa walya nyampurla nyinaja, Kaatukulparla wala nyinaja. Kujarlunya yungulparlipa waalparrikarla. Jijajirlilpa milya-pungu yangka kaji palimi, kapu pina-yani Kaatu-kurra, manu kapu wardinyi nyinami nyanungu-kurluju. Kujarlanya kula wurulypa parnkaja yapa-patu-kujakuju yangka kujalu warntawarntarla waraly-yirrarnu, lawa. Ngari-nyanu kutu yungu, manulu kurntaku-nyayirni ngurrju-manu warntawarntarlaju. Kala ngulaju ngula-juku. Nyanungurlujulpa nyanungukupalangu Kaatu manngu-nyangu. Ngula palinjarla wankaru-jarrija pina, ngula-jangkaju Kaaturlu pina-kangu nguru-nyayirni-wangu-kurra, manu nyinanja-yirrarnu nyanungu-wana jungarni-purdanji. Kaatujurla wardinyi-jarrija-nyayirni. 
HEB.12.3	Ngulalpa Jijaji walya nyampurla nyinaja, yapa maju-patujulpalurla nyurunyuru-jarrija. Kala nyanungujulparla wala-juku nyinaja Kaatuku kapuru nyinanja-wangu. Kujarlanya, kajilpalu-nyarra yapa nyurunyuru-jarriyarla, ngulaju ngula-juku. Jijaji-mipajukulu manngu-nyangka! Purayalu tarnngangku mata-jarrinja-wangurlu!
HEB.12.4	Yapa yinya-patu-karirli yangka kuja kalu-nyarra putaputa warntarla-mani Kaatu-kujaku, yangka-paturlu kuja kalu-nyarra putaputa jinyijinyi-mani majuku, yapa nyurrurlarlu kulankulu-jana purda-nyangu. Mardalu-nyarra pakarninjarla murrumurru-manu, ngulaju ngula-juku. Kulalu-nyarra marda tarnnga-kurra pakarnu Jijaji-piya, lawa murnma-juku. 
HEB.12.5	Warrardalu manngu-nyangka yimi nyampu kuja yapangku yirrarnu Payipulurla nyurru-wiyi. Kajinkili manngu-nyanyi, kapu-nyarra pirrjirdi-mani. Nyampurla yimingka, Kaatu kanyarra wangkami yangka-piya-yijala kuja karla kirda-nyanu wangkami nyanungu-nyanguku kurduku. Nyampunya-ka yimiji wangkami:
HEB.12.5	“Ngaju-nyangu kurdukurdu, kaji-nyarra Warlalja-Wiringki kurnta-ngarrirni, kulalu muntuku-jarrinjarla jamulu purda-nyangka. 
HEB.12.6	Nganaku-puka kuja karla Kaatu yulkami, yapa yinyaju-ka nyanungu-nyangu kurdu-pajirni. Yinya-kula-ka kurnta-ngarrirni yungu yapa yinyarluju purami jungangku.”
HEB.12.7	Kaji-nyarra majurlangu yapa nyurrurlaku rdipimi, ngula-puruju walajukulurla Kaatukuju nyinaya, manu jungarnijikilirla nyinaya. Nyiyaku? Kaji-nyarra maju rdipimi, milya-pinyi kankulu Kaaturlu kanyarra pinarri-mani. Kurnta-ngarrirni kanyarra yungunkulurla jungarni nyinami. Yapa nyurrurlarlu kankulu milya-pinyi Kaatuju kirda-nyanu-patu-piya nyurrurlakupalangu-piya yangka kuja kalalu-nyarra kurnta-ngarrurnu yungulu-nyarra pinarri-mani yangka kujankulu wiri-jarrija. Kuja-jarrimi-kila-ka Kaatuju. 
HEB.12.8	Panungku karlipa-jana kurnta-ngarrirni kurdukurdu ngalipa-nyangu yungulu pinarri-jarrimi jungarni nyinanjaku. Kuja-piya-yijala, kuja kankulu Kaatu-kurlangu kurdukurdu nyinami, kujarlanya kanyarra Kaaturlu kurnta-ngarrirni yungunkulu pina-jarrimi jungarni nyinanjaku. Lawangkaju, kajikankulurla marda jurnta nyina yapa-kari. 
HEB.12.9	Nyampurla walyangka, kujalparlipa witawita nyinaja, kalalu-ngalpa kirda-nyanurluju kurnta-ngarrurnu. Kalalu-ngalpa pinarri-manu jungaku nyinanjaku. Kujarlanya, kalarlipa-jana purda-nyangu manu ngurrju-pajurnu. Kuja-piya-yijala, kuja kangalpa Kaaturlu kurnta-ngarrirni, yungulparlipa purda-nyangkarla. Wajampa-wangu yungurliparla wala nyinami. Kajirlipa kuja-jarrimi, ngulaju karliparla tarnnga jirrnganja nyina Wapirra Kaatuku nguru-nyayirni-wangurla. 
HEB.12.10	Kujalparlipa witawita nyinaja, ngalipakupalangurlu kirda-nyanurlu kalalu-ngalpa kurnta-ngarrurnu witaku ngari yungurlipa jungarni nyinami. Kalalu-ngalpa marda kurnta-ngarrurnu maju-panu, manu marda kalalu-ngalpa kurnta-ngarrurnu ngari nyiya-jangka mayi. Kulalpalu marda nyarrpa manngu-nyangu ngalipaku jungarni-maninjaku. Ngulaju ngula-juku. Kaaturlu kangalpa pinarri-mani jungarnirli. Kurnta-ngarrirni kangalpa yungurlipa jungarni nyinami nyanungu-piya.
HEB.12.11	Nyangurla-puka kuja kangalpa Kaaturlu kurnta-ngarrirni, milya-pinyi karlipa nyanungurlu kangalpa pinarri-mani rarralypa nyinanjaku. Kujakunya karlipa ngampurrpaju nyina. Marda kajikarlipa-nyanu murrumurru purda-nyanyi. Kula ngurrju kujaju. Kala kajirliparla wala-juku nyinami, jungarni kapurliparla nyinami rarralypa-nyayirni kulu-wangu. 
HEB.12.12	Kuja-jangkanya, pirrjirdi-mantalu-nyanu yungunkulurla Kaatuku wala warrarda nyinami jungarni. Kulalu yapa mata-piya nyinaya kuja-ka waku manu mirdi-jarra mirrmirr-karrimi. 
HEB.12.13	Jungarnilirla warrarda nyinaya Kaatuku. Kulalu yapa-piya nyinaya kuja-ka yirdiyi rurrpa-kurlurla wapami. Kulalu yapa mirrmirrpa-piya nyinaya wapanja-wangu. Wapayalu Kaatu-kurlangu yirdiyirla, ngula kapu-nyarra pirrjirdi-mani.
HEB.12.14	Yirriyirrili nyinaya yungunkulu-jana rarralypa nyinami yapa ngalya-kariki. Jungarnilirla nyinaya Kaatuku. Ngana-puka kuja-ka warntarla nyina Kaatu-kujaku, ngulangkuju kula nyanyi Warlalja-Wiri Kaatu.
HEB.12.15	Kaatuju-nyarra yimiri nyinaja nyurrurlaku yapaku. Kujarlanyalu-nyanu jarnkujarnku warrawarra-kangka kajika yapa nyurrurla-nyangu turnu-warnu-jangka karlirr-yani nyanungu-kujaku. Warrawarra-kangkalu-nyanu mimayi-kijakurlangu. Kaji yapa jinta mimayi-jarrimi, kajika-nyarra kulu wiri-kirra-mani, kajikankulu majungka-jarrimilki muku. 
HEB.12.16	Kaji yapa ngana-puka nyurrurla-nyangu turnu-warnu-jangka warru kalykuru-jarrimi wati-kirli manu marda karnta-kurlu, manu kaji warntarla nyinami Kaatuku purda-nyanja-wangu, kuja-kujakujulu warla-pajika! Wangkayalurla yungu Kaatu-kurra pina-yani. Wilji-wangulu nyinaka jungarni yangka Yijuwu-piya-wangu 
HEB.12.17	Kujarla Yijuwurlu kukurnu-nyanuku jangku-pungu kujarlu, ngula-jangkarluju-nyanu nginyinginyiji kurruly-yirrarnu Yijuwurlu. Yaninjarla wangkajarla kirda-nyanuku yungu payirni ngurrjuku yangka kuja kapurla Kaaturlu nyanunguku yinyi. Kala lawa, kirda-nyanurlu mamparl-pungu. Yijuwurlujulpa yulanja-karrarlu warlkurnu kirda-nyanuju, kala lawa. Nyanunguku kirda-nyanurlujurla yimi-ngarrurnu kukurnu-nyanu-mipaku nyiyarningkijarra ngurrju-kurluju.
