GEN.1.1	Puꞌun-puꞌun it langit baw banwa, giyuna it Ampuꞌang Diyus. 
2CO.9.13	Ka itu, mayaꞌngan ngaytung mayaꞌngan kat nakem mi nga begay mi it tabang, magpamatuud tu nga kamatuudan i pamayaꞌ mi. Aypaꞌ ka, mga tumanggap it tabang mi ngaytu, bantugun niray Ampuꞌang Diyus sabap it magayen ngaytung pagsunud mi it Magayeng Baritaꞌ pasar it ki Cristo, baw sabap it magayen nga pakiꞌiba-iba mi it kanira baw muꞌsang kasulsugan mi kat pamayaꞌ. 
2CO.9.14	Baw beken paꞌ, ipagpanalangin nira kamu it maꞌal nga maꞌal nira na kamu sabap it subraꞌ nga kaꞌildaw mi, nga ipiyagꞌildaw nagat imyu it Ampuꞌang Diyus. 
2CO.9.15	Temed may ipiyagꞌildaw yat aten nga talagang subraꞌ it muꞌsa.
2CO.10.1	Ta kayti, may ipagpakiꞌupakat kut imyu, aku nga si Pablo nga pagꞌaaten it beken nga in duꞌun gat alaid maꞌiseg i nakem ya mampang it mga mabeꞌgat nga sugi-sugid, temed in nagꞌada-adapen, ega na magkaꞌurum mampang it atkayan. Sana magpatibayaꞌ tami nga pirmi it ki Cristo, nga mapiyalulus baw nakman. 
2CO.10.2	Aypaꞌ, asi-asi paꞌ beteꞌ it imyu, ega sana regesen mi aku nga maꞌampangan ku kamut mabeꞌgat in paꞌasan aku. Ka iyan beken asan, magpaliꞌwan it magpangaꞌgenan kami uyun duꞌun it singkadan nga karaꞌe-raꞌetan situt banwa. 
2CO.10.3	Sabagay taw kami naga situt banwa ngaytu, takaꞌ kat paglaban namen it mga kalaban it buwaten it Ampuꞌang Diyus situt banwa, ega pasarigan namen i sadili nga kakayaan, nga kakayaan it taw lamang. 
2CO.10.4	Ka iyan ipaglaban namen ngaytu, ega subuk mga ipaglaban it taw situt banwa, in daꞌga may guna it Ampuꞌang Diyus nga subuk magkapatibag it maski unu nga kutaꞌ kat linibut it mga kalaban ya. Kat keseg it guna ya ngaytu magkaꞌindaꞌeg namen i mga kamaliꞌ nga runding it pikiran it taw, 
2CO.10.5	baw muꞌsa nga pataꞌas-taꞌas nira nga kuntraꞌ it Ampuꞌang Diyus. Baw muꞌsa nga pikir it taw nga ipagpadaꞌeg nirat Ampuꞌang Diyus, magkapasakep namen isaꞌun sumunud sira it ki Cristo. 
2CO.10.6	Ta, begayan ta daꞌan kamu it rugar isaꞌun matantuwan namen nga sininguliꞌan mi nang matuud baw inindiꞌan mi na i kasalaꞌan mi, temed nakasiguru aku na gasiꞌ nga manriga it muꞌsa ngayan nga magpakikuntraꞌ paꞌ.
2CO.10.7	Yay salaꞌ it imyu, iyan lamang i sisigmata mi nga pirmi, iyan nga kat liꞌwan nga kabetangan it taw. Yay matuud, in pagsisiguruun it maski siyu nga si Cristo i nagrumra it kanya, magayen pikiren yaytut magayen isaꞌun matantuwan ya nga, kami ngaytu, atkayan naga nga si Cristo talaga i nagrumra it amen nga mga manigsirbi ya. 
2CO.10.8	Ka in beteꞌ subraꞌ pang ipabantug-bantug ku i pudir namen, ega maat desang maꞌeyaꞌan aku. Ka pudir namen ngaytu, ibinggay it amen it Ampuꞌang Diyus, baw kat ikapapaꞌgen it imyu, ega maat kat ikaranggaꞌ mi. 
2CO.10.9	Sana egaytu pikiren mi nga paiꞌlam lamang i mga surat ku asat imyu. 
2CO.10.10	Sabap maat nayat beken, “In ipagsurat ya ga, mabeꞌgat talaga i mga sugi-sugid ya, nga kaꞌaat ka in siyu nga may pudir. Temed in kat adapan, magꞌiꞌlam yan mampang it mabeꞌgat. Mga ampang lamang nga egay kakapulusan i ampangen ya.” 
2CO.10.11	Kaꞌilangan nga maꞌrutan it mga taw ngayan nga magpikir it atkayan, nga in unuy isiyurat ku kayti nga alaid akut imyu, yanagay buwaten ku in nagꞌadap-adapen tami na.
2CO.10.12	Ega mapakay nga ipaꞌuyut u ipasbung namen i sadili namen it beken nga mamagpataꞌas-taꞌas, ka daꞌga baꞌ, sira ngaytu, egay kasbung? Temed ega yan matuud. Kaꞌengel-engelan nira, sang sira-siraan naga i magpasbu-pasbungun it sadili nira nga pasepsep. 
2CO.10.13	Temed kami ngaytu, in patuꞌgud kami, ega pasaꞌli it kakayaan nga ibinggay it Ampuꞌang Diyus it amen, u buwaten nga ipiyakarguꞌ yat amen. Baw uyut na it buwaten ngaytu nga ipiyagꞌareg yat amen i pangadal namen asat imyu. 
2CO.10.14	Aypaꞌ in pagtulduꞌan namen kamu, ega maat pagpasaꞌliyan namen i buwaten nga ipiyakarguꞌ it Ampuꞌang Diyus it amen, adimaat ega uyut kamu it ipiyakarguꞌ ngaytu nga buwaten. Ka yay matuud, kat pagsarunga namen it ipiyakarguꞌ ya ngaytit amen, kami ngaytu i uꞌna-uꞌnang nagpaꞌasan it imyu nga taban namen i Magayen nga Baritaꞌ pasar it ki Cristo. 
2CO.10.15	Ega gasiꞌ maat pagꞌambuꞌun namen i magayeng liyapusan it piyaꞌresan it beken, nga magpaliꞌwan it kami naga i garing kayan. Temed pagꞌiꞌinawaren namen nga in magmapaꞌgen na i pamayaꞌ mi, bawnga kat tabang mi, subraꞌ kami nga kapangadal duꞌut beken nga mga rugar nga uyut naga it buwaten nga ipiyakarguꞌ it Ampuꞌang Diyus it amen. 
2CO.10.16	Magayen talaga in kapangadal i Magayen ngaytung Baritaꞌ kat mga rugar nga duꞌun it langbus mi. Temed talagang ega mangambuꞌ kami nga ipabantug-bantug i piyaꞌresan it beken. 
2CO.10.17	Ka subung nat inaat ngayan duꞌun it isiyurat nga ampang it Ampuꞌang Diyus,
2CO.10.17	“In siyu nga pabantug-bantug, magayen Ampuꞌang Diyus i ipabantug-bantug ya.”
2CO.10.18	Ka ega iyan magbantug it sadili ya i kilalaen nga magayen i adat, in daꞌga iyan pagbantugun it Ampuꞌang Diyus.
2CO.11.1	Sana dakulaꞌ nagay pasinsiya mi it aken in sigi nga pakisugi-sugid kut imyu nga subung aku nat engel-engel. Pataꞌnan mi lamang i isugid ku ngaytu. 
2CO.11.2	Ipagsugid kuytu kat kadakulat imun ku, nga subung nat imun it Ampuꞌang Diyus. Ka pagꞌimunan kuy mga magpangadal asan nga magpaneꞌag-teꞌag it pamayaꞌ mi. Ka kamu, kaꞌalimbawaan mi, esang umbay paꞌ nga babay nga ipiyakiꞌupakat ku it esang lalaki, nga lalaki ngayti, si Cristo. Ta it atkayan, simpri ega ireg ku nga subuk salyaen kamu it beken. 
2CO.11.3	Magregen aku talaga nga in magꞌuꞌunu inakalan si Eva it dukul nga piyanakman ni Satanas
2CO.11.4	Sabap pagtanggapen mi i pangadal it maski siyu nga magꞌabut, maski belag kat ipiyangadal namen i pangadal nira sabap it ki Jesus. Pagpakimatuudun mi maski belag kat Espiritu Santo i ipagpangadal nira nga Espiritu, baw maski paggantiyan nira i Magayeng Baritaꞌ nga ipiyangadal namen it imyu. 
2CO.11.5	Ipagpaliꞌwan it mga magpaꞌapu-apustul asan nga siray mga apustul nga banar nga ega nay kasubraꞌ. Temed maat it pabantug-bantug nat sadili, subung it daꞌku naga tuduꞌ it sang unu kat mga taw ngayan. 
2CO.11.6	Sabagay maꞌaat aku nga daꞌku makaꞌrut mampang, temed talagang magkasepsepan kung banar i ipagpangadal ku. Daꞌga baꞌ ipiyatantu kuytut imyu it ega lamang kaꞌsa?
2CO.11.7	Ta, paribasay daꞌku naga nagpatangdan pagpangadal ku ngayan asan it imyu it Magayen ngaytung Baritaꞌ, barang ipagpaliꞌwan it beken nga binwat kuy atkayan sabap egay kapulusan it ipagpangadal ku. Temed ega. Nagpatimawaꞌ aku isaꞌun makabetang kamu it mataꞌas ka mga taawan nat Ampuꞌang Diyus. Ta, unu, maꞌaat nga kasalaꞌan kuytu? 
2CO.11.8	Iyan magpangadal aku ngayan asat imyu pagtabangen aku it beken nga mga gurupu it mga magpamayaꞌ kat mga kakurangan ku. Subung bat magkaꞌagawan ku na sira kat panabang ku lamang it imyu. 
2CO.11.9	Ta basaꞌan in pagkurangen aku asan, ega nagay nasasaw ku nga maski siyu, ka tiyabang aku it mga miyabut nga sulsug kat pamayaꞌ nga taga Macedonia. Talagang seked kayti pagꞌinturun ku nga banar nga ega mabwat aku nga kasasawan mi kat in unu nga mga bagay. Sana mapasigi kuy atkaytu naga nga buwat. 
2CO.11.10	Paribasay manigsirbi aku ni Cristo baw purus kamatuudan i kanya, matuud i pagꞌaaten ku ngaytu. Eeꞌ baꞌ, talagang ega maꞌawaꞌ situt aken i ipagpatuꞌgud ku ngaytu nga, kat pangadal ku kat muꞌsang mga rugar kat sakep it Acaya, ega magpatangdan aku. 
2CO.11.11	Ega maat pagbuwaten kuy atkaytu sabap egay raras kut imyu. Talagang magkaꞌrutan tu it Ampuꞌang Diyus nga pagrarasan ku kamu nga banar. 
2CO.11.12	Temed ipasigi kuytuy daꞌku ngaytu magpatangdan isaꞌun matantuwan mi nga ega matuud i ipagpatuꞌgud it beken asan nga, kanirang pagsirbi kunuꞌ, ega nagay piyagbelagan it amen. Sabap kat kanirang pagsirbi, ega matuduꞌ i patangdan.
2CO.11.13	Mga taw ngayan, kat mga pagꞌaaten baw pagbuwaten nira, ipagpaliꞌwan nira nga mga matuud sira nga apustul ni Cristo. Temed egay kamatuudan ya kayan. Mamagpaꞌapu-apustul lamang yan. 
2CO.11.14	Egaytu dapat nga maliluꞌan i panluku nira ngaytu, sabap magpasbung sira naga it pagbayaꞌen nira nga si Satanas. Ka si Satanas ngaytu, maski gimpuꞌun kanya it karaꞌe-raꞌetan, paglukuun yay mga taw isaꞌun ipabetang nira kanya nga esang anghil nga garing duꞌun it kaꞌyagan nga duꞌun it Ampuꞌang Diyus. 
2CO.11.15	Aypaꞌ ega maliluꞌan mi i pagꞌaaten it mga magpaꞌapu-apustul asan nga maat, mga manigsirbi sira it Ampuꞌang Diyus nga magtaban it mga taw duꞌut kataldengan, arit mga manigsirbi sira ni Satanas. Iyan talagay baraꞌan nira, rigaen it Ampuꞌang Diyus uyun duꞌun it karaꞌe-raꞌetan ngaytu nga pamagbuwaten nira.
2CO.11.16	Saꞌupun ku siꞌ i inaat ku, ega sana pikiren mi nga engel-engel aku sabap it pabantug-bantug ku it sadili ku. Temed maski atkayan beteꞌ i tandes mi, tanggapen baw pikiren mi i pagꞌaaten ku ngaytu subung it buwat mi duꞌut mga beken ngayti nga pagpagnegan mi. 
2CO.11.17	Itu, paꞌaaten ku ngaytu nga pabantug-bantug, egaytu garing duꞌun it Ampuꞌan, in daꞌga bilang landi-landi tu it esa nga engel-engel. 
2CO.11.18	Temed eget naytu it pangadal kut imyu. Paribasay dakel i magpabantug-bantug sabap it kabetangan nira situt banwa, pabantug-bantug aku nagay aken isaꞌun pagnegan mi i pangadal ku. 
2CO.11.19	Siguru pataꞌnan mi naga i kaꞌengel-engel ku ngaytu nga landi-landi sabap, masagya kamu nga pagpataꞌnan i buwat it mga engel-engel asan, lamang ipagpaliꞌwan mi nga masesepsep kamu na nga mga taw! 
2CO.11.20	Ka ungaytu, pagtanggapen mi sirat masagya maski pagꞌuripnen kamu, pagꞌubsan kamut kusas, paglukuun kamu, pagregesen nga pasakep it paꞌaaten nira nga pudir nira, baw maski pagtampalingen kamu na. 
2CO.11.21	Temed aku, magꞌeyaꞌ akung banar ka ega atkayan i binwat kut imyu pagpaꞌasan ku! Sayang ka nakman aku lamang, ega maꞌiseg nga subuk kanira!
2CO.11.21	Takaꞌ, in unuy ipagkapalandi-landi nira, ipagkapalandi-landi ku nagay aken. (Talagang sugi-sugid ku ngaytu, subung naytu it sugi-sugid it esang engel-engel.) 
2CO.11.22	Ka unu sira, mga Hebreo? Hebreo aku nagay aken. Unu baꞌ, mga duguꞌ sira ni Israel? Yanagay aken nga duguꞌ. Ta unu, mga tungtung-inapuꞌ sira ni Abraham? Ta, aku, tungtung-inapuꞌ ya naga. 
2CO.11.23	Ta mga unu sira, mga manigsirbi ni Cristo? (Sugi-sugid ku ngaytu, sugi-sugid naytu it esa nga magpulpug.) Temed subraꞌ aku nga magayen nga manigsirbi ni Cristo, subraꞌ paꞌ it kanira. Subraꞌ talagay aken nga paꞌres, ka in pira nang bisis aku mapirisu, rinipdasan it ega lamang kaꞌsa, baw talagang pirmi na nga magpangibit-kibit mana kat kamataynen. 
2CO.11.24	Limang bisis aku na timnanggap it tagtulung puluꞌ may siyam nga mga ripdas kat alima it mga Judio. 
2CO.11.25	Tulung bisis ku na nga liyabay i panriga nga biyalbag, baw kaꞌsa i panriga nga pagbuntalan it batu. Tulung bisis ku na gasiꞌ malabayan nga nasalsag i barkuꞌ nga pagsasakayan ku, baw kaꞌsa nagꞌapun-naglinag i lutaw-lutaw ku duꞌut tengat laud. 
2CO.11.26	Kat pirmi ngaytu nga panaw-panaw ku talagang ega esa-esang kagagated i magkaparagan ku, kat mga danum, mga manigpanrangpas, kat mga kaduguꞌ ku nga Judio, baw kat mga ega Judio. Mga kagagated kat siyudad, kat rugar nga kapupuyangtan, kat dagat, baw kat pamuwat-buwat it mga maat sulsug kat pamayaꞌ, arit ega. 
2CO.11.27	Talagang nalabayan ku gasiꞌ i subraꞌ nga kakuriꞌ baw kalpuꞌ, pirmi nga pagꞌelken, ereꞌeret nga paggetmanan baw kuꞌinum, baw subraꞌ nga maramig ka egay tantung masagmen. 
2CO.11.28	Ta, dungag paꞌ it muꞌsa ngaytu, talagang pagregnan ku it delem-aldaw i kabetangan it mga magpamayaꞌ kat paꞌari-aring banwa. 
2CO.11.29	In beteꞌ may maglubay nga pamayaꞌ, subraꞌ nga masakit kat seled ku. Baw in may nakapakursud kat kasalaꞌan, talagang magkaꞌabat i kaꞌiꞌisgan ku.
2CO.11.30	Temed in kaꞌilangan ku nga pabantug-bantug, iyan talagay ipabantug-bantug ku, mga bagay nga magpatantu nga, in aken nga sadili, egay kaya ku. 
2CO.11.31	Talagang, daꞌkuytu magꞌambut. Magkaꞌrutan tu it Ampuꞌang Diyus, kanya nga Ampuꞌan baw Amaꞌ it Ampuꞌan tami nga si Jesu-Cristo. Sana bantugun kanya it egay katupusan. 
2CO.11.32	Ituy esang magpatantu it kurang i aken nga kakayaan, ka iyan kaꞌsa nga duꞌun akut Damasco, binwat it gubirnadur nga ipiyatindeg it adiꞌ nga si Aretas, piyatandaꞌan yat sundaluꞌ i puwirtaꞌan it siyudad ka ipagpadakep ya aku. 
2CO.11.33	Temed iringgud akut mga kaꞌibaan ku duꞌun it supakan bawnga ipiyalapas duꞌun it lalawagan it balay nga pagꞌiꞌistaran ku, ka itiyuꞌnay aku duꞌun it sang balit kutaꞌ. Iyan i ikiyapalagyu ku.
2CO.12.1	Itu paꞌ i isugid ku. Maski egay kapulusan it adat ngaytu nga pabantug-bantug, subuk dapat ku paꞌ nga ituturan it imyu i pasar it mga subuk tiyagaynep lamang magsusulag, baw mga bagay nga ipiyalteg it Ampuꞌan. 
2CO.12.2	May sang puluꞌ baw epat na kayting taꞌun, may kilala ku nga esang magpamayaꞌ it ki Cristo nga tiyaban duꞌun it langit
2CO.12.3	Kilala ku ngaytung taw, talagang tiyaban kanya duꞌun it rugar nga egay kasubraꞌ nga kagayenan. Takaꞌ, subung nat inaat ku, ega lamang tu masiguru ku in kiyarurwa ya lamang u bilug ya i tiyaban ngayti. Ampuꞌang Diyus lamang tu i magkaꞌrut. 
2CO.12.4	Nakagneg kanya duꞌun it mga bagay nga ega kaya nga ituturan in ampang lamang situt denaꞌ. Baw maski beteꞌ mapakay, ega ipagpalugut it Ampuꞌang Diyus nga getaꞌen it maski siyu. 
2CO.12.5	Taw nga nakalabay it atkaytu, talagang ipabantug-bantug ku. Temed ega ipabantug-bantug ku i sadili kung kakayaan, in daꞌga iyan mga bagay nga magpatantu it, aku, egay kaya nga sadili. 
2CO.12.6	Takaꞌ in bete-beteꞌ ireg ku nga pabantug-bantug, ega naga limiꞌwan nga engel-engel aku, sabap matuud nagay ipagsugid ku. Temed ega. Pagpaaren ku i sadili ku, sabap ega ireg ku nga subrang mataꞌas i pabetang it katataawan it aken. Ireg ku nga, in magayen i pabetang nirat aken, sabap lamang it magagayeng buwat ku nga naltegan nira u magayeng pangadal ku nga nagnegan nira.
2CO.12.7	Temed, it isaꞌun ega magbaraꞌ aku nga taw nga mapiyalandi-landi sabap it mga kalililuꞌan ngaytung bagay nga ipiyalteg it Ampuꞌang Diyus it aken, baw isaꞌun maꞌindaꞌeg i mga singkadan ku nga kaꞌiꞌirgan nga maraꞌe-raꞌet, ipiyalugut it Ampuꞌang Diyus nga pakuriꞌan aku it esang taraꞌgen ni Satanas, nga kabilangan ya naꞌli nga dugi kat bilug ku, nga subung nat diꞌki-diꞌkit pagpasakitan ya aku. 
2CO.12.8	Tulung bisis ku naytu ipiyanalangin duꞌun it Ampuꞌan nga awaꞌen ya. 
2CO.12.9	Temed maat i tubag ya, “Maski ega awaꞌen ku, temed masiguru mu nga ildawan ku ikaw it tabang ku nga makaꞌustuꞌ nga pirmi kat muꞌsa nga pagkaꞌilanganen mu. Ka in naꞌubsan nat sadiling keseg i esang taw sabap it kakuriꞌan ya, subrang magkatanyag i tabang ku nga ipagpakseg kut kanya.” Aypaꞌ pagsagyaan ku ga i mga kalubayan ku sabap, kada may kalubayan ku pagpaksegen akung pirmi it guna ni Cristo. 
2CO.12.10	Eeꞌ baꞌ, pagsagyaan ku ga in malubay aku, tibabaꞌen, igpitan, pakuriꞌan, u ereꞌeret nga pagꞌapisen aku sabap it pagsirbi ku it ki Cristo. Ka in kaꞌnu malubay aku u ega nay kaya ku nga sadili, sakaliꞌ siꞌ nga kumulaꞌsi aku sabap it keseg baw kakayaan nga ipagꞌildaw ni Cristo it aken.
2CO.12.11	Maꞌaat na nga miyengel-engel aku na kat palandi-landi ku ngaytu, temed subuk kamu naga i nagsigir it aken nga muwat aku it atkayan. Sana kamu i magpanindeg it aken, iyan pagtibabaꞌen aku it beken asan nga magpaliꞌwan nga sira kunuꞌ i mga apustul nga banar nga ega nay kasubraꞌ. Ka ega naga maꞌaat nga tuduꞌ aku kat mga taw ngayan, maski egay sadili ku nga kakayaan nga masarigan. 
2CO.12.12	Talagang ipagpamatuud ku nga, iyan asan aku ngayat imyu, natantuwan mi nga, aku, apustul nga matuud sabap it mga tandaꞌanan baw mga kalililuꞌang bagay nga ipagpabwat it Ampuꞌang Diyus it aken. Ipiyasigi ku it muwat i muꞌsa ngaytu nga pagsagkaꞌen ku it magayen i nakem i mga kakuriꞌan nga magꞌabut it aken. 
2CO.12.13	Unuy kasalaꞌan kut imyu? Daꞌga baꞌ egay piyagbelagan it tabang kut imyu baw tabang kut mga beken nga gurupu it magpamayaꞌ? Iti na lamang, daꞌku ngayti miyangut it maski unu asat imyu. In beteꞌ ipagpabetang mi nga kasalaꞌan ku i daꞌku ngayti miyangut, ipasinsiya mi nagat aken.
2CO.12.14	Ta kayti, in beteꞌ katabus aku, pangatlu naytu nga paꞌasan kut imyu. Baw, subung nagat tagnaꞌ, ega sasawun ku kamu it mga kaꞌilangan ku. Ka ega kusas mi i kaꞌilangan ku, in daꞌga mismu kamu talaga. Ireg ku nga papaꞌgenen kamu kat ega basta-bastang pamayaꞌ. Ka kabilangan mi, mga anak ku kat pamayaꞌ. Ta daꞌga baꞌ ega mangaꞌwaꞌ i magpaꞌres it ipagtaraꞌna it mga giyaringan, in daꞌga mga giyaringan i magpaꞌres it anak nira? 
2CO.12.15	Ka aku ngaytu, subrang ikasagya ku i gamiten ku i muꞌsang-muꞌsa ku baw ibgay kuy pati bilug ku kat ipagmapaꞌgen it pamayaꞌ mi. Ta unu yan, sang dekeyeꞌ lamang baꞌ nga pagmaꞌal mit aken i itumbas mi it kadakulaꞌ ngayan it pagmaꞌal ku it imyu?
2CO.12.16	Temed barang pagꞌaaten it beken asan nga maski daꞌku surubuꞌun it maski siyu it imyu takaꞌ, paribasay taw aku kunuꞌ nga mapiyandaya-dayaꞌ, liyuku ku lamang kamu. 
2CO.12.17	Temed magꞌuꞌunu yan? Iyan, mga taw ngayan nga piyapaꞌasan ku it imyu, unu, pagpikiren mi nga tiyaꞌeg ku sira nga manluku it imyu? 
2CO.12.18	Inupakat ku talaga si Tito nga paꞌasat imyu baw piyaꞌibaan ku kanya it esang sulsug tami kat pamayaꞌ. Ta unu, nanluku na si Tito asan it imyu? Talagang ega, ka daꞌga baꞌ namuyaan mi nga nakman kanya nga banar? Baw daꞌga baꞌ namuyaan mi nga nagsubung kami nga duwa kat adat baw pangaꞌgenan?
2CO.12.19	Kat mga ampang ku ngaytu, egaytu maat pagpaꞌresan ku nga pagpanindegan ku i sadili ku asat imyu. Simpri ega kamu i mga manigꞌukuman it aken. Ka maglalagpit akut ki Cristo baw duꞌut Ampuꞌang Diyus lamang i kaꞌilangan ku nga panindegan i sadili ku. Ipagpamatuud ku, mga pagmaꞌalen ku, nga muꞌsa nga pagbuwaten ku, kat ipagmapaꞌgen it pamayaꞌ mi. 
2CO.12.20	Abaa, magregen aku baꞌ nga pagpaꞌasan ku siꞌ it imyu, may mamuyaan ku nga ega masagyaan ku asan. Ta, in atkayan may ega gasiꞌ yan masagyaan mi nga ipaliꞌwan ku, ka betanganan ku kamu it ukuman. Barang iyan i maꞌanuꞌan ku asat imyu, pagdaꞌe-daꞌegen mi, inggi-inggiten, pagꞌiseg-isegen, pagpadaꞌeg it sadili, pagpamuwat-buwatan i masigkataw, kalinibaken, landi-landi, baw kaguluwan nga egay pagꞌurunyun. 
2CO.12.21	Talagang magregen aku baꞌ nga banar nga, pagpaꞌasan ku siꞌ, abutun sit sumaꞌup i nakem ku it dakulang eyaꞌ kat adapan it Ampuꞌang Diyus sabap it imyu. Baw masmekan ku nga banar i mga ega paꞌ nangindiꞌ it mga karaꞌe-raꞌetan nga pamagbuwaten, nga subung it mga pagꞌadaten u pagpikiren nga maraꞌway, muꞌsang kalasit pamakun duꞌun it ega asawa mi, baw pagsumbayaꞌ it kaꞌiꞌirgan nga maraꞌway it egay maski unu nga pagsupil it sadili.
2CO.13.1	Ta in beteꞌ katabus aku, itu nay ikatlu nga paꞌasan kut imyu. Baw in may kaꞌilangan nga ukumanan ku asan, simpri iyan i sunudun, magsusurat kat ampang ngayan it Ampuꞌang Diyus nga magꞌaat,
2CO.13.1	“Iyan muꞌsa nga aꞌayusun, kaꞌilangan makapamatuud it duwa u tulu nga sistigu.”
2CO.13.2	Iyan pangadwa ngayang pagpaꞌasan kut imyu siyardaw ku i mga nagkasalaꞌan. Baw kayti, nga daꞌku paꞌ miyabut asan, pagꞌaaten ku siꞌ sira, baw in siyu pay beken nga nagkasalaꞌan. Ipagsasar kut kanira nga in ega paꞌ nangindiꞌ sira, ega nay pasinsiya in mabut aku. 
2CO.13.3	Buwaten kuytu i atkaytu isaꞌun kapamatuud it imyu i pagtulusun mi nga, kat katengdanan ku ngaytu, si Cristo i magpaꞌampang it aken. Mamuyaan mi situt aken i keseg it guna ni Cristo, ka egay kurang it guna ya nga rimiga it mga makasalaꞌan. 
2CO.13.4	Iyan iriyansang si Cristo duꞌut krus, kat panleteg it katataawan, taw lamang kanya nga egay kakayaan. Temed pagꞌegen yat paꞌuliꞌ, natanyag na nga duꞌut kanya i guna it Ampuꞌang Diyus. Atkayan gasiꞌ i aken ka, kat pakilagpit kut ki Cristo, iyan asan aku ngayat imyu katꞌesa, kaꞌaat ka egay pudir ku nga mukuman it mga kasalaꞌan mi ka nagpalulus aku lamang. Temed pagꞌabut ku siꞌ asan, in kaꞌilangan ku nga mukuman it imyu, kat keseg it guna it Ampuꞌang Diyus, ega itaguꞌ ku i pudir ku nga ipiyagrumra ni Cristo it aken.
2CO.13.5	Magayen, paruriyen mi i sadili mi, in kamatuudan i pamayaꞌ mi it ki Cristo. Tanudun mi kat sadili mi. Unu, ega magkatanudan mi nga tiyakenaꞌan kamu na ni Cristo Jesus, magpuyra lamang in daꞌkamu paꞌ namayaꞌ it kamatuudan? 
2CO.13.6	Ta simpri in masiguru mi i imyu nga pamayaꞌ masiguru mi gasiꞌ nga, aku, kamatuudan nga apustul ni Cristo. 
2CO.13.7	Ipagpanalangin ku duꞌun it Ampuꞌang Diyus nga sana iꞌlaman mi na i muwat it karaꞌe-raꞌetan. Ega na maat pagꞌiꞌinawaren ku nga ipasigi mi paꞌ i buwat it karaꞌe-raꞌetan mi isaꞌun begayan akut rugar nga ipakilala kat pangukuman kut imyu i pudir ku kat pagkaꞌapustul. Maski ega kilalaen i pudir ku ngayan, basta mataldeng na i pangaꞌgenan mi. 
