MAT.1.1	Ибрайымның урпағы, Даўыттың урпағы Ийса Масихтың
REV.7.1	Буннан соң, мен жер жүзиниң төрт мүйешинде турған төрт периштени көрдим. Олар жер бетине, теңизге ҳәм ҳәр бир терекке еспесин деп, жер жүзиниң төрт самалын услап турған еди. 
REV.7.2	Мен және шығыстан көтерилип киятырған, тири Қудайдың мөрине ийе басқа бир периштени көрдим. Ол жерге ҳәм теңизге зыян келтириў бийлиги берилген төрт периштеге бәлент даўыс пенен бақырып: 
REV.7.3	«Бизлер Қудайымыздың хызметшилериниң маңлайларына мөр баспағанымызша, жерге, теңизге ҳәм тереклерге зыян тийгизбеңлер!» – деди. 
REV.7.4	Сонда мен маңлайларына мөр басылғанлардың саны бир жүз қырық төрт мың екенин еситтим. Олар Израил халқының барлық урыўларынан еди.
REV.7.5+REV.7.6+REV.7.7+REV.7.8	Яҳуда урыўынан он еки мың, Рубен урыўынан он еки мың, Гад урыўынан он еки мың, Ашер урыўынан он еки мың, Нафтали урыўынан он еки мың, Манасия урыўынан он еки мың, Симон урыўынан он еки мың, Лебий урыўынан он еки мың, Исаҳар урыўынан он еки мың, Зебулон урыўынан он еки мың, Юсуп урыўынан он еки мың, Бенамин урыўынан он еки мың адамға мөр басылды.
REV.7.9	Буннан соң қарасам, ҳәр түрли миллеттен, ҳәр түрли урыўдан, ҳәр түрли халықтан ҳәм ҳәр түрли тилден болған, ҳеш ким санай алмайтуғын үлкен топар тахтың ҳәм Қозының алдында тур еди. Ҳәммеси ақ кийим кийген болып, қолларына хурма ағашының шақаларын услап турған еди. 
REV.7.10	Олар бәлент даўыс пенен:
REV.7.10	«Қутқарыў тахт үстинде отырған
REV.7.10	Қудайымыздың ҳәм Қозының қолында», – деп бақырып турған еди.
REV.7.11	Барлық периштелер тахтың, ақсақаллардың ҳәм төрт мақлуқтың дөгерегинде турған еди. Олар тахтың алдында жерге жығылып, Қудайға табынып былай деди:
REV.7.12	«Аўмийин.
REV.7.12	Алғыс, даңқ, даналық,
REV.7.12	мақтаў, ҳүрмет, күш-қүдирет
REV.7.12	мәңгиге Қудайымыздики болсын.
REV.7.12	Аўмийин».
REV.7.13	Сонда ақсақаллардың бири меннен:
REV.7.13	– Ақ кийим кийген мына адамлар кимлер, олар қаяқтан келди? – деп сорады.
REV.7.14	– Буны сиз билесиз, мырзам, – дедим мен.
REV.7.14	Ол маған былай деди:
REV.7.14	– Булар – аўыр азапты басынан кеширгенлер. Кийимлерин Қозының қаны менен жуўып, аппақ қылғанлар. 
REV.7.15	Сонлықтан олар Қудайдың тахтының алдында турып, Оның Ибадатханасында күни-түни Оған хызмет етеди. Тахтта Отырған олар менен бирге болып, Өз панасында сақлайды. 
REV.7.16	Олар енди ҳеш қашан аш болмайды ҳәм шөллемейди, қуяш ямаса жәзийрама ыссы оларды күйдирмейди. 
REV.7.17	Өйткени тахтың ортасында болған Қозы олардың шопаны болып, тири суў булақларына алып барады. Қудай олардың барлық көз жасларын сүртип таслайды.
REV.8.1	Қозы бекитилген жетинши мөрди бузып ашқанда, аспанда ярым сааттай үнсизлик орнады.
REV.8.2	Сонда мен Қудайдың алдында турған жети периштени көрдим. Оларға жети кәрнай берилди.
REV.8.3	Соңынан басқа бир периште келип, қурбанлық шалынатуғын орында турды. Оның қолында хош ийисли затларды түтетиўге арналған алтын ыдыс бар еди. Оған пүткил мухаддеслердиң
