GEN.1.1	Yakapde hikngä Anätutä kepkät yekäpkät yawän yiwikin. 
GEN.48.19	Tiwänä Jekopdä usingu dolahawikge natäke, using inikut. “Wawaknga, anatät. Ixäyä bapunä äpme meyä sakngälake, kantri inätä täke yiwitning. Tiwän umanä käyä tiwik. Tiwändeyä ulapnäle umanu bulämbam hikngä äpme tiwän, payänäle umanu yapmimbik. Tiwänä ulapnäle bapunä meyä sakngälake, kantrinä inäinä päke yiwitning,” yang inikut.
GEN.48.20	Tikengä täpduxu unggwenune Jekopdä wam gwalängu using yämikut.
GEN.48.20	“Mahande Israel nanätä äminu wam gwaläng yäminingge natäkengu, gitde natäpä apän, using yänining.
GEN.48.20	‘Anätutä gwälam hikngä tupä Epraim, Manase yangge pahakut usingu, gälexäyä usinggän pahayok,’ yang yänining,” yang yänikut, Jekopdän.
GEN.48.20	Wamu u yakulu, ulapnä Epraimde umanu yakapde yiwän, payänä Manasele umanu mahande yiwikut.
GEN.48.21	Tiwänä Israeldä Josewu using inikut. “Nä axumnanggenggat. Tiwändeyä Anätu ginkälu äpme yiwixäwik, bapuhäle kewune hipdu danipäke kuwik. 
GEN.48.22	Sekem nanäle kewu nomän hikngä. Tupä kwälemna, gwäwäyäna yang päke, Amor nanäxät amäke, kewu uwom täkumu notdale doyämit, tike gäle gaminggat,” yang inikut.
GEN.49.1	Jekopdä wawakngä yangyäwämbän apä, using yänikut. “Wäkngasim apnong. Tiwän mahande dasingga yiwitninggäne danitapit.
GEN.49.2	Ginu undä Jekopde wawak, ginu undä ane apnong.
GEN.49.2	Nä nansä Israeldä yäwilu, apuke natäxätnong.
GEN.49.3	Ruben, gä wawaknga yäkap täpä.
GEN.49.3	Näle kitokngä, gätä päkuläk.
GEN.49.3	Wawakdäkäne gä gämäk towikum.
GEN.49.3	Umanda käyä.
GEN.49.3	Kitokngäka käyä.
GEN.49.4	Tiwändeyä umanda wenä tiwik.
GEN.49.4	Yanggä däkngake matäwä sipmäkayingbimä säkge doyiwixaläxunin.
GEN.49.4	Nanggale mängätkät pekumäläk.
GEN.49.4	Mängätnaxät peke, mayäkngä bulämbam hikngä namikuläk.
GEN.49.4	Ge gä yakap täpäle doyiwiläk.
GEN.49.5	Simeonkät Livaixälu yiwikyiwikngä usäkän.
GEN.49.5	Hängä amäk pahanangäsätäne päke, äminsipmäk tahakamäläxunin.
GEN.49.6	Wepdä wam yäxawälu, nä doxuwa yiwitnim.
GEN.49.6	Wam yiwikyäxawälu, donggatängyäma yänim.
GEN.49.6	Inale tokngä natäkengu, ämin sipmäkamäläxunin.
GEN.49.6	Äminde towiyä gämände kendängalu yumdekän sipmändäkngawät tahandambätäkayingunin.
GEN.49.7	Bäniptoxu yupsäng natäke, tokngä natäxäwik,
GEN.49.7	äminu tokngä däkä yumdekän yämikamäläxunin.
GEN.49.7	U tahakamäläkge tokngä däkä inä pähimäläk.
GEN.49.7	Tiwän bapunä unekänu donggatäke yiwitning.
GEN.49.7	Tike Israelkätanu kewu notnätä päningune täpätu täpätu petäke kuwa yiwitning.
GEN.49.8	Juda, notdatä umanda tängetnatning.
GEN.49.8	Iwalda gätäkän sipiläk.
GEN.49.8	Tiwän nanggale wawakgä gäle sopäsopä putning.
GEN.49.9	Juda, gä laion bimä.
GEN.49.9	Laiondä kälap ku sipmäke nake,
GEN.49.9	hipdu päkapu pekyiwixawä,
GEN.49.9	ämindä doxu pahangyäwäxayingbimä.
GEN.49.10	King puyä Judatä täpixu ämindä doläning.
GEN.49.10	Inä bapunätä tätäke koxawä,
GEN.49.10	towikngätä apungä puyä uläknga täpik.
GEN.49.10	Täke kantri undä itä daying yiwik.
GEN.49.11	Donggi wain puyäne äwamä pewä, wain salinu änäning.
GEN.49.11	Tiwän täwikngäxäyä wain yanggätä ähälutning.
GEN.49.11	Tiwändeyä wainu dowuluwik.
GEN.49.12	Ämindä wain tängokgäwä, kayi wain bimä dak tining.
GEN.49.12	Kälawu äminsakge mämu ämindä päke tängokgäwä,
GEN.49.12	mayä mämbimä kwak hikngä tining.
GEN.49.13	Sebulunu yanggä gwende kwayimune yiwik.
GEN.49.13	Kewu uwomu nomän tiwän, sipdä päkapu yiwitningge nomän.
GEN.49.13	Kewu Sebulundä täpixu täkungu taun Saidonde kewune yiwik.
GEN.49.14	Isakalu donggi kitokngä gwendu bimä.
GEN.49.14	Tiwändeyä meyä käwukäwut wamängämä,
GEN.49.14	moyo päke pek yiwik.
GEN.49.15	Isakalu kewu äyiwä täkaningge womdu kawän nomän hikngä tiwänu,
GEN.49.15	moyo yiwän täkäning.
GEN.49.15	Tike äminde puyä ämin moyoyi däkngake,
GEN.49.15	meyä päpikge gwetakengu,
GEN.49.15	puyä kitokngä hikngä pahawik.
GEN.49.16	Danu äminä nomän daying yiwik.
GEN.49.16	Israel notnätä daying yiwixaying using daying yiwik.
GEN.49.17	Danu gomok bimä.
GEN.49.17	Gomokgä kahitäpäne kohopike yiwixawä, äminu hos tängäne apä, hosde bäläng yähawä, hosdä hätnawä, äminu hos tängäne yiwixayingunin päkepu sipmäkaying using tahawik.
GEN.49.18	Yawe, gätä gatängamiläkge yiwixat.
GEN.49.19	Gatde yolu kukanananggä apu pahawä malining.
GEN.49.19	Tiwändeyä Gatdä mähexätandä apu sipik.
GEN.49.20	Aserde kewune naxu nomän alätning.
GEN.49.20	Tiwän naxu gwälam hikngä kingge yämik.
GEN.49.21	Naptali meme tukgä inä natäk tihikuxäwik,
GEN.49.21	engangä gwälam hikngä dukngikaying using tahawik.
GEN.49.22	Josewu nawu täkngatu bimä.
GEN.49.22	Yanggä akondokayingune doke, salinä meyä hikngä aläxawä,
GEN.49.22	kätakngä täpmäxäwik, dämän täpä täpä kopik.
GEN.49.23	Kwalemdä amäkaying ämindä tokngä natäke kwälemdä temningge pahakin.
GEN.49.24	Tiwändeyä Josewu kwälemnä päkulu,
GEN.49.24	kätakngä doyamumbä, nomängän mukut,
GEN.49.24	inale Jekopde Anätu kitokngänä käyä uläpätä gatängämikut.
GEN.49.24	Anätu uläpä Israel daying yiwixak täpänin.
GEN.49.24	Anätu uläpä Israelde hup.
GEN.49.25	Bapukale Anätutä gatänggaminggaxunin.
GEN.49.25	Anätu Kitokngänä Käyä Täpätä bänip kwikwik gaminggaxunin.
GEN.49.25	U gamikgä pahawän, hopä enetängätä kepdane epning.
GEN.49.25	U gamikgä pahawän, yanggä amälankätandä kepdane akopning.
GEN.49.25	U gamikgä pahawän, mängälä gin yänggwätkätan nanä engangu meyä dukngitning.
GEN.49.26	Wam gwalängu bapunatä näle namikinu, gäle gamitdä ayapmik.
GEN.49.26	Wam gwalängu meyä hikngä anggaminggatdä täwalde nomu ayapmik.
GEN.49.26	Wam gwalängu anggaminggalu gätä päpiläk.
GEN.49.26	Notda täkwäkätanu äminu bulämbam däkngakuläkgä päpiläk.
GEN.49.27	Bensaminu homu tuxu kitokngäna käyä gwendu bimä.
GEN.49.27	Kälawu tembänä ku sipmäke nänggaxunin.
GEN.49.27	Ge kupiläne notnäle uhike yäminggaxunin,” yang yakut, Jekopdän.
GEN.49.28	Wamu uläkwäxu Israelde wawaxu 12 uläkwäkge bapunä mahande dasingga yiwitninggäne yänikulunin. ‘Using yiwitning’ yangu u yänikulu, wawakngäle yiwikyiwikngä dayipän tixawä yänikut
GEN.49.29+GEN.49.30	Wawakngä mahande dasingga yiwitninggäne yänikengä, Jekopdä wawakngä puyä wamu täkngatu using yänikut. “Nä axungwäke notna axumgin aminde kuwitde däpi alik. Ge axupa, gupna Kenan täke kunong. Täku hupgänangu bapuna, nana yang pekindäkäne tenong. Hupgänangu undäkä Makpelaxätan, Epron Hit nanä uläpäle kewune. Makpelaxät Mamrexälu wäkngäsim wäkngäsim. Hupgänangu undäkä kepkät Abrahamdä Epronde kätaxune mätmätde uhikut. 
GEN.49.31	Abraham, mängätnä Sara yangu undäkäne pekin. Tiwän Aisak, mängätnä Rebeka yangkäyä unekän pekin. Ge Leatä kupäntäyä une tekum. 
GEN.49.32	Kewu uwomkät, hupgänangu undäkäxälu Abrahamdä Hit nanäle kätaxune auhikut. Ge ninaxäyä axupa, gupna aläku, hupgänangu undäkänekän tenong,” yang yänikut.
GEN.49.33	Puyä wamu wawakngä yänipulukengä, Jekowu bälängä awekgaxune päko peke kungäke, bapunä tupä kumginde kukut.
GEN.50.1	Nanatä kupän, Josewu butayä hikngä natäke, nanä betake initixäwik, kis tahangämikut. 
GEN.50.2	Tikengä “Gupnä bukatayäk,” yake, puyä äminä doktale yiwixaying täkwäxu yäniwän, nanäle guwu mäläsin pexäwik, täwikgä täpä kopgut.
GEN.50.3	Puyä uläknga tahananggengu, täpduxu 40 tahakakin. Ge Israelde guwu using pahaxawä, täpduxu 40 apuxukut. Tixawän Isip nanä ile butayä natäke, kwänäm tixawä, täpduxu 70 apuxukut.
GEN.50.4	Butayä täkngane yiwikinu puluwänä, Josepdä kingge puyä äminu umanä käyä täkwäxu using yänikut. “Näle täke natäkengu, kingu using ininong. 
GEN.50.5	‘Josewu nanatä using inikut. “Wamu uyäwilu, Anätule umande ‘Usingu äpme tahawit,’ yang naniyo,” inike “Nä axupitde däpi alinggak. Ge nätä kupa, mätmälu Kenen kep womune ninale kwayikum däkäne täku teyo,” yang iniwän, “Usingu äpme tahawit” yangu Anätule umande inikut. Ge täkembä tewi, nanä Kenan täko tekengä, hipdu apik?’ yang ininong,” yang yänikut. 
GEN.50.6	Yäniwän king ku iniwä, Josepde wam natäke, kinggä using yakut. “Täke. Nanggatä yawän Anätule umande inikuläk using täko teyo,” yang inikut.
GEN.50.7	Tiwänä Josewu nanä kwayiwikge kopgut. Tiwän kingge puyä äminu umanä käyä kingge yolune pahakaying, puyä äminu umanä käyä Isipkätan pahakaying awä 
GEN.50.8	Josepkät nanä, payänä, ulapnä, nanäxät nanä yangu undä kopgin. Tixawän Gosenu engangä, sipsipnä, towiyä gämänä yanggäkän yiwikin. 
GEN.50.9	Tixawän amäk äminu hos tängäne päko yiwike kukaying ämin, äwä karis bimälängäne päko yiwike kukaying ämin yangkäyä using kopgin. Äminu u kopginu meyä hikngä.
GEN.50.10	Axuhika Atat nanätä witde dapäkdapäkngä uhinggikaying womune kundopgin. Atalu Yanggä Jodan Dupine wäkngäsim. Uwomune kundokengu, butayä hikngä natäke, kwänämu bulämbam gwen tikin. Tixäwik Josepdä nanäle natäke, butayä täkngane yiwixawän, täpduxu 7 apuxukut. 
GEN.50.11	Butayä täkngane yiwixawä dayike, Kenan nanä uwomune yiwixayinggä using yakin. “Isip nanä butayä hikngä natäxaying,” yang yakin. Ile tiwän, kewu Yanggä Jodan Dupine wäkngäsimu uwomu, umanä ‘Abel Misraim,’
GEN.50.12	Jekopde wawaxu inä yänikut using tahakin. 
GEN.50.13	Nanäle guwu Kenan kewune täko, hupgänangu Makpela nanä däkäne tekin. Makpelaxät Mamrexälu wäkngasim wäkngasim. Hupgängangu undäkäxät kewu uwomkälu Abrahamdä mätmätnäle, Efron Hit nanä uläpäle kätaxune uhikut. 
GEN.50.14	Nanä kwayikengä Josep, notnä äwä äminu ixät kopgin yangu undä hipdu Isip kukin.
GEN.50.15	Nanä kwayikengä, Josepde päyänä täkwäxu using yakin. “Nanu alikut. Ge wäyi täkgnaläknga Josepde pahakumängge, yäkwäle Josepdä tokngä natäke, tokngä däkä nimiyäk,” yang yakin.
GEN.50.16	Yake wamu Josepde using tewä kukut. “Nangga axupikge däpi tixawänu, using ninikut. 
GEN.50.17	‘Josewu using ininong. “Wäyi täkngaläknga payäkatä gäle pahake tokngä däkä gamikindeyä, gutongänä pahawi hopinong,” yang ininong,’ yang ninikut. Ninu nanggale Anätule gepbine yiwixamäng. Ge wäyininu täkembä pahawi hopining?” yang yawä ku inikin. Iniwä Josewu wamu uläknganin natäke, kwänämnä tikut.
GEN.50.18	Tiwänä payänä undä täkwäkgä täkapu, Josepde kayine pimake, “Ninu gäle puyä ämin moyoyi,” yang inikin.
GEN.50.19	Iniwä using yänikut. “Manaxälatnong. Nä Anätundo, ngä nätä tokngä däkä damit. 
GEN.50.20	Gindä näle wäyi pahaningge natäpgin. Tiwändeyä Anätutä wäyi u pahakinunin täpän täkwämbän, nomän tik. Äminu meyä axumnangäsä teyä, Anätutä anggatängyämän, käluk yiwixaying. 
GEN.50.21	Ge manaxälatnong. Gihäxät engangsäxälu äpme dandung yiwit,” yang yänikut, bänip kwikwik wamun.
GEN.50.22	Josewu notnä täkwäkät Isip yiwikin. Tixäwik Josewu krismasnä 110 tikut. 
GEN.50.23	Äyiwixawängän wawakngä Epraimde bapunä alawä, wawakngä Manasele wawaxu Makirde engangkäyä alawä, Josepdä inäle päkut.
GEN.50.24	Tiwänä Josepdä notnä using yänikut. “Täpduxu axupitde däpi alik. Tiwändeyä Anätu änggatängdamikge äpme apik. Itä apungu, ginu kewu awomunetä, kewu Abraham, Aisak äwä Jekop yangge yämikge kitokngä hikngä yänikut womune danipäke kopik,” yang yänikut. 
GEN.50.25	Yake using yänikut. “Wamu daniwilu, ‘Usingu äpme tahanim’ yangu Anätule umande naninong. Anatutä änggatängdamikge apänu, gupna kewu awomunetä ähikngä täke kopnong,” yawän, “Usingu äpme tahanim,” yangu Anätule umande inikin.
GEN.50.26	Josewu krismasu 110 yiwike kumgut. Tiwänä gupnä mäläsin peke, bokskätan tekin.
RUT.1.1	Tupä Israel nanä kingu wenäne, Israel äminde kepkätanu gusit tiwän, naxu wenä tikut. Tiwän Juda nanä täpätu Betelehem yiwixakulu, mängätnä, wawakngä täpäyat yang päpän, Israelu teke, womsimu kantri Moap päku yiwitningge kukin. 
RUT.1.2	Wäwi uläpä umanä Elimelek, tiwän mängätnä Naomi, tiwän wawakngä uläpäyatde umanu Malon, Kilion yang. Uyänggwälu Efralunetä sakngälakin. Tiwänu taunä Betlehemu uwomu Judaxätan. Uwomu aleke päku Moap yiwikin.
RUT.1.3	Päku yiwihika, Elimelexu aweke kungäxawän, Naomi wawakngä täpäyatkät inäkän yiwihika, 
RUT.1.4	wawakngä mängätnä Moap nanä päkumäläk. Umanä Opa, Rut, yang. Moap päku, krismasu 10 yiwike, 
RUT.1.5	wawakngä Malon Kilion yangkäyä undä kumgumäläk. Ayä wawakngä uläpäyat yangu undä teke kumgin, Naomin.
RUT.1.6	Womsimu Moap yiwixawän, “Yawetä äminämbamu apu gatängyämike, naxu wuyäne nanä yäminggak,” yawä natäpgut. Tikengä Moap teke ayinä täpäyatkät hipdu kuningge tändäkngakin. 
RUT.1.7	Tike ayiwixakut womu teke, hipdu Juda kep womune kuningge kahit täpäne kukin.
RUT.1.8	Täku kahitbäna ayinä yänikut, “Hipdu mingsä yot gihänggihä kukahon. Gitdä näxät, axumgin äminkätde tahakumäläk bimä täknga, Yawetä gitde gwälam hikngä pahayok. 
RUT.1.9	Yawetä gatängdamän, apsä päke, ile yolune gupsäng yiwison,” yake, kis pahangyämän, kwänämnä duksäng tikumäläk.
RUT.1.10	Tixäwik, “Undanä. Nilu notdambamde gäxät kunim,” yang inikumäläk.
RUT.1.11	Tiwän “Ayina hikngä, kukahon, yotsäle. Inale kunim, näxälun? ‘Wawakngä äpmembä dukngiwän itä pähimäläk,’ yang natäxamäläk?” yang yänikut Naomitän. 
RUT.1.12	“Ayina hikngä, yotsä hipdu kukahon, inale nä äminäläke alit. Ge apna tänangäsändo. Nina natäpa wawak dukngitnangäsä tiwän, kupilä anggwenunekän apna täke, wawaknga dukngiwa, 
RUT.1.13	gilu ile yiwixawät täkahimäläk? Bä wäwi täpätuyi dayikengu, apsäle doxuhimäläk? Ayina hikngä, undana. Meyä gitdä pämäläxu nätä pätdä ayapmik, inale Yawetä nä maha temängamikut,” yang yänikut.
RUT.1.14	Unin yäniwän, hipdu duksäng hikngä tikumäläk. Tike Opa hawanä kis tahangämike, yotnäle kukut. Tiwändeyä Rulu Naomixät gatäke kuhimäläkge natäpgut.
RUT.1.15	Tiwän, Naomitä inikut. “Kayo. Notda mängälu notnämbamkät anätunäxätde hipdu axunggak. Gäxäyä kuwi kukahon,” yang inikut.
RUT.1.16	Tiwändeyä Rutdä using inikut. “Anggapmambitde mananing yäpike, hipduna kuwitde mananing yäpiyo. Säneka kuwi, näxäyä axuwit. Säneka yiwi, näxäyä une yiwit. Gäle notdambamu näle notna. Gäle Anätuka näle Anätuna. 
RUT.1.17	Säneka kupi, näxäyä une kupa kwayining. Nilu kungäkgäkänä matäwik. Tike hängä täpätutä matäwänu, Yawetä meyä bulämbam hikngä namikge natäxat,” yang inikut. 
RUT.1.18	Tiwän Naomitä kawänu, Rulu ixät kuhimäläkge kitokakut. Tiwän axuwikge ining yäpikulu undan tekut.
RUT.1.19	Tiwänä unetä kuhika, ku Betlehem kundopgumäläk. Kundopät Betlehem nanä undätä duksang kulakaxäwik, mängälatä “Naomimbä an?” yang yakin.
RUT.1.20	Yawä “Naomi yangu mananinong. Mara yang naninong, inale Anätu Kitokngänä Käyä Täpätä yiwikyiwiknga alahawän wäyi hikngä tikut,” yang yänikut, Naomitän.
RUT.1.21	Tikengä hipdu using yänikut. “Anetä teke kukumu, hängäna meyä. Tiwändeyä Yawetä hipdu moyo hikngä nanitäkapuk. Ge Naomi yangu inale nanining? Yawetä nä alahawän malit. Kitokngänä Käyä Täpätä meyä anamik,” yang yänikut.
RUT.1.22	Wamu uläknga Naomitä Moap kep teke, ayinä Rulu Moap nanä täpäxät hipdu kukumäläkgäne. Täpduxu uwomkätanu sänggum bimä bali yang yänikayingu moyokän matäxawä, Betlehemu kundopgumäläk.
RUT.2.1	Naomile ayä Elimelekät nanä täpätu hängänämbamgän tiwän umanä käyä. Uläpä umanä Boas.
RUT.2.2	Rut Moap nanä täpätä Naomi inikut. “Tewi wuyäne kuwa, imindäka ilakngä nandupänu, ile mehene kuxäwik, bali salinu itä matäxawän epningu butuwit,” yawän, “Ayina hikngä, kuyo,” yang inikut, Naomitän.
RUT.2.3	Tiwän Rulu axu, nak matäkakin äminde mehene yäwaxäwik, bali itä matäxawä epginu, bututäke kukut. Puyä ulängä kukulu, Boas Elimelekät nanä uläpätäne yangu äpmeyä katapgut.
RUT.2.4	Awahaxawä, inä unggwenunekän Boasu Betlehemdä apu, nak matäkakin äminu “Yawexälu gikät,” yang yäniwän, yäkwäle “Yawetä pahawän nomändän yiwiläk,” yang inikin.
RUT.2.5	Tiwänä Boasdä nak matäkin ämindäne kuhiläle tuwängukut täpä inikut. “Mängälämätexu aläpä imindäne?” yawän, 
RUT.2.6	yäkwäle using inikut. “Uläpä Moap nanä, Moapdä Naomixät apgumäläxunin. 
RUT.2.7	Tembänä apu ‘Täkembä tewi nak matäkaying äminde mehene yäwaxäwik, bali awamäxawä däpäkngä epningu butuwit?’ yang nanike, bututäkapuk. Tiwändeyä gepmäne matekngä wesim yiwän täkaying,” yang inikut.
RUT.2.8	Tiwänä Boasdä Rut inikut. “Kätak natäxayo. Bali wuyä awomu maleke ku, täpätuyitäne tängälängäne mambutuyo. Mängälämätexu wuyä alängäne pahakayinggä kuxawä kuxäwik butuyo. 
RUT.2.9	Wäwi säneka matäwayak yangu kätak dayixäwik, mängälämätexu ixät pahakayingu mehene yäwayo. Puyä ämina, ‘Malahawä maliyok,’ yangu kitokngä ayänit. Yanggäkalembä tiwä, axu itä uhike peningunin tangopso,” yang inikut.
RUT.2.10	Tiwänä Rutdä sopäsopä puke, kuhilä kewune täpu temäke inikut, Boasun. “Nä malä nanä. Tiwändeyä ilakngä inale nanduxaläk? Näle inale natäxaläk?” yawänä, 
RUT.2.11	Boasdä inikut. “Nä anatäpgum, apdatä kungaxawän, hawakale dasingga tahatäkapunggaläxun. Mingga, nangga, yotda yang peke, äminu tupä dondayixakuläkge apguläkge nä änatäpgum. 
RUT.2.12	Ge u tahakuläkge yäkwäle, Yawetä gamiyok. Yawe Israel nanäle Anätuninu anggandung yiwikge apguläk täpätä hängäläpä meyä gamiyok,” yang inikut.
RUT.2.13	Yawän, “Bulambam täpäna, gä näle ilakngäkänu usinggän nandupiläkge natäxat. Mängälämätexu gäle wuyäne pahakayingu umanä käyä, tiwän nä umana wenä. Geyä wam gwälangu gätä naniläkgä, meyä nätä pälu anggatängaminggak,” yang inikut, Rutdän.
RUT.2.14	Nak nänangäsä täpduk tiwän, Boasdä Rut inikut. “Ane apu, brelu päke, yanggä kaxalä täkngane pewi kaxalawä, nänggä,” yang inikut. Yawän, Rulu täkapu, bali matäkaying ämindä yiwikinune puku yiwikut. Tiwänä Boasdä sänggumde notnä puhäk hakinu imikut. Imän napän täke tiwän, naxu käwutdu ayiwikin.
RUT.2.15	Anake, bali butuwikge enaxawänä, Boasdä wuyä äminä kitokngä yänikut. “Bali awamäpeningunembä päpän kakexäyä, mainiwä mayäkayok. 
RUT.2.16	Tike awamäpeningune nanä notnäxäyä aluliwä akopä pengäminong, tiwän butuwik. Tiwänu maininggämätanong,” yang yänikut.
RUT.2.17	Ge ambutuxawän tukawän, bali u butukulu täku sipmäng yäwambän bulätäkän epä kawänu, meyänä 13 kilo bimä tikut. 
RUT.2.18	Tiwän bali päke, taun täku, dasingdasingga päkulu hawanä iniwän kakut. Tiwän anapän täke tiwän yiwikinkät sike imikut.
RUT.2.19	Imän kake, “Äpmanu säne butuläk? Iminde wuyäne päläk? Äminu uläpä gandutewän päläxu, Yawetä pahawän nomändän yiwiyok,” yang inikut, Naomitän.
RUT.2.19	Iniwän Rutdä, inikut, iminde wuyäneka pahakulun. “Puyä ulängä pätdäne towikngä umanä Boas,” yang inikut.
