GEN.1.1	Худа һәммидин бурун пүтүн аләмни яратти. 
1CO.7.27	Өйләнгән болсаң, аялиңни қоюветишни ойлима. Өйләнмигән болсаң, өйлини­мән демә. 
1CO.7.28	Лекин өйләнсәңму гуна қилған болмайсән. Бойиға йәткән қизларму әргә тәгсә, гуна қилған болмайду. Бирақ некалиқ болған­ларниң күндилик турмушта хилму-хил қийинчилиқлири болиду. Мән силәрниң бу қийинчилиқлардин сақлинишиңларни халаймән. 
1CO.7.29	Қериндашлар, шуни демәкчимәнки, Худаға хизмәт қилидиған вақтимиз қистур. Буниңдин кейин Худаға хизмәт қилишта өйләнгән әрләр өйләнмигәндәк, пүтүн нийити билән Худаға хизмәт қилсун. 
1CO.7.30	Матәм тутуш, хошал болуш яки бай болуш Худаға хизмәт қилишта һәргиз тосалғу болмисун. 
1CO.7.31	Бу дуния байлиқлиридин һөзүрлиниват­қанларму байлиққа берилип кәтмисун. Чүнки бу дуния өткүнчидур. 
1CO.7.32	Ғәмсиз болушуңларни үмүт қилимән. Өйләнмигән әр Рәббимизни хурсән қилиш үчүн, Рәббимизниң ишлириниң ғемини қилиду. 
1CO.7.33	Лекин өйләнгән әр аялини хурсән қилиш үчүн, бу дунияниң ишлириниң ғемини қилиду. 
1CO.7.34	Шуниң билән униң көңли иккигә бөлүнүп кетиду. Әрсиз аял яки некалиқ болмиған қиз болса, җисманий вә роһий җәһәттә өзини Худаға беғишлаш мәхситидә Рәббимизниң ишлириниң ғемини қилиду. Лекин некаланған аял болса ерини хурсән қилиш үчүн, бу дунияниң ишлириниң ғемини қилиду. 
1CO.7.35	Буни силәрниң пут-қолуңларни чүшәп қоюш үчүн әмәс, бәлки силәргә пайдиси болсун вә көңлини иккигә бөлмәй, өзлирини Рәбби­миз­гә атап, Униң үчүн яшисун, дәп ейтиватимән. 
1CO.7.36	Әгәр бир киши вәдиләшкән қизини артуқчә күткүзүп қоюп, униң билән той қилмиған болса вә шу сәвәптин бу қизға үз келәлмәйдиғанлиғини һис қилса, ундақта тегишлик дәп қариған ишни қилсун, йәни уни әмригә алсун. Бундақ қилиш гуна қилғанлиқ болмайду. 
1CO.7.37	Бирақ бир киши бесим астида әмәс, өз ирадиси билән вәдиләшкән қизини әмригә алмаслиққа қарар қилған болса һәм шәһвитини бесивалалайдиған болса, яхши қилған болиду. 
1CO.7.38	Қисқиси, той қилиш яхши, той қилмаслиқ техиму яхши. 
1CO.7.39	Ери һаят чағда аяли еригә некада бағланған болиду. Лекин ери өлүп кәтсә, халиған киши билән некалинишқа әркиндур. Лекин у киши мәсиһий болуши керәк. 
1CO.7.40	Бирақ тул аял тул пети турса, техиму бәхитлик болиду. Бу мениң көз қаришим. Лекин мән ойлаймәнки, бу көз қаришимға Худаниң Роһи йетәкчилик қилди. 
1CO.8.1	Әнди хетиңлардики бутқа атап нәзир қилинған гөшни 
1CO.8.2	Өзини биләрмән чағлайдиған киши әмәлиятта билишкә тегишлик нәрсиләрни билмәйду. 
1CO.8.3	Лекин Худани сөйгән киши Худаниң көз қаришида һәқиқәтән билимгә егә адәм болиду. 
1CO.8.4	Хош, әнди бутқа атап нәзир қилинған гөш мәсилисигә келәйли. Бизгә мәлумки, көп адәмләр ибадәт қиливатқан бутлар Худа әмәстур. Ялғуз бир Худадин башқа Илаһ йоқтур. 
1CO.8.5	Гәрчә бәзиләр дунияда нурғун илаһлар бар, улар зимин вә асманда яшайду, дәп қариған һәм уларни өзиниң худаси вә рәбби дәп етирап қилған болсиму, 
1CO.8.6	бирақ биз үчүн пәқәтла ялғуз бир Худа, йәни асмандики Худа Атимизла бардур. У пүткүл мәвҗудатниң Яратқучисидур, биз Униң үчүн яшаймиз. Шуниңға охшаш биз үчүн ялғуз бир Рәб, йәни Рәббимиз Әйса Мәсиһ бардур. Пүткүл мәвҗудат У арқилиқ моҗуттур. Бизму У арқилиқ йеңи һаятқа егә болдуқ. 
1CO.8.7	Лекин һәммә мәсиһийләр бундақ билимни тонуп йәтмиди. Уларниң бәзилири мәсиһий болуштин бурун бутпәрәслик адәтлиригә көнүп қалғачқа, һазирму бутқа атап нәзир қилинған гөшни йейишни бутқа ибадәт қилиш билән баравәр дәп қарайду. Шуңа улар бу гөшни йейишкә җүръәт қилалмайду. Әгәр улар бу гөшни йәп қалған болса, өзлирини булғандуқ дәп һис қилип, виждани азаплиниду. 
1CO.8.8	Әмәлиятта һәр қандақ бир йемәкликни йейиш яки йемәслик билән өзимизни Худаға йеқинлаштурғили болмайду. Уни йесәк, Худаға йеқинлишип қалмаймиз, йемисәкму Худадин жирақлишип кәтмәймиз. 
