GEN.1.1	Wattunna napahandu' Puang Allataala umpadadi langi' anna lino, 
1CO.16.1	Mane deenni, la kutulasangkoa' diona indo doi' la umpamoloianna' solata to matappa' yabo Yerusalem. Kupelau anna umpasusiia' indo puha kupatuduam ingganna jumaa' dio lembäna Galatia. 
1CO.16.2	Allo minggu oi too umpasehe onna' piha doi'mu situhu' indo pallolongammua'. Annaia' indo doi' anna mala tihempum loppo' ke suleä' matim. Landa'ku too, iya tappa umbeemmä', tä' mane la dihempum. 
1CO.16.3	Anna suleä' too matim, iya umpapiamä' suha' diona indo doi' anna kusuai sanaka-naka tau indo to uhhannuanna' anna ungkatappa'i le'ba' längäm Yerusalem nababa indo suha' sola indo doi' la umpamoloianna'. 
1CO.16.4	Anna maka' umpenabaanna' anna la pahallupä' duka' le'ba', iya la laoä' kupasolai längäm.
1CO.16.5	Puhapä' lako propinsi Makedonia mane matinnä' kupellambi'ikoa', aka abana inna la lakoä' yolo. 
1CO.16.6	Maka' too ke sulemä' matim, iya la tohhopä' itim masäe-säe, umbai' la puhapi wattu kamadingingam mane le'ba'ä'. Lessu'i too wattu kamadingingam, iya umpamoloimä' anna mala deem kupake umpatahhu' pa'laoangku lu lako ongeam senga'. 
1CO.16.7	Tä' kuaku matim temo kela kulempäi bäbäkoa' säpäi'. Sapo' maka' naua Debata ke matinnä', iya maelo'ä' la masäepi tohho itim. 
1CO.16.8	Sapo' yolona anna la matinnä', iya la tohho indepä' kota Efesus sule lako allo kasalle Pentakosta, 
1CO.16.9	aka tibukkam temo lalam la umpalakoä' pengkähängam la keguna inde, moinna anna buda siam duka' to umbaliä'. 
1CO.16.10	Maka' sule matim Timotius, la untahima manappaa' anna mala tä' deem kamalajasanna illaam alla'-alla'mua', aka mesa duka' sabangangangku to ungkähä pengkähänganna Debata. 
1CO.16.11	Tä'koa' deem la umpa'bahinni'i. Anna maka' la ma'pasulem mai, iya la umpamoloia' anna mala deem napake anna masannanni lako lalam. Aka kiampai lium kasuleanna solakam sanaka-naka solasubunta inde.
1CO.16.12	Mane deenni, diona solasubuntaa' Apolos, pembuda punalam kusua matim umpasolai sanaka-naka solasubunta napellambi'ikoa'. Sapo' sule lako temo moka liupi matim. Battu pihampa ke deemmi wattunna mane matinni napellambi'ikoa'.
1CO.16.13	La pahallu si'da-si'dakoa' majaga! Anna la tontä liungkoa' mentobe manda' anna mengnganti matoto' illaam kamatappasammu! La bahanikoa' anna matoho muanda'i liui. 
1CO.16.14	Ingganna pa'palakoammua' la pahallua' umpalako sola pa'kamase.
1CO.16.15	Muissanna' muua indo solasubuntaa' Stefanus sahapui handam yolo matappa' lako Kristus dio propinsi Akhaya, anna puha umbeho ponno kalena umpamoloi umma'na Puang Allataala. 
1CO.16.16	Kupelau si'da-si'daa' matim anna manuhu'koa' lako tau susi ia too. Susi siam duka' la manuhu'koa' lako ingganna indo sababanganna to mangngala taba ullämmä' kalena illaam pengkähänganna Debata.
1CO.16.17	Tä' deem pada satilalla'ä' tappana sule Stefanus sola Fortunatus anna Akhaikus aka mala napamoloiä' ungkähäi indo tää'na mala ungkähäa'. 
1CO.16.18	Tilalla'ä' aka napatialaannä' inabangku umba susi puha napatialaangkoa' inabammu. Tau susi ia too pahallu la dipa'kasallei.
1CO.16.19	Kupalandasam salama'na ingganna jumaa' inde propinsi Asia. Kupalandasam duka' salama' pa'pakamajanna illaam sanganna Debata Akwila sola Priskila anna ingganna indo to matappa' to si ma'sambajam dio banuanna indo to dua.
1CO.16.20	Kupalandasam toi duka' salama'na ingganna solasubuntaa' inde. Sisalama'-lama'koa' mesa sola mesa sola ponno penaba umba susi la sihatanna napogau' to matappa'um. 
1CO.16.21	Salama' buttu di kao, Paulus. Ma'kalem too pole' limangku untuli'i inde kada salama'ku.
1CO.16.22	Lako to tä' ungkamasei Debata la tilaka! 
1CO.16.23	Handandanni Puang Yesus Debatanta untamba'koa' pada-pada.
1CO.16.24	Tä' deem pada sakukamaseikoa' anna kupakamaja illaam sanganna Kristus Yesus.
1CO.16.24	Padam too.
2CO.1.1	Inde suha' buttu di kao Paulus mesaä' suhona Kristus Yesus aka situhu' pa'elo'na Puang Allataala. Duka' buttu di solasubuntaa' Timotius, lu lako inggannakoa' solasubungki umma'na Puang Allataala itim jumaa' Korintus, anna lu lako duka' inggannakoa' umma'na Puang Allataala itim propinsi Akhaya. 
2CO.1.2	Handandanni Puang Allataala Ambetaa' sola Debatanta Yesus Kristus la untamba'koa' anna namana' kamasakkeam sola kamasannangam.
2CO.1.3	Dipuji sanganna Puang Allataala, Ambena Debatanta Yesus Kristus to napenombai. Puang Allataala Ambeta to ponno pa'kamase anna kabuttuanna pepakahangaam. 
2CO.1.4	Illaam untammukam kamasussaam Puang Allataala umpakahanga penabangki, anna mala indo pepakahangaanna kitahima la kipake umpakahanga penabanna solaki to untammu kamasussaam. 
2CO.1.5	Aka umba susi puhangkam duka' ussi'dim kamasussaam tä' deem pada budanna susi indo puha nasi'dim Kristus, susim too duka' tä' deem pada budanna pepakahangaam kilambi' illaam kasilombungangki Kristus. 
2CO.1.6	Ia anna untammukam kamasussaam anna mala dipakahangaa' penabammu anna duka' malakoa' ullambi' kasalamasam. Maka' dipakahangakam, iya la dipakahanga siangkoa' tia duka' nasuhum malakoa' tontä liu manontom muoloi ingganna kamasussaam susi indo kisi'dim. 
2CO.1.7	Tontä liukam mahannu kiua la tontä liukoa' manontom illaam muoloi kamasussaam. Aka kiissam kiua umba susi pada-padangkia' untammu kamasussaam, susim too duka' pada-padangkia' untammu pepakahangaanna Puang Allataala.
2CO.1.8	Inggannakoa' solasubungki, kipohäe ke muissannia' diona indo kamasussaam mabanda' kisi'dim dio propinsi Asia. Tandana tä' deem pada samabanda', iya tä'um deem kiua la malapakam tubo, 
2CO.1.9	susi liu indo ke nauai to mahhotto': “La dipateingko.” Ia anna kitammui, aka la mendadi pepatuduam lako kami' anna mala tä'kam uhhannuam kamatohoam kaleki, sapo' la mahannu lakokam Puang Allataala to kuasa umpatibangom sule to mate. 
2CO.1.10	Puang Allataala puha ullappasangkam dio mai kamasussaam mepaambi' mate, anna la tontä liukam nalappasam dio mai kamasussaam. Anna kihannuam la tontä liukam nalappasam illaam allo la kitingngajona, 
2CO.1.11	ke tontä liukoa' umpamoloikam illaam sambajam. Dadi kahana buda tau umpa'sambajangangkam anna natahima Puang Allataala sambajanna, nasuhum la buda siam duka' tau tilalla' längäm aka indo pa'kamasena Puang Allataala lako kaleki.
2CO.1.12	Sundede buaki kisi'dim, aka kipikki' anna kipenabaam indo ingganna pa'palakoangki illaam inde lino lako ingganna hupatau, la'bi-la'binna lako ikoa', kipalako asam sola unä' penaba sambulo-bulo anna penaba mahändä indo bali napatamaiangkam Puang Allataala. Kaha-kaha ia too kipalako taia kahana kamanähängam hupatau sapo' sola kamatohoam namanasangkam Puang Allataala. 
2CO.1.13+2CO.1.14	Ingganna indo kitulisangkoa' sangngim kaha-kaha la malannaa' tappa umpähäm ke umbatai. Temo tä'pi muissam tongangkam, sapo' kuhannuam dako'i too, iya muissam si'da-si'dangkam pole'. Aka maka' susi, sulei too Debatanta Puang Yesus ma'penduanna la umpa'kassiangkam umba susi kipa'kassiangkoa'.
2CO.1.15	Ponnoä' pahhannuam kuua la muissam manappakam ke dako'i, nasuhum kupattuju sala la penduangkoa' battuam kupellambi'i anna mala penduam tiluppi' pa'tamba' ullambi'koa'. 
2CO.1.16	Aka kupattuju sala kuua la lempää' itim indo anna lakoä' propinsi Makedonia anna ma'pasuleä' too dio mai, iya lempä omä' itim anna malakoa' umpamoloiä' anna mala deem kupake umpatahhu' pa'laoangku lako Yudea. 
2CO.1.17	Sapo' tieli' ohi indo pattujungku. Iya mala haka disangaiä' to kapendo-pendo? Ussanga haka' pattuju hupatau indo pattujungku, pissam kuua: “Io, la laoä',” pissam kuua: “Tä' ohä' la lao?” 
2CO.1.18	Sapo' tä' susi! Aka umba susi Puang Allataala mala dikatappa'i, susim too duka' indo dandingki matim tä' kipakaeli'-eli' bäbä pissam kiua: “Io,” pissam kiua: “Tää'.” 
2CO.1.19	Aka tä' Ia kapendo-pendo Yesus Kristus Änä'na Puang Allataala to kipakahebaiangkoa' solakam Silas anna Timotius. Tä' napakaeli'-eli' bäbä pattujunna la pissam naua: “Io,” anna pissam naua: “Tää'.” Sapo' to manontom Ia umpasule lako pa'dandinna. 
2CO.1.20	Mannassa anggam “Io” dilambi' illaam Yesus Kristus aka ingganna pa'dandinna Puang Allataala napasule lako asam umpolalam Änä'na. Anna indom too pa'palakoanna Yesus Kristus nasuhum mala tapomatande Puang Allataala taua: “Amin, takatappa'i la napasule lako.” 
2CO.1.21	Ma'kale Puang Allataala umpakatoto' kamesaantaa' Kristus anna Ia siam duka' ullanti'kia' mendadi umma'na, 
2CO.1.22	anna natandaikia' anna mala diissam diua naampuangkia' anna napatamaangkia' penabanta Penaba Masehona mendadi tanda lako kita diua tä' mala tala nabeem asangkia' ingganna indo puha nadandiangkia'.
2CO.1.23	Nasa'biiä' Puang Allataala aka nalosa penabangku. Naissam Puang Allataala kasuhunganna anna tä'ä' danum matim Korintus wattu eta too, aka tä' kuaku la mapi'di'a' penabammu ke kukeaha'ikoa'. 
2CO.1.24	Tä'koa' manggi' kipassa diona sihatanna la ungkatappa'i, aka matappa' si'da-si'dangkoa' lako Kristus. Angga ham kipeä liu lalanna anna malakia' mesa penaba anna malai tuttuam masannanna' penabammu.
2CO.2.1	Iam too kasuhunganna anna kukattum indo lessu' kuua tä' salapä' la matim aka indana mapi'di' pole oia' penabammu susi indo yolona. 
2CO.2.2	Aka maka' la kupi'di' penabakoa', iya mennapi la umpakahangaä'? Tä'um tia deem, aka di sesena mehhupataunna anggam tia ikoa' la umpakahangaä', sapo' akapia ke puhangkoa' kupi'di' penaba! 
2CO.2.3	Iam too anna kupakatungkoa' indo suha'ku lessu'. Kupasusi anna mala tä' umpi'di' penabaä' ke matimmä'. Aka setonganna la umpatialaam dä' ia inabangku mane sipäto'i. Aka kukatappa'i kuua maka' tilalla'ä' tä' mala tala tilalla'koa' duka'. 
2CO.2.4	Indo anna kupakatukoa' indo suha'ku lessu' abana masussaä' kusi'dim anna malallam penabangku lambi' sumahhoä'. Tä' kuua la kupakatukoa' indo suha' anna mala masussa penabammua', sapo' kuua anna mala muissanna' muua: “Napakamaja si'da-si'dakam Paulus.”
2CO.2.5	Mane deenni, diona indo tau to umpakende' pi'di' penaba itim, iya setonganna tä' anggam kao napi'di' penaba sapo' ikoa' handam. Sapo' indana makahha' sugali'i tula'ku la dotam kuua, tä' ia asammua' napi'di' penaba, sapo' piha mandakoa'. 
2CO.2.6	Budakoa' itim Korintus puha umpahuai pa'tahungkungam tau ia too. Anna indo pa'tahungkungam abana la padam ia. 
2CO.2.7	Dadi tentomai pahallunna' la muampunni anna umpakahanga tau ia too indana mapi'di' sugali'i penabanna lambi' kattu hannu. 
2CO.2.8	Iam too anna kupelau si'da-si'danna' matim anna mala ungkamaseinna' sule. 
2CO.2.9	Ia anna kupakatukoa' indo suha'ku lessu' aka kupangngitaikoa' kuua: “Battu la natuhu'i liu hi indo ingganna pepatuduangku, battu la tä' di.” 
2CO.2.10	Maka' muampunnikoa' to kasalaam lako kalemu, iya la kuampunni duka' tau ia too. Aka maka' deem to kasalaam pahallu la diampunni, iya la kuampunni dio olona Kristus aka la kamapiaammua' kupikki'. 
2CO.2.11	Kupasusi ia too aka kuua indana deenni naola tomahajanna setam mengkähä illaam alla'taa' aka inna taissammia' pattuju kadakena.
2CO.2.12	Tappana landa'ä' lako Troas la umpa'pakahebaam Kaheba Katilallasam diona Kristus, iya nabukkaammä' lalam Debata la umpalako pengkähängangku dio ongeam ia too. 
2CO.2.13	Sapo' tä' hapa' penabangku aka tä' liupi sule solasubuntaa' Titus dio. Iya kuuaammi to Troas: “La tahhu' lakoä' Makedonia.”
2CO.2.14	Sihatam anna sipäto' dipakende' kuhhu' sumanga' längäm olona Puang Allataala! Aka tontäkam napatette illaam uhhame-hamei kapataloanna Kristus aka ma'mesangkam Kristus. Napopangkakka'kam Puang Allataala anna mala indo kaheba diona Kristus tiballa' kalua' sihhapam bauam bubanau' titumpam lao. 
2CO.2.15	Aka kami'-kami' sihhapangkam tunuam bubanau' napehumalasam Kristus längäm Puang Allataala naudu' asam tau, susi to dipasalama' teem to la tinanda lako katilakaam. 
2CO.2.16	Lu lako to dipasalama' sihhapangkam bauam bubanängngä' aka kibabaam kaheba la mepatubo. Sapo' lu lako ia to la tinanda lako katilakaam sihhapangkam ia bauanna to mate, aka tä' naaku natuhu'i indo kaheba nasuhum la tinanda ia lako kamateam. Dadi mennam la umbelai umpalako inde pengkähängam kikähä temo? 
2CO.2.17	Tä'kam kami' susi indo buda tau to umpeä kauntungam umpasusi buleleam kahebana Puang Allataala. Sapo' kami'-kami' mendadingkam pentuhu'na Kristus to nasua Puang Allataala la umpalanda' kaheba ia too sola unä' penaba sambulo-bulo dio olona.
2CO.3.1	Sapo' inde ma'kada susikam tä' mala disangai umpuji pole ongkam kaleki. Tä'kam susi indo tau senga' sule umpellambi'ikoa'. Aka si umbaba ia suha' katähängam anna mala untahima manappaa'. Anna si napelaua' matim anna umpapiaanni suha' katähängam la nababa lako kota senga'. Tä' kami' kipahalluam la umbaba suha' susi ia too, aka 
2CO.3.2	ikonna' too sihhapam suha' katähängangki. Aka sihhapangkoa' mesa suha' tituli' illaam penabangki. Aka kitula' oi too indo pa'palakoammua', iya mala oom naissam anna napähäm ingganna hupatau naua: “Mapia pengkähänganna Paulus-a'.” 
2CO.3.3	Aka tandaam illaam ingganna pa'palakoammua' diua mendadingkoa' to matappa' si'da-si'da, buana pengkähäki. Iam too anna malam diua ikonna' too sihhapam suha' katähängangki natuli' Kristus. Indo suha' tä' dituli' umpake petuli' anna tä' toi dituli' dokko batu. Sapo' indo suha', natuli' Kristus illaam penabanna hupatau umpolalam kuasanna Penabanna Puang Allataala Debata tubo.
2CO.3.4	Ia anna bahanikam ma'kada susi, aka matappa' si'da-si'dakam lako Puang Allataala kahana Kristus mengkähä illaam kaleki. 
2CO.3.5	Tä' deem lalanna la mala kiua kamatohoangki anna kamanähängam kaleki nasuhum kibela kipalako inde pengkähängam, sapo' Puang Allataala umbeengkam kamatohoam anna kamanähängam. 
2CO.3.6	Puang Allataalam too mengkähä illaam kaleki, nasuhum kibela mengkähä umpa'pakahebaam pa'dadiam bakahunna lako hupatau. Indo pa'dandiam bakahu taia ätoham tituli' sapo' pengkähänganna Penaba Maseho lako hupatau. Indo ätoham tituli' battu diua Pepaondonganna Musa mebaba ia lako kamateam ke iai dihannuam la mepomalolo dio olona Puang Allataala. Sapo' indo Ia Penaba Maseho mebaba lako ia katuboam bakahu.
2CO.3.7	Indo anna natuli'i Puang Allataala pepaondonganna dokko batu mane nabeenni Musa, wattu eta too tandaam kamatandeanna Puang Allataala dio lindona Musa lambi' pangkähhä mesilo. Tandana pangkähhä, iya tä' natua to Israel unnenne'i lindona Musa, moi anna tuttuam moho'um indo pangkähhäna dio lindona. Indo sia duka' pepaondongam to mebaba lako kamateam anna pangkähhäi kamatandeanna Puang Allataala wattu eta too, 
2CO.3.8	iya senga'um tia indo pa'dandiam bakahu nakähä Penaba Maseho! 
2CO.3.9	Susi siam duka', maka' matande indo pa'dandiam to la umbaba hupatau lako pa'tahungkungam, iya senga'um tia matandena indo pa'dandiam bakahu to umbukkaam lalam la naola hupatau anna malai napomalolo Puang Allataala! 
2CO.3.10	Moi anna matande indo pa'dandiam yolo, sapo' maka' dipasiita indo pa'dandiam bakahu, iya tä'um ia la matande diita. 
2CO.3.11	Maka' matande indo pa'dandiam yolo moi anna anggam la säpäi' da'da', iya senga'um tia matandena indo pa'dandiam bakahu to la da'da liu sule lako salako-lakona.
2CO.3.12	Kahana mahannu si'dakam lako indo pa'dandiam bakahu nasuhum bahanikam umpa'pakahebaanni. 
2CO.3.13	Tä'kam kami' susi Musa ussapu'i lindona anna mala tä' naita to Israel moho' indo pangkähhäna kamatandeanna Debata dio lindona. 
2CO.3.14	Sapo' abana titutu' pikkihanna indo to Israel lambi' tä' nakaleso manappa gunana indo Pepaondonganna Musa. Anna sule lako temo maka' nabata issinna indo pa'dandiam yolo, mala diua sihhapam deem liupi pesapu' untutu'i pikkihanna, aka tä' liupi naissam aka gunana. Anggam anna malai diäläi indo pesapu' ia too battu diua tibukka pikkiham ke ma'mesam tau Kristus. 
2CO.3.15	Sule lako temo maka' umbata oom Pepaondonganna Musa, iya sihhapam deem liupi untutu'i pikkihanna. 
2CO.3.16	Sapo' maka' mengkatoba' tau anna untuhu'i tau Debata, tä' mala tala mäläi indo pesapu' battu diua tibukka pikkiham. 
2CO.3.17	Indo diuaam Debata eta inde, Ia siam Penaba Maseho. Anna menna-menna tohho Penaba Maseho illaam penabanna, tau ia too ullambi'um kalondaam dio mai ingganna to la ullabai kasilombunganna Puang Allataala. 
2CO.3.18	Tentomai tä'unna' kita nalabai pesapu' pikkihanta, nasuhum tandaammi kamatandeanna Debata illaam pa'palakoanta. Indo kamatandeam buttu di Debata, anna indo diuaam Debata Ia siam Penaba Maseho to tohho illaam kaleta. Anna Penaba Maseho unggahagai liukia' napopendadi susi kalena Kristus, nasuhum tuttuam masäe tuttuam tandaam kamatandeanna Debata illaam kaleta.
2CO.4.1	Pa'kamasenam too Puang Allataala anna napapassanningkam inde babaam kikähä temo. Iam too anna tä'ungkam deem si kattu hannu. 
2CO.4.2	Tä'kam umpogau' indo gau' mesihi'-sihi'na si napogau' membuni hupatau. Tä'kam duka' untipu tau anna tä' tookam umpalulako lu dio mai Battakadanna Puang Allataala. Dio olona Puang Allataala kipomakaleso manappa tungka ianna, anna mala nasangai mapia asangkam tau mengkalao illaam unä' penabanna. 
2CO.4.3	Indo Kaheba Katilallasam kipa'pakahebaam abana titutu'pi lako tau piha, sapo' angga ham tia titutu' lako indo to inna la ullambi' katilakaam sule lako salako-lakona. 
2CO.4.4	Ingganna indo to tä' matappa' nabutai pikkihanna tomahajanna setam indo to ungkuasai tau illaam inde lino. Napa'laba-labai indo tomahajanna setam, aka naua indana malai naballoi kamasiäsanna Kaheba Katilallasam to untula' diona kamatandeanna Kristus. Indo Kristus susi siam sipa'na anna pa'pogausanna Puang Allataala. 
2CO.4.5	Indo kaheba kipalanda' taia kaheba diona kaleki. Sapo' indo kipa'pakahebaam kiua: Yesus Kristus Ia Debata. Anna kami'-kami' sabua'mukam aka maelo'kam umpalako pa'elo'na Puang Yesus. 
2CO.4.6	Puang Allataala puha ma'battakada naua: “Illaam mai kamalillingam la kende' kamasiäsam.” Anna Puang Allataala Ia siam umpadelle' kamasiäsam illaam penabantaa' anna mala masiä'a' pikkihanta, nasuhum tapähänna' kamatandeanna Puang Allataala pangkähhä dio lindona Kristus. 
2CO.4.7	Indo kamasiäsam illaam penabanta mala dipasihhapam bulabam dianna illaam kuhim litä', aka indo kuhim litä' madommi' huppu' anna kaleta ia ponno kamalammaam. Napateem Puang Allataala anna mala makaleso diua indo kakuasaam taditondom kipogau' tä' buttu di kaleki, sapo' buttu di Puang Allataala. 
2CO.4.8	Si bassa'kam nasihimpi'-himpi'i kamapi'disam, sapo' si mala mammakam lappa'. Si pusa'um tangnga'ki, sapo' tä' mammakam si kattu hannu. 
