GEN.1.1	Blŭng-a Kră Yang 'Bok Kei-Dei pơjing plĕnh păng teh. 
1KI.22.46	Dôm tơdrong jang nai Jêhôsaphat pơm, tơdrong pran sư kĕ jei, tơdrong sư tơblah, đe đei chih 'măn lê̆ bơih lăm sơ̆p hla bơar hơ'mon gah lu pơtao Juđa? 
1KI.22.47	Na sư pơlôch pơđĭ lu bơngai drŏ-nglo đi pơm kư̆ kă đơ̆ng lăm char sư, mă oei đei đơ̆ng chăl Asa, 'bă sư pơgơ̆r. 
1KI.22.48	Kơplah noh lăm char Eđôm ưh kơ đei pơtao, đei minh 'nu yŏng chă jang tang tơplih pơgơ̆r lu sư.
1KI.22.49	Jêhôsaphat pơm duk đơ̆ng char Taris wă năm tơ dêh char Ôphir, sư chă maih mă-lei lu sư ưh kơ yĕng kơ năm, yua kơ duk sư pơchah tơ pơlei Êsiôn Gêber. 
1KI.22.50	Kơplah noh Ahasia kon drŏ-nglo Ahap khan kơ Jêhôsaphat: “Apinh ih song đĭch đam inh tŏk duk năm hơdai hăm đĭch đam ih,” mă-lei Jêhôsaphat ưh kơ ăn.
1KI.22.51	Jêhôsaphat lôch năm oei hơdai hăm lu 'bok kơdră sư, đe 'bŭ sư hơdai hăm lu 'bok kơdră sư tơ pơlei Đawit 'bok sư, Jêhôram kon drŏ-nglo sư pơgơ̆r pơtrơp đơ̆ng sư.
1KI.22.52	Lăm sơnăm mă mơjĭt-tơpơh lăm chăl Jêhôsaphat pơm pơtao đe Juđa. Ahasia, kon drŏ-nglo Ahap pơm pơtao Isơrael tơ dêh Samari. Sư pơgơ̆r lăp 'bar sơnăm đĕch. 
1KI.22.53	Sư pơm lơ tơdrong yoch kơnê̆ 'bơ̆t anăp Kră Yang, kiơ̆ trong 'bă sư păng mĕ sư păng kiơ̆ trong Jêrôbôam kon drŏ-nglo Nêbat, bơngai mă pơhlŭ lu bơngai Isơrael pơm yoch. 
1KI.22.54	Sư kơkuh păng bơ̆jang kơ yang Baal, pơm lơ tơdrong kơnê̆ tơblĕk Kră Yang, 'Bok Kei-Dei Isơrael hil, pơm kiơ̆ thoi trong 'bă sư pơm bơih.
1KI.22.54	05-Mar-2008@ 23:17, Backup Description=19-Feb-2008@04:51, UYNH -
1KI.22.54	11-Nov-2014@18:29, Backup Description=
2KI.1.1	Đơ̆ng rŏng kơ Ahap lôch, lu bơngai Môap iung blah lu bơngai Isơrael. 
2KI.1.2	Đei minh năr ei, tơ Pơlei Samari, Ahasia huŏng đơ̆ng 'măng-'mŏk hnam kơjung akâu sư rơka, jĭ dêh, na sư wơh bơngai jang kơ sư năm păng tơtă nơ̆r: “Năm jet apinh yang Baal Sêhup, yang Pơlei Ekrôn wă kơ băt inh gô klaih đơ̆ng jĭ 'nâu dah ưh?”
2KI.1.3	Mă-lei linh jang 'lơ̆ng Kră Yang khan kơ Êli bơngai Tisbit thoi âu: “Iung bĕ năm tơ'bơ̆p lu bơngai mă 'bok pơtao đe Samari wơh păng khan kơ lu sư: ‘Lăm Isơrael ưh kơ đei Kră Yang 'Bok Kei-Dei hă na iĕm năm jet apinh yang Baal Sêhup, yang Pơlei Ekrôn noh?’ 
2KI.1.4	Yua kơ thoi noh, na Kră Yang 'Bok Kei-Dei khan: ‘Ih ưh kơ đei iung đơ̆ng giơng ih 'bĭch noh ôh sĭt ih gô lôch.’ ” Thoi noh 'bok Êli yak năm hloi.
2KI.1.5	Lu bơngai mă pơtao wơh noh wơ̆t brŏk tơ sư dơ̆ng, na pơtao jet lu sư: “Yua kơ kiơ iĕm wơ̆t brŏk?”
2KI.1.6	Lu sư tơl: “Đei minh 'nu bơngai tơ'bơ̆p nhôn păng khan kơ nhôn: ‘Iĕm brŏk bĕ tơ pơtao mă wơh iĕm 'noh păng iĕm roi kơ sư khan: Kră Yang khan bơih thoi âu: ‘Lăm lu bơngai Isơrael ưh kơ đei Kră Yang 'Bok Kei-Dei hă na ih wơh athei năm jet yang Baal Sêhup, yang pơlei Ekrôn 'noh? Yua kơ noh, ih ưh kơ đei iung đơ̆ng giơng ih 'bĭch noh ôh, sĭt ih gô lôch?!”
2KI.1.7	Pơtao jet hloi lu sư: “Bơngai mă năm tơ'bơ̆p lu iĕm păng roi kơ iĕm tơdrong noh sư bơngai thoi yơ?”
2KI.1.8	Lu sư tơl: “Bơngai noh hrŭk ao akar sŏk sem bri păng tơ̆n tơlei tơ̆n akar.”
2KI.1.8	Pơtao khan: “'Nei Êli bơngai Tisbit noh bơih.”
2KI.1.9	Pơtao wơh hloi minh 'nu yŏng linh chông pơđăm-jĭt 'nu linh sư năm tơ Êli, kơplah noh Êli oei ngôi kơpal wĕch kông. Yŏng linh ei khan kơ sư: “Ơ bơngai mă Kră Yang 'Bok Kei-Dei yua, pơtao wă kơ ih jur.”
2KI.1.10	Mă-lei Êli tơl yŏng linh mă wei pơđăm-jĭt 'nu linh 'noh khan: “Dah inh bơngai Kră Yang 'Bok Kei-Dei yua, apinh ŭnh đơ̆ng plĕnh jruh sa lê̆ ih hăm pơđăm-jĭt 'nu linh ih 'noh.” Na ŭnh đơ̆ng plĕnh jruh sa lê̆ yŏng linh ei păng pơđăm-jĭt 'nu linh sư hloi.
2KI.1.11	Pơtao wơh dơ̆ng yŏng linh nai hăm pơđăm-jĭt 'nu linh plơ̆ng năm tơ Êli, yŏng linh 'nâu khan kơ Êli: “Ơ bơngai mă Kră Yang 'Bok Kei-Dei yua, pơtao khan kơ ih: ‘Jah jur mă tĕnh.’ ”
2KI.1.12	Mă-lei Êli tơl yŏng linh ei: “Dah inh bơngai Kră Yang 'Bok Kei-Dei yua, inh apinh ŭnh đơ̆ng plĕnh jruh sa lê̆ ih hăm pơđăm-jĭt 'nu linh ih noh hloi. Ŭnh Kră Yang 'Bok Kei-Dei jruh hloi đơ̆ng plĕnh chhông sa lê̆ yŏng linh ei hăm pơđăm-jĭt 'nu linh sư.
2KI.1.13	Pơtao Ahasia wơh dơ̆ng minh 'nu yŏng linh mă pêng năm hăm pơđăm-jĭt 'nu linh mă sư wei yŏng linh 'nâu tŏk truh tơ Êli tơ kơpal kông, sư sơtơ̆p kŭl-tăng 'bơ̆t anăp Êli, apinh thoi âu: “Nhôn đĭch đam ih ơ bơngai mă Kră Yang 'Bok Kei-Dei yua, apinh ih lăng tơdrong arih inh păng tơdrong arih đĭ-đăng pơđăm-jĭt 'nu bơngai 'nâu gĭt găl. 
2KI.1.14	To ŭnh đơ̆ng plĕnh jruh chhông sa lê̆ 'bar 'nu yŏng linh păng 'bar khŭl linh bre sư bơih, mă-lei dang ei, apinh ih lăng tơdrong arih inh gĭt găl 'bơ̆t anăp ih.”
2KI.1.15	Linh jang 'lơ̆ng Kră Yang khan kơ Êli: “Năm wăi ih jur năm tơ sư, 'nĕ kơ hli kiơ.” Thoi noh Êli jur năm kiơ̆ yŏng linh ei, năm tơ pơtao.
2KI.1.16	Sư khan kơ pơtao: “Kră Yang khan thoi âu: Ih wơh bơngai năm jet apinh yang Baal Sêhup, yang Pơlei Ekrôn, lăm Isơrael ưh kơ đei Kră Yang 'Bok Kei-Dei mă ih wă jet apinh nơ̆r Sư bơih hă? Yua kơ noh bơih na ih ưh kơ đei iung đơ̆ng giơng ih 'bĭch noh ôh, sĭt ih gô lôch.”
2KI.1.17	Thoi noh Ahasia lôch kiơ̆ thoi nơ̆r Kră Yang yua bơih Êli khan.
2KI.1.17	Yua kơ pơtao Ahasia ưh kơ đei kon drŏ-nglo lei na oh sư Jôram tŏk pơm pơtao pơtrơp đơ̆ng sư, lăm sơnăm mă 'bar chăl Jôram pơgơ̆r, sư kon Jêhôsaphat pơtao dêh Juđa. 
2KI.1.18	Dôm lu tơdrong jang nai mă Ahasia đei pơm đe đei chih boih lăm sơ̆p hla bơar hơ'mon kơ chăl arih lu pơtao đe Isơrael.
2KI.2.1	Kră Yang wă pôk atŏk Êli hăm phŭt gơhnŏk huơ̆r, bre Êli păng Êlisê lĕch đơ̆ng Pơlei Gilgal. 
2KI.2.2	Êli khan kơ Êlisê: “Inh apinh ih ngôi 'bơ̆t dâu; yua kơ Kră Yang wơh inh năm tơ Bethel.”
2KI.2.2	Êlisê tơl sư: “Inh pơkă hăm Kră Yang mă arih ling-lang, păng pơkă hăm ih 'bok thây inh, inh ưh kơ layơ tơklah đơ̆ng ih ôh.” Thoi noh na bre sư năm hĭ tơ Bethel.
2KI.2.3	Lu khŭl bơngai khan lê̆ adrol oei lăm pơlei Bethel năm jet Êlisê: “Ih hăm băt ưh dang ei Kră Yang wă pôk iŏk 'bok thây ih weh tơklah đơ̆ng ih?
2KI.2.3	Sư tơl: “Inh băt; lu iĕm thĕng đĕch hŏ! 
2KI.2.4	Êli khan kơ Êlisê thoi âu: “Inh apinh ih ngôi 'bơ̆t dâu hŏ, yua kơ Kră Yang wơh inh năm tơ pơlei Jêrikô”
2KI.2.4	Êlisê tơl dơ̆ng: “Inh pơkă hăm Kră Yang mă arih ling-lang păng pơkă hăm ih 'bok thây inh, inh ưh kơ layơ tơklah đơ̆ng ih ôh.” Thoi noh na bre sư năm hĭ tơ Pơlei Jêrikô.
2KI.2.5	Lu khŭl bơngai khan lê̆ adrol oei lăm Pơlei Jêrikô năm tơ Êlisê, jet sư: “Ih hăm băt ưh năr âu Kră Yang wă pôk iŏk 'bok thây ih weh tơklah đơ̆ng ih?
2KI.2.5	Sư tơl: “Inh băt; lu iĕm thĕng đĕch hŏ”
2KI.2.6	Êli khan kơ sư: “Inh apinh ih ngôi 'bơ̆t dâu hŏ yua kơ Kră Yang wơh inh năm tơ đak krong Jôrđăn.”
2KI.2.6	Êlisê tơl: “Inh pơkă hăm Kră Yang mă arih ling-lang păng pơkă hăm ih 'bok thây inh, inh ưh kơ layơ tơklah đơ̆ng ih ôh.” Thoi noh bre sư oei hơnơ̆ng năm hơdai đĕch.
2KI.2.7	Đei pơđăm-jĭt 'nu lăm lu khŭl bơngai khan lê̆ adrol kiơ̆ bre sư, dơ̆ng tơ ataih kơ bre sư; bre Êli hăm Êlisê oei dơ̆ng 'bơ̆t cheng đak krong Jôrđăn. 
2KI.2.8	Êli thar iŏk ao đaih sư, lôm huăt tơ đak krong, na đak krong tơklah 'bar na bre sư tŏk, nơnăm kơpal teh hrĕng.
2KI.2.9	Lăp bre sư tŏk hlôi bơih, Êli khan kơ Êlisê: “Roi kơ inh bĕ: Ih wă kơ inh pơm kơ ih tơdrong kiơ, adrol kơ Kră Yang pôk iŏk inh tŏk tơ plĕnh tơklah đơ̆ng ih”
2KI.2.9	Êlisê tơl khan: “Ơ 'bok thây, apinh ăn kơ inh yang bơhngol đơ̆ng ih hơtŭt lăm inh thim 'bar wơ̆t kơ noh dơ̆ng.”
2KI.2.10	Êli khan kơ sư: “Ih apinh minh tơdrong anat dêh, mă-lei dah ih 'bôh inh kơplah Kră Yang pôk iŏk inh tŏk tơ plĕnh tơklah đơ̆ng ih, lei sĭt gô đei thoi nơ̆r ih apinh; dah ưh lei nơ̆r ih apinh noh ưh kơ đei ôh.”
2KI.2.11	Kơplah bre sư oei nơnăm rah pơma dơnuh rah na 'bôh đei minh pôm gre aseh ŭnh păng aseh kư̆m ŭnh jur plah tơklah lê̆ bre sư; Êli phŭt gơhnŏk pôk ba sư tŏk tơ plĕnh. 
2KI.2.12	Êlisê lăng 'bôh na sư ôr hloi: “'Bă inh ơi, 'bă inh ơi!” Gre aseh păng linh Isơrael! Êlisê hnhoi dĭng khơ̆i ưh pă 'bôh Êli bơih; na sư hek ao sư phơ̆t tŏk-bŏk.
2KI.2.13	Êlisê dônh iŏk ao 'nguaih đêl huŏng đơ̆ng akâu Êli, na sư brŏk păng dơ̆ng 'bơ̆t jih đak krong Jôrđăn. 
2KI.2.14	Sư iŏk ao 'nguaih đơ̆ng sư dônh 'noh sư huăt tơ đak păng khan: “Kră Yang 'Bok Kei-Dei Êli tơ yơ?” Lăp sư huăt tơ đak bơih đak tơklah 'bar pah, đơ̆ng noh Êlisê tŏk hĭ.
2KI.2.15	Kơplah lu khŭl bơngai khan lê̆ adrol oei lăm Pơlei Jêrikô, lu sư 'bôh Êlisê, na lu sư khan: “Yang Êli mơ̆t tơ Êlisê bơih.” Lu sư năm tơ'bơ̆p Êlisê păng drap bon 'bơ̆t anăp Êlisê. 
2KI.2.16	Păng khan kơ Êlisê: “Ơ 'bok thây, lăm lu đĭch đam ih âu đei pơđăm-jĭt 'nu bơngai nuih, apinh ih ăn lu sư năm chă yŏng tơ'ngla ih; băt jơ̆ Yang Bơhngol 'lơ̆ng Kră Yang anhăk ba sư klơ̆m hơtat lê̆ kơpal kông, dah klơ̆m hơtat lê̆ tơ thong ayơ bơih rŏ lăng?”
2KI.2.16	Êlisê tơl: “'Nĕ kơ wơh lu sư năm.”
2KI.2.17	Mă-lei lu đe ei apinh pơgŏ 'bơ'bel dĭng sư mah mơlâu, na jing sư khan: “Lei wơh lu sư năm wăi” Na lu sư wơh hloi pơđăm-jĭt 'nu bơngai năm chă Êli lăm pêng năr, mă-lei lu sư chă, ưh kơ 'bôh ôh. 
2KI.2.18	Lu sư wơ̆t brŏk tơ Êlisê, kơplah noh sư oei oei tơ Pơlei Jêrikô; na sư khan kơ lu đe ei: “Inh khan bơih kơ iĕm, athei iĕm 'nĕ kơ năm dah kiơ?”
2KI.2.19	Kon pơlei Jêrikô khan kơ Êlisê: “Yŏng tơ'ngla inh, pơm pơlei 'bơ̆t anih 'nâu 'lơ̆ng dêh, thoi ih kư̆m 'bôh bơih, mă-lei đak đei hơkăm, păng teh pơtăm tơmam ưh kơ gơh.”
2KI.2.20	Êlisê tơl: “Ba ăn kơ inh pơnhan 'nao, tah 'boh lăm noh.” Lu đe ei ba ăn kơ Êlisê pơnhan 'boh noh.
2KI.2.21	Na Êlisê năm truh tơ tu đak, sư tuh 'boh ei lăm tu đak noh, na khan: “Kră Yang khan thoi âu: ‘Inh pơklaih bơih đak 'nâu, đơ̆ng âu tơ anăp đak âu ưh pă pơm kơ kon bơngai lôch bơih, kư̆m huay pă pơm kơ nge lăm klak rơngăt dơ̆ng.’ ” 
2KI.2.22	Kiơ̆ thoi nơ̆r Êlisê đei pơma, đak noh jing 'lơ̆ng truh kơ dang ei.
2KI.2.23	Êlisê weh đơ̆ng Pơlei Jêrikô noh, sư năm tơ Bethel. Kơplah sư năm rok trong, tơ'bơ̆p lu hơ'lơ̆p drŏ-nglo, lu hơ'lơ̆p ei che bơle pơjăm sư khan: “Ơ 'bok klĕng hok, năm bĕ ơ 'bok klĕng hok, năm bĕ!” 
2KI.2.24	Êlisê hue lăng lu hơ'lơ̆p ei păng sư yua hăm anăn Kră Yang na hiap lu sư. Na pluơk pluak 'bar tŏ chơgơu akăn lĕch đơ̆ng 'nhĕt, châu hek hok lê̆ puăn-jĭt 'bar 'nu lăm lu hơ'lơ̆p ei. 
2KI.2.25	Đơ̆ng Bethel noh, Êlisê năm truh tơ kông Karmel; na đơ̆ng anih noh sư hơlơ̆k brŏk tơ Pơlei Samari.
2KI.3.1	Jôram sư kon drŏ-nglo Ahap, tŏk pơm pơtao char Isơrael tơ Pơlei Samari, lăm sơnăm mơjĭt-tơhngam, chăl Jêhôsaphat pơm pơtao char Juđa păng pơgơ̆r mơjĭt-'bar sơnăm. 
2KI.3.2	Sư pơm kơnê̆ 'bơ̆t anăp Kră Yang, mă-lei sư ưh kơ lei-lăi thoi mĕ 'bă sư sơ̆ ôh, yua kơ sư hŭt lê̆ rup yang Baal đơ̆ng 'bă sư man pơdơ̆ng sơ̆. 
2KI.3.3	Mă khan lei ră, sư kư̆m hưch hanh kiơ̆ tơdrong yoch Jêrôbôam, kon drŏ-nglo Nêbat, noh jơ̆ yoch mă hlôi pơm ăn kơ lu bơngai Isơrael pơm yoch. Sư ưh kơ chu achăng lê̆.
2KI.3.4	Thoi noh Mêsa pơtao lu bơngai Môap, sư rong triu lơ, rim sơnăm sư ăn kơ pơtao Isơrael minh-hrĕng rơbâu tŏ triu kon păng minh-hrĕng rơbâu tŏ triu tơno đe ưh tam mă yuă sŏk sư. 
2KI.3.5	Mă-lei, lăp Ahap lôch bơih, đei pơtao lu bơngai Môap iung blah pơtao đe Isơrael.
2KI.3.6	Thoi noh pơtao Jôram weh đơ̆ng Pơlei Samari, sư krao pơtơm đĭ-đăng lu bơngai Isơrael. 
2KI.3.7	Sư wơh lu bơngai năm roi tơbăt ăn kơ Jêhôsaphat pơtao dêh Juđa khan: “Pơtao Môap tơblah hăm inh bơih, ih hăm gơh ưh ba năm blah lu bơngai Môap noh? Jêhôsaphat tơl:
2KI.3.7	“Inh gô năm; inh kư̆m dang ih, kon pơlei inh kư̆m dang kon pơlei ih, aseh inh kư̆m dang aseh ih mơ̆n.”
2KI.3.8	Sư khan dơ̆ng: “Lei bơ̆n năm trong ayơ?”
2KI.3.8	Jôram tơl: “Bơ̆n năm trong char glă Eđôm.”
2KI.3.9	Thoi noh, pơtao đe Isơrael, pơtao đe Juđa păng pơtao đe Eđôm wang năm đĭ-đăng, lu sư năm dăr trong char glă noh tơpơh năr kơ trong, na đak nhă ưh kơ đei wă ăn kơ lu khŭl linh păng khŭl sem dơrong kiơ̆ lu sư.
2KI.3.10	Na pơtao đe Isơrael khan: “Kră Yang krao iŏk lu bơ̆n pêng 'nu pơtao 'nâu wă jao lê̆ lăm ti lu bơngai Môap bơih.
2KI.3.11	Mă-lei, Jêhôsaphat khan: “Tơ âu ưh kơ đei bơngai khan lê̆ adrol mă Kră Yang wă kơ bơ̆n gơnang kơ sư 'noh jet apinh Kră Yang tơgŭm bơ̆n hă?” Minh 'nu bơngai jang kơ pơtao đe Isơrael tơl thoi âu: “Tơ âu đei Êlisê, kon drŏ-nglo Saphat, bơngai mă đêl tuh đak ăn kơ Êli ôp ti.”
2KI.3.12	Jêhôsaphat khan: “Nơ̆r Kră Yang pơma oei lăm sư.” Thoi noh, pơtao đe Isơrael, Jêhôsaphat, păng pơtao Eđôm jur năm hloi tơ Êlisê.
2KI.3.13	Êlisê khan kơ pơtao Isơrael: “Ih hăm inh đei tơdrong kiơ? Ih athei jet apinh bĕ bơngai khan lê̆ adrol mă mĕ 'bă ih yua sư noh:”
2KI.3.13	Mă-lei pơtao Isơrael tơl: “Ưh ôh, yua kơ Kră Yang krao bơih pêng 'nu nhôn pơtao 'nâu wă jao lê̆ lăm ti lu bơngai Môap đĕch.”
2KI.3.14	Na Êlisê khan: “Inh pơkă 'bơ̆t anăp Kră Yang tih hloh, Sư arih ling-lang Tơ'ngla mă inh bơ̆jang, tơdah inh ưh kơ chu yom kơ Jêhôsaphat, pơtao đe Juđa, inh ưh kơ wă lăng ih ôh, păng kư̆m ưh kơ wă sơng ih mơ̆n. 
2KI.3.15	Mă-lei dang ei, ba kơ inh minh 'nu bơngai gơh reh brŏ dung bĕ:”
2KI.3.15	Kơplah bơngai ei oei reh brŏ dung na tơdrong mơsêh Kră Yang jur oei hơdai hăm Êlisê. 
2KI.3.16	Sư khan: “Kră Yang khan thoi âu: Sir hơlŭng mă lơ bĕ, sir jơ̆p kơ thŭng thong 'nâu” 
2KI.3.17	Yua kơ Kră Yang khan thoi âu: “Iĕm gô ưh kơ 'bôh kial, kư̆m ưh kơ 'bôh 'mi, mă-lei thŭng thong 'nâu gô 'bĕnh kơ đak na lu iĕm, khŭl rơmo triu iĕm, hăm aseh dôm sem dơrong iĕm, gô nhă đak 'noh. 
2KI.3.18	Mă-lei Kră Yang lăng tơdrong noh iĕ đĕch. Sư gô jao hloi lu bơngai Môap lăm tơpang ti lu iĕm. 
2KI.3.19	Gô jei iĕm pơrăm đĭ-đăng lu pơlei tih, kơđông kơjăp, lu pơlei tih rŏ kăl pơđĭ dôm lu 'long sa plei 'lơ̆ng, bơ̆ găn lê̆ lu tu đak păng iŏk tơmo hơtat pơrăm đĭ dôm lu chŭn teh 'lơ̆ng.”
2KI.3.20	Pơgê dơning, kơplah jơ đe pơyơ̆r tơmam soi, gip kơ đak ro đơ̆ng Eđôm truh tơ dêh ei đak 'bĕnh jơ̆p-jang.
2KI.3.21	Lăp lu bơngai Môap kơtơ̆ng băt lu pơtao noh năm wă blah lu sư, na lu sư krao akŭm pơpôi đĭ-đăng đơ̆ng 'lơ̆p truh tơ kră dôm lu bơngai mă gơh yua tơmam tơblah, năm dơ̆ng 'bơ̆t sơlam dêh char lu sư wă tơblah. 
2KI.3.22	Năr đơ̆ng rŏng, lu bơngai Môap iung đơ̆ng hrôih, 'năr pơchrang tơ đak, lu bơngai Môap 'bôh đak 'bơ̆t anăp lu sư 'breo thoi pham. 
2KI.3.23	Na lu sư ôr khan: “'Noh pham bơih, băt jơ̆ pêng 'nu pơtao tơblah tơ'bet băl tơduă bơih 'noh. Dang ei, ơ lu bơngai Môap, mơ̆t blah iŏk mŭk tơmam bĕ.”
2KI.3.24	Mă-lei lăp lu sư năm truh tơ anih linh Isơrael lu bơngai Isơrael iung blah lu bơngai Môap, lu bơngai Môap tơrơ, kơdâu 'bơ̆t anăp lu bơngai Isơrael. Lu bơngai Isơrael iung druh blah 'moi lu bơngai Môap truh tơ dêh lu sư, blah pơlôch lu sư tơ noh. 
2KI.3.25	Lu bơngai Isơrael blah pơrăm lơ lu pơlei tih, lu sư dônh tơmo hơtat 'bŭ lê̆ chŭn teh 'lơ̆ng, chĭt lê̆ dôm lu tu đak păng kăl pơđĭ dôm lu 'long 'lơ̆ng. Oei pă pôm lu dur pơlei Kir Harêsêt đĕch oei đei tơmo. Na lu linh mă iŏk tơmo noh kư̆m drŭt blah klơ̆m pơrăm lu dur noh mơ̆n. 
2KI.3.26	Pơtao lu bơngai Môap mơn kơdih sư tơblah pă kĕ bơih, na sư chông ba lu linh kiơ̆ sư tơpơh-hrĕng 'nu chĕp đao gưm wă pơih trong drŭt năm tơ pơtao Eđôm; mă-lei ưh kơ kĕ ôh. 
2KI.3.27	Na sư iŏk kon tơdăm kơdră sư, bơngai mă wă pơgơ̆r pơtrơp đơ̆ng sư, pơyơ̆r sư pơm tơmam soi 'buh kơpal dur pơlei. Na đei hloi tơdrong hil mĭl tih kơ lu bơngai Isơrael, na lu sư weh jăk đơ̆ng pơtao Môap, brŏk tơ dêh lu sư kơdih.
2KI.4.1	Đei minh 'nu drŏ-kăn, sư 'noh akăn minh 'nu bơngai lăm lu bơngai khan lê̆ adrol năm nhơ̆m hơdrĭ 'bơ̆t anăp Êlisê: “Klo inh mă đĭch đam ih, sư lôch bơih; ih băt sư bơngai hli yom kơ Kră Yang. Đei minh 'nu bơngai, nhôn hre kơ sư, na sư năm tơ hnam nhôn, wă rôp 'bar 'nu hơ'lơ̆p inh pơm đĭch sư.”
2KI.4.2	Êlisê khan kơ duch ei: “Lei inh gơh tơgŭm ih kiơ? Ih roi lăng kơ inh, ih đei đăi tơmam kiơ lăm hnam?”
2KI.4.2	Duch ei tơl: “Lăm hnam nhôn, tơmam nai kơbĭ đei yă kiơ hloi bơih, pă minh bô̆i đak rơmă ôliwơ đĕch bơih.”
2KI.4.3	Êlisê khan kơ duch ei. “Ih chă mưng bô̆i hoh đơ̆ng bơngai anê̆ cham, ih 'nĕ kơ mưng tŏ sĕt hŏ!
2KI.4.4	Mưh ih brŏk kơnh, iĕm đe kon ih athei mơ̆t lăm hnam, tang lê̆ 'măng đơ̆ng noh tuh đak rơmă rim kơ bô̆i ei; mưh bô̆i ayơ 'bĕnh bơih, ming lê̆ sư pha hloi.”
2KI.4.5	Duch ei chu hloi, sư đe kon sư mơ̆t lăm hnam tang chơkăl lê̆ 'măng; lu kon drŏ-nglo sư ba ăn kơ sư bô̆i. Na duch ei tuh đak rơmă rim kơ bô̆i ei. 
2KI.4.6	Tuh 'bĕnh rim kơ bô̆i bơih, na khan kơ lu kon sư: “Ba ăn kơ inh minh pôm bô̆i plơ̆ng dơ̆ng.”
2KI.4.6	Kon sư tơl khan: “Bô̆i pă đei 'nhŏ kơ minh pôm hloi bơih.” Na đak rơmă ôliwơ ei nhĕt pă đei ro dơ̆ng.
2KI.4.7	Kơplah ei, duch noh roi ăn kơ Êlisê bơngai mă Kră Yang 'Bok Kei-Dei yua, na Êlisê khan kơ lu sư. “Ih tĕch bĕ đak rơmă ôliwơ na pơdrâu ăn tôm hĭ đêl iĕm hre đom ei, na oei rơkah noh ih iŏk yua 'me rong hnam dơnŏ ih.”
2KI.4.8	Minh năr ei, Êlisê Năm brih rok Pơlei Sunem, tơ ei đei minh 'nu yă mơdrŏng gơ̆t hĭ sư sŏng sa. Đơ̆ng noh rim wơ̆t sư brih năm rok trong 'nei, sư drong tơ hnam yă ei sŏng sa. 
2KI.4.9	Yă ei khan kơ klo sư: “Inh băt bơngai mă juăt kơ năm tơ hnam bơ̆n 'noh sư bơngai 'lơ̆ng tơpăt thoi Kră Yang 'Bok Kei-Dei wă. 
2KI.4.10	Bĕ ba pơm ăn kơ sư minh anih tơ kơpal pĕng đei tơnăr, tah lăm noh minh pôm giơng tep, minh pôm gơ'bang; minh pôm tang-dŏ hơ-oei, păng minh pôm ŭnh kơđeng. Thoi noh, mưh sư truh tơ hnam bơ̆n ăn sư 'bĭch lăm noh.”
2KI.4.11	Minh năr ei, Êlisê năm truh tơ noh sư 'bĭch pơdơh 'bơ̆t anih kơpal ei, tep hloi tơ noh. 
2KI.4.12	Sư khan kơ Gêhasi bơngai đam sư: “Krao bĕ bơngai drŏ-kăn Pơlei Sunem noh” Gêhasi krao duch ei na duch ei năm hĭ, dơ̆ng 'bơ̆t anăp Êlisê. 
2KI.4.13	Êlisê khan kơ đam sư: “Ih khan kơ duch 'noh: Ih hiơ̆k hơmet ăn kơ nhi dôm tơmam 'nâu bơih na nhi pơm kiơ wă tơgŭm ih? Ih hăm wă kơ nhi pơma tơgŭm ih, apinh pơtao dah 'bok tih linh tơdrong kiơ ưh?” Duch ei tơl: “Inh oei arih hiôk hăm kon pơlei pơla inh.”
2KI.4.14	Êlisê khan dơ̆ng kơ Gêhasi đam sư: “Lei ba wă tơgŭm lu sư kiơ?”
2KI.4.14	Gêhasi tơl: “Duch âu sư ưh kơ đei kon drŏ-nglo ôh, na klo sư kư̆m đĭ kră bơih tăm.”
2KI.4.15	Êlisê khan: “Krao sư tơ âu:” Gêhasi krao duch ei, duch ei năm dơ̆ng 'bơ̆t 'măng. 
2KI.4.16	Êlisê khan kơ duch ei: “Sơnăm anăp, kơplah bơyan 'nâu mơ̆n ih gô pôk minh 'nu hơ'lơ̆p drŏ-nglo.”
2KI.4.16	Duch ei tơl: “Ưh, ơ yŏng tơ'ngla inh, bơngai mă Kră Yang 'Bok Kei-Dei yua, ih 'nĕ kơ pơma hơlĕnh pơ'brơh kơ inh đam drŏ-kăn ih.”
2KI.4.17	Duch ei anăp na truh minh sơnăm đơ̆ng rŏng, kư̆m kơplah bơyan 'nei mơ̆n, sư hơiơch hĭ kơ minh 'nu kon drŏ-nglo, 'blep thoi nơ̆r Êlisê khan lê̆ kơ sư adrol.
2KI.4.18	Truh tơ kon hơ'lơ̆p sư wơ̆ 'lŏ bơih, đei minh năr ei, sư năm tơ 'bă sư oei yuă 'ba hơdai hăm lu bôl buăl. 
2KI.4.19	Sư roi kơ 'bă sư: “Inh jĭ kơ̆l, inh jĭ kơ̆l dêh 'bă!” Na 'bă sư wơh đĭch đam: “Pôk ba sư năm tơ mĕ sư.” 
2KI.4.20	Đam noh năm ba sư tơ mĕ sư, mĕ sư iŏk pôk sư 'bơ̆t blu dĭng truh tơ 'năr dơ̆ng, đơ̆ng noh sư lôch hloi. 
2KI.4.21	Duch ei năm tơ'bĭch sư 'bơ̆t giơng bơngai mă Kră Yang 'Bok Kei-Dei yua ei đơ̆ng noh sư lĕch, tang chơkăl lê̆ 'măng.
