GEN.1.1	Di katbuan, Dwata mimò langit na banwe. 
2PE.3.9	Nun dademe dad to, én fandamla too fganggà Amuito Dyisas dmohò i fakangan, du là fa samfulê, bay gsalà fandamla. Hae, du toon fantahà nawan fa di gamu, du laan mayè ku balù satu to magu di kaflayam landè sen. Kabay én kayean ku msal i kdee dad to na tnagakla dad sasè nimòla.
2PE.3.10	Kabay kel sa kadang i duh kasfulê Amuito Dyisas, salngad kakel i to tmaku. Di duh én lana di mata i langit mdadong di tanà gagin bong luk, na dad mneng di langit sakuf di bong kinit i lifoh. Na klamang banwe, na kdee mnè di tah tanà mti sakuf na lana di mata.
2PE.3.11	Na du gadèyu ani kibò Dwata falmo kadang kdee, tan i fye nimòyu? Là fakay ku làyu fagu i ktoyu di tlu nimò, na bléyu ktoyu di Dwata, 
2PE.3.12	kloyu fatan i Duh Dwata. Too gamu fgal mimò i fimò Dwata gamu, du fye mlal kel i duh én. Du di kakel i duh én, mti malmo kabal langit fagu di lifoh, na mtunal kdee dad mneng di langit di kinit i lifoh. 
2PE.3.13	Kabay gito, én tooito fatan i fakang Dwata, dunan falami langit na falami tanà gumnè i dad to matlu.
2PE.3.14	Taman dad flanekgu kanbonggu nawa, di kloyu fatan i duh én, tooyu fagu i ktoyu di matlu, du fye landè gukulangyu di kite Dwata na nun ktanak nawayu di kenen.
2PE.3.15	Tooyu fandam i duen Amuito too ftahà i nawan, dunan du fye dee dad to galwà, salngad tasulat i mabtas flanekito Fol di gamu fagu di kfulung blé Dwata kenen. 
2PE.3.16	Di kdee dad sulatan, gal kenen tamdò gablà di duh kukum Amuito. Na nun di sulatan malima glabat i gumtatekan. Na dad to là gamlabat i glut tdò na là mgal kafaglutla, fagsalàla kubad i dad malima, salngad i kibòla mubad i dademe Tnalù Dwata. Na du ani nimòla, fanlayam ale Dwata.
2PE.3.17	Taman dad flanekgu kanbonggu nawa, du tagadèyu kdee ani, too gamu fgeye, fye là gamu mgebe i dad to tamdò kakakéng na mlafà i flalò Dwata, na baling gamu gawag di glut tdò i lalòyu. 
2PE.3.18	Kabay fye too matnù i kgadèyu gablà di Amuito Dyisas Krayst i Falwà gito, na i kafye blén gamu. Kayègu mdà ani too kenen magdayen na kel di landè sen. Amén.
1JN.1.1	Smulat gami gablà ku Dyisas Krayst i dnagit Tnalù i gumdà falami nawa. Tagnè nun kenen mdà di là fa mgimò i banwe, na talingemi i taluan, na tateenmi na tagagotmi kenen. 
1JN.1.2	Na di kafbalingan to tateenmi, taman tulenmi gablà di kenen. Tulenmi kenen gumdà i nawa landè sen, na tagnè kenen di saféd Maito Dwata, na fiten i kton di gami. 
1JN.1.3	Tulenmi gamu i tateenmi na talingemi mdà di ku Dyisas Krayst, du fye gakuf gamu di gami di ksasatu nawami di Maito Dwata na Tingaan Dyisas Krayst. 
1JN.1.4	Sulatmi ani, du fye too sikof i klehewito.
1JN.1.5	Ani santulen talingemi di katdò Tingaan di gami, dunan Dwata i too glut lwa, na landè kifu di kenen balù tukay. 
1JN.1.6	Taman ku manito masasatu ito di Dwata, bay mnè ito di kifu, tmulen ito kéng, du laito lalò i kaglutan. 
1JN.1.7	Kabay ku mnè ito di lwa salngad i knè Dwata di gumalwan, nun ksasatu nawaito di demeito to faglut, na kdee salaito tatoo mgalob fagu di litè Tingaan Dyisas falohan di krus.
1JN.1.8	Kabay ku manito landè salaito fangawito ktoito na landè kaglut mnè di nawaito. 
1JN.1.9	Kabay ku msal ito na tulenito dad salaito di Dwata, nlifetan dad salaito, na naloban i gusaseito, du too gsalig Dwata na too tlu. 
1JN.1.10	Ku manito là ito lmen gamsalà salngad ku manito tmulen kéng Dwata, na là mnè Tnaluan di nawaito.
1JN.2.1	Gamu i dad ngàgu di kafaglut, ani sulatgu gamu du kayègu ku là gamu gamsalà. Kabay ku nun gamsalà nun smafye gito di Maito Dwata, dunan Dyisas Krayst i too matlu. 
1JN.2.2	Na kenen i dsù, du fye magwè dad salaito, na ise alò ku gito salà i duen Dyisas fafati, bay mdà di salà i kdee dad to.
1JN.2.3	Ani gudmilè too glut gmadè ito Dwata, ku nimenito i kdee flaloan gito. 
1JN.2.4	Kabay ku nun mangman, “Gadègu Dwata,” bay laan nimen i dad flaloan, to ani tmulen kéng, du landè kaglut mnè di nawan. 
1JN.2.5	Kabay ku simto mimen tnaluan, tasikof i kalbong nawan Dwata. Én gugmadeito ku sasatu ito di Dwata. 
1JN.2.6	Du ku manito sasatu ito di kenen, tooito lalò i nimò Dyisas Krayst klon dini di tah tanà.
1JN.2.7	Gamu dad flanekgu toogu kando, ise ku falami flalò fgadègu di gamu ani, du tagnèyu linge mdà di katbùyu faglut di ku Krayst Dyisas. I flalò mangu ani, i tagatdò di gamu. 
1JN.2.8	Kabay balù tamlo i flalò ani, gambet falami fa i kablé Dyisas dun, du tafan mlius i kifu na tabaling kel i glut lwa. Nimen Dyisas i flalò én na balù gito tooito nimen.
1JN.2.9	Ku nun to mangman mnè kenen di gumalwan, bay mnang nawan i demen to, mnè fa kenen di gukmifu. 
1JN.2.10	Kabay i to mbong nawan i demen to, mnè sa kenen di gumalwan, na laan tlaab na fugen. 
1JN.2.11	Kabay i to mnang nawan i demen to, mnè di gukmifu na magu di kifu. Na salngad kenen i to là gmadè i gusalun, du i kifu mutè i fandaman.
1JN.2.12	Na dad ngàgu di kafaglut, smulat agu ani di gamu,
1JN.2.12	du i dad salàyu tanlifet Dwata fagu di kfati Dyisas Krayst.
1JN.2.13	Na gamu dad tua lagi, smulat agu di gamu,
1JN.2.13	du tagadèyu Dyisas Krayst tagnè di là fa mgimò i klamang banwe.
1JN.2.13	Na gamu dad lamnok lagi, smulat agu di gamu,
1JN.2.13	du tagfisanyu Satanas i gumdà i sasè.
1JN.2.13	Na i kdeeyu dad ngàgu, smulat agu di gamu,
1JN.2.13	du tagadèyu Maito Dwata.
1JN.2.14	Na gamu dad tua lagi, smulat agu di gamu,
1JN.2.14	du tagadèyu Dyisas Krayst i tagnè di là fa mgimò i klamang banwe.
1JN.2.14	Na gamu dad lamnok lagi, smulat agu di gamu,
1JN.2.14	du tamgal i kafaglutyu,
1JN.2.14	na mnè Tnalù Dwata di nawayu,
1JN.2.14	na du tagfisanyu Satanas, i gumdà i sasè.
1JN.2.15	Taman nangyu fabtas di nawayu i knèyu dini di tah tanà, ku demen i sasè knayè i banwe. Du ku mabtas di nawayu i knèyu dini di tah tanà là mbong nawayu Dwata. 
1JN.2.16	Du i kagkah kdee dad to dini di tah tanà, dunan galla lalò i sasè knayè lawehla, na balù tan teenla toola nibal, na too ale fdag i ktola na i knunla. I kdee nimò ani, ise mdà di Dwata, bay slame mdà dini di tah tanà. 
1JN.2.17	I banwe ani na balù i kdee sasè knayè nimò i dad to tafan mlius. Kabay i to mimò i knayè Dwata nun nawan landè sen.
1JN.2.18	Gamu dad ngàgu, tamdadong gusen i banwe. Tagnèyu linge ku tamdadong gusen i banwe nun to kel i too dmuen ku Krayst. Balù ani tanun dee dad to dmuen kenen, taman ani i gugmadeito tamdadong i gusenan. 
1JN.2.19	Di muna fa, gakuf dad to dmuen ku Krayst di gito, bay lamwà ale du là sasatu nawala di gito. Ku sasatu nawala di gito gablà di kafaglut di ku Krayst, là ale fa lamwà. Kabay du lamwà ale, ani gugmadeito là sasatu nawala di kafaglutito di ku Krayst Dyisas.
1JN.2.20	Kabay gamu mahal, du kdeeyu gmadè i kaglut gablà ku Krayst, du tagablén di gamu Tulusan. 
1JN.2.21	Ise ku én duengu smulat gamu ku làyu gadè i kaglut, bay smulat agu du tagadèyu, na gadèyu landè kakakéng fakay gbol di kaglut.
1JN.2.22	Taman simto tmulen kéng? I to tmulen kéng dunan i to mangman Dyisas ise Krayst i To Mgalék Dwata. I to mangman én dmuen ku Krayst, du laan faglut di Maito Dwata na Tingaan Dyisas Krayst. 
1JN.2.23	I to mangman, Dyisas ise Krayst Tingà Dwata, laan masasatu di Dwata. Kabay i to mangman, too glut Dyisas i Krayst i To Mgalék Dwata, masasatu kenen di Maito Dwata.
1JN.2.24	Tooyu fnè di nawayu na fandamyu i talingeyu gablà ku Krayst mdà di katbù i kafaglutyu. Du ku ani nimòyu, too glut masasatu gamu di Tingà Dwata, dunan Dyisas Krayst na di Maito Dwata. 
1JN.2.25	Na ani fakang Krayst du blén di gito, dunan nawa landè sen.
1JN.2.26	Én duengu smulat di gamu, du fye gadèyu gablà di dad to mayè mgaw gamu fagu di katdòla kakakéng. 
1JN.2.27	Kabay gamu, du mnè i Tulus Dwata di gamu, balù landè tamdò gamu, du tagadèyu i kaglut. Na i tdoan gamu slame glut ise ku kakakéng. Taman du tdoan gamu i kaglut too gamu fadlug di ksasatuyu di ku Krayst.
1JN.2.28	Dad ngàgu, too gamu fadlug di ksasatuyu di ku Krayst Dyisas, du fye landè klikòyu na kyàyu di kasfuléan.
1JN.2.29	Du gadeito Dwata too matlu, taman tooyu gadè i kdee dad to mimò tlu, ale glut dad ngà Dwata.
1JN.3.1	Tooito fandam ku tan i kalbong nawa Maito Dwata gito. Gfiten i kalbong nawan gito fagu di mgimoan ito dad ngaan. Too glut dad ngà ito Dwata. Na i dad to là faglut làla dilè ku gito dad ngà Dwata, du là ale fa dmilè Dwata. 
1JN.3.2	Dad flanekgu toogu kando, too glut tambaling ito dad ngà Dwata. Kabay là ito gmadè ku tan i kagkahito kadang di fulé duh. Kabay ani tooito gadè, dunan di kasfulê Krayst mbaling ito gambet kenen kagkah, du tooito teen kadang i kenen kagkah. 
1JN.3.3	Na i kdee dad to i nun imen nawala fatan kdee én di kasfulê Krayst, là ale mayè mimò sasè, du là sa mimò Krayst sasè.
1JN.3.4	Balù ku simto gamsalà, mlafà kenen flalò Dwata. Du i gumtatek i salà dunan klafà i flalò Dwata. 
1JN.3.5	Kabay gadèyu i duen Krayst fbaling to dini di tah tanà, du fye nwean dad salaito, du Krayst landè salaan. 
1JN.3.6	Taman ku simto mnè di ku Krayst laan fadlug mimò salà. Du ku simto fadlug di kagsalaan, laan lmen dilè di nawan Krayst Dyisas, demen laan fa gadè kenen.
1JN.3.7	Gamu dad ngàgu di kafaglut, too gamu fgeye, du fye landè to mgaw gamu. Du i to too mimò tlu too kenen matlu gambet i katlu Krayst. 
1JN.3.8	Kabay i to gal gamsalà, nfun kenen Satanas, du Satanas too gamsalà fandà fa di katbuan. Én duen Tingà Dwata fbaling to dini di tah tanà, du fye falmon i nimò Satanas.
1JN.3.9	Taman i to tambaling tingà Dwata, laan sa fadlug di kagsalaan, du i nawa Dwata mnè sa di kenen, na du Dwata i Maan, talaan gadlug di kimoan salà. 
1JN.3.10	Ani gusahal dad ngà Dwata na dad ngà Satanas, dunan i to là mimò i tlu nimò, ku demen là kamdo demen to, ise kenen too glut tingà Dwata.
1JN.3.11	Ani talingeyu mdà di katbù i kafaglutyu di ku Dyisas Krayst, dunan là fakay ku là ito sakdo. 
1JN.3.12	Nangito ganbet Kain di muna fa, du i mfun kenen Satanas, na bnanoan i twalin. Bnanoan i twalin du tagnè sasè nimoan, na matlu nimò i twalin. 
1JN.3.13	Taman dad flanekgu, nang gamu tikeng ku knang gamu nawa i dad to là faglut di tah tanà.
1JN.3.14	I gugmadeito galwà ito di fati landè gusenan, na tanun falami nawaito, ku kandoito i demeito to. Du i to là kamdo i demen to, là fa galwà di fati landè gusenan. 
1JN.3.15	Du simto mnang nawa i demen to, salngad kenen i to manò, na gadeito i to manò laan gfun nawa landè sen.
1JN.3.16	I gugmadeito i too glut kakdo, dunan di ku Krayst Dyisas, du fafati kenen tlas gito du kandon ito. Taman kenen gumlaloito, balù fafati ito mdà di kakdoito i dad demeito to. 
1JN.3.17	Ku nun satu to nun knunan, na teenan i satu demen to nun gulandean, na laan kamdo i demen to, là mnè kakdo Dwata di nawan. 
1JN.3.18	Dad ngàgu, là fakay ku aloito mangman nun kakdoito i demeito to, bay i mabtas, ku fiteito i too glut kakdoito fagu di fye nimoito di dale.
1JN.3.19	Taman ani gugmadeito i too glut Dwata mfun gito, ku nun kakdoito i demeito to. Na di kgadeito ani, too matgal i nawaito, du di ktadagito di muna Dwata nun ktanak nawaito, 
1JN.3.20	balù ku msamuk nawaito gablà di dad salaito. Du Dwata mdatah fandaman di gito fandam, na balù gadean sa i kdee, knean bong kakdon gito.
1JN.3.21	Dad flanekgu toogu kando, ku là msamuk i nawaito du tanlifet Dwata i dad salaito, nun ktanak nawaito, na là ito gdè stulen di Dwata. 
1JN.3.22	Na ku ani kagkahito, balù tan fniito di kenen, blén di gito, du mimen ito i dad flaloan gito, na nimoito i gaflehew kenen.
1JN.3.23	Na ani i flalò Dwata gito, dunan tooito fnaglut i kdatah Tingaan Dyisas Krayst, na too ito sakdo salngad i flalò Dyisas Krayst gito. 
1JN.3.24	Na ku simto mimen dad flalò Dwata, sasatu kenen di Dwata na Dwata sa mnè di nawan. Na ani gugmadeito Dwata mnè di nawaito, du mdà di Tulusan i tablén di gito.
1JN.4.1	Dad flanekgu toogu kando, nang gamu faglut i tdò kdee dad to gal tamdò, balù manla mnè Tulus Dwata di dale. Kabay funayu too neye ku nè gumdà i tdò i to tamdò, ku mdà di Dwata ku demen ise. Du tanun dee dad to flingu, ale dad tugad Dwata, bay i kaglutan, mnè di dale i tulus busaw. 
1JN.4.2	Tulenta gamu ku tan kibòyu gmadè ku i tdòla mdà di Tulus Dwata ku demen ise. Ku ani tdòla, dunan Dyisas i To Mgalék Dwata tafbaling to, ani mdà di Tulus Dwata. 
1JN.4.3	Kabay ku i tdòla, Dyisas ise i To Mgalék Dwata fbaling to, tdòla ise mdà di Tulus Dwata. Én baling gumdaan di tulus dmuen ku Krayst Dyisas. Talingeyu di muna fa, fan kel i to dmuen ku Krayst. Na neyeyu, takel kenen di tah tanà.
1JN.4.4	Kabay gamu dad ngàgu, tanfun gamu Dwata, na tagfisanyu i dad to flingu, ale dad tugad Dwata, du Tulus Dwata tamnè di gamu, too mtulus fa di ku Satanas i mnè di dad to là faglut di tah tanà. 
1JN.4.5	I fandam i dad to flingu salngad fandam i dademe to là faglut di Dwata. Taman alòla santulen gablà di kagkah dini di tah tanà, na i dad to là faglut too flinge dale. 
1JN.4.6	Kabay gito, nfun ito Dwata, na ku simto gmadè Dwata, flinge ale gito. Na ku simto là nfun Dwata là flinge gito. Ani satu gugmadeito ku simto gumnè Tulus Dwata i gumdà i kaglut, na ku simto gumnè tulus busaw i gumdà i kakakéng.
1JN.4.7	Dad flanekgu toogu kando, too ito sakdo, du Dwata gumdà i glut kakdo. Du i to kamdo i demen to, kenen sa tingà Dwata na gadean Dwata. 
1JN.4.8	Kabay i to là kamdo i demen to, laan lmen gmadè Dwata, du kamdò Dwata na kenen gumdà kakdo. 
1JN.4.9	Na fite Dwata i kakdon gito fagu di kfeben i Tingaan tunggal dini di tah tanà, du fye fagu di kenen gfunito nawa landè sen. 
1JN.4.10	Ani gumiteito too glut kakdo, ise ku gito kamdo Dwata, bay kenen kamdo gito. Fiten i kakdon fagu di kdekan i Tingaan dini di tah tanà, fye fafati kenen du dsù bayad dad salaito.
1JN.4.11	Dad flanekgu toogu kando, du tatoo bong kakdo Dwata gito, taman là fakay ku laito too sakdo. 
1JN.4.12	Too glut landè fa to mite Dwata, bay ku sakdo ito, mnè kenen di gito, na i kakdon i mnè di nawaito too matnù.
1JN.4.13	Ani gugmadeito sasatu ito di Dwata, na mnè kenen di gito, du tagablén di gito Tulusan. 
1JN.4.14	Na gami, dad to gal dek Dyisas, tateenmi Tingà Dwata, taman toomi tulen i dek Maito Dwata i Tingaan dini, du fye falwaan dad to di tah tanà. 
1JN.4.15	Na ku simto tmulen di demen to, Dyisas Tingà Dwata, tamnè Dwata di kenen, na tasasatu kenen di Dwata. 
1JN.4.16	Na gito, tafaglut ito, taman gadeito too bong kakdo Dwata gito. Tagnè too kamdo Dwata. Taman i to gal kamdo, sasatu kenen di Dwata, na mnè Dwata di kenen. 
1JN.4.17	Na fagu ani i kakdoito kenen too matnù kel di ksikofan, du fye landè klikoito kadang di duh kukuman gito dad to. Na gambet ito ku Dyisas, du masasatu ito di Dwata na sakdo ito. 
1JN.4.18	Ku sakdo ito talandè klikoito Dwata, du ku sikof i kakdo, tamagwè i klikò di nawaito. Silang likò i satu to di Dwata ku man nawan fanlayam kenen Dwata. Na i to likò di Dwata kulang fa i kakdon. 
1JN.4.19	Ani duenito kamdo, du Dwata sa muna kamdo gito.
1JN.4.20	Ku nun satu to, na manan kandon kun Dwata, bay mnang nawan i demen to, tmulen kenen kéng. Du i to là kamdo demen to teenan, landè kiboan kamdo Dwata i laan lmen teen. 
1JN.4.21	Taman ani flalò Dwata di gito, dunan i to kamdo Dwata là fakay ku laan kamdo i demen to.
1JN.5.1	Na ku simto faglut Dyisas i To Mgalék Dwata, kenen i tingà Dwata. Na ku simto kamdo i Mà, kamdo kenen i dad ngaan. 
1JN.5.2	Ani gugmadeito kamdo ito i dademe dad ngà Dwata, ku kamdo ito Dwata, na mimen ito i dad flaloan gito. 
1JN.5.3	Du ku mimen ito i dad flaloan gito, ani gugmadeito i kakdoito kenen too glut. Na là too blat i dad flaloan. 
1JN.5.4	Du gito dad ngà Dwata, gaganito fnisan i kdee sasè dmuen gito dini di tah tanà. Gfisanito i dad sasè fagu di kafaglutito di ku Dyisas Krayst. 
1JN.5.5	Simto kè gmagan misan i kdee sasè? Alò i to faglut Dyisas Tingà Dwata, gmagan misan i kdee sasè dmuen kenen.
1JN.5.6	Na di ksalu Dyisas Krayst dini di tah tanà mdà di langit, gnagun i yéél di kafbunyagan na i litè di kfatin. Na ise ku salu kenen dini du alò fbunyag di yéél, bay du falohan i litean di kfatin di krus. Ani faglabat Tulus Dwata di gito na too glut, du slame glut i kdee faglabatan. 
1JN.5.7	Nun tlu fgadè na Dyisas Krayst too glut Tingà Dwata, 
1JN.5.8	dunan Tulus Dwata, na i kafbunyagan di yéél, na i litean falohan di kfatin di krus, tlu ani too masgagin. 
1JN.5.9	Man Dwata, Dyisas i too Tingaan. Ku fnaglutito i man dad to gablà di gadèla, lumban fa i kafaglutito i man Dwata, du i manan mdatah fa di man i dad to. 
1JN.5.10	Ku simto too faglut Dyisas Tingà Dwata, tatoon gadè di nawan i kaglut. Kabay simto i là faglut i man Dwata gablà di Tingaan, tafankéngan Dwata, du laan faglut i fgadè Dwata gablà di Tingaan.
1JN.5.11	Ani sa i fgadè Dwata di gito, dunan tabanlén ito nawa landè sen fagu sa di Tingaan Dyisas Krayst. 
1JN.5.12	Taman ku simto masasatu di Tingà Dwata nun nawan landè sen. Kabay ku simto là masasatu di kenen landè nawan landè sen.
1JN.5.13	Na smulat agu di gamu dad faglut di Tingà Dwata, du fye tooyu gadè tanun nawayu landè sen. 
1JN.5.14	Na landè kyaito mni di Dwata, du gadeito toon ito fanlinge ku fniito di kenen fagu di knayean. 
1JN.5.15	Du gadeito toon fanlinge i kdee fniito di kenen, taman tooito gadè balù tan fniito gdawatito.
1JN.5.16	Na ku teenyu i demeyu faglut mtatek di salà, na ku salà ani là gamgebe kenen di fati, fye ku dnasalyu kenen du fye banlé kenen Dwata nawa landè sen. Kabay nun salà gamgebe i satu to di fati, na làgu man ku dnasalyu i to ani. 
1JN.5.17	I kdee sasè nimò slame salà, bay nun salà là gamgebe i to di fati.
1JN.5.18	Na gadeito i to tambaling tingà Dwata laan fadlug di kimò salà, du Dyisas Tingà Dwata i kamlung kenen du fye là gagan Satanas fsasè kenen. 
1JN.5.19	Na i kdee dad to là faglut nagot Satanas. Kabay tagadeito gito dad faglut, nfun Dwata.
1JN.5.20	Na gadeito Dyisas Tingà Dwata fbaling to dini di tah tanà, du faglabatan gito du fye gadeito i too glut Dwata. Taman ani, sasatu ito di Dwata na di ku Dyisas Krayst Tingaan. Kenen sa i too glut Dwata na gumdà nawa landè sen. 
1JN.5.21	Dad ngàgu, du tagadèyu kdee én, tooyu fangeye i ktoyu, na fawag gamu di kfangamfù i dad ise glut dwata.
2JN.1.1	I smulat ani i tua mebe i dad to faglut di ku Dyisas Krayst.
2JN.1.1	Sulatgu ani di gamu toogu kando, di ge i libun tamgalék Dwata na di dad ngaam.
2JN.1.1	Na ise alò deg i kamdo gamu, bay balù i kdee gmadè i kaglut gablà ku Dyisas Krayst, 
2JN.1.2	du mnè i kaglut di nawaito ani, na kel di landè sen.
2JN.1.3	Fye ku Maito Dwata na Dyisas Krayst i Tingaan mlé gito kafye, kakdo, na ktanak nawa, gagin i kaglut i mnè di nawaito na i kakdoito demeito to.
2JN.1.4	Toogu lehew du gadègu nun dademe dad ngaam too mlalò i kaglut gablà ku Dyisas i flalò Maito Dwata. 
2JN.1.5	Na i flanekgu libun toogu kando, nun toogu fni di ge too ito sakdo. Ise ani falami flalò i sulatgu ge, du mdà fa di katbù i kafaglutito nun flaloito ani. 
2JN.1.6	Na i too glut kakdo gmangu ani, faglabatgu gamu i gumtatekan, dunan tooito nimen dad flalò Dwata gito. Talingeyu mdà fa di kagatbuan i satu flaloan, dunan too ito mnè di kasakdo.
2JN.1.7	Na gmangu ani di gamu, du tanun dee dad to mgaw di klamang banwe, du gmanla là fbaling to Dyisas Krayst. I dad to gambet ani, mgaw na dmuen ku Krayst. 
2JN.1.8	Taman too gamu fgeye, du fye là baling lana di gamu i untungyu di nimòyu, bay gdawatyu i kdee kayè Dwata blè di gamu.
2JN.1.9	Ku simto là fadlug di klalò i tdò Krayst, bay gasyat di tdoan, to ani là masasatu di Dwata. Kabay ku simto fadlug mlalò i tdò Krayst, masasatu kenen di Dwata i Maan na di Tingaan Dyisas. 
2JN.1.10	Taman ku nun kel di gamu, na tamdò ise tdò Krayst, nangyu fyak kenen di gumnèyu, na nangyu kenen dnawat. 
2JN.1.11	Na ku simto dmawat kenen, gakuf kenen di sasè nimoan.
2JN.1.12	Dee fa moon i kayègu man di gamu, bay là agu mayè ku fagu di sulat. Du nun imen nawagu mlauy gamu du fye fakay ito stulen, du fye too sikof i klehewito.
2JN.1.13	Na man i dad ngà i flanekam libun tamgalék Dwata, toola gamu fandam.
3JN.1.1	Agu Dyan satu to gal mebe i dad faglut di ku Krayst i smulat ani. Sulatgu ani di ge Gayus i toogu kando. 
