GEN.1.1	A tung in Pathian in lei leh van a siam.
ACT.26.14	Ka vek un lei ah ka puk ua, Hebru pau in, Saul, Saul, nang bang a chia honsawi? Sutna chiangzum tot nang dia na ahi, chi in ka za hi. 
ACT.26.15	Ken Toupa, kua na hia? ka chi hi. Toupa’n, na sawi, Jesu ka hi a chi hi. 
ACT.26.16	Himahleh thou inla ding in; hiai na thilmuhte leh na kiang a k’on lahlai dingte semding leh theihpih dia sikha a nang honbawl ding in na kiang ah ka hong kilak ahi; 
ACT.26.17	Mitengteng leh ka honsawlna mite, Jentelte khut a kipan k’on humhing ding hi; 
ACT.26.18	A mit uh hihvak ding in a kiang uah k’on sawl ahi, huchi in mial apan vaklam a nga ding ua, Setan thuneihna Pathian lam a ngatsan ding uhi, khelhna ngaihdamna a muhna ding uleh a hon gintak ziak ua sehtuam siangthoute lak a goutan a neihna ding un, a chi hi.
ACT.26.19	“Huaiziak in kumpipa Agrippa aw, van a kilakna ka selkei hi, 
ACT.26.20	A tung in Damaska khua a mite kiang ah, huan Jerusalem khua a te kiang ah, Judia leh gamchih a mite kiang leh Jentelte kiang ah leng kisik minpu a thilhih a kisik a, Pathian lam a ngatna ding un ka hilhzaw hi. 
ACT.26.21	Huaite ziak in Judate’n Pathian biakin ah a hon man ua, hon hihlup a tum uhi. 
ACT.26.22	Himahleh Pathian kiang a kipan a panpihna ka muh ziak in tunitan in mi neute leh mi liante kiang a thu theisak in ka omlai hi, zawlneite leh Mosi in hongtung ding a chih thu kia uh loungal thu dang genlou in. 
ACT.26.23	Huchi a, Khrist in gim a thuak ding a, misi lak a kipan a thohnawn ziak a mi tengteng kiang leh Jentelte kiang a vak musakpa masapen ahi ding a chih thu uh, a chi hi.
ACT.26.24	Huchibang a a siamna thu a genlai in, Festa in, aw ngaihtak in, “Paul, hai na hi; na theih tamna in nang hon haisak hi” a chi hi.
ACT.26.25	Himahleh Paul in, Festa hoihpen, “Hai kei veng e; thu diktak leh thu piltak ka genzaw ahi. 
ACT.26.26	Hiai thute kumpipa’n a thei vaw oi, a kiang ah leng laulou in ka gen hi; hiai thil bangmah a kiang ah im ahi kei chih diktak in ka thei hi. Hiai thu inkil kawm peuh a a guk a hih ahi kei hi. 
ACT.26.27	Kumpipa Agrippa, zawlneite na gingta hia? Na gingta chih ka thei” a chi hi.
ACT.26.28	Agrippa in Paul kiang ah, “Sawtlou chik sung in Khristian n’on suaksak zoudek” a chi hi.
ACT.26.29	Paul in, “Sawt in sawt kei leh, nang kia ka chi kei, tuni a ka thu za tengteng leng keimah bang a om ding in Pathian kiang ah ka ngen ahi, kolbun tuanse lou in” a chita hi.
ACT.26.30	Huan kumpipa toh, gamukpa toh, Barnisi toh, a kiang ua tute toh ading chiat uhi; 
ACT.26.31	A paituam ua a kihou ua, “Hiai mi’n sihna leh kolbutna khop hial thil bangmah a hih kei” a chi uhi. 
ACT.26.32	Agrippa in Festa kiang ah, “Hiai mi’n Kaisar kiang a tut ding na chikei leh pawt mai ding hiven” a chi hi.
ACT.27.1	Italy gam a long a pai ding thu a hihpuk tak un, Paul leh henta dang kuate hiam Augusta pawl a sepaih zaheutu a min Julia a kemsak uhi. 
ACT.27.2	Huan Adramittium khaw long, Asia gam tuipi piau a khaw omte tawn ding ah ka tuang ua, tuipi ah ka paita uhi; Masidonia gam a mi Aristarkhas, Thessalonika khaw mi ka kiang uah a om hi. 
ACT.27.3	A zing in Sidon khua ka tawn uhi. Julia in Paul a limbawl ngial a, kihihhalh ding in a lawmte kiang ah a pawtsak hi. 
ACT.27.4	Huai a kipan in tuipi ah ka pai nawn ua, huih in a hilou lam a honmut ziak in Kupra tuikulh zul huih hatlouhna lam ah ka tai uhi. 
ACT.27.5	Silisia gam leh Pamphilia gamzul tuipi ka khennung un, Lidia gam a Mira khua ka tung uhi. 
ACT.27.6	Huai ah sepaih zaheutupa’n Aleksandria khaw long Italy gam tawn ding a mu a; huai ah ahon tuangsak hi.
ACT.27.7	Ni tampi, awlawl in ka pai ua, Knidas khaw zawn haksapi in ka tung teitei ua, huih in hon sawnkik ziak in Salmoni zuan in Krit tuikulh zul huih hatlouhna lam ah ka tai uhi. 
ACT.27.8	Haksatak in tui geigei ah ka pai ua, Long khawlna Kilawm a chih mun uh ka tungta uhi; huai kiang ah Lasia khua a om hi.
ACT.27.9	Huan ni tampi a beitak ziak in leh long a pai a lauhuai ziak in, Anngawlni a khengta ngal a, Paul in amau a thuhilh a, a kiang uah, 
ACT.27.10	“Pute aw, tua long a tuangte siatna leh manthatna thupitak i tung ua tung ding ahi chih ka thei a, a sum leh long tung ah kia ka chi kei a, eimah tung ah leng ka chi ahi” a chi hi. 
ACT.27.11	Himahleh sepaih zaheutu in Paul thugen sang in longpu leh long neipa thu a gingta zaw hi. 
ACT.27.12	Phalbi douna ding in longkhawlna a ginat louh ziak in a tamzaw in huai a kipan a tuipi a paikhiak a, Phinisi khua tun teitei a, huailai a phalbi dou a sawmpih ua; Phinisi tuh Krit tuikulh a longkhawlna khat ahi, malsak leh simsak lam ahi.
ACT.27.13	Sim huih awlawl a a hong nuntakin a deihlam uh mu a kisa ua, sikkip a khai khia ua, Krit tuikulh zulzul ah ka pai uhi. 
ACT.27.14	Himahleh sawtlou nung in gam lam a kipan in huih hattak a hong nungsukta a, huai huih tuh Euroklidon a chi zel uhi. 
ACT.27.15	Long a hon mutkhata a, huihlam a ngat theihlouhtakin ka khahta ua, hon mutleng hon mutlengta hi. 
ACT.27.16	Kauda tuikulh neuchik petmah pansan in huih hatlouhna lam ah ka tai ua, haksatak in long neu ka bitsak thei uhi; 
ACT.27.17	A kaihkhiak nung un panpihna khaute khong a zang ua, long nuailam ah vialkawm in a khih uhi. Puanzakna bangkim a puksak ua, huchilou in zaw Sirti a lenlut a lau ua, huchi in a hon mutleng lengta hi. 
ACT.27.18	A zing in, tuikihawt in honsep ek ziak in, long a vante tui lak ah a paikheta uhi. 
ACT.27.19	Huan a ni thumni in, amau khut in long vante a paikhe nawnta uhi. 
ACT.27.20	Huan ni tampi ni leh aksi leng a kimu kei a, huihpi hat petmah in honnuai a, hin himhim ka lamen nawn kei uhi.
ACT.27.21	Huan an nelou a sawttak a om nung un, Paul a lak uah ading a, “Pute aw, Krit tuikulh a kiphellou dia, ka thuman a, hiai siat leh manthatna tuahlouh ding hizen a. 
ACT.27.22	Himahleh tun ah leng khamuangtak a om ding in k’on hanthawn hi. Na lak uah kuamah in hinna na mangsak kei ding uh, long zaw a mangthang ding. 
ACT.27.23	Amah Pathian a ka hih a a nna leng ka sep, amah angel tuzan in ka kiang ah a hongdinga, ka kiang ah, 
ACT.27.24	“Paul, lau ken, Kaisar ma ah na ding ding. Ngai in, long a na kiang a zin tengteng leng Pathian in a honpia hi, a honchi hi. 
ACT.27.25	Huaiziak in Pute aw, khamuangtak in om un, Pathian ka gingta hi, honhilh bang in a om ding hi. 
ACT.27.26	Himahleh bang tuikulh hiam ah hon lenkhe ding ahi” a chi hi.
ACT.27.27	Zan sawmlehli a chin zan in Adria tuipi ah huih in a langlang ah a hon mutleng leng lai hi. Zankim lai in, long mite’n koi gam hiam tungdek in a kithei uhi; 
ACT.27.28	Huchi in tui thukdan a teh ua, lam sawmnih in a thei ua, huan sawtlouchik in a tehnawn ua, lam sawmlehnga in a thei uhi. 
ACT.27.29	Huan longmei lam ah sikkip li a khia ua, huchilou in zaw suang se mun ah hon lenkhe zenzen kha ding chih a lau ua; huan khovak kal a ngaklahta uhi. 
ACT.27.30	Huan longmite’n long malam a sikkipte khiak ding bawl a kineih in longneu tuh tuipi ah a khia ua long taisan a tum uhi. 
ACT.27.31	Hiai lai in Paul in, sepaih zaheutu leh sepaihte kiang ah, “Hiaite long a om gige kei uleh a bit kei ding uh” a chi hi. 
ACT.27.32	Huchi in sepaihte’n longneu khaute a at tat ua, a khahta uhi.
ACT.27.33	Khovak kuan in, Paul in an ne ding in mi tengteng a sawl a: Tuni ni sawmlehli ahita, bangmah nelou in na om ua, an na ngawl nilouh uhi. 
ACT.27.34	Huaiziak in, an ne ding in k’on sawl chiat ahi; na damna ding uhi; na lak uah kuamah a samzang khat leng a mangthang kei ding” a chi hi. 
ACT.27.35	Huai thu a genkhit in tanghou a la a, Pathian kiang ah kipahthu a genkhit in, mi tengteng ma ah a balkham a, a ne panta hi. 
ACT.27.36	Amau leng khamuangtak in a om ua, an a ne samta uhi. 
ACT.27.37	Long a mite kavek un za nih leh sawmsagih leh guk ka hi uhi. 
ACT.27.38	An a nekkham khit un, buh tuipi ah a pai ua, long a hihzang deuh uhi. 
ACT.27.39	Huan ni a suah in, koilai gam ahia chih a theikei ua; himahleh, koilai longkhawlna hiam piautak nei khat a mu ua, huai tung ah a hih theih uleh long taikhiak sak a tum uhi. 
ACT.27.40	Huan sikkip khihnate a attat ua, tuipi ah a nusia ua; tua lai mah in kaihheina khihnate a phel ua, malam puanzak huih mut ding dan in a kaitou ua; piautak a zuanta uhi. 
ACT.27.41	Himahleh tuikihawt khauh nih kituahna mun ah ka lutkha zenzen ua, long in lei het in, huchi in, long mailam a tang bikbekta a, hihtat zoh louh in a om hi, long meilam bel tuikihawt a hat ziak in a kekgawpta hi. 
ACT.27.42	Huan hentate tuiliau galkai khattou a om kha ding ua, a taimang kha ding uh chih a lauh manun sepaihte’n amaute hihlup mai a sawm uhi. 
ACT.27.43	Himahleh sepaih zaheutu in Paul humhing a ut a, a thiltup uh a khama; tuiliau siam peuhmah tuipi ah tawmkhiaka gam na kaimasa ding leh, 
ACT.27.44	Midang a khen singpek tung leh a khen long van tung a kitholh galkai ding in thu a pia hi. Huchi in, avek un gam ah bittak in a galkai vek uhi.
ACT.28.1	Huan gam a ka suahtak un, tuikulh min tuh Malta ahi chih ka theita uhi. 
ACT.28.2	Tuikulh gammite’n hehpih in hon na hehpih ua; vuah a hongzuk ziak leh khovot ziak in mei a toh ua, ka vek un a hon na kipahpih uhi. 
ACT.28.3	Paul in singlom khat a toma mei ah a chih a, a sat ziak in gul a hong vakkhia a, a khut a tuin a tangden hi. 
ACT.28.4	Tuikulh gammite’n ganhing a khut a kikhai den a muh un, “Hiai mi tualthat ahi ding, tuipi a kipan in taikhe mahleh diktatnain a hin a phalta lou ahi” a chi uhi. 
ACT.28.5	Himahleh aman gul mei ah a singkhia a, bangmah a chi kei hi. 
ACT.28.6	Amau bel a bawk hiam, thakhat a puk paha si ding in a gingta uhi; hunsawtpi a ngak nilouh ua, bangmah a chi kei chih a theih un a lungsim uh a kheng ua, Pathian ahi a chi zaw uhi.
ACT.28.7	Huai mun kiang ah huai tuikulh a hausapa a min Publia a om a, huai mi in a hon na kipahpih a, ni thum siamtakin a hon tungsak hi. 
ACT.28.8	Publia pa khosik leh santen vei in a na lum a; Paul a kiang ah a lut a, a thum a a tung ah a khut a koih in a hihdamta hi. 
ACT.28.9	Huai a hihdam khit in tuikulh a midang natna nei peuhmah a hong ua; a dam chiatta uhi. 
ACT.28.10	Huai mite’n nakpitak in a hon na pahtawi ua; ka pai ding un ka vante uh long ah a hong koih uhi.
ACT.28.11	Huan kha thum nung in, Aleksandria khaw long, phalbi a tuikulh a omsa, pathian phik, Kastor leh Pollux lutang kisuanna long ah ka pai uhi. 
ACT.28.12	Sirakasi khua ka tawn ua huai ah ni thum ka tam uhi. 
ACT.28.13	Huai a kipan ka paikawi ua, Rejiam khua ka tung ua; ni khat nung in sim huih a hongnung a, a zingnawn in Puteoli khua ka tung nawn uhi; 
ACT.28.14	Huai ah unaute ka mu ua, a kiang uah ni sagih tam ding in a hon khou ua; huchibang in Rome kholam ah ka pai zelta uhi. 
ACT.28.15	Huan unaute’n ka Tanchin uh a zaktak un huai a kipan in Appii dawl leh Khualbuk thumte omna chiang ah hong dawn ding in a hong kuan ua; Paul in huai mite a muh in Pathian kiang ah kipahthu a gen a, a lungmuang mahmahta hi.
ACT.28.16	Rome khua a ka lut un Paul bel a vengpa sepaih kiang a amah kia a om a phal uhi. 
ACT.28.17	Ni thum nung in, Paul in Juda heutu deuh peuhmah a samkhawm a; a kihoukhawm ua, a kiang uah: “Unaute aw, mi tengteng leh i pipute dan tung ah bangmah ka hihlouh in leng Jerusalem khua a kipan in Rome khua a mite kiang ah a hon hentasak uhi. 
ACT.28.18	Amau a hon etchet khit un sihna khop hial ka tung ah bangmah a muhlouh ziak un khah a hontum uhi. 
ACT.28.19	Himahleh Judate’n huai a sel ziak un Kaisar kiang tunlou thei ka hita kei a; himahleh ka chipihte hekna nei a hihbel ka hi kei hi. 
ACT.28.20	Huailam thu a noumau honmu a hon houpih ding in ka honsam ahi; Israelte lamet thilte toh kisai a khainiang bun ka hi ngal a” a chi hi. 
ACT.28.21	Amau a kiang ah, na tanchin Judia gam a kipan lai in ka mu kei ua, unaute hiai a hong omte kuamah in na tungtang thubuai bangmah a pulak kei ua, gen leng a gen ngeikei uhi. 
ACT.28.22	Himahleh hiai pawl zaw gam teng ah gensiat ahi ngal ua, nang bangchi’n ahia na ngaih chih theih ka ut uhi” a chi uhi.
ACT.28.23	Huan ni a chiam ua, huai a tunna ah a kiang ah mi tampi a hong ua; zing a kipan nitaklam pha in a kiang uah huai thu a hilhchian a, Pathian gam thu a theisak a, Mosi dan laibu thu leh zawlneite laibu thu in Jesu lam ah amau a thuzoh zel hi. 
ACT.28.24	Khenkhat in a thugen a gingta ua, a khen in a gingta kei uhi. 
ACT.28.25	Huan a kituakta kei ua, Paul in thu a genkhit in a paikheta uhi. A thugen tuh hiai ahi, “Kha Siangthou in zawlnei Isai kam a na pipute uh kiang a a thugen a dik mahmah hi chi in:
ACT.28.26	‘Hiai chite kiang ah vagen in,
ACT.28.26	Bil in zaw na za na ding ua,
ACT.28.26	a ngaihna zaw na theikei hial ding ua; muh zaw na mu ding ua,
ACT.28.26	theih zaw na theikei hial ding uh:
ACT.28.27	Hiai chite lungtang a takta a,
ACT.28.27	a bilte uh a na ngong deuh a,
ACT.28.27	a mit uh leng a si ua,
ACT.28.27	huchilou in zaw a mit un a mu ding ua, a bil un a za ding ua,
ACT.28.27	a lungtang un leng a thei ding uh, a kiheikik ding ua,
ACT.28.27	ken ka hihdam kha ding hi’ a chi, a chihpen ahi.
ACT.28.28	Huaiziak in Pathian hotdamna thu Jentelte kiang a khakkhiak ahi chih thei un, amau zaw ngaih leng a ngaikhe ding uh” a chi hi. 
ACT.28.29	Huchi a hiai thute a genkhit nung in, Judate tuh a pawtkheta ua, amau lak ah nakpitak a kiselna a nei uhi.
ACT.28.30	Huchi in Paul kum nih vengveng amah inluah ah a om a, a kiang a hoh peuhmah a na kipahpih hi, 
ACT.28.31	Pathian gam thu a hilh a, Toupa Jesu Khrist thu hangsantak in a gen zel a, kuamah in amah lah a kham kei uhi.
ROM.1.1	Paul, Jesu Khrist sikha, sawltak hi ding a sap, Pathian Tanchinhoih lam a khenkhiak, 
ROM.1.2	Pathian in tuma lam a Laisiangthou a a zawlneite a a chiamsa, 
ROM.1.3	A tapa, salam a David suan a piang tungtang thu, 
ROM.1.4	Amah Pathian Tapa hihna bel misi lak a kipan thilhihtheihna toh a thohnawnna ziak a siangthouna Kha in Jesu Khrist, Toupa chi a a phuankhiak ahi.
ROM.1.5	A min ziak a ginna namchih lak a mi gingtasak ding in, amah ziak in hehpihna leh sawltak hihna i tangta hi; 
ROM.1.6	huai lak ah nou leng Jesu Khrist sapte na hi uhi: 
ROM.1.7	Rome khua Pathian deihtak, misiangthou a om ding a sapte tengteng kiang ah: Pathian i Pa leh Toupa Jesu Khrist kiang a kipan hehpihna leh lemna na kiang uah om hen.
ROM.1.8	Amasa in khovel tengteng ah na ginna uh a than ziak in na vek ua tung a ka kipahthu Jesu Khrist ziak in ka Pathian kiang ah ka gen hi. 
ROM.1.9	Ka thumnate ah tawplou in na min uh ka lou nilouh ahi chih kei hon theihpihpa Pathian ahi a, amah ahi a Tapa Tanchinhoih gen a ka kha a a na ka sep gige pa pen; 
ROM.1.10	Tu bek a na kiang ua ka hong theihna ding in Pathian thuthu a zinhun lemtang ka muh teitei theihna ding ka ngen hi. 
ROM.1.11	Na kipna ding ua khalam thilpiak banghiam nou ka honpiak theihna ding in nou honmuh ka ut thei mahmah ngal hi; 
ROM.1.12	Huai na ginna uh leh ka ginna a i kikhamuan tuah theihna ding ka chihna ahi.
ROM.1.13	Unaute aw, Jentel dangte kiang a ka sepgim gah ka muhtak bangmah in, noumau lak ah leng gahte ka muh theihna ding in na kiang uah tamveipi hong ka tumta chih na theihlouh uh ka deihkei hi; himahleh tuma teng in dal in ka om hi. 
ROM.1.14	Grik mite leh melmak mite kiang ah bat ka nei a; mi pil leh mi pilloute kiang ah leng. 
ROM.1.15	Huchi in nou Rome khua a omte kiang ah leng Tanchinhoih gen ka ut mahmah hi.
ROM.1.16	Tanchinhoih tuh ka zahpih kei a; kuapeuh a gingta phot ading in hotdamna ding a Pathian thilhihtheihna ahi ngal a; a tung in Judami adin ahi a, huan Grik mi ading in leng a hong hinawn hi. 
ROM.1.17	Huai ah tuh gin semsemna ding in ginna in Pathian diktatna latsak in a om hi; “Midiktat tuh ginna in a hing ding,” chi a gelh bang in.
ROM.1.18	Thutak dikloutak a dalte leh Pathian limsaklouhna leh diktatlouhna tengteng tung ah van a kipan in Pathian thangpaihna a hong kilangta hi; 
ROM.1.19	Pathian in a theihsak tak ziak in Pathian tanchin theihtheih ding tuh a lungsim uah chiangtak a theihsak in a om ngalta hi. 
ROM.1.20	Khovel siamtung a kipan a pianken muhtheihlouh, a tangtawn thilhihtheihna leh a Pathianna, thilsiamte ah chiantak a muhtheih ahi; huaiziak in paulam ding a neikei uhi; 
ROM.1.21	Pathian thei ngal in Pathian bang in a pahtawi kei ua. A kipahthu leng a gensam kei uhi; thil thulimlou a ngaihtuah zawta ua, a lungtang hai uh a hong mialta hi. 
ROM.1.22	Pil kisa khem in mihai a hongsuak ua, 
ROM.1.23	setheilou Pathian thupina a sethei mihingte leh vasate, gamsate leh bokvak ganhingte lim a suaksak uhi.
ROM.1.24	Huaiziak in a sa uh zumhuaipi a kibawltuah ding in a lungtang uh duhgawlna bang a thilnin hihphal in Pathian in a lehngatsan hi. 
ROM.1.25	Pathian thutak tuh zuau tangsak in, a bawlpa biak sang in a bawl bia in a na a sem uhi. A bawlpa tuh tangtawn a phat tuak ahi, Amen.
ROM.1.26	Huaiziak in Pathian in zumhuaipi a huk phal in lehlam a ngatsanta hi; a numeite nangawn un leng a omdan pianpih uh danlou bang a om ding in a kibawl lamdang uhi; 
ROM.1.27	pasalte’n leng numei zatdan ngeina tawpsan in, huk in a kienlah ua, pasal leh pasal zummawh thilhih in a om ua, a gitlouh man muh ding uh tuh a satung uah a mu uhi.
ROM.1.28	Huan Pathian theih a utlouh ziak un, thil kilawmloute hih ding a a deihlouh lam lungsim neih phal in Pathian in a lehngatsanta hi; 
ROM.1.29	Huchi in diktatlouhna, gitlouhna, huaihamna, huatna in a dim ua; hazatna, tualthahna, kiselna, khemna, nundan hoihlou in a dim uhi; 
ROM.1.30	gensiatnate, migennate, Pathian huatlamte, kisaktheihnate, kisatheimite, thil gilou bawlkhete, 
ROM.1.31	nu leh pa thu mangloute, theihna beite, thuchiam susete, itna pianpih neiloute, hehpihna neiloute ahi uhi. 
ROM.1.32	Huchibang hihte tuh sitak ahi uh chih Pathian dan tuh theigige in, amau kia a hih leng hilou in, midang hih zelte tung ah leng a kipak uhi.
ROM.2.1	Huaiziak in mihing aw, mi selhat kuapeuh himahlechin paulam himhim na neikei hi. Midang na selna mah ah nangmah leh nangmah siamlouh kitangsak na hi. Nang selhat in leng huchibang thilte na hih sam ngal hi. 
ROM.2.2	“Huchibang thilhih nakte tung ah Pathian vaihawmna diktak in a tung” chih i thei uhi. 
ROM.2.3	Mihing aw, huchibang thilhih nakte gensia, nang leng huchibang na hihsam ngal nak a, Pathian vaihawmna pelh na kigingta ahia? 
ROM.2.4	Ahihkeileh Pathian hoihna kisikna a nang hon pidinga om ahi chih theilou in, a hoihna, a thuaktheihna leh, a dohtheihna hauhnate na ngaineu ahia? 
ROM.2.5	Himahleh na lungtang khauh leh kisik utlouhnate ziak in, na tung ah thangpaihna na kholkhawmte Pathian vaihawmna diktat hong kilatna, thangpaihna ni chiang a ding in kholkhawm ahizaw hi. 
ROM.2.6	Pathian in michih a thilhih bangzel un a hawmsak ding; 
ROM.2.7	Thil hoih hih teitei a, thupina leh pahtawina leh manthat theihlouhna zong mite kiang ah tangtawn hinna a pe ding hi. 
ROM.2.8	Himahleh genhakte, thutak zuilou a, gitlouhna zui zawte tung ah, hehna leh thangpaihna, haksatna leh lungkhamna thupitak a om dia; 
ROM.2.9	Mihing thil hihkhial tengteng kha tung ah a om ding, Judami kha tung ah a om masa dia, huan, Grik mi kha tung ah a om nawn ding hi. 
ROM.2.10	Himahleh, thil hoih hih peuhmahte kiang ah thupina, pahtawina, khamuanna piak ahi ding, Judami kiang ah piak ahi masa dia, huan, Grik mi kiang ah ahi nawn ding hi.
ROM.2.11	Pathian in mi deihsaktuam a nei ngal kei hi. 
ROM.2.12	Kuapeuh dan neilou a thil hihkhial, dan lou in a mangthang ding hi; kuapeuh dan nei a thil hihkhial dan a vaihawm in a om ding. 
ROM.2.13	Dan zami phette Pathian mitmuh in midik ahi kei ua; dan zuite midik ahizaw ding uhi. 
ROM.2.14	Dan neilou Jentelte’n amau pianpih a dan thilte a hih un, amau dan neikei mahle uh, amau leh amau dan in a kinei tawm uhi. 
ROM.2.15	A lungtang uah dan thilhih gelh ahi chih langsak ding in a sialehpha theihna un a theihpih hi; a lungsimte un leng theihpih ahihman in a ngaihtuahna un siamlouh a tangsak hiam siam a tangsak zel hi; 
ROM.2.16	Ka Tanchinhoih gen bang in, Pathian vaihawmni chiang in mihing thugukte, Jesu Khrist tawn in a ngaihtuah ding hi.
ROM.2.17	Himahleh nang Juda kichi na hi a, dan a kinga in Pathian na suang hi. 
ROM.2.18	A deihlam na thei a, thil hoihzawte hoih na sa a, dan a hilh in na om hi, 
ROM.2.19	Nangmah mittawte pipa, miallak a omte vakna hi in na kigingta hi. 
