MAT.1.1	Rìfuu yì ɗi Yeesus Kiris man à Davit, man à Abiraham ɗi ri fɛlɛ: 
1TH.2.17	Ɓi san wìs, yɛ̀ɛ tì ghasɛ̀ngà rì mìni tyɛ̀ ki ghɛnɛn ti a mɛ̀su ɓi maa cààmɛ̀n, fɔlɔɔ kɛ̀ɛ ki rèsi lɛ tì ti tyɛ̀ ki fègti mini, ɓɔɔsoŋ̀, tìi nɗì rì coo zày ìnɛ lɛ ti ghɛnɛn tì rì mìni, fɔɔnnɛ tìi ǹtèèsii nyoo lɛɛ̀gwey lɛ kìɓan kiǹ kɛɛ kilɛn. 
1TH.2.18	Tì kɔ̀ngà lɔŋ lɛ di tyàa yùu foo, a lɔ̀ŋkin mɛ̀ɛmiɗ Pol ǹfèèghrɛɛ gɛ̀n yɛ̀ɛ yiɓɛɛ̀, wɔ̀lɛ Satàn a règ ɓìsi rìyù. 
1TH.2.19	Ghɛn yɛɛrì min ɓiì ɓaà dyàɓɛn yìs, rì kìnyàà kis nsoò lɛ tàm wìs a rìkem ɓi mis mɛ Kan wìs Yeesus, ŋwosi risugtìì ɗii? Àa lɔŋ mìni yɛɛ rì ɓa wa? 
1TH.2.20	Ɛ̀ɛ̀, mìni yɛɛ ri rìkem ɗis, rì kìnyàà kis.
1TH.3.1	Yɛ̀ɛ tìi n-yiidi lɛ tì cenɛ̀n lɛ ti ɓoŋɓoŋ tì, nni tìi nghɛɛ kìrɔɔ lɛ, ti rɔɓ a Atɛn ɓìsi cɛ̀ncis. 
1TH.3.2	Fɔɔnnɛ tìi nɗomiì mìni geni wìs Timote, ànɛ à rì ǹkìì-kìsay a Bɛ̀ll ɓi rìghagsì ɗi Syeesyee à Ɓɔlɛ à Kiris lɛ a fa mìni ìtèɗ, à ki fegsi mìni ɓi rìgherɛ̀n ɗin; 
1TH.3.3	lɛ di mum kɛ̀ɛ càrɛn lɛ mɛ̀fèèghrɛn mɛ mɛ ri ɓigomìnɛ mɛɛ ɓigti nyi, ɓisuulɛ mìniìɓɔmiɗ ɓì yii lɛ mɛ̀fèèghrɛn mɛǹ mɛ ɓaghà mɛ̀pègsɛn ɓisu wis. 
1TH.3.4	Yɛ̀ɛ tì ɓaghà a lɔ̀ŋkin, tì lokà mìni ki rèsii lɛ tì rì ɓiì tanɛɛ rì mɛ̀fèèghrɛn, fɔɔnnɛ ki ki kìlɛ̀ngà fɔlɔɔ yɛ̀ɛ ɓì yii. 
1TH.3.5	Fɔlɔɔ nnɛ yɛ̀ɛ m̀ɓatìghà ɓi lɛ m̀ɓoŋɓòŋ tì nni ǹɗomgày Timote lɛ a yu kìwoògh lannɛ rìgherɛ̀n ɗin ɗyɛɛ̀ kɛ̀ɛ̀kɛ̀ɛ̀, lɛ ǹɗirìsìghà lɛ kɛ̀ kɛ̀ɛ ɓa lɛ ǹfèèghrɛ̀n-ɓum à fèèghrɛ̀ngà mìni lɛ kìsay kis kɛɛ wu zɛy.
1TH.3.6	Wɔ̀lɛ ɓigomìnɛ nnɛ Timote à sughiì rìkɛ̀ɛ̀ ɗi àa nɗìì a lɔ̀ŋkin; à sughiì ɓìsi rì ɓɛ̀ɓɔlɛ ɓɛsyeesyee ɓɛ ɓɛ komi lɛ rì rìgherɛ̀n ɗin, rì ǹkɔ̀nɛ̀n ànɛ ɓì rì rì nyi. À kpaa ɓìsi yɛ̀ɛ mìniì ka yiiyitàg lɔŋ ɓisi rì nkɔ̀nɛ̀n cààmɛ̀n kìcèm, ɓì ki ɓa ri zày ìnɛ lɛ ɓi ghɛǹ ɓìsi, yɛ̀ɛ ɓìsi girig tì rì rì zày ìnɛ lɛ ti ghɛnɛn. 
1TH.3.7	Ɓɔɔsoŋ̀, fɔɔnnɛ ɓìi nfaa ɓìsi ìtèɗ ɓi nyoo rì rìgherɛ̀n ɗin, ɓi nyìinyìm à mɛ̀tɔɓ rì mɛ̀fèèghrɛn mɛcèm mɛ tì rì rì mɔ. 
1TH.3.8	Nni ɓigomìnɛ ki ri yɛ̀ɛ tì teetii tì cɛɓ yɛ̀ɛ tì woogh lɛ ɓì kaka lɔŋ ɓɛsììrɛn ɓi Kan. 
1TH.3.9	Tì rì lɛ tì tògsàg Bɛ̀ll wìs ɓisu win à kpaŋ fe, ɓi kìnyàà kìcèm ki tì rì rì kɔ ɓi mis mɛ Bɛ̀ll ɓisuu righerɛ̀n ɗin! 
1TH.3.10	Ti ɓɔ̀ɔɓɔ̀ŋzì yɛ̀ɛ ìru yɛ̀ɛ ŋwos, tì ki sììrɛn ɓi bɔ̀ŋzɛ̀n lɛ a ki lɛ ti ghɛnag tì a mɛ̀su, à ki roozi ɓìɓan ɓi ɓi kaarɛɛ ɓi rìgherɛ̀n ɗin?
1TH.3.11	Bɛ̀ll à Seŋi wìs nyimiɗ, rì Kan wìs Yeesus, ɓɛɛ ɓaà ɓìsi bee ìnɛ tì rì lɛ tì kpaŋ miì a lɔ̀ŋkin. 
1TH.3.12	Kan a tegsi ǹkɔ̀nɛ̀n ànɛ ɓì rì rì nyi, lɛ a roǹ à sòsòɓ ɓi nyìinyìm wìn, à kòm ɓum ɓɛ̀cèm, à ki ɓa fɛlɛ yɛ̀ɛ ǹkɔ̀nɛ̀n ànɛ ɓisii ri rì nyi ɓi san wìn. 
1TH.3.13	A ki lɛ mɛ̀rem min mɛɛ siìrɛn, mɛ ɓa mɛ̀ tɛnɛn, kɛ̀ɛ̀ kìɓan ki ɓɛ rì lɛ ɓɛ fen miì ɓi mis mɛ Bɛ̀ll à Seŋi wìs, ŋwosi risugtìì ɗi Kan wìs Yeesus ǹɗaŋ rì ɓum ɓii ɓɛ̀cèm, ɓɛ ɓɛ ri ɓɛ̀tɛnɛn.
1TH.4.1	Ɓɔɔsoŋ̀, ti siìtɛn kìkpaà lɛ ɓì yilàkà rìkuu ɗi cɛɓ ɗi ɓì ghɛ̀ɛ̀sɛɛ kì ghɛɓì lɛ Bɛ̀ll a wog kìrɔɔ rì mìni, a lɔ̀ŋkis nni cɛɓ kìn kɛɛ̀ki ɓi ghɛghɛ̀ɓ; tì ɓɔ̀ŋzaagh mìni, tì ki yɛ̀gsi mini ɓyàg ɓi ɗii ɗi Kan Yeesus lɛ ɓi teèsi tì nyoo rì rìkuu ɗi cɛɓ ɗìn à cee fɔlɔɔ. 
1TH.4.2	Ɓisuulɛ ɓì yii ɓìɓan ɓi tì siitàkà mìni; ɓi ɓaghà ɓìɓan ɓi ɓi riì yɛ̀ɛ Kan Yeesus. 
1TH.4.3	Rìkɔ̀n ɗi Bɛ̀ll ɗi ri lɛ ɓi ghɛɓ cɛɓ ki tɛnɛn, ɓì cèlì ɓìɓan ɓi tifin. 
1TH.4.4	Mum ǹcèm ànɛ ɓi mìni, à ghɛ̀ɛ̀sɛɛ kìyiì rìɓèŋ ɗi nyoo yìì ɓi rìtɛn
1TH.4.5	kɛ̀ɛ càrɛn lɛ ɓiɓeɓtàg ɓi ɓiɓan ɓyɛɛ syòŋ nyi ǹɗem, yɛ̀ɛ ki ti ki ɓalàg rì ɓumɓɛ ɓɛ yin ɓɛgherɛ̀n ɓɛ̀ kɛɛ̀ ki yi Bɛ̀ll. 
1TH.4.6	Ɓi kìɓan kiǹ ŋwaàɗɛŋ à ghɛ̀ɛ̀sɛɛ ɓi ki yègsiì geni, nsoò lɛ à kì nyi kìɓeɓtàg ki nɗem, lɛ Kan à ti à rɔ̀gì ɓìɓan ɓiǹ lɔŋ yɛ̀ɛ tì mɛ kì lɛ, tì kpaa mìni, tì ki rèsi mini. 
1TH.4.7	Bɛ̀ll à reŋìghà ɓi ɓisi lɛ ti ghɛɓ cɛɓ ki kitɔɓì, wɔ̀lɛ à reŋìghà ɓìsi lɛ ti ghɛɓ cɛɓ ki tɛnɛn. 
1TH.4.8	Fɔlɔɔ nnɛ ŋwaànɛ à rì ɓiì ɓèni ɓìɓan ɓi nsiisiìtàg ɓi, a yi lɛ, àa mum ìnnɛ à ɓèni, lɔŋ Bɛ̀ll ànɛ à mɛ fa mini girig Kitɛntɛ̀ɛ̀n kii ki Nghay.
1TH.4.9	Ki ghɛɓsii ɓi com lɛ ti kaǹ mìni kìɓan ki ǹkɔ̀nɛ̀n à rìgeni, ɓisuulɛ Bɛ̀ll nyimiɗ a rèsàkà mìni kìɓan ki ɓi ǹkɔ̀nɛ̀n ànɛ à ghɛ̀ɛ̀sɛɛ kì ɓaà ɓi nyìinyìm wìn. 
1TH.4.10	Ǹkɔ̀nɛ̀n ànɛn innɛ ɓi rèresi rì ɓɛ̀geni ɓin ɓɛ̀cèm ɓɛ ɓɛ ri Masedwan bimiɗ. Ɓɔɔsoŋ̀, ɓisii yɛgsii lɔŋ mini ɓyàg lɛ ɓi kɛɛ̀di beèbɛ̀y rì rìkì ɗiǹ. 
1TH.4.11	Ɓì foŋ ǹɗem ɓi kìɓan ki lɛ ɓi ghɛ̀ɓ lɛ fyòoog, ɓì kìkì ɓìɓan ɓin ɓi mìniìɓɔmìɗ, ɓì ki sasay ri ɓyàg ɓin lɔŋ yɛ̀ɛ tì siŋdɛ̀ngà mìni; 
1TH.4.12	di fɔɔnnɛ ɓumɓɛ ɓɛ yin ɓɛgherɛ̀n ɓɛɛ teɗ mìni rì rìmum, ǹtɛ̀g win wɛ̀ kɛɛ̀ rìɗ ŋwaàdɛŋ.
1TH.4.13	Ɓɔɔsoŋ̀, tì kɔ̀ni ɓi lɛ ɓi ɓa lɛ dùŋdùŋ ɓi kìɓan ki ki seesee ɓɛroɓɛ ɓɛ ri ɓìloŋ lɛ di kɛ̀ ɓi ɓa lɛ mɛ̀rem min mɛ ɓeɓtɛ̀n ɓi mùm yɛ̀ɛ mɛ ɓum ɓɛm̀bog ɓɛ ɓɛ rì kɛ̀ɛ̀ dyàɓɛn. 
1TH.4.14	Lɛ i tì gherɛɛ lɛ Yeesus à wughà, à ki ghèmɓɛn, ti gherɛɛna girig lɛ Bɛ̀ll à rì ɓiì ghèmzii ǹɗaŋ ri Yeesus, ɓɛroɓɛ ɓɛ gherɛ̀ngà nyi ɓɛ ɓaa wu. 
1TH.4.15	Ɓisuulɛ com ki ti kpaaghì fɛlɛ yɛ̀ɛ jɛ̀ɛ̀ ì Kan ì rì ki ri lɛ: Ɓìsi ɓɛ tì rì ɓiì ɓaà di tì kaka cem ɓi rìsugtìì ɗi Kan, tyàa syòŋ ɓi ɓɛroɓɛ ɓaa wu bee. 
1TH.4.16	Ɓisuulɛ, yɛ̀ɛ jɛ̀ɛ̀ ì rì ɓìì toòghrɛɛ, jɛ̀ɛ̀ ì coo ŋwaà-fìtom, ɗyam ɗi Bɛ̀ll ɗi rɔŋ, Kan nyimiɗ a ɓiì sɛnìì aɗyòò; fɔɔnnɛ ɓìloŋ ɓi ɓi Kiris ɓi ɓiì loògh kì ghèmɓɛɛ. 
1TH.4.17	Ajɛ̀m ìnɛn, ɓìsi ɓumɓɛ tì ɓiì ɓaà di tì kaka cem, ɓɛ rì ɓìsi ɓiì terì ǹɗaŋ ri ɓɔ, tì ɓɔg ɓi ɓìkwìɗ lɛ tì tuùsɛn rì Kan ɓi nlɛŋlɛŋ̀. Fɔlɔɔ nnɛ tì ɓiì kɔ̀kɔrii ri Kan cààmɛ̀n kìcèm. 
1TH.4.18	Ɓì ghɛ̀ɛ̀sɛɛ lɛ ɓì fɔɔ̀fɔ̀ɔ̀sɛ̀n mìniìɓɔmiɗ mɛrem rì ɓìɓan ɓiǹ.
1TH.5.1	Ɓɔɔsoŋ̀, kìɓan ki ki seesee cààmɛ̀n, nsoò lɛ gòn inɛ ɓìɓan ɓiǹ ɓi ri ɓiì kìlɛɛ, ki yiìdi lɛ ɓɛ kaǹ mìni kɔ. 
1TH.5.2	Ɓisuulɛ mìniìɓɔmiɗ ɓì konaagh kì yiì lɛ ŋwos a Kan à rì ɓiì kpaŋì fɛlɛ yɛɛ wiiwìì à ti à yùlàg rì ìru. 
1TH.5.3	Cààmɛ̀n ki yɛ̀ɛ ɓum ɓɛ ɓiì kpaakpaa lɛ fyòomà fi ri lɛ fyòoog kɛ̀ɛ̀ kìɓan ki risiyɛn kɛɛ̀ki ɓɛ rì ɓiì sìgmɛɛ lɛ cuu ki mɛ sɛn ɓi ɓɔ fɛlɛ yɛ̀ɛ rìkɛŋ ɗi riyay ɗi ti ɗi siɗkì giɓ a ɗyem. Ɓaa ɓa ɓi ri bee ì ǹlɛghɛn cuu kìn.
1TH.5.4	Wɔ̀lɛ ɓɔɔsoŋ̀, mìnii yin ɓi birìm, fɔɔnnɛ ŋwos anɛ̀n à ghɛ̀ɛ̀sɛɛ ɓi mini kì sìri yɛ̀ɛ wiiwìì. 
1TH.5.5	Mìniìcèm ɓì rì ɓɔn ɓɛ ɓi kìtɛɛtɛn, ɓì ɓa ti ɓɔn ɓɛ ɓi cààmɛ̀n à ŋwos; ɓìsiì yin ɓɔn ɓɛ ɓi cààmɛ̀n à ìru, nsoò lɛ ɓɛ ɓi birìm. 
1TH.5.6	Fɔlɔɔ nnɛ tì ghɛ̀ɛ̀sɛɛ ɓi min kilalì yɛ̀ɛ ɓɛro ɓɛm̀bog; ti kɔ̀riina lɔŋ cem, tì ɓèŋɗɛ̀n ɓi kìɓan ki mɛrɔ̀g. 
1TH.5.7	Ɓisuulɛ, ɓumɓɛ ɓɛɛ̀ lalày, ɓɛ ti ɓɛ laayì rì ìru, ɓɛ̀ŋwaŋì mɛ̀rɔ̀g, ɓɛ ŋwagì rì ìru. 
1TH.5.8	Wɔ̀lɛ ɓìsi ɓɛ tì rì ɓɔn ɓɛ ɓi cààmɛ̀n à ŋwos, tì ghɛ̀ɛ̀sɛɛ kì ɓèŋɗɛɛ ɓi kìɓan ki mɛrɔ̀g, tì ghɛ̀ɛ̀sɛɛ kì pùrɛɛ rìgherɛ̀n rì ǹkɔ̀nɛ̀n fɛ lɛ yɛ̀ɛ kìlàà ki bɔŋ tì waatɛ̀n girig dyàɓɛn inɛ ɓi gòri yìs fɛlɛ yɛ̀ɛ tàm. 
1TH.5.9	Ɓisuulɛ Bɛ̀ll à fèkà ɓi lɛ ti ɓa ɓumɓɛ bim yiì ì ɓiì rèsɛɛ a lɔ̀ŋkaa, wɔ̀lɛ à fèkà lɛ tì ɓiì ghɛɛ̀ gòri ì cɛɓ lɛ Kan wìs Yeesus Kiris, 
1TH.5.10	ànɛ à wughà ɓisu wis lɛ ti ghɛɓ ɓɛ̀ràrɛn ɗì nyi, nsoò tyàa mɛ wu, nsoò tyàa kaka cem yɛ̀ɛ à risugtìì. 
1TH.5.11	Fɔɔnnɛ ɓì ghɛ̀ɛ̀sɛɛ kì faafàlɛ̀n mìniìɓɔmiɗ ìtèɗ, ɓì kì feèfègsɛ̀n mìni rì mìni yɛ̀ɛ ɓì ti ɓiì kìkii.
1TH.5.12	Ɓɔɔsoŋ̀, tì tɔɔgh mìni lɛ ɓi ɓalag rì bɔgsɛ̀n ɓi san ànɛ a ɓumɓɛ ɓɛɛ̀ sasay ɓi nyìinyìn wìn, ɓɛ kɛɛ̀kɛ̀ɛ̀sì mìni ɓi cɛɓ ki Kan, ɓɛ ki rereɓ mini. 
1TH.5.13	Terina ɓɔ rì coo nyaasɛ̀n lɛɛ̀gwey rì ǹkɔ̀nɛ̀n ɓisuu kìsay ki ɓɛɛ̀ kìkì. Ghɛbina lɛ fyòoog ɓi nyìinyìm wìn. 
1TH.5.14	Ɓɔɔsoŋ̀! tì ɓɔ̀ŋzaagh mìni lɛ, ɓi rɔgsɛn ɓumɓɛ ɓɛɛ̀ ghɛghɛɓ ɓi kìɓùùsì
1TH.5.15	Ɓì konàg lɛ ŋwaàdɛŋ kɛ̀ɛ ɓa lɛ à rɔ̀ŋ kiɓe ri kìɓe; wɔ̀lɛ kaana lɔŋ lɛ ɓi kiki kìrɔɔ cààmɛ̀n kìcèm, lɛ rì ɓi nyìinyìm wìn, rì ɓi ɓɛg ànɛ a ɓum ɓɛm̀bog ɓɛ̀cèm. 
1TH.5.16	Nyàànyaana cààmɛ̀n kìcèm. 
1TH.5.17	Ɓì ɓɔ̀ɔ̀ɓɔ̀ŋzì Bɛ̀ll kɛ̀ ɓi fɔy. 
1TH.5.18	Faana Bɛ̀ll ɓìtògsɛ̀n ɓi ɓìɓan ɓìcèm ɓi ɓi tanɛɛ mìni, lɛ fɔlɔɔ yɛɛ ri rìkɔ̀n ɗii ɓi cɛɓ kin ki rì Yeesus Kiris. 
1TH.5.19	Kɛ̀ ɓi ɓuɓsi Kìtɛntɛ̀ɛ̀n ki Nghay. 
1TH.5.20	Kɛ̀ ɓi sɛɛti ɓiɓan ɓi ɓum ɓɛ kpaŋzii rì ìtèɗ wu Nghay à Bɛ̀ll. 
1TH.5.21	Kìɓan kifog, fiɓɓaaghna ɓìɓan ɓìcèm lɛ syeesyee, ɓi ɓi rɔɔtɛɛ ɓyɛɛ̀ɓi ɓì ɓèŋ. 
1TH.5.22	Lɛɛghna kìɓe mɛkuu mɛ̀cèm. 
1TH.5.23	Bɛ̀ll ànɛ a falag fyòoog a tɛɛ̀zi mìni nyimiɗ bee yicèm, fɔɔnnɛ a ɓeŋ rìɓa ɗin ɗicèm ɗi lɛ: rì Nghay win, rì ǹɗem 
1TH.5.24	Roànɛ a regag mìni à rì ɓiì kìi kiɓan kiǹ ɓisuulɛ, à ti à roòzàg mɛ̀kàg mii. 
1TH.5.25	Ɓɔɔsoŋ̀, ɓì ɓɔ̀ŋzàg girig ɓisu wis. 
1TH.5.26	Ɓi tògsag ɓɛ̀geni ɓis ɓɛ ɓi rìgherɛ̀n ɓɛ̀cèm, ɓì lwɛ̀ɗkì ɓɔ yɛ̀ɛ kɛɛ̀ kɔ̀ngi Bɛ̀ll. 
1TH.5.27	M̀ɓɔ̀ŋzaagh mìni ɓi ɗii ɗi Kan lɛ, ɓi ɓày kaàtà ànɛ ɓi mɛ̀reè mɛ ɓɛgeni ɓis ɓɛ̀cèm ɓɛ ɓi rìgherɛ̀n. 
1TH.5.28	Geesɛ̀n ì Kan wìs Yeesus Kiris yɛ̀ɛ ɓa rì mìni.
2TH.1.1	Mɛ̀ Pol, ɓɛɛ̀ Silas, rì Timote, tì kàniì ɓumɓɛ ɓi Kìseŋi ki ɓɛgherɛ̀n ki a Tesalonika, ki ki ri ki Bɛ̀ll à Seŋi wìs, ɓi Yeesus Kiris à Kan wìs. 
2TH.1.2	Bɛ̀ll Seŋi rì Kan Yeesus Kiris ɓɛɛ fa mìni lɛ rì geesɛ̀n, rì fyòoog.
2TH.1.3	Ɓɔɔsoŋ̀, tì ghɛ̀ɛ̀sɛɛ kì fafaa Bɛ̀ll ɓìtògsɛ̀n ɓisu win tyɛ̀ ki fɔy; tì ghɛ̀ɛ̀sɛɛ kì kìkii fɔlɔɔ ɓisuulɛ rìgherɛ̀n ɗin ɗyɛɛ̀ tɔɔtɔ̀ɔ̀, ǹkɔ̀nɛ̀n ànɛ à rì ɓi nyìinyìm wìn a tèèghtèghɛ̀n. 
2TH.1.4	Fɔlɔɔ nnɛ ti kaakalɛ̀n Ɓìseŋi ɓi ɓɛgherɛ̀n Bɛ̀ll rìɓa ɗin, ɓisuu kisììrì kin, rì rìgherɛ̀n ɗin ɓi mɛ̀tɔɓ mɛ̀cèm, rì rìkɛŋ ɗìcèm ɗi ɓi wowòg ɓì ki nìniɗ mɛrem. 
2TH.1.5	Kìɓan kiǹ kɛɛ̀ rèresi lɛ, Bɛ̀ll à ti à yɔ̀mgì ɓum yɛ̀ɛ saaɗ à rì. Fɔlɔɔ yɛɛ ɓiì kìi lɛ ɓi ɓa ɓumɓɛ ɓɛ ghɛɛ̀sɛɛ kì terì kìlɔ̀ŋ ki Bɛ̀ll ki ɓi wuwu mɛtɔɓ miì. 
2TH.1.6	Lɛ ɓi san ànɛ yɛ̀ɛ Bɛ̀ll ki ri lɛ saaɗ lɛ Bɛ̀ll a yeèsi girig ɓumɓɛ ɓɛɛ̀ yeeyeèsì mìni, 
2TH.1.7	à fa mìni ɓɛ ɓi wowog rikɛŋ rìfɔɔsɛ̀n ǹɗaŋ ri ɓìsi; à ɓiì kìi fɔlɔɔ yɛ̀ɛ Kan Yeesus à ɓiì rèsɛɛ yi aɗyoo, nɗaŋ ri ɓum ɓii ɓɛ titom ɓɛ ɓɛ ri rì ìtèɗ, 
2TH.1.8	ɓi nɗòò wu ɗuu, lɛ a pɔnɔsi lɛ, rì ɓumɓɛ ɓɛ yii ɓi Bɛ̀ll, rì ɓɛ̀roɓɛ ɓɛ ti ɓɛ̀ kɛɛ̀ wog rikpaa ɗi Syeesyee à Ɓɔlɛ à Kan wìs Yeesus. 
2TH.1.9	Pɔnɔsì ànɛ ɓɛ ri ɓiì terì, à rì rìɗyaŋ ɗi fiɗyàɓ fikɔ̀ɔ̀, ɓɛ kɛɛ̀ wuɓsɛn ìsu wu Bɛ̀ll, ɓɛ̀ kɛɛ̀ ki wuɓsɛn kitɛɛtɛn ki rikem ɗii, 
2TH.1.10	yɛ̀ɛ à ri yù ɓi ŋwos anɛ̀n lɛ a kem̀ ɓi ɓum ɓii, ɓɛ ki sɛsɛg nyi rì mis ɓi ɓɛ̀roɓɛ ɓɛ gherɛ̀ngà nyi ɓɛ̀cèm; mìnii gherɛ̀ngà gì kɔm̀ ɓɔlɛ ànɛ tì kalìghà mìni.
2TH.1.11	Kìɓan kiǹ kɛɛ̀ki ɓìsiì ɓɔ̀ɔɓɔ̀ŋzì Bɛ̀ll cààmɛ̀n kìcèm ɓisu win lɛ, di Bɛ̀ll wìs a ki lɛ ɓi ɓa ɓumɓɛ ɓɛ ghɛɛ̀sɛɛ rì ǹɗeèghreŋi wii; à kì tì lɛ ɓi ɓa rì bee i ǹkìyɛn ɓiɓan ɓi syeesyee ɓìcèm ɓi ɓi kɔ̀nkɔ̀n, à ki kì lɛ kìsay ki rìgherɛ̀n ɗin ɗyɛɛ̀ kìkì kɛɛ ɓa lɛ syeesyee. 
2TH.1.12	Fɔlɔɔ nnɛ ɗii ɗi Kan wìs Yeesus ɗi ɓiì kemì ɓi mìni, mìnii kem ɓi nyi, lɛ geesɛ̀n ì Bɛ̀ll wìs, rìì Kan Yeesus Kiris.
2TH.2.1	Ɓɔɔsoŋ̀! ɓi kìɓan ki ki seesee rìsugtìì ɗi Kan Yeesus Kiris, rì rìtaŋzɛ̀n ɗi tì ri taŋzɛn nyi a nyoo, tì tɔɔgh mìni lɛ, 
2TH.2.2	kɛ̀ ɓi càrɛn lɛ mum a fyaŋzi mìni kì nyɛ̀ŋi ɓi syeesyee à ǹɗɛli anɛ ɓì rì miì, nsoò lɛ a syaŋdi mìni bwaɓ ɗi rìkuu ɗi ɗyomzɛ̀n ɗidɛŋ ɗi ǹghay wudɛŋ wu ri lɛ wu fa nyi, nsoò rì jɛ̀ɛ̀ ìdɛŋ, nsoò rì kaàtà ànɛ ɓɛ ri lɛ ɓɛ pwaà mìni lɛ ɓìsi yɛɛ kani, ki pisɛ̀n fɛlɛ yɛ̀ɛ ŋwos a Kan à mɛ kpaŋ. 
2TH.2.3	Ŋwaàdɛŋ kɛ̀ɛ yègsi mini, nsoò ɓi-ghèy wu la, ɓisuulɛ ŋwos anɛ̀n à yin lɛ à kpaŋ di ɓum ɓɛ ka resi ɓi lɛ ɓɛ naŋi rìgherɛ̀n, Kìɓeɓtàg ki mum ki ki ghɛɛ̀sɛɛ kì ɗyaŋì, ki resɛ̀n. 
2TH.2.4	Ki ri ɗùù ri com kìcèm ki ɓɛɛ̀ ɓɔɔɓɔgsì ɓɛ rerèŋì lɛ bɛ̀ll, ki ràm ki kɛ̀n kì kɔ̀rii ɓi naà-Bɛ̀ll ìnɛ ì ki rì lɛ ì Bɛ̀ll, ki rɛsɛ̀n kɔmiɗ lɛ kɔ yɛɛ ri Bɛ̀ll.
2TH.2.5	Ɓì yitii ɓi lɛ ǹkalìghà mìni kìɓan kiǹ cààmɛ̀n ki m̀ɓaghà di ǹkaka a lɔ̀ŋkin? 
2TH.2.6	Wɔ̀lɛ, ɓì yii lɔŋ com ki ki ka ghegheegh nyi lɛ kɛ̀ɛ ka resɛn ɓigomìnɛ; lɔŋ ɓi cààmɛ̀n kii ìnnɛ kìɓetàg ki mum kìn ki ɓiì rèsɛɛ. 
2TH.2.7	Lɛ ìtèɗ wu kiɓe wu a rìnyam wu ti ɓiì kìkii kisay; kɛɛ̀ tɔtɔg lɔŋ lɛ roànɛ à ka ghegheegh mɔ a ɗim̀ ɓɛ̀ kɛɛ̀ ghɛɛ̀di nyi. 
2TH.2.8	Ajɛ̀m ìnɛn innɛ Kìɓeɓtàg ki mum ki ɓiì rèsɛɛ yi, Kan à wey kɔ rì cɔ̀ŋzɛn ki ki kpaŋiì nyi ɓi ŋwɔm, à tììsì kɔ rì kìtɛɛtɛn ki ɓi rìsugtìì ɗii. 
2TH.2.9	Rìyùy ɗi Kiɓeɓtàg ki mum ɗi kìlɛɛ gɛ rì ìtèɗ wu Satàn; à kìi gɛ lɛ, rì ɓɛ̀koŋnyoo ɓɛ ɓiɓan, rì dàm yi ɓiɓan yi ɓɛpwàà; 
2TH.2.10	à kìi gɛ kìsay ri kìɓe mɛkuu mɛ̀cèm lɛ a ɓɔŋ̀ ɓumɓɛ ɓɛ ghɛɛ̀sɛɛ kì ɗyaŋì ɓisuulɛ ɓɛ ghaɓkà ɓi ǹkɔ̀nɛ̀n ànɛ ɓi saaɗ ànɛ à ɓaghà lɛ à ghɛɓsì ɓɔ.
2TH.2.11	Kìɓan kiǹ kɛɛ̀ki Bɛ̀ll à romiì ìtèɗ wu wɛɛ naàzi ɓɔ bee, lɛ ɓɛɛ gherɛn ɓìɓan ɓi ɓɛpwàà, 
2TH.2.12	di fɔɔnnɛ Bɛ̀ll a yɔm̀ ɓum ɓɛ̀cèm ɓɛ ɓɛ gherɛ̀ngà ɓi saaɗ, ɓɛ kìnyàà kaa ki ɓaghà lɛ rìkì ɗi kiɓe.
2TH.2.13	Ɓi san ànɛ a lɔ̀ŋkis, ɓɔɔseŋi ɓis ɓɛ Kan a keesag lɛɛ̀gwey, tì ghɛ̀ɛ̀sɛɛ kì fafaa Bɛ̀ll ɓìtògsɛ̀n cààmɛ̀n kìcèm ɓisuu kiɓan kin, ɓisuulɛ Bɛ̀ll à ɓɔ̀ngà mìni à tumɛ̀n a rìtumɛ̀n lɛ ɓi ɓa ɓɛ̀kòrɛn ɓi rìkì ɗi Kìtɛntɛ̀ɛ̀n ki Nghay kɛɛ̀ kìki lɛ ɓi ɓa ɓɛ̀tɛnɛn, rì ɓi rìgherɛ̀n ɗi ɓì gherɛɛ saaɗ. 
2TH.2.14	Kìɓan ki Bɛ̀ll à reŋìghà tì mìni miì, rì Syeesyee à Ɓɔlɛ ànɛ tì ghagsìghà mìni ki ri lɛ, ɓi ɓa rì gàɓ ɓi rìkem ɗi Kan wìs Yeesus Kiris.
2TH.2.15	Fɔɔnnɛ sììrɛɛna lɔŋ ɓɔɔsoŋ̀, ɓì ɓèŋ ɓìɓan ɓi tì rèsàkà mìni, rì ŋwɔm nsoò lɛ ɓi kaàtà ànɛ tìi nkàniì mìni. 
2TH.2.16	Kan wìs Yeesus Kiris nyimiɗ, rì Bɛ̀ll à Seŋi wìs anɛ à keesìghà ɓìsi, à fa ɓìsi fɔɔy ànɛ ɓi nɗem ànɛ à rì fìɗyàɓ fikɔ̀ɔ̀, rì dyàɓɛn i syeesyee, 
2TH.2.17	ɓɛɛ fɔɔ̀si mìni mɛ̀rem, ɓɛ fa mìni ìtèɗ wu kìyɛn ɓiɓan ɓi syeesyee, ɓi mɛ̀kìkì min mɛcèm, rì ɓi ɓìtòkì ɓin ɓìcèm.
