MAT.1.1	Hên né dɔ̀gɔ̀tì bɔ̀ nùàr Yeésò *Kristò. À né *ndùté ndùtù Davîd; Davîd né ndùté ndùtù Abrahâm.
1TI.6.16	Nuaá mé dé seèn kú ndé ŋgwéh gi cegé né bú.
1TI.6.16	Bèh cèrè seèn né lom yí te njolo ŋagâ jéjég;
1TI.6.16	nùàr a, bɔ́ mene naàn, à ké teèn wá nyì ndé ŋgwéh.
1TI.6.16	Nuaá mé ŋene ŋgweé aá bú mé njolo née sam ye;
1TI.6.16	ndɔ́g nuaá mé nde né bú njolò ŋené, teèn sam nde ŋgweéh ndɔ.
1TI.6.16	Bɔ̀ nùàr a, sén bú seèn;
1TI.6.16	terreb dé seèn né dé nyèmà mé nyèmà. È môn!
1TI.6.17	Hên né ndéb bɔ̀ sèsàm bɔ̀; júée bɔ́ a, mɔ bɔ́ baá ŋgùlù wɔ̂ŋ yieé satí, bɔ́ té ŋgàŋ fù; bɔ́ té ndèm mé ŋgúlú wɔ̂ŋ mbaá kwá njí kú, né wàn; bɔ́ ndèm kwá njí sér mé Càŋ. À béh njèh dɔɔ́ŋ haá gi né kɔɔ́, ye te béh samé huɔɔ́m mé njéh ma. 
1TI.6.18	Sɔ́gɔ́ bɔ́ sɔgɔ̀, te bɔ́ bɔɔ́ komo bagaà, júée bɔ́ a, bɔ́ bɔ́ màgà kélá sér cí ma; bɔ́ dèn làgàtì, bɔ́ há njí lòm be mbaá ma. 
1TI.6.19	Mɔ bɔ́ né ménâ bɔɔ́, sâ bɔ́ né bɔ̀ ŋgúlú bɔɔ̀n ter dé cieé kwêh leér kwaá, te bɔ́ ndeè kwa yɔ̀ŋ tètàgà teèn.
1TI.6.20	Huaán mò Timotê, seé mé Càŋ né wò beè jege kwaá hên, kébbé nyégé bú tég. Mɔ bɔ̀ nùàr baá bɔ̀ wɔb ŋgòr doô kwarè yeè tueé den, ye bɔ́ né njèh kɔɔ́ sé wa, té sòn yeè teèn yí gùm dɔɔ́ŋ; dé sâ ceér Càŋ sam; 
1TI.6.21	wanɔɔ́ŋ bɔ̀ nuaré déì sɔm gi aá temé yoòr Càŋ kèn, bɔ́ né lòù tueé gobó seér, ye bɔ́ né gi kɔɔ́ sé wa. Té sòn yeè teèn yí.
1TI.6.21	Húɔ́m-temé Càŋ a, ká sìè gí bí dɔɔ́ŋ beè.
2TI.1.1	Né mè Pɔ̂l, mbɔ̀ŋ tebê Yeésò *Kristò. Càŋ lé mè mân sie kwaá naâ mé kàgà-ndòn seèn, ye mè a, ndé kùr yɔ̀ŋ se; júée bɔ̀ nùàr a: mɔ bɔ́ bilí den né beè Yeésò Kristò wa, bɔ́ nde né yɔ̀ŋ tètàgà kwa ma. 
2TI.1.2	Mè nyagá njií né mé wò huaán yíé-temé mò Timotê. Càŋ Tele beèh bɔ̂ Fehtoò beèh Yeésò Kristò a, kɔ́ wò jere, bɔ́ kúlú wò, bɔ́ haá wò dɔlê.
2TI.1.3	Mè né Càŋ vra, mè né lom seé seèn mé temé ŋagâ bɔɔ́; mè bɔɔ́ né faá bɔ̀ tele mò léí jɔ̀gɔ̀ lé bɔɔ́ naâ nɔ. Cu dɔɔ́ŋ mè né Càŋ dua, mè yilí yeè suúteèn mé cíbíteèn mene nyèn bèh, mè né bú felè yeè vra. 
2TI.1.4	Mè né wò munó dé gècên. Lòù sam, mè lɔ nde ké yoòr yeè yuo, wò lé naâ yúé si. Kènê mè yeé ŋene aá ménâ, mè ye sâ kɔ mè wa cuù ké yoòr yeè waà, te yo sagár cu mè. 
2TI.1.5	Gèh temé yeè cén mé wò né yoòr Yeésò Kristò kwaá nyegé doô né ká lè mò, mè bú nyèn ŋgwéh. Sâ lé naâ seé Loyísè meí yeè dé koô, à lɔ naâ temé cén yoòr Càŋ kwaá njií. Jomo sâ meí yeè Enísè kwaá njií cu ka ménâ. Wò hên kwaá njií cu né cí, mè né kɔɔ́.
2TI.1.6	Mɔ né ménâ, huaán mò, seé mé Càŋ lé haá kwaá naâ beè yeè doô, té be mé njéh dù, wanɔɔ́ŋ nde né nyimé yuo. Càŋ lé wò haá naâ kɔɔ́; lé naâ loù mé mè lé baà naâ wò be felè doô. 
2TI.1.7	Té njeré déì vèh nyì gùm dɔɔ́ŋ. Cúcuí mé Càŋ lé haá naâ béh hên nde né béh temé lòù taré seér, nde né béh gwaân haá, haá béh terreb, te béh sie komo yo mé njéh ndɔ; à béh veéh lè yí ndé ŋgwéh.
2TI.1.8	Sâ mɔ wò baá felè Fehtoò beèh tueé, té fegùlì kwá. Né mene felè mò kwer seèn, té gùlì ménâ ndɔ. Ŋéné lòm gèr te Njàgà Bagaà faá mè nɔ; kɔ́ lòm ye, terreb nyî né beè Càŋ. 
2TI.1.9	À lé béh yili sɔɔ́m naâ kɔɔ́; à béh yilá bilí né dé cî, ye te béh ŋa bɔ̀ nùàr nyî. Lé naâ mé kàgà-ndòn seèn ndɔ, béh lé seé bagaà déì bɔ́ kòmò ná ŋgwêh, à lé béh yili sɔɔ́m naâ dé lòù. Béh lé njua sâ kwa keéh naâ mé Yeésò Kristò, sâ wɔ́ŋ lɔ née teèn sam ye. 
2TI.1.10	Yeé baá kènê, à nde ye húɔ́m-temé sâ yoòr Yìlì nùàr Yeésò Kristò ŋené sɔm keéh. Lòù sam, Yeésò Kristò duagá sɔm aá terreb cioò kèn, à né béh Njàgà Bagaà feh, à teèn sâ ŋené sɔm keéh né béh yɔ̀ŋ tètàgà ndɔ.
2TI.1.12	Mè gèr hên ŋene kuú né dé cî. Mé njéh mene, mè mé gèr táŋ cú. Lòù sam, mè né gi bèh ndèm mò kɔɔ́, mè né kɔɔ́ ye, seé seèn mé à jege kwaá né beè mò hên, à nde né kebbé nyegé, à kebbé nyegé den nde né ménâ tɔ́g kɔ ndeè wa baá cieé sâ ndɔ.
2TI.1.13	Bɔ̀ ŋgòr jéjêg mé wò lé naá giì sònò mò ŋgweé dɔɔ́ŋ, sìè kwá felè, wò bele ménâ ndɔ, wò sie lom Yeésò Kristò mé temé cén, wò né bɔ̀ nùàr mé temé Yeésò lè gwaán. 
2TI.1.14	Njàgà Bagaà mé Càŋ jege kwaá né beè yeè sâ, té gwàn mé nuaré déì kweéh seér bú. Kébbé nyégé lòm bú mé terreb Cúcuí Ŋagâ mene; à baá gi béh lè lè.
2TI.1.15	Ŋgweéh wò né gi kɔɔ́ ye, bɔ̀ Càŋ bɔ̀ mé né te tàbè Asíà dɔɔ́ŋ durá si lɔ gi aá mè wa? Fíjèn bɔ̂ Hermɔjénè né gi lètenè sâ teèn ndɔ. 
2TI.1.16	Dé Onesifôr môn sam. Càŋ a, té njolo mé mbàgà seèn cì. Lòù sam, cu dɔɔ́ŋ à lé naâ mè yo bɔɔ́ taré. À fegùlì táŋ ŋgwéh ye mè né nùà gwà cibì. 
2TI.1.17	À yeé waà baá ká Rɔ̂m, gèh dé mé à lé fɔɔ́n kwaá naâ mè doô, lé dé tueê ná ŋgwêh. 
2TI.1.18	Wò né cu kɔɔ́ ye, à lé mè ké Efêse gam kelà naâ kɔɔ́ ndɔ. Nùà Dueè a, bɔ́ húɔ́m lòm bú bagaà loù téná-juù dé gècên.
2TI.2.1	Sâ huaán mò, kwá fùgò mé wò né beè Yeésò Kristò kuú hên haá wò terreb kɔɔ́. 
2TI.2.2	Njií mé wò lé naá giì sònò mò ŋgweé dɔɔ́ŋ, mè lé tueé naâ toò bɔ̀ nùàr ŋgûn, wò jègè há kéh bɔ̀ njií sâ mé bɔ̀ gècên bɔ̀ déì ndɔ, te bɔ́ feh ser mé bɔ̀ déì ménâ.
2TI.2.3	Ŋéné táré gèr ndɔ, dèn lòm kɔ́bè sâ faá sɔ́jì Yeésò Kristò nɔ. 
2TI.2.4	Mɔ sɔ́jì yila baá taáb, à dé seèn be te dene bɔ̀ lòù bɔ̀ yí ndé cú, à gwaán seér né kwaá-taâb bɔɔ̀n yoòr yilâ. 
2TI.2.5	Déì né cu nùà dùlà doò ndɔ: nuaá mé né doò dula, nde né tàm ŋgɔ̂g kwa. À kwa nde né mé doò teèn dula yiî. 
2TI.2.6	Déì né cu nùà kíé boôr ndɔ. Mɔ à né boór seèn kɔ́bè sâ lege kieé nyegé, à nde né yab kɔɔ́ yieé lɔgɔ́. 
2TI.2.7	Mùnò nyégé bɔ̀ ŋgòr mò hên bagasé. Fehtoò beèh nde né wò terreb haá, te wò ŋgweé komo njèh dɔɔ́ŋ.
2TI.2.8	Mùnò njí cú dé Yeésò Kristò, *ndùté ndùtù Davîd. Ŋgweéh à lé naâ te cio komo yuo mà. Njàgà Bagaà mé mè né yeé tueé dɔɔ́ŋ né gi ménâ tueé ndɔ. 
2TI.2.9	Mè gèr hên ŋene gi né mé Njàgà Bagaà sâ; bɔ́ mè ká gwà cibì faá nùà veên nɔ yií kwaá né dé cî ndɔ. Mé njéh mene, né baga, bɔ́ te yuiî sie colo kwaá lom né mè, bɔ́ ŋgòr Càŋ sìè kwá ŋgwéh. 
2TI.2.10	Mè gèr hên yolo den né dé cî, te bɔ̀ɔ́ mé Càŋ né balé sɔm dɔɔ́ŋ yili yuo gi, bɔ́ yili yuo nde né mé Yeésò Kristò, te bɔ́ den ké bèh *sùsùm dé nyèmà mé nyèmà. 
2TI.2.11	Kwá mè tueé wò jéjég ŋgòr déì; jéjég ŋgòr sâ ye:
2TI.2.11	Mɔ béh bɔ̀ Yeésò kuú né kɔɔ́,
2TI.2.11	béh bɔ́ làŋ den gi nde né kɔɔ́.
2TI.2.12	sâ béh bɔ́ nde né mgbè dɔɔ́ŋ cer gií.
2TI.2.12	Mɔ béh ye béh bú kɔ́ ŋgwéh, sâ à nde né ménâ tueé taré, ye nyí béh kɔ́ ŋgwéh ndɔ.
2TI.2.13	Mɔ béh kɔ́bè sâ sam, béh kɔ́ɔ ye,
2TI.2.13	à né dé seèn cu dɔɔ́ŋ kɔ́bè sâ ma;
2TI.2.13	wanɔɔ́ŋ à seèn hihiné kerré den nde né naàn wa?»
2TI.2.14	Wò kèmà jìlì cú bɔ̀ nùàr kemà, te bɔ́ munó ko cu ŋgòr hên, lùɔ̀m ŋágá lòm bɔ́ mé yilí Càŋ, júée bɔ́ a: té mé tɔgɔ felè bɔ̀ wɔb ŋgòr ndè lè ma; njèh gàm déì sam. Mɔ sam, bɔ̀ déì nde né ŋgweé, bɔ́ sibí le keéh teèn.
2TI.2.15	Fágá lòm dé yeè feh, dèn lòm nùà seê mé né seé seèn teèn bɔɔ́ yií, te wò huɔm Càŋ yoòr, fegùlì wò mé seé yeè sìè cú, wò né ŋgòr gècên te ceér-e te ceér-e tueé yií. 
2TI.2.16	Gè dé yeè mé bɔ̀ ceér wɔb ŋgòr faá bèh sâ nɔ; bɔ́ dé bɔɔ̀n te ceér Càŋe sam. Bɔ̀ɔ́ mé né teèn yilá dɔɔ́ŋ nde gi né ndèm bɔɔ̀n teèn cuaré lɔɔ́, te bɔ́ veé ŋaá seér dé ŋaâ. 
2TI.2.17	Bɔ̀ ŋgòr bɔɔ̀n hèllè ŋɔ sie lom né bɔ̀ nùàr beè faá nyer nɔ. Hemenê bɔ̂ Filétè né lètenè bɔɔ̀n ndɔ. 
2TI.2.18	Bɔ́ geé lom aá dé bɔɔ̀n mé ceér gècên gùm dɔɔ́ŋ, seé bɔɔ̀n baá seér bɔ̀ nùàr bɔɔ́ siì. Bɔ́ né bɔ̀ nùàr tueé ye bɔ́ a: Càŋ lɔ nùàr te cio komo sɔm giì baá kèn sé wa. Yeé baá ménâ, bɔ̀ nuaré déì yila temé yoòr Càŋ sɔm beleè ndɔ.
2TI.2.20	Kɔ́ɔ ye, ké gwò nùà lieê bɔ̀ njèh gwà feh hihiné né gi teèn. Bɔ̀ déì, bɔ́ me né mé goó, bɔ̀ déì mé lɔ̀ŋ bèlè, bɔ̀ déì mé màr, bɔ̀ déì bɔ́ kwe né toú; dé kàn né mé bèh seê seèn teèn. Bɔ̀ déì né teèn, kɔ baá mé loù cieé koô, bɔ́ kema ye bɔ́ dé bɔɔ̀n. Dé bɔ̀ déì, bɔ́ seé mé njéh bɔɔ́ gi né cieé dɔɔ́ŋ. 
2TI.2.21	Né yoòr beèh faá bèh ménâ ndɔ: nuaá mé sɔm aá be te veéne, baá dé seèn ŋagásé, nde né ménâ den; dé seèn kɔ né lom dé seé koô, sâ bɔ́ nde ye seé mé bú bɔɔ́. Tele nde né bú dé seèn lòù kwaá nebbé nyegé, ye lòù sam, à nyí gam nyegé né kɔɔ́. Mɔ seé bagaà déì ŋené yuo kelà mene beré déì, tele bèh seé sâ njií nyegé nde né bú ndɔ.
2TI.2.22	Mɔ né mân, sâ té ja mé veên faá bɔ̀ ndà nɔ wà; fɔ́n sér dé yeè ceér dé didilî; kwá njí temé yoòr Càŋ, gwàn lòm bɔ̀ mbeí yeè mé temé cén, dèn toò bɔɔ̀n dɔlésé. Bɔ̀ɔ́ mé né Fehtoò beèh mé temé cén yueé fɔɔ́n dɔɔ́ŋ, bí bɔ́ dèn gí ménâ. 
2TI.2.23	Mɔ bɔ̀ nùàr baá saán ndualé gɔ, té sòn yeè teèn yí njí; wò né kɔɔ́ ye, gèh bɔ̀ saân kùlù bú sâ nde ké toò mboón yeé mé jɔ́g. 
2TI.2.24	Kɔ́ɔ ye, nùà seê Nùà Dueè beéh dé seèn tɔgɔ ndè bèh; seé seèn né seér bagaà mé bɔ̀ nùàr dɔɔ́ŋ bɔɔ́ larê. Bú a, dèn lòm nùà fèh-njèh dé gècên, à yóló bɔ̀ nùàr yolò. 
2TI.2.25	Bú a, fèh nébbé gí bɔ̀ tásaán njèh lòù, à feh lom bɔ́ mé temé dɔlê ndɔ. Merré déì Càŋ nde né bɔ́ ceér cieé déì feh, te bɔ́ yueé fɔɔ́n feh bɔɔ̀n, bɔ́ bele ceér gècên. 
2TI.2.26	Lòù sam, *Sátàn lé naâ bɔ́ te yuiî curú kwaá, bɔ́ né sòn seèn ŋgweé. Mɔ nùà seê Càŋ né bɔ́ lòù feh nebbé seér, merré déì loù sâ bɔ́ nde né te yuiî huaré yuo, bɔ́ cu cuù ká beè Càŋ.
2TI.3.1	Kɔ́ɔ ye, mɔ wɔ́ŋ nde aá gií wa, bɔ̀ cieé dé cèrè jomò ndeè den gi nde né tetaré tetaré ma. 
2TI.3.2	Bɔ̀ nùàr nde gi né bɔ̀ nyaá bɔ̀ ŋaá, bɔ́ nde gi né mé kàgàlɔ̀ŋ gwaán le, bɔ́ nde né mé púnò kuú, bɔ́ nde né feh ham, bɔ́ nde né Càŋ seb, bɔ́ nde né sòn bɔ̀ tele mé bɔ̀ meí bɔɔ̀n ŋgeén; nùàr né mene bɔ́ bagaà bɔɔ́, bɔ́ vrà ndé ŋgwéh; bɔ̀ njií mé né gi beè Càŋ jolo dɔɔ́ŋ, bɔ́ vèh ndé ŋgwéh ndɔ. 
2TI.3.3	Bɔ́ nde né temé jeré, bɔ́ jere mé bɔ̀ mbeí kwá ndé ŋgwéh, bɔ́ nde né nùàr sar gɔ, bɔ́ yo sìè ndé ŋgwéh, bɔ́ nde né léláŋ taâb jélákág. Bɔ́ bɔ̀ njií mé né teèn yilá nyuùn kwàrè ndé ŋgwéh. 
2TI.3.4	Bɔ́ nde né léláŋ súî, bɔ́ nde né fií, bɔ́ nde né mé ŋgàŋ fu sela, bɔ́ gwaán kela nde né *wɔ́ŋ mé Càŋ. 
2TI.3.5	Dé ŋgòr Càŋ bɔ́ né gi yoòr dág wagá kwaá; njèh cén, bɔ́ né terreb Càŋ kèb cén ŋgoró njií, ye né njèh mbaâ ma. Mè tueé wò, gè lòm mé ceér gèh bɔ̀ sâ bɔ̀ nɔɔ́ŋ.
2TI.3.6	Bɔ̀ déì lètenè bɔɔ̀n né gùgwò ŋgou yilá ndeé, bɔ́ né bɔ̀ véh yuyuaâ teèn tɔgɔ́ weh bele. Bɔ̀ véh hèllè né-re te veên mé ceér hihiné teré seér faá bɔ́ gwaán nê nɔ. 
2TI.3.7	Bɔ́ né gi njèh maân gwaán dág; mé njéh mene, bɔ́ ceér gècên kɔ́ kòmò bèh. 
2TI.3.8	Nde cu mé bɔ̀ siíb hèllè, bɔ́ né lom ŋgòr gècên saán beéh sɔm, bɔ́ saán né faá bɔ̀ Jánè bɔ̂ Jambèrè lé saán taré naâ mé Músì ndɔ nɔ. Lòù sam, lè bɔɔ̀n né seér cúcuí veên, bɔ́ né mé njéh lòù cur gɔ, ye bɔ́ né temé yoòr Càŋ kwaá njií sé wa? 
2TI.3.9	Càŋ mé ŋgeér sam, bɔ́ mé njéh dàb ndé ndé ŋgwéh ndɔ. Lòù sam, bɔ̀ nùàr nde né ŋené kɔɔ́ gií, ye bɔ́ bɔɔ́ ndugó gɔ né lòù, bɔ́ né faá bɔ̀ Jánè bɔ̂ Jambèrè nɔ.
2TI.3.10	Dé yeè, wò kɔ gi aá bɔ̀ njií mé mè né yeé feh kèn, wò né gi gule gò mò kɔɔ́, wò né kwɔ̀m seé mò kɔɔ́ gií, wò kɔ gi aá temé mé mè né mé Càŋ kwaá njií kèn ndɔ; wò né gi sìè-temé mò kɔɔ́, wò né gwaân mò kɔɔ́; mè né yoló, wò né gi kɔɔ́; 
2TI.3.11	bùnò mé bɔ̀ nùàr né mè bunó, wò né gi ŋené, bɔ̀ dàm gèr mé mè lé ŋenè naâ dɔɔ́ŋ né gi lè yeè; bɔ̀ njií mé lé kwa giì naâ mè ké Antiôs dɔɔ́ŋ né gi lè yeè ndɔ. Bɔ̀ dé ké Ikoniûm o, bɔ̀ dé ké Lîstrè o, dɔɔ́ŋ njèh faá bùnò nɔ, mè lé naâ mé njéh kwaré, wò né gi kɔɔ́. Mé njéh mene, Nùà Dueè lé naá giì mè teèn mvelé sɔm. 
2TI.3.12	Kɔ́ɔ ye, bɔ̀ɔ́ mé gwaán né beè Yeésò *Kristò mé temé cén deèn dɔɔ́ŋ nde gi né mé bùnò ménâ kwaré ma. 
2TI.3.13	Dé bɔ̀ jéré-temé bɔ̀ mé bɔ̀ bèlè nùàr bɔ̀, bɔ́ nde né mé seé ŋgeêr bɔɔ̀n tetoò bɔɔ́ ndeé den, bɔ́ nde né bɔ̀ nùàr bele, te bɔ́ bele keéh mé gùm bɔɔ̀n mene.
2TI.3.14	Dèn lòm dé yeè nɔɔ́ŋ; bɔ̀ njií mé wò lé naá giì maán, mé wò lé naá giì mé temé yeè mene gwaán doô, dèn lòm teèn tég. Gèh bɔ̀ nùà fèh-njèh mé lé feéh naâ wò bɔ̀ njií sâ dɔɔ́ŋ, wò né gi bɔ́ kɔɔ́. 
2TI.3.15	Bɔ̀ njií mé né te mvù Càŋe nyagá den, wò né gi bɔ́ kɔɔ́ ndɔ. Wò lé bɔ́ kɔ duɔɔ́m naâ, sâ wò née huaán maàn ye. Ŋgòr Càŋ sâ nde né wò ceér feh, né ceér dé bɔ̀ɔ́ mé né temé yoòr Yeésò Kristò kwaá njií, te Càŋ yili sɔm bɔ́. 
2TI.3.16	Bɔ̀ njií mé né gi te mvù Càŋe nyagá den hên dɔɔ́ŋ né gi mé Cúcuí Càŋ teèn, te feh dilí béh ceér gècên; à nde né béh bèh sesabê beèh njolò feh kwaá, te béh soró nyegé gi, béh bɔɔ́ seér bɔ̀ njèh dé didilî njolò Càŋ. 
2TI.3.17	Sâ te nùà Càŋ den ye nùà Càŋ jéjég sâ, à bɔɔ́ komo ye seé bebagaà ndɔ.
2TI.4.1	Mè né wò tueé, mè tueé né wò toò Càŋ, mé toò Yeésò Kristò ndɔ. Kɔ́ɔ ye, à ndeè né cuû, à sɔm be terrèb seèn ter, à tena ju bɔ̀ komô mé bɔ̀ lèlàŋ bɔ̀. Mè tueé né wò toò bɔɔ̀n: 
2TI.4.2	túé lòm ŋgòr Càŋ teèn faá wò né tueé nɔ, sɔ́gɔ́ njébá lòm teèn tég. Bɔ́ gwaán mene, bɔ́ berɔ́ŋ mene, kɔ́ lòm tueê, wò né bɔ́ lòù bɔŋ. Ndè bɔ̀ déì lòù, wò né bɔ̀ déì lòù seén, wò né sèŋ kwaá, wò né bɔ́ feh, 
2TI.4.3	wanɔɔ́ŋ cu baá ndeê, bɔ̀ nùàr ŋgòr gècên gwàn ndé cú, bɔ́ nde né bɔ̀ nùà fèh-njèh dé nyenyenê ŋgún yilá weh seér. Lòù sam, bɔ́ gwaán né cí, né tieè bɔɔ̀n ŋgulí huɔɔ́m. 
2TI.4.4	Bɔ́ tie te gècên félá njí ndé ŋgwéh dé ndɔ̂g, bɔ́ nde né lòù faár seér, bɔ́ gwaán kela bɔ̀ dèbbè nyenyenê hèllè.
2TI.4.5	Dé yeè, sìè lòm yo mé be yeè, sìè yo felè njèh dɔɔ̂ŋ, yóló sér gèr lòù, wò né bɔ̀ nùàr Njàgà Bagaà se. Né seé yeè. Seé mé Càŋ lé haá kwaá naâ beè yeè dɔɔ́ŋ, bɔ́ jégé lòm bú mé gùm mene.
2TI.4.6	Dé mò, cu waà baá kèn, kènê mè nde aá feh mò semé njií; hên baá cu kuû mò waà né kɔɔ́. 
2TI.4.7	Mè taáb lie huɔm gi aá kèn, mè mé doò mò ké sònòbɔ̀ dula yuo kela baá ndɔ; wa hên temé mò né gi kɔ́bè sâ. 
2TI.4.8	Sâ kènê, sàgà mò baá gi ter: né tàm ŋgɔ̂g. Càŋ bú haá yeé nuaá mé né seé teèn bɔɔ́ dilí yií. Loù sâ Nùà Dueè mé né yeé ju tená dilí, nde né mè tàm sâ felè sulí kwaá. Mè gí cégé ŋgwéh, bɔ̀ɔ́ mé né gi gwaán ye bú a, cú cû dɔɔ́ŋ nde gi né tàm ŋgɔ̂g sâ kwa ndɔ.
2TI.4.9	Fágá ká feh, cieé fà hên wò nde cuù ká yoòr mò. 
2TI.4.10	Demâs mè dula si lɔ njií aá kèn. À kènê gwaán lom né *wɔ́ŋ mé feh seèn vɔgɔ́ gɔɔ̀; à nde aá ké Tesalonîk ndɔ. Kèrésâŋ fɔɔ́n aá dé seèn gò Galatî; Tîte fɔɔ́n taré gò Damatî. 
2TI.4.11	Kènê ká kwarè mò le lom né Lûk. Mɔ wò baá ndeê, wèh sìè Mârk beè; à né yeé mè seé gam. 
2TI.4.12	Mè tema njií aá Tisîk dé seèn ké Efêse.
2TI.4.15	Dèn lòm dé yeè toò seèn mé kɔ́ŋkɔŋ mene, wanɔɔ́ŋ njií mé béh né yeé feh dɔɔ́ŋ, à né yeé berɔ́ŋ, ye te ŋellé yuo ŋellè.
2TI.4.16	Cu mé bɔ́ lé tueé lɔgɔ́ naâ ju mò teèn, mè né mene sòn mò se, nuaré déì lé mè gàm kélá ná ŋgwêh, bɔ́ lé si lɔ seér naâ mè lòù. Mé njéh mene Càŋ a, té bɔ́ mé njéh táŋ. 
2TI.4.17	Fehtoò beèh nùà njèh lé mè mé huún kwá lɔ́ ná ŋgwêh, à haá cu ye baá-re mè terreb, mè né ŋgòr seèn mé njéh tueé jege seér. Loù sâ bɔ̀ɔ́ mé Jûf sam dɔɔ́ŋ ŋgweé gi ŋgòr seèn. À luaga sɔm keéh baá-re mè sònò gélɔ̂g teèn ndɔ. 
2TI.4.18	Mè né kɔɔ́ ye, Nùà Dueè nde né mè te veên dé kàn ménâ luaga sɔm ndɔ; à nde né mè cií nyegé, te mè ndeè ŋaá ké te vulúu, mè den ké Mbàm kwarè seèn. Kùsèm terrèb Càŋ a, sùmù yùò kélà cie dé kèì cên. È môn.
2TI.4.20	Herástà den le aá dé seèn ké Kɔrênt. Trofîm lé naâ dé seèn baán; mè lé kwaá lɔɔ̀ naâ bú ké Milê.
2TI.4.21	Lègè ndé kâ jɔ̀gɔ̀ te cu dùlù ndeè ye waâ.
2TI.4.21	Bɔ̀ Ebúlù mé Púdèn bɔ̂ Línù mé Kelódìà bɔ́ bɔ̀ Yeésò bɔ̀ déì dɔɔ́ŋ ye bíé kéh wò baga ma.
2TI.4.22	Fehtoò beèh a, kúrú nyégé wò. Húɔ́m-temé seèn a, ká sìè gí bí dɔɔ́ŋ beè ndɔ.
TIT.1.1	Né mè Pɔ̂l, nùà seê Càŋ; mè né cu mbɔ̀ŋ tebê Yeésò *Kristò ndɔ. Càŋ né mè temá, ye mè a: bɔ̀ nuaá mé nyí né yilá, ndé bɔ́ ŋgòr nyî tueé nyegé, te bɔ́ kwaá njií temé yoòr nyî, bɔ́ ŋene kɔ ŋgòr gècên, bɔ́ bele tòù nyî ma; 
TIT.1.2	te bɔ́ den mé ndèm, ye bɔ́ nde né yɔ̀ŋ tètàgà faá nyí lɔ tueé naâ nɔ kwa. À nyeén túé bèh lág; à lɔ tueé naâ sâ *wɔ́ŋ née ké jomo lè ndègè ye; 
TIT.1.3	te cu yeé wulu baá, à nde ye yɔ̀ŋ sâ lè ŋgòr seène feh ŋagá. Jomo sâ à kwaá lɔ beè mò, ye mè a, ndé bɔ̀ nùàr ménâ se nyegé ndɔ. Nyí Càŋ Yìlì nùàr tueé naâ ménâ kɔɔ́ ma.
TIT.1.5	Huaán mò, mè lé kwaá lɔɔ̀ naâ wò lè tàbè Kreétà, te wò bɔɔ́ cor nyegé bɔ̀ njií mé lé leé naâ toò dɔɔ́ŋ, wò sie kwaá bele bɔ̀ nùàr, bɔ́ den bɔ̀ kokoô bɔ̀ te bɔ̀ŋ bɔ̀ Yeésò bɔ̀ lè lɔɔ́ dé kàn mé dé kân. Mùnò dèn ká bɔ̀ ndéb mò munò; mè lé ye wò a: 
TIT.1.6	nùà koô gwà Càŋ né lom nùà gècên mé bɔ̀ nùàr yilí seèn túé vé ŋgwéh ma; kɔ à né lom mé véh cén; kɔ bɔ̀ ŋuna seèn né temé yoòr Càŋ kwaá njií, bɔ́ né veên nyenné, bɔ́ né tie ŋgweé, bɔ̀ nùàr né ménâ ŋené kɔɔ́ ndɔ; sâ ye. 
TIT.1.7	Nùà seê gwà Càŋ a, kɔ́ɔ ye nyí beè né mé seé Càŋ Dueè ma. Yilí seèn a dèn lòm ŋgulísé. À té ŋgúgó, à té nùà ŋá-temê dèn, à té mbè sèlà, à té sà fɔ́n, à té kàgàlɔ̀ŋ mé kòb mene fɔ́n. 
TIT.1.8	À dèn sér cu dɔɔ́ŋ nùà wèh kìn, nùà húɔ́m-temê, nùà kɔ́gɔ̀n, nùà dilî, nùà ŋagâ, mé nùà sìè yoò ndɔ. 
TIT.1.9	Bú a, njébá táré lòm te ŋgòr Càŋe tég, te den faá tueé nê nɔ; ye né ŋgòr gècên. Mɔ né mân, sâ à nde né bɔ̀ nùàr feh nyegé, à toó nyegé bɔ́ mé njéh; te sie bɔ̀ sàn-sòn bɔ̀ be.
TIT.1.10	Tétán né bɔ̀ nuaré déì lètenè bɔ̀ *Jûf; bɔ̀ sâ bɔ̀ Càŋ dùlà bèh; bɔ́ né bɔ̀ nùàr bele gɔ, bɔ́ né bɔ́ ŋgòr kùkùlù tueé ndualé gɔ ndɔ. 
TIT.1.11	Mɔ bɔ́ baá ménâ tueé, yín bɔ́ yiìn; wanɔɔ́ŋ bɔ́ né mbàgà bɔ̀ nùàr bɔɔ́ ŋellé. Njií mé bɔ́ sé la fèh ná ŋgwêh, bɔ́ né bɔ̀ nùàr cí feh seér, bɔ́ né-re kàgàlɔ̀ŋ kòkòb teèn yieé keéh. 
TIT.1.12	Nùà ndòn déì lètenè bɔɔ̀n mé feh seèn lɔ jueè bɔ̀n, wa:
TIT.1.12	Cu dɔɔ́ŋ nyeén tueê né tabɔ́ bɔ̀ Kreétà bɔ̀,
TIT.1.12	né bɔ̀ nyam veên,
TIT.1.12	né bɔ̀ fùɔ̀b bɔ̀ mé gwaán lom né lòù yieé deèn.»
