GEN.1.1	Sa ginsugoran gintuga sang Dios ang kalangitan kag ang duta.
ESG.6.11	Dayon ginkuha ni Haman ang bayu kag ang kabayo. Ginsuklob niya kay Mardoqueo ang bayu kag ginpasakay sia sa kabayo nga ginasakyan mismo sang hari. Samtang nagalibot sila sa siudad, nag-una si Haman nga nagapahibalo: “Tan-awa ninyo kon paano ang pagbalos sang hari sa tawo nga luyag niya pasidunggan!”
ESG.6.12	Nagbalik si Mardoqueo sa pasiyuhan sang palasyo samtang si Haman dalidali nga nagpauli nga nagapanabon sang iya guya sa daku nga kahuya. 
ESG.6.13	Ginsugid niya sa iya asawa kag sa tanan niya nga mga abyan ang tanan nga nagkahanabo sa iya. Gani sila tanan nagsiling sa iya, “Nagsugod na ang pagkadula sang imo gahom kay Mardoqueo. Sia isa ka Judio kag indi ikaw makalutos sa iya. Dag-on niya ikaw kay ang Dios nga buhi kaupod niya!”
ESG.6.14	Nagasinugilanon pa sila sang mag-abot gikan sa palasyo ang mga tawo nga kapon agod nga dalhon si Haman sa bangkite ni Ester.
ESG.7.1	Gani ang hari kag si Haman nagkaon upod kay Ester 
ESG.7.2	sa ikaduha nga tion. Samtang nagainum-inom ang hari, ginpamangkot niya liwat ang rayna, “Ano bala ang luyag mo, Rayna Ester? Isugid sa akon kag igahatag ko ini sa imo. Igahatag ko sa imo bisan pa ang katunga sang akon ginharian.”
ESG.7.3	Nagsabat si Ester, “Kon igakalipay mo, O Kamahalan, ginapangayo ko sa imo ang kabuhi ko kag ang iya sang akon mga kasimanwa. 
ESG.7.4	Ako kag ang akon mga kasimanwa ginbaligya sa pagkaulipon, ang amon mga pagkabutang ginpangkuha, kag sa karon ginatuyo nga pamatyon kami—kami tanan upod ang amon mga kabataan pagauliponon. Ini tanan ginhipsan ko lamang tubtob karon. Indi matarong nga ang amon kaaway katapo man lamang sining halangdon nga korte.”
ESG.7.5	Dayon si Haring Ahasuero nagpamangkot, “Sin-o nga makahas ang magabuhat sina?”
ESG.7.6	Si Ester nagsabat, “Ang amon kaaway amo ining malaut nga si Haman!”
ESG.7.6	Kinulbaan si Haman sa atubangan sang hari kag rayna. 
ESG.7.7	Nagtindog ang hari kag maggwa sa hardin sang palasyo. Nahangpan ni Haman nga nabutang sa katalagman ang iya kabuhi, gani nagpabilin sia agod magpangayo sing bulig kay Rayna Ester. 
ESG.7.8	Sang magbalik ang hari, nakita niya nga nagahapaon si Haman sa pulongkuan sang rayna nga nagapakitluoy. Sa iya daku nga kaakig, nagsinggitan ang hari, “Ano? Lugoson mo bala ang akon asawa? Kag diri pa sa akon palasyo?”
ESG.7.8	Sang mabatian ini ni Haman naggwa sia gikan sa hulot kalan-an nga nadulaan sing paglaom. 
ESG.7.9	Dayon ang kapon nga si Bogatan nagsiling, “Kamahalan, didto sa balay ni Haman nagpabuhat sia sang bitayan. Nagataas ini sing setentay singko ka tapak sa tuyo nga bitayon didto si Mardoqueo nga nakatukib sang plano batok sa imo!”
ESG.7.9	Sa kaugot sang hari, nagmando sia, “Bitaya didto si Haman!”
ESG.7.10	Gani si Haman ginbitay sa bitayan nga iya mismo ginpatindog para kay Mardoqueo. Matapos ini, nag-ugdaw ang kaakig sang hari.
ESG.8.1	Sa sina gid nga adlaw ginhatag ni Haring Ahasuero kay Ester ang tanan nga pagkabutang ni Haman nga kaaway sang mga Judio. Diri kag ginsugid ni Ester nga si Mardoqueo iya pakaisa. Gani gintugotan si Mardoqueo nga makapalapit sa hari. 
ESG.8.2	Kinuha sang hari ang singsing nga inugsilyo nga nabawi niya kay Haman kag ginhatag ini kay Mardoqueo. Sia ang gintugyanan ni Ester nga enkargado sang tanan nga mga pagkabutang ni Haman.
ESG.8.3	Sa liwat si Ester nagluhod sa tiilan sang hari. Ginpangayo niya nga tapnaon sang hari ang malaut nga plano ni Haman batok sa mga Judio. 
ESG.8.4	Ginbayaw sang hari ang iya bulawan nga setro kag gani nagtindog si Ester 
ESG.8.5	kag magsiling, “Kon igakalipay sang imo Kamahalan kag ginapalangga mo ako, magsulat ka sang isa ka mando nga indi pagpadayunon ang pagpamatay sang tanan nga mga Judio sa sulod sang ginharian. 
ESG.8.6	Paano ko mabatas ini tanan kon matabo ini sa akon mga kadugo? Paano ko mapadayon ang pagkabuhi kon laglagon ang akon mga kasimanwa?”
ESG.8.7	Gani nagsiling ang hari kay Ester, “Ginpabitay ko si Haman tungod sang iya tuyo nga ipapatay ang mga Judio. Ginhatag ko sa imo ang tanan niya nga mga pagkabutang. Kon indi ini tumbas, 
ESG.8.8	magsulat
ESG.8.9	Sa ika-20 tres nga adlaw sang nahauna nga bulan, ang bulan sang Nisan, ginpatawag ang tanan nga mga tagsulat sang hari, kag nagsulat sila sa mga Judio kag sa mga gobernador kag mga manugdumala sang tanan nga siento baynte siete (127) ka mga probinsya halin sa India tubtob sa Etiopia. Ginsulat ini suno sa hambal sang tagsa ka probinsya. 
ESG.8.10	Ginlagdaan kag ginsilyuhan ini sang hari kag ginpadala ini paagi sa mga manugdala sang sulat nga nagsakay sa ila pinakadasig nga mga kabayo.
ESG.8.11	Ang mga sulat nagsaysay nga ang hari nagatugot sa mga Judio nga nagaestar sa tagsa ka siudad sang ginharian sa pagpangabuhi suno sa ila mga kasugoan kag maghulugpong sila sa pagpangapin sang ila kaugalingon. Gintugotan sila sa pagtratar sang ila mga kasumpong kag mga kaaway suno sa luyag nila himuon. 
ESG.8.12	Ini nga mando ginpatuman sa bug-os nga ginharian sang ika-13 nga adlaw sang Adar, ang ika-12 nga bulan.
ESG.8_1.13	 Amo ini ang kaundan sang mando:
ESG.8_1.13	“Pag-abiabi gikan kay Haring Ahasuero nga Gamhanan, sa mga gobernador sang 127 ka mga probinsya halin sa India tubtob sa Etiopia, kag sa tanan nga mainunongon nga mga sakop.
ESG.8_1.14	 “Madamo nga mga tawo ang nagapabugal sa tapos sila mahatagan sang kadungganan kag kaayuhan. 
ESG.8_1.15	 Indi sila makahibalo kon paano ang paggamit nila sining mga kaayuhan, gani indi pa sila kontento sa pagsakit sang akon mga sumolunod kundi nga nagaplano pa sila sang kalainan batok sa naghatag sa ila sang mga kaayuhan. 
ESG.8_1.16	 Wala sila nagabatyag sing pagpasalamat sa mga kaayuhan nga ginhatag sa ila sang mga tawo. Ang malain pa gid kay nagdumdom sila nga malikawan nila ang paghukom sang Dios nga makakita sang tanan kag nagakangil-ad sa mga kalainan. Sa ila pagpabugal, nagpati sila sa mga pagdayaw sang mga ignorante kag malaut nga mga tawo.
ESG.8_1.17	 “Sa masunson nagakatabo man nga yadtong mga kaabyanan nga ginhatagan sing kagamhanan nagapangita sing paagi agod mapilitan ang yara sa awtoridad sa pagtuman. Nagaplano sila upod sa ila mga pangulo sa pagpamatay sang tawo, kag nagabuhat sang kalakasan nga indi na gid mahatagan sing mga lubad. 
ESG.8_1.18	 Ini sila paagi sa pagbinutig kag malauton nga mga pagginawi nagapamintaha sa maayo nga kabubot-on sang ila mga tagdumala.
ESG.8_1.19	 “Nakita ninyo ang madamo nga mga halimbawa sining pag-abusar sang gahom indi lamang sa mga kasaysayan nga ginpaalinton sa aton halin sang una, kundi subong man sang makahuloya nga mga hitabo sa tunga ninyo sa wala pa lamang madugay.
ESG.8_1.20	 “Luyag ko mapat-od nga sa palaabuton, ang akon ginharian magapadayon nga matawhay kag mahidaiton para sa tanan. 
ESG.8_1.21	 Madangat lamang ini paagi sa pagbaylo sang iban nga mga pagsulondan kag sa paghukom sing alangay sa tagsa ka hitabo nga magaabot sa akon igtalupangod.
ESG.8_1.22	 “Hunahunaa ninyo, halimbawa, ang ginbuhat ni Haman nga anak ni Hamedata nga taga-Macedonia. Sia isa ka dumoluong, wala sing dugo sang mga taga-Persia kag wala man gani sing maayo nga panimuot kaangay sa aton. Pero gin-abiabi ko sia 
ESG.8_1.23	 kag nagbaton sia sang kaayuhan tungod sang akon pagkabalaka kag pagpalangga para sa tanan. Sa pagkamatuod ginpasidunggan sia nga ‘Amay’ sang ginharian kag nakabaton sia sang kadungganan labaw sa iban luas lamang sa akon.
ESG.8_1.24	 “Pero ang iya pagkabugalon wala sing dulonan kag gintinguhaan niya nga patyon ako agod maangkon ang ginharian. 
ESG.8_1.25	 Paagi sa iya pagkatuso kag sa matiplangon nga paagi ginpangayo niya nga ipapatay si Mardoqueo—si Mardoqueo nga nagluwas sang akon kabuhi sadto kag nagbulig sa akon sa tanan nga tion. Ining Haman nagpangayo gani nga ipapatay ang aton walay sala nga Rayna Ester. Sa pagkamatuod, ang kamatayon sang tanan nga mga Judio. 
ESG.8_1.26	 Ang iya tuyo amo nga sa aton pagkawala-ikasarang, ang mga taga-Macedonia magaagaw sang ginharian sang Persia. 
ESG.8_1.27	 Bisan pa nga ining kriminal nagtuyo nga ipapatay ang mga Judio, akon nakita kag nahibaluan nga ang mga Judio indi mga traidor kundi nga ginagamhan sila sang maayo gid nga mga kasugoan. 
ESG.8_1.28	 Nagasimba sila sa Dios nga buhi, pinakataas kag labing makagagahom nga Dios nga amo ang nagbantay sang aton ginharian halin pa sa aton mga katigulangan tubtob karon.
ESG.8_1.29	 “Gani, nagapanugyan ako sa inyo nga indi ninyo pagtumanon ang sulat nga ginpadala ni Haman sa inyo. 
ESG.8_1.30	 Sia ang may salabton sini tanan nga kagamuhan. Ginpabitay ko sia upod ang bug-os niya nga panimalay sa mga pwertahan sang siudad sang Susa. Ang Dios nga makagagahom sang tanan naghatag sa iya sang madali kag bagay nga silot para sa iya.
ESG.8_1.31	 “Ginamanduan ko kamo nga ipatapik sa publiko nga mga lugar ang kopya sining akon sulat. Pabay-i ninyo nga magkabuhi ang mga Judio suno sa ila mga pagbinatasan 
ESG.8_1.32	 kag buligan ninyo sila sa pagpakig-away batok sa mga magsalakay sa ila sa natalana nga adlaw sang ila kalaglagan, sa ika-13 nga adlaw sang Adar, ang ika-12 nga bulan. 
ESG.8_1.33	 Ang Dios nga makagagahom sang tanan nagbaylo sinang adlaw sang paglaglag sa adlaw sang pagkinalipay para sa iya pinili nga mga katawhan.
ESG.8_1.34	 “Ilakip ninyo ining adlaw upod sa mga adlaw sang inyo pungsodnon nga pagkinalipay kag saulogon ninyo ini bilang piesta. 
ESG.8_1.35	 Magapahanumdom ini sa aton kag sa aton mga manugdampig sa karon kag sa palaabuton nga ang Dios nagabantay sang aton pungsod, pero ang mga nagtuyo sang aton kalaglagan mapahanumdom man nga laglagon sila sang Dios.
ESG.8_1.36	 “Pagasilutan ko nga wala sing pinilian ang tagsa ka probinsya kag siudad nga wala nagatuman sini nga mga mando. Pagalutoson ini sa inaway kag pagasunogon. Wala sang mga tawo nga magakadto didto liwat kag bisan pa ang mga pispis kag mga sapat nga talunon magalikaw sa pag-estar sa sini sa walay katubtoban.
ESG.8_2.37	 Ipatapik ang mga kopya sini nga mando sa nahayag nga bahin sang tagsa ka probinsya, agod nga makita ini sang mga Judio kag makapangaman sila sa pagpakig-away kon mag-abot inang adlaw.”
ESG.8_2.38	 Ang mga manugdala sang mando nagsakay sa pinakadasig nga mga kabayo kag ginpangdul-ong nila ining mando sang hari. Ginpahibalo man ini sa mga tawo sa siudad sang Susa.
ESG.8_2.39	 Si Mardoqueo naggwa sa palasyo nga nagasuklob sang harianon nga bayu. Nagaturban sia sang mapino kag pula nga tela nga lino kag sa iya ulo ang korona nga bulawan. Naghinugyaw ang mga tawo sa siudad sang Susa sang makita nila si Mardoqueo 
ESG.8_2.40	 kag ang mga Judio masinadyahon kag malipayon. 
ESG.8_2.41	 Naghiwat sila sing malipayon nga pagkinasadya. Ang pagkinalipay naglapnag sa bug-os nga siudad kag probinsya sa diin nahayag ang mando sang hari. Sa pagkamatuod, madamo sang mga Hentil ang nagpatuli kag nangin-Judio tungod kay hinadlukan sila sa mga Judio.
ESG.9.1	Umabot
ESG.9.2	ang mga kaaway sang mga Judio amo ang nalaglag. Kinulbaan ang mga tawo bisan diin kay wala sing sarang makapakig-away batok sa mga Judio. 
ESG.9.3	Sa pagkamatuod, ang mga gobernador, mga manugtatap kag mga manunulat sang ginharian nagpakita sang pagtahod sa mga Judio tungod kay nahadlok sila kay Mardoqueo. 
ESG.9.4+ESG.9.5	Tungod sang mando nanginbantog ang iya ngalan sa bug-os nga ginharian.
ESG.9.6	Sa Susa, ang kapital nga siudad mismo, ang mga Judio nagpatay sang 500 nila ka mga kaaway, 
ESG.9.7+ESG.9.8+ESG.9.9+ESG.9.10	kag ginpangkuha nila ang ila mga pagkabutang. Upod sa mga nagkalamatay ang napulo ka mga anak ni Haman nga anak ni Hamedata, nga kaaway sang mga Judio: Parsanesten, Delfon, Fasga, Paradata, Barea, Sarbasa, Marmasima, Aropeus, Arseus, kag Zaboteus.
ESG.9.11	Sa sina nga adlaw, ginsugid sa hari kon pila gid ang ginpamatay sa siudad sang Susa. 
ESG.9.12	Dayon nagsiling ang hari kay Ester, “Diri sa siudad lamang ang mga Judio nakapatay sang 500 nila ka mga kaaway. Daw ano pa ayhan kadamo ang sa mga probinsya! Isiling sa akon, kon ano pa ang imo luyag kay igahatag ko ini sa imo.”
ESG.9.13	Si Ester nagsabat, “Ang pagpamatay diri sa siudad nga natabo karon pagapadayunon sang mga Judio tubtob buas kag bitayon ang mga bangkay sang napulo ka mga anak ni Haman.” 
ESG.9.14	Nagpasugot ang hari kag gani ginpahanugotan niya ang mga Judio sa pagbitay sang mga bangkay sang napulo ka mga anak ni Haman nga makita sang mga tawo. 
ESG.9.15	Sang ika-14 nga adlaw sang Adar ang mga Judio sa Susa nagtilipon liwat kag nagpamatay sang tres sientos (300) pa gid ka mga tawo sa siudad. Pero ang mga pagkabutang nila wala ginkuha sang mga Judio.
ESG.9.16	Sa mga probinsya ang mga Judio nagtingob man kag nagpangapin sang ila kaugalingon. Ginpamatay nila ang kinse mil (15,000) sang ila mga kaaway sa ika-13 nga adlaw sang Adar, pero wala sila nagkuha sang ila mga pagkabutang. 
ESG.9.17	Sang madason nga adlaw, sa ika-14 sang Adar, gin-untatan ang pagpamatay. Sa baylo, ang mga Judio nagbuhat sini nga adlaw sang pagpahuway kag pagkinalipay. 
ESG.9.18	Pero ang mga Judio sa Susa nagpahuway kag nagkinalipay sa ika-15 nga adlaw kay nagpamatay sila sa ika-13 kag ika-14 sang Adar. 
ESG.9.19	Amo ini ang kabangdanan kon ngaa nga ang mga Judio nga nagaestar sa mga kabanwahanan nagakinasadya, nagahatagay sang mga dulot nga pagkaon sa isa kag isa sa ika-14 sang Adar kag ang mga Judio sa mga siudad nagabuhat man sini sa ika-15 sang Adar.
ESG.9.20	Ini nga mga hitabo ginpasulat ni Mardoqueo sa isa ka libro kag ginpadala sa tanan nga mga Judio nga nagaestar sa malayo kag malapit sa kabug-osan sang ginharian sang Persia. 
ESG.9.21	Ginsilingan niya sila sa pagsaulog sang ika-14 kag ika-15 sang Adar subong mga adlaw sang kapiestahan. 
ESG.9.22	Amo ini ang mga adlaw nga ginlutos nila ang ila mga kaaway. Ang mga Judio nagbuhat sining kahiwatan sa bug-os nga bulan sang Adar bilang piesta kay amo ini ang bulan nga sa diin ang ila kasubo kag walay paglaom ginbayluhan sang kasadya kag pagkinalipay. Ginpanugyan man sa ila ang paghiwat sang pagkinasadya kag pagsinalusalo, ang paghatag sang dulot nga pagkaon sa mga abyan kag mga imol. 
ESG.9.23	Gani ginbaton kag gintuman sang mga Judio ang tanan nga sinulat nga mando ni Mardoqueo.
ESG.9.24	Ginpasulat
ESG.9.25	kag kon paano pa gid ang pagkadto niya sa hari agod ipangabay nga bitayon si Mardoqueo. Pero si Haman nag-ani sang malain nga bunga sang iya mga padihot batok sa mga Judio. Sia kag ang iya mga anak ginpangbitay. 
ESG.9.26+ESG.9.27+ESG.9.28	Ginbaton sang mga Judio ang panugyan ni Mardoqueo indi lamang tungod sang iya sulat kundi subong man tungod sang ila mga pag-antos kag sang mga nagkalatabo sa ila. Ginbuhat nila ini subong isa ka sugo para sa ila, sa ila mga kaliwatan kag sa tanan nga luyag mangin-Judio. Ining mga adlaw dapat saulogon sing nagakaigo bilang handumanan, sa tagsa ka panag-on, sa tagsa ka siudad, probinsya kag pungsod. Ang mga Judio magdumdom kag magsaulog sining mga adlaw sang Purim sa tanan nga tion sa palaabuton kag indi gid ini pagpatumbayaan. (Ginatawag nga Purim ining kapiestahan tungod kay ang purim sa ila pulong nagakahulogan “pagabutgabot.”)
ESG.9.29+ESG.9.30	Dayon si Rayna Ester nga anak ni Aminadab, upod kay Mardoqueo nga Judio nagsulat sang ila mga ginhimo. Ang sulat ginpabakod paagi sa awtoridad ni Ester bilang rayna sa panugyan nga saulogon ang Purim. 
ESG.9.31	Sila nga duha nanginresponsable sa pagtukod sining kahiwatan kag sa pagpatuman gid sini sa kabug-osan. 
ESG.9.32	Si Ester nagpalig-on sini nga kapiestahan sa walay katubtoban, kag ang kalig-unan sang iya mando ginsulat sa libro.
ESG.10.1	Ang tanan nga mga sakop ni Haring Ahasuero nga nagaestar sa baybayon nga mga lugar sang ginharian kag subong man ang yara sa takas ginmanduan sa pagbayad sa iya sing buhis. 
ESG.10.2	Ang iya gahom kag maayo nga panimuot, subong man ang manggad kag kabuganaan sang iya ginharian ginsulat tanan sa opisyal nga maragtas sang mga hari sang Persia kag Media. 
ESG.10.3	Si Mardoqueo nga ikaduha lamang kay Haring Ahasuero sa bug-os nga ginharian, ginpasidunggan sang iya mga kasimanwa nga Judio. Daku gid ang pagpalangga sa iya kay ginpatigayon niya ang kaayuhan sang iya mga kasimanwa.
ESG.10_1.4	 Dayon si Mardoqueo nagsiling, “Ang Dios nagtugot nga ini tanan nga mga butang magkahalanabo! 
ESG.10_1.5	 Kag nadumdoman ko ang akon damgo nahanungod sini. Ang tagsa ka detalye nga akon nakita sa damgo nanginmatuod: 
ESG.10_1.6	 ang diutay nga busay nga nanginsuba, ang kaagahon nga nanginmasanag nga kaadlawon, kag pagkabugana sang tubig. Ang suba amo si Ester nga ginpangasawa sang hari kag nangin-iya rayna. 
ESG.10_1.7	 Ang duha ka dragon larawan nakon kag ni Haman. 
ESG.10_1.8	 Ang mga pungsod amo ang tanan nga mga tawo nga nagplano sa paglaglag sa mga Judio. 
ESG.10_1.9	 Ang akon pungsod amo ang Israel nga nagpanawag sa Dios agod buligan kag naluwas. Ang Ginoo nagluwas sang iya mga katawhan! Ginluwas niya kita sa tanan nga mga kalautan paagi sa paghimo sang dalagku nga mga katingalahan nga wala gid niya mabuhat sa iban nga mga kapungsoran. 
ESG.10_1.10	 Ina tungod kay ginhandaan niya sang isa ka pinasahi nga palaabuton ang iya mga katawhan nga lain sang sa iban nga mga pungsod. 
ESG.10_1.11	 Dayon nag-abot ang adlaw kag ang oras nga ining duha ka palaabuton pagahukman. Nag-abot ang tion nga ang Dios naghukom sang mga kapungsoran. 
ESG.10_1.12	 Gindumdom sang Dios ang iya pinili nga mga tawo kag iya sila ginhatagan sing katarungan. 
ESG.10_1.13	 Ang mga katawhan sang Dios magtilipon sa iya atubang sa ika-14 kag ika-15 sang bulan sang Adar kag ila ini saulogon nga may daku nga pagkinasadya kag kinalipay. Gani ini nga kahiwatan pagasaulogon sa tagsa ka tuig tubtob sa katubtoban.
ESG.10_1.13	Ang nasambit nga sulat tuhoy sa kapiestahan sang Purim gindala ni Dositeo, isa ka pari kag Levita, sadtong ikaapat nga tuig sang paggahom ni Tolomeo kag Cleopatra. Kaupod ni Dositeo ang iya anak nga si Tolomeo kag sila nga duha nagpanaksihon nga ang sulat matuod kag ang nagbadbad sini amo si Lisimaco nga anak ni Tolomeo nga katapo sang isa ka panimalay sa Jerusalem.
1MA.1.1	Ini nga istorya nagsugod sang si Alejandro nga anak ni Felipe sang Macedonia, nag-abot halin sa duta sang Kittim, kag ginsalakay niya si Dario, ang hari sang mga taga-Persia kag taga-midia. Ginpasangkad ni Alejandro ang ginharian sang Gresia paagi sa paglutos kay Dario kag sa pag-agaw sang iya trono. 
1MA.1.2	Sa madamo niya nga mga pagpakig-away, naagaw niya ang mga siudad nga napamakuran sing mga pader, kag napamatay niya ang mga hari sini. 
1MA.1.3	Naglambot sia sa malayo nga mga kadutaan, kag ginpanguhaan niya sing mga pagkabutang ang madamo nga mga pungsod. Sang iya gingamhan ang bug-os nga kalibutan nagpabugal sia sing tama gid. 
1MA.1.4	Nagtipon sia sing tama kabakod nga mga hangaway kag nagpangdaog sia sing mga probinsya, mga kapungsoran, kag sang mga pangulo sini, kag iya ginpilit ang tanan sa pagbayad sing buhis sa iya.
1MA.1.5	Pero nag-abot ang tion nga si Alejandro nagmasakit, kag nahibal-an niya nga mapatay sia. 
1MA.1.6	Ginpatawag niya ang iya mataas nga mga opisyales nga katubotubo niya, kag ginpartida niya sa ila ang iya ginharian samtang buhi pa sia. 
1MA.1.7	Sa tapos sang dose ka tuig nga paghari ni Alejandro, napatay sia. 
1MA.1.8	Dayon ang tagsatagsa sang iya mga opisyales naggahom sa iya kaugalingon nga lugar. 
1MA.1.9	Tanan sila nanginhari sa ila tagsa ka kadutaan sang mapatay sia, kag ang ila mga kaliwat nagbulos sa ila sa sulod sang madamo nga mga tinuig nga nagdala sang tama nga kalautan sa kalibutan.
1MA.1.10	Halin
1MA.1.11	Sa sadto nga panahon may mga tawo sa Israel nga nagalapas sang kasugoan, kag ila ginpatalang ang madamo nga mga tawo. Nagsiling sila, “Dali kamo, mahimo kita sing kasugtanan sa mga Hentil sa palibot naton, kay halin sang aton pagbulag sa ila madamo nga mga kalalat-an ang nag-abot sa aton.” 
