GEN.1.1	Sang ginsuguran gintuga sang Dios ang kalangitan kag ang kalibutan. 
REV.2.10	Indi kamo magkahadlok sa mga butang nga madali na lang ninyo pagaantuson. Tandaan ninyo: ang iban sa inyo ipapriso ni Satanas agod tilawan kamo. Ang inyo mga pag-antos abuton sing mga napulo ka adlaw. Pero magpakatutom kamo bisan nagakahulugan ini sang inyo kamatayon, kag hatagan ko kamo sang kabuhi 
REV.2.11	“Kamo nga nagapamati, dapat intiendihon gid ninyo ang ginasiling sang Espiritu 
REV.2.11	“Ang mga mandadaog indi pagsilutan sang ikaduha nga kamatayon.
REV.2.12	“Isulat mo ini para sa anghel nga nagabantay sa iglesya sa Pergamum:
REV.2.12	“Amo ini ang ginasiling sang nagauyat sang matalom nga espada nga duha ang sulab: 
REV.2.13	Nahibaluan ko nga bisan nagaestar kamo sa lugar nga kontrolado ni Satanas nagapadayon gihapon kamo sa pagsunod sa akon. Kay wala gid kamo nagtalikod sa 
REV.2.14	Pero ari ang pila ka butang nga akon nasawayan sa inyo: may dira sa inyo nga nagasunod sa mga pagpanudlo ni Balaam. Si Balaam nga ini nagtudlo kay Balak kon paano ang pagsulay sa mga Israelinhon agod magpakasala sila paagi sa pagkaon sang mga kalan-on nga ginhalad sa mga dios-dios kag paagi sa paghimo sang imoral nga pagpakigrelasyon. 
REV.2.15	Kag may mga tawo man dira sa inyo nga nagasunod sa mga pagpanudlo sang mga Nicolaita. 
REV.2.16	Gani maghinulsol kamo sa inyo mga sala! Kay kon indi, kadtuan ko kamo dira sa labing madali, kag awayon ko ina nga mga tawo 
REV.2.17	“Kamo nga nagapamati, dapat intiendihon gid ninyo ang ginasiling sang Espiritu 
REV.2.17	“Ang mga mandadaog hatagan ko sang pagkaon nga akon ginatigana didto sa langit. Ang kada isa sa ila hatagan ko man sang puti nga bato, kag sa kada bato may nasulat nga bag-o nga ngalan nga wala sing may makahibalo luwas lang sa magabaton sina.
REV.2.18	“Isulat mo ini para sa anghel nga nagabantay sa iglesya sa Tiatira:
REV.2.18	“Amo ini ang ginasiling sang Anak sang Dios, nga ang iya mga mata nagabaga nga daw sa kalayo, kag ang iya mga tiil nagaidlak pareho sang ginpahining nga saway: 
REV.2.19	Nahibaluan ko ang inyo mga ginahimo. Nahibaluan ko nga mahigugmaon kamo, matutom, mapisan magserbisyo kag mainantuson. Nahibaluan ko man nga mas madamo pa gid ang inyo ginahimo subong sang sa una. 
REV.2.20	Pero ang akon nasawayan sa inyo amo ini: ginapabay-an lang ninyo ang babayi nga si Jezebel nga nagapakapropeta. Ginapabay-an lang ninyo siya nga magpanudlo kag magpatalang sa akon mga alagad. Nagasiling siya nga indi malain ang maghimo sang imoral nga pagpakigrelasyon kag magkaon sang mga pagkaon nga ginhalad sa mga dios-dios. 
REV.2.21	Ginhatagan ko siya sing tiyempo nga maghinulsol sa iya imoralidad pero indi siya maghinulsol. 
REV.2.22	Gani pamasakiton ko siya hasta indi na siya makahalin sa katre, kag ang mga tawo nga nagapakighilawas sa iya silutan ko sing tama gid, kon indi sila maghinulsol sa ila ginahimo nga malain. 
REV.2.23	Pamatyon ko ang iya mga sumulunod, agod mahibaluan sang tanan nga iglesya nga nahibaluan ko ang mga hunahuna kag mga handom sang mga tawo. Balusan ko ang kada isa sa inyo suno sa inyo mga hinimuan.
REV.2.24	“Pero ang iban sa inyo dira sa Tiatira wala gid nagsunod sa mga pagpanudlo ni Jezebel. Wala ninyo natun-i ang ila ginasiling nga ‘madalom nga mga pagpanudlo ni Satanas.’ Gani wala na ako sing inugdugang pa nga mga pagsulundan nga dapat ninyo tumanon. 
REV.2.25	Basta padayunon lang ninyo nga himuon ang maayo nga mga butang nga inyo ginahimo subong hasta sa akon pag-abot. 
REV.2.26+REV.2.27	Kay ang mga mandadaog kag nagapadayon sa pagtuman sang akon kabubut-on hasta sa katapusan hatagan ko sing awtoridad nga pareho sang akon nabaton halin sa akon Amay. Dumalahan nila ang mga nasyon, kag wala gid sing may makakontra sa ila pagdumala. Ang mga nasyon mangin pareho lang sa kolon nga ila pagadugmukon.
REV.2.28	Ihatag ko man sa ila ang kabugwason.
REV.2.29	“Kamo nga nagapamati, dapat intiendihon gid ninyo ang ginasiling sang Espiritu 
REV.3.1	“Isulat mo ini para sa anghel nga nagabantay sa iglesya sa Sardis:
REV.3.1	“Amo ini ang ginasiling sang nagauyat sang pito ka bituon kag ara man sa iya ang pito ka Espiritu sang Dios:
REV.3.2	Gani magmata kamo, kag palig-una ninyo ang inyo nabilin nga pagtuo samtang buhi pa ini. Tungod kay nasapwan ko nga ang inyo mga hinimuan indi pa husto sa panulok sang akon Dios. 
REV.3.3	Gani dumduma ninyo ang gintudlo sa inyo nga inyo ginbaton. Tumana ninyo ina kag hinulsulan ninyo ang inyo mga sala. Kon magpabaya pa kamo, kadtuan ko kamo sa oras nga wala ninyo ginapaabot. Ang akon pag-abot mangin pareho sang pag-abot sang makawat, kay wala sing may makahibalo kon san-o. 
REV.3.4	Pero may pila dira sa inyo sa Sardis nga wala gid nalatnan sang ginahimo nga malain sang iban. Magaupod sila sa akon nga nagabalayo sang puti, tungod kay takos sila. 
REV.3.5	Ang mga mandadaog pabayuan sing puti, kag indi ko pagpanason ang ila mga ngalan sa libro 
REV.3.6	“Kamo nga nagapamati, dapat intiendihon gid ninyo ang ginasiling sang Espiritu 
REV.3.7	“Isulat mo ini para sa anghel nga nagabantay sa iglesya sa Filadelpia:
REV.3.7	“Amo ini ang ginasiling sang matarong kag masaligan. Siya amo ang nagahari pareho sang paghari ni David sang una. Kag siya lang ang nagauyat sang yabi sa iya ginharian. Gani kon mag-abri siya 
REV.3.8	Nahibaluan ko ang inyo mga ginahimo. Nahibaluan ko man nga bisan maluya kamo nagatuman gihapon kamo sang akon mga pagpanudlo, kag wala gid kamo nagtalikod sa akon. Gani may gin-abrihan ako nga puwertahan para sa inyo nga wala gid sing may makasirado. 
REV.3.9	Pero kon parte sadtong mga tawo nga sakop ni Satanas, nga mga butigon nga nagasiling nga sila mga Judio pero ang matuod indi, paludhon ko sila sa inyo, kag mahibaluan nila nga ginahigugma ko kamo. 
REV.3.10	Sa pila ka adlaw magaabot ang mga kabudlayan sa bug-os nga kalibutan agod tilawan ang tanan nga tawo. Pero tungod kay gintuman ninyo ang akon sugo nga magmainantuson kamo, tipigan ko kamo sa mga kabudlayan nga magaabot. 
REV.3.11	Madali na lang ako mag-abot. Gani magpadayon kamo sa pagsunod sa mga butang nga inyo nahibaluan nga maayo kag matuod agod wala sing may makaagaw sang padya nga ginatigana para sa inyo. 
REV.3.12	Ang mga mandadaog himuon ko nga pareho sa haligi sa puluy-an sang akon Dios, kag indi na gid sila maghalin didto. Markahan ko sila sang ngalan sang akon Dios, kag sang ngalan sang siyudad sang akon Dios, ang bag-o nga Jerusalem nga ipapanaog sang akon Dios halin sa langit. Markahan ko man sila sang akon bag-o nga ngalan.
REV.3.13	“Kamo nga nagapamati, dapat intiendihon gid ninyo ang ginasiling sang Espiritu 
REV.3.14	“Isulat mo ini para sa anghel nga nagabantay sa iglesya sa Laodicea:
REV.3.14	“Amo ini ang ginasiling sang ginatawag nga Amen, ang masaligan kag matuod nga manugpamatuod. Siya ang ginhalinan sang tanan nga gintuga sang Dios.— 
REV.3.15+REV.3.16	Nahibaluan ko ang inyo mga ginahimo. Nahibaluan ko nga indi kamo pareho sa mabugnaw ukon mainit nga tubig.
REV.3.17	Nagasiling kamo nga manggaranon kamo, nga ginpakamaayo kamo kag wala na sing kulang sa inyo. Pero wala kamo kahibalo nga makaluluoy gid kamo, tungod kay pobre kamo 
REV.3.18	Gani nagalaygay ako sa inyo nga magbakal kamo sa akon sang bulawan nga ginpaagi sa kalayo 
REV.3.19	Ang tanan nga akon ginapalangga ginasaway ko kag ginadisiplina. Gani maghinulsol kamo kag kay-uhon gid ninyo ang inyo batasan. 
REV.3.20	Nagatindog ako sa puwertahan kag nagapanuktok. Kon may makabati sang akon panawag kag padayunon niya ako sa iya balay, madayon ako, kag magaupod kami kaon. 
REV.3.21	Ang mga mandadaog papungkuon ko sa tupad sang akon trono.
REV.3.22	“Kamo nga nagapamati, dapat intiendihon gid ninyo ang ginasiling sang Espiritu 
REV.4.1	Pagkatapos sadto, may ginpakita pa gid sa akon. Nakita ko ang puwertahan sa langit nga naabrihan. Kag nabatian ko liwat ang tingog nga pareho sa tunog sang trumpeta. Nagsiling siya sa akon, “Saka ka diri kag ipakita ko sa imo kon ano ang magakalatabo sa palaabuton.” 
REV.4.2	Sa gilayon gin-gamhan ako sang Espiritu 
REV.4.3	Ang nagapungko didto nagabadlak pareho sang 
REV.4.4	Sa palibot sang trono, may 24 pa gid ka trono nga ginapungkuan sang 24 ka manugdumala. Ini nga mga manugdumala nagabayo sang puti kag ang kada isa sa ila may korona nga bulawan. 
REV.4.5	Kag halin didto sa trono sige ang pangilat kag pangdaguob, kag kon anu-ano pa ang akon nabatian. Sa atubangan dampi sang trono may pito ka suga nga nagadabdab. Amo ato ang pito ka Espiritu sang Dios.
REV.4.6	Didto man sa atubangan sang trono may daw sa dagat nga matin-aw pareho sang kristal.
REV.4.6	Sa palibot sang trono, sa kada kilid, may apat ka buhi nga mga tinuga. Damo gid ang ila mga mata sa atubangan kag sa likod. 
REV.4.7	Ang premiro sa ila daw sa leon; ang ikaduha daw sa tinday nga baka; ang ikatatlo daw sa tawo ang iya hitsura; kag ang ikaapat daw sa nagalupad nga agila. 
REV.4.8	Ang kada isa sa ila may anom ka pakpak kag damo gid ang ila mga mata sa ila bug-os nga lawas. Adlaw-gab-i wala untat ang ila kanta nga nagasiling,
REV.4.8	“Balaan! Balaan! Balaan ang aton Ginoong Dios nga makagagahom sa tanan.
REV.4.8	Siya amo ang Dios sang una, subong kag sa palaabuton.”
REV.4.9	Sige ang ila dayaw, padungog, kag pasalamat sa iya nga nagapungko didto sa trono, nga nagakabuhi sa wala sing katapusan. Kag samtang ginahimo nila ini, 
REV.4.10	ang 24 ka manugdumala nagaluhod kag nagasimba sa iya nga nagapungko didto sa trono, nga nagakabuhi sa wala sing katapusan. Kag ginabutang nila ang ila mga korona sa atubangan sang trono kag magsiling,
REV.4.11	“Ikaw ang amon Ginoo kag Dios, takos ikaw nga magbaton sang pagpadungog, pagtahod, kag awtoridad.
REV.4.11	Kay gintuga mo ang tanan nga butang.
REV.4.11	Suno sa imo kabubut-on ginhimo mo sila.”
REV.5.1	Pagkatapos sadto, may nakita ako nga linukot nga kasulatan sa tuo nga kamot sang nagapungko sa trono. Ang ini nga kasulatan may sulat sa sulod kag sa guwa kag napitlan sang pito ka selyo.
REV.5.2	Kag may nakita dayon ako nga isa ka gamhanan nga anghel nga nagpanawag sa mabaskog nga tingog, “Sin-o bala ang takos nga maghukas sang mga selyo sang linukot nga kasulatan agod mabuksan kag mahumlad?” 
REV.5.3	Pero wala gid sing bisan isa didto sa langit, sa kalibutan, ukon sa idalom sang kalibutan nga sarang makaabri kag makabasa kon ano ang nakasulat sa linukot nga kasulatan. 
REV.5.4	Gani naghilibion gid ako tungod kay wala gid sing bisan isa nga takos mag-abri kag magbasa sang sini nga kasulatan. 
REV.5.5	Karon, ang isa sa mga manugdumala didto nagsiling sa akon, “Indi ka maghibi, tungod kay si Jesus nga mandadaog nga ginatawag nga Leon nga halin sa tribo ni Juda kag kaliwat ni David sarang makahukas sang pito ka selyo sa linukot nga kasulatan agod mahumlad ini.”
REV.5.6	Dayon nakita ko ang isa ka Karnero nga nagatindog didto sa tunga sang trono, nga ginalibutan sang apat ka buhi nga mga tinuga kag sang mga manugdumala. Kon tan-awon, daw sa ginpatay ini nga Karnero. May pito ini ka sungay kag pito man ka mata nga amo ang pito ka Espiritu sang Dios
REV.5.7	Nagpalapit ang Karnero sa trono kag ginkuha niya dayon ang kasulatan sa tuo nga kamot sang nagapungko didto. 
REV.5.8	Pagkakuha niya sang kasulatan, ang apat ka buhi nga mga tinuga kag ang 24 ka manugdumala nagluhod sa pagsimba sa Karnero. Ang kada isa sa ila may yahong nga bulawan nga puno sang insenso nga amo ang mga pangamuyo sang mga katawhan sang Dios. May arpa man ang kada isa sa ila nga ila ginatukar, 
REV.5.9	kag nagakanta sila sang isa ka bag-o nga kanta nga nagasiling,
REV.5.9	“Ikaw ang takos nga makakuha sang linukot nga kasulatan kag sa paghukas sang iya mga selyo,
REV.5.9	tungod kay ginpatay ka, kag paagi sa imo dugo gintubos mo ang mga tawo agod mangin iya sang Dios.
REV.5.9	Ginpili mo sila sa tanan nga tribo, lingguahe, lahi kag nasyon.
REV.5.10	Ginhimo mo sila nga mga hari kag mga pari sa pag-alagad sa aton Dios.
REV.5.10	Kag padumalahon mo sila sa kalibutan.”
REV.5.11	Dayon nakita ko kag nabatian ang linibo kag minilyon nga mga anghel. Ang ini nga mga anghel nagatilipon didto sa palibot sang trono, sa apat ka buhi nga mga tinuga, kag sa mga manugdumala. 
REV.5.12	Kag nagakanta sila sing mabaskog:
REV.5.12	“Ang Karnero nga ginpatay takos nga magbaton sang awtoridad, manggad, kaalam, kusog, pagtahod, pagpadungog, kag pagdayaw!”
REV.5.13	Kag nabatian ko dayon ang tanan nga tinuga sa langit, sa duta, sa idalom sang duta, kag sa dagat nga nagakanta:
REV.5.13	“Ihatag ta sa nagapungko sa trono kag sa Karnero ang pagdayaw, pagtahod, pagpadungog kag paggahom sa wala sing katapusan!”
REV.5.14	Nagsabat dayon ang apat ka buhi nga mga tinuga, “Amen!” Kag ang mga manugdumala nagluhod kag nagsimba.
REV.6.1	Nakita ko dayon ang Karnero nga nagahukas sang premiro sa pito ka selyo sa linukot nga kasulatan. Kag nabatian ko nga naghambal ang isa sa apat ka buhi nga mga tinuga. Ang iya tingog daw sa daguob. Siling niya, “Dali!” 
REV.6.2	Pagtan-aw ko, nakita ko ang isa ka puti nga kabayo. Ang nagasakay sini may ginauyatan nga pana. Ginhatagan siya sing korona kag ginpadalagan niya dayon ang iya kabayo kag sige ang iya pagpangdaog.
REV.6.3	Pagkatapos sadto, ginhukas sang Karnero ang ikaduha nga selyo sang kasulatan. Kag nabatian ko nga nagsiling ang ikaduha nga buhi nga tinuga, “Dali!” 
REV.6.4	Kag nagguwa ang pula nga kabayo. Ang nagasakay sini ginhatagan sing dako nga espada, kag ginhatagan man siya sing gahom agod magdala sang gira sa duta, agod magpinatyanay ang mga tawo.
REV.6.5	Paghukas sang Karnero sang ikatatlo nga selyo, nabatian ko ang ikatatlo nga buhi nga tinuga nga nagsiling, “Dali!” Kag nakita ko ang itom nga kabayo. Ang nagasakay sini may ginauyatan nga kilohan. 
REV.6.6	Pagkatapos may nabatian ako nga daw sa tingog nga halin sa apat ka buhi nga mga tinuga nga nagasiling, “
REV.6.7	Pagkatapos sadto ginhukas dayon sang Karnero ang ikaapat nga selyo kag nabatian ko ang ikaapat nga buhi nga tinuga nga nagsiling, “Dali!” 
REV.6.8	Kag nakita ko ang isa ka malapsi nga kabayo. Ang nagasakay sini gin-ngalanan nga Kamatayon, kag ang Hades
REV.6.9	Ginhukas dayon sang Karnero ang ikalima nga selyo. Kag nakita ko sa idalom sang halaran ang mga kalag sadtong mga tawo nga ginpamatay tungod sa ila pagwali sang pulong sang Dios. 
REV.6.10	Nagsinggit sila sing mabaskog, “Ginoo nga Makagagahom, balaan kag masaligan! San-o mo pa bala hukman kag silutan ang mga tawo sa kalibutan tungod sang ila pagpatay sa amon?” 
REV.6.11	Ang kada isa sa ila ginhatagan sing malaba nga bayo nga puti, kag ginsilingan sila nga maghulat-hulat lang anay hasta makompleto ang kadamuon sang ila mga utod kag mga kaupod nga mga alagad sang Dios nga pagapatyon man pareho sa ila.
REV.6.12	Karon, ang ikaanom na nga selyo ang ginhukas sang Karnero. Pagkahukas sini, naglinog dayon sing mabaskog. Nag-itom ang adlaw pareho sang itom gid nga panapton, kag nagpula ang bulan pareho sang dugo. 
REV.6.13	Nagkalahulog sa duta ang mga bituon sa langit nga daw sa mga ulihi nga bunga sang kahoy nga higera nga nagakalahulog kon huyupon sang mabaskog nga hangin. 
REV.6.14	Nadula ang langit nga daw sa papel nga ginlukot, kag nagkalakuha ang mga bukid kag mga isla sa ila puwesto. 
REV.6.15	Dayon nagpanago sa mga kuweba kag sa idalom sang dalagko nga mga bato sa mga bukid ang mga hari sa kalibutan, ang mga manugdumala, ang mga opisyal sang mga soldado, ang mga manggaranon, ang mga gamhanan, kag ang tanan nga klase sang tawo, ulipon ukon indi. 
REV.6.16	Nagsiling sila sa mga bukid kag sa mga bato, “Tiphagi ninyo kami kag tabuni agod indi kami makita sang nagapungko sa trono kag agod makaluwas kami sa kaakig sang Karnero. 
REV.6.17	Tungod kay nag-abot na ang adlaw nga ipaagom nila ang ila kaakig sa mga tawo, kag wala gid sing may makakontra sa ila.”
REV.7.1	Pagkatapos sadto, may nakita ako nga apat ka anghel nga nagatindog sa apat ka pamusod sang kalibutan. Ginapunggan nila ang apat ka hangin sa kalibutan agod wala sing hangin nga maghuyop sa duta ukon sa dagat ukon sa bisan ano nga kahoy. 
REV.7.2	Kag nakita ko man ang isa pa ka anghel nga naghalin sa sidlangan. May dala siya nga inugmarka sang buhi nga Dios. Nagsinggit siya sing mabaskog sa apat ka anghel nga ginhatagan sang Dios sing gahom sa paghalit sang duta kag sang dagat. 
REV.7.3	Siling niya, “Indi ninyo anay paghaliti ang duta, ukon ang dagat ukon ang mga kahoy samtang wala pa naton mamarkahan ang mga agtang sang mga alagad sang aton Dios.” 
REV.7.4	Suno sa ginsugid sa akon, 144,000 ang ginmarkahan sang marka sang Dios. Halin sila sa tanan nga tribo sang Israel.
REV.7.5	12,000 halin sa tribo ni Juda;
REV.7.5	12,000 halin sa tribo ni Reuben;
REV.7.5	12,000 halin sa tribo ni Gad;
REV.7.6	12,000 halin sa tribo ni Asher;
REV.7.6	12,000 halin sa tribo ni Naftali;
REV.7.6	12,000 halin sa tribo ni Manase;
REV.7.7	12,000 halin sa tribo ni Simeon;
REV.7.7	12,000 halin sa tribo ni Levi;
REV.7.7	12,000 halin sa tribo ni Isacar;
REV.7.8	12,000 halin sa tribo ni Zebulun;
REV.7.8	12,000 halin sa tribo ni Jose;
REV.7.8	12,000 halin sa tribo ni Benjamin.
REV.7.9	Pagkatapos sadto, nakita ko ang mga tawo nga indi maisip tungod sa ila kadamuon. Ini nga mga tawo halin sa tanan nga nasyon, tribo, lahi kag lingguahe. Nagatindog sila didto sa atubangan sang trono kag sang Karnero. Ang ila bayo puro puti kag malaba, kag may ginauyatan sila nga mga dahon sang palma. 
REV.7.10	Nagasinggit sila sing mabaskog, “Dalayawon ang Dios nga nagapungko sa trono, kag dalayawon man ang Karnero kay ginluwas nila kami sa silot!” 
REV.7.11	Kag nagtindog ang tanan nga anghel sa palibot sang trono kag sang mga manugdumala, kag sang apat ka buhi nga mga tinuga. Nagluhod dayon ang mga anghel sa atubangan sang trono kag nagsimba sa Dios. 
REV.7.12	Nagsiling sila, “Matuod gid nga ang aton Dios dapat nga dayawon, padunggan, pasalamatan kag tahuron. Nahibaluan niya ang tanan, kag ang tanan nga gahom kag kabaskog ara sa iya. Dayawon siya sa wala sing katapusan! Amen!”
REV.7.13	Pagkatapos nagpamangkot sa akon ang isa sa mga manugdumala. Siling niya, “Nahibaluan mo bala kon sin-o ang mga tawo nga ina nga nagabayo sing puti, kag kon diin sila naghalin?” 
REV.7.14	Nagsabat ako, “Sir, wala ako kahibalo. Sugiri man ako!” Nagsiling siya sa akon, “Amo ina ang mga tawo nga nakaagi sa puwerte nga pag-antos. Ang ila mga bayo ginlabhan nila kag ginpaputi sa dugo sang Karnero. 
REV.7.15	Amo ina nga dira sila nagatindog sa atubangan sang trono sang Dios, kag adlaw-gab-i ang ila pag-alagad sa iya sa iya templo. Kag ang 
REV.7.16	Indi na gid sila paggutumon ukon pag-uhawon. Kag indi na sila mainitan ukon mapaso sa init sang adlaw. 
REV.7.17	Kay ang Karnero nga dira sa trono amo na ang magabantay sa ila. Dal-on niya sila sa mga tuburan nga nagahatag sang kabuhi, kag pahiran sang Dios ang tanan nga luha sa ila mga mata.”
REV.8.1	Sang paghukas sang Karnero sang ikapito nga selyo naglinong ang langit sa sulod sang mga tunga sa oras. 
REV.8.2	Nakita ko dayon ang pito ka anghel nga nagatindog sa atubangan sang Dios. Kag ang kada isa sa ila ginhatagan sang trumpeta.
REV.8.3	May isa pa gid ka anghel nga nagpalapit sa halaran. May ginauyatan siya nga bulawan nga suludlan sang insenso. Ginhatagan siya sing madamo nga insenso agod iupod sa mga pangamuyo sang tanan nga tumuluo kag ihalad sa halaran nga bulawan nga ara sa atubangan sang trono. 
REV.8.4	Gani nagtub-ok paibabaw ang aso sang ginsunog nga insenso kaupod sang mga pangamuyo sang mga katawhan sang Dios halin sa mga kamot sang anghel nga nagatindog sa atubangan sang Dios. 
REV.8.5	Pagkatapos ginkuha sang anghel ang suludlan sang insenso kag ginpuno niya ini sing kalayo halin sa halaran kag ginhaboy niya dayon sa duta. Sa gilayon, nagpangilat, nagdaguob, naggahod kag naglinog.
REV.8.6	Karon, ang pito ka anghel nga may pito ka trumpeta nagpreparar na sa pagpatunog sang ila mga trumpeta. 
REV.8.7	Ang premiro nga anghel nagpatunog sang iya trumpeta. Nag-ulan dayon sing yelo kag kalayo nga may lakot nga dugo. Kag nasunog ang ikatlo nga parte sang duta, ang ikatlo nga parte sang kahoy, kag ang tanan nga hilamon.
