GEN.1.1	Tetenzük nung Tsüngremi anüng aser alima poktetdaktsü.
JER.3.17	Iba mapang nung parnoki Yirusalem dang 
JER.3.18	Item anogo nungji Yihuda kidongi Israel kidong den jajatsü, aser parnoki anüdoklentip lima nungi ne tsürabur nem ni senmangtsü agütsüba lima jagi külemi arutsü.
JER.3.19	Saka 
JER.3.20	Atangji tamang makaba kinungtsüi pei kinungpu ashiokja pilaba ama yamaji nenoki ni ashiokja benshi, Oh Israel kidong” ta 
JER.3.21	Tenem moa nung ola ka angashir, Israel chirtemi ajepba aser mepishiba ola, parnoki pei lenmang belensa nung parnoki 
JER.3.22	Meyipang, nenok atsüngzüka oadokba chirtem, nenok atsüngzüka aoba ni anebtsütsü. “Ajiang, onok ne dangi arur; kechiyong na 
JER.3.23	Atangji tenem ungsem nungi teyari bushiba, aser tenemti nung rongrongshishiba amajok nung lir. Atangji 
JER.3.24	Asenok lanuwa nungi maksütsü mapa agi asen tsüraburi inyaktetba meyokadok, parnok san telok aser nashi telok, parnok jabaso aser parnok jalatem. 
JER.3.25	Asen maksü nung asenok ontaka lidi, aser asen mezüngmeshiba agi asenok jak miimbangjang; kechiyong 
JER.4.1	“Na arudi süra, Oh Israel, na kü dangi meyipang” ta 
JER.4.2	 taküm ali nungji atangji nung, ochi nung aser tamayazü nung azüngashitsü, aser kintemi pa dak parnok sasa moatsütsü, aser pa dak parnok sentsü wangshitsü. 
JER.4.3	 Kechiyong yamai 
JER.4.4	Nenok sasa 
JER.4.5	Nenoki Yihuda nung sangdongang, aser Yirusalem nung metetdakjang; aser shiang, “Linük nung nenoki jangzü apuang; ayimtenang aser shiang. Atenshiang aser atsü atsüa aliba yimtitem jagi asenok idi arung. 
JER.4.6	Zion tsütsü nisan ka yuang; tejenokdak bushiang, ata-a teli; kechiyong ni anüdoklentip nungi tamajung aser tesamatsü tulu bener arutsü. 
JER.4.7	Molusongzü ka pa tamungdak nungi, kintem samatsür ka arudar; pa pei lenmang nung lir, pa pei talidak nungi adoka lir; ne lima, azüngmeyaka, oda ne yimtitem nisung meli-i jentoka kümdaktsütsü. 
JER.4.8	Iba asoshi anemsü agi nangri kangang, aiatai ken tenang, aser jebtepang; kechiyong 
JER.4.9	Iba anogo nungji 
JER.4.10	Idangji ni ashi, “Aia 
JER.4.11	Iba mapang nung iba nüburtem dang aser Yirusalem dang ya oda ashitsü, “Mopung tatsük ka lisem lima nungi kü nübur jala tsütsüi arudar, apshitsütsüba mesüra merüktettsütsüba masü; 
JER.4.12	Mopung onsara tashi tait ka ni nungi arutsü; ano tang ni parnok anema o bendang agütsütsü.”
JER.4.13	Ajiang, pa mepet ama atutsü, aser pa talungtsütem Tsüngrem mopung ama alitsü; par kortem mungzütem dang nungi tekaraba lir. Asenok asoshi aiatai! Kechiaser asenok makaka! 
JER.4.14	Oh Yirusalem, na kümzüktettsü asoshi ne mulungjang temenen nungi shitokang. Kopiga ne tamajung tebilembatem ne dak munga alitsü? 
JER.4.15	Kechiyong Dan nungi ola kati metetdaktsür aser Efraim tenem nungi tamajung sangoktsür. 
JER.4.16	Kintem kümdangdakjang; ajiang, Yirusalem dang metetdakjang; alima talang nungi mitertem arudar, aser Yihuda yimtitem anema ola agütsüdar. 
JER.4.17	Moapu anükertem ama parnok la anema meketa lir, kechiaser ni anema apuso ta 
JER.4.18	Ne sentong aser mapatem agi itemi adokdaktsü, ibai ne temenen mapa lir; atangji ibai taku lir, kechiyong iba yagi ne mulungjang tonga aiter.
JER.4.19	Kü tejashi, kü tejashi! Kü mulungjang nung ni tongtonglatsü atur, kü dak kü mulungjang süngjema mali; ni ajemajema melitet, kechiyong jangzü ola, raraba nisung ola ni angashir. 
JER.4.20	Teraksa madak teraksa, linük ajonga raksa-a lir. Ajungben kü sükitem, aser kü teyindangba sütem shisa-a lir. 
JER.4.21	Kopiga ni nisan angutsü, aser jangzü ola angashitsü? 
JER.4.22	Kechiyong kü nüburtem tamashi lir, parnoki ni memetet; parnok tamachi chirtem aser parnok tangatetba kecha mali, tamajung inyaktsü parnok tesangra saka tajung inyaktsü parnoki memetet.
JER.4.23	Ni alima dak reprang, aser ajiang, aji teraksa aser tazüng liasü; aser anüngtemji parnok tesangwa maliasü. 
JER.4.24	Ni tenemtem dak reprang, aser ajiang, parnok atenten, aser ungsem ajak külen küleni arakzü. 
JER.4.25	Ni reprang aser ajiang, yangji nisung maliasü, aser anüng ozü ajak jenshir liasü. 
JER.4.26	Ni reprang aser ajiang, süngjang atangba moapuji arem liasü, aser yangji yimti ajak 
JER.4.27	Kechiyong 
JER.4.28	Iba asoshi alimai mang ayimtsü, aser temalen anüng tanak alitsü; kechiaser aji ni kazük, ni aji inyaktsü mulungtet, aser ni temulung memeyipi lir, mesüra iba nungi memeyiptsü. 
JER.4.29	Kor temerangertem aser lijak amertem ola agi yimti ajonga jena aor; parnoki munger bushia air, aser leprungki bushia atur; yimti ajak jentoka lir, aser nisung kata iba nung malir. 
JER.4.30	Aser na, kodang na raksadir, nai kechi inyaktsü? Nai ne sasa temerem agi sobuaka, nai ne sasa hon sobusolemtsü agi sobuaka, ne tenük mezüa ulua kümdakjaka, amajok nung nai ne sasa tobur jungdaktsür; na meimertemi na sensatsür, parnoki ne taküm bushir. 
JER.4.31	Angang, nusodang tetsür ola ka amai mezüng asodang la kangshiba ama, Zion jala ola, sashimebanga, la teka mesanga yok. Ni aiatai! Kechiyong nisung tepsetertem madang ni lular, ta ashiba ola ni angashir.”
JER.5.1	Nenoki Yirusalem yimdong süa jajang, aser tang ajiang aser metetang, aser yangji tesademdak nenoki shitak inyaker aser ochi bushir nisung ka ngudisü mungulir bushiang, aser ni pa dang tai atoktsü. 
JER.5.2	Aser parnoki, “
JER.5.3	Oh 
JER.5.4	Idangji ni ashi, atangji itemi sensaker lir, parnok tamachi lir; kechiyong parnoki 
JER.5.5	Ni tulurtem dangi odi aser parnok dang jembidi; kechiyong parnoki 
JER.5.6	Anungji arem nungi molusongzü kati parnok tepsettsü aser lisem lima tsünü kati parnok samatsütsü. Merok keyi kati parnok yimtitem anüktsü, yang nungi tugur nisung shia anüka shisatsü; kechiaser parnok ozüng raksaba jenti aser parnok atsüngzüka aoba tali kümogo. 
JER.5.7	Ni ne dang koda tai toktettsü? Ne chirtemi na senzüka yutsü, aser koba tsüngremtem masü parnok agi azüngashi. Kodang ni parnok tepok sünga mesü, parnoki nüktapanga benshi, aser parnok sasa telok telok nüktapangtalartem kidang atenshi. 
JER.5.8	Parnok chiyungtsü tajung agi mesüba kortem ama; nisung shiai pei kiyonger kinungtsü dang kor ama asaloktsü. 
JER.5.9	Item asoshi ni parnok memerenshili ma? ta 
JER.5.10	Nenok lar tsükmenatzü lu jagi tuang aser raksajang, saka anükabo teraksatsü; la kongsangtem bener oang, kechiyong parnok 
JER.5.11	kechiyong Israel kidongi aser Yihuda kidongi ni anema kanga külaka benshiogo ta 
JER.5.12	Parnoki 
JER.5.13	Aser ainkartem mopung dang lir aser oji parnok dak mali, yamaji parnok dang inyaktsü. 
JER.5.14	Anungji 
JER.5.15	Ajiang, Oh Israel kidong, nenok madak ni kin ka talang nungi bener arutsü, ta 
JER.5.16	Parnok lijakjang bongdangji lapoka aliba lep ama lir, parnok ajak tashi tait nisungtem lir. 
JER.5.17	Aser parnoki nai aruba aser ne chiyungtsü chiadoktsü, koba ne jabasotem aser jalatem achitsüba liasü; parnoki ne san telok aser nashi telok chiadoktsü, parnoki ne tsükmenatzü aser mungozünu chiadoktsü; aser atsü atsüa aliba yimtitem, koba nung nai temulung alemer, itemji parnoki nok agi lepreptsü.
JER.5.18	Saka item anogo nungjia ni ne den ojang dangbo masütsü, ta 
JER.5.19	Aser kodang nenok nüburi, “Kechiba 
JER.5.20	Yakob kidong dang nenoki ya sangdongang, aser Yihuda nung aji sangokjang, 
JER.5.21	 Ya angang, “Oh suwar nisungtem, aser kecha mangatetba purtem; nenok tenük aten, saka mangur, nenok tenarong aten, saka mangashir.” 
JER.5.23	Saka iba nübur tekong temerang aser anema apusoba mulung lir aser meyiper jena ogo. 
JER.5.24	Parnoki parnok mulungjang nung ya mashir, 
JER.5.25	Nenok tai temenentem agi item aridokogo, aser nenok menen agi nenok nungi tajung sotogo. 
JER.5.26	Kechiyong kü nübur rongnung nisung tamajunger angur; ozükümeri atsüka ata ama parnoki mita alir; parnoki sang ayur, parnoki nisung apur. 
JER.5.27	Ozü agi sünga aliba molok ama, külakkübong agi parnok ki sünga lir; anungji parnok tulu aser takar kümogo. 
JER.5.28	Parnok yira-a kümogo, parnok sentsü keta lir; hau, tamajung mapa nung shingaia parnok majeter; parnoki lajartem tepu makümer, oda parnok azükarutsü majungkettsü; aser sensaker tim mapa asoshi parnoki o mebendanger. 
JER.5.29	Item asoshi ni parnok memerenshitsü no?” ta 
JER.5.30	Tesüngmangtsü aser tetsübutsü mapa ka linük nung ataloka lir; 
JER.5.31	ainkartemi tiyazü shiner, aser putirtemi parnok mulungba agi yimsü asür, aser kü nüburtemi aji yamaji alitsü meimer, saka tatem arudang nenoki kechi inyaktsü?
JER.6.1	Jenbutsü asoshi Yirusalem nungi jenang, nenok Benjamin chirtem, aser Tekoa nung jangzüji apuang, aser Beth-akherem madak nisan yuang; kechiyong anüdoklentip nungi timtem sübanga oda teraksa tulu aitdagi. 
JER.6.2	Tobur tajung aser tenabang Zion jala na leptokadoktsü. 
JER.6.3	La dangi sannükertem pei san telok den la anema arutsü, la meketa pei sükitem yanglutsü, aser parnok shiai pei talidak chiyimtsü. 
JER.6.4	Nenoki la anema rara renemang, aramesoang, aser asenoki la anema anjongmeshi nung tudi. Asenok asoshi aiatai! Kechiyong anogo tesüir, aser nikongtsütsü anütsüng langa kümdar. 
JER.6.5	Aramesoang, aser asenoki aonung tudi aser lar chuba kitem asenoki raksatsüdi. 
JER.6.6	Kechiyong Temeranger 
JER.6.7	Tzüpokdak nungi tzü adok ama yamaji lai tamajung adokdaktsür la dak tesashi aser rakzükraktemba ola angashir, kü madang maneni shirangba aser zübutem lir. 
JER.6.8	Oh Yirusalem, ni nenok nungi tangai aenshia oa lir, ni na nisung maliba azüngmeyakdak lima ka kümdakja lir, sayutsüngi o angang.”
JER.6.9	Temeranger 
JER.6.10	Parnoki angatsüsa ni shiba dang jembitsü aser kuli agütsütsü? Ajiang parnok tenarong memejeptoki lir, aser parnoki angashitsü makok; ajiang, 
JER.6.11	Aji asünung 
JER.6.12	 Aser parnok kintem, parnok lu aser parnok kibutsütem dena tangar nem agütsütsü. Kechiyong linük nung alir madak ni kü teka songtoktsü” ta 
JER.6.13	Kechiyong parnok tilatiba nungi tulutiba tashi nisung shia tazütapungba leni oa lir, aser ainkar nungi oda putir tashi, nisung shia yazüyaponga benshir. 
JER.6.14	 Kü nübur jala zübu ano parnoki pungpapungpa anebja yimjungbo mali nung, “Yimjung, yimjung” ta ashir. 
JER.6.15	Tesempatsü mapatem inyakdang parnok akseta liasü asü? Masü, parnok kecha akseta mesüra tejak meremtsüsa mali asü. Anungji telaor rongnung parnok laotsü; ni parnok merenshidang parnok laodaktsütsü, ta 
JER.6.17	Aser nenok madak ni miter toktsür ashi, “Jangzü ola angang;” saka parnoki ashi, “Onoki mangatsü.” 
JER.6.18	Aji asünung angang, nenok kintem aser Oh temeshi pur mungdang, parnok dak kechi ataloktsü metetang. 
JER.6.19	Oh alima, angang, ajiang iba nübur madak ni tamajung oda parnok tebilemba tejang bener arudaktsütsü, kechiaser parnoki kü o manga; aser kü ozüngbo parnoki sentokadok. 
JER.6.20	Kechi atema Sheba nungi liangmesen aser alima talangka nungi teronem menentsü kü dangi bener arur; nenok tarongba tenla agizüktsü makok mesüra nenok tetepsetba tenla kü madang tepelatsü masü. 
JER.6.21	Aji asünung 
JER.6.23	Parnoki lijak aser nü amer; parnok taochi maka, aser yimlibilem maka parnok ola tzüyim ama arrür; aser parnok kor nung amener; na anema tongbangi aor nisung ka amato nisung ternemba nung lir. Oh Zion jala! 
JER.6.24	Onoki parnok osang angashiogo; aser onok teka tashi mait akümer; touashiba aser tetsür nusodang kangshiba ama onok dak sotadokogo. 
JER.6.25	Alui to, mesüra lenmang nung tejaja; kechiyong yangji tsükchir nok aser tejaklen tetsübutsü lir.” 
JER.6.26	Oh kü nübur jala, na anemsü abenang, aser ne sasa aut nung longzüa chiguang; nai mang yimang, ajaso chir asoshi ama kanga jebang; kechiyong asen madak tesamatsüsang ajongbena arutsü. 
JER.6.27	Kü nübur rongnung ni na tetendanger ka kümdaktsü aser parnok sentong tendangtsüsa, ni lungki aser mitsa ka kümdaktsü. 
JER.6.28	Parnok ajaki anema noktaker, atsüngzüka jajartem den senzürtem; parnok yongmenyin aser merang lir, parnok ajaki mejungi benshir. 
JER.6.29	Mi agi mipongji aronger, yinsüjibo mi agi yimsaa lir, amajok nung parnoki maneni meshiteter; kechiyong tamajungjibo agiteta meindoki lir. 
JER.6.30	Nisungi item dang “taribi yinsü” ta ajar, kechiaser 
JER.7.2	 ki süngkhüm nung noktakang, aser yangji o ya sangdongang aser shiang, “
JER.7.3	Temeranger Telok 
JER.7.4	Ya 
JER.7.5	Kechiyong nenoki nenok yimyatem aser mapatem jungjunga yanglushira, nenoki nisung ka aser par kiyonger tsüngda nung ochi inyakra; 
JER.7.6	nenoki aener aser tebu malir aser amitsür mekangshira, aser yangi tai makaba zü metokshira, mesüra nenok pei kangshitsüsa tangar tsüngrem sülen mejajara; 
JER.7.7	idangji ni nenok tsürabur nem akhidang nungi teti asoshi agütsüba lima nung ni nenok lidaktsütsü.
JER.7.8	“Ajiang, amajok nung tiyazü o nenoki amanger. 
JER.7.9	Nenoki auyatsü, nisung tepsettsü, aser nüktapangtatsü, aser tiyazü azüngashitsü, aser Baal asoshi teronem arongtsü, aser nenoki memeteti aliba bendanger tsüngremtem sülen jajatsü, 
JER.7.10	ajiser iba kidang koba kü tenüng agi ja-a lir, arua noktaker, ‘Onok kümzüka lir’ ta shia item tesempatsü ajak nenoki inyaktsü no? 
JER.7.11	 Iba ki koba, kü tenüng agi ja-a lir, ne nükdang rakzükraktemertem leprungki ka aküm asü? Ajiang, oda ni aji nguogo” ta 
JER.7.12	 “Saka tang kü talidak koba Shilo nung liasü, ajagi nenok oang, kong ni kü tenüng tamasabo lidaktsü, aser kü nübur Israel majungba asoshi ni iba dak kechi inyak ajiang.” 
JER.7.13	Aser tang, 
JER.7.14	Anungji iba ki koba kü tenüng agi ajar, koba nung nenoki tamang akar, talidak koba ni nenok nem aser nenok tsürabur nem agütsü, iba Shilo dang inyakba ama, iba ki aser talidak ni inyaktsü. 
JER.7.15	Aser ni kü tsüngdang nungi nenok sosem ajak endokadoktsü, oda Efraim kidong ajonga jentokba ama ni nenok jentoktsü.”
JER.7.16	Aji asünung iba nübur asoshi nai temepishi, mesüra parnok asoshi ola tagütsü mesüra sarasadem tesü, mesüra kü dang temepishi, kechiyong ni ne dang mangatsü. 
JER.7.17	Yihuda yimtitem aser Yirusalem yimdongtem nung parnoki kechi inyaker nai mangur no? 
JER.7.18	 Anüng chubatsür nem amtsük sangtsütsü asoshi, tanurtemi süng akur, tebutemi mi aputeter, aser tetsürtemi amzü ajepshir; aser ni ain adokdaktsütsüsa parnoki tangar tsüngremtem nem tajemtsü tenla meküploktsür. 
JER.7.19	Ya parnoki ni ain adokdaktsür asü? Mesüra parnok pei sasa, mangmangtsüsa inyaker masü no? ta 
JER.7.20	Aji asünung 
JER.7.21	Temeranger 
JER.7.22	Kechiyong Ijip lima nungi nenok tsüraburtem ni anir adokdang, tarongba tenla mesüra tetepsetba tenla indang ni parnok dang mejembi mesüra memela; 
JER.7.23	saka iba temelaba ni parnok nem agütsü, ‘Kü ola angang, aser ni nenok dang melaba lenmang ajak nung jaja-ang, angji nenok junga alitsü.’ ” 
JER.7.24	Saka parnoki manga mesüra tenarong maten, saka parnok pei shisatsü nung aser parnok temulungsentsü tamajung temerangba nung parnoki jaja, aser tejakleni masü tesüleni ao. 
JER.7.25	Nenok tsürabur Ijip lima nungi adokba anogo nungi tanü tashi ni nenok dangi kü tenzüker aser ainkar ajak anogo shia yokjen yoker. 
JER.7.26	Aji saka parnoki kü dang manga mesüra tenarong magütsü, saka parnok tekong temerang kümdaktsü; par tsürabur dang nungi tamajungba parnoki inyak.
JER.7.27	Aser nai item o ajak parnok dang jembitsü, saka parnoki ne danga mangatsü, nai ano parnok dang ajatsü, saka parnoki ne dang matangtsü. 
JER.7.28	Aser nai parnok dang ashitsü, “Iba kini 
JER.7.29	Ne ku sütokang, aser aji endokadokang, aser tenem moa nung aiatai ta ayimtenang, kechiyong 
JER.7.30	Kechiyong Yihuda chirtemi kü tsüngdang tamajung inyak, ta 
JER.7.31	 Aser parnok chirtem aser jalatem mi nung arongtsü, Hinnom chir lenten nung Tofet tekülemdak tenem yanglu; koba ni memela mesüra kü mulung nunga mait liasü. 
JER.7.32	Anungji, atangji anogotem arudagi ta 
JER.7.33	Aser iba nübur tasümangtemji anüng ozü aser alima shirurutem asoshi chiyungtsü asütsü; aser kechaia parnok mepusadaktsütsü. 
JER.7.34	 Idangji ni Yihuda yimtitem nungi, aser Yirusalem yimdong nungi menüba ola aser pelatepba ola, aser kiyimsang ola aser kiyimla ola anendaktsütsü; kechiyong alinükji azüngmeyakdak akümtsü.
JER.8.1	Idangji 
JER.8.2	Aser itemji anü ita, aser anüng petinu ajak madak prokshitsü, koba dang parnoki meim, aser tenzük, aser anidak, aser bushi, aser külem; itemji mebendentsü, mesüra maremtsü, ali tema nung jana küma toktsütsü. 
JER.8.3	Aser ni aridokdak ajak nung, iba kin tamajung anünga alir ajaki taküm dang nungi tasümang shimtettsü” ta Temeranger 
JER.8.4	Ano nai parnok dang ashitsü, 
JER.8.5	Ajangla kechiba iba nüburi teti atsüngzüka tesüleni aor? Tekülak akang akanga parnoki soter, parnoki tanaben memeyipli asür. 
JER.8.6	Ni tenarong tena anga liasü, saka parnoki shitak mejembi; nisung shingai ni kechi inyak? ta pei majungba nungi temulung memeyiper, tongbangi tsüoka aiba kor amai, nisung shiai pei lenmangi meyiper. 
JER.8.7	Hau, anüng nung tzü ozüi pei tatakzük mapang meteter; aser posü, molulem aser tzü ozüi parnok aruba mapang benshir; saka kü nüburi 
JER.8.8	“Onok shisa taka lir, aser 
JER.8.9	Shisa akar nisung akseta lir, parnok bangka-a aser aoksa-a lir; angang, parnoki 
JER.8.10	 Aji asünung ni parnok kinungtsütem tangar nem agüjadoktsü, aser parnok lu parnok akoker nem agüjadoktsü, kechiyong nisung shia tilatiba nungi tulutiba tashi tenükshiba tsütsü lir, ainkar nungi oda putir tashi nisung shiai tiyazü inyaker. 
JER.8.11	 Kü nübur zübu parnoki pungpapungpa anebtsür, yimjungbo mali nung, “Yimjung, yimjung” ta ashir. 
JER.8.12	Parnoki tesempatsü benshidang parnok akseta liasü asü? Masü, parnoki kecha akseta mali, mesüra koma tejak meremtsü ajia parnoki memetet. Aji asünung telaor rongnung parnok laotsü, parnok endokadoktsü ta 
JER.8.13	Ni parnok meshimeshia samatsütsü. 
JER.8.14	Kechiba ano asenok mena alir? Atenshiang, asenoki noktanga aliba yimtitem jagi idi, aser yangji samadi; kechiyong 
JER.8.15	Asenoki yimjung bushi, saka kecha tajung mangur aser tanebtsü mapang bushi, saka ajiang, taoksatsü tulu. 
JER.8.16	Par kortem teni akongba Dan nungi angashir; tashi taittem kor asatepba agi linük ajonga atentener, kechiyong parnok arua lir aser linük aser yangji aliba ajak meyoka lir, yimti aser yangji alirtemji meyoka lir. 
JER.8.17	Kechiyong ajiang, ni per aser mim per yoktsü, koba puatsü makok, aser item jagi nenok dak mechitsü ta 
JER.8.18	Aia! Kü tejashi onsara tulu, kü mulungjang telung nung lular! 
JER.8.19	Angang, alima kanga talangka nung kü nübur jala ayimtenba ola, 
JER.8.20	Aluruwa süiogo, mei temogo, aser asenokbo mekümzüki lir. 
JER.8.21	Kü nübur jala yiruba yong kü mulung yirua lir; ni mang yimdagi; tetsübutsü agi kü dak tongogo. 
JER.8.22	Gilead 
JER.9.1	Oh, kü kolak tzüpokdak asübo aser kü nük nüktzü apokdak ka asübo oda ni mangli sangwali kü nübur tepsetba asoshi jeba lila! 
JER.9.2	Oh, lisem lima nung aener anendak ka ali asübo, oda ni kü nübur toktsür parnok nungi oadokla, kechiaser parnok ajak nüktapangtartem, ashikülak nisung telok ka lir. 
