GEN.1.1	Atankih ching Thrünpuhnü thüningbo tüsho alomi thrün. 
NAM.3.14	Ayanchoki thsungkheak ke khipang, nü chipibo thsakhamang; lotaklung thsüpü alo müleang, tüsho lotaklung tsanglungang!
NAM.3.15	Ju ching monü aniubah, nukshangnü nü lipkhibah. Hanü nü tangkhonü nangde tsühabahbah. Tangkhobo nangde nü hihde kamdo! 
NAM.3.16	Nünü shothsümolorübo thüning ching chiningbo kheaknü hihde kamshihdo. Tangkhobo nangde arü ghi chutreakbah phinde tsochoh. 
NAM.3.17	Nü aheangrübo sangyü-tangkhobo nangde, nü yo atorübo tangkho boto athsak nimung shahwün kheak binkhi nangde lah–küyimki ani akhiukbanü, arübo phinde tsoabahchoh; arü küching yüdünü shenü mümükheah.
NAM.3.18	Nü yo namfimihnu neakrübo yapshea lah, O Asiria kiulongthsüpuh; nü yo mükheahmudurübo anechoh. Nü mihtsürübo abemukhungrü mülade müzüngbo kheak hiumüzüta lah. 
NAM.3.19	Tümünü nü mü müthsüngukhuk; nü yurikhi ashebe lah. Nü yusheak sorü aban nü keamkhi dünkheak khah damchoh, Khürünü akheam mülakhi nü bukmükekhi chingnü tsokhidü de?
HAB.1.1	Ha 
HAB.1.2	O 
HAB.1.3	Tümüde nünü I amülim rhimo ngüshihcho tüsho küpkhuk kheak kheahshihcho? Athsümünim tüsho thsünimthsüshi I miki lah; shochihkhi tüsho rukachihkhi wusuchoh. 
HAB.1.4	Jumonü yakzan niukniukabahdo tüsho thiyuro mürhimo. Mihbukmuyuknü thiyurolungkirü mükamdolah–jumonü thiyuro mahkhapkhi bephülapdo.
HAB.1.5	Trükshihbo kheak mürüngang, tüsho kheahang! Tode müyinnimang! Tümüde nü ki thatha she nünü akin mülapü thsüde nü nimungbo ching rhimo rhimodo. 
HAB.1.6	Tümüde inü mihmukhiuh tüsho mükeamramkhi trükshih, nihbuh yo yungkhi lapungbo lupü alomi mülih hode atsahkhi Kaldearü wusushihchoh. 
HAB.1.7	Atrebe tüsho atrearangbe arü ah; arü ju lang yakzan ah tüsho arü nihbuh küdahnü wüntrepü shuhkihchoh.
HAB.1.8	Arü khorabo ju sangtsung kheaknü athribe, are tsahbe rimre kheaknü alü amüshakbe; arü khorabonü khuchoh. Arü khoraberübo limshu chingnü arüchoh; arünü müleang phinkhi nangde shih tsühpü yungde akichoh.
HAB.1.9	Arü alalanü athsümünimpü miro khuhlangbah arüchoh; arünü aramrübo loyi nangde bemukhungchoh. 
HAB.1.10	Arünü kiulongthsürübo ki münejihchoh tüsho yakzanshuhrübo ki keangrümünechoh. Arünü chipi aban kheak kheah-a münejihchoh, tüsho ju lupü alo wumujungchoh. 
HAB.1.11	Junangde arünü apung nangde phütchoh; arünü lakmihchoh tüsho amülim kamchoh; arü nihbuh sühmüh ju lang arü thrünpuh ah!
HAB.1.12	Nü adüsonü lah yung de, O 
HAB.1.13	Nü mükbo ju amütsü ngüpü khide tsangkhitlah, tüsho nünü amülim-rhimo kheak mükheahkhuk; tümüde nünü mülapmüji kheak kheahcho le, tüsho mihbukmuyuknü arü kheaknü thiyurolungkirü lakhi muyuchoki zhikde lacho le?
HAB.1.14	Nünü mihtsürübo keto ngüh nangde, yakzanshuhrü mülakhi lorilokobo nangde kamshih. 
HAB.1.15	Arü alala thiririnü khoyangnü wuhkhitchoh; apinü arübo keangnü lakkhitchoh, apinü keang-qiuqiu ching arübo hanmukhungchoh; junangde apinü tode asühachihchoh. 
HAB.1.16	Jumonü apinü anihbuh yo keang ki laksah-a kingaünchoh tüsho keang-qiuqiu ki api kingaünbo jihchoh; tümüde jurü hode api müthangmüsün ching lachoh, tüsho api tsühyungpü lakhit lah. 
HAB.1.17	Dale tüsho api keang yeahkeangde mihmüthsüm mülade trükshihbo laksahde alaba shi?
HAB.2.1	Inü aheangsadam kheak zhipbah, tüsho ju kheak aleangbah; apinü I ki tümü thaba tüsho inü atsangkhi dünkheak apinü tümü alobanü inü kheahde alabah.
HAB.2.2	Judüki 
HAB.2.3	Tümüde kheaküshe akhukhit kim thsungkheak michih khülang lah; ha akheam yo asukchoh, tüsho mükeangrü. Ju lakmama she, aleangang; ha tsükjide arübah, mashu. 
HAB.2.4	Akükheangrü kheak kheahang! Arü me arü kheak mulungki, tüshe thiyuro-lungkirü arü akin hode alabah.
HAB.2.5	Judüalalashe, yukhunü api thsungyukchoh; api bukmüke tüsho keamramde müla. Tümütüsho apinü Ashe-lomi nangde yihnelunelah; Ashekhi nangde küyimkishe api musuhdah. Apinü nihbuh thsungkheak trükshih alala bemukhungchoh, tüsho arü yo thsüpü mihtsürü alala kitmukhungchoh. 
HAB.2.6	Hadürü mihtsürü ki mihbüm abannü mükhemükimde arü ki keangrüde müthaba de, “Shepünü ahühkhi kukruk tüsho jangkhijangrakhinü nihbuh alarü kamchonü ayokhe!” Hanü külokhüh yüba?
HAB.2.7	Nü shozüngrünü nahde masürüba de, tüsho arü asürübah nü majanshihba de? Judüki nü ju arü thsungkheak ayankhikhi kukruk thsübah. 
HAB.2.8	Tümütüsho nünü trükshih ahihdo yankhia ludo, tümütüsho mihtsürü thiyih bukkhi tüsho alomi kiutobo tüsho jurü ching larü alala ki athsümünim rhimokhinü aninga larü mihtsürü alalanü nü yankhia lubah.
HAB.2.9	“ Nüsa sherü nüsa yambo thsungkheak amülim alü thsükhinü, thsünimthsüshi chingnü khümkhitpü thsüde nüsa sap achang kheak lanü are!” 
HAB.2.10	Nünü mihtsürü ahihdo laksahde nü yamkhün thsungkheak achihbe lümkhi thsüdo; nünü nü rhangdung dükheakshihdo. 
HAB.2.11	Lungbonü rhü chingnü azhibah, tüsho sanglung chingnü abinkiunü alojihbah.
HAB.2.12	“ Nüsa sherünü thiyih bukkhinü kiulongto thsücho, tüsho amülimkhinü kiuto thrünchonü are!” 
HAB.2.13	Mihtsürübonü motrushihpü mokhih lang 
HAB.2.14	Tüshe kebonü keto zhidokhi nangde, 
HAB.2.15	“ Nüsa sherünü yamhingrü ki arü mümüshangyi khiungde arü bünkeang kheahpü thsüde keluh chingnü duhchonü are!” 
HAB.2.16	Nü müretah müthri achihnü mide akambah. Nü yungang, tüsho yingyingde tsahang! 
HAB.2.17	Tümüde Lebanon kheak athsümünim rhimokhinü nü zhidobah; tümütüsho mihtsürü thiyih bukkhi tüsho alomi le kiutobo tüsho jurü ching larü alala ki athsümünim rhimokhi hode shiwühbo thsümünimkhinü nü trede akamshihbah.
HAB.2.18	Athsürünü athsükhi sangthsü, yungsho akeangyu thsangyukhi mejak tümü yihnüpü la? Tümüde athsükhitkhi ju thiyu masukde sangthsü khülang lalashe ha thsübuhnü ju kheak kinchoh! 
HAB.2.19	Nüsa sherünü sang ki, “Asürang!” de thacho, malankhi lung ki, “ Wusuang” de thachonü are. Hanü thsangyukhukla de? Kheahang, ha suna tüsho shotoyinchi mujukihkhi lah, tüsho ju ching sheak müla.
HAB.2.20	Tüshe 
HAB.3.1	Wukihbuh Habakkuknü Shigionoth bede tamkhüntamnükhi.
HAB.3.2	nü rhimokhibo dünkheak inü trede zhip, O 
HAB.3.2	Isa nimungbo ching jurü thsüphuloshang,
HAB.3.2	isa kimbo ching jurü mükheahshang;
HAB.3.2	mulong zhipzhip ching mihmüthsüm lümkhitjang.
HAB.3.3	Teman chingnü Thrünpuh, Amüsühbuh Khülang Paran müzüng chingnü arü.
HAB.3.3	Api müretahkhinü thüningbo muhiudo tüsho api shikhinü alomi mide lakheah.
HAB.3.4	Ayinatrümkhi ju ani nangde alakheah;
HAB.3.4	anijingbo ju api wu jika lapung api khah chingnü arü.
HAB.3.5	Api müngüh ashebe-tukthsü yü,
HAB.3.5	tüsho adunglim arümnü yande yü.
HAB.3.6	Apinü tukloa zhip tüsho alomi niuk;
HAB.3.6	apinü kheah tüsho trükshihbo ajanshih.
HAB.3.6	Lün lakhi müzüngbo shuh-a ajan;
HAB.3.6	jipü limtsah limrobo bede lün lakhi wungbo keamyuk.
HAB.3.7	Inü Kush khimyambo thsünüde ngü;
HAB.3.7	Midia lomi khimyam zhindokhimbo ajan.
HAB.3.8	Nü bukakhiukkhi ju ayungbo azhihde alakhea de, O 
HAB.3.8	Nü mulong zhipzhipkhi ayungbo azhihde alakhea de?
HAB.3.8	Nünü khora tüsho lolungbebo bechoki nünü keto azhihde bukakhiukkhea de?
HAB.3.9	Nünü nü sanglüh atünado,
HAB.3.9	nü hühzobo kippü thsakham.
HAB.3.9	Nü ketonü alomi azüshih.
HAB.3.10	Müzüngbonü nü ngüchoki, arünü ajan;
HAB.3.10	thüningbo chingnü kebo bukkhi.
HAB.3.10	Alomi khüp kebonü ahuk tüsho arü abükkhibo changde yükih.
HAB.3.11	Nü hühzobo phürapkhi ching,
HAB.3.11	nü thsüh rakrakkhi ching,
HAB.3.11	ani tüsho khinu thüningbo ching zhikde zhip.
HAB.3.12	Mulong zhipzhip ching nünü alomi jung,
HAB.3.12	bukakhiukkhi ching nünü trükshihbo thrüm.
HAB.3.13	Nünü nü mihtsürü khümkhitpü,
HAB.3.13	mujude-mokhitkhi khümkhitpü mikhuh ching arü.
HAB.3.13	Nünü mihbukmuyuk lomi limberü zünak,
HAB.3.13	ku chingnü jing khiungde khuka bahjih.
HAB.3.14	Nünü isa hiumüzütshihpü chinthrüm nangde,
HAB.3.14	jikde alakhi zhochihrü muyupü nangde arükhi,
HAB.3.14	api thirithsürübo limthobuh anihbuh hühzonü chinkhitshih.
HAB.3.15	Nünü nü khorabonü keto jung,
HAB.3.15	ke atobo rhuzhihzhih.
HAB.3.16	Inü sochoh, tüsho I mulong ching thukthukchoh;
HAB.3.16	düsheaknü I münküpbo niukchoh.
HAB.3.16	I robo ching ashuh yüzahchoh,
HAB.3.16	tüsho I jingbo ajanchoh.
HAB.3.16	Isa yanrü mihtsürü kheak thsümütsü nimung arüpü thsungkheak inü zhikde aleangchoh.
HAB.3.17	Khubasodung mupungpung she,
HAB.3.17	tüsho kurungasodungbo kheak aso mükihkih she;
HAB.3.17	olivnü masoso she tüsho thulubonü jim makhiukkhiuk she;
HAB.3.17	mihnu yam chingnü mihnu boto mülade kamkam she,
HAB.3.17	tüsho moshi yam chingnü moshi boto mülade kamkam she,
HAB.3.18	tütüshe inü 
HAB.3.18	inü I khümkhitrü Thrünpuh lung tode asühbah.
HAB.3.19	Atungpuh 
HAB.3.19	apinü I jing ju shihmüchi jing nangde kamshihchoh,
HAB.3.19	tüsho achangbo kheak inü jungshihchoh.
HAB.3.19	Aliu kihkhi khün-khungbenü: khün-huhrü kilim.
ZEP.1.1	Judarü Amon tsührü kiulongthsüpuh Josia nimungbo ching, Hezekia tsührü Amaria tsührü Gedalia tsührü Kushi tsührü Zephania kilim arükhi 
ZEP.1.2	Inü alomi chingnü lüpdükhi shahde phüta bahbah, 
ZEP.1.3	Inü mihtsürübo tüsho shiwühbo phüta bahbah; inü thüning wuhnubo tüsho keto ngühbo phüta bahbah. Inü mihbukmuyuk jing mükheshihbah. Inü mihtsürübo alomi chingnü akheamshihbah, 
ZEP.1.4	Inü Juda tüsho Jirusalem ching larü alala azhihde I khah chungkihbah; tüsho inü ha dangpung chingnü Baal kingaünrü aningkhibo tüsho müzammüram amükinrü amükeamrü mungbo dükheakshihbah; 
ZEP.1.5	sherünü thüyam kumung kheaknü chiningbo ki khukningcho; sherünü khukningcho tüsho 
ZEP.1.6	sherü 
ZEP.1.7	Atungpuh 
ZEP.1.8	Tüsho 
ZEP.1.9	Ju nimung inü amükinrü nangde kingaünrü, sherünü arü putungrü yam athsümünim tüsho rük mütsünü mishihchonü arü thsümüchibah.
ZEP.1.11	Mortar ching larü tüzhochoh, tümüde shothsümolorü alala dükheakdo; shotoyinchi adünrü alala mülatsan.
ZEP.1.12	Ju kim ching inü tsünpungbo shuhbah Jirusalem yimbah, tüsho nihbuh kheak reangkeamrü tüsho mulongramrü mihtsürü thsümüchibah, sherünü arü mulong ching thacho, “
ZEP.1.13	Arü lakhit yankhia lubah, tüsho arü yambo thsümünimbah. Arünü thüyambo thsüthsü she, arünü jurü ching müla; arünü kurungasolu thsüthsü she, arünü jurü chingnü yukhu muyung.
ZEP.1.15	Ju nimung ju mulong zhipzhip nimung, lümthsünü tüsho thsünü labah, athsümünim tüsho abahyukkhi nimung, amiting tüsho akhüpdokhi nimung, amo-khüpkhi tüsho kheahde amitingkhi nimung labah, 
ZEP.1.16	chipi ayünkhi kiutobo tüsho amühit aheangpungbo azhihde hulipungpung mütkhi tüsho keochihde azhikhi nimung labah.
ZEP.1.17	Inü hadürü lümthsünü mihtsürübo kheak handarübah, junangde arübo müktukrü nangde atsahbah; tümütüsho arünü 
ZEP.2.1	Rukhüh mukhungang, mukhungang, O machihkhi trükshih, 
ZEP.2.2	hitsüt nangde nü yüna mutsoshihyikinü, 
ZEP.2.3	 yimang, nüsa lomi ching azhihayihrü alala, sherünü api yukhümbo rhimocho; thiyuro-lungki yimang, azhihayih yimang; khükijua 
ZEP.2.4	Tümüde Gaza ju abahyukbah, tüsho Askelon zhikabahbah; Ashdod mihtsürübo animuro yankhita bahbah. 
ZEP.2.5	Ah, keyean larübo, nü Kerethrü trükshih! 
ZEP.2.6	Tüsho nü, O kemungyean ju rimlopung kambah, namfimihnu neakrü ku alampung tüsho mihnu boto yambo kambah. 
ZEP.2.7	Kemungyean ju Juda yamkhün aningkhi yamalo thsüde, ju kheak arünü mihnu boto yimkipbah, tüsho Ashkelon yambo ching arünü azhing ching yapbah. Tümüde 
ZEP.2.8	Moabrü tüsho Amonrünü I mihtsürü mükthsüde arü lomi azhihde kükheangkhi inü sodo. 
ZEP.2.9	Jumonü Wuto 
ZEP.2.10	Ha arü kükheangkhi müthri arü shihcham labah, tümütüsho arünü Wuto 
ZEP.2.11	 mihtrebe thsüde arü azhihbah; apinü lomi thrünpuhbo alala thsümünimbah, tüsho keyeanlobo tüsho kekung-lo trükshihbo alalanü nihbuh dangpung chingnü api ki kingaünbah.
ZEP.2.12	O Ethiopiarü, nüsa she I nukshangnü alaksahbah.
ZEP.2.13	Tüsho dukulim azhihde api khah chungkihbah, tüsho Asiria thsümünimbah; tüsho apinü Nineve ju azhikkhi, loshelo nangde abahkhi akung kamshihbah. 
ZEP.2.14	Moshi, mihnu tüsho mütüm shiwüh lüpdükhi ju ching labah; loshelo lungru tüsho amüsükbe lungru dungjingku kheak labah; lungrunü ayinripit kheak khungbah, khüjaknü ripit-limro kheak khungbah; tümüde cedar sangnü arhimokhi ju aleangkheak labah. 
ZEP.2.15	Ha lülüshishi tüsho tsüde lah dükhi kiuto, anihbenü tha, “ I lah tüsho sheshe müla!” Anihbe küdükhüh athsümünimkhi kamde, mütüm shiwüh yam lah! Anihbe tsahhorü abannü ish thsüchoh tüsho khahduthrung hitchoh.
ZEP.3.1	Ayokhe, athsümünimkhi, amüneankhi, junokhi kiuto! 
ZEP.3.2	Hanü tümü düsheak mani; hanü athsülangkhi müleangkhi. Hanü 
ZEP.3.3	Ju ching atorübo ju ahukkhi kekhüzübo lah; mahkhaprübo ju are tsahbe rimrebo, junangde yapsu khiungde tümü maningshih. 
ZEP.3.4	Wukihrübo mükümkangkhi, müthülünkhi mihtsürübo lah; amükeamrübonü tümü amüsüh lanü ju müneando, arünü yakzan thsümünimdo. 
ZEP.3.5	Ju ching lakhi 
ZEP.3.6	Inü trükshihbo phüta bahdo; arü chipibo athsümünim ching lah; inü arü kiudunglimrobo thsümünima lashihlah, junangde shenü jurü ching mütsahho; arü kiutobo ching mihtsürü mülade zhikabahshihdo. 
ZEP.3.7	Inü tha, “Tsükjide kiutonü I trebah, hanü athsülangkhi lubah; inü arü ki thsangyukhi yumük küyimkishe mümih.” Tüshe arü rhimobo thsümünimpü arünü alü künde kam.
ZEP.3.8	Jumonü 
ZEP.3.9	Ju kim ching inü mihtsürübo kilim atsangkhit yutha khülang jihbah, junangde arü alalanü 
ZEP.3.10	Ethiopia ayungbo hode alakhi chingnü, I kingaünrübo inü hiumüzütshihrünü I kilim kingaün hande arübah. 
ZEP.3.11	Ju nimung nünü I azhihde arhimokhi alala dünkheaknü nü achih müngü; tümüde inü nüsa bolungnü kükheangde asühachihrübo yihkhita bahbah, tüsho nüsanü kheaküa I yo amüsüh müzüng kheak lülüshishi müthsü. 
ZEP.3.12	Tümüde inü nüsa bolung azhihayih tüsho akheamkhibe mihtsürü zojihbah. Arünü 
ZEP.3.13	aningkhi Israel; arünü amülim tümü mürhimo, tüsho akeangyu mütha, yungsho arü mün ching mülapyukkhi mulo müngü. Judüki arünü mihnu boto yimkipbah, tüsho zuhyuka yapbah, tüsho shenü arü mütreshih.
ZEP.3.14	Achangnü khün thsang, O Zion mihtsürü,
ZEP.3.14	ahoang, O Israel!
ZEP.3.14	Asühachihang tüsho nü mulong alalanü asühang,
ZEP.3.14	O Jirusalem!
ZEP.3.15	apinü nü riribo rholode tsoshihdo.
ZEP.3.15	Israel kiulongthsüpuh, 
ZEP.3.15	nünü kheaküa thsümütsü tümü mütre.
ZEP.3.16	Ju nimung Jirusalem ki ha thabah:
ZEP.3.16	Dütre, O Zion;
ZEP.3.16	nü khahbo dükheahkhishih.
ZEP.3.17	Wuto Khülangnü nü khümkhitbah;
ZEP.3.17	apinü nü kurungkheak asühbah,
ZEP.3.17	apinü api muzho ching nü aso kamshihbah;
ZEP.3.17	apinü nü kurungkheak asühde khün thsübah,
ZEP.3.18	thünio nimung nangde inü nü kheaknü thsümütsü hanakhinbah,
ZEP.3.18	junangde nü achih mühan.
ZEP.3.19	Inü ju kim ching nü junorü alala ki rhimobah.
ZEP.3.19	Tüsho inü jingkikrü khümkhitbah tüsho hiumüzüta larü bemukhungbah,
ZEP.3.19	tüsho inü arü achih ngükhi ju mungshi müthrijihbah tüsho alomi alala ching mungthu labah.
ZEP.3.20	Ju kim ching inü nüsa bemukhungchoki nü thüyam lim bedarübah,
ZEP.3.20	tümüde inü nü kuhibo jihlochoki,
ZEP.3.20	nü alomi mihtsürü alala bolung mungthu tüsho mungshi kamshihbah,
HAG.1.1	Darius kiulongthsü mahnepü kam khinu thuruk, atan ni wukihbuh Haggai hode Shealtiel tsührü, Juda kovünor Zerubbabel, tüsho Jehozadak tsührü, achangbe amükeambuh Jihusua kilim 
HAG.1.2	Wuto 
HAG.1.3	Judüki wukihbuh Haggai hode 
HAG.1.4	Ha yam thsümünima lachoki, nüsa a thüyam atsübo ching lapü ha kim a de? 
HAG.1.5	Kheakü jumonü Wuto 
HAG.1.6	Nüsanü hihde mükheando, tüshe nükde yimludo; nüsanü tsühchoh, tüshe küyimkishe nüsa bukmüthsü; nüsanü yungchoh, tüshe küyimkishe nüsa kethürimüri; nüsanü khim phuyuchoh, tüshe sheshe mülamlam, tüsho nüsanü mulomüthsükhi ju akhün bitkhi qiuqiu ching yukpü mulomüthsüchoh.
HAG.1.7	Wuto 
HAG.1.8	Müzüngbo ching wutuang tüsho sang hande arang tüsho thüyam thsüang, junangde inü ju ching asühbah tüsho wüntrebah, 
HAG.1.9	Nüsanü ahihkhüh thsungkheak kheahdo, tüsho kheahang ha anikhüh arüdo; tüsho küyimki nüsanü ju thüyam lim hande arükheanü, inü müta tsoshih. Wuto 
HAG.1.10	Jumonü achanglim thüningbonü ayinke tukloshihdo, tüsho alominü amukhuhpü tuklodo. 
HAG.1.11	Tüsho lomi le müzüngbo kheak, hi kheak, yukhu aso, müdangke, alonü mukhuhshihkhi kheak, mihtsürü tüsho shiwühbo kheak, tüsho nüsa khah rhimo alala kheak kungshihpü inü ji.
HAG.1.12	Judüki Shealtiel tsührü Zerubbabel, tüsho Jehozadak tsührü achangbe amükeambuh Jihusua, ju lung aningkhi mihtsürü alalanü 
HAG.1.13	Judüki 
HAG.1.14	Tüsho 
HAG.1.15	kiulongthsüpuh Darius kam mahnepü, khinu thuruk nimung mukukheak phüyi nipü lakheah.
HAG.2.1	Ju kam mahnepü, khinu thüne, nimung mukukheak khülang nipü, wukihbuh Haggai hode 
HAG.2.2	Kheakü Shealtiel tsührü, Juda kovünor Zerubbabel, tüsho Jehozadak tsührü, achangbe amükeambuh Jihusua tüsho aningkhi mihtsürü alala ki thaang, 
HAG.2.3	Nüsa bolung ha yam adüso tsüdakkhi ngürü sherü aninga la? Nüsanü kheakü küde kheahcho? Nüsa mük ki ha tümü nangde yung de? 
HAG.2.4	Tütüshe kheakü mulong toang, O Zerubbabel, 
HAG.2.5	nüsa Ijip chingnü akhiukchoki inü nüsa ki alokhikhi nangde. I me nüsa lung lah; dütre. 
HAG.2.6	Tümüde Wuto 
HAG.2.7	tüsho inü trükshih alala niukbah, junangde trükshih rahpungbo arübah, tüsho lakhitnü ha yam inü amishihbah, Wuto 
HAG.2.8	Shotoyinchi I yo, tüsho suna I yo, Wuto 
HAG.2.9	Ha yam ashulim lakhit ju adüso kheaknü atobe labah, Wuto 
HAG.2.10	Darius kam mahnepü ching, khinu tuku, nimung mukukheak phüyi nipü, wukihbuh Haggai hode 
HAG.2.11	Wuto 
HAG.2.12	Khürünü khim napkhi ching amüsühkhitkhi shih hansho, tüsho anapkhinü yikhap, yungsho awo, yungsho yukhu, yungsho müdangke, yungsho tsühyungpü khürü qiusho, ju amüsüh kamcho de? Amükeamrübonü alo, “ Yung.” 
HAG.2.13	Judüki Haggainü tha, “ Khürünü ashemi qiubahle mümüsühkhinü harü khürü qiusho, ha amümüsüh kamcho de?” Amükeamrübonü alo, “Am, ha amümüsüh kamchoh.” 
HAG.2.14	Haggainü tha, junangde ha mihtsürü tüsho I miki lakhi trükshihbo kheak hade lah, 
HAG.2.15	Tüshe kheakü, khihninü tümü dünjibanü lümakheahang. 
HAG.2.16	nünü hi wumujung ching khahngak 200 ngüpü mükkin thsüde yü, tüshe 100 lakheah. Nünü pangjiphüh chingnü yukhu pungdüchi 100 khippü yü, tüshe 40 lang alakheah. 
HAG.2.17	Inü nüsa le nüsa khah rhimo alala tukthsü-mü le mokri tüsho arunü shik; tütüshe nüsanü I kilim murholo, 
HAG.2.18	Ha nimung, khinu tuku, nimung mukukheak phüyi ninü lümakheahang. 
HAG.2.19	Jakam ching müjih khürü aninga la shi? Kurungaso, khubasodung, tsarümkiu tüsho oliv-dungnü kheaküshe tümü maso de? Khihninü ründe inü nüsa müngühjihbah.
HAG.2.20	Ju khinu, nimung mukukheak phüyi nipü 
HAG.2.21	Juda kovünor, Zerubbabel ki thaang, Inü thüningbo tüsho alomi niukpü thsüchoh, 
HAG.2.22	tüsho kiulongthsübinkiubo lah-a bahpü lah; inü trükshih kiulongthsübo sühmüh thsümünimbah tüsho khoralolungbe le aberübo lah-a bahpü thsüchoh; tüsho khorabo le aberübo nihbuh zangzang mihbüm aban keoniorü nukshangnü akeambah. 
HAG.2.23	Wuto 
ZEC.1.1	Darius kam mahnepü, khinu tizheah ching Iddo tsührü Berekia tsührü wukihbuh Zekaria kilim 
ZEC.1.2	 nüsa jipürü kheak khide bukakhiukde alakheah. 
ZEC.1.3	Jumonü arü ki thaang, Wuto 
ZEC.1.4	Nüsa jipürü nangde düla, sherü ki akhuhlim wukihrübonü zhiyuk, “ Wuto 
ZEC.1.5	Nüsa jipürübo, arü küching la? Tüsho wukihrübo, arü lünnü la shi? 
ZEC.1.6	Tüshe I yubo tüsho I yakzanbo, küpü inü I yamlarübo tüsho wukihrübo ki thiyukhüm jihkhea, jurünü nüsa jipürü müyanphuhkhea de? Jumonü arünü mulong müthri tüsho tha, “ Wuto 
ZEC.1.7	Khinu thürükheak khülang nimung mukukheak phüyi nipü, Shebat khinu, Darius kam mahnepü ching, Iddo tsührü Berekia tsührü wukihbuh Zekaria kilim 
ZEC.1.8	Azhing ching inü mihtsürü khülang khora amürüm kheak binde ngüdo! Api ju jindükhün ching martel sangbo lung zhipde alakheah; tüsho api dunglim ju khorabo amürüm, mürümmuchu tüsho amüye zhipde alakheah. 
ZEC.1.9	Judüki inü tha, “ I tungpuh, harü ha tümü a?” I ki asukde alabuh yunirünü I ki tha, “Arü tümüanü inü nü ki huhbah.” 
