GEN.1.1	Mebineŋ tububihila Bepaŋdi kunum eŋ kwet yehitubumintaguk. 
GAL.3.11	Yodoko Mede diniŋ maaneŋ hatibune Bepaŋdi nadiune yomhik dapmaune walandadok tuwot moŋ. Unduŋ doktiŋa mede yendi didimeniŋ hinek yolak. “Nediyeŋ Bepaŋ’walaŋ dawi gineŋ walaniŋ hatibaak adi nadisukilitiŋiŋ doktiŋa hatihati kahilewaak.” 
GAL.3.12	Yodoko Mede folooŋ adi nadisukilitidok mu yoŋit. Uyadi indiŋ yoŋit. Yodoko Mede keleeŋ kwanaiŋiŋ tubudapmawaakdi kedem hatiluwaak.
GAL.3.13	Youkudip Mede niŋ indiŋ hatak, “Meeniŋ bem foloŋ yehitebiŋit adi yadi hakidok gigit.” Biyagoŋ kuyoŋ, Jesu adi unduŋ tiŋa indi’walaŋ haki nilom-moŋgokuk, tiŋa Yodoko Mede diniŋ haki u tumolokutnimguk. 
GAL.3.14	Kaŋ Jesu Kilisto doktiŋa Abalaham diniŋ kahaŋdi meeniŋ hogohogok kedem yehikahaŋnewaak. Ala Bepaŋdi koom Munabulidok yofafaŋeguk uyadi nadisukiliti tiŋa moŋgokam.
GAL.3.15	Notneye, nu yadi nemek fiili gineŋ kamekaaŋ yobe. Meeniŋ niŋ adi kumuŋbene kohoŋdikidok gigit yeniŋguk u nebek niŋdi ulaŋa wahiŋkade mede niŋ tuwot mu yobek. 
GAL.3.16	Unduŋ doktiŋa nadisukiliti diniŋ kohoŋdiki adi Abalaham eŋ yalakiŋiŋdok-ku yeniŋit oŋ. Yalakiŋiye feedok mu yoŋit. Kubugoŋdok hogok yoŋit, uyadi Kilistodok-ku yoŋit oŋ. 
GAL.3.17	Nu indiŋdok yolat. Bepaŋdi koomkwaha nadisukiliti diniŋ kohoŋdiki wondiniŋ gigit yoguk, kaŋ mindaŋkade gulet 430 dapmaune Yodoko Mede yobihikuk. Ala Yodoko Mede
GAL.3.18	Nadisukiliti diniŋ kohoŋdiki uye Yodoko Mede doktiŋa moŋgotdok hale tuguk binek adi gigitmede doktiŋa moŋgotdok tuwot mu tibe tuguk. Bepaŋ adi yadi nadisukiliti diniŋ kohoŋdiki uyadi siloŋŋiŋ doktiŋa Abalaham mimiŋdok gigit niŋguk.
GAL.3.19	Kei! Kaŋ Yodoko Mede maŋgande yoŋit? Uyadi mede wobu doktiŋa yobihiliŋit, ala fafaŋeniŋ hahatdok moŋ. Abalaham’walaŋ yalaki, gigitmede diniŋ molom, mintaune tabadok yoŋit. Yodoko Mede uyadi aŋelo mahikdi yoŋit, tiŋa Moses me lekiŋgoŋnik foloŋ nihikiula hatiguk adi’walaŋ kohoŋ foloŋ kameŋit. 
GAL.3.20	Me lufom adi mede yofafaŋe titiŋdok nadiŋa meeniŋ yehikiula me lekiŋgoŋ hatilak adut kedem tidemek. Iŋgoŋ Bepaŋ adi kubugoŋ doktiŋa ne hogok Abalaham gut yofafaŋeguk.
GAL.3.21	Kaŋ Yodoko Mededi Bepaŋ’walaŋ gigitmede kelekulaŋa kibikoŋ tilak be? Unduŋ titiŋdok hatuwek binek adi biyagoŋ Yodoko Mededi yom tubufikudapmaaŋ hatihati fofooŋ nimiliwek. 
GAL.3.22	Meeniŋ wanakaŋ hogohogok kadakaniŋ diniŋ folok gineŋ hatiyam. Mebinik unduŋ Youkudip gineŋ yobihikiŋ. U biyagoŋ kuyoŋ, ala Jesu Kilisto nadisukilitimiŋa gigitmede diniŋ folooŋ moŋgotneem, u hogok hatak.
GAL.3.23	Judahi indi koomkwaha nadisukilitinit mokit hatiyanene Yodoko Mededi nihi-ibiune folok gineŋ hakanene nadisukiliti diniŋ gigitmededi miŋgoŋ mintahautaguk. 
GAL.3.24	Unduŋ doktiŋa Yodoko Mededi nihitubu-didimeeŋ Kilisto’walaŋkade nipmeguk, uyadi nadisukilitinit tinene yomnik dapmaune Bepaŋ dut kifolok titiŋdok unduŋ tuguk.
GAL.3.25	Indi yadi nadisukiliti diniŋ talik mintaune u takaliŋa unene Yodoko Mededi nihitubu-didime kwanai tuguk u agaŋ dapmalak. 
GAL.3.26	Kaŋ hidi yadi Jesu Kilisto nadisukilitimiiŋ doktiŋa wanakaŋ hogohogok Bepaŋ’walaŋ wapmihiŋiye tigiŋ hatiiŋ. 
GAL.3.27	Imeyout tihamuŋa Kilisto dut hehitomboyouliŋit hidi wanakaŋ hogohogok Kilistodi dahidahihik tubune dahiune foguk. 
GAL.3.28	Kaŋ wendoktiŋa Juda me eŋ Gilik me, loloŋnit eŋ fofoŋnit, me eŋ tam, molomolom hatihati u dapmaune hidi wanakaŋ hogohogok Kilisto Jesu dut kadiŋa kubugoŋ tiiŋ. 
GAL.3.29	Hidi yadi Kilistodok gigit tigiŋdi Abalaham’walaŋ yalakiŋiye folooŋ hinek hatiiŋ. Unduŋ tiŋa gigitmededi yolak wendok tuwolit kohoŋdiki moŋgo hatineeŋ.
GAL.4.1	Niŋ indiŋ yobene nadineŋ. Mihi-kabe niŋ adi beu kumiŋ’walaŋ kohoŋdiki u agaŋ molom tilak iŋgoŋ fiit tipilapilaye mihi dabugoŋ hatilak. 
GAL.4.2	Adi unduŋ hatilune kokoŋ be naŋgat dikiŋiyedi beu’walaŋ kohoŋdiki u moŋgo bopnemiŋa yabudokolune beudi nai tuguk u dulawek. 
GAL.4.3	Indi maaŋ undugoŋ hatigumun. Koomkwaha welenikdi ŋakŋak hatiŋila kwet diniŋ munabuli hogohi noli wendok tipilapilaye kwanai hati tugumun. 
GAL.4.4	Kaŋ mindaŋkade nai tiŋit foloŋgoŋ Bepaŋdi mihiŋiŋ kameune tam’walaaniŋ mintaaŋ Yodoko Mede takaliŋa adi’walaŋ falipmeŋ hatiguk. 
GAL.4.5	Uyadi indi Yodoko Mede diniŋ folok gineniŋ fiyakutnimbune Bepaŋ’walaŋ wapmihiŋiye titiŋdok unduŋ tuguk. 
GAL.4.6	Kaŋ hidi agaŋ wapmihiŋiye tigiŋ doktiŋa Bepaŋdi Mihiŋiŋ diniŋ Munabuli welenik gineŋ niŋkulune fooŋ indiŋ kutibulabulayelak, “O Me Baŋ, Betnik Momooŋ.” 
GAL.4.7	Unduŋ doktiŋa hidi tipilapilaye wapmihi moŋ, adi wapmihiŋiye hinek hatiiŋ. Ala unduŋ hatiŋila Bepaŋ’walaŋ siloŋ tobogoŋ doktiŋa kohoŋdiki diniŋ molom hatiiŋ.
GAL.4.8	Hidi koomkwaha Bepaŋ mu nadimiŋa bepaŋ yalayalaŋ hatihatihinit mokit adi tipilapilaye tiyem hatiyagiŋ. 
GAL.4.9	Ala mindaŋkade Bepaŋ nadimiŋgiŋ. Folooŋ adi indiŋ. Bepaŋdi nadihamuŋa kutihanimbu buŋa nadisukiliti tigiŋ. Hidi undihidi maŋgoŋde kotigoŋ kwet diniŋ munabuli saŋiniŋhinit mokit, eŋ folooŋhinit mokit, adi’walaŋkade wooŋ tipilapilaye tiyemiiŋ? 
GAL.4.10	Unduŋ tiŋa gulet mebimebi
GAL.4.11	Kwanainedi hidi’walaŋkade folooŋnit mokit tibaakneŋ yoŋa nadimulap kisaŋ tihatilat.
GAL.4.12	Notneye, nu hanimbulabulayeeŋ yobe. Nu hiditok tuwolit tugut doktiŋa hidibo nutok tuwolit tineeŋ. Hidi nemek kadakaniŋ mu tinamgiŋ. 
GAL.4.13	Nu koom yagit folofigita nadiŋila Mede Momooŋ haniŋgut. U agaŋ nadiiŋ. 
GAL.4.14	Kaŋ foloone gweheye mohinek tulugut iŋgoŋ hidi nutok nadihaŋinda mu tigiŋ, eŋ lakata mu tigiŋ. Moŋ, hidi adi nabune Bepaŋ’walaŋ aŋelo niŋ nabugoŋ tugut. Eŋ Kilisto Jesu dabugoŋ tubune naninehimanegiŋ. 
GAL.4.15	Ai! nai uŋaniŋ yonadifo tigiŋ u dediŋ tiŋa dapmalak? Hidi dauhik kiliki tamali nu namdok hale tuguk binek kedem undugoŋ tinetigiŋ, iŋgoŋ unduŋ titiŋdok tuwot moŋ doktiŋa mu tigiŋ. Uyadi biyagoŋ nadiŋa yolat. 
GAL.4.16	Kaŋ nai indidegoŋ mede folooŋ hanimbe nabune memikhikbe tilat? 
GAL.4.17	Meeniŋ noliyeŋ weleyouyout tihamiiŋ uyadi nihiulitawa tine tiiŋ, ubo kaŋ. Hidi adi yehiulihidok nadisuŋa unduŋ tiiŋ. 
GAL.4.18	Nemek momooŋ ulihihinaka titiŋdok uyadi kedem. Uyadi wooŋ hidut hatibene hogok moŋ, helemahelemaŋ tubune tuwot tibek.
GAL.4.19	Wapmihineye, nu hiditok welefigita adi tamwoidi wapmihi yanagitne folofigita nadiiŋ wondok tuwot nadilat. Tiŋa Kilisto’walaŋ titiŋ mintahinakadok folofigita uyadi uŋgoŋ hati nadiluwaat. 
GAL.4.20	Nu hidigut hatiliwit binek adi mede momooŋ kedem haniliwit, iŋgoŋ mokoŋ doktiŋa hiditok nadibedi tiŋa dediŋ tiŋa hehitubu-lodawit yoŋa nadilat.
GAL.4.21	Haninadiwe nanineŋ, Yodoko Mede tipilapilaye timindok yoiŋ, hidi mede wondiniŋ mebi maaŋbe nadiiŋ? 
GAL.4.22	Biyagoŋ kuyoŋ, uŋoŋ indiŋ youliŋit. Abalaham’walaŋ mihiyat lufom mintagumuk, niŋ tipilapilaye wabidi nagikuk, eŋ niŋ tamŋiŋ hinekdi nagikuk. 
GAL.4.23	Ala tipilapilaye wabidi nagikuk uyadi meeniŋdi mintaiŋ talik gineŋ mintaguk, eŋ tamŋiŋ hinekdi nagikuk adi yadi Bepaŋ’walaŋ gigitmede hakuk wondok tuwolit mintaguk. 
GAL.4.24	Ala mede wondiniŋ faki indiŋ hatak. Tamyatdi nemek tugumuk uyadi yofolok mede lufom hakamuk wondiniŋ welewele tugumuk. Yofolok niŋ Sainai kweboboe foloŋ tiŋit, adi’walaŋ kayoŋbop adi tipilapilaye kwanai tigiŋ ala wondiniŋ welewele ye Hagadi tuguk. 
GAL.4.25	Haga adi Sainai kweboboe, Alabiya kwetneŋ itak, wondiniŋ wou niŋ. Eŋ Jelusalem yokwet adi Sainai kweboboe gut tuwolithik kubugoŋ tiyamuk. Biyagoŋ kuyoŋ, adi’walaŋ kayoŋbop adi tipilapilaye kwanai iŋgoŋ tiiŋ. 
GAL.4.26	Eŋ Jelusalem yokwet niŋ wahiŋ kunum gineŋ foloknit mokit itak wondi Sela nabugoŋ tilak. Biyagoŋ kuyoŋ, yokwet wondi meenik hinek tilak. 
GAL.4.27	Youkudip Mede niŋ indiŋ hatak.
GAL.4.27	“Tam yamuniŋ tiŋa wapmihi mu yehitubu-mintaguŋ, du welemomooŋ nadiweŋ.
GAL.4.27	Wapmihi tubumintadok folofigita mu nadilaŋ, du welemomooŋ nadiŋa nadifo tibeŋ.
GAL.4.27	Tam yohoinit adi wapmihiŋiye lufom-kabe yabudokolak.
GAL.4.27	Yohoinit mokitdi wapmihi fee yabudokowaak.”
GAL.4.28	Notneye, hidi yadi Aisak wele tiŋa gigitmede diniŋ folooŋ mintagiŋ. 
GAL.4.29	Kaŋ koomkwaha mihi magineŋ mintagukdi Munabuli’walaŋ mede foloŋ mintaguk adi memik timiŋguk. Kamiŋ i kudi undiniŋgoŋ hatak. 
GAL.4.30	Kaŋ Bepaŋ’walaŋ mededi dediŋ yolak? Tipilapilaye waabi adi mihiŋiŋdut yehikelekulune udemeek. “Tipilapilaye waabi diniŋ mihidi tamŋiŋ hinek’walaŋ mihi dut kohoŋdiki wanaŋ mu yabukahilewaak.” 
GAL.4.31	Unduŋ doktiŋa notneye, indi yadi tipilapilaye wabi’walaŋ yalakiŋiye moŋ. Indi yadi tamŋiŋ hinek’walaŋ yalakiŋiye.
GAL.5.1	Foloknit mokit hatidok Kilistodi fiyakutnimguk. Unduŋ doktiŋa nebek niŋdi folok gineŋ hapmeŋ tipilapilaye kwanai titiŋdok hanimbune moŋ yeniyaneeŋ. 
GAL.5.2	Nu Poldi indiŋ hanimbe nadineŋ. Hidi foloohik foloŋ Judahi’walaŋ fek tubune Kilistodi hidi’walaŋkade folooŋnit mokit tibaak. 
GAL.5.3	Kotigoŋ gigineeŋ hanihinakawit, nebek niŋ adi folooŋ foloŋ Judahi’walaŋ fek tibaak adi yadi Yodoko Mede hogohogok wanaŋ tilodapmaune tuwot tibaak. 
GAL.5.4	Yodoko Mede tilonene yomnik dapmaŋdok yoiŋ, hidi yadi Kilisto gut yofolok tigiŋ u agaŋ dokolak eŋ siloŋ tobogoŋ u hidi’walaŋkade folooŋnit mokit tilak. 
GAL.5.5	Kaŋ indi yadi Munabuli’walaŋkade ulodikilitiŋa nadisukiliti tinene yomnik dapmandok nadiŋila hatiyam. 
GAL.5.6	Kilisto Jesu’walaŋkade wooŋ feknit hatihati eŋ feknit mokit hatihati u wanaŋ folooŋnit mokit yodok. Nadisukiliti diniŋ kudi adi welesiloŋ mintaune wendok kubugoŋ folooŋ yodok.
GAL.5.7	Hidi Jesu’walaŋ Mede Momooŋ talik gineŋ kedem tububihila yaugiŋ. Yaulune nebek niŋdi kamehep tihambune mede folooŋ hinek sigilulum timiŋgiŋ. 
GAL.5.8	Kwanai hogoli u Bepaŋ’walaŋkade mu mintaguk. Adi yadi hanihehimane tilak. 
GAL.5.9	Kale buukaŋŋiŋ adi nemek kambaŋgit hinekdi nanaŋe kabot gineŋ foune nanaŋe wanaŋ buukadapmawek. 
GAL.5.10	Hidi nu’walaŋ mede mu wabineeŋ. Uyadi Wapum doktiŋa hiditok nadibedi mu tiŋa yolat. Eŋ meeniŋ wendi be wendi welehik tubufilaak adi yadi wendiniŋ yomdok kibikoŋ moŋgolaak. 
GAL.5.11	Notneye, nu yadi meeniŋ Judahi’walaŋ feknit titiŋdok yenimbe tugut binek memik dediŋ tiŋa tinamne tigiŋ? Unduŋ yenimbe tugut adi koloŋdabekdok nadikadaka u maaŋ dapmawe tuguk. 
GAL.5.12	Welehik eŋ nadinadihik ula tifoiŋ, meeniŋ undihi adi sigihik gitnem diki hogok moŋ, folooŋ wanaŋ dobukut titiŋdokbo yoŋ!
GAL.5.13	Notneye, hidi yadi foloknit mokit hatidok hanihehimaneŋit. Iŋgoŋ oŋ, foloknit mokit hatihatidi yooŋ tihambune foloohik diniŋ mede tiloloŋdok moŋ, adi welesiloŋnit kitubuloda titiŋdok hanihehimaneŋit. 
GAL.5.14	Biyagoŋ kuyoŋ, Yodoko Mede kiulaŋa indiŋ yoŋit, “Datok nadilaŋ undugoŋ nokedok nadiluwaaŋ.” 
GAL.5.15	Hidi yadi medehikdi tosiwe tiŋa kiutkiut titawooŋ liweneeneŋ yoŋa munte mede i hanilat.
GAL.5.16	Unduŋ doktiŋa indiŋ yolat, hidi yadi Munabuli’walaŋ saŋiniŋ foloŋ ulodikilitiŋa hatiyaneeŋ. Unduŋ tiŋa welehik komi diniŋ siloda kwanai mu tiyaneeŋ. 
GAL.5.17	Biyagoŋ kuyoŋ, welehik komi’walaŋ nadigalikadi Munabuli sikele tilak, eŋ Munabulidi welehik komi sikele tilak. Biyagoŋ hinek, adi yadi unduŋ tiŋa mindobu tubune hidi nemek tine yoiŋ u kedem mu lodaaŋ tiiŋ. 
GAL.5.18	Munabulidi hehitubu-lodaaŋ hanagilune Yodoko Mededi me bomboŋgi mu tihambaak.
GAL.5.19	Welehik komi diniŋ kwanai u hebihat mu tilak, uyadi indiŋ hatak. Kefifile, timadimadike, tinanadifo, 
GAL.5.20	kwet yabaweŋ gikiŋgoŋ tiyemtiyem, upmuŋ sitnaŋ, mik-kwadi, kinintiŋafo, me noli’walaŋ nemenemekŋiŋ doktiŋa kanadigalika, kwihita, mede kiyokiyo, danedane, danepupuhene, 
GAL.5.21	yofitet, ime fafaŋeniŋ be kale nanaŋe wapum nanaŋ, eŋ nemek noli. Nemek undihidok agaŋ koom haniŋgut, ala i kotigoŋbo hanimbe. Nediyeŋdi kadakaniŋ yotafomun u tineeŋ, adi yadi kunum foloŋ Bepaŋ’walaŋ hatihati momooŋ hatak u mu kahileneeŋ.
GAL.5.22	Kaŋ Munabuli diniŋ titiŋ adi indiŋ hatak. Welesiloŋ, nadifo, kulema, welekulema, nadiloda, titiŋ kedem, mede yoyam u didimeŋgoŋ takalitakali, 
GAL.5.23	kulemaŋgoŋ, welenikdi dokoniŋgoŋ hatihati. Biyagoŋ hinek kuyoŋ, Munabuli diniŋ titiŋ i yotafoyam i titindok adi kamehep nemu hatak.
GAL.5.24	Kilisto Jesudok gigit hatiiŋ adi yadi hatihatihik komi siloda eŋ kadakaniŋ diniŋ weleyouyoutnit u agaŋ koloŋdabek foloŋ ulune dapmaguk. 
GAL.5.25	Uŋgoniŋ Munabulidi hatihati nimilak, doktiŋa Uŋgoniŋ Munabuli nadiminene hatihati be titiŋnik hogohogok gineŋ kedem nihititiŋeneune takaliyaneem. 
GAL.5.26	Sigitiŋalo tiŋa kinintiŋafo mu tiyaneem, tiŋa undugoŋ nemenemek meeniŋ noli’walaŋ wendok yabunadigalika mu tiyaneem.
GAL.6.1	Notneye, meeniŋ niŋdi gweheyeeŋ kadakaniŋ tubune Munabulinit hatiiŋ hidi kulemaŋgoŋ yonadiŋa meeniŋ undiniŋ u nintubudidime tiyaneeŋ. Unduŋ tiŋa da maaŋ tikamanda gineŋ gweheyewaaneŋ ala momooŋgoŋ diwedakaleeŋ hatiluwaaŋ. 
GAL.6.2	Nemek hehitubu-malabuda tilak u kitubuloda tiŋa tubulodayaneeŋ, unduŋ tiŋa Kilisto’walaŋ yodoko mede kedem takalineeŋ. 
GAL.6.3	Meeniŋ niŋ adi nemek folooŋ mu tiŋa netok nadiune loloŋnit tibaak, meeniŋ undiniŋ adi ne’niŋ yalaŋŋiŋ diniŋ mebi yobihilaak. 
GAL.6.4	Unduŋ doktiŋa meeniŋ niŋ adi ne’walaŋ hatihatiŋiŋ diniŋ mebi kanadi tuluwaak. Ala youtumba mede uyadi netok tiŋa mintawaak, meeniŋ niŋdok tiŋa moŋ. 
GAL.6.5	Kwanai diniŋ malabumuŋ daneŋit uyadi molomgoŋ yabudokodok. 
GAL.6.6	Bepaŋ’walaŋ Mede Momooŋ hanindidime tiiŋ heki adi yadi nemek mebimebi welesiloŋ tiŋa yemtoi tiyaneeŋ.
GAL.6.7	Bepaŋ talamut tinene kibinit mokit halaak, unduŋ nobu yogene. Wadi moŋ hinek! Meeniŋ nediyeŋ kwanai tibaak adi hatigene kwanaiŋiŋ diniŋ folooŋ uŋakoŋ bewaak. 
GAL.6.8	Niŋ adi weleŋ komidok kwanai tibaak adi yadi hatigene weleŋ komi diniŋ folooŋ hamdok gigit tibaak. Eŋ niŋ adi Munabuli’walaŋ kwanai tibaak adi yadi hatigene Munabuli diniŋ folooŋ hatihati fafaŋeniŋ kahilewaak. 
GAL.6.9	Titiŋ momooŋ adi nadilakatanit mokit tiyaneem, ala mu nobu gweheyeneem adi kougoŋ hatigene duhuduhu wapum tubumintaneem. 
GAL.6.10	Unduŋ doktiŋa nai hatnimilakneŋgoŋ meeniŋ hogohogok yehitubu-lodayaneem. Unduŋ tiŋila meeniŋ notniye nadisukilitihinit nemek wapumgoŋ tiyemaneem.
GAL.6.11	Hidi kunat kitili wapum i kaneŋ, nu na’walaŋ kohonedi youhamulat. 
GAL.6.12	Biyagoŋ kuyoŋ, meeniŋ adi nohiye nolidi me didimehi yenindok yoŋa hidi maaŋ sigihik foloŋ Judahi’walaŋ fek titiŋdok haniŋgigineiŋ. Adi yadi Kilisto koloŋdabekŋiŋdok tiŋa folofigita nadineeneŋ yoŋa unduŋ tiiŋ. 
GAL.6.13	Sigihik foloŋ Judahi’walaŋ fek tigiŋ meeniŋ woŋ, nehi adi Yodoko Mede mu takaliiŋ. Adi yadi hogok hidi feknit tiŋa adut tomboyoulune nehitok nadiune loloŋnit titiŋdok nadiiŋ.
GAL.6.14	Nu na be, be me noli’walaŋ wohiye u tuwot mu yenintilowit. Mokoŋ. Nu adi Jesu Kilisto wou hogok nintilowit. Biyagoŋ, adi koloŋdabek foloŋ agaŋ kumuŋguk, doktiŋa nu adi wendok hogok nadifo tilat. Eŋ Jesudi koloŋdabek foloŋ kwanai tuguk, wendi kwetfoloŋ diniŋ titiŋ kadakaniŋ nadinadine gineŋ hakuk u ulukumuŋguk. Kaŋ wondi nu na agaŋ koloŋdabek foloŋ kumuŋgut, unduŋ tuguk. Unduŋ doktiŋa nu kotigoŋ kwetfoloŋ diniŋ titiŋ kadakahi u kotigoŋ mu yehikeleeŋ tuluwaat. 
GAL.6.15	Foloonik foloŋ Judahi’walaŋ feknit hatihati be feknit mokit hatihati wendi folooŋ moŋ. Hatihati kobuli wendi folooŋ tilak. 
GAL.6.16	Biyagoŋ kuyoŋ, meeniŋ unduŋ nadi hatiiŋ, adi Bepaŋdi siloŋ tobogoŋ tiyembune adi’walaŋkade welekulemadi haliwooŋ halaak, tiŋa Bepaŋdi Isilae metam netok yabukahileguk, adi’walaŋkade maaŋ.
GAL.6.17	Yoŋ adi nebek niŋdibo kwanaimiŋ kotigoŋ mu nambaak. Nu yadi Wapum’walaŋ kwanai tibene folofigita namgiŋ wondiniŋ wedebit foloone foloŋ halune kamehatilat.
GAL.6.18	Notneye, Wapumnik Jesu Kilisto’walaŋ siloŋ tobogoŋdi welehik gineŋ hatuwaak. U biyagoŋ.
EPH.1.1	Pol nu Bepaŋ’walaŋ nadinadi takaliŋa Jesu Kilisto’walaŋ aposel tugutdi Efesohi Bepaŋ’walaŋ metam, Kilisto Jesu biyagoŋ hinek nadisukilitimiiŋ hiditok pepa i kamehamulat. 
EPH.1.2	Betnik Bepaŋ eŋ Wapum Jesu Kilisto adi’walaaniŋ siloŋ tobogoŋ eŋ kulema hidi’walaŋkade haliwooŋ hatuwaak.
EPH.1.3	Wapumnik Jesu Kilisto’walaŋ Bepaŋ eŋ Beu, adi Kilisto doktiŋa munabulinik tubulodadok kunum gineniŋ kahaŋ mebimebi tinimguk. Unduŋ doktiŋa wou nintilooŋ niutumbayaneem. 
EPH.1.4	Adi koomkwaha hinek kwet diniŋ daŋiniŋ hakiliti mu mintalune namanda gineŋ welenik walaniŋ eŋ kadakaniŋnit mokit hatidok nadiŋa Kilisto gut kadine netok gigit nihidaneguk. 
EPH.1.5	Biyagoŋ kuyoŋ, adi yadi timeŋ nadiune hakuk ala Jesu Kilisto doktiŋa welesiloŋ tinimiŋa wapmihiŋiye hatidok ninindapmaguk. 
EPH.1.6	Adi yadi mihiŋiŋ momooŋ doktiŋa siloŋ tobogoŋ saŋiniŋnit tinimguk ala kibi indibo tonadifo tiŋa niutumbayaneem.
EPH.1.7	Jesu adi naŋgatŋiŋdi tuwanik kameune nihisidokoune Bepaŋdi kadakaniŋnik tumolokutnimguk. Biyagoŋ kuyoŋ, uyadi siloŋ tobogoŋŋiŋ fuliŋgoŋ hinek imeŋgwaŋ nabugoŋ halimilak doktiŋa unduŋ tuguk. 
EPH.1.8	Ala uyadi nadinadi fuliŋgoŋ eŋ nadidakale hinek diniŋ hinaulibiŋiŋ gineŋ tiulidokooŋ welenik gineŋ kadahinimguk. 
EPH.1.9	Unduŋ tiŋa yeguk e’ ne kubugoŋ mede koom nadiune tuwot tubune Kilisto foloŋ yofafaŋeguk u hebiniŋ hali buguk doktiŋa indiŋ ninimbihikuk:
EPH.1.10	“Nu didimeniŋgoŋ katuwalene wooŋ nai tugut foloŋgoŋ usuwaune Kilistodi nemenemek hogohogok, kunum gineŋ be kwetfoloŋ, kiudapmaaŋ wendiniŋ molom hinek tibaak.”
EPH.1.11	Bepaŋ nemenemek hogohogok ne nadidapmaaŋ yokwambunda tilakdi Kilisto aditegoŋ tiŋa koomkwaha nihitubudakaleeŋ netok nibukahileeŋ ninindapmaguk. 
EPH.1.12	Adi indiŋ yoŋa nibukahileeŋ ninindapmaguk: Indi timentimeŋ tububihila Jesu Kilistodok nadikunakunale tihatigumundi adi’walaŋ wougigit holiholiŋenit wondoktiŋa u hati-niutumbayaneem. 
EPH.1.13	Ala hidi maaŋ mede folooŋ hinek eŋ hehitubu-lodadok Mede Momooŋ u nadidahi tiŋa Kilisto nadisukilitimiŋgiŋ. Unduŋ doktiŋa Uŋgoniŋ Munabuli timeŋ nimdok yokwambundaguk u hambune adi’walaŋ feknit tigiŋ. 
EPH.1.14	Kunum gineniŋ bomboŋ inditok gigit hatak wondiniŋ yofolok u Uŋgoniŋ Munabuli nimŋit. Unduŋ tiŋa Bepaŋ ne wou wapum loloŋnitdok tonadifo wapum titiŋdok Munabulidi meŋimeŋiye indi’walaŋkade kwanai tububihikuk u titawooŋ tubudapmawaak.
EPH.1.15	Kaŋ hidi Wapum Jesu nadisukilitimiiŋ eŋ meeniŋ nadisukilitihinit notniye hogohogok welesiloŋ tiyemiiŋ, wondiniŋ mede kahat nadigut doktiŋa 
EPH.1.16	helemahelemaŋ hiditok nadisuŋa Wapum welemomooŋ nadimiŋa niutumbalat. 
EPH.1.17	Unduŋ tiŋa hiditok tiŋa Bepaŋ indiŋ ninadilat. Wapumnik Jesu Kilisto adi’walaŋ Bepaŋ eŋ Beu tinahukutŋiŋ hautanit hinek, adi Uŋgoniŋ Munabuli hambune Wapum’walaŋ mebi u kedem hanimbihilune nadidakaleeŋ nadinadi fuliŋgoŋ u moŋgokaneeŋ. 
EPH.1.18	Unduŋ tiŋa welehik diniŋ dauhik tubutombune Wapumdi hanagila kunum diniŋ nemek momooŋ hiditok gigit yoguk u hanindakaleune kaŋ wondok nadiune folooŋ tuluwaak. Eŋ netok mebit hidi kunum diniŋ hatihati fafaŋeniŋ hamulak wondok maaŋ nadikunakunale tiŋa hatiyaneeŋ. 
EPH.1.19	Eŋ nadisukilitininit indi’walaŋkade saŋiniŋŋiŋ wapum kakaŋ hinekdi kwanai tilak indigoŋ tuwot tubumintaguk, wondok maaŋ nadiune folooŋ tibaak.
EPH.1.20	Saŋiniŋ wondiniŋ mebi indiŋ: Kilisto kumuŋ gineniŋ tubukaikaaŋ kunum gineŋ kohoŋ didimeniŋneŋkade kameeŋ miŋgoŋ tubumintanimguk. 
EPH.1.21	Unduŋ tiŋa munabuli eŋ gapman eŋ mapme, be metam saŋiniŋhinit be wohikgigit loloŋnit hatiiŋ, adi’walaŋ loloŋnit wapum kameguk. Unduŋ doktiŋa kwetfoloŋ be kunum foloŋ wohikgigit hatak wondi haŋindalak. Uyadi nai kobudok hogok moŋ, uyadi fafaŋeniŋ undugoŋ hatuwaak. 
EPH.1.22	Unduŋ tiŋa nemenemek hogohogok hebeŋ foloŋ tubudumula kayoŋ falipmeŋ yehibopneeŋ Yabudokohik hatidok nindapmaaŋ, kayoŋbop’walaŋ Kadoko wapum kameguk. 
EPH.1.23	Kaŋ adi kayoŋ kohoŋ tubune ne’niŋ titiŋŋiŋdi dahitoki timilak, unduŋ tiŋa ne kwetkwet tokidapmaaŋ hatiŋila nemenemek hogohogok yabudokodapmalak.
EPH.2.1	Hidi koomkwaha kadakaniŋ hogoli hinek tiŋa kumuhi hatigiŋ. 
EPH.2.2	Uyadi kwetfoloŋ hatihati tali foloŋ hatigiŋ. Unduŋ hatiŋila kunum kwet lekiŋgoŋhik foloŋ hamap hatakneŋ uŋoŋ munabuli hogohi hatiiŋ adi’walaŋ mapmehik’walaŋ mede tiloloŋ tihatigiŋ. Adi’walaŋ munabulidi nai indidegoŋ biyagoŋ hinek metam mede wobuhinit’walaŋkade kwanai tilak. 
EPH.2.3	Indi maaŋ koom aditok tuwolit hatidapmaaŋ welenik komi diniŋ nadigalika moŋgola hatigumun. Tiŋa foloonik diniŋ eŋ welenik nadisunik diniŋ mede tiloloŋ tiŋa, adi undihi mintaaŋ kumuŋdok gigit tugumun.
